 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34
11,24.920,21.692,12.772,27.541,20.585,14.033,15.441,14.885,15.195,29.696,24.734,20.494,28.181,12.591,10.432,15.358,10.769,17.998,11.589,12.102,16.781,10.782,12.138,10.537,28.535,13.042,21.249,10.150,13.330,8.269,11.039,10.362,10.231,10.830
12,24.151,20.468,12.758,24.680,19.819,14.333,14.569,14.385,14.912,28.250,22.254,19.291,27.841,12.266,10.153,14.708,10.498,16.181,11.449,11.942,15.922,10.806,12.111,10.634,27.514,12.977,20.674,10.096,13.338,8.237,10.997,10.307,10.159,10.847
13,23.204,19.787,12.945,22.539,19.458,13.843,13.653,14.123,14.813,26.777,20.420,18.148,27.384,12.057,10.216,14.296,10.296,14.981,11.328,11.782,14.921,10.684,11.883,10.567,27.372,12.848,20.161,10.000,13.324,8.129,10.815,10.148,10.067,10.746
14,22.251,19.055,13.228,20.610,19.194,13.364,13.110,13.846,14.700,25.641,18.730,17.402,26.651,12.006,10.119,13.743,10.204,14.117,11.263,11.599,14.533,10.684,11.679,10.569,26.650,12.873,20.336,9.824,13.399,8.125,10.766,10.160,10.020,10.657
15,21.585,18.249,13.199,19.318,19.761,13.198,13.175,13.807,14.611,25.458,17.770,16.848,26.115,12.491,10.233,13.512,10.121,13.850,11.283,11.964,14.100,10.697,11.753,10.623,26.797,12.905,20.518,9.725,13.307,8.120,10.833,10.315,9.960,10.700
16,22.063,18.601,13.573,19.856,20.654,13.686,14.361,14.344,15.428,27.586,18.686,20.364,26.572,12.949,10.394,14.165,10.365,14.824,11.337,12.749,14.089,10.712,12.618,10.901,27.085,12.903,20.625,9.617,13.411,8.179,11.386,10.594,10.258,11.023
17,21.685,18.719,13.478,19.185,20.933,13.730,14.394,14.709,15.597,28.299,18.734,21.376,27.321,13.013,10.479,13.922,10.315,14.552,11.346,12.764,13.998,10.818,14.145,11.029,27.050,13.027,21.392,9.528,13.561,8.182,11.196,10.482,10.610,10.985
18,20.814,18.293,13.643,18.202,21.247,13.364,13.886,14.254,15.309,27.108,17.584,20.300,26.834,12.508,10.415,13.265,10.192,13.793,11.361,13.086,13.854,10.880,14.441,11.054,26.883,12.941,21.501,9.518,13.440,8.202,11.057,10.434,10.563,10.852
19,19.904,17.635,13.510,17.019,21.563,13.025,13.350,14.408,15.000,25.875,16.694,19.038,26.135,12.313,10.347,12.861,10.065,13.296,11.176,13.246,13.768,10.865,14.055,10.985,26.349,12.972,21.584,9.422,13.530,8.189,10.902,10.371,10.583,10.690
20,19.179,17.162,13.337,16.481,22.024,13.868,13.301,14.933,14.870,24.831,15.982,18.056,25.724,12.143,10.331,12.470,10.054,12.965,11.213,13.096,13.423,10.857,13.588,10.882,26.539,12.843,21.138,9.448,13.484,8.100,10.786,10.353,10.236,10.671
21,18.475,16.698,13.184,16.273,22.260,14.763,13.037,14.531,14.917,23.786,15.558,17.438,25.365,12.438,10.186,12.189,9.985,12.716,11.265,13.367,13.446,10.816,13.262,10.781,26.703,12.814,20.806,9.378,13.421,8.097,10.749,10.366,10.238,10.685
22,17.986,16.276,12.876,16.680,21.793,14.923,12.848,14.349,14.765,23.018,15.132,16.867,24.807,12.806,10.106,11.786,9.904,12.700,11.245,13.377,13.344,10.823,12.882,10.771,26.207,12.693,21.849,9.337,13.494,8.069,10.794,10.266,10.117,10.720
23,17.862,16.238,13.159,18.047,21.364,15.501,13.091,14.723,14.720,22.265,15.396,18.069,24.398,12.619,10.250,12.054,10.069,13.200,11.254,13.313,13.298,10.835,13.047,10.674,26.164,12.742,21.340,9.370,13.491,7.997,10.951,10.386,10.471,10.661
24,18.179,16.160,13.037,18.613,21.364,15.441,13.333,14.707,14.700,22.502,15.418,17.975,24.107,12.428,10.267,11.915,10.021,13.263,11.380,13.078,13.527,10.771,13.988,10.593,26.371,12.917,21.320,9.337,13.391,8.030,11.088,10.421,10.866,10.825
25,19.417,16.447,13.107,18.530,21.912,14.645,13.522,14.352,14.683,25.492,15.478,17.359,24.005,12.262,10.326,11.985,10.060,13.343,11.384,13.389,13.639,10.774,13.908,10.654,26.342,13.000,21.633,9.334,13.438,8.094,11.197,10.390,10.705,10.786
26,19.207,16.513,13.069,17.608,22.047,13.884,13.336,14.291,14.592,26.660,15.080,16.778,24.068,12.211,10.568,11.934,9.967,12.786,11.302,13.267,13.681,10.776,13.506,10.581,26.120,12.844,21.633,9.337,13.421,8.192,11.165,10.365,10.591,10.775
27,19.115,16.551,12.971,17.138,22.363,13.526,13.107,15.031,14.549,26.060,15.222,16.344,23.672,12.496,10.678,11.757,10.067,13.023,11.320,13.186,13.762,10.808,13.141,10.635,26.207,12.837,21.992,9.332,13.457,8.286,11.133,10.418,10.390,10.757
28,19.167,16.338,13.078,17.017,22.370,13.251,12.911,14.575,14.598,25.973,15.146,15.912,23.641,12.677,10.500,11.699,10.058,13.047,11.335,13.246,13.642,10.900,12.712,10.569,26.024,12.753,22.070,9.285,13.434,8.259,11.111,10.264,10.385,10.725
29,18.492,15.979,13.222,16.265,22.222,12.981,12.839,14.232,14.600,25.262,14.938,15.488,23.242,12.519,10.572,11.510,10.019,12.636,11.312,13.136,13.511,10.761,12.511,10.533,25.722,12.622,21.623,9.389,13.478,8.239,10.987,10.321,10.042,10.653
30,17.813,15.675,13.254,16.033,22.019,12.917,12.790,13.933,14.583,24.082,14.576,15.265,23.022,12.306,10.449,11.251,9.944,12.629,11.154,13.012,13.447,10.799,12.126,10.558,25.662,12.605,21.561,9.285,13.464,8.182,11.094,10.502,9.993,10.595
31,17.256,15.310,13.527,15.920,21.404,12.749,12.998,13.774,14.402,23.133,14.418,14.920,22.697,12.179,10.475,11.063,9.990,12.420,11.172,12.990,13.561,10.677,11.786,10.602,25.118,12.571,21.348,9.233,13.444,8.214,11.029,10.569,10.000,10.685
32,16.657,15.032,13.452,15.566,20.828,12.788,12.739,13.740,14.479,22.342,14.160,14.639,22.306,11.981,10.394,10.957,9.933,12.423,11.102,12.778,13.420,10.754,11.588,10.529,25.413,12.592,21.105,9.202,13.345,8.204,10.857,10.529,9.960,10.675
33,16.168,14.745,13.196,15.285,19.843,12.791,12.522,13.665,14.405,21.575,14.150,14.516,22.237,11.994,10.288,10.853,9.954,12.333,11.053,12.601,13.480,10.690,11.456,10.568,25.394,12.474,20.773,9.212,13.339,8.144,10.712,10.476,10.025,10.596
34,15.793,14.665,12.902,14.981,19.077,12.537,11.902,13.550,14.362,20.848,14.026,14.291,21.782,12.643,10.203,10.714,9.960,12.308,11.044,12.431,13.254,10.771,11.333,10.529,25.175,12.541,21.808,9.290,13.348,8.072,10.690,10.319,9.891,10.491
35,15.296,14.268,12.689,14.912,18.492,12.512,11.545,13.391,14.240,20.315,14.400,14.233,21.623,12.494,10.284,10.641,9.871,12.218,11.061,12.204,13.191,10.829,11.215,10.482,25.244,12.448,21.493,9.360,13.426,8.025,10.577,10.266,10.002,10.485
36,15.045,14.141,12.591,14.760,17.723,12.474,11.436,13.355,14.223,19.740,15.714,14.043,21.438,12.187,10.246,10.525,9.821,12.216,11.099,12.242,13.350,10.765,11.062,10.466,25.500,12.528,21.276,9.303,13.462,8.025,10.553,10.189,9.774,10.541
37,14.624,14.042,12.349,14.561,17.323,12.377,11.163,13.416,14.232,19.193,15.194,13.986,21.318,12.115,10.157,10.482,9.956,12.258,10.973,11.850,13.282,10.746,10.939,10.485,24.869,12.567,21.951,9.311,13.439,8.000,10.594,10.164,9.806,10.475
38,14.533,13.789,12.450,14.649,16.710,12.435,11.210,13.268,14.263,18.814,14.756,13.807,21.061,12.387,10.246,10.443,10.017,12.195,11.046,11.908,13.144,10.786,10.964,10.453,25.005,12.484,21.264,9.282,13.303,8.033,10.595,10.194,9.839,10.414
39,14.165,13.620,12.360,14.660,16.279,12.394,11.121,13.251,14.236,18.463,14.596,13.737,21.061,12.621,10.229,10.362,9.904,12.216,11.020,11.601,13.107,10.759,10.880,10.453,24.757,12.378,21.375,9.132,13.332,7.978,10.609,10.100,9.784,10.396
40,14.043,13.422,12.280,14.373,15.873,12.397,11.096,13.416,14.267,18.030,14.170,13.601,20.782,12.355,10.220,10.416,9.946,12.185,11.019,11.553,13.076,10.774,10.759,10.488,24.486,12.435,21.850,9.293,13.427,8.055,10.459,10.083,9.757,10.377
41,13.968,13.291,12.455,14.544,15.725,12.471,11.070,13.461,14.261,17.721,14.176,13.582,20.763,12.191,10.284,10.332,9.967,12.162,11.079,11.463,13.081,10.814,10.926,10.571,24.024,12.510,21.235,9.329,13.418,8.062,10.582,10.179,10.047,10.508
42,13.713,13.278,13.997,15.401,17.015,17.410,11.571,14.000,14.320,17.535,14.122,13.605,20.843,11.958,10.373,10.353,10.035,12.221,11.070,11.331,13.400,10.786,11.380,10.655,24.364,12.602,21.544,9.225,13.482,8.154,10.897,10.871,10.375,10.494
43,13.529,13.118,13.902,15.848,16.832,19.107,11.867,15.036,14.226,17.227,13.924,13.542,21.247,11.945,10.551,10.205,9.958,12.171,11.060,11.092,13.433,10.788,11.835,10.722,24.620,12.651,21.697,9.220,13.506,8.177,11.180,10.916,10.481,10.520
44,13.411,12.897,13.225,16.912,16.450,20.813,12.077,20.070,14.326,16.923,13.862,13.424,21.191,11.825,10.534,10.217,9.971,12.120,10.979,10.994,13.426,10.778,11.805,10.622,24.379,12.632,21.831,9.334,13.377,8.251,11.295,10.870,10.409,10.473
45,13.255,12.848,12.867,16.729,15.929,20.645,11.907,23.866,14.172,16.686,13.762,13.435,20.893,11.913,10.318,10.204,9.894,12.047,10.975,10.808,13.285,10.703,11.488,10.596,24.257,12.672,21.736,9.142,13.477,8.226,11.199,10.775,10.226,10.489
46,13.169,12.848,12.686,16.903,15.452,21.433,11.424,25.394,14.204,16.541,13.760,13.325,20.521,11.808,10.169,10.156,9.844,12.028,10.951,10.705,13.052,10.733,11.233,10.543,24.199,12.700,21.004,9.205,13.352,8.169,11.143,10.651,10.124,10.484
47,13.010,12.705,12.343,16.616,15.239,20.518,11.205,25.137,14.246,16.221,13.714,13.303,20.277,11.692,10.203,10.166,9.844,12.016,10.894,10.691,12.882,10.707,11.176,10.492,24.159,12.558,20.303,9.220,13.437,8.094,10.983,10.484,9.973,10.416
48,12.919,12.555,12.545,17.420,14.880,21.909,11.128,26.117,14.178,16.083,13.686,13.357,20.102,11.730,10.161,10.141,9.846,12.117,10.929,10.583,12.909,10.707,10.976,10.493,24.276,12.522,20.318,9.212,13.359,8.059,11.051,10.628,9.916,10.410
49,12.868,12.610,12.631,17.588,14.806,23.256,11.401,26.651,14.204,15.823,13.562,13.192,19.856,11.730,10.140,10.106,9.833,11.977,10.811,11.026,13.128,10.722,10.812,10.431,24.713,12.630,21.322,9.251,13.429,8.040,11.191,10.681,9.948,10.442
50,12.819,12.483,12.723,17.124,15.004,24.394,11.517,26.332,14.274,15.627,13.826,13.219,19.788,12.004,10.097,10.100,9.867,11.915,10.844,11.126,12.977,10.647,10.773,10.399,24.563,12.622,20.918,9.127,13.399,8.037,11.314,10.789,9.722,10.471
51,12.796,12.523,12.573,16.492,14.716,22.975,11.273,25.545,14.249,15.538,14.866,13.222,19.528,11.945,10.072,10.180,9.923,11.984,10.808,11.052,12.801,10.632,10.658,10.349,24.300,12.670,20.633,9.153,13.360,8.023,11.298,10.818,9.767,10.443
52,12.833,12.498,12.550,16.713,14.581,23.207,11.240,26.017,14.209,15.362,14.718,13.202,19.460,11.825,10.064,10.081,9.881,11.965,10.831,10.820,12.857,10.564,10.589,10.443,24.497,12.698,21.433,9.220,13.547,7.952,11.395,10.873,9.685,10.504
53,12.881,12.506,12.741,17.130,14.564,24.471,11.625,27.249,14.363,15.199,14.470,13.059,19.272,11.619,10.136,10.033,9.910,11.805,10.866,10.649,12.809,10.568,10.486,10.357,23.703,12.545,20.876,9.194,13.488,8.012,11.619,11.123,9.680,10.563
54,12.805,12.338,12.660,17.362,14.501,24.485,11.490,26.869,14.315,15.102,14.026,13.107,19.122,11.725,10.042,10.079,9.931,11.932,10.856,10.665,12.752,10.585,10.520,10.408,23.727,12.425,20.431,9.192,13.527,7.936,11.723,11.035,9.722,10.658
55,12.675,12.179,12.680,17.301,14.346,23.945,11.389,26.609,14.281,14.898,13.896,13.093,18.932,12.275,10.148,10.061,9.904,11.915,10.804,10.587,12.716,10.603,10.433,10.396,23.393,12.510,21.008,9.119,13.429,7.983,11.636,11.050,9.759,10.547
56,12.543,12.120,12.499,17.318,14.189,24.386,11.317,26.159,14.369,14.855,13.928,13.145,18.887,12.021,9.953,10.042,9.771,11.967,10.826,10.545,12.629,10.536,10.465,10.362,23.631,12.364,20.856,9.124,13.307,7.963,11.492,10.929,9.757,10.465
57,12.486,12.120,12.573,17.019,14.030,23.843,11.179,26.363,14.181,14.627,13.826,13.007,18.792,11.940,10.089,10.081,9.831,11.869,10.780,10.465,12.793,10.613,10.467,10.360,23.213,12.528,21.299,9.184,13.326,8.003,11.298,10.874,9.720,10.473
58,12.479,12.091,12.478,16.500,13.935,22.099,11.140,25.626,14.209,14.439,14.416,13.005,18.719,11.783,10.081,10.079,9.887,11.925,10.861,10.423,12.767,10.585,10.353,10.349,23.606,12.343,21.383,9.161,13.289,7.993,11.272,10.861,9.715,10.411
59,12.454,12.019,12.305,15.903,13.667,20.050,10.988,23.813,14.172,14.430,15.048,13.019,18.616,11.666,10.051,10.025,9.775,11.932,10.774,10.397,12.712,10.654,10.345,10.380,23.487,12.414,20.612,9.153,13.325,7.970,11.170,10.746,9.625,10.330
60,12.358,11.954,12.305,15.387,13.591,18.380,11.058,22.489,14.247,14.379,14.594,12.963,18.459,11.974,10.034,9.978,9.858,11.887,10.813,10.449,12.665,10.590,10.377,10.383,23.317,12.300,20.513,9.171,13.326,7.995,10.875,10.614,9.675,10.351
61,12.375,11.947,12.522,15.006,13.538,17.058,10.918,21.366,14.215,14.245,14.158,12.989,18.365,12.374,10.034,10.018,9.842,11.862,10.846,10.417,12.671,10.652,10.315,10.291,23.385,12.374,21.184,9.111,13.206,7.992,10.943,10.654,9.633,10.362
62,12.308,11.937,12.401,14.939,13.434,16.099,10.984,20.330,14.168,14.055,13.878,12.966,18.230,12.111,10.148,10.049,9.894,11.923,10.772,10.365,12.640,10.684,10.305,10.365,23.109,12.340,20.771,9.109,13.306,7.970,10.835,10.570,9.633,10.392
63,12.308,11.814,12.288,14.652,13.327,15.193,10.876,19.612,14.187,14.111,13.822,13.000,18.208,11.930,10.127,9.994,9.863,11.937,10.772,10.355,12.564,10.643,10.298,10.344,23.363,12.518,20.227,9.161,13.234,8.048,10.769,10.499,9.643,10.344
64,12.217,11.829,12.219,14.566,13.163,14.435,11.068,18.757,14.173,13.983,13.920,12.977,18.027,11.764,10.097,9.981,9.844,11.930,10.763,10.455,12.749,10.637,10.359,10.407,23.405,12.231,21.183,9.098,13.210,8.045,10.609,10.419,9.655,10.292
65,12.261,11.867,12.153,14.610,13.179,14.052,10.823,18.240,14.158,13.906,13.776,13.030,17.976,11.653,10.093,9.990,9.910,11.883,10.754,10.475,12.614,10.526,10.294,10.434,23.404,12.353,20.555,9.142,13.223,7.987,10.678,10.362,9.566,10.410
66,12.193,11.770,12.167,14.508,13.189,13.534,10.914,17.947,14.159,13.833,13.920,12.947,17.873,11.958,10.055,9.927,9.808,11.833,10.739,10.609,12.677,10.645,10.405,10.358,23.650,12.336,20.091,9.197,13.335,8.015,10.656,10.329,9.707,10.346
67,12.121,11.776,12.138,14.547,13.118,13.218,10.911,17.360,14.054,13.732,13.900,12.981,17.629,12.085,9.958,10.006,9.815,11.911,10.834,10.641,12.747,10.545,10.414,10.361,23.833,12.304,19.728,9.132,13.223,7.988,10.656,10.191,9.598,10.359
68,12.189,11.783,13.559,15.022,14.279,18.088,11.098,17.858,14.318,13.823,13.942,13.354,17.807,11.996,10.106,10.142,9.952,11.981,10.867,10.641,12.959,10.613,10.597,10.511,24.132,12.398,20.268,9.153,13.325,8.069,10.852,10.713,9.836,10.438
69,12.457,12.008,13.928,15.768,14.611,20.171,11.590,18.260,15.544,13.858,14.874,16.894,20.755,12.123,10.208,10.909,10.419,12.354,11.034,10.832,13.347,10.705,10.798,10.565,25.715,12.594,20.670,9.313,13.278,8.241,10.917,10.824,10.055,10.463
70,14.727,14.036,13.674,17.878,15.071,18.628,12.424,19.704,15.522,16.063,18.088,19.112,25.259,12.779,10.373,12.380,10.577,13.824,11.245,10.936,14.016,10.951,11.152,10.730,26.986,12.734,20.971,9.956,13.306,8.339,11.020,10.827,10.117,10.616
71,18.731,17.932,13.622,22.058,15.656,17.088,14.289,22.592,15.968,19.721,21.480,21.082,27.448,13.275,10.394,15.018,11.067,16.803,11.537,11.311,14.972,10.929,11.380,10.840,28.161,12.814,20.975,11.010,13.373,8.226,11.042,10.702,10.127,10.829
72,21.281,19.112,13.164,23.351,16.191,15.777,14.946,23.525,15.714,20.574,23.020,20.049,28.174,13.225,10.250,15.786,10.975,17.143,11.542,11.026,15.413,10.908,11.106,10.842,28.260,12.734,20.678,11.417,13.360,8.263,11.062,10.547,10.057,10.814
73,22.896,19.380,12.977,24.149,16.559,14.862,14.660,21.651,15.504,21.397,21.806,18.831,27.827,13.306,10.161,15.882,10.962,16.819,11.333,10.998,15.303,10.799,10.856,10.760,27.588,12.658,20.130,11.386,13.329,8.201,11.019,10.517,9.881,10.825
74,23.968,20.300,12.896,25.448,16.933,14.284,14.702,21.413,15.179,21.925,22.756,18.199,28.159,13.158,10.466,16.075,11.158,16.838,11.560,11.090,15.564,10.767,10.717,10.702,28.754,12.626,19.561,11.383,13.416,8.129,11.012,10.439,9.814,10.862
75,24.895,21.563,13.092,29.124,17.146,14.028,15.417,20.377,15.150,23.762,25.176,19.058,28.633,13.432,10.301,16.475,11.942,19.913,11.734,11.331,16.219,11.024,10.632,10.703,29.995,12.860,19.783,11.376,13.348,8.124,11.216,10.604,9.888,11.041
76,25.335,22.093,13.115,30.870,17.069,13.777,16.051,19.254,14.898,25.015,28.248,18.781,28.858,13.513,10.394,16.507,11.967,20.927,11.819,11.449,16.794,10.991,10.659,10.740,29.882,12.742,19.744,11.285,13.412,8.194,11.093,10.453,9.933,11.053
77,25.037,21.243,12.954,28.854,17.721,13.399,15.133,18.425,14.906,24.275,26.038,18.048,28.328,12.989,10.373,16.265,11.540,19.190,11.719,11.293,16.392,10.855,10.626,10.616,29.675,12.639,19.491,11.256,13.456,8.110,10.949,10.455,9.846,10.930
78,24.727,20.848,13.003,28.122,18.170,13.298,14.671,17.637,15.393,23.962,23.838,18.735,28.127,13.134,10.280,16.004,11.510,18.157,11.631,11.255,16.240,10.759,10.530,10.643,28.962,12.602,19.202,11.236,13.288,8.065,11.010,10.510,9.772,10.930
79,23.806,20.156,12.914,25.439,17.779,13.124,13.804,16.997,15.246,23.109,21.762,17.883,27.570,12.853,10.250,15.626,11.131,16.570,11.581,11.028,16.180,10.716,10.533,10.650,29.334,12.416,18.808,11.166,13.297,8.079,10.924,10.387,9.809,10.747
80,22.971,19.146,12.919,23.138,17.327,12.904,13.387,16.450,15.113,22.083,20.166,17.159,27.098,12.481,10.068,15.225,10.754,15.357,11.596,11.102,15.609,10.750,10.438,10.681,29.076,12.378,18.746,11.155,13.307,8.059,10.901,10.535,9.732,10.689
81,23.664,19.382,13.256,24.456,17.507,12.970,13.958,16.140,15.794,22.980,21.728,19.484,26.817,12.509,10.068,15.590,10.962,16.606,11.567,11.447,15.687,10.776,10.508,10.715,29.688,12.474,18.598,11.389,13.289,8.079,10.892,10.566,9.806,10.835
82,24.377,20.506,13.599,26.185,18.680,12.915,14.862,15.788,15.689,25.473,22.860,21.630,28.100,13.123,10.419,15.912,11.327,17.131,11.737,11.788,16.535,10.677,11.042,10.954,30.161,12.583,18.959,11.293,13.368,8.171,11.137,10.718,10.055,10.941
83,24.143,20.487,13.334,25.776,18.465,12.934,14.629,15.494,15.550,25.638,22.568,21.859,28.371,12.779,10.483,15.675,11.058,16.427,11.922,11.786,17.065,10.944,11.914,11.327,30.237,12.808,19.039,11.231,13.339,8.156,11.212,10.770,10.509,10.911
84,23.343,19.610,13.196,23.903,18.350,12.813,14.079,15.128,15.173,25.026,20.820,20.524,28.250,12.477,10.415,15.178,10.669,15.047,11.893,11.451,16.833,11.021,13.456,12.341,29.017,12.791,19.765,10.990,13.538,8.092,11.221,10.657,10.821,10.808
85,22.312,18.785,13.372,21.760,18.634,12.658,13.096,14.765,14.941,24.283,19.404,19.288,27.763,12.221,10.280,14.618,10.417,14.167,11.791,11.200,16.138,10.803,13.808,12.567,28.639,12.799,19.720,10.725,13.482,8.064,11.035,10.513,10.670,10.753
86,21.386,18.295,13.066,20.039,18.920,12.702,12.473,14.712,14.799,23.310,18.122,18.156,26.860,12.013,10.144,14.168,10.238,13.535,11.647,11.112,15.105,10.784,13.855,12.405,28.552,12.691,19.408,10.624,13.518,7.988,10.914,10.414,10.747,10.566
87,20.454,17.660,13.098,18.713,20.075,12.592,12.709,14.626,14.759,22.621,16.996,17.578,26.635,12.385,10.254,13.831,10.171,13.164,11.487,11.547,14.689,10.829,13.638,12.362,28.080,12.639,18.973,10.487,13.685,7.998,10.981,10.467,10.566,10.714
88,20.699,17.479,13.530,18.961,20.516,13.537,13.730,14.559,15.507,23.638,17.116,20.679,27.002,12.938,10.568,14.016,10.475,13.777,11.351,12.431,14.857,10.701,14.226,12.683,28.377,12.560,19.357,10.407,14.386,8.154,11.324,10.561,10.650,10.948
89,20.292,16.989,13.573,17.903,20.292,13.229,13.692,14.469,15.499,23.094,16.668,20.401,26.787,12.840,10.564,13.731,10.240,13.430,11.352,12.477,14.640,10.806,15.041,12.456,28.084,12.736,19.769,10.282,14.180,8.120,11.329,10.542,10.744,10.871
90,19.475,16.755,13.294,17.213,19.802,13.063,13.156,14.098,15.257,22.116,16.030,19.233,26.041,12.475,10.398,13.202,10.223,12.920,11.352,12.389,14.125,10.699,14.871,12.090,27.934,12.698,19.309,10.098,14.010,8.064,10.988,10.369,10.521,10.877
91,18.700,16.257,13.187,16.362,19.193,12.807,12.730,14.061,15.059,21.244,15.508,18.377,25.371,12.381,10.195,12.822,10.042,12.606,11.182,12.457,13.747,10.788,14.302,11.863,27.951,12.575,19.365,9.990,13.782,8.079,10.803,10.254,10.365,10.635
92,18.132,16.057,13.017,15.854,19.176,12.579,12.445,13.902,14.807,20.355,15.088,17.395,25.015,12.932,10.191,12.431,9.988,12.413,11.282,12.381,13.783,10.639,13.723,11.640,28.039,12.679,19.948,9.982,13.759,8.032,10.654,10.220,10.179,10.610
93,17.592,15.857,12.847,15.467,19.366,12.606,12.072,13.944,14.685,19.765,14.750,16.960,24.651,12.700,10.195,12.136,9.940,12.333,11.137,12.385,13.452,10.645,13.227,11.596,27.707,12.531,19.480,9.873,13.593,8.007,10.656,10.182,10.045,10.527
94,16.962,15.319,12.911,15.229,18.819,12.584,11.620,13.735,14.609,19.128,14.618,16.406,23.978,12.451,10.114,11.856,9.902,12.162,11.115,12.289,13.574,10.782,12.676,11.478,27.409,12.476,19.390,9.876,13.582,7.995,10.707,10.171,9.933,10.457
95,16.545,15.086,12.752,15.094,18.006,12.490,11.457,13.601,14.580,18.612,14.514,15.872,23.494,12.236,10.097,11.558,9.894,12.178,11.035,12.144,13.301,10.632,12.359,11.261,26.752,12.543,20.334,9.785,13.508,7.993,10.659,10.087,9.831,10.466
96,16.104,14.844,12.478,14.776,17.467,12.344,11.294,13.522,14.464,18.137,14.430,15.438,23.244,12.706,9.932,11.334,9.900,12.061,10.925,12.166,13.122,10.620,11.923,11.112,26.562,12.323,19.788,9.728,13.407,7.983,10.530,10.126,9.931,10.463
97,15.700,14.667,12.418,14.646,16.766,12.306,11.163,13.285,14.479,17.705,14.410,15.099,22.755,12.698,10.059,11.316,9.898,12.033,10.910,12.078,12.942,10.609,11.714,10.919,26.041,12.256,19.662,9.635,13.455,8.022,10.551,10.081,9.739,10.418
98,15.402,14.502,12.406,14.552,16.168,12.226,11.105,13.416,14.320,17.366,14.234,14.938,22.614,12.426,10.157,11.145,9.927,11.934,10.867,11.768,13.006,10.600,11.780,10.746,25.968,12.444,19.823,9.562,13.348,8.003,10.528,10.041,9.906,10.463
