 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34
11,26.149,20.259,16.352,19.843,24.955,14.410,18.431,15.059,18.856,29.545,18.044,28.941,33.506,13.834,11.555,15.491,11.546,17.775,12.690,15.120,15.340,11.880,13.880,11.884,27.538,14.087,21.802,9.909,15.297,8.855,11.956,11.843,11.191,12.382
12,27.110,21.390,16.527,21.373,25.209,14.430,18.967,15.050,18.257,30.414,19.314,29.894,33.898,13.870,11.886,15.988,11.856,19.303,12.819,15.034,15.700,11.825,13.450,11.792,28.107,14.273,22.054,10.145,15.732,8.829,12.044,11.957,11.253,12.490
13,27.950,23.207,16.170,24.425,24.918,14.333,19.960,14.975,17.705,31.826,23.060,29.741,34.362,14.189,11.966,16.662,11.896,20.831,13.010,15.016,16.005,12.205,13.218,11.753,28.251,14.279,22.299,10.308,15.712,8.836,11.936,11.749,11.087,12.637
14,28.065,23.049,15.651,25.381,25.411,14.383,19.716,14.986,17.274,31.750,22.222,28.003,34.347,14.017,12.004,16.796,11.652,20.127,12.911,15.198,15.827,12.128,13.003,11.680,28.689,14.176,21.977,10.363,15.745,8.841,12.002,11.718,11.047,12.535
15,28.755,24.184,15.349,28.425,25.344,14.377,20.585,15.084,17.031,32.201,23.754,28.587,34.589,14.334,12.110,17.389,12.327,21.667,13.038,15.136,16.326,12.517,12.617,11.680,29.390,14.233,22.099,10.666,15.821,8.761,11.943,11.604,10.923,12.638
16,28.737,24.120,15.689,29.376,25.178,14.444,20.084,15.103,16.844,32.286,24.134,29.852,34.472,14.115,12.195,17.223,12.173,21.244,13.026,15.132,16.736,12.876,12.555,11.665,28.708,14.235,21.924,10.699,15.699,8.749,11.845,11.498,10.901,12.652
17,28.407,23.500,16.014,28.370,25.039,14.212,19.168,14.989,16.578,31.985,22.200,28.165,34.494,13.887,12.161,16.790,11.856,19.765,12.996,14.946,16.446,12.650,12.380,11.553,28.809,14.237,21.643,10.723,15.510,8.860,11.870,11.573,10.797,12.670
18,27.565,22.747,16.559,26.696,25.202,14.196,18.480,14.958,16.440,31.231,20.508,26.384,34.455,13.460,12.220,16.388,11.894,18.359,12.819,14.970,16.384,12.474,12.294,11.572,28.962,14.222,21.903,10.518,15.350,8.726,11.899,11.551,10.799,12.497
19,26.899,22.089,16.620,25.834,24.714,14.573,18.117,14.874,16.196,30.093,19.602,24.940,34.103,13.304,11.958,16.048,11.804,17.554,12.727,14.966,16.413,12.778,12.114,11.470,28.882,14.237,22.122,10.415,15.378,8.709,11.887,11.575,10.680,12.319
20,26.075,21.278,16.971,24.793,24.379,14.551,17.583,14.732,16.111,29.151,18.414,23.421,33.800,13.187,11.767,15.569,11.488,16.512,12.687,14.758,16.254,12.624,11.915,11.460,28.666,14.063,22.223,10.337,15.303,8.649,11.836,11.498,10.705,12.189
21,25.074,20.439,17.161,22.834,24.256,14.405,17.079,14.807,15.917,27.807,17.458,22.166,33.425,12.983,11.597,15.087,11.196,15.608,12.581,14.810,15.585,12.389,11.848,11.487,28.839,14.063,21.650,10.256,15.105,8.492,11.789,11.533,10.625,12.034
22,24.095,19.846,17.438,21.293,23.921,14.915,16.541,14.642,15.776,26.880,16.798,21.140,33.166,12.804,11.610,14.629,11.021,14.960,12.455,14.747,15.310,12.233,11.982,11.393,28.820,13.831,21.621,10.124,15.110,8.522,11.808,11.594,10.682,11.946
23,23.079,19.203,18.049,20.064,24.000,15.333,16.480,14.698,15.560,25.921,16.362,20.343,32.890,12.632,11.169,14.178,10.925,14.491,12.360,14.798,15.139,12.162,12.050,11.409,28.880,13.831,21.394,10.132,14.987,8.430,11.705,11.557,10.737,11.885
24,22.292,18.823,18.403,19.282,24.275,14.890,16.152,14.623,15.543,25.082,15.928,19.425,32.437,12.666,11.186,13.853,10.735,14.362,12.266,14.908,14.742,12.081,11.905,11.366,28.558,13.856,21.346,10.080,14.847,8.366,11.680,11.579,10.541,11.849
25,21.560,18.188,18.908,18.533,23.761,15.196,16.154,14.528,15.577,24.225,15.594,18.783,32.164,12.542,11.123,13.510,10.648,14.021,12.117,14.786,14.549,11.823,11.794,11.279,28.339,13.869,21.806,9.984,14.956,8.278,11.629,11.533,10.464,11.853
26,20.820,17.715,18.830,17.867,23.041,15.000,16.159,14.536,15.507,23.517,15.502,18.026,31.518,12.592,11.008,13.067,10.554,13.631,12.108,14.593,14.551,11.765,11.555,11.249,28.101,13.676,21.526,9.979,14.680,8.269,11.524,11.477,10.496,11.720
27,20.170,17.544,19.824,17.787,22.998,15.650,16.287,14.399,15.442,22.859,15.210,17.545,31.201,13.025,11.064,12.705,10.540,13.721,12.035,14.579,14.436,11.741,11.559,11.180,28.172,13.708,21.194,9.826,14.873,8.214,11.494,11.359,10.526,11.676
28,19.570,17.150,21.078,17.268,22.544,15.802,16.427,14.439,15.423,22.171,15.210,17.027,30.702,12.962,10.805,12.481,10.440,13.556,11.919,14.429,14.378,11.679,11.465,11.148,27.413,13.649,21.586,9.883,14.785,8.176,11.551,11.236,10.360,11.710
29,19.048,16.884,20.896,16.898,21.798,15.612,16.026,14.475,15.422,21.548,15.050,16.866,30.325,12.808,10.818,12.271,10.502,13.488,11.974,14.297,14.545,11.628,11.503,11.107,27.248,13.620,21.447,9.904,14.710,8.174,11.314,11.230,10.402,11.785
30,18.587,16.641,20.902,17.058,21.146,15.766,15.716,14.799,15.377,21.134,14.986,16.346,29.963,12.779,10.712,11.978,10.402,13.444,11.815,14.283,14.433,11.596,11.376,11.193,27.230,13.651,21.398,9.826,14.627,8.162,11.470,11.205,10.484,11.663
31,17.988,16.365,20.144,17.497,20.391,17.080,15.604,16.366,15.309,20.655,14.886,16.123,29.462,12.583,10.788,11.898,10.308,13.371,11.779,13.912,14.326,11.611,11.233,11.151,26.981,13.600,21.571,9.922,14.812,8.124,11.440,11.419,10.342,11.697
32,17.611,15.932,18.729,17.000,19.843,16.901,15.406,24.503,15.236,20.130,15.006,15.759,29.176,12.526,10.733,11.698,10.335,13.369,11.827,13.745,14.173,11.594,11.232,11.153,26.838,13.814,22.204,9.824,14.683,8.227,11.442,11.260,10.459,11.703
33,17.256,15.901,18.173,16.760,19.142,17.116,15.443,27.852,15.263,19.802,14.902,15.545,28.868,12.374,10.852,11.648,10.440,13.446,11.824,13.547,14.143,11.453,11.452,11.169,26.754,13.592,21.658,9.795,14.703,8.157,11.449,11.304,10.762,11.720
34,17.002,15.772,18.890,16.610,19.077,18.791,15.513,26.729,15.185,19.481,14.886,15.204,28.579,12.389,10.746,11.383,10.296,13.254,11.867,13.297,14.079,11.534,12.439,11.238,27.039,13.609,21.161,9.821,14.640,8.174,11.406,11.335,11.280,11.665
35,16.607,15.426,19.545,16.721,19.460,18.306,15.329,26.131,15.128,19.120,14.758,15.188,28.426,12.270,10.746,11.274,10.315,13.272,11.851,13.814,14.219,11.534,12.708,11.329,26.899,13.683,21.181,9.788,14.749,8.145,11.472,11.276,11.141,11.659
36,16.282,15.308,18.631,17.177,19.196,18.468,15.338,28.810,15.198,18.770,14.698,15.001,27.992,12.298,10.648,11.187,10.346,13.444,11.780,13.665,14.177,11.451,12.458,11.255,26.661,13.653,21.930,9.909,14.701,8.199,11.590,11.233,10.990,11.658
37,16.042,15.072,17.559,17.130,18.770,17.860,14.744,30.302,15.193,18.526,14.598,14.835,27.692,12.328,10.699,11.142,10.406,13.296,11.735,13.365,14.144,11.579,12.882,11.308,27.055,13.700,21.408,9.762,14.661,8.122,11.562,11.168,11.300,11.597
38,15.643,14.914,16.965,16.699,18.353,16.653,13.918,31.522,15.206,18.117,14.726,14.652,27.606,12.275,10.699,10.991,10.333,13.298,11.799,13.032,14.232,11.429,13.917,11.224,27.104,13.763,21.008,9.806,14.623,8.149,11.371,11.146,11.645,11.554
39,15.648,14.776,17.043,16.564,17.852,17.118,13.874,30.858,15.122,17.874,14.700,14.594,27.369,12.185,10.665,10.966,10.402,13.265,11.779,12.828,14.126,11.483,13.874,11.166,27.066,13.715,20.722,9.736,14.740,8.149,11.400,11.081,11.362,11.638
40,15.380,14.542,17.317,16.627,17.604,17.573,14.238,29.575,15.176,17.610,14.596,14.449,27.237,12.285,10.678,10.924,10.379,13.237,11.704,12.627,14.042,11.466,13.326,11.121,26.858,13.841,21.157,9.793,14.715,8.139,11.319,11.139,11.097,11.532
41,15.185,14.416,17.118,16.751,17.196,17.226,14.191,29.263,15.077,17.350,14.702,14.446,27.105,12.262,10.623,10.927,10.383,13.211,11.649,12.387,14.083,11.438,13.036,11.165,26.644,13.719,20.973,9.769,14.690,8.166,11.356,11.160,10.935,11.552
42,15.115,14.485,16.199,16.856,16.886,16.066,14.221,30.989,15.893,17.232,15.470,16.413,26.981,12.242,10.720,11.301,10.552,13.648,11.775,12.277,14.287,11.714,12.661,11.145,26.610,13.854,21.351,9.842,14.768,8.236,11.324,11.086,10.963,11.463
43,15.063,14.574,15.473,16.771,16.643,15.196,14.182,30.581,16.583,17.308,15.568,17.845,27.000,12.449,10.898,11.672,10.431,13.681,11.758,12.363,14.173,12.235,13.502,11.153,25.951,13.966,21.406,9.860,14.675,8.249,11.428,11.069,11.506,11.619
44,14.913,14.534,15.490,16.525,16.305,15.512,14.047,29.313,16.218,17.081,15.322,17.104,26.753,12.760,10.703,11.385,10.423,13.441,11.685,12.321,14.149,11.998,13.647,11.128,25.961,13.698,20.983,9.819,14.556,8.201,11.319,11.154,11.303,11.625
45,14.738,14.300,15.444,16.271,16.181,15.537,13.739,28.983,15.900,16.831,15.508,16.438,26.489,12.653,10.585,11.157,10.342,13.394,11.829,12.255,14.037,11.810,13.233,11.150,26.050,13.626,20.616,9.876,14.579,8.181,11.339,11.176,11.074,11.580
46,14.569,14.036,15.297,16.102,15.880,14.678,13.149,29.402,15.671,16.643,15.486,15.877,26.359,12.375,10.644,11.132,10.298,13.195,11.712,12.068,14.057,11.746,12.876,11.109,26.073,13.632,20.606,9.847,14.557,8.179,11.324,11.154,10.871,11.492
47,14.521,13.888,14.697,16.144,15.535,14.163,12.830,28.617,15.524,16.424,15.260,15.417,26.103,12.400,10.581,10.942,10.285,13.329,11.702,11.910,14.122,11.699,12.741,11.178,26.473,13.706,20.388,9.984,14.618,8.140,11.346,11.053,11.007,11.444
48,14.343,13.918,14.749,15.967,15.363,14.025,12.615,26.564,15.459,16.288,15.074,15.043,25.880,12.268,10.555,10.892,10.252,13.296,11.753,12.118,14.136,11.571,14.135,11.118,26.353,13.702,21.214,9.930,14.592,8.140,11.261,11.037,11.663,11.409
49,14.102,13.694,14.787,15.884,15.288,13.614,12.329,24.913,15.360,15.993,14.956,14.844,25.816,12.275,10.551,10.817,10.258,13.066,11.754,12.381,14.065,11.474,14.632,11.066,26.129,13.651,20.814,9.876,14.611,8.140,11.261,11.010,11.449,11.287
50,14.054,13.542,14.375,15.798,15.118,13.650,12.462,23.637,15.352,15.840,14.762,14.689,25.695,12.185,10.610,10.780,10.240,13.178,11.736,12.405,14.141,11.442,14.215,11.080,25.760,13.560,20.637,10.041,14.618,8.092,11.260,11.010,11.251,11.354
51,14.010,13.466,14.216,15.901,15.000,13.601,12.653,22.715,15.328,15.709,14.610,14.590,25.365,12.136,10.682,10.711,10.335,13.106,11.682,12.108,14.099,11.457,13.611,11.065,25.333,13.596,20.711,9.933,14.589,8.122,11.334,11.140,11.017,11.320
52,13.912,13.350,13.945,15.677,14.880,13.471,12.473,22.190,15.295,15.578,15.554,14.383,25.333,12.175,10.661,10.666,10.231,13.221,11.667,11.944,13.982,11.415,13.115,10.999,25.680,13.689,21.231,9.964,14.661,8.122,11.300,11.202,10.906,11.318
53,13.849,13.390,13.602,15.840,14.755,13.399,12.219,21.087,15.136,15.389,15.526,14.246,25.078,12.215,10.500,10.689,10.292,13.019,11.643,11.786,13.982,11.404,12.673,11.087,25.740,13.531,20.975,9.946,14.570,8.172,11.295,11.062,10.653,11.310
54,13.735,13.274,13.481,15.873,14.615,13.474,12.373,20.433,15.113,15.205,15.264,14.148,25.034,12.117,10.589,10.663,10.262,13.089,11.692,11.631,14.026,11.491,12.389,11.038,25.091,13.590,20.594,9.868,14.532,8.137,11.265,11.009,10.610,11.295
55,13.701,13.293,13.363,15.807,14.441,13.179,12.263,19.735,15.093,15.175,14.916,14.137,24.890,12.208,10.585,10.620,10.210,13.002,11.609,11.669,13.971,11.348,12.045,11.018,25.438,13.548,21.334,9.852,14.573,8.110,11.206,10.987,10.672,11.323
56,13.544,13.122,13.409,15.693,14.404,13.344,12.065,19.335,15.085,15.066,14.750,14.045,24.723,12.145,10.525,10.563,10.279,13.045,11.660,11.515,14.037,11.417,13.236,11.093,25.222,13.564,21.083,9.829,14.561,8.139,11.325,11.115,11.342,11.280
57,13.426,13.011,13.159,15.522,14.346,13.275,12.005,18.933,15.125,14.934,14.744,14.041,24.763,12.191,10.606,10.555,10.198,13.120,11.629,11.591,13.950,11.325,13.505,11.107,25.323,13.545,20.577,9.829,14.605,8.147,11.246,11.451,11.256,11.276
58,13.469,13.002,13.398,15.870,14.321,13.736,11.988,18.584,14.992,14.840,14.774,13.888,24.662,12.075,10.669,10.558,10.267,13.101,11.639,11.427,13.904,11.365,13.209,11.153,25.388,13.497,20.363,9.837,14.584,8.144,11.253,11.498,11.027,11.246
59,13.480,13.032,15.049,16.580,14.540,18.096,12.410,19.425,15.049,14.720,15.762,13.978,24.621,12.087,10.466,10.527,10.310,13.082,11.622,11.429,14.036,11.323,12.679,11.047,25.435,13.491,20.435,9.782,14.593,8.059,11.373,11.830,10.787,11.303
60,13.357,13.011,14.516,16.171,14.398,17.369,12.573,18.958,15.060,14.580,15.500,13.853,24.267,12.158,10.517,10.525,10.331,13.094,11.651,11.397,13.938,11.348,12.335,11.029,25.372,13.397,21.318,9.707,14.679,8.117,11.322,11.814,10.697,11.206
61,13.433,12.819,13.873,15.854,14.247,15.873,12.515,18.159,15.219,14.545,15.164,13.805,24.409,12.189,10.606,10.522,10.219,12.967,11.628,11.309,13.977,11.310,12.182,11.174,25.238,13.571,20.899,9.762,14.645,8.092,11.285,11.614,10.702,11.252
62,13.350,12.844,13.507,15.873,14.079,14.879,12.455,17.547,14.968,14.413,14.988,13.805,24.267,12.170,10.496,10.491,10.296,13.070,11.689,11.413,13.882,11.363,12.253,11.435,25.423,13.674,20.711,9.847,14.579,8.186,11.322,11.402,10.841,11.111
63,13.333,12.842,13.352,15.787,14.088,14.273,12.154,17.257,15.057,14.433,14.804,13.722,24.171,12.185,10.559,10.442,10.194,13.070,11.664,11.251,13.921,11.344,12.476,11.421,25.494,13.484,20.320,9.775,14.598,8.085,11.337,11.359,10.911,11.215
64,13.362,12.852,13.254,15.710,14.030,13.879,12.026,16.838,15.832,14.324,15.348,15.199,24.277,12.385,10.653,10.615,10.421,13.169,11.603,11.377,14.138,11.318,12.624,11.443,25.513,13.596,20.128,9.780,14.504,8.127,11.196,11.264,10.806,11.265
65,13.233,12.709,13.542,15.801,14.912,13.785,12.527,16.746,19.159,14.570,15.694,19.209,24.315,12.545,11.042,11.025,10.660,13.094,11.799,11.846,14.366,11.442,12.986,11.511,25.733,13.731,21.313,9.746,14.674,8.291,11.309,11.462,11.079,11.372
66,13.273,12.635,13.867,16.144,16.873,13.749,13.555,16.483,18.679,14.662,15.352,18.540,26.014,12.534,11.174,10.880,10.467,13.228,11.774,12.613,14.389,11.442,13.236,11.531,26.099,13.702,21.522,9.668,14.541,8.426,11.400,11.589,11.293,11.406
67,13.223,12.603,14.144,16.506,18.368,13.873,14.224,16.011,18.947,14.488,14.930,18.979,27.812,12.517,11.089,10.954,10.519,13.230,11.762,13.617,14.272,11.361,13.961,11.533,26.315,13.744,21.313,9.767,14.506,8.455,11.366,11.653,11.392,11.424
68,13.236,12.690,14.305,16.588,19.680,14.011,14.231,16.112,21.883,14.483,14.740,20.695,28.993,12.657,11.072,11.028,10.604,13.080,11.733,14.164,14.227,11.502,15.297,11.549,27.058,13.861,21.550,9.847,14.437,8.380,11.411,11.622,11.598,11.537
69,13.180,12.654,13.991,16.575,21.252,13.975,13.904,15.944,21.110,14.360,14.682,19.407,28.993,12.657,10.822,10.810,10.519,13.108,11.722,14.465,14.191,11.374,16.223,11.470,27.284,13.905,22.124,10.062,14.460,8.323,11.425,11.604,11.749,11.497
70,13.104,12.747,13.778,16.685,22.264,14.039,14.002,15.785,19.824,14.275,14.710,18.476,28.491,12.519,10.847,10.717,10.481,13.204,11.708,14.379,14.203,11.436,15.792,11.348,26.401,13.924,22.089,9.997,14.604,8.217,11.428,11.541,11.608,11.452
71,13.207,12.629,13.435,16.655,22.936,13.796,13.846,15.612,18.921,14.146,14.622,17.455,27.636,12.587,10.758,10.569,10.198,13.171,11.569,14.451,14.173,11.310,15.345,11.315,26.096,13.806,21.856,10.083,14.626,8.181,11.437,11.461,11.447,11.391
72,13.033,12.643,13.608,16.743,23.419,14.441,13.590,15.511,18.229,14.082,14.668,16.911,26.805,12.898,10.767,10.546,10.231,13.153,11.702,14.605,14.112,11.368,14.877,11.225,26.317,13.746,21.291,10.070,14.592,8.172,11.366,11.461,11.161,11.375
73,13.038,12.544,13.974,16.837,23.391,16.105,13.825,15.279,17.600,14.052,14.620,16.202,26.301,12.740,10.674,10.485,10.271,13.171,11.717,14.776,13.951,11.370,14.335,11.254,26.420,13.590,20.816,9.972,14.611,8.130,11.379,11.609,10.893,11.366
74,13.082,12.608,13.784,16.693,23.493,15.716,14.124,15.257,17.221,13.946,14.654,16.062,25.817,12.511,10.623,10.460,10.325,13.298,11.674,14.631,14.031,11.412,14.548,11.237,26.547,13.600,20.810,9.808,14.597,8.120,11.378,11.606,11.189,11.394
75,13.018,12.538,13.801,16.539,23.710,15.650,13.800,15.036,16.906,13.919,14.474,15.657,25.394,12.523,10.648,10.452,10.242,13.228,11.724,14.719,14.156,11.323,15.439,11.183,26.598,13.662,21.412,9.886,14.640,8.122,11.373,11.685,11.462,11.381
76,13.100,12.511,13.499,16.483,24.275,14.909,13.646,14.916,16.581,13.875,14.448,15.313,25.088,12.700,10.593,10.433,10.285,13.192,11.722,14.511,14.282,11.376,15.258,11.162,26.084,13.672,21.600,9.801,14.435,8.166,11.496,11.505,11.196,11.354
77,12.964,12.441,13.516,16.489,24.381,14.559,13.606,14.891,16.389,13.752,14.646,15.089,24.761,12.911,10.619,10.527,10.262,12.991,11.646,14.411,14.258,11.387,14.544,11.187,25.672,13.681,21.837,9.744,14.561,8.161,11.401,11.530,11.082,11.275
78,12.995,12.553,13.383,16.384,25.277,14.039,13.408,14.804,16.099,13.756,14.620,14.882,24.651,12.649,10.623,10.434,10.252,13.075,11.674,14.505,14.136,11.282,14.086,11.168,25.315,13.732,21.635,9.839,14.438,8.092,11.376,11.303,11.010,11.197
79,12.977,12.407,13.337,16.326,25.585,13.972,13.347,14.617,15.944,13.717,14.448,14.735,24.173,12.491,10.614,10.436,10.294,13.077,11.634,14.467,14.044,11.350,13.770,11.092,25.506,13.780,22.132,9.689,14.534,8.120,11.411,11.176,11.050,11.225
80,12.967,12.500,13.049,16.265,25.323,13.810,13.026,14.693,15.886,13.669,14.480,14.547,24.027,12.436,10.631,10.469,10.215,13.026,11.678,14.325,14.112,11.331,14.700,11.130,25.636,13.713,22.043,9.801,14.522,8.119,11.307,11.183,11.541,11.237
81,12.973,12.350,13.349,16.119,25.239,13.758,13.040,14.587,15.818,13.717,14.592,14.488,23.875,12.277,10.712,10.481,10.300,13.099,11.665,14.511,14.186,11.391,14.838,11.092,25.484,13.666,22.699,9.705,14.440,8.090,11.312,10.990,11.479,11.273
82,12.955,12.420,13.280,16.254,25.641,13.763,12.967,14.592,15.679,13.638,14.420,14.364,23.692,12.272,10.665,10.401,10.285,13.047,11.598,14.762,14.105,11.331,14.559,11.101,25.516,13.677,22.140,9.645,14.452,8.144,11.243,11.095,11.258,11.284
83,12.980,12.363,13.251,16.157,25.968,13.719,12.816,14.612,15.584,13.636,14.348,14.215,23.565,12.292,10.703,10.419,10.231,13.117,11.661,14.758,14.015,11.496,14.115,11.051,25.484,13.560,22.115,9.710,14.477,8.087,11.329,11.003,11.027,11.165
84,12.943,12.561,13.438,16.334,26.135,13.716,12.951,14.494,15.550,13.611,14.468,14.232,23.379,12.226,10.619,10.418,10.273,13.026,11.653,14.667,14.089,11.306,13.717,11.011,25.533,13.507,22.334,9.777,14.512,8.112,11.298,10.960,10.940,11.266
85,12.876,12.428,13.159,16.265,26.090,13.623,12.830,14.486,15.459,13.603,14.500,14.211,23.286,12.274,10.542,10.434,10.262,13.148,11.694,14.677,14.120,11.308,14.245,11.030,25.670,13.429,21.833,9.767,14.383,8.110,11.194,11.007,11.670,11.214
86,12.908,12.443,13.251,16.135,25.688,13.672,12.662,14.617,15.362,13.512,14.324,14.070,23.186,12.404,10.614,10.440,10.244,12.993,11.669,14.629,14.102,11.338,15.294,11.098,25.508,13.541,22.414,9.759,14.386,8.102,11.179,10.903,11.690,11.144
87,12.920,12.304,13.213,16.011,25.363,13.545,12.541,14.525,15.385,13.451,14.412,14.025,23.159,12.804,10.661,10.401,10.271,13.122,11.685,14.499,14.031,11.410,15.803,11.074,25.025,13.573,22.373,9.798,14.503,8.130,11.256,10.889,11.886,11.258
88,12.874,12.340,13.130,16.006,25.746,13.510,12.515,14.313,15.320,13.439,14.398,13.905,23.024,12.579,10.589,10.401,10.300,13.002,11.596,14.812,13.919,11.365,15.403,11.113,24.842,13.478,22.289,9.790,14.461,8.161,11.197,11.191,11.792,11.232
89,12.907,12.331,13.081,16.232,26.088,13.490,12.711,14.394,15.269,13.379,14.500,13.996,22.843,12.477,10.636,10.436,10.292,13.113,11.571,14.487,14.097,11.447,15.118,11.112,25.142,13.488,22.590,9.663,14.531,8.184,11.277,11.275,11.434,11.166
90,12.860,12.403,13.170,15.989,26.181,13.620,12.599,14.503,15.246,13.418,14.374,13.877,22.758,12.426,10.640,10.460,10.275,13.035,11.662,14.603,13.911,11.331,14.929,11.101,24.828,13.528,22.183,9.728,14.453,8.147,11.263,11.185,11.352,11.184
91,12.795,12.371,13.225,16.238,25.854,13.559,12.592,14.369,15.168,13.356,14.442,13.909,22.745,12.291,10.610,10.605,10.358,13.005,11.594,14.461,14.068,11.408,14.898,11.110,24.822,13.522,22.031,9.689,14.431,8.184,11.182,11.326,11.278,11.232
92,12.808,12.348,13.156,16.174,26.067,13.501,12.611,14.430,15.210,13.389,14.380,13.931,22.690,12.621,10.729,10.720,10.402,13.054,11.661,14.689,14.076,11.432,14.762,11.167,25.016,13.431,22.070,9.816,14.540,8.120,11.327,11.284,11.216,11.159
93,12.823,12.333,13.902,16.619,26.426,15.347,13.040,14.405,15.145,13.667,14.500,14.037,22.672,12.743,10.919,10.787,10.285,13.054,11.657,14.836,14.066,11.329,14.477,11.276,24.751,13.558,21.965,9.754,14.378,8.201,11.486,11.462,11.176,11.278
94,13.069,12.538,15.052,17.273,26.120,17.680,14.350,14.564,16.328,14.434,14.994,16.359,26.684,12.949,11.538,11.027,10.450,14.054,11.725,14.840,14.243,11.425,14.586,11.402,25.177,13.696,22.379,9.702,14.604,8.475,11.637,11.690,11.596,11.537
95,13.439,12.848,14.450,17.235,25.355,16.446,14.744,15.165,16.889,15.144,15.278,18.366,30.689,13.238,12.021,11.175,10.656,14.157,11.882,14.615,14.553,11.583,14.977,11.647,26.248,13.776,22.124,9.940,14.784,8.632,11.506,11.632,11.749,11.553
96,17.650,16.835,14.741,20.602,24.824,15.645,17.392,16.589,16.601,19.460,20.702,18.919,32.349,14.194,12.530,13.341,11.246,18.707,12.302,14.762,15.953,12.173,14.509,11.705,27.749,13.886,21.650,10.635,14.851,8.709,11.658,11.583,11.543,12.091
97,21.755,19.572,14.671,24.561,24.135,14.989,18.963,16.232,16.321,22.671,21.684,18.520,32.971,14.375,12.847,16.241,11.954,21.124,12.589,14.577,17.353,13.301,14.126,11.691,28.662,14.046,21.410,11.591,14.874,8.666,11.622,11.359,11.347,12.273
98,24.750,21.057,14.646,27.017,23.538,14.791,19.019,15.687,16.003,24.342,20.902,18.791,33.569,14.475,13.038,17.316,12.529,21.836,12.824,14.507,17.906,13.842,13.515,11.612,28.806,13.970,21.019,11.858,14.698,8.630,11.685,11.295,11.241,12.276
