 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36
35,19.458,15.609,19.210,13.735,15.131,14.111,59.298,44.158,34.384,26.184,53.416,27.585,18.670,22.156,29.688,45.763,36.229,29.380,100.282,49.431,31.422,28.635,63.077,16.754,33.792,55.842,24.968,17.406,30.029,25.613,16.005,22.273,14.060,18.342,15.034,14.172
36,19.726,15.365,19.155,13.872,15.185,14.038,59.572,44.454,34.777,26.217,53.208,27.820,18.736,22.237,29.762,45.811,36.296,29.316,101.007,50.100,31.417,28.513,62.673,16.843,33.719,55.815,24.955,17.314,29.808,25.780,16.078,22.211,13.901,18.228,15.108,14.239
37,19.541,15.577,19.087,13.972,15.133,14.155,59.611,44.403,34.329,25.951,53.047,27.839,18.633,22.104,29.764,45.785,36.075,29.201,100.316,50.009,31.621,28.497,62.829,16.835,33.635,55.496,25.070,17.421,30.014,25.600,16.019,22.308,13.967,18.216,14.928,14.262
38,19.416,15.582,19.252,13.900,15.181,14.050,59.231,44.658,34.916,26.236,53.338,27.903,18.677,22.256,30.060,45.910,35.973,29.481,100.362,49.237,31.693,28.558,63.083,16.929,33.787,56.079,25.185,17.279,30.304,25.673,15.955,22.024,13.939,18.240,15.130,14.315
39,19.466,15.589,19.314,13.959,15.078,14.044,59.314,44.975,34.553,26.262,52.953,27.885,18.488,22.208,29.863,45.538,36.347,29.488,100.656,50.066,31.603,28.846,63.746,16.914,33.856,56.431,24.879,17.466,30.065,25.811,15.975,22.467,13.920,18.368,15.019,14.349
40,19.652,15.534,19.090,13.865,15.280,14.101,59.649,44.745,34.798,26.347,53.180,27.863,18.680,22.252,29.916,46.133,36.462,29.229,101.052,49.735,31.671,28.747,63.815,16.882,33.870,56.211,24.854,17.304,30.154,25.632,16.049,22.478,14.042,18.250,15.135,14.241
41,19.505,15.634,19.219,13.920,15.160,14.002,59.207,44.492,34.700,26.185,53.298,27.697,18.714,22.001,29.921,46.373,36.425,29.636,100.830,49.588,31.574,28.859,63.902,16.995,33.819,56.419,25.197,17.309,30.388,25.525,16.006,22.352,14.054,18.329,14.995,14.421
42,19.510,15.590,19.215,14.020,15.219,13.985,60.020,44.740,34.690,26.264,53.507,27.923,18.897,22.207,30.147,46.574,36.335,29.371,101.319,49.744,31.608,28.689,63.852,16.953,33.733,56.271,24.688,17.285,30.226,25.663,15.883,22.326,13.927,18.254,15.010,14.216
43,19.400,15.611,19.327,13.870,15.084,14.159,59.796,44.975,34.684,26.147,53.136,27.611,18.587,22.139,29.965,46.401,36.508,29.444,100.877,50.019,31.796,28.865,63.844,16.948,33.884,56.597,25.064,17.357,30.350,25.675,15.975,22.302,14.042,18.246,15.087,14.241
44,19.592,15.589,19.259,13.937,15.150,14.258,59.952,44.702,34.546,26.361,53.666,27.764,18.654,22.210,30.133,46.615,36.724,29.690,100.980,50.308,31.717,28.484,63.665,16.946,33.986,56.456,25.140,17.541,30.054,25.819,15.981,22.262,14.008,18.436,15.154,14.237
45,19.640,15.461,19.275,13.987,15.133,14.159,59.487,44.654,34.743,25.783,53.662,28.037,18.636,22.245,29.932,46.342,36.610,29.459,102.057,50.076,31.865,28.285,62.996,16.970,33.554,55.637,25.688,17.119,29.659,25.709,15.940,22.295,13.908,18.361,14.933,14.182
46,19.619,15.597,19.564,13.876,15.179,14.048,59.785,44.606,34.556,26.184,53.641,27.860,18.630,22.327,29.981,46.168,36.374,29.402,102.180,50.156,31.951,28.856,62.852,16.798,33.950,55.275,25.701,17.312,29.767,25.829,15.963,22.225,14.037,18.395,15.082,14.239
47,19.756,15.563,19.405,13.896,15.088,14.050,59.969,44.514,34.601,26.034,53.140,27.663,18.899,22.203,29.963,46.391,36.622,29.572,101.717,49.967,31.796,28.561,62.925,16.808,33.776,55.879,24.949,17.316,29.660,25.843,16.005,22.553,13.925,18.431,14.913,14.099
48,19.824,15.514,19.553,14.059,15.110,14.107,59.959,45.269,34.694,25.929,53.542,27.735,18.728,22.258,30.061,46.485,36.653,29.540,101.999,49.664,31.668,28.897,63.333,16.865,33.774,56.074,25.561,17.287,30.213,26.040,15.964,22.760,13.889,18.245,15.161,14.393
49,19.666,15.683,19.604,13.996,15.038,14.101,60.003,45.255,35.156,26.526,54.687,27.931,18.790,22.405,30.021,46.770,36.842,29.756,102.164,50.033,31.898,28.413,63.559,16.768,33.879,55.738,25.682,17.272,30.161,25.873,15.838,22.672,13.966,18.381,15.096,14.267
50,19.779,15.819,19.537,13.965,15.055,14.006,60.440,45.140,35.300,26.247,53.958,28.037,18.823,22.244,30.131,46.544,37.033,29.744,102.756,50.275,31.756,29.298,63.376,16.990,34.202,56.467,25.707,17.376,29.853,26.064,15.938,22.452,13.906,18.454,15.161,14.320
51,19.969,15.758,19.529,13.996,15.206,13.975,60.611,44.898,35.011,26.013,54.341,27.981,18.722,22.525,30.060,46.722,36.821,29.610,102.850,50.844,31.897,28.936,63.665,16.926,34.077,56.556,25.739,17.437,30.093,25.859,15.886,22.559,13.935,18.567,15.214,14.324
52,19.741,15.768,19.628,14.126,15.270,13.985,60.842,45.508,35.226,26.473,54.501,28.242,18.834,22.587,29.909,46.976,37.055,29.656,102.884,50.659,32.119,29.022,63.896,16.848,34.016,56.796,26.089,17.260,30.003,26.159,15.864,22.791,13.922,18.571,14.981,14.338
53,19.953,15.643,19.582,14.076,15.192,13.941,61.301,45.414,35.435,26.597,54.541,28.115,18.785,22.345,30.299,47.154,37.069,30.043,103.023,50.905,32.142,28.929,64.039,16.852,34.085,56.673,25.873,17.342,29.978,26.279,15.900,22.826,13.883,18.506,14.916,14.193
54,20.047,15.729,19.510,14.009,15.042,14.040,61.076,45.768,35.519,26.383,54.308,27.984,18.719,22.271,30.347,46.974,37.334,29.945,103.049,51.028,32.225,28.971,64.140,16.800,34.012,56.533,25.554,17.526,30.289,26.052,15.906,22.597,13.934,18.645,14.978,14.255
55,19.740,15.607,19.612,14.039,15.198,14.082,61.277,45.828,35.547,26.518,54.899,28.167,19.003,22.605,30.273,47.458,36.892,29.849,103.390,50.578,32.164,28.763,64.059,16.938,34.151,56.509,26.013,17.346,30.019,26.085,16.015,22.562,13.976,18.572,15.111,14.315
56,19.898,15.662,19.555,14.048,15.080,14.065,61.194,45.746,35.482,26.530,54.884,28.234,18.886,22.486,30.384,47.082,36.954,29.930,103.051,51.000,32.222,28.913,64.213,16.822,33.915,56.171,25.318,17.387,29.994,26.115,15.963,22.764,13.888,18.488,15.048,14.216
57,20.001,15.668,19.540,14.113,15.133,14.134,61.329,45.783,35.330,26.633,54.596,28.193,18.846,22.398,30.282,47.259,36.720,30.073,102.940,50.682,32.146,29.074,63.990,16.614,34.054,56.132,25.904,17.182,30.252,26.220,16.051,22.738,13.978,18.488,15.031,14.225
58,20.266,15.754,19.976,13.980,15.286,14.103,62.545,46.545,35.839,27.058,55.727,28.493,18.912,22.618,30.667,48.218,37.580,30.352,104.406,51.697,32.160,28.599,65.189,16.902,34.193,56.912,25.930,17.394,30.416,25.895,15.939,23.022,13.971,18.683,14.947,14.303
59,20.035,15.787,19.722,14.020,15.208,14.023,63.145,46.637,36.367,27.008,55.737,28.370,19.214,22.584,30.588,48.592,37.477,30.476,104.506,51.711,32.223,28.804,65.957,16.852,34.389,57.738,25.478,17.479,30.630,26.044,16.007,23.026,13.959,18.683,15.094,14.290
60,19.765,15.632,19.593,14.017,15.130,14.168,62.158,46.671,35.782,26.663,55.205,28.134,19.018,22.557,30.548,47.736,37.425,30.309,103.912,51.872,32.362,28.962,65.632,16.820,34.243,57.783,25.586,17.401,30.533,25.973,15.977,22.696,13.921,18.449,15.060,14.248
61,19.993,15.610,19.482,13.848,15.284,14.113,61.447,45.823,35.513,26.838,54.925,27.912,18.799,22.577,30.398,47.752,37.143,30.170,103.134,50.934,32.334,29.151,64.726,16.848,34.249,57.121,25.236,17.371,30.385,25.904,15.990,22.749,14.029,18.382,15.108,14.189
62,19.777,15.699,19.348,14.039,15.109,14.036,61.031,45.578,35.310,26.351,54.722,28.174,18.759,22.337,30.271,47.387,36.868,29.972,103.268,50.886,32.295,29.128,64.350,16.761,34.074,56.496,25.580,17.424,30.438,25.952,15.932,22.670,13.944,18.426,15.291,14.175
63,19.749,15.512,19.385,13.889,15.156,14.021,60.426,45.405,35.320,26.326,54.646,28.003,18.889,22.475,30.222,46.991,37.221,29.737,103.461,51.592,32.225,29.263,64.118,16.736,34.175,56.139,25.726,17.357,30.431,26.056,16.013,22.982,13.932,18.512,15.106,14.324
64,19.795,15.640,19.371,13.920,15.160,14.103,60.744,45.185,35.573,26.229,54.825,28.225,18.748,22.483,30.249,46.887,37.018,30.002,102.557,50.863,32.404,29.317,64.236,16.859,34.110,56.315,25.720,17.452,30.346,26.031,16.042,22.775,13.990,18.263,15.029,14.306
65,19.642,15.619,19.309,13.802,15.200,14.057,60.877,45.408,35.186,26.320,54.389,28.120,18.919,22.322,30.431,47.219,37.138,29.865,102.808,51.109,32.411,29.215,63.933,16.759,34.202,56.849,25.803,17.359,30.122,26.335,16.200,22.758,13.971,18.438,15.144,14.428
66,19.871,15.543,19.316,13.987,15.090,14.063,60.873,45.731,35.167,26.223,54.602,28.018,18.836,22.415,30.292,47.223,36.974,29.902,103.013,51.313,32.254,29.301,64.181,16.724,34.232,56.511,25.764,17.311,30.532,26.257,16.132,22.941,13.927,18.462,15.132,14.202
67,19.662,15.636,19.226,13.750,14.994,13.985,60.366,45.020,35.119,26.235,54.165,27.938,18.802,22.339,30.363,47.247,36.782,30.160,103.226,50.844,32.265,29.250,64.232,16.850,34.318,56.197,26.159,17.494,30.482,26.208,16.033,22.806,14.000,18.307,15.221,14.163
68,19.891,15.579,19.300,13.872,15.297,14.157,60.670,45.465,35.278,26.184,54.433,28.030,18.659,22.416,30.301,46.927,36.994,29.741,102.941,51.038,32.436,29.199,64.705,16.741,34.190,56.623,25.764,17.412,30.411,26.284,16.089,22.786,13.955,18.262,15.062,14.189
69,19.816,15.539,19.256,13.933,15.149,14.170,60.919,45.191,35.308,26.383,54.333,28.231,18.785,22.477,30.482,47.324,36.917,30.134,103.048,50.829,32.464,29.487,64.106,16.759,34.245,56.843,26.497,17.528,30.525,26.329,16.033,22.857,13.934,18.404,15.014,14.292
70,19.619,15.552,19.326,13.861,15.164,14.080,60.916,45.388,35.314,26.437,54.221,27.700,18.977,22.521,30.413,46.907,36.868,29.984,102.909,51.493,32.412,29.260,64.098,16.837,34.111,56.866,26.172,17.337,30.493,26.240,16.026,22.934,14.060,18.468,15.135,14.474
71,19.812,15.696,19.337,13.913,15.175,14.113,61.060,45.714,35.147,26.336,54.702,28.080,18.965,22.417,30.152,47.206,37.189,30.076,103.232,51.270,32.521,29.288,64.384,16.700,34.342,56.507,25.669,17.421,30.328,26.433,16.050,23.070,13.938,18.377,15.024,14.228
72,19.823,15.725,19.265,13.965,15.170,14.159,61.210,45.357,35.397,26.466,54.744,28.137,18.912,22.470,30.510,47.294,37.222,29.945,102.948,51.455,32.378,29.663,64.004,17.003,34.423,57.141,25.752,17.481,30.568,26.441,16.010,22.960,13.943,18.398,15.192,14.267
73,19.675,15.645,19.360,13.780,15.147,14.124,60.845,45.715,35.292,26.465,54.732,28.164,18.868,22.487,30.669,46.912,36.893,29.992,103.031,51.137,32.575,29.157,64.205,16.699,34.211,56.745,25.968,17.399,30.490,26.273,16.013,23.059,13.946,18.265,15.123,14.306
74,19.729,15.586,19.285,13.761,15.168,14.052,61.353,45.789,35.269,26.572,54.696,28.348,18.968,22.678,30.658,47.603,37.052,30.143,103.183,51.308,32.575,29.490,64.541,16.724,34.434,57.005,26.000,17.461,30.645,26.336,16.024,22.833,14.003,18.355,14.971,14.280
75,19.745,15.569,19.220,13.883,15.270,14.149,61.082,45.525,35.367,26.721,54.747,28.561,18.868,22.508,30.476,47.522,37.393,30.212,103.234,51.744,32.582,29.317,65.061,16.680,34.464,56.873,25.682,17.346,30.676,26.116,16.042,22.907,13.958,18.355,15.156,14.239
76,19.824,15.598,19.253,13.791,15.118,14.208,61.052,46.048,35.454,26.399,54.709,28.070,18.780,22.529,30.292,47.504,36.864,30.256,102.557,51.626,32.546,29.282,65.028,16.726,34.494,56.886,25.873,17.374,30.711,26.491,16.018,22.857,14.018,18.317,14.978,14.324
77,19.807,15.664,19.370,13.833,15.194,14.159,61.979,46.114,35.668,26.608,55.047,28.295,18.957,22.612,30.494,47.731,37.290,30.267,103.610,52.171,32.725,29.506,65.654,16.685,34.371,57.201,25.752,17.377,30.706,26.241,16.045,22.824,14.079,18.541,15.130,14.366
78,19.672,15.721,19.300,13.937,15.156,14.136,61.182,45.623,35.256,26.445,54.780,28.367,18.859,22.666,30.618,47.270,37.119,29.987,102.956,51.355,32.873,29.266,65.394,16.880,34.341,57.049,25.892,17.491,30.372,26.375,15.968,22.778,14.074,18.370,15.130,14.251
79,19.816,15.525,19.147,13.796,15.190,14.153,61.759,45.905,35.550,26.655,54.885,28.207,18.763,22.547,30.636,47.460,37.227,30.137,103.150,51.787,32.516,29.308,64.888,16.791,34.526,56.840,26.019,17.346,30.802,26.477,15.929,22.747,13.961,18.428,15.214,14.278
80,19.799,15.620,19.436,13.772,15.274,14.096,61.346,45.448,35.598,26.454,54.616,28.247,18.854,22.528,30.532,47.421,37.387,30.169,103.531,51.635,32.483,29.413,64.707,16.901,34.650,57.032,25.745,17.451,30.813,26.539,16.108,23.029,14.014,18.527,15.077,14.389
81,19.860,15.695,19.320,13.813,15.303,14.168,61.382,45.763,35.821,26.456,54.755,28.268,18.955,22.472,30.419,47.291,37.053,30.100,103.381,51.682,32.522,29.407,64.892,16.739,34.667,57.690,26.064,17.499,30.604,26.320,16.095,22.927,14.009,18.442,15.094,14.366
82,20.019,15.649,19.411,13.872,15.312,14.082,61.427,45.758,35.486,26.705,54.872,28.169,18.968,22.704,30.405,47.508,36.996,30.234,103.023,52.706,32.508,29.337,65.661,16.966,34.778,57.220,25.732,17.533,30.920,26.500,16.025,22.705,14.085,18.374,15.123,14.257
83,19.797,15.644,19.430,13.787,15.069,14.107,61.627,45.737,35.591,26.654,55.055,28.292,18.886,22.651,30.576,47.406,37.446,30.081,103.332,51.749,32.681,30.038,65.713,17.037,34.756,57.107,26.217,17.474,31.148,26.560,16.110,23.110,13.999,18.405,15.204,14.211
84,19.855,15.514,19.380,13.922,15.331,14.017,61.780,45.837,35.733,26.576,54.864,28.534,18.849,22.491,30.839,47.790,37.202,30.238,103.509,51.948,32.730,29.599,66.161,16.843,34.795,57.616,26.459,17.417,30.809,26.785,16.247,23.150,14.047,18.378,15.154,14.395
85,19.867,15.627,19.216,13.685,15.303,14.063,61.544,46.078,35.811,26.415,55.035,28.211,18.791,22.604,30.347,47.440,37.369,30.430,103.669,52.275,32.720,29.179,65.770,16.806,34.784,57.546,26.210,17.516,30.949,26.605,16.065,23.051,14.117,18.342,15.207,14.216
86,19.840,15.647,19.341,13.878,15.150,14.084,61.759,46.178,35.755,26.519,55.316,28.279,19.008,22.505,30.620,47.809,37.436,30.337,103.652,52.019,32.754,29.673,65.947,16.909,34.726,57.317,25.611,17.492,31.029,26.456,16.047,23.007,14.159,18.328,15.127,14.432
87,19.914,15.619,19.434,13.774,15.105,14.197,62.019,46.015,35.823,26.641,55.070,28.164,19.055,22.590,30.546,47.526,37.386,30.355,103.443,51.806,32.709,29.484,65.882,16.793,34.786,57.202,25.924,17.596,30.838,26.495,16.150,22.841,14.173,18.359,15.188,14.487
88,20.012,15.518,19.416,13.748,15.347,14.073,61.911,45.811,35.775,26.587,55.230,28.104,18.934,22.635,30.529,47.725,37.679,30.431,104.096,51.763,32.818,29.561,65.902,16.993,34.827,57.664,25.955,17.583,31.106,26.409,16.048,22.672,14.175,18.379,15.144,14.211
89,19.909,15.644,19.323,13.902,15.179,14.029,62.344,46.198,35.770,26.699,55.120,28.276,18.808,22.610,30.632,47.796,37.464,30.523,103.931,51.711,32.752,29.599,66.049,16.879,34.550,57.327,25.943,17.482,30.923,26.471,16.050,23.018,14.215,18.355,15.166,14.230
90,20.043,15.580,19.287,13.804,15.312,14.004,61.992,45.905,35.623,26.602,55.253,28.292,18.957,22.582,30.658,47.900,37.652,30.553,103.999,52.081,32.735,29.647,66.530,16.998,34.795,58.058,26.013,17.568,30.875,26.712,15.975,23.240,14.200,18.510,15.127,14.393
91,19.848,15.635,19.351,13.889,15.335,14.103,62.374,46.134,35.996,26.650,55.033,28.080,18.971,22.629,30.422,48.106,37.337,30.510,103.813,51.905,32.743,29.583,66.183,16.948,34.923,57.785,26.382,17.497,30.827,26.497,16.071,22.751,14.183,18.655,15.252,14.384
92,19.903,15.677,19.170,13.861,15.314,14.191,62.061,46.255,35.949,26.835,55.111,28.413,19.051,22.718,30.830,48.211,37.796,30.344,103.913,51.592,32.777,29.590,66.388,16.966,34.889,57.210,26.127,17.583,31.302,26.492,16.054,22.892,14.252,18.452,15.298,14.331
93,19.937,15.851,19.353,14.015,15.263,14.205,62.321,46.568,35.672,26.886,55.093,28.404,18.810,22.901,30.573,47.736,37.790,30.466,104.443,51.981,32.850,29.715,66.478,16.926,34.878,57.664,26.274,17.586,30.911,26.811,16.046,23.055,14.303,18.615,15.337,14.349
