 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36
1,31.546,19.925,31.944,16.317,19.869,14.935,102.736,74.711,49.153,32.704,66.215,32.477,23.071,25.627,33.065,70.241,45.906,37.228,123.717,58.602,41.585,28.756,93.612,21.726,37.931,62.937,26.197,18.018,32.278,25.652,17.360,24.720,14.150,22.315,15.264,14.154
2,31.201,19.966,31.695,16.183,19.832,15.103,102.796,73.986,49.105,32.127,66.160,32.555,22.661,25.373,32.888,69.184,45.437,36.953,124.422,57.611,40.741,29.151,93.297,21.530,38.051,62.458,26.490,17.945,31.785,25.812,17.355,24.559,14.059,22.364,15.471,14.172
3,31.247,20.043,31.510,16.120,19.909,14.956,102.719,74.115,49.066,32.395,66.060,32.297,22.310,25.222,33.112,69.014,45.390,37.063,123.515,57.744,40.369,29.103,93.614,21.318,37.756,62.810,25.841,17.988,32.114,26.015,17.328,24.502,14.134,22.355,15.380,14.030
4,31.279,19.957,31.676,16.207,19.716,14.881,102.964,73.783,49.044,32.450,66.171,32.380,21.952,25.232,33.228,68.338,45.299,36.685,123.809,58.194,40.245,28.670,93.358,21.173,37.785,62.371,26.159,17.826,31.870,25.752,17.213,24.192,14.041,22.227,15.565,14.069
5,31.392,19.804,31.873,15.911,19.884,14.824,102.931,73.365,48.834,32.168,65.945,32.346,21.763,25.155,32.939,68.397,45.398,36.958,123.812,58.095,39.712,29.192,93.543,20.880,37.945,62.116,26.631,18.065,31.952,26.035,17.230,24.297,14.036,22.217,15.570,14.170
6,31.365,19.899,31.526,15.972,19.869,14.883,102.851,73.592,49.213,32.468,66.138,32.443,21.531,25.016,32.874,67.869,45.157,36.721,124.107,57.204,39.259,28.603,93.441,20.889,37.855,61.984,26.452,17.830,32.060,25.908,17.214,24.194,14.107,22.303,15.421,14.113
7,31.596,19.783,31.673,15.928,19.764,14.904,102.968,73.409,49.103,32.491,65.672,32.115,21.464,24.874,33.077,67.886,45.552,36.909,123.284,56.583,38.927,29.022,93.248,20.608,37.971,61.798,26.350,17.907,32.012,25.700,17.152,23.978,14.051,22.227,15.284,14.122
8,31.329,19.758,31.430,15.963,19.880,14.887,103.488,73.640,49.460,32.695,66.438,32.317,21.055,24.777,33.299,67.536,45.200,36.982,122.638,57.948,38.394,28.946,93.459,20.761,37.907,61.394,26.573,17.933,31.796,25.831,17.104,23.890,14.045,22.257,15.498,14.085
9,31.384,19.713,31.262,15.941,19.947,14.912,103.074,73.448,48.886,32.666,66.329,32.309,21.025,24.652,33.067,67.172,45.328,37.055,122.366,57.611,38.332,29.250,92.829,20.830,37.772,61.588,26.255,17.858,31.743,25.868,17.193,24.099,14.061,22.320,15.327,13.952
10,31.399,19.948,31.582,15.789,19.933,14.973,103.744,74.008,49.449,32.522,66.754,32.282,20.834,24.495,32.919,66.604,45.476,36.812,121.891,57.431,37.935,28.926,93.344,20.640,38.024,61.585,26.108,17.810,31.802,25.559,16.958,23.681,14.171,22.318,15.212,14.143
11,31.413,19.703,31.599,15.626,19.549,14.904,102.239,72.689,48.899,31.970,66.087,32.754,20.561,24.359,32.995,66.508,45.251,36.747,122.445,57.896,37.918,29.074,92.848,20.579,37.927,61.694,26.287,17.965,31.875,25.712,17.103,23.976,14.127,22.264,15.339,14.062
12,31.196,19.370,31.451,15.659,19.423,15.103,101.186,72.509,47.987,31.818,65.496,31.968,20.421,24.161,32.865,65.266,45.296,36.294,123.144,57.512,37.695,28.702,91.906,20.295,37.939,61.405,25.879,18.023,31.815,25.783,17.008,23.808,14.020,22.140,15.421,14.216
13,30.894,19.491,31.398,15.641,19.579,14.906,102.011,72.382,48.504,32.161,65.220,31.853,20.336,23.994,32.821,65.352,45.042,36.521,122.100,57.607,37.136,28.574,91.892,20.266,38.114,61.498,25.847,18.020,31.947,25.729,17.007,23.683,14.080,22.115,15.387,14.097
14,31.091,19.404,31.185,15.935,19.425,14.740,100.231,71.397,48.246,32.077,65.088,31.667,20.206,23.946,32.208,64.325,44.199,36.013,121.784,55.995,36.888,28.019,88.793,19.652,37.365,59.553,25.898,17.616,31.422,25.460,17.019,23.553,14.108,22.358,15.519,14.069
15,31.111,19.424,31.274,15.857,19.568,14.878,101.044,71.588,48.705,31.917,65.118,31.678,20.257,23.818,32.420,64.437,43.833,36.112,121.820,55.919,36.353,28.099,89.707,19.620,37.251,59.312,26.484,17.913,30.992,25.492,16.900,23.352,14.110,22.231,15.558,14.271
16,31.081,19.674,31.380,15.615,19.690,15.138,101.537,72.045,48.743,32.166,66.145,31.702,20.276,23.998,32.536,64.447,44.487,36.552,121.832,56.057,36.322,28.006,91.224,19.655,37.234,59.046,26.395,17.765,30.865,25.560,16.912,23.152,14.164,22.367,15.500,14.156
17,31.110,19.436,31.212,15.817,19.800,14.870,101.633,72.143,48.776,32.336,65.597,31.656,20.158,24.091,32.827,64.800,44.397,36.535,122.625,56.654,36.139,28.558,92.537,19.778,37.479,59.879,26.204,17.868,31.189,25.524,16.885,23.423,14.009,22.199,15.459,14.154
18,31.297,19.666,31.444,15.591,19.947,15.111,102.089,71.629,48.922,32.675,65.757,31.925,20.120,24.024,32.592,64.693,44.758,36.296,122.483,56.597,35.984,28.474,92.406,19.795,37.620,59.901,26.013,17.783,31.420,25.649,16.946,23.469,14.157,22.354,15.541,13.952
19,30.948,19.380,31.594,15.711,19.804,15.042,102.684,72.172,49.081,32.692,66.213,32.094,20.097,24.038,32.720,64.528,44.670,36.641,123.493,55.991,35.902,28.891,92.860,19.763,37.637,60.132,26.312,17.875,31.505,25.864,16.972,23.405,13.973,22.204,15.385,14.276
20,31.407,19.619,31.529,15.580,19.941,15.046,102.732,72.174,49.127,32.446,66.404,32.187,20.126,23.829,32.667,64.480,44.859,36.384,122.965,56.417,35.732,28.654,93.439,19.653,37.431,60.423,25.943,18.028,31.458,25.785,16.819,23.333,14.064,22.318,15.637,14.062
21,31.200,19.390,31.496,15.502,19.737,15.013,102.764,72.363,49.325,32.542,66.075,31.997,19.816,23.984,32.904,64.738,45.029,36.609,123.439,55.976,35.344,28.907,93.750,19.453,37.788,60.577,25.911,17.957,31.803,25.667,16.925,23.430,13.973,22.285,15.293,13.991
22,30.898,19.474,31.484,15.563,19.808,14.851,102.373,71.838,49.356,32.513,66.423,31.933,19.813,23.897,32.662,64.196,45.121,36.786,123.387,56.118,35.552,28.542,93.852,19.416,37.828,60.463,25.675,18.038,31.537,25.589,16.897,23.236,14.155,22.262,15.377,14.080
23,31.305,19.440,31.463,15.446,19.859,14.843,102.854,72.328,48.940,32.478,66.749,32.051,19.886,23.746,32.792,63.953,44.730,36.860,123.332,56.607,35.103,29.279,94.171,19.303,37.665,60.486,26.255,17.947,31.927,25.629,16.843,23.165,14.075,22.232,15.447,14.025
24,31.478,19.488,31.362,15.365,19.819,14.964,102.439,71.788,49.246,32.395,66.602,32.185,19.928,23.861,32.774,63.995,44.903,36.877,124.126,56.640,35.363,29.288,93.738,19.268,37.746,60.009,25.389,18.152,31.716,25.720,16.882,23.374,14.090,22.273,15.522,14.085
25,31.283,19.378,31.577,15.335,19.798,14.816,102.431,71.628,49.163,32.900,66.692,32.038,19.856,23.748,32.692,64.077,44.992,36.601,123.690,55.853,35.034,29.035,92.939,19.303,37.914,60.331,26.140,17.957,31.776,26.029,16.902,23.363,14.126,22.196,15.329,14.110
26,31.487,19.475,31.392,15.487,19.874,14.933,102.422,71.778,49.204,32.362,66.521,32.041,19.800,23.680,33.089,63.743,44.850,36.589,123.350,56.076,34.868,28.984,93.299,19.305,37.775,60.454,25.656,18.124,31.607,25.673,16.839,23.231,14.099,22.293,15.466,14.060
27,31.196,19.450,31.539,15.426,19.705,14.973,102.110,71.780,49.081,32.238,66.975,32.159,19.774,23.800,33.133,63.131,44.918,36.373,122.176,57.251,34.739,28.974,91.770,19.049,37.509,59.104,26.497,17.763,32.023,25.621,16.764,23.150,14.051,22.397,15.380,13.956
28,31.732,19.590,31.786,15.376,19.606,15.103,102.379,72.325,49.011,32.144,66.705,31.871,19.837,23.839,32.907,63.044,44.494,36.555,122.430,57.047,34.840,29.215,91.559,19.247,37.423,59.264,25.981,17.826,31.585,25.853,16.785,23.117,14.093,22.289,15.392,14.062
29,31.252,19.609,31.906,15.850,19.724,15.103,102.838,75.011,49.050,32.226,67.043,32.124,19.922,23.818,32.960,63.165,44.742,36.548,122.526,57.104,34.840,29.215,91.165,20.091,37.500,59.197,26.140,17.818,32.026,25.832,16.929,23.593,14.057,22.419,15.442,14.037
30,31.289,20.677,32.075,16.193,19.564,15.195,103.450,77.900,49.125,32.155,66.852,32.416,20.770,24.439,33.299,65.241,45.371,36.970,122.728,58.038,35.715,28.856,91.593,20.739,37.645,60.665,26.656,17.703,32.486,25.672,16.975,24.919,13.964,22.389,15.550,14.177
31,31.299,20.753,32.396,16.759,19.621,15.348,102.955,80.249,49.021,32.106,66.498,32.783,20.883,24.518,33.030,65.213,45.091,37.032,122.941,57.673,35.775,28.904,91.927,21.955,37.446,60.831,26.669,17.886,32.409,25.919,17.061,25.086,14.027,22.403,15.534,14.223
32,31.549,20.381,32.281,17.098,19.771,15.256,103.198,80.794,49.273,32.256,66.270,32.158,20.912,24.664,33.222,64.151,44.970,36.880,123.390,57.716,35.561,28.958,91.677,23.040,37.489,60.215,26.548,17.957,32.121,25.641,17.084,24.383,14.083,22.373,15.293,14.264
33,31.672,20.149,32.121,17.411,19.714,15.208,102.928,79.938,49.186,32.495,66.982,32.077,20.960,24.370,33.165,63.822,45.343,36.827,122.646,58.100,35.358,29.385,91.549,23.554,37.654,60.090,26.535,17.710,32.202,25.884,17.160,24.011,14.113,22.410,15.447,14.149
34,31.365,20.021,31.778,17.291,19.861,15.113,102.588,78.451,49.352,32.432,66.647,32.174,20.866,24.408,32.988,63.653,44.793,36.896,122.475,56.915,34.890,28.744,91.646,23.749,37.500,59.882,26.363,17.923,32.016,25.592,17.113,23.674,14.110,22.422,15.526,14.099
35,31.314,20.090,31.812,17.452,19.737,15.050,103.070,77.529,49.043,32.132,66.534,32.070,21.295,24.320,32.900,63.901,45.004,36.743,122.479,57.896,34.840,28.747,91.047,23.865,37.639,60.039,26.783,17.788,31.888,25.689,16.994,23.573,14.111,22.328,15.409,14.366
36,31.379,19.928,31.768,17.372,19.646,15.086,102.362,77.195,49.402,32.182,66.426,32.317,21.244,24.342,32.918,64.076,44.776,36.668,122.820,56.389,34.842,28.933,90.618,23.291,37.475,59.606,26.439,17.703,32.214,25.437,17.025,23.872,14.008,22.507,15.329,14.113
37,31.447,20.471,31.983,17.146,19.630,15.038,102.801,75.675,49.348,32.349,66.709,32.287,21.593,24.741,33.035,64.915,45.320,37.136,122.801,58.403,35.683,28.987,91.514,23.190,37.570,59.810,26.713,17.893,32.432,25.776,17.044,24.394,13.959,22.350,15.416,14.113
38,31.530,20.885,31.871,17.239,19.442,15.044,102.814,76.248,49.130,32.546,67.053,32.214,21.932,24.942,33.266,65.576,45.323,37.094,123.465,57.773,35.688,29.215,90.925,23.816,37.499,60.864,26.866,17.905,32.750,26.016,17.097,24.465,14.050,22.487,15.344,14.278
39,31.670,21.031,31.780,17.080,19.773,14.954,102.527,75.198,49.301,32.292,66.802,32.506,22.215,25.012,33.298,65.890,45.806,37.298,122.507,58.488,36.462,29.327,91.740,23.889,37.825,61.169,26.854,17.858,32.776,25.948,17.059,24.919,14.015,22.357,15.344,14.092
40,31.211,21.038,31.756,17.072,19.568,14.981,102.362,75.198,49.478,32.303,66.812,32.247,22.736,25.330,32.905,65.775,45.857,37.284,122.996,58.787,36.779,29.141,92.051,23.675,37.753,61.815,26.752,17.823,32.276,25.793,17.149,24.868,14.068,22.438,15.361,14.161
41,31.319,21.143,31.724,16.880,19.657,14.954,102.790,75.422,49.246,32.236,66.844,32.351,23.447,25.561,33.422,65.374,46.421,37.389,123.350,59.237,37.368,29.006,91.608,23.468,37.643,62.586,27.255,17.963,32.307,25.877,17.221,24.698,14.089,22.464,15.356,14.055
42,31.401,20.882,31.822,16.767,19.762,14.937,102.513,75.274,49.193,32.391,66.987,32.244,24.097,25.782,33.525,64.825,46.269,37.269,123.117,59.308,37.535,29.038,91.907,23.064,37.736,62.657,26.841,17.786,32.510,25.833,17.211,24.703,14.092,22.508,15.409,14.071
43,31.330,20.715,31.734,16.813,19.808,14.954,102.207,75.060,48.860,31.914,66.483,32.458,24.080,25.703,33.363,64.746,46.022,37.354,123.242,58.749,37.210,28.837,92.344,22.837,37.638,61.968,26.701,17.896,32.073,25.901,17.275,24.385,14.046,22.355,15.308,14.025
44,31.423,20.347,31.571,16.663,19.674,14.977,102.845,74.874,49.361,32.412,66.862,32.335,24.048,25.876,33.217,64.782,45.555,37.344,123.394,58.630,36.896,29.183,92.596,23.736,37.545,62.511,26.452,17.870,32.101,25.988,17.077,23.813,14.164,22.449,15.514,14.186
45,31.381,20.147,31.693,16.811,19.867,15.036,102.700,74.397,49.365,32.617,66.448,32.148,23.724,25.562,33.053,64.982,45.850,37.320,124.690,56.355,36.538,29.192,93.652,24.650,37.746,63.224,26.172,17.990,32.157,25.789,17.178,23.943,14.190,22.291,15.312,14.177
46,31.350,20.318,31.572,16.726,20.103,14.935,102.911,74.477,49.321,32.505,66.900,32.396,24.293,25.934,33.566,66.350,45.905,37.798,125.466,57.848,37.431,28.849,93.732,24.168,37.735,63.827,26.452,18.063,32.803,26.125,17.317,24.346,14.131,22.243,15.464,14.120
47,31.612,20.644,31.833,16.528,19.954,15.084,102.710,74.295,49.393,32.737,66.857,32.354,24.816,26.357,33.644,67.446,46.573,37.825,125.319,58.412,38.051,29.372,94.364,24.310,37.952,65.141,26.420,18.152,33.086,26.152,17.433,24.716,14.131,22.388,15.498,14.306
48,31.510,20.242,31.673,16.833,19.669,14.990,102.873,73.826,49.457,32.955,66.511,32.136,25.163,26.106,33.622,66.315,46.233,37.750,125.101,57.592,37.659,29.311,94.258,24.364,37.942,65.114,26.866,17.907,32.760,25.841,17.281,24.046,14.159,22.428,15.373,14.177
49,31.362,20.059,31.659,16.780,19.863,14.889,102.747,73.845,48.937,32.338,66.571,32.236,25.250,26.289,33.851,65.807,46.010,37.445,125.434,57.844,37.139,29.577,93.974,23.997,37.917,64.245,25.994,17.913,32.519,25.968,17.298,24.062,14.120,22.188,15.373,14.193
50,31.589,19.944,31.522,16.720,19.718,14.878,102.679,73.942,49.176,32.536,65.780,32.065,25.154,26.128,33.370,65.667,45.527,37.615,125.120,57.024,36.813,29.151,94.114,23.476,37.823,64.074,25.650,18.043,32.698,25.960,17.268,23.795,14.098,22.271,15.599,14.106
51,31.345,20.084,31.492,16.657,19.989,15.111,102.702,73.812,49.377,32.799,66.913,32.266,24.195,25.878,33.149,64.858,45.584,37.492,124.943,56.915,36.697,28.753,94.364,23.064,37.798,63.414,26.204,18.020,32.157,25.967,17.213,23.767,14.161,22.455,15.450,14.287
52,31.283,19.880,31.929,17.167,19.886,15.623,102.549,74.391,49.300,32.280,66.141,32.108,23.633,25.555,33.254,64.528,45.643,37.481,125.323,56.640,36.373,29.369,94.815,23.978,37.952,63.301,26.503,18.008,32.066,25.807,17.317,23.738,14.104,22.201,15.562,14.133
53,31.305,19.813,31.959,17.574,19.928,15.308,103.240,76.751,48.790,32.483,66.376,32.196,23.218,25.320,33.187,63.974,45.585,37.466,124.977,56.853,36.448,29.131,94.315,26.025,37.825,62.391,26.331,18.028,32.053,25.797,17.337,23.590,14.167,22.392,15.596,14.269
54,31.383,19.779,31.704,17.835,19.979,15.153,102.639,76.823,49.308,32.538,66.542,32.258,23.181,25.313,33.096,64.417,45.215,37.338,125.467,57.251,36.273,28.814,93.817,26.189,37.848,62.489,26.134,17.801,31.974,25.912,17.309,23.683,14.185,22.555,15.464,14.386
55,31.415,19.627,31.861,17.650,19.829,15.069,102.999,75.832,49.191,32.576,66.529,32.211,22.899,25.139,33.074,64.046,45.457,37.441,124.745,56.844,36.143,29.096,93.978,25.330,37.848,62.389,26.064,18.032,32.106,25.944,17.390,23.557,14.043,22.382,15.421,14.179
56,31.128,19.673,31.604,17.511,20.048,15.229,102.969,75.511,49.050,32.624,66.985,32.018,22.316,24.902,33.138,63.851,45.410,37.376,125.316,56.071,35.926,29.234,94.030,24.722,37.950,62.102,26.414,18.047,32.205,25.952,17.277,23.407,14.042,22.373,15.656,14.149
57,31.562,19.766,31.697,17.217,19.775,15.145,102.927,74.615,49.083,32.696,66.348,32.182,22.009,24.848,33.105,63.558,45.582,37.217,125.397,57.090,35.783,28.958,93.951,24.010,37.933,62.132,26.089,18.042,32.179,26.096,17.228,23.482,14.048,22.311,15.502,14.120
58,31.354,19.582,31.631,17.215,19.798,15.075,102.993,74.663,49.083,32.827,66.584,32.397,21.816,24.826,33.011,63.526,45.099,37.491,125.028,56.654,35.541,29.173,94.049,23.690,38.025,61.757,26.134,18.053,32.125,26.015,17.251,23.500,14.158,22.426,15.500,14.255
59,31.443,19.651,31.472,17.154,19.798,15.042,102.532,74.232,49.316,32.671,66.333,32.107,21.369,24.746,33.005,63.307,45.463,37.168,125.089,56.758,35.519,29.189,94.187,23.338,37.708,61.870,26.076,18.022,32.200,25.941,17.277,23.372,14.135,22.414,15.526,14.131
60,31.309,19.510,31.439,16.893,19.905,14.985,103.057,74.132,49.220,32.610,66.458,32.078,21.045,24.506,33.173,63.517,45.170,37.125,124.877,56.777,35.153,28.888,94.600,22.859,37.958,62.040,25.885,18.195,31.894,25.815,17.190,23.509,14.057,22.338,15.502,14.039
61,31.442,19.582,31.641,16.567,19.760,14.904,102.875,74.035,49.374,32.676,66.010,32.046,21.046,24.480,33.345,63.265,45.552,37.057,124.716,56.711,35.246,29.410,94.372,22.764,37.947,61.701,26.159,18.072,31.929,25.915,17.111,23.363,14.122,22.312,15.421,14.179
62,31.325,19.589,31.770,16.630,19.928,15.040,103.072,73.905,49.339,32.584,66.010,32.211,20.955,24.420,33.026,63.453,45.323,37.119,124.781,56.900,35.167,29.147,94.470,22.552,37.873,61.938,26.070,17.978,32.217,26.131,17.071,23.555,14.121,22.213,15.365,14.172
63,31.286,19.348,31.484,16.230,19.981,15.161,102.761,73.754,49.094,32.408,66.255,32.096,20.886,24.249,32.900,63.346,45.153,37.447,125.374,56.687,35.110,29.083,94.665,22.303,37.989,62.011,25.841,17.910,31.900,25.817,17.106,23.278,14.112,22.402,15.380,13.933
64,31.650,19.582,31.591,16.041,19.800,15.180,103.106,73.828,49.163,32.617,66.544,32.033,20.628,24.263,33.193,63.213,45.093,36.953,125.171,56.611,34.829,29.490,94.356,22.126,38.210,61.590,25.796,17.957,31.724,25.983,17.007,23.445,14.113,22.242,15.466,14.170
65,31.440,19.613,31.647,16.015,19.773,15.027,103.249,73.109,49.251,32.606,66.717,32.121,20.876,24.128,32.984,63.020,45.256,37.201,125.518,57.009,34.672,29.077,94.860,21.987,37.843,61.708,26.127,18.152,32.066,25.880,17.047,23.251,14.129,22.305,15.483,14.115
66,31.299,19.478,31.369,16.098,19.804,15.031,102.520,73.346,49.401,32.359,66.759,32.265,20.395,24.111,33.144,62.848,45.333,37.187,125.518,56.791,34.732,29.346,94.799,21.880,38.031,61.414,26.446,18.067,32.201,26.020,17.077,23.504,14.120,22.340,15.445,14.124
67,31.172,19.594,31.497,15.943,19.907,15.021,103.008,73.791,49.124,32.511,66.275,32.102,20.250,24.144,33.326,62.689,44.910,36.992,125.546,56.166,34.619,29.404,95.459,21.564,38.057,61.264,26.439,18.245,31.816,25.789,17.167,23.330,14.180,22.109,15.469,14.168
68,31.417,19.398,31.580,15.750,19.903,14.992,102.964,73.669,49.055,32.551,66.559,32.255,20.241,24.057,33.179,62.720,45.251,36.904,125.599,56.616,34.621,29.032,94.591,21.391,38.033,61.111,25.822,18.140,31.909,25.787,17.110,23.269,14.082,22.302,15.373,14.207
69,31.354,19.541,31.631,15.624,19.975,15.000,103.334,73.234,49.442,32.507,66.795,32.410,20.166,23.952,33.291,62.271,45.456,36.904,124.940,57.128,34.403,28.997,94.988,21.133,38.165,61.342,26.159,18.043,32.044,26.045,16.964,22.952,14.073,22.054,15.425,14.177
70,31.221,19.530,31.581,15.326,19.910,15.021,103.305,72.895,49.266,32.654,66.521,32.234,20.167,23.747,32.977,62.686,45.498,36.965,125.585,56.692,34.251,29.308,94.181,21.118,38.109,61.252,26.465,18.012,31.879,26.032,17.051,23.139,14.148,22.281,15.560,14.159
71,31.185,19.518,31.556,15.409,19.876,14.994,102.912,72.900,49.613,32.604,66.551,32.290,20.015,24.117,32.883,62.638,44.947,37.136,125.601,57.507,34.190,29.311,95.016,21.062,38.106,61.359,26.420,18.058,31.795,25.748,16.987,23.273,14.089,22.231,15.514,14.168
72,30.989,19.399,31.582,15.630,19.832,15.075,102.763,72.928,49.206,32.686,66.621,32.183,20.014,23.898,33.051,62.188,45.367,36.927,125.710,57.052,34.015,29.205,94.953,21.631,38.145,61.225,26.191,18.008,31.815,25.965,16.939,23.280,14.097,22.346,15.462,14.147
73,31.393,19.534,31.364,15.970,19.935,15.252,102.878,74.088,49.169,32.548,66.388,31.998,19.994,23.886,33.306,62.070,45.368,37.033,125.308,56.573,34.096,29.378,94.681,23.397,37.945,61.368,25.752,18.197,31.942,25.941,16.955,23.134,14.148,22.322,15.577,14.074
74,31.340,19.467,31.590,15.898,19.998,15.138,103.241,73.663,49.345,32.588,66.945,32.346,19.954,24.001,32.979,62.059,45.294,36.934,125.485,56.559,33.931,28.718,94.728,23.098,37.912,60.602,25.873,18.122,31.454,25.632,16.714,23.176,14.068,22.241,15.380,14.161
75,31.515,19.471,31.524,15.885,19.779,15.084,103.279,73.345,49.457,32.474,66.651,32.158,19.883,23.741,32.963,62.049,45.272,36.997,125.107,57.152,33.887,28.804,94.114,22.286,37.881,60.827,26.439,18.097,32.115,25.285,16.861,23.535,14.031,22.225,15.488,14.143
76,31.356,20.085,31.774,15.700,19.777,15.002,102.915,74.017,48.999,32.203,65.799,32.262,20.240,24.282,32.835,63.090,45.114,37.408,126.287,57.592,35.210,29.538,93.421,22.221,38.048,61.583,26.567,17.838,32.861,25.544,17.065,24.639,14.120,22.245,15.538,14.294
77,31.513,19.945,31.874,15.793,19.825,15.057,103.473,73.829,49.098,32.223,66.399,32.349,20.382,24.215,32.771,63.325,45.695,37.815,126.330,57.981,35.259,29.321,94.559,23.901,38.126,61.451,26.580,18.020,32.606,25.805,17.177,24.379,14.178,22.371,15.651,14.154
78,31.448,19.546,31.643,15.663,19.861,14.895,103.411,73.669,49.359,32.285,66.469,32.188,20.155,24.142,32.953,63.410,45.543,37.543,127.057,57.313,34.974,29.397,95.278,23.551,38.267,61.461,26.516,18.072,32.412,25.977,17.172,23.826,14.024,22.377,15.550,14.168
79,31.631,19.613,31.610,15.585,19.754,15.136,103.428,73.012,49.444,32.597,66.869,32.324,20.175,24.260,32.974,63.209,45.706,37.795,126.996,57.175,34.655,29.644,95.500,23.177,38.342,61.544,26.045,18.222,32.515,25.908,17.200,23.661,14.033,22.208,15.512,14.186
80,31.753,19.452,31.635,15.483,19.899,15.101,103.798,72.820,49.424,32.773,66.925,32.169,19.951,24.036,33.259,62.682,45.470,37.235,127.188,57.246,34.698,29.574,95.016,22.678,38.213,61.600,26.866,18.097,32.488,25.825,17.003,23.597,14.135,22.307,15.452,14.108
81,31.584,19.504,31.478,15.574,20.051,15.017,103.443,72.954,49.879,33.016,67.163,32.137,19.946,24.007,33.123,63.038,45.517,37.476,126.884,57.199,34.469,29.599,95.098,22.389,38.321,61.504,26.739,18.199,32.394,26.139,17.147,23.617,14.004,22.349,15.601,14.317
82,31.417,19.537,31.510,15.393,19.872,15.182,104.117,73.309,49.800,32.801,67.421,32.212,19.803,24.058,33.364,62.885,45.374,37.462,126.319,57.209,34.395,29.433,95.343,22.044,38.050,61.055,26.822,18.189,32.253,25.960,17.226,23.557,14.163,22.447,15.635,13.998
83,31.346,19.510,31.945,15.411,19.798,15.101,104.509,73.355,49.780,32.630,67.067,32.319,19.934,23.857,33.098,63.061,45.404,37.612,127.124,56.967,34.094,29.343,95.366,21.726,37.988,60.942,27.038,18.117,32.291,26.160,17.130,23.632,14.082,22.455,15.683,14.051
84,31.659,19.436,31.793,15.352,20.114,15.224,104.115,73.620,49.747,32.612,67.484,32.100,19.797,23.891,32.972,62.862,45.535,37.559,126.676,57.569,33.981,29.157,96.415,21.717,38.012,61.086,26.898,18.124,31.808,26.015,17.112,23.573,14.062,22.337,15.488,14.186
85,31.686,19.675,31.467,15.348,20.211,15.008,104.576,73.100,49.792,32.753,67.185,32.670,19.763,23.626,32.723,62.775,45.821,37.635,127.039,57.545,34.195,29.692,96.421,21.758,38.280,60.989,26.459,18.150,32.079,26.168,17.111,23.399,14.005,22.464,15.560,14.205
86,31.722,19.593,31.766,15.413,20.181,14.977,104.631,73.805,49.954,32.880,67.351,32.437,19.665,23.875,32.601,62.825,45.579,37.561,127.389,57.896,34.156,29.625,95.713,21.569,38.290,60.884,26.720,18.114,32.542,26.433,17.040,23.399,14.092,22.252,15.560,14.117
87,31.632,19.705,31.568,15.576,20.040,14.893,104.599,73.794,50.150,33.071,67.760,32.233,19.696,23.882,33.126,62.604,45.715,37.425,126.840,57.744,33.993,29.538,95.833,21.305,38.367,60.951,26.497,18.124,32.165,26.172,17.083,23.482,14.020,22.410,15.562,14.209
88,31.577,19.545,31.725,15.472,19.832,14.910,104.676,73.132,50.048,32.676,67.250,32.408,19.685,23.719,32.841,62.606,45.598,37.498,126.497,57.957,33.913,29.410,95.947,20.904,38.456,60.935,27.025,18.022,32.232,26.239,17.051,23.445,14.079,22.242,15.541,14.267
89,31.678,19.499,31.661,15.228,20.038,14.998,104.371,73.503,49.876,33.003,67.715,31.941,19.624,23.598,32.750,62.702,45.618,37.547,126.521,57.626,34.122,29.862,96.055,20.751,38.243,61.116,26.694,18.018,32.372,26.160,17.106,23.436,14.084,22.251,15.421,14.257
90,31.957,19.496,31.952,15.404,19.945,14.945,104.776,73.302,50.183,32.976,67.671,32.458,19.791,23.746,32.972,62.656,45.823,37.340,127.064,57.379,33.974,29.651,96.195,20.788,38.394,61.544,26.459,17.920,32.684,26.259,17.025,23.361,14.066,22.286,15.575,14.126
91,31.634,19.513,31.408,15.420,20.103,15.038,104.419,73.094,50.336,32.790,67.789,32.276,19.745,23.719,32.827,62.539,45.405,37.781,126.777,58.071,33.761,29.718,95.992,20.620,38.605,60.928,27.006,18.100,32.127,26.211,17.089,23.641,14.054,22.308,15.469,14.152
92,31.472,19.517,31.379,15.383,19.968,15.042,104.793,72.838,50.140,32.778,67.649,32.250,19.570,23.727,32.960,62.465,45.461,37.559,126.689,57.659,33.830,29.824,96.238,20.562,38.344,61.354,26.382,18.145,32.514,26.233,17.036,23.253,14.052,22.399,15.596,14.074
93,31.762,19.526,31.567,15.439,20.084,14.996,105.005,72.703,50.049,33.207,67.765,32.274,19.579,23.626,32.858,62.487,45.094,37.386,126.449,57.062,33.946,29.657,96.026,20.342,38.517,60.979,26.013,18.172,32.446,26.383,17.037,23.430,14.102,22.387,15.697,14.051
94,31.664,19.501,31.594,15.426,19.968,14.920,104.938,72.814,50.139,33.003,68.153,32.490,19.473,23.412,32.764,62.255,45.756,37.349,126.429,58.057,33.691,29.679,96.307,20.384,38.299,61.083,26.682,18.048,32.412,26.280,16.964,23.474,14.129,22.390,15.394,14.076
