 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28
1,18.787,18.324,17.944,20.428,22.354,19.460,21.305,20.445,21.862,20.287,20.628,21.814,22.915,20.890,21.281,23.543,19.561,20.994,21.736,19.898,19.560,20.186,19.691,19.533,18.897,17.784,17.661,18.761
2,18.649,18.245,17.847,20.373,22.823,19.483,21.196,20.352,21.801,20.135,20.584,21.967,22.861,21.170,21.252,23.661,19.572,20.926,21.661,19.962,19.490,20.268,19.548,19.582,18.835,17.787,17.493,18.801
3,18.588,18.322,17.836,20.466,22.652,19.458,21.159,20.480,21.848,20.025,20.560,21.874,22.759,21.010,21.366,23.616,19.570,20.862,21.778,19.894,19.511,20.120,19.661,19.652,18.883,17.704,17.469,18.641
4,18.666,18.270,17.752,20.509,22.411,19.435,21.270,20.399,21.809,20.249,20.785,22.020,23.036,21.009,21.335,23.475,19.648,20.809,21.709,19.792,19.408,20.161,19.723,19.555,18.623,17.726,17.546,18.685
5,18.604,18.303,17.896,20.408,22.642,19.410,21.332,20.574,21.630,20.127,20.490,21.868,22.955,21.024,21.347,23.682,19.689,21.053,21.705,19.944,19.431,20.237,19.613,19.647,18.749,17.808,17.595,18.669
6,18.667,18.214,17.853,20.423,22.532,19.422,21.214,20.629,21.736,20.065,20.637,21.793,22.838,20.952,21.440,23.532,19.549,20.970,21.686,19.858,19.440,20.238,19.627,19.637,18.757,17.774,17.499,18.572
7,18.612,18.199,17.803,20.612,22.487,19.544,21.283,20.583,21.658,20.142,20.678,21.864,22.949,20.937,21.277,23.541,19.547,20.905,21.774,19.846,19.478,20.210,19.693,19.537,18.811,17.671,17.479,18.724
8,18.667,18.282,18.039,20.446,22.655,19.435,21.391,20.646,21.775,19.668,20.593,21.871,22.694,20.937,21.351,23.520,19.757,20.802,21.846,19.923,19.372,20.127,19.712,19.524,18.777,17.829,17.575,18.714
9,18.606,18.269,17.807,20.413,22.630,19.412,21.192,20.437,21.838,19.800,20.619,21.942,22.752,21.046,21.514,23.532,19.542,21.134,21.822,19.923,19.468,20.230,19.780,19.571,18.806,17.740,17.643,18.725
10,18.690,18.370,17.834,20.464,22.690,19.580,21.241,20.627,21.714,19.938,20.652,21.964,22.957,21.003,21.360,23.425,19.668,21.388,21.767,19.917,19.455,20.258,19.726,19.587,18.790,17.775,17.518,18.750
11,18.942,18.333,17.882,20.444,22.709,19.474,21.380,20.484,21.684,20.282,20.702,21.819,22.989,21.246,21.440,23.512,19.865,21.828,21.816,19.919,19.466,20.101,19.653,19.626,18.821,17.757,17.616,18.801
12,19.560,18.473,17.901,21.017,22.440,19.621,21.239,20.731,21.738,20.681,20.643,21.801,23.468,21.484,21.574,23.745,19.929,23.153,21.912,19.721,19.531,20.416,19.829,19.793,18.871,17.734,17.562,18.786
13,19.687,18.475,17.851,20.702,22.573,19.529,21.163,20.594,21.846,20.915,20.419,21.985,23.440,21.408,21.438,23.593,20.011,22.885,22.048,19.900,19.551,20.308,19.743,19.642,18.853,17.767,17.584,18.825
14,20.292,18.753,18.060,21.008,22.582,19.848,21.441,20.623,21.906,21.399,20.516,22.007,23.970,21.334,21.684,23.598,20.092,23.811,22.253,19.938,19.496,20.374,19.845,19.925,18.930,17.768,17.586,18.861
15,20.817,19.013,17.975,22.582,22.674,20.853,22.120,20.770,22.048,23.524,21.018,23.700,25.829,21.918,22.242,23.723,21.156,26.251,23.283,20.373,20.049,20.855,20.234,20.190,19.240,17.792,17.862,19.260
16,20.706,19.000,18.039,23.240,22.924,21.148,22.479,20.794,22.098,24.087,21.083,24.462,26.100,21.803,22.669,23.681,21.831,26.526,23.715,20.333,20.342,20.671,20.234,20.121,19.390,17.757,17.771,19.167
17,20.989,19.042,18.017,23.920,22.769,21.433,22.412,20.706,22.151,23.736,20.873,24.793,25.799,21.840,22.531,23.586,22.172,27.733,23.649,20.269,20.148,20.698,20.290,20.222,19.483,17.776,17.908,19.165
18,21.530,19.238,18.151,24.657,22.864,21.616,22.507,20.594,22.123,23.935,21.024,24.736,25.639,21.973,22.554,23.718,22.451,28.367,23.753,20.158,20.220,20.779,20.461,20.294,19.370,17.743,17.831,19.207
19,21.713,19.387,18.116,24.534,22.981,21.904,22.533,20.829,22.103,23.653,21.174,24.948,25.855,21.937,22.785,23.865,22.767,29.476,24.148,20.317,20.188,20.839,20.455,20.405,19.340,17.760,17.795,19.273
20,22.563,19.466,18.464,25.889,22.918,21.858,22.587,20.833,22.269,23.913,21.392,25.592,25.793,22.166,22.868,23.871,23.135,29.953,24.346,20.323,20.346,20.952,20.304,20.529,19.344,17.834,18.000,19.435
21,22.399,19.425,18.265,26.050,23.114,22.007,22.586,20.931,22.543,23.721,21.661,25.598,25.915,22.314,22.915,23.848,23.595,30.229,24.567,20.258,20.342,21.050,20.487,20.551,19.738,17.773,17.850,19.471
22,22.480,19.534,18.369,25.740,23.190,21.832,22.697,20.997,22.370,23.728,21.277,26.229,25.929,22.526,22.994,23.910,23.414,29.807,24.698,20.375,20.297,20.990,20.560,20.539,19.655,17.784,17.919,19.373
23,22.544,19.492,18.360,25.732,22.829,22.031,22.690,20.954,22.442,23.476,21.366,26.204,25.996,22.262,23.035,23.787,23.201,29.841,24.608,20.469,20.239,20.958,20.627,20.480,19.584,17.780,17.932,19.293
24,22.083,19.548,18.455,25.739,23.051,22.168,22.581,21.061,22.523,23.100,21.142,26.078,26.053,21.987,23.064,23.790,22.979,29.977,24.781,20.360,20.208,21.102,20.574,20.350,19.418,17.846,17.928,19.281
25,21.970,19.432,18.404,25.391,22.908,22.028,22.533,21.058,22.440,23.367,21.274,25.531,25.987,21.922,22.938,23.795,22.746,29.412,24.509,20.304,20.152,20.962,20.363,20.389,19.575,17.807,17.900,19.112
26,22.130,19.434,18.313,25.378,22.940,22.214,22.435,21.113,22.507,23.287,21.100,25.517,26.011,21.686,23.174,23.650,22.533,29.276,24.479,20.260,20.124,21.166,20.360,20.218,19.543,17.797,17.883,19.097
27,21.987,19.362,18.414,25.208,23.003,22.127,22.408,20.926,22.671,23.297,21.383,25.115,25.769,21.644,23.215,23.698,22.462,29.418,24.443,20.212,20.092,21.018,20.414,20.175,19.410,17.798,17.853,19.089
28,21.849,19.397,18.364,25.116,23.016,21.928,22.330,21.267,22.472,23.187,21.327,24.660,25.816,21.442,23.021,23.842,22.352,29.138,24.305,20.369,20.286,21.112,20.328,20.368,19.367,17.821,17.969,19.096
29,22.104,19.439,18.360,25.063,22.987,22.125,22.364,21.195,22.604,23.120,21.271,24.662,25.739,21.761,23.014,23.742,22.199,29.240,24.332,20.208,19.932,21.135,20.319,20.416,19.323,17.739,18.033,19.008
30,21.869,19.462,18.447,24.611,23.101,21.951,22.333,20.998,22.456,22.748,21.289,24.671,25.402,21.870,23.194,23.810,22.158,28.784,24.176,20.263,19.955,21.009,20.328,20.459,19.356,17.738,17.993,18.901
31,21.783,19.340,18.379,24.378,22.832,21.888,22.251,21.082,22.301,22.544,21.139,24.371,25.199,21.702,22.829,23.667,22.039,28.932,23.911,20.131,19.993,21.128,20.225,20.374,19.477,17.744,18.016,19.050
32,21.541,19.303,18.458,23.752,23.174,21.755,22.082,20.959,22.162,22.367,21.056,24.036,25.188,21.556,22.829,23.528,21.664,28.414,23.726,20.048,19.920,20.986,20.096,20.432,19.431,17.819,17.938,18.890
33,21.422,19.171,18.375,23.314,23.152,21.567,21.926,20.947,22.033,22.454,20.985,23.707,24.786,21.487,22.564,23.722,21.822,27.985,23.339,20.231,19.895,20.987,20.086,20.183,19.314,17.764,17.945,18.797
34,21.192,19.110,18.381,23.494,23.054,21.422,21.857,20.994,22.097,22.262,21.024,23.702,25.030,21.442,22.548,23.539,21.588,27.505,23.524,20.152,19.927,21.001,20.024,20.326,19.393,17.809,18.013,18.895
35,20.826,19.045,18.338,23.043,22.750,21.237,21.828,20.896,22.031,22.224,21.088,23.504,25.019,21.415,22.221,23.633,21.318,27.216,23.069,20.052,19.785,20.873,19.977,20.259,19.252,17.704,17.944,18.861
36,20.909,19.014,18.356,23.346,23.047,21.308,21.952,21.042,22.127,22.960,20.891,23.949,25.562,21.610,22.781,23.447,21.551,27.662,23.239,20.173,19.832,21.197,19.930,20.150,19.451,17.696,18.120,18.818
37,20.726,19.004,18.284,23.657,23.019,21.076,22.092,21.137,22.130,23.180,20.982,24.749,25.887,21.775,23.304,23.586,21.785,27.904,23.588,20.185,20.037,21.281,19.935,20.369,19.680,17.785,18.223,18.957
38,20.536,18.960,18.271,23.060,22.747,21.000,22.022,20.858,22.073,22.900,20.681,24.434,25.303,21.556,22.936,23.574,21.227,27.216,23.214,20.148,19.955,20.982,19.941,20.245,19.536,17.760,18.077,18.848
39,20.238,18.908,18.213,22.849,22.709,20.799,21.792,20.869,21.859,22.337,20.770,24.238,25.361,21.383,22.517,23.669,20.979,26.380,23.011,20.069,19.803,21.086,19.784,20.076,19.457,17.806,18.091,18.739
40,20.000,18.864,18.132,22.529,22.579,20.870,21.869,20.613,21.936,22.200,20.714,23.535,25.107,21.369,22.364,23.637,20.725,25.858,22.691,19.850,19.829,20.987,19.707,19.971,19.434,17.740,17.990,18.862
41,20.100,18.942,18.161,22.108,22.734,20.901,21.616,20.602,21.913,22.145,20.543,23.324,24.991,21.346,22.221,23.679,20.529,25.289,22.580,20.040,19.503,20.948,19.855,19.961,19.331,17.873,18.013,18.743
42,19.773,18.875,18.149,22.023,22.699,20.781,21.583,20.585,21.964,21.973,20.572,22.895,24.953,21.414,22.159,23.624,20.362,24.822,22.217,19.885,19.677,20.791,19.773,20.005,19.202,17.792,17.896,18.699
43,19.766,18.794,18.141,21.629,22.699,20.843,21.672,20.690,22.034,21.793,20.690,23.061,24.489,21.424,22.031,23.496,20.309,24.898,22.184,20.015,19.693,20.842,19.736,20.009,19.150,17.771,17.940,18.706
44,19.809,18.765,18.228,21.411,22.753,20.895,21.723,20.458,21.689,21.723,20.894,22.704,24.726,21.317,21.934,23.580,20.341,24.769,22.013,20.010,19.555,20.963,19.784,19.885,19.115,17.733,17.934,18.666
45,19.699,18.729,18.106,21.414,22.491,20.552,21.621,20.608,21.980,21.414,20.569,22.441,24.291,21.291,21.764,23.617,20.142,23.968,21.807,19.888,19.426,20.698,19.770,19.834,18.953,17.808,17.835,18.713
46,19.564,18.642,18.128,21.156,22.636,20.473,21.537,20.426,21.805,21.536,20.622,22.262,24.265,21.272,21.816,23.451,20.080,23.456,21.889,19.938,19.672,20.710,19.571,19.789,18.989,17.846,17.767,18.733
47,19.374,18.676,18.103,21.121,22.731,20.326,21.395,20.546,21.899,21.401,20.457,22.146,24.177,21.108,21.705,23.601,19.966,23.096,21.862,19.819,19.455,20.788,19.798,19.713,18.900,17.712,17.668,18.717
48,19.348,18.609,18.145,20.860,22.563,20.384,21.422,20.572,21.774,21.364,20.696,22.220,24.073,21.280,21.682,23.428,19.778,22.989,21.619,19.925,19.599,20.739,19.707,19.647,18.911,17.823,17.673,18.709
49,19.249,18.676,17.859,20.829,22.601,20.217,21.249,20.516,21.799,21.466,20.587,22.260,23.923,21.177,21.543,23.543,19.824,22.658,21.645,19.921,19.529,20.522,19.628,19.667,18.902,17.809,17.605,18.673
50,19.132,18.560,17.925,20.993,22.639,20.048,21.357,20.434,21.717,21.100,20.425,21.944,23.985,21.156,21.479,23.569,19.757,22.346,21.600,19.869,19.475,20.586,19.667,19.535,18.814,17.675,17.626,18.636
51,19.090,18.603,18.064,20.780,22.582,19.918,21.373,20.399,21.819,21.347,20.608,22.042,23.562,21.235,21.481,23.546,19.760,22.053,21.582,19.815,19.511,20.716,19.771,19.629,18.917,17.749,17.632,18.756
52,18.916,18.555,17.959,20.596,22.592,19.998,21.254,20.535,21.621,21.302,20.534,21.835,23.769,21.055,21.490,23.649,19.661,21.917,21.699,19.810,19.482,20.574,19.668,19.572,18.721,17.754,17.576,18.656
53,19.022,18.446,17.938,20.601,22.680,19.853,21.151,20.462,21.823,21.214,20.472,22.045,24.058,21.063,21.355,23.550,19.776,21.491,21.547,20.002,19.518,20.452,19.677,19.607,18.893,17.714,17.547,18.715
54,18.921,18.451,18.004,20.557,22.528,19.980,21.114,20.296,21.746,21.234,20.829,21.811,23.547,21.151,21.417,23.392,19.737,21.437,21.692,20.031,19.454,20.506,19.618,19.555,18.832,17.714,17.628,18.737
55,19.006,18.381,18.010,20.491,22.671,19.847,21.228,20.462,21.726,21.227,20.572,21.777,23.712,21.104,21.393,23.496,19.652,21.401,21.651,19.962,19.520,20.450,19.679,19.572,18.782,17.748,17.649,18.734
56,18.952,18.334,17.971,20.491,22.509,19.710,21.261,20.491,21.845,21.302,20.351,21.942,23.434,21.046,21.405,23.617,19.545,21.233,21.560,19.879,19.436,20.472,19.731,19.666,18.748,17.765,17.623,18.797
57,18.765,18.222,17.822,20.493,22.839,19.689,21.249,20.363,21.866,21.207,20.510,21.870,23.333,21.061,21.349,23.561,19.517,21.144,21.746,19.748,19.513,20.417,19.866,19.492,18.761,17.780,17.639,18.623
58,18.776,18.349,17.836,20.569,22.747,19.628,21.246,20.579,21.912,21.012,20.383,21.938,23.558,21.006,21.587,23.645,19.556,21.216,21.605,19.967,19.426,20.407,19.757,19.649,18.835,17.749,17.608,18.684
59,18.841,18.239,17.957,20.468,22.519,19.502,21.168,20.552,21.761,21.137,20.501,21.861,23.432,21.193,21.242,23.493,19.693,21.102,21.581,19.915,19.489,20.298,19.682,19.534,18.795,17.825,17.599,18.646
60,18.802,18.375,17.915,20.532,22.623,19.639,21.251,20.549,21.694,21.122,20.425,21.778,23.310,21.017,21.161,23.277,19.529,21.096,21.670,19.875,19.419,20.271,19.592,19.502,18.711,17.829,17.527,18.752
61,18.693,18.375,17.878,20.501,22.595,19.471,21.245,20.379,21.766,20.823,20.661,21.949,23.397,20.997,21.205,23.601,19.526,20.987,21.584,19.785,19.333,20.242,19.698,19.387,18.697,17.851,17.567,18.713
62,18.676,18.194,17.855,20.549,22.551,19.590,21.330,20.585,21.735,20.756,20.342,21.621,23.145,20.941,21.101,23.493,19.485,20.985,21.720,19.842,19.503,20.248,19.644,19.573,18.781,17.762,17.511,18.712
63,18.653,18.199,17.834,20.394,22.538,19.488,21.203,20.508,21.883,20.616,20.448,21.757,23.015,21.122,21.147,23.419,19.460,20.958,21.640,19.760,19.517,20.114,19.723,19.523,18.710,17.703,17.512,18.705
64,18.684,18.261,17.826,20.436,22.497,19.488,21.213,20.502,21.724,20.678,20.422,21.917,22.998,20.937,21.238,23.524,19.654,20.805,21.611,19.767,19.337,20.214,19.801,19.482,18.673,17.696,17.605,18.572
65,18.663,18.179,17.944,20.388,22.582,19.483,21.175,20.475,21.736,20.718,20.543,21.967,23.077,20.951,21.295,23.612,19.588,20.981,21.708,19.769,19.579,20.263,19.757,19.552,18.761,17.706,17.515,18.768
66,18.656,18.163,17.826,20.436,22.506,19.502,21.227,20.462,21.883,20.536,20.419,21.718,22.882,21.009,21.310,23.362,19.526,20.684,21.631,19.969,19.510,20.284,19.665,19.445,18.572,17.813,17.587,18.764
67,18.651,18.205,17.855,20.419,22.472,19.405,21.300,20.406,21.714,20.464,20.493,21.822,23.188,21.036,21.264,23.536,19.469,20.858,21.679,19.850,19.529,20.128,19.705,19.421,18.650,17.762,17.583,18.600
68,18.588,18.119,17.998,20.418,22.820,19.521,21.146,20.462,21.793,20.411,20.360,21.700,23.062,21.019,21.306,23.551,19.446,20.905,21.633,19.790,19.340,20.190,19.710,19.501,18.743,17.738,17.517,18.712
69,18.569,18.182,17.793,20.439,22.614,19.425,21.161,20.406,21.729,20.434,20.496,21.722,23.056,21.017,21.231,23.508,19.586,20.750,21.660,19.771,19.363,20.169,19.625,19.519,18.734,17.785,17.554,18.660
70,18.637,18.258,17.963,20.393,22.598,19.433,21.229,20.558,21.671,20.820,20.425,21.719,22.908,21.022,21.149,23.441,19.611,20.873,21.667,19.875,19.459,20.153,19.593,19.580,18.677,17.780,17.583,18.824
71,18.675,18.188,17.824,20.489,22.573,19.357,21.109,20.528,21.605,20.389,20.354,21.870,22.769,20.987,21.300,23.637,19.561,20.883,21.628,19.852,19.520,20.149,19.691,19.398,18.668,17.702,17.548,18.670
72,18.728,18.246,17.865,20.426,22.604,19.333,21.099,20.494,21.697,20.611,20.484,21.844,22.592,21.091,21.236,23.713,19.588,20.853,21.737,19.810,19.494,20.169,19.736,19.494,18.743,17.780,17.606,18.719
73,18.653,18.256,17.932,20.228,22.563,19.557,21.207,20.465,21.795,20.584,20.496,21.772,22.932,21.114,21.122,23.540,19.506,20.953,21.661,19.783,19.405,20.119,19.630,19.594,18.642,17.737,17.631,18.695
74,18.572,18.179,17.878,20.391,22.418,19.395,21.194,20.442,21.788,20.628,20.664,21.677,22.699,21.049,21.236,23.597,19.616,20.868,21.695,19.981,19.497,20.122,19.768,19.531,18.790,17.769,17.495,18.744
75,18.718,18.252,17.772,20.396,22.402,19.427,21.184,20.434,21.886,20.394,20.560,21.847,22.671,20.889,21.186,23.515,19.604,20.892,21.705,19.894,19.647,20.128,19.625,19.598,18.761,17.798,17.527,18.717
76,18.676,18.282,17.975,20.481,22.703,19.351,21.176,20.476,21.885,20.626,20.528,21.746,22.538,20.932,21.236,23.506,19.531,20.817,21.692,19.942,19.497,20.179,19.688,19.431,18.678,17.756,17.577,18.711
77,18.695,18.191,17.888,20.291,22.576,19.219,21.267,20.478,21.672,20.526,20.386,21.787,22.705,21.024,21.289,23.499,19.513,20.735,21.700,19.665,19.405,20.098,19.590,19.529,18.603,17.833,17.563,18.691
78,18.693,18.104,17.834,20.263,22.506,19.394,21.225,20.360,21.816,20.454,20.496,21.832,22.726,20.924,21.202,23.606,19.700,20.718,21.503,19.962,19.504,20.263,19.656,19.465,18.720,17.757,17.584,18.580
79,18.578,18.142,17.774,20.384,22.699,19.422,21.203,20.436,21.704,20.234,20.460,21.767,22.615,21.003,21.324,23.530,19.645,20.798,21.690,19.827,19.260,20.043,19.550,19.390,18.805,17.749,17.578,18.664
80,18.596,18.220,17.882,20.311,22.316,19.392,21.125,20.425,21.638,19.930,20.448,21.722,22.724,21.010,21.176,23.520,19.501,20.930,21.734,19.794,19.457,20.035,19.581,19.476,18.728,17.732,17.594,18.685
81,18.595,18.199,17.812,20.408,22.763,19.442,21.227,20.415,21.736,20.200,20.440,21.723,22.521,21.042,21.275,23.601,19.613,20.934,21.706,19.927,19.429,20.034,19.719,19.509,18.716,17.687,17.567,18.775
82,18.522,18.255,17.822,20.401,22.544,19.474,21.127,20.379,21.772,20.152,20.578,21.980,22.793,21.085,21.227,23.525,19.522,21.006,21.734,19.962,19.520,20.124,19.630,19.618,18.786,17.780,17.480,18.722
83,18.578,18.252,17.820,20.431,22.589,19.329,21.146,20.420,21.808,20.349,20.283,21.896,22.746,20.964,21.351,23.577,19.652,20.749,21.660,19.871,19.445,20.046,19.712,19.512,18.778,17.714,17.485,18.708
84,18.583,18.145,17.805,20.386,22.396,19.529,21.121,20.454,21.803,20.362,20.466,21.793,22.562,20.988,21.169,23.538,19.654,20.892,21.556,19.819,19.455,20.111,19.583,19.475,18.772,17.855,17.440,18.709
85,18.616,18.188,17.872,20.353,22.487,19.479,21.229,20.417,21.809,20.377,20.631,21.703,22.906,20.954,21.200,23.466,19.753,20.820,21.671,19.681,19.541,20.060,19.593,19.494,18.630,17.852,17.477,18.737
86,18.572,18.139,17.901,20.398,22.525,19.422,21.261,20.231,21.718,20.222,20.469,21.786,22.656,21.053,21.174,23.561,19.689,20.966,21.687,19.775,19.525,20.043,19.668,19.571,18.734,17.804,17.482,18.823
87,18.637,18.340,17.870,20.448,22.478,19.451,21.255,20.423,21.795,20.050,20.581,21.974,22.511,21.017,21.308,23.653,19.616,20.996,21.729,19.779,19.583,19.990,19.770,19.460,18.825,17.787,17.588,18.682
88,18.502,18.279,17.903,20.411,22.538,19.506,21.221,20.333,21.796,20.160,20.578,21.840,22.694,20.965,21.246,23.450,19.545,21.047,21.667,19.892,19.478,20.114,19.674,19.513,18.721,17.761,17.505,18.682
89,18.709,18.203,17.946,20.398,22.649,19.476,21.172,20.586,21.788,20.200,20.339,21.765,22.857,20.893,21.566,23.379,19.629,20.934,21.696,19.808,19.375,20.030,19.763,19.524,18.743,17.758,17.469,18.654
90,18.626,18.201,17.988,20.386,22.503,19.331,21.180,20.388,21.858,20.232,20.552,21.748,22.626,20.973,21.355,23.494,19.563,20.845,21.789,19.925,19.499,20.150,19.750,19.552,18.614,17.810,17.475,18.818
91,18.633,18.230,17.855,20.348,22.649,19.484,21.265,20.407,21.718,20.175,20.401,21.828,22.667,20.961,21.457,23.480,19.529,20.907,21.706,19.837,19.555,20.163,19.630,19.496,18.688,17.759,17.431,18.707
92,18.656,18.245,17.957,20.373,22.323,19.334,21.233,20.346,21.822,20.374,20.404,21.812,22.853,21.122,21.293,23.708,19.581,20.915,21.721,19.960,19.525,20.128,19.628,19.454,18.777,17.793,17.549,18.824
93,18.535,18.164,17.930,20.306,22.684,19.315,21.259,20.277,21.812,20.339,20.776,21.795,22.690,21.071,21.242,23.391,19.666,20.853,21.579,19.962,19.539,20.192,19.593,19.499,18.741,17.779,17.629,18.708
94,18.501,18.271,17.820,20.473,22.427,19.357,21.165,20.465,21.812,20.309,20.637,21.954,22.782,21.066,21.250,23.606,19.526,20.832,21.764,19.842,19.480,20.037,19.576,19.461,18.647,17.756,17.512,18.650
95,18.693,18.189,17.801,20.285,22.509,19.547,21.153,20.522,21.691,20.419,20.501,21.652,22.566,21.120,21.269,23.424,19.716,20.843,21.667,19.862,19.414,20.076,19.773,19.602,18.604,17.854,17.562,18.705
96,18.639,18.224,17.768,20.358,22.373,19.481,21.197,20.244,21.803,20.192,20.628,21.736,22.797,21.084,21.165,23.539,19.469,20.682,21.764,19.910,19.492,20.052,19.606,19.496,18.780,17.744,17.570,18.632
97,18.624,18.235,17.778,20.416,22.642,19.400,21.180,20.544,21.625,20.214,20.360,21.814,22.788,20.951,21.368,23.634,19.586,21.023,21.742,19.848,19.478,20.047,19.651,19.433,18.653,17.798,17.518,18.594
98,18.699,18.241,17.820,20.331,22.693,19.435,21.126,20.443,21.684,20.177,20.525,21.860,22.731,21.007,21.254,23.569,19.730,21.019,21.703,19.850,19.487,20.075,19.686,19.485,18.693,17.835,17.569,18.696
99,18.644,18.261,17.867,20.409,22.408,19.362,21.201,20.572,21.818,20.190,20.478,21.812,22.816,21.046,21.300,23.486,19.570,21.008,21.601,19.767,19.459,20.027,19.679,19.575,18.796,17.766,17.506,18.819
100,18.510,18.280,17.824,20.318,22.687,19.399,21.088,20.447,21.684,20.232,20.605,21.813,22.737,20.945,21.372,23.534,19.563,20.953,21.810,19.802,19.457,20.068,19.656,19.546,18.724,17.854,17.531,18.616
101,18.626,18.279,17.737,20.459,22.437,19.507,21.191,20.481,21.779,20.175,20.599,21.882,22.489,21.148,21.329,23.509,19.689,20.877,21.701,19.933,19.408,20.137,19.593,19.506,18.836,17.774,17.535,18.693
102,18.569,18.207,17.820,20.511,22.538,19.448,21.284,20.500,21.652,20.292,20.543,21.735,22.684,21.009,21.256,23.686,19.625,20.849,21.689,19.860,19.454,19.965,19.686,19.520,18.757,17.770,17.477,18.647
103,18.518,18.131,17.845,20.285,22.424,19.455,21.189,20.513,21.756,20.302,20.445,21.802,22.594,21.061,21.207,23.506,19.689,20.960,21.618,19.917,19.604,20.106,19.653,19.515,18.703,17.819,17.549,18.623
104,18.573,18.212,17.896,20.329,22.440,19.549,21.188,20.341,21.761,19.933,20.605,21.785,22.585,20.990,21.196,23.459,19.643,20.892,21.608,19.842,19.503,20.051,19.764,19.566,18.840,17.786,17.525,18.709
105,18.593,18.144,17.791,20.381,22.747,19.509,20.935,20.451,21.880,20.115,20.649,21.792,22.763,21.134,21.331,23.423,19.613,20.875,21.724,19.938,19.637,20.088,19.681,19.449,18.739,17.807,17.390,18.714
106,18.567,18.356,17.886,20.413,22.636,19.387,21.132,20.439,21.842,20.050,20.457,21.855,22.688,21.048,21.306,23.630,19.584,20.849,21.712,19.892,19.518,20.222,19.646,19.493,18.747,17.729,17.530,18.673
107,18.672,18.207,17.818,20.404,22.582,19.468,21.203,20.354,21.679,20.055,20.528,21.735,22.827,20.879,21.378,23.493,19.568,20.896,21.589,19.923,19.422,19.936,19.618,19.447,18.747,17.755,17.513,18.660
108,18.713,18.223,17.749,20.336,22.630,19.404,21.229,20.489,21.688,19.900,20.684,21.748,22.667,20.955,21.399,23.517,19.545,20.913,21.686,19.985,19.487,20.018,19.705,19.548,18.779,17.825,17.517,18.750
109,18.652,18.275,17.930,20.348,22.532,19.280,21.294,20.511,21.699,19.978,20.590,21.698,22.891,21.019,21.343,23.577,19.650,20.909,21.622,19.975,19.497,20.022,19.731,19.434,18.733,17.744,17.532,18.762
110,18.643,18.268,17.872,20.374,22.437,19.321,21.048,20.431,21.679,20.065,20.357,21.835,22.583,21.007,21.384,23.428,19.732,20.900,21.473,19.823,19.504,20.058,19.564,19.467,18.723,17.777,17.563,18.762
111,18.545,18.288,17.884,20.349,22.506,19.451,21.098,20.555,21.765,19.860,20.566,21.687,22.765,21.055,21.318,23.536,19.606,21.026,21.645,19.969,19.546,20.021,19.483,19.625,18.683,17.817,17.547,18.724
112,18.626,18.262,17.930,20.458,22.636,19.481,21.169,20.432,21.840,20.060,20.572,21.811,22.863,20.988,21.318,23.515,19.588,20.843,21.847,19.815,19.476,20.114,19.564,19.481,18.717,17.750,17.509,18.702
113,18.677,18.234,17.934,20.419,22.633,19.428,21.232,20.343,21.650,20.095,20.442,21.743,22.902,21.098,21.337,23.671,19.577,20.817,21.637,19.929,19.510,20.047,19.639,19.550,18.716,17.740,17.480,18.669
114,18.602,18.300,17.967,20.469,22.617,19.448,21.138,20.513,21.786,20.010,20.392,21.736,22.838,21.016,21.269,23.550,19.602,21.030,21.572,19.821,19.435,20.145,19.679,19.503,18.734,17.773,17.518,18.805
115,18.689,18.262,18.046,20.286,22.592,19.425,21.221,20.454,21.761,19.983,20.445,21.828,22.795,20.984,21.459,23.593,19.622,20.843,21.579,19.719,19.487,20.145,19.670,19.428,18.728,17.767,17.514,18.621
116,18.693,18.268,17.859,20.401,22.604,19.450,21.082,20.371,21.708,19.933,20.599,21.901,22.750,21.016,21.308,23.551,19.739,20.998,21.703,19.910,19.304,19.997,19.429,19.600,18.693,17.859,17.490,18.731
117,18.783,18.201,17.824,20.386,22.392,19.537,21.137,20.344,21.856,20.042,20.605,21.791,22.735,20.886,21.386,23.519,19.700,20.972,21.653,19.971,19.614,20.133,19.560,19.569,18.688,17.763,17.623,18.755
118,18.691,18.288,17.758,20.368,22.509,19.397,21.237,20.355,21.792,20.067,20.543,21.759,22.810,20.977,21.260,23.506,19.620,20.902,21.711,19.983,19.504,20.127,19.674,19.517,18.700,17.812,17.495,18.703
119,18.643,18.122,17.839,20.411,22.579,19.446,21.195,20.525,21.842,20.032,20.596,21.854,22.793,21.170,21.415,23.470,19.664,20.826,21.638,19.913,19.508,20.115,19.667,19.475,18.745,17.817,17.611,18.679
120,18.654,18.268,17.880,20.399,22.544,19.325,21.156,20.425,21.734,19.938,20.513,21.825,22.720,21.085,21.300,23.602,19.474,20.909,21.856,19.915,19.572,20.103,19.684,19.502,18.651,17.834,17.536,18.773
121,18.717,18.259,17.870,20.319,22.611,19.507,21.153,20.453,21.744,19.743,20.649,21.837,23.015,20.984,21.426,23.596,19.643,20.921,21.756,19.865,19.351,20.233,19.550,19.480,18.739,17.814,17.592,18.733
