 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28
16,19.085,18.678,18.346,21.797,23.674,20.544,22.847,22.247,23.588,22.446,22.333,23.725,24.626,22.101,23.436,25.702,20.062,21.448,23.114,21.575,20.953,21.971,21.077,21.018,20.390,18.383,18.263,19.569
17,18.996,18.657,18.441,21.557,23.775,20.692,22.912,22.203,23.481,22.107,22.298,23.766,24.859,21.903,23.413,25.701,20.110,21.484,23.037,21.756,21.099,21.976,21.201,20.968,20.363,18.312,18.229,19.477
18,18.948,18.709,18.377,21.604,23.892,20.666,22.847,22.230,23.564,22.307,22.357,23.717,24.686,21.771,23.074,25.480,19.895,21.410,23.175,21.487,21.063,21.812,21.072,21.043,20.346,18.375,18.137,19.318
19,18.949,18.760,18.391,21.471,23.915,20.671,22.735,22.187,23.460,22.110,22.292,23.623,24.803,21.921,23.300,25.580,19.973,21.488,23.081,21.696,20.894,21.827,21.077,20.888,20.345,18.409,18.164,19.432
20,18.917,18.628,18.273,21.536,23.956,20.654,22.854,22.214,23.405,22.262,22.313,23.558,24.611,21.850,23.444,25.550,20.094,21.647,22.974,21.621,21.010,21.919,21.033,20.914,20.319,18.319,18.139,19.514
21,18.851,18.715,18.429,21.496,23.949,20.768,22.781,22.267,23.470,22.237,22.407,23.538,24.699,21.870,23.531,25.557,20.098,21.414,23.039,21.765,21.070,21.882,21.045,20.827,20.220,18.370,18.158,19.388
22,19.006,18.803,18.302,21.581,23.877,20.562,22.838,22.247,23.553,22.431,22.201,23.558,24.626,21.820,23.264,25.439,19.952,21.514,23.070,21.654,20.843,21.850,21.099,20.975,20.254,18.396,18.217,19.431
23,19.084,18.903,18.294,21.596,23.668,20.804,22.977,22.483,23.375,23.140,22.322,23.590,24.949,21.811,23.543,25.665,20.000,21.760,23.134,21.742,20.958,21.973,21.110,20.951,20.239,18.306,18.225,19.452
24,19.384,19.160,18.501,22.178,24.171,21.221,24.013,23.472,23.754,25.686,22.782,24.136,26.632,22.159,23.818,25.532,20.263,25.444,23.696,21.802,21.124,22.190,21.623,21.266,20.650,18.331,18.456,20.121
25,19.863,19.162,18.253,22.300,24.076,21.526,24.485,23.423,23.778,26.292,22.625,24.277,26.233,22.177,23.798,25.600,20.593,25.764,23.784,21.844,21.197,22.288,22.002,21.277,20.812,18.325,18.513,20.146
26,20.161,19.402,18.455,22.980,23.965,22.030,24.903,23.593,23.527,26.112,22.959,24.421,26.410,22.385,23.750,25.600,20.979,27.236,24.196,21.929,21.124,22.041,22.209,21.491,20.991,18.349,18.539,20.438
27,20.501,19.264,18.482,23.715,24.114,22.236,25.316,24.404,23.946,26.132,22.929,24.734,26.404,22.602,23.721,25.588,21.561,27.465,24.081,21.806,21.393,22.119,22.761,21.740,21.030,18.358,18.526,20.579
28,20.587,19.320,18.381,23.712,23.981,22.137,25.248,24.553,23.801,25.805,22.950,24.752,26.361,22.863,23.320,25.482,21.703,27.157,24.086,21.777,21.284,22.095,22.653,21.747,20.961,18.378,18.518,20.416
29,21.183,19.578,18.516,24.541,23.877,22.445,25.744,24.969,23.981,26.092,23.168,25.167,26.829,22.945,23.640,25.525,22.167,29.189,24.462,21.904,21.272,22.328,22.588,21.950,20.859,18.456,18.873,20.743
30,21.936,19.801,18.522,25.296,24.424,23.082,26.423,25.980,23.973,26.406,23.310,25.840,27.094,23.336,23.502,25.608,22.895,29.501,25.171,21.906,21.379,22.261,23.155,22.045,21.000,18.290,18.814,20.853
31,22.119,19.677,18.518,25.208,24.310,23.127,26.489,26.215,23.972,25.930,23.401,25.845,27.128,23.206,23.419,25.562,22.870,29.079,25.125,21.960,21.311,22.403,23.201,22.074,20.966,18.371,18.822,20.903
32,22.247,19.724,18.489,25.612,24.146,23.278,26.425,26.263,24.016,26.020,23.708,25.974,27.120,23.192,23.473,25.654,22.783,28.837,25.330,21.852,21.358,22.370,23.244,22.114,20.928,18.361,18.842,20.974
33,22.625,19.508,18.582,25.577,24.661,23.371,26.259,25.961,23.895,26.242,23.637,26.415,27.171,23.203,23.531,25.687,23.032,29.138,25.438,21.850,21.384,22.337,23.122,21.975,20.920,18.413,18.903,20.911
34,22.653,19.411,18.505,26.705,24.424,23.537,25.938,26.003,23.830,26.367,23.413,26.767,27.293,23.108,23.283,25.660,23.600,29.853,25.544,22.004,21.445,22.340,23.127,22.319,21.094,18.257,18.957,21.029
35,22.368,19.368,18.582,26.190,24.335,23.448,25.911,25.983,23.926,25.920,23.681,26.823,26.921,23.026,23.366,25.700,22.924,28.881,25.377,21.733,21.384,22.197,23.072,22.263,20.868,18.334,18.974,20.821
36,22.273,19.530,18.412,25.725,24.513,23.433,25.646,26.115,23.709,26.002,23.552,26.470,27.286,22.764,23.481,25.675,23.112,28.900,25.307,21.737,21.216,22.268,23.030,22.179,20.954,18.327,18.999,20.696
37,21.921,19.492,18.615,25.532,24.772,23.493,25.411,26.233,23.811,25.574,23.684,26.230,27.244,22.844,23.267,25.749,23.309,30.047,25.610,21.806,21.068,22.221,22.948,22.225,21.023,18.273,19.076,20.717
38,21.822,19.247,18.509,25.354,24.509,23.349,25.228,26.022,23.758,25.234,23.475,26.043,27.068,22.744,23.432,25.695,22.881,29.497,25.640,21.752,20.991,22.120,22.796,22.190,21.142,18.265,19.037,20.583
39,22.264,19.469,18.592,25.930,24.218,23.481,25.200,26.091,23.786,25.551,23.699,26.105,27.128,22.764,23.279,25.628,23.346,31.134,25.669,21.819,21.010,22.271,22.970,22.227,21.031,18.411,19.197,20.812
40,22.384,19.410,18.679,25.905,24.373,23.610,25.179,26.307,23.862,25.354,23.670,26.017,27.370,22.712,23.324,25.606,23.513,31.100,25.789,21.865,20.986,22.186,23.031,22.011,20.990,18.315,19.245,20.783
41,22.238,19.318,18.532,26.190,24.440,23.766,25.322,26.472,23.862,25.387,23.563,26.354,27.331,22.666,23.271,25.716,23.531,30.333,26.070,21.669,20.965,22.127,22.951,22.097,20.770,18.264,19.184,20.577
42,22.597,19.668,18.632,26.466,24.658,23.934,25.462,26.459,24.019,25.364,23.909,26.434,27.494,22.741,23.331,25.833,24.032,29.989,26.109,21.979,21.143,22.154,23.035,22.290,20.835,18.200,19.391,20.529
43,22.803,19.709,18.737,26.760,24.263,23.951,26.047,26.434,23.856,25.791,23.847,26.546,27.167,22.849,23.566,25.640,23.741,30.346,26.174,21.812,21.218,22.332,23.295,22.287,20.847,18.300,19.326,20.702
44,23.287,19.742,18.681,26.805,24.203,23.825,25.900,26.171,24.009,25.431,23.826,26.553,27.237,22.803,23.444,25.707,23.554,30.009,25.938,21.592,20.941,22.285,23.194,22.189,20.778,18.202,19.297,20.768
45,23.152,19.726,18.650,26.235,24.275,23.694,25.496,26.151,23.848,25.479,23.478,26.719,27.109,22.767,23.335,25.527,23.414,29.297,25.544,21.554,21.037,22.218,22.914,22.079,20.695,18.274,19.225,20.702
46,22.956,19.378,18.574,25.747,23.927,23.371,25.380,25.849,23.661,25.224,23.413,26.478,26.976,22.601,23.209,25.502,23.057,28.743,25.201,21.527,20.902,22.099,22.647,21.928,20.782,18.302,19.143,20.506
47,22.620,19.420,18.582,25.123,23.924,23.443,25.009,25.925,23.795,24.843,23.313,26.087,27.081,22.441,23.209,25.318,23.021,28.979,25.312,21.638,21.019,22.020,22.777,21.849,20.643,18.289,19.123,20.342
48,22.170,19.387,18.619,24.819,24.095,23.397,24.757,25.533,23.530,24.683,23.198,26.028,26.974,22.298,23.194,25.333,22.831,29.034,24.831,21.648,20.841,22.018,22.724,21.772,20.584,18.320,19.154,20.189
49,21.971,19.364,18.648,24.609,23.873,23.339,24.549,25.351,23.301,24.571,22.900,25.649,26.880,22.329,23.159,25.283,22.469,28.062,24.722,21.321,20.909,21.829,22.541,21.520,20.413,18.192,19.184,20.057
50,21.626,19.296,18.544,24.311,23.741,23.214,24.161,25.206,23.311,24.367,23.015,25.766,26.981,22.183,23.258,25.286,22.748,27.497,24.545,21.471,20.857,22.152,22.525,21.510,20.577,18.279,19.169,19.859
51,21.516,19.104,18.551,23.860,24.035,23.306,24.077,24.925,23.437,24.150,22.596,25.090,26.741,22.097,23.178,25.297,22.222,26.682,24.334,21.358,20.789,21.855,22.373,21.388,20.579,18.269,18.850,19.822
52,21.320,18.941,18.545,23.657,23.804,23.209,24.104,25.036,23.295,24.067,22.726,24.735,26.624,22.099,23.027,25.184,22.240,25.752,24.107,21.413,20.983,21.831,22.380,21.252,20.478,18.199,18.943,19.560
53,21.155,18.883,18.574,23.448,23.845,23.079,24.022,24.684,23.268,23.761,22.587,24.197,26.611,22.068,23.122,25.215,22.089,25.163,23.993,21.415,20.860,21.773,22.501,21.244,20.472,18.216,18.942,19.654
54,21.057,18.938,18.377,23.313,23.946,23.201,23.901,24.374,23.444,23.903,22.351,24.270,26.455,21.826,23.093,25.173,22.041,24.979,23.886,21.465,20.803,21.759,22.450,21.187,20.336,18.237,18.847,19.665
55,20.807,18.932,18.482,22.932,23.880,22.913,23.759,24.659,23.234,23.893,22.563,24.270,26.417,21.974,22.899,25.084,21.998,24.758,23.804,21.427,20.731,21.682,22.258,20.980,20.476,18.300,18.892,19.510
56,20.701,18.883,18.406,22.760,23.709,22.842,23.647,24.377,23.050,23.960,22.245,24.061,26.335,22.092,22.928,25.302,21.819,24.248,23.507,21.288,20.745,21.686,22.098,21.001,20.316,18.255,18.747,19.583
57,20.560,18.905,18.391,22.612,23.639,22.552,23.462,24.182,23.134,24.130,22.097,23.837,26.370,21.911,22.942,25.230,21.362,23.643,23.283,21.242,20.583,21.692,22.082,20.966,20.241,18.130,18.738,19.557
58,20.360,18.710,18.433,22.221,23.424,22.417,23.164,23.973,23.095,23.696,22.177,23.962,26.301,21.805,23.043,25.192,21.444,23.168,23.254,21.260,20.677,21.718,22.005,20.958,20.221,18.201,18.613,19.372
59,20.145,18.719,18.255,21.962,23.693,22.346,22.835,23.756,23.157,23.713,22.251,23.641,25.976,21.829,22.868,24.989,21.233,22.841,22.842,21.237,20.618,21.753,22.019,20.929,20.101,18.157,18.542,19.406
60,20.047,18.762,18.280,21.903,23.608,22.196,22.914,23.481,23.037,23.571,21.962,23.517,25.966,21.869,22.913,24.884,20.872,22.716,23.064,21.210,20.695,21.692,21.716,20.825,20.176,18.237,18.391,19.498
61,20.010,18.591,18.470,22.043,23.595,21.985,22.844,23.206,22.959,23.204,21.782,23.455,26.021,21.769,22.986,25.155,21.059,22.469,22.842,21.075,20.651,21.604,21.839,20.801,20.132,18.239,18.375,19.380
62,19.826,18.784,18.375,21.729,23.491,21.891,22.735,22.940,22.907,23.299,21.755,23.330,25.609,21.738,22.793,25.035,20.863,22.104,22.700,21.233,20.574,21.460,21.635,20.785,20.006,18.240,18.375,19.323
63,19.851,18.556,18.369,21.732,23.465,21.820,22.582,23.112,22.929,23.237,21.973,23.233,25.487,21.873,22.651,25.044,20.682,21.860,22.691,21.244,20.698,21.485,21.483,20.696,19.977,18.280,18.382,19.310
64,20.005,18.690,18.236,21.651,23.329,21.537,22.580,23.083,22.949,23.115,21.914,23.181,25.464,21.736,22.725,24.993,20.627,21.905,22.670,21.067,20.483,21.554,21.408,20.785,20.107,18.175,18.324,19.451
65,20.053,18.799,18.518,21.391,23.570,21.621,22.580,22.961,22.967,22.825,21.684,23.173,25.045,21.800,22.835,25.120,20.723,21.868,22.557,21.181,20.639,21.459,21.400,20.687,19.912,18.155,18.193,19.335
66,20.267,18.694,18.342,21.401,23.443,21.433,22.425,22.813,23.066,22.910,21.581,23.056,25.041,21.648,22.486,24.888,20.476,21.414,22.555,21.046,20.634,21.269,21.370,20.560,19.857,18.188,18.172,19.316
67,20.321,18.700,18.153,21.581,23.174,21.204,22.580,22.860,22.749,22.344,21.732,22.869,24.645,21.490,22.738,24.728,20.368,21.380,22.340,21.038,20.557,21.199,21.222,20.537,19.873,18.134,18.175,19.206
68,20.212,18.586,18.188,21.349,22.880,21.185,22.431,22.686,22.809,22.521,21.599,22.760,24.301,21.378,22.473,24.459,20.165,21.234,22.276,20.865,20.492,21.222,21.138,20.389,19.779,18.186,18.071,19.251
69,20.100,18.608,18.246,21.403,22.712,21.226,22.424,22.396,22.540,22.489,21.661,22.771,24.154,21.442,22.229,24.230,19.995,21.079,22.331,20.996,20.386,21.277,20.845,20.283,19.735,18.136,18.057,19.256
70,20.020,18.659,18.221,21.339,22.725,20.932,22.371,22.437,22.746,22.244,21.375,22.807,24.310,21.373,22.304,24.299,20.142,20.934,22.327,20.992,20.513,21.299,21.037,20.492,19.714,18.183,18.006,19.261
71,19.953,18.704,18.255,21.280,22.987,20.919,22.270,22.242,22.613,22.257,21.513,22.551,23.921,21.416,22.337,24.441,20.011,20.983,22.343,21.119,20.349,21.123,20.932,20.404,19.711,18.097,18.004,19.337
72,19.816,18.569,18.166,21.339,22.905,20.888,22.300,22.201,22.707,22.249,21.348,22.655,24.365,21.344,22.250,24.459,19.998,21.015,22.276,20.867,20.445,21.086,20.918,20.319,19.664,18.153,18.025,19.035
73,19.811,18.577,18.116,21.424,23.120,20.891,22.539,22.484,22.783,22.107,21.419,22.781,24.393,21.408,22.486,24.611,19.952,21.040,22.387,20.958,20.424,21.102,20.789,20.504,19.713,18.165,17.981,19.245
74,19.760,18.583,18.226,21.363,23.228,20.694,22.267,22.159,22.701,22.623,21.445,22.920,24.496,21.621,22.624,24.758,19.918,21.221,22.367,21.019,20.382,21.139,21.059,20.523,19.760,18.173,18.061,19.245
75,19.667,18.663,18.269,21.316,23.282,20.758,22.430,22.187,22.937,22.347,21.602,23.074,24.774,21.548,22.880,24.748,20.023,21.495,22.571,21.013,20.368,21.161,20.991,20.458,19.836,18.218,17.970,19.251
76,19.476,18.618,18.221,21.313,23.405,20.779,22.526,22.126,22.788,22.269,21.619,22.868,24.919,21.605,22.762,25.017,20.119,21.331,22.602,21.013,20.403,21.339,20.904,20.502,19.774,18.145,18.132,19.311
77,19.424,18.649,18.275,21.441,23.354,20.577,22.461,22.206,22.883,22.175,21.690,22.984,24.962,21.562,22.831,24.951,20.114,21.344,22.691,21.027,20.452,21.264,21.031,20.488,19.951,18.195,17.973,19.179
78,19.288,18.684,18.306,21.250,23.364,20.554,22.412,22.256,22.920,22.392,21.735,23.004,24.912,21.644,22.839,24.954,20.039,21.399,22.735,21.087,20.665,21.292,20.813,20.618,19.810,18.181,18.070,19.242
79,19.290,18.610,18.255,21.376,23.386,20.621,22.412,22.097,22.793,22.394,21.684,22.932,24.767,21.722,22.789,24.953,20.085,21.626,22.573,20.869,20.428,21.205,20.881,20.605,19.867,18.187,17.935,19.272
80,19.201,18.556,18.279,21.376,23.462,20.603,22.440,21.824,22.793,22.414,21.888,23.042,24.893,21.610,22.791,25.098,19.959,21.507,22.698,21.071,20.506,21.187,20.808,20.550,19.815,18.153,18.057,19.344
81,19.199,18.639,18.331,21.296,23.380,20.438,22.409,22.011,22.758,22.219,21.608,23.001,24.756,21.646,22.694,24.925,19.899,21.484,22.600,21.117,20.462,21.285,20.822,20.644,19.759,18.174,18.038,19.282
82,19.055,18.601,18.184,21.324,23.525,20.583,22.431,21.888,22.842,22.289,21.714,22.984,24.609,21.620,22.688,24.986,19.957,21.626,22.581,21.052,20.625,21.140,20.789,20.546,19.916,18.155,17.972,19.260
83,19.146,18.695,18.333,21.290,23.497,20.532,22.414,21.980,22.604,22.107,21.720,23.093,24.538,21.607,22.831,24.958,19.746,21.348,22.559,21.171,20.534,21.339,20.914,20.577,19.887,18.115,18.074,19.274
84,19.107,18.678,18.393,21.371,23.446,20.532,22.415,21.877,22.732,22.157,21.923,22.851,24.592,21.695,22.626,24.973,20.066,21.505,22.579,21.004,20.543,21.157,20.504,20.503,19.746,18.146,17.935,19.214
85,19.083,18.655,18.280,21.344,23.525,20.455,22.368,21.814,22.855,22.122,21.802,22.965,24.613,21.553,22.752,25.147,20.098,21.442,22.589,20.896,20.595,21.269,20.654,20.502,19.740,18.197,17.941,19.122
86,18.922,18.710,18.251,21.278,23.405,20.410,22.321,21.895,22.917,22.187,21.903,22.948,24.577,21.689,22.688,24.881,20.062,21.463,22.710,21.169,20.548,21.269,20.660,20.558,19.798,18.231,18.031,19.285
87,18.992,18.714,18.335,21.514,23.383,20.582,22.444,21.788,22.850,22.172,21.864,22.817,24.603,21.813,22.630,25.148,20.011,21.518,22.592,21.123,20.578,21.141,20.522,20.513,19.872,18.123,18.031,19.257
88,18.929,18.616,18.418,21.401,23.604,20.578,22.322,21.893,22.786,22.052,21.678,22.936,24.613,21.615,22.905,24.917,20.011,21.378,22.586,20.992,20.724,21.148,20.550,20.587,19.798,18.186,17.928,19.258
89,19.103,18.677,18.284,21.328,23.453,20.402,22.277,21.844,22.812,21.915,21.788,23.042,24.637,21.689,22.614,25.042,19.787,21.446,22.531,21.094,20.565,21.229,20.632,20.514,19.800,18.149,17.880,19.300
90,18.999,18.737,18.255,21.424,23.544,20.390,22.428,21.964,22.732,21.958,21.552,23.006,24.457,21.689,22.767,25.042,19.897,21.505,22.604,21.004,20.538,21.251,20.632,20.634,19.865,18.194,17.928,19.178
91,19.089,18.674,18.197,21.278,23.522,20.298,22.137,21.980,22.774,22.045,21.634,22.871,24.891,21.742,22.899,24.886,19.879,21.391,22.629,21.085,20.490,21.263,20.532,20.564,19.715,18.138,17.987,19.199
92,19.051,18.696,18.168,21.326,23.272,20.376,22.415,21.915,22.783,21.905,21.569,22.988,24.579,21.677,22.777,25.032,19.838,21.457,22.544,20.883,20.368,21.268,20.682,20.524,19.687,18.149,17.981,19.211
93,19.100,18.714,18.313,21.280,23.579,20.470,22.233,21.745,22.558,21.621,21.563,23.009,24.662,21.785,22.862,24.941,19.934,21.471,22.673,21.038,20.401,21.157,20.569,20.418,19.642,18.080,18.056,19.238
94,19.076,18.683,18.354,21.336,23.297,20.341,22.151,21.844,22.651,21.653,21.537,23.032,24.746,21.744,22.740,24.922,19.982,21.353,22.433,20.958,20.522,21.136,20.604,20.615,19.765,18.179,18.027,19.231
95,19.122,18.619,18.248,21.223,23.386,20.310,22.197,21.670,22.670,21.561,21.838,22.911,24.624,21.582,22.512,24.927,19.819,21.482,22.583,21.058,20.469,21.233,20.553,20.526,19.587,18.130,17.894,19.161
96,19.121,18.630,18.286,21.366,23.348,20.217,22.248,21.714,22.658,21.653,21.543,23.015,24.457,21.667,22.779,24.937,20.092,22.023,22.693,20.952,20.508,21.269,20.489,20.439,19.584,18.128,18.038,19.274
97,19.160,18.678,18.327,21.331,23.386,20.359,22.174,21.849,22.701,21.608,21.752,22.948,24.502,21.692,22.783,24.985,19.755,21.715,22.664,20.962,20.468,21.199,20.525,20.507,19.806,18.148,18.031,19.123
98,19.032,18.589,18.112,21.384,23.377,20.315,22.225,21.645,22.647,21.766,21.705,22.833,24.553,21.797,22.748,24.756,19.808,21.677,22.651,21.013,20.443,21.186,20.518,20.487,19.593,18.152,17.911,19.196
99,18.959,18.628,18.458,21.255,23.234,20.339,22.265,21.737,22.708,21.771,21.531,22.964,24.519,21.712,22.820,24.920,19.810,21.467,22.592,21.056,20.489,21.154,20.525,20.351,19.677,18.159,18.004,19.255
100,19.072,18.578,18.400,21.293,23.386,20.547,22.327,21.709,22.818,21.845,21.664,22.791,24.605,21.630,22.634,24.949,19.991,21.514,22.427,20.979,20.459,21.235,20.588,20.449,19.719,18.126,17.992,19.157
101,19.048,18.726,18.267,21.171,23.396,20.267,22.249,21.877,22.593,21.840,21.416,22.765,24.647,21.731,22.628,24.949,19.865,21.476,22.541,20.962,20.457,21.247,20.592,20.571,19.828,18.129,18.009,19.293
102,19.008,18.612,18.360,21.176,23.389,20.376,22.238,21.698,22.600,22.224,21.442,22.946,24.737,21.751,22.700,24.975,19.904,21.452,22.479,20.985,20.541,21.156,20.480,20.477,19.788,18.144,17.976,19.294
103,19.028,18.563,18.298,21.393,23.316,20.471,22.218,21.733,22.776,22.382,21.460,22.756,24.707,21.682,22.541,25.027,19.833,21.493,22.452,20.837,20.342,21.191,20.482,20.504,19.629,18.161,18.029,19.263
104,19.067,18.720,18.280,21.331,23.411,20.259,22.143,21.704,22.536,22.190,21.319,22.871,24.654,21.720,22.616,24.895,19.682,21.378,22.523,20.977,20.475,21.107,20.386,20.506,19.613,18.089,17.932,19.110
105,19.078,18.593,18.294,21.285,23.244,20.185,22.219,21.623,22.581,22.227,21.637,22.902,24.630,21.497,22.696,24.802,19.805,21.406,22.495,20.929,20.688,21.183,20.316,20.467,19.605,18.174,18.020,19.146
106,18.967,18.641,18.342,21.226,23.297,20.488,22.183,21.833,22.654,22.459,21.528,22.757,24.705,21.733,22.696,24.766,19.812,21.578,22.651,21.029,20.225,21.035,20.522,20.384,19.657,18.123,18.026,19.205
107,19.127,18.602,18.242,21.396,23.361,20.275,22.075,21.602,22.718,22.297,21.593,22.790,24.654,21.682,22.585,24.691,19.897,21.355,22.590,20.777,20.339,21.101,20.457,20.412,19.677,18.118,17.946,19.236
108,18.958,18.560,18.360,21.314,23.225,20.201,22.091,21.566,22.517,22.434,21.496,22.705,24.955,21.585,22.849,24.870,19.908,21.225,22.482,21.029,20.305,21.094,20.494,20.469,19.669,18.089,17.940,19.188
109,19.009,18.686,18.286,21.203,23.301,20.399,21.983,21.763,22.523,22.474,21.690,22.869,24.628,21.669,22.731,24.731,19.874,21.573,22.504,20.931,20.394,21.068,20.433,20.461,19.536,18.111,17.873,19.217
110,19.013,18.526,18.495,21.178,23.418,20.353,22.075,21.613,22.564,22.304,21.381,22.722,24.726,21.667,22.764,24.873,19.714,21.582,22.537,21.131,20.253,21.050,20.517,20.585,19.736,18.160,17.985,19.053
111,19.025,18.613,18.273,21.106,23.168,20.367,22.081,21.646,22.600,22.421,21.643,22.785,24.737,21.669,22.459,24.845,19.831,21.376,22.504,21.019,20.389,21.129,20.534,20.405,19.568,18.106,17.930,19.189
112,19.056,18.574,18.315,21.309,23.256,20.219,22.199,21.615,22.571,22.219,21.764,22.672,24.821,21.594,22.773,24.787,19.783,21.333,22.563,20.942,20.267,21.230,20.386,20.396,19.518,18.096,17.889,19.093
113,18.953,18.653,18.199,21.240,23.111,20.298,22.250,21.728,22.564,22.000,21.348,22.676,24.726,21.524,22.647,24.794,19.851,21.284,22.497,20.921,20.223,21.061,20.337,20.416,19.586,18.069,17.974,19.128
114,18.972,18.537,18.348,21.136,23.307,20.318,22.189,21.671,22.557,22.411,21.142,22.809,25.066,21.494,22.486,24.747,19.897,21.490,22.448,20.763,20.323,21.027,20.440,20.480,19.584,18.136,18.021,19.109
115,18.879,18.636,18.338,21.052,23.389,20.275,22.154,21.761,22.658,22.147,21.513,22.702,24.955,21.602,22.661,24.792,19.691,21.482,22.527,20.902,20.258,21.226,20.461,20.463,19.523,18.116,17.863,19.158
116,18.989,18.638,18.236,21.126,23.538,20.257,22.126,21.514,22.615,22.067,21.572,22.808,25.113,21.473,22.490,24.689,19.707,21.367,22.533,20.750,20.325,21.118,20.428,20.477,19.634,18.068,17.875,19.213
117,18.865,18.590,18.331,21.260,23.269,20.114,22.130,21.511,22.520,22.045,21.460,22.687,25.068,21.510,22.417,24.627,19.787,21.535,22.420,20.919,20.455,20.949,20.393,20.303,19.604,18.063,17.951,19.208
118,18.994,18.601,18.203,21.301,23.278,20.318,22.140,21.481,22.464,22.095,21.513,22.770,24.846,21.488,22.517,24.635,19.803,21.488,22.426,20.900,20.279,20.953,20.440,20.428,19.465,18.049,17.891,19.071
119,18.916,18.653,18.368,21.286,23.272,20.338,22.115,21.764,22.627,22.252,21.313,22.726,25.085,21.509,22.494,24.845,19.686,21.696,22.533,20.923,20.443,21.044,20.415,20.453,19.670,18.088,17.934,19.185
120,19.089,18.677,18.309,21.241,23.044,20.283,21.955,21.541,22.393,22.446,21.593,22.710,24.885,21.533,22.620,24.687,19.641,21.480,22.505,20.935,20.384,21.075,20.489,20.352,19.580,18.087,18.008,19.067
