 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35
12,24.665,26.386,35.455,47.150,39.433,41.960,29.260,33.045,21.899,40.321,20.831,22.919,24.319,31.257,29.462,23.895,26.422,28.996,22.953,20.593,21.934,21.445,24.914,24.427,26.838,28.330,19.479,24.310,25.671,27.412,25.689,21.057,19.887,19.556,19.439
13,24.590,26.437,35.444,48.220,39.323,41.914,29.383,32.894,21.799,39.928,20.721,22.469,24.537,31.158,29.052,23.761,26.390,28.901,22.796,20.720,22.224,21.431,24.747,24.324,26.811,27.691,19.521,24.421,25.591,27.501,25.370,21.010,19.802,19.541,19.214
14,24.667,26.382,35.360,45.880,39.443,42.004,29.313,32.949,21.890,39.987,20.582,22.167,24.373,31.335,29.262,23.894,26.349,28.793,22.943,20.696,21.973,21.456,24.713,24.499,26.825,27.929,19.479,24.568,25.315,27.283,25.458,20.941,20.105,19.488,19.269
15,24.699,26.379,35.612,44.676,39.262,42.016,29.072,32.885,21.731,40.062,20.540,22.057,24.336,31.246,29.121,23.809,26.360,28.733,23.130,20.647,22.163,21.390,24.754,24.302,27.024,28.680,19.552,24.675,25.497,27.314,25.395,20.957,19.853,19.553,19.297
16,24.848,26.418,35.603,47.500,39.393,41.731,29.168,33.102,21.813,39.900,20.552,23.033,24.336,31.445,29.357,23.764,26.229,28.926,22.916,20.607,22.171,21.458,24.688,24.304,26.740,28.255,19.633,24.528,25.678,27.288,25.507,21.069,19.949,19.603,19.394
17,24.695,26.348,35.322,48.000,39.351,41.590,29.145,32.979,21.791,39.752,20.559,22.620,24.200,31.244,29.434,23.891,26.275,28.758,22.987,20.663,22.191,21.440,24.953,24.293,26.835,28.193,19.774,24.690,25.494,27.396,25.650,20.953,19.780,19.576,19.342
18,24.720,26.442,35.386,46.163,39.088,41.832,29.154,33.086,21.767,39.617,20.527,22.319,24.265,31.170,29.245,23.798,26.319,28.637,22.843,20.627,22.115,21.376,24.840,24.253,26.804,27.577,19.469,24.332,25.441,27.325,25.924,21.096,19.713,19.588,19.322
19,24.795,26.317,35.634,44.846,39.309,41.803,29.303,32.809,21.848,39.857,20.590,22.535,24.316,31.187,29.281,23.690,26.161,28.692,22.732,20.723,22.059,21.417,24.722,24.377,26.778,28.476,19.510,24.280,25.403,27.397,25.537,21.116,19.847,19.694,19.075
20,24.826,26.419,35.554,47.487,39.200,41.878,29.216,32.876,21.903,39.652,20.565,23.094,24.430,31.133,29.334,23.711,26.172,28.854,23.040,20.634,22.200,21.480,24.627,24.401,26.746,28.288,19.624,24.439,25.497,27.422,25.520,21.129,19.676,19.756,19.392
21,24.758,26.463,35.314,48.409,39.136,41.898,29.156,33.102,21.799,39.408,20.477,22.776,24.261,31.151,29.152,23.898,26.331,28.694,22.783,20.521,22.058,21.474,24.742,24.386,26.705,27.826,19.655,24.362,25.600,27.174,25.233,20.892,19.933,19.582,19.156
22,24.731,26.197,35.264,46.426,39.284,42.022,29.164,32.921,21.760,39.373,20.507,22.504,24.225,31.176,29.229,23.935,26.171,28.873,22.890,20.688,21.968,21.399,24.681,24.278,26.669,27.390,19.605,24.686,25.398,27.429,25.441,20.939,19.721,19.629,19.147
23,24.630,26.452,35.302,46.585,39.329,41.731,29.074,32.796,21.780,39.361,20.410,22.563,24.377,31.121,29.093,23.763,26.206,29.060,22.963,20.583,22.066,21.341,24.572,24.294,26.758,28.232,19.552,24.188,25.371,27.282,25.363,20.916,19.710,19.491,19.053
24,24.677,26.699,35.415,49.261,39.443,41.931,29.093,32.927,21.860,39.093,20.431,22.892,24.418,31.023,29.406,23.802,26.192,32.150,22.990,20.544,22.051,21.394,24.590,24.450,26.711,28.335,19.545,24.550,25.318,27.328,25.311,20.924,19.780,19.697,19.017
25,24.620,26.549,35.248,47.526,39.289,41.519,29.019,32.643,21.764,39.043,20.407,22.549,24.411,31.074,29.219,23.725,26.337,30.696,22.980,20.597,21.928,21.474,24.698,24.366,26.767,27.897,19.436,24.295,25.461,27.140,25.424,21.014,19.721,19.703,18.994
26,24.717,26.515,34.921,45.322,39.356,41.753,29.081,32.907,21.804,39.196,20.473,22.270,24.402,30.868,29.276,23.667,26.245,29.384,22.936,20.622,22.098,21.553,24.543,24.273,26.714,27.582,19.519,24.498,25.239,27.071,25.453,20.929,19.684,19.632,18.961
27,24.650,26.461,35.163,44.687,39.312,41.622,28.949,32.760,21.770,39.118,20.434,22.947,24.445,30.870,28.990,23.723,26.141,28.977,22.763,20.550,22.048,21.427,24.614,24.350,26.600,27.979,19.510,24.439,25.667,27.252,25.201,20.951,19.917,19.529,19.003
28,24.660,26.515,35.570,48.950,39.523,41.638,29.104,32.925,21.735,39.055,20.309,22.872,24.400,30.971,29.066,23.729,26.027,28.938,22.930,20.559,22.163,21.318,24.651,24.321,26.673,28.376,19.524,24.299,25.389,27.416,25.238,20.843,19.946,19.650,18.981
29,24.615,26.350,35.366,47.885,39.236,41.581,29.228,32.824,21.695,39.116,20.301,22.319,24.245,31.050,29.177,23.722,26.134,28.674,22.816,20.720,22.016,21.425,24.560,24.233,26.700,27.949,19.557,24.295,25.515,27.256,24.934,20.886,19.780,19.559,19.033
30,24.673,26.334,35.331,45.726,39.386,41.737,29.239,32.772,21.673,38.978,20.245,22.659,24.304,31.083,29.089,23.762,26.148,28.869,22.779,20.696,21.933,21.290,24.803,24.439,26.766,27.567,19.512,24.148,25.360,27.190,25.301,21.012,19.869,19.671,19.039
31,24.537,26.374,35.686,47.015,39.140,41.431,29.130,32.908,21.767,38.940,20.193,23.004,24.418,30.875,29.301,23.688,26.105,28.836,22.706,20.682,22.010,21.507,24.671,24.305,26.737,27.736,19.493,24.258,25.421,27.236,25.275,20.861,19.686,19.541,19.214
32,24.640,26.517,35.366,49.161,39.063,41.428,28.969,32.854,21.757,39.110,20.235,22.659,24.252,30.818,29.187,23.723,26.041,28.522,22.793,20.609,22.167,21.372,24.771,24.342,26.653,28.646,19.483,24.675,25.414,27.292,25.449,20.992,20.048,19.671,18.925
33,24.600,26.418,35.380,47.389,39.147,41.609,29.179,32.727,21.809,38.854,20.188,22.354,24.296,30.867,29.369,23.689,26.016,28.587,22.799,20.563,22.061,21.538,24.447,24.452,26.632,28.090,19.476,24.310,25.497,27.050,25.240,21.067,19.861,19.665,19.075
34,24.571,26.418,35.225,46.050,39.215,41.649,29.131,32.867,21.784,38.642,20.232,22.453,24.370,30.820,29.248,23.712,25.980,28.725,23.003,20.551,22.106,21.431,24.823,24.379,26.490,27.914,19.564,24.325,25.559,27.177,25.255,21.078,19.901,19.679,19.042
35,24.669,26.300,35.004,50.211,39.079,41.545,29.178,32.899,21.727,38.789,20.431,22.748,24.284,30.860,29.145,23.732,26.104,28.427,22.729,20.645,21.864,21.322,24.663,24.369,26.745,27.459,19.521,24.498,25.378,27.075,24.975,21.073,19.662,19.624,18.992
36,24.612,26.413,35.176,49.052,39.332,41.609,29.071,32.747,21.782,38.504,20.254,22.545,24.366,30.570,28.916,23.608,26.020,28.698,22.853,20.583,22.054,21.409,24.771,24.228,26.711,28.596,19.483,24.221,25.293,27.127,25.086,20.827,19.689,19.524,19.100
37,24.644,26.416,35.184,46.622,39.139,41.665,28.805,32.732,21.736,38.792,20.296,22.152,24.495,30.682,28.993,23.730,26.009,28.532,22.910,20.565,22.091,21.245,24.732,24.541,26.530,28.182,19.562,24.277,25.365,27.187,25.088,20.816,19.697,19.685,19.067
38,24.745,26.454,35.205,44.865,39.176,41.410,29.139,32.649,21.705,38.438,20.277,22.093,24.362,30.845,29.334,23.728,26.007,28.357,22.843,20.621,21.963,21.449,24.649,24.299,26.589,27.693,19.457,24.417,25.161,27.019,25.350,20.961,19.786,19.497,19.017
39,24.656,26.438,35.101,46.722,39.261,41.479,28.846,32.613,21.730,38.488,20.253,22.876,24.314,30.774,29.016,23.604,25.927,28.663,23.003,20.577,22.120,21.371,24.732,24.273,26.554,27.772,19.526,24.454,25.432,27.353,25.436,20.908,19.796,19.662,18.914
40,24.789,26.345,35.223,48.887,39.109,41.410,28.870,32.759,21.711,38.461,20.194,22.512,24.481,30.714,29.346,23.682,26.175,28.324,22.635,20.485,22.125,21.402,24.774,24.220,26.726,27.871,19.612,24.007,25.396,26.921,25.235,21.067,19.820,19.571,19.100
41,24.530,26.380,35.405,47.117,39.091,41.609,29.224,32.596,21.700,38.260,20.254,22.087,24.282,30.743,29.330,23.742,25.929,28.616,22.950,20.521,21.989,21.377,24.646,24.127,26.457,28.120,19.512,24.284,25.519,27.076,25.061,21.010,19.882,19.553,19.092
42,24.590,26.392,34.754,45.580,39.100,41.344,29.145,32.628,21.737,38.404,20.099,22.065,24.257,30.598,29.292,23.704,26.017,28.363,22.829,20.569,21.952,21.269,24.533,24.199,26.717,27.916,19.567,24.410,25.336,27.141,25.365,20.865,19.992,19.515,19.139
43,24.579,26.292,34.795,47.543,39.219,41.576,29.127,32.747,21.661,38.476,20.324,22.429,24.151,30.706,29.166,23.619,25.994,28.554,22.843,20.510,22.011,21.286,24.612,24.216,26.648,27.487,19.576,24.173,25.087,27.206,25.051,20.918,19.834,19.576,18.989
44,24.628,26.208,35.238,48.478,39.124,41.430,29.030,32.580,21.744,38.329,20.111,22.587,24.312,30.657,29.030,23.591,26.092,28.612,22.756,20.515,22.051,21.296,24.634,24.382,26.544,27.635,19.538,24.092,25.226,27.128,25.199,20.908,19.820,19.732,18.942
45,24.530,26.355,35.019,46.646,39.186,41.366,29.186,32.886,21.720,42.938,21.842,23.242,24.234,30.729,29.150,23.695,26.484,28.809,22.625,20.559,21.938,21.314,24.622,24.197,26.650,27.846,19.652,24.269,25.664,27.378,25.154,20.912,21.021,19.503,18.894
46,24.502,28.408,37.289,45.459,43.708,41.784,29.602,33.288,21.707,64.476,29.340,26.884,25.238,30.752,29.719,23.943,29.383,28.721,26.358,20.513,22.170,21.380,24.600,24.381,26.711,28.448,19.574,25.985,27.848,27.701,25.797,21.116,22.869,19.662,19.064
47,25.939,30.158,39.229,44.061,46.232,42.408,30.301,33.146,21.886,79.285,32.777,28.780,26.236,30.766,30.521,24.139,30.946,30.014,29.806,20.743,22.287,21.382,24.570,24.571,26.968,28.056,19.652,26.070,28.855,27.944,26.409,21.149,23.681,19.900,19.497
48,33.868,31.805,39.727,42.743,44.645,42.486,31.340,33.257,21.988,85.884,33.901,30.378,27.701,30.768,30.969,24.510,31.196,32.495,31.351,21.910,23.715,21.490,24.865,24.959,26.942,27.976,19.874,25.148,28.333,28.180,27.201,21.147,27.000,21.329,19.886
49,31.256,31.577,38.721,41.733,42.490,42.229,31.723,33.053,21.895,83.108,33.647,30.581,27.418,30.952,30.400,24.471,30.431,31.507,30.318,22.208,23.699,21.475,24.747,25.086,27.443,27.603,20.160,24.779,27.226,28.115,27.424,20.867,27.995,21.829,20.622
50,28.094,30.797,37.682,40.902,41.569,42.371,31.235,33.118,21.830,75.903,33.369,30.608,26.398,30.741,30.103,24.246,29.670,29.959,28.870,21.942,23.431,21.426,24.939,24.964,28.266,27.560,20.174,24.934,26.718,27.940,26.846,21.037,28.718,21.774,21.800
51,26.220,31.043,36.998,40.346,40.790,42.448,30.739,33.101,21.761,70.647,32.839,29.728,25.681,30.574,29.608,24.213,28.919,29.053,27.779,21.488,23.244,21.490,24.575,24.909,28.709,27.339,19.948,24.561,26.521,27.660,26.669,20.853,28.354,21.506,22.608
52,25.493,32.323,36.663,39.891,40.227,41.826,30.137,33.024,21.795,66.215,32.128,28.996,25.091,30.782,29.519,24.228,28.048,28.735,26.217,21.214,23.125,21.373,24.754,24.645,29.027,27.206,19.774,24.410,26.271,27.704,26.343,21.053,27.413,21.253,23.208
53,24.905,32.481,36.440,39.002,40.022,42.057,29.869,32.860,21.745,62.990,31.394,28.098,24.794,30.657,29.589,24.134,27.755,28.630,25.161,20.971,22.939,21.408,24.518,24.701,28.766,27.412,19.824,24.081,26.063,27.508,25.949,21.147,26.303,20.965,23.000
54,24.898,33.287,35.847,38.843,39.916,41.702,29.906,32.799,21.739,60.564,30.457,26.988,24.815,30.583,29.247,23.901,27.606,28.641,24.258,20.858,22.934,21.300,24.826,24.486,28.944,27.292,19.738,24.539,25.837,27.381,25.838,20.871,25.370,20.768,23.050
55,24.800,32.971,35.880,38.472,39.832,41.812,29.583,32.755,21.834,58.517,29.650,26.181,24.660,30.655,29.208,24.088,27.502,28.581,23.880,20.911,22.960,21.281,24.710,24.626,29.244,27.051,19.802,24.236,25.821,27.396,25.738,21.041,24.172,20.259,22.750
56,24.772,32.757,35.876,38.322,39.596,41.417,29.452,32.645,21.710,56.521,29.029,26.789,24.625,30.558,29.157,24.119,27.011,28.290,23.482,20.677,22.689,21.327,24.614,24.389,29.162,27.215,19.648,24.616,25.716,27.306,25.824,20.914,23.244,19.994,22.475
57,24.725,31.721,35.564,38.115,39.558,41.590,29.381,32.778,21.726,54.814,28.272,26.012,24.550,30.796,29.138,23.837,27.057,28.542,23.201,20.625,22.529,21.197,24.597,24.343,29.021,27.125,19.564,24.321,25.696,27.060,25.414,20.937,22.630,19.935,22.439
58,24.696,31.325,35.421,37.900,39.471,41.775,29.239,32.545,21.612,53.453,27.537,24.976,24.581,30.583,29.024,23.818,26.990,28.520,23.020,20.674,22.679,21.498,24.472,24.400,28.663,26.845,19.598,24.487,25.723,27.171,25.529,20.845,21.906,19.812,21.944
59,24.693,32.058,35.626,37.576,39.394,41.422,29.092,32.699,21.730,52.240,26.555,24.455,24.375,30.544,28.871,23.882,26.696,28.731,22.926,20.499,22.630,21.372,24.577,24.246,28.552,27.169,19.619,24.347,25.682,27.065,25.414,20.957,21.743,19.829,21.708
60,24.715,32.126,35.231,37.548,39.336,41.547,29.186,32.537,21.712,51.403,25.972,25.280,24.299,30.357,29.205,23.733,26.657,28.423,22.990,20.607,22.356,21.344,24.597,24.394,28.225,27.004,19.550,24.181,25.723,27.160,25.333,21.002,21.236,19.638,21.567
61,24.555,31.394,35.436,37.535,39.182,41.190,29.157,32.848,21.735,50.456,25.562,24.695,24.303,30.443,28.822,23.687,26.370,28.411,23.097,20.512,22.258,21.359,24.477,24.436,28.096,27.131,19.398,24.077,25.456,26.955,25.600,20.759,20.810,19.556,21.444
62,24.550,31.058,35.587,37.343,39.210,41.479,29.154,32.658,21.640,49.539,25.115,24.055,24.322,30.431,28.939,23.641,26.546,28.333,22.930,20.657,22.186,21.269,24.491,24.256,27.878,27.094,19.560,24.055,25.336,27.106,25.186,21.010,20.727,19.718,21.050
63,24.618,30.112,35.081,37.324,39.244,41.263,29.052,32.519,21.697,48.651,24.442,23.449,24.198,30.588,28.923,23.776,26.454,28.522,22.873,20.583,22.308,21.345,24.693,24.310,27.754,26.901,19.548,24.081,25.463,26.983,25.225,20.857,20.448,19.585,20.678
64,24.525,29.293,35.647,37.098,39.040,41.002,29.217,32.711,21.637,48.341,24.150,23.333,24.289,30.604,29.177,23.700,26.243,28.542,22.803,20.403,22.136,21.384,24.432,24.302,27.560,26.985,19.457,24.122,25.409,26.999,25.566,20.916,20.472,19.568,20.478
65,24.583,28.590,35.248,37.354,39.075,41.369,29.074,32.512,21.720,47.333,23.819,24.020,24.306,30.337,28.956,23.580,26.211,28.238,22.967,20.528,22.146,21.198,24.585,24.299,27.231,27.084,19.443,24.100,25.322,26.773,25.120,20.935,20.373,19.656,20.225
66,24.386,28.107,35.479,37.278,39.258,41.601,29.052,32.667,21.633,46.725,23.457,23.506,24.220,30.477,29.140,23.709,26.309,28.634,22.863,20.467,21.942,21.268,24.607,24.242,27.088,27.670,19.626,24.210,25.494,26.901,25.172,21.051,20.343,19.588,20.011
67,24.555,27.717,35.531,37.207,39.091,41.112,28.899,32.777,21.579,46.210,23.146,23.122,24.246,30.399,28.867,23.709,26.124,28.460,22.465,20.470,22.003,21.304,24.600,24.199,27.173,27.502,19.533,24.251,25.166,27.095,25.218,20.869,20.003,19.488,19.711
68,24.566,27.481,35.188,37.587,39.238,41.029,28.997,32.565,21.668,45.817,22.733,22.882,24.154,30.293,28.719,23.638,26.114,28.209,22.605,20.606,21.910,21.349,24.400,24.113,27.029,27.071,19.321,24.170,25.201,26.901,25.211,20.996,20.105,19.750,19.653
69,24.443,27.208,35.192,40.337,39.122,41.313,28.780,32.542,21.712,45.311,22.727,23.496,24.167,30.421,28.748,23.694,26.050,28.513,22.669,20.471,21.950,21.340,24.767,24.069,26.713,27.034,19.505,24.074,25.262,26.937,25.206,20.763,20.228,19.524,19.333
70,24.558,27.021,35.178,39.898,38.917,40.978,29.111,32.703,21.661,45.125,22.539,23.287,24.258,30.391,28.869,23.632,25.959,28.283,22.612,20.578,22.056,21.328,24.425,24.187,26.889,27.704,19.521,24.446,25.056,26.901,25.184,20.718,19.987,19.621,19.442
71,24.564,26.892,35.012,39.383,38.922,40.969,28.892,32.602,21.685,44.358,22.350,22.620,24.249,30.533,28.652,23.588,26.088,28.483,22.759,20.605,21.865,21.315,24.563,24.296,26.995,27.629,19.436,24.236,25.268,26.839,25.137,20.876,20.155,19.497,19.475
72,24.569,26.768,34.789,38.454,39.059,40.766,28.964,32.468,21.704,43.827,22.088,22.691,24.241,30.366,28.885,23.675,25.930,28.419,22.692,20.646,21.933,21.270,24.607,24.247,26.791,27.260,19.376,24.162,25.345,26.806,25.292,20.843,20.011,19.500,19.458
73,24.404,26.733,35.295,38.309,38.970,40.870,28.784,32.483,21.617,43.499,22.006,23.366,24.192,30.355,28.932,23.482,26.013,28.035,22.612,20.444,22.042,21.255,24.555,24.156,26.823,27.015,19.486,24.122,25.072,26.965,25.360,20.871,19.981,19.526,19.225
74,24.382,26.522,34.866,38.972,38.808,41.080,28.809,32.603,21.611,43.468,21.759,23.136,24.090,30.377,28.797,23.542,25.922,28.189,22.742,20.516,21.938,21.309,24.342,24.241,26.721,27.669,19.360,24.358,25.414,27.079,25.218,20.841,20.142,19.429,19.383
75,24.495,26.547,34.977,41.176,38.850,40.962,28.917,32.493,21.628,42.975,21.623,22.492,24.194,30.453,28.802,23.553,25.774,28.302,22.689,20.515,22.014,21.143,24.430,24.118,26.618,27.631,19.443,24.214,25.371,26.971,24.853,20.927,20.000,19.624,19.292
76,24.505,26.596,35.395,40.539,38.872,40.998,28.791,32.530,21.594,42.884,21.436,22.386,24.005,30.537,28.900,23.575,25.993,28.244,22.528,20.450,21.965,21.227,24.462,24.197,26.596,27.472,19.333,23.871,25.056,26.791,25.238,20.876,19.895,19.521,19.158
77,24.458,26.434,35.269,39.541,38.993,40.788,29.003,32.308,21.555,42.652,21.253,22.478,24.193,30.317,28.988,23.508,25.862,28.265,22.846,20.522,21.941,21.304,24.410,24.172,26.910,27.030,19.560,24.063,25.398,26.832,25.140,20.939,19.786,19.685,19.106
78,24.469,26.441,34.841,39.304,38.818,40.941,28.861,32.591,21.543,42.223,21.104,22.886,24.160,30.208,28.834,23.556,25.926,28.421,22.716,20.432,21.806,21.337,24.428,24.169,26.661,27.567,19.540,24.347,25.286,26.963,25.172,20.755,19.748,19.547,19.108
79,24.470,26.495,35.004,40.152,38.987,41.130,28.623,32.388,21.588,41.854,21.111,22.453,24.131,30.336,28.881,23.616,25.917,28.117,22.779,20.395,21.894,21.143,24.533,24.133,26.658,27.801,19.364,24.144,25.257,26.812,24.750,20.855,19.831,19.465,19.139
80,24.515,26.495,34.694,42.637,38.836,40.879,28.863,32.612,21.580,41.559,21.003,22.404,24.095,30.589,28.909,23.604,25.758,28.292,22.528,20.507,21.869,21.270,24.491,24.029,26.506,27.361,19.269,24.041,25.192,26.918,24.936,20.853,19.777,19.603,19.242
81,24.366,26.303,34.826,41.326,38.859,41.086,28.579,32.394,21.565,41.569,20.984,22.425,24.250,30.526,28.993,23.578,25.851,28.224,22.639,20.469,21.843,21.129,24.570,24.017,26.605,27.066,19.469,24.081,25.163,26.784,24.973,20.822,19.694,19.603,19.042
82,24.495,26.335,34.709,40.504,38.628,41.099,28.749,32.125,21.597,41.404,20.832,23.018,24.098,30.297,29.031,23.508,25.872,28.304,22.702,20.554,21.973,21.277,24.275,24.175,26.652,27.689,19.336,23.963,25.159,27.024,25.051,20.969,19.627,19.494,19.142
83,24.492,26.181,34.806,40.393,38.956,40.702,28.925,32.361,21.532,41.206,20.858,22.396,24.168,30.345,28.918,23.608,25.808,28.300,22.732,20.521,21.854,21.367,24.263,24.083,26.512,27.831,19.381,24.026,25.327,26.817,25.027,20.865,19.920,19.444,19.100
84,24.398,26.223,34.938,43.135,38.624,40.874,28.844,32.373,21.591,40.782,20.691,22.248,24.093,30.144,28.995,23.529,25.913,28.168,22.896,20.476,21.894,21.311,24.408,24.191,26.685,27.506,19.464,23.963,25.213,26.666,25.027,20.776,19.912,19.724,19.094
85,24.364,26.261,34.944,42.337,38.993,40.852,29.025,32.248,21.548,40.932,20.654,22.423,24.234,30.245,28.692,23.558,25.600,28.368,22.649,20.483,21.848,21.304,24.575,24.073,26.533,27.090,19.307,23.985,25.107,26.771,24.833,20.984,19.807,19.385,19.114
86,24.442,26.271,34.684,41.296,38.737,40.912,28.660,32.166,21.583,40.506,20.569,22.831,24.015,30.283,28.717,23.493,25.633,28.175,22.656,20.418,21.875,21.323,24.651,24.042,26.538,27.393,19.307,24.199,25.089,26.734,25.078,20.706,19.767,19.529,19.050
87,24.352,26.189,34.781,40.657,38.936,40.623,28.801,32.481,21.598,40.501,20.571,22.301,24.119,30.248,28.834,23.400,25.615,28.214,22.706,20.442,21.830,21.270,24.545,23.967,26.430,27.974,19.381,24.085,25.327,26.764,24.841,20.784,19.874,19.453,19.106
88,24.304,26.168,34.909,44.154,38.837,40.753,28.582,32.239,21.472,40.176,20.457,21.925,24.168,30.285,28.967,23.590,25.893,28.324,22.712,20.392,21.870,21.277,24.381,24.156,26.413,27.545,19.388,23.967,25.110,26.842,25.056,20.829,19.812,19.485,19.228
89,24.305,26.152,34.888,43.757,38.689,40.587,28.846,32.496,21.493,39.945,20.397,22.238,24.067,30.486,28.941,23.551,25.711,28.382,22.602,20.490,21.864,21.176,24.683,24.108,26.427,27.403,19.469,24.044,25.004,26.584,24.885,20.780,19.700,19.391,19.261
90,24.462,26.153,35.145,42.435,38.621,40.547,28.796,32.171,21.593,39.867,20.359,22.703,24.037,30.540,28.953,23.402,25.693,28.380,22.776,20.450,21.780,21.183,24.369,24.054,26.472,27.640,19.531,24.384,24.944,26.860,24.880,20.788,19.815,19.529,19.319
91,24.374,26.237,34.671,42.411,38.694,40.790,28.738,32.276,21.519,39.928,20.337,22.567,24.086,30.377,28.976,23.402,25.619,28.374,22.759,20.460,21.933,21.304,24.607,24.157,26.379,27.865,19.526,23.756,25.141,26.835,24.831,20.804,19.866,19.329,19.328
92,24.442,26.218,34.917,45.754,38.859,40.870,28.821,32.273,21.650,39.730,20.499,22.278,24.069,30.373,28.626,23.625,25.733,28.195,22.615,20.402,21.816,21.196,24.511,24.130,26.490,27.350,19.600,24.081,24.998,26.781,24.931,20.955,19.764,19.559,19.289
93,24.401,26.047,34.946,44.393,38.639,40.638,28.791,32.524,21.513,39.423,20.331,22.207,24.092,30.286,28.911,23.374,25.848,28.189,22.482,20.329,21.905,21.149,24.622,23.886,26.557,26.934,19.371,24.055,25.089,26.742,24.900,20.794,19.933,19.550,19.269
94,24.364,26.084,34.709,42.807,38.964,40.857,28.751,32.458,21.509,39.789,20.318,22.819,23.885,30.549,28.684,23.376,25.832,28.070,22.528,20.408,21.792,21.161,24.447,24.132,26.525,27.970,19.479,24.148,25.020,26.499,24.784,20.765,19.995,19.676,19.181
95,24.273,26.023,34.558,42.211,38.775,40.748,28.760,32.439,21.604,39.552,20.263,22.455,24.105,30.253,28.561,23.386,25.774,28.269,22.552,20.431,21.819,21.254,24.489,23.997,26.342,27.936,19.457,24.026,25.105,26.650,24.760,20.802,19.936,19.362,19.319
96,24.542,26.077,34.616,46.254,38.649,40.815,28.822,32.214,21.563,39.724,20.321,22.236,24.140,30.166,28.979,23.439,25.684,28.060,22.579,20.573,21.734,21.299,24.526,24.034,26.454,27.629,19.481,23.923,25.031,26.659,24.993,20.869,19.794,19.379,19.161
