 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
1,14.106,15.659,12.202,8.661,9.676,12.201,14.838,14.683,18.070,15.484,10.579,8.268,10.725,11.926,8.612,8.017,11.048,10.051,9.802,11.182,10.295,9.487,9.199
2,16.028,17.740,14.845,9.548,10.553,14.958,15.284,15.744,20.274,16.932,12.450,8.541,12.004,13.681,9.512,8.722,13.110,11.581,10.425,12.108,10.506,10.776,10.278
3,15.308,16.964,14.856,9.497,10.545,14.827,13.481,14.437,18.406,15.759,12.408,8.310,11.765,13.571,9.557,8.711,13.130,11.352,9.946,11.468,9.896,10.684,10.145
4,14.972,16.591,14.690,9.484,10.557,14.685,12.885,13.751,17.549,15.342,12.392,8.257,11.776,13.462,9.526,8.677,12.992,11.593,9.837,11.245,9.583,10.682,10.105
5,14.840,16.355,14.785,9.475,10.470,14.737,12.561,13.441,16.968,15.015,12.279,8.170,11.635,13.419,9.496,8.736,13.017,11.419,9.644,11.111,9.448,10.739,9.974
6,14.714,16.298,14.742,9.523,10.542,14.785,12.414,13.407,16.679,15.015,12.339,8.121,11.702,13.429,9.520,8.705,13.067,11.561,9.583,11.229,9.466,10.750,9.982
7,14.666,16.268,14.787,9.469,10.399,14.830,12.327,13.093,16.579,14.879,12.387,8.200,11.682,13.419,9.474,8.677,13.162,11.544,9.612,11.204,9.346,10.666,9.998
8,14.633,16.321,14.764,9.445,10.356,14.803,12.269,13.222,16.434,14.973,12.339,8.180,11.710,13.462,9.528,8.764,13.099,11.476,9.605,11.150,9.355,10.737,9.956
9,14.596,16.240,14.656,9.446,10.486,14.875,12.190,13.200,16.362,14.903,12.347,8.159,11.580,13.402,9.494,8.657,13.114,11.485,9.481,11.054,9.306,10.695,9.902
10,14.613,16.262,14.669,9.487,10.411,14.789,12.259,13.173,16.294,14.820,12.279,8.117,11.722,13.493,9.453,8.697,13.107,11.574,9.484,11.105,9.366,10.758,9.953
11,14.538,16.282,14.753,9.429,10.462,14.772,12.162,13.215,16.285,14.896,12.339,8.132,11.757,13.379,9.502,8.669,13.130,11.502,9.533,11.083,9.366,10.663,9.877
12,14.615,16.234,14.662,9.416,10.502,14.661,12.197,13.115,16.302,14.844,12.276,8.127,11.718,13.531,9.480,8.652,13.097,11.630,9.506,11.127,9.388,10.768,9.931
13,14.497,16.300,14.731,9.451,10.439,14.751,12.172,13.234,16.317,14.710,12.213,8.223,11.502,13.402,9.535,8.733,13.088,11.476,9.491,11.121,9.359,10.787,9.843
14,14.547,16.315,14.768,9.438,10.577,14.737,12.195,13.198,16.157,14.844,12.208,8.163,11.588,13.407,9.417,8.758,13.067,11.481,9.499,11.067,9.404,10.726,9.908
15,14.675,16.258,14.755,9.415,10.506,14.709,12.314,13.163,16.230,14.814,12.663,8.151,11.592,13.469,9.587,8.677,13.029,11.534,9.516,10.965,9.364,10.661,10.008
16,14.622,16.141,14.871,9.452,10.514,14.772,12.185,13.107,16.130,14.820,12.958,8.146,11.749,13.240,9.579,8.683,13.124,11.470,9.958,11.159,9.337,10.724,9.925
17,14.587,16.244,14.836,9.473,10.443,14.827,12.112,13.098,16.306,14.915,12.695,8.138,11.784,13.345,9.587,8.680,13.137,11.588,10.454,11.124,9.379,10.732,9.997
18,14.639,16.151,14.849,9.404,10.514,14.834,12.195,13.120,16.106,14.829,12.553,8.157,11.678,13.402,9.439,8.697,13.160,11.527,10.699,11.105,9.397,10.795,9.882
19,14.587,16.264,14.714,9.462,10.538,14.713,12.050,13.273,16.262,14.734,12.505,8.138,11.620,13.333,9.453,8.722,13.118,11.524,10.390,11.118,9.308,10.666,9.936
20,14.448,16.198,14.781,9.485,10.340,14.813,12.207,13.276,16.311,14.915,12.468,8.157,11.690,13.440,9.508,8.702,13.019,11.572,10.035,11.003,9.377,10.695,9.897
21,14.561,16.242,14.753,9.424,10.379,14.682,12.207,13.237,16.221,15.034,12.421,8.100,11.816,13.443,9.441,8.711,13.154,11.545,9.810,11.124,9.302,10.679,9.936
22,14.514,16.089,14.723,9.382,10.486,14.796,12.242,13.029,16.068,14.770,12.368,8.132,11.635,13.383,9.455,8.669,13.114,11.434,9.798,11.080,9.366,10.808,9.802
23,14.532,16.234,14.690,9.366,10.439,14.664,12.204,13.037,16.234,14.958,12.434,8.117,11.608,13.429,9.423,8.739,13.126,11.438,9.593,10.914,9.286,10.695,9.851
24,14.578,16.260,14.721,9.397,10.486,14.792,12.100,13.012,16.326,14.924,12.311,8.197,11.616,13.231,9.443,8.612,13.070,11.505,9.565,10.987,9.310,10.621,9.873
25,14.475,16.242,14.798,9.392,10.344,14.754,12.067,13.207,16.200,14.890,12.313,8.130,11.671,13.374,9.486,8.680,13.190,11.513,9.523,11.115,9.290,10.711,9.892
26,14.497,16.224,14.671,9.407,10.439,14.765,12.264,13.093,16.019,14.795,12.345,8.104,11.624,13.462,9.522,8.697,13.223,11.475,9.511,11.127,9.317,10.750,9.840
27,14.494,16.292,14.727,9.432,10.372,14.678,12.062,13.171,16.011,14.890,12.284,8.157,11.612,13.281,9.522,8.719,13.143,11.539,9.541,11.096,9.375,10.697,9.866
28,14.598,16.306,14.778,9.419,10.458,14.744,12.244,13.176,16.194,14.863,12.329,8.172,11.612,13.350,9.488,8.756,13.124,11.399,9.506,11.057,9.333,10.645,9.755
29,14.600,16.252,14.718,9.390,10.601,14.896,12.297,13.124,16.113,14.782,12.334,8.168,11.596,13.298,9.484,8.697,13.013,11.513,9.400,11.076,9.381,10.711,9.801
30,14.580,16.123,14.793,9.472,10.474,14.758,12.170,13.151,16.162,14.962,12.316,8.153,11.624,13.193,9.535,8.691,13.105,11.542,9.499,11.064,9.335,10.808,9.781
31,14.576,16.133,14.708,9.440,10.478,14.661,12.055,13.098,16.209,14.814,12.345,8.153,11.557,13.307,9.465,8.705,13.101,11.444,9.457,11.032,9.344,10.800,9.855
32,14.552,16.103,14.701,9.408,10.597,14.744,12.182,12.985,16.230,14.710,12.305,8.168,11.631,13.379,9.502,8.643,13.048,11.551,9.494,11.140,9.302,10.618,9.846
33,14.651,16.028,14.800,9.449,10.510,14.671,12.127,13.180,16.117,14.827,12.353,8.119,11.533,13.379,9.470,8.756,13.090,11.515,9.546,11.067,9.279,10.758,9.874
34,14.545,16.200,14.806,9.421,10.375,14.713,12.165,13.137,16.100,14.820,12.384,8.142,11.698,13.343,9.470,8.702,13.103,11.451,9.393,11.022,9.344,10.742,9.792
35,14.574,16.111,14.615,9.428,10.569,14.581,12.135,13.171,16.179,14.860,12.345,8.172,11.616,13.417,9.470,8.646,13.067,11.490,9.447,10.981,9.359,10.713,9.900
36,14.596,16.089,14.778,9.444,10.328,14.664,12.002,13.063,16.157,14.831,12.371,8.155,11.624,13.355,9.459,8.764,13.109,11.458,9.435,11.057,9.375,10.724,9.858
37,14.556,16.177,14.753,9.435,10.439,14.737,12.165,13.020,16.147,14.934,12.474,8.219,11.667,13.367,9.498,8.829,13.183,11.493,9.398,11.057,9.392,10.655,9.899
38,14.510,16.050,14.725,9.438,10.372,14.619,12.180,13.117,16.221,14.700,12.513,8.172,11.616,13.374,9.463,8.671,13.010,11.539,9.474,11.188,9.370,10.689,9.781
39,14.506,16.151,14.729,9.397,10.502,14.678,12.180,13.156,16.166,14.746,12.400,8.102,11.616,13.479,9.435,8.683,13.050,11.460,9.405,11.131,9.299,10.663,9.842
40,14.539,16.073,14.714,9.476,10.494,14.772,12.087,13.127,16.119,14.837,12.432,8.110,11.643,13.395,9.496,8.705,13.202,11.524,9.477,11.166,9.253,10.792,9.900
41,14.446,16.230,14.768,9.404,10.569,14.903,12.075,13.061,16.194,14.850,13.418,8.089,11.600,13.362,9.508,8.674,13.017,11.571,9.516,11.073,9.412,10.753,9.853
42,14.571,16.052,14.757,9.452,10.561,14.716,12.229,13.122,16.091,14.841,13.026,8.087,11.624,13.300,9.484,8.618,13.183,11.537,9.407,11.162,9.306,10.655,9.863
43,14.648,16.216,14.664,9.452,10.407,14.671,12.080,13.151,16.300,14.812,12.776,8.151,11.518,13.402,9.535,8.736,13.059,11.571,9.385,10.933,9.324,10.689,9.775
44,14.585,16.077,14.701,9.416,10.336,14.696,12.132,13.046,16.036,14.831,12.621,8.146,11.686,13.445,9.407,8.815,13.061,11.434,9.454,11.057,9.251,10.761,9.773
45,14.486,16.190,14.679,9.393,10.391,14.806,12.147,13.146,16.115,14.689,12.611,8.079,11.667,13.269,9.429,8.683,13.061,11.540,9.491,11.188,9.390,10.653,9.807
46,14.534,16.097,14.699,9.387,10.518,14.696,12.062,13.085,16.083,14.825,12.563,8.185,11.580,13.310,9.453,8.663,13.078,11.641,9.462,11.035,9.375,10.729,9.832
47,14.697,16.125,14.637,9.458,10.399,14.837,12.249,13.098,16.111,14.825,12.511,8.106,11.537,13.314,9.524,8.730,13.082,11.512,9.538,11.102,9.404,10.576,9.779
48,14.561,16.206,14.641,9.403,10.403,14.837,12.087,13.212,16.211,14.738,12.921,8.155,11.690,13.310,9.512,8.694,13.027,11.449,9.501,11.013,9.368,10.629,9.804
49,14.501,16.032,14.731,9.418,10.538,14.734,12.204,13.159,16.198,14.619,12.903,8.193,11.729,13.281,9.431,8.764,13.040,11.510,9.405,11.013,9.271,10.689,9.855
50,14.437,16.163,14.791,9.388,10.447,14.758,12.112,13.078,16.219,14.751,12.729,8.108,11.678,13.300,9.484,8.756,13.023,11.421,9.427,10.965,9.330,10.729,9.819
51,14.567,16.212,14.727,9.442,10.514,14.689,12.042,13.041,16.160,14.763,12.661,8.185,11.671,13.314,9.409,8.719,13.072,11.443,9.442,11.029,9.364,10.713,9.859
52,14.503,16.135,14.594,9.401,10.482,14.751,12.035,13.041,16.140,14.774,12.613,8.108,11.486,13.483,9.431,8.663,12.992,11.534,9.412,11.073,9.315,10.700,9.861
53,14.433,16.175,14.593,9.420,10.423,14.810,12.115,13.173,16.147,14.693,12.455,8.161,11.639,13.279,9.445,8.610,13.053,11.473,9.457,11.019,9.315,10.666,9.850
54,14.508,16.266,14.639,9.371,10.344,14.630,12.209,13.193,16.194,14.666,12.450,8.163,11.498,13.369,9.445,8.666,13.032,11.439,9.519,11.067,9.388,10.724,9.879
55,14.393,16.165,14.776,9.388,10.375,14.713,12.122,13.029,16.126,14.833,12.368,8.132,11.647,13.329,9.433,8.677,12.979,11.455,9.499,10.962,9.302,10.674,9.752
56,14.552,16.175,14.841,9.417,10.478,14.830,12.040,13.090,16.074,14.725,12.397,8.144,11.639,13.307,9.413,8.719,13.002,11.490,9.447,11.076,9.346,10.658,9.828
57,14.424,16.216,14.847,9.368,10.308,14.543,12.157,13.093,16.070,14.702,12.374,8.123,11.584,13.426,9.439,8.654,13.036,11.458,9.326,10.987,9.208,10.642,9.820
58,14.556,16.109,14.770,9.433,10.419,14.727,12.070,12.937,16.198,14.753,12.363,8.117,11.600,13.302,9.455,8.711,13.025,11.428,9.398,11.010,9.368,10.647,9.807
59,14.431,16.177,14.763,9.409,10.372,14.844,12.217,13.007,16.055,14.765,12.447,8.117,11.537,13.245,9.467,8.680,12.992,11.455,9.412,11.115,9.324,10.676,9.791
60,14.552,16.109,14.684,9.419,10.407,14.706,12.237,13.005,16.089,14.786,12.400,8.142,11.514,13.419,9.459,8.758,13.131,11.414,9.469,11.108,9.259,10.655,9.886
61,14.499,16.069,14.793,9.400,10.435,14.571,12.057,13.105,16.130,14.700,12.321,8.085,11.663,13.374,9.427,8.736,13.069,11.572,9.449,11.000,9.370,10.718,9.809
62,14.495,16.151,14.764,9.426,10.324,14.813,12.167,13.129,16.145,14.867,12.589,8.174,11.557,13.450,9.480,8.694,13.051,11.478,9.462,11.092,9.366,10.776,9.851
63,14.565,16.115,14.735,9.444,10.451,14.696,12.172,13.151,16.181,14.670,12.487,8.183,11.506,13.340,9.411,8.711,13.156,11.460,9.427,11.121,9.326,10.629,9.905
64,14.521,16.119,14.763,9.407,10.308,14.595,12.229,13.120,16.172,14.858,12.508,8.106,11.714,13.440,9.461,8.663,13.110,11.529,9.511,11.032,9.333,10.742,9.776
65,14.422,16.101,14.888,9.426,10.439,14.644,12.127,12.966,16.132,14.789,12.495,8.125,11.576,13.412,9.447,8.728,13.055,11.507,9.447,10.987,9.397,10.716,9.789
66,14.569,16.081,14.828,9.391,10.364,14.720,12.080,13.110,16.126,14.803,12.308,8.142,11.616,13.343,9.425,8.688,13.069,11.471,9.415,10.978,9.330,10.734,9.873
67,14.495,16.119,14.830,9.408,10.285,14.709,12.097,13.188,16.036,14.782,12.253,8.146,11.671,13.333,9.476,8.739,13.017,11.428,9.407,11.000,9.370,10.626,9.992
68,14.532,16.153,14.817,9.432,10.443,14.585,12.132,13.117,16.017,14.712,12.187,8.161,11.471,13.336,9.339,8.750,13.036,11.507,9.437,11.064,9.337,10.695,9.917
69,14.604,16.250,14.757,9.343,10.356,14.699,12.140,13.090,16.143,14.717,12.247,8.202,11.667,13.248,9.431,8.669,13.040,11.404,9.459,11.003,9.299,10.703,9.897
70,14.572,16.145,15.088,9.423,10.466,14.682,12.160,13.066,16.109,14.791,12.295,8.202,11.714,13.331,9.508,8.685,13.025,11.561,9.393,11.035,9.319,10.721,9.891
71,14.543,16.169,15.811,9.380,10.462,14.806,12.214,13.034,15.919,14.738,12.282,8.110,11.702,13.379,9.559,8.806,13.027,11.446,9.444,11.118,9.344,10.726,10.056
72,14.506,16.238,15.787,9.412,10.415,14.744,12.279,13.180,16.085,14.683,12.305,8.117,11.663,13.481,9.553,8.907,13.105,11.485,9.970,11.124,9.370,10.687,10.178
73,14.455,16.256,15.566,9.434,10.407,14.678,12.167,13.249,16.104,14.632,12.324,8.197,11.612,13.383,9.498,8.831,12.977,11.463,10.719,10.965,9.257,10.658,10.209
74,14.486,16.087,15.665,9.384,10.466,14.682,12.157,13.166,16.196,14.767,12.403,8.217,11.753,13.348,9.500,8.882,13.135,11.513,11.017,11.089,9.348,10.763,10.080
75,14.512,16.113,15.432,9.445,10.360,14.616,12.177,13.198,16.117,14.816,12.303,8.140,11.533,13.331,9.382,8.949,13.048,11.416,10.570,11.076,9.341,10.624,10.108
76,14.593,16.113,15.415,9.388,10.506,14.654,12.190,13.029,16.094,14.848,12.211,8.208,11.553,13.295,9.492,8.747,13.080,11.520,10.254,11.003,9.377,10.676,10.011
77,14.585,16.183,15.572,9.364,10.372,14.754,12.080,13.115,16.134,14.789,12.311,8.104,11.663,13.317,9.472,8.699,13.057,11.517,9.995,11.061,9.417,10.626,9.980
78,14.549,16.099,15.265,9.369,10.455,14.699,12.172,13.049,16.068,14.653,12.139,8.093,11.584,13.321,9.455,8.781,13.051,11.490,9.773,10.971,9.341,10.718,9.913
79,14.437,16.135,15.271,9.416,10.447,14.657,12.125,12.956,16.134,14.685,12.292,8.146,11.608,13.457,9.506,8.789,13.061,11.455,9.686,10.994,9.361,10.771,9.982
80,14.468,16.167,15.275,9.425,10.375,14.772,12.112,13.115,16.138,14.772,12.289,8.093,11.631,13.340,9.533,8.978,13.000,11.470,9.595,11.013,9.297,10.663,10.008
81,14.572,16.177,15.187,9.436,10.443,14.768,12.135,13.041,16.136,14.755,12.208,8.091,11.592,13.307,9.520,8.888,13.034,11.386,9.612,11.045,9.344,10.679,9.892
82,14.483,16.179,15.671,9.393,10.534,14.606,12.172,13.012,16.047,14.837,12.084,8.166,11.620,13.402,9.618,9.014,13.097,11.473,9.454,11.045,9.228,10.621,10.124
83,14.428,16.145,15.748,9.396,10.451,14.557,12.115,13.034,16.051,14.649,12.324,8.119,11.525,13.298,9.884,9.435,12.990,11.481,9.469,11.143,9.364,10.721,10.273
84,14.492,16.196,16.084,9.390,10.364,14.640,12.102,13.139,16.053,14.755,12.224,8.102,11.608,13.343,9.945,9.528,13.173,11.431,9.491,11.035,9.284,10.587,10.145
85,14.563,16.194,16.196,9.375,10.494,14.578,12.110,13.112,15.938,14.715,12.271,8.151,11.647,13.364,9.815,9.663,13.040,11.461,9.526,11.045,9.404,10.655,10.185
86,19.383,19.208,16.531,9.487,10.925,16.073,19.873,18.368,23.445,20.201,12.432,9.100,14.522,13.900,9.925,9.868,13.032,11.608,11.440,12.551,11.652,10.776,10.314
87,19.248,18.579,16.297,9.474,10.779,15.547,20.299,18.276,23.643,19.353,12.429,9.616,15.561,13.755,9.787,9.705,13.152,11.601,11.084,12.847,10.933,10.774,10.286
88,17.077,17.278,15.764,9.441,10.387,14.855,16.933,15.822,20.662,16.975,12.311,8.841,14.118,13.474,9.669,9.472,13.044,11.473,10.348,11.758,10.113,10.687,10.170
89,15.971,16.837,15.750,9.433,10.458,14.758,14.721,14.439,18.919,15.636,12.303,8.414,13.243,13.448,9.545,9.292,13.050,11.446,9.822,11.401,9.627,10.705,10.028
90,15.303,16.421,15.669,9.446,10.545,14.519,13.631,13.702,17.774,15.156,12.279,8.278,12.541,13.336,9.604,9.475,13.027,11.507,9.632,11.067,9.455,10.613,10.047
91,15.121,16.331,15.673,9.433,10.494,14.855,12.893,13.356,17.240,14.996,12.195,8.178,12.200,13.262,9.585,9.511,12.975,11.483,9.593,11.175,9.432,10.642,10.016
92,14.806,16.234,15.540,9.392,10.399,14.702,12.541,13.339,16.691,14.932,12.295,8.227,11.984,13.319,9.543,9.301,13.032,11.505,9.499,11.105,9.377,10.555,9.940
93,14.670,16.222,15.950,9.428,10.285,14.581,12.304,13.088,16.594,14.839,12.300,8.119,11.941,13.293,9.435,9.343,12.949,11.458,9.363,11.025,9.306,10.653,9.972
94,14.642,16.161,15.916,9.366,10.419,14.474,12.327,13.102,16.353,14.831,12.182,8.119,11.875,13.390,9.457,9.292,13.013,11.384,9.380,11.057,9.248,10.682,9.922
95,14.600,15.980,15.882,9.380,10.451,14.619,12.209,13.076,16.255,14.664,12.234,8.098,11.788,13.343,9.514,9.368,12.962,11.465,9.496,11.029,9.297,10.674,9.871
96,14.495,16.145,15.763,9.350,10.375,14.519,12.077,13.032,16.147,14.638,12.258,8.153,11.682,13.195,9.520,9.551,13.175,11.418,9.412,10.914,9.257,10.592,9.941
97,14.497,16.125,16.486,9.429,10.395,14.654,12.137,12.966,16.198,14.638,12.226,8.055,11.651,13.376,9.579,9.463,13.067,11.485,9.454,10.946,9.317,10.845,9.889
98,14.527,16.062,17.204,9.393,10.502,14.609,12.100,13.005,15.957,14.691,12.261,8.096,11.624,13.410,9.909,9.683,12.987,11.490,9.459,11.054,9.341,10.982,9.912
99,14.550,16.119,16.910,9.397,10.494,14.723,12.090,13.012,16.098,14.634,12.329,8.185,11.549,13.250,9.789,9.542,12.918,11.505,9.548,11.064,9.262,10.721,9.861
100,14.431,16.131,16.991,9.403,10.470,14.616,12.155,13.124,16.123,14.736,12.100,8.140,11.545,13.312,9.565,9.242,13.050,11.391,9.422,11.111,9.253,10.750,9.902
101,14.459,16.145,16.679,9.384,10.312,14.433,12.037,12.954,15.985,14.666,12.187,8.155,11.486,13.250,9.549,9.067,12.954,11.490,9.395,10.997,9.324,10.666,9.819
102,14.479,16.107,16.133,9.432,10.368,14.536,12.022,13.049,16.051,14.696,12.142,8.178,11.537,13.314,9.526,8.941,13.036,11.513,9.427,11.038,9.228,10.589,9.809
103,14.450,16.065,16.030,9.391,10.348,14.502,12.015,13.088,15.921,14.674,12.258,8.102,11.514,13.319,9.553,8.862,12.970,11.441,9.457,10.990,9.255,10.576,9.797
104,14.523,16.048,16.007,9.405,10.494,14.488,12.020,12.995,16.079,14.577,12.274,8.121,11.678,13.167,9.486,8.843,13.023,11.412,9.405,11.038,9.282,10.629,9.809
105,14.472,16.083,15.882,9.418,10.308,14.599,11.975,12.956,15.955,14.717,12.279,8.119,11.537,13.250,9.535,8.930,13.120,11.490,9.398,11.000,9.244,10.708,9.859
106,14.484,16.065,15.849,9.395,10.455,14.696,11.883,12.939,15.964,14.742,12.308,8.155,11.569,13.248,9.512,9.059,12.985,11.404,9.380,11.025,9.355,10.682,9.886
107,14.470,15.919,15.879,9.411,10.486,14.564,12.017,13.000,15.853,14.562,12.403,8.100,11.604,13.212,9.463,9.228,13.074,11.451,9.370,11.067,9.401,10.679,9.779
108,14.477,16.121,16.344,9.384,10.356,14.647,12.105,12.922,15.979,14.609,12.350,8.108,11.545,13.293,9.439,8.952,13.046,11.443,9.358,11.016,9.255,10.558,9.716
109,14.481,16.067,16.006,9.445,10.265,14.471,12.020,12.976,16.074,14.658,12.166,8.161,11.427,13.321,9.516,8.910,12.996,11.404,9.398,10.975,9.226,10.639,9.794
110,14.444,15.944,15.903,9.411,10.498,14.519,11.943,13.024,15.926,14.721,12.329,8.153,11.498,13.290,9.482,8.784,12.985,11.348,9.314,11.041,9.344,10.534,9.791
111,14.646,16.198,16.065,9.423,10.435,14.768,12.195,13.085,16.098,14.698,12.334,8.212,11.788,13.398,9.443,8.733,13.010,11.473,9.360,11.016,9.322,10.600,9.748
112,19.749,21.417,16.226,9.494,13.111,16.118,16.441,17.529,22.804,18.721,12.434,8.556,14.651,16.624,9.671,9.065,13.030,11.551,10.859,11.201,11.517,10.797,9.958
113,17.741,19.522,15.890,9.454,12.387,15.211,15.025,16.734,21.728,17.345,12.389,8.410,13.259,14.655,9.583,9.216,12.973,11.476,11.015,11.003,10.463,10.666,9.936
114,16.415,17.897,15.650,9.391,11.126,14.716,13.434,14.868,19.523,15.953,12.332,8.166,12.612,13.733,9.341,9.025,12.954,11.476,10.899,11.108,9.807,10.642,9.908
115,15.308,16.992,15.682,9.396,10.628,14.516,12.606,13.898,18.026,15.235,12.305,8.134,11.953,13.452,9.459,8.862,13.048,11.465,10.491,10.955,9.537,10.561,9.807
116,14.983,16.575,15.807,9.411,10.589,14.599,12.195,13.480,17.398,14.987,12.224,8.127,11.847,13.386,9.404,8.843,13.088,11.414,10.222,11.006,9.361,10.603,9.797
117,14.851,16.268,15.761,9.413,10.451,14.616,12.060,13.239,16.762,14.827,12.195,8.140,11.596,13.312,9.404,8.730,12.939,11.488,9.901,10.978,9.313,10.600,9.778
118,14.761,16.341,15.469,9.392,10.328,14.516,12.087,13.171,16.481,14.825,12.211,8.028,11.584,13.369,9.388,8.739,12.981,11.407,9.731,10.917,9.317,10.621,9.791
119,14.653,16.181,15.424,9.397,10.419,14.453,11.978,12.951,16.411,14.829,12.197,8.180,11.557,13.264,9.413,8.705,13.000,11.498,9.615,10.978,9.359,10.700,9.750
120,14.539,16.103,15.649,9.396,10.451,14.353,12.000,12.880,16.268,14.693,12.261,8.130,11.671,13.264,9.419,8.685,12.914,11.367,9.556,10.936,9.326,10.597,9.742
121,14.556,16.224,15.336,9.416,10.423,14.429,12.072,12.983,16.100,14.609,12.224,8.168,11.439,13.331,9.465,8.615,13.013,11.414,9.551,10.981,9.211,10.592,9.760
122,14.543,16.169,15.288,9.426,10.328,14.668,11.968,12.946,16.045,14.789,12.224,8.146,11.529,13.348,9.453,8.750,12.949,11.418,9.472,11.070,9.255,10.529,9.742
123,14.407,16.157,15.168,9.401,10.296,14.526,12.065,13.044,15.996,14.615,12.211,8.051,11.553,13.305,9.413,8.663,13.002,11.519,9.395,11.016,9.251,10.663,9.698
124,14.453,16.022,15.075,9.343,10.407,14.488,11.905,12.973,15.987,14.666,12.634,8.144,11.451,13.264,9.465,8.691,12.914,11.503,9.449,10.959,9.308,10.582,9.714
125,14.417,16.135,14.929,9.397,10.296,14.581,11.970,12.895,16.172,14.655,12.737,8.125,11.404,13.331,9.396,8.626,12.975,11.439,9.402,10.968,9.268,10.571,9.771
126,14.352,16.155,14.925,9.363,10.265,14.533,11.978,12.966,15.864,14.592,12.442,8.132,11.404,13.352,9.427,8.646,12.907,11.412,9.425,11.054,9.282,10.608,9.768
127,14.468,16.137,14.854,9.407,10.383,14.581,11.933,13.037,15.843,14.708,12.366,8.085,11.412,13.271,9.421,8.657,13.023,11.401,9.442,10.955,9.288,10.637,9.734
128,14.550,16.060,14.856,9.354,10.277,14.713,11.963,12.861,15.977,14.638,12.392,8.089,11.506,13.350,9.388,8.750,12.926,11.338,9.420,10.965,9.266,10.645,9.773
129,14.409,16.060,14.746,9.424,10.241,14.626,12.017,12.976,15.936,14.653,12.424,8.125,11.435,13.305,9.341,8.722,13.050,11.453,9.378,10.917,9.275,10.437,9.825
130,14.444,15.974,14.776,9.386,10.332,14.630,11.978,12.985,15.855,14.573,12.242,8.121,11.369,13.293,9.407,8.607,13.027,11.416,9.346,10.847,9.337,10.532,9.758
131,14.473,15.996,14.710,9.396,10.348,14.453,12.030,13.029,16.009,14.670,12.303,8.096,11.475,13.269,9.427,8.624,12.992,11.465,9.385,10.946,9.324,10.616,9.788
132,14.281,15.982,14.649,9.416,10.300,14.446,11.973,12.932,16.019,14.586,12.226,8.151,11.525,13.245,9.407,8.702,12.964,11.397,9.341,11.083,9.211,10.626,9.791
133,14.283,16.010,14.568,9.405,10.304,14.484,12.005,12.888,15.974,14.638,12.232,8.091,11.463,13.248,9.429,8.666,12.901,11.470,9.388,11.121,9.251,10.587,9.709
134,14.466,16.151,14.566,9.392,10.372,14.612,12.012,12.878,15.987,14.643,12.197,8.159,11.467,13.245,9.419,8.646,13.067,11.466,9.351,11.057,9.273,10.521,9.760
135,14.479,16.016,14.690,9.384,10.292,14.325,11.945,12.924,15.964,14.550,12.158,8.140,11.455,13.276,9.439,8.674,13.010,11.481,9.402,10.927,9.251,10.595,9.730
136,14.360,15.921,14.748,9.433,10.383,14.585,12.107,12.815,15.834,14.541,12.226,8.183,11.455,13.271,9.341,8.666,12.933,11.412,9.356,11.086,9.226,10.689,9.768
137,14.306,16.069,14.546,9.404,10.383,14.623,11.950,12.824,15.934,14.588,12.171,8.123,11.541,13.302,9.443,8.669,12.990,11.431,9.343,10.892,9.295,10.503,9.788
138,14.325,15.913,14.645,9.428,10.332,14.640,11.970,12.900,15.962,14.590,12.284,8.106,11.506,13.293,9.419,8.677,13.046,11.386,9.378,11.089,9.353,10.547,9.685
139,14.385,16.165,14.634,9.347,10.368,14.606,11.945,12.890,15.949,14.622,12.137,8.087,11.416,13.298,9.400,8.657,12.996,11.473,9.343,10.990,9.253,10.547,9.814
140,14.435,15.960,14.566,9.375,10.332,14.457,12.110,12.966,15.930,14.702,12.174,8.136,11.467,13.269,9.409,8.674,12.979,11.401,9.462,11.051,9.275,10.532,9.797
141,14.240,15.988,14.555,9.385,10.316,14.491,12.020,12.988,15.960,14.634,12.287,8.081,11.510,13.205,9.435,8.643,12.850,11.433,9.378,10.997,9.379,10.539,9.757
142,14.330,15.962,14.593,9.325,10.277,14.581,11.848,12.883,15.864,14.605,12.147,8.068,11.459,13.269,9.311,8.643,13.021,11.402,9.358,10.984,9.244,10.574,9.768
143,14.343,15.968,14.529,9.417,10.407,14.391,12.035,12.966,15.928,14.586,12.166,8.108,11.408,13.243,9.358,8.542,12.909,11.444,9.353,11.038,9.299,10.568,9.819
144,14.323,16.113,14.514,9.376,10.316,14.585,12.005,12.751,16.021,14.592,12.168,8.170,11.329,13.236,9.441,8.680,12.930,11.419,9.311,11.000,9.306,10.637,9.753
145,14.426,16.062,14.450,9.380,10.300,14.498,11.933,12.971,15.968,14.526,12.311,8.155,11.439,13.200,9.400,8.638,12.912,11.411,9.346,11.166,9.355,10.492,9.809
146,14.461,15.986,14.477,9.374,10.455,14.478,11.820,12.824,15.849,14.427,12.147,8.125,11.475,13.181,9.411,8.590,12.950,11.416,9.333,10.924,9.392,10.534,9.773
147,14.332,15.990,14.434,9.394,10.320,14.516,11.930,12.861,15.874,14.605,12.208,8.180,11.478,13.193,9.449,8.615,12.832,11.434,9.420,10.990,9.317,10.561,9.724
