 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46
1,130.410,85.803,55.416,66.875,58.125,64.881,60.071,102.461,91.151,87.908,132.547,62.141,77.744,63.713,70.626,80.868,87.877,60.654,68.038,88.472,63.956,94.403,75.195,77.142,88.328,64.322,80.151,79.424,64.063,59.926,67.200,58.970,59.248,62.623,80.073,71.865,70.537,72.812,71.660,63.326,69.836,73.150,69.291,74.416,65.938,69.600
2,176.267,110.536,62.578,80.484,66.514,76.548,69.891,134.529,118.762,113.250,178.848,73.425,98.234,76.490,87.232,103.147,114.355,71.613,82.581,114.277,76.522,123.557,92.106,97.154,112.801,76.728,101.157,98.013,75.602,69.285,80.000,67.711,67.780,72.833,100.132,87.880,86.499,90.028,89.059,77.390,84.683,91.841,85.305,93.548,83.892,87.981
3,177.132,111.722,62.608,80.181,67.419,77.139,69.942,135.205,118.270,113.414,178.775,74.201,99.724,75.432,88.285,103.892,113.645,71.608,82.697,115.335,75.791,123.634,88.242,96.873,111.892,77.353,101.978,100.311,75.797,68.879,79.849,67.996,68.153,73.507,102.030,88.038,86.780,89.657,89.054,76.489,85.213,92.305,85.346,92.642,80.775,92.211
4,178.395,110.187,62.805,80.932,66.892,76.717,69.326,135.891,117.836,113.865,179.318,73.156,100.043,75.527,87.383,103.283,113.620,71.637,81.971,114.730,76.418,124.089,87.360,97.019,112.602,76.817,101.614,99.954,76.432,69.146,80.474,68.611,68.239,72.812,99.658,86.534,86.734,89.540,88.361,75.709,85.363,89.970,84.965,92.462,79.761,88.008
5,175.816,109.971,63.265,80.675,66.656,76.360,69.323,134.603,118.537,113.047,179.836,73.038,98.460,75.722,86.919,103.564,114.907,71.100,82.819,113.516,76.055,124.250,89.010,96.273,113.193,76.825,101.419,99.503,76.029,69.666,80.392,67.930,68.448,73.250,100.554,85.556,86.348,89.413,86.902,76.277,85.323,91.974,85.772,93.089,77.755,87.026
6,177.023,109.592,62.961,80.032,66.447,79.627,69.815,135.643,116.360,112.905,179.189,73.047,97.332,75.592,87.165,103.580,113.907,70.363,82.693,114.958,75.813,123.927,89.709,96.454,113.807,76.238,101.349,99.960,75.219,69.110,80.397,66.985,68.259,74.031,100.737,87.316,86.636,89.822,88.263,75.801,84.795,91.953,84.101,92.269,76.908,85.898
7,175.709,109.931,62.810,79.958,66.813,81.067,70.038,134.468,117.611,114.403,179.350,73.448,98.593,75.365,86.774,102.752,114.104,71.096,82.286,114.904,75.758,124.154,91.197,96.481,112.524,76.097,101.724,99.510,75.688,68.611,79.825,67.687,68.188,73.605,100.790,86.406,86.184,89.761,88.204,75.858,84.674,91.747,85.643,92.827,76.239,84.925
8,175.549,109.627,63.020,80.633,66.447,79.937,70.441,135.866,118.476,113.694,179.055,73.792,96.766,75.630,87.729,102.647,114.500,71.433,82.154,114.562,75.429,123.501,91.285,96.442,112.726,77.060,101.235,100.881,75.530,68.520,79.962,67.733,68.031,72.665,100.129,86.812,86.432,89.099,88.562,76.241,83.977,90.481,85.282,92.413,76.036,85.472
9,176.929,109.351,63.033,80.484,66.335,79.204,69.535,135.238,117.701,113.727,178.738,73.418,98.166,75.263,86.760,103.658,113.664,71.704,81.876,114.616,75.901,123.681,91.671,96.177,112.949,76.728,101.259,99.172,75.749,69.309,80.337,67.643,68.213,73.638,100.056,86.714,86.297,89.085,87.771,75.816,84.960,91.026,86.222,92.079,75.971,84.789
10,176.004,109.317,62.593,79.697,66.703,77.804,70.011,134.757,117.296,113.448,179.223,72.810,97.369,74.828,87.419,103.083,112.973,70.713,82.358,114.075,76.440,123.527,91.313,96.650,113.386,76.440,101.743,98.576,75.737,68.613,80.849,68.354,68.353,73.371,99.509,86.128,86.960,89.606,88.464,76.511,84.902,92.232,85.285,92.312,75.356,83.996
11,176.737,108.189,62.779,80.433,66.196,77.726,69.209,135.691,117.032,113.842,178.520,72.966,97.681,75.447,87.609,102.557,114.986,70.688,82.200,114.579,75.505,123.260,92.732,97.190,113.605,76.204,101.108,99.470,75.563,69.300,81.140,67.804,68.310,73.656,100.694,87.451,86.512,90.840,88.332,75.887,84.242,91.665,84.548,92.748,75.631,84.770
12,175.506,109.536,62.514,80.122,66.600,76.600,69.223,134.316,117.772,114.288,178.492,72.987,98.013,75.403,85.972,103.724,113.210,70.721,82.299,115.147,76.033,122.714,91.878,95.540,112.807,76.678,101.214,100.000,76.179,69.776,80.370,68.193,68.259,73.683,100.767,86.331,86.002,89.535,88.358,75.674,84.775,90.648,86.311,92.327,74.412,84.702
13,176.274,109.875,62.449,79.455,65.970,77.144,69.389,135.413,117.376,113.685,179.291,72.852,98.291,75.147,86.603,103.425,113.038,71.137,82.440,114.218,75.989,123.565,91.825,96.050,113.105,76.673,100.362,100.344,75.464,69.030,81.123,67.898,67.920,73.232,100.952,86.338,86.506,89.582,88.072,75.950,85.395,91.034,84.746,93.224,75.046,84.294
14,176.038,109.224,62.639,80.254,65.609,77.079,69.153,134.623,116.511,113.471,178.268,72.665,97.254,75.850,87.223,103.369,113.604,70.363,81.806,113.195,74.824,123.197,92.746,96.213,112.120,76.332,101.451,98.113,75.482,69.239,80.156,68.154,67.831,73.067,99.965,85.827,86.131,89.643,88.144,75.709,85.176,90.944,85.193,92.966,74.314,84.106
15,175.321,107.853,62.300,80.753,66.424,76.978,69.058,135.494,118.039,112.745,179.266,72.590,97.530,75.370,87.804,103.405,113.754,70.654,82.535,114.688,76.126,123.356,92.427,96.171,113.623,76.890,101.311,98.748,75.403,69.387,79.896,67.985,67.765,72.453,99.418,85.015,86.452,88.887,87.585,76.567,84.470,89.996,85.476,92.697,74.663,84.608
16,175.827,108.241,62.930,80.477,65.961,75.804,69.009,135.124,117.035,113.291,179.043,72.564,97.148,75.188,87.860,102.319,114.153,71.521,82.341,113.876,75.132,125.072,92.593,96.567,112.133,76.620,100.903,99.517,75.699,69.030,80.184,67.604,68.193,72.955,100.970,86.068,87.275,88.662,88.237,76.376,85.089,90.532,84.810,92.255,74.000,83.438
17,175.227,109.467,62.974,80.457,66.436,76.524,68.938,135.372,117.447,113.128,178.799,72.828,97.653,74.964,86.000,102.418,113.254,71.950,82.175,114.459,75.885,123.339,93.157,95.860,112.343,76.186,101.711,99.192,76.034,69.101,80.252,67.837,68.348,72.810,100.666,86.316,86.650,88.380,87.789,76.887,85.184,92.047,85.562,91.082,74.539,84.385
18,175.594,109.627,62.965,80.171,66.830,76.521,68.894,136.529,118.611,112.599,179.266,73.203,97.470,75.034,87.302,103.487,113.150,71.417,82.006,114.092,75.989,123.757,90.945,96.175,112.858,76.610,101.576,99.013,76.102,69.190,79.871,67.780,68.348,73.355,100.425,85.376,86.404,89.352,88.611,75.213,83.634,90.146,85.447,92.332,76.056,84.034
19,174.502,107.398,63.037,80.076,66.179,76.755,69.030,134.400,117.177,111.867,178.791,73.568,97.633,75.686,87.634,102.456,114.650,71.421,82.362,114.644,75.121,123.625,90.435,96.754,113.087,76.804,102.089,98.881,76.023,69.414,79.803,67.776,68.275,75.783,100.147,85.444,92.031,89.695,88.260,75.489,84.732,90.670,85.383,91.892,78.866,84.000
20,175.697,109.258,62.521,81.152,66.535,76.231,69.667,134.876,117.836,113.243,178.984,72.855,96.997,75.254,86.575,103.056,113.735,71.088,82.027,114.738,76.758,123.674,87.315,95.890,111.807,77.099,101.051,100.000,76.190,69.150,80.364,68.887,68.545,81.536,100.276,85.917,97.787,89.465,88.235,77.617,84.695,90.129,85.245,92.784,85.363,84.355
21,175.107,108.430,62.637,79.504,66.779,76.034,69.023,135.043,118.209,113.014,179.252,72.280,97.088,75.473,86.637,103.230,113.350,71.188,82.187,113.553,75.302,123.169,86.758,96.152,111.527,77.372,101.454,99.848,75.744,68.742,79.378,68.065,67.508,79.359,100.476,86.421,93.186,89.512,87.933,74.865,83.951,90.571,85.720,91.685,82.386,84.166
22,175.043,109.771,63.002,79.570,66.021,76.047,69.131,134.337,117.839,112.435,179.898,72.830,97.040,74.667,86.939,103.157,113.396,71.921,82.019,115.140,75.566,122.325,86.577,95.848,113.322,76.317,101.011,100.185,75.867,70.108,79.000,68.113,68.013,77.212,99.833,86.308,92.264,88.437,88.742,76.106,84.037,90.378,84.124,92.329,79.824,84.826
23,174.363,108.840,62.718,79.993,66.254,75.894,69.371,134.906,118.415,112.874,178.926,72.995,97.402,75.408,86.905,102.796,114.451,71.271,82.387,114.132,76.154,123.208,87.423,96.535,112.021,77.003,101.670,100.152,76.102,69.233,80.085,68.328,67.565,75.636,100.628,86.511,91.029,89.282,88.106,75.177,84.167,91.433,85.049,91.832,77.961,84.200
24,174.735,109.666,62.661,80.621,66.684,76.771,69.298,133.030,117.527,112.910,178.830,73.042,97.769,74.874,87.757,102.691,114.025,69.804,82.170,113.883,75.385,122.305,88.472,96.065,112.298,76.217,101.522,98.152,75.572,69.032,79.649,67.367,67.929,76.239,100.165,85.226,89.902,89.277,88.611,75.901,85.153,90.481,85.366,92.094,77.399,84.019
25,176.009,108.998,62.713,79.885,66.301,75.892,69.943,136.162,117.913,112.813,178.988,72.363,97.621,75.263,86.679,103.141,113.721,71.300,82.190,113.971,76.929,124.099,88.876,96.162,113.136,75.500,100.976,99.046,75.563,69.421,80.090,67.659,67.477,75.478,100.957,86.556,88.581,89.775,87.881,76.028,84.424,91.348,84.810,91.971,76.337,83.472
26,175.508,108.219,62.267,80.144,66.437,75.778,69.247,133.909,117.682,112.707,178.695,72.915,97.530,74.942,86.684,103.049,113.197,70.883,81.899,113.470,76.341,123.373,89.539,95.873,112.708,75.581,101.657,98.384,76.206,69.027,80.203,67.876,67.741,74.714,101.025,87.188,88.027,89.493,87.807,75.794,84.320,90.742,84.968,91.731,75.552,84.494
27,175.863,109.000,62.698,79.555,66.166,75.717,68.479,134.681,118.576,113.074,178.857,72.492,97.246,75.370,87.461,102.716,114.199,70.771,81.762,113.390,75.082,123.688,90.512,95.519,111.873,76.312,101.078,100.868,76.050,69.531,80.236,67.570,67.630,74.527,100.233,85.301,87.756,89.108,87.997,74.433,85.141,89.785,84.937,91.192,75.686,84.389
28,176.154,109.477,62.582,79.384,67.080,76.261,69.084,135.732,117.068,111.725,178.889,72.288,97.166,75.275,86.883,101.778,113.538,70.275,82.724,112.962,75.516,123.194,90.390,95.296,112.386,75.859,100.527,100.245,75.753,69.245,80.485,67.776,67.667,74.915,100.899,84.872,87.612,88.845,87.098,75.901,84.934,90.790,84.669,92.522,75.092,83.313
29,175.133,109.278,62.304,79.924,66.136,76.198,69.264,134.838,117.238,112.991,179.436,72.514,96.859,75.186,86.813,103.217,114.098,70.625,82.617,113.539,75.335,123.351,91.813,95.906,111.825,76.568,101.195,98.927,75.120,69.556,80.507,67.213,68.415,73.906,99.868,84.263,87.244,90.014,87.082,74.645,84.294,91.034,84.585,92.375,74.899,83.838
30,174.889,108.405,62.070,79.966,65.763,75.894,68.900,134.160,116.206,113.185,178.355,72.295,96.746,75.331,87.497,103.023,113.030,70.812,81.830,113.587,76.423,123.433,91.014,96.360,112.416,76.016,100.800,99.662,75.471,69.393,80.238,67.352,67.525,73.877,99.463,84.947,87.710,88.000,87.175,73.553,84.576,91.236,85.329,92.269,74.350,83.332
31,175.395,108.686,62.171,79.587,66.553,75.261,69.371,134.000,116.810,112.941,177.861,72.181,97.349,74.857,87.059,103.165,113.596,71.583,82.177,112.765,75.582,122.550,90.455,96.054,112.578,76.338,101.197,98.417,75.771,69.651,80.192,68.233,68.306,74.049,100.106,84.669,87.193,89.718,87.601,77.064,85.311,90.970,84.236,91.615,74.454,83.706
32,175.528,109.388,62.328,80.489,66.280,75.396,69.397,134.089,116.402,112.748,178.746,72.526,97.374,74.785,86.936,102.971,113.505,70.629,82.242,113.530,75.676,122.695,89.307,95.329,111.678,75.921,100.668,97.801,75.297,69.374,79.488,68.098,67.718,73.871,100.653,85.902,86.632,87.521,87.505,76.184,84.513,91.262,84.061,91.690,74.487,82.872
33,175.882,109.378,62.630,80.626,66.462,75.890,68.686,134.246,116.904,111.982,177.941,72.597,96.925,75.258,87.184,102.109,113.284,70.896,81.710,113.922,75.022,123.253,92.008,95.683,111.479,76.144,101.403,99.225,75.048,69.315,80.419,67.593,68.151,74.011,99.228,85.865,86.909,89.751,87.374,76.078,84.098,90.996,84.625,92.257,75.203,83.698
34,175.897,109.747,62.398,79.455,66.107,75.737,69.015,134.570,117.042,112.626,178.840,72.693,96.965,75.053,86.363,102.730,114.855,71.017,82.467,113.945,76.363,123.462,92.728,96.233,112.834,76.539,101.435,97.728,75.522,69.622,80.271,67.761,67.328,73.384,100.053,85.391,86.525,88.995,87.812,75.943,84.357,90.227,84.937,92.620,74.588,83.570
35,175.053,108.840,62.569,80.078,66.430,76.169,68.887,134.658,117.193,112.705,177.863,72.363,96.133,74.843,87.321,102.485,113.123,70.308,81.857,113.335,76.462,123.618,92.520,95.412,110.831,76.531,101.154,99.609,75.900,69.607,80.110,67.920,67.931,73.656,99.906,84.910,86.590,89.657,87.397,76.993,84.628,90.433,85.651,91.716,74.572,84.426
36,175.470,109.477,62.777,79.702,65.832,76.175,69.010,134.033,117.704,112.926,177.068,72.832,97.455,75.539,86.609,101.809,113.156,70.146,82.074,113.463,74.253,123.234,93.758,96.585,112.105,76.406,101.695,98.576,75.491,68.467,79.299,67.876,68.137,73.496,100.076,85.662,86.993,89.404,87.920,76.539,84.798,90.249,84.329,92.575,74.069,83.155
37,174.848,108.769,62.650,80.188,66.447,76.157,69.119,135.486,116.109,112.820,178.162,72.363,97.570,75.145,86.117,102.578,113.049,70.758,82.095,113.652,75.538,122.757,92.136,95.419,111.895,76.241,101.519,97.828,74.884,69.330,80.049,67.554,68.007,73.444,100.382,85.218,86.778,88.662,87.570,74.645,84.467,89.575,85.245,91.709,73.448,84.498
38,175.517,109.032,62.637,79.619,66.172,76.029,69.175,133.891,118.174,112.651,177.930,72.609,97.085,74.558,86.941,103.250,114.661,70.821,82.413,112.629,75.236,122.520,92.207,96.577,113.081,75.832,101.130,97.887,75.604,69.366,80.167,67.572,67.729,73.016,99.127,85.331,86.313,89.291,87.920,75.340,84.081,90.322,85.020,92.005,73.598,83.543
39,174.878,109.125,63.646,79.888,65.968,76.049,69.014,132.714,117.765,111.779,178.295,72.456,95.982,75.135,86.894,102.217,112.885,71.154,82.107,113.646,75.505,124.105,91.411,95.896,112.711,75.830,101.057,98.371,75.391,69.243,80.663,67.911,67.193,73.277,99.570,85.962,86.466,88.667,87.771,76.000,84.320,91.270,84.213,91.750,74.085,83.996
40,175.609,109.079,62.597,79.822,66.252,75.431,69.133,134.565,116.955,112.196,177.637,72.550,96.852,74.534,87.288,102.645,113.434,70.783,81.682,114.151,74.764,122.593,92.043,96.394,110.792,76.573,100.832,99.775,75.631,69.531,79.967,67.874,67.878,72.960,99.911,85.707,86.537,87.685,87.907,75.078,84.847,89.897,84.277,91.901,73.725,83.596
41,175.457,109.128,62.783,80.076,66.146,75.730,68.862,133.939,117.286,113.011,178.809,72.237,97.618,75.060,87.237,102.208,112.760,69.792,82.126,112.826,74.890,123.288,92.033,95.694,111.446,75.898,100.419,97.278,75.715,69.222,80.627,67.530,68.355,72.656,99.205,84.534,86.288,88.779,87.461,75.660,84.084,90.678,84.836,92.404,74.582,83.830
42,174.977,108.939,62.236,79.386,66.183,75.816,69.309,134.949,117.029,112.025,178.605,72.231,96.698,74.698,87.184,103.284,113.451,71.429,81.512,113.325,75.132,123.309,93.878,95.658,112.235,75.893,100.789,97.781,75.747,69.260,79.742,67.687,67.856,73.384,100.159,85.887,86.211,88.761,87.698,76.518,84.040,90.519,84.225,92.906,74.203,84.128
43,175.336,108.543,62.420,80.225,66.467,75.362,69.046,133.828,117.412,112.419,178.717,71.998,97.191,74.176,87.034,101.686,112.921,70.829,81.985,113.834,75.412,123.044,94.547,96.040,112.443,76.296,100.911,97.881,75.396,69.121,79.627,67.983,67.361,72.567,99.848,85.707,86.353,88.000,87.876,75.163,83.611,90.279,84.746,91.353,74.154,83.898
44,175.009,109.233,62.910,80.391,66.439,75.521,68.631,135.868,116.460,112.169,177.805,72.503,96.980,75.510,86.338,102.598,112.956,70.842,81.554,114.084,74.929,122.736,94.197,95.048,112.319,76.427,100.749,97.636,75.647,69.505,79.307,67.874,67.785,73.330,100.284,87.429,86.659,88.000,87.289,76.830,83.758,91.511,84.695,92.248,73.229,84.355
45,174.081,108.423,62.422,79.848,66.067,75.726,68.817,136.008,117.068,112.770,178.203,72.691,97.618,74.420,86.824,102.093,112.847,70.287,82.474,114.442,75.934,122.682,94.297,94.842,112.340,76.107,100.673,99.748,75.710,69.264,80.236,67.726,67.831,73.098,99.770,86.910,86.064,89.211,87.905,77.326,83.643,91.541,84.625,91.702,74.382,83.113
46,175.258,108.806,62.512,78.963,65.946,75.872,69.125,133.595,117.006,112.883,177.818,72.127,96.910,74.879,85.869,101.654,113.216,71.096,81.505,113.543,76.198,122.609,93.591,96.367,112.741,76.620,100.341,97.907,75.683,68.490,80.099,67.396,67.463,73.538,98.532,85.308,86.069,89.127,87.961,75.021,83.372,90.824,85.706,92.185,73.373,84.019
47,174.158,108.192,62.573,80.638,66.120,75.634,69.243,133.959,117.251,112.047,177.900,72.570,97.244,74.669,86.374,103.531,113.016,71.258,82.549,113.239,74.973,123.749,94.545,95.717,111.304,75.545,100.292,98.662,75.785,68.896,79.386,67.820,68.049,73.098,99.889,85.368,86.197,88.671,87.335,75.397,84.363,91.399,84.833,92.130,73.846,83.472
48,173.938,108.744,62.611,80.144,66.407,75.791,68.873,134.086,117.543,111.766,177.523,72.792,97.796,75.454,86.561,102.866,113.126,71.033,81.928,113.587,74.060,122.839,93.923,95.831,112.985,76.298,100.624,98.662,75.602,69.374,79.975,67.222,68.022,72.987,99.043,84.925,86.268,88.662,87.214,75.567,84.184,90.258,84.761,91.930,73.791,84.464
49,173.910,109.666,62.775,79.834,66.499,75.422,68.968,134.109,116.514,112.858,178.855,72.052,96.796,74.386,86.299,102.913,113.279,70.329,81.402,113.631,75.264,123.262,93.768,95.935,111.669,77.031,100.254,99.053,76.000,68.825,79.660,67.561,68.018,73.205,99.549,86.519,86.510,88.197,87.992,75.397,84.337,89.451,84.187,92.231,72.951,83.989
50,173.788,108.275,62.980,80.015,65.804,74.762,69.091,134.643,117.318,112.173,179.137,72.250,96.822,75.626,86.852,102.252,113.686,70.579,81.813,113.895,75.038,122.661,95.494,95.194,113.343,76.199,101.897,99.629,75.694,68.679,80.044,67.624,68.357,72.801,99.149,85.549,86.625,89.347,88.082,75.610,83.885,91.026,84.965,92.668,73.882,84.064
51,175.476,107.634,62.171,79.560,66.348,75.818,69.003,133.192,116.563,113.043,179.582,72.286,96.952,74.483,86.939,102.936,113.115,71.321,81.754,113.610,75.159,122.665,96.089,95.685,112.196,75.806,99.889,98.132,75.663,68.789,80.332,67.602,68.288,72.766,100.084,85.293,86.253,87.629,87.812,75.688,83.968,90.176,84.597,92.053,72.980,84.525
52,175.718,110.211,62.503,79.523,66.679,75.726,69.074,133.481,116.849,112.727,177.502,72.213,96.696,75.360,86.883,102.935,112.639,70.217,81.945,113.438,75.582,124.082,95.980,95.621,111.446,75.919,100.305,96.934,75.219,69.116,80.271,67.763,67.643,72.837,99.208,85.805,86.479,89.516,87.660,75.957,83.916,90.524,85.061,91.445,72.523,83.717
53,174.261,108.904,62.243,80.401,65.819,78.128,69.774,134.311,116.688,113.676,176.412,72.101,96.960,74.855,86.064,103.018,113.107,70.992,82.493,113.363,76.005,124.077,95.799,94.823,111.569,76.521,101.019,97.285,75.670,68.731,79.107,67.624,67.645,72.980,99.101,86.398,85.552,88.202,87.546,76.255,84.507,90.622,84.467,92.207,74.010,82.955
54,175.252,108.595,62.394,80.435,66.422,78.148,69.414,134.344,116.392,112.784,177.311,72.790,96.302,74.911,86.707,102.511,114.527,70.688,82.282,113.071,75.374,122.752,95.545,96.604,112.479,75.607,100.527,98.821,75.423,69.180,79.923,67.293,67.732,73.165,100.225,85.135,85.858,88.188,87.763,75.156,84.741,90.489,84.354,92.413,73.739,84.136
55,174.400,109.727,62.330,80.244,66.421,76.389,69.226,133.559,116.093,112.502,177.395,72.154,96.769,74.746,85.754,102.080,113.593,70.033,82.128,114.040,75.115,122.087,96.557,95.206,112.033,75.309,100.916,99.947,75.952,69.004,79.666,67.852,68.080,72.741,100.162,85.474,85.951,89.225,88.740,75.177,84.415,90.026,84.965,90.861,72.954,83.483
56,174.415,109.514,62.210,80.433,65.852,76.166,69.232,133.924,115.450,112.779,178.805,72.157,96.394,74.621,86.475,102.092,113.249,70.829,81.579,113.348,75.242,123.569,97.888,96.588,112.090,76.387,100.911,97.861,75.500,68.763,79.356,67.600,67.898,73.768,99.554,85.015,85.561,88.864,86.902,75.390,84.167,90.382,85.326,92.471,73.951,84.325
57,173.088,109.516,62.302,79.313,66.594,75.564,69.241,134.223,117.534,112.752,177.215,72.920,97.676,74.592,86.528,102.230,112.434,69.562,81.800,113.625,75.874,123.724,97.982,95.498,112.949,76.283,101.127,98.576,75.267,68.970,80.721,68.020,68.271,73.194,99.185,84.556,85.539,88.554,87.840,75.511,84.049,90.193,85.496,91.942,72.915,84.000
58,175.118,107.845,62.077,79.785,66.127,76.883,68.963,133.362,117.434,111.845,178.629,72.127,97.055,74.556,86.405,102.296,113.169,70.546,81.867,113.140,75.467,122.394,98.717,94.894,113.617,76.199,102.024,97.238,75.414,69.338,79.490,67.478,67.390,72.060,99.691,85.293,86.384,88.563,87.513,76.589,83.830,91.429,85.063,91.365,77.908,83.653
59,187.680,162.133,69.022,88.707,72.193,79.360,71.108,136.681,118.434,122.732,202.572,77.494,104.457,95.930,95.670,107.332,121.893,85.129,112.827,199.499,103.330,151.072,97.144,100.075,243.422,114.118,165.216,99.338,75.278,69.053,79.825,68.146,68.634,73.652,105.532,87.797,87.175,93.700,90.322,89.546,99.366,95.953,89.628,92.327,84.578,88.857
60,190.517,180.673,74.114,92.704,73.621,81.373,72.299,139.139,120.254,125.721,235.643,78.967,106.460,109.841,98.950,108.418,123.464,95.458,114.617,236.187,126.582,180.433,92.827,102.367,246.593,129.120,175.014,99.497,75.473,69.410,79.044,68.130,69.330,73.290,106.562,91.218,88.162,97.826,91.778,98.106,102.550,98.888,92.340,98.495,82.467,87.109
61,180.549,144.853,68.886,86.303,69.318,78.324,70.392,136.673,117.084,118.955,209.682,76.163,102.553,96.594,92.494,105.521,118.970,84.738,97.457,205.706,108.390,150.792,88.299,98.875,208.994,112.024,135.824,98.649,75.582,69.753,80.332,67.533,68.248,72.413,101.894,90.120,86.650,92.362,90.425,88.986,92.159,93.416,87.386,97.433,78.814,86.185
62,176.195,125.717,65.884,81.474,67.297,76.858,69.545,136.575,116.855,114.182,191.559,74.108,99.729,85.961,89.031,102.534,116.552,77.596,88.326,172.262,94.484,134.747,86.762,95.892,168.630,100.401,116.341,97.762,75.548,69.313,79.641,67.815,68.200,72.574,101.018,86.647,86.086,89.836,87.387,82.596,87.046,91.850,86.135,94.851,77.408,84.442
63,175.759,117.302,64.142,81.020,66.839,77.357,69.427,135.337,117.013,112.894,184.225,74.212,97.342,80.696,87.137,102.448,113.516,74.046,84.983,153.059,85.648,127.759,88.228,95.998,146.364,92.246,106.630,98.338,75.471,69.622,80.477,67.489,68.379,72.417,98.742,86.391,85.348,89.216,87.631,77.574,85.550,90.296,85.663,93.716,77.585,83.517
64,174.829,111.830,62.884,80.161,66.570,77.162,70.345,135.111,117.881,112.608,180.918,73.441,97.626,77.855,87.349,103.373,113.355,72.854,83.324,138.231,81.588,125.475,90.876,95.808,130.407,88.401,104.268,98.821,75.400,69.275,80.562,67.615,67.685,72.205,100.073,85.271,85.619,88.615,87.147,76.872,83.646,90.283,84.507,93.707,75.415,83.962
65,176.024,110.098,62.624,80.533,66.536,76.728,69.153,135.273,116.225,110.788,179.445,72.629,97.168,76.254,86.358,101.755,112.366,71.942,82.507,128.958,77.835,125.103,92.081,95.548,122.976,86.173,102.757,98.053,75.340,69.085,79.808,67.757,67.375,72.002,99.699,84.880,85.525,88.695,87.459,75.702,84.841,89.738,84.063,92.526,76.072,84.238
66,173.415,110.187,62.803,78.988,66.148,76.735,69.274,134.747,117.357,111.225,178.045,73.705,97.028,75.379,85.950,102.577,113.246,71.229,81.880,124.572,76.484,123.471,93.445,95.875,118.946,83.482,102.732,97.669,75.692,69.391,80.611,67.707,67.426,72.752,100.137,85.346,85.796,87.718,86.495,75.688,85.006,89.721,84.248,92.315,74.036,84.211
67,174.321,108.749,63.059,79.856,66.546,76.110,68.724,134.182,116.486,111.833,178.119,73.204,96.118,75.990,86.939,101.716,112.817,71.458,81.709,120.220,76.544,123.503,94.236,95.575,116.084,81.657,101.989,98.185,75.398,69.239,79.126,66.915,67.965,72.471,99.737,86.429,85.599,89.568,87.147,74.681,84.764,89.884,83.951,91.779,75.216,83.008
68,173.158,109.017,62.606,80.005,65.912,75.730,69.120,135.205,117.466,111.980,178.758,73.108,96.671,75.208,87.145,101.351,113.120,70.279,82.177,119.258,76.418,122.805,95.274,94.829,113.491,83.610,101.741,98.364,75.556,69.171,79.332,67.822,67.512,74.493,100.375,86.383,90.452,88.831,86.059,75.248,83.862,89.245,84.317,92.663,75.768,84.294
69,174.220,109.135,62.519,79.220,65.751,75.962,69.237,132.871,116.373,111.264,178.490,72.450,96.734,74.674,86.302,102.025,112.516,71.525,81.659,117.002,76.418,123.682,91.648,95.971,112.542,88.992,100.776,99.053,75.989,68.989,80.849,67.496,68.100,76.270,100.266,84.857,96.288,88.573,87.577,75.440,84.308,91.292,84.006,93.851,78.206,84.464
70,174.117,108.268,62.731,79.054,66.641,74.694,69.120,134.810,116.994,110.930,177.340,72.403,96.422,74.737,86.464,102.319,113.270,70.946,81.499,115.071,75.181,122.407,87.803,95.323,112.187,86.851,100.646,99.848,75.496,69.573,80.397,67.889,67.676,75.362,99.759,84.662,93.430,88.451,87.268,75.979,84.233,91.026,84.182,100.111,77.206,83.494
71,172.852,108.356,62.118,79.318,65.852,75.396,68.944,134.952,115.949,111.957,177.207,72.259,95.435,75.408,85.933,102.002,112.732,70.867,81.665,115.736,75.082,123.389,88.364,95.798,112.151,84.945,100.103,98.199,75.704,68.423,79.986,67.115,67.233,74.301,99.618,85.278,91.936,89.023,88.124,75.816,84.729,90.107,84.816,97.815,75.703,82.581
72,173.286,108.170,62.702,79.875,65.563,75.492,68.750,134.484,116.752,112.563,176.055,72.501,96.005,74.401,86.399,101.771,112.339,70.192,81.669,114.115,74.516,122.934,89.608,94.760,111.825,82.730,100.700,97.503,75.584,69.095,79.690,67.400,67.022,74.638,99.159,86.316,89.854,87.535,87.490,74.879,83.213,89.785,84.928,95.137,75.190,83.125
73,172.352,107.167,62.280,79.183,65.862,75.315,68.413,134.737,116.862,111.986,176.818,72.989,96.741,74.797,86.235,102.033,112.235,70.371,81.762,114.061,74.566,122.279,90.120,94.898,111.530,80.725,100.357,98.424,75.462,69.442,79.962,67.667,67.424,73.962,98.830,85.444,89.188,88.319,86.905,75.582,83.767,89.549,85.262,93.577,74.944,83.423
74,173.274,109.086,62.950,80.193,66.060,76.083,68.260,134.316,117.614,110.788,178.029,72.291,96.209,74.029,86.187,102.239,112.806,70.708,81.815,113.700,74.643,122.253,90.587,95.890,110.072,80.113,99.741,98.742,74.996,68.953,79.647,67.548,67.499,73.266,99.605,85.669,87.982,87.948,87.649,76.191,83.654,90.923,84.692,93.137,74.510,84.079
