 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27
574,17.985,17.366,16.916,12.611,13.959,11.757,21.188,12.590,13.959,15.506,13.291,16.188,13.303,13.056,13.896,11.766,15.761,13.658,14.757,16.873,11.719,20.407,13.025,11.855,10.806,11.817,12.513
575,18.086,17.274,16.807,12.578,14.009,11.813,21.389,12.603,13.461,15.576,13.238,16.070,13.539,12.832,13.870,11.699,15.714,13.698,14.655,16.698,11.836,20.334,12.954,11.783,10.797,11.770,12.500
576,18.079,17.509,16.807,12.643,13.922,11.685,21.234,12.668,13.560,15.466,13.278,16.094,13.224,12.842,13.842,11.720,15.697,13.628,14.715,16.878,11.796,20.201,13.000,11.857,10.789,11.716,12.613
577,18.159,17.453,16.787,12.708,14.020,11.853,21.239,12.472,13.667,15.499,13.318,16.285,13.447,12.821,13.890,11.679,15.746,13.757,14.721,16.803,11.812,20.283,13.048,11.726,10.770,11.748,12.479
578,18.142,17.529,16.856,12.602,14.071,11.844,21.236,12.464,13.560,15.567,13.283,16.258,13.316,13.015,13.740,11.749,15.656,13.791,14.752,16.757,11.725,20.506,13.020,11.753,10.765,11.781,12.508
579,17.929,17.438,16.769,12.715,14.082,11.886,21.193,12.539,13.556,15.707,13.332,16.161,13.362,12.842,13.853,11.632,15.813,13.735,14.698,16.721,11.754,20.276,12.979,11.793,10.735,11.813,12.577
580,18.067,17.347,16.963,12.693,14.073,11.797,21.046,12.539,13.428,15.525,13.444,16.148,13.474,13.000,13.935,11.703,15.650,13.655,14.702,16.617,11.766,20.261,13.014,11.738,10.645,11.831,12.608
581,18.149,17.369,16.870,12.629,13.942,11.844,21.323,12.576,13.621,15.497,13.291,16.179,13.428,13.061,13.924,11.703,15.720,13.729,14.800,16.812,11.774,20.387,13.007,11.748,10.757,11.802,12.518
582,18.105,17.372,16.856,12.717,14.143,11.808,21.239,12.448,13.494,15.614,13.444,16.115,13.388,12.862,13.855,11.581,15.808,13.674,14.692,16.683,11.711,20.332,13.062,11.755,10.794,11.770,12.638
583,18.075,17.429,16.790,12.701,14.024,11.804,21.092,12.622,13.506,15.514,13.188,16.206,13.230,12.801,13.892,11.744,15.776,13.585,14.689,16.735,11.739,20.192,12.996,11.771,10.789,11.694,12.628
584,18.086,17.450,16.620,12.693,14.028,11.893,21.065,12.633,13.523,15.486,13.215,16.233,13.197,12.837,13.948,11.665,15.595,13.775,14.729,16.837,11.766,20.370,12.942,11.777,10.706,11.694,12.559
585,17.990,17.588,16.902,12.633,14.082,11.836,21.158,12.582,13.642,15.620,13.390,16.148,13.507,13.015,13.931,11.608,15.729,13.772,14.772,16.698,11.830,20.432,12.987,11.849,10.819,11.838,12.541
586,18.259,17.409,16.859,12.683,14.028,11.788,21.136,12.665,13.634,15.673,13.386,16.152,13.447,12.806,13.803,11.617,15.633,13.711,14.722,16.714,11.729,20.278,13.001,11.791,10.772,11.676,12.572
587,17.979,17.340,16.654,12.754,13.957,11.867,21.226,12.654,13.588,15.620,13.354,16.188,13.336,12.852,13.874,11.610,15.510,13.677,14.721,16.751,11.796,20.238,12.972,11.769,10.757,11.698,12.551
588,18.075,17.371,16.908,12.686,14.024,11.843,20.989,12.595,13.687,15.527,13.323,16.006,13.461,12.847,13.859,11.670,15.563,13.600,14.646,16.651,11.764,20.321,12.986,11.765,11.007,11.813,12.441
589,18.023,17.438,16.922,12.811,14.022,11.942,21.351,12.609,13.626,15.600,13.372,15.979,13.322,12.816,13.976,11.718,15.650,13.732,14.725,16.766,11.782,20.296,12.968,11.771,10.956,11.777,12.585
590,18.144,17.488,16.793,12.702,14.086,11.748,21.120,12.603,13.477,15.527,13.211,16.197,13.362,12.954,13.816,11.667,15.700,13.772,14.711,16.714,11.790,20.370,12.985,11.728,10.961,11.615,12.613
591,18.105,17.536,16.905,12.709,13.942,11.815,21.323,12.587,13.691,15.590,13.435,16.112,13.316,12.811,13.747,11.663,15.697,13.800,14.719,16.771,11.703,20.220,13.014,11.777,10.836,11.924,12.615
592,18.167,17.490,16.718,12.654,14.115,11.794,21.190,12.555,13.683,15.492,13.390,16.145,13.309,13.036,13.872,11.689,15.688,13.655,14.673,16.868,11.834,20.283,12.989,11.849,10.846,11.824,12.472
593,18.121,17.512,16.793,12.806,14.043,11.869,21.242,12.536,13.650,15.664,13.215,16.376,13.441,12.786,13.807,11.581,15.778,13.751,14.687,16.828,11.754,20.397,12.975,11.759,10.880,11.781,12.474
594,18.209,17.503,16.856,12.643,14.091,11.874,21.242,12.466,13.564,15.559,13.332,16.179,13.303,12.908,13.768,11.682,15.813,13.609,14.753,16.601,11.818,20.336,13.001,11.789,10.863,11.856,12.577
595,18.069,17.505,16.795,12.688,14.082,11.953,21.299,12.579,13.609,15.550,13.408,16.142,13.309,12.842,13.786,11.624,15.857,13.591,14.733,16.637,11.747,20.428,13.041,11.722,10.723,11.917,12.495
596,18.176,17.340,16.772,12.733,14.104,11.801,21.190,12.552,13.650,15.554,13.318,16.321,13.513,12.821,13.855,11.584,15.676,13.702,14.772,16.853,11.745,20.336,13.111,11.851,10.760,11.640,12.603
597,18.098,17.564,16.844,12.702,14.058,11.818,21.299,12.684,13.695,15.523,13.314,16.085,13.270,12.862,13.948,11.679,15.577,13.775,14.739,16.841,11.844,20.350,13.153,11.861,10.718,11.820,12.597
598,18.002,17.403,16.767,12.688,14.082,11.906,21.231,12.590,13.580,15.527,13.300,16.064,13.401,12.689,13.942,11.624,15.802,13.680,14.671,16.732,11.776,20.281,13.103,11.785,10.801,11.835,12.446
599,18.023,17.538,16.798,12.702,14.024,11.853,21.277,12.611,13.617,15.545,13.296,15.985,13.250,12.867,13.818,11.608,15.808,13.766,14.687,16.689,11.782,20.212,13.072,11.759,10.767,11.734,12.587
600,18.082,17.553,16.850,12.674,14.028,11.860,21.174,12.552,13.654,15.620,13.287,16.261,13.408,12.786,13.965,11.713,15.758,13.794,14.672,16.853,11.729,20.131,13.143,11.718,10.838,11.781,12.579
601,18.234,17.447,16.850,12.663,14.048,11.874,21.190,12.579,13.663,15.547,13.395,16.024,13.204,12.949,13.866,11.658,15.656,13.818,14.715,16.771,11.768,20.412,13.003,11.740,10.799,11.845,12.546
602,18.238,17.566,16.919,12.690,14.194,11.862,21.476,12.560,13.630,15.645,13.377,16.512,13.263,12.755,13.987,11.713,15.749,13.634,14.757,16.723,11.828,20.601,13.124,11.841,10.804,11.795,12.538
603,18.209,17.598,16.841,12.770,14.115,11.906,21.500,12.630,13.626,15.611,13.336,16.300,13.493,12.944,13.981,11.713,15.548,13.702,14.665,16.698,11.784,20.543,13.069,11.861,10.792,11.849,12.569
604,18.354,17.579,16.965,12.722,14.114,11.907,21.573,12.517,13.663,15.748,13.318,16.200,13.474,12.878,13.890,11.612,15.837,13.760,14.684,16.791,11.828,20.623,13.017,11.879,10.760,11.835,12.531
605,18.215,17.571,17.012,12.715,14.149,11.949,21.274,12.614,13.667,15.572,13.278,16.276,13.289,13.031,13.922,11.665,15.776,13.671,14.757,16.921,11.846,20.672,13.138,11.869,10.801,11.878,12.508
606,18.308,17.538,16.908,12.706,14.156,11.942,21.293,12.598,13.601,15.596,13.448,16.291,13.507,12.903,13.855,11.718,15.732,13.763,14.704,16.782,11.822,20.590,13.031,11.755,10.860,11.878,12.672
607,18.303,17.655,16.870,12.670,14.171,11.825,21.245,12.582,13.679,15.782,13.296,16.467,13.493,12.612,14.000,11.677,15.790,13.735,14.686,16.701,11.814,20.575,13.041,11.859,10.853,11.842,12.554
608,18.167,17.552,16.974,12.743,14.060,11.869,21.370,12.625,13.634,15.653,13.332,16.436,13.546,12.821,14.019,11.739,15.805,13.622,14.691,16.855,11.792,20.713,13.015,11.763,10.767,11.755,12.482
609,18.291,17.598,16.899,12.702,14.106,11.813,21.386,12.641,13.741,15.671,13.336,16.342,13.441,13.179,13.963,11.708,15.781,13.631,14.664,16.730,11.889,20.510,13.097,11.833,10.816,11.871,12.559
610,18.280,17.634,16.911,12.718,14.166,11.853,21.380,12.547,13.617,15.709,13.256,16.258,13.414,12.857,13.963,11.787,15.758,13.769,14.666,16.959,11.788,20.463,13.076,11.863,10.713,11.734,12.423
611,18.218,17.576,17.026,12.586,14.114,11.909,21.609,12.638,13.654,15.728,13.314,16.324,13.316,13.066,14.052,11.842,15.700,13.831,14.699,16.785,11.772,20.459,13.090,11.865,10.708,11.788,12.667
612,18.186,17.545,16.746,12.683,14.155,11.916,21.380,12.641,13.691,15.609,13.368,16.442,13.559,13.015,14.013,11.780,15.898,13.674,14.661,16.834,11.717,20.408,13.046,11.863,10.748,11.719,12.569
613,18.335,17.693,16.948,12.754,14.101,11.935,21.470,12.759,13.605,15.707,13.480,16.485,13.243,12.765,13.944,11.679,15.793,13.818,14.684,16.791,11.820,20.590,13.084,11.893,10.858,11.881,12.623
614,18.186,17.524,16.862,12.784,14.257,11.916,21.438,12.609,13.580,15.731,13.435,16.267,13.434,12.847,13.913,11.763,15.633,13.763,14.697,16.891,11.812,20.595,13.125,11.807,10.772,11.824,12.697
615,18.220,17.579,16.865,12.790,14.250,11.862,21.505,12.684,13.601,15.697,13.596,16.427,13.428,12.929,13.942,11.773,15.618,13.655,14.684,16.814,11.853,20.568,13.115,11.901,10.755,11.903,12.572
616,18.335,17.559,17.193,12.774,14.106,12.051,21.723,12.662,13.691,15.697,13.493,16.376,13.309,13.158,14.041,11.816,15.883,13.754,14.837,16.778,11.764,20.621,13.070,11.819,10.841,11.856,12.651
617,19.529,18.176,21.833,13.291,14.413,12.822,23.261,13.314,14.033,15.921,17.152,27.645,18.553,19.536,15.348,12.349,17.665,16.498,20.064,17.034,13.113,20.724,13.200,12.080,11.159,12.147,14.049
618,19.628,18.002,23.496,13.693,14.482,14.551,22.179,13.981,14.033,16.351,20.753,30.776,21.388,21.592,15.786,13.270,16.665,15.351,17.861,16.832,12.937,20.584,13.180,12.028,10.968,11.831,13.318
619,18.883,17.614,20.839,13.376,14.209,13.774,21.644,13.429,13.737,15.773,23.422,34.218,22.770,22.816,15.050,12.787,16.143,14.538,16.576,16.848,12.414,20.706,13.138,11.992,10.917,11.813,12.810
620,18.471,17.662,19.268,12.971,14.169,13.243,21.630,12.971,13.790,15.766,25.345,36.833,24.007,23.413,14.366,12.234,15.828,14.095,15.811,16.921,12.121,20.557,13.128,11.825,10.892,11.860,12.762
621,18.381,17.607,18.741,12.829,14.119,12.733,21.435,12.791,13.704,15.804,26.220,37.924,25.263,23.668,14.199,12.010,15.980,13.932,15.464,16.850,11.976,20.470,13.089,11.783,10.804,11.806,12.513
622,18.146,17.576,18.115,12.777,14.244,12.379,21.272,12.651,13.741,15.695,26.430,38.048,24.993,23.561,14.011,11.974,15.863,13.689,15.299,16.821,11.950,20.639,13.093,11.851,10.806,11.831,12.610
623,18.293,17.533,17.651,12.786,14.175,12.164,21.492,12.681,13.753,15.660,26.220,38.842,24.842,23.714,14.032,11.852,15.787,13.778,15.082,16.857,11.853,20.494,13.076,11.811,10.831,11.727,12.556
624,18.195,17.524,17.513,12.708,14.231,12.089,21.443,12.727,13.556,15.497,26.457,39.273,25.013,23.730,13.924,11.833,15.729,13.711,15.034,17.100,11.636,20.350,13.086,11.913,10.797,11.752,12.485
625,18.318,17.509,17.366,12.660,14.181,11.956,21.679,12.609,13.663,15.656,26.233,38.330,24.197,23.051,14.104,11.758,15.825,13.683,14.882,16.873,11.780,20.479,13.127,11.759,10.794,11.701,12.556
626,18.257,17.547,16.974,12.683,14.093,11.930,21.291,12.635,13.638,15.592,25.112,35.470,22.638,22.133,13.933,11.634,15.828,13.794,14.825,16.961,11.869,20.546,13.051,11.835,10.752,11.799,12.610
627,18.056,17.631,17.092,12.572,14.128,11.953,21.568,12.649,13.700,15.722,24.121,31.842,21.224,20.092,13.924,11.782,15.682,13.738,14.807,16.839,11.776,20.572,13.159,11.907,10.801,11.788,12.623
628,18.130,17.590,17.029,12.777,14.127,11.914,21.427,12.684,13.687,15.644,22.982,28.258,19.934,18.582,13.913,11.646,15.697,13.791,14.724,16.837,11.812,20.695,13.197,11.867,10.787,11.791,12.600
629,18.115,17.502,16.746,12.658,14.236,11.829,21.533,12.710,13.626,15.611,21.695,25.958,18.447,16.959,13.946,11.744,15.796,13.652,14.785,16.814,11.861,20.396,13.217,11.911,10.804,11.860,12.592
630,18.103,17.574,16.957,12.645,14.078,11.855,21.476,12.477,13.679,15.724,20.776,24.261,17.809,16.199,13.939,11.742,15.539,13.748,14.677,16.884,11.822,20.483,13.086,11.905,10.799,11.917,12.638
631,18.314,17.469,16.847,12.665,14.143,11.895,21.378,12.651,13.667,15.750,19.619,22.488,17.138,15.138,14.076,11.646,15.723,13.628,14.684,16.902,11.721,20.494,13.118,11.831,10.792,11.752,12.508
632,18.172,17.633,17.107,12.736,14.261,11.857,21.641,12.595,13.593,15.627,18.498,21.561,16.428,14.918,13.937,11.679,15.513,13.769,14.726,16.866,11.681,20.570,13.055,11.859,10.755,11.856,12.554
633,18.224,17.641,16.945,12.729,14.071,11.858,21.353,12.676,13.617,15.625,17.744,20.691,15.941,14.735,13.751,11.641,15.636,13.665,14.714,16.853,11.826,20.610,13.200,11.829,10.728,11.755,12.592
634,18.245,17.728,16.795,12.720,14.048,11.921,21.378,12.488,13.597,15.625,17.242,19.736,15.592,14.219,14.015,11.792,15.682,13.769,14.777,16.830,11.713,20.437,13.101,11.867,10.772,11.856,12.574
635,18.381,17.545,16.928,12.791,14.212,11.822,21.489,12.517,13.712,15.651,16.762,19.076,14.803,14.082,13.974,11.658,15.878,13.766,14.667,16.878,11.853,20.528,13.129,11.881,10.775,11.741,12.577
636,18.207,17.653,16.741,12.742,14.119,11.923,21.527,12.560,13.584,15.596,15.901,18.491,14.526,13.536,13.920,11.660,15.802,13.717,14.712,16.812,11.816,20.332,13.136,11.805,10.789,11.989,12.454
637,18.314,17.529,16.963,12.740,14.281,11.839,21.465,12.611,13.609,15.576,15.650,17.879,14.237,13.301,13.931,11.679,15.671,13.662,14.700,16.789,11.804,20.548,13.121,11.831,10.801,11.802,12.521
638,18.448,17.529,16.859,12.674,14.181,11.902,21.380,12.571,13.741,15.612,15.265,17.394,13.961,13.005,13.974,11.694,15.831,13.606,14.730,16.744,11.836,20.613,13.075,11.857,10.789,11.777,12.441
639,18.184,17.547,16.804,12.750,14.184,11.913,21.272,12.531,13.638,15.691,14.834,16.918,13.888,13.041,13.853,11.751,15.656,13.618,14.671,16.821,11.798,20.751,13.111,11.714,10.752,11.899,12.418
640,18.220,17.488,16.735,12.731,14.002,11.872,21.318,12.617,13.638,15.660,14.323,16.612,13.704,12.821,13.868,11.766,15.790,13.726,14.734,16.680,11.707,20.646,13.110,11.831,10.760,11.863,12.605
641,18.320,17.641,16.830,12.768,14.063,11.872,21.535,12.657,13.584,15.627,14.117,16.285,13.520,12.990,13.829,11.691,15.746,13.760,14.668,16.868,11.818,20.648,13.096,11.801,10.748,11.770,12.513
642,18.280,17.474,16.885,12.715,14.067,11.813,21.478,12.539,13.708,15.521,13.839,16.085,13.408,12.770,13.978,11.703,15.595,13.714,14.763,16.946,11.747,20.466,13.066,11.843,10.752,11.939,12.528
643,18.268,17.576,16.980,12.722,14.214,11.780,21.639,12.665,13.609,15.698,13.744,15.836,13.303,12.653,13.898,11.720,15.603,13.938,14.665,16.993,11.848,20.603,13.115,11.863,10.801,11.784,12.628
644,18.190,17.500,16.974,12.674,14.143,11.836,21.432,12.654,13.621,15.627,13.767,15.991,13.342,12.638,13.896,11.696,15.761,13.760,14.718,16.912,11.776,20.526,13.145,11.815,10.772,11.838,12.526
645,18.383,17.547,16.882,12.875,14.194,11.897,21.424,12.509,13.597,15.660,13.623,15.915,13.289,12.745,14.019,11.794,15.665,13.708,14.625,16.794,11.830,20.350,13.108,11.823,10.703,11.755,12.590
646,18.282,17.547,16.893,12.763,14.071,11.916,21.323,12.660,13.638,15.707,13.314,15.900,13.257,12.724,13.833,11.675,15.574,13.640,14.706,17.025,11.869,20.526,13.059,11.785,10.826,11.802,12.577
647,18.289,17.500,16.824,12.742,14.101,11.965,21.285,12.544,13.535,15.623,13.215,15.745,13.086,12.709,13.961,11.797,15.741,13.717,14.691,18.295,11.772,20.715,13.176,11.853,10.721,11.849,12.577
648,18.159,17.560,16.957,12.661,14.216,11.834,21.470,12.584,13.597,15.645,13.229,15.779,13.072,12.628,14.024,11.608,15.758,13.692,14.723,17.710,11.826,20.367,13.063,11.839,10.760,11.838,12.546
649,18.155,17.578,16.876,12.783,14.222,11.843,21.421,12.641,13.712,15.528,13.085,15.970,13.059,12.668,13.844,11.706,15.767,13.652,14.758,17.274,11.834,20.593,13.082,11.795,10.755,11.888,12.556
650,18.111,17.600,16.833,12.774,14.196,11.801,21.310,12.617,13.638,15.651,13.247,15.909,12.974,12.684,13.963,11.782,15.802,13.720,14.721,17.175,11.828,20.461,13.134,11.861,10.782,11.824,12.574
651,18.316,17.674,16.922,12.745,14.060,11.923,21.378,12.668,13.905,15.651,13.175,15.739,13.118,12.663,14.039,11.639,15.787,13.969,14.770,17.061,11.788,20.535,13.136,11.809,10.806,11.748,12.546
652,18.310,17.536,17.104,12.717,14.151,11.960,21.880,12.727,13.733,15.552,13.390,15.782,13.224,12.740,14.015,11.804,16.105,14.043,15.262,17.063,11.857,20.566,13.069,11.895,10.757,11.788,12.554
653,18.387,17.533,17.156,12.731,14.182,11.970,21.913,12.692,13.646,15.651,13.390,15.909,13.283,12.577,14.013,11.766,15.991,14.194,14.973,17.100,11.790,20.557,13.096,11.781,10.775,11.878,12.569
654,18.209,17.529,16.971,12.761,14.106,11.935,21.527,12.643,13.770,15.804,13.269,15.815,13.329,12.673,13.974,11.732,15.717,13.994,14.805,17.052,11.814,20.499,13.128,11.867,10.765,11.626,12.541
655,17.975,17.566,16.844,12.681,14.084,11.857,21.288,12.660,13.601,15.600,13.256,15.839,13.112,12.561,13.916,11.687,15.831,13.855,14.701,17.016,11.816,20.595,13.124,11.920,10.789,11.856,12.528
656,18.220,17.634,16.951,12.688,14.175,11.869,21.495,12.509,13.728,15.644,13.112,15.742,13.086,12.755,13.929,11.711,15.662,13.649,14.776,16.993,11.762,20.682,13.082,11.875,10.696,11.820,12.503
657,18.303,17.697,16.744,12.740,14.149,11.914,21.277,12.603,13.757,15.612,13.184,15.794,13.362,12.770,14.043,11.742,15.726,13.603,14.626,16.878,11.899,20.637,13.141,11.861,10.799,11.734,12.554
658,18.308,17.588,16.896,12.709,14.099,11.886,21.342,12.619,13.572,15.622,13.408,15.652,13.132,12.582,14.093,11.713,15.845,13.852,14.627,16.971,11.737,20.633,13.128,11.825,10.701,11.809,12.677
659,18.274,17.543,16.971,12.754,14.210,11.858,21.435,12.630,13.580,15.638,13.265,15.827,13.211,12.633,13.835,11.782,15.726,13.837,14.695,16.902,11.762,20.414,13.049,11.833,10.816,11.874,12.551
660,18.119,17.569,16.839,12.704,14.082,11.907,21.231,12.611,13.543,15.616,13.229,15.803,13.362,12.556,13.866,11.665,15.758,13.825,14.695,16.971,11.822,20.574,13.121,11.875,10.748,11.845,12.526
661,18.203,17.460,16.882,12.768,14.101,11.899,21.418,12.678,13.568,15.642,13.121,15.794,13.276,12.673,13.970,11.794,15.790,13.631,14.677,16.939,11.844,20.632,13.093,11.775,10.735,11.802,12.562
662,18.226,17.524,16.951,12.684,14.171,11.829,21.364,12.491,13.576,15.673,13.238,15.773,13.434,12.776,13.810,11.622,15.828,13.711,14.747,16.986,11.867,20.492,13.131,11.875,10.743,11.871,12.597
663,18.234,17.595,16.853,12.709,14.138,11.906,21.440,12.627,13.444,15.653,13.152,15.700,13.230,12.622,13.920,11.770,15.691,13.545,14.739,16.921,11.838,20.704,13.048,11.704,10.716,11.989,12.641
664,18.201,17.491,16.749,12.743,14.102,11.871,21.565,12.676,13.695,15.687,13.175,15.815,13.230,12.658,13.870,11.737,15.776,13.692,14.640,17.002,11.770,20.644,13.101,11.751,10.713,11.788,12.533
665,18.389,17.621,16.847,12.649,14.093,11.834,21.245,12.603,13.683,15.590,13.309,15.694,13.303,12.673,14.026,11.679,15.796,13.634,14.658,16.816,12.026,20.612,13.150,11.728,10.868,11.809,12.836
666,18.297,17.536,16.905,12.606,14.212,11.825,21.410,12.657,13.675,15.753,13.211,15.894,13.197,12.791,14.006,11.768,15.764,13.658,14.749,17.014,12.436,20.791,13.241,12.006,11.199,11.799,13.169
667,18.234,17.386,16.896,12.692,14.209,11.895,21.198,12.649,13.626,15.645,13.166,15.745,13.211,12.745,13.987,11.720,15.828,13.828,14.650,17.066,12.109,20.515,13.203,11.833,11.020,11.856,12.677
668,18.397,17.540,16.862,12.611,14.300,11.834,21.416,12.641,13.675,15.607,13.135,15.806,13.243,12.643,13.983,11.694,15.776,13.738,14.794,16.952,11.855,20.613,13.173,11.817,10.904,11.723,12.692
669,18.427,17.643,16.945,12.663,14.069,11.865,21.367,12.584,13.626,15.729,13.318,15.815,13.316,12.587,13.976,11.727,15.714,13.695,14.716,16.866,11.772,20.711,13.160,11.879,10.821,11.705,12.633
670,18.266,17.484,16.908,12.722,14.164,11.892,21.231,12.625,13.551,15.556,13.179,15.867,13.118,12.740,13.931,11.768,15.764,13.769,14.704,16.941,11.794,20.623,13.169,11.905,10.880,11.809,12.518
671,18.259,17.538,16.729,12.717,13.994,11.830,21.348,12.619,13.502,15.633,13.179,15.767,13.513,12.735,14.024,11.775,15.691,13.628,14.768,16.859,11.776,20.448,13.041,11.899,10.821,11.863,12.559
672,18.274,17.419,16.939,12.708,14.173,11.848,21.231,12.555,13.695,15.545,13.206,15.897,13.375,12.709,13.848,11.679,15.784,13.726,14.677,16.882,11.842,20.572,13.111,11.873,10.740,11.845,12.562
673,18.213,17.602,16.833,12.738,14.086,11.876,21.234,12.638,13.605,15.729,13.179,15.815,13.191,12.730,14.006,11.656,15.802,13.671,14.677,16.855,11.814,20.617,13.066,11.879,10.767,11.734,12.541
674,18.234,17.391,16.885,12.709,14.173,11.850,21.391,12.504,13.650,15.673,13.247,15.761,13.184,12.663,13.970,11.766,15.822,13.797,14.626,16.986,11.865,20.586,13.121,11.843,10.779,11.820,12.541
675,18.236,17.434,16.839,12.670,14.192,11.851,21.429,12.635,13.642,15.722,13.202,15.909,13.158,12.852,13.939,11.782,15.630,13.757,14.651,16.866,11.650,20.525,13.105,11.823,10.801,11.809,12.562
676,18.241,17.469,16.965,12.631,14.236,11.820,21.386,12.609,13.704,15.654,13.300,15.791,13.151,12.689,13.896,11.718,15.819,13.668,14.733,16.952,11.818,20.677,13.063,11.881,10.797,11.741,12.631
677,18.190,17.450,16.671,12.663,14.110,11.816,21.402,12.488,13.605,15.629,13.143,15.858,13.204,12.770,13.842,11.675,15.802,13.757,14.783,16.916,11.853,20.619,13.121,11.897,10.667,11.806,12.636
678,18.184,17.483,16.939,12.811,14.065,11.867,21.527,12.670,13.695,15.590,13.170,15.818,13.217,12.673,13.887,11.778,15.793,13.889,14.692,16.984,11.806,20.642,13.038,11.857,10.735,11.888,12.487
679,18.195,17.683,16.818,12.684,14.063,11.816,21.351,12.598,13.481,15.731,13.327,15.864,13.217,12.832,13.929,11.701,15.638,13.671,14.690,17.075,11.844,20.486,13.082,11.871,10.789,11.784,12.485
680,18.153,17.316,16.905,12.643,14.175,11.773,21.250,12.662,13.708,15.684,13.193,15.776,13.362,12.867,13.996,11.806,15.840,13.674,14.730,16.916,11.844,20.624,13.188,11.897,10.730,11.817,12.531
681,18.351,17.552,16.928,12.654,14.140,11.862,21.380,12.590,13.613,15.669,13.399,15.842,13.395,12.878,13.874,11.713,15.735,13.760,14.827,16.966,11.830,20.506,13.179,11.829,10.777,11.745,12.482
682,18.226,17.557,16.729,12.768,14.177,11.867,21.424,12.595,13.642,15.543,13.363,15.858,13.461,12.719,13.939,11.677,15.843,13.631,14.705,16.807,11.836,20.490,13.131,11.722,10.784,11.853,12.654
683,18.262,17.543,17.029,12.738,14.101,11.815,21.413,12.633,13.683,15.508,13.215,15.791,13.474,12.816,13.916,11.773,15.673,13.732,14.702,16.794,11.750,20.724,13.007,11.789,10.718,11.777,12.505
684,18.245,17.559,16.939,12.718,14.127,11.839,21.530,12.745,13.621,15.653,13.238,15.827,13.224,12.832,14.032,11.632,15.773,13.815,14.629,16.991,11.790,20.537,13.044,11.823,10.684,11.665,12.472
685,18.238,17.469,16.911,12.772,14.175,11.788,21.101,12.592,13.621,15.585,13.233,15.691,13.382,12.816,13.892,11.699,15.758,13.551,14.737,16.823,11.792,20.548,13.031,11.909,10.630,11.838,12.644
686,18.126,17.597,16.914,12.674,14.203,11.792,21.258,12.587,13.737,15.620,13.256,15.788,13.197,12.694,13.968,11.660,15.685,13.717,14.715,16.760,11.816,20.566,13.069,11.849,10.760,11.770,12.610
687,18.259,17.488,17.133,12.636,14.147,11.813,21.141,12.633,13.621,15.612,13.390,15.976,13.125,12.765,13.985,11.589,15.694,13.723,14.748,16.946,11.802,20.586,13.117,11.875,10.676,11.781,12.438
688,18.287,17.466,16.890,12.676,14.127,11.820,21.427,12.676,13.700,15.636,13.314,15.903,13.237,12.612,13.939,11.667,15.767,13.649,14.698,17.016,11.851,20.512,13.068,11.791,10.703,11.932,12.549
689,18.019,17.538,16.833,12.709,14.125,11.776,21.446,12.571,13.609,15.660,13.430,15.788,13.243,12.908,13.892,11.804,15.752,13.588,14.718,16.837,11.800,20.635,13.159,11.893,10.721,11.673,12.600
690,18.105,17.424,16.934,12.790,14.084,11.757,21.386,12.568,13.613,15.647,13.229,15.912,13.283,12.612,13.918,11.701,15.854,13.668,14.750,16.943,11.844,20.554,13.058,11.833,10.752,11.860,12.579
691,18.270,17.524,16.983,12.704,14.175,11.890,21.141,12.622,13.745,15.607,13.274,15.773,13.211,12.622,13.823,11.639,15.644,13.714,14.728,16.973,11.770,20.722,13.066,11.823,10.686,11.874,12.621
692,18.188,17.491,16.885,12.553,14.136,11.818,21.152,12.657,13.564,15.667,13.368,15.948,13.197,12.566,13.848,11.746,15.700,13.738,14.711,16.848,11.735,20.650,13.087,11.819,10.723,11.748,12.582
693,18.169,17.514,16.859,12.688,14.194,11.752,21.141,12.635,13.679,15.580,13.390,15.818,13.204,12.796,13.926,11.763,15.726,13.600,14.665,16.880,11.794,20.392,13.072,11.831,10.740,11.669,12.497
694,18.224,17.440,16.960,12.713,14.145,11.837,21.361,12.641,13.564,15.570,13.314,15.803,13.224,12.755,13.937,11.751,15.787,13.760,14.720,16.873,11.754,20.626,13.089,11.785,10.723,11.712,12.590
695,18.215,17.414,16.928,12.674,14.115,11.802,21.484,12.694,13.671,15.649,13.314,15.806,13.184,12.699,13.885,11.761,15.659,13.775,14.755,16.819,11.855,20.499,13.096,11.773,10.814,11.759,12.521
696,18.335,17.257,17.012,12.718,14.069,11.731,21.274,12.727,13.774,15.609,13.309,15.945,13.309,12.745,13.835,11.797,15.758,13.655,14.681,16.805,11.828,20.494,13.183,11.853,10.811,11.817,12.556
697,18.182,17.414,16.867,12.667,14.112,11.818,21.337,12.761,13.663,15.612,13.413,15.815,13.414,12.770,13.944,11.811,15.825,13.646,14.692,16.873,11.836,20.592,13.108,11.853,10.757,11.784,12.521
698,18.109,17.495,16.922,12.599,14.082,11.790,21.228,12.595,13.584,15.675,13.238,15.858,13.283,12.857,13.805,11.713,15.665,13.702,14.750,16.939,11.774,20.612,13.132,11.869,10.581,11.658,12.605
699,18.174,17.428,16.712,12.617,14.114,11.802,21.198,12.737,13.601,15.547,13.085,15.885,13.230,12.699,13.933,11.737,15.816,13.631,14.733,16.918,11.782,20.512,13.093,11.799,10.745,11.802,12.497
