 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27
1623,17.372,16.712,16.058,12.301,13.676,11.664,20.625,12.319,13.136,15.013,13.170,15.976,13.270,12.617,13.584,11.476,15.481,13.154,14.338,17.202,11.505,19.546,12.793,11.660,10.863,11.558,12.372
1624,17.592,16.859,16.138,12.328,13.764,11.624,20.538,12.319,13.160,15.068,13.148,15.879,13.349,12.699,13.636,11.490,15.531,13.071,14.417,18.848,11.683,19.563,12.873,11.821,10.831,11.626,12.282
1625,17.513,16.774,15.942,12.226,13.782,11.542,20.636,12.282,13.193,15.086,13.170,15.882,13.349,12.658,13.558,11.457,15.469,13.102,14.342,18.107,11.614,19.445,12.892,11.759,10.772,11.572,12.267
1626,17.542,16.793,15.980,12.275,13.700,11.570,20.579,12.241,13.160,15.112,13.085,15.764,13.191,12.801,13.543,11.541,15.557,13.243,14.403,17.533,11.691,19.490,12.928,11.765,10.716,11.496,12.338
1627,17.347,16.955,16.012,12.299,13.769,11.706,20.962,12.351,13.033,15.113,13.152,15.827,13.184,12.673,13.556,11.490,15.437,13.065,14.351,17.290,11.590,19.437,12.858,11.678,10.792,11.576,12.377
1628,17.513,16.929,16.012,12.278,13.687,11.621,20.516,12.287,13.128,15.121,13.184,15.833,13.250,12.684,13.550,11.581,15.507,13.178,14.360,17.070,11.630,19.544,12.925,11.636,10.654,11.504,12.374
1629,17.418,16.859,16.049,12.387,13.752,11.649,20.764,12.257,13.115,15.035,13.238,15.836,13.355,12.821,13.548,11.493,15.437,13.135,14.421,16.805,11.671,19.494,12.844,11.698,10.681,11.525,12.328
1630,17.517,16.853,16.124,12.342,13.723,11.593,20.701,12.300,13.210,15.095,13.130,16.106,13.263,12.735,13.574,11.433,15.609,13.182,14.337,16.837,11.620,19.505,12.910,11.678,10.667,11.511,12.418
1631,17.542,16.960,15.971,12.285,13.855,11.589,20.693,12.225,13.362,15.126,13.081,15.800,13.164,12.740,13.539,11.469,15.350,13.160,14.409,16.633,11.632,19.624,12.709,11.555,10.723,11.626,12.346
1632,17.594,16.874,16.032,12.225,13.691,11.621,20.603,12.375,13.272,15.219,13.139,16.076,13.283,12.668,13.489,11.519,15.472,13.178,14.407,16.637,11.638,19.642,12.869,11.664,10.598,11.604,12.367
1633,17.477,16.798,16.014,12.292,13.723,11.631,20.639,12.381,13.317,15.033,13.045,16.030,13.257,12.709,13.610,11.433,15.507,13.055,14.387,16.751,11.632,19.588,12.772,11.624,10.681,11.640,12.351
1634,17.500,16.836,15.937,12.332,13.760,11.610,20.701,12.292,13.099,15.016,13.265,15.930,13.395,12.837,13.727,11.467,15.507,13.028,14.364,16.515,11.552,19.590,12.733,11.598,10.662,11.576,12.233
1635,17.481,16.952,16.156,12.296,13.739,11.650,20.728,12.271,13.173,15.018,13.121,15.912,13.303,12.832,13.636,11.557,15.499,13.126,14.414,16.506,11.653,19.682,12.938,11.668,10.647,11.460,12.423
1636,17.469,16.957,16.020,12.332,13.698,11.715,20.497,12.231,13.066,15.210,13.170,15.915,13.382,12.867,13.576,11.548,15.461,13.117,14.425,16.451,11.655,19.684,13.069,11.700,10.669,11.590,12.351
1637,17.644,16.936,16.006,12.271,13.704,11.629,20.484,12.319,13.132,15.177,13.188,16.006,13.007,12.607,13.643,11.569,15.332,13.157,14.439,16.429,11.655,19.606,13.115,11.698,10.676,11.496,12.367
1638,17.450,16.826,16.121,12.332,13.745,11.652,20.614,12.236,13.091,15.144,13.103,15.867,13.099,12.673,13.667,11.541,15.350,13.046,14.467,16.463,11.729,19.612,13.073,11.708,10.650,11.504,12.410
1639,17.435,16.912,15.954,12.258,13.717,11.577,20.527,12.429,13.165,15.090,13.179,15.924,13.322,12.781,13.712,11.526,15.472,12.975,14.354,16.526,11.638,19.635,12.958,11.674,10.632,11.554,12.456
1640,17.561,16.883,15.960,12.349,13.767,11.638,20.766,12.225,13.342,15.082,13.197,15.691,13.230,12.520,13.703,11.533,15.408,13.052,14.458,16.415,11.574,19.641,12.966,11.761,10.676,11.439,12.367
1641,17.444,16.962,16.003,12.317,13.788,11.603,20.603,12.236,13.263,15.150,13.197,15.982,13.480,12.663,13.628,11.656,15.426,13.052,14.396,16.345,11.560,19.557,12.858,11.575,10.738,11.554,12.313
1642,17.596,16.852,16.118,12.285,13.784,11.593,20.620,12.343,13.008,15.135,13.283,15.812,13.329,12.816,13.528,11.469,15.478,13.151,14.433,17.345,11.616,19.561,13.059,11.763,10.620,11.478,12.359
1643,17.475,16.950,15.974,12.278,13.698,11.685,20.766,12.228,13.128,15.101,13.130,16.036,13.296,12.689,13.589,11.524,15.434,13.135,14.395,18.571,11.685,19.579,13.149,11.714,10.627,11.522,12.385
1644,17.492,16.947,16.130,12.323,13.685,11.603,20.793,12.311,13.148,15.143,13.341,16.036,13.270,12.663,13.628,11.378,15.408,13.058,14.432,17.794,11.620,19.519,12.907,11.712,10.630,11.547,12.390
1645,17.542,16.907,16.199,12.328,13.700,11.703,20.554,12.295,13.037,15.117,13.233,15.961,13.243,12.709,13.519,11.510,15.475,13.135,14.386,17.490,11.655,19.579,12.937,11.708,10.625,11.640,12.436
1646,17.586,16.871,15.873,12.269,13.674,11.551,20.440,12.378,13.066,15.119,13.139,15.952,13.408,12.811,13.535,11.459,15.347,13.031,14.456,17.272,11.588,19.403,12.785,11.648,10.654,11.673,12.379
1647,17.515,16.943,16.009,12.357,13.700,11.636,20.840,12.367,13.086,15.073,13.117,15.942,13.230,12.730,13.639,11.478,15.414,13.074,14.449,16.941,11.610,19.459,12.904,11.710,10.603,11.475,12.477
1648,17.395,16.886,16.037,12.376,13.726,11.610,20.481,12.349,13.239,15.135,13.126,15.879,13.283,12.837,13.511,11.488,15.437,13.012,14.418,16.778,11.661,19.595,12.883,11.718,10.637,11.550,12.449
1649,17.400,16.853,16.115,12.307,13.726,11.654,20.666,12.247,13.226,15.088,13.152,16.039,13.132,12.704,13.632,11.598,15.580,13.098,14.423,16.721,11.691,19.546,12.955,11.638,10.554,11.561,12.392
1650,17.577,16.922,16.104,12.314,13.711,11.573,20.644,12.271,13.132,15.161,13.224,16.000,13.257,12.806,13.708,11.464,15.458,13.151,14.425,18.002,11.655,19.650,13.163,11.668,10.917,11.536,12.341
1651,17.550,16.886,15.948,12.376,13.752,11.626,20.758,12.330,13.066,15.190,13.076,16.036,13.303,12.740,13.589,11.483,15.466,13.108,14.538,18.274,11.584,19.599,13.504,11.849,11.172,11.644,12.395
1652,17.485,16.924,16.164,12.287,13.754,11.701,20.826,12.214,13.144,15.099,13.269,15.842,13.046,12.852,13.621,11.519,15.478,13.203,14.393,17.780,11.632,19.777,13.302,11.895,11.370,11.504,12.338
1653,17.621,17.028,16.130,12.257,13.743,11.575,20.321,12.308,13.029,15.077,13.170,15.858,13.250,12.694,13.504,11.572,15.560,13.068,14.351,17.324,11.626,19.570,13.124,11.871,11.255,11.514,12.423
1654,17.573,16.909,15.988,12.232,13.737,11.629,20.614,12.354,13.152,15.229,13.336,16.058,13.270,12.781,13.576,11.493,15.551,13.145,14.391,17.327,11.741,19.664,13.051,11.911,11.189,11.615,12.326
1655,17.517,16.872,16.089,12.310,13.719,11.715,20.546,12.284,13.346,15.066,13.296,15.852,13.250,12.816,13.548,11.514,15.464,13.003,14.426,17.075,11.580,19.650,13.076,12.354,11.059,11.604,12.462
1656,17.400,16.917,15.974,12.260,13.750,11.647,20.552,12.378,13.259,15.082,13.251,15.939,13.145,12.862,13.600,11.419,15.452,13.062,14.439,16.943,11.669,19.508,13.276,12.439,11.181,11.694,12.367
1657,17.437,16.781,16.000,12.278,13.724,11.610,20.747,12.236,13.115,15.077,13.103,15.797,13.138,12.816,13.563,11.586,15.262,13.246,14.433,16.844,11.588,19.568,13.527,12.537,10.988,11.629,12.410
1658,17.542,16.866,15.937,12.324,13.810,11.593,20.614,12.308,13.255,15.196,13.130,15.897,13.289,12.827,13.558,11.569,15.592,12.975,14.467,16.776,11.683,19.684,13.640,12.620,11.020,11.446,12.356
1659,17.379,16.864,16.112,12.330,13.804,11.642,20.731,12.265,13.070,15.097,13.202,15.982,13.349,12.816,13.565,11.600,15.539,13.117,14.432,16.658,11.715,19.706,13.862,12.616,11.500,11.442,12.464
1660,19.757,17.366,19.308,12.781,14.097,12.757,22.636,13.598,13.218,15.514,14.040,16.476,13.553,13.005,14.807,11.885,16.971,14.314,17.812,16.630,12.372,19.813,14.052,12.809,11.890,11.799,13.046
1661,20.121,17.019,18.801,12.651,13.933,12.858,21.731,13.512,13.309,15.307,13.762,16.364,13.520,12.985,14.593,11.775,16.845,14.194,18.406,16.660,12.554,19.717,13.764,12.529,11.963,11.719,13.308
1662,18.634,16.812,17.527,12.510,13.890,12.316,21.024,12.697,13.263,15.190,13.417,16.221,13.362,12.959,13.922,11.600,16.155,13.572,16.545,16.410,12.141,19.699,13.467,12.191,11.804,11.676,12.667
1663,18.090,16.878,16.876,12.280,13.793,11.969,20.728,12.517,13.267,15.117,13.305,15.982,13.178,12.872,13.649,11.538,15.962,13.431,15.832,16.299,11.788,19.820,13.277,11.992,11.672,11.583,12.523
1664,17.868,16.871,16.392,12.258,13.812,11.867,20.620,12.408,13.173,15.208,13.099,15.912,13.388,12.643,13.677,11.577,15.638,13.311,15.298,16.456,11.758,19.519,12.999,11.986,11.627,11.594,12.433
1665,17.563,16.840,16.254,12.342,13.793,11.691,20.785,12.314,13.169,15.185,13.179,15.948,13.303,12.704,13.578,11.390,15.612,13.175,15.093,16.367,11.705,19.535,12.987,11.952,11.569,11.601,12.338
1666,17.646,16.676,16.199,12.301,13.721,11.701,20.766,12.268,13.107,15.130,13.206,15.915,13.250,12.801,13.478,11.474,15.472,13.197,14.853,16.215,11.653,19.450,12.873,12.012,11.480,11.579,12.390
1667,17.563,16.955,16.173,12.196,13.745,11.652,20.652,12.265,13.152,15.091,13.265,15.924,13.263,12.724,13.515,11.555,15.528,13.160,14.698,16.277,11.745,19.564,12.858,11.845,11.446,11.655,12.441
1668,17.527,16.900,15.870,12.241,13.819,11.619,20.592,12.276,13.169,15.095,13.256,15.903,13.230,12.750,13.649,11.455,15.522,13.175,14.568,16.340,11.650,19.499,12.851,11.783,11.404,11.554,12.354
1669,17.508,16.860,16.069,12.285,13.709,11.649,20.875,12.239,13.136,14.962,13.318,15.936,13.474,12.786,13.535,11.476,15.417,13.132,14.576,16.351,11.560,19.554,12.800,11.700,11.292,11.633,12.262
1670,17.638,16.926,15.994,12.255,13.724,11.617,20.679,12.223,13.169,15.101,13.157,15.921,13.211,12.689,13.604,11.471,15.539,13.068,14.523,16.263,11.628,19.579,12.744,11.692,11.284,11.637,12.364
1671,17.559,16.895,16.164,12.262,13.806,11.631,20.783,12.375,13.198,15.196,13.170,15.970,13.336,12.765,13.574,11.452,15.606,13.132,14.495,16.166,11.610,19.477,12.734,11.676,11.145,11.500,12.292
1672,17.546,16.776,16.110,12.255,13.695,11.629,20.611,12.231,13.173,15.174,13.130,16.245,13.217,12.872,13.541,11.550,15.452,12.972,14.519,16.304,11.650,19.642,12.781,11.644,11.225,11.730,12.359
1673,17.475,16.909,15.994,12.330,13.773,11.584,20.592,12.236,13.140,15.258,13.148,15.927,13.257,12.821,13.576,11.476,15.461,13.111,14.474,16.009,11.634,19.537,12.830,11.658,11.262,11.496,12.367
1674,17.596,16.997,15.919,12.339,13.747,11.657,20.682,12.273,13.206,15.161,13.251,15.976,13.362,12.918,13.632,11.421,15.385,13.089,14.473,16.261,11.628,19.688,12.706,11.769,11.110,11.583,12.346
1675,17.454,16.872,16.078,12.376,13.644,11.631,20.742,12.231,13.082,15.152,13.229,15.955,13.362,12.699,13.682,11.488,15.569,13.148,14.423,16.229,11.691,19.677,12.795,11.646,11.049,11.612,12.392
1676,17.649,16.793,15.988,12.275,13.827,11.624,20.870,12.265,13.160,15.218,13.148,15.876,13.257,12.735,13.558,11.533,15.496,13.129,14.421,16.011,11.576,19.661,12.727,11.670,10.953,11.522,12.356
1677,17.690,16.884,15.948,12.280,13.836,11.605,20.571,12.332,13.181,15.152,13.184,15.864,13.296,12.740,13.645,11.514,15.615,13.132,14.476,16.143,11.774,19.652,12.765,11.586,10.931,11.432,12.303
1678,17.515,16.869,16.167,12.193,13.732,11.682,20.658,12.322,13.222,14.960,13.179,16.200,13.250,12.663,13.569,11.526,15.414,13.203,14.419,16.163,11.931,19.445,12.779,11.638,10.956,11.558,12.300
1679,17.544,16.826,16.032,12.289,13.778,11.542,20.834,12.236,13.128,15.130,13.202,15.924,13.316,12.781,13.680,11.507,15.335,12.991,14.391,16.290,11.717,19.499,12.762,11.662,10.875,11.594,12.356
1680,17.492,16.938,15.925,12.307,13.775,11.614,20.641,12.233,13.218,15.057,13.126,16.000,13.197,12.878,13.654,11.543,15.431,13.129,14.352,16.086,11.679,19.495,12.722,11.604,10.841,11.597,12.344
1681,17.636,16.886,16.026,12.317,13.821,11.636,20.557,12.314,13.136,15.159,13.157,16.042,13.211,12.872,13.565,11.514,15.490,13.178,14.348,16.281,11.697,19.581,12.759,11.602,10.752,11.586,12.313
1682,17.513,16.933,16.072,12.266,13.786,11.636,20.560,12.279,13.333,15.148,13.085,15.918,13.296,12.857,13.500,11.440,15.464,13.034,14.352,16.240,11.729,19.579,12.665,11.624,10.784,11.594,12.567
1683,17.531,16.948,16.043,12.260,13.711,11.566,20.546,12.282,13.235,15.055,13.117,16.097,13.336,12.679,13.571,11.507,15.399,13.098,14.401,16.172,11.675,19.552,12.698,11.590,10.799,11.482,12.349
1684,17.439,16.759,16.052,12.200,13.752,11.607,20.788,12.340,13.239,15.168,13.135,15.985,13.145,12.791,13.552,11.505,15.469,13.166,14.337,16.177,11.586,19.637,12.738,11.652,10.784,11.568,12.310
1685,17.546,17.009,16.184,12.351,13.771,11.656,20.625,12.306,13.169,15.097,13.161,15.970,13.270,12.735,13.632,11.510,15.484,13.203,14.390,16.079,11.729,19.559,12.803,11.602,10.745,11.669,12.369
1686,17.477,17.036,15.899,12.271,13.732,11.591,20.668,12.247,13.189,15.126,13.117,15.833,13.079,12.786,13.604,11.533,15.405,13.031,14.434,16.188,11.515,19.548,12.790,11.581,10.650,11.597,12.454
1687,17.462,16.816,15.994,12.321,13.745,11.643,20.674,12.263,13.280,15.126,13.112,15.830,13.250,12.709,13.684,11.538,15.411,12.982,14.359,15.964,11.598,19.710,12.809,11.736,10.706,11.511,12.272
1688,17.536,16.890,16.133,12.276,13.797,11.547,20.522,12.287,13.210,15.037,13.287,15.748,13.243,12.827,13.654,11.505,15.426,13.012,14.382,16.272,11.737,19.608,12.858,11.646,10.588,11.651,12.359
1689,17.525,16.953,16.141,12.287,13.741,11.635,20.421,12.359,13.169,15.234,13.265,15.827,13.329,12.842,13.615,11.543,15.382,13.083,14.301,16.041,11.667,19.662,12.778,11.686,10.659,11.651,12.346
1690,17.536,16.916,15.916,12.357,13.724,11.645,20.723,12.402,13.082,15.113,13.291,15.833,13.283,12.781,13.662,11.541,15.397,13.102,14.418,16.020,11.679,19.512,12.695,11.636,10.547,11.561,12.410
1691,17.640,16.929,16.014,12.267,13.682,11.614,20.772,12.298,13.066,15.024,13.157,15.927,13.309,12.990,13.539,11.419,15.469,13.145,14.383,16.240,11.657,19.537,12.705,11.662,10.672,11.597,12.218
1692,17.586,16.897,16.159,12.317,13.749,11.614,20.633,12.386,13.144,15.207,13.300,15.973,13.309,12.765,13.548,11.519,15.359,13.169,14.365,18.111,11.677,19.592,12.838,11.636,10.674,11.543,12.351
1693,17.600,16.900,15.991,12.364,13.708,11.593,20.546,12.150,13.243,15.113,13.161,15.861,13.428,12.684,13.639,11.414,15.507,13.012,14.389,17.868,11.626,19.595,12.789,11.700,10.593,11.558,12.285
1694,17.577,16.752,16.112,12.305,13.750,11.593,20.584,12.284,13.107,15.181,13.247,16.027,13.092,12.781,13.639,11.500,15.574,13.098,14.371,17.438,11.610,19.450,12.713,11.594,10.686,11.723,12.451
1695,17.538,16.864,15.974,12.335,13.736,11.645,20.791,12.298,13.082,15.148,13.143,15.967,13.224,12.704,13.721,11.512,15.534,13.138,14.393,17.050,11.632,19.564,12.761,11.694,10.522,11.532,12.356
1696,17.575,16.793,16.009,12.244,13.814,11.643,20.693,12.239,13.222,15.099,13.278,16.088,13.289,12.740,13.552,11.464,15.534,13.028,14.367,16.898,11.642,19.503,12.759,11.630,10.674,11.651,12.349
1697,17.644,16.845,16.118,12.258,13.687,11.652,20.750,12.343,13.218,15.183,13.256,16.055,13.303,12.709,13.643,11.543,15.531,13.071,14.445,16.673,11.701,19.688,12.783,11.628,10.667,11.518,12.295
1698,17.527,16.953,15.951,12.275,13.758,11.622,20.609,12.383,13.058,15.163,13.220,16.045,13.421,12.776,13.669,11.605,15.449,13.049,14.347,16.594,11.533,19.526,12.748,11.575,10.554,11.604,12.323
1699,17.682,16.857,16.098,12.237,13.685,11.580,20.804,12.298,13.086,15.196,13.197,16.048,13.276,12.694,13.680,11.428,15.379,13.089,14.482,16.553,11.604,19.646,12.730,11.487,10.627,11.500,12.469
1700,17.362,16.924,15.960,12.269,13.700,11.621,20.448,12.351,13.045,15.205,13.193,15.961,13.270,12.643,13.396,11.531,15.236,13.086,14.467,16.424,11.580,19.590,12.757,11.724,10.652,11.511,12.338
1701,17.540,16.916,16.187,12.346,13.883,11.664,20.769,12.273,13.128,15.223,13.157,16.124,13.263,12.786,13.680,11.462,15.353,13.058,14.371,16.358,11.628,19.581,12.783,11.672,10.659,11.612,12.290
1702,17.523,17.002,16.193,12.333,13.806,11.607,20.666,12.169,13.173,15.044,13.395,16.330,13.487,12.944,13.632,11.598,15.545,12.957,14.362,16.272,11.865,19.608,12.750,11.596,10.586,11.626,12.474
1703,17.596,16.810,16.072,12.355,13.842,11.635,20.731,12.394,13.243,15.044,13.399,16.000,13.408,12.770,13.649,11.474,15.554,13.058,14.327,16.415,11.770,19.604,12.772,11.610,10.608,11.565,12.408
1704,17.552,17.162,16.003,12.196,13.823,11.612,20.601,12.287,13.165,15.207,13.390,15.930,13.461,12.867,13.597,11.474,15.391,12.972,14.395,16.249,11.646,19.672,12.745,11.684,10.733,11.554,12.364
1705,17.577,16.929,16.063,12.214,13.860,11.670,20.796,12.271,13.004,15.077,13.377,16.079,13.158,12.704,13.459,11.471,15.402,13.022,14.494,16.206,11.673,19.593,12.799,11.618,10.554,11.694,12.413
1706,17.577,16.883,15.951,12.267,13.752,11.584,20.821,12.260,13.070,15.115,13.175,15.964,13.138,12.556,13.595,11.536,15.271,13.105,14.424,16.268,11.667,19.459,12.726,11.614,10.605,11.665,12.418
1707,17.500,16.941,15.957,12.241,13.838,11.600,20.446,12.276,13.276,15.219,13.300,16.088,13.151,12.607,13.652,11.512,15.519,13.068,14.458,16.141,11.644,19.526,12.733,11.652,10.571,11.428,12.364
1708,17.621,16.934,16.124,12.321,13.765,11.565,20.476,12.343,13.119,15.124,13.247,15.976,13.171,12.832,13.632,11.498,15.487,13.148,14.375,16.188,11.663,19.753,12.724,11.602,10.672,11.579,12.359
1709,17.665,16.898,16.023,12.258,13.764,11.635,20.715,12.324,13.276,15.278,13.229,15.815,13.243,12.694,13.543,11.488,15.370,13.163,14.431,16.075,11.659,19.661,12.703,11.565,10.522,11.612,12.326
1710,17.596,16.960,15.951,12.278,13.764,11.645,20.707,12.287,13.132,15.190,13.108,16.061,13.289,12.801,13.643,11.493,15.472,13.062,14.417,16.202,11.719,19.922,12.826,11.529,10.642,11.723,12.379
1711,17.642,16.922,16.063,12.292,13.866,11.570,20.660,12.330,13.214,15.113,13.332,15.970,13.138,12.801,13.634,11.615,15.338,12.972,14.454,16.227,11.628,20.212,12.976,11.688,10.593,11.633,12.246
1712,17.617,16.826,16.228,12.340,13.857,11.722,20.658,12.252,13.210,15.177,13.126,15.967,13.257,12.735,13.613,11.541,15.615,13.018,14.401,16.220,11.608,19.991,12.842,11.584,10.725,11.568,12.382
1713,17.475,16.924,16.032,12.283,13.756,11.677,20.636,12.316,13.140,15.049,13.251,15.876,13.197,12.857,13.719,11.478,15.519,12.868,14.406,16.231,11.648,19.956,12.734,11.555,10.672,11.727,12.400
1714,17.402,16.988,16.075,12.349,13.790,11.559,20.886,12.391,13.276,15.101,13.274,16.006,13.204,12.821,13.506,11.450,15.458,13.126,14.443,16.202,11.648,19.795,12.755,11.632,10.615,11.532,12.251
1715,17.692,16.850,16.147,12.260,13.745,11.566,20.707,12.233,13.140,15.176,13.256,16.039,13.382,12.628,13.517,11.493,15.449,12.991,14.520,16.063,11.657,19.877,12.783,11.668,10.596,11.619,12.367
1716,17.672,17.019,16.089,12.333,13.819,11.652,20.671,12.367,13.235,15.174,13.327,15.788,13.276,12.842,13.708,11.538,15.487,13.058,14.444,16.175,11.624,20.437,12.861,11.614,10.667,11.514,12.259
1717,17.393,16.864,15.841,12.307,13.860,11.673,20.582,12.343,13.181,15.084,13.372,16.106,13.414,12.867,13.574,11.519,15.353,13.105,14.397,16.254,11.677,20.470,12.854,11.628,10.623,11.633,12.413
1718,17.659,16.972,16.161,12.339,13.747,11.605,20.799,12.247,13.144,15.130,13.081,15.964,13.388,12.811,13.703,11.612,15.516,13.074,14.441,16.188,11.618,20.721,12.878,11.652,10.632,11.644,12.385
1719,17.575,17.036,15.960,12.298,13.797,11.594,20.625,12.322,13.198,15.124,13.269,15.882,13.230,12.735,13.630,11.476,15.513,13.000,14.427,16.882,11.608,20.554,12.906,11.680,10.569,11.590,12.405
1720,17.603,16.945,16.121,12.314,13.790,11.640,20.682,12.335,13.181,15.190,13.224,16.085,13.211,12.673,13.561,11.416,15.420,13.086,14.403,17.961,11.651,20.555,12.883,11.660,10.657,11.550,12.456
1721,17.736,16.916,16.061,12.291,13.775,11.689,20.842,12.263,13.263,15.141,13.291,15.927,13.408,12.719,13.623,11.533,15.475,13.092,14.521,17.304,11.574,20.450,12.796,11.632,10.586,11.680,12.385
1722,17.686,16.891,16.081,12.316,13.825,11.621,20.758,12.316,13.284,15.152,13.143,15.903,13.309,12.832,13.660,11.512,15.510,13.040,14.536,16.955,11.653,20.278,12.802,11.676,10.630,11.554,12.413
1723,17.504,16.993,16.176,12.340,13.708,11.621,20.766,12.236,13.206,15.110,13.188,15.997,13.125,12.740,13.645,11.352,15.501,13.058,14.368,16.639,11.707,20.312,12.814,11.590,10.588,11.637,12.451
1724,17.577,16.971,16.063,12.301,13.739,11.647,20.842,12.365,13.136,15.154,13.117,15.842,13.296,12.883,13.613,11.517,15.472,13.089,14.381,16.621,11.638,20.196,12.781,11.730,10.600,11.615,12.282
1725,17.793,16.931,16.173,12.330,13.747,11.631,20.783,12.319,13.185,15.183,13.265,15.942,13.283,12.679,13.558,11.483,15.440,13.114,14.436,16.610,11.721,20.131,12.761,11.535,10.586,11.629,12.354
1726,17.550,16.895,15.925,12.266,13.840,11.675,20.889,12.351,13.321,15.150,13.090,15.967,13.441,12.765,13.797,11.574,15.499,13.052,14.453,16.333,11.642,20.178,12.740,11.606,10.640,11.543,12.446
1727,17.692,16.976,16.023,12.269,13.706,11.629,20.918,12.338,13.222,15.166,13.341,15.945,13.270,12.867,13.747,11.440,15.347,12.972,14.445,16.499,11.663,19.978,12.755,11.626,10.752,11.590,12.328
1728,17.475,16.912,15.893,12.310,13.739,11.614,20.671,12.324,13.255,15.157,13.139,16.000,13.355,12.867,13.630,11.500,15.542,13.102,14.502,16.444,11.594,20.056,12.747,11.592,10.618,11.558,12.333
1729,17.521,16.900,15.986,12.360,13.810,11.615,20.829,12.357,13.321,15.126,13.157,15.958,13.296,12.867,13.589,11.431,15.408,13.034,14.466,16.329,11.616,20.203,12.810,11.628,10.681,11.568,12.344
1730,17.590,16.905,16.167,12.412,13.799,11.650,20.780,12.308,13.296,15.316,13.274,16.030,13.191,12.760,13.621,11.383,15.551,13.089,14.504,16.442,11.638,20.381,12.854,11.660,10.632,11.601,12.315
1731,17.538,16.914,16.046,12.444,13.784,11.598,20.685,12.349,13.235,15.271,13.287,16.048,13.204,12.908,13.608,11.471,15.493,12.902,14.445,16.444,11.655,20.305,12.868,11.690,10.654,11.597,12.264
1732,17.751,16.993,16.032,12.287,13.750,11.621,20.636,12.332,13.099,15.239,13.274,16.018,13.368,12.908,13.565,11.543,15.458,13.034,14.473,16.474,11.616,20.236,12.878,11.626,10.728,11.583,12.392
1733,17.634,16.972,16.086,12.242,13.849,11.636,20.823,12.295,13.305,15.314,13.305,15.942,13.171,12.903,13.619,11.598,15.356,13.092,14.404,16.227,11.586,20.191,12.844,11.638,10.681,11.716,12.426
1734,17.644,16.876,16.110,12.266,13.829,11.596,20.707,12.327,13.148,15.229,13.161,16.115,13.112,12.730,13.589,11.483,15.466,13.092,14.505,16.327,11.653,20.018,12.848,11.736,10.610,11.651,12.364
1735,17.669,17.033,16.153,12.373,13.775,11.621,20.834,12.271,13.280,15.241,13.269,16.048,13.375,12.837,13.742,11.407,15.417,12.948,14.400,16.222,11.608,20.089,12.816,11.529,10.647,11.576,12.267
1736,17.600,16.928,16.063,12.387,13.752,11.663,20.674,12.370,13.103,15.256,13.143,16.033,13.257,12.648,13.643,11.457,15.516,12.932,14.368,16.336,11.699,19.927,12.747,11.662,10.664,11.561,12.372
1737,17.638,17.031,16.035,12.346,13.791,11.694,20.788,12.316,13.218,15.232,13.386,16.018,13.296,12.628,13.600,11.526,15.551,13.040,14.389,16.331,11.590,19.931,12.796,11.658,10.569,11.568,12.313
1738,17.571,17.003,16.135,12.342,13.709,11.701,20.815,12.343,13.169,15.239,13.296,15.906,13.257,12.673,13.522,11.569,15.563,13.040,14.410,16.197,11.943,19.779,12.910,11.700,10.877,11.601,12.354
1739,17.762,16.933,16.130,12.235,13.788,11.640,20.859,12.273,13.152,15.294,13.238,16.067,13.283,12.888,13.645,11.435,15.487,13.145,14.479,16.320,11.745,19.927,12.837,11.662,11.096,11.529,12.300
1740,17.642,16.907,16.150,12.296,13.840,11.649,20.826,12.359,13.193,15.256,13.283,16.067,13.217,12.648,13.706,11.560,15.560,13.138,14.414,16.220,11.661,19.829,12.850,11.656,10.922,11.597,12.387
1741,17.715,16.953,16.187,12.209,13.724,11.666,20.889,12.340,13.103,15.203,13.108,16.042,13.211,12.679,13.619,11.545,15.292,12.985,14.522,16.184,11.638,19.849,12.799,11.682,11.235,11.640,12.446
1742,17.636,16.974,16.029,12.269,13.769,11.638,20.736,12.327,13.226,15.225,13.206,15.906,13.296,12.704,13.621,11.584,15.466,13.052,14.474,16.306,11.671,19.868,12.841,11.624,11.380,11.543,12.313
1743,17.632,17.055,16.035,12.262,13.743,11.580,20.739,12.381,13.107,15.274,13.390,15.924,13.382,12.735,13.630,11.555,15.420,12.892,14.422,16.356,11.630,20.145,12.788,11.652,11.255,11.500,12.341
1744,17.640,17.019,16.098,12.317,13.780,11.607,20.921,12.408,13.333,15.122,13.130,16.039,13.283,12.872,13.528,11.464,15.341,13.043,14.463,16.152,11.596,19.913,12.799,11.634,11.576,11.680,12.379
1745,17.603,16.857,16.222,12.282,13.806,11.575,20.747,12.257,13.329,15.218,13.283,16.024,13.414,12.908,13.604,11.562,15.466,13.138,14.329,16.041,11.564,20.011,12.716,11.628,11.556,11.522,12.418
1746,17.649,16.960,16.118,12.276,13.797,11.607,20.875,12.402,13.169,15.166,13.377,16.039,13.283,12.755,13.584,11.526,15.417,13.043,14.477,16.227,11.604,19.840,12.810,11.636,11.654,11.532,12.403
