 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28
1,26.936,34.180,29.081,22.373,25.213,32.179,46.090,36.706,36.772,23.328,35.299,31.997,28.626,32.592,32.561,31.960,22.832,22.877,22.566,25.659,34.593,32.641,30.778,29.271,30.794,44.321,32.840,48.065
2,30.468,41.113,33.824,24.852,28.767,38.068,56.627,44.389,44.550,25.941,42.518,37.877,33.197,38.458,38.896,37.479,25.037,25.348,25.045,28.995,41.672,39.178,36.711,34.433,36.892,54.227,38.613,59.596
3,30.613,40.904,33.621,24.865,28.580,38.009,56.165,44.311,44.230,26.189,42.266,37.974,33.298,38.376,39.021,37.574,25.138,25.097,25.016,28.940,41.210,39.036,36.278,34.293,36.616,54.358,38.677,59.610
4,30.372,40.943,34.029,24.725,28.524,38.172,56.370,44.352,44.132,25.736,42.778,37.655,32.961,38.316,38.872,37.686,24.948,25.360,24.923,28.828,41.152,38.772,36.427,34.453,36.778,54.523,38.063,59.002
5,30.613,40.952,33.691,25.026,28.796,38.227,56.548,44.104,44.213,25.764,42.302,37.668,32.931,38.589,38.922,37.537,24.918,25.140,25.182,29.049,41.019,39.101,36.474,34.273,36.672,55.007,38.340,59.493
6,30.356,40.933,33.430,24.923,28.493,38.272,56.520,43.984,44.331,25.918,42.293,37.483,32.924,38.108,38.810,37.513,25.057,25.213,25.220,29.310,41.251,38.937,36.425,34.547,36.902,54.890,38.410,58.897
7,30.583,40.797,33.831,24.738,28.657,38.044,56.253,44.057,44.307,26.057,42.186,37.980,32.784,38.132,38.893,37.420,24.836,25.443,25.134,28.857,41.197,38.694,36.541,34.308,36.632,54.911,38.280,59.057
8,30.407,40.646,33.835,24.778,28.593,38.076,56.094,44.299,44.307,25.754,41.961,37.714,32.812,38.518,39.090,37.771,24.884,24.992,25.118,28.534,41.368,38.641,36.193,34.177,36.844,54.500,37.973,59.186
9,30.718,40.736,33.419,24.963,28.528,37.937,56.051,43.986,44.009,25.900,42.434,37.765,32.794,38.476,38.926,37.527,24.906,25.289,24.773,28.901,41.418,38.890,36.218,34.170,36.561,54.541,38.233,58.786
10,30.336,40.562,33.537,25.095,28.474,37.969,55.867,44.045,44.101,25.936,42.263,37.864,32.704,38.797,38.807,37.793,24.907,25.196,24.973,28.938,41.066,38.926,36.208,34.360,36.712,54.615,38.290,58.814
11,30.618,40.530,33.643,24.852,28.485,37.889,56.313,43.951,44.300,26.053,42.401,37.844,32.562,38.566,38.832,37.638,24.852,25.123,24.955,28.888,41.107,38.865,36.287,34.360,36.571,54.908,38.157,58.646
12,30.641,40.780,33.835,25.045,28.306,37.908,55.991,43.994,44.298,25.748,42.105,37.512,32.667,38.755,39.219,37.617,25.012,25.049,25.002,28.763,41.077,38.837,35.959,34.318,36.656,54.438,38.310,58.804
13,30.405,40.832,33.790,24.976,28.731,37.861,56.066,43.757,44.211,25.908,42.263,37.435,32.924,38.571,38.663,37.279,24.978,25.123,25.102,29.180,41.086,38.776,36.258,34.187,36.875,55.060,38.457,59.166
14,30.422,40.958,33.559,24.603,28.411,38.089,56.460,43.689,44.039,25.883,42.389,37.524,32.665,38.474,38.744,37.793,24.955,25.148,24.977,28.953,41.051,39.004,35.919,34.387,36.572,54.713,38.400,58.533
15,30.603,40.860,33.415,24.757,28.626,37.983,56.047,43.787,43.893,25.910,42.141,37.136,32.695,38.434,38.731,37.646,24.848,25.121,24.943,29.010,41.069,38.497,35.838,34.232,36.495,54.206,37.910,58.630
16,30.626,40.612,33.518,24.783,28.513,37.717,55.953,43.853,43.969,25.838,42.222,37.189,32.704,38.432,38.636,37.316,24.914,25.053,24.843,29.060,40.983,38.643,35.933,34.480,36.426,54.358,37.793,59.147
17,30.611,40.652,33.588,24.746,28.574,38.085,56.287,43.896,43.866,25.889,41.868,37.660,32.768,38.479,38.910,37.391,24.821,25.077,24.698,28.940,40.869,39.038,35.758,34.291,36.760,54.523,38.097,58.897
18,30.664,40.885,33.798,24.873,28.683,37.749,56.176,43.928,43.689,25.699,42.269,37.921,32.805,38.082,38.983,37.508,24.828,25.182,25.105,28.878,41.133,38.495,36.075,34.384,36.463,54.631,38.097,58.673
19,30.695,40.874,33.257,24.963,28.619,37.780,55.848,43.802,44.068,25.777,42.159,37.588,32.470,38.689,38.743,37.771,24.884,25.083,25.127,28.990,40.953,38.658,35.964,34.261,36.498,54.278,38.100,58.836
20,30.547,40.969,33.449,24.757,28.450,37.861,56.036,43.840,43.967,25.857,41.814,37.243,32.631,38.326,39.014,37.277,24.827,25.180,25.077,28.966,40.987,38.734,35.935,34.337,36.387,54.532,38.263,58.659
21,30.684,40.826,33.504,24.865,28.650,37.972,56.173,43.331,43.577,25.678,41.853,37.642,32.394,38.447,38.765,37.247,24.899,25.310,24.809,29.068,41.148,38.605,36.144,34.217,36.735,54.615,37.877,58.600
22,30.758,40.738,33.110,24.852,28.670,37.723,56.214,43.841,43.956,25.928,42.515,37.258,32.456,38.279,38.808,37.931,24.788,25.030,25.023,28.995,41.015,39.065,35.919,34.249,36.191,54.470,38.027,58.580
23,30.412,40.403,33.463,24.743,28.567,37.712,56.158,43.556,43.822,25.887,42.138,37.854,32.567,38.613,38.855,37.753,24.772,25.176,24.802,28.938,41.062,38.738,36.174,34.037,36.558,54.716,38.173,59.267
24,30.509,40.920,33.489,24.854,28.467,37.980,56.313,43.820,44.134,26.047,42.515,37.596,32.752,38.484,38.651,37.684,24.859,25.107,24.882,28.711,41.032,38.647,35.972,34.278,36.442,54.248,38.020,58.594
25,30.697,40.891,33.239,24.984,28.517,38.157,56.056,43.928,44.151,25.916,42.428,37.266,32.644,38.555,38.800,37.590,24.836,25.164,24.850,28.786,40.974,38.880,36.006,34.369,36.447,54.702,38.093,58.083
26,30.728,40.379,33.140,24.897,28.700,37.675,56.184,43.730,43.542,25.898,42.129,37.246,32.390,38.484,38.615,37.577,24.876,25.101,24.811,29.096,41.013,38.875,36.054,34.470,36.516,54.587,38.003,58.485
27,30.247,40.826,33.710,24.786,28.563,37.802,56.098,43.755,43.603,25.668,42.323,37.453,32.489,38.568,38.684,37.423,24.915,25.156,24.695,29.036,40.797,38.628,36.015,34.177,36.527,54.163,38.083,58.293
28,30.896,40.738,33.364,24.844,28.756,38.172,56.073,43.614,43.871,25.953,42.231,37.616,32.606,38.397,38.851,37.604,24.803,25.073,24.977,29.034,40.970,38.539,36.031,33.951,36.569,53.826,38.133,57.820
29,30.458,40.543,33.368,24.733,28.496,38.000,56.009,44.074,43.704,25.846,42.719,37.604,32.670,38.268,38.732,37.944,24.857,24.911,25.080,28.917,40.938,38.793,36.054,34.143,36.712,54.067,38.017,58.166
30,30.483,40.780,33.754,24.862,28.581,38.107,56.103,43.638,43.919,25.861,42.216,37.396,32.569,37.992,38.484,37.460,24.816,25.073,25.023,28.826,41.289,38.841,36.213,34.320,36.436,54.569,37.970,58.073
31,30.547,40.686,33.559,24.847,28.617,37.773,56.180,44.018,43.529,25.861,42.308,37.611,32.239,38.192,38.670,37.564,24.982,25.154,24.764,28.862,40.919,38.600,35.981,34.126,36.574,54.401,37.797,58.596
32,30.690,40.868,33.419,24.844,28.431,38.198,56.308,43.540,44.015,25.924,42.075,37.588,32.534,37.992,38.962,37.489,24.851,24.964,24.957,28.914,41.073,38.981,35.888,34.121,36.637,54.541,38.117,58.503
33,30.649,40.530,33.136,24.738,28.630,37.906,56.349,43.603,43.833,25.686,42.380,37.542,32.511,38.326,38.724,37.322,24.852,25.065,25.189,28.885,41.075,38.833,36.297,33.956,36.453,54.360,38.297,58.956
34,30.405,40.996,33.643,24.960,28.533,38.379,55.734,43.802,43.886,25.676,42.365,37.455,32.390,38.316,38.796,37.311,24.936,25.006,25.000,28.750,41.101,38.824,36.183,34.172,36.949,54.310,38.137,58.697
35,30.725,41.006,33.434,24.735,28.630,37.985,56.490,43.679,44.250,25.943,42.251,37.476,32.583,38.224,38.472,37.939,24.937,25.026,24.930,28.945,40.989,38.789,36.175,34.185,36.413,54.067,37.957,58.541
36,30.651,40.767,33.651,24.786,28.578,37.930,56.251,43.847,43.912,25.719,42.461,37.425,32.475,38.097,38.579,37.359,24.995,25.105,25.014,28.685,40.769,38.715,35.820,34.330,36.531,53.821,37.740,58.644
37,30.682,40.535,33.540,24.743,28.670,37.978,55.944,43.728,44.004,25.799,42.530,37.107,32.335,38.218,38.553,37.348,24.809,24.925,25.116,28.990,41.128,38.860,36.078,34.084,36.198,54.174,37.797,58.406
38,30.481,40.895,33.456,24.627,28.719,37.939,56.392,43.699,44.079,25.809,42.416,37.624,32.335,38.232,38.527,37.596,24.825,24.901,24.743,28.914,41.150,38.361,35.998,34.081,36.506,54.099,38.163,58.867
39,30.430,40.994,33.518,24.960,28.478,37.847,56.167,43.865,43.691,25.777,42.102,37.504,32.654,38.345,38.912,37.593,24.883,24.947,24.932,28.641,40.784,38.520,35.982,34.222,36.352,54.087,38.073,58.438
40,30.794,40.864,33.379,24.693,28.539,37.956,55.916,43.231,43.800,25.855,42.548,37.634,32.342,38.108,38.396,37.378,24.751,24.872,24.916,28.698,41.098,38.662,36.015,34.374,36.336,53.975,37.750,58.790
41,30.539,40.962,33.239,24.802,28.459,37.813,56.150,43.875,43.774,25.660,42.470,37.481,32.376,38.442,38.442,37.378,24.970,24.877,24.698,28.792,41.062,38.791,35.990,34.175,36.476,54.229,37.933,57.931
42,30.542,40.832,33.467,24.817,28.513,37.786,55.951,43.787,43.660,25.725,42.129,37.693,32.360,38.376,38.530,37.436,24.805,25.164,24.882,29.109,41.154,38.558,35.946,34.108,36.325,54.677,37.600,58.552
43,30.835,40.824,33.368,24.817,28.443,37.593,56.165,43.806,44.031,25.447,42.222,37.519,32.422,38.282,38.990,37.670,24.817,25.016,25.057,29.029,40.893,38.366,35.799,34.128,36.302,54.484,37.930,58.697
44,30.822,40.874,33.239,24.624,28.494,37.468,56.004,43.769,43.732,25.498,42.524,37.302,32.573,38.211,38.770,37.564,24.917,24.798,24.932,29.005,40.959,38.539,35.752,34.256,36.031,54.317,38.073,58.337
45,30.481,40.740,33.757,24.833,28.661,37.704,56.281,43.288,43.566,25.760,42.018,37.729,32.518,37.974,38.591,37.465,24.761,25.002,24.711,28.630,40.638,38.423,35.867,34.172,36.394,54.083,37.973,58.182
46,30.710,40.759,33.574,24.693,28.798,38.022,55.942,43.611,44.011,25.660,42.189,37.821,32.640,38.284,38.544,37.790,24.728,24.921,24.902,28.945,40.790,38.495,35.998,34.246,36.342,54.514,37.477,58.192
47,30.730,40.872,33.496,24.772,28.528,37.985,56.225,43.440,43.930,25.902,42.246,37.504,32.314,38.032,38.503,37.428,24.719,25.188,24.873,28.617,40.874,38.448,35.688,34.333,36.508,53.778,37.580,58.119
48,30.802,41.159,33.408,24.759,28.585,37.758,56.293,43.366,43.511,25.902,42.045,37.445,32.633,38.058,38.691,37.239,24.717,25.235,24.961,28.505,40.516,38.423,35.909,34.330,36.283,53.610,37.500,58.455
49,30.601,40.694,33.393,24.704,28.580,37.682,56.066,43.487,43.882,25.871,42.246,37.202,32.427,38.000,38.535,37.266,24.787,24.885,24.830,28.974,40.700,38.486,35.664,34.256,36.315,54.131,37.810,58.703
50,30.417,40.715,33.467,24.794,28.550,37.732,56.336,43.476,43.910,25.965,42.344,37.289,32.842,38.350,38.615,37.386,24.902,24.998,24.834,28.716,41.105,38.351,35.731,34.081,35.973,53.766,37.710,58.188
51,30.802,40.409,33.324,24.860,28.500,37.725,55.891,43.041,43.675,25.480,42.048,37.312,32.211,38.045,38.748,37.253,24.817,25.006,25.120,28.555,40.606,38.518,35.726,34.421,36.463,54.002,37.710,57.943
52,30.746,40.692,33.287,24.664,28.626,37.667,56.056,43.560,43.651,25.666,41.841,37.517,32.700,38.118,38.485,37.269,24.701,24.998,25.039,28.904,40.831,38.490,35.888,34.197,36.363,53.835,37.667,58.295
53,30.631,40.692,33.371,24.601,28.504,37.747,56.116,43.544,43.605,25.676,42.449,37.153,32.344,37.942,38.817,37.269,24.821,25.089,25.189,29.000,40.852,38.630,35.969,34.214,36.479,54.067,37.983,58.448
54,30.537,40.906,33.599,24.817,28.544,37.904,55.818,43.820,43.759,25.990,42.201,37.348,32.477,37.968,38.359,36.965,24.883,24.955,24.920,28.833,40.760,38.349,35.792,34.133,36.301,53.892,37.507,58.178
55,30.712,40.648,33.640,24.643,28.424,37.697,55.844,43.288,43.605,25.773,42.183,37.304,32.489,38.205,38.356,37.213,24.648,24.842,24.930,28.724,40.529,38.461,35.753,34.185,36.212,54.181,37.977,58.424
56,30.662,40.853,33.077,24.897,28.665,37.887,56.026,43.452,43.693,25.760,42.237,37.675,32.413,38.061,38.306,37.551,24.807,24.899,24.786,28.823,40.739,38.664,35.705,34.099,36.283,53.706,37.573,58.133
57,30.539,40.528,33.169,24.685,28.431,37.451,56.092,43.315,43.649,25.795,41.952,37.246,32.626,37.800,38.620,37.396,24.817,25.101,24.982,28.802,40.782,38.349,35.813,33.973,36.383,53.950,37.770,58.214
58,30.575,41.042,32.875,24.722,28.378,37.734,56.128,43.297,43.467,25.605,42.132,37.148,32.509,38.342,38.397,37.040,24.917,25.172,24.718,28.844,40.893,38.531,35.761,34.064,36.338,53.294,37.947,58.238
59,30.656,40.868,33.316,24.638,28.385,38.044,55.756,43.550,43.447,25.844,42.195,36.872,32.333,37.726,38.442,37.372,24.869,24.968,24.816,28.766,40.585,38.482,35.464,34.209,36.359,54.158,37.110,58.085
60,30.631,40.673,33.511,24.558,28.550,37.832,55.679,43.472,43.478,25.799,42.320,37.176,32.484,38.168,38.309,37.157,24.863,24.887,24.811,28.836,40.837,38.254,35.922,34.140,36.215,54.197,37.350,58.354
61,30.667,40.556,33.382,24.661,28.598,37.815,56.377,43.280,44.002,25.830,42.015,37.361,32.339,38.200,38.326,37.112,24.863,25.020,24.886,28.883,40.572,38.342,35.472,34.310,36.141,54.050,37.833,58.176
62,30.547,40.822,33.629,24.519,28.476,37.817,56.360,43.374,43.298,25.832,41.886,37.317,32.631,38.189,38.420,37.077,24.899,25.144,24.855,28.971,40.668,38.569,35.612,34.140,36.005,53.700,37.713,57.741
63,30.626,40.774,33.449,24.865,28.619,37.996,55.668,43.399,43.706,25.463,42.027,37.151,32.530,38.239,38.712,37.035,24.687,24.889,24.780,28.643,40.662,38.452,36.011,34.682,36.130,54.163,37.600,57.982
64,30.850,40.476,33.507,24.632,28.472,37.789,55.749,43.481,43.776,25.906,42.249,37.220,32.530,38.726,38.397,37.051,24.799,25.091,24.648,28.909,40.831,38.357,35.774,34.017,36.211,54.067,37.317,57.899
65,30.786,40.912,33.482,24.831,28.635,38.035,56.182,43.360,43.557,25.865,41.982,37.082,32.353,38.150,38.439,37.444,24.973,25.010,24.907,28.927,40.764,38.518,35.708,34.234,36.124,53.722,37.667,58.105
66,30.524,40.816,33.390,24.540,28.615,38.009,55.546,43.202,43.599,25.861,41.925,37.552,32.507,38.050,38.427,37.354,24.725,25.026,24.830,28.635,40.837,38.385,35.479,34.342,36.048,53.860,37.563,58.143
67,30.751,40.847,33.423,24.767,28.587,37.885,55.820,43.317,43.638,25.875,42.030,37.087,32.667,38.384,38.491,37.298,24.839,24.874,25.005,28.828,40.863,38.503,35.753,33.820,36.154,53.922,37.500,58.075
68,30.651,40.807,33.415,24.735,28.365,37.926,55.546,43.061,43.401,25.977,42.246,37.345,32.330,38.261,38.390,37.093,24.902,24.775,24.977,28.768,40.882,38.110,35.752,34.244,36.223,54.007,37.427,57.988
69,30.585,40.931,33.107,24.894,28.426,37.869,55.940,43.258,43.208,25.662,42.204,37.054,32.333,38.245,38.458,37.213,24.755,25.010,24.775,28.581,40.771,38.306,35.760,34.037,36.018,53.784,37.427,57.869
70,30.631,40.484,33.316,24.680,28.580,38.020,55.814,43.200,43.746,25.807,42.515,36.995,32.385,38.026,38.408,37.415,24.747,24.810,24.700,28.792,40.784,38.539,35.653,34.091,35.995,53.794,37.423,57.982
71,30.789,41.096,33.393,25.005,28.381,38.074,55.927,43.344,43.491,25.939,42.132,37.230,32.461,38.105,38.684,37.043,24.665,25.111,24.741,28.812,40.692,38.397,35.539,34.153,36.309,54.011,37.397,57.889
72,30.835,41.015,32.893,24.648,28.494,37.468,56.043,42.996,43.741,25.805,42.413,36.931,32.303,38.105,38.482,37.186,24.754,25.043,24.730,28.833,40.310,38.357,35.584,34.155,36.291,53.560,37.550,58.097
73,30.511,40.692,33.294,24.574,28.391,38.070,56.251,43.348,43.794,25.615,42.042,37.143,32.326,38.063,38.316,37.199,24.775,24.763,24.723,28.865,40.627,38.262,35.958,33.882,36.150,53.787,37.687,57.941
74,30.763,40.589,33.129,24.648,28.559,37.684,56.094,43.344,43.757,25.793,42.305,37.240,32.583,37.879,38.340,37.492,24.762,24.964,24.845,28.768,40.734,38.436,35.912,34.099,36.016,53.812,37.537,57.812
75,30.875,40.839,33.206,24.743,28.533,37.891,56.071,43.438,43.447,25.695,41.919,37.325,32.709,38.205,38.228,37.138,24.817,24.927,24.873,28.839,40.636,38.237,35.805,34.062,36.222,53.995,37.727,58.166
76,30.672,40.822,33.460,24.778,28.511,37.998,55.906,43.080,43.502,26.004,42.186,37.263,32.394,37.763,38.465,36.997,24.615,24.949,24.777,28.672,40.951,38.186,35.646,33.911,36.059,53.860,37.727,57.937
77,30.552,40.579,33.482,24.929,28.343,37.669,56.156,43.364,43.884,25.898,42.021,37.176,32.362,38.276,38.228,36.968,24.951,24.866,24.786,28.648,40.694,38.250,35.524,33.805,36.104,53.420,37.650,57.871
78,30.573,40.816,33.390,24.847,28.409,37.922,55.844,43.209,43.592,25.930,41.892,37.276,32.525,38.342,38.475,36.854,24.801,25.057,24.711,28.737,40.675,38.495,35.304,34.219,36.277,53.181,37.143,57.984
79,30.387,40.822,33.184,24.553,28.450,37.741,55.891,43.292,43.825,25.709,42.105,37.041,32.612,38.174,38.575,37.311,24.836,24.864,24.923,28.604,40.908,38.381,35.735,33.840,35.977,53.470,37.693,58.380
80,30.562,40.801,33.401,25.085,28.561,37.660,55.835,43.481,43.923,26.064,42.344,37.361,32.720,38.247,38.561,36.899,24.881,25.296,24.909,28.852,40.557,38.545,35.638,34.192,36.302,53.633,37.473,57.729
81,30.560,40.627,32.849,24.730,28.567,37.736,55.649,43.168,43.965,25.799,41.749,36.757,32.468,38.108,38.306,37.117,24.594,24.966,24.811,28.477,40.582,38.264,35.659,33.980,36.051,53.805,37.597,57.832
82,30.483,40.495,33.434,24.542,28.378,37.691,55.790,43.348,43.776,25.699,42.051,37.483,32.333,38.137,38.180,37.141,24.906,25.000,24.625,28.891,40.711,38.514,35.661,34.362,36.069,53.569,37.653,57.869
83,30.700,40.734,33.632,24.968,28.419,37.577,55.833,43.041,43.877,25.797,41.817,37.455,32.394,38.250,38.453,37.205,24.775,24.957,24.727,28.979,40.737,38.380,35.666,33.756,36.034,53.261,37.150,57.846
84,30.687,40.612,33.287,24.500,28.256,37.383,55.717,43.033,44.265,25.762,42.183,36.964,32.667,38.121,38.335,37.314,24.682,25.103,24.991,28.594,40.595,38.254,35.747,34.086,36.119,53.688,37.327,57.875
85,30.641,40.350,33.540,24.799,28.435,37.852,55.916,43.200,43.774,25.721,41.904,37.396,32.644,38.126,38.886,37.277,24.891,25.057,24.764,28.651,40.709,38.362,35.771,33.796,35.950,53.475,37.543,57.988
86,30.601,40.723,33.199,24.751,28.541,37.673,55.413,43.352,43.792,25.648,42.299,37.074,32.427,38.050,38.535,36.894,24.735,25.057,24.780,28.810,40.559,38.157,35.734,34.276,36.103,53.518,37.570,58.123
87,30.911,40.392,33.195,24.915,28.354,37.939,55.835,43.141,43.594,25.547,41.982,36.765,32.369,38.276,38.546,37.077,24.816,24.812,25.075,28.583,40.664,38.336,35.330,33.998,36.162,53.862,37.510,57.861
88,30.733,40.556,33.599,24.913,28.409,37.510,55.779,43.507,43.757,25.820,41.784,37.100,32.624,38.039,38.544,36.957,24.749,25.061,24.852,28.677,40.666,38.321,35.716,33.975,36.059,53.677,37.323,57.964
89,30.860,40.683,33.261,24.712,28.531,37.743,55.640,43.239,43.331,25.783,42.027,37.271,32.872,37.895,38.344,37.032,24.852,24.897,24.609,29.026,40.394,38.140,35.792,34.190,35.990,53.525,37.537,57.828
90,30.672,40.354,33.070,24.587,28.180,37.436,55.692,43.127,43.857,25.789,41.931,37.210,32.294,37.750,38.195,37.072,24.813,24.895,24.877,28.799,40.574,38.364,35.844,34.170,36.010,53.775,37.420,57.669
91,30.641,40.499,33.309,24.772,28.494,37.619,55.827,43.268,43.583,25.822,42.150,37.133,32.463,38.089,38.411,36.979,24.870,24.862,24.825,28.758,40.655,38.192,35.508,34.212,36.058,53.784,37.263,57.758
92,30.700,40.824,32.978,24.696,28.357,37.728,55.887,43.266,43.489,25.848,41.895,36.847,32.498,37.966,38.143,37.213,24.888,25.002,24.789,28.440,40.493,38.184,35.506,33.914,36.243,53.817,37.197,57.333
93,30.664,40.593,33.412,24.770,28.398,37.937,55.968,42.910,43.737,25.619,41.572,36.864,33.060,37.721,38.209,37.210,27.507,25.453,25.161,28.951,40.931,38.099,35.519,34.062,36.318,53.397,37.347,57.578
94,30.501,40.532,33.176,24.743,28.370,37.647,55.670,43.029,43.618,25.914,41.737,36.985,32.619,38.221,38.225,37.388,27.183,25.283,25.036,28.766,40.844,38.391,35.748,34.172,36.244,53.899,37.113,57.984
95,30.326,40.715,33.066,24.680,28.383,37.904,55.797,42.994,43.408,25.734,41.760,37.202,32.713,38.055,38.252,37.109,26.454,25.128,24.720,28.740,41.047,38.416,35.687,33.857,36.137,53.353,37.333,58.089
96,30.646,40.314,33.162,24.743,28.317,37.656,55.544,43.072,43.272,25.684,41.590,37.095,32.601,37.679,38.226,37.109,26.055,25.103,25.016,28.716,40.704,37.909,35.581,34.323,36.109,53.399,37.460,57.523
97,30.697,40.574,32.779,24.632,28.411,37.669,56.024,43.462,43.353,25.752,41.545,36.946,32.525,38.247,38.206,36.875,25.575,24.893,24.782,28.867,40.385,38.156,35.479,34.044,35.987,53.209,37.387,57.285
98,30.593,40.744,32.893,24.585,28.437,37.468,55.525,43.051,43.186,25.447,41.650,37.258,32.514,37.966,38.363,37.106,25.527,24.953,24.939,28.547,40.593,38.410,35.984,33.995,36.259,53.479,37.217,57.600
99,30.565,40.847,33.199,24.680,28.289,37.813,55.816,43.217,43.599,25.633,41.725,37.003,32.761,37.897,38.366,36.654,25.344,24.860,24.745,28.836,40.473,38.323,35.466,33.906,35.942,53.466,37.333,57.354
100,30.664,40.763,33.077,24.360,28.628,37.525,56.056,43.047,43.285,25.689,41.219,36.987,32.397,37.884,38.187,37.064,24.951,25.030,24.880,28.742,40.799,38.017,35.609,34.007,35.976,53.337,36.930,57.527
101,30.784,40.725,32.757,24.862,28.478,37.566,55.854,43.153,43.463,25.744,41.886,37.238,32.667,37.645,38.440,36.902,25.146,24.893,24.836,28.612,40.338,38.180,35.596,33.820,35.913,53.411,37.153,57.784
102,30.461,40.784,33.283,24.630,28.085,37.545,55.642,42.885,43.292,25.844,41.749,37.036,32.596,38.226,38.112,36.859,25.077,24.739,24.766,28.799,40.542,38.389,35.651,33.990,35.968,52.725,37.543,57.337
103,30.585,40.472,32.978,24.852,28.354,37.828,55.929,42.540,43.217,25.725,41.644,37.087,32.502,37.853,37.998,37.032,25.010,24.897,24.793,28.693,40.394,38.047,35.506,33.946,35.973,53.319,36.980,57.430
104,30.534,40.478,32.886,24.558,28.602,37.288,55.664,43.198,43.123,25.658,41.757,36.880,32.530,37.584,38.349,36.798,25.046,24.850,24.889,28.677,40.574,38.129,35.614,34.200,35.814,53.349,36.733,57.453
105,30.646,40.516,33.096,24.704,28.454,37.597,55.475,42.918,43.454,25.738,42.066,36.900,32.537,38.192,38.397,36.859,24.956,24.879,24.777,28.701,40.405,38.230,35.468,33.956,35.990,53.454,37.320,57.489
106,30.700,40.566,33.430,24.656,28.304,37.172,55.266,42.963,43.544,25.641,41.569,36.910,32.688,38.311,38.456,37.066,24.842,24.907,24.668,28.266,40.236,37.953,35.484,34.044,35.923,53.516,37.233,57.232
107,30.679,40.528,33.544,24.873,28.319,37.259,54.996,42.990,43.623,25.656,41.832,36.742,32.213,37.853,38.197,36.551,24.783,25.000,24.734,28.594,39.632,37.975,35.179,33.924,36.064,52.810,37.177,57.067
108,30.542,40.935,33.213,24.841,28.443,37.318,55.572,43.141,43.579,25.602,41.659,36.801,32.422,38.079,38.530,36.620,24.757,24.957,24.852,28.732,40.139,38.019,35.094,33.805,35.748,53.264,36.890,57.473
109,30.575,40.742,33.305,24.886,28.307,37.464,55.520,42.806,43.765,25.828,42.069,37.018,32.335,38.334,38.150,36.830,24.694,24.877,24.734,28.549,40.293,38.087,35.523,34.037,35.908,53.266,37.343,57.556
110,30.786,40.447,33.114,24.910,28.124,37.566,55.304,43.172,43.149,25.838,42.003,36.775,32.631,38.050,38.071,36.761,24.948,25.057,24.866,28.620,40.096,38.083,35.213,34.219,36.169,53.211,37.287,57.261
111,30.519,40.528,32.934,24.772,28.419,37.499,55.456,43.223,43.318,25.768,42.162,36.818,32.438,37.987,38.060,36.838,24.900,24.824,24.768,28.656,40.111,38.264,35.492,33.990,35.773,53.264,37.620,57.630
112,30.723,40.635,33.169,24.685,28.396,37.394,55.839,43.027,43.307,25.859,41.632,36.225,32.791,38.121,38.337,36.532,24.706,24.731,24.764,28.630,40.090,38.154,35.354,34.086,36.051,53.537,36.963,57.224
113,30.478,40.642,33.121,24.627,28.420,37.248,55.580,43.031,43.616,25.738,41.832,37.015,32.445,38.068,38.269,36.713,24.680,24.808,24.882,28.398,40.289,38.044,35.773,34.022,36.206,53.374,37.183,57.572
114,30.748,40.688,32.949,24.717,28.359,37.484,55.069,42.755,43.487,25.887,42.183,36.737,32.778,37.937,38.211,37.152,24.783,24.842,24.684,28.549,40.411,38.121,35.560,34.084,35.982,53.280,37.007,57.145
115,30.631,40.312,33.217,24.619,28.393,37.514,55.734,42.904,43.081,25.555,41.997,36.893,32.498,37.839,38.154,36.819,24.854,24.822,24.866,28.841,40.441,38.281,35.386,34.030,35.912,53.273,37.497,57.630
116,30.687,40.700,32.893,24.807,28.441,37.538,55.358,43.043,43.318,25.891,41.243,36.859,32.466,37.853,38.128,36.875,24.712,25.095,24.786,28.354,40.242,38.065,35.242,33.970,35.990,53.089,36.740,57.168
117,30.641,40.314,33.015,24.693,28.422,37.712,55.540,42.849,43.164,25.711,41.620,37.156,32.282,38.082,38.263,36.713,24.787,24.931,24.661,28.719,40.514,38.038,35.567,33.741,35.960,53.243,37.130,57.560
118,30.529,40.472,32.871,24.566,28.443,37.501,55.396,43.076,43.515,25.775,42.060,37.077,32.667,37.758,38.078,37.207,24.738,24.816,24.732,28.703,40.392,38.027,35.498,33.983,35.537,53.500,37.290,57.600
119,30.295,40.799,32.864,24.683,28.363,37.608,55.510,42.840,43.498,25.801,42.129,36.926,32.720,37.584,38.086,36.952,24.593,24.895,24.775,28.682,40.471,37.926,35.308,33.865,35.871,52.984,36.963,57.335
120,30.687,40.577,33.224,24.767,28.467,37.684,55.418,42.969,43.366,26.000,41.581,36.821,32.528,37.679,38.041,36.907,24.850,24.763,24.668,28.766,40.212,38.032,35.291,33.938,35.598,53.376,36.960,57.143
121,30.812,40.130,32.846,24.881,28.285,37.658,55.398,42.753,43.252,25.672,41.847,36.811,32.534,37.947,38.257,36.801,24.803,25.057,24.916,28.680,40.101,38.247,35.390,33.975,35.661,53.385,36.957,57.648
