 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32
209,38.502,30.736,28.645,24.922,24.628,19.671,21.071,19.781,21.013,28.161,21.424,25.936,24.515,42.655,44.610,34.915,31.302,36.572,25.701,27.330,45.129,35.035,25.931,24.489,71.219,23.407,19.794,20.747,19.385,19.089,18.139,16.076
210,37.417,29.421,27.682,24.639,24.141,19.662,20.515,19.764,20.824,27.222,21.208,25.374,24.178,41.286,44.821,34.730,30.605,35.633,25.082,26.675,44.629,33.919,25.835,23.906,71.255,23.013,19.721,20.764,19.385,19.104,17.931,15.994
211,36.356,28.409,27.186,24.315,24.077,19.557,20.580,19.596,20.681,26.428,21.144,25.001,23.851,41.638,44.425,34.513,29.936,34.629,24.828,26.090,43.404,32.990,25.322,23.382,71.260,22.949,19.509,20.685,19.394,19.024,18.130,16.060
212,35.740,27.546,26.697,24.228,23.783,19.774,20.443,19.728,20.617,26.308,21.011,24.440,23.692,40.713,44.920,33.885,29.633,33.452,24.388,25.424,42.246,31.523,24.588,22.828,71.225,22.777,19.242,20.696,19.422,19.013,17.931,16.047
213,34.878,26.764,26.301,23.925,23.566,19.488,20.435,19.671,20.585,25.512,20.828,24.141,23.727,39.532,44.786,33.654,28.376,32.589,24.000,24.798,41.383,30.417,24.035,22.366,71.579,22.594,19.249,20.513,19.185,18.945,18.057,15.991
214,34.028,26.178,26.013,23.705,23.608,19.624,20.243,19.440,20.481,25.369,20.862,23.979,23.342,40.120,44.609,33.414,28.280,31.644,23.694,24.595,39.881,29.362,23.464,21.953,71.513,22.514,18.976,20.534,19.299,19.007,17.951,16.069
215,33.871,25.841,25.442,23.352,23.468,19.643,20.185,19.645,20.461,24.750,20.845,23.712,23.114,39.267,44.623,33.379,27.270,30.730,23.276,24.006,38.803,28.423,23.154,21.609,71.923,22.389,18.826,20.420,19.464,19.050,17.926,16.134
216,33.681,25.418,25.171,23.283,23.256,19.475,20.145,19.521,20.619,23.977,20.662,23.503,23.162,38.160,44.737,33.017,26.714,29.684,23.177,23.631,38.154,27.650,22.640,21.254,71.585,22.259,18.976,20.332,19.497,19.026,18.027,15.991
217,32.974,25.037,24.942,23.130,23.238,19.643,20.024,19.527,20.473,23.857,20.638,23.412,23.151,37.311,44.702,32.959,26.222,30.002,23.041,23.408,36.490,27.226,22.373,20.853,71.577,22.131,18.783,20.330,19.431,19.056,17.980,16.006
218,32.929,24.697,24.887,23.050,23.095,19.622,20.124,19.603,20.491,23.442,20.572,23.056,22.905,37.336,44.877,33.166,26.457,32.768,22.871,22.978,35.135,26.587,21.970,20.609,71.958,22.025,18.768,20.668,19.676,19.020,18.274,15.918
219,32.643,24.636,24.667,22.806,23.017,19.671,20.090,19.662,20.330,23.143,20.699,22.873,22.923,36.381,44.849,32.981,25.695,32.675,22.738,23.097,35.842,26.039,21.653,20.420,71.641,21.958,18.783,20.506,19.882,19.031,18.106,15.927
220,32.029,24.372,24.192,22.868,22.839,19.570,19.979,19.678,20.466,23.206,20.598,22.808,23.029,35.412,44.823,32.704,25.965,34.027,22.645,22.804,37.750,25.724,21.425,20.031,71.339,21.842,18.865,20.522,19.759,19.003,18.010,15.952
221,35.042,27.994,26.929,23.799,23.067,19.763,20.158,19.664,20.632,23.367,20.555,22.790,22.981,34.264,44.586,33.132,25.685,33.061,22.479,22.609,36.947,25.327,21.223,20.214,70.284,21.875,18.719,20.831,19.536,19.004,18.144,15.994
222,45.636,38.103,38.226,30.733,23.800,22.153,20.504,19.648,21.943,25.956,20.560,23.724,22.867,34.076,44.670,33.015,27.013,32.228,22.262,22.268,35.918,28.597,23.444,20.150,68.308,21.762,18.712,20.865,19.662,19.077,18.128,16.033
223,46.524,37.106,39.850,32.445,23.983,23.665,20.789,19.684,21.727,26.530,20.656,24.802,22.782,35.316,44.695,32.905,26.820,30.030,22.246,22.528,34.523,33.336,24.733,19.817,67.331,21.799,18.685,20.805,19.587,18.962,18.066,16.218
224,44.964,34.466,37.637,31.760,23.802,23.867,21.074,19.775,21.446,26.558,20.674,25.132,23.048,36.354,44.554,32.774,25.981,29.215,22.176,22.965,34.092,33.427,24.344,19.683,67.816,21.754,18.809,20.773,19.469,19.030,17.875,16.199
225,43.363,32.261,35.816,30.603,23.566,23.146,21.021,19.648,21.083,26.341,20.684,24.812,22.883,35.433,44.629,32.539,25.206,28.842,22.062,23.344,34.438,32.387,23.842,19.449,68.143,21.681,18.674,20.583,19.400,19.079,17.978,16.134
226,41.261,30.378,33.765,29.507,23.558,22.243,20.802,19.659,21.013,25.624,20.569,24.384,22.923,34.637,44.651,32.652,24.386,28.021,21.956,23.383,33.941,30.759,23.039,19.627,67.972,21.653,18.616,20.582,19.391,19.010,17.917,16.069
227,41.790,33.976,33.331,29.057,24.130,21.994,20.926,19.668,21.108,25.984,20.653,24.347,23.286,35.599,44.769,33.629,28.087,32.582,23.072,24.356,42.016,30.848,24.642,24.650,69.900,21.563,18.712,20.801,19.460,19.011,18.164,16.063
228,43.170,40.420,33.372,29.425,25.012,21.445,21.557,19.667,22.036,26.970,20.767,25.093,23.753,39.518,45.210,35.412,31.826,37.260,24.356,27.417,48.822,35.269,27.205,28.217,69.712,21.839,18.996,21.178,19.488,18.972,18.176,16.145
229,43.298,40.599,32.254,28.676,25.423,21.138,21.921,19.773,21.814,26.881,20.713,25.449,23.666,41.810,44.908,36.954,31.916,40.428,24.841,28.043,48.045,36.066,27.073,27.975,71.284,21.992,19.120,21.250,19.572,18.910,18.483,16.106
230,42.675,38.502,30.921,28.062,24.994,20.783,21.897,19.762,21.476,26.832,20.677,25.498,23.568,41.437,44.869,36.624,32.029,40.087,24.521,28.606,45.432,34.693,26.248,26.779,72.188,21.907,19.103,21.114,19.575,18.985,18.355,16.100
231,41.528,36.125,29.776,27.361,24.781,20.677,21.900,19.593,21.248,26.577,20.688,25.122,23.483,40.165,44.810,36.376,31.428,38.532,24.010,28.157,43.346,33.056,25.332,25.810,73.390,21.858,19.017,21.084,19.576,19.079,18.275,16.180
232,40.636,33.856,28.771,26.785,24.336,20.469,21.433,19.587,20.984,25.974,20.526,24.817,23.154,38.663,45.087,35.805,30.582,37.447,23.685,27.361,41.955,31.532,24.639,24.607,73.903,21.758,18.837,20.721,19.500,18.955,18.066,16.128
233,39.071,31.697,28.068,26.110,24.043,20.239,21.208,19.725,20.772,24.764,20.569,24.336,23.069,37.186,44.936,35.351,29.646,34.515,23.256,26.755,39.777,30.245,24.050,24.033,74.605,21.709,18.790,20.692,19.620,19.022,18.100,16.036
234,38.716,30.343,27.427,25.717,23.976,20.065,20.916,19.706,20.696,24.157,20.523,23.980,23.156,35.970,45.244,34.617,28.736,32.456,22.882,25.965,37.375,29.256,23.542,23.496,75.999,21.708,18.708,20.525,19.632,19.026,18.186,16.051
235,38.292,28.604,26.855,25.091,23.704,19.968,20.728,19.700,20.693,24.322,20.367,23.724,22.973,34.778,43.970,34.043,28.405,30.291,22.519,25.184,34.588,28.365,22.944,22.681,75.536,21.528,18.777,20.406,19.548,18.953,18.027,15.970
236,37.046,27.739,26.312,24.767,23.536,19.862,20.982,19.498,20.571,23.979,20.268,23.458,22.751,33.764,44.219,33.825,26.977,28.776,22.391,24.639,33.500,27.352,22.568,22.281,75.377,21.503,18.702,20.371,19.456,18.987,17.951,15.917
237,36.032,26.902,25.835,24.856,23.379,19.746,20.575,19.648,20.420,23.829,20.252,23.226,22.912,33.010,44.307,33.527,26.373,27.829,22.318,24.301,32.113,26.503,22.080,21.694,75.513,21.595,18.562,20.237,19.565,18.985,18.122,15.934
238,35.264,26.311,25.333,24.249,23.183,19.757,20.414,19.717,20.396,23.435,20.272,22.939,22.666,32.145,44.271,33.200,25.437,26.941,22.014,23.774,30.943,25.973,21.722,21.413,76.544,21.436,18.564,20.290,19.444,19.046,17.828,15.989
239,34.771,25.708,25.197,23.806,23.186,19.841,20.536,19.684,20.443,22.860,20.420,22.885,22.721,31.481,44.240,32.934,24.981,26.447,22.008,23.361,29.918,25.521,21.478,20.980,78.322,21.489,18.487,20.344,19.464,19.038,17.890,15.964
240,33.945,25.567,24.801,23.612,23.028,19.785,20.251,19.563,20.472,22.584,20.180,22.758,22.546,30.984,44.337,32.856,24.331,25.998,21.851,23.215,29.023,25.170,21.201,20.730,79.131,21.388,18.502,20.357,19.509,19.015,17.819,15.992
241,33.302,25.212,24.821,23.473,22.900,19.712,20.185,19.667,20.269,22.519,20.196,22.540,22.562,30.356,45.101,32.784,23.576,25.890,21.940,22.949,28.363,24.736,20.936,20.350,81.293,21.400,18.764,20.325,19.400,19.011,17.944,15.858
242,32.794,25.111,24.476,23.317,22.999,19.802,20.224,19.626,20.340,21.867,20.201,22.393,22.751,30.041,44.877,32.359,23.161,25.825,21.747,22.663,27.770,24.342,20.926,20.395,83.423,21.498,18.646,20.309,19.522,19.001,17.794,15.808
243,32.086,24.946,24.282,23.372,22.751,19.630,20.182,19.768,20.271,22.058,20.104,22.326,22.451,29.683,44.782,32.352,23.045,25.477,21.788,22.588,27.027,23.864,20.714,20.027,83.748,21.380,18.616,20.351,19.502,19.050,17.703,15.779
244,31.720,24.758,24.235,23.301,23.022,19.652,20.127,19.692,20.253,21.657,20.246,22.338,22.735,29.237,44.760,32.213,22.785,25.483,21.756,22.355,26.467,23.782,20.479,20.045,83.714,21.498,18.612,20.341,19.344,19.028,17.983,15.911
245,31.482,24.623,24.071,22.886,22.809,19.800,20.013,19.701,20.295,21.442,20.191,22.198,22.573,29.029,44.795,31.938,22.373,25.458,21.605,22.201,25.914,23.521,20.166,19.699,84.314,21.509,18.607,20.504,19.491,18.993,17.791,15.853
246,31.025,24.348,23.917,22.772,22.798,19.789,19.953,19.634,20.314,21.192,20.250,22.093,22.499,28.795,44.810,32.026,22.161,25.496,21.638,22.175,25.482,23.219,20.145,19.621,85.512,21.339,18.410,20.144,19.375,19.004,17.720,15.860
247,30.833,24.244,23.840,22.674,22.773,19.822,20.116,19.693,20.194,20.829,20.208,22.077,22.610,28.685,44.756,31.838,22.080,25.424,21.582,21.890,25.170,23.039,20.035,19.355,86.245,21.282,18.584,20.334,19.427,19.032,17.794,16.006
248,30.379,24.003,24.028,22.941,22.529,19.484,20.061,19.535,20.349,20.937,20.170,22.047,22.576,28.292,44.933,31.749,21.733,25.422,21.435,21.882,24.836,22.897,20.024,19.431,86.381,21.279,18.655,20.250,19.335,19.001,17.959,15.846
249,30.261,24.075,23.592,22.537,22.512,19.542,19.995,19.759,20.278,20.416,20.119,21.943,22.411,28.377,44.775,31.777,21.611,25.070,21.450,21.738,24.600,22.587,19.939,19.208,85.917,21.319,18.569,20.301,19.431,19.057,17.753,15.884
250,29.910,23.724,23.641,22.651,22.583,19.686,20.145,19.603,20.188,20.364,20.097,21.899,22.605,27.986,44.718,31.785,21.621,25.257,21.479,21.703,24.369,22.463,19.664,19.190,87.052,21.414,18.715,20.257,19.350,19.044,17.855,15.956
251,29.893,23.668,23.483,22.463,22.366,19.544,20.108,19.698,20.227,20.699,20.009,21.803,22.536,27.954,44.417,31.473,21.203,25.106,21.321,21.574,24.098,22.185,19.670,19.087,86.568,21.321,18.616,20.225,19.329,19.040,17.725,15.878
252,29.303,23.671,23.692,22.326,22.470,19.744,20.185,19.646,20.231,20.332,20.037,21.750,22.488,27.610,44.951,31.370,21.463,25.319,21.490,21.423,23.578,22.224,19.600,19.025,86.519,21.301,18.644,20.244,19.453,19.040,17.811,15.855
253,29.331,23.590,23.553,22.226,22.491,19.617,20.000,19.617,20.217,20.266,20.075,21.848,22.525,27.605,44.582,31.360,21.203,25.272,21.487,21.361,23.541,22.024,19.611,18.913,87.118,21.394,18.524,20.402,19.389,18.999,17.801,15.958
254,28.967,23.481,23.566,22.194,22.454,19.744,20.050,19.646,20.346,20.086,20.029,21.706,22.607,27.484,44.607,31.452,21.032,25.144,21.279,21.426,23.479,21.885,19.453,18.935,87.342,21.313,18.418,20.044,19.405,19.032,17.782,15.870
255,28.701,23.530,23.389,22.205,22.513,19.555,19.923,19.684,20.256,20.189,20.052,21.670,22.326,27.531,44.721,31.328,21.248,25.108,21.156,21.295,23.377,21.754,19.238,18.953,87.589,21.287,18.502,20.364,19.474,18.964,17.797,16.012
256,28.583,23.335,23.235,22.084,22.390,19.604,19.955,19.587,20.288,20.061,20.002,21.712,22.300,27.324,44.847,31.194,20.974,25.186,21.254,21.252,23.303,21.769,19.444,18.830,87.571,21.463,18.487,20.209,19.372,18.858,17.838,15.952
257,28.296,23.340,23.558,22.219,22.417,19.759,19.781,19.620,20.345,20.124,20.064,21.656,22.607,27.123,44.669,31.271,21.023,25.221,21.186,21.110,22.959,21.638,19.309,18.833,86.405,21.133,18.637,20.327,19.470,19.037,17.870,15.876
258,28.029,23.466,23.427,22.167,22.503,19.581,19.842,19.621,20.349,19.834,19.936,21.631,22.504,27.200,44.519,31.039,20.891,25.095,21.405,21.320,22.953,21.561,19.179,18.748,85.526,21.370,18.521,20.283,19.241,18.972,17.814,15.873
259,28.048,23.329,23.224,22.162,22.311,19.486,19.910,19.808,20.330,20.079,20.019,21.624,22.475,27.049,44.841,31.174,20.936,24.943,21.192,21.175,22.795,21.394,19.229,18.643,85.384,21.214,18.708,20.313,19.461,18.987,17.677,15.906
260,27.819,23.192,23.318,21.918,22.378,19.568,19.844,19.638,20.276,19.986,20.040,21.586,22.467,27.049,44.598,31.199,20.836,24.981,21.223,21.294,22.947,21.351,19.121,18.643,85.179,21.214,18.378,20.102,19.322,19.074,17.782,15.940
261,27.515,23.157,23.233,21.849,22.333,19.372,19.715,19.674,20.137,20.140,19.973,21.476,22.459,26.954,44.578,31.177,20.836,24.964,21.176,21.216,22.826,21.302,18.971,18.837,85.592,21.300,18.436,20.200,19.402,19.050,17.784,15.929
262,27.520,23.051,23.024,21.982,22.471,19.563,19.755,19.676,20.195,19.916,19.925,21.661,22.390,26.934,43.782,30.935,20.785,24.892,21.141,21.042,22.674,21.365,19.011,18.540,85.485,21.114,18.607,20.169,19.536,19.059,17.731,15.840
263,27.190,23.333,22.966,21.961,22.379,19.667,19.916,19.587,20.284,19.937,19.973,21.566,22.393,26.932,44.758,30.966,20.733,25.019,21.104,20.877,22.717,21.322,19.090,18.540,86.191,21.092,18.498,20.243,19.422,18.995,17.677,15.817
264,27.112,23.054,22.808,21.756,22.140,19.516,19.807,19.448,20.153,19.874,20.046,21.518,22.403,26.895,44.136,30.877,20.920,24.989,21.195,21.000,22.438,21.161,19.006,18.538,85.250,21.325,18.446,20.202,19.431,18.961,17.834,15.863
265,26.866,23.127,22.812,21.934,22.394,19.680,19.860,19.554,20.179,19.829,19.945,21.534,22.316,26.759,44.590,30.840,20.749,24.802,21.149,21.104,22.525,21.222,19.073,18.551,86.373,21.053,18.667,20.114,19.480,19.040,17.792,15.915
266,26.700,22.825,22.985,21.977,22.200,19.492,19.923,19.603,20.127,19.925,19.950,21.475,22.353,26.774,44.055,30.824,20.740,24.905,21.163,20.960,22.402,21.253,19.001,18.638,86.385,21.144,18.504,20.093,19.505,19.028,17.799,15.850
267,26.376,23.002,22.754,21.694,22.273,19.548,19.773,19.588,20.126,19.834,20.044,21.455,22.334,26.594,44.309,30.928,20.540,24.681,21.221,20.938,22.391,21.016,18.842,18.328,86.091,21.156,18.363,20.195,19.456,18.995,17.919,15.924
268,26.229,23.095,22.731,21.747,22.119,19.602,19.834,19.695,20.176,19.855,19.911,21.400,22.347,26.559,43.916,30.703,20.842,24.814,21.345,20.899,22.301,20.968,18.989,18.453,85.466,21.193,18.549,20.207,19.291,19.008,17.784,15.841
269,26.134,22.888,22.545,21.785,22.192,19.572,19.947,19.498,20.145,19.750,19.993,21.445,22.374,26.551,43.876,30.769,20.547,24.884,21.305,20.865,22.354,20.834,18.995,18.627,85.260,21.159,18.494,20.236,19.464,19.005,17.750,15.767
270,25.917,22.774,22.630,21.790,22.186,19.523,19.902,19.513,20.211,19.762,20.040,21.314,22.297,26.624,44.072,30.699,20.621,24.734,21.486,20.954,22.279,20.951,19.045,18.496,84.028,21.030,18.425,20.011,19.319,18.981,17.760,15.835
271,25.819,22.896,22.765,21.482,22.254,19.497,19.734,19.532,20.152,19.778,19.893,21.370,22.416,26.646,44.253,30.746,20.707,24.797,21.390,20.883,22.334,20.902,18.916,18.453,84.215,21.227,18.433,20.151,19.413,18.986,17.698,15.962
272,25.521,22.854,22.750,21.594,22.119,19.396,19.731,19.657,20.196,19.827,19.888,21.443,22.406,26.650,43.973,30.707,20.514,24.844,21.451,20.960,22.289,20.862,18.913,18.531,83.073,21.212,18.489,20.134,19.364,19.042,17.716,15.881
273,25.403,22.846,22.598,21.735,22.080,19.499,19.670,19.613,20.134,19.806,19.900,21.399,22.602,26.706,44.278,30.661,20.756,24.795,21.397,20.889,22.336,20.777,18.910,18.415,82.141,21.179,18.543,20.216,19.305,18.991,17.802,15.835
274,25.329,22.841,22.756,21.630,22.183,19.480,19.633,19.454,20.123,19.811,20.090,21.407,22.663,26.563,44.115,30.589,20.666,24.692,21.337,20.914,22.375,20.786,18.848,18.446,82.079,21.146,18.365,20.283,19.436,18.923,17.654,15.940
275,25.296,22.902,22.654,21.678,22.194,19.415,19.660,19.595,20.181,19.827,19.892,21.392,22.371,26.729,43.915,30.693,20.756,24.688,21.386,20.749,22.209,20.724,18.867,18.406,82.177,20.996,18.431,20.125,19.252,18.958,17.731,15.897
276,25.107,22.707,22.765,21.468,22.183,19.383,19.517,19.592,20.114,19.720,19.919,21.261,22.451,26.623,44.081,30.557,20.736,24.502,21.290,20.806,22.359,20.716,18.812,18.406,83.139,21.107,18.468,20.072,19.478,18.903,17.681,15.908
277,24.858,22.941,22.722,21.626,22.166,19.406,19.755,19.653,20.133,19.678,19.961,21.316,22.156,26.481,44.084,30.638,20.495,24.504,21.260,20.767,22.295,20.778,18.847,18.451,84.345,20.985,18.365,20.137,19.407,18.977,17.662,15.828
278,24.868,22.926,22.577,21.514,22.156,19.503,19.694,19.610,20.048,19.703,20.020,21.344,22.196,26.641,43.913,30.583,20.495,24.627,21.164,20.864,22.191,20.861,18.726,18.431,84.072,21.048,18.300,20.148,19.341,18.878,17.709,15.847
279,24.647,22.654,22.538,21.664,22.230,19.265,19.697,19.527,20.131,19.715,19.785,21.342,22.369,26.358,44.013,30.515,21.556,24.658,21.240,20.760,22.287,20.857,18.857,18.411,84.075,21.089,18.369,20.063,19.502,18.991,17.632,15.816
280,24.643,22.779,22.630,21.507,22.174,19.462,19.609,19.532,20.074,19.801,19.882,21.313,22.286,26.459,43.988,30.473,23.997,25.401,21.073,20.785,22.719,20.678,18.810,18.312,83.644,21.124,18.476,20.213,19.315,18.938,17.769,15.856
281,24.685,22.620,22.515,21.564,22.073,19.439,19.670,19.588,20.173,19.713,19.779,21.304,22.292,26.447,43.919,30.556,23.746,24.977,21.224,20.753,22.426,20.679,18.858,18.259,83.793,21.057,18.500,20.105,19.366,18.971,17.666,15.826
282,24.325,22.785,22.378,21.379,22.204,19.469,19.810,19.518,20.174,19.745,19.950,21.266,22.210,26.401,43.814,30.654,23.084,24.924,21.012,20.796,22.201,20.625,18.927,18.391,84.667,20.962,18.453,20.069,19.254,19.057,17.755,15.856
283,24.309,22.925,22.372,21.466,22.086,19.413,19.604,19.562,20.137,19.755,19.914,21.249,22.268,26.421,44.149,30.420,22.325,24.806,21.022,20.768,22.141,20.513,18.755,18.261,84.457,21.020,18.440,20.114,19.366,18.966,17.625,15.781
284,24.208,22.710,22.575,21.409,22.139,19.370,19.823,19.512,20.065,19.680,19.900,21.313,22.241,26.332,44.038,30.515,21.977,24.570,21.181,20.663,22.295,20.606,18.760,18.277,84.270,20.992,18.401,20.060,19.350,18.966,17.755,15.860
285,24.055,22.869,22.573,21.553,22.052,19.501,19.736,19.412,20.044,19.689,19.972,21.230,22.162,26.356,43.965,30.509,21.482,24.679,21.078,20.700,22.035,20.613,18.805,18.232,84.242,21.016,18.455,20.169,19.220,18.939,17.698,15.908
286,23.911,22.795,22.658,21.509,22.126,19.353,19.633,19.593,20.152,19.346,19.838,21.215,22.196,26.266,43.998,30.493,21.502,24.544,21.128,20.703,22.061,20.608,18.712,18.241,84.263,20.921,18.358,20.028,19.313,18.858,17.720,15.828
287,24.113,22.681,22.538,21.331,22.135,19.368,19.678,19.549,20.112,19.605,19.911,21.256,22.374,26.460,43.771,30.354,21.264,24.711,21.067,20.734,22.184,20.501,18.690,18.201,85.540,21.132,18.573,20.135,19.273,18.849,17.730,15.799
288,23.878,22.893,22.868,21.256,22.152,19.338,19.760,19.606,20.188,19.607,19.784,21.174,22.204,26.256,43.916,30.424,20.926,24.633,20.991,20.650,21.990,20.532,18.741,18.342,86.004,21.080,18.356,20.026,19.380,18.917,17.770,15.699
289,23.888,22.979,22.598,21.338,21.991,19.458,19.570,19.397,20.186,19.680,19.815,21.258,22.241,26.244,43.655,30.508,20.852,24.447,21.028,20.843,22.047,20.507,18.793,18.310,85.211,20.949,18.328,20.063,19.313,18.905,17.611,15.814
290,23.787,22.824,22.263,21.703,22.054,19.415,19.551,19.538,20.137,19.582,19.882,21.140,22.485,26.260,43.818,30.419,21.087,24.392,21.062,20.698,22.113,20.408,18.753,18.388,85.203,21.093,18.479,20.026,19.221,18.970,17.713,15.900
291,23.893,22.628,22.585,21.352,21.959,19.320,19.628,19.617,20.131,19.879,19.880,21.191,22.101,26.294,43.644,30.450,20.817,24.508,21.072,20.598,22.174,20.454,18.709,18.201,85.594,21.008,18.464,20.093,19.405,18.934,17.772,15.754
292,23.756,22.657,22.622,21.482,22.138,19.290,19.697,19.548,20.108,19.477,19.892,21.220,22.249,26.274,43.891,30.345,20.759,24.388,20.940,20.689,22.068,20.530,18.719,18.268,85.162,21.045,18.494,20.046,19.312,18.905,17.672,15.779
293,23.624,22.761,22.609,21.454,22.063,19.338,19.681,19.681,20.198,19.638,19.893,21.213,22.602,26.197,43.896,30.471,20.691,24.367,21.090,20.760,22.123,20.461,18.788,18.417,86.405,20.966,18.369,20.026,19.411,18.976,17.721,15.881
294,23.582,22.755,22.545,21.221,22.120,19.520,19.757,19.549,20.108,19.612,19.933,21.132,22.419,26.196,43.729,30.280,20.666,24.702,21.083,20.766,21.945,20.596,18.730,18.286,86.657,21.005,18.303,20.148,19.385,18.960,17.709,15.914
295,23.560,22.688,22.536,21.461,22.048,19.299,19.549,19.459,20.210,19.694,19.918,21.205,22.239,26.237,43.782,30.207,20.704,24.587,20.985,20.742,22.115,20.510,18.661,18.158,87.858,21.089,18.442,20.004,19.400,18.995,17.674,15.843
296,23.460,22.790,22.639,21.486,22.121,19.370,19.752,19.534,20.200,19.736,19.789,21.256,22.316,26.169,43.749,30.558,20.717,24.323,20.873,20.763,22.180,20.511,18.710,18.393,87.719,21.110,18.330,20.046,19.327,18.911,17.679,15.770
297,23.552,22.772,22.774,21.313,22.089,19.391,19.778,19.412,20.307,19.514,19.844,21.202,22.218,26.113,43.988,30.090,20.685,24.530,21.162,20.537,22.318,20.504,18.708,18.234,88.627,21.132,18.468,20.004,19.257,18.948,17.720,15.810
298,23.448,22.606,22.609,21.516,22.021,19.217,19.689,19.567,20.685,19.666,19.980,21.217,22.149,26.180,43.893,30.145,20.524,24.481,20.936,20.606,22.186,20.607,18.779,18.337,89.001,21.187,18.408,20.030,19.481,18.972,17.715,15.813
299,23.327,22.638,22.605,21.226,22.121,19.422,19.596,19.537,20.580,19.449,19.955,21.227,22.493,26.115,43.693,30.283,20.585,24.456,21.072,20.674,22.080,20.506,18.742,18.404,88.242,21.066,18.429,20.209,19.438,18.889,17.703,15.853
300,23.559,22.590,22.534,21.422,22.166,19.469,19.591,19.609,20.496,19.748,19.840,21.240,22.477,26.179,44.088,30.461,20.547,24.587,20.995,20.570,22.125,20.413,18.647,18.355,87.492,21.172,18.427,20.134,19.341,18.948,17.733,15.719
301,23.286,22.804,22.382,21.523,22.074,19.434,19.654,19.654,20.247,19.621,19.904,21.192,22.318,26.249,43.750,30.293,20.611,24.428,20.940,20.650,21.939,20.440,18.735,18.324,86.582,21.111,18.541,20.137,19.388,18.917,17.738,15.772
302,23.189,22.713,22.532,21.388,22.050,19.381,19.881,19.452,20.351,19.696,19.858,21.185,22.475,26.068,43.909,30.377,20.637,24.373,20.978,20.638,22.104,20.431,18.699,18.377,85.281,20.972,18.453,20.040,19.178,18.936,17.706,15.801
303,23.237,22.788,22.457,21.514,22.011,19.280,19.641,19.512,20.159,19.505,19.928,21.189,22.308,26.077,43.797,30.226,20.675,24.270,20.931,20.732,22.049,20.389,18.699,18.362,86.013,21.083,18.524,20.218,19.364,18.959,17.872,15.711
304,23.090,22.657,22.654,21.393,21.935,19.428,19.649,19.562,20.179,19.659,19.877,21.204,22.260,26.370,43.926,30.292,20.611,24.519,21.042,20.662,22.129,20.414,18.692,18.304,86.982,21.115,18.545,20.181,19.273,18.939,17.689,15.796
305,23.221,22.705,22.474,21.336,22.057,19.318,19.493,19.485,20.421,19.741,20.038,21.155,22.294,26.154,44.123,30.363,20.579,24.781,20.983,20.739,22.225,20.473,18.544,18.297,86.810,21.123,18.408,20.178,19.312,18.934,17.674,15.896
306,23.135,22.691,22.483,21.208,22.469,19.462,19.504,19.477,20.208,19.766,19.942,21.176,22.239,26.190,43.888,30.597,20.669,26.357,21.195,20.673,22.020,20.444,18.678,18.250,86.399,21.043,18.605,20.112,19.391,18.895,17.777,15.849
307,23.251,22.782,22.716,21.384,22.405,19.428,19.675,19.540,20.051,19.764,20.052,21.142,22.284,26.243,43.710,30.457,20.505,26.466,21.096,20.680,22.162,20.520,18.720,18.295,86.541,21.093,18.494,20.176,19.393,18.947,17.760,15.875
308,23.062,22.567,22.549,21.447,22.337,19.527,19.633,19.590,20.198,19.640,19.947,21.151,22.363,26.858,43.913,30.414,20.453,25.819,21.113,20.680,22.154,20.539,18.701,18.384,86.468,21.040,18.403,20.116,19.368,18.939,17.833,15.831
309,23.110,22.832,22.609,21.454,22.409,19.310,19.792,19.479,20.228,19.759,19.956,21.188,22.355,26.989,44.003,30.491,20.656,25.243,21.036,20.700,21.971,20.403,18.754,18.275,86.449,21.054,18.592,20.091,19.335,18.949,17.814,15.773
310,23.046,22.780,22.479,21.406,22.260,19.480,19.744,19.700,20.326,19.593,19.959,21.165,22.393,26.915,43.889,30.434,20.553,24.975,21.087,20.705,22.031,20.549,18.713,18.234,86.429,21.022,18.556,20.137,19.371,18.953,17.644,15.795
311,23.213,22.596,22.286,21.320,22.278,19.419,19.823,19.554,20.341,19.727,19.812,21.241,22.504,26.718,44.015,30.374,20.537,24.677,21.129,20.753,22.066,20.540,18.673,18.408,87.007,21.057,18.567,20.167,19.255,18.976,17.814,15.869
312,23.068,22.713,22.600,21.397,22.128,19.514,19.639,19.468,20.283,19.752,19.904,21.301,22.151,26.667,43.864,30.448,20.418,24.544,20.883,20.628,22.150,20.580,18.616,18.283,86.394,20.991,18.468,20.337,19.391,18.966,17.823,15.853
313,23.273,22.976,22.496,21.473,22.059,19.456,19.879,19.527,20.178,19.692,19.932,21.215,22.302,26.577,43.600,30.454,20.428,24.534,20.944,20.703,22.084,20.427,18.744,18.266,85.191,20.993,18.367,20.301,19.301,18.894,17.686,15.983
314,23.052,22.732,22.532,21.345,22.094,19.342,19.776,19.471,20.195,19.734,19.892,21.175,22.228,26.445,43.812,30.353,20.302,24.540,21.005,20.664,21.963,20.551,18.726,18.225,84.200,21.094,18.322,20.156,19.368,18.877,17.742,15.779
