 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
14,126.520,112.717,92.250,80.519,75.816,77.580,79.347,88.451,84.769,75.442,82.004,70.872,68.800,69.868,67.521,71.241,150.350,78.863,63.708,65.710,56.473,61.328,61.369,63.859
15,125.601,112.580,91.963,80.097,76.020,77.852,79.078,88.766,84.932,75.972,82.085,70.384,68.923,69.357,67.026,71.794,150.477,77.621,64.287,65.701,56.611,61.386,61.080,63.757
16,125.289,112.673,91.691,80.207,76.512,78.442,78.563,88.783,84.666,75.911,81.258,70.711,68.904,69.277,67.360,71.318,150.823,77.919,64.338,65.720,56.363,61.551,61.171,63.715
17,127.482,112.498,91.628,80.404,76.264,77.862,78.709,88.487,84.477,75.742,82.151,70.564,69.126,69.479,66.935,71.582,150.288,78.891,63.678,65.611,56.507,61.451,61.038,63.568
18,125.952,112.491,91.791,80.056,76.712,77.620,78.643,88.796,85.236,75.070,82.135,69.931,68.637,69.485,66.927,71.616,149.882,78.310,64.154,65.829,56.174,61.161,61.045,63.621
19,125.687,112.771,91.900,80.138,77.519,77.599,78.388,88.899,85.000,75.442,81.325,70.678,69.239,69.495,67.273,71.526,150.804,78.542,64.853,65.774,56.805,60.904,60.912,63.576
20,125.354,112.277,91.552,79.985,78.327,77.761,78.500,88.678,84.955,75.741,81.798,70.178,69.233,69.350,67.330,71.905,150.863,77.861,63.835,65.553,56.715,60.907,60.670,64.387
21,124.357,112.439,91.439,80.134,78.631,77.307,78.854,88.522,83.799,75.900,81.347,70.936,69.162,69.354,67.084,71.816,149.343,78.499,64.044,65.956,56.535,61.198,61.074,63.112
22,125.788,112.796,91.423,80.013,78.783,78.366,78.898,88.217,84.281,75.609,81.625,70.270,68.627,69.296,67.264,72.163,149.806,78.355,64.135,65.705,56.384,61.223,61.017,64.205
23,126.225,112.687,91.116,80.104,78.987,77.777,78.096,88.404,84.867,75.177,80.704,70.742,68.910,69.692,67.217,71.888,150.284,78.580,64.242,65.595,56.495,61.042,60.931,64.192
24,125.769,112.925,90.238,80.076,78.832,78.011,78.622,88.213,84.362,75.450,82.220,70.569,68.817,69.295,66.905,71.920,150.463,78.968,64.131,65.471,56.433,61.309,61.034,63.979
25,125.134,112.762,90.190,80.291,78.801,79.023,78.102,88.994,85.146,75.230,81.620,70.566,68.816,69.634,67.137,71.607,150.253,78.782,64.229,65.501,56.524,61.468,60.902,63.960
26,125.221,112.363,90.659,80.345,78.484,79.818,78.149,89.279,83.869,75.691,81.689,71.111,68.956,69.416,66.992,71.791,150.442,78.036,63.960,65.361,56.709,61.781,61.088,64.077
27,126.349,112.470,90.624,79.987,78.049,79.489,78.760,88.453,85.407,75.372,81.024,70.386,69.129,69.522,66.922,71.515,150.633,78.317,64.525,65.359,56.446,61.321,61.336,63.792
28,126.228,113.355,90.476,80.373,77.753,80.322,78.314,88.547,84.402,75.674,81.733,70.318,68.881,69.510,67.240,71.481,150.555,78.418,64.599,65.656,56.083,61.428,61.705,63.672
29,125.619,113.062,89.834,79.879,76.907,80.094,78.389,88.710,84.166,75.185,81.404,70.773,69.100,69.697,66.940,71.777,151.184,78.167,64.233,65.819,56.161,61.449,61.866,64.285
30,124.781,112.664,90.008,80.271,77.181,79.899,77.941,88.107,84.751,75.404,81.296,70.320,69.272,69.558,67.194,71.840,150.213,78.017,64.131,65.547,56.896,61.454,61.432,63.885
31,124.615,113.152,89.903,80.349,76.801,79.968,78.118,88.635,84.108,75.638,81.642,70.393,68.890,69.508,66.471,71.944,151.442,78.542,63.965,65.689,56.728,60.774,61.353,64.064
32,126.708,113.659,90.059,80.124,76.603,78.799,78.068,89.049,84.073,75.747,81.598,70.566,68.759,69.244,67.582,72.303,150.742,78.409,64.352,65.918,56.620,60.942,61.455,63.776
33,126.084,113.620,89.621,80.147,76.127,78.867,77.516,88.571,84.623,75.213,82.155,70.735,69.150,69.726,66.646,72.359,149.766,79.319,64.252,65.546,56.883,61.802,60.842,63.032
34,125.659,113.839,89.530,80.049,76.302,78.512,78.136,88.745,84.779,75.550,82.131,69.604,69.131,69.510,66.813,72.012,149.757,78.195,63.660,65.564,56.660,61.365,61.020,64.077
35,124.685,113.769,90.840,79.759,75.958,78.587,78.161,88.500,84.736,76.007,81.302,69.891,69.058,69.146,67.478,72.323,150.102,78.514,63.559,65.935,56.580,61.412,60.837,63.459
36,125.337,113.811,90.355,80.468,76.047,79.023,78.341,88.772,84.440,75.634,81.656,71.019,68.891,69.299,66.788,72.065,150.972,79.041,64.236,66.211,56.327,60.961,61.180,63.421
37,126.288,113.802,90.043,79.840,76.136,79.435,77.892,92.281,84.538,75.983,81.773,70.872,69.306,69.438,66.945,71.876,151.012,78.328,64.105,65.401,56.894,61.430,60.840,63.253
38,125.709,113.509,90.355,80.148,76.322,79.684,78.000,91.607,84.555,75.939,81.515,71.237,69.214,69.289,67.102,71.522,150.548,77.968,64.075,66.082,56.750,61.444,61.124,63.469
39,124.448,113.120,90.624,79.841,76.140,80.613,77.997,89.758,84.945,75.466,81.398,71.047,68.932,69.422,66.559,72.071,150.740,78.717,63.967,65.455,56.858,61.384,60.906,63.547
40,124.543,113.229,90.111,79.917,75.588,80.973,78.115,88.798,84.518,75.523,81.967,70.656,68.778,69.598,66.900,71.276,150.991,77.959,64.147,65.370,56.410,61.070,60.659,63.245
41,123.477,113.446,90.258,80.028,75.761,81.240,77.819,89.607,84.472,75.144,81.931,70.493,68.878,69.527,66.870,72.498,150.683,78.182,64.313,65.628,56.771,61.289,60.960,63.275
42,124.778,113.526,90.022,80.193,75.938,81.253,78.329,90.092,84.628,75.375,81.791,70.661,68.876,69.070,66.507,71.519,150.977,78.191,64.273,65.741,56.255,61.356,60.548,63.195
43,126.109,114.067,89.756,79.872,75.907,80.482,77.853,89.335,83.759,75.471,81.993,70.209,68.770,69.401,67.015,72.087,150.009,78.981,64.616,65.565,56.735,61.658,61.293,63.173
44,125.631,113.052,90.054,79.619,75.755,80.677,78.245,89.772,84.653,75.307,81.807,70.995,68.461,69.468,67.218,72.338,149.818,78.195,64.056,65.375,56.809,61.389,61.158,63.197
45,125.060,114.189,90.032,79.874,76.348,79.898,77.643,89.702,84.402,75.212,81.560,70.763,69.108,69.470,66.794,72.136,150.808,78.666,64.011,65.461,56.830,61.030,61.304,63.056
46,123.694,113.176,89.639,79.798,75.907,79.429,78.072,89.116,84.992,75.600,81.731,71.118,68.688,69.375,66.745,71.869,149.794,78.469,64.100,65.584,56.641,61.451,60.607,63.749
47,123.009,113.625,90.030,80.301,76.108,80.304,77.732,89.159,84.920,75.517,81.864,69.908,68.788,69.355,66.819,71.816,149.496,78.248,64.095,65.359,55.970,61.218,60.350,63.216
48,124.630,114.107,90.012,80.202,76.089,79.256,77.726,89.287,84.420,75.089,82.004,70.370,68.808,69.145,66.455,72.097,149.175,78.925,64.271,65.339,56.796,61.263,61.172,63.373
49,126.174,113.314,90.035,80.172,75.831,79.018,77.559,88.534,84.661,75.091,81.655,70.853,68.957,69.429,67.213,72.083,149.898,77.942,64.245,65.550,56.915,61.737,60.571,63.141
50,125.167,113.500,90.012,80.288,75.702,78.691,77.518,88.247,84.136,75.669,81.864,70.931,68.936,69.761,66.350,72.185,150.300,78.390,64.357,65.203,56.250,61.512,60.971,63.237
51,124.374,114.253,90.356,80.494,76.148,78.726,77.434,88.378,83.648,75.159,81.365,70.597,69.020,69.737,66.831,71.645,150.106,78.809,64.075,65.534,56.291,60.879,61.131,63.261
52,123.599,113.380,89.934,80.396,75.430,78.011,76.920,88.073,84.420,75.452,81.755,71.092,68.966,69.286,66.661,72.298,150.028,78.852,64.420,66.013,56.304,61.302,60.707,63.379
53,123.797,112.339,89.805,79.949,75.910,78.396,77.774,88.974,84.646,75.314,82.093,70.301,69.372,69.453,67.103,72.325,150.014,78.672,64.186,65.557,56.577,60.805,61.052,63.309
54,125.258,112.861,90.165,79.911,75.743,78.307,77.966,88.747,84.430,75.525,82.355,70.924,68.930,69.275,66.842,72.267,151.050,78.559,64.268,65.370,56.741,60.993,60.779,63.467
55,125.228,113.332,90.030,79.897,75.780,77.154,77.670,88.502,84.246,75.235,81.636,70.531,68.990,69.580,66.611,72.289,150.357,78.471,64.382,65.837,56.688,61.589,61.307,63.424
56,125.010,113.586,89.798,80.116,76.022,77.818,77.615,89.124,84.384,75.108,81.951,70.737,68.990,69.208,66.850,71.901,150.120,77.764,64.177,65.711,56.853,61.447,61.326,63.264
57,124.289,113.377,90.545,80.263,75.891,78.449,77.587,88.481,84.367,75.035,81.867,70.180,68.749,69.297,67.117,71.810,150.421,78.358,64.105,65.517,56.125,61.391,60.682,62.821
58,124.076,113.751,89.624,80.622,75.888,77.981,77.587,88.672,85.013,75.727,81.351,70.834,68.835,69.197,66.738,71.743,150.393,78.694,64.403,65.929,56.813,60.944,60.886,63.040
59,126.026,112.985,90.047,79.860,75.988,78.138,77.618,88.406,84.264,75.181,81.202,69.457,68.914,69.597,66.723,72.031,150.847,77.934,64.261,65.353,56.656,61.244,61.038,63.421
60,125.753,113.325,89.598,80.122,76.000,77.682,77.383,88.993,84.442,75.354,82.015,70.540,68.656,69.382,66.464,72.316,150.230,78.857,63.750,65.494,56.628,61.681,60.869,63.453
61,124.946,112.686,89.671,80.202,75.637,77.408,77.298,89.137,84.302,75.202,81.887,70.806,68.729,69.482,66.762,71.823,150.009,78.503,64.205,65.761,56.730,61.551,61.094,63.413
62,123.810,114.347,89.909,79.749,75.792,77.606,77.103,88.260,84.435,75.431,81.393,70.393,68.708,69.236,67.137,71.362,149.934,78.557,64.322,65.486,56.643,61.277,60.899,63.685
63,126.455,129.583,99.157,80.352,76.732,78.401,78.296,88.624,84.412,75.368,81.562,70.763,69.324,69.658,68.324,72.241,149.392,80.030,64.151,65.420,56.968,61.725,60.969,63.696
64,166.099,199.047,170.241,82.827,92.473,94.307,90.186,98.037,123.259,81.457,83.664,76.040,73.490,74.678,78.801,73.000,150.385,106.869,64.597,65.847,57.314,62.414,61.389,64.371
65,197.872,197.320,200.634,87.760,105.869,102.481,106.984,98.526,168.153,89.681,87.713,84.573,78.119,79.437,80.364,74.507,149.542,123.428,65.287,66.890,57.454,62.844,61.283,64.560
66,194.739,187.416,209.688,91.247,104.856,102.922,118.423,95.380,160.535,87.971,88.509,87.453,80.049,79.665,81.912,74.643,150.617,124.274,66.035,67.185,57.582,61.995,61.734,65.491
67,185.711,174.196,212.253,93.605,100.774,99.572,123.885,93.624,148.146,85.361,87.373,86.282,81.155,80.645,92.059,74.866,150.144,120.071,66.054,67.599,57.860,62.247,61.857,64.360
68,178.542,155.538,207.382,94.096,96.525,97.730,127.528,98.199,139.967,84.848,87.316,86.031,80.399,79.861,92.087,75.095,150.877,115.325,65.567,68.062,58.431,62.414,62.146,64.403
69,193.079,176.752,222.548,113.998,106.763,102.654,133.948,98.007,180.171,96.380,92.411,89.384,81.900,83.204,93.423,76.434,150.867,124.298,66.468,69.140,58.391,62.696,61.355,64.949
70,203.934,191.243,231.159,130.020,114.852,106.258,140.627,95.453,184.724,99.884,96.587,90.467,85.469,87.008,105.893,77.418,150.435,131.946,67.217,70.662,58.830,62.675,62.049,65.621
71,202.522,176.135,223.591,128.507,109.877,103.541,143.504,96.629,171.505,98.008,96.684,93.379,86.616,88.150,109.646,78.884,149.742,134.128,67.888,71.071,58.355,62.991,62.553,65.728
72,201.409,156.776,215.859,123.928,105.121,101.352,142.668,100.026,157.535,94.392,95.244,94.057,86.540,88.448,109.514,78.517,150.600,130.655,66.662,70.545,58.503,62.965,61.892,66.027
73,200.912,141.356,210.189,121.764,102.027,100.339,144.805,97.721,145.372,91.319,95.187,95.296,86.262,87.689,107.570,78.466,150.336,133.064,67.117,70.787,58.671,63.060,62.035,66.363
74,216.415,144.653,211.600,130.240,104.223,102.221,146.668,98.633,157.183,95.629,96.198,95.905,87.243,90.239,111.758,78.963,150.123,138.792,67.128,71.849,59.316,63.214,62.023,67.072
75,228.857,186.991,224.349,149.011,113.397,106.675,150.422,100.665,195.018,110.974,104.936,95.922,87.540,91.004,113.816,80.155,151.081,143.904,67.053,73.950,59.221,64.437,62.478,66.963
76,229.942,187.440,224.548,146.268,114.258,106.445,151.220,98.567,187.550,110.735,107.375,95.991,89.479,91.065,110.052,80.835,149.657,145.792,67.559,75.204,59.198,64.856,62.596,67.672
77,229.210,186.423,227.192,145.909,113.263,105.159,151.546,99.880,173.148,105.984,105.382,95.730,91.110,91.966,113.326,81.150,149.856,146.332,67.245,74.579,59.936,64.763,61.980,68.128
78,228.753,170.630,224.031,145.365,110.830,105.512,152.490,103.901,167.819,104.977,105.349,96.192,90.793,93.353,115.508,82.088,150.823,147.615,67.296,75.366,59.773,65.121,62.547,68.395
79,239.970,158.061,223.449,149.408,116.954,106.345,154.555,100.826,197.711,119.373,115.155,99.386,91.126,93.180,113.896,81.986,151.033,147.919,67.061,77.878,59.930,65.116,62.939,69.072
80,243.295,177.819,224.142,151.001,118.671,107.484,154.459,98.129,194.548,119.531,117.758,98.419,91.965,93.313,120.173,84.022,150.705,146.176,66.911,80.662,60.357,65.705,62.860,69.053
81,240.619,172.586,218.143,147.052,114.483,105.284,153.739,96.114,178.543,115.310,115.171,98.059,91.925,93.178,121.990,85.352,150.347,142.313,66.821,80.319,59.656,65.698,63.049,69.509
82,238.316,154.837,212.611,139.334,109.283,101.862,153.395,94.129,165.374,109.424,111.147,96.884,91.612,92.764,122.069,83.444,150.549,144.105,66.499,79.887,59.866,64.858,62.988,68.931
83,235.592,139.932,207.119,132.306,105.372,100.717,151.972,93.197,152.312,105.619,106.542,95.953,91.026,92.975,120.342,83.544,150.990,137.092,66.252,78.089,59.932,64.614,63.132,69.477
84,234.334,131.534,201.780,128.622,102.565,99.355,151.158,92.129,144.028,100.114,102.482,96.870,90.305,92.504,119.005,83.784,150.298,133.056,65.930,77.891,60.117,64.696,62.816,69.664
85,233.223,124.755,194.473,123.153,99.957,97.253,151.121,92.129,135.465,97.551,100.095,95.152,89.676,92.031,117.380,82.835,150.475,129.315,65.098,76.747,59.013,63.802,62.908,69.523
86,231.635,120.876,190.899,119.516,97.245,96.323,150.195,91.663,128.942,95.826,96.773,95.322,88.234,91.624,112.401,82.493,150.870,126.116,65.343,75.466,59.641,63.468,62.656,69.755
87,230.053,118.746,184.053,114.649,94.381,93.760,149.319,91.493,122.899,92.260,95.436,94.858,87.815,90.452,108.166,80.838,151.043,122.510,65.054,74.449,58.985,63.104,62.567,69.429
88,226.249,116.880,176.038,110.018,92.397,92.090,147.571,90.277,118.920,90.593,93.529,93.777,86.546,89.338,103.536,80.252,151.601,115.867,64.804,73.837,58.518,62.581,62.634,69.467
89,225.828,116.523,169.371,106.382,89.989,91.592,145.410,90.807,113.857,88.532,91.287,92.024,85.500,88.885,99.718,79.971,150.276,108.178,65.166,72.977,58.815,62.340,62.149,69.077
90,221.705,115.109,162.666,102.377,88.161,90.253,144.490,89.908,111.101,87.395,90.427,91.647,85.171,88.390,97.482,79.248,150.236,105.122,64.848,72.330,58.537,61.711,62.051,68.920
91,218.511,114.760,157.123,99.694,86.670,89.624,143.214,90.691,107.093,85.799,88.960,90.377,83.756,87.273,93.951,79.502,150.853,100.848,64.180,71.630,59.023,61.468,62.123,68.328
92,216.426,115.556,150.930,96.973,85.324,87.961,141.920,90.047,105.455,84.620,88.475,88.896,82.820,85.888,91.832,78.590,150.281,95.527,64.862,71.218,58.696,61.949,61.833,68.339
93,210.240,115.060,147.454,95.230,84.415,86.523,140.171,89.860,102.573,83.531,88.064,87.363,82.179,85.584,89.022,78.194,151.163,92.685,64.933,70.405,58.389,61.354,61.763,68.339
94,204.707,115.735,142.818,93.122,83.454,85.141,137.851,89.652,100.952,82.951,86.395,86.967,81.309,84.095,87.124,77.910,150.920,89.983,64.946,70.501,58.284,61.532,61.776,68.173
95,203.820,114.794,139.520,91.829,81.965,84.537,135.566,89.624,98.809,81.643,86.376,85.780,81.010,83.357,85.087,77.187,150.473,87.807,64.944,69.507,58.250,61.468,61.356,67.981
96,199.113,114.299,135.897,90.591,81.651,84.541,134.491,89.369,97.915,80.910,85.822,85.026,79.473,82.822,83.041,77.071,150.244,85.730,64.629,69.084,58.231,61.411,61.931,67.219
97,192.530,114.769,133.018,89.403,81.549,83.246,133.065,88.843,96.163,80.467,85.456,84.178,79.569,82.504,82.027,76.607,151.804,84.167,64.478,68.885,57.645,61.519,61.773,67.163
98,187.262,114.536,130.336,87.975,80.598,83.069,131.183,89.060,95.648,80.722,84.993,83.066,78.650,82.210,80.441,76.668,151.546,84.180,64.368,68.531,57.582,61.742,61.636,66.797
99,189.143,114.394,127.503,87.481,79.650,82.332,129.395,88.968,93.550,79.930,84.611,82.889,78.437,82.969,79.470,76.240,150.657,83.557,64.371,68.180,57.730,61.300,61.321,67.579
100,188.782,114.815,124.880,86.252,79.250,81.730,127.152,89.298,92.786,78.786,84.265,81.268,78.177,82.482,78.104,76.629,150.019,81.600,64.573,68.312,57.306,61.281,61.551,66.565
101,187.185,113.928,122.923,85.660,78.601,81.465,124.972,89.491,92.146,79.291,83.840,81.294,77.426,81.697,77.117,76.282,149.756,81.872,64.683,68.023,57.463,61.826,61.332,66.645
102,182.394,114.078,119.847,85.604,78.892,80.700,123.870,89.228,91.128,78.367,84.045,79.647,76.628,81.073,76.141,76.605,150.451,81.471,64.145,67.842,57.705,61.368,61.641,66.699
103,180.223,114.820,121.177,84.714,79.329,82.700,124.864,89.607,90.839,78.590,83.302,79.791,76.635,81.528,75.162,75.840,151.411,83.448,64.531,67.753,57.329,61.404,61.880,66.219
104,184.042,115.034,124.583,84.422,80.146,86.189,128.500,89.710,89.384,77.805,83.418,79.526,77.115,82.300,75.018,75.536,151.173,88.760,64.412,67.357,57.913,61.523,61.760,66.280
105,189.726,114.819,127.954,84.126,80.420,86.935,132.171,95.805,90.362,78.327,83.518,81.045,78.020,83.297,74.012,75.838,150.179,89.000,64.352,67.307,57.558,61.846,61.988,66.853
106,191.676,114.702,128.872,83.651,80.463,86.413,131.962,94.837,88.633,78.057,83.598,81.943,78.793,84.472,73.804,75.966,150.953,89.478,64.650,66.933,57.588,61.432,61.535,66.579
107,190.740,114.125,124.994,83.555,80.034,85.534,130.447,93.684,88.925,77.641,83.271,81.694,79.019,84.450,73.133,75.553,151.646,86.775,64.476,66.916,57.236,61.558,61.670,66.315
108,191.411,113.845,121.407,83.109,79.470,83.696,128.361,92.054,87.987,77.218,82.922,80.948,78.371,83.601,72.386,75.466,149.915,84.565,64.632,66.545,57.195,61.486,61.429,66.896
109,186.479,114.112,117.941,83.058,79.301,83.521,128.086,90.642,88.653,77.365,82.413,79.410,77.787,82.764,71.808,75.570,150.674,82.782,64.489,66.433,57.444,61.268,61.104,67.136
110,181.617,115.355,115.885,83.086,78.746,81.889,125.907,90.015,87.859,77.152,82.545,79.645,77.157,80.974,71.968,74.976,150.234,81.597,64.261,66.416,57.108,61.479,61.547,66.285
111,175.555,114.262,113.108,82.332,79.197,80.901,123.696,89.858,87.156,76.680,83.069,79.398,76.222,80.608,71.104,74.214,149.737,81.473,64.284,66.464,57.408,61.082,61.346,66.475
112,171.510,114.571,110.662,82.596,79.035,80.830,123.615,89.764,87.452,77.024,81.585,77.827,76.437,79.622,70.949,73.687,150.756,80.827,64.152,66.540,57.586,61.488,61.035,66.267
113,167.747,114.966,108.940,82.222,79.005,80.509,121.525,89.590,87.188,76.379,83.382,77.884,75.448,79.359,70.635,74.000,150.464,80.131,63.895,66.636,56.722,61.230,61.227,65.979
114,163.639,113.181,106.387,81.920,79.148,80.208,120.587,89.697,86.915,76.288,82.440,76.358,74.809,77.966,70.500,73.687,150.730,79.760,64.065,66.181,56.739,61.295,61.114,65.469
115,161.188,115.009,104.970,82.088,78.773,79.779,118.348,88.191,86.633,76.408,82.638,77.246,73.695,77.050,70.492,73.946,150.404,79.861,64.373,66.613,57.153,61.328,61.315,64.947
116,163.721,114.309,103.753,81.725,78.884,79.837,117.072,88.788,86.188,76.326,82.376,76.562,73.209,76.129,69.652,73.129,150.581,79.557,64.189,66.187,57.195,61.507,61.068,65.187
117,162.354,114.330,102.744,81.868,79.018,79.049,115.292,89.144,86.663,76.007,82.262,74.844,72.856,75.274,69.782,72.643,150.816,79.231,64.574,66.202,56.558,61.144,61.083,65.221
118,158.867,114.476,101.656,81.597,79.113,79.267,112.556,89.006,86.327,76.722,82.505,75.424,72.113,74.806,69.795,72.315,150.898,78.418,64.065,66.157,56.724,61.272,60.919,65.216
119,155.028,114.964,100.772,81.536,79.849,78.590,111.344,89.470,86.171,76.113,81.956,75.121,71.669,74.010,69.199,72.692,150.847,78.959,64.699,65.845,56.836,61.295,61.524,64.733
120,152.284,114.366,99.615,81.955,79.378,79.415,109.948,88.693,85.611,75.934,82.567,73.908,71.309,73.634,69.218,72.776,149.719,78.914,64.408,66.129,57.178,61.396,61.304,64.491
121,149.338,114.450,99.083,81.273,79.532,79.005,108.634,88.942,85.686,76.188,82.224,73.185,70.991,73.095,69.360,73.024,150.437,78.379,64.797,66.441,56.871,61.421,61.121,64.976
122,147.553,114.418,98.388,81.477,79.561,78.595,107.596,88.910,85.799,76.268,82.178,72.038,70.784,72.850,69.361,72.954,150.378,79.086,64.380,65.652,56.875,61.328,61.012,64.237
123,144.869,114.735,98.272,81.152,79.402,79.299,106.956,88.974,85.394,76.126,81.931,72.306,70.609,72.866,68.842,71.917,150.849,78.749,64.639,66.170,56.554,61.275,61.473,64.901
124,142.938,114.589,96.785,81.143,78.976,79.422,105.984,88.897,85.422,76.040,82.458,71.701,70.754,72.461,68.775,72.468,150.241,78.957,64.089,66.234,56.938,61.177,61.154,64.939
125,141.674,114.198,96.710,81.088,78.540,80.122,104.878,88.103,85.214,76.380,82.327,71.730,70.392,71.982,68.488,72.048,150.494,79.051,64.198,66.084,56.692,61.619,61.312,64.760
126,140.210,114.994,96.425,81.283,78.481,80.853,102.768,88.743,85.940,75.817,81.707,71.704,70.239,71.513,68.556,71.946,150.653,78.874,64.368,65.815,56.652,61.523,61.479,64.616
127,138.803,115.128,95.736,80.977,78.067,81.191,103.370,89.301,85.256,75.781,82.344,71.360,70.266,71.149,67.912,71.446,150.381,78.501,64.606,65.707,56.902,61.526,61.312,64.597
128,138.028,115.308,95.062,81.073,78.192,81.357,101.988,88.891,84.937,76.232,82.420,71.476,70.081,71.265,68.271,72.274,150.374,78.666,64.618,65.977,56.552,61.489,60.869,64.077
129,136.576,115.371,95.797,81.307,77.270,83.164,101.071,89.024,84.709,75.946,82.111,71.621,70.228,71.256,68.283,71.956,150.426,77.961,64.291,65.848,56.900,61.540,61.020,64.509
130,138.657,114.972,95.498,80.671,77.333,83.792,101.248,88.496,84.279,76.167,82.122,70.858,70.051,71.161,68.210,71.796,150.830,78.544,65.016,66.162,56.792,61.404,61.000,64.440
131,139.857,114.352,95.629,80.904,77.108,84.761,99.224,88.772,85.384,75.960,82.371,70.649,70.355,70.789,68.353,71.845,150.594,78.058,64.356,65.493,56.565,61.518,61.169,64.373
132,138.118,115.174,96.017,81.389,76.862,85.816,97.195,88.603,85.080,75.374,81.682,70.765,70.142,70.771,68.309,72.949,150.258,77.805,64.173,65.624,56.308,61.519,60.954,63.773
133,136.496,115.399,95.614,80.773,76.702,84.781,97.074,88.676,85.204,76.041,81.965,70.981,69.898,70.974,67.900,72.532,150.633,77.964,64.096,65.639,56.571,61.130,61.369,64.000
134,134.864,115.404,95.685,80.813,76.623,84.447,96.426,89.386,84.643,76.161,82.207,71.486,69.679,70.584,67.978,72.107,149.352,78.503,64.804,65.676,56.692,61.096,61.253,64.219
135,133.646,116.079,95.768,81.301,76.772,83.675,94.522,89.294,84.970,75.875,82.251,71.180,69.613,70.355,67.882,71.415,149.132,77.936,63.870,65.612,56.388,61.333,61.287,63.987
136,133.040,114.974,96.152,81.153,76.419,83.217,95.016,89.114,84.545,75.959,81.349,71.116,69.788,70.398,67.668,72.269,149.418,78.426,64.245,65.302,56.257,61.421,61.092,63.741
137,130.778,115.450,95.704,81.041,76.245,82.652,94.111,88.845,85.359,76.168,82.105,70.915,69.407,70.062,67.808,71.755,149.683,78.105,64.282,65.764,56.885,61.179,60.903,63.544
138,131.073,115.330,94.755,81.090,76.422,82.585,94.268,88.946,84.440,75.827,82.429,70.972,69.425,70.184,67.475,71.626,150.218,78.377,64.662,65.607,56.427,61.025,61.032,63.424
139,130.632,115.939,95.069,80.718,76.134,81.682,94.248,88.200,84.535,76.155,82.253,70.957,69.495,70.625,67.676,71.194,148.790,78.120,64.615,65.947,56.582,61.600,60.593,63.656
140,130.398,116.417,95.016,81.078,75.936,81.307,93.934,88.955,84.719,76.079,81.358,70.829,69.470,69.809,67.489,71.871,150.182,77.827,64.068,65.798,56.730,61.360,60.828,63.691
