 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
16,130.414,120.856,95.926,85.204,80.819,89.173,95.615,95.483,90.905,80.018,88.336,77.218,72.818,73.304,67.951,74.291,166.106,82.640,68.419,70.206,55.316,61.975,61.438,67.397
17,130.102,121.068,95.975,85.386,80.447,88.208,94.858,95.346,91.877,80.083,88.329,75.583,73.119,73.278,67.648,74.364,165.222,82.940,67.828,70.016,55.023,62.109,61.320,66.941
18,129.854,121.752,95.618,85.550,80.801,88.514,94.236,96.075,90.327,80.233,88.116,76.538,73.127,73.542,67.757,74.995,164.863,82.396,68.095,70.108,54.960,62.035,61.406,67.077
19,128.948,120.854,95.286,85.156,81.126,88.468,94.009,95.695,91.141,80.402,87.433,76.597,73.173,73.414,67.514,75.117,165.350,83.214,68.089,69.911,55.042,62.372,61.035,67.101
20,128.213,120.607,95.781,85.257,80.819,88.675,93.468,95.410,90.528,80.211,88.082,76.227,73.120,73.407,67.190,75.281,165.827,82.702,67.912,69.966,55.112,61.998,61.551,67.416
21,128.132,121.035,95.820,85.445,80.776,88.511,93.596,95.361,91.113,80.199,87.525,76.604,73.091,72.845,67.474,74.418,165.787,83.154,67.967,69.924,55.512,62.135,60.922,66.955
22,129.931,121.187,95.303,85.438,80.541,88.390,92.932,95.418,91.060,80.241,87.765,76.668,72.883,73.404,66.801,74.471,165.835,82.017,68.124,70.065,55.389,62.312,61.276,67.224
23,130.416,121.335,95.717,85.463,80.859,89.175,91.658,95.983,90.633,80.019,87.235,76.244,72.432,73.067,67.378,74.764,166.179,81.683,67.786,70.286,55.093,61.951,61.167,67.136
24,130.181,121.495,95.758,85.422,80.617,88.920,91.705,95.491,90.796,79.844,87.385,76.142,73.085,73.467,66.993,75.003,164.042,82.972,68.177,69.777,55.155,61.795,61.559,67.507
25,129.337,121.461,95.327,85.751,80.760,88.191,91.345,94.562,90.384,79.959,87.113,76.332,72.282,73.055,67.037,74.631,165.291,82.565,68.145,69.851,55.187,61.779,61.624,66.851
26,128.697,120.843,95.644,85.374,80.894,88.053,90.976,95.043,91.550,79.501,88.007,76.239,73.003,73.341,66.724,75.313,165.906,82.831,68.042,69.977,55.125,61.996,61.429,66.336
27,128.714,121.601,95.233,85.391,80.448,88.436,90.690,95.363,91.116,80.404,86.873,76.232,72.608,73.192,66.872,75.262,165.395,82.619,67.641,69.856,55.516,61.733,61.140,67.029
28,129.421,121.290,105.251,85.481,81.661,90.855,92.494,95.393,90.761,79.958,88.589,76.265,73.994,74.520,74.523,75.214,165.139,86.278,67.219,69.846,55.270,62.086,61.398,66.848
29,148.332,170.725,145.029,86.817,92.344,105.942,109.487,99.479,115.497,82.897,89.060,81.239,79.310,79.717,86.518,74.728,166.310,107.653,67.832,70.340,55.435,62.170,61.240,67.261
30,173.644,222.998,208.293,92.135,107.725,115.134,133.807,100.927,168.869,91.657,92.767,88.699,85.017,83.749,85.466,75.978,166.043,112.443,68.650,71.337,55.507,63.011,61.745,68.136
31,174.394,211.926,215.196,93.390,106.972,113.610,145.602,98.567,169.932,92.576,94.367,93.040,87.191,84.851,83.735,76.497,165.357,110.248,68.667,71.857,56.045,62.972,61.932,67.976
32,170.347,217.866,223.385,98.834,107.301,113.277,152.472,97.742,176.500,95.191,95.433,93.393,88.691,84.879,84.453,77.151,165.728,109.630,69.068,72.311,55.962,62.868,61.771,68.544
33,170.993,203.277,219.460,103.110,107.352,112.014,155.503,102.978,191.505,98.888,98.338,95.209,89.939,86.349,89.264,77.281,165.199,110.507,69.289,72.758,56.070,62.809,61.616,68.528
34,176.746,184.416,220.887,108.721,106.993,111.634,158.156,101.856,183.626,98.575,99.202,96.109,89.948,87.388,95.055,77.065,167.452,109.675,69.601,74.304,55.877,62.361,61.510,68.845
35,180.504,166.867,218.910,115.835,108.055,111.394,160.012,98.938,173.402,97.034,99.080,96.832,89.417,87.837,95.622,77.279,162.924,112.983,69.620,74.689,55.883,61.939,61.923,69.789
36,184.209,152.707,216.808,117.346,106.306,110.074,160.155,97.904,162.198,95.024,98.731,95.315,89.254,87.587,93.212,76.995,163.887,111.531,69.476,75.885,56.658,62.244,62.120,68.989
37,185.688,143.554,213.391,115.329,103.014,108.366,161.476,97.751,152.736,93.807,97.791,96.666,88.498,88.219,90.716,78.206,166.357,111.972,69.447,75.670,56.246,61.870,62.218,68.877
38,185.923,132.849,201.760,111.147,101.541,106.535,159.745,97.101,145.606,91.741,96.135,96.230,87.644,88.095,87.622,77.444,163.049,108.107,68.893,75.588,55.955,62.021,61.974,69.149
39,187.263,129.584,195.424,107.127,98.730,105.080,157.751,97.575,139.729,90.424,95.855,96.147,87.474,87.245,85.258,77.602,164.201,105.484,68.538,76.868,56.095,61.763,62.146,69.405
40,186.639,125.742,186.497,103.276,96.448,102.991,155.937,97.021,134.387,89.590,94.829,94.938,86.500,86.914,82.953,77.748,163.690,100.893,68.317,76.097,56.268,62.304,62.175,68.877
41,185.625,124.359,181.371,100.363,93.869,101.770,154.614,96.537,129.711,88.024,92.993,94.237,86.635,87.311,81.609,76.978,163.023,96.749,68.629,75.978,56.147,61.958,62.031,68.704
42,184.202,123.561,176.847,97.687,92.775,100.551,153.819,96.105,124.955,87.700,93.042,93.256,85.205,85.998,79.459,77.383,163.515,97.304,68.285,75.198,56.418,61.723,62.149,68.744
43,186.890,123.538,170.868,96.083,94.081,100.184,152.381,97.391,133.623,88.981,93.262,92.758,84.753,85.898,78.305,76.709,163.922,95.486,68.229,75.532,56.231,62.061,62.310,69.533
44,212.024,189.706,202.179,99.949,111.874,111.583,155.562,103.011,199.563,107.875,103.407,97.614,86.846,87.980,76.706,77.577,163.908,106.024,68.856,78.208,55.977,61.916,62.100,70.325
45,226.810,230.437,225.744,116.251,127.055,118.177,162.537,102.360,221.784,122.860,115.022,101.493,91.889,92.223,80.488,78.522,164.042,113.426,69.373,82.611,56.316,62.611,61.997,71.243
46,228.965,224.192,233.028,125.392,127.478,118.189,164.701,101.507,212.347,120.632,115.535,102.806,94.726,94.472,90.484,79.168,165.395,114.396,69.940,83.466,56.474,63.388,62.233,70.931
47,225.596,203.078,229.722,132.220,123.329,116.092,165.097,98.586,200.545,115.727,112.389,101.431,95.004,94.789,94.500,79.447,162.761,114.268,70.179,83.464,57.062,63.035,62.505,72.059
48,226.065,182.039,228.066,128.806,120.146,114.708,165.440,97.783,188.264,111.460,109.449,101.033,95.092,94.066,99.341,79.541,162.709,114.880,69.918,82.237,57.034,62.400,62.467,70.757
49,225.636,163.310,221.904,121.866,114.915,111.919,164.298,96.594,174.889,107.361,106.385,98.085,93.816,93.637,99.970,80.668,163.350,114.623,69.650,81.906,56.580,62.470,61.916,70.848
50,224.593,148.766,219.922,116.215,111.006,109.866,164.305,95.979,166.465,104.238,104.915,98.533,92.994,93.723,97.032,79.757,161.671,112.647,68.841,80.537,56.794,62.325,62.528,70.667
51,226.561,139.395,216.089,113.685,110.095,109.214,163.904,96.566,159.538,102.019,103.298,97.164,93.566,94.028,97.562,79.303,162.163,113.167,68.739,79.931,56.743,62.375,62.485,70.429
52,227.933,131.892,211.272,112.357,108.883,108.166,162.069,97.144,152.291,100.165,101.662,97.227,92.739,93.997,95.166,78.971,163.366,111.537,68.352,78.995,57.117,62.382,62.622,70.507
53,223.806,128.414,203.874,108.736,105.297,106.883,162.330,96.423,145.520,97.877,100.053,95.386,92.019,92.692,92.272,78.808,162.121,107.670,68.392,78.370,56.813,62.321,62.811,71.533
54,221.080,124.770,195.592,105.735,100.796,105.405,160.844,95.640,139.206,95.943,98.365,92.924,90.930,92.078,89.551,79.156,162.428,105.302,68.296,78.279,56.940,61.686,62.051,70.843
55,219.021,122.751,186.548,102.676,97.964,103.528,159.478,94.968,134.947,94.420,97.082,91.789,89.364,91.142,86.321,78.388,159.369,99.664,67.685,78.164,56.684,61.714,61.873,69.563
56,212.773,122.568,179.106,99.778,94.841,101.910,157.755,95.577,131.281,92.664,95.755,90.441,89.017,90.362,84.897,77.845,160.951,96.116,67.968,77.268,56.520,61.774,61.805,69.573
57,209.530,122.870,173.653,97.709,93.445,100.807,157.204,95.584,126.570,91.857,94.985,89.028,87.439,89.113,83.179,77.827,162.392,93.193,67.366,76.925,56.601,62.102,61.790,69.331
58,209.456,122.769,169.014,96.274,91.760,100.072,154.928,95.691,124.048,90.467,93.525,87.604,86.812,87.793,82.492,77.833,161.120,90.820,67.909,75.695,57.357,62.146,62.075,69.243
59,204.654,122.684,162.673,94.985,90.186,97.945,153.645,95.363,121.741,89.195,94.047,87.562,86.382,86.545,80.963,77.376,163.354,88.514,67.485,75.315,56.429,62.246,61.608,69.061
60,200.546,121.949,157.426,93.523,88.966,97.933,151.600,95.378,117.354,88.451,92.673,85.841,85.467,85.950,79.547,76.753,163.799,87.799,67.590,75.018,56.777,61.804,61.908,68.360
61,198.906,120.938,152.525,92.712,87.428,96.784,149.904,94.831,115.603,88.079,92.400,83.988,84.189,84.767,78.122,76.879,160.877,86.403,67.387,74.548,56.418,61.944,61.977,68.696
62,193.929,121.221,148.556,91.352,86.618,95.767,147.174,95.758,112.060,86.673,91.329,83.403,83.187,83.243,76.908,76.177,160.875,86.627,67.264,73.482,56.450,61.760,61.624,68.403
63,188.240,120.522,145.911,90.308,85.611,95.622,145.527,95.120,110.487,85.836,90.891,83.156,82.175,82.129,76.328,76.236,160.998,84.985,67.746,73.646,56.302,61.705,61.551,68.373
64,183.344,121.365,141.094,89.696,85.265,93.436,143.973,93.663,108.781,85.438,90.402,81.829,81.646,81.304,75.451,75.648,159.198,84.936,67.907,73.231,56.272,61.809,61.284,69.296
65,177.702,120.019,138.721,88.657,83.861,93.071,141.876,94.848,107.319,84.927,89.522,81.464,81.391,80.577,74.668,75.277,158.659,84.158,67.518,72.474,56.151,61.695,61.201,67.907
66,173.920,120.191,135.613,88.684,83.672,92.111,139.702,94.155,104.867,84.177,89.698,80.900,81.357,80.545,73.589,75.573,158.768,84.283,67.317,72.203,56.008,61.963,61.310,68.256
67,175.193,119.599,132.738,88.390,83.461,91.777,138.220,94.296,104.334,83.486,89.382,80.680,80.941,79.729,73.415,75.855,160.711,84.353,67.709,72.263,55.979,61.814,61.673,67.235
68,172.514,120.569,130.535,87.924,82.681,91.270,137.268,94.685,102.525,83.270,89.160,80.090,79.767,79.709,72.545,75.803,161.451,83.475,67.951,71.991,56.074,61.568,61.584,67.483
69,168.521,119.908,127.838,87.848,82.364,90.652,135.889,95.110,102.028,82.706,88.916,79.379,79.033,78.043,72.209,75.367,161.289,83.645,67.382,71.929,55.688,61.432,61.985,67.299
70,164.819,119.891,125.260,87.355,81.956,90.620,133.037,95.436,101.593,83.486,88.895,79.569,77.846,77.892,71.320,75.672,162.482,83.107,67.562,71.463,55.856,61.681,61.598,67.376
71,160.522,120.243,123.646,87.041,81.664,89.539,130.555,99.022,98.766,82.442,88.267,79.111,77.189,77.600,71.357,75.417,161.880,82.535,67.828,71.398,55.707,61.758,61.409,66.480
72,157.624,119.704,121.442,86.870,81.191,89.470,127.712,101.412,98.083,81.835,88.356,78.107,76.823,77.065,70.946,74.624,161.237,82.989,67.445,71.055,55.970,61.779,61.227,66.816
73,154.354,120.438,119.503,87.096,81.212,89.473,126.125,98.875,98.126,82.428,88.276,77.384,76.501,76.659,70.235,75.202,160.277,83.229,67.597,70.916,56.301,61.711,62.138,66.776
74,151.625,119.937,117.824,86.333,81.104,89.173,125.211,97.112,97.113,81.856,88.587,78.559,75.951,75.892,70.420,74.338,160.795,82.842,67.058,70.869,55.760,61.698,61.167,67.059
75,149.432,119.569,116.180,86.200,80.785,89.173,123.367,96.326,95.990,81.697,87.855,77.429,75.519,75.851,70.196,74.056,160.686,82.150,67.741,70.561,55.726,61.677,61.206,66.179
76,147.089,120.061,114.654,86.100,80.688,88.721,121.156,95.676,95.410,81.371,87.782,77.355,74.805,75.390,69.621,75.036,160.544,82.741,67.534,70.925,55.807,61.865,61.462,67.349
77,145.175,118.146,111.487,86.441,80.446,88.138,119.462,95.170,95.372,80.888,87.735,77.630,74.436,75.111,69.150,74.741,158.804,82.017,66.872,71.022,55.951,61.770,61.441,66.907
78,142.836,118.625,111.566,85.274,79.917,87.899,119.081,94.551,95.095,80.850,87.678,76.545,74.086,74.450,68.784,74.272,158.165,82.111,67.023,70.492,55.900,61.679,61.249,67.024
79,142.124,118.227,114.214,85.213,79.899,87.666,119.376,94.676,94.565,80.886,87.342,76.455,74.044,74.252,68.849,74.199,158.858,82.180,67.154,70.794,56.244,61.839,60.954,66.445
80,140.674,118.966,113.262,85.593,80.064,87.424,118.128,94.425,93.412,80.125,88.264,76.239,73.909,74.259,68.628,74.286,158.924,82.043,66.916,70.513,55.388,61.874,60.966,66.731
81,143.528,119.268,110.681,85.137,79.622,87.044,116.630,95.043,93.668,80.535,87.616,76.059,73.859,73.875,68.515,74.349,158.688,82.602,67.018,70.088,55.612,61.753,61.201,66.835
82,143.632,118.420,109.591,85.481,79.824,87.549,116.015,94.850,93.128,80.366,87.756,75.664,73.402,73.808,67.385,74.335,159.553,82.660,67.072,70.373,55.790,61.640,60.946,66.941
83,142.170,118.956,107.945,85.365,79.601,87.180,113.864,94.736,92.992,80.431,86.865,76.102,73.350,73.782,67.798,74.969,158.617,82.278,67.266,70.136,55.344,61.647,60.882,66.712
84,140.403,118.218,106.665,85.378,80.059,87.558,113.313,95.393,92.271,80.460,87.185,75.737,73.109,73.612,67.713,74.172,159.291,81.794,67.053,70.138,55.108,61.705,61.270,67.029
85,138.567,118.982,105.263,85.033,79.696,86.504,111.444,94.539,93.399,80.032,86.664,75.818,72.954,73.391,67.525,73.597,158.742,81.981,67.298,70.253,55.582,61.847,61.097,66.640
86,137.199,119.033,105.062,85.170,79.678,86.705,111.456,94.451,93.018,80.634,86.927,75.140,73.129,73.228,67.304,73.791,160.269,82.507,66.611,70.001,55.388,61.156,60.920,66.320
87,136.689,119.015,103.028,84.501,79.499,86.553,109.603,94.081,92.294,79.677,86.991,75.877,72.605,73.174,66.985,74.282,159.801,81.531,67.236,70.271,55.408,61.614,60.853,66.421
88,135.627,119.082,102.462,85.044,79.565,86.426,110.229,94.882,91.332,79.870,86.875,75.121,72.262,73.010,67.500,74.228,160.399,82.186,66.765,70.286,55.533,61.588,60.853,65.920
89,133.883,118.490,102.541,84.934,79.736,86.541,108.184,94.828,92.291,79.957,87.467,74.455,72.366,72.629,67.294,73.417,159.799,82.471,66.935,69.961,55.505,61.621,60.995,66.696
90,134.054,119.159,101.637,84.694,79.711,87.065,107.308,94.041,92.824,79.977,86.984,74.145,72.311,72.766,66.578,74.216,160.837,82.266,67.098,69.890,54.915,61.314,61.367,66.723
91,132.647,119.101,100.366,84.971,79.577,86.648,107.841,94.230,91.774,79.793,86.949,75.261,72.098,72.599,66.681,74.444,161.811,81.842,66.797,69.925,55.302,61.298,60.905,66.651
92,132.281,119.182,100.200,84.458,79.825,86.297,106.000,94.077,91.776,79.780,86.684,74.974,72.035,72.699,66.521,73.913,160.237,81.987,66.851,69.632,55.161,61.044,60.837,66.368
93,132.236,118.847,100.127,84.170,79.880,85.878,104.556,94.680,90.864,79.499,85.831,74.538,72.771,72.614,66.154,73.690,160.239,82.201,66.758,69.638,55.442,61.530,61.273,66.200
94,134.522,118.509,99.615,84.391,79.195,86.396,105.314,93.837,91.776,79.300,86.902,75.123,72.300,72.314,66.867,73.595,159.173,82.289,67.077,69.976,55.408,61.484,60.922,66.707
95,134.513,118.968,98.942,84.555,79.567,85.604,104.633,94.528,91.289,79.436,86.998,75.130,72.154,72.472,66.618,73.602,160.477,81.550,67.384,69.459,55.140,61.667,60.808,66.077
96,133.302,118.574,98.303,84.365,79.597,86.028,103.572,94.272,90.462,79.176,86.798,74.969,71.967,72.011,66.284,74.009,159.873,82.728,67.123,69.383,55.244,61.472,60.917,66.587
97,132.899,118.651,97.929,84.544,79.381,86.511,102.975,94.219,90.970,79.549,86.493,75.118,71.632,72.155,66.438,74.024,160.969,82.366,67.221,69.596,55.493,61.891,60.894,66.168
98,131.740,118.432,97.531,84.090,79.715,86.915,103.059,94.742,91.251,79.083,86.862,74.915,72.242,72.087,66.501,73.568,159.605,81.448,66.809,69.488,55.563,61.295,60.737,67.072
99,130.729,118.650,97.366,84.472,79.319,85.931,101.299,94.955,90.530,79.045,87.015,75.116,71.897,72.113,66.124,73.491,159.615,82.141,66.722,69.480,55.267,61.709,60.685,68.381
100,130.576,119.162,96.738,84.639,78.876,84.935,100.097,94.567,90.294,79.555,86.776,75.277,71.699,72.099,66.239,74.231,160.688,81.582,67.182,69.700,55.259,61.577,60.963,65.621
101,130.008,119.223,96.533,84.835,79.458,86.995,100.330,94.661,91.621,78.875,86.291,74.780,72.287,71.921,66.481,73.752,160.412,81.919,66.890,69.395,54.941,61.714,60.651,66.619
102,130.539,119.220,95.949,84.586,79.277,86.325,99.344,94.637,90.352,79.245,86.553,74.424,71.825,72.059,66.146,73.587,159.381,81.747,67.058,69.439,55.497,61.570,60.605,66.203
103,132.015,119.294,96.241,83.968,79.389,85.576,99.249,93.979,90.827,79.499,85.891,74.393,71.280,71.608,65.923,73.206,159.697,81.749,67.019,69.561,55.520,61.832,60.776,65.864
104,131.814,119.555,95.517,84.254,79.270,85.822,99.699,94.388,90.601,79.348,86.340,74.557,72.003,71.656,66.124,73.173,161.208,81.396,66.860,69.225,55.198,61.616,60.817,66.267
105,130.699,118.595,96.328,84.355,79.086,86.495,99.450,93.427,90.126,78.939,86.393,74.419,71.891,72.001,65.712,74.177,160.376,81.812,66.590,69.274,55.200,61.370,61.194,66.107
106,129.238,118.865,95.258,84.225,78.725,85.186,97.963,93.457,89.078,79.006,86.693,75.057,71.248,71.982,65.865,73.995,159.986,82.045,66.856,69.557,54.879,61.600,61.011,65.864
107,128.389,118.077,95.497,83.794,79.369,85.595,97.574,93.597,90.319,78.148,86.156,74.799,71.573,71.497,65.630,73.891,160.305,82.156,66.599,69.778,55.180,61.396,60.863,66.520
108,128.286,118.438,101.012,84.247,79.493,86.127,98.760,93.886,90.088,78.785,86.718,74.607,71.475,72.286,65.861,73.476,158.766,81.413,66.802,69.732,55.548,61.218,60.877,66.221
109,129.993,119.174,103.472,84.410,79.151,85.587,100.711,93.534,89.789,79.212,85.982,74.602,71.766,71.551,65.721,74.112,160.570,81.777,66.399,69.340,55.060,60.975,60.756,66.061
110,130.337,118.201,101.266,84.046,79.422,85.670,100.204,93.684,90.121,78.881,86.602,75.145,71.613,71.936,65.441,73.345,160.078,81.756,66.853,69.329,55.380,61.146,60.857,65.723
111,128.981,118.299,101.980,84.280,79.887,85.534,99.507,93.536,90.495,78.735,85.880,74.768,71.846,71.632,65.521,73.741,159.955,81.801,66.991,69.241,55.512,61.223,60.896,66.675
112,128.421,118.727,103.440,84.198,79.644,85.406,99.559,93.856,90.090,78.652,87.382,74.493,71.319,71.612,65.452,73.548,159.873,81.662,66.690,69.169,55.049,61.412,60.985,66.040
113,129.771,118.328,103.215,83.851,79.671,84.965,101.127,94.097,89.688,78.637,86.276,75.227,71.556,71.631,65.321,73.190,160.423,81.420,66.902,69.187,55.420,60.905,61.124,65.573
114,129.545,117.944,103.876,83.988,79.759,85.456,102.015,93.914,89.611,79.017,85.829,74.249,71.072,71.105,65.317,73.636,159.132,81.520,67.159,69.350,55.448,61.423,60.929,65.835
115,129.721,118.259,104.992,84.019,79.925,85.240,103.353,93.466,89.910,78.856,86.084,74.678,71.428,71.189,65.284,74.231,159.951,81.323,66.828,69.812,55.440,61.318,60.765,66.355
116,129.411,119.174,106.888,83.756,79.628,85.200,105.945,93.614,89.590,78.775,85.604,74.154,71.781,71.423,65.496,73.993,160.355,82.009,66.947,69.575,55.180,61.444,61.215,65.861
117,129.102,117.785,108.312,84.027,79.661,85.247,105.720,94.096,89.967,78.712,86.205,74.405,71.754,71.482,65.723,73.568,159.593,81.002,66.613,69.459,55.263,61.149,60.842,66.651
118,130.935,117.616,108.529,83.900,79.581,85.382,105.575,93.509,89.937,78.184,85.818,74.384,71.902,71.385,65.353,74.155,158.740,81.961,65.813,69.782,54.962,61.098,60.853,66.525
119,130.187,117.884,111.968,84.115,79.791,85.525,108.063,94.277,89.324,78.392,85.858,73.746,71.576,71.008,65.563,74.590,158.643,81.379,66.725,69.862,55.408,61.512,60.742,65.648
120,129.515,118.231,112.540,83.647,80.231,85.350,107.606,93.500,89.789,78.343,85.376,73.945,71.547,71.761,65.493,74.097,160.555,81.263,66.424,69.880,55.405,61.240,61.151,65.888
121,129.307,118.377,109.673,83.982,80.052,85.627,106.457,97.837,89.530,78.473,86.375,74.552,71.709,71.406,65.172,73.393,158.709,80.876,66.697,69.886,55.463,61.307,60.955,66.184
122,128.219,118.275,107.576,83.814,79.864,85.793,105.205,98.888,89.357,79.034,86.476,74.116,71.310,71.156,65.440,73.252,158.955,81.396,66.208,69.830,54.983,61.444,61.084,66.139
123,131.305,118.018,104.927,83.693,79.900,85.279,103.959,96.478,89.550,78.788,85.945,74.924,71.112,71.147,65.379,73.920,159.707,81.338,66.524,69.775,55.563,61.539,60.634,66.733
124,130.519,118.392,102.902,83.724,79.814,85.378,102.647,95.567,89.688,78.658,85.711,74.810,71.412,71.238,65.797,73.412,159.666,81.345,66.536,69.749,55.607,61.540,60.845,66.400
125,130.215,117.585,102.271,83.958,80.123,85.511,101.419,94.713,89.786,78.910,86.333,74.626,71.718,70.702,65.413,73.619,159.307,81.839,66.478,69.922,55.015,61.582,60.971,66.656
126,129.254,118.123,101.161,83.819,79.961,84.705,100.677,94.790,89.347,78.655,86.142,74.246,71.020,71.198,65.527,73.236,159.380,82.051,66.827,69.859,55.722,61.100,60.846,65.755
127,128.438,117.838,100.075,83.757,79.467,84.887,98.317,94.850,89.349,78.727,86.271,74.453,71.628,71.166,65.228,72.738,159.170,81.957,67.182,69.656,55.369,61.358,61.025,65.792
128,127.176,118.071,99.353,83.523,79.417,85.120,96.062,94.491,89.216,78.110,86.162,74.384,71.323,71.070,65.739,73.337,159.854,81.889,66.405,69.545,55.064,61.375,61.035,65.827
129,125.942,117.590,97.903,83.569,79.114,84.806,95.568,93.564,89.146,78.414,86.245,74.900,70.927,71.525,65.114,73.507,159.445,81.002,66.426,69.317,55.163,61.821,60.859,65.283
130,125.896,117.482,97.787,83.694,79.034,84.728,94.692,94.449,89.769,78.380,85.882,73.744,71.372,71.057,65.250,74.156,159.991,81.816,66.732,69.622,55.161,61.042,60.897,65.333
131,126.454,118.589,97.002,83.726,78.890,85.127,93.593,94.197,88.837,77.842,85.773,74.336,71.456,71.040,65.562,73.495,159.263,80.994,66.632,69.562,55.446,61.423,60.974,66.213
132,128.897,117.797,97.235,83.457,79.420,85.115,93.330,94.706,90.008,77.887,85.869,73.775,70.989,71.050,65.174,73.549,161.028,81.548,66.250,69.614,55.639,61.370,60.985,66.275
133,128.529,118.049,96.705,83.358,78.638,84.650,91.882,93.459,88.807,78.450,85.678,74.344,71.371,71.034,65.236,74.162,159.570,81.208,66.774,69.094,55.040,61.449,60.934,66.021
134,127.200,117.249,96.092,83.507,78.557,85.092,91.993,93.575,89.231,78.237,86.375,73.768,70.965,70.832,65.375,73.730,158.563,81.664,66.254,69.393,55.180,61.814,61.144,66.136
135,127.027,118.691,95.448,83.307,78.904,84.410,89.950,93.275,88.405,78.461,85.747,74.325,70.771,70.987,65.132,73.456,159.653,81.268,66.468,69.378,55.367,61.058,60.633,66.477
136,125.720,118.029,94.445,83.274,78.461,84.184,90.291,92.966,88.359,78.023,85.733,74.126,70.848,71.363,65.489,73.427,158.797,81.090,66.743,69.843,55.335,61.825,60.882,66.224
137,126.165,118.124,95.499,83.335,78.826,84.576,89.658,93.725,89.724,78.211,85.907,73.595,70.989,70.660,65.104,73.813,159.636,81.255,66.846,69.542,55.429,61.672,61.303,66.752
138,125.897,118.518,95.119,83.425,78.723,84.617,88.850,93.856,89.869,78.704,86.042,74.756,71.071,71.235,64.979,72.974,159.988,81.514,66.879,68.907,55.302,61.682,61.161,66.531
139,127.316,117.928,95.340,83.423,79.191,84.993,89.717,94.270,88.967,78.446,86.060,74.716,70.983,70.943,65.033,73.321,158.894,81.330,66.709,69.540,55.367,61.421,60.839,66.659
140,128.490,117.740,94.510,83.536,78.802,84.655,88.339,94.107,88.975,78.387,85.420,73.972,71.056,70.834,65.236,73.274,159.622,81.225,66.033,69.504,55.280,61.747,60.954,65.909
