 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
599,34.882,28.632,28.576,27.175,26.809,26.739,27.515,26.659,26.940,23.982,21.898,21.004,20.991,21.692,22.454,24.789,25.578,23.292,24.562,24.069,20.101
600,34.572,28.346,28.567,27.309,26.881,26.875,27.412,26.654,26.643,23.972,21.928,21.239,20.932,21.534,22.323,24.720,25.553,23.025,24.830,23.942,20.081
601,34.712,28.747,28.591,27.175,26.600,26.968,27.404,26.763,26.901,24.034,21.856,21.081,20.908,21.542,22.511,24.487,25.467,23.230,24.502,23.940,20.214
602,34.768,28.660,28.625,27.210,26.727,26.962,27.441,26.671,27.152,24.015,21.960,21.050,21.154,21.612,22.411,24.708,25.565,23.343,24.613,24.087,20.059
603,34.648,28.611,28.557,26.985,27.012,26.985,27.426,26.717,27.131,24.017,21.882,20.985,20.968,21.701,22.363,24.926,25.347,23.167,24.685,24.011,20.124
604,34.716,28.932,28.849,26.978,26.861,26.819,27.379,26.666,27.099,23.948,21.822,21.208,20.978,21.625,22.439,24.828,25.620,23.360,24.562,24.067,20.142
605,34.863,28.705,28.634,27.054,26.427,27.116,27.381,26.688,27.269,23.916,21.910,21.097,20.875,21.603,22.395,24.886,25.576,23.365,24.791,24.156,20.081
606,34.730,28.545,28.599,27.146,26.717,26.785,27.396,26.726,27.004,23.928,21.836,21.042,20.999,21.573,22.344,24.641,25.516,23.346,24.719,24.164,20.118
607,34.554,28.586,28.616,27.126,26.836,26.829,27.510,26.735,26.975,24.079,21.962,20.919,21.010,21.511,22.410,24.737,25.465,23.319,24.664,24.100,20.217
608,34.702,28.502,28.512,27.111,26.809,26.919,27.422,26.811,26.919,24.005,21.958,21.062,21.039,21.630,22.458,24.621,25.538,23.255,24.843,24.151,20.020
609,34.699,28.668,28.584,27.188,26.759,26.869,27.408,26.906,27.343,24.004,21.966,20.907,20.971,21.526,22.398,24.680,25.483,23.355,24.740,23.951,20.147
610,34.702,28.585,28.670,27.106,26.787,26.912,27.479,26.727,26.887,23.938,21.852,21.193,20.973,21.638,22.443,24.792,25.468,23.218,24.604,23.740,20.287
611,34.782,28.720,28.496,27.141,26.600,26.784,27.372,26.658,27.272,23.984,22.044,21.085,21.023,21.616,22.516,24.651,25.636,23.297,24.591,24.007,20.127
612,34.711,28.630,28.545,27.007,27.047,26.869,27.323,26.759,26.873,24.027,21.960,21.039,20.944,21.573,22.424,24.658,25.499,23.257,24.919,24.038,20.142
613,34.626,28.580,28.698,27.052,26.739,26.773,27.393,26.664,27.046,23.937,22.024,21.197,21.006,21.728,22.331,24.586,25.496,23.368,24.821,23.984,20.162
614,34.751,28.774,28.608,27.084,26.623,26.866,27.401,26.681,26.947,24.004,21.996,21.293,20.853,21.546,22.487,24.632,25.680,23.167,24.600,24.007,20.070
615,34.725,28.471,28.597,27.109,26.610,26.926,27.344,26.623,26.933,23.850,21.826,21.239,20.964,21.594,22.409,24.564,25.467,23.397,24.570,23.924,19.962
616,34.576,28.461,28.473,27.274,26.588,26.879,27.390,26.724,26.894,23.989,21.960,21.104,21.013,21.732,22.402,24.610,25.644,23.522,24.621,23.949,20.059
617,34.677,28.261,28.497,26.906,26.551,26.824,27.449,26.880,27.258,24.079,21.938,21.135,20.885,21.643,22.486,24.779,25.429,23.093,24.540,23.869,20.079
618,34.779,28.675,28.677,26.973,26.486,26.857,27.339,26.661,26.859,23.960,21.826,20.834,21.012,21.646,22.459,24.610,25.553,23.120,24.672,23.998,20.145
619,34.611,28.340,28.420,27.165,26.573,26.898,27.349,26.796,27.000,24.050,21.826,21.147,20.961,21.667,22.364,24.686,25.383,23.324,24.532,23.793,20.180
620,34.650,28.493,28.554,27.185,26.635,26.788,27.289,26.655,27.184,24.010,22.044,21.093,20.970,21.622,22.449,24.647,25.344,23.203,24.451,23.940,20.138
621,34.572,28.624,28.582,27.220,26.871,26.935,27.306,26.636,27.145,23.960,21.966,21.077,20.944,21.656,22.406,24.739,25.471,23.250,24.681,23.904,20.174
622,34.799,28.482,28.623,26.965,26.829,26.920,27.512,26.667,26.572,23.982,22.026,21.081,21.007,21.654,22.422,24.658,25.378,23.294,24.494,23.920,20.239
623,34.711,28.457,28.542,26.931,26.801,26.789,27.469,26.791,27.085,24.023,21.830,21.015,20.958,21.657,22.396,24.908,25.547,23.282,24.570,23.851,20.117
624,34.810,28.635,28.436,27.101,26.511,26.686,27.327,26.702,27.074,23.959,21.888,20.892,20.893,21.736,22.423,24.643,25.485,23.301,24.783,23.882,20.083
625,34.689,28.665,28.518,27.077,26.846,26.798,27.340,26.587,26.975,24.022,21.982,21.035,20.931,21.617,22.436,24.817,25.419,23.147,24.604,24.116,20.084
626,34.721,28.425,28.448,27.020,26.814,26.623,27.369,26.651,26.756,23.913,21.926,21.108,21.012,21.541,22.419,24.623,25.509,23.429,24.728,24.007,20.147
627,34.758,28.668,28.610,26.965,26.682,26.709,27.454,26.576,26.905,23.886,21.934,21.046,20.914,21.692,22.362,24.690,25.299,23.306,24.379,23.987,20.093
628,34.567,28.537,28.616,27.257,26.757,26.996,27.435,26.825,27.216,23.972,22.002,21.116,20.958,21.584,22.420,24.614,25.489,23.230,24.591,23.944,20.136
629,33.671,28.727,28.653,27.472,27.667,27.266,27.430,26.865,27.389,24.073,22.036,21.050,20.983,21.677,22.550,25.156,25.866,23.618,25.302,24.160,20.224
630,33.399,28.722,28.486,27.442,27.558,27.312,27.435,26.894,27.311,24.005,22.070,21.073,20.948,21.747,22.517,25.215,25.868,23.608,25.226,24.127,20.133
631,33.743,28.972,28.489,27.393,27.732,27.281,27.492,26.774,27.134,24.246,22.130,21.178,21.014,21.617,22.489,25.135,25.731,23.485,25.421,23.818,20.171
632,33.538,28.945,28.599,27.291,27.670,27.154,27.519,26.711,26.979,24.340,22.002,21.205,20.973,21.575,22.551,24.943,25.727,23.782,25.136,24.144,20.077
633,33.585,28.924,28.680,27.496,28.109,27.280,27.523,26.706,27.141,24.124,22.034,21.093,20.954,21.659,22.533,25.077,25.726,23.458,25.562,23.971,20.122
634,33.789,28.845,28.629,27.760,27.620,27.342,27.580,26.796,27.367,24.182,22.246,21.297,20.947,21.643,22.586,25.065,25.726,23.701,25.460,24.127,20.097
635,33.778,28.877,28.692,27.679,27.471,27.180,27.506,26.681,27.057,24.102,22.056,21.270,20.915,21.607,22.516,24.956,25.783,23.696,25.357,24.098,20.180
636,33.664,28.836,28.627,27.672,27.563,27.211,27.488,26.849,26.898,24.211,21.976,21.154,20.967,21.544,22.544,25.094,25.691,23.436,25.034,24.087,20.002
637,33.793,28.853,28.823,27.642,27.136,27.353,27.516,26.855,27.300,24.204,22.050,21.147,20.960,21.566,22.493,25.112,25.824,23.512,25.213,24.087,20.117
638,33.613,28.603,28.673,27.519,27.350,27.090,27.451,26.863,27.265,24.056,22.104,21.247,20.934,21.688,22.592,25.007,25.679,23.478,25.409,23.913,20.171
639,33.711,28.755,28.582,27.738,27.824,27.337,27.550,26.794,27.682,24.244,22.036,21.324,20.866,21.542,22.537,24.928,25.749,23.419,25.443,24.062,20.153
640,33.677,29.028,28.561,27.467,27.811,27.221,27.455,26.705,27.152,24.272,22.166,21.174,20.909,21.595,22.590,25.059,25.665,23.586,25.438,24.067,20.276
641,33.907,28.979,28.478,27.543,27.625,27.334,27.410,26.725,27.420,24.248,22.050,21.197,20.991,21.598,22.477,25.043,25.675,23.581,25.187,24.129,20.194
642,33.758,28.782,28.604,27.395,27.566,27.344,27.614,26.716,27.318,24.333,22.058,21.162,21.063,21.709,22.573,25.028,25.796,23.544,25.157,23.980,20.145
643,33.793,29.006,28.789,27.733,27.529,27.180,27.505,26.705,27.519,24.182,22.106,21.266,20.983,21.643,22.455,24.988,25.604,23.603,25.128,24.124,20.084
644,33.842,28.880,28.549,27.788,27.784,27.329,27.500,26.762,27.477,24.171,21.888,21.259,21.055,21.605,22.482,25.011,25.762,23.603,25.238,24.073,20.052
645,33.874,29.002,28.692,27.602,27.422,27.369,27.553,26.845,27.845,24.206,22.050,21.162,20.958,21.667,22.563,25.073,25.847,23.789,25.204,23.984,20.275
646,33.678,28.897,28.460,27.632,27.434,27.178,27.495,26.755,27.724,24.103,21.978,21.247,20.954,21.630,22.460,25.052,25.760,23.711,25.200,23.996,20.196
647,33.743,28.821,28.738,27.709,27.767,27.256,27.632,26.767,27.484,24.222,22.096,20.961,20.909,21.623,22.574,24.954,25.606,23.706,25.162,24.329,20.174
648,33.900,28.856,28.576,27.644,27.764,27.223,27.581,26.738,27.367,24.260,22.026,21.073,20.977,21.625,22.415,24.937,25.699,23.520,25.187,24.036,20.237
649,33.782,28.866,28.500,27.593,27.630,27.069,27.622,26.811,27.580,24.120,22.090,20.934,20.974,21.622,22.593,25.084,25.685,23.515,25.102,24.056,20.224
650,33.986,28.799,28.650,27.681,27.449,27.118,27.438,26.899,27.385,24.210,21.974,21.340,21.032,21.680,22.527,25.119,25.828,23.436,25.302,23.949,20.246
651,34.077,28.957,28.557,27.598,27.382,27.277,27.471,26.758,27.512,24.069,22.118,21.239,20.919,21.640,22.565,25.054,25.699,23.471,25.255,24.073,20.039
652,33.926,28.902,28.745,27.679,27.955,27.181,27.507,26.783,27.565,24.114,22.044,21.174,20.993,21.640,22.492,25.055,25.672,23.463,25.140,24.176,20.180
653,33.911,28.836,28.643,27.602,27.377,27.280,27.731,26.661,27.696,24.228,22.176,21.297,20.927,21.732,22.519,25.134,25.683,23.659,25.209,24.144,20.066
654,33.545,28.897,28.715,27.640,27.457,27.182,27.576,26.669,27.618,24.157,22.271,21.247,20.978,21.583,22.492,25.026,25.860,23.645,25.170,24.069,20.192
655,33.893,28.826,28.696,27.501,27.479,27.100,27.535,26.629,27.519,24.209,22.040,21.120,20.986,21.625,22.575,24.988,25.802,23.529,25.021,24.058,20.106
656,33.820,28.951,28.529,27.798,27.429,27.217,27.573,26.785,27.495,24.034,22.094,21.317,20.945,21.705,22.493,25.048,25.723,23.446,25.255,23.924,20.314
657,33.946,28.949,28.599,27.506,27.876,27.266,27.664,26.876,27.512,24.198,21.782,21.089,21.023,21.568,22.496,25.130,25.668,23.439,25.038,24.244,20.095
658,33.996,28.964,28.420,27.612,27.553,27.199,27.493,26.856,27.375,24.200,21.858,21.116,20.941,21.628,22.568,25.063,25.657,23.507,25.230,24.122,20.224
659,33.866,28.878,28.745,27.743,27.355,27.166,27.449,26.991,27.057,24.193,22.108,21.178,20.993,21.575,22.591,25.259,25.686,23.600,25.272,24.031,20.196
660,33.945,28.776,28.823,27.509,27.576,27.298,27.480,26.675,27.106,24.113,21.926,21.351,20.850,21.620,22.551,24.954,25.606,23.402,25.123,24.111,20.183
661,33.948,28.719,28.642,27.565,27.921,27.208,27.533,26.795,27.389,24.183,21.850,21.193,20.944,21.563,22.518,24.964,25.819,23.517,25.200,24.096,20.138
662,33.901,28.724,28.576,27.684,27.809,27.152,27.425,26.740,27.428,24.176,22.064,21.120,20.960,21.643,22.432,24.941,25.734,23.439,25.004,23.920,20.129
663,33.853,28.765,28.548,27.551,27.186,27.213,27.444,26.679,27.244,23.971,22.070,21.077,20.997,21.616,22.557,25.017,25.802,23.603,25.328,23.956,20.214
664,33.915,28.904,28.688,27.447,27.300,27.192,27.513,26.844,27.502,24.159,22.054,21.108,20.957,21.481,22.504,24.920,25.607,23.419,25.183,24.100,20.223
665,33.781,28.886,28.730,27.635,27.454,27.259,27.475,26.732,27.714,24.051,22.146,21.154,21.004,21.563,22.431,24.839,25.819,23.600,25.370,24.027,20.189
666,34.032,28.817,28.613,27.457,27.891,27.306,27.435,26.689,27.629,24.107,22.134,21.208,21.073,21.601,22.436,24.993,25.611,23.578,25.098,24.160,20.217
667,33.801,28.856,28.751,27.677,27.891,27.218,27.425,26.692,27.530,24.075,21.936,21.239,21.030,21.628,22.585,24.946,25.672,23.547,25.102,23.987,20.190
668,33.668,28.825,28.764,27.440,27.536,27.233,27.470,26.640,27.661,24.157,22.068,21.208,20.999,21.637,22.451,25.030,25.695,23.495,25.081,23.929,20.099
669,33.928,28.935,28.802,27.770,27.256,27.086,27.415,26.771,27.322,24.084,21.942,21.039,20.952,21.556,22.482,24.926,25.698,23.510,25.153,24.016,20.183
670,33.937,28.738,28.629,27.563,27.921,27.094,27.414,26.674,27.537,24.125,22.072,21.085,20.896,21.574,22.574,24.953,25.721,23.537,25.026,23.869,20.054
671,34.064,28.987,28.857,27.602,27.732,27.182,27.388,26.805,27.314,23.990,22.056,21.139,20.978,21.635,22.480,24.903,25.577,23.566,25.238,24.144,20.171
672,33.837,28.809,28.805,27.605,27.387,27.041,27.451,26.679,27.806,24.109,21.922,21.012,20.952,21.572,22.547,24.912,25.697,23.566,25.034,24.080,20.142
673,33.592,28.761,28.725,27.444,27.392,27.074,27.500,26.729,27.618,24.095,22.064,21.471,21.207,21.715,22.561,24.877,25.660,23.652,25.315,24.007,20.176
674,33.740,28.709,28.439,27.452,27.208,27.217,27.564,26.671,27.650,24.062,21.988,21.162,21.050,21.677,22.531,24.906,25.689,23.485,25.430,23.833,20.176
675,33.998,28.817,28.781,27.575,27.854,27.133,27.436,26.818,27.413,24.010,21.856,21.205,20.951,21.504,22.500,24.879,25.699,23.485,25.387,24.149,20.129
676,34.052,28.804,28.515,27.590,27.385,27.258,27.401,26.625,27.527,24.012,22.038,21.046,21.010,21.573,22.453,25.004,25.563,23.539,25.153,24.156,20.151
677,34.091,28.728,28.631,27.637,27.474,27.166,27.624,26.909,27.703,24.084,22.046,21.181,20.960,21.537,22.500,24.876,25.859,23.426,25.345,23.967,20.102
678,33.696,28.867,28.639,27.691,27.573,27.196,27.432,26.777,27.502,24.029,21.978,21.189,20.984,21.750,22.438,25.032,25.648,23.701,25.426,24.078,20.039
679,33.908,28.670,28.583,27.501,27.655,27.184,27.416,26.584,27.311,24.115,22.000,21.444,21.099,21.557,22.487,24.905,25.616,23.527,24.928,24.098,20.115
680,33.937,28.594,28.698,27.706,27.687,27.153,27.378,26.698,27.555,24.125,21.942,21.151,21.003,21.579,22.450,24.937,25.697,23.716,25.089,23.944,20.086
681,33.737,28.551,28.609,27.516,27.707,27.146,27.523,26.687,27.230,24.133,22.020,21.243,20.958,21.540,22.511,24.982,25.732,23.525,25.162,23.807,20.099
682,33.912,28.790,28.681,27.711,27.516,27.057,27.376,26.692,27.445,24.051,21.988,21.062,20.986,21.562,22.410,25.029,25.546,23.632,25.302,24.056,20.090
683,34.017,28.605,28.807,27.691,27.484,26.988,27.513,26.692,27.742,24.101,21.950,21.228,21.022,21.536,22.481,24.789,25.707,23.681,25.170,23.893,20.043
684,33.929,28.735,28.642,27.437,27.988,27.286,27.389,26.735,27.505,24.142,21.858,21.093,20.876,21.654,22.487,25.092,25.578,23.522,25.128,24.151,20.020
685,33.951,28.652,28.651,27.647,27.409,27.189,27.469,26.645,27.279,24.041,21.986,21.019,20.963,21.643,22.522,24.823,25.686,23.591,25.068,24.087,20.192
686,33.819,28.883,28.646,27.541,27.578,27.048,27.399,26.643,27.456,24.194,22.036,21.062,20.941,21.562,22.547,24.954,25.624,23.549,25.251,23.827,20.102
687,33.918,28.591,28.587,27.462,27.655,27.084,27.506,26.780,27.481,24.119,22.058,21.208,21.023,21.564,22.545,24.992,25.640,23.463,25.226,24.136,20.101
688,33.831,28.727,28.446,27.644,27.739,27.375,27.455,26.809,27.562,24.113,22.108,21.286,20.961,21.525,22.522,25.012,25.780,23.490,25.064,23.893,20.167
689,33.833,28.872,28.687,27.602,27.561,27.206,27.461,26.699,27.650,24.150,21.978,21.058,20.978,21.539,22.489,24.996,25.710,23.412,25.187,23.949,20.065
690,33.724,28.654,28.564,27.516,27.556,27.067,27.369,26.755,27.625,24.001,21.956,21.100,20.970,21.658,22.550,24.950,25.713,23.512,24.957,23.882,20.242
691,33.952,28.814,28.417,27.526,27.821,27.206,27.379,26.738,27.406,24.154,21.884,21.205,20.961,21.686,22.376,25.226,25.760,23.348,25.238,24.224,20.174
692,33.596,28.728,28.635,27.516,27.228,27.129,27.496,26.674,27.360,24.255,22.142,21.066,20.978,21.545,22.501,24.990,25.690,23.365,25.140,24.027,20.120
693,33.840,28.739,28.538,27.565,27.409,27.195,27.451,26.634,27.258,24.018,21.862,21.039,20.928,21.625,22.551,24.886,25.731,23.461,25.089,23.987,20.138
694,33.871,28.689,28.668,27.617,27.596,27.016,27.542,26.627,27.583,24.191,21.838,21.185,21.010,21.698,22.590,24.983,25.608,23.397,25.166,23.918,20.102
695,33.915,28.662,28.677,27.790,27.769,26.991,27.433,26.705,27.481,24.169,22.080,21.212,20.957,21.684,22.505,24.981,25.687,23.605,25.123,24.073,20.180
696,33.860,28.755,28.595,27.669,27.859,27.367,27.465,26.753,27.555,24.132,22.064,21.170,20.971,21.643,22.482,24.880,25.752,23.537,25.247,24.133,20.086
697,33.759,28.788,28.544,27.756,27.658,27.069,27.612,26.590,27.346,24.041,22.036,21.131,20.996,21.609,22.390,24.876,25.623,23.346,25.421,24.109,20.086
698,34.032,28.799,28.376,27.696,27.385,27.202,27.409,26.664,27.491,24.201,21.934,20.973,20.944,21.633,22.436,25.063,25.777,23.706,25.179,23.922,20.081
699,33.813,28.682,28.537,27.504,27.342,27.128,27.467,26.728,27.258,24.177,22.044,21.178,21.022,21.682,22.418,24.932,25.574,23.544,25.179,23.916,20.066
700,33.862,28.678,28.620,27.479,27.568,27.055,27.451,26.699,27.509,24.198,21.954,21.386,21.101,21.658,22.497,24.921,25.802,23.490,25.115,23.976,20.167
701,33.829,28.682,28.582,27.731,27.650,27.060,27.375,26.854,27.159,24.100,21.816,21.151,20.908,21.560,22.446,25.148,25.689,23.402,25.255,24.073,20.212
702,33.857,28.845,28.572,27.640,27.754,27.097,27.477,26.559,27.290,24.129,21.966,21.278,20.916,21.570,22.487,25.028,25.829,23.537,25.140,24.042,20.079
703,33.654,28.610,28.613,27.435,27.313,26.940,27.491,26.739,27.622,24.007,22.034,21.042,21.004,21.495,22.414,25.029,25.523,23.517,25.030,23.889,20.106
704,33.893,28.755,28.540,27.531,27.722,27.049,27.372,26.618,27.608,24.089,22.028,21.027,21.036,21.561,22.505,24.926,25.636,23.461,25.089,23.784,20.090
705,33.970,28.883,28.730,27.514,27.231,27.083,27.468,26.596,27.385,24.193,22.014,21.151,21.027,21.628,22.388,24.926,25.617,23.453,25.315,24.118,20.135
706,33.749,28.755,28.492,27.521,27.655,27.138,27.271,26.708,27.205,24.084,22.126,21.008,21.050,21.530,22.405,24.906,25.657,23.625,25.370,24.296,20.066
707,33.819,28.742,28.736,27.558,27.471,27.190,27.383,26.652,27.378,24.015,22.072,21.147,20.931,21.589,22.471,24.968,25.527,23.400,25.315,24.082,20.081
708,33.829,28.938,28.553,27.770,27.333,27.099,27.531,26.760,27.452,24.041,22.038,21.278,20.977,21.531,22.486,24.895,25.661,23.309,25.209,23.956,20.124
709,33.753,28.624,28.349,27.568,27.196,27.036,27.522,26.646,27.502,23.942,21.986,21.054,20.906,21.632,22.452,24.865,25.731,23.385,25.187,23.936,20.117
710,33.666,28.855,28.579,27.227,27.231,27.148,27.460,26.666,27.615,24.188,21.930,21.336,21.032,21.608,22.430,24.869,25.746,23.346,25.026,23.998,20.108
711,33.786,28.618,28.511,27.553,27.457,27.274,27.410,26.791,27.643,24.197,21.966,20.992,20.945,21.589,22.496,24.895,25.713,23.299,25.119,24.033,20.043
712,33.848,28.870,28.743,27.605,27.467,27.010,27.534,26.616,27.519,24.092,21.972,21.216,21.039,21.493,22.468,24.937,25.746,23.385,24.983,23.964,20.142
713,33.997,28.482,28.499,27.595,27.295,26.885,27.405,26.827,27.473,24.106,21.998,21.124,20.890,21.593,22.418,24.834,25.671,23.495,25.119,23.816,20.214
714,33.886,28.596,28.634,27.659,27.146,26.991,27.491,26.839,27.297,24.131,21.942,21.452,21.120,21.583,22.450,24.822,25.566,23.512,25.089,23.869,20.004
715,33.903,28.679,28.653,27.598,27.566,27.153,27.520,26.749,27.413,23.968,22.052,21.100,21.039,21.507,22.507,24.879,25.717,23.387,25.285,23.998,20.056
716,33.792,28.599,28.590,27.430,27.457,27.054,27.395,26.711,27.212,24.154,21.976,21.208,20.934,21.590,22.538,24.868,25.653,23.468,25.009,23.996,20.126
717,33.978,28.564,28.534,27.146,27.548,26.983,27.453,26.719,27.293,24.095,22.138,21.228,20.967,21.599,22.551,24.757,25.516,23.650,25.115,23.900,20.224
718,33.654,28.757,28.406,27.664,27.298,27.211,27.246,26.560,27.530,24.129,21.938,21.212,20.916,21.541,22.498,24.778,25.557,23.404,24.932,24.131,20.224
719,34.061,28.735,28.636,27.479,27.352,27.068,27.352,26.593,27.481,24.115,21.932,21.386,21.084,21.523,22.474,25.055,25.717,23.517,25.136,24.004,20.095
720,33.874,28.654,28.531,27.405,27.538,27.039,27.368,26.712,27.481,24.057,22.024,21.367,20.899,21.614,22.415,24.887,25.674,23.581,25.353,24.111,20.162
721,33.752,28.594,28.518,27.459,27.548,27.123,27.311,26.623,27.611,24.042,22.182,20.884,20.978,21.519,22.432,24.822,25.662,23.752,25.187,23.911,20.208
722,33.915,28.608,28.493,27.343,27.047,26.925,27.469,26.641,27.367,24.066,21.986,21.127,20.893,21.630,22.423,24.666,25.638,23.547,25.200,23.880,20.187
723,33.833,28.706,28.527,27.684,27.278,27.117,27.460,26.628,27.696,24.063,22.018,21.201,20.993,21.650,22.505,24.937,25.569,23.277,25.319,24.009,20.284
724,33.944,28.551,28.347,27.395,27.700,27.102,27.321,26.615,27.678,23.898,22.118,21.247,20.945,21.619,22.491,24.923,25.719,23.485,25.149,24.009,20.160
725,33.933,28.512,28.552,27.489,27.305,26.942,27.372,26.684,27.170,23.910,22.000,21.046,20.948,21.507,22.434,24.801,25.637,23.603,25.060,23.953,20.086
726,33.825,28.728,28.734,27.467,27.233,27.060,27.362,26.810,27.428,23.937,21.910,21.154,20.948,21.603,22.514,24.852,25.478,23.539,25.123,23.878,20.101
727,34.011,28.869,28.526,27.516,27.685,27.007,27.396,26.603,27.350,23.995,21.976,21.174,20.938,21.564,22.469,24.822,25.698,23.370,25.196,24.016,20.196
728,33.995,28.706,28.463,27.296,27.479,27.026,27.570,26.612,27.565,24.024,22.040,21.216,21.030,21.593,22.514,24.954,25.589,23.517,25.345,24.144,20.104
729,33.967,28.776,28.628,27.467,27.342,27.044,27.410,26.632,27.318,24.052,22.050,21.154,21.037,21.711,22.363,24.834,25.699,23.672,24.970,23.918,20.063
730,33.724,28.632,28.540,27.220,27.469,27.043,27.255,26.829,27.420,24.004,22.018,21.112,20.968,21.558,22.511,24.961,25.666,23.485,25.336,23.798,20.151
731,33.786,28.575,28.651,27.425,27.107,26.821,27.363,26.678,27.516,24.019,21.976,21.131,20.983,21.607,22.505,24.865,25.605,23.404,25.106,24.038,20.192
732,33.804,28.551,28.541,27.272,27.278,27.055,27.420,26.659,27.572,23.999,22.068,21.050,21.073,21.559,22.479,24.942,25.448,23.373,25.336,23.798,20.140
733,33.958,28.700,28.550,27.514,27.459,26.958,27.376,26.559,27.399,24.050,21.988,21.027,21.056,21.601,22.411,24.919,25.656,23.662,25.128,24.204,20.097
734,33.792,28.588,28.578,27.551,27.414,27.085,27.280,26.537,27.569,24.033,21.920,21.093,21.117,21.527,22.461,24.931,25.732,23.510,25.136,24.009,20.124
735,33.613,28.457,28.567,27.437,27.313,27.128,27.395,26.712,27.544,24.086,21.962,21.317,20.924,21.581,22.462,24.796,25.643,23.623,25.153,23.896,20.174
736,33.783,28.420,28.553,27.417,27.318,27.089,27.482,26.720,27.491,24.206,21.946,21.286,21.160,21.583,22.518,24.894,25.696,23.559,25.298,24.096,20.025
737,33.971,28.487,28.429,27.363,27.164,27.166,27.381,26.649,27.594,23.917,22.020,21.216,20.978,21.672,22.413,24.971,25.636,23.598,25.174,24.073,19.996
738,34.115,28.624,28.538,27.356,27.208,26.921,27.465,26.632,27.555,23.954,21.990,20.950,20.898,21.608,22.449,24.978,25.666,23.404,24.979,23.871,20.086
739,33.910,28.622,28.556,27.479,26.923,27.032,27.409,26.585,27.431,23.994,21.902,21.085,20.996,21.575,22.383,24.906,25.582,23.642,25.255,23.911,20.039
740,33.947,28.520,28.395,27.474,26.995,26.713,27.474,26.577,27.445,23.942,22.022,21.309,20.997,21.563,22.492,25.028,25.637,23.385,24.923,23.982,19.957
741,34.106,28.558,28.534,27.264,27.117,26.856,27.327,26.647,27.403,24.042,22.034,21.270,20.974,21.719,22.391,24.943,25.629,23.500,25.102,23.784,20.088
742,33.757,28.749,28.516,27.358,26.888,26.996,27.505,26.646,27.594,24.098,22.060,21.324,21.009,21.613,22.484,24.932,25.502,23.380,25.238,24.053,20.032
743,33.946,28.651,28.665,27.477,27.189,27.185,27.413,26.642,27.318,24.085,22.056,21.108,20.986,21.461,22.529,24.857,25.661,23.549,25.268,24.042,20.276
744,33.743,28.695,28.593,27.511,27.293,27.053,27.354,26.529,27.177,23.954,22.030,21.170,21.049,21.639,22.455,24.961,25.596,23.534,25.174,24.038,20.250
745,33.716,28.641,28.443,27.358,27.300,27.051,27.318,26.658,27.212,24.133,21.924,21.054,21.000,21.583,22.483,24.942,25.565,23.502,24.923,24.056,20.293
746,34.132,28.608,28.529,27.548,27.566,27.015,27.215,26.625,27.371,24.050,22.104,21.042,21.122,21.561,22.513,25.057,25.480,23.485,25.043,23.891,20.005
747,33.799,28.578,28.669,27.533,27.194,27.017,27.488,26.627,27.152,24.007,21.908,21.216,21.009,21.574,22.487,25.094,25.661,23.412,25.043,23.936,20.327
748,33.922,28.706,28.454,27.393,27.074,26.988,27.249,26.572,27.565,23.962,22.018,21.220,20.924,21.643,22.529,25.036,25.596,23.515,25.298,23.896,20.084
749,33.857,28.491,28.559,27.284,27.501,26.898,27.433,26.733,27.431,24.091,22.046,20.961,21.052,21.490,22.411,24.836,25.716,23.549,25.306,23.913,20.165
750,33.711,28.703,28.447,27.519,27.476,26.906,27.451,26.637,27.286,24.176,22.108,21.039,20.880,21.482,22.430,24.956,25.783,23.500,25.098,23.976,19.973
751,33.748,28.586,28.529,27.583,27.638,27.070,27.460,26.717,27.170,24.143,22.104,21.205,20.889,21.614,22.488,24.869,25.544,23.402,25.038,23.860,20.176
752,33.792,28.629,28.386,27.393,27.226,27.053,27.238,26.621,27.399,24.059,21.792,21.104,20.898,21.677,22.500,24.937,25.640,23.306,25.183,24.009,20.142
753,33.678,28.427,28.583,27.348,27.226,27.090,27.330,26.540,27.509,24.070,21.920,21.116,20.856,21.551,22.428,25.014,25.684,23.490,25.200,23.933,19.935
754,34.556,29.608,30.503,31.373,28.945,31.011,30.897,26.853,28.258,25.450,22.731,21.996,22.195,22.038,22.666,25.062,26.040,24.238,26.277,25.031,20.479
755,41.216,34.548,35.909,44.509,35.238,43.545,40.513,27.344,34.664,32.313,25.581,25.239,25.444,24.616,23.620,25.436,28.152,27.238,28.191,27.578,21.580
756,41.057,36.444,34.684,42.158,35.702,41.885,39.552,28.757,35.958,33.643,25.541,25.900,26.066,24.998,23.902,25.366,28.674,27.520,27.349,26.700,22.120
757,39.483,35.570,32.759,37.669,34.310,38.682,37.042,29.053,35.071,32.280,24.888,25.378,25.536,24.565,23.865,25.632,28.451,27.066,26.528,25.924,22.054
758,39.810,36.166,31.677,37.780,35.203,36.512,43.313,29.058,35.834,32.068,25.224,25.668,25.813,25.405,24.345,25.623,30.201,27.926,26.315,26.387,22.357
759,42.510,38.976,30.887,36.156,35.826,34.751,45.531,29.906,38.813,33.398,27.623,27.174,26.189,27.042,25.406,25.611,32.646,28.559,25.911,26.331,22.677
