 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
303,34.489,29.016,28.741,27.872,27.318,27.363,27.815,27.221,27.466,24.144,22.148,21.208,21.004,21.598,22.569,25.074,25.862,23.473,25.447,23.858,19.950
304,34.641,28.870,28.851,27.904,27.412,27.217,27.692,27.056,27.926,24.277,22.032,21.201,20.914,21.692,22.635,25.017,25.895,23.561,25.791,23.947,19.984
305,34.534,28.932,28.798,27.914,27.333,27.165,27.895,27.244,27.654,24.240,22.044,21.073,20.954,21.651,22.491,25.269,25.690,23.473,25.723,23.816,20.020
306,34.662,28.858,28.576,27.884,27.285,27.297,27.548,26.995,27.541,24.191,21.970,21.228,20.967,21.607,22.482,25.319,25.653,23.569,25.800,23.996,19.883
307,34.469,29.114,28.826,27.773,27.367,27.194,27.888,27.114,27.551,24.208,21.982,21.336,20.929,21.546,22.501,25.234,25.725,23.664,25.655,24.176,19.973
308,34.571,28.823,28.901,27.664,27.643,27.269,27.778,27.101,27.396,24.291,22.060,21.270,21.072,21.623,22.512,25.239,25.819,23.426,25.719,23.944,19.934
309,34.414,28.698,28.828,27.810,27.747,27.386,27.665,27.013,27.541,24.243,22.042,21.205,20.954,21.613,22.603,25.068,25.795,23.353,25.604,24.107,19.996
310,34.717,28.869,28.884,27.800,27.459,27.244,27.582,27.058,27.523,24.383,22.006,21.236,21.004,21.547,22.527,25.003,25.751,23.441,25.668,24.000,20.077
311,34.724,28.987,28.820,27.548,27.402,27.476,27.660,27.108,27.428,24.135,22.050,21.247,21.040,21.504,22.606,25.070,25.734,23.478,25.621,23.809,20.009
312,34.469,29.150,28.695,27.748,27.511,27.189,27.611,26.936,27.671,24.273,22.032,21.178,21.154,21.568,22.603,24.910,25.728,23.360,25.498,23.969,20.047
313,34.547,29.049,28.876,27.788,27.586,27.096,27.790,27.220,27.742,24.245,22.050,21.197,21.032,21.608,22.552,25.262,25.798,23.527,25.694,24.104,20.052
314,34.598,29.035,28.971,27.640,27.333,27.269,27.846,26.991,27.343,24.271,22.008,21.332,21.003,21.536,22.499,25.342,25.680,23.480,25.523,24.131,20.115
315,34.589,28.847,28.710,27.770,27.499,27.185,27.821,27.276,27.463,24.330,22.178,21.085,21.000,21.579,22.534,25.251,25.831,23.571,25.272,23.982,19.975
316,34.598,29.008,28.901,27.854,27.300,27.237,27.834,26.981,27.661,24.215,21.996,21.270,20.993,21.566,22.566,25.228,25.715,23.400,25.906,23.964,20.004
317,34.465,28.942,28.782,27.711,27.434,27.250,27.767,27.178,27.774,24.108,22.044,21.247,20.932,21.657,22.517,25.161,25.735,23.586,25.634,23.924,19.914
318,34.593,29.011,28.698,27.914,27.481,27.308,27.730,27.087,27.640,24.358,22.080,21.127,20.893,21.566,22.586,25.106,25.784,23.583,25.643,23.896,20.052
319,34.473,29.227,28.966,27.598,27.561,27.237,27.733,27.190,27.880,24.362,22.092,21.378,21.037,21.628,22.516,24.946,25.768,23.377,25.643,24.111,20.050
320,34.690,28.777,28.935,27.590,27.305,27.264,27.584,27.030,27.555,24.159,21.968,21.363,21.014,21.654,22.383,25.134,25.680,23.355,25.498,24.022,19.998
321,34.532,29.049,28.756,27.975,27.347,27.329,27.809,27.108,27.735,24.339,21.942,21.409,20.915,21.686,22.648,25.041,25.771,23.556,25.838,23.887,19.849
322,34.622,28.864,28.812,27.874,27.494,27.242,27.537,27.064,27.523,24.195,22.036,21.139,21.120,21.631,22.471,25.113,25.759,23.637,25.864,24.091,20.149
323,34.518,29.011,28.861,27.812,27.305,27.194,27.617,27.155,27.965,24.166,22.110,21.197,20.857,21.678,22.450,24.939,25.774,23.532,25.477,23.944,20.149
324,34.764,28.918,28.858,27.716,27.350,27.395,27.762,27.163,27.399,24.194,21.938,21.131,21.036,21.580,22.493,25.046,25.666,23.510,25.617,24.193,20.031
325,34.640,28.889,28.869,27.644,27.660,27.234,27.872,27.028,27.544,24.275,22.088,21.309,21.001,21.628,22.444,25.239,25.741,23.257,25.613,23.984,19.935
326,34.510,28.945,28.655,27.965,27.670,27.231,27.646,27.007,27.558,24.147,21.976,21.174,21.066,21.594,22.520,25.277,25.834,23.534,25.591,24.069,20.014
327,34.606,28.964,28.689,27.877,27.625,27.185,27.757,27.115,27.654,24.320,21.950,21.313,21.046,21.672,22.488,25.462,25.808,23.375,25.868,23.929,20.099
328,34.487,28.900,28.856,27.775,27.288,27.205,27.705,27.118,27.618,24.282,22.014,21.274,20.988,21.652,22.456,25.280,25.789,23.355,25.443,23.909,19.941
329,34.670,28.738,28.861,27.543,27.236,27.350,27.635,27.114,27.519,24.096,22.082,21.158,20.837,21.633,22.460,24.923,25.710,23.551,25.868,23.960,20.079
330,34.512,29.046,28.910,27.543,27.543,27.417,27.714,27.078,27.837,24.181,21.976,21.340,20.996,21.633,22.466,25.105,25.656,23.532,25.566,24.158,20.004
331,34.363,28.923,28.659,27.756,27.241,27.205,27.685,27.069,27.633,24.252,22.130,21.181,21.078,21.588,22.476,25.161,25.731,23.667,25.626,23.942,20.016
332,34.319,28.907,28.783,27.553,27.600,27.222,27.681,27.089,27.682,24.239,21.870,21.205,21.125,21.643,22.568,25.214,25.644,23.630,25.706,24.111,20.002
333,34.367,28.874,29.016,27.672,27.340,27.134,27.615,26.942,27.859,24.155,22.066,21.405,21.000,21.525,22.522,25.116,25.774,23.529,25.923,24.084,19.987
334,34.519,29.066,28.910,27.894,27.256,27.236,27.776,27.069,27.820,24.076,21.970,21.181,20.906,21.571,22.449,24.978,25.692,23.578,25.677,23.907,20.081
335,34.341,28.926,28.846,27.711,27.400,27.260,27.811,27.224,27.350,24.152,22.090,21.174,20.997,21.596,22.600,25.058,25.630,23.576,25.728,24.116,20.047
336,34.452,28.870,28.708,27.459,27.261,27.345,27.726,27.131,27.633,24.265,22.012,21.328,20.934,21.651,22.526,24.952,25.790,23.559,25.460,23.880,20.031
337,34.734,28.806,28.819,27.743,27.392,27.078,27.757,27.021,27.477,24.146,22.056,21.367,20.941,21.573,22.522,25.137,25.581,23.387,25.847,23.891,19.824
338,34.652,29.008,28.914,27.649,27.563,27.316,27.811,27.078,27.272,24.069,22.038,21.224,21.010,21.640,22.492,25.127,25.740,23.412,25.319,24.187,19.968
339,34.280,28.864,28.728,27.573,27.516,27.205,27.668,27.043,27.696,24.227,22.058,21.417,21.024,21.553,22.481,25.200,25.786,23.522,25.443,24.058,19.946
340,34.369,28.991,28.883,27.884,27.367,27.229,27.745,26.989,27.481,24.166,22.214,21.413,20.970,21.615,22.481,25.232,25.733,23.380,25.672,24.047,20.153
341,34.531,28.946,28.909,27.605,27.218,27.290,27.781,27.232,27.774,24.294,22.038,21.313,21.059,21.581,22.563,25.240,25.681,23.400,25.468,24.067,20.025
342,34.648,28.945,28.781,27.533,27.362,27.324,27.772,27.039,27.375,24.228,21.910,21.093,20.976,21.662,22.401,25.036,25.667,23.301,25.540,23.949,19.961
343,34.549,28.919,28.787,27.617,27.211,27.160,27.810,27.057,27.449,24.154,22.062,21.259,20.906,21.625,22.450,25.036,25.734,23.360,25.353,24.176,20.117
344,34.701,28.910,28.808,27.738,27.672,27.191,27.884,27.071,27.622,24.023,21.942,21.266,20.905,21.606,22.514,25.132,25.654,23.451,25.817,24.118,19.982
345,34.358,28.998,28.860,27.444,27.514,27.158,27.777,26.950,27.636,24.142,22.034,21.027,20.928,21.574,22.537,25.137,25.685,23.449,25.596,23.944,20.002
346,34.697,28.965,28.594,27.511,27.467,27.244,27.701,27.018,27.774,24.183,22.032,21.236,20.981,21.579,22.469,25.052,25.726,23.419,25.596,23.982,19.982
347,34.711,28.946,28.702,27.721,27.382,27.287,27.673,26.965,27.611,24.059,21.976,21.386,20.978,21.530,22.570,25.083,25.628,23.613,25.396,23.811,19.925
348,34.385,28.886,28.610,27.667,27.303,27.184,27.809,27.101,27.420,24.271,21.924,21.019,20.857,21.594,22.466,25.032,25.628,23.419,25.574,23.880,20.065
349,34.679,28.956,28.770,27.783,27.442,27.210,27.615,27.027,27.410,24.242,21.998,21.085,21.001,21.569,22.507,25.261,25.642,23.429,25.545,23.824,20.009
350,34.590,28.817,28.823,27.617,27.074,27.141,27.783,26.963,27.360,24.191,21.986,21.174,20.961,21.577,22.503,25.243,25.721,23.478,25.677,23.973,19.962
351,34.423,29.231,28.864,27.630,27.620,27.101,27.619,27.075,27.650,24.175,22.036,21.154,20.990,21.534,22.486,25.098,25.820,23.326,25.694,23.976,20.065
352,34.336,28.957,28.796,27.837,27.511,27.157,27.583,27.132,27.594,24.083,21.934,21.459,21.058,21.599,22.480,25.072,25.643,23.409,25.396,24.078,19.955
353,34.385,28.992,28.623,27.640,27.536,27.160,27.646,27.031,27.389,24.265,22.012,21.143,20.954,21.538,22.508,25.004,25.861,23.466,25.630,23.938,20.005
354,34.573,28.829,28.687,27.667,27.305,27.236,27.728,26.919,27.378,24.239,22.062,21.282,20.954,21.606,22.469,24.970,25.611,23.434,25.489,23.920,19.943
355,34.501,28.926,28.760,27.694,27.248,27.091,27.782,27.129,27.555,24.221,22.058,21.305,20.896,21.624,22.410,25.026,25.723,23.493,25.830,24.018,19.934
356,34.499,29.024,29.071,27.583,27.419,27.180,27.532,26.949,27.675,24.197,21.996,21.116,21.000,21.491,22.523,25.032,25.698,23.522,25.438,23.893,19.950
357,34.659,29.106,28.654,27.674,27.241,27.118,27.719,27.153,27.537,24.272,22.058,21.286,20.823,21.599,22.513,25.179,25.741,23.360,25.566,23.933,19.925
358,34.514,29.009,28.888,27.706,27.824,27.189,27.708,27.124,27.922,24.176,21.944,21.398,20.914,21.537,22.388,25.319,25.637,23.426,25.660,23.891,19.932
359,34.457,29.008,28.609,27.726,27.653,27.242,27.633,27.183,27.633,24.193,22.154,21.166,21.000,21.594,22.565,25.239,25.650,23.554,25.498,24.016,19.968
360,34.402,28.919,28.853,27.570,27.328,27.365,27.671,27.021,27.562,24.237,22.072,21.239,21.079,21.577,22.513,25.050,25.747,23.422,25.426,24.058,20.061
361,36.248,30.777,31.674,33.002,29.519,32.768,33.127,27.126,29.300,26.090,23.146,22.228,22.467,21.996,22.757,25.335,26.092,24.456,26.587,25.502,20.345
362,41.071,34.569,36.817,42.035,34.794,42.469,43.289,27.630,35.580,32.263,25.709,25.085,25.367,24.389,23.412,25.892,27.380,26.375,28.540,26.853,21.266
363,40.296,34.744,35.147,39.044,34.888,40.721,41.845,27.857,36.650,32.796,25.112,25.085,25.408,24.564,23.511,25.721,27.647,26.223,27.455,26.244,21.420
364,39.459,35.123,35.696,37.998,34.566,42.150,47.797,27.427,36.378,32.149,25.563,25.162,25.491,24.825,23.749,25.731,28.219,26.194,27.796,26.378,21.797
365,40.610,37.278,38.193,39.062,36.563,46.498,52.782,27.650,37.435,32.324,27.082,25.734,25.927,26.257,24.174,25.637,30.162,27.037,28.106,26.651,22.101
366,40.106,36.761,37.237,37.467,36.156,45.596,54.294,27.568,37.717,31.488,26.896,25.737,25.437,26.189,24.312,25.673,30.309,26.929,27.647,26.387,22.101
367,39.018,37.077,38.375,38.274,36.496,47.138,57.777,27.508,38.597,31.059,26.922,26.108,25.484,26.675,24.583,25.891,30.323,27.490,27.294,26.553,22.296
368,37.872,36.600,36.313,36.059,35.717,44.688,59.753,27.445,37.611,30.336,26.796,25.900,25.354,26.257,24.653,25.637,30.060,27.066,26.860,26.358,22.223
369,37.126,35.062,34.787,33.840,34.402,42.307,59.234,27.342,36.000,28.888,26.082,25.193,24.718,25.820,24.545,25.469,29.792,26.931,26.345,25.636,22.083
370,36.264,33.536,33.409,31.531,32.931,40.179,56.623,27.384,34.947,28.176,25.202,24.486,24.412,25.106,24.368,25.428,28.873,26.140,26.157,25.256,21.860
371,35.732,32.329,31.944,30.146,31.886,38.185,53.087,27.302,34.064,27.305,24.571,23.992,24.254,24.563,24.118,25.342,28.188,25.571,26.089,24.591,21.697
372,35.514,30.913,31.388,29.425,30.576,36.538,50.100,27.287,32.696,26.487,23.900,23.575,23.738,24.038,23.759,25.284,27.783,25.115,25.677,24.373,21.567
373,35.280,30.145,30.612,29.025,29.578,35.313,47.036,27.410,31.749,25.857,23.261,23.131,23.254,23.559,23.629,25.261,27.334,24.547,25.728,24.078,21.336
374,35.225,29.882,30.323,28.728,29.476,34.326,44.798,27.167,31.307,25.558,22.924,22.687,22.846,23.258,23.447,25.051,27.105,24.674,25.723,24.304,21.194
375,35.016,29.697,29.926,28.319,29.432,33.261,43.000,27.305,30.367,24.941,22.701,22.533,22.392,22.919,23.308,25.203,26.789,24.311,25.706,24.184,21.041
376,34.996,29.218,29.862,27.973,28.422,32.434,41.105,27.201,29.816,24.951,22.485,22.409,22.281,22.760,23.244,25.010,26.468,24.039,25.660,24.000,20.921
377,35.045,29.258,29.526,27.914,28.313,31.742,39.338,27.165,29.032,24.704,22.385,22.181,22.097,22.566,23.064,24.931,26.444,23.978,25.638,24.164,20.740
378,34.900,29.112,29.351,27.812,28.017,31.101,38.140,27.122,28.968,24.438,22.275,22.151,21.797,22.464,22.951,25.044,26.278,23.863,25.553,23.902,20.598
379,34.976,29.133,29.335,27.859,27.844,30.621,36.918,27.201,28.717,24.647,22.269,21.857,21.562,22.214,22.975,24.968,26.304,23.973,25.506,23.991,20.478
380,34.831,29.002,29.309,27.731,27.754,29.954,35.789,27.259,28.367,24.362,22.126,21.842,21.568,22.271,22.811,25.212,26.091,23.569,25.417,24.124,20.506
381,34.792,29.028,29.040,27.869,27.610,29.745,34.732,27.145,28.219,24.538,22.333,21.726,21.275,22.167,22.852,25.018,26.092,23.748,25.426,24.018,20.483
382,34.689,28.869,29.060,27.751,27.804,29.455,33.997,27.031,28.265,24.283,22.246,21.378,21.356,22.137,22.915,25.215,26.053,23.681,25.681,24.187,20.483
383,34.669,28.858,29.241,27.909,27.687,28.975,33.097,27.006,27.943,24.244,22.088,21.637,21.350,21.998,22.808,25.074,26.010,23.787,25.604,24.169,20.400
384,34.606,28.989,28.981,27.694,27.613,28.663,32.490,26.988,27.686,24.160,22.108,21.486,21.297,21.934,22.776,25.047,25.793,23.694,25.349,24.033,20.327
385,34.618,28.877,29.031,27.714,27.387,28.631,32.008,26.913,27.912,24.391,22.188,21.425,21.241,21.938,22.848,25.088,25.986,23.723,25.545,24.031,20.289
386,34.594,28.949,29.035,27.637,27.360,28.402,31.497,26.991,27.689,24.339,22.080,21.568,21.163,21.929,22.780,25.026,25.824,23.650,25.472,24.127,20.250
387,34.453,28.976,28.827,27.807,27.355,28.190,31.041,27.080,27.763,24.319,22.238,21.328,21.097,21.784,22.662,25.222,25.899,23.662,25.536,23.911,20.294
388,34.689,28.733,28.899,27.738,28.012,28.125,30.391,26.922,27.880,24.279,22.112,21.541,21.075,21.793,22.693,25.090,25.847,23.426,25.528,24.304,20.140
389,34.221,28.738,28.920,27.546,27.903,27.961,30.023,26.935,27.629,24.434,22.116,21.305,21.084,21.846,22.611,25.051,25.841,23.483,25.532,24.073,20.237
390,34.630,28.798,28.944,27.442,27.568,27.760,29.866,26.922,27.834,24.164,22.184,21.413,20.963,21.685,22.577,24.949,25.733,23.522,25.647,24.156,20.163
391,34.285,28.949,28.740,27.499,27.593,27.904,29.639,26.957,27.926,24.123,22.098,21.216,21.061,21.692,22.632,25.036,25.727,23.407,25.477,24.013,20.018
392,34.432,29.046,28.736,27.417,27.397,27.750,29.434,26.887,27.700,24.232,22.078,21.324,21.013,21.763,22.612,24.909,25.680,23.566,25.574,23.991,20.242
393,34.341,28.978,28.862,27.674,27.484,27.697,29.123,27.042,27.777,24.200,22.072,21.189,20.991,21.687,22.572,25.113,25.765,23.512,25.511,24.291,20.237
394,34.270,28.905,28.903,27.800,27.424,27.543,29.062,26.948,27.424,24.170,22.018,21.436,20.939,21.662,22.607,25.061,25.807,23.512,25.451,24.049,20.045
395,34.158,28.738,28.824,27.479,27.457,27.575,28.745,27.061,27.481,24.080,21.944,21.139,20.974,21.664,22.576,24.935,25.823,23.667,25.660,23.884,20.183
396,34.081,28.886,29.010,27.570,27.417,27.608,28.714,26.800,27.926,24.160,22.104,21.224,20.970,21.677,22.641,25.077,25.840,23.613,25.528,24.109,20.106
397,34.333,28.847,28.748,27.719,27.298,27.492,28.685,27.094,27.367,24.178,21.998,21.220,20.883,21.607,22.648,25.090,25.856,23.539,25.553,24.018,20.194
398,34.291,28.705,28.929,27.481,27.328,27.594,28.231,27.004,27.664,24.262,21.960,20.996,21.048,21.669,22.549,25.084,25.768,23.500,25.443,23.929,20.052
399,34.200,28.899,28.792,27.491,27.799,27.413,28.428,26.940,27.795,24.239,22.070,21.309,20.905,21.560,22.566,24.898,25.744,23.529,25.328,24.009,20.104
400,34.341,28.746,28.824,27.694,27.665,27.602,28.065,26.901,27.597,24.210,22.158,21.012,21.032,21.587,22.508,24.988,25.804,23.525,25.596,24.278,20.205
401,34.173,28.730,28.748,27.227,27.598,27.544,28.157,26.923,27.534,24.113,22.032,21.054,20.976,21.635,22.519,25.139,25.799,23.517,25.660,24.091,20.147
402,36.090,31.351,34.413,36.435,31.633,37.134,37.288,27.199,30.297,26.993,23.729,23.077,23.245,22.956,22.915,25.279,26.287,25.103,27.506,26.553,20.452
403,42.572,34.725,39.193,43.146,36.417,45.568,44.161,27.377,37.781,32.464,25.367,24.633,24.847,25.143,23.828,25.615,27.441,27.037,28.357,27.233,21.664
404,41.865,34.809,37.041,39.620,35.739,43.435,43.509,27.784,38.155,32.356,25.491,25.089,24.807,25.359,23.992,25.610,27.788,26.326,27.247,26.269,22.090
405,40.243,34.676,34.496,36.072,34.715,41.078,44.331,27.701,38.113,31.334,25.521,24.865,25.094,25.564,24.277,25.423,28.389,25.922,26.740,25.991,21.961
406,39.886,35.250,32.924,34.232,33.556,38.536,45.543,27.859,39.668,31.129,26.882,25.691,25.326,26.278,24.767,25.433,29.032,25.471,26.391,25.878,22.460
407,41.722,36.968,31.850,32.388,32.715,36.620,45.583,27.887,41.919,31.107,28.124,26.035,25.447,26.861,25.364,25.543,30.907,25.243,26.132,25.751,22.594
408,41.557,37.051,30.868,30.380,31.973,34.750,45.682,28.167,41.208,30.627,28.539,25.595,25.141,26.634,25.624,25.670,30.662,25.127,25.949,25.558,22.901
409,40.591,37.123,30.371,29.568,31.350,33.861,45.314,28.464,40.208,29.955,28.948,25.618,24.976,26.520,25.585,25.646,30.910,24.895,25.847,25.258,22.887
410,39.142,35.588,30.022,29.017,30.727,32.806,43.431,28.335,39.194,28.950,28.407,25.008,24.432,25.796,25.205,25.454,30.299,24.206,25.923,24.938,22.747
411,37.582,34.340,29.766,28.459,30.288,31.764,41.133,28.266,37.622,27.822,27.287,24.734,23.890,25.260,24.909,25.377,29.135,24.123,25.209,24.707,22.706
412,36.886,32.417,29.540,28.521,29.824,31.201,38.753,27.865,35.961,26.694,26.257,23.954,23.512,24.678,24.505,25.197,28.424,24.098,25.345,24.276,22.542
413,36.173,31.044,29.372,28.244,29.141,30.351,36.847,27.785,35.028,25.926,25.142,23.529,23.058,24.243,24.346,25.338,27.794,23.985,25.647,24.247,22.329
414,35.519,30.139,29.274,27.990,28.526,30.115,35.562,27.661,33.449,25.504,24.547,23.247,22.638,23.777,24.018,25.076,27.386,23.855,25.298,24.249,22.020
415,35.219,29.594,28.974,27.844,28.027,29.676,34.267,27.471,32.212,25.257,23.924,22.977,22.104,23.419,23.917,25.114,27.074,23.716,25.915,24.116,21.846
416,34.969,29.654,29.146,27.916,27.861,29.356,33.365,27.531,31.516,24.954,23.463,22.819,22.062,23.191,23.713,25.193,26.746,23.674,25.566,24.184,21.779
417,35.143,29.220,28.933,28.000,27.829,29.109,32.348,27.386,30.816,24.826,23.098,22.483,21.846,22.943,23.518,25.019,26.624,23.664,25.591,24.056,21.806
418,34.957,29.081,28.966,27.640,28.040,28.681,31.770,27.242,30.304,24.698,22.780,22.112,21.622,22.755,23.424,25.087,26.389,23.706,25.438,24.073,21.461
419,34.768,29.057,28.955,27.911,27.561,28.397,31.073,27.397,29.809,24.556,22.733,22.042,21.516,22.549,23.216,25.127,26.218,23.975,25.587,24.053,21.458
420,34.748,29.145,28.956,27.840,27.685,28.187,30.771,27.266,29.311,24.408,22.465,21.977,21.448,22.421,23.124,25.177,26.316,23.529,25.557,24.167,21.368
421,34.622,29.150,28.988,27.662,27.581,28.010,30.202,27.213,29.004,24.317,22.431,21.764,21.468,22.374,23.130,24.997,26.109,23.461,25.443,24.233,21.181
422,34.874,28.861,28.986,27.753,27.444,28.121,29.854,27.363,28.784,24.433,22.405,21.826,21.212,22.204,22.990,25.036,26.111,23.480,25.285,24.127,21.298
423,34.723,28.978,28.800,27.427,27.439,27.900,29.430,27.230,28.781,24.251,22.329,21.792,21.356,22.131,22.901,25.058,26.110,23.620,25.302,24.022,21.201
424,34.443,28.828,29.003,27.519,27.519,27.872,29.186,27.281,28.102,24.379,22.154,21.826,21.182,22.101,22.825,25.110,25.990,23.517,25.706,23.993,21.124
425,34.586,29.032,29.057,27.649,27.586,27.794,29.136,27.026,28.134,24.313,22.190,21.691,21.138,22.007,22.899,25.028,26.012,23.703,25.664,24.098,21.057
426,34.598,28.984,28.940,27.632,27.665,27.866,28.940,27.036,27.926,24.333,22.234,21.452,21.075,22.002,22.800,24.966,25.871,23.549,25.447,23.818,20.837
427,34.535,28.837,29.059,27.593,27.404,27.639,28.782,27.209,28.124,24.201,22.128,21.367,21.076,21.913,22.817,25.026,25.895,23.419,25.545,24.036,20.882
428,34.252,28.956,28.665,27.588,27.266,27.501,28.559,27.063,28.035,24.191,22.277,21.405,21.049,21.800,22.706,25.017,25.847,23.618,25.570,24.044,20.682
429,34.281,28.961,28.655,27.523,27.573,27.408,28.617,27.244,28.117,24.334,22.112,21.297,20.967,21.914,22.684,25.068,25.819,23.507,25.426,24.022,20.616
430,34.431,29.188,28.830,27.378,27.521,27.417,28.347,27.043,27.954,24.405,22.002,21.286,21.027,21.756,22.776,24.897,25.895,23.463,25.719,24.047,20.573
431,34.382,28.992,28.768,27.289,27.489,27.507,28.456,27.143,27.724,24.078,22.066,21.205,21.017,21.717,22.729,24.999,25.832,23.512,25.417,24.024,20.487
432,34.579,28.739,28.946,27.341,27.206,27.386,28.284,27.075,28.117,24.257,22.108,21.220,20.996,21.790,22.685,24.869,25.685,23.684,25.460,24.087,20.496
433,34.476,29.021,28.929,27.770,27.576,27.382,28.272,27.090,27.498,24.159,21.882,21.475,20.905,21.666,22.637,25.040,25.801,23.439,25.528,23.964,20.393
434,34.302,28.919,28.574,27.605,27.419,27.392,28.159,27.187,27.823,24.137,22.008,21.359,21.039,21.608,22.752,24.943,25.769,23.350,25.209,23.811,20.390
435,34.329,28.910,28.771,27.691,27.380,27.492,28.114,27.055,27.664,24.436,21.894,21.340,21.027,21.794,22.651,25.033,25.862,23.493,25.685,24.220,20.257
436,34.603,28.831,28.777,27.590,27.551,27.513,28.007,27.236,27.505,24.235,22.004,21.174,20.988,21.721,22.605,25.217,25.685,23.434,25.264,24.127,20.320
437,34.350,29.087,28.808,27.516,27.481,27.318,28.011,26.977,27.671,24.172,22.255,21.201,20.821,21.686,22.597,25.143,25.751,23.368,25.319,24.162,20.251
438,34.267,28.818,28.748,27.686,27.340,27.273,27.871,27.110,27.396,24.278,22.096,21.386,20.873,21.648,22.675,25.233,25.686,23.436,25.340,24.009,20.314
439,34.463,28.883,28.699,27.563,27.469,27.396,27.906,27.100,27.477,24.041,22.120,21.297,20.960,21.636,22.756,25.073,25.849,23.441,25.374,24.073,20.246
440,34.218,28.908,28.861,27.533,27.457,27.131,27.800,27.025,27.473,24.176,21.890,21.378,20.977,21.707,22.645,25.021,25.685,23.564,25.472,23.927,20.323
441,34.302,28.750,28.777,27.672,27.221,27.224,27.944,27.007,27.516,24.244,22.281,21.309,21.030,21.641,22.626,25.025,25.738,23.645,25.519,24.038,20.145
442,34.265,28.803,28.781,27.798,27.139,27.379,27.838,26.916,27.382,24.171,21.982,21.243,21.016,21.578,22.586,25.142,25.825,23.544,25.587,24.060,20.176
443,34.268,28.927,28.838,27.541,27.196,27.319,27.845,27.133,27.784,24.169,22.080,21.062,20.974,21.618,22.623,25.097,25.746,23.451,25.596,24.169,20.377
444,34.464,28.801,28.928,27.602,27.293,27.264,27.875,26.989,27.576,24.218,21.970,21.185,20.958,21.588,22.557,24.926,25.598,23.358,25.481,23.947,20.136
445,34.175,28.949,28.676,27.496,27.117,27.312,27.768,27.095,27.714,24.177,22.004,21.290,21.035,21.479,22.491,24.926,25.825,23.478,25.298,23.987,20.171
446,34.280,28.828,28.775,27.605,27.285,27.261,27.615,26.893,27.481,24.238,21.940,21.097,20.971,21.554,22.583,25.166,25.681,23.654,25.626,23.913,20.007
447,34.365,28.869,28.847,27.504,27.285,27.281,27.758,26.948,27.392,24.076,21.896,21.228,21.017,21.611,22.583,24.913,25.618,23.422,25.685,24.051,20.113
448,34.230,28.904,28.710,27.612,27.620,27.270,27.781,27.058,27.431,24.227,22.102,21.023,20.978,21.645,22.570,25.281,25.654,23.363,25.336,23.853,20.070
449,34.463,28.833,28.593,27.536,27.159,27.359,27.762,27.058,27.505,24.215,22.070,21.120,20.965,21.591,22.570,25.160,25.721,23.640,25.447,24.076,20.127
450,34.313,28.913,28.819,27.543,27.481,27.250,27.729,26.949,27.636,24.126,22.010,21.402,20.931,21.623,22.497,25.160,25.719,23.446,25.217,24.218,20.083
451,34.254,28.668,28.817,27.538,27.062,27.303,27.687,26.903,27.519,24.106,21.862,21.127,21.072,21.672,22.551,25.077,25.592,23.426,25.647,23.807,19.955
452,34.351,28.687,28.797,27.378,27.134,27.254,27.835,26.974,27.481,23.984,21.988,21.483,21.091,21.660,22.527,25.026,25.878,23.407,25.587,23.898,20.043
453,34.334,28.880,28.766,27.575,27.161,27.122,27.754,26.918,27.477,24.108,22.110,21.251,20.937,21.549,22.596,25.061,25.546,23.328,25.494,23.989,20.039
454,34.317,28.856,28.901,27.477,27.027,27.191,27.698,27.014,27.343,24.108,22.000,21.116,21.004,21.668,22.510,25.068,25.686,23.556,25.447,23.916,20.127
455,34.222,28.883,28.789,27.738,27.208,27.280,27.761,26.853,27.265,24.115,22.044,21.212,20.856,21.550,22.552,24.988,25.655,23.436,25.328,24.120,19.969
456,34.302,28.986,28.808,27.681,27.305,27.155,27.812,27.137,27.693,24.126,22.104,21.158,20.925,21.660,22.450,25.298,25.661,23.488,25.438,23.993,20.144
457,34.481,28.905,28.663,27.849,27.002,27.132,27.748,26.924,27.760,24.079,21.806,21.139,21.072,21.664,22.551,25.243,25.731,23.598,25.311,23.956,19.894
458,34.385,28.837,28.571,27.662,27.194,27.171,27.667,27.030,27.459,24.175,21.968,21.266,21.026,21.627,22.593,25.157,25.689,23.578,25.472,24.084,20.160
459,34.402,28.829,28.640,27.462,27.184,27.200,27.838,26.980,27.413,24.229,22.102,21.313,20.993,21.582,22.518,25.135,25.753,23.402,25.570,24.016,20.113
460,34.504,28.853,28.683,27.467,27.144,27.237,27.710,27.011,27.392,24.078,21.818,21.324,20.937,21.629,22.522,24.992,25.647,23.564,25.655,23.982,20.181
461,34.221,28.844,28.793,27.622,27.442,27.243,27.551,27.034,27.502,24.233,22.014,21.313,21.007,21.612,22.560,25.025,25.769,23.498,25.281,24.051,20.201
462,34.281,28.850,28.854,27.383,27.335,27.284,27.683,26.860,27.816,24.234,22.004,21.135,20.964,21.539,22.553,25.032,25.646,23.507,25.379,23.993,20.029
463,34.406,28.995,28.584,27.588,27.318,27.302,27.712,27.144,27.420,24.166,21.954,21.162,21.033,21.515,22.438,25.044,25.707,23.434,25.498,24.002,20.142
