 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
52,33.835,29.665,29.180,27.790,28.333,27.194,27.468,26.328,28.155,24.794,22.291,21.463,20.988,21.850,22.736,26.258,26.328,24.125,26.838,24.771,20.230
53,33.975,29.714,29.267,27.988,28.449,27.224,27.562,26.439,28.269,24.970,22.216,21.290,20.971,21.805,22.811,26.298,26.380,24.076,26.766,24.904,20.081
54,33.759,29.765,29.232,28.259,28.412,27.160,27.505,26.426,28.251,24.890,22.064,21.317,20.988,21.850,22.831,26.108,26.328,24.135,26.545,24.878,20.242
55,33.645,30.112,29.274,28.116,28.092,27.226,27.482,26.569,28.152,24.794,22.337,21.255,21.007,21.731,22.922,26.297,26.313,24.081,26.617,24.818,20.140
56,33.480,29.705,29.238,28.074,28.201,27.254,27.413,26.304,28.184,24.898,22.164,21.463,20.944,21.727,22.853,26.319,26.305,24.169,26.515,24.982,20.171
57,33.862,30.063,29.023,28.232,28.571,27.296,27.432,26.388,27.954,24.833,22.152,21.270,20.983,21.791,22.843,26.201,26.268,24.444,26.796,24.842,20.226
58,33.669,29.746,29.134,28.044,28.382,27.155,27.578,26.483,27.774,24.864,22.144,21.174,20.977,21.832,22.805,26.124,26.386,24.066,26.485,24.780,20.063
59,33.553,29.850,29.138,28.101,28.181,27.250,27.439,26.577,27.855,24.934,22.210,21.371,21.004,21.781,22.809,26.072,26.297,24.152,26.745,24.662,20.086
60,33.559,29.837,29.121,28.072,28.256,27.210,27.476,26.397,28.028,24.973,22.056,21.324,21.091,21.742,22.859,26.251,26.231,24.225,26.932,24.904,20.185
61,33.707,29.701,29.228,28.138,28.288,27.259,27.390,26.395,27.862,24.971,22.269,21.193,21.056,21.690,22.785,26.103,26.194,24.377,26.604,24.609,20.133
62,33.640,30.044,29.289,28.205,28.050,26.957,27.325,26.438,28.014,24.947,22.118,21.162,21.050,21.775,22.859,26.397,26.303,24.042,26.689,24.869,20.162
63,33.795,29.940,29.298,28.084,28.270,27.180,27.535,26.375,27.982,24.859,22.271,21.181,21.032,21.872,22.822,26.160,26.344,24.169,26.638,24.822,20.104
64,33.867,29.785,29.191,28.062,27.973,27.243,27.354,26.332,28.201,24.924,22.174,21.452,21.076,21.791,22.873,26.378,26.322,24.270,26.770,24.860,20.201
65,33.777,30.065,29.234,28.049,28.233,27.238,27.349,26.392,28.035,24.915,22.084,21.046,21.065,21.861,22.811,26.179,26.432,24.145,26.868,24.911,20.189
66,33.855,29.779,29.272,28.106,28.484,27.090,27.347,26.508,27.933,24.756,22.156,21.093,21.004,21.835,22.832,26.251,26.157,24.140,26.779,25.009,20.043
67,33.919,29.747,29.252,28.146,28.226,27.237,27.493,26.580,28.042,24.887,22.220,21.517,21.016,21.697,22.849,26.301,26.528,24.319,26.553,24.982,20.163
68,33.727,29.899,29.199,28.109,28.355,27.224,27.463,26.376,28.226,24.813,22.347,21.421,20.974,21.787,22.877,26.308,26.225,24.272,26.643,24.842,20.054
69,33.836,29.934,29.233,28.067,28.139,27.131,27.382,26.502,27.915,24.789,22.164,21.089,20.944,21.864,22.869,26.486,26.309,24.118,26.468,24.736,20.244
70,33.759,29.747,29.326,28.106,28.000,27.236,27.625,26.363,27.841,24.675,22.257,21.320,21.063,21.812,22.836,26.218,26.319,24.127,26.511,24.804,20.011
71,33.875,29.766,29.099,28.198,27.918,27.085,27.375,26.284,28.127,24.842,22.156,21.456,21.069,21.731,22.844,26.077,26.206,24.216,26.791,24.616,19.975
72,33.783,29.867,29.326,28.131,28.002,27.203,27.598,26.452,28.042,24.947,22.327,21.409,21.094,21.800,22.827,26.283,26.150,24.179,26.655,24.684,20.183
73,33.721,29.652,29.131,28.321,28.226,27.196,27.408,26.418,28.269,24.851,22.186,21.297,20.987,21.755,22.847,26.095,26.303,24.159,26.315,24.713,20.127
74,33.836,29.899,29.221,28.190,28.462,27.292,27.520,26.384,28.039,24.819,22.240,21.266,20.938,21.747,22.903,26.334,26.241,24.238,26.783,24.811,20.075
75,33.916,29.858,29.331,28.205,28.218,27.112,27.279,26.521,28.127,24.848,22.329,21.263,21.104,21.810,22.795,26.255,26.133,24.059,26.494,24.936,20.009
76,33.920,29.891,29.221,28.301,28.136,27.155,27.457,26.556,28.226,24.847,22.220,21.263,21.000,21.785,22.774,26.070,26.201,24.252,26.549,24.760,20.108
77,33.876,29.815,29.357,28.151,28.166,27.164,27.415,26.467,28.081,24.809,22.248,21.459,21.066,21.764,22.843,26.251,26.232,24.279,26.434,24.869,20.215
78,34.064,29.823,29.302,28.153,28.275,27.134,27.604,26.450,28.113,24.842,22.355,21.297,20.990,21.735,22.802,26.237,26.223,24.333,26.834,24.793,20.241
79,33.901,29.826,29.349,28.170,28.122,27.236,27.544,26.411,28.014,24.848,22.060,21.340,20.918,21.760,22.792,26.087,26.383,24.108,26.787,24.838,20.172
80,33.938,29.853,29.358,28.309,28.588,27.301,27.405,26.353,28.322,24.933,22.289,21.286,21.032,21.830,22.830,26.430,26.212,24.110,26.545,24.911,20.068
81,33.738,30.054,29.313,28.067,28.290,27.473,27.407,26.534,28.078,24.881,22.156,21.336,20.922,21.771,22.889,26.399,26.272,24.115,26.587,24.958,20.278
82,34.072,30.141,29.364,28.094,28.290,27.121,27.401,26.556,28.307,24.760,22.072,21.405,21.097,21.771,22.808,26.270,26.316,24.498,26.647,24.649,20.160
83,33.848,29.900,29.157,28.173,28.221,27.329,27.392,26.427,28.134,24.903,22.347,21.359,21.063,21.726,22.808,26.130,26.133,24.213,26.821,24.780,20.140
84,34.020,30.014,29.308,28.333,28.112,27.281,27.715,26.427,28.435,24.879,22.162,21.290,21.098,21.815,22.861,26.154,26.195,24.140,26.749,24.684,20.206
85,33.938,29.893,29.386,28.207,28.419,27.356,27.590,26.438,28.032,24.886,22.246,21.351,21.066,21.737,22.821,26.106,26.508,24.135,26.540,24.751,20.172
86,33.876,29.934,29.424,28.148,27.955,27.409,27.383,26.424,28.092,24.985,22.142,21.328,21.063,21.766,22.866,26.381,26.180,24.169,26.583,25.067,20.016
87,34.115,29.987,29.395,28.425,28.045,27.213,27.303,26.434,28.223,24.992,22.214,21.475,21.069,21.820,22.787,26.310,26.097,24.233,26.838,24.936,20.136
88,34.117,29.968,29.241,28.185,28.000,27.142,27.457,26.446,28.152,24.782,22.269,21.247,21.110,21.894,22.736,26.360,26.207,24.174,26.898,24.682,20.097
89,34.043,29.874,29.230,28.348,28.367,27.334,27.470,26.503,28.042,24.922,22.084,21.583,20.974,21.754,22.840,26.262,26.232,24.360,26.685,24.693,20.169
90,34.184,29.991,29.369,28.259,28.236,27.293,27.485,26.537,28.131,25.034,22.094,21.293,21.039,21.834,22.769,26.193,26.230,24.248,26.677,24.933,20.056
91,33.978,29.984,29.289,28.264,28.605,27.171,27.521,26.362,28.131,24.848,22.204,21.286,21.032,21.732,22.766,26.164,26.248,24.228,26.953,24.771,20.101
92,34.023,29.930,29.343,28.049,28.273,27.249,27.579,26.408,28.152,24.819,22.267,21.124,21.003,21.746,22.844,26.143,26.253,24.105,26.643,25.016,20.104
93,33.684,29.675,29.411,28.272,28.241,27.340,27.492,26.600,28.180,24.738,22.273,21.170,21.085,21.805,22.837,26.230,26.205,24.463,26.723,24.793,20.041
94,34.100,29.839,29.272,28.291,28.176,27.249,27.389,26.507,28.106,24.860,22.257,20.996,20.990,21.773,22.706,26.232,26.278,24.132,26.915,25.011,20.057
95,34.122,29.858,29.143,28.400,28.464,27.239,27.476,26.508,28.074,24.762,22.116,21.320,20.983,21.815,22.865,26.106,26.102,24.316,26.557,24.860,20.127
96,34.105,29.932,29.443,27.904,28.283,27.311,27.470,26.516,28.127,24.783,22.110,21.093,21.125,21.774,22.821,26.233,26.251,24.201,26.762,24.833,20.180
97,34.079,29.919,29.550,28.331,28.010,27.332,27.603,26.406,28.452,24.823,22.168,21.251,21.144,21.750,22.933,26.298,26.302,24.181,26.600,24.847,20.145
98,34.249,29.989,29.337,28.272,28.233,27.358,27.428,26.384,28.155,24.885,22.168,21.293,21.014,21.727,22.832,26.154,26.304,24.076,26.855,24.804,20.061
99,34.182,30.055,29.396,28.178,28.179,27.317,27.536,26.462,28.198,24.870,22.277,21.224,21.013,21.645,22.760,26.190,26.198,24.216,26.549,24.907,20.136
100,33.987,29.924,29.253,28.249,28.030,27.363,27.502,26.589,27.996,24.780,22.218,21.313,20.990,21.657,22.854,26.291,26.356,24.054,26.889,24.762,20.158
101,34.188,30.092,29.256,28.319,27.918,27.329,27.465,26.484,28.452,24.902,22.130,21.328,20.939,21.820,22.810,26.143,26.121,24.157,26.621,24.800,20.115
102,34.181,29.874,29.460,28.252,28.365,27.302,27.668,26.416,28.088,24.689,22.182,21.344,21.052,21.852,22.881,26.320,26.285,24.225,26.638,24.742,20.257
103,34.029,29.880,29.388,28.252,28.635,27.152,27.675,26.431,28.360,24.765,22.068,21.340,20.993,21.805,22.896,26.451,26.358,24.145,26.736,24.760,20.178
104,34.121,29.918,29.323,28.353,28.437,27.400,27.481,26.590,28.527,24.873,22.222,21.432,20.970,21.791,22.800,26.314,26.267,24.294,26.396,24.864,20.136
105,34.032,30.141,29.516,28.086,27.933,27.372,27.411,26.527,28.163,24.888,22.154,21.320,21.078,21.822,22.774,26.360,26.387,24.260,26.783,24.678,20.117
106,33.976,29.967,29.319,28.235,28.223,27.316,27.445,26.300,28.272,24.959,22.096,21.243,21.107,21.791,22.926,26.341,26.297,23.968,26.574,24.838,20.061
107,34.025,30.043,29.399,28.237,28.457,27.393,27.549,26.680,28.286,24.834,22.253,21.301,21.039,21.815,22.779,26.167,26.190,24.071,26.745,24.916,20.111
108,34.262,29.777,29.458,28.249,28.362,27.324,27.523,26.537,28.201,24.734,22.315,21.120,20.925,21.761,22.704,26.255,26.177,24.081,26.962,24.891,20.056
109,34.038,29.769,29.358,28.267,28.181,27.464,27.471,26.511,28.078,24.830,22.136,21.290,21.146,21.779,22.772,26.050,26.246,24.132,26.494,24.762,20.241
110,33.929,29.727,29.510,28.311,28.362,27.502,27.502,26.529,28.435,25.008,22.090,21.282,21.086,21.706,22.825,26.072,26.269,24.098,26.596,24.920,20.140
111,34.055,29.861,29.606,28.215,28.320,27.248,27.729,26.802,27.912,24.852,22.206,21.100,21.056,21.858,22.796,26.316,26.363,24.240,26.957,24.822,20.262
112,34.112,30.002,29.691,28.195,28.261,27.531,27.685,26.513,28.088,24.624,22.126,21.293,21.105,21.861,22.802,26.228,26.229,24.130,26.872,24.860,20.264
113,34.020,29.836,29.290,28.262,28.050,27.289,27.420,26.603,28.276,24.796,22.144,21.475,20.958,21.731,22.844,26.226,26.396,24.059,26.591,24.696,20.068
114,34.148,29.902,29.469,28.042,27.814,27.286,27.681,26.486,28.198,24.995,22.307,21.019,21.092,21.741,22.780,26.114,26.308,24.152,26.953,24.789,20.187
115,34.238,29.820,29.338,28.291,28.563,27.307,27.470,26.503,28.148,24.805,22.273,21.340,20.844,21.813,22.878,26.259,26.180,23.900,26.553,24.782,20.102
116,33.908,30.066,29.405,28.543,28.427,27.219,27.466,26.254,28.272,24.748,22.337,21.178,20.947,21.721,22.898,26.241,26.353,24.056,26.660,24.824,20.034
117,33.961,29.938,29.386,28.254,28.300,27.199,27.351,26.316,28.251,24.727,22.347,21.363,20.976,21.832,22.831,26.146,26.212,24.083,26.583,24.871,20.151
118,34.284,30.016,29.460,28.183,27.918,27.131,27.443,26.310,28.452,24.596,22.174,21.220,21.037,21.770,22.754,26.312,26.356,24.135,26.481,24.844,20.199
119,34.126,29.926,29.542,28.477,28.360,27.109,27.301,26.381,28.318,24.893,22.216,21.394,21.009,21.837,22.852,26.408,26.374,24.380,26.260,25.016,20.117
120,33.937,29.913,29.480,28.279,28.315,27.171,27.156,26.315,28.219,24.936,22.052,21.313,20.984,21.805,22.798,26.363,26.138,23.917,26.715,24.909,20.070
121,34.257,30.166,29.467,28.398,28.365,26.968,27.233,26.266,28.378,24.848,22.287,21.463,21.033,21.817,22.885,26.131,26.005,24.145,26.434,24.967,20.063
122,34.097,30.172,29.372,28.351,27.950,27.158,27.334,26.082,28.438,24.914,22.190,21.436,20.934,21.760,22.912,26.204,26.219,23.985,26.711,24.702,20.178
123,34.256,29.967,29.305,28.183,28.087,27.133,27.461,26.345,28.159,24.701,22.206,21.502,21.022,21.801,22.647,26.168,26.399,23.821,26.421,24.851,20.237
124,34.168,29.825,29.556,28.289,28.414,27.152,27.580,26.509,28.283,24.937,22.154,21.429,20.999,21.773,22.783,26.279,26.268,24.272,26.370,24.953,19.957
125,34.210,29.998,29.531,28.210,28.303,27.261,27.602,26.590,28.466,24.703,22.377,21.479,21.052,21.739,22.850,26.382,26.147,24.191,26.672,24.753,20.194
126,34.266,30.213,29.568,28.526,28.216,27.366,27.597,26.525,28.307,24.846,22.172,21.286,21.009,21.805,22.836,26.266,26.228,24.086,26.400,24.773,20.120
127,34.296,30.071,29.481,28.158,28.238,27.322,27.482,26.454,28.307,24.797,22.255,21.108,21.081,21.835,22.839,26.250,26.244,24.125,26.843,24.678,20.095
128,34.033,29.967,29.411,28.365,28.352,27.330,27.458,26.583,28.247,24.834,22.234,21.293,21.032,21.773,22.869,26.316,26.225,24.208,26.757,24.831,20.162
129,34.424,29.793,29.511,28.158,28.365,27.200,27.486,26.523,28.318,24.692,22.186,21.178,20.987,21.752,22.870,26.327,26.228,24.225,26.813,24.909,20.115
130,34.279,29.919,29.436,28.405,28.097,27.412,27.472,26.338,28.420,24.744,22.259,21.251,20.977,21.757,22.808,26.175,26.364,23.980,26.379,24.836,20.239
131,34.358,30.186,29.520,28.326,28.337,27.268,27.588,26.443,28.385,24.790,22.212,21.297,21.032,21.782,22.849,26.188,26.296,24.069,26.502,24.893,20.120
132,35.765,34.975,34.236,40.560,33.181,38.181,39.971,26.854,30.194,30.459,24.573,24.239,24.298,23.173,23.479,26.863,27.745,26.350,29.119,27.776,21.039
133,36.470,41.231,34.747,45.264,35.663,40.945,45.424,27.611,31.742,36.546,26.359,26.579,26.690,25.058,24.514,27.143,30.071,27.081,28.728,27.940,21.774
134,35.930,41.349,33.316,40.543,34.995,38.339,43.485,28.873,31.322,36.536,25.683,26.807,26.654,25.205,24.722,27.160,30.463,26.627,28.170,26.824,22.099
135,35.392,39.401,32.104,36.062,33.568,36.123,40.736,29.369,30.951,34.817,24.912,25.892,26.156,24.717,24.930,27.083,30.314,26.137,27.366,26.347,22.196
136,35.033,36.588,31.177,33.323,32.171,34.608,38.316,29.051,30.484,32.596,24.000,25.212,25.715,24.250,24.695,27.331,29.457,25.838,27.000,25.769,21.961
137,34.771,34.575,30.597,31.378,30.990,33.033,36.521,28.534,30.088,30.778,23.473,24.417,25.024,23.874,24.441,26.945,28.834,25.387,26.830,24.927,21.702
138,34.698,33.005,30.264,30.444,29.896,32.127,34.639,28.201,29.813,29.237,23.108,23.830,24.615,23.408,24.171,26.954,28.341,25.027,26.817,25.151,21.587
139,34.708,31.659,30.097,29.938,29.300,31.436,33.492,27.963,29.212,27.999,22.709,23.278,24.130,23.127,23.866,26.655,27.907,24.880,26.809,25.029,21.436
140,34.582,31.239,29.856,29.089,28.717,30.730,32.551,27.798,28.883,27.274,22.529,22.822,23.572,22.929,23.816,26.527,27.544,24.699,26.643,24.836,21.298
141,34.568,30.659,29.975,28.953,28.543,30.222,31.600,27.534,28.965,26.900,22.455,22.714,23.147,22.663,23.722,26.177,27.432,24.588,26.851,24.856,21.011
142,34.412,30.452,29.853,28.627,28.352,30.022,31.252,27.387,28.625,26.589,22.407,22.448,22.860,22.581,23.611,26.377,26.902,24.588,26.970,24.907,20.882
143,34.423,30.232,29.797,28.617,28.320,29.540,30.639,27.319,28.618,26.103,22.218,22.085,22.487,22.430,23.478,26.847,27.001,24.574,26.562,24.736,20.810
144,34.416,30.209,29.719,28.417,28.538,29.285,30.174,27.317,28.276,25.735,22.369,22.124,22.385,22.270,23.432,26.612,26.855,24.500,26.451,24.876,20.747
145,34.425,30.137,29.793,28.662,28.464,28.945,29.817,27.283,28.689,25.534,22.323,21.977,22.032,22.169,23.312,26.422,26.744,24.306,26.604,24.753,20.747
146,34.325,30.093,29.643,28.375,28.350,28.961,29.445,27.237,28.516,25.337,22.317,22.124,21.794,22.335,23.176,26.361,26.575,24.338,26.702,24.827,20.652
147,34.419,30.126,29.684,28.306,28.136,28.684,29.370,27.126,28.473,25.335,22.234,21.849,21.780,22.096,23.247,26.259,26.692,24.056,26.694,24.804,20.539
148,34.253,29.961,29.670,28.395,28.608,28.400,29.024,27.162,28.516,25.172,22.188,21.776,21.589,22.052,23.132,26.370,26.659,24.147,26.702,24.900,20.487
149,34.575,30.092,29.715,28.247,28.581,28.109,28.897,27.003,28.466,25.034,22.138,21.629,21.503,21.999,23.057,26.068,26.483,24.186,26.881,24.949,20.458
150,34.322,30.003,29.475,28.430,28.365,28.237,28.662,27.054,28.329,25.072,22.168,21.486,21.569,22.030,23.108,26.094,26.535,24.093,26.498,24.820,20.485
151,34.148,29.820,29.699,28.296,28.320,28.070,28.684,26.943,28.216,24.864,22.244,21.556,21.352,21.941,23.040,26.121,26.545,24.174,26.753,24.736,20.250
152,34.226,29.992,29.489,28.025,28.350,28.101,28.351,26.852,28.307,24.960,22.124,21.726,21.282,21.791,23.035,26.422,26.478,24.017,26.702,24.891,20.293
153,34.326,29.905,29.683,28.217,28.434,28.179,28.390,26.783,28.293,24.818,22.242,21.444,21.203,21.995,23.106,26.226,26.414,24.228,26.655,24.871,20.205
154,34.212,29.790,29.583,28.230,28.377,27.986,28.369,26.830,28.194,24.835,22.321,21.467,21.163,21.876,22.921,26.199,26.308,24.027,26.915,24.871,20.364
155,34.333,29.938,29.772,28.319,28.690,27.983,28.130,27.013,28.336,24.886,22.096,21.595,21.244,21.948,22.959,26.386,26.338,24.252,26.757,24.771,20.248
156,34.573,29.894,29.439,28.232,28.692,27.752,28.155,26.811,27.975,24.896,21.986,21.390,21.281,21.786,22.953,26.212,26.317,23.990,26.519,24.902,20.228
157,34.370,29.870,29.598,28.081,28.387,27.752,28.189,26.834,28.431,24.910,22.343,21.351,21.238,21.901,22.940,26.139,26.332,24.248,26.681,24.860,20.108
158,34.165,29.706,29.533,28.185,28.380,27.691,27.992,27.006,28.233,24.721,22.281,21.324,21.017,21.827,22.883,26.226,26.235,24.250,26.574,24.720,20.262
159,34.234,29.711,29.360,28.188,28.533,27.756,28.065,26.779,28.283,24.744,22.279,21.340,21.104,21.778,22.963,26.094,26.418,24.150,26.557,24.920,20.131
160,34.135,29.793,29.316,28.069,28.561,27.945,27.993,26.896,27.830,24.767,22.299,21.471,21.089,21.798,22.996,26.281,26.349,24.108,26.723,24.718,20.099
