 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
302,35.939,30.712,30.114,28.469,28.102,27.936,28.186,26.862,28.382,24.903,22.343,21.405,21.212,22.095,23.220,26.593,26.989,24.120,26.111,25.024,20.339
303,35.904,30.771,30.199,28.563,28.052,27.816,28.213,26.988,28.378,24.988,22.132,21.459,21.245,22.076,23.117,26.457,26.926,24.167,26.128,24.873,20.162
304,35.801,30.615,30.089,28.267,28.266,27.753,28.250,26.926,28.463,25.087,22.387,21.444,21.275,22.024,23.112,26.415,27.051,24.078,26.413,25.060,20.298
305,35.572,30.528,30.379,28.388,28.238,27.705,28.257,27.004,28.569,24.979,22.295,21.417,21.313,22.079,23.172,26.348,26.878,24.213,25.877,24.989,20.345
306,35.581,30.727,30.240,28.523,28.189,27.810,28.064,26.855,28.650,24.965,22.162,21.417,21.127,21.911,22.993,26.335,26.913,24.110,26.243,25.129,20.224
307,35.611,30.276,30.341,28.659,28.159,27.848,28.090,26.966,28.322,24.908,22.244,21.347,21.190,22.004,23.061,26.189,26.867,24.191,26.179,25.189,20.131
308,35.592,30.602,30.169,28.491,28.454,27.528,28.252,27.008,28.127,24.805,22.220,21.189,21.108,21.967,23.008,26.334,26.823,24.123,26.204,25.140,20.273
309,35.593,30.273,30.229,28.373,27.935,27.784,28.300,27.033,28.117,24.933,22.257,21.286,21.148,22.052,22.999,26.222,26.753,24.260,26.353,25.258,20.302
310,35.386,30.171,30.025,28.891,28.161,27.879,28.255,26.980,27.883,24.734,22.160,21.143,21.138,21.961,22.978,26.194,26.557,24.245,26.591,25.189,20.025
311,35.494,30.430,30.200,28.274,27.998,27.967,28.236,26.974,27.968,24.926,22.222,21.259,21.137,21.841,22.956,26.101,26.389,24.326,26.711,25.044,20.230
312,35.387,29.967,29.988,28.593,28.340,27.887,28.202,27.093,28.251,24.743,22.174,21.243,21.203,21.958,23.066,26.088,26.553,24.223,26.434,25.109,20.226
313,35.513,30.117,29.786,28.227,27.953,27.888,28.100,26.981,28.244,24.765,22.244,21.232,21.127,21.968,22.941,25.937,26.211,24.314,26.613,25.224,20.217
314,35.601,30.096,29.834,28.193,28.151,27.660,28.012,26.969,28.212,24.823,22.285,21.351,21.245,21.919,22.912,25.923,26.401,24.091,26.477,24.987,20.163
315,35.450,30.196,29.887,28.398,28.275,27.899,27.975,26.802,28.346,24.845,22.190,21.494,21.137,22.034,23.011,26.148,26.384,24.142,26.498,24.996,20.144
316,35.680,30.300,29.717,28.067,27.789,27.711,27.964,26.953,28.332,24.801,22.257,21.521,21.110,21.951,23.043,26.057,26.522,24.211,26.281,24.889,20.086
317,35.305,29.934,29.613,28.484,27.911,27.714,27.952,27.003,28.212,24.921,22.210,21.417,21.166,21.913,23.014,26.065,26.374,24.098,26.626,24.898,20.180
318,35.419,30.085,29.819,28.267,28.067,27.686,28.093,26.883,28.399,24.932,22.267,21.371,21.209,21.919,22.935,26.055,26.486,24.091,26.145,25.098,20.144
319,35.512,30.325,29.719,28.084,28.102,27.686,28.057,26.932,27.753,24.962,22.114,21.166,21.030,21.994,22.985,26.141,26.411,23.985,26.272,25.051,20.145
320,35.270,30.024,29.937,28.435,27.819,27.671,27.982,26.891,28.258,25.030,22.184,21.375,21.151,21.957,22.937,26.103,26.257,23.946,26.187,24.909,19.953
321,35.535,30.011,29.766,28.096,27.834,27.702,27.907,26.911,28.240,24.961,22.323,21.386,21.120,22.071,23.168,25.858,26.444,23.892,26.532,24.807,20.162
322,35.480,30.226,29.653,28.304,28.084,27.694,27.799,26.942,28.078,24.956,22.269,21.340,21.161,22.085,23.230,26.252,26.437,24.157,26.570,24.802,20.259
323,35.496,30.463,29.802,28.210,27.963,27.528,28.152,26.931,28.067,24.992,22.277,21.259,21.140,21.964,23.126,26.381,26.485,24.083,26.523,24.989,20.136
324,35.616,30.104,29.937,28.240,28.040,27.832,27.891,26.766,28.233,24.859,22.383,21.448,21.179,22.022,23.195,26.222,26.418,24.054,26.613,24.884,20.332
325,35.554,30.297,29.980,28.388,28.087,27.637,27.793,26.965,28.177,24.899,22.399,21.301,21.176,22.118,23.299,26.294,26.654,24.051,26.498,25.107,20.122
326,35.467,30.523,29.725,28.496,27.881,27.751,28.025,26.857,28.481,24.921,22.369,21.425,21.197,22.101,23.167,26.421,26.563,24.098,26.515,24.953,20.241
327,35.640,30.450,29.898,28.551,28.355,27.693,28.096,26.844,28.353,25.073,22.279,21.514,21.300,22.079,23.164,26.360,26.477,24.213,26.502,25.227,20.409
328,38.585,35.821,38.565,43.311,33.896,43.403,43.497,27.221,31.466,30.553,25.112,23.799,24.604,23.845,23.861,26.812,27.817,26.341,30.064,28.629,21.291
329,42.382,40.376,41.283,46.652,37.313,47.290,48.988,27.501,35.254,36.029,26.565,25.440,26.086,26.243,24.391,27.032,29.240,27.475,29.426,28.478,22.149
330,41.531,39.747,38.695,42.496,36.345,44.660,49.005,27.436,34.901,35.334,25.896,25.042,25.990,26.052,24.362,27.083,29.407,27.037,28.498,27.396,22.329
331,39.831,37.171,36.293,37.659,34.417,42.376,50.722,27.484,33.495,33.399,25.220,24.436,25.493,25.453,24.344,26.985,29.176,26.346,27.311,26.378,22.217
332,39.024,37.297,36.499,38.509,33.809,43.128,51.681,27.363,32.982,32.767,25.248,24.703,25.654,25.514,24.450,27.273,29.394,26.409,28.051,27.227,22.309
333,39.039,42.692,38.460,42.751,35.392,47.614,57.480,27.199,33.484,33.891,27.244,25.533,26.281,27.061,25.363,27.519,31.223,27.328,28.949,28.124,22.702
334,38.430,41.695,37.229,39.588,34.390,45.859,55.991,27.406,32.647,32.863,27.084,25.162,25.839,26.594,25.694,27.629,31.067,26.841,27.826,27.087,22.425
335,37.653,38.354,35.519,36.094,33.521,43.764,54.255,27.365,31.519,31.164,26.287,24.483,25.248,26.027,25.331,27.370,30.163,26.618,27.477,26.469,22.508
336,37.337,36.153,34.278,33.536,32.258,41.868,52.972,27.393,31.456,29.953,25.228,23.973,24.723,25.387,25.179,27.334,29.492,26.314,27.064,25.951,22.047
337,37.016,34.250,33.455,32.074,31.238,40.385,50.187,27.208,31.028,28.854,24.747,23.344,24.300,24.830,24.973,27.248,29.236,25.858,27.085,25.664,21.932
338,36.862,33.147,32.830,31.212,30.658,38.888,47.662,27.264,30.625,28.180,23.858,23.224,23.808,24.494,24.833,27.189,28.701,25.645,27.009,25.553,21.741
339,36.716,32.385,32.217,30.217,30.702,37.916,45.233,27.278,30.117,27.678,23.707,22.749,23.535,24.156,24.612,27.286,28.544,25.304,27.051,25.553,21.567
340,36.682,32.122,32.041,29.973,30.439,36.694,43.354,27.270,29.968,27.130,23.499,22.529,23.350,23.774,24.709,27.161,28.290,25.176,26.787,25.449,21.458
341,36.671,31.768,31.561,29.886,29.764,36.067,41.650,27.228,30.205,26.859,23.323,22.375,22.918,23.713,24.490,27.342,28.246,24.907,26.898,25.642,21.397
342,36.899,31.820,31.812,29.674,29.476,34.990,39.990,27.347,29.742,26.601,23.056,22.436,22.576,23.530,24.422,27.359,28.158,24.779,26.881,25.471,21.115
343,36.774,31.627,31.587,29.427,29.315,34.449,38.989,27.179,29.555,26.612,22.914,22.301,22.398,23.335,24.316,27.288,28.048,24.627,26.830,25.547,21.101
344,36.853,31.548,31.424,29.240,28.978,33.854,37.864,27.249,29.636,26.350,23.032,22.050,22.259,23.165,24.224,27.110,28.026,24.882,26.889,25.460,21.142
345,36.696,31.537,31.038,29.111,29.037,33.240,36.883,27.244,29.452,26.352,22.784,22.054,21.991,23.117,24.194,27.222,27.978,24.887,26.877,25.491,20.925
346,36.949,31.436,31.270,29.106,29.119,32.730,35.795,27.056,29.590,26.229,22.693,22.097,22.024,23.073,24.212,27.288,27.950,24.902,26.591,25.491,21.050
347,36.867,31.414,31.283,29.259,29.057,32.067,35.286,27.298,29.435,26.363,22.906,21.865,22.061,23.072,24.228,27.350,27.908,24.777,26.732,25.696,20.928
348,36.915,31.754,31.312,29.440,28.953,31.872,34.411,27.306,29.385,26.118,22.822,22.039,21.880,22.990,24.153,27.396,28.000,24.843,26.834,25.396,20.833
349,37.103,31.321,31.185,29.244,28.873,31.253,33.750,27.245,29.580,26.155,22.695,21.784,21.680,22.964,24.259,27.577,27.908,24.782,26.706,25.716,20.864
350,37.008,31.558,31.240,29.496,28.797,31.012,33.372,27.371,29.466,26.063,22.766,21.938,21.771,23.007,24.181,27.694,27.790,24.779,26.664,25.667,20.885
351,36.978,31.725,31.286,29.249,28.893,30.709,32.601,27.192,29.622,26.147,22.836,21.927,21.762,22.913,24.065,27.368,28.016,24.828,26.987,25.633,20.741
352,37.295,31.460,31.471,29.477,28.737,30.327,32.192,27.249,29.237,26.005,22.806,21.969,21.733,23.006,24.158,27.610,27.958,24.779,26.834,25.776,20.691
353,37.089,31.761,31.308,29.193,29.022,30.073,31.985,27.464,29.551,25.988,22.768,21.965,21.906,22.987,24.081,27.676,28.036,24.556,26.570,25.647,20.530
354,37.204,31.929,31.358,29.593,29.318,29.938,31.403,27.598,29.512,26.169,22.774,21.741,21.733,22.879,24.068,27.679,27.898,24.645,26.906,25.764,20.591
355,37.124,31.810,31.490,29.484,29.347,29.587,31.076,27.402,29.908,26.114,22.766,22.012,21.759,22.874,24.095,27.836,28.223,24.681,26.966,25.740,20.499
356,37.347,32.158,31.655,29.669,29.355,29.485,30.924,27.465,29.852,26.147,22.747,21.819,21.782,22.768,23.895,27.771,28.418,24.838,26.898,26.031,20.662
357,37.382,32.038,31.564,29.635,29.370,29.282,30.777,27.405,29.714,26.165,22.974,21.761,21.784,22.763,23.772,28.091,28.356,24.841,26.728,25.869,20.487
358,37.347,32.376,31.815,29.751,29.362,29.199,30.412,27.602,29.643,26.223,22.858,21.969,21.754,22.791,23.688,28.001,28.406,25.034,26.821,26.042,20.377
359,37.375,32.130,31.715,29.667,29.563,29.229,30.361,27.566,30.039,26.307,22.786,22.201,21.831,22.667,23.679,27.861,28.592,24.882,26.987,25.918,20.515
360,37.573,32.297,31.713,29.854,29.747,29.058,30.107,27.630,29.657,26.231,22.822,21.977,21.821,22.590,23.469,27.841,28.620,25.054,27.387,26.049,20.440
361,37.512,32.434,31.808,29.928,29.457,29.191,30.002,27.718,29.767,26.336,22.856,21.707,21.795,22.631,23.542,27.726,28.428,24.983,27.447,26.102,20.372
362,37.475,32.224,32.033,30.015,29.516,29.134,29.962,27.662,30.007,26.201,22.737,21.938,21.810,22.475,23.418,27.502,28.447,24.770,27.298,26.367,20.400
363,37.841,32.054,32.000,30.020,29.350,28.899,29.801,27.519,29.929,26.137,22.581,21.757,21.706,22.339,23.417,27.443,28.411,25.066,27.209,25.911,20.235
364,37.738,32.221,31.931,29.988,29.839,28.820,29.964,27.730,29.343,25.962,22.695,21.749,21.608,22.320,23.251,27.348,28.243,25.012,27.311,26.027,20.361
365,37.836,31.649,31.736,29.679,29.938,28.910,29.753,27.699,29.654,25.782,22.565,21.734,21.680,22.288,23.298,27.079,28.042,25.022,27.004,26.031,20.269
366,37.881,31.746,31.748,29.610,29.496,28.693,29.708,27.908,29.519,25.728,22.665,21.703,21.468,22.196,23.282,26.979,27.965,24.914,27.170,25.876,20.251
367,37.780,31.635,31.593,29.373,29.258,28.584,29.804,27.685,29.276,25.769,22.557,21.846,21.504,22.240,23.235,27.076,27.981,25.010,27.153,25.664,20.320
368,37.831,31.374,31.484,29.190,29.248,28.577,29.663,27.929,29.353,25.610,22.419,21.691,21.416,22.249,23.200,27.011,27.669,24.936,26.826,25.558,20.230
369,37.475,31.103,31.399,29.358,29.065,28.486,29.805,27.854,29.028,25.498,22.451,21.625,21.389,22.211,23.175,26.783,27.631,24.897,27.102,25.398,20.327
370,37.263,31.142,31.146,29.202,28.799,28.514,29.685,27.972,28.760,25.524,22.343,21.718,21.411,22.140,23.078,26.583,27.554,24.708,26.757,25.411,20.212
371,37.520,31.065,31.144,29.165,28.476,28.194,29.754,28.032,28.385,25.413,22.299,21.514,21.412,22.131,23.103,26.574,27.414,24.748,26.770,25.360,20.230
372,37.178,30.926,30.981,29.252,29.087,28.248,29.856,28.213,28.915,25.370,22.453,21.502,21.422,22.055,23.018,26.436,27.308,24.632,26.983,25.229,20.081
373,37.025,31.101,30.974,28.933,28.829,28.162,29.618,28.127,28.827,25.329,22.457,21.583,21.167,22.121,23.158,26.637,27.457,24.792,27.145,25.260,20.228
374,36.884,30.766,30.954,28.923,28.702,28.218,29.538,28.034,28.756,25.334,22.351,21.544,21.222,22.067,23.061,26.611,27.254,24.711,26.877,25.329,20.190
375,36.865,30.926,30.954,28.990,28.546,28.099,29.491,28.259,29.042,25.257,22.184,21.359,21.341,21.947,23.070,26.690,27.272,24.596,26.877,25.347,20.206
376,36.822,31.036,30.800,28.958,28.759,28.159,29.435,27.943,28.993,25.313,22.295,21.448,21.209,22.103,23.068,26.618,27.105,24.446,26.991,25.127,20.210
377,36.689,30.711,30.782,28.805,28.737,28.036,29.568,28.058,28.784,25.283,22.263,21.571,21.105,22.049,23.091,26.578,27.061,24.478,26.502,25.127,20.408
378,36.761,30.839,30.653,28.793,28.677,28.139,29.408,28.000,29.011,25.212,22.317,21.606,21.288,22.020,23.033,26.506,27.038,24.365,26.677,25.187,20.088
379,36.556,30.689,30.741,28.723,28.556,28.035,29.317,28.062,29.021,25.177,22.343,21.529,21.233,22.066,23.078,26.502,27.116,24.630,26.762,25.280,20.271
380,36.782,30.610,30.484,28.842,28.628,28.014,29.189,27.928,28.880,25.214,22.289,21.575,21.344,22.133,23.001,26.425,27.086,24.618,26.834,25.138,20.230
381,36.738,30.518,30.737,28.627,28.702,27.921,29.145,28.111,28.555,25.153,22.411,21.382,21.353,21.978,23.029,26.385,26.917,24.525,26.732,25.273,20.235
382,36.782,30.692,30.522,28.872,28.397,28.086,29.220,27.829,28.936,25.316,22.481,21.552,21.323,21.996,23.009,26.541,26.934,24.559,26.472,25.187,20.176
383,36.711,30.700,30.879,28.800,28.581,27.898,29.400,28.057,28.735,25.306,22.367,21.421,21.421,22.019,23.045,26.326,26.875,24.324,26.919,24.973,20.273
384,36.710,30.749,30.676,28.844,28.347,27.919,29.164,28.149,28.760,25.093,22.377,21.371,21.307,22.003,22.974,26.272,26.975,24.404,26.851,25.122,20.136
385,36.916,30.852,30.504,28.528,28.392,28.046,29.135,28.032,28.618,25.294,22.401,21.475,21.213,22.072,23.066,26.339,26.990,24.375,26.919,25.184,20.176
386,36.829,30.738,30.518,28.519,28.690,27.829,29.303,28.042,28.873,25.109,22.359,21.263,21.210,22.106,23.008,26.654,26.799,24.613,26.736,25.222,20.048
387,36.573,30.899,30.292,28.923,28.650,28.170,29.293,28.084,29.120,25.118,22.323,21.467,21.216,22.042,23.016,26.306,26.972,24.272,26.570,25.058,20.228
388,36.523,30.791,30.469,28.721,28.325,28.021,29.164,28.066,29.095,25.172,22.507,21.591,21.288,22.006,22.913,26.426,26.794,24.255,26.911,25.273,20.111
389,36.652,30.434,30.634,28.711,28.467,28.141,29.023,28.151,28.710,25.076,22.405,21.521,21.213,21.994,23.013,26.319,27.041,24.152,26.604,25.133,20.384
390,36.649,30.605,30.440,28.723,28.288,27.914,28.853,28.157,28.689,25.059,22.457,21.502,21.110,21.921,23.044,26.360,26.819,24.483,26.817,25.082,20.341
391,36.780,30.537,30.304,28.768,28.402,27.945,28.910,27.916,28.848,25.232,22.345,21.378,21.255,22.123,22.995,26.194,26.829,24.287,26.634,24.907,20.282
392,36.590,30.651,30.334,28.844,28.382,27.841,29.048,28.140,28.611,25.136,22.287,21.471,21.282,22.009,22.985,26.234,26.944,24.252,26.847,25.187,20.129
393,36.345,30.464,30.322,28.914,28.459,27.898,28.874,27.973,28.919,25.010,22.202,21.498,21.389,22.064,23.036,26.545,27.042,24.326,26.621,25.022,20.320
394,36.774,30.476,30.249,28.570,28.288,27.851,28.997,27.887,28.784,25.090,22.279,21.571,21.233,21.902,22.971,26.437,26.842,24.169,26.511,25.031,20.235
395,36.360,30.344,30.417,28.511,28.424,27.938,28.835,27.916,28.912,25.159,22.373,21.421,21.197,22.059,23.104,26.429,26.792,24.213,26.562,25.131,20.273
396,36.216,30.626,30.322,28.556,28.146,27.758,28.893,27.715,28.746,25.124,22.489,21.386,21.331,21.888,22.967,26.170,26.702,24.402,26.528,25.082,20.266
397,36.284,30.311,30.383,29.044,28.223,27.766,28.785,28.033,28.502,25.124,22.244,21.444,21.248,21.923,22.982,26.330,26.746,24.206,26.821,24.987,20.113
398,36.265,30.395,30.207,28.526,28.186,27.887,28.832,27.880,28.565,25.023,22.361,21.390,21.378,22.052,23.069,26.276,26.568,24.248,26.664,24.913,20.185
399,36.390,30.889,30.433,28.775,28.400,28.240,29.331,27.940,28.813,25.093,22.317,21.456,21.464,21.982,22.993,26.337,26.714,24.522,26.902,25.240,20.285
400,39.478,37.490,42.608,47.832,35.489,47.407,46.893,28.288,32.572,31.919,24.940,24.201,24.889,23.765,23.760,26.592,28.357,27.485,30.468,28.891,21.449
401,40.629,41.504,44.909,51.037,38.402,50.998,53.101,28.946,34.689,35.930,25.267,25.297,26.190,25.273,24.241,26.906,29.292,28.537,30.396,28.591,22.138
402,39.612,39.825,42.252,46.859,36.747,48.547,51.195,29.412,34.325,34.743,24.637,24.896,25.798,24.926,24.255,26.777,29.056,27.684,28.638,27.169,22.104
403,38.368,36.733,39.561,41.699,35.283,45.507,52.246,29.151,33.746,32.851,23.780,24.467,25.239,24.539,24.118,27.072,28.509,27.044,28.302,26.584,22.110
404,37.761,34.289,37.125,37.733,33.409,43.164,49.568,29.111,31.958,31.191,23.571,23.649,24.765,24.012,23.970,26.846,28.164,26.397,28.004,25.922,21.955
405,37.181,33.171,35.331,34.899,31.836,41.158,46.990,28.882,31.721,29.718,23.220,23.290,24.305,23.773,23.864,26.538,27.965,26.039,27.387,25.687,21.680
406,36.936,32.109,34.337,32.696,31.464,39.879,44.525,28.703,30.876,28.590,22.930,22.907,23.908,23.508,23.737,26.508,27.623,25.789,27.328,25.384,21.517
407,36.762,31.524,33.260,31.560,30.769,38.565,42.551,28.443,30.424,27.744,22.609,22.664,23.313,23.096,23.626,26.514,27.405,25.162,27.055,25.109,21.404
408,36.560,31.035,32.649,30.768,29.963,37.534,40.275,28.381,29.869,27.155,22.693,22.463,22.883,23.043,23.566,26.312,27.416,25.049,27.047,25.264,21.126
409,36.326,30.850,32.097,30.370,30.114,36.506,39.096,28.219,29.894,26.693,22.395,22.069,22.690,22.731,23.585,26.421,27.085,24.953,27.038,25.067,21.147
410,36.366,30.981,32.057,29.844,29.950,35.751,37.838,28.223,29.466,26.335,22.335,22.185,22.304,22.723,23.507,26.266,27.216,24.740,26.881,25.031,20.907
411,36.382,30.671,31.515,29.464,29.102,34.898,36.655,28.116,29.173,26.022,22.501,21.795,22.110,22.574,23.445,26.291,27.098,24.574,27.081,25.004,20.770
412,36.367,30.646,31.331,29.227,29.186,34.131,35.678,28.134,28.862,25.972,22.421,22.050,21.898,22.469,23.351,26.516,27.006,24.713,26.923,24.838,20.846
413,36.507,30.664,31.019,29.427,29.687,33.403,35.038,28.268,29.102,25.708,22.421,22.012,21.829,22.392,23.305,26.582,27.004,24.515,26.979,25.216,20.752
414,36.359,30.716,30.989,29.025,29.474,33.092,34.192,28.163,29.095,25.513,22.409,21.931,21.671,22.288,23.300,26.628,27.001,24.346,26.800,25.036,20.695
415,36.274,30.630,30.990,28.975,29.295,32.531,33.516,28.147,29.297,25.472,22.234,21.807,21.594,22.295,23.320,26.481,26.929,24.581,26.706,25.024,20.662
416,36.081,30.264,30.613,28.711,28.950,32.387,33.178,28.273,28.982,25.522,22.365,21.718,21.586,22.274,23.259,26.479,26.878,24.382,26.681,25.007,20.540
417,36.567,30.596,30.777,28.998,28.983,31.750,32.492,28.091,28.975,25.385,22.507,21.753,21.418,22.261,23.264,26.261,26.890,24.480,26.979,24.987,20.472
418,36.418,30.709,30.651,29.042,28.873,31.157,32.295,28.251,28.777,25.300,22.257,21.606,21.647,22.172,23.254,26.312,26.911,24.365,27.009,25.111,20.571
419,36.430,30.585,30.620,28.911,29.146,30.930,31.740,28.279,28.922,25.184,22.363,21.660,21.337,22.165,23.175,26.272,26.890,24.544,26.906,24.991,20.293
420,36.450,30.641,30.631,28.896,29.176,30.343,31.427,28.147,28.763,25.356,22.417,21.645,21.356,22.050,23.141,26.190,26.932,24.429,26.783,25.264,20.411
421,36.209,30.469,30.553,28.427,29.077,30.366,31.116,28.246,28.859,25.250,22.373,21.490,21.416,22.092,23.196,26.314,26.744,24.377,26.685,25.047,20.391
422,36.235,30.686,30.443,28.778,28.608,29.980,30.826,28.250,29.385,25.278,22.369,21.571,21.444,22.086,23.125,26.301,26.917,24.363,26.770,24.951,20.244
423,36.295,30.532,30.323,28.830,28.638,29.806,30.674,28.060,28.873,25.085,22.421,21.722,21.444,22.140,23.175,26.321,26.927,24.309,26.685,24.964,20.294
424,36.358,30.532,30.426,28.753,28.722,29.446,30.292,28.010,29.102,25.133,22.509,21.660,21.382,22.042,22.969,26.254,26.853,24.610,26.762,25.080,20.395
425,36.240,30.670,30.465,28.469,28.479,29.298,30.258,28.086,28.972,25.124,22.397,21.749,21.419,22.135,23.094,26.440,26.759,24.395,26.668,24.989,20.224
426,36.300,30.433,30.331,28.635,28.558,29.275,29.979,28.157,28.678,25.273,22.355,21.544,21.254,22.063,23.076,26.422,26.806,24.439,26.715,24.820,20.325
427,36.123,30.392,30.500,28.780,28.633,29.252,29.753,28.008,28.954,25.277,22.246,21.552,21.225,22.019,23.110,26.411,26.789,24.184,26.694,25.022,20.205
428,36.496,30.427,30.390,28.768,28.491,28.773,29.668,27.991,28.746,25.124,22.240,21.544,21.399,22.122,23.160,26.185,26.764,24.186,26.694,24.904,20.282
429,36.201,30.553,30.490,28.864,28.630,28.614,29.505,28.048,28.841,25.210,22.361,21.660,21.451,22.027,23.110,26.164,26.946,24.203,27.068,24.811,20.302
430,36.294,30.349,30.292,28.815,28.484,28.798,29.757,28.042,28.735,25.130,22.553,21.378,21.242,22.026,23.138,26.219,26.836,24.301,26.813,24.918,20.253
431,36.382,30.491,30.462,28.427,28.603,28.677,29.531,28.084,28.993,25.208,22.349,21.637,21.392,22.058,23.084,26.274,26.750,24.108,26.804,25.071,20.312
432,36.338,30.675,30.425,28.840,28.551,28.720,29.417,28.010,28.951,25.161,22.395,21.347,21.182,22.052,23.131,26.321,26.708,24.316,26.872,24.682,20.320
433,36.307,30.409,30.514,28.770,28.593,28.577,29.459,27.930,28.633,25.228,22.271,21.560,21.271,21.983,23.114,26.585,26.780,24.223,26.391,24.938,20.262
434,36.368,30.498,30.505,28.551,28.588,28.435,29.381,28.100,28.703,25.180,22.447,21.398,21.190,21.965,23.002,26.421,26.910,24.137,26.868,25.044,20.334
435,36.276,30.716,30.554,28.590,28.623,28.392,29.321,27.974,28.912,25.110,22.285,21.375,21.196,21.991,23.036,26.357,26.760,24.333,26.485,24.893,20.391
436,36.172,30.524,30.386,28.489,28.409,28.256,29.321,28.088,28.788,25.103,22.303,21.514,21.265,22.021,23.130,26.163,26.674,24.108,26.523,24.827,20.153
437,36.279,30.455,30.435,28.854,28.345,28.254,29.132,27.980,28.717,25.075,22.265,21.286,21.274,22.066,23.144,26.266,26.527,24.387,26.817,25.038,20.339
438,36.198,30.701,30.247,28.731,28.330,28.372,29.074,28.096,28.919,25.184,22.319,21.467,21.205,22.037,23.039,26.137,26.699,24.233,26.698,24.956,20.176
439,36.325,31.197,30.890,30.015,29.057,29.515,30.264,27.989,28.975,25.483,22.537,21.529,21.689,22.084,23.052,26.218,26.686,24.664,27.136,25.596,20.366
440,39.137,38.117,41.693,49.805,36.253,49.348,50.319,28.300,33.375,33.490,25.788,24.660,25.490,24.426,24.032,26.821,28.134,27.632,30.072,29.013,21.632
441,39.615,39.439,41.875,50.664,38.350,51.148,55.331,28.295,34.777,36.221,26.547,26.490,26.278,25.584,24.350,26.954,28.794,27.821,29.200,28.567,22.047
442,38.998,37.632,39.635,45.585,36.948,48.462,52.955,28.358,34.279,34.624,25.870,26.247,25.960,25.049,24.427,26.899,28.544,27.225,28.783,27.078,22.357
443,38.100,35.417,37.243,41.022,35.082,45.591,51.729,28.339,32.887,32.544,24.992,25.467,25.439,24.452,24.244,27.138,28.232,26.699,27.906,26.247,21.995
444,37.665,33.480,35.441,37.074,34.404,43.529,51.337,28.148,32.018,30.811,24.134,24.849,24.716,24.123,24.175,26.895,27.861,25.880,27.370,25.849,21.887
445,36.942,32.264,34.327,34.259,32.318,41.391,48.918,27.956,31.141,29.598,23.573,24.205,24.323,23.644,24.090,26.894,27.522,25.615,27.051,25.558,21.659
446,36.985,31.660,33.181,32.820,31.402,39.776,49.956,28.350,30.406,28.558,23.321,23.610,23.811,23.359,23.935,26.730,27.489,25.402,27.379,25.220,21.408
447,36.738,31.283,32.661,31.444,31.072,38.726,49.476,28.231,30.435,27.845,22.800,23.529,23.360,23.204,23.891,26.454,27.416,25.176,27.043,25.029,21.429
448,37.019,30.889,32.075,30.765,30.769,37.388,47.253,28.112,29.714,27.266,22.782,23.100,23.022,22.947,23.848,26.281,27.451,24.841,26.953,25.298,21.250
449,36.776,31.017,31.879,30.326,30.623,36.709,45.117,28.291,29.534,26.803,22.790,22.784,22.705,22.884,23.710,26.446,27.169,24.598,27.102,25.029,21.178
450,36.737,30.965,31.605,29.832,29.725,35.705,43.148,28.239,29.703,26.612,22.858,22.494,22.414,22.766,23.612,26.538,27.143,24.765,26.800,25.053,20.952
451,36.918,30.850,31.514,29.736,29.566,34.937,41.189,28.339,29.795,26.434,22.549,22.456,22.130,22.750,23.535,26.760,27.224,24.529,26.983,25.133,20.856
452,36.853,30.847,31.188,29.393,29.397,34.314,39.811,28.349,29.484,26.129,22.613,22.378,22.098,22.499,23.538,26.731,27.176,24.517,26.694,24.893,20.899
453,36.800,30.795,31.090,29.247,29.156,33.746,38.783,28.261,29.456,26.160,22.611,22.297,21.928,22.520,23.504,26.745,27.181,24.645,26.762,25.011,20.833
454,36.743,30.801,31.035,29.230,29.620,33.079,37.564,28.419,29.438,25.845,22.501,22.220,21.938,22.438,23.405,26.610,27.121,24.630,26.923,25.196,20.788
455,36.881,30.809,31.060,29.052,29.687,32.620,36.601,28.479,29.339,25.710,22.491,22.158,21.829,22.476,23.487,26.596,27.159,24.505,26.613,25.091,20.801
456,36.973,30.878,31.020,29.237,29.439,32.305,36.057,28.251,29.272,25.771,22.473,21.931,21.664,22.370,23.491,26.459,27.123,24.451,26.770,25.044,20.592
457,36.943,30.930,31.086,29.289,29.184,31.639,35.406,28.557,29.237,25.782,22.729,21.907,21.725,22.263,23.357,26.563,27.188,24.500,26.826,24.980,20.702
458,37.242,30.945,30.956,29.099,29.196,31.337,34.680,28.370,29.410,25.630,22.733,21.849,21.690,22.357,23.355,26.732,27.274,24.534,27.089,25.196,20.576
459,37.128,31.085,31.026,29.146,29.541,31.184,34.452,28.721,29.682,26.299,22.547,21.880,21.674,22.366,23.516,26.735,27.283,24.605,27.196,25.284,20.487
460,36.961,31.239,31.112,29.156,29.600,30.670,33.633,28.765,29.788,26.296,22.547,21.927,21.589,22.214,23.493,26.908,27.346,24.301,27.166,25.133,20.375
461,37.430,30.877,31.000,29.146,29.623,30.388,33.318,28.691,29.375,26.049,22.469,21.618,21.540,22.258,23.497,26.840,27.169,24.623,27.094,25.231,20.501
462,36.977,31.082,30.796,28.884,29.392,30.134,32.868,28.741,29.251,25.896,22.721,21.826,21.445,22.253,23.364,26.681,27.307,24.439,26.834,25.233,20.582
