 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38
11,40.983,22.178,28.943,26.886,24.376,25.567,23.460,20.779,20.967,29.328,19.403,21.285,24.420,22.272,24.217,21.387,20.183,26.058,20.473,23.540,20.088,18.375,18.944,17.695,21.044,15.493,19.742,21.523,21.931,18.802,20.707,47.477,29.143,20.097,15.551,23.378,18.319,21.566
12,40.933,22.249,28.574,26.962,24.471,25.763,23.631,20.744,20.828,29.063,19.663,21.166,24.465,22.127,24.327,21.435,20.556,25.897,20.366,23.632,20.080,18.397,18.859,17.510,20.956,15.631,19.817,21.573,21.839,18.926,20.647,47.220,28.511,20.189,15.548,23.004,18.063,21.550
13,40.936,21.879,28.653,27.076,24.246,25.484,23.560,20.754,20.833,29.069,19.390,21.248,24.327,22.560,24.312,21.319,20.684,25.216,20.450,23.568,19.849,18.364,18.949,17.613,20.953,15.564,19.722,21.628,22.014,18.907,20.777,47.243,28.912,20.228,15.599,23.232,18.243,21.561
14,40.653,22.107,28.617,26.859,24.246,25.588,23.699,20.747,20.907,29.078,19.618,21.394,24.554,22.578,24.176,21.473,20.467,25.066,20.637,23.509,20.056,18.277,18.923,17.627,21.083,15.311,19.701,21.473,21.894,18.848,20.733,46.947,28.467,20.205,15.719,23.276,18.243,21.625
15,40.832,22.071,28.490,26.754,24.274,25.617,23.717,20.863,20.946,28.946,19.642,21.233,24.639,22.171,24.344,21.596,20.201,24.741,20.608,23.566,20.000,18.614,18.731,17.639,21.092,15.382,19.705,21.444,22.083,19.067,20.720,47.278,28.577,20.259,15.585,23.272,18.117,21.717
16,40.524,21.984,28.601,27.135,24.130,25.506,23.886,20.884,20.916,29.331,19.474,21.269,24.520,22.429,24.362,21.607,20.455,24.447,20.558,23.514,19.956,18.614,19.132,17.541,21.152,15.387,19.633,21.531,22.184,19.067,20.748,47.223,28.625,20.471,15.626,23.256,18.161,21.667
17,40.679,21.973,28.777,26.824,24.462,25.799,23.860,20.994,21.128,29.286,19.355,21.271,24.588,23.013,24.487,21.579,20.829,24.079,20.508,23.482,20.171,18.380,19.188,17.584,21.263,15.444,19.850,21.368,22.078,18.971,20.810,47.719,28.904,20.421,15.674,23.289,18.205,21.960
18,40.380,22.088,28.750,26.836,24.478,25.627,23.809,20.913,21.018,29.331,19.478,21.246,24.613,22.912,24.207,21.488,20.479,23.835,20.627,23.563,20.072,18.125,18.868,17.635,21.136,15.382,19.885,21.452,22.296,18.861,20.840,47.394,29.092,20.380,15.666,23.419,18.028,21.663
19,40.405,22.148,28.764,27.311,24.158,25.627,23.952,20.941,21.046,28.958,19.270,21.108,24.541,22.632,24.297,21.330,20.355,23.634,20.706,23.425,19.861,18.098,19.013,17.623,21.139,15.396,19.837,21.636,22.132,18.797,20.690,47.465,28.901,20.231,15.600,23.439,18.186,21.519
20,40.286,22.115,28.764,27.804,24.319,25.625,23.694,20.963,20.978,29.313,19.175,21.021,24.433,22.125,24.364,21.369,20.543,23.591,20.585,23.408,20.028,18.435,18.872,17.555,21.210,15.493,19.807,21.469,21.957,18.903,20.646,47.554,28.735,20.282,15.699,23.362,18.366,21.583
21,40.154,22.066,28.798,27.563,24.349,25.450,23.850,20.856,21.026,29.057,19.296,21.009,24.433,22.314,24.255,21.385,20.739,23.365,20.642,23.337,19.968,18.060,18.842,17.447,21.090,15.431,19.776,21.377,22.063,18.848,20.616,47.437,28.772,20.278,15.546,23.533,18.189,21.465
22,40.119,22.153,28.646,27.522,24.131,25.424,23.671,20.772,21.066,29.241,19.326,20.920,24.316,22.459,24.135,21.301,20.448,23.055,20.576,23.355,20.163,18.054,18.842,17.500,20.969,15.578,19.572,21.519,22.052,18.660,20.653,47.359,28.401,20.159,15.607,23.305,18.240,21.580
23,40.118,21.923,28.422,27.006,24.557,25.683,23.569,20.836,20.874,28.967,19.518,20.989,24.260,22.197,24.085,21.332,20.258,22.886,20.603,23.363,20.000,18.120,18.902,17.587,21.118,15.444,19.724,21.477,22.141,18.823,20.640,47.412,28.643,20.161,15.591,23.195,18.079,21.679
24,39.960,22.184,28.580,26.865,24.258,25.559,23.673,20.905,20.811,29.015,19.212,20.918,24.404,22.575,24.099,21.334,20.523,22.666,20.603,23.269,19.753,18.315,18.705,17.550,20.983,15.324,19.667,21.477,21.851,18.764,20.655,47.434,28.684,20.196,15.604,23.260,18.287,21.389
25,39.939,22.030,28.527,28.179,24.308,25.419,23.513,20.728,20.955,29.045,19.083,21.041,24.470,22.178,24.004,21.319,20.638,22.594,20.587,23.328,20.211,18.179,18.910,17.543,21.041,15.329,19.722,21.381,21.856,18.819,20.687,47.290,28.393,20.120,15.546,23.293,17.968,21.509
26,39.711,22.145,28.457,27.730,24.164,25.354,23.512,20.664,20.830,29.337,19.329,20.864,24.326,22.253,24.121,21.166,20.424,22.587,20.460,23.369,19.869,18.016,18.761,17.639,20.899,15.356,19.586,21.460,21.741,18.793,20.592,47.100,28.327,20.120,15.598,23.252,18.044,21.422
27,39.731,22.175,28.331,27.434,24.162,25.436,23.474,20.688,20.814,28.991,19.151,20.933,24.380,22.739,23.989,21.232,20.330,22.439,20.518,23.452,19.753,18.038,18.756,17.642,20.971,15.324,19.638,21.184,21.876,18.688,20.616,47.552,28.434,20.096,15.555,23.346,18.022,21.432
28,39.508,21.945,28.397,27.419,24.225,25.501,23.549,20.712,20.899,28.846,19.384,20.907,24.349,22.700,23.813,21.244,20.622,22.221,20.373,23.423,19.873,18.239,18.966,17.680,21.078,15.507,19.592,21.448,21.819,18.690,20.501,47.065,28.636,20.123,15.523,23.207,18.136,21.358
29,39.703,21.888,28.399,27.214,24.203,25.489,23.594,20.776,20.732,29.295,19.329,20.713,24.179,22.488,24.164,21.216,20.519,22.246,20.611,23.460,19.773,18.342,18.838,17.558,20.987,15.400,19.607,21.310,21.816,18.760,20.647,47.229,28.092,20.135,15.576,23.211,18.129,21.427
30,39.613,22.093,28.249,27.361,24.058,25.593,23.549,20.667,20.778,28.846,19.194,20.800,24.350,22.702,24.069,21.243,20.372,21.933,20.431,23.335,19.681,18.152,18.919,17.507,20.832,15.324,19.599,21.155,21.934,18.681,20.718,47.105,28.485,20.033,15.590,23.081,18.114,21.413
31,39.620,22.263,28.481,28.009,24.259,25.571,23.524,20.573,20.796,29.117,19.307,20.715,24.227,22.418,24.022,21.247,20.240,22.000,20.585,23.432,19.853,18.370,18.744,17.300,21.018,15.422,19.821,21.460,21.845,18.683,20.699,47.339,28.346,20.123,15.549,23.167,18.114,21.509
32,39.500,22.060,28.186,27.340,24.228,25.814,23.597,20.796,20.745,28.937,19.475,20.778,24.197,22.861,23.984,21.285,20.722,21.756,20.434,23.448,19.825,18.179,18.722,17.450,20.945,15.391,19.708,21.444,21.848,18.673,20.570,47.207,28.699,20.138,15.500,23.402,18.041,21.486
33,40.732,22.638,28.456,28.123,24.459,25.656,27.256,20.723,21.321,31.003,19.246,20.660,24.245,23.106,24.413,21.612,20.761,26.672,20.687,23.557,21.717,21.348,19.774,18.724,21.053,16.556,19.987,22.385,22.181,19.918,20.595,48.056,29.809,20.643,16.098,26.309,18.984,21.675
34,41.911,23.110,28.733,28.534,25.156,26.017,30.032,20.676,21.682,31.268,19.543,20.655,24.331,23.881,24.418,21.769,21.651,39.511,20.669,23.574,24.343,24.674,21.355,21.608,21.082,16.933,20.013,23.117,22.517,21.449,20.556,48.082,32.824,20.888,17.086,27.268,21.265,21.717
35,44.071,22.340,28.898,27.836,25.189,25.877,27.474,20.883,21.234,30.416,19.406,20.616,24.412,24.481,24.449,21.710,22.384,44.372,20.616,23.748,23.809,23.446,20.513,21.541,20.977,17.187,19.970,22.314,22.072,20.810,20.699,48.111,33.298,20.774,17.010,25.972,20.609,21.729
36,46.316,23.964,30.008,28.449,26.028,26.358,27.410,20.776,21.655,30.819,19.316,20.476,24.249,24.279,24.678,22.094,22.928,49.307,20.789,23.994,26.203,24.462,20.513,21.589,21.090,17.942,20.081,22.255,22.290,21.380,20.613,49.544,35.276,21.395,17.137,25.805,20.782,21.750
37,46.076,24.038,30.283,28.393,26.244,26.324,26.313,20.678,21.710,31.063,19.428,20.562,24.164,24.339,24.662,22.060,23.217,50.948,20.616,23.862,28.602,24.495,20.218,21.596,21.059,17.253,20.035,22.088,22.109,21.316,20.660,49.635,36.290,21.295,17.036,24.659,20.640,21.750
38,47.061,22.953,29.808,28.044,25.642,26.128,25.002,20.851,21.282,30.211,19.262,20.515,24.186,24.110,24.459,21.995,23.463,50.699,20.489,23.874,27.590,23.353,19.346,21.038,21.112,16.751,19.744,21.531,22.319,20.464,20.580,49.379,35.699,20.699,16.838,23.939,20.382,21.590
39,50.343,22.825,29.842,28.261,25.605,25.862,25.837,20.681,21.361,30.518,19.265,20.491,24.242,24.588,24.439,21.929,23.119,50.529,20.626,24.005,26.590,22.576,19.782,20.839,20.968,16.840,19.983,21.975,22.339,20.447,20.573,49.481,36.077,20.840,16.831,24.606,20.192,21.991
40,59.365,23.918,30.740,29.150,26.702,26.668,32.530,20.885,22.699,32.250,19.366,20.524,24.225,25.078,24.682,23.047,24.116,53.706,20.795,24.611,29.299,24.163,20.688,21.459,21.157,18.289,20.223,24.310,22.816,22.281,20.832,52.528,40.110,21.830,17.058,28.154,20.603,22.373
41,61.459,24.334,32.011,29.836,27.319,27.194,32.710,20.885,23.032,33.130,19.324,20.461,24.153,24.995,25.210,23.366,24.532,54.873,20.718,24.834,31.677,24.875,20.628,21.916,21.237,19.182,20.463,24.079,22.865,22.627,20.588,54.212,43.938,22.120,17.045,27.809,20.558,22.710
42,60.050,23.107,31.564,29.220,26.620,26.969,29.004,20.730,22.450,31.114,19.535,20.407,24.148,24.341,24.720,22.646,24.501,54.488,20.635,24.525,30.554,23.696,20.222,21.257,21.009,18.213,20.281,22.782,22.376,21.563,20.562,53.327,43.062,21.926,16.876,25.919,20.360,22.330
43,60.372,22.534,31.205,28.490,26.173,26.392,26.710,20.798,21.733,30.840,19.304,20.313,24.004,24.621,24.636,22.207,24.156,53.471,20.671,24.591,28.649,22.457,19.722,20.514,21.060,17.667,19.968,22.109,22.267,20.779,20.602,51.995,41.849,21.647,16.702,24.915,19.978,22.019
44,59.752,23.153,31.321,28.701,26.176,26.702,26.993,20.672,21.797,30.569,19.047,20.455,24.093,24.230,24.597,22.144,24.217,53.254,20.671,25.034,28.163,22.533,19.551,20.363,20.975,18.747,20.106,22.238,22.305,20.662,20.493,50.811,40.588,21.781,16.615,26.252,20.095,22.149
45,61.226,24.679,32.162,29.381,26.939,27.094,29.510,20.784,22.543,31.735,19.308,20.308,24.080,24.560,25.137,22.616,25.045,56.202,20.869,25.503,29.406,23.016,19.756,20.808,21.154,20.800,20.343,23.155,22.402,21.285,20.670,50.639,43.199,22.993,16.918,28.793,20.287,22.097
46,62.603,24.000,32.829,29.466,27.162,27.269,28.725,20.782,22.351,31.792,19.254,20.362,24.130,24.275,25.150,22.629,24.984,57.132,20.655,25.497,30.135,23.380,19.949,20.957,21.073,20.582,20.261,22.720,22.552,21.354,20.622,51.869,45.096,23.235,16.911,27.947,20.432,22.252
47,64.013,24.222,33.407,29.496,27.159,27.349,27.578,20.723,22.202,31.759,19.138,20.354,24.148,24.834,25.107,22.646,24.944,57.356,20.548,25.515,29.789,23.516,19.816,21.096,20.885,19.760,20.239,22.456,22.379,21.375,20.567,52.980,45.739,23.018,16.762,26.463,20.363,22.116
48,65.038,23.282,32.569,29.003,26.475,26.838,25.599,20.790,21.725,30.645,19.432,20.239,24.221,24.206,24.757,22.152,24.939,55.891,20.579,25.223,28.016,22.196,19.603,20.690,20.903,18.342,19.874,22.130,22.080,20.437,20.612,51.641,43.118,22.207,16.588,24.618,20.123,21.835
49,64.163,22.586,32.189,28.328,25.727,26.755,24.544,20.621,21.354,30.111,19.322,20.300,24.128,24.173,24.338,21.806,24.726,54.001,20.679,24.974,26.104,21.929,19.218,20.077,20.992,17.333,19.823,21.406,21.989,20.175,20.507,50.917,40.842,21.337,16.294,24.089,19.779,21.800
50,60.842,22.570,31.493,28.114,25.432,26.441,24.021,20.756,21.110,29.858,19.059,20.267,24.091,24.411,24.242,21.605,23.794,51.661,20.535,24.665,24.335,21.147,19.265,19.680,20.786,16.533,19.724,21.356,22.057,19.658,20.596,50.087,38.581,20.921,16.054,23.528,19.479,21.677
51,57.737,22.156,31.128,27.795,24.990,25.993,23.775,20.628,21.068,29.693,19.326,20.265,24.043,23.781,24.253,21.486,23.004,49.220,20.529,24.343,22.737,21.152,19.051,18.897,20.889,15.991,19.749,21.494,21.707,19.523,20.567,49.475,36.893,20.640,15.890,23.195,19.252,21.590
52,55.375,22.041,31.031,27.630,24.680,25.981,23.633,20.679,20.976,29.515,19.213,20.302,24.172,23.533,24.034,21.489,22.408,47.044,20.445,24.275,21.992,20.457,18.910,18.743,20.817,15.756,19.529,21.410,21.828,19.179,20.571,49.399,35.154,20.384,15.798,23.220,19.129,21.278
53,53.226,22.132,30.478,27.543,24.596,25.879,23.737,20.761,20.840,29.169,19.040,19.961,24.168,23.449,24.011,21.262,21.828,45.199,20.389,24.075,21.279,20.005,19.021,18.243,20.935,15.564,19.687,21.192,21.753,19.148,20.489,49.067,34.136,20.257,15.644,23.012,19.183,21.566
54,51.564,22.077,30.250,27.188,24.455,25.976,23.839,20.590,20.780,29.651,19.399,20.181,24.062,23.293,24.102,21.295,21.503,43.048,20.384,23.920,20.789,20.022,18.919,18.130,20.909,15.644,19.510,21.435,22.032,19.057,20.507,48.613,33.761,20.389,15.644,23.256,18.763,21.427
55,50.227,21.967,29.898,27.252,24.414,25.969,23.517,20.726,20.722,29.669,19.106,20.129,24.184,23.345,24.056,21.285,21.354,41.645,20.360,23.829,20.502,19.696,18.765,17.978,20.872,15.627,19.659,21.368,21.830,19.247,20.389,48.699,32.691,20.186,15.615,23.077,18.773,21.358
56,48.904,21.967,29.813,27.331,24.413,25.806,23.685,20.738,20.709,29.142,19.120,20.304,24.133,23.243,24.147,21.288,20.798,40.098,20.311,23.708,20.371,19.359,18.944,17.803,20.854,15.471,19.645,21.276,21.805,18.911,20.426,48.165,32.320,20.052,15.587,22.907,18.672,21.335
57,47.750,21.742,29.724,27.041,24.314,25.743,23.714,20.720,20.768,29.633,19.283,20.155,23.987,22.952,24.045,21.123,20.993,38.642,20.361,23.805,20.227,19.152,18.910,17.752,20.870,15.569,19.575,21.201,21.899,19.006,20.470,48.575,31.316,20.107,15.546,23.297,18.574,21.441
58,49.967,24.523,30.375,28.883,25.100,26.189,29.664,20.802,21.966,30.910,19.093,20.213,24.090,23.131,24.774,21.770,21.605,41.671,20.524,24.375,22.912,21.837,20.603,18.779,20.836,17.227,19.995,23.820,22.655,20.669,20.507,48.439,33.482,20.653,16.191,27.154,19.271,22.031
59,51.422,25.386,31.057,29.355,25.708,26.300,32.127,20.746,22.272,31.190,19.337,20.071,24.030,23.254,24.900,21.895,22.184,45.424,20.697,24.528,25.367,23.158,21.299,19.714,21.134,17.587,19.845,24.971,22.859,21.439,20.485,48.808,35.820,21.049,16.543,27.337,19.678,21.983
60,49.881,23.581,30.666,28.777,25.142,26.017,27.864,20.604,21.499,30.392,19.217,20.007,24.155,23.376,24.502,21.471,22.214,44.054,20.656,24.475,23.964,21.679,20.197,19.274,20.764,16.809,19.828,23.418,22.362,20.454,20.445,48.359,34.621,20.583,16.102,25.386,19.123,21.783
61,48.631,22.600,30.431,27.959,24.933,25.840,25.438,20.649,21.222,29.970,19.165,20.088,24.138,23.336,24.225,21.455,21.844,42.039,20.542,24.080,22.502,20.457,19.235,18.632,20.773,16.204,19.656,22.326,21.974,19.582,20.465,48.203,33.676,20.354,15.868,23.894,18.814,21.689
62,47.307,22.244,29.893,28.000,24.617,25.697,24.562,20.674,21.051,29.771,19.430,20.082,24.073,22.738,24.153,21.342,21.353,40.264,20.326,23.935,21.199,19.766,19.111,18.207,20.888,15.942,19.817,21.611,22.098,19.350,20.547,48.056,32.901,20.233,15.816,23.520,18.612,21.550
63,46.153,22.129,29.775,27.795,24.382,25.671,23.821,20.663,20.852,29.349,19.225,19.909,23.917,22.569,24.188,21.256,21.056,38.426,20.534,23.874,20.749,19.734,18.808,17.947,20.800,15.560,19.597,21.686,21.845,18.977,20.394,48.064,31.673,20.170,15.611,23.390,18.590,21.380
64,45.272,22.211,29.679,27.308,24.517,25.535,23.676,20.696,20.870,29.202,19.570,20.065,24.090,22.750,24.056,21.221,20.715,37.050,20.321,23.608,20.454,19.147,18.756,17.808,20.835,15.631,19.513,21.548,21.767,18.804,20.414,47.938,31.349,20.109,15.566,23.264,18.609,21.439
65,44.680,22.003,29.414,26.982,24.337,25.661,23.624,20.607,20.802,29.467,19.393,20.067,24.067,22.712,24.077,21.196,20.534,35.877,20.424,23.557,20.127,18.973,18.927,17.837,20.917,15.618,19.512,21.556,21.790,18.831,20.435,47.942,30.728,20.133,15.491,23.309,18.552,21.262
66,45.124,22.367,29.540,27.355,24.468,25.646,24.524,20.625,20.922,29.322,19.174,20.190,24.056,22.512,24.128,21.354,21.197,38.539,20.513,23.626,21.076,20.272,19.132,18.457,20.878,16.916,19.788,21.607,22.009,19.221,20.512,47.780,31.121,20.499,16.005,24.760,18.965,21.531
67,48.507,26.244,30.359,28.490,25.855,26.666,30.165,20.696,21.761,31.283,19.465,19.938,23.957,22.918,25.277,22.266,21.966,45.750,20.700,24.246,26.378,23.707,20.983,20.252,20.959,17.653,20.044,22.301,22.172,21.260,20.552,49.408,34.901,21.152,16.731,26.972,19.931,22.130
68,47.683,24.652,30.178,28.155,25.663,26.254,27.674,20.581,21.604,30.148,19.389,20.134,24.064,23.043,24.793,21.836,21.742,44.833,20.218,24.180,26.586,22.293,20.068,19.752,20.972,16.742,19.758,21.837,21.966,20.378,20.488,49.163,34.382,20.751,16.392,25.207,19.527,21.700
69,46.192,23.110,30.079,27.645,25.036,26.351,25.331,20.715,21.294,30.018,19.077,20.069,24.092,23.080,24.471,21.564,22.318,42.750,20.508,24.123,24.498,21.190,19.423,18.731,20.923,16.187,19.720,21.464,21.770,19.702,20.415,48.849,33.239,20.415,15.972,24.069,19.174,21.524
70,45.175,22.359,29.806,27.689,24.721,25.976,24.356,20.640,20.867,29.398,18.964,20.019,24.017,22.826,24.223,21.473,21.834,40.753,20.574,23.594,22.629,20.277,18.910,18.329,20.861,15.756,19.616,21.552,21.856,19.291,20.474,48.212,31.974,20.271,15.850,23.866,18.883,21.349
71,44.240,22.323,29.435,27.267,24.732,25.942,23.741,20.648,20.816,29.313,19.171,20.047,24.082,22.389,24.284,21.323,21.372,38.799,20.598,23.702,21.406,19.495,18.902,18.212,20.903,15.787,19.758,21.607,21.974,18.911,20.450,48.096,31.721,20.189,15.702,23.337,18.744,21.297
72,43.402,22.351,29.342,27.232,24.659,25.845,23.497,20.553,20.815,29.343,19.038,19.856,23.941,22.516,24.169,21.295,20.991,37.312,20.524,23.600,20.661,19.185,18.974,17.957,20.967,15.440,19.711,21.473,21.853,18.878,20.494,48.080,30.934,20.222,15.619,23.431,18.413,21.441
73,42.942,21.986,29.231,26.979,24.373,25.661,23.660,20.683,20.572,29.322,19.130,19.864,23.975,22.643,23.988,21.273,20.683,35.801,20.398,23.251,20.474,19.103,18.850,17.974,20.910,15.396,19.641,21.456,21.736,18.876,20.459,48.105,30.676,20.168,15.596,23.228,18.401,21.238
74,42.612,21.986,29.186,27.073,24.240,25.646,23.614,20.649,20.756,29.175,19.175,19.823,24.043,22.201,24.056,21.188,20.666,34.515,20.371,23.329,20.323,18.929,18.833,17.822,20.916,15.444,19.567,21.293,21.836,18.778,20.393,47.581,30.232,20.008,15.584,23.293,18.227,21.458
75,41.985,21.871,29.131,26.933,24.186,25.659,23.597,20.525,20.715,29.229,19.255,19.873,24.051,21.926,23.994,21.080,21.095,33.679,20.348,23.457,20.191,18.788,18.671,17.647,20.800,15.351,19.499,21.418,21.612,18.679,20.339,47.555,29.949,20.034,15.542,23.069,18.158,21.354
76,41.730,22.181,28.893,26.988,24.145,25.421,23.537,20.726,20.741,29.081,19.210,19.782,24.007,21.983,23.934,21.251,20.888,32.620,20.337,23.318,19.956,18.690,18.675,17.678,20.818,15.382,19.692,21.502,21.911,18.738,20.328,47.762,29.434,19.941,15.444,23.146,18.461,21.550
77,41.389,21.975,29.013,27.062,23.966,25.412,23.347,20.721,20.679,28.967,19.559,19.847,23.966,22.201,23.855,21.255,20.623,31.811,20.282,23.214,19.869,18.370,18.744,17.606,20.827,15.307,19.619,21.410,21.865,18.665,20.310,47.474,29.004,20.004,15.481,22.943,18.145,21.493
78,41.625,21.915,28.922,26.956,24.301,25.751,23.556,20.574,20.637,29.060,19.399,19.821,23.970,22.052,24.070,21.232,20.278,30.948,20.437,23.165,19.952,18.538,18.598,17.637,20.805,15.440,19.671,21.406,21.968,18.572,20.382,47.298,29.353,19.975,15.531,23.114,18.303,21.545
79,41.148,22.085,28.502,26.924,24.189,25.542,23.544,20.682,20.784,29.395,19.388,19.731,23.908,22.275,23.917,21.299,20.230,30.260,20.277,23.143,19.625,18.245,18.799,17.632,20.691,15.253,19.648,21.347,21.727,18.840,20.457,47.681,29.143,19.960,15.525,22.972,18.095,21.415
80,40.928,21.847,28.628,26.833,24.300,25.538,23.487,20.622,20.677,29.045,19.490,19.549,23.896,22.158,24.112,21.238,20.600,29.662,20.369,23.332,19.873,18.391,18.769,17.572,20.779,15.347,19.529,21.343,21.925,18.681,20.293,47.274,28.960,19.947,15.452,23.187,18.151,21.351
81,40.845,21.940,28.556,26.804,24.185,25.446,23.664,20.700,20.627,28.834,19.311,19.910,23.975,21.886,24.075,21.204,20.817,29.044,20.385,23.277,19.873,18.065,18.675,17.442,20.836,15.262,19.491,21.209,21.899,18.665,20.296,47.238,28.757,19.949,15.381,23.085,18.177,21.340
82,40.553,21.882,28.696,26.918,24.124,25.581,23.549,20.665,20.745,29.223,19.503,19.701,24.043,22.261,23.945,21.231,20.400,28.417,20.163,23.214,19.789,18.549,18.761,17.512,20.835,15.480,19.695,21.247,21.658,18.551,20.277,47.495,28.805,20.033,15.545,23.045,18.013,21.170
83,40.733,22.063,28.680,26.930,24.004,25.584,23.451,20.595,20.722,28.919,19.378,19.659,24.012,22.220,23.775,21.110,20.322,27.949,20.326,23.034,19.753,18.087,18.761,17.505,20.795,15.267,19.561,20.891,21.905,18.605,20.361,47.096,28.702,19.881,15.472,22.886,18.202,21.267
84,40.571,22.011,28.528,26.798,24.089,25.559,23.377,20.704,20.530,28.886,19.250,19.757,23.928,21.881,23.979,21.224,20.233,27.310,20.268,23.005,19.769,18.060,18.607,17.457,20.833,15.360,19.510,21.205,21.736,18.595,20.309,47.309,28.548,20.086,15.511,23.146,17.937,21.382
85,40.079,21.929,28.535,26.751,24.110,25.545,23.553,20.545,20.625,29.015,19.385,19.743,23.889,22.105,23.893,21.209,20.742,26.869,20.276,23.211,19.705,18.065,18.889,17.358,20.722,15.324,19.627,21.251,21.609,18.702,20.342,47.437,28.621,19.985,15.462,23.317,18.126,21.297
86,40.211,21.896,28.572,26.985,24.082,25.465,23.435,20.639,20.642,29.006,19.236,19.644,23.865,22.056,24.030,21.250,20.606,26.534,20.431,23.092,19.813,18.250,18.645,17.387,20.855,15.298,19.592,21.142,21.684,18.608,20.411,47.367,28.574,19.892,15.435,22.988,17.909,21.368
87,40.222,21.871,28.347,26.824,24.070,25.511,23.410,20.730,20.706,29.154,19.495,19.603,23.925,21.903,23.934,21.182,20.299,25.999,20.385,23.071,19.821,18.196,18.744,17.317,20.895,15.436,19.645,21.029,21.718,18.698,20.401,47.374,28.511,20.081,15.434,23.008,18.151,21.274
88,39.962,21.849,28.297,27.284,23.933,25.460,23.388,20.565,20.696,29.105,19.283,19.776,24.034,22.187,23.951,21.045,20.083,25.804,20.344,23.123,19.737,18.141,18.556,17.490,20.810,15.356,19.518,21.356,21.851,18.595,20.264,47.401,28.213,19.830,15.481,23.073,18.142,21.436
