 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38
300,38.267,21.384,27.309,26.452,22.748,24.758,22.309,19.751,19.481,27.241,18.093,23.347,32.088,20.947,22.723,20.289,20.043,20.962,19.074,22.617,18.904,17.424,17.842,16.555,19.763,14.996,18.731,20.481,20.195,17.481,18.424,45.387,27.154,19.324,15.396,22.191,17.145,20.882
301,38.250,21.553,27.454,26.874,22.794,24.993,22.261,19.716,19.524,27.298,17.940,23.084,31.663,20.839,22.576,20.312,20.335,20.994,19.053,22.475,18.976,17.457,17.850,16.517,19.842,15.129,18.678,20.042,20.457,17.529,18.389,45.503,27.143,19.283,15.424,22.171,17.139,20.724
302,38.443,21.436,27.404,27.859,22.863,24.954,22.374,19.761,19.475,27.304,17.834,23.157,31.017,20.534,22.655,20.227,20.036,20.900,19.056,22.582,18.757,17.196,17.808,16.447,19.894,15.204,18.684,20.393,20.172,17.542,18.485,45.566,27.243,19.231,15.466,22.098,16.927,20.743
303,38.325,21.537,27.456,26.850,22.888,24.910,22.379,19.809,19.510,27.259,18.064,23.144,30.576,20.586,22.497,20.429,20.109,20.995,19.113,22.589,18.725,17.277,17.795,16.560,19.789,15.267,18.701,20.209,20.236,17.591,18.464,45.615,27.397,19.285,15.438,22.130,17.025,20.901
304,38.087,21.523,27.447,26.771,22.930,24.959,22.181,19.693,19.470,27.566,18.032,22.937,30.323,20.377,22.621,20.188,20.241,20.965,19.032,22.442,18.873,17.207,17.812,16.623,19.851,15.124,18.771,20.146,20.368,17.610,18.527,45.525,27.147,19.282,15.359,22.236,17.091,20.873
305,38.352,21.559,27.357,26.519,22.961,25.046,22.524,19.579,19.653,27.139,17.931,22.780,29.854,20.161,22.621,20.207,20.058,20.978,19.071,22.560,19.092,17.348,17.782,16.428,19.737,15.338,18.837,20.314,20.247,17.671,18.504,45.408,27.312,19.390,15.419,22.089,17.167,20.757
306,38.361,21.408,27.354,26.660,22.833,25.073,22.313,19.715,19.490,27.419,18.018,22.655,29.310,20.310,22.686,20.312,20.324,20.863,19.027,22.409,18.865,17.321,17.808,16.695,19.888,15.218,18.773,19.900,20.181,17.559,18.395,45.644,27.191,19.320,15.368,22.215,17.013,20.870
307,38.138,21.641,27.409,26.416,22.838,25.041,22.179,19.701,19.613,27.515,18.049,22.780,29.125,20.547,22.456,20.329,20.273,20.833,19.121,22.557,19.151,17.299,17.662,16.709,19.893,15.253,18.760,20.029,20.302,17.580,18.466,45.604,27.232,19.100,15.401,22.187,16.975,20.597
308,38.164,21.581,27.270,26.202,22.699,24.797,22.401,19.725,19.510,27.226,17.959,22.662,28.787,20.434,22.654,20.286,20.155,20.862,18.990,22.423,18.896,17.582,17.812,16.649,19.844,15.031,18.678,19.983,20.221,17.574,18.422,45.543,27.099,19.174,15.386,22.130,17.079,20.913
309,38.345,21.545,27.614,26.070,22.756,24.833,22.302,19.753,19.481,27.334,17.780,22.466,28.438,20.267,22.699,20.278,19.857,20.870,19.037,22.534,18.920,17.174,17.966,16.668,19.918,15.013,18.761,19.904,20.126,17.646,18.440,45.367,27.088,19.259,15.384,21.976,17.019,20.705
310,38.164,21.455,27.355,26.041,22.852,24.775,22.216,19.761,19.654,27.349,18.019,22.284,28.212,20.195,22.637,20.259,20.388,21.044,18.971,22.411,18.968,17.201,17.799,16.760,19.803,14.969,18.820,20.059,20.236,17.639,18.440,45.526,27.081,19.163,15.433,22.211,17.249,20.875
311,38.412,21.318,27.384,26.164,22.760,25.070,22.403,19.654,19.490,27.307,18.082,22.360,27.962,20.171,22.516,20.294,20.176,20.932,19.060,22.412,18.809,17.337,17.816,16.495,19.691,15.102,18.621,20.176,20.356,17.500,18.413,45.613,27.040,19.200,15.376,22.199,17.256,20.767
312,38.132,21.578,27.540,25.812,23.121,24.751,22.193,19.616,19.475,27.491,18.017,22.142,27.700,20.121,22.513,20.266,19.873,21.015,19.056,22.626,18.789,17.386,17.880,16.555,19.764,14.884,18.750,20.033,20.379,17.557,18.422,45.474,27.015,19.196,15.413,21.939,16.927,20.568
313,38.171,21.592,27.459,26.733,22.803,24.966,22.184,19.734,19.531,27.114,17.945,22.177,27.569,20.004,22.632,20.255,20.141,20.946,19.079,22.605,19.108,17.511,17.778,16.526,20.024,14.858,18.719,20.305,20.124,17.641,18.376,45.341,27.357,19.168,15.394,22.317,17.013,20.778
314,38.220,21.595,27.399,27.106,22.951,24.860,22.186,19.641,19.531,27.214,17.936,22.050,27.248,19.869,22.750,20.317,20.040,20.852,19.106,22.511,18.725,17.174,17.675,16.651,19.798,15.049,18.744,20.322,20.218,17.546,18.476,45.770,27.404,19.116,15.336,22.220,17.158,20.889
315,38.186,21.411,27.517,26.566,22.829,24.990,22.195,19.669,19.481,27.355,18.098,21.998,26.920,19.791,22.772,20.200,19.776,20.821,19.034,22.363,18.876,17.185,17.645,16.418,19.787,15.076,18.679,20.117,20.451,17.559,18.421,45.575,27.199,19.027,15.453,22.163,17.088,20.769
316,38.068,21.510,27.383,26.827,22.756,24.717,22.095,19.775,19.384,27.262,17.958,21.836,26.962,20.244,22.519,20.366,19.917,20.892,19.045,22.566,19.032,17.201,17.692,16.627,19.705,15.267,18.652,20.017,20.052,17.711,18.436,45.279,27.456,19.090,15.387,22.171,17.183,20.986
317,38.075,21.395,27.477,26.311,22.887,24.881,22.297,19.688,19.462,27.175,18.106,21.907,26.656,20.156,22.560,20.274,20.223,20.925,19.085,22.375,18.466,17.217,17.675,16.659,19.800,15.000,18.728,19.870,20.187,17.612,18.441,45.844,27.059,19.135,15.441,22.211,17.022,20.814
318,38.183,21.622,27.435,26.343,22.651,24.978,22.177,19.791,19.524,27.217,18.038,22.009,26.592,20.422,22.579,20.175,19.990,20.950,18.934,22.320,18.769,17.212,17.500,16.591,19.787,14.982,18.769,20.418,20.279,17.669,18.372,45.526,27.221,19.049,15.397,22.028,17.145,20.917
319,38.075,21.655,27.506,26.176,22.776,24.860,22.186,19.760,19.586,27.533,18.038,21.944,26.470,20.399,22.735,20.291,19.745,20.791,19.011,22.429,18.777,17.489,17.744,16.613,19.824,15.058,18.660,20.201,20.256,17.713,18.393,45.564,27.412,19.305,15.414,22.106,17.249,20.731
320,38.098,21.559,27.449,26.179,22.826,24.961,22.186,19.776,19.526,27.286,18.107,21.677,26.326,20.126,22.686,20.202,20.085,20.886,18.987,22.432,18.873,17.478,17.585,16.589,19.795,15.018,18.689,20.213,20.253,17.622,18.464,45.682,27.081,19.205,15.255,22.309,17.158,21.042
321,38.184,21.340,27.250,26.067,22.881,24.550,22.014,19.676,19.469,27.262,18.297,21.785,26.272,19.877,22.622,20.331,20.009,20.909,19.031,22.528,18.956,17.304,17.457,16.611,19.827,14.889,18.754,20.188,20.239,17.580,18.486,45.659,27.279,19.131,15.292,22.211,17.069,20.825
322,38.076,21.474,27.275,26.390,23.009,24.831,22.247,19.772,19.548,27.334,18.100,21.604,26.098,20.201,22.547,20.209,19.890,20.873,19.056,22.426,18.705,17.321,17.735,16.567,19.865,15.142,18.670,19.979,20.362,17.570,18.380,45.499,27.522,19.037,15.392,21.967,17.104,20.675
323,38.227,21.378,27.229,26.164,22.875,24.915,22.234,19.617,19.383,27.389,17.878,21.435,25.956,20.079,22.683,20.300,19.722,20.861,19.032,22.462,18.912,17.299,17.692,16.572,19.811,15.049,18.728,20.071,20.129,17.546,18.411,45.223,27.250,19.197,15.396,21.923,17.259,20.764
324,38.113,21.573,27.173,26.317,22.885,24.794,22.243,19.753,19.596,27.205,18.020,21.414,25.711,20.121,22.529,20.131,20.120,20.889,19.027,22.386,18.789,17.457,17.812,16.642,19.791,15.169,18.651,20.013,20.172,17.671,18.464,45.399,27.132,19.103,15.433,22.232,17.174,20.686
325,38.137,21.378,27.339,26.135,22.684,24.787,22.329,19.678,19.458,27.410,18.128,21.498,25.800,19.872,22.701,20.281,19.969,20.883,19.079,22.492,18.952,17.418,17.816,16.700,19.915,15.262,18.643,20.000,20.305,17.435,18.476,45.572,27.162,19.153,15.392,22.146,17.132,20.776
326,38.067,21.542,27.554,26.959,22.888,24.990,22.279,19.636,19.352,27.319,18.023,21.405,25.548,19.833,22.696,20.243,19.777,20.813,19.115,22.265,18.665,17.348,17.786,16.611,19.780,15.022,18.682,20.113,20.193,17.692,18.388,45.775,27.224,19.149,15.429,22.163,17.126,20.781
327,38.054,21.647,27.336,26.883,22.751,24.799,22.145,19.730,19.498,27.250,18.255,21.190,25.584,19.751,22.488,20.211,19.813,20.844,19.069,22.440,18.833,17.505,17.769,16.531,19.772,14.973,18.635,20.264,20.161,17.534,18.387,45.352,27.195,19.212,15.358,22.187,17.174,20.825
328,38.093,21.386,27.307,26.848,22.896,24.937,22.267,19.800,19.461,27.364,18.186,21.369,25.500,19.620,22.576,20.228,20.016,20.829,19.073,22.443,18.685,17.370,17.709,16.620,19.855,15.062,18.619,20.381,20.032,17.671,18.362,45.599,27.199,19.156,15.395,22.199,17.161,20.835
329,38.061,21.479,27.139,26.302,22.888,24.852,22.327,19.844,19.483,27.413,18.092,21.032,25.426,19.726,22.573,20.158,19.933,20.875,19.005,22.423,18.904,17.304,17.603,16.642,19.840,14.942,18.706,19.937,20.394,17.631,18.407,45.436,27.324,19.098,15.410,22.159,17.268,20.797
330,38.028,21.364,27.344,26.296,22.894,24.918,22.340,19.719,19.473,27.265,18.000,21.174,25.292,19.822,22.720,20.229,19.684,20.863,19.056,22.509,19.124,17.293,17.722,16.620,19.776,15.067,18.698,20.121,20.239,17.561,18.401,45.673,27.228,19.060,15.298,22.289,16.972,20.729
331,38.203,21.463,27.365,26.279,22.720,24.893,22.333,19.737,19.612,27.548,18.273,21.125,25.360,20.040,22.561,20.327,20.181,20.889,19.074,22.420,18.857,17.489,17.620,16.596,19.828,15.204,18.629,20.117,20.224,17.563,18.432,45.764,27.217,19.186,15.382,22.126,17.142,20.748
332,37.990,21.460,27.373,26.463,22.849,24.765,22.277,19.758,19.507,27.500,18.113,21.188,25.244,20.263,22.619,20.321,19.999,20.760,18.989,22.320,18.892,17.315,17.885,16.570,19.940,14.929,18.640,20.013,20.374,17.673,18.357,45.428,27.272,19.123,15.413,22.220,17.117,20.877
333,38.085,21.477,27.541,27.320,22.684,24.782,22.191,19.584,19.535,26.982,17.958,21.134,25.158,20.157,22.534,20.264,19.776,20.908,19.044,22.657,18.849,17.234,17.833,16.606,19.726,14.978,18.570,20.201,20.216,17.447,18.437,45.706,27.158,19.119,15.407,22.114,17.227,20.833
334,38.006,21.512,27.404,26.933,22.803,24.881,22.306,19.714,19.502,27.298,18.014,21.050,25.153,20.126,22.463,20.182,20.118,20.920,19.073,22.528,18.777,17.424,17.709,16.534,19.768,15.111,18.643,20.397,20.175,17.492,18.491,45.521,27.279,19.105,15.330,22.057,17.215,20.795
335,38.054,21.427,27.300,26.475,22.674,24.797,22.220,19.622,19.418,27.407,18.240,20.903,25.187,19.907,22.652,20.259,20.169,20.860,18.994,22.511,18.697,17.266,17.919,16.457,19.787,14.991,18.678,20.075,20.216,17.797,18.417,45.532,27.114,19.241,15.403,22.207,17.192,20.894
336,38.208,21.534,27.507,26.437,22.729,24.959,22.256,19.739,19.462,27.322,18.031,20.828,24.984,19.782,22.661,20.250,19.845,20.864,19.039,22.435,18.873,17.217,17.859,16.618,19.923,15.142,18.643,20.251,20.221,17.677,18.496,45.873,27.489,19.026,15.424,22.175,16.950,20.729
337,38.147,21.337,27.296,26.103,22.884,25.068,22.347,19.725,19.466,27.280,18.084,20.772,25.059,19.602,22.644,20.376,20.081,20.900,19.034,22.520,18.809,17.500,17.564,16.627,19.901,15.213,18.725,20.163,20.190,17.610,18.421,45.548,27.235,19.146,15.330,22.122,17.126,20.837
338,38.093,21.521,27.388,26.106,22.785,24.651,22.261,19.715,19.398,27.380,18.264,20.731,24.947,19.687,22.716,20.190,20.191,20.819,18.982,22.406,19.096,17.348,17.748,16.575,19.783,14.933,18.586,20.146,20.218,17.662,18.414,45.924,27.305,19.133,15.455,21.923,17.145,20.842
339,37.906,21.490,27.491,26.871,22.721,24.823,22.098,19.695,19.369,27.123,18.147,20.659,24.846,19.802,22.743,20.187,19.881,20.867,18.976,22.498,18.769,17.190,17.611,16.553,19.695,15.098,18.728,20.050,20.126,17.572,18.332,45.617,27.224,19.098,15.447,22.041,17.252,20.927
340,38.000,21.334,27.454,26.806,22.884,24.818,22.326,19.768,19.494,27.223,18.101,20.655,24.986,20.102,22.593,20.243,19.833,20.921,19.056,22.389,18.876,17.484,17.846,16.538,19.926,15.044,18.555,20.100,20.172,17.456,18.453,45.730,27.257,19.066,15.417,22.081,17.196,20.840
341,38.087,21.540,27.325,26.557,22.744,24.753,22.249,19.660,19.460,27.476,18.400,20.713,24.813,19.859,22.647,20.282,20.163,20.890,19.116,22.432,18.936,17.495,17.709,16.519,19.897,14.924,18.652,20.042,20.135,17.548,18.462,45.388,27.088,19.001,15.326,22.089,17.252,20.778
342,38.110,21.192,27.052,26.531,22.770,24.828,22.338,19.746,19.558,27.304,18.212,20.694,24.750,19.831,22.722,20.235,19.907,20.795,18.989,22.412,18.880,17.065,17.654,16.618,19.809,14.916,18.578,20.088,20.218,17.648,18.271,45.363,27.033,19.062,15.354,22.163,17.101,20.811
343,38.029,21.575,27.496,26.317,22.788,25.063,22.370,19.771,19.455,27.238,18.111,20.521,24.818,19.699,22.775,20.103,19.881,20.901,19.134,22.529,18.725,17.190,17.645,16.519,19.843,14.964,18.694,20.167,20.109,17.711,18.386,45.470,27.294,19.345,15.365,21.890,17.151,20.712
344,38.186,21.581,27.292,26.434,23.009,24.828,22.254,19.716,19.485,27.386,18.075,20.513,24.613,19.729,22.660,20.309,20.194,20.969,19.124,22.475,18.944,17.212,17.667,16.611,19.766,14.893,18.539,20.389,20.181,17.561,18.432,45.728,26.985,19.031,15.394,21.874,17.110,20.703
345,38.045,21.663,27.375,26.405,22.788,24.889,22.163,19.733,19.545,27.087,18.217,20.778,24.655,19.866,22.627,20.317,20.022,20.939,19.055,22.351,19.028,17.272,17.829,16.627,19.853,15.053,18.657,20.121,20.310,17.608,18.470,45.715,27.202,19.176,15.468,22.065,17.174,21.104
346,37.935,21.452,27.380,27.334,22.942,24.910,22.066,19.606,19.612,27.470,18.202,20.390,24.742,19.896,22.631,20.286,19.776,20.844,19.135,22.428,18.936,17.217,17.936,16.625,19.834,15.067,18.594,20.351,20.253,17.582,18.426,45.318,27.423,19.141,15.365,22.138,17.199,20.875
347,38.042,21.553,27.365,27.320,22.878,24.816,22.213,19.679,19.464,27.123,18.416,20.571,24.601,19.809,22.684,20.312,19.925,20.954,19.129,22.346,18.773,17.076,17.705,16.625,19.840,14.880,18.575,20.234,20.149,17.614,18.351,45.880,27.338,19.097,15.371,21.984,17.088,20.712
348,37.936,21.795,27.307,26.592,22.621,24.700,22.338,19.707,19.590,27.428,18.210,20.521,24.603,19.761,22.747,20.254,20.064,20.865,19.081,22.517,18.801,17.207,17.821,16.606,19.914,15.164,18.611,20.192,20.086,17.584,18.515,45.570,27.239,19.079,15.442,22.407,17.107,20.675
349,37.995,21.501,27.446,26.501,22.849,24.654,22.190,19.644,19.368,27.120,18.159,20.489,24.531,19.774,22.680,20.320,19.836,21.039,19.024,22.329,18.797,17.255,17.731,16.695,19.782,14.982,18.581,20.172,20.147,17.597,18.348,45.853,27.162,19.098,15.394,22.220,17.035,20.639
350,37.899,21.373,27.207,26.287,22.921,24.947,22.245,19.734,19.589,27.229,18.230,20.392,24.562,19.940,22.666,20.332,19.698,20.905,19.148,22.365,18.809,17.451,17.829,16.546,19.812,15.040,18.594,20.297,20.172,17.677,18.423,45.735,27.279,19.014,15.413,22.256,17.183,20.712
351,38.135,21.468,27.478,26.513,22.630,24.615,22.284,19.672,19.563,27.455,18.324,20.308,24.590,19.974,22.685,20.177,19.961,20.789,19.005,22.405,18.865,17.451,17.675,16.627,19.876,15.067,18.594,20.389,20.158,17.521,18.317,45.691,27.529,19.149,15.345,22.228,17.211,20.790
352,38.004,21.504,27.420,27.273,22.808,24.847,22.188,19.805,19.570,27.364,18.166,20.256,24.571,19.796,22.669,20.185,19.834,20.849,18.863,22.371,18.773,17.304,17.718,16.452,19.812,14.982,18.540,20.021,20.333,17.705,18.394,45.555,27.250,18.982,15.341,22.337,17.132,20.802
353,37.961,21.384,27.423,27.211,22.928,24.654,22.177,19.698,19.660,27.355,18.111,20.284,24.569,19.690,22.583,20.193,19.729,20.803,19.076,22.402,18.916,17.310,17.526,16.507,19.952,15.022,18.694,20.038,20.195,17.707,18.481,45.597,27.404,19.040,15.397,22.061,16.978,20.939
354,37.885,21.477,27.283,26.501,22.990,24.915,22.317,19.742,19.467,27.241,18.318,20.295,24.412,19.564,22.701,20.231,19.882,20.903,18.994,22.537,18.841,17.391,17.560,16.555,20.023,15.142,18.659,19.916,20.236,17.785,18.411,45.688,27.261,19.116,15.429,22.293,17.177,20.899
355,37.940,21.474,27.359,26.416,22.702,24.852,22.227,19.691,19.492,27.434,18.250,20.222,24.391,19.914,22.713,20.207,20.025,20.928,19.090,22.554,18.869,17.337,17.949,16.743,19.838,14.911,18.657,20.151,20.201,17.530,18.522,45.730,27.136,19.316,15.432,22.012,17.082,20.925
356,37.979,21.414,27.168,26.519,22.692,24.850,22.231,19.656,19.489,27.373,18.140,20.160,24.452,19.966,22.620,20.275,19.795,20.954,19.142,22.486,18.705,17.527,17.637,16.587,19.872,15.062,18.657,20.201,20.374,17.485,18.382,45.653,27.298,19.051,15.368,22.207,17.085,20.611
357,37.963,21.666,27.339,26.267,22.820,24.818,22.283,19.655,19.534,27.521,18.469,20.159,24.417,19.918,22.678,20.226,19.799,20.892,19.102,22.458,18.665,17.266,17.726,16.543,19.881,15.000,18.575,20.105,20.296,17.468,18.433,45.564,27.397,19.176,15.460,21.951,17.202,20.818
358,38.046,21.545,27.590,26.695,22.715,24.840,22.134,19.698,19.478,27.404,18.293,20.050,24.304,19.599,22.526,20.217,19.977,20.894,19.015,22.355,18.606,17.272,17.821,16.534,19.965,15.018,18.645,20.071,20.241,17.511,18.447,45.784,27.287,19.033,15.392,22.004,17.129,20.750
359,37.969,21.510,27.464,27.202,22.693,24.925,22.213,19.637,19.543,27.190,18.164,20.134,24.347,19.674,22.725,20.262,19.869,20.903,19.052,22.509,18.869,17.424,17.816,16.517,19.876,15.284,18.536,19.958,20.313,17.633,18.364,45.697,27.320,19.019,15.403,22.081,17.155,20.889
360,38.276,21.562,27.386,26.880,22.925,24.804,22.200,19.656,19.570,27.536,18.305,20.239,24.248,19.965,22.600,20.285,19.666,20.818,19.047,22.580,18.574,17.353,17.688,16.445,19.908,15.164,18.695,20.054,20.129,17.625,18.370,45.735,27.426,19.120,15.321,22.065,17.205,20.752
361,38.080,21.556,27.325,26.727,22.906,24.799,22.408,19.756,19.450,27.392,18.337,20.174,24.444,20.104,22.747,20.275,19.957,20.873,18.966,22.442,18.753,17.255,17.667,16.635,19.732,15.116,18.553,20.218,20.239,17.696,18.304,45.771,27.404,18.947,15.457,22.065,17.085,20.736
362,38.273,21.518,27.317,26.428,22.923,24.746,22.208,19.683,19.577,27.732,18.201,20.019,24.217,20.127,22.823,20.377,20.008,20.835,19.027,22.480,18.876,17.408,17.974,16.531,19.817,14.982,18.686,20.134,20.259,17.608,18.426,45.759,27.386,19.086,15.481,22.053,17.013,20.719
363,38.038,21.307,27.187,26.367,22.809,25.019,22.254,19.659,19.432,27.383,18.095,19.983,24.166,20.228,22.684,20.389,19.784,20.900,19.223,22.635,18.717,17.207,17.791,16.594,19.781,15.022,18.701,20.276,19.997,17.529,18.316,45.608,27.386,19.051,15.390,22.142,17.145,20.703
364,38.141,21.501,27.357,26.305,22.830,24.789,22.302,19.739,19.494,27.449,18.268,20.009,24.231,20.173,22.724,20.279,19.687,20.905,19.121,22.526,18.769,17.261,17.650,16.786,19.841,15.093,18.673,20.146,20.270,17.589,18.313,45.572,27.298,19.023,15.418,22.033,17.174,20.771
365,38.054,21.608,27.268,26.393,22.763,24.794,22.247,19.684,19.469,27.295,18.184,20.069,24.290,19.917,22.684,20.331,20.099,20.963,19.206,22.608,18.849,17.299,17.799,16.637,19.835,15.036,18.611,20.285,20.230,17.517,18.331,45.782,27.496,19.047,15.490,22.016,17.174,20.828
366,37.984,21.427,27.349,26.408,22.802,24.777,22.204,19.684,19.515,27.401,18.188,19.894,24.253,19.795,22.730,20.199,19.996,20.776,19.000,22.489,18.725,17.359,17.808,16.606,19.854,15.084,18.592,20.046,20.112,17.667,18.433,45.613,27.434,19.145,15.411,22.244,17.114,20.856
367,38.075,21.548,27.279,26.202,22.773,25.126,22.206,19.734,19.649,27.151,18.288,20.043,24.256,19.629,22.634,20.297,19.786,20.847,19.106,22.446,18.865,17.299,17.846,16.570,19.861,15.013,18.615,20.326,20.264,17.637,18.342,45.884,27.368,19.153,15.435,22.285,17.167,20.835
368,38.003,21.603,27.141,25.921,22.921,24.642,22.252,19.760,19.525,27.247,18.255,19.875,24.219,19.739,22.615,20.227,20.059,20.889,19.115,22.466,18.781,17.386,17.808,16.594,19.885,15.062,18.602,20.188,20.290,17.517,18.440,45.753,27.125,19.118,15.426,22.049,17.136,20.733
369,38.060,21.636,27.141,26.446,23.077,24.809,22.220,19.611,19.512,27.434,18.143,20.034,24.179,19.968,22.565,20.239,19.928,20.961,18.985,22.508,18.876,17.228,17.795,16.603,19.947,15.218,18.572,20.188,20.336,17.654,18.439,45.517,27.143,19.261,15.428,22.256,17.230,20.778
370,37.744,21.438,27.431,26.026,22.799,24.910,22.220,19.718,19.447,27.593,18.407,19.959,24.152,20.025,22.800,20.230,19.714,20.863,19.194,22.546,18.896,17.201,17.842,16.589,19.895,15.027,18.531,19.992,20.198,17.673,18.373,45.797,27.188,19.126,15.405,22.398,17.085,20.738
371,37.819,21.479,27.417,27.252,22.870,24.496,22.390,19.626,19.644,27.057,18.281,19.841,24.198,19.824,22.574,20.297,19.857,20.867,19.058,22.660,18.849,17.435,17.803,16.579,19.873,15.036,18.733,20.285,20.253,17.568,18.379,45.682,27.360,19.053,15.387,22.179,17.132,20.948
372,37.829,21.301,27.459,26.874,22.766,24.768,22.242,19.640,19.593,27.639,18.268,19.965,24.312,19.682,22.820,20.251,20.044,20.929,19.077,22.472,19.000,17.712,17.620,16.666,19.884,15.138,18.697,20.276,20.290,17.635,18.390,45.797,27.471,19.086,15.470,22.159,16.931,20.712
373,38.048,21.501,27.490,26.314,22.858,24.809,22.240,19.756,19.594,27.395,18.439,19.759,24.103,19.628,22.733,20.327,19.742,20.942,19.177,22.631,18.805,17.196,17.590,16.541,19.811,15.298,18.705,20.146,20.348,17.721,18.380,45.918,27.022,19.063,15.428,22.289,16.924,20.889
374,37.934,21.625,27.401,26.370,22.943,24.826,22.138,19.728,19.531,27.533,18.295,19.694,24.239,19.534,22.597,20.297,19.654,20.917,19.139,22.582,18.956,17.332,17.761,16.589,19.828,14.991,18.613,20.218,20.322,17.576,18.528,45.673,27.125,19.089,15.459,22.159,17.136,20.771
375,37.954,21.468,27.372,26.103,22.915,24.898,22.159,19.700,19.452,27.485,18.194,19.763,24.175,19.555,22.632,20.299,19.931,20.952,18.990,22.537,19.060,17.446,17.628,16.591,19.780,14.956,18.581,20.121,20.253,17.441,18.355,45.675,27.507,19.163,15.453,22.045,17.054,20.764
376,38.115,21.485,27.270,26.188,22.945,25.109,22.474,19.767,19.612,27.437,18.158,19.666,24.157,19.960,22.663,20.359,20.104,20.941,18.979,22.545,18.932,17.245,17.624,16.601,19.985,15.098,18.567,20.109,20.434,17.603,18.354,45.450,27.217,19.190,15.395,22.272,17.066,20.809
377,37.980,21.348,27.405,26.179,22.817,24.845,22.313,19.762,19.452,27.407,18.383,19.666,24.050,19.991,22.704,20.320,19.831,20.858,19.082,22.475,18.833,17.076,17.632,16.630,19.856,15.004,18.596,20.109,20.414,17.740,18.452,45.864,27.287,19.150,15.401,22.252,17.016,20.752
378,37.845,21.532,27.173,26.103,22.915,24.644,22.367,19.683,19.384,27.328,18.220,19.670,24.046,19.796,22.612,20.373,19.751,20.852,19.173,22.508,18.853,17.277,17.808,16.433,19.922,14.996,18.686,20.180,20.224,17.766,18.330,45.886,27.140,19.038,15.470,22.272,17.047,20.731
379,37.899,21.507,27.384,26.683,22.748,24.804,22.249,19.660,19.613,27.247,18.143,19.741,24.155,20.115,22.717,20.309,20.111,21.011,19.144,22.583,19.020,17.413,17.765,16.651,19.849,15.111,18.640,20.372,20.437,17.551,18.366,45.822,27.316,19.090,15.446,22.366,17.117,20.802
380,38.166,21.523,27.344,27.041,22.830,24.768,22.374,19.824,19.549,27.566,18.283,19.718,24.059,20.226,22.665,20.393,19.810,20.858,19.155,22.569,18.853,17.196,18.064,16.478,19.869,14.960,18.716,20.192,20.460,17.584,18.315,45.768,27.118,19.219,15.386,22.093,16.984,20.889
381,37.839,21.307,27.297,26.666,22.964,25.182,22.349,19.597,19.553,27.316,18.233,19.591,24.048,20.125,22.617,20.320,19.571,20.940,19.176,22.494,18.709,17.370,17.564,16.642,19.760,15.076,18.613,20.163,20.316,17.662,18.316,45.659,27.298,19.088,15.419,22.346,17.139,20.700
382,38.066,21.605,27.351,26.695,23.036,24.952,22.263,19.628,19.664,27.361,18.255,19.632,24.129,19.962,22.673,20.293,20.032,20.932,19.168,22.582,18.932,17.457,17.756,16.724,19.925,15.098,18.646,20.285,20.310,17.489,18.401,45.797,27.272,19.164,15.451,22.061,16.962,20.703
383,37.881,21.447,27.118,26.308,22.905,24.634,22.209,19.641,19.480,27.437,18.442,19.569,24.068,19.773,22.618,20.348,19.955,20.922,19.132,22.571,18.968,17.380,17.654,16.555,19.818,15.062,18.678,20.067,20.371,17.586,18.347,45.878,27.184,19.183,15.398,22.195,17.038,20.998
384,37.975,21.241,27.179,26.408,22.766,24.620,22.234,19.669,19.690,27.377,18.135,19.534,23.981,19.861,22.584,20.315,19.742,20.934,19.132,22.452,18.873,17.223,17.829,16.630,19.874,15.307,18.739,20.155,20.399,17.490,18.355,45.944,27.254,19.192,15.442,22.110,17.145,20.809
385,37.962,21.677,27.145,25.821,22.861,25.087,22.242,19.752,19.604,27.587,18.225,19.506,24.136,20.001,22.647,20.319,19.635,20.882,18.997,22.643,18.753,17.250,17.808,16.750,19.827,15.004,18.659,20.427,20.244,17.549,18.408,46.016,27.471,19.051,15.402,22.085,17.142,20.821
386,38.086,21.277,27.312,26.053,22.796,24.751,22.370,19.761,19.566,27.090,18.373,19.489,24.102,20.049,22.669,20.251,19.956,21.000,19.031,22.542,18.892,17.397,17.650,16.589,19.888,15.102,18.695,20.167,20.230,17.517,18.354,45.971,27.276,19.152,15.413,22.122,17.167,20.722
387,38.005,21.534,27.330,25.944,22.906,24.661,22.247,19.607,19.581,27.383,18.268,19.519,23.973,19.872,22.712,20.295,19.960,20.994,19.113,22.548,19.056,17.103,17.718,16.601,19.765,15.142,18.744,20.247,20.267,17.643,18.338,45.581,27.221,19.111,15.381,22.085,17.085,20.842
388,38.075,21.455,27.321,26.830,22.908,24.833,22.286,19.617,19.576,27.431,18.117,19.493,24.034,19.694,22.572,20.286,19.684,20.866,19.042,22.500,18.725,17.435,17.726,16.630,19.823,15.133,18.735,20.402,20.359,17.584,18.292,45.995,27.478,19.057,15.393,22.341,17.009,20.783
