 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89
11,21.304,46.950,24.943,26.174,26.903,34.650,27.344,43.797,24.732,23.610,23.093,22.034,23.571,21.887,22.612,26.753,22.138,24.037,21.845,27.363,24.532,23.086,23.770,25.365,24.429,23.598,36.523,24.241,21.488,20.568,26.934,23.637,26.575,23.237,24.710,19.579,31.523,24.038,27.632,32.024,31.737,27.017,27.428,25.602,26.791,24.589,25.243,24.692,24.317,21.902,21.804,22.658,30.263,23.565,32.703,20.857,22.118,20.921,23.284,22.148,31.714,24.652,26.324,25.021,25.872,26.952,24.434,25.771,27.858,23.683,25.391,25.702,27.399,25.054,21.357,21.408,22.421,24.947,20.574,18.265,22.514,21.251,22.810,19.585,23.636,19.312,21.567,20.807,22.142
12,21.376,46.297,24.812,26.106,26.171,34.301,27.110,43.435,24.475,23.520,22.857,22.031,23.397,21.853,22.559,26.756,22.563,23.882,21.739,26.814,24.370,23.032,23.757,24.968,24.340,23.650,36.633,24.208,21.397,20.466,26.989,23.537,26.419,23.386,24.647,19.617,31.016,23.806,27.335,31.922,32.022,26.807,27.684,25.852,26.385,24.098,24.970,24.657,24.386,21.943,21.769,22.508,29.783,23.566,32.323,20.804,22.090,20.913,23.267,22.373,32.761,24.638,26.174,24.946,25.839,26.884,24.474,25.637,27.634,23.553,25.456,25.811,27.266,24.616,21.174,21.427,22.546,24.902,20.611,18.290,22.711,21.373,22.749,19.571,23.627,19.247,21.415,20.714,22.076
13,21.492,45.810,24.771,25.994,25.799,34.229,27.410,43.488,24.474,23.500,22.749,21.890,23.587,21.714,22.617,26.539,22.254,23.901,21.695,26.675,24.507,23.124,23.801,24.926,24.333,23.710,36.306,24.287,22.563,20.503,26.733,23.495,26.201,23.276,24.690,19.558,30.890,23.643,27.187,31.992,31.730,26.780,27.483,25.723,26.448,24.080,24.819,24.805,24.168,21.866,21.856,22.617,29.471,23.671,31.694,20.897,22.178,20.909,23.165,22.249,32.655,24.576,26.404,24.975,25.827,26.728,24.443,25.332,27.344,23.654,25.338,25.649,26.962,24.425,21.183,21.500,22.600,24.527,20.612,18.101,22.806,21.458,22.827,19.480,23.487,19.246,21.381,20.818,22.070
14,21.334,45.598,24.701,25.701,25.418,34.258,27.668,43.930,24.379,23.502,22.681,21.880,23.578,21.531,22.596,26.470,22.186,24.029,21.836,26.244,24.564,23.030,23.731,24.474,24.497,23.758,36.403,24.064,22.744,20.527,26.915,23.411,26.609,23.369,24.458,19.478,30.278,23.519,27.112,31.896,31.881,26.992,27.796,25.673,25.969,24.496,24.958,24.817,24.433,21.814,21.852,22.569,29.746,23.625,31.136,20.837,22.255,20.799,23.162,22.079,31.343,24.511,26.201,25.014,26.042,26.816,24.346,25.323,27.225,23.720,25.232,25.267,27.072,24.201,21.046,21.462,22.553,24.545,20.561,18.013,22.832,21.296,22.777,19.436,23.429,19.146,21.622,20.789,22.129
15,21.269,45.541,24.500,25.560,25.598,34.361,28.406,43.756,24.298,23.439,22.899,22.050,23.498,21.694,22.544,26.759,22.106,24.051,21.624,25.967,24.279,23.069,23.681,24.365,24.363,23.677,36.329,24.253,22.485,20.596,26.878,23.273,26.708,23.269,24.574,19.579,29.868,23.461,27.087,31.051,31.913,26.879,27.327,25.725,26.117,24.132,24.758,24.666,24.328,21.866,21.911,22.681,29.730,23.636,30.600,20.791,22.015,20.832,23.145,22.060,30.282,24.656,26.094,24.908,25.794,26.589,24.416,25.343,27.071,23.592,25.244,25.144,26.935,23.900,21.155,21.390,22.838,24.363,20.556,18.143,22.851,21.320,22.910,19.543,23.235,19.208,21.483,20.748,22.180
16,21.298,45.696,24.532,25.619,26.187,35.109,30.829,43.731,24.863,23.653,24.440,22.448,23.508,21.712,22.515,26.792,22.209,24.401,21.589,25.962,24.416,22.829,23.695,24.378,24.481,23.699,36.481,24.165,22.625,20.387,26.966,23.272,26.609,23.377,24.414,19.524,29.564,23.594,27.087,30.669,31.859,26.977,27.636,25.850,25.785,23.882,24.952,24.885,24.284,21.815,21.940,22.641,29.776,23.808,31.969,20.868,22.281,20.892,23.122,22.191,31.203,24.549,26.281,24.934,25.942,26.687,24.363,25.477,26.964,23.708,24.847,25.097,27.020,23.781,21.101,21.529,22.832,24.892,20.638,18.261,22.618,21.304,22.895,19.742,23.187,19.196,21.567,20.718,22.239
17,21.388,45.844,24.423,25.627,27.007,35.684,32.435,43.766,26.185,23.484,26.420,22.391,23.732,21.607,22.456,26.705,22.421,24.309,21.681,25.898,24.494,23.094,23.851,24.760,24.534,23.649,36.078,24.171,22.795,20.529,26.813,23.802,26.223,23.450,24.372,19.419,29.186,23.151,29.386,30.887,32.200,26.801,27.788,25.812,25.812,23.574,24.972,25.041,24.274,22.004,21.920,22.573,30.184,23.775,34.323,20.917,22.210,20.861,23.307,22.067,30.646,24.555,26.123,25.076,25.826,26.644,24.326,26.744,26.722,23.783,25.171,25.133,26.823,24.596,20.965,21.296,22.923,26.602,20.598,18.253,22.752,21.349,22.742,19.745,23.169,19.071,21.375,20.695,22.117
18,21.357,46.261,24.250,25.825,26.640,35.506,31.551,43.929,28.331,23.553,25.844,22.463,23.790,21.618,22.549,26.812,22.399,24.721,21.819,25.642,24.481,23.091,23.660,24.561,24.483,23.772,35.926,24.179,22.584,20.550,26.802,23.585,26.461,23.153,24.377,19.486,29.134,23.125,29.059,31.199,31.711,26.772,27.268,25.825,25.709,23.424,24.668,25.172,24.319,21.917,22.124,22.722,30.410,23.845,37.066,21.149,22.322,20.932,23.350,22.282,29.670,24.826,25.949,24.945,25.891,26.687,24.527,26.601,26.627,23.635,25.126,25.232,26.922,24.572,20.984,21.457,23.021,26.286,20.623,18.298,22.911,21.274,22.729,19.803,23.087,19.057,21.613,20.726,22.170
19,21.343,46.483,24.108,25.392,26.303,35.630,30.590,43.538,28.526,23.529,25.224,22.230,23.604,21.605,22.618,26.851,22.521,24.750,21.615,25.417,24.478,23.093,23.859,24.301,24.556,23.695,36.007,24.118,22.482,20.615,27.071,23.540,26.310,23.299,24.186,19.462,28.868,23.177,28.417,31.008,31.894,26.969,27.271,25.758,25.548,23.366,24.846,24.867,24.412,21.871,22.073,22.678,30.688,23.664,37.245,20.943,22.245,20.886,23.647,22.038,29.804,24.764,26.123,25.341,25.873,26.571,24.361,26.269,26.454,23.613,25.150,25.118,26.816,24.525,20.984,21.450,23.073,25.802,20.517,18.170,22.838,21.280,22.672,19.644,22.887,19.080,21.390,20.824,22.229
20,21.438,47.080,24.083,25.350,25.621,35.105,29.503,43.639,29.248,23.559,24.737,22.396,23.697,21.626,22.467,26.976,22.257,24.912,21.638,25.216,24.327,23.072,23.778,24.349,24.690,23.684,35.834,24.033,22.241,20.545,26.702,23.319,26.174,23.114,24.251,19.359,28.486,23.099,28.105,30.775,31.859,26.916,27.513,25.740,25.408,23.295,25.030,24.967,24.532,21.751,22.202,22.858,30.924,23.667,38.115,20.941,22.277,20.732,23.706,22.172,30.160,24.600,26.010,25.281,25.849,26.671,24.300,25.951,26.617,23.610,24.594,24.968,26.672,24.370,21.003,21.434,23.019,25.329,20.526,18.258,22.631,21.393,22.699,19.923,22.942,19.094,21.399,20.640,22.118
21,21.362,46.771,23.940,25.110,26.374,35.287,28.795,43.821,29.608,23.588,24.168,22.341,23.576,21.595,22.570,26.958,22.122,24.743,21.894,25.297,24.338,22.970,23.718,24.516,24.534,23.587,35.827,24.073,22.360,20.603,26.739,23.286,26.262,23.250,24.192,19.462,28.529,22.988,27.588,30.688,31.531,26.904,27.543,25.725,25.268,23.241,24.906,24.843,24.360,21.832,22.130,22.868,31.132,23.622,37.112,21.018,22.127,21.002,23.485,22.167,30.228,24.629,25.936,25.161,25.849,26.376,24.298,25.822,26.356,23.725,24.856,24.854,26.843,23.903,21.063,21.376,22.897,25.178,20.534,18.140,22.693,21.274,22.727,19.852,22.728,19.093,21.533,20.689,22.040
22,21.419,47.372,24.010,26.676,27.755,35.552,28.432,44.270,31.402,23.649,24.626,22.355,23.584,21.534,22.654,27.074,22.476,25.559,22.555,26.028,25.229,23.228,24.236,25.971,25.468,25.038,35.850,24.616,22.684,20.585,32.461,25.388,27.760,26.140,25.828,20.366,32.655,24.843,33.522,33.264,35.368,26.845,27.532,26.633,27.079,23.623,25.350,25.408,24.310,21.896,22.616,22.939,31.511,24.520,36.741,21.000,22.376,20.998,23.396,22.022,30.471,26.395,26.676,25.096,28.641,30.109,26.519,28.009,27.092,23.843,28.335,25.095,27.611,25.043,21.049,21.502,23.212,25.167,21.634,18.679,22.752,21.910,23.028,19.829,22.819,19.217,21.406,20.744,22.729
23,21.456,49.018,25.257,31.350,29.947,35.265,27.994,44.958,33.275,24.067,24.606,22.427,23.631,21.728,22.520,27.580,22.945,26.890,23.761,28.267,26.144,23.715,24.910,29.080,26.092,25.377,37.887,25.482,23.250,20.564,52.068,30.807,29.892,29.763,27.951,20.615,42.936,27.617,42.431,37.339,37.245,26.985,27.807,27.104,37.276,25.741,25.941,25.618,24.491,21.952,23.514,23.142,32.742,24.855,37.781,21.169,22.481,21.008,23.323,22.356,31.160,28.083,26.980,25.633,29.348,31.509,27.484,30.891,27.725,24.622,30.321,25.949,28.423,28.512,21.142,21.543,24.008,27.025,22.456,19.123,22.721,22.536,22.970,19.920,23.256,19.665,21.563,21.008,22.977
24,21.603,52.691,27.176,33.249,32.649,35.450,27.781,45.073,35.142,24.804,24.236,22.542,23.919,22.089,22.605,28.057,22.990,27.202,24.233,30.200,26.433,24.233,25.217,30.753,26.093,25.187,41.758,25.946,23.798,20.608,61.303,33.430,31.425,30.494,28.869,20.421,49.579,28.945,46.543,40.505,36.752,27.213,27.394,27.065,43.301,26.402,26.085,25.207,24.636,21.996,24.130,23.292,34.471,25.397,39.058,21.305,22.567,20.996,23.287,22.230,32.492,32.044,27.150,26.199,29.883,31.065,28.358,34.918,28.874,25.697,32.291,27.344,28.908,31.233,21.766,21.718,25.058,31.388,24.069,19.326,23.650,22.471,23.073,20.096,25.291,20.131,21.963,21.170,22.786
25,21.853,54.626,27.910,33.560,32.136,34.468,27.331,45.457,35.376,24.949,23.739,22.671,24.011,22.155,22.557,28.524,22.974,27.004,24.382,30.333,26.313,24.126,25.448,30.260,25.962,24.647,45.276,26.366,23.773,20.559,63.170,34.598,31.591,29.522,28.661,20.232,54.649,29.464,47.066,41.072,36.462,27.536,27.758,26.879,43.318,26.085,25.834,25.340,24.881,22.094,24.505,23.288,35.644,25.472,41.292,21.639,22.648,21.052,23.409,22.072,32.002,34.062,27.203,25.949,29.035,30.009,27.942,36.754,31.249,26.558,31.118,28.658,29.174,32.814,22.294,22.075,25.818,31.939,23.575,19.223,24.512,22.506,23.712,20.483,25.515,20.381,22.223,21.455,22.676
26,22.433,56.185,27.859,33.030,31.566,33.588,27.434,45.104,35.768,25.327,23.689,22.489,24.037,22.163,22.554,28.253,22.990,26.629,24.247,29.576,26.091,23.869,25.521,29.413,25.893,24.267,44.496,26.461,23.791,20.439,59.700,33.768,31.136,28.729,28.660,20.153,55.661,29.562,45.492,40.591,35.667,27.870,27.792,26.619,43.441,26.275,25.588,25.293,24.920,22.331,24.535,23.424,36.371,25.346,42.243,21.725,22.740,21.320,23.211,22.309,31.324,34.476,27.426,25.766,28.078,29.612,27.286,37.576,32.368,26.861,30.838,29.141,29.382,33.818,22.646,22.280,25.983,32.539,24.047,19.406,25.086,22.280,23.925,20.531,25.883,20.271,22.489,21.565,22.617
27,23.102,57.328,27.794,33.201,30.986,33.065,26.957,45.119,36.720,25.722,23.368,22.355,24.068,22.372,22.581,28.372,22.817,26.408,23.799,29.040,26.076,23.796,26.067,28.817,25.574,24.457,42.952,26.740,23.993,20.406,57.720,33.435,30.722,28.308,28.434,19.966,57.112,29.464,44.911,40.904,35.248,28.511,27.703,26.671,42.341,26.145,25.279,25.222,25.541,22.541,24.785,23.234,37.837,25.168,42.997,21.923,22.704,21.033,23.380,22.368,31.908,35.424,27.977,25.890,28.642,29.563,27.839,38.488,33.477,27.100,30.700,29.770,29.454,34.248,23.431,22.508,26.358,32.408,24.390,19.634,25.587,22.124,24.231,20.401,25.754,20.473,22.734,21.591,22.605
28,23.399,58.155,27.848,32.729,31.903,32.461,26.711,45.369,36.161,26.300,23.246,22.329,23.953,22.406,22.634,28.312,22.762,26.702,23.753,28.970,25.736,23.656,26.113,28.897,25.657,24.210,43.435,26.725,23.931,20.638,55.397,32.849,30.842,27.468,27.976,19.840,59.723,29.641,43.836,41.178,34.728,28.667,27.606,26.550,41.019,25.562,25.617,25.107,25.162,22.501,24.580,23.332,39.459,25.274,43.070,22.061,22.496,21.031,23.482,22.397,31.111,37.520,29.027,25.894,29.445,29.083,28.394,40.269,33.874,27.316,31.188,29.960,29.433,34.532,23.978,22.472,26.558,34.422,25.333,19.879,25.978,21.950,24.416,20.431,25.998,20.757,22.560,21.531,22.639
29,24.043,59.051,27.737,31.802,34.120,32.220,26.803,45.312,36.459,26.678,22.992,22.281,23.943,22.350,22.813,28.268,23.074,27.132,23.578,28.449,25.809,23.637,25.995,28.942,25.813,24.283,42.230,26.610,24.067,20.691,52.563,31.735,29.756,26.862,27.508,19.823,62.752,30.313,41.630,41.508,34.864,29.646,27.405,26.740,39.276,25.366,25.271,25.145,25.060,22.670,24.483,23.149,41.317,25.355,42.827,22.229,22.700,21.400,23.548,22.254,30.105,40.433,29.957,26.020,28.801,28.974,27.819,40.533,34.591,27.861,30.656,30.000,29.683,34.752,24.510,22.631,26.651,35.994,27.417,20.381,25.940,22.034,24.501,20.478,27.159,21.014,22.591,21.629,22.601
30,24.348,58.897,27.981,32.008,33.954,32.301,26.677,45.097,36.747,27.704,22.885,22.312,24.039,22.472,22.676,28.324,23.039,27.070,23.040,29.581,25.539,23.622,26.090,29.176,25.786,24.196,41.606,26.902,24.057,20.601,51.570,31.523,29.307,26.828,27.137,19.692,65.853,30.162,41.719,41.174,34.396,30.699,27.643,27.265,39.004,25.083,25.313,25.101,25.416,22.801,24.619,23.268,42.441,25.192,42.997,22.336,22.569,21.504,23.459,22.366,30.616,42.687,31.986,25.812,28.291,28.893,27.829,40.242,35.808,28.037,33.956,30.181,29.433,34.432,25.575,22.752,26.675,35.884,28.593,20.885,25.216,22.048,24.108,20.745,27.773,20.736,22.777,21.562,22.539
31,24.267,57.942,27.980,31.552,33.744,32.187,27.088,45.226,36.510,27.039,23.360,22.177,24.071,22.500,22.704,28.185,22.749,26.926,22.733,29.665,25.672,23.782,25.926,29.250,25.796,24.168,42.216,26.753,23.977,20.571,48.685,30.855,28.658,26.722,26.612,19.641,67.841,29.835,40.227,40.933,34.310,31.521,27.584,27.185,38.996,24.924,25.297,24.861,25.403,22.898,24.495,23.129,41.903,25.137,43.026,22.350,22.524,21.593,23.254,22.120,30.674,43.424,33.070,26.013,27.733,28.642,26.998,39.600,36.413,27.806,38.562,30.423,29.522,34.364,25.967,22.664,27.098,36.459,29.473,21.075,25.268,21.871,23.624,20.763,28.063,20.687,22.972,21.446,22.599
32,23.662,56.774,27.650,31.097,32.379,31.987,26.875,44.739,35.715,27.578,23.307,22.168,23.948,22.487,22.692,27.792,22.887,26.934,22.560,29.261,25.605,23.866,25.612,28.792,25.490,24.160,42.454,26.726,23.644,20.645,47.099,30.321,28.437,26.785,26.320,19.603,67.152,29.458,39.005,41.036,34.195,31.828,27.825,26.844,38.808,24.623,25.467,25.257,25.343,22.774,24.048,22.885,40.592,24.936,41.767,22.226,22.560,21.932,23.271,22.227,30.162,43.704,33.639,25.772,27.566,28.711,26.925,38.902,36.230,28.094,43.765,30.704,29.345,33.896,25.926,22.932,26.769,35.892,31.253,21.541,24.832,21.781,23.634,20.630,28.786,20.832,22.693,21.394,22.440
33,23.732,55.349,28.383,33.420,31.774,33.002,26.709,44.682,35.608,27.859,23.166,22.185,23.938,22.620,22.501,27.792,22.762,26.669,22.420,31.644,25.907,24.261,25.795,30.744,25.759,24.108,44.818,26.949,23.526,20.610,57.887,32.206,28.873,26.666,26.711,19.550,70.685,29.829,42.443,41.355,34.347,33.563,27.513,27.142,42.540,25.355,25.579,24.938,24.879,22.650,23.953,23.132,39.496,24.739,41.002,22.028,22.358,22.073,23.568,22.261,30.874,43.381,35.822,26.041,27.018,28.375,26.740,38.881,36.910,27.875,46.156,30.597,29.092,34.027,26.981,23.149,26.818,35.971,32.268,21.609,24.343,21.706,23.496,20.693,28.880,21.195,22.836,21.154,22.355
34,24.098,54.868,29.612,34.827,30.753,33.621,27.105,44.538,35.374,27.888,23.026,22.223,24.090,22.853,22.605,27.792,22.518,27.232,22.227,33.756,26.743,25.352,26.255,32.205,25.747,24.085,45.208,27.272,23.755,20.698,60.910,33.313,30.019,27.190,26.947,19.543,71.819,29.646,41.513,41.150,34.459,33.605,27.974,27.119,43.985,25.717,25.605,25.003,25.011,22.799,23.882,22.956,38.227,25.062,40.313,22.150,22.461,22.322,23.419,22.196,32.363,42.957,36.219,25.911,27.055,28.663,26.544,37.866,36.903,27.886,47.082,30.854,29.113,33.922,27.223,23.185,26.380,36.396,32.277,21.740,24.726,21.674,23.501,20.766,29.666,21.382,22.430,21.291,22.397
35,24.866,53.923,29.915,35.100,30.797,34.114,27.589,45.061,35.200,27.882,23.426,22.331,24.088,23.118,22.660,27.756,22.559,26.507,22.385,35.449,27.615,26.733,26.816,31.776,25.650,24.040,46.652,27.957,23.897,20.768,59.144,33.107,30.301,27.563,26.940,19.579,73.455,29.519,40.183,40.918,34.291,33.508,27.784,27.056,43.847,25.996,25.621,25.175,25.009,22.477,23.637,22.956,37.042,24.989,39.883,22.020,22.464,22.365,23.376,22.218,33.243,43.077,35.680,26.244,26.708,28.536,26.463,37.648,36.748,27.950,46.921,30.626,29.549,34.218,26.880,23.313,26.297,38.569,32.188,21.930,25.309,21.777,23.501,20.621,30.874,21.278,22.282,21.237,22.395
36,24.763,53.949,29.871,35.929,30.727,35.241,27.485,44.338,35.152,27.749,23.236,22.300,24.314,23.280,22.615,27.646,22.640,26.816,22.172,35.152,27.259,26.298,27.038,31.388,25.621,24.068,45.883,28.176,23.855,20.610,57.263,32.684,30.506,27.873,27.212,19.442,73.239,29.559,40.433,40.771,34.160,34.303,27.784,26.844,44.331,26.089,25.545,24.944,24.649,22.774,23.530,23.047,36.536,25.124,39.554,22.066,22.451,22.131,23.244,22.144,33.879,43.128,37.348,26.718,26.722,28.372,26.454,37.304,37.494,27.914,47.915,30.942,29.246,34.138,27.294,23.276,26.480,40.584,32.434,21.762,25.147,21.602,23.341,20.377,31.725,21.725,22.105,21.067,22.381
