 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89
244,21.509,46.887,26.401,36.985,25.910,35.933,26.240,43.578,28.528,23.551,22.491,22.408,23.413,22.387,22.573,26.711,23.203,24.419,22.483,29.672,25.153,23.539,23.852,25.753,24.734,23.465,49.783,25.036,22.676,20.633,27.719,26.162,33.409,23.556,27.428,23.509,27.258,25.672,35.548,31.259,31.707,26.939,27.164,26.306,28.188,25.971,25.115,24.864,24.065,21.954,22.281,22.753,30.964,23.886,51.432,20.873,22.324,21.041,23.538,22.191,31.411,24.209,25.773,25.061,27.195,27.639,25.594,26.584,34.268,23.988,25.274,27.072,27.137,25.334,20.815,21.387,22.726,23.325,20.499,18.037,22.715,21.315,22.664,19.620,22.207,19.113,21.477,21.209,22.137
245,21.357,46.971,26.176,35.737,26.552,35.951,26.735,43.447,30.811,23.657,22.865,22.988,23.544,22.561,22.594,26.688,22.997,24.665,22.388,29.350,25.211,23.362,23.778,25.734,24.910,23.725,49.901,24.915,23.382,20.626,27.580,25.587,34.464,23.446,27.183,23.385,27.049,25.716,34.773,31.362,31.887,26.707,26.996,26.096,27.423,25.750,25.236,25.000,24.082,21.942,22.335,22.715,31.459,23.920,50.832,20.732,22.234,20.836,23.432,22.222,30.492,24.143,25.539,25.264,26.806,27.539,25.368,26.327,34.487,23.991,25.294,26.914,27.642,25.073,20.929,21.469,22.714,23.027,20.596,18.161,22.680,21.303,22.624,19.705,22.200,19.152,21.588,21.346,22.260
246,21.584,47.666,25.924,34.670,26.506,36.062,26.996,43.620,31.338,23.873,24.289,23.432,23.509,22.683,22.556,26.979,22.646,24.312,22.101,28.620,24.854,23.394,23.731,25.577,24.648,23.674,49.776,24.848,23.505,20.710,27.456,25.356,33.512,23.328,26.685,22.923,26.872,25.681,34.061,31.364,31.891,26.605,27.048,26.129,27.073,25.556,25.115,24.675,24.312,21.908,22.482,23.064,31.461,23.893,49.942,20.928,22.455,20.915,23.571,22.045,29.621,24.462,25.770,25.102,26.432,27.506,25.073,26.544,33.803,23.963,25.118,26.863,27.072,25.078,20.817,21.463,22.752,23.420,20.577,18.188,22.870,21.308,22.476,19.935,22.137,18.992,21.656,21.396,21.989
247,21.530,49.426,26.408,34.534,26.577,36.494,27.066,44.260,32.126,24.035,25.749,23.369,23.670,22.804,22.477,27.152,22.759,24.467,22.032,30.112,25.068,23.312,24.053,26.756,24.757,23.801,49.678,25.129,23.631,20.615,29.614,26.289,34.476,23.625,26.323,22.729,27.348,25.786,38.052,32.985,32.074,26.684,27.316,26.215,26.711,25.203,25.068,25.074,24.226,21.982,22.489,23.220,32.018,24.667,50.065,21.050,22.601,20.942,23.277,22.211,29.271,24.161,25.711,25.214,30.883,27.785,27.965,31.485,33.130,24.212,25.550,27.350,27.618,25.267,20.872,21.567,23.436,27.814,20.567,18.175,23.006,21.223,22.669,19.899,22.814,19.073,21.734,21.563,22.150
248,21.664,50.997,27.430,35.040,26.827,37.218,26.956,43.888,32.917,24.094,25.762,23.959,23.545,22.723,22.448,27.494,23.280,24.585,22.095,31.566,25.595,23.623,24.089,27.587,24.973,23.647,53.223,25.126,24.018,20.580,30.462,27.206,35.231,23.776,26.403,22.851,27.430,26.557,38.937,33.459,32.070,26.906,27.086,26.321,26.351,25.451,25.293,24.858,24.134,22.203,22.467,23.278,32.333,24.968,51.061,21.053,22.672,21.060,23.749,22.036,30.475,24.327,25.811,25.069,32.229,27.684,29.085,32.668,33.090,24.399,25.738,27.799,27.761,26.290,21.199,21.708,23.664,30.225,20.636,17.975,22.918,21.381,22.825,19.770,22.872,19.166,21.684,21.701,22.205
249,21.729,52.384,28.491,35.759,26.933,37.699,26.671,43.932,33.573,23.878,25.899,25.727,23.459,23.026,22.377,28.238,23.711,24.695,22.230,32.586,25.743,23.943,24.310,27.577,25.187,23.794,59.687,25.497,24.244,20.698,30.077,26.944,36.786,23.653,26.400,22.574,27.671,27.026,39.021,34.424,32.447,27.274,26.684,26.435,26.144,25.471,25.220,24.885,24.304,22.211,22.408,23.210,33.188,25.035,51.603,21.068,22.616,21.050,23.964,22.263,30.047,24.389,25.982,25.020,31.918,27.769,29.141,33.225,33.729,24.421,25.985,28.684,27.754,28.364,21.311,21.808,23.974,31.482,20.612,17.980,22.803,21.253,22.797,19.909,23.218,19.155,21.418,21.870,22.223
250,21.939,52.758,28.325,35.142,26.478,36.684,26.523,43.775,33.517,24.218,26.376,26.516,23.569,22.926,22.589,28.199,23.746,24.397,22.089,31.967,25.693,23.677,24.094,27.054,25.029,23.709,60.389,25.427,24.287,20.501,29.337,26.554,35.679,23.595,26.169,22.270,27.703,27.316,37.363,34.049,32.178,27.011,26.952,25.971,25.925,25.277,24.883,25.118,24.524,22.390,22.492,22.976,33.523,24.683,51.836,21.174,22.500,20.967,23.779,22.285,29.395,24.441,25.781,24.948,30.523,27.479,28.346,32.510,34.028,24.367,25.921,28.888,27.338,29.107,21.087,21.971,23.996,33.671,20.527,18.211,22.879,21.375,22.752,19.862,23.488,19.069,21.560,21.761,22.363
251,21.803,52.088,27.840,34.223,25.841,36.416,26.110,43.832,33.358,24.396,25.679,26.022,23.661,22.880,22.432,28.235,23.650,24.504,22.109,30.962,25.239,23.623,24.043,26.074,24.908,23.835,58.640,25.491,24.157,20.452,28.632,26.181,34.559,23.500,25.864,21.778,27.407,26.719,36.213,33.698,32.160,27.270,27.115,25.983,25.609,25.266,25.078,24.802,24.308,22.410,22.530,22.871,33.050,24.476,51.867,20.901,22.294,20.867,23.611,22.026,28.770,24.379,25.760,24.872,29.243,27.243,27.002,31.308,33.684,24.230,25.726,28.486,27.341,28.558,20.997,21.883,23.882,32.922,20.561,18.062,22.644,21.227,22.476,19.892,23.167,19.047,21.248,21.538,22.303
252,21.825,51.492,27.175,32.763,25.774,35.742,25.990,43.684,32.444,23.998,25.271,25.480,23.485,22.841,22.554,27.762,23.469,24.386,22.118,30.193,24.973,23.293,23.946,25.551,24.653,23.771,56.424,25.500,24.019,20.608,28.320,25.743,33.596,23.479,25.401,21.502,27.290,26.217,34.899,32.994,31.909,27.084,26.822,26.112,25.508,24.904,24.838,24.746,24.272,22.228,22.239,22.834,32.676,24.277,51.243,21.007,22.330,20.813,24.178,22.036,28.239,24.327,25.924,24.972,28.401,27.272,26.351,30.298,32.824,24.102,25.385,27.979,27.051,28.000,20.916,21.806,23.776,31.667,20.597,18.183,22.741,21.205,22.697,19.887,22.955,19.146,21.378,21.380,22.142
253,21.910,51.653,26.821,32.897,26.589,35.929,25.909,43.730,32.268,23.888,24.867,24.631,23.594,22.929,22.424,27.693,23.209,24.783,22.276,29.556,24.925,23.396,23.862,25.859,24.796,23.747,56.316,25.268,24.171,20.564,28.468,25.890,33.743,23.420,25.455,21.290,27.069,26.823,36.265,34.246,32.020,27.094,26.684,26.569,25.575,24.422,24.938,24.802,24.631,22.087,22.393,23.061,32.502,24.215,50.313,20.991,22.365,21.031,23.888,22.134,28.062,25.236,25.898,25.085,28.813,30.651,26.987,31.718,32.584,24.175,25.941,27.906,27.584,28.441,21.109,21.803,23.790,30.267,20.808,18.238,22.886,21.331,22.697,19.782,22.858,19.080,21.703,21.397,22.291
254,22.030,51.429,27.239,33.823,27.448,36.194,26.014,44.184,33.194,24.004,24.392,24.458,23.704,23.121,22.428,28.708,23.344,25.695,24.040,30.211,25.340,23.354,24.227,26.837,24.998,23.921,57.705,25.429,24.235,20.494,33.212,27.854,33.301,24.453,25.796,21.440,27.401,27.559,43.372,38.798,32.452,27.107,27.309,28.958,28.136,24.712,25.123,24.781,24.506,22.189,22.888,23.227,32.720,24.763,49.897,21.053,22.373,20.967,23.647,22.191,31.243,30.048,27.094,25.219,29.352,37.628,27.356,36.499,32.708,24.995,27.765,28.454,27.904,29.624,21.112,22.022,24.285,29.955,21.383,18.597,23.084,21.692,22.712,19.866,23.633,19.451,21.489,21.350,22.515
255,22.053,51.914,28.005,33.897,27.850,35.347,25.909,44.113,33.599,24.763,24.145,24.398,23.784,23.181,22.625,28.577,23.408,26.901,24.986,31.685,25.405,23.454,24.691,28.154,25.306,23.934,61.949,25.585,24.255,20.573,37.003,29.087,33.566,27.843,26.322,21.648,29.507,28.545,48.129,42.128,33.141,27.676,27.175,28.908,29.738,24.587,25.419,25.172,24.644,22.380,23.165,23.403,32.940,25.405,50.476,21.204,22.421,20.961,23.578,22.096,39.034,32.814,28.164,25.410,30.025,44.489,28.359,41.855,35.140,25.977,30.500,29.684,28.863,31.083,21.621,22.430,25.343,32.914,22.063,19.025,23.447,21.851,23.195,20.335,26.016,19.594,22.006,21.458,22.633
256,22.497,52.913,29.510,35.508,28.303,36.122,25.996,44.187,34.911,25.380,23.945,24.403,23.802,22.939,22.568,28.857,23.164,26.816,24.213,34.876,26.254,24.120,26.268,30.535,25.563,24.040,63.744,25.994,24.309,20.548,50.090,31.710,35.167,27.927,27.039,21.309,31.510,29.119,49.803,43.841,33.291,28.421,27.097,28.638,36.316,24.812,25.526,25.012,24.789,22.492,23.396,23.556,33.867,25.415,51.339,21.286,22.378,21.023,23.383,22.292,40.107,34.557,28.561,25.661,30.161,43.733,28.469,43.674,35.924,26.232,31.462,30.845,29.157,31.378,22.256,22.448,25.754,36.971,22.310,19.088,23.536,21.683,22.927,20.550,28.454,19.726,22.056,21.535,22.493
257,22.549,53.456,30.351,35.793,28.464,36.461,25.822,44.374,35.798,26.086,23.604,23.897,23.984,23.018,22.538,28.583,23.264,26.801,23.546,36.097,26.771,24.651,27.532,30.897,25.676,24.003,66.433,25.997,24.268,20.629,54.085,32.175,36.191,27.326,27.160,21.182,32.612,29.287,50.131,44.424,33.553,29.082,27.294,29.490,37.975,24.473,25.442,25.059,24.782,22.656,23.554,23.336,34.546,25.373,52.455,21.479,22.554,21.228,23.538,22.117,42.326,35.867,29.250,25.426,30.163,41.420,28.471,45.204,37.207,26.583,31.700,30.888,29.157,31.546,22.673,22.446,25.956,39.659,22.646,19.368,23.605,21.678,23.150,20.628,30.408,19.773,22.238,21.563,22.328
258,22.966,55.435,30.836,35.082,28.952,36.007,25.965,44.768,35.320,26.637,23.372,23.552,23.822,22.974,22.589,28.375,22.910,26.485,23.207,36.401,26.706,24.844,27.959,31.205,25.827,23.941,68.125,26.082,24.178,20.476,53.162,31.933,36.165,26.537,27.209,20.926,32.913,29.325,49.171,45.174,33.640,30.230,27.335,31.400,37.529,24.228,25.415,24.959,24.472,22.748,23.441,23.159,35.095,25.772,53.271,21.716,22.476,21.465,23.832,22.218,44.554,39.851,30.779,25.712,30.541,39.826,28.810,46.893,37.950,27.043,33.606,31.328,29.375,32.037,23.289,22.532,26.739,42.304,24.798,19.849,24.898,21.919,23.231,20.878,35.493,20.218,22.625,21.528,22.491
259,23.052,57.478,31.185,34.805,28.436,35.403,26.051,44.673,35.288,27.290,23.376,23.451,23.886,22.858,22.749,28.524,22.916,26.268,23.244,36.970,26.285,24.831,27.427,30.933,25.649,24.106,69.514,25.743,24.263,20.643,49.841,31.215,35.204,25.937,27.075,20.782,34.039,29.814,48.749,45.420,33.345,31.812,27.260,31.112,36.247,24.092,25.534,25.000,24.481,22.775,23.477,23.366,34.933,25.951,52.488,21.826,22.552,21.757,23.436,22.122,48.482,41.443,33.064,25.714,30.421,37.997,28.674,46.827,39.297,27.480,33.662,31.296,29.532,32.275,24.150,22.703,26.990,43.525,26.010,20.338,25.233,21.796,23.429,20.990,37.947,20.522,22.783,21.634,22.444
260,22.947,59.051,31.112,35.198,28.212,35.753,25.917,44.608,34.854,26.957,23.103,23.336,23.970,22.636,22.729,29.366,22.875,26.919,23.448,37.472,26.206,24.530,27.547,30.753,25.603,23.897,71.097,25.725,24.205,20.715,48.240,31.272,35.330,25.595,27.150,20.607,34.436,29.687,49.143,44.452,33.326,32.190,27.130,30.760,35.374,24.246,25.497,24.692,24.556,22.919,23.279,23.122,34.436,25.738,53.051,21.804,22.562,21.799,23.360,22.203,53.072,40.302,32.895,25.812,29.722,36.246,28.230,46.802,40.881,27.643,32.397,31.684,29.403,32.033,24.425,22.816,26.879,42.788,25.518,20.030,26.009,21.765,23.684,21.030,38.368,20.610,22.811,21.443,23.001
261,23.237,59.380,31.340,35.608,27.942,35.468,25.974,44.592,34.167,27.506,23.299,23.460,23.917,22.561,22.580,29.509,22.897,27.349,23.049,37.876,26.390,25.131,28.246,30.853,25.736,24.068,73.345,25.826,24.172,20.633,48.586,31.225,35.439,25.310,27.562,20.428,34.959,29.472,49.468,44.143,33.405,33.318,27.461,32.281,37.236,24.150,25.342,24.888,24.815,23.085,23.218,23.176,33.720,25.802,53.154,21.635,22.682,21.803,23.465,22.318,56.234,39.499,34.482,26.100,29.664,35.722,28.072,47.331,42.399,28.143,33.691,31.521,30.075,31.994,24.515,23.008,27.058,43.445,25.908,20.260,27.866,21.986,25.278,21.168,38.745,20.603,23.372,21.562,23.314
262,23.103,59.382,31.311,35.385,28.275,35.258,26.092,44.688,34.258,28.380,23.071,23.729,24.076,22.688,22.560,29.265,23.135,27.680,23.210,36.721,26.257,25.743,29.414,30.321,25.461,23.943,71.929,25.790,23.969,20.657,47.913,30.974,35.043,25.041,27.440,20.395,34.215,29.267,48.279,43.815,33.251,33.579,27.472,32.565,40.395,23.895,25.509,24.820,24.614,23.134,23.335,23.156,33.335,25.820,53.304,21.925,22.579,21.967,23.531,22.122,55.800,40.615,34.736,26.038,28.916,35.109,27.847,46.855,42.380,28.004,33.185,31.477,29.935,31.469,24.569,23.016,26.876,43.669,27.135,20.516,28.320,21.835,25.912,20.939,38.873,20.629,23.235,21.342,23.601
263,22.860,60.700,30.839,35.246,28.155,34.909,25.678,44.280,34.502,28.759,23.022,23.564,24.042,22.644,22.552,28.658,23.148,27.294,23.397,36.282,26.076,25.198,28.819,29.721,25.481,23.862,70.514,25.635,23.899,20.513,45.805,30.101,35.374,24.845,27.226,20.404,35.125,29.397,46.972,43.886,33.430,33.923,27.491,32.000,41.333,23.754,25.358,24.938,24.392,23.009,23.290,23.268,32.694,25.383,52.159,21.826,22.399,22.046,23.432,22.342,56.825,42.195,37.012,25.972,28.468,34.610,27.507,46.560,42.910,28.080,37.868,31.294,29.949,31.087,25.218,23.158,27.219,43.808,30.427,21.126,27.862,21.834,25.554,21.124,39.007,20.562,23.368,21.325,23.807
264,22.767,61.009,30.662,34.778,28.268,34.559,25.822,44.270,34.022,29.629,22.754,23.420,24.083,22.626,22.501,28.964,23.119,27.607,23.011,35.614,25.721,24.913,28.189,29.962,25.393,23.877,68.899,25.528,23.874,20.654,44.134,29.756,34.481,25.278,27.569,20.275,35.845,29.617,46.508,43.566,33.343,34.161,27.446,31.515,39.130,23.917,25.379,24.947,24.377,23.112,23.098,22.837,32.171,25.338,51.346,21.958,22.431,22.471,23.261,22.246,58.625,43.234,38.918,26.058,28.009,33.737,27.349,44.806,43.577,28.053,41.912,31.095,29.840,31.242,25.902,23.356,27.443,44.263,32.389,21.389,27.216,21.890,25.098,21.035,39.515,20.694,23.557,21.251,23.780
265,22.589,61.971,30.756,34.027,27.610,33.771,25.696,44.215,33.561,29.122,22.891,23.456,24.048,22.354,22.643,28.500,23.045,27.676,23.328,34.787,25.695,24.344,27.402,29.353,25.226,23.731,71.231,25.466,23.694,20.555,41.981,29.138,34.328,25.151,27.721,20.172,34.943,29.383,45.319,43.152,33.211,33.931,27.420,32.440,36.895,23.799,25.310,25.015,24.390,22.999,23.112,23.064,31.873,25.266,50.122,21.793,22.391,22.622,23.063,22.297,58.215,43.193,39.549,26.322,27.822,33.215,26.807,43.412,43.221,28.524,44.856,30.802,29.758,30.720,26.163,23.298,27.400,43.725,32.775,21.511,26.857,21.828,24.632,21.031,39.450,20.670,23.446,21.264,23.749
266,22.954,62.006,31.355,33.852,27.247,33.987,25.894,44.389,33.187,29.041,22.764,23.271,24.043,22.269,22.465,28.438,22.839,27.673,22.980,35.789,25.479,24.250,26.829,30.054,25.409,23.919,72.887,25.366,23.414,20.550,49.141,29.876,34.575,25.086,27.668,20.069,34.921,29.116,46.044,42.866,33.371,34.040,27.502,32.848,35.469,24.060,25.393,24.828,24.140,22.770,23.165,22.746,31.233,25.114,48.456,21.818,22.234,22.654,23.304,22.146,59.987,43.195,39.721,26.370,27.358,32.899,26.762,41.603,42.900,28.335,47.735,30.768,30.092,30.535,26.172,23.287,27.070,43.661,33.930,21.857,26.803,22.106,24.499,21.002,40.054,20.727,23.096,21.141,23.555
267,23.492,61.319,31.319,33.866,26.764,34.131,26.252,44.208,32.538,29.290,22.572,23.072,24.040,22.364,22.570,28.232,22.743,27.375,22.739,37.807,25.466,24.131,26.616,30.971,25.333,23.747,70.661,25.241,23.367,20.490,53.861,30.952,35.292,25.015,27.666,19.930,35.916,29.365,45.789,42.732,33.392,34.762,27.528,33.348,34.559,24.150,25.549,25.009,24.136,22.858,22.980,22.820,30.809,25.207,47.839,21.655,22.384,22.519,23.383,22.316,60.234,43.050,40.059,26.316,27.047,32.267,26.629,40.907,43.247,28.399,49.871,30.722,29.925,30.246,26.518,23.143,27.308,42.241,34.117,21.684,26.717,21.793,24.113,21.112,39.983,20.817,22.845,20.934,23.173
268,23.302,61.149,30.947,33.484,27.079,34.060,26.191,44.036,32.425,29.488,22.737,23.060,24.021,22.173,22.510,27.955,22.563,27.290,22.626,37.944,25.240,24.195,26.149,30.673,25.154,23.758,68.221,25.161,23.281,20.541,51.300,30.483,34.562,24.728,27.641,20.053,36.513,29.119,44.094,41.822,33.338,35.021,27.290,32.548,34.278,23.819,25.564,25.009,24.078,22.650,23.024,22.864,30.387,24.965,47.205,21.604,22.300,22.670,23.389,22.325,57.510,42.988,40.500,26.808,27.101,31.745,26.321,39.229,42.656,28.200,50.697,30.307,29.901,29.805,26.632,23.003,27.007,41.249,34.446,21.802,26.637,21.915,23.927,21.141,40.074,20.991,22.619,21.165,23.220
269,23.140,61.585,31.202,33.095,27.178,33.185,26.160,43.994,31.728,29.590,22.566,22.671,24.032,22.053,22.440,28.080,22.395,26.849,22.299,38.391,25.401,23.796,25.716,30.795,25.192,23.959,68.606,25.036,22.978,20.445,48.049,29.970,34.267,24.479,27.592,19.924,36.809,28.867,42.918,41.759,33.095,34.190,27.204,31.871,32.958,23.661,25.364,25.121,23.981,22.801,22.711,22.722,30.154,24.828,46.052,21.670,22.202,22.577,23.145,22.325,56.797,42.882,40.193,26.975,26.797,31.453,26.263,38.148,41.537,28.050,51.312,30.250,29.884,29.846,26.757,22.985,27.015,41.153,34.876,21.992,26.516,21.637,23.920,20.902,39.886,20.961,22.601,21.056,22.878
270,23.046,61.909,31.245,32.647,26.425,33.247,26.100,43.759,31.190,29.533,22.608,22.583,23.774,21.945,22.493,27.943,22.421,26.585,22.276,38.434,25.259,23.758,25.678,30.679,25.207,23.924,69.915,24.848,22.547,20.631,46.258,29.392,34.274,24.450,27.539,19.885,36.795,28.797,41.859,41.356,33.241,33.874,27.234,31.115,32.052,23.629,25.538,24.970,23.950,22.580,22.790,22.753,30.122,24.808,44.458,21.714,22.144,22.846,23.254,22.278,55.576,42.155,39.926,26.977,26.795,31.159,26.230,37.362,41.879,27.845,51.359,29.879,29.218,29.287,26.828,23.001,26.796,40.733,35.247,21.938,25.855,21.635,23.852,21.014,40.028,21.131,22.176,20.950,22.858
271,22.890,61.593,30.804,32.735,26.312,34.156,25.898,43.724,31.921,29.037,22.360,22.506,23.968,21.984,22.607,27.836,22.463,27.051,22.233,39.193,25.023,23.768,25.427,30.394,25.170,23.858,71.244,24.920,22.419,20.462,49.286,29.821,34.036,24.422,27.532,19.730,35.181,28.870,41.831,40.719,33.273,33.398,27.093,30.323,32.295,23.799,25.424,24.790,24.015,22.479,22.816,22.807,29.745,24.629,43.780,21.754,22.107,22.751,23.221,22.199,53.716,42.019,39.035,26.915,26.608,30.896,26.043,35.836,41.181,27.512,50.388,29.946,29.744,29.202,26.496,22.987,26.216,39.518,35.695,21.955,25.309,21.685,23.461,20.972,39.903,21.056,22.167,20.897,22.897
272,22.552,61.488,30.164,32.881,27.055,34.510,25.942,43.790,33.070,28.573,22.337,22.376,23.932,21.862,22.546,27.696,22.524,27.474,22.149,38.337,25.070,23.522,25.015,29.686,25.265,23.840,70.917,24.766,22.888,20.478,47.461,29.640,33.612,24.181,27.216,19.734,34.465,28.577,41.377,40.232,33.003,33.077,26.703,30.025,32.421,23.531,25.478,25.018,23.696,22.563,22.805,22.878,29.625,24.592,43.019,21.644,22.249,22.745,23.426,22.275,52.704,43.012,38.205,26.770,26.524,30.606,25.779,34.526,40.000,27.196,49.556,29.574,29.771,28.808,26.646,22.889,25.824,39.310,35.519,22.250,25.043,21.575,23.444,20.832,39.884,21.048,22.161,20.878,22.527
273,22.706,62.150,29.846,32.901,27.547,34.704,25.940,43.755,33.401,28.961,22.317,22.494,24.025,21.785,22.472,27.583,22.347,27.581,22.144,37.640,25.101,23.597,24.959,29.785,25.143,23.842,68.917,24.878,22.918,20.559,44.442,29.219,32.966,24.073,27.252,19.742,35.560,28.846,40.225,40.089,32.990,35.184,27.346,29.242,32.351,23.549,25.307,24.970,23.664,22.481,22.807,22.525,30.119,24.526,42.297,21.875,22.258,22.753,23.723,22.263,51.288,42.207,38.561,26.807,26.608,30.047,25.915,33.460,39.282,27.178,48.191,29.433,29.638,28.326,26.946,22.776,25.622,39.088,35.952,22.033,24.881,21.554,23.383,20.763,40.993,21.074,22.492,20.919,22.693
274,22.363,62.171,29.936,32.818,27.298,34.080,25.770,44.147,33.543,28.473,22.279,22.197,23.996,21.730,22.477,27.896,22.383,27.324,22.218,37.111,25.070,23.640,24.834,29.625,25.190,23.650,66.606,24.665,22.835,20.561,42.181,28.826,32.951,23.991,27.239,19.753,37.189,28.652,39.412,40.417,33.158,37.490,26.944,29.112,32.255,23.487,25.396,24.837,23.804,22.502,22.606,22.708,30.591,24.277,41.762,21.901,22.176,22.722,23.416,22.170,48.785,41.538,40.121,26.495,26.403,29.967,26.055,32.453,38.143,26.747,48.721,29.460,29.491,28.117,27.243,22.650,25.329,38.641,36.361,22.163,24.711,21.674,23.030,20.829,40.529,21.042,22.328,20.841,22.639
275,22.465,62.851,30.147,32.615,27.032,34.334,25.748,43.819,33.050,27.792,22.345,22.470,23.803,21.672,22.356,27.723,22.383,27.221,22.290,36.586,25.250,23.572,24.803,29.401,25.188,23.816,66.988,24.609,22.927,20.497,39.913,28.269,32.171,24.050,27.304,19.660,39.104,28.725,38.738,40.545,32.915,39.203,26.967,28.783,31.634,23.279,25.356,24.964,23.901,22.417,22.418,22.763,30.853,24.452,41.523,21.925,21.979,22.911,23.393,22.033,47.081,40.870,40.346,26.436,26.344,29.761,26.045,31.779,38.057,26.879,49.026,29.469,29.451,27.831,27.605,22.728,25.047,37.961,36.641,22.153,24.382,21.418,23.316,20.686,40.628,20.887,22.130,20.840,22.609
276,22.327,62.333,30.161,32.510,26.808,34.555,25.752,43.700,32.808,28.418,22.269,23.233,24.035,21.694,22.390,27.801,22.447,27.199,22.330,35.596,25.158,23.564,24.742,29.240,25.213,23.778,66.562,24.615,22.789,20.522,38.127,27.838,31.494,23.892,27.044,19.682,40.258,28.762,37.927,39.765,33.059,39.123,27.138,28.587,30.678,23.371,25.243,24.902,23.845,22.622,22.598,22.580,31.231,24.523,41.458,21.804,22.150,22.726,23.211,22.067,46.347,40.087,40.258,26.164,26.597,29.353,25.749,30.781,37.551,27.025,49.165,29.345,29.061,27.526,28.082,22.538,24.992,36.527,35.060,22.100,24.225,21.570,23.138,20.988,39.782,20.934,22.170,20.831,22.379
277,22.349,61.679,29.982,32.592,26.510,34.339,25.721,44.096,32.654,28.253,22.210,23.161,23.956,21.722,22.480,27.699,22.424,26.294,22.313,35.741,25.100,23.467,24.645,29.311,25.081,23.983,68.896,24.769,22.721,20.524,36.456,27.586,31.357,23.942,26.740,19.483,40.023,28.487,37.335,39.522,32.758,41.182,26.855,28.275,29.542,23.536,25.238,24.893,23.670,22.683,22.483,22.817,31.196,24.422,41.493,21.739,22.219,22.436,23.284,22.105,46.625,38.435,38.639,25.708,26.328,29.310,25.910,30.176,38.149,27.112,47.412,29.313,29.259,27.471,27.123,22.568,24.865,35.549,33.582,21.609,24.106,21.457,23.243,20.920,38.282,20.772,22.139,20.744,22.499
278,22.291,60.979,30.017,31.583,26.471,34.673,25.772,43.655,31.914,27.257,22.412,23.046,23.802,21.749,22.515,27.845,22.296,26.559,22.075,36.449,25.013,23.431,24.478,29.288,25.040,23.759,71.095,24.970,22.408,20.571,35.111,27.339,31.133,23.847,26.628,19.641,40.177,28.568,36.770,38.619,32.950,41.745,26.989,28.398,28.870,23.458,25.103,24.808,24.015,22.378,22.272,22.671,30.763,24.094,40.879,21.692,22.193,22.361,23.403,22.213,47.420,37.741,37.232,25.757,26.323,29.180,25.686,29.620,39.993,26.936,46.879,30.123,29.253,27.445,26.708,22.474,24.780,34.633,32.397,21.514,24.281,21.529,22.805,20.661,37.144,20.680,21.774,20.797,22.433
279,22.255,60.366,30.054,30.864,27.185,34.151,26.061,43.795,31.563,27.057,23.931,23.204,23.719,21.748,22.499,27.557,22.473,25.989,22.164,37.328,24.803,23.483,24.427,29.577,24.928,23.653,70.327,24.960,22.353,20.557,33.983,27.050,30.910,23.771,26.662,19.639,41.603,28.600,38.005,39.488,32.899,42.487,26.981,27.908,28.341,23.308,25.188,24.864,24.032,22.568,22.405,22.536,31.078,24.170,41.624,21.716,22.255,21.934,23.287,22.211,48.107,38.832,37.576,25.921,26.289,28.837,25.875,30.288,40.805,27.298,46.403,31.324,29.410,27.417,26.371,22.549,25.597,36.492,31.620,21.531,24.454,21.439,22.925,20.691,37.647,20.926,21.978,20.695,22.433
280,22.196,59.774,29.783,30.343,26.868,34.053,26.329,43.916,31.257,26.080,24.263,23.173,23.603,21.769,22.470,27.542,22.408,26.092,22.037,38.050,25.118,23.319,24.337,29.103,25.054,23.809,70.309,24.795,21.966,20.513,33.070,26.971,31.051,23.871,26.730,19.385,42.094,28.293,38.850,39.403,32.782,43.013,26.959,27.742,27.607,23.185,25.192,24.796,24.041,22.452,22.364,22.485,30.917,24.389,41.136,21.710,22.170,22.033,23.317,22.196,46.460,37.509,35.996,25.970,26.403,28.807,25.607,30.322,41.727,27.194,45.097,31.660,29.451,27.094,25.902,22.732,25.846,37.680,30.494,21.188,24.382,21.515,23.125,20.438,37.719,20.828,21.985,20.783,22.410
