 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89
149,24.043,66.137,35.421,42.176,36.774,43.717,27.818,48.144,36.674,25.720,23.846,23.731,25.326,24.893,23.821,29.521,24.643,26.526,23.020,35.969,29.134,26.022,26.808,30.240,27.569,25.297,73.502,32.107,24.961,21.111,47.751,32.303,41.350,25.446,34.869,22.692,37.328,30.220,39.986,39.257,35.972,31.464,31.071,29.406,53.222,30.451,27.691,26.172,25.892,23.883,24.491,24.064,38.924,26.206,50.767,22.053,24.032,22.133,24.954,23.483,34.130,38.743,30.254,27.289,29.207,28.718,27.890,38.164,44.858,28.234,34.147,41.936,27.167,37.451,23.308,22.609,25.135,39.196,26.096,20.092,26.190,22.533,23.792,20.175,38.210,20.573,23.050,21.807,22.992
150,23.755,66.653,35.449,42.497,37.376,44.120,27.820,48.074,35.629,25.753,23.824,23.448,25.205,24.896,23.889,29.586,24.386,26.746,22.997,35.531,29.109,26.236,26.479,29.526,27.529,24.970,74.793,32.048,25.028,21.109,44.454,31.239,40.415,25.177,34.550,23.196,37.513,30.122,38.422,38.928,35.664,31.021,31.186,28.827,52.431,29.980,27.612,26.432,25.735,23.990,24.449,24.047,39.032,25.945,50.386,22.194,24.079,22.114,24.921,23.287,34.919,38.810,29.846,27.463,28.784,28.500,27.478,36.962,44.199,27.902,33.168,41.801,26.399,37.418,23.150,22.526,24.763,38.253,25.407,20.035,25.976,22.550,23.885,20.129,37.653,20.796,22.941,21.879,22.894
151,23.589,65.434,35.308,42.564,38.291,44.359,27.809,47.845,35.675,25.512,23.596,23.568,25.288,24.524,23.826,29.500,24.852,26.669,22.845,34.515,29.096,26.104,26.351,29.215,27.645,25.185,74.894,31.784,25.180,21.021,41.577,30.444,40.327,25.285,34.593,23.658,36.800,30.191,36.904,38.490,35.597,30.925,31.197,30.196,52.910,29.877,27.509,26.414,25.953,23.979,24.505,24.193,38.963,25.893,50.780,22.042,24.281,22.191,24.581,23.191,34.186,38.797,29.730,27.056,28.374,28.573,27.185,35.734,43.696,28.030,33.406,41.400,26.171,37.225,22.828,22.420,24.613,37.357,24.695,19.884,25.860,22.460,23.882,20.145,37.166,20.729,22.923,21.829,22.862
152,23.369,64.389,34.977,40.992,38.009,43.735,28.095,48.073,35.051,25.404,23.527,23.391,25.096,24.654,23.763,29.467,24.611,26.790,22.759,33.350,29.076,25.901,26.118,28.308,27.550,25.248,72.281,31.412,25.113,20.951,39.584,29.905,40.404,25.159,34.483,23.960,35.508,29.774,35.726,37.371,35.157,30.831,31.216,30.054,53.567,29.292,27.514,26.287,25.860,23.818,24.236,23.898,38.736,26.058,49.766,22.061,24.150,21.917,24.660,23.251,33.215,37.718,29.404,26.774,28.323,28.431,26.880,34.515,43.717,27.929,32.771,40.561,26.147,37.226,22.828,22.343,24.613,36.208,24.146,19.692,25.924,22.248,23.960,19.958,36.134,20.597,22.709,21.763,22.953
153,23.102,63.092,34.372,39.557,36.443,43.566,28.204,47.769,33.877,25.204,23.432,23.223,25.162,24.489,23.953,29.440,24.476,26.151,22.810,32.376,29.454,26.117,26.002,28.154,27.332,25.079,69.966,31.249,25.099,21.005,37.726,29.414,39.669,24.946,34.323,23.938,34.402,29.354,34.857,36.384,35.062,30.651,31.048,29.406,52.084,28.833,27.152,26.302,25.739,23.822,24.175,24.098,38.740,25.712,48.531,22.009,23.893,21.915,24.716,23.225,31.885,36.632,29.322,26.505,28.305,28.520,26.765,33.493,43.252,27.604,31.909,39.819,25.645,36.785,22.627,22.350,24.547,35.547,23.691,19.637,25.605,22.242,23.647,20.021,35.396,20.409,22.678,21.706,23.013
154,23.160,62.853,33.872,38.701,36.859,44.345,28.265,47.778,33.394,25.394,23.436,23.597,25.083,24.385,23.929,29.211,24.476,26.055,22.876,31.584,29.630,25.771,25.757,27.936,27.492,25.081,68.102,30.817,25.323,21.035,36.141,29.138,39.422,24.957,34.146,23.919,33.516,29.226,34.138,35.241,35.041,30.561,30.859,29.163,50.381,29.054,27.224,26.228,25.946,23.674,24.101,24.122,39.326,25.760,47.514,22.127,24.097,22.029,24.640,23.270,33.226,35.799,29.133,26.409,28.139,28.349,26.621,32.408,44.698,27.524,31.406,40.199,25.307,36.667,22.659,22.150,24.433,34.482,23.427,19.428,25.341,22.303,23.937,19.956,34.648,20.259,22.706,21.717,22.921
155,23.001,63.291,33.723,39.215,36.711,44.303,28.471,47.893,35.472,25.490,23.402,23.607,25.027,24.330,23.915,29.360,24.389,25.952,22.994,31.450,29.736,25.819,25.867,28.394,27.538,24.983,67.680,30.501,25.174,21.067,35.045,28.627,38.779,24.916,34.147,23.507,32.708,29.107,33.108,35.019,35.036,30.261,31.104,29.083,50.377,29.076,27.309,26.547,26.457,23.804,24.367,24.102,39.811,25.691,46.893,22.018,24.137,21.838,24.607,23.328,32.955,34.861,29.000,26.323,28.122,28.486,26.631,31.718,46.542,27.362,31.479,40.983,25.553,36.232,22.624,22.218,24.259,34.357,23.185,19.298,25.067,22.283,23.647,20.044,34.617,20.353,22.684,21.616,22.966
156,22.972,62.693,33.119,37.901,36.497,44.463,28.316,47.906,36.583,25.157,23.473,23.259,25.162,24.243,23.936,29.866,24.257,25.945,23.121,31.823,29.227,25.620,25.696,28.449,27.469,24.962,65.590,30.333,24.943,21.044,34.060,28.624,39.718,24.976,34.061,23.314,31.884,28.884,33.089,34.214,34.901,30.151,31.071,28.788,49.169,28.605,27.169,26.186,26.545,23.839,24.414,23.837,39.735,25.650,48.449,21.890,24.139,21.824,24.617,23.213,33.736,34.329,28.846,26.629,27.810,28.103,26.554,30.658,46.010,27.148,31.091,41.078,25.072,36.054,22.395,22.152,24.275,33.353,22.715,19.313,24.855,22.195,23.777,19.997,33.979,20.164,22.591,21.499,22.928
157,22.704,62.501,33.019,37.192,35.453,44.198,28.163,47.768,35.647,25.112,23.390,23.341,25.161,24.079,23.800,30.384,24.023,25.801,22.790,33.200,28.692,25.228,25.801,28.385,27.377,25.013,63.912,30.071,24.720,21.165,33.219,27.988,39.643,25.050,33.885,22.782,31.671,28.977,32.119,33.748,34.857,30.253,30.758,28.525,46.500,28.395,27.538,26.148,26.075,23.767,24.423,24.078,39.687,25.659,48.252,21.875,23.942,21.683,24.571,23.313,36.731,33.602,28.787,26.296,27.786,28.427,26.494,30.277,46.124,27.250,30.300,40.555,24.898,35.357,22.139,22.113,24.237,32.735,22.502,19.193,24.795,22.278,23.932,19.871,33.162,20.098,22.762,21.544,23.094
158,22.726,62.438,33.171,36.009,34.402,43.557,28.545,47.832,35.589,25.131,23.206,23.307,25.139,24.052,24.050,29.720,24.042,25.993,23.043,33.974,28.483,25.047,25.580,28.801,27.443,24.946,63.519,29.839,24.439,20.942,33.153,28.056,38.745,24.741,33.981,22.569,31.117,28.684,31.927,32.833,34.877,29.831,31.022,28.465,44.801,27.929,27.420,26.112,26.138,23.693,24.462,23.749,40.003,25.651,48.890,21.818,23.948,21.876,24.422,23.153,38.405,32.673,28.559,26.420,27.805,28.258,26.206,29.408,44.934,27.087,29.779,40.150,24.645,34.657,22.114,22.125,23.946,32.108,22.321,19.135,24.825,22.296,23.835,19.873,32.530,19.935,22.731,21.468,22.997
159,22.673,62.627,33.469,34.857,34.169,42.931,28.479,47.800,34.700,25.047,23.420,23.156,25.088,23.803,23.865,29.604,23.441,26.210,22.902,34.203,28.065,24.895,25.631,28.853,27.559,24.937,65.555,29.646,24.347,21.086,32.235,27.663,39.392,24.978,33.671,22.375,30.591,28.203,31.398,32.166,34.759,29.990,30.903,28.400,43.458,27.946,27.569,26.612,26.310,23.600,24.625,24.146,40.215,25.381,47.879,21.844,23.820,21.703,24.607,23.053,39.640,32.963,28.664,26.207,27.549,28.006,26.155,29.044,43.180,27.355,29.176,39.327,24.481,34.297,22.123,22.077,23.780,31.490,22.223,18.977,25.022,22.287,23.965,19.930,31.913,19.799,22.811,21.403,23.121
160,22.559,63.068,33.126,33.791,34.088,42.686,28.442,48.181,35.003,25.120,23.273,23.127,25.233,23.872,23.881,29.536,23.527,26.320,23.000,34.264,27.862,24.790,25.297,28.997,27.527,25.000,66.682,29.312,24.051,21.121,31.927,27.612,38.944,24.802,33.666,22.155,30.385,28.217,30.756,32.115,34.728,29.590,31.182,28.160,42.563,27.703,27.768,26.169,26.429,23.651,24.699,23.976,40.214,25.609,46.808,21.767,23.672,21.670,24.373,23.060,41.171,33.779,28.385,26.394,27.639,28.020,26.052,28.710,42.076,27.280,29.321,38.813,24.068,33.700,22.131,22.098,23.700,31.335,21.904,19.097,24.873,21.986,23.647,19.834,31.386,19.741,22.858,21.450,22.918
161,22.536,62.873,32.981,32.840,33.667,42.234,28.067,47.726,34.964,24.857,23.107,23.197,25.129,23.718,23.873,28.952,23.338,26.232,22.736,33.947,27.474,24.572,25.498,28.212,27.135,25.030,67.343,28.591,23.900,21.123,31.573,27.450,37.382,24.752,33.606,22.076,29.889,27.954,30.630,31.078,34.650,29.692,30.866,27.856,41.209,27.225,27.570,26.334,26.172,23.553,24.707,23.953,39.659,25.609,46.879,21.778,23.723,21.805,24.356,23.225,39.399,32.632,28.268,26.121,27.667,27.911,26.266,28.220,41.772,26.979,28.491,37.842,24.147,32.994,22.033,21.994,23.585,30.971,21.882,18.943,25.095,22.085,23.712,19.967,30.622,19.615,23.226,21.465,22.922
162,22.451,62.590,32.418,32.266,32.497,41.866,28.165,47.554,33.692,25.165,23.186,23.118,24.891,23.759,23.783,28.863,23.395,26.393,22.859,33.815,27.867,24.501,25.540,28.378,27.279,25.024,65.740,28.554,23.720,21.056,31.204,27.325,36.668,24.907,33.249,22.531,29.770,27.788,30.307,30.650,34.563,29.663,30.833,28.175,40.837,26.951,27.664,26.408,26.009,23.529,24.569,23.790,38.785,25.389,47.565,21.761,23.511,21.859,24.459,23.144,39.073,31.911,28.387,26.535,27.643,27.926,26.288,27.977,41.131,27.050,28.541,36.911,23.990,32.478,21.839,21.990,23.487,30.467,21.742,18.905,25.283,22.152,23.584,20.028,30.247,19.572,23.099,21.407,23.110
163,22.281,61.606,32.127,31.545,32.180,42.370,29.367,47.702,32.935,24.873,23.586,23.031,25.068,23.566,23.816,28.958,23.312,26.533,22.727,34.158,27.864,24.827,25.499,27.907,27.218,24.905,63.834,28.327,23.523,21.125,30.975,27.211,35.833,24.722,32.905,22.522,29.746,27.635,30.948,30.045,34.314,29.745,31.100,28.112,39.678,26.757,27.603,26.192,25.787,23.381,24.356,23.847,38.212,25.427,50.077,21.787,23.541,21.716,24.607,23.182,38.363,31.398,28.098,26.763,27.443,27.817,26.003,27.604,40.116,26.875,28.206,36.673,24.003,32.073,21.926,21.951,23.630,30.851,21.623,18.777,25.136,22.080,23.749,19.829,29.825,19.553,22.836,21.423,22.934
164,22.282,62.970,31.836,30.889,33.395,42.679,30.659,47.634,33.634,24.945,23.376,23.365,25.016,23.581,23.754,28.881,23.473,26.199,22.629,34.107,28.114,24.881,25.456,28.356,27.207,24.911,62.182,28.204,23.895,21.135,30.604,27.020,35.725,24.804,32.990,22.316,29.424,27.499,31.061,29.727,34.448,29.444,30.918,28.071,38.701,26.569,28.017,26.024,25.711,23.374,24.603,23.925,38.669,25.389,52.019,21.936,23.536,21.631,24.554,23.237,37.863,30.923,27.826,27.045,27.588,27.983,25.930,27.432,38.425,26.563,28.056,36.048,23.911,31.757,21.932,21.999,23.503,30.747,21.591,18.709,25.309,22.092,23.895,19.918,29.405,19.438,22.972,21.364,22.842
165,22.401,62.667,32.072,30.280,32.695,42.548,31.263,47.737,33.056,24.980,23.358,23.300,25.155,23.676,23.705,28.821,23.305,26.592,22.670,34.639,27.930,24.613,25.319,28.304,27.102,25.000,61.724,27.844,24.011,21.056,30.634,27.125,34.893,24.752,32.754,22.344,29.247,27.577,30.899,29.360,34.438,29.264,30.628,27.804,38.155,26.426,28.157,26.136,25.800,23.361,24.705,23.942,38.610,25.255,51.308,21.824,23.464,21.622,24.330,23.187,37.224,30.586,28.082,26.748,27.478,27.903,26.073,27.143,37.732,26.458,27.962,35.759,23.945,31.009,21.719,22.050,23.685,30.245,21.480,18.794,25.199,22.319,23.596,19.955,28.994,19.386,22.848,21.294,23.079
166,22.200,61.087,31.666,29.928,31.129,42.053,30.802,47.724,32.341,24.992,23.273,23.067,24.944,23.594,23.655,28.646,23.283,26.331,22.575,33.642,27.418,24.601,25.465,27.997,26.948,24.696,61.608,27.673,23.722,20.984,30.363,26.809,34.155,24.627,32.542,22.287,28.965,27.383,30.534,28.861,34.385,29.280,31.112,27.402,37.418,26.312,28.126,26.349,25.713,23.202,24.651,23.593,38.135,25.359,49.010,21.809,23.539,21.747,24.617,23.268,36.798,29.847,27.918,26.422,27.701,27.944,25.840,27.037,36.943,26.563,27.579,34.827,24.085,30.612,21.673,22.020,23.554,29.800,21.314,18.671,24.944,22.136,23.674,19.963,28.537,19.437,22.882,21.306,22.912
167,22.242,60.905,31.327,29.320,31.781,41.949,30.060,47.849,31.806,24.882,23.279,22.933,25.006,23.521,23.750,28.818,23.260,26.305,22.707,33.705,27.068,24.405,25.238,28.465,27.029,24.891,59.926,27.509,24.021,21.084,29.759,26.764,33.565,24.709,32.451,22.101,28.805,26.739,29.974,28.704,34.308,29.464,30.729,27.544,36.833,26.205,27.910,26.071,25.677,23.215,24.440,23.905,37.745,25.172,47.407,21.574,23.290,21.834,24.545,23.144,35.642,29.484,27.715,26.299,27.517,27.844,25.952,26.962,35.753,26.291,27.547,34.276,23.655,30.147,21.700,21.906,23.591,29.367,21.289,18.671,24.683,22.138,23.607,20.010,28.137,19.297,23.000,21.312,22.921
168,22.241,60.981,31.216,29.627,33.326,42.136,30.230,47.541,32.394,25.088,23.267,23.132,25.134,23.680,23.754,28.952,23.277,26.188,22.753,33.005,27.131,24.519,25.204,28.250,27.191,24.881,60.161,27.685,24.517,20.958,30.087,26.911,33.422,24.774,32.419,22.210,29.158,27.012,30.445,29.078,34.622,29.201,31.164,27.892,36.774,26.205,27.426,26.104,25.851,23.144,24.378,23.888,37.795,25.378,45.962,21.673,23.536,21.844,24.238,23.041,36.234,29.095,27.668,26.495,28.129,28.305,26.439,27.772,35.622,26.301,27.424,33.989,23.881,29.881,21.657,21.958,23.571,29.180,21.171,18.725,24.838,22.131,23.882,19.930,27.822,19.473,22.864,21.212,22.905
169,22.229,63.003,32.475,33.240,36.984,43.296,30.777,48.541,35.566,25.537,23.554,23.317,25.212,23.998,23.966,29.223,23.788,26.974,24.112,35.051,27.526,25.439,26.039,30.038,27.733,24.995,64.634,28.202,24.992,20.893,44.031,31.081,36.793,25.978,33.362,21.976,33.081,28.672,43.911,35.063,35.465,29.362,30.851,28.921,42.485,26.862,27.764,26.692,25.985,23.189,24.985,24.302,38.919,27.119,47.353,21.826,23.792,21.844,24.442,23.234,36.913,32.785,29.637,26.859,31.401,33.678,29.531,37.165,35.981,27.053,30.421,35.129,27.099,32.144,21.728,21.999,24.135,33.969,21.920,19.168,25.378,22.588,23.742,20.052,29.287,19.637,23.334,21.272,23.160
170,22.937,66.618,34.351,35.232,40.522,42.708,30.599,49.102,37.361,26.518,23.606,23.348,25.077,23.684,23.937,30.054,23.839,27.224,27.376,35.889,28.386,26.627,27.915,31.353,28.403,25.112,68.389,28.774,25.057,21.088,58.726,35.042,39.150,26.386,34.215,21.796,37.346,29.533,53.073,38.043,36.375,29.557,31.030,29.483,48.245,27.482,27.883,26.521,26.103,23.495,25.687,24.224,40.970,27.778,48.872,22.103,23.730,21.641,24.766,23.361,35.957,36.284,29.850,27.190,32.525,33.644,30.629,40.823,37.527,28.193,33.215,36.868,30.027,34.624,22.112,22.231,24.692,37.282,23.158,19.654,26.639,23.048,24.263,20.154,32.627,19.890,23.406,21.446,23.247
171,23.464,70.429,34.935,35.563,41.748,41.550,30.920,49.460,38.379,27.333,23.705,23.566,25.004,23.916,24.089,30.268,23.952,27.320,28.299,36.483,28.594,26.613,29.468,32.679,28.675,25.182,72.163,28.897,24.963,20.840,61.782,36.007,39.632,26.160,34.403,21.813,41.274,30.403,53.644,39.915,36.590,30.113,31.335,30.342,51.176,27.250,27.603,26.911,26.459,23.896,26.023,24.353,41.930,28.747,51.170,22.242,23.734,22.002,24.637,23.457,35.008,43.348,30.285,27.715,33.715,32.840,31.889,44.221,40.634,29.387,39.315,38.196,32.259,36.216,22.629,22.275,25.470,40.257,25.337,20.471,29.469,23.499,24.504,20.471,34.994,20.454,23.582,21.561,23.155
172,24.058,73.676,35.366,36.214,43.510,41.559,31.284,49.583,38.889,27.229,24.178,23.583,25.078,23.793,24.802,31.241,24.232,26.864,27.313,37.358,28.793,27.238,29.471,32.949,28.760,25.195,73.099,29.257,24.997,20.984,59.202,35.338,40.337,26.201,34.865,22.766,43.986,31.049,54.262,40.708,36.648,29.989,30.788,30.038,52.203,26.971,28.130,26.420,26.769,24.196,26.172,24.322,42.581,28.965,52.906,22.459,23.749,22.017,24.924,23.395,37.079,45.737,30.934,28.213,33.053,32.024,31.418,45.455,43.656,29.982,43.418,38.871,32.925,36.724,23.264,22.481,26.549,43.284,25.228,20.379,30.300,23.250,24.486,20.489,39.011,21.149,23.780,21.563,23.247
173,24.407,74.969,34.877,36.751,44.559,41.479,30.912,49.112,39.036,27.388,24.194,23.580,25.150,23.694,24.617,31.271,23.936,26.765,26.023,38.134,29.003,27.891,29.248,33.045,28.388,25.160,72.424,29.290,24.917,21.165,56.207,34.880,39.685,26.103,34.572,22.940,44.746,31.041,51.253,40.800,36.804,30.280,31.126,31.054,53.211,27.085,28.012,26.527,26.431,24.415,25.908,24.400,41.845,28.616,53.505,22.461,23.633,22.052,24.370,23.421,37.153,45.155,31.607,28.480,33.322,31.361,31.458,44.635,43.128,30.176,43.282,39.506,32.560,36.491,23.839,22.403,26.637,44.488,25.704,20.439,30.613,23.062,24.323,20.581,41.392,21.234,23.687,21.689,23.154
174,24.764,74.261,34.905,37.112,44.621,41.728,30.145,49.196,38.755,27.678,23.814,23.420,25.202,23.706,24.712,30.586,23.990,26.868,25.296,38.875,28.396,28.090,28.885,32.978,28.151,25.242,69.901,29.743,24.930,21.019,57.082,34.578,40.641,26.338,34.550,22.931,44.728,31.128,49.864,41.307,36.941,30.454,30.989,32.494,53.109,27.386,27.766,26.423,26.332,24.373,25.776,24.085,41.596,28.669,52.260,22.433,23.616,22.241,24.561,23.383,35.638,46.385,32.789,28.717,34.449,31.011,32.314,46.028,43.475,30.324,46.515,40.081,32.051,36.653,24.232,22.601,26.519,44.745,26.958,20.611,30.663,22.915,24.451,20.644,41.878,21.145,23.607,21.629,23.114
175,24.396,74.348,34.501,36.778,43.104,41.011,29.812,49.128,38.490,27.924,23.848,23.271,25.248,23.715,24.308,30.592,24.190,27.059,24.353,38.366,28.025,27.420,28.343,31.785,28.051,25.073,67.069,29.393,24.928,21.130,53.705,33.411,39.509,26.340,34.195,23.141,43.782,30.867,48.415,41.757,36.868,30.975,31.349,33.525,53.816,27.096,27.843,26.305,26.196,24.553,25.665,24.153,41.464,28.651,50.701,22.490,23.556,22.207,24.541,23.395,36.047,49.677,34.998,28.592,32.962,30.853,31.636,48.199,47.010,30.412,51.288,40.900,32.451,37.166,24.883,22.543,27.089,45.043,29.459,21.276,31.000,23.242,24.444,20.702,42.433,21.476,23.808,21.486,23.182
176,24.117,73.880,34.130,36.559,42.614,40.183,29.606,48.904,38.166,27.731,23.618,23.405,25.217,23.519,24.259,30.042,23.704,27.040,23.891,37.602,27.975,26.844,27.726,31.385,28.059,25.101,66.735,29.147,24.682,21.002,50.009,32.456,37.916,26.675,33.916,23.426,42.742,30.875,47.267,41.726,37.057,31.762,31.093,33.769,54.052,26.667,27.472,26.325,26.110,24.674,25.328,24.200,40.512,28.346,49.460,22.499,23.609,22.245,24.611,23.251,38.652,50.505,37.953,28.717,31.866,30.814,30.820,48.507,48.580,30.692,55.300,41.273,32.604,36.804,25.515,22.655,27.531,45.214,31.051,21.511,31.022,23.257,24.316,20.825,42.457,21.825,23.988,21.378,23.125
177,23.901,74.437,33.928,35.738,43.182,39.341,29.390,49.010,37.460,28.073,23.956,23.420,25.284,23.388,24.366,30.146,23.955,27.110,23.509,37.114,27.677,26.826,28.090,31.756,28.120,25.043,64.961,29.475,24.452,20.972,49.380,32.221,37.658,30.356,33.961,23.485,45.989,31.209,47.635,44.268,47.838,33.506,31.152,32.850,52.854,26.578,27.643,26.500,25.841,24.563,25.230,24.149,39.912,28.795,49.023,22.703,23.358,22.471,24.743,23.364,39.352,50.184,38.742,29.114,33.387,30.924,31.512,51.417,49.003,30.843,58.265,41.584,32.768,37.211,26.213,22.930,27.880,47.025,32.839,22.063,31.564,23.579,24.451,20.857,43.549,21.894,24.814,21.438,23.082
178,23.677,73.438,33.638,35.702,42.083,38.960,29.249,48.739,37.023,28.778,23.992,23.595,25.260,23.563,24.158,29.789,23.566,27.504,23.684,37.091,27.708,26.391,28.282,32.215,27.935,25.160,63.090,29.251,24.158,21.074,47.529,32.007,37.725,34.325,34.092,23.732,49.095,31.742,47.056,45.218,51.387,34.517,31.227,32.406,51.383,26.663,27.917,26.476,25.875,24.579,24.855,24.200,39.126,28.404,49.098,22.853,23.588,22.639,24.657,23.395,39.925,49.996,40.855,29.759,32.476,30.715,30.967,52.813,51.401,31.194,59.491,41.649,32.846,36.940,26.441,23.062,28.392,47.710,33.152,21.960,31.017,23.648,24.469,20.953,43.922,21.936,24.768,21.504,23.001
179,23.445,72.086,33.661,35.396,41.603,39.165,28.689,48.929,36.757,28.778,23.669,23.386,24.961,23.595,24.058,29.753,23.781,27.754,23.250,36.802,27.527,26.202,28.089,32.811,27.989,25.171,61.170,29.119,24.303,21.097,44.907,31.488,37.511,39.319,33.946,23.552,49.931,31.241,44.703,44.789,50.574,34.716,30.911,31.671,51.695,26.562,27.748,26.453,25.819,24.353,24.631,24.166,39.550,28.039,47.559,22.558,23.388,22.925,24.766,23.431,40.691,50.464,41.600,29.997,31.534,30.393,30.328,52.229,52.014,31.012,60.350,41.942,32.430,36.360,26.823,23.211,28.333,47.771,33.628,22.123,30.067,23.607,24.326,20.693,44.060,21.945,24.693,21.380,23.020
180,23.415,72.032,33.265,34.486,40.300,38.149,28.371,48.746,36.773,28.478,23.519,23.422,25.083,23.261,23.829,29.583,23.666,27.684,23.221,36.535,27.551,25.896,27.742,31.981,27.821,25.133,60.161,28.759,24.066,21.067,42.590,30.654,36.461,40.062,33.384,23.485,49.061,31.125,42.679,44.672,50.811,35.617,31.119,31.117,52.372,26.136,27.490,26.654,25.649,24.306,24.684,24.251,39.125,27.821,46.997,22.481,23.554,22.981,24.630,23.189,39.629,50.474,41.342,30.227,31.024,30.435,29.561,52.030,51.598,31.055,60.656,41.661,31.870,36.525,27.082,23.212,28.370,47.186,33.652,22.067,29.739,23.524,24.148,20.654,43.597,21.920,24.523,21.455,22.968
181,23.193,72.573,33.395,34.464,39.594,37.597,28.409,48.617,36.214,28.794,23.687,23.161,25.040,23.500,23.873,29.577,23.559,27.787,23.144,35.875,27.362,25.662,27.312,32.042,27.886,25.036,61.382,28.754,24.142,20.963,40.372,30.193,35.204,40.110,33.394,23.328,50.049,30.878,41.155,45.256,53.557,36.126,30.952,30.831,51.360,26.652,27.393,26.414,25.610,24.248,24.474,24.156,38.802,27.720,45.411,22.510,23.543,23.349,24.528,23.323,38.891,50.248,41.811,30.630,30.915,30.276,29.682,51.690,49.750,31.059,60.150,41.365,32.539,35.987,27.458,23.376,28.187,47.369,34.879,22.431,29.737,23.588,24.178,20.562,43.832,21.880,24.214,21.398,22.985
182,23.115,74.730,33.196,34.617,38.704,37.412,28.179,48.560,36.152,29.282,23.380,23.158,25.185,23.283,23.786,29.848,23.723,27.651,23.287,34.871,27.169,25.425,26.997,31.750,27.934,25.041,62.903,28.696,24.608,21.051,38.785,29.971,34.777,39.703,33.333,22.926,51.362,31.006,39.824,44.974,52.182,36.519,31.294,30.231,52.213,26.290,27.591,26.222,25.711,24.299,24.591,24.332,38.669,27.439,45.503,22.453,23.363,23.149,24.739,23.392,39.537,49.296,41.793,30.825,30.458,30.264,29.406,51.434,50.173,30.865,60.418,41.163,32.000,35.707,27.807,23.494,28.041,46.765,35.692,22.529,29.380,23.535,24.398,20.607,43.788,22.017,24.087,21.373,22.962
183,22.894,75.940,32.851,34.939,38.441,37.641,28.112,48.791,35.540,28.824,23.481,23.038,25.071,23.181,23.926,29.768,23.688,27.636,23.385,34.417,27.158,25.080,26.818,31.827,27.862,25.002,64.019,28.353,24.603,21.019,37.685,29.721,35.044,39.075,33.436,22.729,49.459,30.861,38.761,44.510,50.430,37.787,31.078,30.094,53.203,26.013,27.721,26.459,25.524,24.316,24.492,23.871,38.392,27.393,44.199,22.512,23.485,23.278,24.554,23.522,42.218,49.280,42.414,31.532,29.803,30.085,29.078,50.229,50.672,30.866,60.200,41.446,31.706,35.957,28.493,23.544,28.037,46.251,36.209,22.551,28.644,23.540,24.323,20.784,43.798,22.208,24.316,21.281,23.032
184,22.774,75.878,32.684,34.517,37.912,38.078,28.021,48.472,34.770,28.706,23.354,23.024,25.092,23.238,23.750,29.845,23.508,27.588,23.216,34.035,26.887,25.011,26.790,31.163,27.714,24.908,68.447,28.769,24.398,20.898,36.493,29.018,34.468,38.888,32.969,22.333,47.782,30.742,37.850,44.284,49.389,39.349,30.807,30.229,52.362,26.308,27.314,26.246,25.675,24.350,24.356,23.915,37.609,27.271,43.159,22.686,23.491,23.396,24.578,23.421,44.015,48.236,42.123,30.652,29.393,30.088,28.712,47.840,50.532,30.731,58.971,41.298,31.642,35.559,28.188,23.543,27.583,45.131,36.394,22.512,28.173,23.465,24.193,20.630,43.669,21.930,24.483,21.301,23.054
185,22.825,75.209,32.195,34.742,36.000,38.298,27.847,48.790,34.076,29.080,23.442,23.237,25.071,23.094,23.799,29.497,23.550,27.537,23.147,34.639,27.104,24.905,26.601,31.365,27.369,24.972,71.184,28.885,24.207,20.838,35.643,28.785,33.967,38.746,32.755,22.162,46.748,30.417,36.836,43.591,47.811,38.810,31.074,29.898,50.810,26.569,27.481,26.317,25.371,24.063,24.375,24.119,37.459,26.895,42.145,22.571,23.292,23.461,24.931,23.175,44.220,47.870,42.328,30.216,29.057,29.743,28.126,46.545,49.623,30.169,58.144,40.479,31.386,35.314,28.180,23.471,26.999,44.925,37.505,22.754,27.624,23.297,24.033,20.478,43.991,21.857,24.266,21.270,23.023
