 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89
1,24.290,65.644,35.679,41.173,35.552,46.477,28.398,48.051,39.584,25.631,27.588,26.899,25.494,25.113,24.147,30.292,25.495,28.121,23.239,32.427,26.806,24.881,26.087,29.263,28.055,24.731,59.673,31.952,25.573,20.687,40.666,31.174,41.795,28.871,35.026,22.960,58.517,30.977,55.672,41.825,41.434,32.883,31.751,27.938,41.730,29.623,27.192,27.337,26.713,25.953,25.076,24.610,44.278,26.660,68.147,22.029,24.202,21.971,24.769,23.299,30.518,39.714,33.959,27.051,30.188,34.926,28.566,43.185,42.546,28.677,37.779,46.239,29.102,37.620,22.935,23.131,27.014,45.516,21.349,18.784,26.402,22.207,24.030,20.084,32.853,19.738,23.972,21.553,23.824
2,25.090,66.812,36.557,43.166,37.497,47.100,29.021,49.051,40.719,26.022,27.564,26.755,25.685,25.324,24.573,30.902,26.177,29.129,23.575,33.739,27.942,25.691,26.877,29.958,28.907,25.570,62.337,33.568,26.402,21.364,44.096,32.753,43.720,29.666,36.146,23.009,63.143,31.539,60.635,44.935,42.891,33.701,32.870,28.615,46.607,30.734,28.168,28.293,27.119,26.538,25.858,24.902,44.975,27.249,69.750,22.330,24.682,22.249,25.571,23.809,31.051,39.333,35.736,27.525,30.529,35.432,29.028,44.378,43.907,29.324,37.885,47.233,31.693,38.982,23.360,23.315,27.829,46.294,21.724,19.017,26.618,22.729,24.489,20.511,34.585,20.294,24.712,21.880,23.992
3,25.430,67.131,37.009,43.722,37.413,46.180,28.441,49.219,41.073,25.933,26.796,26.026,25.805,25.314,24.332,30.982,25.601,28.493,23.457,33.649,27.680,25.764,26.642,30.077,28.929,25.506,60.378,33.472,26.325,21.232,44.682,32.659,44.876,30.920,36.359,22.696,63.001,31.751,59.358,45.442,41.973,33.224,32.651,28.625,47.835,30.056,28.275,27.704,27.252,26.488,25.822,25.092,45.220,27.188,68.904,22.402,24.820,22.326,25.541,23.892,30.303,38.487,35.217,27.423,31.753,35.974,29.970,44.188,44.926,29.066,36.806,47.383,31.737,38.861,23.534,23.283,27.382,46.465,21.598,18.940,26.294,22.736,24.201,20.435,33.948,20.438,24.201,22.138,24.055
4,26.210,67.744,37.500,44.347,37.612,46.114,28.780,49.498,41.146,26.488,26.560,25.779,25.965,25.489,24.567,30.652,25.659,29.408,23.945,34.153,28.027,25.971,27.212,30.609,29.331,25.778,61.267,33.719,26.364,21.295,50.878,33.525,45.645,34.787,36.218,22.266,64.209,32.101,64.585,51.227,50.808,33.297,32.862,28.869,49.253,30.449,28.207,27.976,26.918,26.831,26.101,25.217,46.439,28.269,70.136,22.376,24.674,22.307,25.627,23.732,30.198,39.068,37.447,27.440,36.760,49.977,34.334,54.272,48.439,29.891,41.418,47.960,32.922,39.529,23.913,23.371,27.509,48.239,21.568,18.963,26.356,22.660,24.571,20.393,34.492,20.317,24.341,22.416,24.158
5,26.430,69.394,37.459,42.802,37.813,45.468,28.751,49.546,41.838,26.431,26.632,25.966,26.066,25.272,24.581,31.080,25.434,29.886,24.836,33.101,27.844,25.831,27.204,30.276,29.386,25.612,59.512,33.488,26.402,21.248,49.352,33.393,44.944,36.881,35.858,22.057,65.538,32.359,67.829,55.223,55.475,33.458,32.665,28.894,47.977,30.107,28.216,27.935,26.815,27.514,26.285,25.488,47.415,28.433,69.928,22.550,24.865,22.392,25.601,23.888,30.156,38.238,39.266,27.385,38.291,60.163,35.368,60.216,48.501,29.872,44.897,48.952,33.932,39.811,25.027,23.446,28.146,48.659,21.595,18.900,26.724,22.903,24.223,20.356,35.512,20.134,24.307,22.623,24.496
6,26.005,69.334,37.316,41.190,37.016,43.878,28.769,49.379,41.786,26.567,27.135,25.746,25.809,25.280,24.559,31.045,25.395,30.331,25.638,32.934,27.778,25.809,26.998,30.147,29.199,25.622,57.866,33.193,26.466,21.188,46.223,33.052,43.414,40.237,35.593,21.962,66.160,32.252,69.869,58.221,59.863,33.722,32.680,29.660,47.672,29.451,28.141,28.953,26.776,27.761,26.360,25.420,47.863,28.609,71.227,22.604,24.719,22.647,25.201,24.019,30.032,40.830,40.877,27.254,39.335,67.749,36.493,65.533,47.829,30.241,48.029,49.345,34.546,39.501,25.801,23.522,28.179,50.473,22.572,19.606,27.214,22.936,24.737,20.653,36.501,20.255,24.820,22.610,25.038
7,25.933,69.280,37.239,39.927,36.570,43.383,28.719,49.807,41.323,26.929,27.947,25.681,25.886,25.286,24.398,30.795,25.119,31.379,25.572,32.261,27.771,25.983,27.074,30.054,29.313,25.573,56.611,32.893,26.451,21.364,44.702,32.608,41.773,42.226,35.273,22.352,68.487,32.351,70.454,59.919,73.748,33.791,32.770,29.837,46.408,29.080,28.408,29.172,26.647,27.725,26.272,25.122,48.083,28.821,71.822,22.778,24.723,22.703,25.436,24.079,31.028,41.671,42.654,27.224,40.045,69.397,36.879,68.023,46.646,30.699,54.285,49.787,34.177,39.686,26.243,23.697,29.008,51.580,23.113,19.872,27.428,23.067,24.514,20.702,38.882,20.287,25.217,22.673,25.540
8,26.367,69.395,37.430,40.696,37.644,43.610,28.706,50.184,41.449,27.482,29.337,25.525,26.052,25.217,24.715,30.815,25.305,31.346,25.968,32.911,28.201,25.815,28.131,31.436,29.746,25.850,55.730,33.089,26.325,21.283,54.663,34.409,41.411,43.625,35.545,23.223,71.698,32.988,71.101,61.149,88.364,34.943,32.472,29.527,48.906,29.507,28.091,28.553,26.886,28.151,26.335,25.322,48.688,30.129,71.899,22.864,24.515,23.147,25.578,24.002,34.847,43.381,45.826,27.987,42.052,66.855,38.170,70.234,47.553,31.540,58.029,49.830,35.003,39.552,27.025,24.297,30.618,53.976,27.640,20.988,28.568,23.156,24.617,21.077,45.439,21.025,26.090,22.508,25.712
9,26.028,68.646,37.295,40.814,41.018,42.710,28.794,49.993,41.656,28.067,31.267,25.854,25.928,25.218,24.726,30.723,25.270,31.640,25.569,32.840,28.522,25.823,28.440,32.673,29.815,25.622,55.055,33.031,26.397,21.153,56.119,35.052,41.439,44.649,35.727,23.771,75.014,33.261,71.262,62.408,97.175,35.320,32.862,29.638,52.301,29.750,28.377,27.858,26.603,28.172,26.625,25.376,48.378,31.490,72.233,23.347,24.539,23.407,25.545,24.031,45.542,47.050,50.809,28.656,43.764,63.041,39.326,70.803,50.366,32.296,59.671,50.670,35.044,39.681,28.000,25.131,32.586,55.504,32.743,21.579,30.166,23.772,24.471,21.243,50.728,21.831,26.028,22.446,25.302
10,25.970,69.727,37.019,40.249,43.968,43.029,28.778,50.138,40.960,29.035,31.616,25.590,25.937,25.175,24.762,30.446,25.299,31.004,25.066,32.927,28.552,25.757,28.409,33.250,29.665,25.544,54.090,32.905,26.462,21.165,54.298,34.932,40.745,45.132,35.691,23.909,77.426,33.035,70.965,62.683,108.665,35.808,32.606,29.587,51.312,29.795,28.489,27.636,26.791,28.016,26.282,25.542,47.601,31.671,71.692,23.220,24.586,23.689,25.521,24.024,47.891,47.205,52.379,29.028,42.517,58.997,38.278,71.014,54.534,33.046,60.738,50.549,35.242,39.942,28.520,25.696,33.450,56.667,34.799,21.992,31.570,24.097,24.714,21.422,52.084,22.206,26.341,22.299,25.142
11,25.540,70.693,36.975,40.669,44.695,43.873,28.997,50.338,41.197,29.708,31.453,25.139,25.850,25.259,24.900,30.958,25.418,30.059,25.236,32.625,28.448,25.802,28.698,33.910,29.709,25.665,52.792,32.436,26.384,21.260,54.655,35.007,40.823,44.968,35.832,24.534,79.408,33.226,71.255,63.128,119.500,36.523,32.647,29.600,52.831,30.312,28.544,27.559,26.670,27.949,26.024,25.308,47.125,31.788,71.876,22.967,24.412,23.751,25.515,23.986,49.580,47.323,53.100,29.176,41.208,56.041,37.281,70.952,55.556,32.574,61.491,50.801,35.648,39.886,28.744,26.283,33.188,56.482,35.362,21.802,32.788,24.581,24.837,21.206,52.004,22.454,26.452,22.260,24.840
12,26.285,71.811,36.723,40.832,44.642,44.788,29.245,50.033,40.700,29.312,31.523,24.667,26.019,25.350,25.216,30.744,25.457,29.827,24.741,32.662,28.706,25.791,29.622,34.625,29.557,25.797,52.408,32.690,26.466,21.260,56.717,35.290,41.806,44.021,35.889,24.985,82.401,33.165,70.848,62.676,124.017,38.136,32.621,29.683,53.439,30.786,28.412,27.444,26.491,27.680,25.934,24.946,46.327,32.105,70.755,23.180,24.208,23.627,25.502,24.117,54.339,46.209,54.482,29.133,40.952,53.423,37.126,70.759,57.263,33.084,61.874,51.069,35.345,40.028,29.319,26.634,33.607,56.963,35.258,21.943,33.240,24.830,25.023,21.283,51.882,22.522,26.774,22.091,24.669
13,26.483,72.390,36.607,40.390,45.517,44.045,29.254,50.155,40.492,29.371,33.115,25.194,26.068,25.505,25.486,30.717,25.222,29.085,24.417,32.363,28.577,25.591,29.644,33.984,29.615,25.500,51.378,32.500,26.537,21.304,53.583,34.325,41.301,43.343,35.868,25.448,83.394,33.200,70.443,62.471,126.689,38.469,32.409,29.285,50.600,30.665,28.409,27.302,26.377,27.966,25.749,25.417,46.204,31.462,70.727,22.983,24.489,23.842,25.294,24.055,53.196,44.812,56.459,29.008,38.873,51.109,35.401,70.253,57.736,33.358,61.668,51.017,35.328,39.605,29.779,26.753,34.644,57.371,35.422,21.970,33.285,24.788,24.890,21.225,52.151,22.925,26.526,21.983,24.330
14,26.241,72.844,36.550,40.495,45.155,44.218,28.930,49.890,40.364,29.786,34.552,25.168,26.043,25.494,25.398,30.848,25.383,29.471,24.250,32.673,28.438,25.714,29.164,33.679,29.510,25.620,51.131,32.146,26.506,21.253,56.114,34.337,40.464,42.265,35.825,25.153,84.665,33.484,70.379,62.466,128.812,38.230,32.506,29.285,50.128,30.891,28.427,27.426,26.425,27.815,25.520,24.942,46.202,31.387,71.173,23.189,24.373,23.757,25.525,23.957,55.008,44.267,58.162,29.010,37.974,49.270,34.918,70.125,58.064,33.250,61.106,51.179,35.481,39.489,29.921,27.166,35.261,57.665,36.455,21.978,33.695,24.680,24.815,21.351,52.835,23.203,26.334,21.951,24.327
15,25.773,72.230,36.373,41.015,44.416,44.196,28.905,49.612,40.619,30.033,34.739,24.882,26.056,25.396,25.240,30.479,25.437,29.279,23.678,33.828,28.373,25.570,29.153,34.526,29.445,25.533,50.343,32.144,26.525,21.239,60.776,35.441,40.581,41.394,35.900,25.375,86.103,33.139,70.396,61.915,127.444,37.402,32.387,29.044,51.743,31.317,28.776,27.615,26.431,27.839,25.548,25.237,46.255,31.089,70.402,23.224,24.206,23.793,25.366,23.986,55.250,43.648,57.980,29.257,36.679,47.690,33.757,69.665,57.280,33.160,59.888,50.885,35.119,39.754,30.518,27.150,35.078,57.592,37.097,21.822,34.145,24.581,24.662,21.422,52.463,23.378,26.053,21.879,24.287
16,25.782,71.835,36.611,40.607,43.270,43.855,28.896,49.655,40.166,29.431,34.004,24.691,26.182,25.513,25.087,30.295,25.315,29.125,23.583,34.299,28.430,25.641,29.177,34.801,29.267,25.744,49.507,32.094,26.512,21.167,59.549,35.234,40.743,40.929,36.058,25.586,86.689,32.939,70.136,61.803,125.389,37.088,32.550,29.202,50.897,31.281,28.599,27.269,26.483,27.546,25.366,24.881,45.779,30.518,70.150,23.108,24.322,23.761,25.634,24.048,52.386,43.731,58.158,29.195,35.545,45.749,33.110,69.071,55.896,33.045,58.279,49.988,35.164,39.569,30.564,27.521,34.077,58.380,37.154,21.890,34.000,24.628,24.599,21.248,52.038,23.757,25.718,21.892,24.023
17,25.619,71.791,36.628,40.494,42.679,44.408,28.691,49.392,39.556,28.827,32.873,25.000,25.905,25.579,24.966,30.268,24.781,28.651,23.612,34.442,28.104,25.412,29.255,34.429,29.429,25.584,48.767,32.339,26.427,21.155,55.777,34.881,40.391,39.974,35.708,25.842,87.588,32.690,70.213,61.168,121.342,36.467,32.576,28.821,48.603,31.132,28.431,27.272,26.332,27.502,25.165,24.736,45.379,30.206,69.570,22.921,24.294,23.770,25.119,24.031,48.847,41.954,56.988,28.726,35.264,44.480,32.626,67.916,54.682,32.250,55.844,49.744,34.611,39.393,30.283,27.897,33.363,57.759,36.269,21.802,33.320,24.566,24.398,21.131,51.231,23.654,25.198,21.742,23.893
18,25.285,69.932,36.722,40.625,43.125,44.381,28.530,49.392,39.258,28.720,32.077,24.751,25.796,25.380,24.895,30.086,24.865,28.430,23.514,34.172,28.264,25.396,28.836,33.936,29.234,25.597,47.995,32.336,26.521,21.369,52.997,33.932,39.718,39.282,35.805,25.988,86.507,32.722,69.518,60.433,117.181,36.410,32.788,29.067,46.450,31.254,28.428,27.216,26.142,27.434,25.172,24.902,44.948,29.692,69.084,22.848,24.165,23.548,25.363,24.017,46.488,41.406,54.660,28.474,34.586,43.249,32.103,66.690,52.981,31.681,53.706,49.486,34.420,38.851,29.905,27.990,32.547,57.129,34.894,21.526,33.287,24.350,24.571,20.923,50.052,23.534,24.950,21.690,24.059
19,24.726,69.465,36.589,39.929,42.614,44.806,28.534,49.206,39.339,28.692,31.543,24.216,25.908,25.439,24.865,29.905,24.833,28.015,23.684,35.000,28.355,26.035,28.171,34.199,29.069,25.665,47.396,32.330,26.437,21.309,52.853,33.757,39.431,38.522,35.681,26.153,86.951,32.757,68.934,60.367,119.024,36.858,32.506,28.790,44.883,31.359,28.144,27.287,26.293,27.351,25.219,24.905,44.399,29.877,68.708,22.794,24.393,23.450,25.020,23.981,46.100,41.226,54.053,28.331,37.913,42.289,34.371,66.485,52.582,31.827,54.709,49.733,34.365,39.018,29.804,28.031,32.369,56.516,35.899,21.629,32.732,24.391,24.401,20.794,50.122,23.715,25.099,21.728,23.889
20,24.406,68.586,36.164,40.165,43.083,45.303,28.449,49.549,39.505,29.143,31.230,24.456,25.838,25.422,24.924,29.637,25.026,28.371,23.560,35.031,28.365,26.156,28.021,34.314,29.115,25.486,47.375,32.076,26.291,21.128,50.906,33.052,38.385,37.528,35.323,26.469,86.842,32.470,69.176,59.722,116.259,36.169,32.286,28.898,44.230,30.884,28.211,27.012,26.306,27.245,25.060,24.844,43.587,29.950,68.334,22.872,24.288,23.293,25.205,23.897,45.284,41.530,53.488,28.192,38.115,41.276,34.106,65.410,51.130,31.487,53.582,49.201,34.365,38.801,29.591,27.443,32.107,56.443,34.942,21.466,32.305,24.347,24.439,21.045,50.018,23.665,24.950,21.633,23.686
21,24.300,68.676,36.204,41.361,42.055,45.125,28.445,49.273,39.099,28.673,30.741,24.504,25.735,25.403,24.680,29.625,24.965,28.051,23.540,36.165,28.527,26.260,28.207,34.628,28.906,25.660,47.055,32.107,26.347,21.186,53.703,33.868,38.371,36.834,35.195,26.431,87.067,32.791,68.700,59.524,114.646,36.395,32.312,28.948,44.391,31.317,28.381,27.065,26.069,26.970,25.388,24.763,42.828,30.083,67.437,22.617,24.275,23.320,25.261,23.775,44.919,41.685,52.492,28.260,38.913,40.285,34.725,66.326,50.427,31.465,52.612,49.368,33.857,38.804,29.185,27.308,31.891,55.992,34.382,21.451,32.151,24.175,24.516,20.667,49.248,23.703,25.158,21.565,23.780
22,24.354,69.021,35.980,42.088,42.420,45.258,28.368,49.277,39.475,28.163,29.663,24.237,25.608,25.600,24.673,29.932,25.000,27.816,23.624,36.290,29.056,26.979,28.484,34.769,29.026,25.498,46.889,32.176,26.568,21.274,57.308,35.091,38.322,36.634,35.384,26.828,86.667,32.649,69.166,59.337,114.450,36.205,32.480,28.800,45.040,31.382,28.427,27.195,26.336,26.933,25.730,24.471,42.212,30.129,66.979,22.855,24.260,23.201,24.980,23.833,42.550,41.379,51.551,29.237,37.845,39.441,34.143,65.032,50.347,31.512,52.350,49.448,34.014,38.495,28.738,26.891,31.095,55.678,33.914,21.366,31.713,24.101,24.301,20.714,47.595,23.759,25.034,21.499,23.744
23,24.192,68.699,35.776,41.743,41.998,44.808,28.331,49.215,38.798,27.671,28.913,24.189,25.678,25.597,24.572,29.414,24.830,27.691,23.764,35.749,28.733,26.464,28.369,34.337,28.807,25.438,46.023,31.973,26.293,21.084,54.314,34.342,37.783,35.871,35.050,26.287,85.983,32.507,67.745,58.707,110.286,36.098,32.442,28.587,45.021,31.609,28.354,27.175,26.114,26.485,25.511,24.631,42.158,29.362,66.316,22.536,24.232,23.058,25.211,23.928,40.149,42.938,50.084,28.584,35.878,38.337,32.967,63.253,49.212,31.447,50.679,48.597,34.099,38.538,28.847,26.767,30.142,55.000,33.336,21.403,31.056,24.025,24.461,20.574,47.581,23.386,24.706,21.617,23.598
24,23.973,68.073,35.882,41.046,41.201,44.826,28.214,48.968,38.425,27.245,28.196,23.923,25.479,25.634,24.494,29.512,25.006,27.555,24.078,35.701,28.574,26.381,27.826,33.654,28.786,25.503,45.564,32.092,26.078,21.306,50.907,33.311,37.579,34.853,35.235,26.230,86.094,32.241,67.721,57.982,104.681,35.939,32.160,28.587,43.715,31.127,28.068,27.083,26.097,26.560,25.369,24.722,41.740,29.044,66.191,22.655,23.895,23.205,25.010,23.837,39.009,42.944,49.867,28.571,35.255,37.521,32.468,62.458,48.839,31.360,48.476,48.310,33.355,37.987,28.943,26.178,29.982,54.480,32.415,20.977,30.305,23.880,24.303,20.588,46.632,23.052,24.229,21.506,23.442
25,23.608,68.004,36.108,41.046,40.982,44.918,28.178,49.090,38.083,26.971,28.442,23.707,25.594,25.461,24.279,29.685,24.814,27.107,23.480,36.132,28.718,26.249,27.709,33.067,28.584,25.451,45.431,31.757,26.182,21.336,47.756,32.572,36.852,33.985,34.797,26.153,86.397,31.748,66.473,57.391,101.364,35.262,32.602,28.308,43.351,31.201,28.285,26.962,26.289,26.320,25.036,24.681,41.548,28.807,64.750,22.508,24.189,23.002,25.257,23.866,39.608,42.222,48.535,28.319,34.847,36.518,31.754,61.407,48.437,30.832,46.594,47.903,33.300,37.780,28.403,26.227,29.779,53.920,31.130,20.569,29.851,23.703,24.291,20.316,46.712,23.104,24.353,21.532,23.546
26,23.640,67.677,35.733,40.574,41.406,44.735,27.975,48.743,38.066,26.647,28.055,23.772,25.534,25.097,24.262,29.982,24.801,27.272,23.293,37.241,28.383,26.142,27.251,33.160,28.625,25.427,45.193,31.866,26.227,21.211,45.236,31.889,35.897,33.136,34.622,26.033,85.862,31.646,65.562,56.537,97.101,34.762,32.361,28.344,42.402,30.962,28.068,26.991,25.920,26.128,24.828,24.481,42.210,28.293,64.425,22.484,23.994,22.857,25.059,23.703,41.565,40.284,47.666,27.898,33.872,35.932,31.319,59.444,47.401,30.702,44.588,48.052,33.311,37.176,28.316,25.857,29.349,53.445,30.321,20.662,29.853,23.398,24.301,20.637,47.803,23.028,23.802,21.530,23.489
27,23.521,68.340,35.466,39.785,40.824,44.615,28.095,48.925,38.068,26.592,27.749,23.554,25.458,24.932,24.414,29.756,24.540,27.276,23.546,37.587,28.821,26.227,27.044,32.567,28.733,25.500,46.625,31.638,26.246,21.216,43.029,31.544,35.877,32.623,34.585,25.833,85.569,31.394,64.717,55.968,93.588,34.364,32.387,28.456,40.977,30.605,27.985,27.086,26.022,26.289,24.456,24.461,43.052,28.125,63.678,22.426,24.114,22.867,25.125,23.811,42.113,39.985,46.389,28.169,32.583,35.131,30.077,57.871,46.387,30.487,43.609,47.650,33.000,37.041,28.139,25.436,29.512,53.594,29.625,20.496,29.477,23.442,24.050,20.277,47.514,22.980,23.731,21.456,23.441
28,23.474,68.138,35.181,39.657,39.753,44.468,27.881,48.811,38.050,26.580,27.659,23.518,25.531,24.754,24.433,29.211,24.350,26.945,23.503,36.880,28.783,26.171,26.851,32.141,28.726,25.408,47.912,31.030,26.154,21.202,40.889,31.171,35.488,32.049,34.161,25.751,83.797,31.278,64.169,55.373,90.197,33.776,32.297,28.183,39.789,30.556,27.910,26.784,26.164,25.933,24.579,24.420,43.586,27.800,63.175,22.398,24.101,22.867,25.013,23.854,40.171,41.195,44.482,27.781,31.727,34.763,29.456,55.599,46.124,30.039,43.109,47.480,33.038,36.607,27.414,25.073,28.871,53.108,29.046,20.488,29.091,23.158,24.070,20.487,47.371,22.678,23.483,21.344,23.311
29,23.117,66.225,35.065,39.503,38.231,44.626,28.062,48.826,37.530,26.257,28.291,23.722,25.496,24.877,24.320,29.491,24.273,27.382,23.595,36.038,28.577,25.899,26.593,31.599,28.596,25.508,47.390,31.247,25.991,21.285,39.866,30.705,35.001,31.433,33.659,25.397,81.774,30.933,64.129,55.410,87.884,33.734,32.048,28.500,39.678,30.449,27.843,26.929,26.060,25.886,24.613,24.417,43.274,27.554,61.764,22.336,24.152,22.641,24.934,23.498,37.791,39.956,42.811,27.911,32.126,34.153,29.579,54.536,45.927,29.906,41.962,47.649,33.123,36.306,27.071,24.997,29.132,52.361,28.389,20.311,28.438,23.074,24.241,20.302,46.338,22.618,23.517,21.406,23.637
30,23.147,65.515,34.387,39.983,37.120,44.831,27.796,48.370,37.647,25.963,27.895,23.803,25.534,24.950,24.209,29.176,24.473,27.423,23.506,35.147,28.189,25.684,26.601,31.080,28.329,25.342,46.283,31.452,26.199,21.239,38.176,30.473,34.944,30.961,33.641,24.952,79.704,30.780,63.536,54.611,85.831,33.460,31.743,27.983,38.843,30.317,27.691,26.822,25.933,25.656,25.005,24.485,43.104,27.108,61.049,22.145,23.987,22.579,25.106,23.574,35.861,38.518,42.564,27.306,31.302,33.559,29.270,53.039,44.813,29.497,40.668,47.212,33.044,36.330,26.869,25.173,28.926,51.569,27.283,20.131,27.952,22.851,24.150,20.314,45.078,22.143,23.418,21.439,23.484
31,23.178,64.261,34.264,39.519,36.266,44.690,27.866,48.591,38.010,25.784,27.968,23.504,25.479,24.901,24.243,29.080,24.794,27.496,23.282,34.723,28.010,25.662,26.670,31.231,28.380,25.285,46.055,31.464,26.043,21.216,39.134,30.500,35.401,30.360,33.603,24.935,78.246,30.406,63.464,54.688,83.735,32.966,32.260,28.260,39.111,30.638,27.752,26.796,25.935,25.899,25.083,24.325,42.823,27.111,61.767,22.477,24.039,22.539,25.281,23.950,37.846,37.395,41.895,27.550,32.240,33.393,29.669,52.770,44.047,29.490,39.885,46.980,32.737,35.723,26.540,24.953,28.820,51.225,27.018,19.857,27.734,22.933,24.316,20.091,44.075,22.102,23.539,21.347,23.512
32,22.964,63.580,34.400,39.681,35.049,44.078,27.825,48.678,38.023,25.912,26.990,23.633,25.441,24.796,24.356,29.199,24.633,27.129,23.307,35.779,27.816,25.403,26.952,31.651,28.548,25.283,46.684,31.637,25.917,21.204,40.961,31.342,34.785,30.353,33.354,25.139,75.837,30.583,62.941,54.060,81.609,32.810,32.004,28.013,40.743,30.176,27.973,26.944,26.114,25.620,25.535,24.397,42.992,27.323,61.136,22.297,24.109,22.562,24.947,23.691,39.798,36.634,40.865,27.753,32.605,32.843,29.792,52.835,43.088,29.289,38.659,46.860,32.423,35.287,25.722,24.724,28.140,50.465,26.564,19.677,27.447,22.814,24.050,20.328,43.264,21.817,23.492,21.343,23.307
33,22.640,62.013,33.995,38.372,34.674,43.766,27.900,48.530,37.119,25.937,26.511,23.350,25.375,24.804,24.182,28.914,24.370,27.191,23.302,35.630,27.718,25.387,26.662,30.952,28.264,25.146,46.597,31.301,25.935,21.158,39.246,30.931,33.765,30.034,32.944,24.729,72.722,30.136,61.923,53.007,79.633,32.680,31.829,28.138,39.713,30.020,27.808,26.852,25.957,25.634,25.435,24.200,42.679,26.993,59.657,22.147,23.970,22.417,25.000,23.792,37.670,35.387,39.344,27.597,31.643,32.375,29.053,51.038,42.155,28.941,38.162,46.353,32.338,35.080,25.774,24.422,27.761,49.565,25.972,19.677,27.052,22.772,24.241,20.190,42.329,21.248,23.359,21.403,23.417
34,23.024,60.360,33.372,37.156,33.972,43.835,28.567,48.102,36.522,25.510,27.434,23.456,25.479,24.516,24.180,28.878,24.260,26.835,23.037,35.317,27.997,25.360,26.534,30.824,28.183,25.244,46.297,31.262,26.051,21.172,37.745,30.499,33.187,29.401,32.650,24.608,69.740,29.699,61.208,52.477,78.087,32.178,31.862,27.867,38.500,29.960,27.909,26.879,25.925,25.374,25.378,24.427,42.195,27.105,59.591,22.106,23.873,22.170,24.957,23.703,36.081,34.660,38.055,27.536,30.853,31.881,28.584,48.740,41.404,28.879,37.324,46.123,32.345,34.475,25.251,24.183,27.484,48.951,25.251,19.486,27.063,22.678,24.033,20.133,41.573,21.141,23.198,21.518,23.336
35,22.642,59.525,33.173,36.343,34.998,44.437,28.676,48.353,35.978,25.563,27.564,23.386,25.392,24.697,24.456,28.762,24.071,26.077,23.144,35.106,27.945,25.391,26.484,30.615,27.980,25.427,47.292,31.533,26.160,21.137,36.526,30.253,32.799,29.146,32.728,24.366,67.325,29.652,60.632,51.822,76.172,32.036,32.405,28.254,37.220,29.688,27.846,27.030,25.728,25.276,25.122,24.414,41.926,26.611,59.432,22.117,24.026,22.465,25.386,23.507,36.798,33.913,37.545,28.085,30.010,31.589,28.047,46.835,40.473,28.381,36.471,45.759,31.870,33.553,24.692,23.965,27.140,48.655,24.744,19.476,27.006,22.621,24.163,20.222,41.647,20.685,22.997,21.482,23.277
36,22.738,60.286,33.419,35.661,36.330,45.040,28.578,48.193,36.851,25.473,27.440,23.482,25.445,24.930,24.172,28.997,23.971,26.239,22.994,34.782,27.688,25.227,26.374,30.317,28.358,25.103,49.675,31.600,26.043,21.086,35.320,29.855,32.979,28.789,32.408,24.117,65.859,29.745,59.440,50.982,74.557,31.697,32.216,27.967,36.481,29.768,28.009,26.772,26.000,25.179,25.054,24.383,42.380,26.315,57.617,21.967,23.858,22.380,25.422,23.718,36.041,33.994,36.656,28.155,29.777,31.189,27.577,45.070,40.009,28.503,35.879,45.885,31.563,32.923,24.510,23.662,27.121,47.792,24.408,19.426,27.348,22.827,24.298,20.199,41.472,20.525,23.406,21.325,23.357
37,22.867,62.180,33.564,35.303,38.074,45.474,29.709,48.626,37.974,25.531,30.341,24.129,25.545,25.074,24.353,29.339,24.164,26.324,23.244,34.583,27.997,25.417,26.494,31.173,28.551,25.411,53.869,31.821,26.152,21.086,36.372,30.072,32.746,28.509,32.613,23.770,65.623,29.435,59.963,51.149,73.087,31.830,31.993,28.108,36.914,29.962,28.032,26.746,25.888,25.310,24.878,24.583,43.379,27.162,59.142,22.117,23.813,22.224,25.287,23.852,41.277,35.079,36.408,28.320,32.151,31.181,29.473,46.410,39.339,28.950,35.835,45.920,31.840,32.740,24.125,23.875,28.323,49.204,24.092,19.296,28.620,22.681,24.125,20.145,43.071,20.645,23.375,21.553,23.572
