 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
273,72.829,75.023,74.726,81.812,74.480,74.463,74.852,76.671,74.049,75.195,70.744,70.187
274,72.402,75.619,75.298,81.699,75.450,74.684,75.518,76.883,74.034,75.286,71.183,69.949
275,72.728,75.581,75.577,81.414,75.267,74.950,75.065,77.179,73.613,75.508,71.085,70.591
276,72.582,75.143,75.201,81.837,75.450,74.507,74.714,76.410,74.449,75.143,70.775,70.297
277,72.444,75.045,75.509,81.053,75.018,74.269,74.929,76.342,74.475,75.261,71.085,69.888
278,72.280,75.183,76.053,81.920,76.763,74.806,76.280,77.480,74.814,75.340,71.146,70.762
279,74.535,81.633,81.619,81.925,81.395,78.313,81.348,81.836,75.885,76.697,71.067,71.001
280,75.456,81.286,81.691,81.669,81.237,79.571,81.239,82.342,76.909,76.998,71.076,71.419
281,74.666,79.694,80.416,82.115,80.371,78.327,78.703,80.621,76.475,77.448,70.933,71.574
282,74.254,79.834,80.123,81.990,79.416,76.765,76.667,80.810,76.216,77.198,71.290,70.997
283,73.977,78.567,79.858,82.296,80.143,76.116,75.920,79.563,76.032,77.002,71.045,71.034
284,73.375,78.111,78.796,81.835,79.884,75.629,75.581,79.530,75.723,77.010,70.956,71.095
285,73.483,77.724,79.404,82.243,79.024,75.668,75.189,78.845,75.625,77.044,71.259,70.644
286,73.535,77.132,79.761,81.985,78.514,75.427,75.355,77.855,74.931,77.145,71.244,71.472
287,73.338,77.060,79.997,81.805,79.289,75.427,75.185,77.637,74.755,77.057,70.915,70.313
288,72.681,76.980,80.072,82.085,79.751,74.823,74.824,77.126,74.569,77.057,71.309,70.307
289,72.915,76.484,79.486,81.784,78.565,75.413,75.172,77.671,75.304,76.668,70.975,70.587
290,72.648,76.017,79.805,81.491,78.298,74.698,75.376,77.420,74.826,76.628,70.741,70.492
291,72.793,75.625,78.821,81.311,78.453,75.177,74.798,77.897,74.963,77.212,70.986,70.639
292,73.166,75.776,78.885,82.381,77.502,75.249,74.641,78.197,74.529,76.595,71.069,70.310
293,72.434,76.189,77.606,81.499,77.641,74.175,75.207,77.942,74.306,76.674,71.445,70.409
294,72.707,75.773,77.831,81.709,77.043,74.900,75.432,76.809,74.529,76.597,71.129,70.182
295,72.801,75.831,76.656,81.594,77.474,74.657,74.815,76.751,74.032,76.118,71.206,69.871
296,72.648,75.115,76.805,81.273,77.462,74.427,75.194,77.052,73.865,76.857,71.019,70.393
297,72.582,74.931,76.710,81.531,77.581,74.693,75.462,77.987,73.892,76.588,70.631,70.420
298,72.841,75.369,76.215,80.927,77.696,74.053,75.247,77.343,74.407,76.221,71.009,70.617
299,73.289,75.327,76.105,82.602,77.076,74.507,75.234,76.887,74.267,76.258,70.788,70.134
300,72.841,75.046,75.837,82.075,76.599,74.249,75.181,77.004,74.113,76.401,71.547,70.007
301,72.497,75.616,75.703,82.053,76.894,74.975,75.366,77.450,73.417,75.672,71.035,70.081
302,72.610,75.396,76.059,81.927,76.708,75.086,75.327,77.347,73.659,76.174,70.852,70.129
303,72.840,74.857,76.113,82.010,75.957,74.720,74.471,76.030,73.779,76.300,71.043,70.443
304,72.598,75.246,76.515,81.952,76.085,74.945,75.127,76.970,73.775,76.578,71.079,70.304
305,72.615,75.240,76.679,81.737,76.571,74.934,74.469,77.148,73.850,76.275,70.724,70.410
306,72.394,74.879,76.592,81.396,75.830,74.900,74.955,76.848,73.255,76.389,71.072,70.099
307,72.453,75.186,76.496,81.967,76.036,74.839,74.753,77.010,73.444,76.332,70.705,70.236
308,72.878,75.485,75.656,82.226,75.571,74.967,75.073,76.436,73.404,76.540,71.553,70.379
309,72.573,75.154,75.703,80.970,75.790,74.903,74.897,76.949,73.956,76.611,70.899,70.453
310,72.589,74.826,75.782,81.747,76.076,74.792,75.226,76.819,73.860,76.305,71.280,70.818
311,72.286,75.167,75.419,81.396,75.842,74.695,74.796,76.486,73.574,75.597,70.780,70.581
312,72.422,74.555,75.421,82.023,75.140,74.321,75.084,76.599,73.895,76.134,71.237,70.371
313,72.368,75.083,75.876,81.120,75.255,74.720,74.667,76.272,73.730,76.355,71.012,70.532
314,72.645,75.409,75.346,81.769,75.508,75.094,75.041,76.263,73.586,76.427,71.056,70.723
315,71.868,75.152,75.139,81.429,75.599,74.884,74.994,76.041,73.787,75.868,71.200,70.488
316,72.474,74.727,75.268,82.048,75.143,74.496,74.445,76.059,73.772,76.328,71.000,70.757
317,72.347,74.889,75.228,81.368,75.857,74.665,74.843,76.835,73.493,75.605,70.740,70.564
318,71.972,75.263,74.770,81.867,75.751,74.701,75.045,76.903,73.681,75.815,71.014,70.259
319,72.608,74.994,75.108,81.003,75.453,74.673,75.206,76.693,74.015,75.716,70.820,70.714
320,72.793,75.512,75.108,81.138,75.343,75.127,75.357,77.314,73.703,75.903,70.806,70.216
321,72.962,76.032,75.016,81.769,75.429,74.424,74.856,78.032,74.882,75.689,71.186,70.812
322,72.449,75.854,75.226,81.048,75.292,74.953,74.187,77.272,74.588,75.477,70.759,69.943
323,72.510,75.508,74.904,81.481,75.362,75.183,74.871,77.224,73.591,75.292,70.992,70.805
324,72.183,75.708,75.405,81.684,75.714,74.706,74.564,77.562,74.451,75.198,71.030,70.286
325,72.544,75.538,75.158,81.190,74.927,74.416,75.443,76.478,74.387,75.097,71.368,70.311
326,72.068,74.945,75.399,82.095,74.921,74.307,75.170,77.344,74.789,75.094,71.128,70.588
327,73.568,76.691,76.206,81.291,76.891,75.402,77.009,78.873,74.353,75.987,70.889,70.477
328,75.697,82.621,79.078,82.020,80.416,76.895,79.480,85.469,76.123,77.164,70.929,71.134
329,74.869,80.733,79.016,82.223,79.505,76.967,78.321,84.353,76.385,77.156,71.213,71.610
330,74.430,79.596,78.936,82.333,78.805,75.482,76.507,82.353,75.645,76.964,71.075,70.960
331,73.451,78.794,78.665,82.055,78.432,75.321,75.755,81.509,76.167,76.483,70.736,70.977
332,73.585,77.711,77.896,82.110,78.553,74.931,75.398,80.444,75.696,76.469,70.965,70.878
333,73.864,77.350,78.467,81.850,78.191,74.075,75.585,79.847,75.292,76.905,71.162,71.024
334,73.350,77.473,77.633,82.003,77.775,74.939,75.348,79.289,75.049,76.403,70.924,70.600
335,73.439,76.972,78.333,82.571,76.733,73.792,75.714,78.382,75.081,76.599,70.859,70.528
336,72.451,76.482,78.198,81.794,76.328,74.856,74.830,77.939,74.958,76.844,71.070,70.506
337,72.463,75.972,77.132,81.664,76.261,75.271,74.873,78.082,74.390,75.790,70.759,70.825
338,72.584,76.289,76.670,82.536,76.614,74.377,75.112,77.622,74.397,75.672,70.989,70.078
339,72.305,75.515,76.909,81.526,76.368,74.407,74.660,77.466,73.657,76.115,71.082,70.276
340,72.608,75.579,77.190,81.975,76.453,74.490,74.561,77.954,74.316,76.256,70.870,70.068
341,72.690,75.449,76.624,81.852,75.964,75.197,74.899,77.431,73.838,75.943,70.951,70.447
342,72.624,74.779,76.131,82.183,76.088,75.188,74.768,77.518,73.615,76.300,70.561,70.730
343,72.882,75.515,75.868,81.206,75.696,74.742,74.849,77.890,73.787,76.032,70.686,70.296
344,72.887,75.488,75.384,82.095,75.860,74.681,74.892,78.339,73.620,75.660,71.331,70.501
345,72.312,75.690,75.276,81.805,75.884,74.418,75.045,79.595,73.252,75.670,71.212,70.115
346,72.645,75.422,76.212,81.892,75.605,74.551,74.836,79.023,73.931,75.536,71.082,69.956
347,72.775,75.422,75.622,81.421,75.456,74.762,75.243,78.357,73.750,75.832,71.053,70.223
348,72.451,74.991,75.284,81.642,76.264,74.310,75.335,77.757,73.733,75.704,71.386,70.232
349,72.758,75.269,75.555,81.363,74.897,74.742,74.658,77.153,73.238,75.592,70.933,70.450
350,73.096,75.201,75.791,81.749,75.128,74.560,74.437,77.287,73.233,75.324,70.731,70.594
351,72.389,75.865,75.013,82.030,74.751,74.443,75.247,77.279,73.640,75.697,71.237,70.137
352,72.885,74.839,74.858,81.749,75.036,74.643,74.738,78.430,73.451,75.109,71.170,70.535
353,72.801,75.316,75.246,81.892,75.666,74.784,75.172,78.433,73.431,75.034,70.733,70.454
354,72.613,75.418,74.904,82.256,75.125,74.382,74.864,77.933,73.397,75.053,70.976,70.778
355,72.547,74.992,75.241,81.456,75.729,74.845,75.236,77.540,73.816,74.941,70.593,69.986
356,72.444,75.410,75.226,82.233,75.848,74.346,74.486,77.599,73.417,75.584,70.617,70.228
357,72.707,75.886,76.424,81.607,76.729,74.898,75.725,77.661,73.466,75.029,71.173,70.399
358,74.871,80.359,79.952,81.794,80.705,75.967,79.735,84.405,74.811,76.427,71.420,70.839
359,75.021,79.975,79.195,81.474,78.410,76.557,78.385,83.469,75.632,76.149,71.310,71.048
360,74.153,78.740,78.769,82.221,79.690,76.075,77.452,83.085,74.556,75.735,71.331,71.137
361,73.354,77.955,78.517,81.439,78.626,76.144,76.776,82.043,75.221,76.191,71.509,70.655
362,73.629,79.304,78.528,81.569,78.550,75.518,76.308,81.900,74.971,75.737,71.512,71.085
363,73.972,79.132,78.675,81.927,78.176,74.238,75.232,80.256,75.208,76.485,71.024,71.392
364,73.774,79.882,78.303,81.576,78.085,75.102,75.032,80.287,74.875,76.340,70.841,71.308
365,74.098,79.843,78.841,81.584,77.538,75.191,75.049,79.935,75.824,75.576,70.779,71.808
366,74.341,79.657,79.153,82.366,77.982,74.435,75.146,79.878,75.360,75.550,70.922,71.615
367,74.275,79.925,78.997,82.233,77.708,74.825,75.471,79.582,75.551,75.800,71.318,71.682
368,73.871,79.286,78.520,81.474,77.720,75.324,75.232,79.812,75.355,75.494,71.232,71.721
369,73.455,79.190,78.718,82.454,77.708,74.997,74.785,79.724,76.265,75.532,71.213,71.839
370,73.430,79.257,78.584,81.817,76.705,74.723,75.166,79.279,75.471,76.447,71.154,71.795
371,73.463,79.548,79.285,81.940,78.754,74.457,75.389,78.974,76.093,76.195,71.075,72.068
372,76.070,84.138,82.801,82.321,83.422,76.634,78.252,83.307,76.615,77.634,71.346,72.707
373,76.697,85.614,82.270,82.434,82.325,76.457,77.503,85.520,77.672,77.420,71.653,72.670
374,76.406,83.931,81.043,81.980,81.252,75.734,76.331,83.153,76.748,77.107,71.285,72.440
375,75.051,83.240,80.113,81.178,80.517,75.762,75.892,81.314,76.228,76.878,71.769,71.662
376,74.134,82.972,79.469,82.201,80.052,74.939,75.011,81.635,75.681,76.288,70.927,71.632
377,74.199,83.353,80.037,82.123,79.909,75.177,74.953,80.116,75.162,76.420,71.153,71.851
378,73.542,83.438,78.941,82.283,78.483,74.740,74.731,79.828,75.186,76.483,71.520,71.788
379,74.139,82.942,78.984,81.416,79.368,75.006,75.469,78.965,75.328,76.195,71.293,71.588
380,73.934,83.135,79.231,81.684,79.495,74.784,75.480,78.049,75.637,76.565,71.049,72.075
381,74.031,83.708,79.560,82.256,78.693,74.687,75.221,78.197,75.245,76.448,71.503,72.110
382,74.199,83.551,80.278,81.762,77.812,74.122,75.286,77.742,75.493,76.118,71.196,72.137
383,74.946,83.343,79.094,81.782,78.514,74.945,75.357,77.876,75.331,75.765,71.591,71.884
384,74.284,82.849,79.226,81.654,78.389,74.920,74.735,77.074,75.032,75.802,71.350,72.119
385,73.679,83.092,79.979,82.100,78.195,74.468,75.452,77.232,75.074,76.403,71.249,71.457
386,73.244,82.301,79.051,81.662,77.812,74.820,74.907,76.877,74.699,76.132,71.324,71.553
387,73.007,82.826,78.665,81.897,77.419,74.853,75.084,77.058,75.485,75.939,71.380,71.976
388,72.948,82.335,78.182,81.546,78.295,75.050,74.585,77.287,75.297,75.893,71.877,71.652
389,73.321,83.309,77.242,82.025,77.726,74.731,74.703,77.074,74.799,75.284,71.986,71.840
390,73.197,82.416,77.727,81.534,76.793,74.737,75.022,76.595,74.576,75.849,71.465,71.451
391,72.686,82.341,76.537,81.784,77.459,74.299,74.978,76.388,74.478,75.332,71.736,71.693
392,73.404,82.490,75.767,80.940,76.821,74.740,75.007,77.166,74.505,75.929,72.033,72.223
393,73.073,82.899,76.244,81.915,76.529,75.033,75.282,77.418,74.174,75.500,71.541,71.574
394,72.977,82.651,77.032,81.218,76.477,74.609,75.123,77.282,75.039,75.836,71.883,71.362
395,72.963,82.409,76.233,81.727,76.626,74.828,74.955,77.205,74.686,75.756,72.075,71.802
396,72.643,82.296,77.338,81.201,76.480,74.554,74.557,77.741,74.449,75.674,71.879,70.881
397,72.629,83.124,78.656,81.040,76.368,74.770,74.991,77.282,74.931,75.055,71.682,72.089
398,72.810,83.665,78.841,82.003,76.258,74.349,74.499,77.104,74.093,75.769,71.966,71.665
399,72.646,81.679,78.603,81.130,75.745,74.740,74.290,77.054,73.118,75.086,71.985,71.173
400,72.676,82.086,78.670,81.551,76.027,74.474,74.991,77.973,74.010,75.208,71.763,71.079
401,72.510,80.820,78.391,82.218,75.891,74.244,74.303,77.074,73.961,75.214,72.060,71.253
402,72.047,80.558,78.434,81.381,75.450,75.310,74.809,76.485,74.017,75.071,71.554,71.465
403,72.899,81.355,77.730,81.722,75.258,74.446,74.841,76.450,73.789,75.485,71.314,70.494
404,72.010,80.243,77.038,81.692,75.584,74.573,74.667,76.748,73.623,74.658,71.439,70.625
405,72.549,80.469,77.131,82.481,75.201,74.576,74.589,76.793,73.625,75.622,71.665,70.345
406,73.009,80.088,76.896,81.812,75.745,74.712,74.966,76.548,73.422,76.031,71.524,70.673
407,72.078,79.425,76.102,81.672,75.641,74.357,74.738,76.214,73.140,75.679,71.695,70.479
408,72.533,78.452,75.638,81.561,75.684,74.906,74.895,76.386,72.985,75.254,71.541,70.652
409,72.430,77.923,75.411,81.429,74.954,74.582,74.774,76.724,73.321,74.876,71.260,70.389
410,72.371,78.023,75.383,81.183,75.015,74.596,75.049,76.229,73.453,75.721,71.399,70.204
411,72.679,77.628,75.432,81.830,75.185,74.391,75.146,76.410,72.358,75.153,71.204,70.211
412,72.392,78.094,75.405,81.624,75.161,74.856,74.976,76.706,73.186,75.368,70.987,70.245
413,71.901,77.296,74.367,81.870,74.860,74.947,74.493,76.336,73.012,75.059,71.123,70.423
414,72.871,76.685,75.193,81.930,74.976,75.244,74.794,76.230,73.025,75.561,70.853,70.260
415,72.364,77.157,74.887,81.078,74.976,74.637,74.632,76.192,72.963,75.107,71.022,70.136
416,72.551,76.763,75.250,81.150,74.578,74.501,75.191,77.068,73.625,75.256,70.974,70.583
417,73.164,76.916,75.290,81.266,75.453,74.731,74.579,77.412,72.725,74.947,71.076,70.598
418,72.714,76.840,74.670,81.847,74.675,73.665,74.379,77.392,72.723,74.922,70.844,69.788
419,73.094,76.648,74.228,81.679,75.398,74.238,74.508,76.954,73.363,75.302,70.792,70.716
420,72.810,76.229,74.316,81.546,74.675,74.693,74.606,76.686,73.199,75.111,71.007,70.533
421,73.270,76.301,74.534,81.444,75.322,74.537,74.950,76.443,73.005,75.065,70.934,70.013
422,72.768,75.591,74.413,81.607,74.511,74.496,75.086,76.216,73.100,75.130,70.585,70.280
423,72.500,75.564,74.447,80.872,74.991,74.330,75.084,76.758,73.473,75.040,70.915,70.116
424,72.876,75.398,74.662,81.261,75.030,74.089,74.699,76.599,73.375,75.158,70.665,70.351
425,72.775,75.556,74.933,81.326,74.723,73.978,74.718,76.305,73.235,74.782,70.987,69.960
426,72.084,74.806,74.506,81.216,74.432,74.014,74.521,75.909,73.385,74.981,70.910,70.037
427,72.554,75.174,74.920,81.481,75.152,74.357,74.968,76.418,73.066,74.989,70.972,69.778
428,71.700,75.098,74.970,81.023,75.201,74.380,74.637,76.938,73.022,75.496,70.658,70.221
429,72.413,75.187,74.959,80.168,74.754,74.834,74.267,77.123,73.142,75.387,70.620,70.102
430,72.439,74.997,74.464,80.880,75.064,74.407,74.845,76.285,73.475,75.609,70.991,69.921
431,72.362,75.037,74.329,81.123,75.116,74.712,74.845,76.703,73.233,74.626,70.978,70.149
432,72.430,75.068,74.946,80.747,74.848,74.416,74.598,76.171,73.608,75.296,71.356,70.133
433,72.429,75.229,74.555,81.393,74.274,74.964,74.533,76.247,72.654,75.103,71.091,70.301
434,72.098,75.198,74.509,80.815,74.906,74.798,74.815,76.056,73.076,74.870,70.647,70.443
435,72.195,74.919,74.608,81.945,74.179,74.438,75.034,76.553,73.561,74.683,71.175,70.037
436,72.265,75.054,74.660,81.311,75.581,74.601,74.875,76.333,73.267,74.918,70.791,70.286
437,72.117,74.972,74.555,81.241,74.498,74.161,74.899,76.645,72.816,74.966,70.883,70.074
438,72.268,74.243,74.737,81.170,74.821,74.380,74.798,76.509,72.907,75.212,70.885,70.194
439,72.333,74.445,74.611,81.637,74.766,74.654,74.335,76.742,73.618,75.296,70.880,70.122
440,72.821,75.382,75.341,80.947,74.252,75.033,74.910,76.038,73.132,75.361,70.802,70.791
441,72.578,74.258,74.992,81.321,74.587,74.676,74.832,76.013,72.779,75.721,70.844,70.525
442,72.125,74.581,74.761,81.749,74.790,74.526,74.817,76.097,72.973,74.943,70.454,69.925
443,72.108,74.183,75.010,81.383,74.687,74.737,74.417,76.556,73.449,74.985,71.279,70.120
444,72.451,74.957,75.083,81.659,74.663,74.490,74.391,76.933,73.488,75.160,70.602,70.076
445,72.324,74.618,74.601,81.865,74.198,73.917,74.802,76.925,72.309,75.088,70.766,70.006
446,71.908,74.636,75.317,81.737,74.897,74.410,74.852,76.612,73.172,75.055,70.589,70.649
447,72.843,78.065,77.955,81.308,78.754,77.576,79.714,78.978,73.711,75.740,70.847,70.110
448,74.448,80.679,81.411,81.962,79.623,78.983,81.150,82.452,73.931,76.420,71.030,70.484
449,74.261,79.117,79.858,81.221,78.301,78.632,79.215,80.137,74.088,76.990,71.212,70.801
450,74.111,78.187,79.448,81.328,77.289,76.778,77.215,79.370,73.745,75.876,70.408,70.972
451,73.287,77.442,78.930,81.519,77.714,76.078,75.963,78.359,74.025,76.149,70.653,71.127
452,72.901,77.573,77.858,81.885,78.377,75.485,75.697,78.666,74.277,76.248,70.813,70.680
453,73.031,76.748,77.833,81.682,77.778,75.493,75.540,78.321,73.402,75.859,70.885,70.202
454,72.521,76.584,78.365,81.353,77.030,74.573,74.845,77.498,74.152,75.374,70.898,70.427
455,72.402,75.452,76.954,81.449,78.049,74.427,75.047,76.777,73.958,75.473,71.476,70.192
456,72.948,76.233,76.845,81.524,76.620,74.349,74.422,77.019,73.838,75.498,70.899,70.242
457,72.150,75.926,77.242,80.987,76.495,75.044,74.295,77.900,73.539,76.261,70.922,69.884
458,72.408,75.939,76.247,82.301,77.347,74.227,74.806,77.466,73.581,76.300,71.462,70.328
459,72.209,75.548,76.206,81.476,77.140,74.075,74.544,76.832,73.757,75.880,70.683,69.863
460,72.833,75.450,75.825,81.388,76.836,74.543,75.202,76.912,73.870,75.929,70.862,70.016
461,72.594,75.290,75.515,81.531,76.702,74.288,74.402,77.331,73.525,75.479,71.331,70.025
462,72.211,74.960,75.222,81.120,76.860,74.537,74.819,77.061,73.387,75.025,71.237,69.866
463,72.439,75.283,74.955,81.386,76.502,74.504,74.318,76.857,73.564,75.676,71.301,70.120
464,72.430,75.452,74.825,81.742,76.015,75.163,74.723,76.460,73.233,75.758,71.198,70.044
465,72.059,74.939,75.112,80.845,76.179,74.180,74.968,77.082,73.466,75.034,70.933,70.099
466,72.061,74.842,74.782,81.977,76.033,75.033,74.899,76.648,72.610,75.021,71.192,70.463
467,72.483,74.972,74.636,81.827,74.888,74.584,74.445,76.566,73.115,75.431,71.271,69.887
468,71.993,75.003,74.659,81.118,75.374,74.551,74.811,76.192,73.078,75.158,71.336,70.035
469,72.479,74.544,74.828,81.619,75.805,73.967,74.793,76.258,72.397,75.555,71.163,70.095
470,71.739,74.436,74.530,81.431,75.687,74.213,74.090,75.974,73.564,75.036,71.028,70.412
471,72.711,74.748,74.560,81.739,75.000,74.033,74.333,75.957,73.525,75.218,71.354,70.215
472,72.052,74.782,74.737,81.536,75.480,74.950,74.819,76.035,73.610,74.838,70.938,70.669
473,72.239,74.419,75.104,81.221,74.830,74.861,74.658,75.910,72.723,75.010,70.873,70.168
474,72.453,74.499,74.584,80.860,75.122,74.302,74.938,76.291,73.186,74.710,71.125,70.320
475,72.387,74.688,74.767,81.040,74.693,73.684,74.821,76.871,72.775,75.565,71.039,70.409
476,72.507,74.848,74.226,81.060,75.015,74.222,74.566,76.178,73.169,75.471,71.054,70.120
477,72.366,74.531,74.616,80.850,74.687,74.150,74.221,76.773,72.287,75.008,70.931,70.120
478,72.927,74.694,74.804,81.015,74.970,74.629,74.286,76.452,72.512,75.122,70.807,69.934
479,72.101,74.859,74.984,80.767,74.562,75.091,74.368,76.891,72.752,75.323,70.791,70.331
480,72.566,74.843,74.333,80.992,74.754,74.266,74.617,76.638,73.287,75.504,70.675,70.504
481,72.528,74.920,74.375,81.180,74.128,74.380,74.974,77.030,72.863,74.983,70.795,69.733
482,72.808,74.539,74.282,81.564,74.119,74.438,74.488,76.533,73.439,75.588,70.937,70.277
483,72.404,74.601,74.477,81.045,74.474,74.418,74.381,76.781,73.157,75.414,70.830,70.191
484,72.413,74.911,75.059,80.759,74.629,74.659,74.654,77.498,73.735,74.981,70.723,70.257
485,72.890,74.674,74.592,81.228,75.116,73.767,74.436,76.567,72.870,75.031,71.089,70.349
486,72.406,74.697,74.817,81.612,75.252,74.258,74.604,76.414,73.056,74.857,70.755,70.310
487,72.315,74.430,74.722,81.241,74.988,74.241,75.021,75.803,73.627,74.412,70.880,70.158
488,72.469,74.346,74.352,81.233,74.015,74.474,74.123,76.884,73.172,74.958,71.217,70.578
489,72.514,74.479,74.895,81.100,75.009,74.762,74.437,76.229,73.392,75.397,70.892,70.105
490,72.030,74.249,74.614,81.163,74.790,74.507,74.774,75.941,72.956,75.456,70.704,69.953
491,72.542,74.651,74.499,81.105,75.179,74.554,74.996,75.795,72.760,75.431,70.673,70.072
492,72.214,74.223,74.708,81.251,74.954,74.496,74.404,76.166,72.814,74.670,70.689,70.318
493,72.305,74.023,74.257,81.020,74.596,74.382,74.946,76.074,72.716,75.029,70.976,69.789
494,71.995,74.659,74.748,81.456,74.915,74.460,74.385,76.052,72.946,74.761,70.808,70.453
495,72.551,74.550,74.351,81.639,74.815,74.269,74.850,76.596,73.061,75.029,70.675,69.474
496,72.401,74.866,74.507,81.366,75.070,74.327,74.824,76.287,73.039,74.992,70.929,70.191
497,72.429,74.825,74.153,81.218,75.015,74.753,74.351,76.096,72.951,75.571,70.737,70.182
498,73.274,74.587,74.794,80.987,75.231,74.396,74.770,75.978,73.203,75.450,70.786,69.907
499,72.261,74.659,74.260,81.291,74.477,74.571,74.729,76.353,73.512,74.998,70.734,69.835
500,72.131,74.736,74.837,81.882,74.976,74.105,74.742,75.742,72.071,75.597,70.614,70.110
501,72.443,74.487,74.753,81.594,74.818,74.637,74.421,76.809,73.255,75.391,70.941,70.371
502,72.345,74.610,74.625,81.306,74.337,74.044,74.751,76.302,73.159,75.231,70.876,70.335
503,72.451,74.192,74.947,80.972,74.231,74.125,75.064,76.274,73.081,75.855,70.799,70.154
504,72.744,74.908,75.096,81.363,74.483,74.130,74.265,76.205,73.333,75.082,70.708,70.457
505,72.246,74.694,75.163,81.085,74.933,74.241,74.822,75.596,72.880,74.739,70.935,70.296
506,72.444,74.645,75.115,81.398,74.739,73.886,74.720,75.712,73.882,74.613,70.875,69.897
507,72.739,75.344,74.389,80.336,74.644,73.970,74.572,77.045,73.127,75.340,70.665,70.014
508,72.375,74.475,74.933,81.231,74.690,74.147,74.649,76.084,73.081,74.899,71.044,70.322
509,72.251,74.739,74.694,81.489,73.884,73.983,74.250,75.955,73.083,75.214,70.818,69.765
510,72.171,74.575,74.772,81.020,74.775,74.814,73.634,76.049,72.885,75.000,70.817,69.946
511,72.782,75.143,74.561,80.376,74.927,75.222,74.544,76.263,73.176,74.817,70.614,69.893
512,72.589,74.819,74.766,81.313,74.465,74.352,74.950,76.250,72.973,74.723,70.854,69.993
513,71.915,74.700,74.520,81.546,73.872,74.183,74.239,76.501,73.162,74.307,70.663,69.850
514,72.056,74.668,75.140,81.103,74.632,74.551,74.793,76.227,73.064,74.590,71.069,70.052
515,72.291,74.831,74.710,81.388,74.936,74.197,74.594,76.357,73.115,75.601,70.785,70.113
516,72.420,75.071,75.080,81.195,74.173,75.108,74.282,76.618,72.821,74.786,70.727,70.132
517,72.352,74.382,74.499,80.291,74.483,74.211,74.602,76.550,73.034,75.351,70.682,69.864
518,72.150,75.103,74.967,81.343,74.006,74.429,74.290,76.392,73.113,75.092,70.695,70.311
519,72.744,76.430,75.976,80.717,77.283,75.391,76.550,77.667,72.657,75.286,70.859,70.417
520,73.713,78.922,78.552,81.331,79.316,77.911,79.594,80.211,73.608,75.284,71.387,70.047
521,73.031,77.601,78.459,81.702,78.070,77.094,77.546,79.140,73.828,75.767,71.058,70.608
522,73.275,77.183,77.770,81.870,77.775,76.449,76.921,78.556,74.493,75.739,70.750,70.147
523,73.300,76.662,77.504,81.474,77.049,76.468,76.045,77.974,74.311,76.399,70.918,70.139
524,72.711,76.283,76.853,81.539,76.857,75.778,75.056,77.533,73.917,76.097,71.099,70.232
525,72.267,76.046,77.341,81.414,76.413,75.366,74.826,77.664,74.377,75.844,71.032,69.928
526,72.399,75.785,77.153,81.288,76.505,75.102,75.164,76.876,73.870,76.700,70.669,70.188
527,72.606,76.049,77.305,80.586,76.960,75.019,74.686,77.197,73.647,75.361,70.903,69.897
528,72.207,75.684,76.957,80.890,76.432,75.280,74.905,76.792,73.787,75.397,70.792,69.822
529,72.552,75.260,76.494,81.677,76.122,75.346,74.867,76.430,73.809,75.937,70.447,70.038
530,72.413,74.670,76.169,80.950,76.164,75.069,74.559,76.538,74.265,75.582,71.085,70.291
531,72.057,75.127,76.164,81.145,75.936,75.438,74.636,76.685,73.441,75.592,71.140,70.390
532,72.092,74.756,75.782,81.075,75.891,75.701,74.908,76.870,73.348,75.172,70.727,70.047
533,72.613,74.866,75.443,81.030,75.967,75.593,74.908,76.984,73.794,75.372,70.625,70.372
534,71.540,75.121,75.228,80.667,75.489,75.186,74.996,77.499,73.275,75.153,70.638,70.177
535,72.106,74.505,74.917,81.496,75.693,76.069,74.439,78.116,73.194,75.038,70.950,70.074
536,72.098,75.094,74.971,81.301,75.088,76.341,74.671,77.411,73.311,75.326,71.382,70.150
537,72.378,74.654,74.911,80.589,76.340,75.573,74.796,77.275,73.855,75.433,70.800,70.066
538,71.533,74.968,75.115,81.373,75.416,75.712,74.480,77.359,73.044,75.034,70.822,70.330
539,72.223,74.963,74.512,81.336,75.383,75.089,74.850,77.553,73.598,75.139,71.097,69.919
540,72.164,74.853,74.285,81.271,74.565,74.928,74.350,77.767,73.627,75.219,71.238,70.146
541,72.005,74.671,74.738,82.043,74.638,74.510,74.695,76.601,73.703,75.468,70.802,70.018
542,72.535,74.882,74.560,81.068,74.739,75.211,75.105,76.634,73.191,75.311,70.907,69.967
543,71.836,74.745,74.483,80.815,74.906,74.524,74.843,76.907,73.453,75.250,70.786,70.163
544,72.319,74.955,74.746,80.985,74.821,74.582,74.893,76.541,73.826,74.920,70.664,70.181
545,72.503,74.978,74.898,81.168,74.927,75.191,74.858,76.042,73.559,75.246,70.914,70.276
546,71.737,74.865,74.868,81.158,74.875,74.521,74.449,75.660,73.353,75.592,70.673,70.146
547,72.314,74.969,74.732,80.962,74.836,74.105,74.882,75.346,73.711,75.202,71.063,70.194
548,71.828,74.512,73.876,81.013,74.720,74.593,74.467,75.988,73.353,75.168,70.747,69.897
549,72.505,74.573,74.844,80.925,74.848,74.116,74.514,76.427,73.711,75.561,70.709,70.137
550,72.242,74.724,74.662,80.699,75.195,74.321,74.301,75.809,73.061,74.729,70.728,70.173
