 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
551,72.120,75.290,74.679,81.669,75.134,74.496,74.422,76.343,73.483,74.670,70.902,70.232
552,72.625,74.696,74.577,81.055,74.812,74.515,74.574,76.164,73.147,74.958,70.572,70.621
553,72.242,74.750,74.589,81.263,74.635,73.773,74.643,76.294,73.588,75.031,70.782,70.082
554,72.160,74.822,74.585,80.915,75.213,74.147,73.888,76.300,73.118,74.817,70.860,70.257
555,72.279,74.293,74.488,80.667,74.888,74.726,74.396,75.936,73.490,74.718,70.692,69.960
556,72.340,74.699,74.636,81.526,74.760,74.698,74.346,76.671,73.939,75.153,71.134,70.471
557,72.434,74.578,74.738,81.286,74.964,73.321,74.424,75.640,73.659,74.996,70.731,70.371
558,72.213,74.906,74.844,81.000,74.647,74.540,74.585,76.404,72.554,74.508,70.621,70.068
559,72.272,74.167,75.136,81.213,75.316,74.222,74.312,76.789,73.574,75.162,70.525,70.214
560,72.171,74.613,74.842,81.486,74.918,74.139,74.763,76.388,72.993,75.019,70.942,70.423
561,72.183,74.820,75.271,81.511,74.891,73.867,74.778,76.221,73.059,74.948,71.122,70.453
562,71.643,74.750,74.702,81.822,74.921,74.194,74.785,76.404,73.424,74.731,70.504,70.127
563,72.268,74.734,74.839,80.927,74.799,74.396,74.576,76.080,73.238,75.063,70.899,70.151
564,72.000,74.757,75.233,81.333,75.398,74.396,74.660,76.324,73.787,75.479,71.004,69.812
565,72.373,74.398,75.169,81.060,74.739,74.332,74.718,76.106,73.963,74.790,70.644,70.120
566,72.322,74.879,75.048,81.025,74.611,74.199,74.535,76.007,73.174,74.954,70.770,70.218
567,72.193,74.484,75.308,80.702,74.590,74.970,74.490,75.962,73.569,75.496,70.537,70.270
568,71.915,74.805,75.014,80.982,74.626,74.463,74.905,76.174,73.108,74.496,70.912,69.822
569,72.289,74.599,74.576,80.900,74.359,74.391,74.735,76.373,73.235,74.824,70.600,69.827
570,72.308,74.949,75.166,81.481,74.696,74.643,74.222,76.152,74.110,74.689,70.666,69.952
571,72.350,74.321,74.780,81.143,74.708,74.438,74.486,76.589,73.855,74.214,70.716,70.195
572,72.256,74.641,74.998,81.431,74.666,74.263,74.318,75.897,73.566,75.094,70.555,70.489
573,72.484,74.788,74.705,81.060,74.790,74.274,74.879,76.410,73.610,74.405,70.432,70.156
574,71.789,74.353,74.748,81.850,74.483,73.881,74.921,75.809,73.446,74.391,70.951,70.018
575,72.477,74.923,74.735,81.366,75.353,73.623,74.449,76.187,72.949,74.897,70.871,70.240
576,72.467,74.373,75.085,81.125,74.605,73.626,74.910,75.845,73.534,75.120,70.740,70.437
577,72.002,74.696,75.282,81.509,75.179,74.247,74.613,75.920,74.066,75.021,70.716,69.866
578,72.490,74.940,75.829,81.073,74.796,74.391,74.813,76.071,74.020,74.842,70.695,70.045
579,72.037,75.060,75.640,81.932,74.927,74.039,74.030,76.161,73.292,74.966,71.168,70.113
580,71.653,74.610,75.249,80.915,74.769,74.030,74.766,75.863,73.409,74.744,70.308,70.601
581,72.118,74.323,74.729,80.997,74.395,74.044,74.716,75.865,73.341,74.929,70.591,69.591
582,72.249,75.349,75.470,81.479,74.009,74.363,75.133,76.314,73.059,74.821,70.718,69.552
583,71.902,75.126,75.242,81.153,74.404,74.449,74.280,76.019,73.863,75.134,70.857,70.347
584,72.073,75.003,74.767,80.679,75.073,73.590,74.845,75.754,73.662,74.735,70.418,70.226
585,72.220,74.834,74.644,81.599,74.693,73.651,74.742,76.068,73.748,74.679,70.587,70.489
586,71.861,74.687,74.651,81.744,74.532,74.992,74.400,75.876,73.306,75.017,70.540,70.124
587,72.197,74.587,75.148,81.411,74.201,74.366,73.895,76.027,73.725,74.844,71.108,69.934
588,72.176,75.060,75.383,80.566,74.802,74.283,74.508,76.151,74.150,74.895,71.021,70.242
589,72.087,74.209,74.533,81.514,74.198,74.607,74.488,76.395,73.515,75.145,70.427,70.180
590,71.545,74.917,74.467,81.376,74.103,73.712,74.310,75.881,73.525,74.670,70.600,70.289
591,71.967,74.959,75.011,81.065,74.571,74.039,74.735,75.687,73.257,75.309,70.678,70.115
592,72.115,74.699,74.850,81.118,74.723,74.720,74.292,76.130,73.392,75.101,70.675,70.229
593,72.347,74.673,74.745,81.008,74.717,73.798,74.714,76.586,73.456,73.912,70.898,69.982
594,72.460,74.892,75.185,80.867,74.526,74.224,74.849,75.915,73.532,74.866,70.375,70.134
595,71.939,75.048,74.778,81.496,74.647,74.014,74.664,75.514,73.895,74.698,70.914,70.023
596,73.037,74.854,74.439,81.566,74.784,74.454,74.387,75.599,74.174,75.013,70.948,70.249
597,72.026,74.836,74.008,81.323,74.395,75.053,74.759,75.867,73.559,74.809,71.070,70.181
598,72.146,74.453,74.360,80.842,74.809,74.238,74.419,75.342,72.613,74.658,70.491,70.088
599,72.611,74.717,74.539,81.003,74.347,73.834,74.492,75.881,73.640,74.429,70.825,70.284
600,72.054,74.797,74.225,81.118,74.802,73.706,74.886,75.559,73.451,75.721,70.869,70.040
601,72.474,74.691,74.352,80.965,74.818,74.825,74.299,76.434,74.466,75.055,70.641,70.915
602,72.164,75.278,74.640,80.975,74.802,74.490,74.634,76.300,73.765,74.693,70.880,70.103
603,72.132,74.877,74.370,81.376,74.565,74.078,74.736,75.838,73.784,74.777,70.277,70.078
604,72.451,75.164,74.348,80.303,74.587,74.097,74.333,76.294,73.588,74.718,70.544,70.140
605,72.235,75.321,74.313,81.722,74.675,74.388,74.591,75.744,73.532,74.237,70.608,70.081
606,72.087,74.700,74.893,80.612,74.398,74.432,74.093,76.627,74.051,74.933,70.454,70.327
607,72.213,74.770,75.150,81.283,74.498,74.072,74.748,75.961,74.257,74.851,71.064,69.986
608,72.124,74.642,74.233,80.835,74.714,74.199,75.406,76.152,74.275,74.718,70.796,69.635
609,71.784,75.103,75.093,81.589,74.970,74.587,74.452,76.184,74.240,74.775,70.116,70.389
610,72.533,74.754,74.271,81.216,74.626,73.850,74.611,75.920,73.917,74.718,70.515,70.454
611,72.139,75.272,74.560,81.556,74.258,74.216,74.578,75.718,73.826,74.765,70.173,69.792
612,72.023,75.482,74.890,81.727,74.924,74.418,75.065,76.243,73.993,74.958,71.131,70.321
613,72.066,75.536,74.737,81.652,74.693,74.463,75.222,76.320,74.025,75.431,70.908,69.754
614,72.383,74.971,74.906,81.647,74.997,74.712,74.817,76.291,74.201,75.204,71.217,70.433
615,72.477,74.922,74.860,81.165,74.714,74.593,74.918,75.524,74.365,75.038,71.164,69.904
616,71.517,75.316,74.587,81.852,75.036,74.795,74.622,75.952,74.201,75.050,70.768,70.065
617,72.382,74.965,74.823,81.426,74.109,74.657,74.807,75.835,74.154,75.435,70.735,70.375
618,72.436,75.435,74.515,81.900,74.529,74.515,75.015,76.603,74.088,74.990,71.105,70.156
619,72.272,74.975,74.667,81.078,74.675,74.756,74.619,75.802,73.593,75.267,70.987,70.303
620,72.136,74.668,74.995,81.168,74.602,74.338,75.288,76.075,74.037,75.055,70.491,70.096
621,71.664,75.003,75.188,80.684,74.936,74.751,74.351,76.389,74.213,74.761,70.763,70.182
622,72.045,74.800,74.904,81.451,74.684,74.729,75.327,75.734,74.017,74.912,70.973,70.129
623,72.510,74.833,74.767,80.880,74.872,74.166,74.950,75.832,73.750,75.271,71.178,70.458
624,72.580,75.671,75.064,81.589,76.167,74.970,75.572,76.949,74.414,75.302,71.121,70.662
625,74.481,80.932,77.464,82.441,79.128,77.884,80.918,81.453,75.632,76.544,71.244,70.960
626,73.967,80.088,76.868,82.075,78.465,78.723,80.069,80.878,75.833,75.639,71.282,70.928
627,73.052,79.238,76.408,81.571,78.173,77.867,77.938,80.101,76.206,76.174,71.183,70.819
628,73.308,78.238,75.708,81.251,77.915,78.080,76.555,79.608,75.475,74.544,70.938,70.455
629,73.537,77.578,76.164,81.935,77.720,77.127,75.785,78.653,75.674,75.202,71.021,71.146
630,72.389,76.727,76.032,81.110,77.708,77.645,75.701,78.514,75.186,74.781,70.743,70.895
631,72.993,75.541,75.592,81.431,76.994,77.202,75.886,78.438,75.238,76.053,71.041,70.799
632,72.364,76.323,75.392,81.559,76.897,77.720,75.615,78.725,74.833,75.269,70.839,70.689
633,72.282,76.174,75.606,81.383,77.000,77.382,75.871,78.258,74.809,75.964,70.915,70.372
634,72.787,76.041,76.472,81.649,76.249,77.089,75.297,77.712,74.346,75.374,70.662,70.765
635,72.943,76.276,75.952,81.231,76.058,77.025,75.432,76.871,74.230,75.260,70.634,70.868
636,71.930,75.710,75.523,81.090,76.684,77.136,75.628,76.881,73.833,74.977,70.811,70.164
637,72.728,75.679,75.805,81.935,76.432,77.108,75.551,76.978,74.196,75.218,71.066,70.508
638,72.075,75.058,75.442,81.960,75.763,76.601,75.350,76.999,74.137,75.092,70.560,70.339
639,72.113,75.126,75.102,81.531,75.900,76.773,75.355,76.602,73.934,75.158,71.275,70.530
640,72.005,75.379,74.957,81.694,75.456,75.801,75.009,76.266,74.527,75.267,71.286,70.050
641,72.448,74.905,75.116,81.456,75.751,75.770,74.744,76.171,73.966,75.313,71.103,70.410
642,72.882,75.229,75.081,81.815,75.340,75.864,74.783,76.240,74.292,75.292,71.247,70.519
643,71.995,75.366,74.783,81.398,76.252,74.731,74.755,76.074,73.716,75.006,71.196,70.238
644,72.821,74.969,74.912,82.018,75.359,74.349,74.329,76.067,73.537,75.340,70.639,70.123
645,72.526,74.725,74.448,81.293,75.222,74.587,74.600,76.017,73.701,75.227,70.788,70.601
646,72.563,75.012,74.801,81.684,74.663,74.053,74.650,75.919,73.049,75.328,70.951,69.829
647,72.181,74.963,74.789,82.195,75.267,75.017,74.692,75.904,73.779,76.023,70.592,70.057
648,72.486,74.429,74.715,81.346,75.021,74.715,74.879,75.755,73.505,75.252,71.233,70.075
649,72.122,74.892,74.829,81.674,74.836,74.792,74.985,75.819,73.049,75.548,71.198,69.885
650,72.063,74.722,74.609,81.554,74.818,74.211,74.731,75.582,73.939,75.011,71.018,70.283
651,72.608,74.657,74.967,81.772,75.717,73.828,74.798,76.541,73.799,75.078,70.807,70.648
652,72.936,74.803,74.978,81.960,75.371,73.670,74.826,75.944,73.831,74.798,70.811,70.274
653,72.507,74.790,75.156,81.945,75.267,74.211,74.215,75.687,73.554,74.866,70.912,70.194
654,72.608,75.061,74.360,81.446,74.976,74.125,74.852,76.197,73.341,75.174,70.825,70.405
655,72.169,74.912,74.785,81.393,74.471,74.166,74.746,76.090,73.422,75.353,70.754,70.190
656,72.524,74.470,74.751,81.316,74.419,74.945,74.815,76.521,73.451,75.040,70.934,69.929
657,72.148,74.707,74.845,81.617,74.970,74.280,74.987,75.700,72.917,74.855,71.168,70.364
658,72.280,74.680,74.737,81.398,75.088,74.878,74.564,76.142,74.054,74.960,70.677,70.748
659,72.368,74.935,74.287,81.624,74.948,74.485,74.750,76.185,73.390,75.032,70.995,70.146
660,72.031,75.060,74.694,81.093,74.909,74.512,74.729,75.556,73.689,75.321,70.974,70.341
661,71.876,74.856,74.574,81.303,75.435,75.283,74.589,76.378,73.799,75.698,70.723,70.866
662,72.213,75.088,74.670,81.840,75.094,73.936,74.579,76.563,74.145,74.895,70.953,70.174
663,72.375,74.525,74.555,81.188,74.684,75.055,74.520,76.109,73.738,75.042,70.942,70.440
664,72.380,74.536,75.014,81.870,75.502,74.233,74.680,76.284,73.961,74.866,71.209,70.174
665,72.071,75.281,74.880,80.827,74.182,74.745,74.344,76.166,73.782,75.311,71.137,70.257
666,72.019,74.564,75.002,81.431,75.356,74.490,74.785,75.579,73.728,74.935,70.707,69.960
667,72.216,74.654,74.612,81.291,75.088,73.803,74.581,76.054,73.684,74.926,71.035,70.470
668,72.246,74.765,74.249,80.877,74.608,73.994,75.144,75.702,73.547,74.906,70.754,70.242
669,72.226,75.040,74.711,81.514,75.219,74.399,74.899,76.026,73.713,74.664,70.917,70.245
670,72.343,74.422,74.745,81.446,74.231,75.199,74.634,75.637,73.850,74.563,70.826,69.552
671,72.594,74.876,74.590,81.276,74.778,74.366,74.372,75.682,73.461,75.248,70.729,70.182
672,71.859,75.143,74.691,81.494,75.158,73.925,74.875,75.674,73.880,75.111,70.722,70.406
673,72.324,74.547,74.424,81.501,74.897,74.485,74.755,76.397,73.571,75.229,70.910,70.388
674,72.338,75.327,74.697,81.185,74.851,74.271,74.991,78.585,73.409,74.573,70.563,70.337
675,74.164,76.636,75.285,81.644,75.410,74.407,75.077,81.373,73.912,74.960,71.021,70.082
676,74.772,77.290,74.947,81.962,75.100,73.795,74.170,81.203,74.725,75.313,71.414,70.364
677,73.828,76.140,74.598,81.336,74.590,74.507,74.636,79.527,74.706,74.981,71.073,70.088
678,73.280,75.806,74.724,81.371,75.046,74.429,74.378,78.096,74.385,75.200,71.054,69.925
679,73.451,75.650,74.442,81.183,74.745,74.066,74.923,77.576,74.569,74.561,70.947,70.030
680,72.521,75.092,74.608,82.150,74.945,73.801,74.968,77.831,74.542,75.532,70.818,70.460
681,72.725,75.263,74.759,81.373,74.875,73.618,74.432,77.239,74.409,75.052,71.323,70.584
682,72.699,75.287,74.501,81.421,74.821,74.191,74.789,76.763,74.708,74.857,70.925,69.935
683,72.711,75.375,74.504,80.732,74.334,74.781,74.417,76.534,75.066,74.521,70.515,70.048
684,72.915,75.464,74.880,81.326,75.082,74.848,75.164,76.588,74.123,75.313,70.534,70.075
685,72.226,75.300,74.544,81.145,74.851,74.457,75.206,77.258,73.694,75.508,70.710,69.902
686,72.519,75.186,74.901,80.962,74.745,74.271,74.680,76.577,74.338,75.135,70.304,70.395
687,72.390,74.860,74.845,81.895,74.906,74.457,74.520,76.287,74.047,75.034,70.841,70.700
688,71.869,75.132,74.772,81.692,74.781,74.299,74.774,76.001,74.368,75.385,70.996,70.083
689,72.580,75.419,74.510,81.431,74.422,74.371,74.449,76.317,74.230,74.788,70.856,70.400
690,71.997,74.906,74.730,81.226,74.505,73.981,74.888,76.093,73.863,75.124,70.733,70.021
691,72.204,74.585,74.683,81.466,74.419,74.842,73.994,76.223,73.429,75.032,70.815,69.982
692,71.972,74.498,74.619,81.243,74.693,73.765,74.591,76.398,74.020,74.506,70.840,69.966
693,71.998,74.762,74.834,81.416,74.848,74.197,74.886,76.069,73.510,75.090,70.692,70.521
694,71.652,74.611,74.689,81.195,75.137,74.224,74.123,75.928,73.446,75.195,70.438,69.827
695,72.369,74.653,74.421,81.353,75.119,74.036,74.473,75.512,73.034,75.074,71.057,69.479
696,72.434,74.647,74.466,81.622,74.164,73.601,73.942,76.100,73.248,75.445,70.417,69.644
697,72.188,74.476,74.265,80.486,74.596,74.693,74.230,76.116,73.400,74.989,70.080,69.949
698,71.812,74.141,74.292,81.033,74.553,73.515,74.237,76.334,73.338,74.906,70.580,70.051
699,72.190,74.782,74.187,81.521,74.030,74.211,74.353,76.107,73.703,75.250,70.466,69.600
700,72.030,74.630,75.038,80.356,74.246,74.130,74.318,75.900,73.826,74.893,70.307,69.764
701,72.085,74.825,74.729,81.358,74.179,73.925,74.331,76.340,73.343,74.977,70.609,70.144
702,71.801,74.129,74.748,80.872,75.255,74.042,74.340,76.874,73.466,75.027,70.580,70.446
703,72.019,74.983,74.053,81.343,74.167,73.895,74.299,77.126,73.441,75.219,70.633,69.846
704,72.176,75.275,74.486,81.155,74.617,73.756,74.658,77.032,73.890,74.725,70.744,69.702
705,72.324,74.782,74.898,81.409,75.122,74.748,74.583,76.114,73.664,74.637,70.824,70.072
706,71.828,74.484,74.676,81.123,74.201,74.061,74.292,76.114,73.316,75.111,70.899,69.666
707,71.976,74.661,74.738,81.609,74.465,74.269,74.054,76.032,73.328,74.664,69.960,69.917
708,71.794,75.184,74.839,81.183,74.058,73.828,74.185,76.148,73.657,74.769,70.488,70.181
709,71.723,74.438,74.333,81.444,74.617,73.842,74.385,76.790,73.525,74.719,70.244,70.072
710,72.139,74.329,74.614,80.950,74.426,74.175,74.071,76.648,73.500,74.702,70.651,69.755
711,71.794,74.777,74.177,81.000,74.374,73.670,74.073,75.897,73.828,74.727,70.392,69.876
712,71.655,74.499,74.411,81.373,74.514,73.817,74.495,75.601,72.988,74.405,70.247,69.958
713,72.026,74.326,74.392,80.526,74.945,74.205,74.649,76.580,73.968,74.990,70.460,69.881
714,71.770,74.805,74.598,80.972,75.073,73.898,74.430,76.197,73.613,74.418,70.546,70.143
715,72.057,74.802,74.316,81.221,74.006,73.801,74.572,75.810,73.828,74.628,70.538,69.874
716,72.439,74.694,74.435,81.098,74.468,74.316,74.828,75.779,73.461,74.380,70.492,70.008
717,72.159,74.750,74.517,81.794,75.331,73.828,74.555,75.912,73.355,74.857,71.041,70.341
718,71.645,74.296,74.458,81.175,74.562,73.706,74.882,75.605,73.360,75.000,70.402,69.738
719,72.240,75.095,74.455,81.148,74.155,74.008,74.342,76.272,73.814,74.920,70.399,70.257
720,72.028,74.817,74.416,81.401,74.471,73.620,74.579,75.745,73.282,75.078,70.632,69.788
721,72.514,74.616,74.297,81.148,74.234,74.116,74.811,76.420,73.483,75.095,70.770,70.154
722,71.991,74.519,74.662,81.093,75.146,74.704,74.802,75.757,73.686,74.599,70.608,69.967
723,72.362,74.727,74.319,81.271,74.243,74.521,74.665,75.944,73.777,74.887,70.353,69.884
724,72.174,74.665,74.265,81.772,74.778,74.197,74.531,75.870,73.824,74.309,70.067,70.075
725,72.127,74.856,74.831,81.388,74.924,74.199,74.387,76.107,73.669,74.733,70.226,69.868
726,71.794,74.531,74.416,81.594,74.371,74.249,74.348,75.706,73.061,74.954,70.743,69.726
727,72.125,75.015,74.086,81.138,74.456,74.161,74.566,75.909,73.578,75.263,70.553,69.993
728,72.073,74.886,74.472,81.256,74.432,74.030,74.755,75.946,73.635,74.450,70.407,69.970
729,71.963,74.387,74.581,80.952,74.790,74.307,74.570,76.386,74.120,74.469,70.234,70.447
730,71.805,74.780,74.389,81.694,74.872,74.161,74.994,76.116,73.772,74.116,70.544,70.054
731,71.885,75.084,74.394,81.632,74.714,74.280,74.256,75.520,74.238,74.620,70.496,70.218
732,71.841,75.074,75.153,81.764,75.614,74.319,74.329,76.269,73.294,74.926,70.351,70.320
733,71.730,74.382,74.845,81.516,74.502,73.911,74.521,75.800,73.243,74.830,70.667,69.883
734,72.221,74.644,74.218,80.378,74.772,74.249,75.026,75.909,73.434,74.952,70.738,70.091
735,72.258,74.909,74.450,81.414,74.802,74.083,74.564,75.974,73.804,75.048,70.151,70.093
736,72.498,75.859,74.987,81.273,75.219,74.493,74.903,77.913,74.034,75.141,70.527,70.079
737,73.340,77.100,76.148,81.085,77.790,78.731,79.680,81.103,74.640,75.746,70.653,70.554
738,75.592,80.415,79.432,81.554,79.915,79.917,82.471,86.750,75.968,76.590,70.822,71.402
739,74.385,79.883,78.204,81.704,78.872,78.648,80.854,85.016,76.252,76.924,70.712,71.463
740,73.646,78.558,77.681,82.120,78.650,77.305,78.531,82.666,76.123,76.607,70.838,71.165
741,73.500,77.763,77.715,81.331,78.623,77.330,77.241,81.392,76.110,76.271,70.942,71.412
742,73.054,76.760,77.928,80.852,78.267,75.920,76.196,81.305,75.630,76.477,70.724,70.789
743,72.672,77.109,79.750,82.008,78.030,75.100,75.428,81.017,75.189,76.891,70.980,70.952
744,72.514,76.065,80.375,81.155,78.033,74.476,75.153,79.933,74.505,77.067,71.405,71.397
745,72.848,76.404,80.233,82.128,78.705,74.402,74.830,80.006,74.480,76.279,70.733,71.406
746,72.556,76.247,79.544,81.624,77.553,73.961,74.966,79.522,74.547,77.031,70.540,71.378
747,72.176,75.897,79.624,81.614,76.632,74.194,74.622,78.705,74.309,77.078,70.587,71.156
748,72.561,75.854,78.943,81.434,76.644,74.457,74.297,78.298,74.314,76.439,70.807,70.636
749,71.932,75.919,78.344,81.584,76.243,74.111,74.099,77.551,74.297,76.466,70.722,70.427
750,72.498,75.579,78.421,81.862,77.158,73.878,74.486,77.674,73.728,76.660,70.759,70.809
751,71.970,74.977,77.659,81.283,76.508,74.219,74.802,76.864,73.819,76.603,70.520,70.307
752,71.970,74.991,76.923,81.401,76.587,74.518,74.497,76.509,73.772,76.233,70.050,69.975
753,72.247,75.149,76.797,80.536,75.717,74.360,74.335,77.583,73.743,76.761,70.344,69.999
754,71.878,75.058,76.941,81.135,75.796,74.033,74.764,77.064,74.037,76.073,70.620,70.028
755,71.946,75.209,76.223,80.925,75.526,74.202,74.761,76.263,73.434,76.031,70.583,70.158
756,72.392,75.409,75.906,81.100,76.377,74.928,74.379,76.864,73.578,76.242,70.879,70.021
757,71.659,74.542,75.885,81.190,75.271,73.850,74.748,77.980,73.488,75.525,70.411,69.935
758,72.253,74.846,74.970,81.381,75.754,74.413,74.194,77.475,73.395,75.237,70.699,70.204
759,71.690,74.906,75.298,81.857,75.015,73.975,74.785,76.806,73.458,75.874,70.992,70.471
760,72.490,74.694,75.246,81.940,75.316,74.634,75.127,75.925,73.228,75.653,70.077,70.134
761,72.362,74.779,75.711,80.805,75.395,74.886,73.961,76.052,73.365,75.206,70.376,70.017
762,72.444,74.232,74.547,81.501,75.267,74.075,73.890,76.104,72.787,75.401,70.685,69.622
763,72.003,74.531,75.008,81.135,75.371,74.197,74.146,75.732,73.257,75.261,70.480,69.902
764,72.073,74.725,75.120,80.892,74.824,73.884,74.505,75.964,73.061,75.502,70.728,69.477
765,71.887,74.928,74.665,80.664,75.304,74.474,74.976,75.430,73.017,75.124,70.606,69.649
766,71.838,74.487,74.705,81.323,74.772,74.006,74.787,75.398,73.551,75.384,70.775,69.621
767,72.047,74.312,74.585,81.158,75.021,74.044,74.759,75.734,73.299,75.210,70.544,69.789
768,71.906,74.650,74.791,81.491,74.729,74.360,74.867,75.742,72.971,75.126,70.511,69.966
769,72.171,74.066,74.290,81.479,74.875,74.620,73.940,75.255,72.779,75.290,70.556,70.270
770,72.101,74.754,74.228,81.511,74.763,74.418,74.393,75.693,72.583,74.874,70.417,69.744
771,72.195,74.550,74.711,81.025,74.492,74.205,74.430,76.036,73.527,74.790,70.432,70.402
772,71.845,74.402,74.432,80.945,74.726,73.238,74.157,75.728,73.373,74.739,70.604,70.058
773,72.077,74.641,74.694,81.371,74.690,74.355,74.482,75.579,72.804,75.004,70.355,69.707
774,72.395,74.349,74.313,82.010,74.152,74.053,74.164,75.742,73.012,74.863,70.953,70.126
775,72.350,74.803,74.164,81.060,74.261,74.321,74.250,75.876,73.032,75.042,70.654,69.912
776,71.794,74.470,74.561,81.115,74.915,74.055,74.529,75.284,72.880,74.878,70.501,70.180
777,71.690,74.238,74.713,80.784,74.149,74.288,73.948,76.317,73.449,75.013,70.872,70.140
778,71.885,74.730,74.190,81.120,74.465,74.313,74.813,75.088,72.838,74.641,70.611,70.264
779,72.169,74.395,74.340,81.258,74.550,74.407,74.039,75.391,72.598,75.242,70.858,69.873
780,72.368,74.882,74.435,80.564,75.021,73.903,74.449,75.724,72.625,74.723,70.569,69.990
781,71.944,74.488,74.963,81.083,74.292,74.238,73.886,75.317,72.608,74.914,70.828,69.686
782,72.061,73.989,74.766,81.358,74.505,73.546,74.639,75.764,73.235,75.321,70.751,70.048
783,72.176,74.919,74.593,82.228,74.696,73.759,74.114,75.548,73.115,74.792,70.103,70.020
784,72.157,74.464,74.273,80.607,74.964,74.341,74.800,75.478,73.500,75.080,70.454,70.061
785,72.287,74.270,73.812,80.629,74.872,74.047,74.200,75.538,73.162,74.655,70.875,69.818
786,72.073,74.725,74.727,80.817,75.179,74.784,74.527,75.410,72.880,74.643,70.283,69.566
787,71.969,74.677,74.367,80.875,74.799,73.911,74.684,75.045,73.184,74.937,70.346,70.399
788,71.979,74.214,74.337,81.083,74.590,74.199,74.561,75.975,72.990,74.773,70.653,69.893
789,72.192,74.747,74.523,81.150,75.097,74.377,74.150,75.100,73.600,74.828,70.761,69.670
790,72.087,74.458,74.458,81.772,73.964,73.978,74.585,75.708,73.118,75.059,70.827,69.870
791,72.003,73.969,74.670,81.554,74.921,73.989,74.032,75.808,73.225,74.777,70.508,69.683
792,72.190,74.668,74.057,81.020,75.097,74.349,74.443,75.408,72.848,74.714,70.492,69.734
793,72.226,74.286,74.486,80.556,74.751,74.676,74.729,75.315,73.078,74.794,70.697,70.156
794,72.153,74.452,74.805,80.910,74.377,74.006,74.570,75.297,73.696,74.231,70.507,69.819
795,71.845,74.903,74.748,80.576,74.565,73.981,74.615,75.553,73.127,74.471,70.350,69.737
796,71.763,74.258,74.839,80.702,74.237,74.729,74.650,75.243,73.409,74.447,70.441,69.979
797,73.312,76.290,75.118,81.366,76.903,75.842,76.114,78.255,73.493,74.838,70.856,69.694
798,75.115,80.387,77.332,81.586,79.915,79.208,79.417,82.055,75.221,75.433,70.438,71.173
799,74.824,78.955,75.826,81.018,78.483,77.898,77.275,81.339,75.191,76.019,70.832,70.980
800,73.936,78.296,76.625,81.278,78.739,75.391,76.473,79.657,74.757,76.015,70.593,70.977
801,72.998,77.573,75.593,81.236,78.213,75.546,75.626,78.243,74.789,76.034,70.698,71.264
802,72.814,76.960,74.923,81.118,78.204,74.457,74.978,78.122,75.630,75.359,70.917,70.890
803,72.507,76.842,74.939,81.328,78.140,75.025,74.822,78.068,74.963,75.498,70.485,70.666
804,72.765,76.507,74.416,81.348,77.888,74.978,74.548,77.696,74.512,74.960,70.914,70.897
805,72.378,75.923,74.608,81.276,76.991,75.197,74.591,77.369,74.358,75.819,71.031,70.925
806,71.624,75.839,74.448,80.820,77.571,75.518,74.841,77.363,74.480,74.826,70.775,70.556
807,72.385,75.647,74.124,80.972,76.973,74.518,73.933,78.171,73.745,75.716,70.908,70.553
808,71.695,75.003,74.129,81.702,76.881,75.548,74.368,77.240,73.752,75.458,70.551,70.755
809,72.150,75.057,74.276,81.323,76.948,75.346,74.707,76.903,74.522,74.893,70.451,70.420
810,72.552,75.436,74.828,80.815,75.933,75.022,74.566,76.865,73.919,75.466,70.956,70.472
811,71.941,74.793,74.845,80.972,75.982,73.975,74.553,76.768,73.125,75.061,70.495,69.859
812,72.089,74.842,74.499,80.980,76.064,74.407,74.176,76.324,73.147,74.884,70.585,70.427
813,71.821,74.783,75.045,81.095,76.532,74.222,74.385,75.863,73.696,75.494,70.380,70.165
814,72.659,74.880,74.324,81.105,76.258,74.075,74.875,75.537,72.951,74.821,70.130,70.175
815,71.791,75.270,74.530,81.140,76.617,74.465,74.200,75.781,73.164,74.968,70.381,70.235
816,71.902,75.041,74.147,80.895,75.462,74.230,74.099,75.356,73.216,74.517,70.275,70.290
817,72.334,74.253,74.329,80.388,75.468,73.582,74.527,75.838,73.426,74.964,70.108,69.843
818,72.110,74.531,74.078,80.241,75.328,74.307,74.387,75.337,73.147,74.752,70.644,70.057
819,71.639,74.853,74.534,80.491,75.477,74.404,74.536,76.016,73.037,74.494,70.814,69.653
820,71.869,74.373,74.199,81.113,74.881,74.645,74.501,75.612,73.610,75.057,70.252,69.693
821,72.225,74.230,74.343,80.907,75.994,73.975,74.564,75.425,72.446,74.788,70.383,69.518
822,72.305,74.994,74.220,81.163,75.225,74.554,74.024,75.821,73.088,74.760,70.473,69.789
823,71.662,74.166,74.258,81.110,75.495,73.967,74.520,75.750,73.752,74.796,70.556,69.540
824,72.211,74.272,74.678,80.501,75.009,73.939,74.697,75.754,72.762,74.716,70.236,69.710
825,72.009,74.287,74.311,81.088,75.027,74.271,74.273,75.472,72.767,75.468,70.266,69.849
826,72.064,74.659,74.699,81.263,74.380,74.211,74.221,75.258,73.074,74.281,70.736,70.149
827,71.852,74.745,74.549,81.306,74.970,73.828,74.834,75.208,73.255,74.637,70.576,69.436
828,71.592,74.885,74.919,81.414,75.343,74.274,74.193,75.386,73.446,74.557,70.611,70.124
