 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12
278,71.599,74.257,74.577,80.677,74.368,73.529,74.310,76.068,72.973,75.899,70.598,69.775
279,71.894,74.066,73.979,81.569,74.261,74.050,74.097,76.056,72.941,74.811,70.677,69.791
280,72.303,74.077,73.951,80.850,74.304,73.934,74.370,76.515,73.047,74.574,71.032,69.765
281,71.875,74.445,74.155,81.038,74.085,74.091,74.062,76.427,72.797,74.964,70.662,69.784
282,72.016,73.877,74.258,80.604,74.295,74.343,74.363,76.178,72.539,74.796,70.343,69.745
283,71.791,74.402,73.663,81.060,73.699,73.695,74.793,76.346,72.436,74.798,70.678,69.536
284,72.183,74.579,74.301,80.997,73.894,74.114,74.665,76.149,72.814,74.870,70.774,69.721
285,72.226,74.141,74.321,80.890,74.146,73.377,73.723,75.764,72.882,75.025,70.475,70.010
286,71.901,73.989,73.890,81.083,74.295,73.540,74.391,76.366,72.789,74.548,70.688,69.689
287,72.305,74.006,74.273,80.328,74.441,73.934,74.794,76.091,72.502,75.025,70.510,70.161
288,72.216,73.889,73.970,80.436,74.030,73.266,73.899,75.825,72.647,74.878,70.740,69.758
289,71.681,74.533,74.569,81.103,74.188,73.778,74.082,75.643,72.076,74.740,70.878,70.158
290,71.744,74.310,74.137,80.571,74.568,73.914,74.553,75.491,72.882,75.116,70.563,69.502
291,72.254,74.363,74.308,81.444,74.033,73.956,74.161,75.562,72.431,74.740,70.718,69.608
292,71.692,73.951,74.439,81.043,73.590,74.186,73.991,75.803,72.056,74.088,70.696,69.522
293,71.955,74.324,74.211,81.454,74.301,74.061,74.501,76.295,72.770,74.826,71.076,69.513
294,71.899,74.384,74.329,80.880,74.073,73.510,74.303,75.897,73.115,75.427,70.489,69.861
295,71.911,74.023,74.329,80.825,73.529,73.787,74.477,76.091,72.493,74.513,70.657,69.730
296,71.986,73.891,74.064,80.965,74.064,74.069,74.241,76.343,72.279,74.956,70.839,70.147
297,72.408,73.823,74.022,81.308,74.158,73.853,74.342,76.045,72.336,74.824,70.441,70.216
298,71.944,74.132,74.134,80.772,74.033,73.895,74.189,76.027,72.676,74.809,70.969,70.041
299,72.399,74.080,74.225,80.952,73.422,73.280,73.892,76.168,73.096,74.905,70.712,69.450
300,71.873,74.645,73.957,80.850,73.909,73.360,73.968,76.056,73.056,74.510,70.714,69.806
301,71.815,74.172,74.002,80.737,74.419,73.665,74.004,75.997,73.395,74.744,70.704,70.011
302,72.066,74.149,73.691,80.246,73.204,73.823,74.032,75.606,73.125,74.534,70.991,69.505
303,72.054,74.069,73.780,80.013,73.760,73.643,74.017,76.174,72.792,74.281,70.617,69.376
304,73.124,75.711,74.879,80.499,76.578,75.510,76.875,79.091,73.172,75.040,71.024,69.871
305,74.615,79.298,76.142,81.190,77.979,77.277,78.449,81.310,75.029,75.847,71.761,70.489
306,73.946,78.584,75.576,81.549,77.277,77.197,77.178,80.609,75.132,76.137,71.064,70.914
307,73.289,77.111,75.845,80.499,76.538,76.299,75.742,79.861,75.230,75.945,71.085,70.622
308,73.073,76.478,75.852,81.093,76.845,75.294,75.009,79.433,74.620,75.048,71.117,69.960
309,72.601,75.854,75.617,80.586,76.261,74.870,74.415,78.250,74.213,75.767,71.431,70.007
310,72.483,76.349,76.124,81.110,76.289,74.510,74.613,78.444,74.520,75.975,71.249,70.072
311,72.333,76.075,76.093,81.120,75.982,73.875,74.301,78.116,74.093,76.393,71.107,69.649
312,71.983,75.393,75.212,80.810,75.188,73.920,74.602,78.213,73.277,76.015,71.262,69.999
313,72.347,74.825,75.734,80.576,75.590,74.360,73.781,77.923,73.929,75.508,70.966,69.604
314,72.096,75.115,75.839,80.451,75.097,73.975,73.768,77.847,73.723,75.324,70.883,70.185
315,72.279,74.863,75.799,80.714,75.264,74.055,74.387,77.627,73.770,75.948,71.054,69.388
316,72.415,74.811,74.960,81.115,75.122,74.175,73.854,77.763,73.365,75.685,71.073,69.908
317,72.209,74.969,75.700,80.298,74.714,74.230,74.363,77.609,73.169,75.422,70.973,70.300
318,72.145,74.724,75.072,80.810,75.079,74.061,74.826,76.823,72.745,75.910,71.231,69.752
319,72.105,74.469,75.542,80.599,75.085,73.657,74.015,76.893,73.066,75.628,70.701,69.713
320,72.166,74.627,75.231,80.764,74.970,73.158,74.101,76.357,73.074,75.624,70.841,69.495
321,71.300,74.837,75.115,80.494,75.073,73.911,74.045,75.894,73.179,75.195,71.275,69.549
322,72.091,74.233,74.947,81.348,74.669,73.961,73.957,75.589,73.657,75.307,70.899,69.970
323,72.206,74.266,74.836,81.293,73.717,73.776,74.202,76.159,73.176,75.082,70.746,69.750
324,72.066,74.293,74.153,80.672,74.088,73.828,74.164,75.653,72.919,75.550,71.267,70.016
325,71.946,74.186,74.825,81.669,74.632,73.706,74.325,75.596,73.150,75.166,70.740,69.422
326,71.631,74.100,74.301,81.088,74.018,73.911,74.593,76.292,73.069,74.336,70.670,69.655
327,72.624,73.765,74.002,81.303,74.878,73.828,74.613,75.589,72.534,75.376,70.875,69.547
328,72.019,74.350,74.201,81.439,74.760,74.094,74.684,75.973,72.576,75.357,70.886,69.931
329,71.674,74.966,74.191,80.925,74.404,73.953,73.770,75.674,73.294,74.439,70.714,69.358
330,71.887,74.235,73.957,81.088,74.122,74.152,74.286,75.883,72.676,74.548,70.709,69.678
331,71.634,73.598,74.727,80.579,73.924,74.091,74.454,75.839,73.608,74.733,70.446,69.610
332,72.207,74.488,74.027,81.043,74.201,74.391,73.998,75.334,72.493,74.947,70.852,70.163
333,71.861,74.631,74.152,80.424,74.076,74.327,73.845,75.771,73.061,74.891,70.767,69.564
334,71.751,74.312,73.722,80.752,74.155,73.834,74.333,75.886,72.730,74.855,70.724,69.655
335,71.235,74.304,73.998,81.368,74.347,73.795,73.744,75.906,73.127,74.658,70.624,69.598
336,71.986,74.057,74.086,80.782,74.666,74.030,73.972,75.699,72.478,74.794,71.118,69.851
337,71.883,73.750,74.073,81.361,74.283,73.579,74.219,75.673,73.025,74.985,70.615,69.642
338,72.449,74.111,73.967,80.897,73.678,73.864,74.340,76.017,73.250,74.920,70.723,69.963
339,71.943,73.704,74.545,81.033,73.878,73.607,74.340,75.421,72.895,74.634,70.587,69.748
340,72.063,74.175,73.915,80.774,74.052,74.252,74.032,76.078,72.642,74.973,70.763,69.908
341,73.115,77.008,75.073,81.010,77.246,75.795,76.849,80.324,73.659,75.347,71.187,70.174
342,73.472,78.851,76.341,81.123,79.258,76.881,77.869,82.094,74.431,75.910,71.131,70.354
343,73.770,77.644,75.360,81.053,77.520,77.003,76.794,80.511,74.365,75.708,71.233,70.392
344,73.159,77.178,75.150,80.805,76.960,75.507,75.329,79.677,74.919,75.763,71.105,70.146
345,72.829,76.286,75.193,80.506,75.976,76.247,75.179,78.113,74.299,75.931,70.862,69.967
346,72.547,75.796,74.547,80.912,76.103,76.172,75.120,78.253,73.836,75.237,70.849,69.956
347,72.216,75.519,74.938,81.416,76.091,75.307,74.735,78.207,74.189,75.277,71.038,70.086
348,72.124,75.154,75.002,80.188,76.471,74.551,74.736,77.909,73.850,75.273,70.831,69.554
349,72.209,75.200,74.845,80.957,75.976,75.731,74.164,77.203,73.569,74.513,71.088,69.980
350,71.906,75.106,74.636,80.479,75.866,75.693,74.721,77.109,73.485,75.968,71.187,69.744
351,72.096,75.063,73.780,80.459,75.690,75.684,74.286,77.353,73.029,75.137,70.788,69.649
352,72.179,74.892,74.222,81.421,75.082,74.898,74.473,76.891,73.507,75.069,70.720,69.308
353,72.397,74.544,74.183,81.203,75.696,75.000,74.307,76.692,73.456,75.208,70.773,69.431
354,72.364,74.424,74.617,80.784,75.298,75.003,74.198,76.786,72.284,75.613,70.873,69.552
355,72.061,74.458,74.144,80.910,74.860,75.066,74.301,76.685,73.179,74.803,71.007,69.593
356,71.890,74.166,73.807,80.692,75.091,75.255,74.690,76.126,72.728,75.365,70.527,69.535
357,71.622,74.224,73.907,80.777,75.298,74.316,73.465,76.169,72.174,74.433,70.723,69.767
358,72.178,74.321,74.097,80.446,74.410,74.873,74.903,76.169,73.328,74.807,70.447,69.917
359,71.627,74.141,73.971,80.421,74.845,75.011,74.189,76.495,73.100,74.342,70.517,69.820
360,72.009,74.108,74.126,80.759,75.049,74.801,74.279,76.317,72.740,74.975,70.910,69.743
361,72.172,74.270,74.230,80.810,74.812,74.526,74.215,76.297,72.324,74.865,70.701,69.970
362,71.819,74.688,74.099,81.035,74.581,73.704,73.428,75.731,72.863,74.964,70.875,69.638
363,72.387,74.379,74.131,80.867,74.310,73.773,74.308,75.799,72.407,74.817,70.834,69.755
364,71.899,74.084,74.226,81.170,74.976,74.230,74.355,75.718,72.034,74.792,70.684,69.574
365,72.000,74.270,74.148,81.281,74.483,73.884,73.763,75.958,73.216,74.750,70.799,69.813
366,71.660,74.124,73.834,80.977,74.146,73.571,74.041,75.867,72.338,74.046,70.735,69.151
367,72.188,73.853,73.987,80.095,74.429,74.235,73.703,75.777,72.593,75.032,70.684,69.801
368,71.815,74.250,74.225,81.150,74.678,73.374,74.462,75.272,72.321,75.086,70.702,69.648
369,72.054,74.301,74.043,81.241,73.894,74.091,74.228,75.252,72.498,75.013,70.975,69.604
370,71.895,74.184,74.073,80.521,74.909,74.230,73.731,75.480,72.150,74.563,70.728,69.639
371,71.326,74.296,74.247,81.286,74.182,73.443,74.243,75.627,72.159,74.895,70.863,69.663
372,72.345,74.149,74.206,81.293,74.283,73.280,73.613,75.473,72.520,74.613,71.159,69.728
373,71.282,74.401,73.973,81.466,73.699,73.604,74.146,75.087,72.586,74.479,70.769,69.470
374,71.737,74.014,73.751,80.426,74.049,73.687,74.170,75.465,72.713,74.765,70.535,69.351
375,72.031,73.954,74.089,80.343,73.532,73.798,74.254,75.433,72.074,74.914,70.753,69.584
376,71.819,73.873,73.885,80.629,74.079,74.039,74.452,75.467,71.983,74.355,70.180,69.573
377,72.164,74.028,74.223,80.607,74.581,73.626,74.015,75.588,72.843,74.347,70.695,69.931
378,71.995,74.037,73.970,80.885,73.435,73.681,74.045,75.250,72.583,74.397,70.689,69.806
379,72.044,73.925,73.817,81.358,74.301,73.086,73.437,75.326,72.404,75.170,71.025,69.205
380,71.983,74.203,73.970,80.323,74.058,73.776,74.579,76.017,72.466,74.794,70.859,69.481
381,71.573,74.198,74.284,81.118,74.267,73.709,74.393,75.666,72.267,74.361,70.194,69.887
382,71.937,74.095,74.024,80.045,73.869,73.900,74.034,75.683,72.848,74.779,70.705,69.389
383,72.002,73.568,73.766,80.439,73.985,73.366,74.189,75.242,72.689,74.452,70.715,69.847
384,71.756,73.906,73.861,80.762,73.939,73.424,74.183,75.480,71.961,75.321,70.909,69.539
385,71.901,74.464,73.861,81.015,74.398,74.086,73.961,75.389,72.770,74.300,71.091,69.434
386,72.155,74.276,74.453,80.406,73.544,73.681,73.712,75.383,72.645,74.387,71.038,69.945
387,71.798,74.356,73.740,81.143,74.067,73.690,74.393,75.466,72.390,74.641,70.755,69.697
388,71.605,73.608,73.852,80.682,73.757,73.850,74.056,75.781,72.500,74.254,70.736,69.560
389,72.242,74.023,74.006,81.113,74.483,73.307,74.264,75.171,72.436,74.594,70.670,69.621
390,72.305,74.235,73.791,80.536,74.106,74.108,74.273,75.486,72.596,74.399,70.659,69.583
391,71.747,75.045,73.957,80.792,74.061,73.629,73.895,75.402,72.184,74.863,70.743,69.431
392,72.024,74.126,74.097,80.797,74.526,74.252,74.548,75.262,72.235,74.349,70.946,69.721
393,72.263,74.000,73.748,81.150,74.198,74.119,74.170,75.146,72.341,74.485,70.930,70.065
394,72.197,73.891,73.778,80.784,73.404,74.307,73.751,75.547,72.571,74.779,70.788,69.595
395,71.936,74.201,73.719,81.175,73.891,74.050,74.209,75.266,72.885,74.647,70.928,70.134
396,72.350,74.121,73.855,80.717,73.459,74.108,73.903,75.119,72.471,74.502,70.329,69.682
397,72.148,74.350,73.710,80.855,73.717,73.476,74.273,75.003,72.517,74.569,70.902,69.774
398,71.409,74.588,74.191,80.967,73.720,74.011,74.105,75.346,72.681,74.817,70.413,69.805
399,71.943,74.321,73.692,80.551,74.322,73.632,74.297,75.446,72.245,74.576,70.920,69.885
400,72.176,74.356,73.804,81.256,73.733,73.709,74.000,75.884,72.260,74.405,70.751,69.754
401,71.923,74.189,73.774,81.035,74.024,73.773,74.783,75.514,72.794,74.586,70.724,69.453
402,71.746,74.137,73.847,80.544,74.526,74.224,73.735,75.246,72.745,74.529,70.544,69.505
403,71.939,74.138,73.632,80.704,73.933,74.349,74.518,75.630,72.574,74.973,70.462,69.707
404,71.934,74.435,74.191,80.812,73.927,73.767,73.929,75.932,71.897,74.821,70.961,69.608
405,71.800,74.487,74.188,81.090,74.116,73.346,74.372,75.504,72.730,74.971,70.636,69.740
406,72.420,74.512,74.689,80.602,73.903,73.590,74.346,75.271,72.507,74.876,70.869,69.576
407,72.230,74.358,73.837,80.323,74.480,73.817,74.574,75.915,72.801,74.775,70.580,69.550
408,71.834,74.848,74.030,80.742,73.766,73.967,74.163,75.692,72.527,74.540,70.764,69.607
409,72.091,74.739,74.329,80.667,73.918,73.978,74.129,75.761,73.191,74.964,70.671,69.704
410,71.829,74.578,74.085,80.845,73.690,73.637,74.355,75.573,73.287,75.160,70.619,69.966
411,71.951,74.714,73.901,81.030,74.158,73.742,74.084,75.566,72.277,74.156,70.325,69.758
412,72.068,74.923,73.922,80.950,73.796,73.886,73.897,75.689,72.517,74.170,70.316,69.866
413,71.815,74.510,73.777,80.842,74.407,73.961,74.189,75.596,72.485,74.683,71.096,69.403
414,71.885,74.797,74.093,81.201,73.827,73.845,74.161,75.577,72.240,74.811,70.504,69.871
415,72.216,74.942,74.349,80.907,73.404,73.416,74.250,75.576,71.814,74.740,70.656,69.859
416,71.761,74.714,73.737,81.386,73.760,73.856,73.994,75.941,72.544,75.208,70.562,69.673
417,72.117,74.444,73.842,81.155,73.438,73.607,74.092,75.457,72.498,74.683,70.927,69.479
418,72.258,74.433,73.986,80.333,74.435,74.654,74.011,75.709,72.642,74.874,70.407,69.816
419,72.596,74.278,73.922,80.642,74.207,73.654,74.099,75.560,72.493,74.945,70.671,69.764
420,72.197,74.407,73.396,80.769,73.821,74.191,74.047,75.418,73.289,75.015,70.715,69.546
421,71.742,74.026,74.062,80.652,73.462,73.845,74.168,75.366,72.846,74.914,71.039,70.093
422,71.880,74.989,73.936,80.398,73.347,74.216,74.574,75.563,73.206,74.250,70.716,69.707
423,71.929,74.765,74.485,81.271,74.340,73.767,73.510,75.446,72.828,74.561,70.550,69.934
424,71.890,74.464,74.121,80.682,73.921,74.324,74.327,75.918,72.904,74.317,70.622,69.810
425,72.054,74.625,74.059,80.737,73.611,74.033,74.310,75.097,72.885,75.105,70.856,69.829
426,72.244,74.189,73.344,80.957,73.435,73.756,73.963,75.224,72.223,74.468,70.484,69.697
427,72.028,74.637,73.907,80.429,74.675,73.537,74.368,75.570,73.027,74.002,70.375,69.443
428,71.763,73.751,73.375,80.970,73.763,74.130,73.667,75.734,72.473,74.519,70.573,69.158
429,72.181,74.267,73.861,80.777,74.219,73.587,74.086,75.907,73.270,75.384,70.677,69.847
430,72.120,74.874,74.053,80.729,73.960,73.986,74.469,75.457,72.936,75.143,70.743,69.825
431,71.983,74.149,74.016,80.526,73.538,74.485,74.000,76.291,72.934,74.599,70.683,69.755
432,72.780,76.894,74.793,80.406,75.985,75.091,75.841,79.035,73.679,74.960,70.876,70.013
433,74.702,82.038,77.890,81.604,79.064,77.332,79.520,80.693,75.159,76.044,71.134,70.354
434,74.159,80.253,77.478,81.098,79.061,77.615,77.819,79.883,75.566,76.385,70.886,70.307
435,73.615,79.293,77.557,81.336,77.891,76.698,76.658,79.161,75.108,76.515,71.083,71.092
436,73.214,78.035,76.515,80.897,77.213,76.557,76.189,77.596,74.826,76.155,70.653,70.829
437,72.868,77.756,76.321,81.175,77.024,76.277,75.202,77.205,74.674,76.248,71.164,70.528
438,72.366,77.535,75.952,80.717,76.693,75.097,75.443,77.884,74.980,76.275,70.740,70.793
439,72.246,77.668,75.617,80.950,76.024,75.407,75.136,78.304,73.637,76.263,71.114,70.965
440,72.042,77.628,75.354,80.607,76.088,75.000,74.394,78.259,74.426,75.903,70.889,70.320
441,72.174,77.198,75.545,81.393,75.617,75.778,75.041,77.236,73.831,75.666,71.011,70.214
442,71.922,76.533,75.362,80.952,75.328,75.776,75.000,77.583,73.819,76.111,70.800,70.182
443,72.033,76.553,75.478,80.672,76.462,76.147,74.576,77.428,73.811,75.880,70.770,70.133
444,72.014,75.834,74.418,80.902,75.356,76.058,74.572,76.734,73.975,75.395,70.680,70.322
445,71.840,75.275,74.383,80.258,75.283,76.992,75.144,77.051,73.566,75.733,70.992,70.246
446,72.146,75.946,74.147,80.764,75.620,76.277,74.422,77.567,73.468,75.401,71.075,70.167
447,71.533,75.088,74.616,80.990,75.392,76.665,74.667,77.295,73.919,75.559,71.103,70.175
448,71.737,75.585,74.423,80.850,75.298,75.831,74.673,76.799,73.495,75.557,71.185,69.861
449,71.941,75.307,74.475,81.454,75.006,75.720,74.540,77.654,74.272,75.460,71.170,69.972
450,72.467,74.928,75.041,81.659,75.350,76.812,75.034,77.026,73.088,75.884,70.793,70.115
451,72.446,75.112,74.324,81.120,75.173,76.640,74.318,77.744,73.042,75.324,70.951,69.484
452,72.857,75.387,74.774,81.033,74.650,75.798,74.303,78.027,73.608,75.315,70.976,69.844
453,72.404,75.316,74.844,81.253,75.474,75.072,74.518,77.566,73.618,75.248,71.195,69.728
454,73.045,75.379,74.506,80.787,75.140,75.271,75.159,77.145,73.299,75.107,71.193,70.006
455,73.720,76.687,74.754,81.180,77.571,79.526,77.867,79.476,73.368,75.964,71.262,70.099
456,75.303,79.536,76.480,81.702,78.644,81.238,78.430,83.962,74.752,76.170,71.204,70.168
457,74.805,78.926,76.035,81.180,78.137,79.936,76.921,83.562,74.895,76.200,71.265,70.066
458,73.627,77.846,75.309,80.514,77.638,78.404,76.486,81.839,74.191,75.809,71.360,70.279
459,73.308,77.349,75.134,81.388,76.763,77.989,75.344,80.427,73.664,75.836,71.343,70.059
460,73.369,77.171,75.362,80.950,76.945,78.413,75.471,80.158,73.520,75.649,71.189,69.973
461,73.244,76.896,74.895,80.546,76.350,76.593,74.966,80.043,73.608,75.719,71.125,70.165
462,72.549,75.903,75.077,81.178,77.149,76.607,75.054,80.045,73.172,75.632,71.159,70.079
463,71.873,75.455,74.016,80.539,75.921,75.759,75.079,79.994,73.179,75.866,71.044,70.221
464,72.575,75.498,74.327,80.870,75.939,75.573,74.422,78.886,73.392,75.275,71.224,69.663
465,72.519,75.720,74.091,81.103,76.173,75.238,74.004,78.512,73.228,75.429,70.844,69.644
466,71.988,75.246,74.038,81.125,75.489,75.219,74.172,78.214,72.782,74.798,71.142,69.976
467,72.606,75.398,73.892,80.724,74.970,75.346,74.671,78.114,73.319,75.212,70.892,69.700
468,72.427,75.410,74.070,80.669,75.444,75.371,74.346,77.203,73.174,75.704,71.037,69.952
469,72.615,74.845,74.316,81.185,75.207,74.623,74.518,76.907,73.061,75.088,70.956,69.390
470,72.026,74.866,74.166,80.566,75.030,74.499,74.469,78.172,72.522,75.162,70.911,69.860
471,72.122,74.456,74.322,81.143,75.134,74.427,74.350,77.106,72.958,75.029,70.826,69.987
472,71.862,74.559,74.131,80.917,74.690,75.125,74.006,76.877,72.885,74.639,70.636,69.662
473,72.265,74.750,74.522,81.464,75.508,73.861,74.049,76.745,72.725,74.842,71.085,69.778
474,72.462,74.745,73.483,80.749,74.541,73.097,73.875,76.368,72.958,74.803,70.686,70.023
475,72.061,74.780,73.922,80.774,74.486,74.050,74.389,76.336,72.667,74.573,71.045,69.678
476,71.674,74.631,73.861,80.847,75.277,74.554,74.247,75.819,72.652,74.666,70.733,69.571
477,72.348,74.862,74.045,80.063,75.085,74.183,74.507,75.883,72.718,74.916,71.072,69.911
478,72.385,74.003,73.959,81.010,74.778,73.850,74.361,75.347,72.657,74.805,71.164,70.190
479,71.794,74.522,73.971,80.832,74.143,74.177,74.490,75.630,72.750,74.643,71.051,69.612
480,71.711,74.189,74.156,80.511,74.641,73.632,74.546,75.698,72.627,74.082,70.936,69.870
481,72.190,74.853,73.868,80.248,73.623,73.551,73.850,75.839,73.201,74.748,70.893,69.994
482,72.368,74.131,73.598,80.902,74.526,74.139,74.331,75.961,72.127,74.754,71.334,69.723
483,72.061,74.278,73.716,81.368,74.881,73.884,73.994,76.567,72.598,75.048,70.853,70.132
484,71.709,74.336,73.710,80.170,74.112,74.130,73.966,75.961,72.615,74.792,70.658,69.597
485,71.880,74.785,73.845,81.351,73.809,74.213,73.910,75.352,72.703,75.115,71.084,70.041
486,72.190,74.581,73.995,80.566,74.471,73.756,74.004,75.572,72.551,74.765,71.041,69.839
487,72.019,74.390,74.062,80.724,74.383,73.978,74.144,75.295,73.132,74.212,71.211,69.586
488,71.774,74.269,74.407,80.461,74.465,73.873,74.336,75.650,72.733,74.032,71.472,69.611
489,71.779,74.630,73.915,80.637,74.222,73.576,73.806,75.255,72.985,75.195,70.979,69.738
490,72.054,74.458,74.107,81.208,73.638,73.837,73.854,75.048,72.990,74.977,71.225,69.870
491,72.122,74.366,73.855,81.110,74.076,74.388,73.673,75.491,72.412,74.773,70.778,69.658
492,72.061,75.393,74.762,80.985,75.313,73.587,74.983,76.213,73.358,74.933,71.355,69.908
493,73.828,80.313,78.620,81.757,78.851,77.548,79.193,80.472,72.966,76.197,71.434,70.678
494,74.280,80.000,78.534,81.840,79.070,77.582,78.265,81.628,73.164,76.334,71.254,70.618
495,73.611,78.657,78.172,80.925,77.429,76.850,77.170,79.392,72.980,76.223,71.477,70.198
496,73.193,77.679,78.048,81.276,78.185,76.421,75.772,78.517,73.630,76.729,71.116,70.744
497,72.864,77.000,77.876,80.882,77.052,75.053,75.639,77.893,73.245,75.767,70.938,70.388
498,72.906,76.693,77.488,80.882,77.143,74.283,74.905,77.602,73.127,75.996,71.289,70.327
499,72.418,76.851,76.785,80.752,76.909,74.515,74.600,77.094,72.603,75.966,71.805,70.006
500,72.483,76.015,76.330,80.602,76.325,74.133,74.781,76.912,72.885,75.277,71.209,69.782
501,72.308,75.982,76.375,80.967,76.249,74.366,74.221,76.677,72.985,75.824,71.433,69.571
502,72.451,76.444,76.116,80.331,76.872,74.355,73.841,76.258,72.990,75.513,71.430,70.098
503,72.118,76.160,75.550,80.476,75.872,73.873,74.112,75.692,72.402,75.758,71.179,69.925
504,71.983,75.880,75.419,80.378,75.103,73.809,73.989,76.161,72.760,75.088,71.476,69.849
505,72.040,75.665,74.836,80.506,75.675,74.363,74.026,75.648,72.880,75.357,71.102,69.823
506,72.230,75.591,74.687,80.952,75.903,73.565,73.944,76.007,72.539,75.107,71.041,70.322
507,72.235,75.596,74.707,80.980,75.021,73.557,73.938,76.524,72.240,75.179,71.002,69.744
508,72.016,74.567,74.263,81.188,75.839,73.753,73.880,76.093,72.571,75.494,70.839,69.837
509,72.009,75.055,74.785,80.887,75.948,74.180,73.785,75.742,72.885,75.101,71.080,70.018
510,72.082,75.081,74.831,81.356,74.863,74.817,74.297,75.929,72.436,74.307,70.995,69.925
511,72.085,74.722,74.325,80.930,75.179,73.380,74.353,75.525,72.642,74.777,71.020,69.649
512,72.415,74.141,75.183,80.566,74.869,74.255,73.271,75.634,72.980,75.055,71.026,69.709
513,72.094,74.880,74.182,80.669,74.611,74.307,74.054,76.106,72.912,74.691,70.557,69.457
514,71.695,74.708,73.780,79.401,74.717,73.917,74.280,76.334,72.120,74.803,71.292,69.959
515,72.075,74.220,73.805,80.246,74.988,73.695,73.963,75.725,72.561,74.939,71.006,69.738
516,71.657,74.567,74.121,80.822,74.699,74.499,74.198,76.126,73.225,74.769,71.070,69.453
517,72.510,74.424,74.459,80.672,73.933,73.740,74.355,75.355,72.363,75.181,70.602,69.984
518,71.976,73.737,73.990,80.967,74.979,73.490,74.164,75.512,73.338,74.561,71.251,70.119
519,72.117,74.346,74.753,81.180,74.505,73.925,74.000,75.671,72.444,74.553,70.884,69.754
520,72.202,73.943,73.984,80.376,74.331,74.125,74.271,76.004,72.287,74.550,70.936,69.880
521,71.815,74.522,74.120,81.160,74.930,73.956,74.740,75.643,72.931,75.059,70.649,69.686
522,71.932,74.716,74.300,80.449,74.459,73.709,74.075,75.161,72.858,74.927,70.888,69.931
523,72.185,73.868,73.596,80.444,74.669,73.773,74.761,75.596,73.162,74.893,70.624,69.737
524,72.110,74.045,74.158,80.825,74.733,73.499,74.624,75.758,73.331,75.008,70.970,70.195
525,72.228,73.988,74.005,79.985,74.000,74.139,73.974,75.619,72.184,74.494,70.690,69.629
526,72.192,73.846,74.276,81.035,74.410,73.723,74.271,75.861,72.900,74.458,70.804,69.885
527,71.770,74.127,74.360,80.694,73.997,73.540,74.168,75.301,72.873,74.460,71.005,69.672
528,72.096,74.132,74.038,80.231,74.468,73.690,74.161,75.570,72.485,74.275,71.052,69.670
529,72.225,74.476,73.553,80.972,74.064,73.911,74.241,75.427,72.424,74.458,70.740,69.816
530,72.047,74.306,74.295,80.474,74.258,73.994,74.166,75.479,72.265,74.529,71.156,70.136
531,71.575,74.449,74.014,80.677,73.581,73.848,74.544,75.067,72.887,74.292,70.987,69.917
532,72.056,74.131,74.482,80.835,74.447,74.324,74.736,75.582,73.118,74.876,70.749,70.437
533,71.953,75.000,74.713,81.802,74.377,74.499,74.970,76.019,73.228,74.664,70.781,70.024
534,74.087,78.502,77.037,81.541,78.751,76.097,77.400,79.780,72.777,75.380,71.321,70.076
535,74.803,79.028,77.472,81.627,78.669,78.997,80.067,79.074,72.917,75.674,70.740,71.035
536,74.584,78.097,77.158,81.419,78.471,78.404,78.772,78.511,73.137,75.802,71.051,70.720
537,73.437,77.671,77.263,81.506,77.444,78.446,77.544,77.567,73.196,75.704,71.462,70.597
538,73.286,77.147,76.936,81.311,77.365,78.476,76.772,77.065,73.412,75.842,70.786,70.338
539,73.711,76.760,77.659,81.649,77.097,77.407,75.879,77.815,72.662,75.649,71.205,70.618
540,72.610,76.283,77.582,81.421,77.006,76.956,76.140,77.262,73.358,76.073,71.022,70.454
541,72.568,75.854,76.959,81.669,77.179,76.720,75.570,77.333,72.833,75.794,71.111,69.578
542,72.167,75.413,76.788,80.687,77.495,75.970,75.110,77.075,73.199,76.382,71.202,69.793
543,72.462,75.544,76.341,81.198,76.821,75.670,75.280,76.729,73.250,75.826,70.680,70.337
544,72.664,75.602,76.238,80.935,76.371,74.684,74.258,77.207,72.863,76.336,70.695,70.211
545,72.376,75.578,75.284,81.935,76.322,75.288,74.305,76.308,73.216,75.784,70.676,69.536
546,72.564,74.725,74.887,81.331,76.590,74.435,74.221,76.570,72.640,76.265,70.976,69.779
547,72.235,74.774,75.081,80.759,76.258,74.230,74.336,76.282,73.025,75.292,70.769,70.122
548,72.606,74.716,74.863,81.025,75.356,74.216,74.465,76.158,72.946,75.368,71.102,70.221
549,71.990,75.220,74.703,80.972,75.869,74.175,74.243,76.195,73.591,75.735,70.947,69.881
550,72.488,74.229,74.289,80.845,75.043,73.956,74.022,75.887,72.591,75.538,70.678,69.802
551,72.481,74.458,74.549,81.025,75.122,74.235,73.774,75.632,73.554,75.189,71.090,70.100
552,72.549,74.462,74.536,81.529,75.079,73.723,73.970,75.851,72.983,75.578,70.769,70.202
553,72.605,74.214,73.856,81.509,75.325,73.083,73.933,76.307,72.995,74.924,71.032,70.117
554,72.650,74.151,74.035,81.065,75.733,74.427,74.464,76.104,73.061,75.817,70.718,69.863
555,72.686,74.055,74.161,81.005,74.556,73.726,74.482,76.106,72.287,75.013,70.794,69.553
