 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51
11,30.870,33.562,57.000,43.163,46.403,41.786,33.736,52.235,43.261,49.666,46.140,47.058,41.618,42.829,53.783,44.795,62.361,38.512,37.420,40.199,36.905,34.253,31.172,38.371,34.926,36.551,34.024,44.026,43.438,47.322,48.654,46.778,41.103,39.169,68.207,43.953,40.007,45.041,39.979,39.817,44.423,39.417,38.661,40.819,34.511,30.029,46.540,31.456,30.887,40.206,38.501
12,30.789,33.640,56.295,42.934,46.220,41.184,33.783,52.305,42.667,49.750,45.924,47.320,41.522,43.331,53.873,44.201,62.217,38.719,37.129,40.348,36.641,33.978,31.083,38.314,35.066,36.375,33.940,44.278,43.191,47.042,48.618,46.481,41.402,38.720,67.795,44.407,40.308,44.498,39.883,40.205,44.693,39.432,38.456,40.472,34.408,30.152,46.052,31.400,30.488,40.369,38.412
13,30.599,33.452,56.458,42.921,45.924,41.773,33.680,51.852,43.030,49.516,46.280,46.900,41.502,42.940,54.210,44.043,61.939,38.621,37.162,40.197,37.000,33.950,31.152,38.235,34.886,36.246,33.827,44.560,43.780,47.151,48.947,46.531,41.348,39.100,67.507,44.024,40.656,44.971,39.791,39.741,44.487,39.871,38.635,40.282,34.771,30.183,46.510,31.508,30.548,40.309,38.417
14,30.563,33.571,56.389,42.787,46.329,41.714,33.778,51.879,42.913,49.268,46.347,46.893,41.430,42.712,54.206,43.741,61.536,38.744,37.136,39.670,36.435,34.072,30.960,38.625,34.957,36.629,33.848,45.094,43.427,47.153,49.030,46.194,40.929,38.752,67.405,44.227,40.420,44.783,39.910,39.856,44.480,39.617,38.785,40.466,34.429,30.010,45.620,31.247,30.661,39.762,38.421
15,30.753,33.360,56.308,42.809,46.106,41.582,33.693,52.208,42.843,49.825,46.286,47.354,41.197,42.945,54.480,43.739,61.471,38.572,37.277,40.323,36.724,34.291,30.904,38.371,34.771,36.355,33.848,44.460,43.413,47.426,48.693,46.646,40.979,38.981,67.686,43.813,40.418,45.531,39.928,39.480,44.643,39.687,38.715,40.592,34.434,30.009,45.910,31.277,30.803,39.979,38.204
16,30.554,33.273,56.116,43.189,45.769,41.694,33.413,51.896,43.051,50.475,46.204,46.966,41.389,43.077,54.229,43.542,62.355,38.191,37.090,39.826,36.677,33.966,31.202,38.551,34.725,36.473,33.830,43.955,43.469,47.486,48.707,46.600,41.342,39.125,67.660,44.258,40.235,44.855,39.795,39.840,44.752,39.808,38.582,40.511,34.587,30.092,46.554,31.643,30.651,39.543,38.459
17,30.439,33.642,56.656,42.983,46.294,41.829,33.553,52.477,42.642,50.130,45.913,47.113,41.810,43.281,54.477,43.700,61.909,38.572,37.005,40.089,36.628,34.206,31.061,38.581,34.988,36.559,33.924,44.557,43.438,46.974,48.672,46.324,41.161,38.766,68.170,44.390,40.392,44.976,39.846,39.265,44.680,39.723,38.521,40.547,34.739,30.005,46.066,31.510,30.635,40.177,38.595
18,30.623,33.447,56.172,43.096,46.028,41.452,33.773,52.638,43.112,50.252,46.338,47.450,41.695,43.094,53.629,43.484,61.854,38.777,37.043,40.261,36.531,33.898,31.187,38.220,34.810,36.639,34.063,44.040,43.620,47.215,48.621,46.924,41.405,38.676,68.337,44.179,40.401,44.766,39.867,39.836,44.681,39.502,38.369,40.181,34.356,30.373,46.490,31.627,30.764,39.890,38.794
19,30.827,33.206,56.944,43.085,46.097,41.469,33.863,52.349,42.835,49.759,46.137,46.838,41.712,43.222,53.512,43.622,61.968,38.553,36.840,40.252,36.643,34.228,31.063,38.160,35.040,36.633,33.806,44.131,43.812,47.662,48.412,46.288,41.158,39.005,68.086,44.096,40.310,45.232,39.984,39.760,44.560,39.454,38.224,40.579,34.465,30.250,46.008,31.456,30.781,40.298,38.514
20,30.500,33.700,56.019,43.049,46.150,41.288,34.057,51.886,42.964,49.841,45.997,47.368,41.382,43.196,54.117,43.987,61.982,38.195,37.105,40.176,36.944,33.904,31.357,38.237,34.937,36.437,34.087,44.364,43.351,47.279,48.384,46.839,41.272,38.852,67.842,44.154,40.135,44.800,39.748,39.897,44.570,39.172,38.455,40.272,34.211,30.156,46.064,31.500,30.406,39.897,38.462
21,30.175,33.234,56.529,42.730,46.067,42.258,33.563,52.762,42.871,49.716,46.099,47.526,41.512,42.804,53.687,43.471,61.165,38.781,36.934,39.780,36.513,33.932,31.024,38.191,35.063,36.591,34.088,45.048,43.388,47.131,48.665,46.107,41.049,38.991,67.260,44.042,40.327,44.609,40.018,39.409,44.707,39.629,38.191,40.955,34.530,30.087,45.737,31.363,30.560,40.248,38.555
22,30.570,33.633,56.277,43.056,46.646,41.240,33.713,51.362,42.691,50.430,45.534,47.079,41.512,43.006,53.566,44.017,62.607,38.553,36.699,40.432,36.557,33.607,31.120,38.225,34.777,36.587,33.723,43.545,43.422,47.502,48.696,46.482,41.153,38.912,67.461,44.183,40.433,44.319,39.596,39.653,44.640,39.539,38.035,40.269,34.628,29.928,46.510,31.568,30.541,40.018,38.270
23,30.643,33.161,55.985,42.531,45.734,41.714,33.543,51.386,42.390,49.698,45.586,48.278,41.502,42.793,53.246,43.972,62.027,38.940,36.799,40.002,36.264,33.940,30.847,38.278,35.117,36.679,33.695,44.562,43.500,47.400,48.632,46.382,41.150,38.748,67.995,44.305,40.423,44.913,39.846,39.867,44.664,39.857,38.801,40.262,34.433,30.060,46.504,31.460,30.909,40.330,38.312
24,30.697,33.491,55.998,42.915,45.803,41.702,33.599,52.795,42.761,49.475,46.082,47.210,41.053,42.932,53.505,43.123,62.008,38.821,37.043,40.217,36.494,33.860,31.122,38.283,34.876,36.671,34.018,44.460,43.848,47.035,48.836,46.246,41.331,38.852,67.751,44.115,40.048,44.874,40.113,39.579,44.697,39.561,38.390,40.540,34.745,30.048,45.745,31.102,30.810,40.369,38.631
25,30.558,33.200,56.355,42.888,46.231,41.094,33.742,51.336,42.987,50.486,46.230,47.485,41.519,43.038,53.601,43.978,62.440,38.470,37.112,40.023,36.829,33.675,31.019,38.259,35.109,36.537,33.689,43.847,43.256,47.294,48.610,46.548,40.967,38.731,67.761,43.998,40.341,44.575,39.689,39.608,44.567,39.692,38.142,40.278,34.236,30.046,46.474,31.343,30.526,40.277,38.228
26,30.592,33.344,56.050,42.904,46.738,41.349,33.780,51.349,42.644,50.102,45.472,47.244,41.707,43.124,52.640,44.156,62.360,38.393,37.253,39.812,36.333,33.860,30.983,38.121,35.154,36.481,33.725,44.057,43.210,47.384,48.627,46.448,41.328,38.889,68.033,44.242,40.402,44.819,39.572,40.115,44.880,39.682,38.255,40.142,34.553,30.060,46.177,31.253,30.627,40.050,38.303
27,30.648,33.567,56.338,42.953,46.204,42.107,33.744,51.738,42.943,49.857,46.128,47.959,41.550,42.829,52.206,43.795,62.160,38.723,36.934,40.027,36.687,34.236,31.051,38.307,35.029,36.766,33.955,43.980,43.172,47.061,48.296,46.318,41.000,39.199,67.614,43.994,40.387,45.094,39.734,39.522,44.867,39.454,38.474,40.437,34.644,30.099,46.106,31.365,30.418,40.830,38.468
28,30.670,33.624,56.305,42.876,46.407,41.722,33.543,52.366,43.066,50.148,46.391,47.436,41.204,43.098,51.739,43.717,61.689,38.340,37.298,39.847,36.313,33.768,31.184,38.425,34.670,36.976,33.747,44.244,43.660,47.268,48.755,46.691,41.049,38.975,68.049,44.178,40.154,44.932,39.916,39.768,44.825,39.614,38.031,40.372,34.608,30.055,46.367,31.355,30.572,40.195,38.561
29,30.529,33.390,56.606,42.640,46.190,41.689,33.455,52.013,43.104,49.861,45.790,47.814,41.284,42.765,50.722,43.676,62.294,38.544,37.116,39.984,36.391,33.942,31.094,38.244,35.167,36.455,34.037,43.966,43.458,47.240,48.496,46.448,41.152,39.197,67.321,44.398,40.661,45.104,39.537,39.577,44.368,39.653,38.407,40.236,34.651,30.111,46.048,31.444,30.695,39.950,38.342
30,30.679,33.360,56.303,42.893,46.181,41.737,33.718,52.295,42.568,49.580,46.058,47.509,41.401,42.814,50.378,43.855,61.884,39.023,37.133,40.206,36.631,33.972,31.242,38.053,35.034,36.747,33.957,44.287,43.491,47.130,48.445,46.234,41.277,39.076,68.119,44.006,40.337,44.727,39.686,39.698,44.773,39.748,38.444,40.696,34.527,30.029,46.092,31.376,30.555,40.082,38.327
31,30.567,33.002,56.385,43.083,46.037,41.416,33.987,51.899,43.023,49.675,46.137,48.347,41.481,42.603,49.741,43.581,62.114,38.565,37.075,40.062,36.389,34.010,31.249,38.369,34.905,36.503,33.783,44.778,43.354,47.365,48.300,46.437,41.149,38.979,67.609,44.252,40.130,44.604,39.299,39.634,44.698,39.920,38.285,40.126,34.248,29.887,46.147,31.074,30.841,39.691,38.389
32,30.771,33.454,56.600,42.699,45.759,42.235,33.767,52.450,42.877,50.000,46.292,47.694,41.296,42.742,49.434,43.549,61.892,38.288,36.927,40.270,36.658,33.770,31.182,38.243,34.591,36.741,33.740,44.602,43.298,47.160,48.459,45.934,41.109,38.910,67.063,44.320,40.149,45.157,39.762,39.649,44.603,39.619,38.470,40.592,34.434,30.010,45.938,31.478,30.531,39.872,38.326
33,30.442,33.218,56.308,42.901,46.407,41.668,33.620,51.896,42.333,50.059,45.889,48.076,41.459,42.913,49.021,43.162,62.324,38.672,36.815,40.352,36.641,33.978,31.171,38.488,35.068,36.639,33.789,44.011,43.155,47.089,48.527,46.581,40.989,39.183,67.828,44.480,40.284,44.923,39.545,39.715,44.550,39.340,38.677,40.505,34.527,30.017,46.323,31.661,30.772,40.071,38.485
34,30.442,33.172,56.153,42.580,45.947,42.247,33.594,52.091,43.106,49.352,45.749,47.979,41.135,42.861,48.182,43.281,60.936,38.572,36.963,39.762,36.535,34.152,31.153,38.124,34.971,36.391,33.845,44.949,43.530,47.095,48.807,46.107,41.100,38.926,67.891,44.042,40.229,44.471,39.471,39.398,44.702,39.830,38.287,40.505,34.676,29.945,46.112,31.263,30.471,40.021,38.504
35,30.422,33.791,56.036,42.871,45.882,41.686,33.553,52.581,42.464,49.193,45.784,47.625,41.495,42.328,47.971,43.356,61.743,38.295,37.026,39.968,36.259,33.802,31.188,38.191,34.710,36.846,33.937,44.608,43.575,46.901,48.535,46.358,41.081,39.032,67.468,43.987,40.233,44.809,39.709,39.628,44.626,39.799,38.392,40.372,34.445,30.183,45.584,31.165,30.510,40.174,38.396
36,30.388,33.378,56.660,42.767,45.806,42.005,33.992,52.735,42.633,49.845,46.580,47.698,41.108,42.597,47.750,42.799,61.225,38.533,37.077,40.076,36.650,33.958,31.213,38.392,34.857,36.561,33.867,44.480,43.843,46.949,49.076,46.197,41.193,38.940,67.463,44.122,40.372,44.783,39.973,39.466,44.806,38.990,38.451,40.515,34.702,29.807,45.843,31.040,30.471,40.372,38.500
37,30.487,33.468,56.286,42.527,46.007,41.505,33.408,52.775,43.138,49.884,46.201,47.478,41.233,42.734,47.398,43.413,61.923,38.700,37.051,40.192,36.912,34.040,30.880,38.295,34.866,36.661,33.818,44.094,43.207,47.032,48.328,46.100,40.981,38.657,67.581,44.124,40.228,44.918,39.596,39.992,44.639,39.566,38.720,40.634,34.520,30.084,46.233,31.488,30.594,40.376,38.579
38,30.758,33.654,56.411,42.912,45.741,41.528,33.747,52.567,42.350,50.027,45.224,47.612,41.413,42.723,47.409,43.631,62.235,38.258,36.964,39.831,36.667,33.888,31.051,38.489,34.963,36.465,33.888,44.389,43.584,47.137,48.195,46.615,41.044,39.025,67.661,44.149,40.019,44.688,39.826,39.848,44.636,39.238,38.386,40.550,34.333,30.130,45.892,31.592,30.815,40.191,38.361
39,30.664,33.424,56.811,42.834,46.007,41.592,34.054,52.117,42.771,49.252,45.988,47.749,41.248,42.606,47.150,43.356,61.630,38.953,37.323,40.197,36.406,34.054,30.964,38.275,34.631,36.413,33.919,44.082,43.252,47.025,48.596,46.258,40.973,38.819,67.704,44.314,40.260,44.708,39.561,39.725,44.567,39.636,38.243,40.871,34.532,29.981,46.139,31.564,30.724,40.128,38.780
40,30.298,33.344,56.465,42.874,46.120,42.000,33.566,52.292,42.862,49.805,46.073,47.234,41.320,42.465,46.686,43.341,61.965,38.614,37.136,40.330,36.951,34.074,31.090,37.957,34.859,36.768,34.033,44.054,43.592,47.249,48.456,46.799,41.237,38.806,67.935,43.966,40.176,44.565,39.695,39.466,44.596,40.044,38.689,40.634,34.465,29.749,46.657,31.518,30.562,39.926,38.630
41,30.516,33.874,56.271,42.584,46.477,41.344,33.796,51.919,43.023,49.582,45.525,47.162,40.901,42.693,46.654,43.784,61.938,38.623,37.080,40.126,36.641,33.970,31.016,38.008,35.065,36.631,33.885,43.818,43.693,47.502,48.544,46.670,40.954,38.817,67.844,44.164,40.140,44.746,39.805,39.723,44.662,39.413,38.727,40.207,34.358,30.191,46.243,31.351,30.567,40.440,38.625
42,30.350,33.356,56.837,42.742,45.887,41.747,33.421,52.406,42.939,49.841,46.047,47.199,41.358,42.772,46.834,44.121,62.212,38.481,37.187,40.261,36.795,33.872,31.144,38.224,34.834,36.792,33.780,43.920,43.188,47.207,48.732,46.576,41.171,38.843,67.863,44.128,40.363,44.705,39.930,39.912,44.803,39.777,38.407,40.880,34.246,30.000,46.323,31.309,30.827,40.135,38.382
43,30.567,33.548,56.157,42.920,45.866,41.454,33.561,52.242,42.780,49.975,46.344,47.842,41.507,42.959,46.382,43.365,62.301,38.400,37.139,40.172,36.731,34.076,31.160,38.136,34.842,36.479,33.934,44.517,43.272,47.019,48.339,46.367,40.907,38.940,67.912,44.206,40.428,44.710,40.078,39.961,44.568,39.723,38.395,40.324,34.475,29.959,46.139,31.635,30.387,40.468,38.471
44,30.617,33.518,56.409,42.854,46.521,41.380,33.553,51.829,42.968,50.293,45.831,47.065,41.478,42.684,46.327,43.484,62.580,38.456,37.046,40.002,36.592,33.858,31.108,38.298,34.894,36.092,33.946,43.983,43.346,47.224,48.115,46.216,41.009,39.002,67.912,43.693,40.375,44.611,39.592,39.702,44.435,39.716,38.575,40.214,34.431,29.862,46.195,31.394,30.637,40.220,38.364
45,30.583,33.353,56.364,42.853,46.208,41.929,33.718,51.805,42.809,50.011,45.455,47.186,41.303,42.484,46.317,43.371,61.918,38.340,37.044,39.817,36.553,34.106,30.848,38.310,34.664,36.641,33.891,44.463,43.115,47.236,48.507,46.552,41.059,38.803,67.440,43.985,40.406,44.850,39.590,39.612,44.596,39.721,38.290,40.362,34.305,29.956,46.227,31.400,30.562,40.390,38.360
46,30.446,33.454,56.465,42.969,46.144,41.806,33.755,52.081,43.294,49.925,45.743,47.491,41.332,42.908,46.370,43.825,61.840,38.386,37.114,40.231,36.313,34.265,30.954,38.403,35.124,36.471,33.948,44.014,43.606,47.170,48.552,46.406,40.932,38.840,67.646,44.187,40.670,44.857,39.881,39.988,44.652,39.706,38.393,40.689,34.261,29.933,46.275,31.432,30.637,39.943,38.281
47,30.520,33.470,56.679,42.659,45.882,41.676,33.463,51.812,42.769,49.527,45.810,47.261,41.240,42.599,46.107,43.190,61.808,38.607,36.820,40.206,36.907,34.006,30.925,38.185,34.786,36.505,33.934,44.111,43.366,47.195,48.593,46.446,40.941,38.771,67.393,43.919,40.053,44.867,39.666,39.671,44.708,39.444,38.753,39.994,34.663,29.862,46.434,31.444,30.591,39.833,38.342
48,30.756,33.615,56.204,42.987,46.468,41.385,33.659,52.268,42.941,50.009,45.813,46.973,41.197,42.693,45.853,43.512,62.074,38.456,37.156,40.307,36.465,34.076,31.260,38.332,34.873,36.573,33.955,44.190,43.405,46.850,48.353,46.554,41.062,38.829,67.995,44.126,40.380,44.903,39.766,39.860,44.680,39.570,38.442,40.159,34.402,29.932,45.982,31.653,30.909,40.138,38.176
49,30.731,33.511,56.434,42.765,46.028,41.066,33.755,52.067,42.528,49.852,45.956,47.296,41.488,42.510,46.152,43.659,61.573,38.600,36.748,40.270,36.472,33.808,31.020,38.632,34.733,36.459,33.668,44.020,43.623,47.111,48.211,46.088,41.291,38.887,68.172,44.325,40.558,44.597,39.771,39.801,44.440,39.427,38.463,40.269,34.502,29.961,46.006,31.508,30.320,40.291,38.405
50,30.363,33.445,56.781,42.844,45.678,41.441,33.786,52.013,42.725,49.932,45.776,46.519,41.507,42.642,45.917,43.138,62.254,38.409,37.160,40.002,36.389,33.918,31.074,38.049,34.685,36.465,33.743,44.222,43.666,46.856,48.927,46.439,41.299,39.012,67.916,44.056,40.527,45.068,39.467,39.472,44.534,39.784,38.769,40.197,34.773,30.113,46.090,31.524,30.594,40.475,38.230
51,30.783,33.346,56.422,42.671,46.065,41.709,33.478,51.725,42.998,50.530,45.933,47.347,41.671,42.588,45.969,43.283,62.205,38.588,37.000,39.936,36.430,34.082,31.058,38.240,34.750,36.924,33.895,44.469,43.502,46.910,48.649,46.509,40.978,38.627,67.930,44.072,40.601,44.935,39.430,39.407,44.269,39.871,38.470,40.476,34.477,30.026,46.289,31.404,30.603,40.177,38.349
52,30.738,33.670,56.525,42.802,46.023,41.452,34.059,51.785,42.775,49.784,46.347,46.708,40.998,42.243,45.587,43.531,61.681,38.667,37.075,40.108,36.489,34.034,31.159,38.499,34.836,36.918,33.960,43.989,43.436,47.320,48.376,46.303,40.943,38.859,67.760,44.270,40.536,44.816,39.578,39.749,44.328,39.709,38.315,40.699,34.083,29.899,46.124,31.404,30.375,39.826,38.299
53,30.693,33.381,56.479,42.758,46.424,41.059,33.388,51.513,42.905,50.234,45.015,46.797,41.279,42.362,45.751,43.384,62.429,38.328,36.677,40.130,36.782,33.735,30.918,38.253,34.796,36.547,33.782,44.031,43.292,47.020,48.412,46.484,41.033,39.060,67.900,43.961,40.543,44.341,39.645,39.649,44.508,39.682,38.220,40.337,34.181,30.116,46.807,31.653,30.635,40.170,38.247
54,30.565,33.234,56.497,42.675,45.956,42.268,33.584,52.433,42.633,49.634,45.808,47.079,41.113,42.731,45.540,43.322,61.797,38.928,37.002,39.883,36.333,34.080,31.180,37.957,34.845,36.794,33.704,44.247,43.121,47.125,48.587,46.101,40.847,38.975,67.970,43.667,40.733,44.630,39.574,39.298,44.578,39.536,38.266,40.337,34.358,30.027,45.809,31.444,30.623,39.691,38.424
55,30.762,33.571,56.075,42.896,46.056,41.633,33.716,52.453,42.892,49.714,46.201,46.893,41.115,42.979,45.904,43.063,61.955,38.421,36.891,39.902,36.594,34.110,31.135,38.111,34.674,36.613,34.073,44.099,43.238,47.166,48.551,46.507,40.843,38.843,68.281,44.358,40.235,44.964,39.646,39.538,44.893,39.735,38.177,40.505,34.447,30.111,46.193,31.365,30.570,39.465,38.429
56,30.561,33.638,55.996,42.925,46.194,41.314,33.432,52.060,42.665,50.236,45.589,46.715,41.279,42.446,45.811,43.518,62.277,38.384,37.187,40.261,36.560,34.022,31.015,38.272,34.925,36.417,33.895,43.861,43.413,47.575,48.715,46.228,40.816,39.074,67.842,44.219,40.425,44.527,39.740,39.815,44.401,39.820,38.682,40.450,34.271,30.002,46.452,31.398,30.800,39.805,38.595
57,30.709,33.773,56.344,42.842,46.653,41.406,33.625,52.104,42.839,50.116,46.026,46.206,41.397,42.584,45.823,43.229,62.161,38.526,37.228,40.350,36.711,34.068,30.851,38.146,34.888,36.745,33.818,44.588,43.329,47.073,48.473,46.161,41.201,38.579,67.700,44.038,40.283,44.570,39.678,39.819,44.643,40.024,38.547,40.443,34.504,29.964,45.930,31.388,30.663,40.177,38.444
58,30.641,33.580,56.443,42.594,45.655,41.485,33.406,52.255,42.445,49.805,45.959,45.852,41.341,42.716,45.683,43.184,62.087,38.265,37.085,40.172,36.509,34.148,31.063,38.236,34.854,36.299,33.907,44.270,43.526,46.760,48.665,46.424,41.250,38.662,67.763,44.199,40.349,45.118,39.639,39.657,44.734,39.891,38.427,39.994,34.337,30.077,46.225,31.321,30.673,39.801,38.155
59,30.480,33.679,56.826,43.131,45.738,41.643,33.822,52.221,43.074,50.359,46.058,46.495,40.834,42.844,45.814,43.551,62.057,38.465,37.131,39.973,36.218,33.954,30.871,38.321,34.785,36.481,33.883,44.616,43.331,47.342,48.220,46.715,41.130,38.812,67.791,44.398,40.354,44.843,39.699,39.838,44.551,39.563,38.325,40.214,34.429,30.038,46.442,31.418,30.490,40.401,38.300
60,30.751,33.470,56.979,42.657,45.940,41.536,33.677,52.708,43.383,50.125,46.350,46.828,41.505,42.669,45.599,43.132,61.691,38.581,37.172,39.977,36.597,34.036,31.178,38.305,34.934,36.381,33.916,44.193,43.739,46.818,48.214,46.382,41.380,38.731,68.051,44.233,40.241,44.534,40.170,39.567,44.642,39.619,38.299,40.298,34.339,30.121,46.181,31.490,30.293,39.961,38.321
61,30.769,33.606,56.718,42.791,46.218,41.551,33.982,52.423,42.748,49.827,45.997,45.993,41.457,42.663,45.650,42.749,61.867,38.744,37.053,40.066,36.638,34.100,31.012,38.457,35.032,36.729,33.984,44.179,44.042,46.934,48.165,46.491,41.366,38.586,67.926,43.965,40.548,44.973,39.604,39.546,44.562,39.672,38.437,41.078,34.456,29.968,46.430,31.098,30.728,40.177,38.487
62,30.771,33.083,56.024,42.420,46.410,41.781,33.506,52.530,42.852,49.945,46.102,46.082,41.156,42.787,45.460,43.255,62.055,38.405,37.384,39.970,36.714,33.760,30.999,38.265,34.771,36.541,33.885,44.114,43.398,47.061,48.434,46.539,41.256,38.796,68.032,44.141,40.500,44.848,39.578,39.723,44.376,39.534,38.498,40.605,34.601,29.968,46.044,31.683,30.435,39.635,38.581
63,30.489,33.798,56.099,42.884,46.729,41.916,33.550,52.366,42.780,49.609,46.061,45.395,41.476,42.505,45.624,43.160,62.072,38.544,37.037,40.341,36.518,34.010,31.061,38.536,35.158,36.495,33.892,44.173,43.924,46.964,48.451,46.737,41.130,38.574,67.509,43.990,40.457,44.911,39.900,39.834,44.571,39.864,38.304,40.460,34.461,30.079,46.384,31.361,30.666,40.039,38.403
64,30.487,33.608,56.129,42.568,46.289,41.444,33.656,51.906,42.994,50.427,45.752,45.515,41.240,42.844,45.549,43.514,62.220,38.767,37.291,39.796,36.736,33.762,31.024,38.252,35.074,36.232,33.952,43.707,43.489,47.344,48.521,46.263,41.119,39.104,68.230,44.097,39.935,44.884,40.104,40.025,44.565,39.959,38.491,40.744,34.383,30.012,46.675,31.283,30.502,40.252,38.546
65,30.668,33.433,56.652,42.606,46.220,41.061,33.687,51.846,42.890,50.380,46.102,45.165,41.666,42.454,45.306,43.572,62.346,38.988,36.961,40.387,36.692,33.926,31.166,38.353,35.075,36.421,33.800,44.017,43.398,47.339,48.716,46.454,41.233,38.887,68.025,43.836,40.399,44.725,39.666,39.772,44.482,39.738,38.299,40.039,34.491,29.824,46.606,31.504,30.377,39.986,38.472
