 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51
310,31.052,33.933,60.052,44.956,48.766,43.824,34.189,54.584,44.487,54.895,48.399,48.285,47.582,47.676,56.029,46.847,71.739,40.040,38.158,40.808,38.457,35.010,31.622,39.543,36.459,37.028,34.303,46.398,45.685,50.655,53.343,50.893,42.584,40.225,78.221,47.839,41.599,47.737,40.895,41.959,47.761,40.961,39.939,41.528,34.612,30.234,49.297,31.737,30.714,41.972,39.293
311,30.937,33.874,61.163,45.298,49.421,44.041,34.307,56.859,45.233,54.830,48.589,48.625,46.736,47.599,58.406,47.067,71.338,39.798,38.267,41.231,38.697,35.006,31.546,39.420,36.074,37.333,34.508,46.429,45.870,50.636,53.242,50.387,43.074,40.356,79.209,47.735,41.887,47.865,41.287,41.144,47.974,41.184,40.299,41.786,35.092,29.935,48.781,31.502,30.800,41.879,39.097
312,32.114,33.977,60.959,45.894,49.065,48.161,34.930,58.577,45.047,55.252,49.044,48.471,46.608,48.601,59.729,46.667,71.027,40.605,38.298,41.359,39.056,35.379,31.647,39.391,36.134,37.214,34.575,47.477,45.966,50.279,53.081,50.933,42.717,40.403,78.440,48.122,42.163,47.592,40.939,42.341,49.106,41.347,42.026,42.466,34.872,30.077,50.546,31.616,31.248,41.844,39.555
313,32.357,34.245,61.144,46.096,49.412,48.270,34.902,58.621,45.356,55.420,49.265,48.948,47.202,48.944,62.188,46.609,72.103,40.093,38.750,41.725,40.086,35.583,31.540,39.276,35.962,37.273,34.374,48.077,45.898,50.376,53.314,50.897,43.533,40.308,79.254,48.510,42.259,47.998,41.150,42.454,51.117,41.439,44.783,42.515,34.979,30.197,50.962,31.689,31.750,42.411,39.522
314,32.343,34.264,61.727,46.382,50.016,46.625,35.398,58.715,45.189,56.118,48.455,49.361,48.514,49.158,63.994,47.289,72.145,39.949,38.888,41.849,40.861,35.154,31.738,39.821,36.084,37.399,34.332,46.369,45.967,50.892,53.084,50.928,43.527,40.440,79.619,48.128,42.046,48.217,41.195,41.955,50.978,41.238,46.344,43.094,34.957,30.451,49.761,32.026,31.584,41.762,39.445
315,32.325,34.048,61.456,46.207,49.845,45.967,35.013,57.319,45.070,55.373,48.869,48.990,48.726,48.960,66.465,47.441,71.965,40.040,38.917,41.481,41.198,35.539,31.587,39.701,35.725,37.168,34.504,46.190,45.877,50.517,53.446,50.985,43.388,40.213,79.733,48.353,42.092,47.860,40.896,41.817,50.962,41.442,48.668,42.469,34.741,30.410,49.532,31.847,31.553,42.624,39.482
316,32.278,34.073,61.368,45.833,49.789,46.347,34.915,57.292,45.460,55.068,49.373,49.887,49.483,49.702,68.497,47.203,71.723,40.253,38.947,41.275,41.377,35.553,31.509,39.495,35.693,37.327,34.411,47.176,45.918,50.977,53.715,50.857,43.320,40.185,79.565,47.925,41.971,48.043,41.164,42.224,51.464,41.510,49.572,42.799,34.879,30.350,49.994,31.799,31.839,42.074,39.758
317,32.661,34.112,60.787,45.910,48.998,46.834,35.049,56.735,44.481,54.975,49.367,49.983,50.757,49.318,69.256,47.600,71.261,40.165,38.935,41.199,41.584,35.301,31.658,39.741,35.978,37.389,34.297,47.736,46.025,50.568,53.310,50.652,43.472,40.627,78.432,48.103,42.283,48.273,41.057,42.419,51.528,41.400,51.734,42.272,34.683,30.068,50.062,32.096,32.065,42.450,39.485
318,32.897,33.984,60.421,45.992,49.109,46.352,35.225,56.443,45.146,54.920,49.790,50.608,51.207,49.171,71.213,46.894,71.899,40.398,38.990,41.279,42.112,35.417,31.684,39.341,35.920,37.477,34.208,47.403,46.197,50.406,53.624,51.221,43.427,40.079,78.835,48.011,42.130,47.884,41.412,42.363,51.912,41.466,52.928,43.074,34.807,30.067,50.396,31.928,32.207,42.397,39.524
319,32.769,34.227,60.200,45.861,49.292,45.977,34.809,55.913,44.790,54.716,49.921,50.416,50.957,48.567,71.626,47.369,71.308,40.416,39.007,41.053,42.577,35.673,31.552,39.470,35.633,37.299,34.381,47.003,46.211,50.579,53.810,50.666,43.074,40.215,79.418,48.113,42.101,48.092,41.123,41.936,52.227,41.323,54.862,42.871,34.718,30.224,49.958,32.122,32.231,42.784,39.602
320,32.794,33.956,61.075,45.718,49.586,45.673,35.070,56.450,44.525,54.964,50.306,50.701,50.885,48.260,73.337,47.073,71.971,40.179,38.889,41.471,43.425,35.633,31.420,39.580,35.558,37.437,34.233,47.895,46.526,50.619,53.420,51.184,43.153,40.463,79.084,48.211,42.033,48.065,41.271,42.474,52.632,41.323,56.458,42.472,34.917,30.356,50.096,32.032,32.373,42.546,39.509
321,32.904,34.280,61.850,46.057,50.049,44.589,34.788,56.805,45.095,55.795,49.440,50.048,51.519,48.420,75.905,47.629,72.321,40.216,38.655,41.350,43.626,35.180,31.682,39.673,36.008,37.371,34.564,46.216,45.918,50.865,53.814,50.912,43.191,40.900,79.842,47.938,42.296,47.969,41.021,41.994,52.334,41.291,56.871,41.948,34.677,30.108,49.472,32.440,32.452,42.064,39.551
322,32.381,34.314,61.501,46.011,49.958,44.969,34.672,56.671,45.034,54.948,49.808,50.887,49.856,48.309,76.954,47.302,71.556,40.381,38.821,41.538,43.782,35.477,31.511,39.518,35.765,37.409,34.324,46.801,46.022,51.105,53.672,51.030,43.024,40.641,79.540,48.022,42.231,48.577,41.600,42.187,52.538,41.488,59.531,42.764,35.112,30.419,49.775,32.116,32.930,41.975,39.444
323,32.399,34.083,60.998,45.573,48.826,44.946,34.537,55.138,44.693,55.105,49.394,50.849,48.546,47.953,76.866,47.423,72.326,40.019,38.434,41.373,43.976,35.439,31.561,39.628,35.621,37.717,34.271,46.898,46.211,50.933,54.055,51.146,42.805,40.394,79.202,48.296,42.003,47.886,41.469,41.949,52.654,41.245,59.598,42.197,35.055,30.239,50.018,32.347,32.772,42.014,39.579
324,32.294,34.023,61.301,45.823,49.549,45.158,34.452,55.695,44.773,55.066,49.641,51.488,47.990,48.049,76.797,46.739,71.272,40.026,38.718,41.398,43.968,35.395,31.413,39.584,35.791,37.495,34.323,46.909,46.138,50.792,53.598,51.387,43.144,40.794,79.482,48.005,41.969,47.891,41.377,42.263,53.067,41.595,60.839,42.566,34.842,30.320,49.813,31.944,33.188,42.440,39.556
325,32.101,33.892,61.340,46.017,49.447,44.804,34.214,56.698,44.809,54.936,49.545,50.828,47.680,48.008,76.752,47.482,72.007,39.853,38.337,41.737,45.496,35.345,31.812,39.503,35.333,37.427,34.399,46.952,45.871,50.827,53.841,51.397,43.127,40.542,79.847,47.850,42.430,48.056,41.266,42.111,53.332,41.201,60.715,42.825,35.005,30.190,49.488,32.088,32.901,42.706,39.440
326,31.865,34.282,61.443,45.952,49.731,44.605,34.432,57.128,45.174,55.434,48.898,50.065,47.058,47.158,76.424,47.009,71.666,39.772,38.352,41.636,44.800,35.124,31.553,39.543,35.648,37.389,34.428,46.972,46.189,50.799,53.310,50.896,43.380,40.794,80.016,47.784,42.122,47.949,41.188,41.725,53.314,40.988,61.551,42.327,34.945,30.188,48.875,32.094,32.570,41.972,39.536
327,32.186,34.344,60.910,45.856,49.731,44.526,34.478,56.181,44.771,55.523,49.379,50.718,46.505,47.548,76.652,47.194,72.546,39.914,38.303,41.705,45.088,35.571,31.464,39.457,35.611,37.601,34.197,47.276,46.161,50.796,53.654,50.767,43.231,40.766,79.837,48.075,42.442,48.068,41.545,41.875,53.005,41.367,60.271,42.178,35.021,30.210,49.691,31.992,32.793,42.121,39.665
328,31.744,34.140,61.007,45.344,49.562,44.237,34.460,56.114,44.714,55.641,48.729,50.034,46.125,47.296,75.932,46.801,72.134,40.663,38.308,40.947,45.347,35.315,31.645,39.565,35.714,37.445,34.381,46.739,45.756,50.670,53.666,51.463,43.109,40.222,79.579,48.213,42.168,47.464,41.377,41.634,53.156,41.845,60.189,42.515,34.878,30.138,50.149,32.321,32.673,42.468,39.649
329,31.637,33.970,61.886,45.893,50.167,44.020,34.801,56.393,45.400,55.582,48.682,50.825,46.043,46.949,75.448,46.898,72.536,39.640,38.308,41.519,45.567,35.431,31.747,39.433,35.665,37.465,34.362,46.239,46.276,50.917,53.012,51.170,43.046,40.454,79.895,47.616,41.961,48.297,41.031,42.064,52.831,41.117,58.119,42.479,34.770,30.162,49.468,31.980,32.925,41.979,39.358
330,31.491,34.346,61.492,45.806,49.484,44.426,34.522,56.245,44.894,55.277,48.962,50.722,44.827,47.149,75.177,46.728,71.820,40.033,38.553,41.538,45.044,35.212,31.472,39.500,35.793,37.643,34.374,46.929,45.904,51.189,53.573,50.975,43.068,40.940,79.753,47.783,42.115,48.181,41.408,41.873,53.138,41.323,56.876,42.634,34.869,30.140,49.237,31.771,32.651,41.730,39.626
331,31.527,34.005,60.667,45.991,49.375,44.441,34.264,56.883,44.989,55.107,49.160,50.976,45.200,46.994,74.284,46.711,71.768,39.526,38.296,41.838,44.401,35.341,31.604,39.562,35.624,37.565,34.399,47.366,46.269,51.313,53.604,51.025,43.195,40.583,79.604,47.847,41.889,48.667,41.393,41.789,52.568,41.413,56.869,42.537,34.840,30.149,49.416,32.038,32.457,42.369,39.607
332,31.478,34.142,61.321,45.550,50.025,44.477,34.618,57.013,45.358,54.855,48.945,50.495,44.599,47.079,73.203,46.451,70.392,39.944,38.117,41.602,43.902,35.279,31.642,39.569,35.553,37.601,34.562,46.847,46.332,50.144,53.496,50.978,43.244,40.595,79.944,47.663,42.276,47.896,41.053,41.248,52.111,41.386,54.344,42.563,35.014,30.207,48.540,31.857,32.791,41.890,39.391
333,31.758,34.335,60.976,45.687,49.250,44.324,34.065,55.919,44.489,54.864,48.799,50.625,44.435,47.104,72.453,46.505,71.677,40.186,38.366,41.670,44.330,35.417,31.672,39.488,35.829,37.265,34.227,47.446,46.227,50.635,53.524,51.243,43.144,40.653,79.393,47.913,41.918,48.060,41.496,42.010,52.249,41.245,54.042,41.793,34.853,30.371,49.574,32.102,32.476,42.230,39.289
334,31.484,33.904,60.393,45.704,49.718,43.651,34.351,55.117,44.735,55.466,49.434,50.230,44.577,46.928,72.414,46.903,72.308,39.867,38.192,41.254,44.098,35.255,31.553,39.294,35.716,37.240,34.214,46.659,46.351,51.317,53.680,51.264,43.165,40.444,80.077,47.872,42.151,48.193,41.312,42.222,52.033,41.245,52.126,41.926,34.651,30.287,49.940,32.247,32.591,42.309,39.509
335,31.397,34.080,61.493,45.823,49.785,43.694,34.615,56.490,45.172,55.793,49.192,49.306,44.885,46.601,72.239,46.793,71.997,39.698,38.233,41.453,43.677,35.315,31.639,39.530,35.794,37.537,34.332,46.009,45.801,51.272,53.326,50.849,43.006,40.759,80.891,47.867,41.777,48.157,41.113,41.895,51.664,41.163,50.696,41.761,34.892,30.188,49.564,31.912,31.892,42.309,39.458
336,31.065,34.009,61.736,45.766,49.910,44.332,34.289,56.221,45.030,55.407,49.006,49.237,44.416,46.561,71.370,46.663,71.864,39.791,38.221,41.757,43.333,35.170,31.769,39.744,35.416,37.595,34.179,46.719,45.953,50.911,53.557,50.981,42.965,40.542,80.311,47.733,41.830,47.874,41.818,41.850,51.799,41.337,49.843,42.236,34.922,30.297,49.404,32.032,32.224,42.216,39.402
337,31.372,34.039,61.086,45.648,49.419,44.719,34.328,56.574,44.650,55.116,48.688,50.612,44.317,47.070,70.723,46.346,71.788,40.398,38.619,41.597,42.477,35.253,31.647,39.443,35.519,37.591,34.450,47.122,45.963,51.189,53.666,51.525,43.141,40.183,79.900,48.018,42.110,48.210,41.104,41.817,51.710,41.379,48.988,42.456,34.894,30.248,49.522,31.986,32.144,42.103,39.541
338,30.928,34.278,61.680,46.034,49.782,43.288,34.318,57.064,45.133,55.720,48.472,49.598,44.755,46.906,69.448,47.041,71.950,39.558,38.155,41.773,42.998,35.176,31.833,39.648,35.590,37.451,34.420,46.372,45.910,51.233,53.587,51.404,43.125,40.456,79.877,48.019,41.848,48.307,41.504,41.606,51.039,41.299,47.956,41.819,34.966,30.168,49.878,32.112,32.260,41.617,39.545
339,31.336,34.037,60.613,45.491,49.572,44.061,34.326,56.131,44.765,55.191,49.312,50.375,43.925,46.797,68.057,46.456,72.010,39.765,38.379,41.531,41.895,35.331,31.552,39.363,35.611,37.351,34.410,46.929,46.085,50.934,53.722,51.019,42.862,40.606,79.426,48.256,42.175,48.280,41.566,42.407,50.852,41.549,47.760,41.903,34.931,29.971,49.920,31.741,32.594,41.716,39.396
340,31.303,34.161,61.880,45.623,50.111,43.582,34.178,56.715,45.146,56.325,48.886,49.997,44.123,46.751,67.924,46.881,72.792,40.091,38.315,41.535,42.374,34.864,31.622,39.600,35.639,37.323,34.383,46.190,46.054,50.904,53.395,51.082,42.848,40.868,80.935,47.805,42.070,48.379,41.064,41.682,50.743,40.898,46.930,41.874,35.174,30.209,49.199,31.910,32.486,42.624,39.623
341,31.034,34.138,61.559,45.868,50.079,44.013,34.098,56.916,45.184,55.493,48.280,49.512,43.846,46.605,66.719,46.112,71.776,39.821,37.869,41.892,41.619,35.188,31.789,39.598,35.662,37.579,34.212,46.702,46.048,51.562,53.761,51.304,43.019,40.370,80.479,47.975,41.894,48.203,41.250,41.643,50.558,41.109,46.367,42.184,34.888,30.202,49.048,31.723,32.188,42.011,39.331
342,30.809,33.984,61.211,45.600,49.921,44.513,34.501,56.201,45.017,55.270,49.050,49.911,44.209,46.367,66.327,46.706,71.914,39.447,38.036,41.730,41.452,35.246,31.514,39.365,35.707,37.772,34.347,47.074,46.149,50.694,54.251,51.209,43.271,40.611,79.135,48.204,41.721,48.237,41.676,41.858,50.670,41.250,46.028,42.712,35.135,29.938,49.721,31.938,32.421,42.348,39.468
343,31.101,33.812,61.705,45.605,49.637,44.158,34.473,56.913,44.843,55.507,49.128,49.385,43.519,47.089,66.997,46.434,72.244,40.114,38.114,41.812,41.477,35.112,31.553,39.512,35.541,37.475,34.221,47.185,46.379,51.102,53.705,51.385,43.290,40.558,80.646,48.024,42.277,48.292,41.309,41.975,50.398,41.600,45.094,42.159,35.034,30.038,49.365,31.841,32.327,41.915,39.393
344,30.895,34.140,61.243,45.781,49.845,43.490,33.982,56.010,44.924,56.177,49.172,49.608,43.288,46.633,65.942,46.231,72.491,39.700,38.197,41.368,41.516,35.032,31.583,39.356,35.379,37.134,34.360,46.608,45.980,50.927,53.899,51.245,43.563,40.704,80.423,48.240,42.173,48.527,41.201,41.653,49.998,41.417,45.009,41.838,35.043,30.178,50.024,31.741,32.630,41.617,39.461
345,31.197,34.216,60.647,45.640,49.164,44.309,33.868,56.104,44.703,54.550,50.172,49.124,43.454,46.614,65.021,46.104,71.864,39.828,38.636,41.366,41.068,35.307,31.575,39.547,35.558,37.539,34.259,47.043,46.039,50.866,53.824,51.204,43.119,40.688,79.942,47.890,42.113,48.406,41.643,41.903,50.009,41.624,44.629,42.589,34.814,30.262,49.502,31.994,32.293,42.202,39.672
346,31.004,34.220,62.140,45.870,49.838,43.398,34.041,56.701,45.169,55.682,48.676,49.299,43.784,46.284,63.634,46.479,72.326,39.816,38.185,41.419,41.438,35.453,31.775,39.542,35.644,37.539,34.483,45.807,45.837,51.329,53.392,51.670,43.100,40.528,80.251,48.113,42.279,48.756,41.178,41.801,49.705,41.002,43.888,41.974,34.929,30.405,49.494,31.785,32.135,41.826,39.463
347,30.747,34.009,61.850,45.662,50.201,44.005,34.240,56.523,44.864,55.530,49.227,49.000,43.938,46.586,63.110,46.477,72.503,39.563,38.129,41.538,41.127,35.555,31.731,39.516,35.582,37.663,34.330,46.955,46.759,51.230,54.178,51.612,43.470,40.794,81.311,48.081,42.421,48.039,41.451,41.782,49.794,41.515,43.703,42.194,35.158,30.277,49.239,31.853,32.224,41.773,39.355
348,31.112,34.094,62.067,45.922,50.380,43.952,34.375,57.195,44.619,55.275,48.802,49.100,44.094,46.817,62.306,46.715,72.247,40.070,38.044,41.835,40.804,35.244,31.686,39.722,35.475,37.830,34.386,46.335,46.267,50.777,53.685,51.093,43.168,40.340,81.116,47.913,42.368,48.249,41.182,41.735,49.452,41.328,43.199,42.123,34.982,30.126,49.335,31.835,32.180,41.883,39.616
349,30.854,34.213,61.391,45.751,49.815,43.722,34.367,56.406,44.828,56.102,48.257,49.120,43.858,46.313,61.213,46.220,72.743,40.000,38.469,41.890,40.966,34.762,31.661,39.620,35.768,37.206,34.511,46.577,46.050,51.227,53.842,51.575,42.983,40.558,81.060,47.519,41.947,48.529,41.301,42.166,49.810,41.228,43.332,42.265,35.014,30.239,49.847,31.871,32.005,41.670,39.481
350,31.058,34.167,61.138,45.618,50.049,43.490,34.289,55.809,44.778,55.311,48.662,49.247,43.800,46.330,60.627,46.298,72.943,39.972,38.325,41.700,40.381,34.906,31.392,39.791,36.060,37.429,34.309,47.213,45.991,50.857,53.928,51.427,42.927,40.162,80.118,48.118,42.086,47.959,41.385,41.626,49.503,41.318,42.823,41.608,34.770,30.226,50.333,31.789,32.070,42.110,39.271
351,30.594,33.933,61.385,45.473,49.769,44.459,34.367,56.933,45.377,55.439,49.190,48.911,43.846,46.362,60.471,46.557,72.743,39.958,38.146,41.677,40.614,35.297,31.651,39.557,35.903,37.553,34.453,46.722,46.497,50.923,53.972,51.191,43.345,40.352,80.723,47.956,42.062,48.539,41.709,41.776,49.421,41.498,42.750,41.994,34.732,30.126,49.506,31.855,32.062,41.887,39.525
352,30.756,34.158,61.486,45.865,50.312,44.005,33.959,56.946,45.282,55.727,48.977,48.746,43.481,46.508,59.339,46.765,72.603,39.937,38.134,41.815,40.178,35.291,31.736,39.562,35.614,37.958,34.414,46.801,46.509,51.252,54.064,51.273,43.046,40.641,81.109,48.090,42.197,48.171,41.143,42.014,49.898,41.209,42.677,42.265,34.849,30.166,49.633,31.791,31.897,41.713,39.546
353,31.287,34.209,61.880,45.603,49.854,44.079,34.057,56.883,45.519,55.766,49.120,49.021,43.543,46.563,58.339,46.391,72.669,39.667,38.231,41.712,39.848,35.347,31.668,39.813,35.524,37.539,34.435,47.125,45.988,50.967,54.261,51.409,43.120,40.257,81.030,47.807,42.012,48.524,41.174,42.322,49.398,41.541,42.624,41.903,34.752,30.178,49.414,31.843,31.779,41.670,39.394
354,30.839,34.092,61.512,45.712,50.391,44.145,34.535,57.141,45.225,55.166,48.956,48.928,43.502,46.279,56.908,46.510,72.395,40.005,38.146,41.519,39.711,35.307,31.820,39.604,35.605,37.577,34.221,46.523,46.461,51.560,53.839,51.539,43.005,40.343,81.047,48.158,41.911,48.329,41.244,41.895,49.339,41.456,42.533,42.563,34.622,30.203,49.522,32.002,31.974,42.170,39.501
355,30.928,34.011,62.550,45.796,50.535,43.556,34.266,57.383,45.025,55.427,49.055,48.141,43.387,46.196,55.752,46.341,72.770,40.216,38.111,41.428,40.032,35.184,31.926,39.476,35.680,37.607,34.414,46.452,45.966,51.211,54.262,51.428,43.076,40.843,81.070,47.707,41.914,48.237,41.355,41.579,49.195,41.286,41.467,42.227,34.887,30.085,49.052,31.717,31.837,41.532,39.527
356,30.791,34.188,61.493,45.501,49.333,44.122,34.401,56.430,45.163,55.009,49.429,49.048,43.666,46.365,55.022,45.812,72.410,40.444,38.457,41.556,39.844,35.096,31.849,39.284,35.714,37.794,34.223,46.815,46.130,51.055,54.128,51.578,43.427,40.935,80.879,48.090,42.265,48.133,41.453,42.041,49.153,41.272,41.811,41.816,35.064,30.009,50.074,31.910,32.017,41.972,39.364
357,30.827,34.142,62.209,45.766,50.053,44.077,34.199,57.094,45.337,55.941,48.895,48.206,43.351,46.303,54.665,46.521,73.294,39.726,38.083,41.455,39.614,35.162,31.836,39.584,35.485,37.553,34.682,46.415,46.430,51.151,53.877,51.069,43.448,40.375,80.693,47.686,41.983,48.072,41.209,41.608,49.065,41.546,41.753,42.576,35.050,30.203,49.414,31.627,31.668,41.965,39.674
358,31.040,34.007,62.426,45.884,50.192,43.408,34.307,57.285,45.771,55.668,48.449,48.746,44.053,46.360,53.466,46.944,72.864,39.553,38.085,41.920,39.477,35.126,31.680,39.651,35.737,37.481,34.511,45.832,46.113,51.396,53.860,51.667,43.006,40.748,81.040,48.172,41.935,48.316,40.936,41.563,49.040,40.903,41.579,42.091,34.924,30.320,49.618,31.687,31.688,42.050,39.681
359,30.789,34.200,61.196,45.742,49.965,44.735,34.031,57.134,44.824,55.405,49.440,48.045,43.478,46.117,52.944,46.056,73.245,39.851,38.354,41.906,39.616,35.435,31.620,39.582,35.866,37.842,34.447,47.332,46.231,51.191,54.262,51.448,43.367,40.701,80.756,48.213,42.134,48.495,41.705,41.793,49.102,41.391,41.659,42.307,34.860,30.226,49.896,31.747,31.969,41.883,39.469
360,31.058,34.385,61.860,45.890,49.655,44.094,34.388,56.725,45.144,56.282,48.904,48.096,43.413,46.266,52.741,46.356,72.988,39.826,38.422,41.455,39.557,35.355,31.584,39.489,35.747,37.463,34.486,46.304,46.208,51.450,54.473,51.466,43.367,40.671,81.342,48.076,41.875,48.551,41.623,41.834,49.005,41.017,41.350,42.142,35.082,30.316,49.855,31.759,31.834,42.057,39.609
361,30.924,34.330,62.437,45.865,50.604,43.464,34.408,57.188,45.267,56.705,48.764,47.869,43.308,46.202,52.490,46.689,72.894,39.809,38.267,42.046,39.604,35.094,31.767,39.606,35.848,37.635,34.384,46.006,46.213,51.360,53.476,51.573,43.242,40.771,81.267,48.251,41.884,48.432,41.281,41.520,48.957,40.942,40.827,42.382,35.050,30.379,49.363,31.948,31.226,41.957,39.696
362,30.960,33.940,61.189,45.834,49.484,44.245,34.545,56.305,44.231,55.491,49.784,48.794,43.709,46.271,52.366,45.965,72.566,40.028,38.293,41.396,39.472,35.369,31.882,39.593,35.531,37.543,34.432,47.438,46.455,51.390,54.284,51.539,43.578,40.750,81.174,48.045,41.801,48.271,41.236,42.559,49.059,41.155,41.589,41.602,34.757,30.108,49.588,31.886,31.630,41.993,39.388
363,30.780,34.009,61.813,45.791,50.104,44.217,34.339,57.023,45.165,56.236,49.085,48.794,43.272,46.132,51.944,46.650,73.499,39.784,38.383,41.725,39.770,35.034,32.032,39.999,35.751,37.551,34.402,47.392,45.798,51.115,54.103,52.081,43.397,40.627,81.837,48.168,42.236,48.693,41.721,41.708,48.981,40.988,40.953,42.252,34.950,30.205,50.502,31.789,31.387,42.163,39.547
364,30.798,33.993,62.000,45.823,49.704,43.867,34.044,55.973,44.697,55.641,49.120,48.285,43.800,46.250,51.516,46.430,73.669,40.174,38.255,41.755,39.619,35.391,31.604,39.554,35.868,37.591,34.478,46.784,46.343,51.230,54.424,51.478,43.242,40.438,80.968,48.264,42.200,48.604,41.375,42.045,49.016,41.434,41.185,42.068,34.892,30.048,50.540,31.781,31.685,42.156,39.628
365,31.004,34.303,61.544,45.688,50.500,43.903,34.101,56.604,45.112,56.123,49.534,48.213,43.572,46.034,51.260,46.320,73.568,39.514,38.150,42.108,39.413,35.134,31.553,39.647,35.799,37.359,34.544,46.588,46.522,51.371,54.410,51.531,43.182,40.685,81.375,48.170,42.086,48.650,41.293,41.772,48.780,41.041,40.886,41.877,35.012,30.417,50.482,31.669,31.447,42.131,39.360
366,30.865,34.151,62.166,45.998,50.160,43.852,34.455,56.899,45.288,56.459,48.994,48.536,43.474,46.695,50.864,46.572,73.215,40.347,38.367,41.897,39.237,35.214,31.703,39.635,35.754,37.685,34.414,46.446,46.120,51.066,54.228,51.504,43.695,40.391,81.911,47.960,42.346,48.227,41.494,42.002,49.049,41.286,41.030,42.029,35.012,30.142,49.755,31.727,31.510,42.103,39.669
367,30.913,34.610,62.282,46.038,49.961,43.707,34.326,56.705,45.305,56.139,48.848,48.945,43.675,46.437,50.790,46.080,74.108,40.119,38.753,41.792,39.692,35.222,31.766,39.656,35.871,37.597,34.552,46.645,46.525,51.313,53.995,52.090,43.430,40.602,82.211,47.811,42.253,48.739,41.270,41.996,48.696,41.184,41.208,42.197,34.824,30.091,50.287,31.679,31.411,42.426,39.363
368,30.908,34.406,62.378,45.845,50.190,44.077,34.292,57.329,45.343,55.509,49.402,48.031,43.959,45.976,50.549,46.594,73.262,39.993,38.471,41.529,39.337,35.353,31.752,39.534,35.653,38.092,34.390,47.500,46.352,51.639,54.251,51.716,43.653,40.750,81.867,48.343,41.911,49.068,41.293,41.674,49.045,41.456,40.949,42.770,35.298,30.320,50.217,31.906,31.462,41.915,39.373
369,30.630,34.087,61.839,45.790,50.146,43.916,34.065,56.839,44.761,56.057,49.338,48.292,43.916,45.976,50.579,46.482,73.971,39.777,38.267,41.661,39.445,35.325,31.534,39.585,35.647,37.525,34.314,46.491,46.511,51.547,54.799,51.900,43.128,41.058,81.046,48.192,41.916,48.300,41.357,41.920,48.644,41.442,41.199,41.777,34.851,30.388,50.376,31.894,31.075,41.816,39.310
370,30.863,34.339,62.404,45.853,50.720,44.061,34.643,57.470,45.186,56.041,48.953,48.137,43.692,46.335,50.275,46.557,73.272,39.949,38.218,41.915,39.049,35.242,31.806,39.410,35.871,37.752,34.462,46.821,46.328,51.507,53.750,51.396,43.495,40.727,82.133,48.021,42.211,48.447,41.109,41.602,48.345,40.867,41.094,42.405,34.709,30.385,49.833,31.562,31.284,41.858,39.744
371,30.697,33.956,61.860,46.096,49.935,44.222,34.403,57.067,45.165,56.514,49.061,48.189,43.762,46.258,50.451,46.546,73.854,39.549,38.413,41.952,39.144,35.168,31.709,39.668,35.819,37.691,34.330,46.835,46.008,51.792,54.192,52.072,43.185,40.579,81.804,48.411,42.096,48.923,41.225,42.045,48.473,41.364,41.264,42.353,34.993,30.062,50.281,31.633,31.236,42.585,39.743
372,30.830,34.298,61.465,45.801,50.308,44.375,34.444,57.003,45.570,56.423,49.641,48.491,43.471,46.100,50.289,46.181,73.314,39.807,38.315,41.668,39.474,35.547,31.873,39.760,35.799,38.140,34.553,47.324,46.084,51.783,54.095,51.784,43.394,41.053,81.440,48.086,41.918,48.292,41.346,42.094,48.792,41.070,40.914,41.948,34.780,30.378,49.996,31.554,31.195,42.021,39.681
373,30.942,33.956,62.400,45.532,50.412,44.436,34.460,57.701,45.375,56.098,49.904,48.179,43.454,46.429,49.942,46.359,73.718,39.774,38.230,41.831,39.242,35.313,31.918,39.346,35.900,37.413,34.408,47.114,46.352,51.466,54.496,52.025,43.530,40.576,81.537,48.092,42.087,48.563,41.578,41.864,48.773,41.197,41.033,42.375,35.055,30.272,49.649,31.737,31.526,41.635,39.590
374,30.913,34.067,62.054,45.677,50.130,43.816,34.199,55.560,44.818,56.261,49.417,48.316,43.642,46.056,50.170,45.985,73.879,40.326,38.571,41.883,38.804,35.413,31.509,39.449,35.521,37.275,34.441,46.781,46.533,51.364,54.373,51.663,43.380,40.713,81.758,48.025,42.265,48.638,41.287,42.094,48.792,41.689,40.841,41.864,34.816,30.097,50.552,31.627,31.486,42.007,39.756
375,30.702,33.828,63.082,46.177,50.581,44.143,34.292,58.101,45.341,55.930,48.921,48.234,43.769,46.070,49.875,46.220,72.817,40.058,38.133,42.078,39.367,35.471,31.713,39.567,35.528,37.705,34.441,46.722,46.247,51.675,53.966,51.164,43.326,40.856,81.360,48.258,42.366,48.630,41.008,41.934,48.657,41.049,40.827,42.197,34.837,30.424,49.588,31.970,31.147,42.053,39.618
