 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51
1,30.852,34.046,57.221,44.538,48.183,43.411,34.346,53.151,45.377,53.098,49.230,49.997,44.356,46.060,58.919,46.153,65.000,41.593,39.823,40.936,36.941,34.471,31.105,39.481,35.902,38.232,34.723,47.509,47.099,51.057,52.172,50.770,44.568,41.537,69.661,46.555,41.865,46.316,42.201,40.694,48.143,42.141,40.575,43.761,36.259,30.227,48.608,31.131,30.675,43.805,41.739
2,31.130,34.385,60.393,46.134,50.553,44.724,35.116,56.091,46.831,55.584,51.551,51.268,45.767,47.557,61.762,48.212,69.145,43.223,40.864,41.751,37.951,34.689,31.537,41.127,36.631,39.321,35.520,49.983,49.592,53.763,54.880,52.634,45.954,42.465,74.875,48.968,43.366,49.058,43.594,42.546,49.845,43.471,41.656,44.990,37.113,30.518,50.480,31.978,30.962,45.546,43.146
3,31.141,34.312,60.262,46.148,50.671,45.133,34.646,55.946,46.439,55.732,51.216,51.289,45.377,47.925,61.808,48.533,68.229,43.051,40.503,41.803,37.724,34.990,31.579,40.914,36.501,39.228,35.565,50.031,49.120,53.402,55.109,52.848,46.285,42.312,75.193,48.964,43.361,48.812,44.006,42.515,49.509,43.425,41.313,45.152,36.876,30.373,50.627,32.034,31.130,45.117,42.706
4,31.406,34.232,60.355,46.288,50.139,44.457,34.938,55.560,46.470,55.841,50.901,51.168,45.438,47.345,60.883,48.285,68.613,42.921,40.276,41.128,37.824,34.840,31.654,41.177,36.842,39.383,35.676,49.562,49.495,53.814,54.306,52.340,45.878,42.373,74.398,48.932,42.971,49.123,43.883,42.456,49.820,43.235,42.171,44.942,37.103,30.550,50.520,32.070,31.026,45.340,43.034
5,31.126,34.151,60.150,46.226,50.229,44.781,35.238,56.396,46.748,55.232,50.831,51.268,45.680,47.341,59.478,48.045,68.061,43.044,40.929,41.503,37.687,35.032,31.404,41.301,36.575,39.367,35.526,49.594,49.567,53.498,54.735,52.352,45.584,42.322,74.335,48.838,43.171,48.295,43.684,42.382,49.579,43.066,41.925,44.919,37.161,30.226,50.900,31.739,31.130,45.706,42.807
6,31.244,34.424,60.019,46.037,50.060,44.638,35.003,55.584,46.896,55.720,50.813,51.186,45.618,46.983,58.729,48.834,67.936,43.167,40.434,41.254,37.733,34.870,31.428,40.879,36.533,39.435,35.226,49.736,49.710,53.156,54.669,52.204,46.030,42.523,74.246,48.920,43.521,48.413,43.654,42.390,49.708,43.148,41.507,44.883,37.294,30.357,50.394,31.799,30.923,45.319,42.812
7,31.103,34.585,60.439,46.069,50.581,44.640,34.922,55.594,46.824,55.198,50.627,50.897,45.142,47.237,59.241,48.017,67.701,42.421,40.561,41.455,37.438,34.888,31.639,40.939,36.688,39.257,35.428,49.545,49.163,53.390,54.415,52.264,46.043,42.255,74.354,49.055,43.490,48.771,43.596,42.158,49.100,43.160,42.031,44.896,36.984,30.407,50.494,31.809,31.029,45.117,42.947
8,30.971,34.461,60.736,45.967,50.000,44.880,35.109,55.688,46.633,54.782,50.525,51.296,45.673,47.239,59.599,48.181,67.918,42.844,40.357,41.558,37.714,34.701,31.655,40.999,36.516,39.301,35.541,49.165,49.068,53.323,54.838,52.170,45.736,42.493,74.242,48.896,43.587,48.843,43.508,42.396,49.305,43.041,41.811,44.650,37.161,30.634,50.257,31.898,31.202,45.351,42.711
9,31.473,34.188,60.260,46.148,49.810,44.679,35.003,55.560,46.443,55.345,51.280,51.048,45.272,47.522,58.755,48.030,67.790,42.391,40.304,41.794,37.912,34.824,31.433,41.174,36.650,39.250,35.442,49.483,49.009,53.013,54.633,52.312,46.097,42.468,74.053,48.930,43.442,48.626,43.615,42.437,49.027,43.403,41.752,45.223,36.867,30.284,50.735,31.882,31.130,44.787,42.916
10,31.056,34.631,60.280,45.996,50.250,45.283,34.837,55.406,46.811,55.332,50.889,50.395,45.495,47.264,58.722,47.905,67.734,42.223,40.452,41.538,37.778,34.778,31.553,40.795,36.453,39.261,35.510,50.315,49.230,53.213,54.473,52.276,45.915,41.891,74.347,48.920,43.668,48.848,43.736,42.209,49.082,43.425,41.740,44.534,36.968,30.538,50.464,31.966,30.873,44.543,42.585
11,31.484,34.406,60.092,45.893,49.465,44.776,34.904,55.631,46.377,55.598,51.105,50.347,45.647,47.230,58.106,48.037,67.245,42.412,40.607,41.616,37.636,34.856,31.545,41.040,36.528,39.118,35.360,49.145,49.169,53.357,53.952,52.306,45.847,42.400,74.484,48.792,43.204,48.930,43.174,41.965,49.128,43.216,41.448,44.353,37.129,30.561,49.831,31.869,30.803,45.085,42.788
12,30.973,34.697,59.893,45.632,49.660,44.584,34.889,55.275,46.765,54.786,50.507,50.990,45.185,47.326,56.478,47.607,67.232,42.698,40.611,41.400,37.672,34.808,31.425,40.848,36.502,38.812,35.372,49.369,49.160,53.201,54.385,51.890,45.329,42.111,74.184,48.676,43.365,48.498,43.516,42.238,48.889,42.896,41.990,44.547,37.195,30.508,50.275,31.801,31.252,44.982,42.592
13,31.303,34.631,60.211,46.013,49.745,44.526,35.245,54.772,46.557,55.082,50.525,51.038,45.844,46.642,55.167,47.732,66.392,42.623,40.337,41.574,37.545,34.790,31.607,40.763,36.667,39.250,35.433,49.420,48.702,52.627,54.409,51.757,45.720,42.338,74.668,48.639,43.075,48.935,43.195,42.520,48.988,43.262,41.654,44.246,37.142,30.581,50.235,31.743,31.272,45.525,42.667
14,31.047,34.358,60.002,45.969,49.850,44.867,34.959,55.604,46.703,55.168,50.630,50.900,44.971,46.480,54.241,47.702,67.338,42.560,40.480,41.391,37.768,34.635,31.583,41.039,36.877,39.138,35.335,49.267,49.233,53.003,54.204,51.728,45.465,42.505,73.877,48.684,43.235,48.128,43.150,42.115,48.838,43.095,41.386,44.450,36.917,30.532,50.207,31.962,31.214,44.993,42.569
15,31.217,34.225,59.845,45.665,49.824,44.862,35.016,55.349,46.314,54.898,50.411,51.089,45.276,46.768,53.520,47.894,67.296,42.744,40.311,41.531,37.770,34.721,31.386,40.968,36.618,39.230,35.457,49.392,48.995,53.157,54.590,51.761,45.756,42.366,74.305,48.473,43.075,48.217,43.164,42.047,48.923,43.250,41.598,44.392,36.963,30.335,50.169,31.920,30.940,44.858,42.636
16,31.141,34.200,59.779,45.785,50.199,44.610,34.922,54.876,46.125,55.255,50.784,51.072,44.858,46.682,52.789,47.482,67.376,42.581,40.155,41.334,37.240,34.747,31.568,40.845,36.304,39.190,35.190,49.386,49.090,52.830,53.969,52.131,45.940,42.201,74.253,48.567,43.214,48.889,43.279,42.101,48.778,43.233,41.351,44.751,36.732,30.709,50.367,31.932,30.839,45.099,42.655
17,30.991,34.356,60.187,45.709,49.903,44.332,34.953,55.638,46.500,55.320,50.851,50.770,44.846,46.648,53.029,47.376,66.862,42.535,40.512,41.215,37.511,34.635,31.756,40.724,36.605,39.042,35.309,49.293,49.182,52.671,54.398,51.597,46.044,42.181,74.158,48.399,43.342,48.488,43.318,42.168,48.934,43.714,41.596,44.871,36.936,30.388,50.271,31.835,31.024,44.447,42.710
18,31.152,34.144,59.953,45.721,49.574,44.663,35.044,55.000,46.021,55.836,50.405,50.691,45.531,46.446,52.211,47.391,67.597,42.688,40.355,41.224,37.733,34.974,31.709,40.639,36.625,39.166,35.281,49.747,48.745,52.852,54.067,51.561,45.239,42.181,73.928,48.841,43.555,48.043,43.447,42.310,48.534,43.010,41.661,44.773,37.085,30.515,50.247,31.908,30.844,44.645,42.342
19,31.130,34.257,59.897,45.774,49.641,44.531,34.907,55.557,46.536,54.648,50.399,50.698,45.108,46.411,52.242,47.419,67.266,42.207,40.344,41.721,37.565,34.774,31.513,40.801,36.653,39.066,35.335,49.321,49.189,52.996,54.359,52.169,45.391,42.007,73.646,48.308,43.399,48.244,43.547,42.203,48.841,43.272,41.510,44.528,36.924,30.415,50.576,31.578,30.822,44.922,42.691
20,31.186,34.161,59.798,45.636,49.810,44.531,35.039,55.379,46.466,54.809,50.283,50.381,45.139,46.689,51.529,47.488,67.546,42.374,40.279,41.359,37.391,34.643,31.405,40.999,36.232,39.056,35.517,49.381,48.803,52.825,54.058,51.243,45.307,41.891,73.872,48.430,42.930,48.370,43.090,42.390,49.139,42.840,41.577,44.039,36.768,30.243,49.841,31.972,30.870,44.667,42.346
21,31.186,34.177,60.219,45.663,49.949,44.138,34.907,55.547,46.809,55.089,50.732,50.770,45.507,46.352,51.442,47.447,67.182,42.302,40.223,41.265,37.682,35.094,31.525,41.136,36.396,39.078,35.517,49.545,48.908,52.658,54.120,51.907,45.666,42.218,73.628,48.422,43.428,48.389,43.049,42.333,48.848,43.053,41.783,44.592,37.135,30.251,49.829,31.861,31.171,44.918,42.555
22,30.888,34.174,59.718,46.007,49.961,44.556,35.103,55.268,46.341,55.020,50.038,51.041,45.036,46.409,51.409,47.467,66.849,42.449,40.138,41.375,37.572,34.749,31.766,40.887,36.390,39.082,35.407,49.582,49.026,52.425,53.969,52.190,45.712,41.882,73.542,48.462,43.209,48.280,43.225,42.534,48.844,42.590,41.586,44.686,36.750,30.409,49.886,31.926,30.995,45.170,42.665
23,31.318,34.372,59.585,45.552,49.836,44.676,34.858,55.594,46.483,55.064,50.708,50.921,45.147,46.599,51.399,47.637,66.882,42.321,40.296,41.460,37.506,34.768,31.420,40.852,36.593,39.138,35.187,49.432,48.728,52.889,53.719,51.851,45.492,42.259,73.721,48.362,43.349,48.312,43.357,42.236,48.854,43.092,41.970,45.097,36.582,30.431,50.044,31.960,30.913,44.766,42.473
24,30.910,34.422,59.865,45.791,49.442,44.408,34.917,55.342,46.258,55.061,50.292,51.100,45.293,46.527,50.814,47.505,66.899,42.498,40.155,41.556,37.980,34.874,31.486,40.834,36.515,39.090,35.294,49.028,49.104,52.926,54.290,52.287,45.880,41.921,73.544,48.122,43.363,49.017,43.502,42.160,48.833,42.847,41.598,44.259,36.982,30.350,49.815,32.277,30.964,45.085,42.738
25,31.269,34.310,60.163,45.974,50.019,44.770,35.238,55.366,47.036,55.114,50.656,50.759,45.142,46.469,50.898,47.486,66.452,42.521,40.517,41.657,37.545,35.022,31.276,40.724,36.481,38.954,35.354,49.511,48.745,52.552,54.161,51.704,45.623,42.120,73.653,48.513,42.901,48.592,43.537,42.158,48.881,43.100,41.378,44.460,36.832,30.320,50.337,31.713,30.724,44.904,42.662
26,31.354,34.489,59.981,45.655,49.211,44.378,34.755,55.564,46.447,55.018,51.259,51.515,45.163,46.605,50.807,47.276,66.926,42.263,40.485,40.970,37.355,35.040,31.638,40.853,36.618,39.379,35.395,48.960,49.371,52.521,54.039,52.185,45.649,42.326,74.081,48.407,43.452,48.312,43.162,42.556,48.640,43.090,41.720,44.608,36.966,30.672,49.896,32.044,30.945,44.826,42.715
27,31.009,34.261,59.639,45.926,49.954,44.416,34.654,55.352,46.523,54.800,50.286,50.711,45.127,45.814,50.268,46.883,66.825,42.519,40.296,41.295,37.335,34.729,31.606,40.678,36.333,39.054,35.384,49.276,49.205,52.972,54.164,51.699,45.318,42.380,73.746,48.419,43.277,48.309,43.760,42.131,48.380,43.148,41.413,44.660,36.824,30.414,49.789,31.789,31.012,45.160,42.327
28,31.507,34.498,59.675,45.746,49.787,44.768,34.574,54.718,45.977,54.795,50.271,51.155,44.608,46.469,50.581,47.220,66.691,42.349,40.211,41.332,37.501,35.118,31.275,40.991,36.366,39.062,35.605,49.134,48.880,52.537,54.156,52.385,45.334,41.579,74.079,48.513,43.089,48.256,43.088,42.583,48.823,43.058,41.477,44.340,36.663,30.470,50.371,31.775,30.832,44.645,42.552
29,31.206,34.273,59.505,45.413,49.613,44.520,34.902,55.540,46.153,54.755,50.577,51.388,45.389,46.753,50.209,46.901,66.578,42.600,40.223,41.133,37.491,34.932,31.521,40.613,36.396,38.880,35.266,49.597,48.946,52.297,53.596,51.409,45.258,42.130,73.161,48.256,43.271,48.575,43.344,42.246,48.598,43.136,41.441,44.353,36.828,30.549,50.070,31.942,31.111,44.968,42.406
30,31.395,34.183,59.555,45.507,49.289,45.242,34.716,55.265,46.182,54.300,50.149,50.863,45.159,46.324,49.834,46.955,65.842,42.500,40.112,41.121,37.271,34.866,31.401,40.695,36.585,39.379,35.519,49.210,48.874,52.392,53.384,51.330,45.688,41.995,73.068,48.086,43.154,48.283,43.107,42.086,48.456,43.609,41.388,44.382,36.727,30.472,49.809,31.902,31.161,44.628,42.561
31,31.061,34.222,59.041,45.183,48.981,44.809,34.876,54.124,45.642,54.461,50.108,50.471,44.457,46.288,49.976,46.562,65.375,42.519,40.279,41.007,37.240,34.928,31.568,40.662,36.631,38.998,35.075,50.065,48.550,52.025,52.838,51.457,45.071,41.799,72.384,48.025,43.137,48.227,43.191,42.277,48.322,43.019,41.848,44.382,36.534,30.397,49.998,31.665,31.216,44.433,42.155
32,31.269,34.092,57.953,44.999,48.613,45.457,34.716,53.711,45.456,53.852,50.630,50.337,44.466,46.286,49.697,46.689,65.224,42.435,40.303,40.737,37.029,34.770,31.513,40.658,36.556,38.902,35.229,49.651,48.492,52.156,53.120,51.509,45.342,41.521,71.598,47.938,42.562,48.304,43.359,41.922,48.338,43.010,41.435,44.382,36.628,30.672,49.791,31.691,31.142,44.160,42.183
33,31.085,33.993,57.275,44.886,48.366,45.143,34.556,53.574,45.712,53.732,49.665,50.825,44.087,45.891,49.459,46.624,64.306,41.977,40.117,40.293,37.037,34.651,31.470,40.495,36.109,38.693,35.344,49.770,48.228,51.687,52.855,51.382,45.097,41.523,70.535,48.292,42.591,48.239,43.201,41.848,48.284,43.085,41.262,44.000,36.723,30.120,49.703,31.785,30.995,44.071,42.000
34,30.563,33.927,57.022,44.655,48.051,46.245,34.703,52.997,45.210,52.648,49.813,50.729,44.421,45.697,49.255,46.307,63.879,42.035,40.226,40.128,36.584,34.409,31.487,40.600,36.131,38.816,35.022,49.312,48.463,51.811,52.164,50.930,44.801,40.910,69.035,47.532,42.161,47.546,43.160,41.604,48.163,42.684,41.705,44.061,36.580,30.299,49.088,31.974,30.844,44.915,42.039
35,31.101,33.745,56.118,44.282,47.792,46.426,34.641,52.899,44.292,51.773,49.236,50.137,43.671,45.846,48.979,45.616,63.235,41.893,40.143,40.048,36.394,34.683,31.546,40.330,36.038,38.850,35.220,49.673,48.168,51.119,51.402,50.900,44.568,41.380,68.058,47.383,41.712,48.075,42.875,41.628,48.043,42.835,41.416,43.472,36.523,30.313,49.161,31.518,30.793,44.223,41.939
36,30.926,33.615,55.355,44.329,47.185,46.740,34.488,52.208,44.292,51.423,49.399,50.127,43.861,46.000,48.673,45.538,62.644,41.756,39.997,40.021,36.210,34.830,31.159,40.195,36.088,38.677,35.178,48.696,48.230,51.397,51.048,50.361,44.293,40.296,66.698,47.553,41.151,47.585,42.945,41.731,47.892,42.619,41.240,43.327,36.539,30.285,48.498,31.799,30.560,43.777,41.944
37,30.576,33.567,54.338,44.027,46.613,47.434,34.393,50.856,44.381,51.586,48.711,49.808,43.519,45.495,48.594,45.641,61.410,41.928,39.852,39.373,36.027,34.469,31.201,40.115,35.800,38.778,35.179,49.062,47.831,50.978,50.537,49.706,43.994,40.255,65.702,47.457,41.099,47.560,42.990,41.378,47.841,43.029,41.446,42.955,36.378,30.159,48.289,31.610,31.029,44.128,41.802
38,30.720,33.622,53.282,43.687,46.352,47.474,34.339,50.614,43.754,51.000,48.277,49.639,43.490,45.765,48.278,44.605,61.430,42.060,39.641,39.414,35.619,34.385,31.382,39.982,35.774,38.838,35.031,48.824,47.840,50.214,50.022,49.628,44.415,40.368,64.735,47.090,40.620,47.531,42.559,41.253,47.777,42.614,41.257,42.417,36.378,30.280,48.010,31.554,30.856,43.337,41.859
39,30.978,33.546,52.862,43.526,46.146,48.385,34.326,50.785,43.860,50.345,48.029,49.089,43.524,45.377,47.918,44.797,60.808,41.367,39.452,39.366,36.108,34.477,31.296,39.724,35.714,38.553,34.960,48.250,47.511,50.460,50.062,49.603,44.266,40.046,63.761,46.875,40.420,47.512,42.580,40.953,47.546,42.519,41.378,42.728,36.679,29.983,48.219,31.394,31.036,43.528,42.008
40,30.673,33.372,52.662,43.170,45.470,47.982,34.344,49.980,43.400,50.439,48.064,49.495,42.889,45.601,47.871,44.948,60.267,41.274,39.590,38.892,35.645,34.303,31.266,39.427,36.005,38.347,35.073,47.920,47.680,49.737,49.555,49.070,44.120,40.056,63.719,46.516,40.288,47.215,42.316,41.372,47.969,42.347,41.100,42.327,36.250,30.164,47.980,31.787,31.060,43.422,41.737
41,30.587,33.372,52.234,43.033,45.963,48.370,34.494,50.362,43.180,50.139,47.259,48.845,42.764,44.979,47.522,44.529,60.123,41.505,39.493,39.160,35.619,34.529,31.300,39.642,35.671,38.822,34.973,47.591,47.707,49.827,49.030,49.269,44.638,39.690,62.900,46.633,39.991,47.000,42.223,41.207,47.321,42.364,41.154,42.427,36.160,30.125,47.554,31.321,30.786,43.337,41.788
42,30.715,33.119,51.699,43.096,45.664,48.270,34.395,49.795,43.000,49.466,46.971,49.117,43.298,45.092,47.725,44.302,59.180,41.463,39.626,38.895,35.675,34.335,31.198,39.544,35.653,38.607,34.973,47.534,46.935,49.795,48.842,49.006,44.106,39.456,61.940,46.215,39.842,46.995,42.076,41.197,46.967,42.012,41.309,42.563,36.193,30.270,47.386,31.307,30.671,43.567,41.987
43,30.805,33.197,51.598,43.206,45.748,48.546,34.473,49.617,42.972,49.402,47.367,48.412,42.861,44.772,47.056,44.473,59.308,41.558,39.503,38.485,35.562,34.271,31.225,39.451,35.608,38.182,34.996,47.185,47.116,49.469,48.443,48.545,43.820,39.711,61.511,46.612,39.509,46.964,42.100,40.881,47.469,42.070,41.343,42.236,36.138,30.193,47.438,31.454,31.233,43.330,41.706
44,30.850,33.236,51.308,42.741,45.190,49.046,34.196,49.416,42.896,49.136,46.787,48.392,42.264,44.744,47.042,43.907,58.891,41.184,39.323,38.586,35.122,34.154,31.110,39.477,35.559,38.297,35.030,47.207,46.699,49.242,48.445,48.491,43.718,39.794,61.061,46.171,39.488,46.824,42.145,40.472,47.206,41.959,41.351,42.583,36.064,30.485,47.135,31.536,31.072,43.426,41.615
45,31.085,33.975,59.002,45.242,49.417,46.821,35.057,54.987,46.081,55.091,50.055,49.577,44.721,46.473,49.707,47.214,69.237,42.086,40.510,41.426,38.980,35.142,31.770,40.745,36.571,39.070,35.568,48.548,48.222,52.256,53.722,51.510,45.361,42.056,72.926,48.935,42.914,48.097,42.816,41.988,48.544,42.643,44.516,44.136,36.592,30.638,49.779,31.488,31.493,44.220,42.281
46,30.906,34.252,58.957,46.031,49.627,48.906,35.124,56.148,46.343,56.480,50.513,50.234,45.072,47.424,51.855,47.637,71.696,42.288,39.956,41.515,39.024,35.938,31.694,40.655,36.593,39.140,35.670,49.205,48.092,53.032,53.566,51.209,45.557,42.201,73.414,48.937,42.921,48.174,42.787,42.168,49.034,42.592,44.974,44.540,36.691,30.540,50.970,31.735,31.589,44.780,42.298
47,31.141,34.450,59.280,46.987,49.475,50.059,35.119,55.748,45.953,56.934,50.630,52.381,46.800,49.077,55.335,48.501,76.343,42.523,40.830,41.387,39.961,35.930,31.988,41.225,38.101,38.918,35.928,49.486,48.354,54.063,56.371,52.954,46.421,42.192,73.368,48.755,43.051,47.756,42.982,42.912,51.282,42.750,47.316,45.210,36.965,30.520,50.851,31.787,31.260,44.635,42.531
48,31.090,34.351,59.864,49.260,49.322,50.219,35.455,56.070,46.669,57.582,54.708,56.096,52.909,57.446,60.563,51.743,84.489,44.009,41.398,41.661,40.853,37.429,33.061,43.212,41.783,39.850,36.689,51.043,48.804,54.860,67.889,59.194,50.685,42.343,73.484,49.288,43.608,48.688,43.248,43.628,52.605,43.871,48.252,46.748,37.454,30.636,50.723,31.677,31.380,46.092,43.438
49,31.007,34.188,59.413,50.118,49.206,49.643,35.421,56.309,46.182,61.150,56.706,58.825,58.952,64.896,67.111,54.393,89.835,44.726,42.141,41.284,42.017,38.377,33.787,44.908,43.544,39.631,37.315,52.293,49.295,56.134,75.012,64.954,53.443,42.711,73.342,49.286,43.764,48.413,43.492,44.290,53.405,45.381,47.271,47.712,37.649,30.689,50.763,32.293,31.380,46.652,44.226
50,31.283,34.663,59.568,51.451,49.454,49.260,35.512,56.050,47.117,63.850,58.633,59.763,65.863,69.036,70.478,55.369,94.618,45.819,43.053,41.449,43.049,38.794,34.793,45.472,45.104,39.703,37.595,52.929,49.623,56.939,81.192,71.185,55.986,42.910,73.577,49.669,43.940,48.626,43.412,45.123,54.563,46.765,48.804,47.761,37.567,31.140,51.327,32.106,31.353,46.897,44.537
51,31.390,34.454,60.617,53.390,50.227,52.255,35.677,57.795,47.070,68.355,63.606,62.625,71.577,75.514,76.140,57.568,107.896,47.619,44.602,41.643,45.154,39.950,35.817,47.315,47.072,40.126,38.049,54.915,49.658,58.748,86.354,77.022,59.532,43.065,74.572,50.575,44.096,49.517,43.879,46.041,56.104,49.201,49.776,50.340,37.587,31.173,52.116,32.267,31.608,48.443,45.405
52,31.374,34.628,60.841,58.645,51.530,55.204,35.961,59.201,47.665,72.700,72.099,65.997,75.976,83.448,83.307,61.266,120.980,49.923,45.218,42.021,47.311,41.425,36.600,49.956,49.587,40.190,38.247,57.199,49.727,58.844,91.296,83.546,61.359,43.567,76.570,50.768,44.920,50.031,44.041,47.222,56.136,50.544,48.152,51.256,37.668,31.856,52.801,32.775,31.856,49.507,46.823
53,31.132,34.872,59.867,58.288,50.650,54.084,35.990,58.289,47.413,76.216,75.321,66.715,80.236,84.765,85.715,62.289,124.113,50.665,45.859,42.174,46.885,41.521,37.357,49.875,50.108,40.228,38.396,57.375,49.792,60.261,93.421,85.190,61.649,43.428,75.495,50.522,44.298,48.930,43.795,47.495,57.232,52.177,48.339,51.003,37.512,31.619,52.460,32.952,31.373,50.184,46.930
54,31.318,34.592,60.832,57.856,50.812,53.827,36.279,58.648,46.733,81.518,78.009,67.900,84.300,85.183,87.971,62.933,130.420,50.972,45.889,42.190,47.699,42.226,38.328,50.239,50.547,39.577,38.508,55.659,49.866,60.697,96.282,89.333,62.426,43.120,75.623,49.949,43.986,49.019,43.469,47.653,57.826,54.294,47.981,50.330,37.734,31.530,52.359,32.641,31.596,49.936,47.153
55,31.570,35.278,61.039,59.247,51.410,55.837,35.724,59.077,47.869,83.186,81.773,67.997,87.502,86.394,90.307,63.551,136.155,52.391,47.214,42.098,48.455,42.591,39.016,49.950,51.969,39.846,38.631,56.790,49.449,60.495,99.883,93.084,61.937,42.921,76.116,50.240,44.368,49.541,43.357,47.963,57.947,56.223,48.210,50.155,37.777,31.573,52.769,32.773,32.139,50.206,47.326
56,31.540,35.326,60.136,62.093,51.655,55.429,35.486,57.993,47.502,87.445,86.396,71.375,90.550,87.045,94.261,64.503,141.281,53.749,48.543,42.284,49.027,43.002,38.873,50.453,52.734,39.994,38.970,58.315,49.548,60.520,102.699,95.487,63.049,43.299,75.846,50.411,44.111,48.998,43.592,48.107,58.881,56.357,48.748,50.741,37.943,31.995,53.044,32.922,32.474,51.383,47.221
57,31.677,35.585,60.806,66.493,51.933,55.628,36.013,59.017,47.708,91.930,86.985,71.550,91.373,88.070,96.013,64.847,148.771,53.509,49.083,42.119,49.374,43.489,39.569,50.811,53.630,39.619,38.975,59.582,49.384,60.298,104.289,99.358,63.976,42.958,75.796,49.950,44.252,48.925,43.760,48.396,60.357,56.432,50.229,50.741,37.559,32.060,53.375,32.992,32.502,52.358,47.824
58,31.895,35.023,60.963,67.223,51.933,56.962,36.152,58.903,47.744,91.295,89.166,72.392,90.870,87.377,96.624,63.687,151.318,54.105,49.354,41.838,50.188,43.792,40.425,50.825,54.207,39.876,38.827,62.528,49.500,60.595,99.752,99.793,62.918,42.699,75.626,49.989,44.519,49.597,43.445,48.651,61.847,56.333,50.000,50.974,37.644,31.974,52.849,33.159,32.680,52.376,47.433
59,31.709,34.970,60.368,67.426,51.433,56.492,36.119,58.336,47.472,87.827,87.948,73.313,88.238,85.356,95.608,62.110,149.497,53.440,48.362,41.625,49.924,44.178,40.475,49.962,53.091,39.818,38.501,62.040,49.989,58.686,96.789,97.848,60.146,42.683,74.782,49.867,44.211,49.200,43.465,48.725,61.737,55.257,50.026,50.071,37.571,31.619,52.857,33.404,32.428,52.167,46.943
60,31.915,35.151,60.531,67.390,51.650,56.434,36.194,59.356,47.551,90.039,87.324,72.069,89.377,85.412,96.718,63.035,152.696,53.581,49.068,42.046,50.369,44.727,40.771,50.096,53.717,39.810,37.849,62.457,49.436,58.518,94.343,96.125,58.858,42.549,75.539,49.924,44.635,48.729,43.664,48.984,61.641,54.806,50.259,49.874,37.615,31.986,53.620,33.235,32.721,52.543,46.678
61,31.657,34.695,60.684,68.648,51.153,56.870,35.917,59.107,47.034,91.945,86.878,72.890,88.029,88.663,99.216,63.551,154.852,55.084,49.738,41.897,51.719,45.355,41.040,51.767,54.072,39.946,37.963,64.193,49.728,59.352,98.045,96.699,58.190,42.275,75.425,49.775,44.163,49.237,43.316,48.984,62.610,54.995,50.014,49.498,37.810,32.609,53.789,33.390,33.207,53.057,47.244
62,31.794,35.108,60.793,71.642,52.137,58.574,36.545,58.953,47.746,91.384,88.875,74.419,88.435,87.944,100.485,63.015,151.496,57.093,50.014,42.011,50.824,46.283,41.942,51.826,53.794,40.108,38.060,66.739,49.219,58.869,97.195,95.191,57.212,42.602,75.432,50.132,44.702,48.952,43.781,49.515,63.830,55.333,50.021,49.589,37.770,32.817,53.321,33.753,32.786,52.514,46.621
63,31.892,35.546,60.718,74.691,52.620,58.003,36.134,59.819,47.733,93.250,88.306,74.395,87.269,88.239,100.106,63.449,155.681,57.135,50.704,42.092,52.015,46.299,42.155,51.368,53.352,39.471,38.175,65.233,49.472,59.457,97.934,97.619,59.331,43.090,76.386,51.309,44.896,49.302,43.758,50.425,66.484,56.100,52.706,51.689,37.803,32.781,53.976,34.040,32.810,53.323,46.844
64,32.029,35.626,60.436,78.121,52.523,60.281,36.034,62.285,48.140,91.423,92.248,78.811,87.543,91.497,101.890,65.119,158.988,59.602,51.053,42.465,51.807,47.485,42.474,52.600,54.696,40.238,38.958,70.156,49.997,59.878,102.605,104.375,65.315,43.227,78.340,52.996,45.404,51.278,45.068,51.117,69.322,58.303,56.455,54.142,38.101,33.195,54.418,33.926,33.397,54.011,47.184
65,31.930,35.502,61.329,77.283,52.463,62.556,36.176,62.708,48.068,90.427,92.980,78.512,86.697,91.642,103.837,65.486,156.371,59.684,50.087,41.913,52.870,47.405,43.269,52.584,54.043,39.922,38.230,73.710,49.401,59.119,99.917,106.549,66.036,42.931,77.575,51.971,45.503,50.889,44.434,51.628,69.077,59.442,57.033,54.790,38.207,33.357,54.215,34.171,33.137,53.918,47.010
66,32.063,35.456,61.712,78.369,52.609,63.304,36.401,64.366,48.235,90.670,90.924,78.134,87.505,90.520,103.245,65.106,158.128,58.984,50.602,42.121,53.394,47.862,43.841,52.685,53.934,40.070,37.852,75.205,49.314,58.230,99.239,107.093,65.514,43.167,77.279,51.605,45.664,50.222,44.025,51.275,69.471,58.595,57.154,53.961,37.871,33.523,55.120,34.685,32.870,53.156,47.262
