 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
1,94.826,101.789,41.908,42.950,37.179,36.694,46.814,54.468,53.866,37.029,55.809,57.297,51.903,38.447,40.496,40.976,53.894,42.518,51.710,48.866,62.337,152.331,75.499,61.742,54.729,57.602,35.737,42.202,40.214,45.957,41.659,36.699,42.166,50.601,38.811,39.868,39.551,31.498,29.483,30.337,35.080,42.827,36.140,46.090,43.832,42.152,42.265,45.566,42.984,43.582
2,91.098,101.423,41.472,42.874,37.300,36.833,45.447,54.004,54.005,37.451,56.002,57.293,52.526,38.519,40.548,41.132,53.847,42.726,51.690,48.575,62.462,148.374,74.604,62.178,55.042,58.187,35.945,42.394,40.264,45.940,41.610,36.944,42.342,50.415,38.576,39.871,39.681,31.475,30.179,30.500,35.252,42.849,35.718,46.056,43.640,42.492,42.976,45.650,42.727,44.280
3,87.733,101.775,42.089,43.058,37.155,36.857,45.346,53.302,53.732,37.117,55.652,57.390,51.393,38.683,41.170,40.838,54.153,42.717,51.626,48.619,62.501,145.782,73.933,62.083,54.937,57.676,35.952,42.475,40.306,46.150,41.585,36.961,42.226,50.697,38.862,40.032,39.958,31.601,30.200,30.192,35.107,42.538,35.777,45.868,43.394,42.575,42.385,45.695,42.909,44.106
4,88.048,115.665,44.589,44.073,39.881,38.051,46.559,58.523,53.654,37.341,60.213,57.388,62.847,38.775,41.882,42.242,57.619,42.666,59.629,54.649,62.988,212.961,88.005,62.723,55.286,58.676,35.948,42.425,40.345,46.926,44.166,37.409,43.587,51.289,38.616,41.280,40.046,31.724,30.179,30.663,35.193,43.147,36.579,46.229,43.192,42.895,43.180,48.488,43.597,44.244
5,98.249,144.159,44.707,44.921,48.547,40.158,54.149,76.593,53.979,38.189,67.174,57.758,83.487,38.582,42.021,45.167,66.372,43.010,77.435,81.541,64.215,251.499,138.426,62.707,55.571,69.456,36.349,42.646,40.435,48.511,50.214,40.596,48.256,54.039,45.239,43.363,43.356,31.344,30.197,30.657,35.187,43.337,36.642,45.986,44.147,45.597,43.622,54.399,43.208,45.905
6,97.303,137.066,45.646,44.524,50.604,40.865,54.619,77.329,54.318,39.103,65.630,57.535,84.437,38.456,41.483,45.188,64.479,42.906,78.654,81.829,64.171,248.744,159.494,62.727,55.175,68.607,36.985,42.451,40.717,48.225,49.789,41.449,48.995,53.739,46.152,42.759,44.087,31.673,30.067,30.741,35.097,43.281,36.500,45.851,43.623,45.337,43.479,51.038,43.878,44.957
7,93.820,128.935,47.810,44.013,48.328,40.679,52.899,73.797,54.256,39.025,61.660,57.384,79.234,38.568,41.460,45.055,60.285,42.928,73.568,76.364,64.178,242.052,153.181,63.465,55.410,66.332,36.770,42.414,40.370,47.406,47.986,40.437,47.501,52.333,44.579,41.892,43.267,31.390,30.253,30.546,35.062,43.401,36.244,46.267,43.568,44.823,43.187,48.815,43.156,44.800
8,90.695,123.934,48.400,43.471,46.705,41.154,51.781,70.032,54.039,39.417,59.514,57.848,74.253,38.297,41.010,44.130,57.496,42.699,69.746,70.642,64.269,234.075,142.228,63.337,55.195,65.113,37.155,42.622,40.411,46.631,46.085,39.473,46.146,52.257,41.973,41.232,42.753,31.644,30.219,30.814,34.919,42.935,36.330,46.087,43.723,44.157,43.056,47.434,43.499,44.219
9,87.891,118.489,48.534,44.107,47.220,41.082,61.300,69.449,54.133,39.035,58.135,57.894,70.423,38.670,41.069,43.544,58.051,43.008,66.151,66.227,63.570,225.236,136.053,64.310,55.643,63.071,37.156,42.386,40.820,46.583,44.666,38.750,47.201,51.353,41.249,42.547,42.226,31.753,30.267,31.037,35.259,42.616,36.525,46.017,43.901,44.171,43.455,46.829,43.338,44.168
10,92.561,116.046,51.519,43.421,46.170,40.213,65.563,67.379,53.727,38.912,57.783,57.659,67.198,38.777,40.727,42.850,56.677,43.091,62.761,63.191,63.438,216.834,127.651,64.019,55.113,61.835,36.822,42.384,40.465,46.176,44.164,38.156,46.554,51.551,39.811,42.061,41.749,31.513,30.269,30.771,35.059,42.911,36.061,46.194,43.507,43.834,43.193,45.829,43.081,44.414
11,118.378,196.509,61.690,52.759,48.670,40.854,72.745,74.838,54.660,40.593,62.166,58.350,70.195,38.834,41.380,43.518,59.585,54.570,70.484,94.969,66.995,249.780,164.765,65.273,56.217,82.297,36.705,42.378,41.414,47.252,48.230,43.858,47.965,53.917,44.825,41.629,42.642,31.815,30.168,31.395,35.282,43.221,36.675,46.226,43.781,45.677,43.782,58.345,45.449,46.949
12,122.757,217.997,62.925,56.034,53.187,42.044,80.110,95.046,54.973,42.968,65.049,58.388,79.195,39.185,40.878,44.310,64.504,56.471,84.418,111.838,69.313,253.902,186.394,67.572,56.006,109.088,36.921,42.459,43.114,48.336,57.230,49.130,50.566,55.039,47.929,43.359,43.945,32.084,30.563,31.614,35.156,43.000,36.657,45.719,43.955,49.702,44.340,58.059,47.501,48.732
13,122.247,205.049,61.241,53.461,51.838,42.601,79.507,100.214,55.071,42.456,62.740,57.841,82.164,39.106,41.053,44.810,63.521,54.498,81.473,104.723,68.347,251.737,180.015,67.688,56.385,102.863,36.861,42.521,42.510,47.784,58.312,49.776,50.643,54.202,45.751,43.595,44.023,32.166,30.707,31.454,35.148,43.354,36.185,45.910,44.541,49.055,43.974,53.397,46.049,47.223
14,122.585,191.358,61.367,54.453,49.780,41.741,78.404,97.925,55.179,42.084,60.396,58.193,78.256,39.016,41.122,44.797,62.121,51.371,76.975,108.636,69.976,251.438,167.406,68.012,56.440,99.525,36.832,42.481,41.905,46.687,56.075,47.530,49.596,53.713,43.593,42.437,43.280,31.979,30.803,31.217,35.347,42.943,36.437,46.010,43.935,50.315,43.708,55.077,45.190,46.380
15,119.614,182.511,61.486,54.935,47.297,40.791,75.691,92.499,54.955,41.310,58.974,58.439,73.986,38.769,40.815,44.127,59.000,52.104,72.956,106.005,70.081,248.667,156.408,67.467,56.653,96.918,36.665,42.410,41.668,46.991,53.497,45.160,48.680,53.728,42.084,41.768,42.983,32.189,30.771,31.427,35.367,42.875,35.982,45.573,43.849,51.006,43.665,52.500,44.299,45.437
16,124.868,229.406,64.392,55.168,46.345,39.669,76.778,91.562,55.324,41.413,60.961,57.789,70.524,39.127,41.504,43.706,58.174,69.163,69.009,115.560,69.218,252.787,191.796,68.242,57.656,91.005,36.674,42.575,41.490,46.494,51.129,45.277,47.630,54.037,41.320,41.013,42.163,32.498,31.355,31.561,35.315,43.128,36.241,45.899,43.729,49.831,43.745,57.812,44.514,45.146
17,122.672,229.025,73.534,55.236,47.164,41.937,74.942,91.504,55.336,41.189,60.097,58.268,68.883,39.141,41.462,43.780,58.002,69.821,66.764,127.037,68.760,252.293,204.884,69.397,58.239,99.025,36.427,42.481,41.343,46.552,49.803,45.701,46.991,53.535,41.801,42.204,41.757,32.493,31.552,31.822,35.610,42.663,36.906,45.941,43.853,51.989,44.793,59.615,43.922,45.078
18,120.829,229.208,75.961,63.872,51.502,45.243,74.282,102.076,56.706,41.370,63.209,58.313,66.827,39.428,42.454,43.951,60.089,68.678,78.168,137.218,69.064,253.669,211.382,70.841,59.248,135.297,36.656,42.430,43.559,48.066,52.974,55.241,52.468,55.004,50.269,43.958,42.973,33.001,31.248,32.576,35.440,43.349,39.444,46.059,44.182,55.204,47.894,62.533,44.075,49.270
19,119.715,228.957,73.296,67.887,58.244,45.694,73.503,110.344,56.608,41.752,66.430,58.264,77.162,39.463,41.802,48.040,64.062,71.393,78.290,137.053,70.538,254.002,215.632,69.258,60.526,144.810,37.126,42.454,43.689,49.181,58.519,59.068,55.718,56.228,51.620,45.268,44.964,33.463,31.157,32.606,35.708,43.349,39.777,46.031,44.647,54.735,48.009,61.277,44.088,51.465
20,117.537,219.948,72.050,66.474,57.067,46.859,70.344,108.479,56.495,41.456,64.265,58.154,76.223,39.285,41.552,48.729,62.847,67.959,73.711,131.958,70.479,252.401,206.185,69.769,60.208,135.725,36.708,42.648,43.364,48.034,57.413,57.324,53.739,55.278,49.111,44.191,45.117,33.525,31.128,32.796,35.559,42.932,39.338,46.260,44.548,53.528,47.036,57.944,43.974,49.955
21,118.250,217.698,72.008,67.359,54.922,48.369,68.104,105.448,56.399,40.625,61.613,57.886,71.997,39.372,41.281,47.875,61.670,68.849,70.382,131.798,69.941,249.431,201.863,70.060,60.835,133.085,36.538,42.876,42.696,47.540,55.444,55.446,52.807,54.272,46.471,43.026,44.483,33.843,30.992,32.581,35.679,42.925,39.490,46.365,44.377,54.820,45.745,56.800,44.213,47.785
22,124.944,229.377,75.622,76.921,57.272,50.038,74.544,117.893,56.922,41.954,63.989,58.526,76.855,39.856,41.385,49.333,64.923,72.288,88.490,130.698,69.658,252.850,210.693,71.390,61.087,133.514,36.855,42.937,44.738,50.514,57.836,57.569,57.514,55.851,47.586,45.426,45.046,33.950,31.565,34.061,35.839,43.322,39.668,46.406,44.373,54.456,46.337,57.911,44.153,47.329
23,126.000,230.594,74.795,78.377,59.938,50.627,77.091,132.715,56.172,41.664,66.163,57.624,79.582,40.092,41.103,51.208,67.843,71.816,97.963,123.650,68.748,253.812,215.181,71.401,62.026,127.396,36.940,42.806,45.428,51.909,58.906,58.646,60.030,56.215,48.229,46.630,46.004,34.384,31.667,34.380,35.548,43.209,39.650,46.094,44.438,52.831,45.847,54.479,43.829,46.174
24,125.490,226.290,76.890,81.435,57.974,49.821,79.224,132.978,56.044,41.218,63.544,58.075,76.301,39.953,41.431,50.164,66.587,69.993,91.721,116.865,68.677,253.447,208.445,70.921,62.392,115.335,36.773,42.849,44.480,50.542,57.143,55.841,57.582,56.283,45.451,46.209,45.433,34.357,32.064,34.305,35.692,43.524,38.711,45.872,44.096,50.757,45.168,51.122,43.561,45.473
25,125.636,219.270,78.928,80.838,54.325,49.030,77.429,125.846,56.065,40.951,60.372,58.183,72.031,39.886,40.479,48.661,62.364,66.301,86.158,116.129,71.142,252.930,200.367,70.281,63.330,110.684,36.661,42.692,43.694,49.207,56.136,52.622,54.851,55.346,43.168,44.574,44.519,34.063,31.349,34.132,35.712,43.068,38.462,46.236,44.123,49.727,44.646,52.744,43.888,46.136
26,125.708,219.128,77.751,77.241,51.793,46.812,75.507,118.592,56.336,39.966,59.413,57.551,69.148,39.572,40.947,47.807,60.051,66.371,80.378,122.823,72.357,253.558,195.027,70.281,63.874,108.931,36.401,42.583,42.936,48.409,54.423,50.053,52.459,54.682,42.667,43.707,43.816,33.856,31.728,33.823,35.536,42.990,37.693,46.285,44.130,49.638,44.298,57.467,43.735,45.726
27,126.011,217.491,74.381,73.702,49.688,45.221,74.308,113.333,55.873,40.147,58.768,57.953,65.797,39.908,40.658,46.708,58.389,64.529,75.301,120.345,74.440,252.476,184.298,69.246,64.760,102.662,36.563,42.584,42.845,47.684,52.904,47.750,50.250,54.546,41.525,42.675,42.845,33.765,31.933,33.362,35.283,43.183,37.320,46.125,43.818,49.199,43.971,55.622,43.774,45.858
28,127.089,210.627,73.871,72.628,47.724,43.732,72.884,109.583,55.643,40.317,58.230,58.173,63.791,39.984,41.029,45.439,59.351,63.127,70.842,112.641,73.225,250.245,172.521,69.777,63.789,96.365,36.287,42.505,42.097,47.261,52.336,46.418,49.106,54.404,40.694,42.116,42.483,33.604,32.019,33.055,35.515,42.935,36.995,45.674,44.531,48.503,43.591,51.676,43.488,45.408
29,126.226,203.977,74.489,70.154,46.412,43.251,69.694,105.335,55.648,39.932,57.316,58.319,61.443,39.840,40.800,44.768,58.191,65.511,67.969,111.320,72.765,247.132,166.458,69.211,63.890,95.995,36.564,42.683,41.866,47.198,51.585,45.566,48.066,53.836,40.764,41.551,42.089,33.572,31.923,32.763,35.499,42.808,37.058,45.812,44.346,48.696,43.793,52.009,43.673,45.180
30,123.922,197.563,76.538,68.555,46.062,44.188,67.267,102.592,55.524,40.577,57.847,57.967,60.156,39.482,40.763,44.498,56.849,66.256,65.874,122.625,72.318,249.748,164.274,69.531,63.161,104.302,36.194,42.659,41.163,47.079,50.714,45.924,49.176,53.228,41.354,41.164,41.510,33.288,31.917,32.419,35.462,42.981,37.579,45.771,43.777,50.028,44.703,56.866,43.875,44.607
31,122.319,190.847,75.726,67.406,45.168,45.245,66.611,100.518,55.750,40.189,57.441,58.051,58.802,39.697,40.973,44.222,58.536,66.396,63.551,123.456,76.572,249.859,162.673,70.250,65.017,107.909,36.427,42.622,41.580,47.102,50.526,45.007,48.154,53.487,41.333,41.076,41.419,33.212,32.131,32.346,35.225,42.762,37.688,45.938,44.260,52.436,44.760,58.819,43.855,44.681
32,123.886,196.312,75.187,65.474,44.593,45.926,65.404,98.003,55.443,39.937,57.127,58.161,57.724,39.779,41.193,43.554,57.253,70.238,61.651,123.222,78.455,249.884,166.092,70.225,66.446,111.121,36.628,42.797,41.045,46.806,50.096,44.449,47.863,52.899,41.148,41.667,41.075,33.036,31.693,32.581,35.319,43.168,37.190,46.017,44.048,54.370,45.454,57.808,43.990,44.412
33,124.132,197.759,74.475,61.335,43.603,44.781,63.164,93.658,55.255,39.187,57.422,58.051,56.033,39.582,41.013,43.373,56.598,73.047,60.569,118.673,77.900,247.379,170.934,69.736,65.994,108.997,36.286,42.589,41.110,46.932,49.976,43.870,46.641,52.899,40.283,43.794,40.696,32.779,31.755,32.259,35.541,42.858,36.807,45.552,43.795,54.340,45.332,54.439,43.369,44.828
34,129.448,226.639,75.934,64.390,42.965,43.046,62.650,89.354,55.818,38.938,58.359,58.262,56.635,39.459,41.149,42.651,56.128,79.958,59.250,118.064,79.932,249.649,191.726,69.612,67.305,105.382,36.029,42.640,40.903,46.307,49.787,43.329,45.944,53.325,41.929,42.876,40.573,33.059,31.683,32.054,35.346,43.075,36.566,46.219,44.106,53.994,44.860,56.068,44.210,45.250
35,127.143,229.789,73.748,66.327,42.657,41.352,62.449,85.671,55.797,38.317,58.146,57.827,54.577,39.602,40.740,42.751,56.011,76.394,57.835,115.358,80.068,248.329,197.315,68.597,66.664,104.060,36.267,42.479,41.137,46.509,48.889,43.037,45.137,53.083,43.354,41.786,40.907,32.821,31.333,31.841,35.357,42.837,36.693,46.198,44.154,52.492,44.368,54.371,43.694,45.009
36,123.964,221.912,74.210,70.094,41.974,41.625,64.559,86.512,55.767,39.521,57.570,58.222,53.607,39.758,40.979,42.739,55.962,72.795,57.392,110.334,78.956,244.540,188.131,68.907,66.345,97.747,36.280,43.198,40.586,46.352,49.010,42.396,44.692,52.814,42.492,41.646,40.607,32.946,31.496,32.018,35.489,42.896,37.317,46.403,43.836,50.616,45.348,51.141,43.457,45.049
37,126.361,222.335,73.596,69.432,41.700,41.897,63.609,84.598,55.565,39.261,58.185,58.325,54.111,39.964,41.086,42.619,55.940,71.135,56.476,105.983,77.619,245.252,190.382,69.329,65.629,92.407,36.412,42.651,41.145,46.815,48.875,42.493,44.685,52.987,42.104,43.439,40.514,32.936,31.603,31.823,35.395,42.978,37.513,46.344,44.017,49.627,46.250,50.660,43.626,44.639
38,129.054,231.164,73.462,71.749,46.300,43.070,69.613,95.730,56.027,39.476,60.082,58.404,53.666,40.210,40.748,41.945,58.032,74.731,56.379,119.110,76.795,251.329,209.358,68.839,65.236,103.745,36.164,42.914,40.903,46.821,50.463,45.548,46.688,53.849,43.226,43.016,41.136,33.027,32.120,32.476,35.680,43.394,38.345,46.031,44.394,52.707,45.759,57.772,43.888,45.457
39,128.216,232.784,70.357,71.725,54.466,43.295,72.743,104.189,55.968,39.481,61.869,58.260,64.903,40.116,41.044,43.570,60.472,71.684,67.036,120.535,78.203,253.667,218.372,67.764,66.729,116.904,36.714,42.741,41.006,47.665,60.272,47.533,49.404,55.364,44.091,44.881,42.613,33.014,31.976,32.305,35.819,43.240,38.363,45.934,44.284,55.674,45.154,56.350,43.668,45.820
40,126.134,228.332,67.556,67.772,55.345,43.677,70.211,110.126,55.721,39.186,64.314,58.217,74.298,40.081,40.775,45.254,62.377,66.974,71.679,115.431,78.396,252.907,218.276,66.589,66.677,117.780,36.462,43.006,41.089,48.440,63.594,47.674,50.253,55.715,42.727,44.712,43.358,33.382,31.725,32.819,35.515,42.920,38.005,45.965,44.062,55.666,44.887,53.716,43.756,46.287
41,122.594,221.005,66.923,63.626,53.679,44.428,68.099,114.871,56.002,38.768,64.159,58.004,79.563,39.728,41.496,47.122,63.868,64.805,73.025,117.247,77.702,252.254,214.013,65.996,66.485,110.255,36.438,42.689,41.164,48.384,63.089,47.404,50.398,55.566,42.256,45.672,44.200,33.708,31.285,33.361,35.872,43.214,37.160,45.653,43.904,53.765,44.126,54.545,43.281,45.618
42,119.322,213.410,65.530,59.990,50.825,44.097,65.700,111.032,55.526,38.237,61.753,58.197,75.877,40.011,41.029,46.882,61.089,61.490,69.482,113.309,76.438,249.363,201.459,66.506,65.836,101.692,36.413,42.657,40.810,47.853,60.037,46.456,48.643,54.520,41.458,44.289,43.887,33.563,31.307,33.082,36.021,43.171,36.769,45.962,44.685,52.257,43.815,51.514,43.766,44.870
43,116.944,206.173,64.766,61.086,50.142,43.245,66.681,107.730,55.491,37.972,60.346,58.205,71.373,39.632,40.948,46.124,59.030,59.736,66.198,115.047,75.130,248.363,192.153,66.599,65.647,103.753,36.445,42.859,40.974,48.289,58.092,46.551,47.647,54.335,41.077,43.186,43.211,33.507,31.085,33.268,36.065,43.212,36.632,45.420,43.805,50.818,43.718,53.608,43.234,45.463
44,113.617,199.506,63.908,58.921,49.388,42.057,65.662,102.411,55.944,37.730,59.338,57.878,67.596,39.643,40.994,45.456,57.657,58.414,63.150,113.261,73.472,245.240,182.480,65.196,64.486,98.382,36.419,42.829,41.023,48.160,55.490,44.944,46.501,53.384,40.451,42.437,42.628,33.283,30.931,32.997,35.919,42.889,36.520,45.642,44.325,50.448,43.559,51.993,43.657,44.556
45,114.684,201.812,64.114,55.864,47.241,40.709,62.909,96.512,55.676,37.583,58.316,57.618,64.011,39.240,40.693,44.488,56.847,60.164,60.768,106.726,72.841,242.406,174.364,65.477,63.749,91.915,36.445,42.662,41.002,47.866,53.347,43.185,45.600,53.188,39.677,41.965,41.987,33.015,30.968,32.737,35.823,43.074,36.404,45.854,44.048,49.398,43.238,49.437,43.657,44.129
46,117.812,206.526,66.423,54.249,45.509,39.702,60.872,92.185,55.575,37.401,57.824,58.144,62.733,39.447,40.849,43.922,56.204,61.257,59.357,100.678,72.575,238.063,173.513,66.302,63.047,87.099,36.044,42.700,40.560,47.228,51.129,41.809,45.145,52.761,39.364,41.244,41.627,32.960,30.779,32.525,35.670,42.964,36.003,45.969,44.229,48.820,43.053,48.387,43.540,44.741
47,115.516,200.790,65.124,51.984,43.965,38.781,58.644,88.514,55.462,37.187,57.656,58.463,60.276,39.213,40.632,44.006,56.164,60.401,57.959,97.370,71.792,235.086,166.089,67.037,62.929,82.011,36.315,42.622,40.829,46.773,49.469,40.760,44.655,52.480,38.916,40.945,41.244,32.908,30.888,32.214,35.606,42.808,36.160,45.601,43.884,47.122,43.578,47.782,43.405,44.482
48,113.532,193.347,64.721,50.079,43.086,38.279,57.039,84.567,55.699,37.659,57.490,58.407,58.058,39.499,40.878,43.136,55.755,58.230,56.644,93.143,70.594,231.095,156.822,67.184,62.216,79.354,36.419,42.651,40.887,46.748,48.108,39.809,44.026,52.423,39.003,40.643,41.197,32.885,30.816,31.802,35.700,42.729,36.363,45.854,44.432,47.348,43.382,47.066,43.171,44.437
49,110.100,187.508,64.462,49.254,42.138,38.236,55.383,81.345,55.532,37.481,57.135,58.122,56.791,39.187,41.048,43.058,55.347,57.927,55.944,89.897,70.413,227.512,152.832,67.440,62.108,76.253,36.312,42.624,40.615,46.532,46.925,39.196,43.750,52.513,38.700,40.675,40.887,32.839,30.885,31.731,35.879,43.289,36.391,45.538,43.863,47.315,44.454,47.282,43.974,44.405
50,118.431,202.228,71.517,49.508,41.207,39.072,58.161,79.214,55.557,37.575,58.634,57.965,57.106,39.273,41.844,42.775,55.517,67.104,55.526,93.011,71.401,244.773,172.236,67.938,62.011,72.852,36.225,42.484,40.670,46.948,46.268,40.437,43.121,52.526,39.178,40.604,40.690,32.618,30.691,31.644,35.660,43.211,36.226,45.576,44.134,46.666,45.956,50.033,43.743,44.282
51,121.507,212.932,74.654,52.068,41.192,40.532,65.391,81.811,55.815,37.956,58.262,58.236,56.549,39.699,42.281,42.564,57.323,70.340,55.178,110.309,76.619,251.673,179.126,68.742,62.818,79.409,36.306,42.813,40.467,46.488,45.448,40.247,43.544,52.528,49.481,40.392,40.710,32.637,31.267,31.584,35.617,43.082,37.548,46.375,44.497,49.497,47.094,58.242,44.213,44.762
52,118.799,207.281,72.795,50.429,40.478,42.405,64.288,80.048,55.735,38.307,57.974,58.437,56.875,39.487,41.258,42.454,57.081,67.834,54.657,108.008,77.081,248.973,175.277,68.921,62.555,79.162,36.209,42.544,40.995,46.599,44.456,39.677,43.193,52.711,49.865,43.143,41.266,32.787,31.053,31.603,35.595,43.188,38.069,45.764,44.110,49.329,48.047,54.061,43.745,44.947
53,116.062,198.898,71.058,49.594,40.071,43.082,62.778,77.442,55.622,37.794,57.449,58.083,55.443,39.446,41.609,42.041,56.040,64.324,54.409,102.594,76.504,244.717,165.082,68.787,62.463,76.662,36.185,42.563,40.551,46.869,43.901,38.916,43.413,52.344,44.859,42.486,40.926,32.643,31.117,31.331,35.447,43.204,37.964,45.941,44.086,48.555,47.484,50.798,43.512,44.904
54,120.093,202.480,70.265,48.437,39.509,42.445,60.412,74.814,55.503,37.622,57.826,58.463,54.708,39.391,41.307,42.000,55.521,66.008,54.342,96.449,79.198,249.605,165.185,67.721,62.060,73.225,36.166,43.027,40.465,46.168,43.451,38.776,42.974,52.279,42.088,41.998,40.860,32.458,31.061,31.250,35.389,42.860,36.992,46.292,43.870,47.715,46.161,50.725,43.852,44.628
55,123.446,204.923,71.077,53.086,39.578,40.779,66.093,76.460,55.468,37.746,57.626,57.976,54.033,39.464,41.263,41.898,57.040,64.202,53.594,92.128,78.885,249.197,164.369,66.957,61.866,75.613,36.150,43.037,40.647,46.253,43.228,38.213,43.033,52.097,41.380,41.244,40.719,32.559,31.120,31.451,35.594,43.187,36.838,45.465,43.873,47.169,45.439,49.106,43.571,44.758
56,121.509,197.662,69.909,54.291,38.806,40.030,70.625,76.461,55.952,37.563,57.314,58.087,52.493,39.642,40.622,41.875,57.053,61.632,53.076,88.453,77.413,245.238,156.336,65.636,61.264,77.992,36.270,42.754,40.277,46.213,42.819,38.129,42.902,52.210,39.424,41.023,41.011,32.517,30.811,31.415,35.633,43.236,36.607,45.594,43.990,46.923,44.272,48.493,43.639,44.276
57,119.115,190.269,67.161,52.010,38.614,39.317,68.671,74.167,55.467,37.909,57.228,58.132,52.772,39.492,40.874,41.662,55.840,59.031,53.245,85.415,77.215,241.617,148.168,67.116,60.998,75.104,36.024,43.194,40.481,46.404,42.740,37.596,42.658,51.862,39.485,40.540,40.550,32.316,31.275,31.150,35.647,43.342,36.472,45.899,43.729,45.884,44.230,47.763,43.777,44.609
58,119.488,183.520,65.840,50.079,38.612,38.821,66.273,72.372,55.389,37.431,57.275,58.415,52.499,39.391,40.943,41.497,56.045,57.583,52.899,82.594,79.770,249.544,142.072,66.705,60.842,72.277,36.317,42.810,40.354,45.938,42.423,37.670,42.680,51.914,39.145,40.547,40.461,32.306,30.981,31.034,35.767,43.017,36.038,45.590,44.072,45.746,44.080,48.744,43.792,44.577
59,116.750,177.528,65.296,48.597,38.118,38.205,63.255,69.877,56.152,37.509,57.120,57.748,51.969,39.433,40.586,41.433,56.238,55.542,52.900,79.939,79.445,247.011,137.287,65.207,60.560,69.854,36.291,42.733,40.451,46.177,42.315,37.601,42.413,51.846,38.734,40.375,40.276,32.236,30.957,30.763,35.650,42.738,36.249,45.580,44.127,45.616,43.195,47.993,43.532,44.435
60,116.184,171.144,64.387,47.914,38.132,37.553,60.441,68.347,55.358,37.407,56.852,57.955,51.318,39.302,40.672,41.717,55.526,54.272,52.846,78.378,80.873,243.340,130.865,65.060,60.110,68.473,36.156,42.703,40.158,46.119,42.054,37.714,42.198,51.829,38.640,40.346,40.211,32.119,30.365,30.897,35.419,42.740,35.662,45.660,44.168,45.099,43.986,48.369,43.062,44.202
61,115.151,166.352,63.495,46.916,37.894,37.599,58.503,66.123,55.783,37.440,56.828,57.947,51.061,39.246,41.134,41.483,55.468,53.052,52.867,76.491,81.939,238.385,126.831,65.527,60.081,66.363,36.492,42.562,40.452,46.577,41.962,37.410,42.620,51.871,38.687,40.384,40.248,32.275,30.696,31.153,35.488,43.692,35.997,45.351,43.726,44.812,44.658,47.930,43.096,44.406
62,119.513,203.090,66.044,49.942,37.707,38.219,60.470,67.013,55.684,37.881,58.340,57.695,50.613,39.564,41.784,41.483,56.440,62.477,52.554,79.972,81.963,245.662,144.293,66.448,59.999,66.582,36.285,42.594,40.660,46.238,41.807,37.876,42.264,52.454,38.582,40.243,40.221,32.148,30.632,30.948,35.389,42.988,36.282,45.531,44.099,44.848,45.593,50.136,43.917,45.045
63,124.677,238.841,65.632,57.599,44.106,38.371,68.863,78.235,55.985,39.674,63.589,58.717,58.206,39.597,41.615,42.050,59.055,69.813,53.307,101.328,84.176,252.694,183.107,65.653,60.325,73.879,36.748,42.983,40.596,46.659,45.657,39.107,44.674,54.121,41.785,42.613,40.854,32.344,31.040,31.232,35.919,42.906,36.901,45.726,44.473,45.160,45.810,57.704,43.766,46.567
64,122.390,233.080,64.301,55.657,48.799,39.215,67.913,86.370,55.812,40.140,63.206,58.317,61.677,39.323,41.937,42.777,61.674,67.860,52.949,101.272,83.198,252.370,191.599,65.554,60.155,73.107,37.558,43.178,40.725,47.171,49.117,39.369,45.015,54.320,41.657,42.582,42.368,32.179,30.789,31.431,35.676,43.301,36.683,45.618,44.229,44.762,45.321,54.061,44.268,46.403
65,118.491,224.358,63.509,52.720,47.830,39.658,66.149,86.147,55.584,39.870,61.262,58.585,63.730,39.439,41.603,42.971,60.419,63.743,52.424,95.692,81.213,249.050,183.937,66.074,59.504,70.827,37.529,42.748,40.890,46.248,47.249,38.994,44.376,52.974,40.024,42.281,42.542,32.323,30.901,31.578,35.647,43.207,36.779,45.892,44.366,44.936,45.512,50.587,44.408,46.104
66,115.877,216.222,62.191,50.804,45.354,39.449,65.228,81.771,55.968,39.608,59.927,57.768,63.003,39.397,41.332,43.271,58.970,60.754,52.037,89.956,79.425,245.973,173.290,65.473,59.624,68.214,37.106,42.997,40.882,46.478,46.033,38.382,43.285,53.040,39.559,43.770,42.271,32.296,31.072,31.353,35.365,42.952,36.320,46.097,44.387,44.276,44.675,48.383,43.881,44.941
67,112.986,207.444,60.163,49.000,43.377,38.920,63.474,78.217,55.462,39.385,58.862,57.760,60.721,39.391,40.844,42.823,57.889,57.765,52.354,85.425,77.863,241.014,162.073,65.393,59.447,66.648,36.877,42.860,40.804,46.387,44.807,37.796,43.044,52.392,39.192,43.230,42.234,32.523,30.893,31.207,35.520,43.348,36.368,45.750,43.764,44.365,44.509,47.718,44.016,44.894
68,110.628,199.293,58.908,47.675,42.095,38.352,60.315,74.636,55.654,38.751,57.834,58.362,58.696,39.197,40.811,42.613,56.785,56.008,52.183,81.692,77.200,237.122,150.674,64.357,59.351,65.692,36.957,43.046,40.626,46.326,43.838,37.750,42.977,52.077,38.751,41.788,41.391,32.211,30.424,31.112,35.200,43.116,36.112,45.778,44.284,44.229,43.745,46.873,43.738,44.692
