 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
15,74.942,195.849,44.227,49.725,42.701,38.511,57.923,71.816,55.440,37.870,68.897,57.425,56.657,38.734,41.147,44.809,59.079,44.134,55.977,76.734,78.389,249.197,179.393,66.624,55.698,78.541,36.863,42.667,40.322,48.066,45.483,39.222,43.633,51.669,42.717,45.010,39.875,31.686,30.464,30.445,35.158,41.925,35.157,41.233,43.678,46.204,43.011,54.566,42.769,43.493
16,75.135,187.613,44.997,48.492,41.963,38.911,57.172,73.103,55.330,37.878,65.142,57.179,55.248,38.994,40.941,44.465,58.447,44.200,54.746,71.866,77.333,242.905,177.898,67.118,55.384,73.810,36.579,42.810,39.668,47.400,44.807,38.736,42.677,51.761,40.606,44.897,39.684,31.501,30.901,30.497,35.052,41.675,35.079,41.347,44.729,45.525,42.893,50.850,43.117,43.357
17,78.538,193.091,46.524,48.534,40.951,39.306,59.072,79.737,55.877,37.630,61.847,57.110,53.404,38.784,40.307,43.651,57.743,43.586,53.175,67.356,75.983,237.345,174.924,67.727,55.350,71.190,36.956,42.695,39.530,47.062,43.758,37.892,42.359,51.046,39.471,43.019,39.346,31.678,30.784,30.823,35.129,41.865,35.569,41.378,44.000,44.688,42.275,48.601,43.143,43.144
18,77.866,183.543,45.365,46.945,39.933,38.707,56.286,77.282,55.925,36.917,58.972,56.758,52.412,38.633,40.176,43.281,57.094,43.402,51.415,63.104,74.738,229.855,160.569,66.624,55.539,67.736,36.885,42.524,39.599,46.696,43.314,37.670,41.333,50.480,38.892,42.334,39.458,31.588,30.491,30.579,35.095,41.824,35.289,40.920,44.240,44.738,41.782,47.254,42.800,42.934
19,75.743,172.934,44.183,46.105,39.224,38.382,53.602,73.507,55.670,36.704,58.508,56.990,50.685,38.674,40.052,42.547,56.306,43.497,50.602,59.764,73.318,221.481,146.456,66.409,55.378,65.415,36.387,42.606,39.317,46.722,43.049,36.957,41.626,50.226,38.478,41.622,39.471,31.583,30.379,30.506,35.119,41.860,35.147,41.361,44.229,43.514,41.340,46.709,42.639,42.732
20,73.774,163.923,43.260,46.018,38.474,37.563,50.735,69.581,55.551,36.581,59.417,56.386,50.838,38.561,40.155,42.443,56.394,43.591,49.488,58.202,72.797,213.406,134.343,65.091,55.732,64.799,36.505,42.454,39.267,46.793,42.333,37.099,41.287,50.175,37.879,40.945,39.388,31.395,30.531,30.322,35.106,41.863,34.782,40.983,44.473,43.464,40.956,45.751,42.512,42.966
21,72.331,156.324,42.219,45.304,38.235,37.300,48.868,66.238,55.306,36.410,63.978,56.945,50.209,38.469,39.859,42.373,56.119,43.619,48.758,55.760,72.002,205.966,130.407,65.626,55.336,62.503,36.281,42.306,39.238,46.795,42.606,37.012,41.255,50.208,37.963,40.907,39.104,31.627,30.536,30.380,35.016,42.163,34.909,40.986,43.921,43.431,41.103,46.312,42.730,43.032
22,70.807,151.569,41.876,45.047,37.664,37.211,46.986,64.465,55.479,36.257,61.503,56.713,49.365,38.715,39.962,41.477,56.209,43.394,48.261,54.255,71.000,197.456,125.220,64.490,55.250,62.819,36.157,42.810,39.246,46.505,42.263,36.853,41.173,50.103,37.882,40.322,39.246,31.668,30.669,30.304,34.879,41.774,34.992,41.125,44.123,43.130,40.979,46.103,42.449,42.539
23,69.994,146.506,41.955,44.720,37.386,37.587,45.422,62.535,55.803,36.369,59.114,57.138,49.513,38.166,40.200,41.434,56.321,43.373,47.945,53.484,70.413,190.771,124.736,65.169,55.123,61.857,36.297,42.281,39.258,46.748,42.446,36.773,41.136,49.426,37.354,40.955,39.313,31.540,30.205,30.398,35.037,41.570,34.746,40.590,44.312,42.931,41.471,45.946,42.530,42.594
24,68.653,140.770,42.895,44.924,37.228,37.044,43.874,60.756,55.214,36.376,57.832,56.939,49.504,38.596,39.639,41.346,55.532,43.164,47.518,52.269,69.958,185.807,123.220,64.603,55.076,61.113,36.440,42.303,39.143,46.253,41.909,36.695,41.112,49.728,37.387,40.449,39.111,31.529,30.219,30.400,34.953,41.872,34.723,41.149,43.818,43.202,41.345,46.002,42.423,42.726
25,67.502,137.985,42.229,44.634,37.341,36.909,43.513,59.399,55.264,36.459,57.462,56.022,49.591,38.441,39.693,41.343,55.796,43.171,47.170,51.955,69.022,179.166,116.723,64.620,54.998,61.242,36.258,42.422,39.018,46.636,42.007,36.733,40.670,49.710,37.771,40.384,39.205,31.518,30.424,30.126,35.291,41.853,34.906,41.302,44.137,42.655,41.190,46.354,42.351,42.552
26,66.250,134.941,41.882,44.759,37.082,36.892,42.178,58.420,55.223,36.208,62.340,57.272,49.003,38.271,39.790,41.310,55.923,43.042,47.170,51.496,68.782,173.961,110.344,65.289,55.227,60.665,36.305,42.522,39.237,46.688,41.951,36.775,40.967,49.772,37.758,40.288,39.168,31.406,30.365,30.223,34.973,41.928,34.665,41.003,43.901,42.959,40.673,45.822,42.847,42.885
27,65.278,131.818,41.458,44.542,36.910,36.901,41.675,57.590,55.238,36.075,61.127,56.528,48.607,38.579,39.922,41.072,55.681,43.350,46.866,51.076,68.462,169.356,104.479,63.831,54.925,60.091,36.135,42.444,39.093,47.287,41.774,36.606,40.730,49.528,37.542,40.209,39.150,31.425,30.525,30.205,34.862,41.868,34.510,41.444,43.815,42.646,40.927,45.721,42.868,42.730
28,63.580,129.242,41.113,44.283,36.981,36.939,40.801,56.620,54.956,36.236,59.112,56.965,48.557,38.496,39.910,41.050,56.245,43.539,46.973,50.986,68.281,165.642,99.314,62.938,55.229,60.536,36.242,42.532,39.071,46.898,41.758,36.520,40.768,49.570,37.859,40.444,39.375,31.432,30.328,30.205,35.025,41.930,34.982,41.115,44.086,43.083,40.773,45.744,42.660,43.032
29,63.180,126.895,40.575,44.898,36.771,36.939,40.484,55.628,55.495,36.053,57.880,56.848,48.382,38.042,39.958,40.920,55.528,42.935,46.510,50.341,68.403,160.823,95.049,62.890,54.840,60.505,36.321,42.397,39.296,46.704,41.537,36.618,41.115,49.456,37.704,40.662,39.059,31.449,30.325,30.347,35.089,41.865,34.784,41.229,43.870,42.602,40.683,45.857,42.569,42.707
30,62.205,125.025,40.310,44.804,36.539,36.717,40.292,55.631,55.185,36.004,61.213,56.707,48.780,38.377,39.893,40.815,56.168,43.174,46.727,50.210,68.134,156.111,91.444,63.783,54.760,60.434,36.176,42.475,39.300,47.076,41.791,36.422,40.827,49.472,37.970,43.370,39.277,31.505,30.277,30.439,34.952,41.647,34.807,40.920,44.171,42.461,40.785,45.434,42.356,42.794
31,61.009,123.639,39.962,44.545,36.909,36.964,39.868,54.510,55.155,36.209,62.501,56.724,48.685,38.458,40.263,40.555,55.847,43.003,46.304,49.650,67.724,153.583,93.513,63.893,54.744,60.055,36.234,42.244,38.966,47.020,41.526,36.665,40.741,49.608,37.178,42.661,39.204,31.340,30.232,30.316,35.044,41.729,34.515,41.295,44.699,42.417,41.318,45.768,42.332,42.862
32,60.439,121.346,39.790,44.628,36.677,36.713,39.315,54.294,55.429,36.105,60.284,56.703,48.624,38.431,39.853,40.581,55.977,43.072,46.641,49.468,66.577,149.458,91.009,62.401,54.998,59.923,36.191,42.138,39.011,46.755,41.436,36.520,40.777,49.292,37.559,41.523,39.046,31.356,30.376,30.475,34.866,42.022,34.584,41.257,43.949,42.555,41.168,45.376,42.348,42.626
33,59.574,120.461,40.024,44.741,36.819,36.730,39.439,53.674,54.925,36.252,58.551,57.285,48.568,38.326,39.851,40.769,55.945,42.904,46.334,49.630,66.355,146.952,87.745,64.138,55.262,60.245,36.336,42.532,39.037,47.221,41.552,36.578,40.689,49.640,37.859,40.873,39.244,31.400,30.008,30.213,35.060,42.050,34.810,41.174,44.055,42.544,41.100,45.965,42.917,42.703
34,58.672,118.812,40.144,44.516,36.556,36.821,39.050,53.883,54.958,35.950,60.510,56.839,49.058,38.287,39.882,40.606,55.874,43.207,46.184,49.235,66.499,143.624,84.320,63.899,54.964,59.728,36.606,42.933,39.256,47.099,41.859,36.699,40.848,49.710,37.744,40.674,39.230,31.381,30.352,30.478,35.047,41.935,34.749,41.226,43.640,42.641,41.049,45.620,42.514,43.537
35,58.078,117.454,39.701,44.571,36.659,36.757,38.928,53.530,54.863,36.097,62.538,57.407,48.911,38.582,40.015,40.557,55.874,43.272,46.526,49.579,66.161,139.909,81.496,62.702,55.264,60.431,36.652,42.844,39.396,46.802,41.780,36.707,40.897,49.570,37.936,40.875,39.268,31.310,30.307,30.159,35.131,42.231,35.079,41.080,44.178,43.108,41.066,45.852,42.896,42.955
36,57.754,116.693,40.279,44.366,36.368,36.842,38.899,53.009,55.200,36.128,60.591,57.380,48.618,38.704,39.819,40.491,55.817,43.546,46.153,49.462,66.357,137.916,79.912,63.161,55.405,60.305,36.869,42.763,39.543,46.741,41.216,36.858,40.937,49.671,38.017,41.125,39.617,31.433,30.475,30.169,35.333,42.459,34.734,41.625,44.226,42.635,41.315,46.033,42.860,43.318
37,56.827,115.531,40.071,44.398,37.007,36.806,39.066,53.022,55.456,36.192,58.712,57.600,48.565,38.434,40.195,40.592,55.672,43.171,46.304,49.421,66.526,135.537,77.757,62.591,55.472,60.503,36.467,42.967,39.441,46.722,41.699,36.791,41.353,49.785,37.970,43.793,39.595,31.496,30.520,30.334,35.355,41.872,35.442,41.997,44.154,42.655,41.265,46.089,42.784,43.571
38,56.420,114.596,40.292,44.730,36.573,36.677,38.762,53.021,55.518,35.963,60.411,56.976,49.086,38.567,40.218,40.576,55.930,43.156,46.048,49.558,66.315,132.277,76.571,62.300,54.805,59.676,36.217,42.797,39.499,46.798,41.787,36.776,41.116,49.943,37.795,43.127,39.379,31.764,30.461,30.296,35.238,42.156,34.980,41.559,44.503,42.588,41.208,46.296,43.132,43.025
39,55.773,113.420,40.306,44.492,36.905,36.968,38.708,52.740,55.155,36.647,63.226,57.272,48.669,38.541,39.721,40.570,56.572,43.453,45.972,49.112,66.117,129.995,74.794,62.316,55.392,60.538,36.455,43.062,39.432,46.701,41.904,36.807,41.015,49.710,38.054,42.347,39.698,31.414,30.539,30.195,35.147,42.019,34.985,41.712,44.209,42.840,41.311,46.014,42.758,43.263
40,55.202,112.881,40.067,44.243,36.769,37.057,38.876,52.925,55.667,36.442,61.133,57.715,48.624,38.697,40.040,40.668,55.994,43.577,46.139,48.941,66.479,128.240,74.540,62.054,55.637,59.937,36.369,42.965,39.433,46.773,41.582,36.730,41.374,49.846,37.949,41.342,39.385,31.562,30.299,30.510,35.217,42.325,34.990,41.639,44.342,42.895,41.154,45.962,42.831,43.155
41,54.988,112.282,40.216,44.678,36.560,36.962,38.605,52.354,55.729,36.367,59.009,57.730,48.262,38.909,40.200,40.856,56.026,43.280,45.460,48.994,65.971,125.238,73.518,62.161,55.079,60.272,36.286,42.897,39.370,46.951,41.897,36.773,41.478,50.108,38.367,40.987,39.645,31.815,30.691,30.593,35.323,42.192,35.041,41.705,44.640,42.633,41.158,45.568,43.278,43.369
42,60.395,112.356,40.027,45.183,36.688,37.135,38.551,52.687,55.075,36.562,62.148,57.677,48.719,38.627,39.781,40.777,55.991,43.305,45.761,49.271,66.323,146.311,72.856,62.238,54.845,59.830,36.252,42.859,39.245,46.840,41.740,36.745,41.205,50.164,38.158,41.087,39.587,31.503,30.269,30.635,35.195,42.553,34.949,41.250,44.377,42.605,41.067,46.462,43.083,43.248
43,77.577,112.412,40.053,45.010,36.737,37.194,38.449,52.046,55.291,36.575,63.363,57.732,48.602,38.553,39.964,40.668,55.989,43.629,45.772,49.093,67.770,202.764,73.249,61.490,55.092,59.277,36.310,42.433,39.288,46.838,41.720,37.121,41.247,49.956,37.859,42.629,39.592,31.774,30.304,30.533,35.033,42.337,34.845,40.990,44.158,42.727,41.265,47.007,42.800,43.106
44,77.603,110.691,39.732,44.251,36.726,37.025,38.439,51.965,55.309,36.547,60.628,56.831,47.877,38.650,40.137,41.087,56.483,43.541,45.388,48.988,67.880,195.476,72.292,61.653,55.006,59.846,36.427,42.575,39.113,47.015,41.861,36.683,41.127,50.011,37.872,43.280,39.286,31.725,30.219,30.527,35.214,42.178,34.947,41.844,44.736,42.688,40.943,46.225,42.745,43.285
45,74.624,109.880,40.064,44.586,36.940,37.413,38.509,51.856,55.569,36.729,58.871,57.220,48.487,38.633,40.092,41.009,56.402,43.319,45.719,48.854,66.961,183.506,71.290,61.769,55.096,58.712,36.277,42.663,39.224,46.630,41.465,36.773,41.089,49.925,37.758,42.265,39.417,31.771,30.365,30.436,34.879,42.272,35.013,41.625,44.257,42.398,40.954,46.657,42.790,42.567
46,84.733,109.966,40.055,44.599,36.720,37.108,38.654,51.806,55.170,36.459,61.080,57.154,48.496,38.469,40.233,40.638,56.091,43.246,45.605,48.569,69.188,219.186,71.800,61.525,54.877,58.654,36.257,42.416,39.140,46.867,41.521,36.996,41.400,49.697,37.798,41.627,39.494,31.718,30.301,30.494,35.026,41.836,34.817,41.583,44.168,42.166,40.625,47.413,42.917,43.389
47,92.975,110.029,39.691,44.709,36.618,37.040,38.313,51.567,55.584,36.139,62.834,57.579,48.370,38.523,39.941,40.792,55.943,43.547,45.538,48.462,68.636,226.338,71.824,61.469,54.800,59.945,36.324,42.487,38.982,46.685,41.753,36.624,41.256,49.930,37.933,41.277,39.277,31.627,30.496,30.493,35.005,42.055,34.901,41.566,44.010,42.878,40.812,46.890,42.475,43.185
48,105.753,179.873,40.878,46.196,39.289,37.171,46.244,56.905,55.721,36.406,64.376,57.577,48.816,38.639,40.132,40.402,56.534,53.326,50.867,65.280,78.418,246.016,95.243,63.043,55.624,79.352,36.628,42.717,40.704,48.074,44.639,39.047,42.958,51.618,45.017,42.664,39.489,31.645,30.477,30.407,35.091,42.279,35.053,41.177,44.685,44.511,41.514,62.190,44.455,44.488
49,117.058,235.597,41.009,47.202,43.444,38.601,64.513,65.330,55.673,37.661,64.387,57.657,55.064,38.620,40.681,41.804,58.466,55.204,57.140,86.280,92.875,252.252,119.523,64.707,55.868,100.500,36.766,42.994,41.140,48.620,48.190,40.415,44.244,53.379,47.906,44.156,39.567,31.644,30.728,30.332,35.324,42.370,35.246,41.528,44.613,46.793,42.322,70.777,44.636,44.974
50,113.487,227.048,40.895,46.550,42.804,39.652,64.277,66.639,55.723,38.794,62.325,57.681,56.223,39.025,40.865,42.830,58.711,52.230,56.209,81.868,92.753,248.349,125.496,65.866,56.087,94.712,36.738,43.062,40.744,47.955,47.085,40.344,43.817,52.331,44.155,44.474,39.733,31.506,30.632,30.805,35.325,42.488,35.294,41.153,44.860,45.945,42.375,60.364,43.857,44.263
51,115.168,224.934,44.509,51.309,42.013,39.713,70.358,75.376,55.455,38.656,67.374,57.486,56.499,38.898,40.208,43.150,58.421,50.272,53.520,80.911,89.699,247.834,133.741,66.293,55.946,87.036,36.783,42.921,40.673,47.139,46.629,39.302,43.247,52.167,41.337,43.423,39.620,31.775,31.064,30.729,35.164,42.344,35.264,41.340,44.616,45.227,41.833,56.124,43.166,43.752
52,110.544,214.633,44.719,49.757,41.252,39.403,67.634,74.301,55.140,38.478,64.553,57.254,55.671,38.933,40.624,43.018,57.421,48.619,51.727,86.145,86.452,244.338,128.578,65.814,55.687,80.843,36.725,42.779,40.266,47.395,45.510,38.567,42.238,51.079,39.973,42.561,39.571,31.673,30.736,30.904,35.259,42.301,35.089,41.167,44.003,44.564,41.669,54.892,43.501,43.456
53,109.770,203.022,43.381,47.259,39.940,38.606,63.271,70.488,55.441,37.671,61.675,56.685,54.234,39.036,40.219,42.817,57.094,47.334,50.309,81.905,86.450,243.730,118.844,66.649,55.877,75.863,36.845,43.148,39.907,46.958,44.552,37.997,41.992,51.301,39.461,41.908,39.519,31.575,30.763,30.861,35.344,42.396,35.058,41.094,44.154,44.555,41.399,52.047,43.068,43.329
54,112.345,191.699,45.666,47.961,39.123,38.240,65.712,70.115,55.411,37.052,59.426,57.587,53.201,39.154,40.212,42.390,56.664,46.050,49.044,76.498,89.738,244.447,114.336,66.039,55.692,72.953,36.573,42.800,39.818,47.005,44.051,37.516,41.759,50.529,38.609,41.325,39.891,31.920,30.797,30.635,35.203,41.997,35.213,41.354,44.784,43.925,41.499,52.082,43.099,43.656
55,112.030,182.866,45.873,47.411,38.664,37.768,66.667,68.125,55.202,37.119,58.226,57.388,52.014,38.901,40.139,41.960,56.481,45.777,48.760,78.687,97.095,239.705,108.669,65.233,55.887,70.225,36.329,42.692,39.520,46.850,43.324,37.366,41.430,50.906,38.434,41.281,39.350,31.636,31.136,30.506,35.252,42.209,34.947,41.413,44.476,43.674,41.211,57.533,42.855,43.304
56,112.580,174.113,44.552,46.613,38.196,37.606,62.704,65.110,55.893,36.802,57.615,56.909,51.532,39.019,40.370,41.868,56.372,45.137,47.682,75.977,103.090,232.971,101.142,66.035,55.892,67.580,36.252,42.470,39.451,46.969,43.300,37.501,41.584,50.375,38.337,40.932,39.440,31.742,31.011,30.506,35.134,42.283,35.023,41.583,44.805,43.450,41.215,57.946,43.221,43.459
57,110.630,166.110,43.445,46.126,37.722,37.245,59.114,62.561,55.349,36.414,58.166,57.394,50.348,38.959,40.275,41.512,56.266,44.735,48.023,71.386,107.535,225.016,94.716,65.248,55.686,66.217,36.456,42.738,39.443,46.841,43.012,37.090,41.385,50.502,38.367,40.479,39.497,31.737,30.875,30.434,34.951,42.397,34.896,41.378,44.558,43.804,40.996,56.561,42.971,43.624
58,110.334,160.733,42.578,45.513,37.515,37.468,55.540,60.925,55.018,36.198,61.538,56.892,50.106,38.784,40.059,40.901,55.970,44.818,46.875,67.249,121.848,217.376,89.779,63.626,55.575,65.195,36.191,42.952,39.353,46.807,42.399,36.834,41.133,50.629,37.704,40.421,39.538,31.758,30.645,30.822,34.988,41.902,34.832,41.521,44.346,42.638,41.001,60.890,43.184,43.469
59,107.916,158.495,42.705,45.165,37.655,37.323,53.456,59.609,55.092,36.698,60.966,56.866,50.231,38.652,40.198,40.977,55.509,45.928,46.647,63.925,122.249,211.202,88.876,63.126,55.209,64.316,36.190,42.524,39.259,46.775,42.326,36.924,41.216,50.263,38.768,40.191,39.430,31.594,30.744,30.344,35.126,41.848,34.797,40.882,43.938,42.851,40.854,55.803,42.673,43.543
60,116.686,239.636,46.190,46.864,38.310,37.200,62.166,66.943,56.330,37.131,62.660,57.380,50.053,38.733,40.185,41.165,57.417,68.042,47.016,80.299,123.071,244.837,142.204,64.545,56.227,66.931,36.307,42.583,39.327,46.750,42.714,37.268,41.282,51.449,39.273,40.420,39.515,31.621,31.133,30.346,35.239,41.991,34.934,40.892,44.000,43.442,40.999,62.070,43.010,43.406
61,116.425,241.966,47.541,47.864,38.754,37.475,67.104,74.859,55.947,37.140,60.523,57.187,49.696,39.095,39.750,41.156,57.130,71.041,46.856,84.393,135.807,245.803,156.340,65.370,56.212,71.459,36.273,42.883,39.280,47.157,42.498,37.200,41.679,51.871,39.455,41.232,39.602,31.676,31.152,30.594,35.015,42.127,35.038,41.146,44.932,43.320,41.297,63.845,43.148,43.597
62,114.109,233.449,49.060,47.490,39.937,37.684,71.826,74.084,56.322,36.763,60.353,57.659,50.267,39.057,40.082,41.136,57.174,66.186,46.683,80.406,135.401,240.644,145.984,65.917,55.995,69.810,36.128,42.541,39.245,47.057,43.096,37.034,41.548,51.658,38.848,43.489,39.538,31.645,31.563,30.620,35.229,42.137,34.977,41.389,44.836,43.367,41.223,58.803,43.343,43.295
63,109.432,223.823,48.265,47.000,39.631,37.171,68.578,70.076,55.928,36.813,62.652,57.089,49.273,38.860,39.958,40.841,56.491,61.645,46.183,81.184,129.210,241.807,139.469,66.283,55.840,74.753,36.354,42.829,39.488,47.005,44.484,36.960,41.750,50.983,38.306,42.604,39.427,31.650,31.125,30.849,35.292,42.060,34.901,41.056,44.695,42.809,41.175,54.376,42.862,43.569
64,106.334,215.049,47.436,46.139,38.981,37.059,65.130,67.203,55.824,36.550,60.856,57.398,49.521,38.886,39.969,41.135,56.315,57.853,46.451,76.947,122.680,235.302,129.552,65.132,55.756,72.580,36.287,42.997,39.654,46.972,43.711,36.988,41.994,51.068,38.209,41.884,39.450,31.789,30.789,30.533,35.112,41.923,35.206,41.434,44.531,43.099,40.997,50.380,42.873,42.987
65,106.454,205.574,47.238,45.385,38.610,36.719,61.292,64.579,55.767,36.482,58.720,57.154,48.769,38.990,40.019,40.713,56.364,55.674,46.222,76.883,118.636,231.041,124.453,65.450,55.957,70.286,36.460,42.602,39.259,46.833,43.500,37.052,41.641,50.443,37.963,40.844,39.375,31.680,30.941,30.504,35.347,41.920,34.944,41.427,44.281,42.914,41.093,50.474,42.787,43.221
66,109.002,198.023,46.245,44.921,37.978,37.203,57.967,61.833,55.276,36.451,57.824,57.197,49.192,38.629,40.031,40.807,56.066,52.492,46.315,76.459,118.870,240.608,117.172,64.795,56.208,67.511,36.379,42.637,39.319,46.616,42.876,36.649,41.167,50.423,37.889,40.892,39.426,31.721,30.456,30.446,35.127,41.707,35.173,40.771,44.414,42.851,40.980,50.833,43.252,43.166
