 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26
310,90.404,93.882,90.380,91.503,85.144,116.400,102.829,94.347,96.181,108.581,101.724,108.256,119.858,95.104,91.330,107.379,98.827,93.430,87.328,95.930,99.831,90.296,85.223,99.928,97.958,102.563
311,90.373,93.827,90.788,91.148,83.704,115.832,102.449,94.525,96.232,109.964,102.127,106.995,119.819,95.594,90.799,107.940,100.279,93.922,87.194,95.552,100.202,89.854,85.651,99.104,97.728,102.884
312,93.338,95.694,91.701,94.413,84.719,127.837,111.035,94.630,97.860,118.370,105.894,108.981,122.865,98.104,92.859,111.632,103.245,94.548,87.829,97.468,99.468,89.894,85.193,99.876,98.740,103.797
313,97.165,98.900,96.037,97.248,84.430,148.727,127.687,96.139,99.204,135.808,113.311,111.744,128.285,100.855,94.930,113.692,108.785,98.421,88.035,99.969,100.430,90.319,86.390,99.691,100.880,103.957
314,96.477,98.841,96.319,97.595,85.233,158.196,128.766,97.498,98.496,139.038,114.745,112.555,126.979,99.739,94.522,112.752,108.340,99.642,87.238,98.103,100.696,90.173,85.959,100.464,99.948,102.595
315,98.556,101.133,97.829,101.126,84.898,166.836,130.325,97.782,99.522,146.251,118.094,113.807,125.608,101.536,96.145,113.234,109.791,103.501,86.945,97.639,101.164,89.346,85.870,99.939,99.837,104.441
316,99.619,101.090,97.494,100.050,84.887,169.121,129.393,98.204,99.545,146.912,119.304,113.858,123.629,101.127,96.386,111.823,108.827,103.242,86.995,97.629,100.456,90.115,86.868,100.718,98.399,103.977
317,100.052,102.204,98.035,99.357,84.867,171.185,128.054,99.116,98.582,149.268,119.507,114.342,124.006,101.317,96.415,112.963,109.634,103.955,86.737,97.345,100.451,90.211,86.735,99.885,97.512,103.652
318,98.737,101.801,97.872,97.890,84.390,172.347,129.440,99.259,98.788,151.062,119.849,112.762,123.971,101.959,95.368,111.391,107.791,102.423,87.582,96.716,100.109,89.665,87.130,99.795,98.505,103.088
319,99.328,100.545,98.536,98.269,84.651,174.371,129.461,99.944,97.980,150.834,118.469,112.069,123.932,100.355,95.372,110.589,105.826,102.166,86.986,96.301,100.917,90.004,86.414,100.092,99.124,103.599
320,97.563,99.277,97.352,97.579,84.782,176.076,130.207,100.479,98.356,149.351,118.637,110.802,122.427,99.807,95.703,110.961,105.447,101.944,87.882,96.451,101.017,90.422,86.486,100.646,98.997,103.185
321,96.747,97.962,96.943,96.251,84.578,173.519,128.477,100.438,99.153,147.204,118.278,110.345,122.777,100.292,94.801,110.568,104.880,100.132,87.003,96.442,101.637,89.712,86.240,99.960,98.321,103.047
322,96.846,97.633,97.660,97.659,84.426,174.701,127.200,100.273,99.178,147.768,117.998,109.237,121.954,101.315,95.283,110.313,103.657,100.208,86.723,96.143,99.993,90.167,86.575,100.358,98.185,103.242
323,96.847,99.062,96.817,96.511,83.682,175.419,128.611,100.417,98.427,149.590,117.804,109.252,122.399,100.807,95.852,109.090,102.752,100.286,85.895,96.312,100.765,90.532,85.890,99.995,98.535,103.525
324,95.816,95.493,97.436,96.493,84.543,175.574,128.260,99.926,98.648,148.334,117.564,109.426,122.113,101.112,95.560,111.055,102.086,99.682,87.074,96.060,100.553,90.026,86.786,100.074,98.462,103.608
325,94.430,95.588,96.808,95.337,83.881,172.514,126.891,100.481,98.026,148.585,116.377,108.221,121.889,100.513,94.672,109.931,102.145,100.190,86.840,97.424,100.325,90.188,86.122,101.417,98.809,102.890
326,93.764,94.929,96.249,94.619,84.582,171.037,124.062,100.590,98.724,147.443,115.101,108.751,121.120,100.799,94.302,109.262,101.673,99.322,86.803,95.993,99.962,90.289,86.236,100.583,97.917,102.952
327,92.979,94.445,95.628,93.387,83.908,167.602,122.012,100.046,97.364,143.950,115.389,108.949,122.196,99.259,93.869,109.736,101.875,99.110,86.911,96.056,100.727,90.049,86.257,100.688,98.056,103.010
328,93.471,95.379,95.339,92.539,83.649,167.082,120.697,99.005,97.186,142.618,114.083,108.675,122.729,98.723,94.115,110.207,101.210,99.472,86.937,96.683,100.487,89.906,86.068,100.136,98.166,103.554
329,92.205,95.199,95.364,91.856,84.145,165.112,120.245,98.968,97.240,141.500,114.019,107.763,122.053,98.365,93.157,109.770,100.932,97.134,86.338,96.278,100.917,89.741,85.493,100.418,98.516,102.827
330,92.473,95.100,95.410,92.413,84.556,162.710,118.259,98.387,97.077,139.294,113.620,109.071,121.650,98.919,92.105,109.595,101.316,96.969,87.202,96.823,101.112,90.471,86.308,100.283,98.953,102.498
331,91.036,93.464,95.485,91.515,84.482,160.961,118.215,98.933,96.573,140.363,112.653,108.805,121.896,99.107,93.407,110.287,100.174,96.244,87.134,96.191,102.637,89.792,85.332,100.146,98.767,102.772
332,91.548,93.974,94.933,91.359,84.215,159.719,116.831,98.306,97.135,140.268,110.861,108.737,122.238,97.348,93.087,108.979,101.067,95.260,86.858,95.686,101.019,89.161,85.551,100.869,98.613,102.942
333,91.846,93.642,94.757,91.475,84.567,156.391,116.979,97.660,96.468,135.626,110.410,108.437,121.829,97.264,93.714,109.359,100.017,95.304,87.263,96.646,100.050,89.836,85.896,100.561,98.610,103.320
334,91.614,93.488,94.475,91.228,84.478,156.053,115.295,97.264,96.555,133.021,111.066,108.647,122.065,98.129,93.009,109.807,100.673,94.875,87.166,96.098,100.584,89.545,85.404,100.586,98.865,102.595
335,91.449,92.917,94.329,91.431,84.337,152.661,114.179,98.431,96.731,133.422,108.986,108.581,121.095,96.838,91.429,109.002,100.936,95.141,87.678,96.321,101.071,90.191,85.361,100.495,98.293,102.982
336,90.525,93.841,93.468,91.022,84.366,151.472,113.368,96.919,95.666,129.637,110.592,108.714,120.919,97.731,91.742,108.499,100.946,94.470,86.472,96.415,101.553,89.280,85.497,101.007,98.507,102.999
337,92.055,94.173,92.795,90.497,84.098,148.221,112.517,97.375,96.935,127.950,108.559,109.045,121.035,96.904,92.035,110.080,101.704,94.177,87.114,96.414,99.622,90.226,85.373,100.927,98.002,103.104
338,90.480,93.780,92.439,91.653,84.534,146.820,111.850,95.606,96.351,126.991,106.642,108.801,122.487,97.008,92.574,108.586,99.877,94.438,86.765,95.892,101.532,90.177,85.896,100.329,98.368,103.091
339,90.986,94.739,92.332,90.635,84.507,146.210,111.818,95.903,95.383,126.083,106.486,109.011,121.825,97.746,91.993,108.989,100.704,94.318,87.202,96.709,100.444,89.754,85.774,100.876,98.333,103.612
340,91.321,93.637,92.209,90.437,83.831,144.653,111.477,95.565,95.780,125.021,107.580,109.019,121.839,97.510,92.899,108.485,100.949,94.306,87.031,96.195,101.280,89.238,85.327,100.996,97.917,103.117
341,90.745,94.230,91.703,90.814,84.085,145.233,110.446,95.653,95.556,122.777,106.738,108.749,121.896,97.061,91.447,110.195,100.581,93.579,86.905,95.639,101.758,90.018,85.514,100.780,98.371,103.055
342,91.095,93.993,91.558,90.583,84.059,142.915,109.759,95.176,95.225,123.166,105.967,108.542,122.465,96.561,91.707,109.046,101.464,94.568,86.843,96.210,101.435,90.093,86.252,101.023,98.183,102.671
343,91.267,93.519,91.056,91.042,84.013,141.317,109.582,94.424,95.390,121.547,105.233,108.812,121.683,95.444,91.311,108.726,101.679,93.642,86.680,96.765,100.952,90.615,86.168,100.931,98.870,103.138
344,90.794,94.045,91.351,91.307,84.574,141.662,108.921,95.025,95.427,121.164,103.929,108.812,122.159,97.036,92.316,109.391,100.987,93.633,87.018,96.320,101.988,90.231,85.904,101.063,99.041,103.315
345,90.804,93.900,91.336,90.593,83.972,139.017,108.368,94.102,95.352,118.701,103.906,108.417,122.070,96.322,92.075,109.163,101.215,94.501,87.032,96.438,102.064,90.238,85.885,101.487,98.762,102.883
346,90.776,94.256,90.786,91.277,84.115,138.618,108.064,94.815,95.532,118.827,104.382,108.526,122.360,95.467,92.138,108.393,100.673,93.550,86.912,96.238,101.178,90.159,86.411,101.053,97.972,102.733
347,90.764,93.235,90.044,90.842,83.823,136.225,107.169,94.741,95.064,118.846,103.052,108.563,121.563,95.701,91.246,108.887,101.103,93.002,86.346,96.797,102.045,90.312,85.738,101.358,99.163,102.668
348,90.865,93.329,91.021,90.110,83.654,134.422,107.661,94.220,95.697,117.607,102.785,109.200,122.385,96.046,91.728,109.354,101.269,93.888,87.363,96.171,101.378,90.026,85.462,100.794,98.432,104.081
349,90.726,94.111,90.876,91.174,84.128,133.459,107.502,94.650,95.486,117.230,103.337,108.924,121.843,96.650,92.002,109.354,100.655,93.481,87.602,96.240,101.002,90.306,85.784,101.252,99.033,103.759
350,91.130,93.945,90.244,91.341,83.620,131.143,106.150,94.697,95.597,115.967,103.104,108.693,121.470,97.769,91.407,109.457,100.347,93.340,87.406,96.680,101.480,89.795,85.899,101.103,98.557,103.796
351,91.614,93.789,90.841,90.202,84.920,133.097,106.234,94.799,95.618,115.874,103.276,108.706,122.231,97.467,91.429,109.055,101.170,93.383,87.289,96.350,100.815,89.607,86.776,101.343,98.332,103.552
352,91.785,94.147,90.706,90.555,84.151,131.755,105.817,94.905,94.591,114.972,103.823,109.036,122.430,96.761,91.471,109.333,100.520,93.461,87.218,96.389,101.375,90.516,86.228,101.567,99.219,103.501
353,90.894,94.007,90.841,91.002,83.462,131.805,105.694,95.025,95.533,115.057,102.941,109.022,122.076,96.368,91.571,109.857,100.849,93.810,87.128,96.626,101.829,90.312,86.166,100.601,99.875,103.622
354,90.950,93.836,90.820,90.587,84.106,129.131,104.135,94.023,95.374,114.315,102.726,108.895,122.414,96.393,91.953,110.002,100.938,93.937,86.942,97.050,101.413,89.999,85.387,101.703,98.692,104.032
355,91.496,93.483,90.629,91.050,83.951,129.416,104.265,94.826,95.498,114.258,102.894,108.795,122.369,96.500,92.115,110.738,101.917,93.588,87.338,96.882,101.779,89.789,85.642,100.798,98.808,103.916
356,90.631,94.358,90.856,91.126,83.891,127.374,105.070,95.373,96.341,113.436,102.491,108.941,122.431,97.470,91.981,108.667,101.859,93.600,86.725,96.010,101.074,89.608,85.152,100.509,98.376,102.874
357,90.768,93.836,90.846,90.595,84.138,127.715,103.812,94.907,94.855,114.701,103.446,109.361,122.759,96.444,92.180,108.207,101.264,93.826,86.988,95.786,101.762,90.466,85.572,100.093,99.787,103.112
358,90.615,94.455,90.816,90.980,84.705,126.755,103.858,94.285,95.452,113.339,103.354,109.410,121.978,97.589,92.288,109.798,100.946,93.756,87.155,96.678,102.247,90.731,86.062,101.309,98.804,103.268
359,91.007,93.806,91.178,91.246,84.075,124.858,104.608,94.938,94.571,113.735,102.974,109.021,121.883,97.160,91.918,110.336,101.607,94.150,87.322,96.976,101.114,89.777,85.640,101.350,98.606,103.607
360,91.412,94.140,90.855,90.842,84.225,124.360,104.673,93.912,95.432,112.047,103.585,109.323,122.686,97.637,92.108,108.414,101.193,94.204,86.668,96.999,100.385,89.480,86.168,101.462,98.790,103.322
361,91.012,93.825,91.126,90.878,84.207,124.006,103.598,94.806,95.147,112.348,103.785,109.593,121.583,96.906,91.939,109.221,100.627,94.508,87.263,96.021,101.466,89.785,85.923,101.532,99.299,103.176
362,91.515,94.799,91.054,90.868,84.940,123.599,103.992,95.213,95.300,112.168,103.785,109.762,122.937,96.909,91.848,110.099,101.591,93.897,87.455,96.308,101.439,90.115,85.312,101.919,99.689,103.113
363,90.808,93.640,90.573,91.585,84.190,122.945,103.697,94.278,95.933,111.526,102.705,109.532,122.732,97.084,92.080,109.582,101.608,93.928,87.072,96.685,101.613,90.524,85.884,101.870,98.909,103.414
364,90.220,94.315,90.579,90.545,83.809,122.126,103.900,94.826,95.315,111.661,103.080,109.295,123.323,96.675,92.450,109.598,100.431,94.246,87.506,96.359,102.834,90.385,85.274,101.823,98.905,103.233
365,91.827,93.886,90.685,91.255,84.142,121.190,103.116,94.486,94.653,111.742,103.108,109.736,121.910,96.695,92.663,109.625,101.081,93.494,87.486,96.974,101.081,89.941,85.288,100.429,99.224,103.965
366,90.568,94.555,90.393,91.234,83.853,121.318,104.871,94.310,95.455,112.666,103.040,109.355,122.558,97.302,92.211,109.924,100.848,94.781,87.297,95.605,100.610,90.283,86.255,101.584,99.606,103.484
367,90.813,94.187,90.705,90.421,83.969,121.002,103.188,94.586,94.803,111.109,103.281,108.403,122.498,96.221,93.049,109.497,100.692,93.398,87.402,96.777,101.385,89.652,85.918,101.266,98.811,102.715
368,91.175,94.109,91.587,91.517,84.504,119.998,104.101,94.676,95.028,112.744,102.979,109.770,123.161,96.817,92.206,109.975,101.119,93.546,87.240,96.210,100.933,89.884,85.171,101.358,98.531,102.953
369,90.984,93.498,91.203,91.545,83.672,120.685,103.123,95.204,94.984,112.251,103.825,109.389,122.490,96.886,91.937,109.800,100.919,94.002,87.498,96.204,100.929,89.679,85.692,101.282,98.930,103.320
370,91.393,94.019,90.875,90.240,84.419,119.254,102.986,94.468,96.253,111.538,102.917,109.354,122.331,97.698,91.810,108.664,100.189,93.356,86.354,95.496,101.976,89.882,85.533,100.872,98.828,102.848
371,91.279,93.690,90.616,90.463,84.186,119.685,103.626,94.111,95.111,111.130,102.342,108.546,121.704,97.193,91.251,108.828,100.808,94.054,86.957,95.916,100.779,89.348,85.111,100.638,98.311,102.899
372,90.489,94.306,91.124,91.998,83.919,120.264,103.290,94.769,95.440,111.995,103.278,109.434,122.111,96.213,92.215,109.513,100.572,93.839,87.012,95.743,101.190,89.076,85.747,100.865,98.515,103.984
373,90.653,93.486,90.681,90.631,84.311,119.520,102.762,94.873,95.153,111.393,102.767,108.588,121.997,96.706,91.932,110.237,101.144,93.908,87.505,96.037,100.618,89.632,85.409,100.891,98.657,103.108
374,90.981,93.882,90.456,91.080,83.450,118.521,102.952,93.949,95.816,109.969,102.283,109.016,121.987,97.041,92.407,108.984,101.176,94.919,87.035,95.880,100.696,89.336,84.524,100.414,98.225,102.778
375,90.581,94.028,90.378,90.962,84.163,119.690,102.424,94.227,94.985,110.981,102.024,108.068,121.349,97.155,91.426,108.618,101.015,93.718,87.192,95.528,100.570,88.974,84.589,100.509,98.297,102.736
376,91.123,93.159,90.013,90.948,83.701,118.412,102.141,94.475,95.010,110.979,102.366,108.788,121.693,97.508,91.457,109.763,100.552,93.392,87.028,95.922,101.266,88.665,84.697,100.823,98.095,102.246
377,90.844,93.938,90.743,90.110,82.849,118.179,102.304,93.919,95.861,110.609,103.017,108.384,121.744,96.536,90.986,109.782,101.325,93.076,86.463,95.183,100.888,88.971,85.164,99.788,98.114,102.631
378,90.681,93.493,90.282,90.457,83.580,117.817,102.918,93.609,94.592,109.836,101.896,108.409,120.823,96.520,91.700,109.193,101.138,94.454,86.677,95.155,100.736,88.915,84.401,100.329,98.804,102.368
379,90.834,93.502,90.661,90.637,83.603,117.645,103.343,94.725,95.132,110.737,101.724,108.585,121.853,96.660,91.347,108.634,99.660,93.233,86.928,95.167,100.808,89.177,84.870,99.988,98.282,102.794
380,90.412,93.524,90.506,89.888,83.648,117.907,102.744,93.611,95.524,110.453,101.545,108.417,120.873,96.987,92.445,108.759,100.299,93.787,86.668,94.675,100.492,89.165,84.522,100.109,98.989,102.601
381,91.281,93.919,90.464,91.301,84.130,117.666,103.526,94.956,95.168,110.652,103.040,108.791,121.745,97.558,91.986,108.772,100.891,93.676,86.994,96.088,101.017,89.462,84.991,99.823,99.128,103.344
382,90.201,93.900,90.379,90.078,83.270,118.389,103.221,94.019,95.312,110.908,101.453,108.849,121.134,96.396,91.703,109.552,100.695,93.515,86.366,96.031,100.100,88.591,84.721,100.323,98.095,102.830
383,90.045,93.002,90.449,90.166,83.514,117.367,103.245,95.009,93.460,111.223,101.936,108.386,121.869,96.546,91.457,107.749,100.668,92.933,87.091,95.214,100.827,88.818,84.476,99.544,97.837,102.654
384,91.269,93.827,90.571,90.409,83.911,117.934,102.781,94.613,95.055,109.922,102.307,108.631,121.280,97.431,92.119,108.625,101.094,92.416,86.631,95.616,100.216,88.920,85.354,100.193,98.524,102.486
385,91.194,93.905,90.174,90.565,83.486,117.977,103.508,93.581,94.724,110.336,101.870,108.331,121.527,95.891,91.614,109.062,100.136,93.011,87.332,95.957,100.463,89.047,85.409,100.256,99.075,103.368
386,91.310,93.128,90.646,91.024,84.352,118.085,102.897,95.023,95.047,112.019,102.811,109.200,121.195,96.140,91.794,109.338,99.909,94.027,86.957,95.459,99.599,89.147,84.592,101.107,98.509,102.905
387,91.073,93.908,90.671,90.926,83.806,117.581,102.927,93.968,95.396,111.206,102.271,108.604,121.387,96.495,91.733,108.143,100.505,93.208,86.989,95.977,100.097,88.971,85.291,100.838,98.782,103.712
388,91.080,93.991,90.396,91.004,83.989,117.343,102.797,95.185,95.845,110.521,102.012,108.348,122.010,97.251,92.578,109.483,100.704,93.257,86.318,95.944,100.359,89.020,86.154,99.919,98.937,103.426
389,91.530,94.057,90.595,91.162,84.017,117.102,103.259,95.009,95.276,111.486,103.592,108.713,121.474,96.553,92.529,109.221,100.602,93.235,86.975,96.158,99.420,89.614,85.622,100.453,98.393,102.932
390,90.352,93.851,91.122,90.687,83.950,117.678,103.177,94.509,94.626,110.796,102.283,108.455,121.446,96.947,91.407,108.313,99.631,92.790,87.028,95.194,100.898,88.951,84.926,99.910,99.305,102.708
391,90.908,94.737,90.199,89.687,84.349,116.937,103.085,93.856,95.931,111.493,101.642,108.778,120.775,96.784,92.080,108.007,100.428,93.103,87.798,95.710,100.392,89.288,85.257,100.642,98.903,103.352
392,91.159,93.457,91.270,90.439,84.003,116.922,102.378,94.155,95.684,110.825,102.066,109.103,121.975,96.137,92.482,109.051,101.907,92.568,87.146,95.959,99.618,89.219,84.411,100.394,97.753,103.210
393,91.140,94.384,90.980,90.589,84.120,116.856,102.823,94.296,95.635,110.078,102.557,109.201,122.082,96.891,91.958,108.772,102.396,93.718,87.497,96.094,100.689,88.865,85.087,100.232,99.221,103.084
394,91.549,94.358,90.768,90.924,83.679,116.668,102.811,94.720,94.940,110.645,102.703,107.931,121.783,96.779,91.089,108.795,100.653,92.879,86.794,95.930,100.767,88.839,84.750,99.676,98.710,103.254
395,90.631,94.318,91.081,90.375,84.237,117.419,102.770,94.025,95.207,110.858,102.009,108.579,121.627,96.609,91.749,108.761,100.898,93.034,87.586,96.077,100.753,89.247,85.553,100.163,99.075,103.496
396,90.723,93.616,90.659,90.936,84.321,117.802,103.221,94.787,95.690,110.031,102.566,108.248,121.900,96.198,91.180,108.979,101.451,92.906,87.032,95.689,99.979,88.889,85.354,99.700,98.823,102.313
397,91.137,94.232,91.412,91.385,84.483,116.814,102.477,94.569,94.772,110.773,102.045,109.099,122.189,97.096,92.066,109.161,100.720,92.718,86.643,94.922,100.316,89.294,84.580,99.702,99.304,103.410
398,90.594,94.100,90.129,90.814,84.070,117.082,103.033,93.856,95.254,110.735,101.144,108.286,120.882,95.459,91.796,109.046,100.483,93.336,86.835,95.382,100.173,89.097,84.688,100.066,98.368,102.200
399,90.582,92.318,90.307,91.263,83.959,116.651,102.227,94.914,96.553,110.981,103.316,108.448,121.312,96.627,91.867,109.605,99.311,92.848,86.155,95.879,100.299,89.348,84.896,100.005,98.761,103.078
400,90.733,94.517,90.727,90.222,84.056,116.624,102.959,94.167,94.662,110.704,102.295,108.445,121.408,96.543,90.738,107.970,99.830,93.405,87.323,94.414,100.399,88.050,85.940,99.810,98.340,103.375
401,91.295,93.443,90.491,91.174,83.944,116.494,103.567,95.102,94.778,110.597,102.330,108.381,121.204,96.741,91.382,107.977,100.462,92.306,86.580,95.429,99.810,88.546,85.228,99.957,98.534,103.179
402,91.230,93.194,90.803,90.186,83.823,116.436,103.507,94.215,94.698,110.488,102.415,107.965,121.417,96.774,91.220,108.926,100.112,93.161,86.885,95.173,99.850,88.805,85.447,99.954,98.507,102.007
403,90.567,94.614,90.762,90.657,83.666,116.683,102.315,93.838,94.873,110.310,101.946,108.361,121.768,96.429,91.637,108.713,100.044,92.687,86.645,95.185,98.703,89.397,84.353,100.026,98.255,103.038
404,90.544,94.249,90.804,90.936,84.092,116.189,103.098,94.319,95.095,110.810,101.064,107.458,121.018,95.525,92.227,109.398,99.578,92.772,86.698,95.108,99.907,89.296,84.962,99.744,98.491,103.129
405,90.676,93.701,90.153,90.587,83.793,116.283,102.991,94.014,96.170,109.746,100.557,107.383,120.605,96.203,91.169,109.083,100.042,92.832,87.431,94.606,99.447,88.810,85.152,99.777,98.612,102.951
406,89.795,94.476,90.545,90.910,84.263,116.882,103.097,94.201,95.233,109.495,101.460,107.156,121.426,97.155,90.492,108.172,99.454,92.273,86.815,94.939,99.824,88.953,85.021,99.416,97.710,103.230
407,90.634,93.694,90.067,90.134,83.999,116.517,102.831,94.065,94.943,109.581,101.108,107.519,120.270,96.487,91.044,107.784,99.717,91.919,86.166,94.922,98.399,88.729,84.995,99.011,98.094,102.658
408,90.711,92.903,90.686,90.804,84.598,117.054,101.605,94.456,95.166,110.521,102.524,107.560,120.743,96.119,91.600,108.455,99.556,92.877,86.695,95.709,98.888,88.665,84.091,98.760,98.213,101.819
409,91.094,93.768,90.202,90.234,83.962,115.450,103.174,94.380,95.615,109.915,101.064,107.230,120.771,96.467,90.822,108.499,99.923,92.541,86.654,94.953,99.475,88.056,84.764,99.246,98.092,101.915
410,90.522,93.993,90.719,90.912,83.788,116.227,102.554,93.861,95.137,110.073,101.774,107.509,120.556,95.883,91.389,108.738,99.356,92.658,85.612,94.104,98.613,88.777,84.666,99.412,98.338,102.731
411,90.548,93.282,90.465,90.790,84.662,116.003,102.605,94.356,94.945,109.725,101.248,107.485,120.826,95.629,91.056,108.566,100.070,92.870,86.854,93.946,99.620,88.312,84.498,98.918,97.601,102.997
412,90.518,93.289,90.746,90.663,83.853,115.987,101.756,94.394,95.139,110.109,100.778,106.887,120.456,96.442,91.279,107.729,100.119,92.832,86.954,94.429,100.335,88.741,84.401,99.545,98.064,102.462
413,90.371,93.121,90.348,90.719,83.729,116.200,102.118,95.019,94.726,110.332,101.639,107.809,120.733,96.391,91.459,108.329,99.396,92.763,86.711,95.053,99.857,88.542,85.229,99.673,99.178,103.295
414,90.589,93.645,90.134,89.924,84.651,115.532,102.260,93.090,94.736,109.244,101.486,106.928,121.231,96.442,91.342,107.777,99.839,93.407,86.177,94.067,98.950,88.597,84.469,99.113,98.160,102.943
415,90.659,93.076,89.897,90.735,83.870,117.156,103.068,94.308,95.153,110.384,102.182,107.381,120.580,95.967,91.005,107.963,98.594,92.170,86.337,94.194,98.682,88.749,83.961,99.053,98.707,102.697
416,90.364,92.882,90.926,91.425,83.890,116.625,103.116,94.896,95.922,109.882,101.665,106.979,120.395,96.081,91.953,107.846,99.213,92.409,86.078,94.445,99.083,88.232,85.036,99.046,98.808,102.875
417,90.153,93.898,90.600,89.922,84.018,117.293,103.045,94.396,95.230,109.164,102.828,107.529,119.814,95.371,91.496,107.352,99.032,92.450,86.520,94.178,98.762,89.025,83.866,99.109,97.241,102.675
418,90.208,93.211,91.089,91.397,83.841,117.035,102.172,93.998,94.520,108.934,101.858,107.509,120.777,95.419,89.635,107.938,98.975,91.756,86.511,94.455,98.950,88.241,84.817,99.107,96.961,102.255
419,89.771,93.474,89.725,90.631,84.587,117.302,101.697,94.366,94.721,110.168,100.613,107.539,120.732,96.617,90.869,108.428,99.406,91.980,87.343,93.829,98.784,88.892,84.622,99.074,97.230,103.049
420,90.360,92.727,90.396,90.246,83.958,116.653,102.531,94.694,94.724,110.445,102.024,107.202,119.791,95.736,91.340,107.561,99.414,91.982,86.391,94.407,98.344,88.277,84.447,98.703,98.308,102.723
421,90.790,93.735,90.665,90.611,84.123,115.617,102.218,95.093,95.741,110.083,101.250,107.282,119.951,96.188,90.754,106.634,99.675,93.304,86.822,94.294,98.684,88.428,83.764,99.035,97.969,102.734
422,90.222,93.365,90.594,90.236,83.870,116.270,101.897,94.757,95.378,110.519,101.663,107.257,120.829,94.972,91.297,107.566,99.218,92.908,86.434,94.167,98.891,88.452,84.363,98.552,97.545,103.147
423,90.270,92.841,90.244,91.752,83.216,116.578,102.563,94.289,95.131,109.514,101.910,106.911,121.153,96.756,91.548,106.963,98.906,92.758,86.491,94.355,98.181,88.933,84.899,98.733,98.484,102.927
424,90.816,93.993,90.135,90.164,83.508,116.707,102.873,93.822,94.905,108.991,102.144,107.184,120.730,95.350,90.649,108.287,99.444,92.541,85.943,94.235,98.829,88.129,84.646,98.314,97.806,103.314
425,89.622,93.874,90.066,91.709,83.570,117.234,102.847,93.979,94.899,110.393,100.769,108.298,119.832,96.023,91.604,107.014,99.271,92.861,86.823,94.448,98.684,88.503,84.038,99.274,97.867,102.245
426,90.645,93.867,90.603,91.166,83.828,115.667,102.688,94.312,95.007,110.021,101.090,107.144,120.125,96.320,91.171,108.425,98.965,92.810,86.888,93.652,98.677,87.679,84.212,99.173,97.826,102.754
427,90.704,93.408,90.558,91.569,83.568,117.045,102.560,94.211,95.254,110.382,101.509,107.329,120.732,96.305,91.848,108.389,99.795,92.535,86.368,94.381,99.613,88.357,85.080,98.706,97.919,102.222
428,90.801,93.410,90.270,90.615,83.760,116.006,102.629,94.301,95.533,110.318,101.568,106.278,119.769,96.213,90.888,108.418,99.675,91.139,87.088,93.936,98.860,88.668,84.517,99.397,97.898,102.938
429,90.591,93.332,90.567,90.954,84.441,115.904,102.638,93.678,95.543,110.351,100.998,106.454,120.341,96.277,90.855,108.552,98.972,92.421,85.695,93.512,99.390,87.710,84.356,98.436,97.651,102.755
430,90.055,93.448,90.125,90.886,84.265,115.459,102.582,94.794,95.039,109.526,100.545,106.895,120.566,95.723,91.450,108.377,99.385,91.754,86.623,93.621,98.615,87.784,84.466,98.796,98.246,102.652
431,90.270,93.277,90.895,91.028,83.570,115.450,102.182,94.169,95.210,109.320,100.792,107.756,120.750,95.985,90.393,107.692,98.851,92.371,86.222,93.957,98.789,88.280,84.137,98.564,98.194,102.524
432,90.844,93.649,90.458,90.543,84.353,115.752,102.492,93.773,95.196,109.133,101.035,106.529,120.271,95.617,91.103,107.432,99.149,91.709,86.415,94.310,98.539,88.079,83.551,98.575,98.371,102.527
433,90.931,92.912,90.538,90.561,83.926,116.007,102.182,94.949,94.540,110.445,101.448,107.180,120.332,95.962,90.550,107.080,98.630,92.038,85.803,94.175,98.496,87.975,84.712,98.244,98.089,103.009
434,91.203,93.436,89.895,91.315,84.103,116.449,102.136,94.009,94.839,110.261,100.722,106.662,119.483,96.683,90.735,106.871,99.909,92.020,86.286,93.258,98.634,88.795,84.144,98.938,98.061,103.244
435,90.383,94.114,89.910,89.938,83.635,116.194,102.436,94.072,94.940,109.784,100.948,107.374,120.026,95.855,90.665,107.136,98.753,92.067,86.465,94.613,98.133,87.822,84.459,99.082,97.457,102.235
436,90.743,93.339,90.415,90.224,83.918,116.766,102.169,94.810,94.821,109.164,101.708,106.173,121.051,95.769,91.122,107.161,98.816,92.295,86.075,93.003,99.447,88.246,83.976,98.715,97.163,102.106
437,90.198,93.829,90.706,91.032,84.669,116.219,102.236,93.766,95.055,110.332,100.991,106.890,119.328,95.274,90.155,108.048,99.412,91.843,86.222,93.728,98.843,87.676,83.949,98.142,97.499,103.357
438,90.610,93.915,90.718,90.876,83.820,116.366,103.126,93.759,95.889,110.206,101.033,106.819,120.111,96.162,90.977,107.375,97.949,92.320,85.562,93.852,99.169,88.591,84.885,98.509,98.612,103.216
439,90.033,93.889,90.204,91.106,84.073,116.141,103.242,94.069,95.476,109.943,100.896,105.975,119.491,96.312,90.766,107.747,98.830,91.982,87.192,94.096,98.166,87.340,83.945,98.439,98.437,102.116
