 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26
301,88.078,90.642,89.532,90.206,85.256,111.730,99.576,93.389,94.320,105.974,95.587,101.810,114.236,90.995,87.937,100.331,92.932,86.485,83.286,89.394,92.553,84.056,81.320,93.897,95.347,101.206
302,88.069,89.927,89.464,90.509,84.318,111.005,100.607,93.637,94.814,106.166,95.698,101.780,114.371,92.096,87.801,101.366,93.665,87.445,82.897,88.663,92.437,84.434,81.433,93.806,95.480,100.424
303,88.423,91.055,89.443,91.447,84.500,111.331,100.166,94.539,94.543,106.746,95.658,101.505,114.538,91.937,87.965,100.166,93.999,86.908,83.997,89.007,92.009,84.587,81.769,94.159,95.836,101.026
304,88.541,90.360,89.617,89.932,85.246,111.926,100.228,93.375,94.850,105.718,96.415,101.972,114.331,91.294,88.660,101.563,93.296,87.291,83.951,88.505,93.406,84.331,82.086,94.301,95.186,101.231
305,88.861,90.194,89.238,91.150,83.975,110.852,100.673,93.810,94.899,105.832,96.616,101.669,114.097,91.662,88.803,101.041,92.913,87.369,82.871,88.347,92.838,84.626,82.409,94.455,95.341,101.297
306,88.159,90.085,89.259,90.120,84.134,111.355,100.666,93.903,93.677,106.230,96.578,102.082,114.202,91.117,87.913,101.248,93.435,87.315,83.189,88.656,93.145,83.875,81.827,93.970,96.102,100.887
307,87.847,90.398,89.884,90.669,84.679,111.474,101.257,93.949,94.706,106.242,96.189,101.437,114.363,91.051,88.431,101.393,93.167,86.687,83.132,88.408,92.713,84.466,81.584,94.594,95.468,101.481
308,88.199,90.694,89.293,90.383,84.700,112.479,101.431,94.042,94.705,106.384,95.899,102.554,114.245,91.741,87.948,101.779,93.508,86.725,83.702,88.114,92.622,84.419,81.796,94.511,95.250,101.262
309,88.333,90.386,89.944,89.872,84.712,111.770,100.215,93.067,94.897,106.647,96.177,100.998,115.316,91.170,88.433,101.366,93.163,86.405,84.397,88.783,92.380,84.223,81.271,94.036,95.322,101.095
310,89.303,90.775,89.443,90.962,84.929,112.168,100.950,93.488,94.067,105.389,96.245,102.345,115.220,91.340,88.756,101.336,92.801,87.007,83.449,88.427,93.024,84.679,81.685,94.228,95.621,100.935
311,88.296,90.405,89.373,89.844,84.524,111.971,100.871,93.190,94.163,105.611,96.420,102.631,114.317,90.396,89.290,101.207,93.737,88.130,83.755,88.656,92.625,84.464,81.176,94.242,95.890,101.507
312,88.910,90.898,90.038,90.186,84.655,113.302,101.147,94.690,94.806,107.405,95.925,102.033,115.129,91.589,88.037,100.398,92.848,86.736,83.457,88.464,92.974,83.955,81.543,93.981,96.180,101.793
313,88.430,91.621,89.610,89.824,84.426,112.125,100.669,93.600,94.214,105.896,96.623,102.040,114.207,91.302,88.679,101.138,93.109,86.640,82.645,88.495,92.449,84.170,82.027,93.891,94.822,101.308
314,88.199,90.313,89.699,90.271,84.050,112.699,100.620,93.266,94.299,105.443,96.703,101.248,114.779,91.708,87.895,100.754,93.147,86.993,83.740,89.211,93.753,84.392,81.524,94.167,95.011,101.463
315,88.906,91.137,90.447,89.758,84.412,112.016,100.717,94.562,93.930,105.621,96.644,102.350,114.680,92.378,88.604,101.492,93.472,86.872,83.552,88.205,92.829,83.968,82.005,94.038,96.479,101.666
316,88.433,91.095,89.532,89.565,84.124,112.421,100.209,93.991,93.977,106.493,96.434,101.357,114.192,92.160,87.578,102.372,93.536,86.421,82.575,89.140,93.124,84.393,81.913,94.677,95.316,101.940
317,88.381,91.047,90.360,90.020,84.482,112.285,99.805,92.919,94.282,106.448,95.630,102.269,114.924,91.160,87.735,101.177,93.852,86.629,83.462,89.465,92.359,84.318,81.904,94.397,95.629,101.563
318,88.359,91.550,88.880,90.553,84.304,111.707,100.880,93.060,93.886,106.254,96.795,102.233,114.337,92.619,88.276,101.287,93.154,86.897,83.969,88.892,92.074,84.386,81.745,94.324,96.452,100.878
319,88.579,90.957,89.470,90.593,85.082,112.450,100.666,93.833,94.321,106.270,95.847,101.919,115.341,91.025,89.026,102.007,93.206,87.830,83.868,88.137,92.297,85.084,81.087,94.614,96.075,100.581
320,88.523,91.135,89.336,89.271,84.648,112.353,100.408,92.088,94.161,106.917,96.509,101.740,114.580,90.863,89.710,100.437,93.341,86.660,82.738,88.726,92.228,84.284,81.914,93.862,96.585,100.877
321,89.002,91.220,89.066,89.495,84.469,112.932,100.421,93.921,94.729,107.308,96.892,101.710,114.637,91.122,86.895,101.536,93.462,87.723,83.677,88.685,92.610,84.161,81.591,94.494,95.684,101.314
322,89.092,91.472,89.255,89.687,84.440,112.546,100.268,93.641,94.796,107.218,96.712,101.867,115.171,92.114,87.794,102.131,93.421,87.676,83.660,88.569,92.810,84.133,81.990,94.622,95.557,101.703
323,89.185,90.528,89.763,90.349,84.622,112.577,100.658,93.204,93.545,106.341,95.679,102.193,115.117,91.868,87.457,101.409,93.171,87.289,83.438,89.117,93.477,84.584,81.825,93.644,95.930,101.599
324,88.787,91.896,89.227,90.475,84.631,111.674,100.896,93.072,94.387,106.630,97.012,102.264,115.136,91.274,87.773,101.763,93.888,86.940,83.322,88.140,92.922,83.694,82.180,95.086,95.814,101.198
325,88.463,90.777,89.748,89.339,84.782,111.978,100.290,92.685,93.553,106.780,96.335,102.681,113.783,91.327,88.323,101.090,93.344,87.096,83.318,88.472,93.451,84.057,82.176,94.543,96.484,100.909
326,88.633,91.033,89.536,89.351,84.426,112.006,99.324,93.366,94.362,107.145,95.156,102.201,114.936,91.472,89.028,101.430,94.171,86.866,83.345,88.986,92.819,84.436,81.668,94.773,95.887,101.005
327,89.192,90.576,89.070,89.798,84.299,111.745,99.950,93.065,94.166,106.818,95.847,102.302,114.414,90.840,88.398,99.975,93.453,87.047,83.517,89.030,92.086,84.164,82.366,95.076,95.036,101.415
328,89.045,91.460,89.783,90.152,84.609,111.408,99.877,93.245,94.483,108.019,96.571,101.449,114.209,91.183,87.190,101.087,92.776,87.260,83.060,88.780,92.938,84.324,82.005,93.964,96.196,100.716
329,88.666,90.637,88.805,90.034,84.045,111.529,100.247,93.551,94.728,106.773,96.972,101.839,114.675,91.926,88.133,100.952,93.348,86.736,83.622,88.225,93.040,84.362,81.642,94.296,95.499,100.771
330,89.230,91.536,89.246,90.409,84.810,112.063,99.478,93.975,94.217,107.130,97.625,102.158,115.563,91.454,87.700,100.802,93.298,86.993,83.363,88.882,93.511,84.166,81.452,94.726,95.894,101.813
331,88.955,91.308,89.159,89.483,84.996,111.394,100.245,93.076,94.726,107.583,96.193,102.354,115.719,90.772,87.923,101.841,93.044,87.204,83.160,89.153,92.133,84.260,81.954,94.680,95.884,101.108
332,88.763,91.052,89.467,90.136,84.365,111.762,101.094,92.778,94.277,105.500,96.745,102.633,115.309,92.015,88.574,101.448,93.962,87.510,83.312,88.603,92.713,83.743,81.253,95.341,96.156,100.782
333,88.627,89.405,89.543,90.800,84.367,111.986,100.433,92.935,94.615,106.578,97.243,102.075,116.149,92.058,88.340,101.460,94.303,87.159,83.637,89.365,93.492,84.104,81.971,94.756,96.102,100.161
334,88.179,91.090,89.625,89.639,84.063,112.398,100.558,93.116,93.907,106.678,97.436,102.129,115.150,91.792,88.977,101.745,93.392,87.190,83.215,88.328,92.848,83.952,82.283,95.405,95.538,101.535
335,88.484,90.047,89.566,89.208,84.066,111.729,100.345,93.951,93.467,106.964,95.703,101.843,115.128,92.378,87.564,101.830,93.688,87.465,83.082,88.282,93.095,84.649,81.896,95.413,95.532,101.556
336,88.984,91.152,89.836,90.565,85.320,112.283,100.626,93.646,94.372,106.263,96.851,102.222,115.541,91.660,88.693,101.499,93.038,86.566,83.431,88.874,93.580,83.949,81.568,95.625,95.905,100.979
337,88.924,91.339,89.366,89.605,84.654,112.431,101.113,93.664,93.318,105.979,96.012,102.365,115.942,92.688,87.876,102.480,93.553,87.991,83.454,88.849,92.596,84.378,82.166,95.239,96.397,100.944
338,89.156,90.609,89.699,90.248,84.430,112.437,100.390,93.836,94.589,107.256,96.920,102.217,115.209,92.462,87.970,102.246,94.602,87.421,83.723,88.974,93.378,84.527,81.885,95.749,96.815,101.083
339,92.633,94.801,90.507,93.972,85.355,128.241,112.616,94.132,96.573,119.846,103.283,105.221,119.243,96.266,90.808,103.267,99.502,89.054,83.909,92.228,95.525,84.268,82.565,96.018,97.391,101.613
340,94.737,100.524,92.962,94.393,84.946,141.752,119.517,96.338,96.868,132.488,110.748,106.298,124.325,97.467,92.836,104.053,102.830,92.172,84.002,93.037,96.292,85.073,82.498,96.429,100.751,101.665
341,94.542,100.275,94.443,94.281,84.940,147.130,121.850,96.870,97.316,136.908,111.712,107.331,121.481,97.023,93.237,105.736,105.823,94.617,84.005,92.782,97.285,84.366,82.396,96.009,99.742,101.750
342,97.205,102.142,95.285,96.609,85.110,158.555,124.685,98.405,97.915,142.474,115.283,108.352,122.566,97.827,94.541,106.708,109.916,95.926,83.506,94.007,98.715,85.121,82.632,95.602,98.742,102.467
343,97.106,103.718,96.385,97.533,84.804,161.436,125.175,99.208,98.460,145.109,115.068,108.574,121.687,96.728,95.059,105.522,110.531,97.067,83.723,94.435,97.537,84.436,84.221,96.036,97.202,101.848
344,96.877,104.277,95.663,97.493,85.959,163.225,124.958,99.514,98.713,146.145,115.259,108.734,121.419,96.558,95.061,108.002,113.653,96.765,83.568,93.932,98.698,85.149,83.519,95.745,96.379,102.135
345,97.506,107.735,95.867,96.529,85.196,165.459,124.254,100.116,98.075,149.604,115.495,109.867,121.285,98.061,97.616,108.237,112.887,98.647,84.091,96.342,99.169,84.367,84.933,95.999,96.743,102.857
346,97.499,108.325,95.076,95.599,86.279,167.107,125.772,99.817,98.927,152.846,116.741,110.145,121.061,97.330,99.176,108.149,114.428,98.962,83.418,95.987,99.304,84.342,85.053,95.533,97.069,104.265
347,97.615,107.848,94.797,93.952,85.944,168.059,125.271,100.694,98.529,150.216,115.382,109.600,120.631,97.340,99.080,108.221,114.388,98.975,83.828,95.379,98.644,84.082,83.877,95.426,96.410,103.947
348,96.988,106.547,95.366,94.098,85.809,165.596,123.271,100.113,98.336,146.273,114.835,108.271,119.050,96.881,98.059,108.356,113.955,97.530,83.408,95.359,98.499,84.622,83.497,96.282,96.939,103.680
349,96.894,107.931,94.273,92.639,84.997,164.161,124.080,99.090,97.550,146.230,113.078,108.499,119.024,96.406,98.450,107.611,112.628,96.830,83.186,95.555,98.067,84.683,85.524,96.007,96.947,102.584
350,95.407,106.026,94.549,92.034,85.052,162.016,124.348,99.509,97.827,142.301,113.064,108.234,117.812,96.266,97.265,107.306,112.109,98.157,83.549,95.190,96.589,85.147,85.224,95.332,96.480,102.942
351,94.854,104.836,93.418,91.491,84.832,158.855,121.961,99.208,97.550,139.751,112.981,106.917,117.654,96.063,97.016,107.287,111.874,97.078,83.608,94.683,96.789,84.388,84.286,95.511,95.797,102.503
352,94.634,105.900,93.795,94.483,84.899,162.171,124.021,99.062,97.458,141.443,113.149,107.799,117.896,96.454,96.738,105.975,110.962,94.973,83.285,94.136,96.147,84.320,84.411,96.243,95.418,101.568
353,96.272,105.242,93.684,95.653,85.152,163.734,123.953,100.998,98.514,143.336,112.264,106.757,116.526,94.911,98.478,105.880,111.444,95.407,83.755,94.961,95.608,84.167,85.080,95.372,95.709,102.192
354,97.449,107.384,94.433,95.890,84.666,164.018,126.206,100.787,98.137,146.180,115.274,108.190,117.644,95.711,98.623,106.894,111.250,97.376,83.405,95.944,95.736,84.441,84.193,96.408,96.972,101.698
355,96.839,108.576,94.222,96.234,85.580,163.993,125.855,100.454,98.289,146.149,113.564,108.365,117.177,95.832,99.052,106.655,112.202,96.624,82.955,95.662,96.102,83.876,84.531,95.803,95.720,101.674
356,95.931,106.332,94.362,94.800,84.412,162.649,125.079,100.262,97.816,142.519,114.644,108.075,116.985,94.947,98.639,106.802,112.348,96.233,83.975,95.956,94.637,84.398,83.880,95.676,96.105,101.273
357,94.529,104.611,93.699,94.956,84.968,162.149,124.539,99.586,97.700,142.403,113.988,107.430,116.459,95.629,98.419,105.634,111.025,95.233,83.509,95.950,95.131,84.464,84.272,96.282,95.986,101.855
358,93.631,104.552,92.807,93.357,85.211,160.306,123.440,100.222,96.587,140.590,111.823,106.838,116.583,95.865,97.365,106.687,110.720,95.078,83.125,95.622,94.865,84.902,84.822,95.698,95.887,101.398
359,93.237,103.102,92.258,91.950,84.656,157.728,121.566,100.104,97.341,139.365,110.104,106.170,117.159,95.670,96.037,105.823,109.782,94.895,83.769,94.598,95.523,84.710,84.063,95.297,95.524,101.241
360,93.191,103.107,91.852,92.341,85.011,155.232,119.826,99.630,97.277,137.834,111.993,106.507,116.330,94.627,95.450,105.646,110.303,93.998,82.966,95.243,94.411,84.650,84.128,95.938,95.782,101.781
361,93.601,103.128,91.446,93.577,85.158,155.731,119.390,99.641,97.476,136.251,110.627,106.013,115.978,94.036,94.660,104.699,108.559,93.519,84.349,95.051,94.387,84.914,83.729,95.429,96.049,101.537
362,92.820,102.647,91.034,94.132,84.708,154.383,120.407,99.488,96.184,134.427,109.408,105.447,115.172,93.386,94.735,104.697,107.115,93.347,82.846,95.223,94.724,84.976,83.750,95.571,95.418,102.147
363,92.669,101.000,90.282,93.309,85.029,154.528,119.221,99.056,96.509,134.557,108.467,105.210,115.682,93.865,94.822,103.699,106.797,91.859,83.629,93.830,94.397,84.828,83.978,94.964,95.474,101.419
364,92.300,99.227,90.729,92.962,85.180,158.009,120.649,98.525,96.222,132.983,109.375,105.289,115.370,94.249,93.400,104.922,107.592,92.183,83.223,95.113,95.009,84.251,82.750,95.857,95.687,101.607
365,91.802,99.287,91.053,93.405,84.983,154.883,119.890,98.600,96.679,130.746,107.894,104.654,115.994,93.792,92.897,105.478,107.480,91.971,83.160,95.411,94.057,84.741,82.834,95.385,95.975,101.743
366,89.908,98.960,90.161,93.421,84.954,153.280,120.357,98.475,96.597,130.590,108.873,104.958,115.985,93.112,93.541,104.577,107.424,90.586,83.789,95.026,93.530,84.246,83.344,95.410,95.901,102.237
367,91.847,99.410,90.470,93.669,84.770,153.998,119.874,98.817,96.365,130.886,109.434,104.682,116.548,93.381,92.649,104.625,106.771,90.595,83.665,94.603,93.665,84.170,83.027,95.294,95.920,101.074
368,91.433,100.396,91.040,97.052,84.987,157.091,122.186,98.646,96.166,132.884,108.910,105.349,116.043,94.025,93.454,103.492,106.718,90.662,83.645,95.210,93.501,84.256,83.378,94.969,96.155,102.455
369,92.614,100.571,90.929,99.729,84.838,159.812,123.838,99.426,97.152,135.062,110.285,105.104,114.892,93.835,94.475,104.605,107.179,90.832,83.911,94.880,94.014,84.677,83.531,95.869,95.876,102.147
370,92.175,101.547,90.803,97.353,85.154,156.512,122.841,99.850,97.289,134.431,109.071,105.268,115.168,93.990,93.763,104.628,107.482,91.081,83.677,94.118,93.753,84.307,83.507,95.324,96.266,101.993
371,91.958,102.438,90.444,96.838,85.239,156.166,122.575,99.035,96.259,132.716,110.573,105.143,116.160,93.863,93.576,103.503,107.585,91.597,83.638,94.859,94.473,84.625,82.950,95.637,96.340,101.850
372,91.997,103.100,91.117,96.301,85.222,155.970,121.148,98.734,96.434,132.675,108.521,105.118,116.156,93.736,94.131,103.595,107.428,91.119,83.498,95.070,93.587,84.428,82.661,95.049,95.991,102.487
373,90.698,101.419,91.212,94.816,85.719,154.504,120.079,99.896,97.545,129.237,107.844,104.506,115.780,94.335,94.567,103.763,106.684,90.485,83.375,94.914,93.812,84.122,82.243,95.451,95.621,102.426
374,90.147,99.664,89.770,94.573,85.260,151.459,118.318,98.324,97.137,128.517,107.759,105.130,115.452,94.114,93.073,104.154,106.052,89.732,82.611,95.180,93.033,84.191,82.820,95.429,95.469,101.957
375,90.480,99.038,90.082,93.251,85.135,149.817,117.741,97.363,96.210,125.903,108.375,104.408,115.597,93.543,92.030,103.499,105.279,89.832,82.905,95.233,94.076,84.343,81.724,95.259,96.671,101.119
376,89.759,98.581,89.774,92.142,84.391,146.117,116.068,97.292,96.571,123.988,107.314,104.024,115.081,93.457,92.717,103.393,104.438,88.541,82.651,94.565,93.888,84.078,82.045,95.865,94.901,100.997
377,89.484,98.081,89.839,91.631,85.017,145.498,114.923,97.000,95.703,123.652,106.908,104.128,115.241,93.165,90.475,102.800,103.383,89.201,83.258,94.392,93.544,83.565,81.438,95.709,95.587,101.327
378,89.419,98.036,89.744,91.373,84.982,144.911,114.933,96.486,96.272,120.780,105.120,103.542,115.643,92.939,90.848,103.101,101.849,89.069,83.706,93.458,94.591,84.207,81.531,94.935,96.272,102.784
379,89.135,96.225,89.554,91.830,84.792,143.689,114.194,95.579,95.560,120.182,106.538,103.423,116.224,91.754,91.424,102.674,100.163,88.179,83.489,94.441,93.304,84.504,81.943,94.955,95.081,101.791
380,89.055,96.028,89.136,90.792,84.478,142.102,114.027,95.618,95.232,120.038,103.884,103.132,114.668,92.896,90.733,102.184,99.826,88.922,83.203,94.157,93.230,84.478,81.462,95.621,96.088,101.658
381,89.865,94.756,89.835,90.343,84.700,140.413,112.386,95.407,95.409,118.922,104.972,102.776,115.065,92.523,90.475,102.506,99.553,88.586,83.369,94.447,93.071,83.977,82.098,95.076,96.009,101.410
382,89.163,94.403,89.450,90.772,84.468,141.256,112.800,95.120,95.718,118.211,104.908,103.425,114.638,92.579,89.482,102.940,98.708,88.121,83.358,93.639,93.477,84.467,82.074,94.768,96.063,102.502
383,89.544,94.472,90.081,90.699,84.652,139.504,111.508,95.039,95.201,116.592,102.981,102.760,115.937,92.843,90.112,101.618,97.734,87.743,83.126,93.877,92.689,84.523,81.748,95.103,95.664,101.639
384,88.458,93.175,89.550,90.878,84.598,138.392,110.383,94.072,94.620,116.327,104.087,102.816,115.248,92.157,88.632,102.867,97.996,87.702,83.200,93.345,93.337,84.398,81.324,94.853,95.915,102.054
385,88.742,92.900,90.082,90.683,84.675,137.190,110.186,94.377,94.742,114.941,102.660,101.942,114.985,91.860,89.225,102.039,96.726,87.179,83.688,93.836,93.083,84.352,81.509,95.300,96.142,101.068
386,88.600,91.220,89.523,90.377,84.493,135.975,110.585,94.778,95.189,114.448,101.927,101.409,114.858,91.746,89.169,101.747,96.367,87.698,82.965,93.690,92.850,84.538,81.774,94.709,96.290,101.263
387,88.806,92.355,89.562,91.094,84.726,136.027,109.998,94.009,95.029,112.777,100.842,102.660,115.115,92.274,88.948,102.361,96.305,87.651,83.552,93.725,93.261,84.436,81.659,95.352,95.113,101.555
388,88.953,91.727,89.569,90.136,84.447,133.714,108.545,94.333,94.646,114.147,99.328,102.494,114.715,92.036,89.119,101.690,95.846,87.089,83.382,92.917,92.862,84.053,81.479,95.389,95.750,101.286
389,88.567,91.109,89.942,89.573,84.177,134.225,108.729,94.141,95.083,113.026,99.599,102.004,115.072,90.678,88.939,101.320,95.096,87.134,83.714,92.666,92.857,83.853,81.426,94.404,94.964,101.220
390,88.426,92.268,89.852,90.421,85.151,133.489,108.272,93.970,94.483,112.654,99.064,102.643,115.682,90.954,88.358,101.860,94.752,86.671,83.105,92.091,93.333,84.582,81.531,94.730,95.656,100.744
391,88.343,90.360,89.419,90.361,85.433,129.905,107.136,93.604,93.945,110.879,96.988,101.991,114.775,90.650,88.653,101.124,94.138,86.723,83.603,91.284,92.178,84.399,81.608,95.493,95.607,100.578
392,88.877,90.701,89.122,90.365,85.088,130.258,106.850,94.250,94.078,109.493,96.118,101.999,114.150,89.893,88.482,101.097,93.467,86.611,83.231,91.344,92.641,84.329,81.423,93.949,94.878,100.952
393,88.749,90.081,89.371,89.733,84.711,129.003,107.003,94.016,95.013,111.296,96.630,102.020,113.581,90.876,88.511,101.152,93.936,86.470,83.149,90.318,93.534,84.698,81.844,94.800,95.657,100.704
394,88.653,89.929,89.603,89.541,84.968,128.456,105.638,92.981,94.095,109.216,97.785,101.777,114.492,90.840,88.026,101.051,93.492,86.761,83.600,90.114,93.124,84.904,81.384,94.645,95.444,101.828
395,89.492,91.180,89.196,89.024,84.858,126.999,105.799,93.706,93.444,109.493,96.415,102.078,114.542,91.985,88.021,102.264,93.929,87.613,82.998,90.649,93.297,84.621,81.988,93.919,95.269,100.970
396,88.428,89.737,89.722,89.146,84.504,124.655,105.496,92.868,93.801,108.799,96.908,101.999,114.045,91.033,88.148,100.738,93.171,86.461,83.065,90.341,92.855,84.234,82.589,94.389,95.567,101.234
397,89.440,90.642,89.104,88.940,85.165,122.955,104.371,92.993,93.688,108.711,96.531,101.666,113.210,90.343,87.878,100.598,92.821,86.392,82.946,89.833,92.663,84.287,81.832,94.391,95.689,101.605
398,88.530,89.685,89.191,89.838,84.237,122.116,103.761,93.266,93.742,107.630,97.314,102.034,114.136,90.566,87.527,100.674,93.456,86.960,83.280,90.154,93.456,84.219,82.192,94.942,95.266,100.814
399,88.941,88.886,89.419,89.667,84.064,120.857,103.991,92.935,93.246,107.654,97.175,102.127,114.821,89.376,87.457,100.715,93.698,86.539,83.182,90.106,92.221,84.571,82.134,95.165,95.491,101.604
400,88.728,89.626,89.523,89.942,84.552,121.271,104.070,93.514,93.700,108.268,96.203,101.070,113.469,91.025,88.382,100.568,93.567,86.736,83.600,89.806,93.451,84.210,82.140,94.683,94.994,101.368
401,88.773,89.557,89.100,89.826,84.969,119.369,103.366,92.958,93.194,106.156,95.677,101.855,114.075,89.731,88.576,102.338,92.495,86.230,83.734,89.710,92.817,84.544,82.409,95.038,94.919,101.093
402,88.364,90.403,89.296,89.964,84.940,119.285,103.251,93.377,94.313,107.576,95.370,102.013,113.975,90.218,88.623,100.536,93.305,86.060,83.634,89.021,92.411,84.473,83.168,94.957,94.787,101.331
403,88.821,89.924,89.175,90.168,84.602,117.537,102.820,92.583,93.449,106.927,96.462,101.332,114.092,90.254,87.742,100.057,93.718,86.758,83.463,88.846,92.914,85.011,81.354,94.642,95.305,100.232
404,88.064,89.820,89.450,89.543,84.270,117.639,103.003,92.882,94.232,107.014,95.899,101.177,113.730,90.467,87.848,100.809,93.264,86.244,83.302,89.680,92.736,84.717,81.979,94.978,94.964,101.593
405,88.813,89.367,89.391,89.727,84.508,117.858,102.222,92.972,93.625,107.355,95.608,102.504,112.782,90.332,88.504,99.954,92.837,86.009,83.006,89.847,92.929,84.894,82.313,94.908,96.114,101.176
406,88.492,90.628,89.508,89.543,84.796,117.137,102.006,93.632,93.465,106.647,95.047,101.226,113.259,90.051,88.162,99.844,93.560,86.669,83.851,88.649,91.919,84.078,82.005,94.922,95.235,100.887
407,88.302,89.967,89.337,89.094,84.511,116.264,102.363,92.725,93.979,106.128,95.481,101.132,114.011,89.888,88.288,100.251,92.549,86.559,83.012,89.113,92.910,84.214,82.430,94.791,95.387,101.346
408,88.444,90.427,89.449,90.689,84.937,116.130,101.560,94.285,92.982,106.301,96.002,102.116,113.947,90.033,87.934,100.154,93.649,86.546,83.063,88.638,92.135,84.265,82.519,94.760,94.967,100.729
409,88.943,90.052,89.920,89.142,84.823,115.254,101.959,94.056,93.088,106.505,95.587,101.991,113.939,89.949,87.984,99.572,93.353,87.280,83.700,88.793,92.157,84.746,81.682,94.691,95.433,101.278
410,88.723,89.251,89.109,89.589,84.603,115.204,100.487,92.900,93.905,106.246,95.691,100.981,114.412,90.365,89.075,100.308,93.129,86.360,83.185,88.832,92.922,84.461,82.120,94.368,95.383,100.747
411,88.584,90.393,88.830,89.852,84.751,114.900,100.611,93.562,93.485,106.588,95.858,101.237,114.146,90.632,88.986,100.641,92.997,86.441,83.529,89.106,92.568,84.487,81.769,94.250,95.448,101.245
412,88.697,89.647,89.103,89.743,85.170,115.391,101.654,93.981,94.475,107.088,94.844,101.993,113.452,89.660,88.363,100.393,93.612,86.877,82.645,88.541,93.390,84.726,81.534,94.837,96.094,101.388
413,88.414,90.592,89.421,89.884,84.289,114.795,101.298,94.002,94.121,106.488,96.330,101.657,114.668,89.670,88.775,100.439,92.742,86.479,83.120,88.616,92.660,84.565,81.926,95.094,95.279,100.712
414,88.355,89.618,89.172,88.557,84.930,113.942,101.109,93.394,93.343,106.962,96.040,102.180,115.159,90.744,87.892,100.179,93.316,86.904,83.697,89.205,92.473,84.464,82.144,94.870,96.014,100.830
415,89.101,90.000,89.170,89.786,84.715,114.125,101.073,93.863,93.964,106.917,96.710,101.423,114.395,91.396,88.237,100.761,92.788,86.347,83.095,88.649,92.995,84.435,81.940,95.518,95.834,101.520
416,88.711,90.199,89.282,89.255,85.277,114.373,100.648,93.870,93.321,106.055,95.439,101.666,114.577,91.013,88.049,101.579,93.145,86.935,83.552,88.685,93.458,84.600,82.897,95.247,95.304,100.708
417,88.861,90.445,89.266,89.491,84.703,113.679,100.885,93.780,93.705,107.249,96.134,101.758,114.268,90.596,88.478,100.805,93.305,88.074,83.325,89.007,92.770,85.219,81.498,95.444,96.551,100.739
418,88.638,89.903,89.732,90.062,84.841,114.051,100.840,93.995,93.529,106.154,96.479,102.040,115.172,89.934,88.398,102.099,93.427,87.246,83.305,89.328,93.580,84.701,82.337,95.606,95.449,101.457
419,88.640,89.647,89.400,89.253,85.133,113.343,100.306,93.016,93.163,105.216,95.686,101.357,114.537,91.127,89.002,101.124,93.800,87.083,83.871,89.014,93.271,84.346,82.587,94.633,95.870,100.699
420,87.813,89.983,89.271,89.305,84.765,113.074,100.313,93.694,94.356,106.014,96.031,102.257,114.199,91.434,88.396,101.485,93.747,87.573,83.697,88.491,92.653,84.438,82.409,94.715,95.834,101.514
421,87.934,90.164,89.335,88.998,84.175,113.047,101.051,93.606,93.372,106.263,95.257,101.802,113.302,90.690,88.171,100.257,93.630,87.378,83.569,88.501,92.760,85.127,82.099,94.150,95.016,100.885
422,88.906,89.834,89.106,89.519,84.552,112.720,101.191,93.704,93.405,106.036,96.304,102.051,114.953,90.546,88.323,99.887,92.753,86.792,84.023,88.787,94.038,85.102,81.692,94.833,95.732,100.484
423,88.688,90.199,89.320,89.563,84.919,113.017,100.720,92.657,94.246,106.967,96.017,101.819,114.666,90.777,88.206,101.563,93.795,86.215,83.548,89.086,93.378,84.330,81.704,94.760,94.588,101.699
424,88.154,89.543,88.736,89.922,84.518,113.821,100.894,93.713,93.749,105.993,96.382,102.078,113.836,90.924,87.597,100.487,93.478,87.152,83.754,89.173,93.634,84.707,82.159,94.814,95.362,101.207
425,87.924,90.858,89.479,89.834,84.458,113.535,100.071,92.773,94.243,106.500,96.658,101.924,114.360,90.525,88.265,100.343,93.537,87.161,83.468,89.009,93.302,84.908,81.856,94.860,94.937,101.235
426,88.718,89.908,89.326,89.561,84.670,112.158,100.475,93.301,94.509,106.261,95.958,101.964,114.669,91.538,88.433,100.625,93.909,86.629,83.851,88.866,92.667,84.057,82.498,94.923,96.463,99.734
427,88.515,89.763,89.339,89.569,84.772,112.697,100.463,92.523,93.985,106.583,94.991,101.697,114.387,90.119,87.506,100.503,92.769,87.101,83.657,88.979,92.561,84.472,81.991,94.173,95.808,101.071
428,88.934,90.341,89.729,89.423,84.778,113.219,100.946,93.130,94.114,106.585,95.517,102.089,114.981,89.769,88.098,100.414,93.192,86.942,83.206,88.716,92.097,84.661,82.433,95.113,94.897,100.655
429,88.244,89.585,90.198,90.136,85.175,113.218,101.036,94.178,93.940,105.374,96.453,101.797,115.114,91.261,88.895,100.733,93.102,87.215,83.549,88.702,92.988,84.392,82.271,94.337,95.161,100.815
430,88.182,89.706,88.806,90.134,84.422,112.848,100.658,93.905,93.767,105.649,96.498,101.235,114.025,90.444,88.365,100.906,93.293,86.490,83.143,88.867,92.309,84.502,82.137,95.036,95.673,100.796
