 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56
11,20.568,24.266,18.727,16.949,106.988,90.204,41.997,33.658,16.533,38.017,31.109,22.423,17.054,27.465,65.844,31.055,16.697,18.103,13.214,15.441,26.150,10.329,17.658,12.096,11.962,12.340,10.084,10.147,10.363,17.130,40.200,15.748,25.129,13.930,18.608,12.661,17.485,12.447,10.607,16.432,22.466,13.387,18.740,12.455,13.524,16.617,13.310,14.332,12.654,13.251,72.536,13.074,12.439,14.803,14.040,12.456
12,20.315,24.857,18.990,17.133,107.741,89.603,41.631,32.482,17.991,38.549,34.293,22.362,20.008,27.503,66.045,33.463,19.268,18.906,14.421,17.214,26.662,10.394,18.873,12.152,12.160,12.483,10.772,10.271,10.340,17.382,39.946,15.817,25.294,14.442,20.047,13.220,17.745,12.434,10.694,16.219,22.158,13.527,20.032,12.959,14.568,17.243,13.424,14.602,12.620,13.316,70.099,13.188,12.520,14.747,14.633,12.588
13,20.477,23.661,18.979,17.015,107.170,89.454,40.335,31.151,17.826,38.078,32.954,22.491,19.721,27.657,66.041,32.909,18.016,18.740,14.719,17.738,26.706,10.430,20.000,12.122,12.077,12.433,10.774,10.528,10.351,17.391,39.687,15.749,25.257,14.592,21.423,13.402,17.721,12.516,10.755,16.244,22.106,13.405,19.532,12.945,14.264,17.198,13.412,14.394,12.682,13.407,69.457,13.112,12.580,14.713,14.369,12.663
14,20.109,22.484,18.906,16.863,106.816,88.880,39.277,30.073,17.423,38.048,31.759,22.364,18.732,27.932,65.899,31.520,17.181,18.645,14.648,17.465,26.399,10.426,21.092,12.079,12.236,12.390,10.556,10.570,10.463,17.483,39.718,15.790,25.426,14.546,22.469,13.626,18.041,12.570,10.782,16.176,22.303,13.239,19.139,12.902,14.009,16.946,13.495,14.014,12.503,13.316,68.324,13.136,12.532,14.730,14.325,12.750
15,20.016,21.953,18.838,16.922,105.482,88.328,39.356,29.598,17.366,38.059,30.823,22.257,18.287,27.830,65.917,30.932,16.681,18.423,14.440,17.204,26.207,10.447,22.127,12.197,12.110,12.467,10.435,10.816,10.335,17.497,39.446,15.742,24.955,14.826,23.447,13.832,18.089,12.756,10.678,16.312,22.096,13.216,18.903,12.639,13.802,16.888,13.271,14.170,12.494,13.206,68.784,13.004,12.632,14.505,14.132,12.780
16,20.167,22.212,18.757,16.987,104.864,88.276,38.503,28.642,17.008,37.884,30.619,22.433,17.785,27.781,65.764,30.206,16.181,18.202,14.296,16.463,26.063,10.538,22.850,12.214,12.224,12.457,10.300,10.835,10.395,17.336,39.344,15.676,25.014,14.908,24.204,13.858,18.282,12.822,10.669,16.341,22.104,13.282,18.965,12.645,13.690,16.862,13.127,13.920,12.472,13.274,68.851,13.167,12.558,14.426,13.823,12.921
17,20.393,21.917,18.616,16.752,104.423,88.274,38.932,28.170,16.763,38.005,30.169,22.230,17.391,27.746,65.841,29.323,16.011,18.257,14.216,16.128,25.991,10.467,23.752,12.178,12.129,12.413,10.302,10.961,10.406,17.428,38.902,15.729,24.942,15.157,24.921,14.103,18.669,12.936,10.688,16.192,21.912,13.248,18.891,12.481,13.408,16.780,13.093,13.744,12.491,13.174,68.707,13.157,12.636,14.412,13.923,12.944
18,20.904,22.955,18.565,17.086,104.581,89.013,39.228,28.122,17.114,37.791,30.062,22.343,17.392,28.194,65.394,28.614,15.571,18.050,14.323,15.852,26.561,10.501,23.941,12.348,12.220,12.293,10.259,10.892,10.442,17.200,38.801,15.629,24.962,15.659,25.157,14.465,19.141,12.905,10.654,16.229,22.350,13.413,18.845,12.550,13.634,17.034,13.283,14.443,12.622,13.326,72.112,13.153,12.721,14.644,13.976,13.034
19,21.727,24.808,18.595,17.072,105.048,89.326,40.568,29.320,17.289,37.853,30.176,22.325,17.131,28.589,65.693,27.938,15.452,18.246,14.394,15.906,27.005,10.559,24.277,12.231,12.166,12.400,10.201,10.958,10.444,17.628,38.686,15.676,25.199,16.213,25.826,15.071,19.360,12.736,10.717,16.107,22.083,13.577,18.968,12.560,13.704,17.442,13.412,14.464,12.720,13.336,74.853,13.196,12.636,14.602,13.881,13.139
20,22.102,25.186,18.867,17.139,105.256,90.484,41.785,28.932,17.467,38.029,29.811,22.373,16.996,29.016,65.578,27.833,15.264,18.052,14.688,15.810,27.590,10.549,24.430,12.252,12.227,12.467,10.844,11.003,10.420,17.707,38.582,15.672,25.120,16.423,26.515,15.865,19.195,12.824,10.637,16.252,22.259,13.650,18.778,12.624,13.719,17.489,13.498,14.789,12.728,13.352,77.140,13.386,12.777,14.433,14.008,13.213
21,22.195,25.814,19.140,17.202,105.095,90.940,41.997,28.642,17.487,37.824,29.533,22.495,16.851,28.987,65.469,27.561,15.353,18.082,14.719,15.403,27.710,10.630,25.264,12.287,12.192,12.480,10.961,11.068,10.511,17.549,38.627,15.698,24.889,16.838,26.600,16.328,19.274,12.848,10.654,16.140,22.500,13.586,18.892,12.581,13.475,17.567,13.563,14.723,12.797,13.397,78.657,13.295,12.721,14.450,13.905,13.267
22,22.760,27.011,19.063,17.070,105.083,91.995,42.382,30.263,17.611,37.922,29.534,22.409,16.826,29.195,65.475,27.233,15.248,18.107,14.539,15.322,28.186,10.688,24.877,12.245,12.165,12.417,10.807,11.108,10.559,17.313,38.363,15.675,24.759,17.290,26.719,16.522,19.501,12.600,10.656,16.190,22.526,13.638,18.463,12.615,13.437,17.622,13.620,15.478,12.771,13.576,83.927,13.306,12.654,14.827,13.786,13.296
23,23.000,29.228,19.265,17.048,105.581,92.975,43.827,31.615,17.624,37.801,29.894,22.420,16.724,29.393,65.367,26.607,14.984,18.381,14.029,15.718,28.527,10.589,25.109,12.255,12.269,12.465,10.602,11.023,10.466,17.313,38.145,15.610,25.025,17.326,27.209,16.801,19.764,12.612,10.553,16.223,22.738,13.612,18.550,12.580,13.519,17.724,13.644,15.318,12.709,13.424,85.183,13.322,12.654,14.785,14.029,13.382
24,22.693,29.137,19.209,17.166,105.468,93.503,43.678,32.052,17.368,37.763,29.711,22.492,16.589,29.219,65.448,26.380,14.807,18.246,14.233,16.714,28.530,10.646,24.953,12.205,12.152,12.437,10.489,10.924,10.463,17.302,37.680,15.680,25.321,17.285,27.475,16.793,20.537,12.473,10.584,16.207,22.715,13.764,18.797,12.540,13.540,17.762,13.678,15.308,12.682,13.412,84.628,13.339,12.465,14.689,14.071,13.428
25,22.927,29.834,19.380,17.069,105.638,93.990,43.466,31.746,17.516,37.661,29.470,22.437,16.607,29.175,65.555,26.764,14.892,18.173,13.990,17.307,28.784,10.501,24.619,12.256,12.172,12.363,10.351,10.970,10.422,17.508,37.670,15.642,25.241,17.572,27.971,16.583,20.190,12.590,10.569,16.254,22.521,13.890,18.702,12.552,13.595,17.717,13.724,15.540,12.771,13.362,86.326,13.320,12.710,14.685,14.129,13.533
26,23.211,30.093,19.179,16.924,105.916,93.805,42.568,30.928,17.413,37.819,29.400,22.327,16.419,29.005,65.432,26.753,14.683,18.120,13.925,17.418,29.003,10.585,24.377,12.241,12.148,12.393,10.263,10.919,10.399,17.783,37.862,15.729,25.149,17.727,28.273,16.405,20.512,12.540,10.639,16.388,22.687,13.907,18.643,12.579,13.582,17.733,13.715,15.277,12.684,13.377,86.064,13.260,12.461,14.599,13.876,13.442
27,22.935,29.857,19.192,17.008,106.128,93.924,42.982,30.475,17.369,37.496,29.244,22.181,16.220,28.940,65.089,27.010,14.647,18.139,13.595,17.773,28.764,10.613,24.021,12.159,12.116,12.247,10.168,10.904,10.395,17.925,37.938,15.565,24.922,17.722,27.920,15.935,20.409,12.383,10.616,16.339,22.383,13.708,18.558,12.640,13.449,17.691,13.685,15.201,12.709,13.404,84.766,13.182,12.643,14.720,13.681,13.461
28,23.193,28.696,19.120,16.994,105.014,93.773,43.495,29.650,17.077,37.613,28.970,22.307,16.126,29.411,65.130,27.266,14.528,17.960,13.411,18.882,28.506,10.516,23.361,12.143,12.105,12.400,10.177,10.817,10.497,17.740,37.326,15.654,24.919,17.292,27.827,15.390,20.138,12.358,10.636,16.256,22.539,13.650,18.605,12.620,13.499,17.696,13.737,15.114,12.604,13.321,83.532,13.190,12.446,14.803,13.813,13.411
29,22.906,28.422,19.262,17.067,105.389,94.746,42.990,28.819,16.927,37.459,28.493,22.322,16.088,29.470,65.124,27.468,14.546,17.879,13.172,18.731,27.918,10.383,22.627,11.982,11.995,12.433,10.173,10.711,10.415,17.358,36.582,15.642,24.837,16.461,27.315,14.826,19.572,12.281,10.478,16.151,22.355,13.404,18.597,12.507,13.395,17.651,13.656,14.827,12.645,13.357,82.566,13.285,12.383,14.478,13.644,13.417
30,22.737,27.136,18.863,17.076,104.271,94.192,41.500,28.181,16.557,37.342,28.529,22.310,15.914,28.853,64.932,27.452,14.580,17.918,13.117,17.966,27.423,10.466,22.000,11.942,11.963,12.370,10.140,10.563,10.383,17.178,36.675,15.637,24.806,15.826,26.332,14.311,19.447,12.319,10.520,16.240,22.500,13.079,18.320,12.441,13.185,17.173,13.393,14.747,12.548,13.256,81.864,13.221,12.439,14.398,13.710,13.295
31,22.771,26.864,19.009,17.078,103.396,93.563,40.746,29.606,16.552,37.487,28.555,22.362,15.989,28.806,65.021,28.101,14.796,17.976,13.046,17.727,27.278,10.358,21.629,12.075,11.900,12.322,10.097,10.548,10.264,16.995,36.506,15.669,24.588,15.502,25.717,13.914,18.965,12.122,10.486,16.101,21.886,13.289,18.347,12.473,13.279,17.010,13.210,14.689,12.472,13.360,80.167,13.178,12.394,14.398,13.789,13.328
32,22.458,28.337,19.162,17.158,103.783,93.336,40.576,31.638,18.435,37.972,32.915,22.345,20.300,28.590,64.739,32.727,19.482,18.905,13.969,19.948,28.063,10.397,20.979,11.979,12.019,12.402,10.002,10.571,10.297,16.859,36.864,15.633,24.629,15.729,25.507,13.557,18.753,12.199,10.492,16.035,22.251,13.638,20.098,12.703,14.809,17.098,13.480,15.599,12.600,13.321,78.684,13.236,12.375,14.734,14.338,13.317
33,21.956,27.158,19.469,17.135,103.590,92.964,39.332,30.475,18.806,37.848,32.555,22.245,21.329,28.499,64.732,34.457,18.179,18.934,14.333,21.712,28.561,10.368,20.520,11.965,12.024,12.295,10.033,10.443,10.334,16.859,37.002,15.664,24.537,15.089,25.339,13.493,18.821,12.241,10.685,16.095,22.117,13.630,19.997,12.919,15.169,16.878,13.512,15.927,12.599,13.276,77.660,13.134,12.502,14.744,14.261,13.258
34,21.807,26.220,19.546,16.935,103.263,92.865,38.764,29.346,18.217,37.591,31.276,22.261,20.053,28.199,64.559,34.376,17.039,18.543,13.956,20.898,28.481,10.413,20.213,12.029,11.981,12.343,10.027,10.439,10.329,16.986,36.717,15.738,24.638,14.891,25.194,13.461,18.404,12.191,10.766,16.136,22.028,13.628,20.014,12.989,15.360,16.828,13.280,15.727,12.487,13.311,77.082,13.194,12.520,14.547,14.066,13.306
35,21.771,25.295,19.409,17.036,102.793,92.258,37.935,28.665,17.802,37.396,30.388,22.192,19.313,28.391,64.483,33.457,16.560,18.262,13.847,19.910,27.964,10.391,19.965,12.017,11.996,12.460,10.058,10.481,10.292,17.850,36.751,15.857,24.471,14.894,25.052,13.427,18.252,12.196,10.684,16.194,21.997,13.597,19.458,12.921,15.063,16.600,13.200,15.253,12.439,13.365,76.309,13.169,12.297,14.630,13.908,13.250
36,21.510,24.011,19.127,17.114,102.122,91.773,36.500,27.861,17.548,37.392,29.955,22.164,18.795,28.080,64.330,32.376,16.101,17.964,13.415,18.731,27.786,10.419,19.389,11.976,11.954,12.398,10.097,10.292,10.417,18.196,36.606,15.913,24.567,14.502,24.399,13.198,18.046,12.189,10.853,16.205,22.047,13.362,19.146,12.679,14.403,16.501,13.220,15.014,12.343,13.234,75.814,13.134,12.602,14.460,13.794,13.259
37,21.508,23.334,18.969,17.046,101.867,91.490,36.317,27.215,17.272,37.067,29.466,22.110,18.099,28.009,64.220,31.742,15.642,17.913,13.145,17.802,27.349,10.405,19.037,12.051,11.995,12.288,9.936,10.217,10.340,18.505,36.202,16.049,24.470,14.184,23.796,13.002,17.770,12.086,10.813,16.155,21.723,13.251,18.840,12.571,14.197,16.229,13.144,14.806,12.405,13.194,74.315,13.054,12.290,14.329,13.628,13.198
38,21.398,22.954,18.914,16.773,101.280,90.934,35.170,26.734,16.985,37.043,28.976,22.152,17.776,27.961,64.492,31.157,15.463,17.805,13.128,17.064,27.221,10.395,19.012,11.993,11.855,12.362,9.996,10.127,10.331,18.766,36.473,16.060,24.332,14.085,23.035,12.785,17.642,12.064,10.952,15.973,21.829,13.176,18.791,12.445,13.974,16.180,12.839,14.664,12.400,13.287,73.896,13.151,12.554,14.388,13.451,13.256
39,21.005,22.225,18.805,16.878,100.110,90.277,34.317,26.113,16.761,36.876,28.953,22.222,17.496,28.157,64.344,30.430,15.360,17.800,12.836,16.460,26.842,10.347,18.666,11.953,11.891,12.317,10.127,10.138,10.374,19.048,36.339,16.056,24.279,14.024,23.060,12.749,17.892,12.033,11.031,16.122,21.907,13.126,18.556,12.451,13.550,15.951,12.912,14.529,12.397,13.196,72.518,13.122,12.268,14.235,13.686,13.140
40,20.753,21.512,18.624,16.827,100.031,90.045,33.484,25.658,16.540,37.104,28.743,22.088,17.321,27.883,63.879,29.716,15.170,17.578,12.878,15.974,26.802,10.369,18.236,11.818,11.940,12.262,10.002,10.171,10.355,19.360,36.083,16.176,24.167,13.949,22.650,12.570,17.553,12.082,11.007,16.155,21.472,13.082,18.350,12.448,13.453,15.741,12.795,14.349,12.229,13.206,71.767,13.085,12.342,14.218,13.538,13.186
41,20.734,20.971,18.612,16.865,99.527,89.318,33.068,25.303,16.538,37.031,28.273,22.121,16.976,27.653,63.975,28.416,14.922,17.675,12.851,15.427,26.101,10.401,18.033,11.932,11.899,12.330,10.099,10.222,10.342,19.317,35.722,16.096,24.281,13.961,22.397,12.711,17.526,11.957,11.021,16.097,21.526,12.968,18.304,12.367,13.203,15.595,12.785,14.149,12.237,13.181,70.184,13.099,12.368,14.443,13.546,13.089
42,20.734,21.050,18.561,16.756,98.496,88.652,33.283,24.938,16.849,37.142,29.087,22.080,17.415,27.747,64.065,28.490,16.227,17.693,12.956,15.224,25.897,10.406,18.520,11.945,11.878,12.330,10.037,10.250,10.387,19.644,35.927,16.059,24.239,14.280,22.550,12.747,17.729,12.060,11.022,16.147,21.573,12.986,18.445,12.310,13.305,15.646,12.822,13.983,12.366,13.176,69.453,13.048,12.335,14.211,13.631,13.201
43,20.669,22.204,18.478,16.966,98.476,88.855,33.835,24.679,18.192,37.627,31.033,22.219,20.808,27.716,63.970,30.706,18.649,17.943,13.577,15.362,26.437,10.455,18.688,11.984,11.921,12.408,10.082,10.433,10.351,20.418,36.119,16.228,24.324,14.570,23.175,12.866,17.691,12.027,11.026,16.182,21.876,13.330,18.892,12.369,13.766,15.432,12.885,14.727,12.485,13.337,68.380,13.153,12.420,14.699,13.665,13.215
44,20.326,21.271,18.585,16.830,97.907,88.524,33.652,24.470,17.946,37.530,30.694,22.245,20.675,27.741,63.930,30.235,17.392,17.826,13.602,15.110,26.506,10.440,18.629,11.948,11.962,12.373,10.019,10.456,10.395,20.555,36.086,16.216,24.204,14.517,23.583,12.835,17.444,11.980,11.090,16.300,21.775,13.116,18.884,12.332,13.693,15.265,13.076,14.633,12.380,13.429,68.442,13.202,12.353,14.471,13.625,13.171
45,20.391,20.936,18.445,16.815,97.892,88.632,32.935,24.006,17.747,37.484,30.227,22.156,19.921,27.565,63.766,30.098,16.860,17.830,13.491,14.871,26.316,10.422,18.482,11.972,11.951,12.370,10.111,10.489,10.444,20.644,35.699,16.159,24.212,14.500,24.262,13.142,17.341,12.016,11.041,15.983,22.267,13.205,18.634,12.357,13.458,15.214,13.098,14.706,12.445,13.312,70.553,13.186,12.342,14.474,13.641,13.299
46,20.674,21.313,18.517,16.890,97.692,88.331,33.421,23.621,17.704,37.857,30.064,22.307,19.180,27.546,63.747,28.850,16.278,17.900,13.505,14.763,26.143,10.430,19.213,11.954,12.116,12.427,10.074,10.489,10.355,21.154,35.924,16.341,24.245,14.572,24.744,13.566,17.106,12.036,11.020,15.893,22.347,13.192,18.561,12.285,13.163,15.315,13.102,14.910,12.397,13.309,73.381,13.099,12.494,14.339,13.623,13.381
47,19.849,20.741,18.461,16.966,97.372,88.107,33.136,23.542,17.724,37.782,29.685,22.131,18.682,27.426,63.552,27.603,15.954,17.772,13.470,14.506,26.026,10.509,19.469,12.129,12.080,12.378,10.039,10.538,10.372,21.346,35.746,16.317,24.291,14.785,25.554,13.608,17.729,11.994,10.967,15.955,21.912,13.188,18.479,12.335,13.069,15.458,13.154,14.830,12.471,13.392,74.467,13.072,12.442,14.066,13.515,13.375
48,20.172,20.892,18.641,16.926,97.317,88.241,33.374,23.761,17.468,37.746,29.382,22.416,18.357,27.872,63.983,26.707,15.656,17.801,14.348,14.346,25.793,10.660,20.109,12.196,12.121,12.430,10.620,10.466,10.494,20.578,35.760,16.126,24.566,14.807,25.760,13.684,17.859,12.044,11.058,16.176,21.883,13.182,18.599,12.414,13.147,15.935,13.693,15.830,12.490,13.404,73.611,13.143,12.461,14.301,13.644,13.500
49,19.995,21.751,18.886,17.158,96.906,88.367,34.474,26.679,17.329,37.584,29.091,22.101,17.966,28.242,63.633,26.199,15.411,18.002,15.172,14.204,26.070,10.645,20.432,12.299,12.184,12.347,10.626,10.430,10.442,20.050,35.698,15.924,24.704,14.742,25.594,13.583,18.417,11.958,10.995,16.014,22.176,13.450,18.542,12.498,13.102,16.302,14.093,15.661,12.476,13.331,71.860,13.114,12.491,14.215,13.852,13.407
50,20.135,22.595,19.187,17.255,97.524,89.165,35.681,29.011,17.008,37.506,28.676,22.121,17.750,28.658,63.670,25.776,15.271,18.155,16.457,14.429,25.833,10.616,20.725,12.291,12.181,12.388,10.468,10.423,10.479,19.648,35.447,15.932,25.070,14.597,25.262,13.373,18.734,12.011,11.020,16.192,21.891,13.433,18.572,12.604,12.973,16.710,14.373,15.446,12.608,13.316,69.878,13.231,12.639,14.329,13.894,13.415
51,19.922,24.133,19.531,17.349,97.747,88.865,36.228,32.556,17.572,37.727,30.743,21.917,19.247,28.301,63.633,27.602,18.241,18.530,17.426,14.771,26.064,10.617,20.828,12.238,12.127,12.238,10.331,10.360,10.390,19.326,35.475,15.963,25.171,14.548,24.896,13.261,18.569,11.944,10.973,16.064,22.106,13.672,19.452,12.837,13.566,16.992,14.707,15.509,12.596,13.339,68.584,13.027,12.338,14.561,14.119,13.365
52,19.839,24.028,20.089,17.232,98.145,89.529,35.704,31.720,18.937,37.594,31.983,22.201,23.294,28.487,63.520,31.462,20.583,19.111,19.591,15.942,26.528,10.669,20.350,12.304,12.152,12.408,10.304,10.282,10.506,19.069,35.420,16.001,25.640,14.659,24.766,12.960,18.285,11.948,10.959,16.225,22.316,13.792,20.532,13.158,14.414,17.037,15.305,15.945,12.657,13.495,66.909,13.091,12.361,14.768,14.095,13.328
53,19.664,23.301,19.961,17.410,97.643,88.792,34.466,30.005,18.398,37.501,30.801,22.131,22.257,28.283,63.536,31.646,19.094,18.790,20.124,16.536,26.021,10.562,20.420,12.356,12.183,12.317,10.193,10.233,10.396,18.701,35.375,15.967,25.979,14.502,24.641,12.864,18.282,11.878,11.002,16.318,22.142,13.615,19.973,13.375,14.177,17.273,15.449,15.879,12.647,13.449,65.888,13.033,12.394,14.706,13.897,13.305
54,19.422,22.488,19.796,17.217,96.795,87.670,33.277,28.519,17.725,37.534,30.171,21.917,21.270,27.862,63.266,30.508,18.055,18.544,19.933,16.166,25.778,10.662,19.906,12.390,12.065,12.272,10.203,10.181,10.387,18.556,35.820,15.797,25.766,14.338,24.291,12.744,18.369,11.898,10.999,16.225,22.166,13.499,19.339,13.177,13.702,16.895,15.515,15.346,12.515,13.312,63.848,12.952,12.327,14.696,13.884,13.252
55,19.409,22.003,19.846,17.301,96.359,88.767,33.576,28.604,17.284,37.209,29.773,22.085,20.367,28.206,63.356,29.588,17.443,18.431,20.287,16.107,25.473,10.558,19.711,12.297,12.159,12.252,10.684,10.095,10.363,18.395,35.124,15.838,25.792,14.273,24.003,12.621,18.333,12.000,10.919,16.079,22.127,13.352,19.192,13.075,13.377,16.979,15.166,14.976,12.450,13.299,62.986,13.058,12.480,14.848,13.794,13.361
56,19.391,22.017,19.905,17.130,96.152,88.810,33.712,28.245,16.989,37.442,29.240,22.085,19.664,28.207,63.356,29.187,16.849,18.404,20.025,16.342,25.034,10.682,19.443,12.370,12.150,12.387,10.928,10.167,10.518,18.110,35.382,15.881,25.678,14.594,24.097,12.596,18.726,11.933,10.874,16.070,21.984,13.289,18.911,13.028,13.180,16.883,14.929,14.595,12.571,13.276,61.468,13.236,12.431,14.415,13.707,13.356
57,19.195,23.357,20.031,17.259,95.739,88.417,33.793,29.638,18.252,37.617,32.236,22.096,23.068,27.979,63.466,31.797,22.826,19.309,21.113,16.870,25.314,10.663,19.205,12.253,12.033,12.267,10.733,10.098,10.433,18.282,35.093,15.924,26.092,14.454,24.236,12.587,18.867,11.941,10.984,16.017,21.966,13.552,20.307,13.380,14.128,16.726,14.856,14.637,12.598,13.444,59.938,13.021,12.331,14.599,13.968,13.293
58,19.271,23.347,20.103,17.442,95.850,88.548,33.568,29.123,19.144,37.750,33.471,22.226,27.679,27.782,63.469,34.448,24.225,19.953,21.973,18.138,25.704,10.634,18.600,12.281,12.152,12.255,10.626,10.112,10.363,18.366,35.228,16.013,26.419,14.273,24.347,12.509,18.775,11.895,10.902,16.219,22.396,13.713,20.788,13.643,14.347,16.877,14.927,15.336,12.585,13.417,58.856,13.041,12.405,14.886,13.916,13.386
59,19.302,22.601,19.855,17.427,95.629,88.516,32.610,27.971,18.747,37.466,32.539,21.871,26.622,27.746,63.382,33.765,21.979,19.195,22.109,18.653,25.572,10.687,18.674,12.265,12.111,12.417,10.458,10.055,10.404,18.146,35.259,15.941,26.256,14.138,24.225,12.456,18.618,11.901,10.933,16.219,22.104,13.547,20.436,13.557,14.153,16.823,14.873,15.415,12.623,13.390,58.130,13.048,12.372,14.702,13.739,13.220
