 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56
1,13.133,12.675,19.304,17.269,62.809,32.187,17.754,18.397,14.050,39.869,29.377,22.722,16.561,28.133,61.303,17.626,14.023,17.570,12.107,12.727,20.919,10.241,11.938,12.034,11.808,12.117,9.733,9.406,10.228,15.853,35.807,15.938,24.567,12.541,13.747,11.821,14.794,11.635,10.359,16.651,23.301,13.756,18.498,11.924,12.134,13.595,13.017,15.574,12.276,12.987,23.602,13.002,12.338,13.619,13.232,10.726
2,13.070,12.609,19.187,17.230,62.665,31.787,17.513,18.111,14.104,39.613,29.021,22.791,16.343,27.793,61.444,17.285,13.899,17.452,11.948,12.716,20.720,10.287,12.012,11.887,11.766,12.080,9.877,9.435,10.371,15.874,35.839,15.897,24.482,12.594,13.835,11.775,14.970,11.663,10.275,16.843,23.104,13.617,18.504,12.016,12.020,13.647,12.866,15.474,12.246,13.143,23.518,13.076,12.364,13.647,13.193,10.723
3,13.008,12.678,18.928,17.095,62.485,31.145,17.571,18.172,14.177,39.587,28.699,22.765,16.268,27.991,61.219,17.029,13.858,17.546,12.031,12.731,20.829,10.283,11.877,11.915,11.707,12.097,9.690,9.412,10.272,15.818,35.772,15.845,24.508,12.512,13.762,11.867,14.745,11.682,10.348,16.638,23.313,13.491,18.330,11.908,12.125,13.676,12.905,15.474,12.361,13.181,23.482,13.079,12.335,13.661,13.288,10.743
4,12.930,12.483,18.873,17.080,61.998,30.967,17.550,18.312,14.114,39.325,28.287,22.663,15.999,27.821,60.993,16.765,13.741,17.430,11.985,12.811,20.735,10.173,11.889,11.979,11.767,12.038,9.706,9.400,10.235,15.690,35.204,15.706,24.552,12.570,13.766,11.847,14.881,11.610,10.328,16.601,23.451,13.500,18.113,11.952,12.035,13.555,12.929,15.291,12.223,13.106,23.509,12.936,12.160,13.606,13.195,10.836
5,13.005,12.534,18.572,16.870,61.653,30.494,17.356,18.239,14.083,38.808,28.248,22.512,15.944,27.820,60.930,16.578,13.750,17.291,12.006,12.647,20.748,10.219,11.818,11.820,11.656,12.020,9.784,9.380,10.264,15.614,35.523,15.667,24.581,12.500,13.785,11.785,14.797,11.666,10.260,16.748,23.573,13.388,18.035,11.945,11.982,13.657,12.871,15.253,12.354,13.063,23.702,12.855,12.230,13.578,13.198,10.795
6,12.893,12.400,18.547,17.015,61.654,30.484,17.406,18.221,14.070,38.924,27.945,22.546,15.783,27.689,60.878,16.397,13.633,17.042,11.862,12.562,20.794,10.154,11.844,11.990,11.708,11.952,9.739,9.440,10.248,15.574,35.188,15.713,24.485,12.522,13.763,11.768,14.967,11.632,10.264,16.514,23.044,13.318,18.051,11.960,12.081,13.579,12.802,15.554,12.234,13.173,23.674,13.074,12.379,13.675,13.024,10.764
7,12.945,12.416,18.435,17.010,61.489,30.243,17.474,18.152,14.021,38.791,27.920,22.675,15.716,27.470,60.733,16.205,13.750,17.145,11.929,12.502,20.793,10.168,11.822,11.971,11.688,12.013,9.741,9.424,10.246,15.509,35.380,15.706,24.412,12.534,13.685,11.843,14.775,11.573,10.254,16.521,22.956,13.377,17.791,11.937,11.893,13.523,12.893,15.391,12.162,12.973,23.637,12.950,12.234,13.644,13.066,10.761
8,13.026,12.453,18.430,16.977,61.358,29.813,17.361,18.164,14.058,38.487,27.537,22.596,15.604,27.439,60.960,15.918,13.635,17.212,12.040,12.472,20.650,10.179,11.951,11.896,11.650,12.017,9.766,9.394,10.200,15.379,35.283,15.616,24.365,12.483,13.622,11.770,14.824,11.511,10.248,16.653,23.192,13.206,17.765,11.888,12.005,13.512,12.893,15.491,12.221,13.096,23.705,12.981,12.234,13.689,13.137,10.793
9,12.966,12.424,18.307,16.897,61.383,29.568,17.351,18.199,14.087,38.489,27.518,22.625,15.516,27.555,60.743,15.783,13.697,17.200,11.889,12.525,20.668,10.184,11.834,11.862,11.698,12.090,9.784,9.404,10.241,15.465,35.345,15.692,24.477,12.505,13.629,11.768,14.851,11.586,10.243,16.473,23.124,13.186,17.788,11.898,12.044,13.512,12.888,15.384,12.234,13.042,23.515,12.847,12.323,13.609,13.069,10.753
10,12.883,12.441,18.240,16.926,61.366,29.080,17.312,18.256,14.087,38.161,27.325,22.765,15.277,27.466,61.004,15.679,13.617,17.100,11.889,12.615,20.684,10.189,11.824,11.879,11.730,12.008,9.768,9.423,10.176,15.496,35.352,15.667,24.402,12.473,13.490,11.791,14.659,11.698,10.213,16.696,22.982,13.155,17.838,11.909,12.015,13.511,12.861,15.727,12.215,13.058,23.360,12.950,12.375,13.657,13.177,10.730
11,13.070,12.675,18.221,17.093,61.118,28.833,17.272,18.379,14.107,39.005,27.470,22.568,15.263,27.316,60.790,15.651,13.677,17.183,11.994,12.564,20.743,10.161,11.906,11.934,11.700,12.067,9.797,9.417,10.280,15.436,35.285,15.591,24.397,12.599,13.546,11.848,14.715,11.563,10.302,16.517,23.171,13.208,17.807,11.883,12.102,13.544,12.912,15.498,12.253,13.093,23.664,12.977,12.290,13.775,13.298,10.820
12,13.219,14.029,18.174,17.050,61.674,28.837,17.330,19.014,14.481,40.832,31.999,22.684,16.872,27.396,60.873,16.393,15.640,17.444,12.193,12.609,20.861,10.194,11.777,11.866,11.842,12.178,9.788,9.403,10.329,15.924,35.478,15.764,24.544,12.843,13.647,11.852,14.873,11.606,10.321,16.729,23.365,13.499,18.176,11.955,12.461,13.661,12.963,15.893,12.381,13.145,24.581,13.068,12.353,13.813,13.515,10.821
13,13.443,15.039,18.756,17.206,62.244,29.311,17.757,19.160,14.869,43.358,34.333,22.936,17.704,27.882,61.210,17.146,16.112,18.095,12.434,12.814,21.147,10.209,12.000,11.856,12.043,12.183,9.986,9.479,10.339,16.631,35.819,15.920,24.678,12.925,13.815,12.012,15.228,11.695,10.353,16.688,23.733,13.605,18.591,12.110,12.913,13.787,13.232,16.107,12.639,13.198,24.870,13.122,12.394,13.893,13.662,10.745
14,13.497,16.042,19.415,17.288,62.564,30.130,17.626,19.874,15.279,43.668,34.777,22.888,19.290,29.112,61.402,18.110,16.356,18.347,12.811,13.626,21.240,10.243,11.797,11.955,12.079,12.235,10.281,9.445,10.315,16.549,35.798,15.869,24.693,12.845,14.020,11.989,15.214,12.067,10.421,16.715,24.008,14.040,18.686,12.170,13.365,14.159,13.800,16.612,12.734,13.106,25.588,13.066,12.524,13.965,13.797,10.793
15,13.544,16.082,19.430,17.107,62.853,30.177,17.893,19.916,15.140,42.781,35.799,22.923,18.695,29.467,61.239,18.261,15.576,18.519,12.706,14.099,21.254,10.327,11.887,11.966,11.958,12.178,10.025,9.462,10.249,16.550,35.879,15.886,24.561,12.715,14.158,11.961,15.222,12.473,10.401,16.795,23.687,13.709,18.615,12.269,13.460,14.320,13.863,16.412,12.735,13.151,26.064,13.149,12.736,13.789,13.818,10.766
16,13.703,16.214,19.343,17.297,62.865,30.882,18.097,20.764,15.084,42.104,36.444,22.706,18.165,29.279,61.238,17.856,15.495,18.740,12.753,14.209,21.184,10.194,11.947,11.988,11.971,12.160,10.023,9.458,10.337,16.260,35.938,15.879,24.558,12.710,14.213,11.944,15.203,12.830,10.348,16.895,23.873,13.650,18.515,12.182,13.421,14.314,13.895,16.547,12.868,13.271,26.346,13.225,12.428,13.927,13.910,10.756
17,13.802,18.229,19.606,17.510,63.175,31.549,18.497,22.184,15.591,43.537,39.394,22.904,20.024,29.645,61.350,19.598,17.796,20.011,13.031,15.134,21.218,10.180,11.916,11.941,12.183,12.272,10.357,9.479,10.348,16.964,35.981,15.902,24.758,12.870,14.090,11.979,15.171,13.268,10.305,16.760,23.891,14.034,18.948,12.360,14.011,14.652,13.978,16.585,12.879,13.223,27.243,13.279,12.584,14.176,14.090,10.800
18,13.789,18.253,19.637,17.503,63.184,32.268,18.220,22.003,15.627,43.418,39.660,22.888,20.182,30.219,61.014,20.412,17.002,20.052,13.117,15.773,21.420,10.222,11.938,11.971,12.191,12.247,10.312,9.468,10.375,17.150,36.245,15.881,24.577,13.060,14.098,11.985,15.285,13.414,10.440,16.700,23.922,14.454,19.052,12.399,14.292,14.915,14.300,16.917,13.023,13.252,27.536,13.244,12.454,14.225,13.945,10.834
19,13.677,18.974,20.042,17.434,63.489,32.628,18.309,22.479,15.592,43.739,41.230,22.846,19.198,30.107,60.963,20.825,16.342,19.922,12.868,16.351,21.231,10.273,11.941,11.962,12.102,12.213,10.224,9.472,10.292,17.148,36.546,16.072,24.612,12.894,14.076,11.992,15.282,13.245,10.449,16.717,24.163,14.407,18.938,12.530,14.249,14.930,14.395,16.644,13.042,13.304,27.654,13.242,12.572,14.180,14.140,10.713
20,14.049,18.883,20.167,17.457,63.476,33.306,18.694,23.394,15.508,43.767,42.371,22.840,18.801,30.060,61.056,21.163,15.943,20.312,12.897,17.189,21.301,10.247,11.871,11.890,12.098,12.245,10.074,9.485,10.324,17.112,36.539,16.020,24.539,12.679,14.219,11.914,15.352,13.327,10.413,16.727,24.342,14.576,19.122,12.599,14.186,15.005,14.327,16.626,13.120,13.189,28.048,13.089,12.275,14.280,14.124,10.824
21,14.029,18.420,20.332,17.314,63.713,33.688,18.678,23.586,15.339,43.623,42.400,22.806,18.495,30.056,61.279,21.019,15.589,20.228,12.899,17.210,21.130,10.259,11.896,11.928,12.078,12.172,10.008,9.440,10.291,17.114,36.648,15.902,24.590,12.650,14.069,11.910,15.103,13.427,10.437,16.700,23.749,14.360,18.792,12.404,14.165,14.900,14.239,16.713,13.077,13.228,27.327,13.355,12.405,14.083,14.330,10.727
22,13.898,18.772,20.112,17.488,63.397,33.876,18.471,24.627,15.626,43.558,44.340,22.798,19.673,29.997,60.920,22.012,17.420,20.822,12.889,18.271,21.224,10.284,11.922,11.927,11.963,12.190,9.865,9.449,10.318,16.987,36.494,15.998,24.774,12.778,14.063,11.858,15.176,13.212,10.466,16.692,24.013,14.682,19.540,12.756,14.692,14.884,14.183,16.415,13.124,13.228,27.395,13.205,12.602,14.443,14.259,10.792
23,13.995,18.508,20.358,17.653,63.973,34.013,18.330,24.072,15.596,44.972,45.467,22.804,22.322,29.847,60.923,23.558,17.950,21.422,13.088,19.384,21.221,10.140,11.904,11.951,11.920,12.272,9.957,9.403,10.254,17.246,36.931,16.202,24.562,12.681,14.090,11.829,15.100,12.967,10.485,16.740,24.005,15.403,19.824,12.849,15.082,14.850,14.454,16.502,13.203,13.292,26.909,13.217,12.264,14.467,14.369,10.758
24,14.099,18.733,20.526,17.543,64.243,33.830,18.613,24.283,15.708,44.575,47.370,22.890,23.004,29.496,60.801,24.954,19.278,21.267,13.069,19.080,21.338,10.272,11.893,11.954,11.868,12.240,9.877,9.445,10.299,17.047,36.794,15.985,24.608,12.568,14.027,11.862,14.921,13.046,10.544,16.882,23.927,15.953,20.277,13.208,15.522,14.866,14.454,16.664,13.070,13.183,26.826,13.188,12.439,14.343,14.335,10.760
25,14.034,18.679,20.732,17.362,64.525,33.965,18.906,24.677,16.412,44.269,48.462,23.024,26.536,29.591,60.730,26.534,20.589,21.583,13.013,18.882,21.398,10.155,11.941,11.942,11.924,12.108,9.846,9.502,10.308,18.195,37.459,16.503,24.397,12.691,14.096,11.916,14.862,13.089,10.978,16.740,23.995,17.424,21.223,13.866,15.962,15.308,14.761,17.304,13.047,13.296,27.181,13.087,12.487,14.474,14.311,10.781
26,14.102,17.947,21.333,17.495,64.451,34.128,18.801,24.460,16.344,45.573,49.276,22.696,26.253,29.450,60.925,26.801,19.305,21.460,13.019,19.448,21.412,10.261,11.918,11.912,11.916,12.152,9.926,9.447,10.291,19.590,37.737,16.839,24.844,12.553,14.217,11.860,14.813,12.960,11.508,16.721,23.982,17.777,20.693,14.274,15.684,15.864,14.761,18.519,12.978,13.299,27.229,13.165,12.442,14.446,14.280,10.788
27,13.982,18.336,21.984,18.583,64.646,34.386,18.571,24.562,16.626,45.919,49.983,22.791,27.404,29.724,60.847,27.582,20.904,22.126,13.342,19.689,21.460,10.233,11.984,11.887,12.000,12.237,10.331,9.482,10.257,20.457,38.124,17.118,24.561,12.744,14.261,11.862,14.905,13.298,11.739,16.831,24.194,18.378,21.238,14.609,15.962,16.089,14.763,18.481,13.156,13.223,26.981,13.248,12.480,14.474,14.443,10.779
28,14.128,18.976,21.928,18.364,65.264,34.925,18.919,24.511,16.718,46.313,49.673,22.707,27.461,29.838,60.831,27.394,20.537,21.554,13.348,19.509,21.746,10.282,12.006,11.929,12.205,12.175,10.505,9.455,10.318,21.325,38.309,17.271,24.502,12.995,14.244,11.928,14.770,13.440,11.943,16.802,24.223,18.355,21.339,14.594,15.699,16.488,15.124,18.526,13.195,13.233,27.895,13.194,12.558,14.356,14.161,10.747
29,14.062,18.720,22.414,17.853,65.362,35.006,19.280,23.995,16.889,45.247,49.100,22.801,25.816,30.479,61.155,27.222,19.411,21.493,13.113,20.031,21.795,10.215,11.965,11.944,12.110,12.133,10.370,9.517,10.387,21.830,38.014,17.438,24.679,12.908,14.387,11.889,14.767,13.170,12.005,16.746,24.145,17.933,20.837,14.460,15.652,16.814,14.998,18.145,13.248,13.143,28.439,13.339,12.442,14.221,14.166,10.722
30,14.169,18.503,22.657,17.686,65.514,35.315,19.152,23.744,16.821,44.427,47.707,22.614,24.819,31.431,61.114,26.988,18.647,21.370,13.184,20.494,21.734,10.239,12.027,11.885,12.049,12.123,10.230,9.481,10.358,22.587,38.131,17.637,24.502,12.872,14.376,11.926,14.905,12.946,12.359,17.014,24.174,17.701,20.628,14.335,15.018,16.985,14.729,18.055,13.089,13.249,29.047,13.227,12.279,14.301,14.119,10.781
31,14.203,18.250,22.604,17.613,65.893,35.654,19.139,23.898,16.419,44.048,46.904,22.698,23.838,31.310,61.014,26.494,18.094,20.864,13.090,20.137,21.535,10.209,11.900,11.929,12.046,12.080,10.123,9.463,10.339,22.783,38.067,17.495,24.456,12.800,14.395,11.963,14.878,12.802,12.235,17.021,24.016,17.563,20.228,14.136,14.753,17.160,14.485,18.017,13.070,13.236,28.890,13.182,12.413,14.194,14.174,10.809
32,14.375,17.879,22.633,17.754,65.738,36.095,19.029,23.752,16.377,43.808,46.509,22.932,23.145,32.132,61.090,25.753,17.422,20.456,12.868,19.577,21.578,10.171,11.939,11.891,12.046,12.130,10.090,9.453,10.308,23.179,38.050,17.684,24.617,12.768,14.486,11.912,15.049,13.020,12.198,17.074,23.948,16.756,19.948,13.812,14.463,17.050,14.532,17.616,12.869,13.193,28.941,13.207,12.346,14.249,13.966,10.719
33,14.255,17.380,22.170,17.476,65.248,36.009,18.893,23.120,16.112,43.168,45.005,22.819,22.346,31.670,60.993,25.347,16.924,19.942,12.629,18.488,21.516,10.252,11.928,11.923,12.018,12.137,10.090,9.458,10.332,23.515,37.907,17.431,24.752,12.650,14.282,11.893,15.003,13.142,12.171,16.946,24.044,16.311,19.667,13.423,14.029,16.810,14.141,17.156,12.833,13.138,29.050,13.269,12.457,13.941,13.805,10.760
34,14.143,17.049,21.787,17.554,64.951,36.076,18.901,23.018,15.958,42.870,43.812,22.836,21.467,31.313,60.690,24.064,16.658,19.468,12.539,17.670,21.445,10.201,11.877,11.911,12.041,12.108,10.025,9.488,10.289,23.725,37.750,17.446,24.554,12.671,14.343,11.847,14.951,12.958,12.133,16.758,23.744,15.818,19.288,13.178,13.664,16.599,14.134,16.879,12.672,13.257,29.020,13.180,12.364,13.875,13.652,10.800
35,14.323,16.474,21.535,17.352,64.630,35.805,19.042,22.519,15.756,42.774,42.238,22.552,20.969,30.847,60.750,23.315,16.243,19.205,12.505,16.912,21.363,10.222,11.904,11.972,11.977,12.073,10.019,9.450,10.272,23.345,37.577,17.260,24.646,12.705,14.204,11.879,14.875,12.881,11.967,17.006,23.733,15.605,19.306,12.937,13.444,16.190,13.849,16.685,12.559,13.178,28.521,13.246,12.309,13.785,13.871,10.711
36,14.073,16.126,21.127,17.272,64.523,35.703,19.050,22.195,15.489,42.710,41.856,22.622,20.385,30.564,60.750,22.579,16.028,18.876,12.231,16.172,21.227,10.123,11.941,11.929,11.964,12.222,9.920,9.439,10.219,23.234,37.311,17.222,24.486,12.606,14.249,11.827,14.935,12.781,11.760,16.767,23.601,15.166,19.040,12.714,13.266,16.024,13.756,16.384,12.581,13.130,27.915,13.025,12.286,13.720,13.501,10.762
37,14.177,15.834,20.830,17.286,64.386,35.658,19.050,21.886,15.456,42.054,40.415,22.588,20.010,30.411,60.605,21.898,15.654,18.551,12.237,15.731,21.099,10.182,11.893,11.827,12.026,12.145,9.977,9.422,10.236,22.854,37.026,17.118,24.329,12.534,14.199,11.858,15.030,12.970,11.683,16.773,23.723,14.851,18.906,12.584,12.896,15.696,13.651,16.346,12.433,13.108,27.628,13.097,12.487,13.938,13.612,10.757
38,14.224,15.621,20.499,17.204,64.194,35.873,18.953,21.732,15.288,41.675,39.732,22.684,19.487,30.227,60.626,21.362,15.401,18.541,12.132,15.175,21.070,10.255,11.883,11.904,11.920,12.105,9.914,9.440,10.256,22.751,36.953,17.011,24.338,12.708,14.057,11.957,14.908,12.854,11.551,16.643,23.601,14.615,18.781,12.528,12.776,15.681,13.610,16.173,12.436,13.047,27.656,13.209,12.342,13.796,13.464,10.733
39,14.055,15.429,20.399,17.299,63.906,35.831,18.806,21.760,15.131,41.703,39.126,22.537,19.079,30.054,60.658,20.739,15.227,18.281,12.046,14.817,21.083,10.233,11.834,11.793,11.973,12.177,9.891,9.435,10.278,22.301,36.969,16.933,24.373,12.572,13.905,11.871,15.182,12.675,11.346,16.822,23.306,14.418,18.719,12.481,12.696,15.383,13.329,16.045,12.420,13.226,27.645,12.965,12.349,13.848,13.493,10.719
40,14.148,15.579,20.342,17.242,63.907,35.970,18.974,22.489,15.210,41.399,38.303,22.585,18.658,29.759,60.605,20.216,14.901,18.321,12.111,14.609,21.099,10.301,11.797,11.858,11.921,12.122,9.901,9.424,10.264,22.112,36.938,16.789,24.344,12.589,13.892,11.880,15.027,12.629,11.399,16.614,23.378,14.244,18.425,12.290,12.524,15.290,13.259,16.035,12.406,13.096,28.034,13.155,12.309,13.945,13.668,10.763
41,14.000,15.366,19.997,17.131,63.817,35.695,18.961,22.683,15.089,41.223,38.094,22.710,18.241,29.637,60.671,19.819,14.959,18.226,12.164,14.183,20.954,10.245,11.979,11.885,11.887,12.170,9.840,9.422,10.313,21.833,36.981,16.620,24.534,12.669,13.856,11.823,14.916,12.586,11.271,16.552,23.363,14.140,18.431,12.302,12.388,15.103,13.195,16.042,12.444,13.055,27.772,13.041,12.320,13.844,13.631,10.733
42,14.096,15.089,19.986,17.029,63.411,36.328,18.662,22.326,14.920,40.995,37.112,22.663,17.982,29.596,60.676,19.382,14.810,18.142,12.124,14.122,20.992,10.221,11.889,11.959,11.899,12.040,9.772,9.482,10.241,21.513,36.649,16.481,24.248,12.657,13.877,11.901,14.764,12.489,11.213,16.822,23.194,13.953,18.114,12.253,12.305,15.082,13.171,15.976,12.326,13.153,27.682,13.128,12.349,13.810,13.662,10.746
43,14.115,14.799,19.800,17.025,63.569,35.784,18.453,21.995,14.763,40.497,36.522,22.702,17.681,29.362,60.799,19.110,14.580,17.981,12.096,13.791,20.911,10.176,11.838,11.804,11.882,12.083,9.821,9.422,10.220,21.246,36.613,16.476,24.504,12.570,13.773,11.780,15.057,12.375,11.186,16.884,23.624,13.736,18.306,12.171,12.339,14.907,13.176,15.817,12.378,13.051,27.172,13.070,12.450,13.682,13.530,10.780
44,14.120,14.512,19.576,16.884,63.160,35.673,18.291,21.359,14.575,40.235,35.991,22.589,17.524,29.065,60.777,18.788,14.443,17.835,11.996,13.726,20.902,10.233,11.723,11.942,11.874,12.130,9.869,9.407,10.268,20.485,36.632,16.492,24.498,12.527,13.741,11.842,14.967,12.341,11.057,16.579,23.412,13.754,18.082,12.095,12.226,14.757,13.149,15.713,12.288,12.977,26.383,13.157,12.286,13.817,13.567,10.769
45,14.036,14.343,19.513,16.745,63.123,35.782,18.173,21.017,14.489,40.178,35.255,22.682,17.396,28.916,60.332,18.247,14.287,17.824,11.962,13.499,20.808,10.237,11.861,11.993,11.901,12.040,9.850,9.468,10.323,20.215,36.876,16.325,24.577,12.522,13.877,11.841,15.065,12.284,10.912,16.587,23.358,13.653,17.824,12.075,12.124,14.516,13.149,15.837,12.319,13.038,26.023,12.967,12.379,13.858,13.441,10.819
46,14.250,14.095,19.393,16.739,62.996,36.031,18.369,21.012,14.519,39.772,34.867,22.822,17.159,28.600,60.545,18.018,14.245,17.654,12.067,13.332,20.779,10.187,11.912,11.965,11.859,12.002,9.926,9.410,10.276,19.930,36.611,16.232,24.389,12.498,13.859,11.822,14.997,12.221,10.752,16.729,23.487,13.755,17.867,12.079,12.220,14.621,13.054,15.675,12.322,13.032,25.829,13.079,12.197,13.706,13.422,10.688
47,14.198,14.114,19.201,16.802,62.921,36.206,18.304,20.706,14.460,39.675,34.319,22.692,16.951,28.719,60.523,17.670,14.241,17.438,12.017,13.303,20.789,10.184,11.961,11.895,11.885,12.063,9.862,9.414,10.222,19.590,36.477,16.213,24.617,12.432,13.781,11.842,15.165,12.211,10.678,16.655,23.376,13.670,17.899,12.117,12.011,14.331,13.080,15.779,12.288,13.061,25.592,13.093,12.413,13.706,13.298,10.768
48,14.005,13.996,19.110,16.773,62.914,36.060,18.702,20.571,14.327,39.677,33.706,22.718,16.710,28.447,60.776,17.382,14.133,17.456,11.962,13.174,20.781,10.248,11.922,12.066,11.892,12.052,9.848,9.471,10.276,19.279,36.342,16.214,24.348,12.575,13.678,11.870,14.900,12.176,10.675,16.669,23.267,13.466,17.737,12.116,12.005,14.452,12.998,15.329,12.316,13.002,25.625,13.054,12.309,13.941,13.322,10.784
49,14.081,13.814,18.957,16.531,62.915,36.264,18.380,20.470,14.283,39.465,33.365,22.636,16.640,28.372,60.509,17.239,14.206,17.481,12.031,13.109,20.716,10.266,11.809,11.930,11.808,12.040,9.893,9.410,10.256,19.144,36.541,16.185,24.402,12.546,13.673,11.876,15.070,12.135,10.611,16.647,23.083,13.519,17.796,11.992,12.050,14.369,12.990,15.602,12.398,13.023,25.346,13.002,12.361,13.806,13.398,10.727
50,14.143,13.600,18.791,16.747,62.676,35.838,18.419,20.225,14.361,39.416,33.047,22.630,16.338,28.293,60.525,16.848,14.021,17.444,12.031,13.009,20.750,10.143,11.844,11.934,11.815,11.965,9.770,9.501,10.291,19.000,36.427,16.237,24.509,12.478,13.715,11.866,15.016,12.066,10.572,16.554,23.088,13.451,17.681,12.021,12.038,14.234,12.956,15.484,12.245,13.038,25.278,13.019,12.457,13.626,13.385,10.735
51,14.021,13.564,18.667,16.764,62.554,35.724,18.476,20.192,14.314,39.439,32.291,22.760,16.260,28.289,60.447,16.561,14.041,17.307,11.996,12.799,20.760,10.221,11.918,12.062,11.895,12.072,9.862,9.460,10.324,18.638,36.114,16.089,24.493,12.447,13.681,11.909,14.932,12.060,10.542,16.789,23.288,13.440,17.813,12.021,11.986,14.192,13.037,15.547,12.323,13.090,25.158,12.998,12.271,13.796,13.256,10.745
52,14.221,13.479,18.590,16.811,62.454,35.924,18.675,19.985,14.289,39.117,32.115,22.567,16.075,28.033,60.659,16.283,13.803,17.470,12.002,12.887,20.834,10.183,11.971,11.909,11.813,12.080,9.864,9.455,10.339,18.473,36.226,16.095,24.400,12.539,13.713,11.939,14.867,12.063,10.514,16.798,23.181,13.312,17.463,11.924,11.953,14.118,12.927,15.536,12.265,13.101,25.119,13.008,12.375,13.772,13.266,10.705
53,13.974,13.443,18.567,16.688,62.166,35.482,18.296,19.749,14.325,39.206,31.634,22.822,15.989,28.103,60.645,16.073,13.846,17.417,12.057,12.832,20.890,10.151,11.980,11.890,11.826,12.110,9.918,9.439,10.316,18.150,36.107,15.993,24.624,12.563,13.663,11.917,14.886,12.054,10.509,16.463,23.187,13.262,17.635,11.974,12.072,14.047,12.905,15.436,12.334,13.136,24.915,12.990,12.439,13.820,13.317,10.716
54,13.971,13.292,18.474,16.737,62.268,35.182,18.293,19.866,14.228,38.893,31.278,22.635,15.907,27.942,60.414,15.887,13.927,17.381,12.042,12.813,20.793,10.233,11.904,11.908,11.721,12.073,9.912,9.446,10.280,18.059,36.088,16.124,24.435,12.478,13.618,11.841,14.870,12.044,10.482,16.849,23.179,13.254,17.697,12.004,11.966,14.003,12.985,15.353,12.241,13.066,24.860,12.973,12.312,13.716,13.332,10.735
55,13.818,13.211,18.307,16.821,62.140,35.124,17.932,19.772,14.170,38.694,30.954,22.787,15.639,27.811,60.628,15.697,13.743,17.262,12.050,12.710,20.728,10.245,11.959,11.866,11.825,12.100,9.834,9.458,10.273,17.986,36.238,15.902,24.493,12.457,13.627,11.806,15.098,11.970,10.460,16.694,23.205,13.266,17.515,11.930,11.985,14.035,12.946,15.540,12.164,13.066,24.757,13.056,12.361,13.554,13.361,10.786
56,13.854,13.251,18.274,16.840,61.905,35.043,18.047,19.699,14.275,38.565,30.579,22.571,15.558,27.711,60.353,15.574,13.757,17.168,11.981,12.761,20.722,10.254,11.869,11.955,11.811,12.058,9.873,9.413,10.300,17.721,35.884,15.985,24.371,12.486,13.559,11.897,14.951,12.013,10.423,16.688,23.091,13.159,17.425,12.013,11.956,13.893,12.954,15.484,12.366,13.070,24.603,12.975,12.275,13.671,13.092,10.766
57,13.797,13.109,18.056,16.686,61.859,34.863,18.052,19.588,14.331,38.751,30.352,22.726,15.480,27.637,60.317,15.366,13.807,17.105,11.895,12.714,20.806,10.257,11.891,12.012,11.792,12.017,9.865,9.494,10.289,17.569,36.064,15.998,24.381,12.650,13.565,11.893,14.916,11.944,10.455,16.760,23.319,13.203,17.431,11.964,12.055,13.917,12.956,15.336,12.394,13.037,24.550,12.862,12.353,13.716,13.166,10.730
58,13.768,13.013,18.200,16.716,61.674,34.728,17.759,19.559,14.139,38.501,29.970,22.860,15.406,27.719,60.429,15.076,13.612,17.279,12.027,12.669,20.780,10.193,11.932,11.915,11.771,12.123,9.805,9.538,10.283,17.407,35.957,15.896,24.665,12.582,13.626,11.789,14.873,11.936,10.384,16.384,23.078,13.186,17.498,11.953,11.954,13.855,13.041,15.661,12.393,13.076,24.499,12.983,12.216,13.699,13.253,10.764
59,13.763,13.055,18.044,16.762,61.427,34.346,18.071,19.397,14.118,38.451,29.944,22.652,15.303,27.633,60.445,15.024,13.807,17.094,12.044,12.688,20.711,10.277,11.846,11.959,11.738,12.057,9.786,9.442,10.278,17.320,36.014,15.919,24.434,12.626,13.584,11.864,14.816,11.961,10.375,16.684,23.326,13.090,17.447,11.958,11.893,13.889,13.005,15.201,12.382,12.968,24.501,13.021,12.349,13.740,13.319,10.748
60,13.792,12.938,17.910,16.754,61.703,34.515,18.175,19.233,14.156,38.033,29.327,22.610,15.374,27.407,60.445,14.996,13.665,17.233,11.925,12.563,20.716,10.205,11.949,11.937,11.816,12.053,9.903,9.483,10.272,17.197,36.095,16.034,24.537,12.539,13.515,11.906,14.862,11.872,10.379,16.680,23.031,13.099,17.498,12.026,11.976,13.721,12.978,15.408,12.310,13.017,24.189,12.932,12.253,13.606,13.325,10.742
