 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38
23,21.752,25.048,21.002,24.993,21.985,31.039,39.589,24.103,20.735,24.882,20.925,27.742,33.544,41.535,32.873,33.887,27.252,21.125,35.483,49.786,22.122,24.443,18.132,20.819,19.529,19.505,18.274,35.392,15.149,28.216,27.765,23.596,23.264,29.940,22.006,26.068,26.651,21.725
24,21.819,24.956,20.918,24.975,21.781,31.047,39.566,24.331,20.903,24.938,20.889,27.737,33.548,41.698,32.870,34.135,27.353,20.987,35.279,49.932,22.133,24.337,18.152,20.539,19.271,19.121,18.152,35.580,15.466,28.390,27.655,23.482,23.602,30.213,21.764,26.111,26.784,21.513
25,21.740,24.995,20.899,24.909,22.436,30.790,39.735,24.080,21.230,24.782,20.783,27.782,33.344,41.460,32.623,33.337,27.290,21.361,35.519,49.831,22.108,24.390,18.339,20.254,19.471,19.125,18.439,35.355,15.259,28.149,27.604,23.383,22.949,30.023,21.971,26.161,26.671,21.588
26,21.846,25.074,20.902,24.905,22.740,31.299,39.436,24.463,21.283,24.555,20.736,27.539,33.551,41.776,32.708,32.990,27.184,21.179,35.413,49.912,22.213,24.575,18.272,20.254,19.441,19.644,18.274,35.457,15.373,28.371,27.604,23.716,23.559,29.917,21.998,26.111,26.490,21.573
27,21.674,24.835,20.797,24.946,22.433,31.036,39.191,24.097,20.792,24.845,20.938,27.773,33.482,41.672,32.713,33.523,27.189,21.307,35.317,49.525,22.175,24.320,18.189,19.927,19.330,19.889,18.295,35.418,15.312,28.305,27.691,23.407,23.382,30.187,22.055,25.928,26.651,21.652
28,21.662,25.163,20.907,25.079,22.371,30.655,39.503,24.509,20.695,24.865,20.873,27.552,33.471,41.271,32.748,33.118,27.260,21.077,35.772,50.144,22.203,24.455,18.369,19.909,19.507,19.517,18.359,35.699,15.351,28.105,27.492,23.509,23.248,29.857,22.055,26.118,26.789,21.575
29,21.873,25.026,20.715,25.032,22.035,31.000,39.603,24.400,20.628,24.680,20.884,27.644,33.157,41.054,32.799,33.239,27.452,20.974,35.347,49.842,22.017,24.493,18.481,19.804,19.395,19.303,18.423,35.435,15.327,28.156,27.535,23.365,23.189,30.170,21.933,25.935,26.383,21.685
30,21.903,24.876,20.651,24.961,22.339,31.068,39.440,24.303,20.885,24.812,20.674,27.753,33.413,41.906,32.701,32.890,27.236,20.856,35.399,49.935,22.157,24.249,18.174,19.550,19.219,19.082,18.258,35.588,15.363,28.346,27.523,23.635,23.339,30.110,21.855,25.849,26.702,21.632
31,21.955,24.767,20.936,25.070,21.839,30.990,39.334,24.389,20.575,24.798,20.974,27.578,33.415,41.410,32.831,32.932,27.307,21.045,35.342,50.324,21.878,24.264,18.233,20.241,19.431,18.838,18.285,35.335,15.337,28.006,27.577,23.539,23.307,29.957,21.792,25.918,26.486,21.511
32,21.982,24.691,20.835,24.950,21.687,30.984,39.497,24.411,20.845,25.065,20.814,27.569,33.520,41.568,32.691,33.206,27.348,20.968,35.557,49.536,22.168,24.235,18.247,20.276,19.471,18.726,18.168,35.247,15.366,28.137,27.449,23.422,23.350,30.060,21.960,25.964,26.669,21.564
33,21.967,24.519,20.890,24.964,21.322,31.208,39.326,24.349,20.597,24.735,20.819,27.673,33.374,41.271,32.701,33.069,27.293,21.141,35.510,49.968,22.108,24.132,18.045,19.971,19.307,18.557,18.197,35.330,15.259,28.397,27.499,23.662,23.362,30.143,21.773,25.645,26.580,21.553
34,21.924,24.592,20.896,24.878,21.301,31.122,39.554,24.274,20.832,24.683,20.855,27.545,33.548,41.297,32.613,33.106,27.373,20.962,35.559,49.899,22.224,24.196,18.020,19.812,19.229,18.660,18.418,35.170,15.278,28.444,27.679,23.395,23.437,30.103,22.080,25.889,26.414,21.573
35,21.888,24.667,20.859,24.816,20.915,31.164,39.497,24.434,20.540,24.930,20.819,27.662,33.234,41.233,32.699,32.750,27.088,21.294,35.471,49.831,22.238,24.261,18.187,19.640,19.216,18.566,18.218,34.940,15.341,28.375,27.508,23.560,23.039,30.020,21.987,25.814,26.902,21.582
36,22.387,25.221,22.166,25.546,21.857,31.099,39.240,24.371,20.947,24.880,20.881,28.005,33.411,41.384,33.037,32.592,30.268,21.406,35.212,49.730,22.329,24.481,19.779,20.355,19.425,20.290,18.569,35.068,15.405,28.203,27.572,23.548,23.472,30.533,22.015,25.932,26.895,21.619
37,22.287,25.015,25.037,26.018,23.482,30.997,39.845,25.920,21.093,25.135,20.902,28.620,33.899,41.366,32.855,33.149,31.326,21.668,35.397,49.809,22.357,24.537,19.373,20.322,19.529,20.546,18.441,35.449,15.341,28.419,27.927,23.635,23.579,30.080,22.099,25.867,26.826,21.663
38,22.178,24.578,23.173,25.293,23.608,31.016,39.159,25.680,21.283,24.798,20.889,28.185,33.639,41.623,32.828,32.854,29.312,21.313,35.586,49.993,22.105,24.320,18.830,20.148,19.304,19.949,18.253,35.349,15.390,28.241,27.660,23.431,23.795,29.943,21.848,25.760,26.508,21.608
39,22.066,24.661,21.771,25.238,23.313,31.151,39.542,25.526,20.996,24.812,20.984,27.640,33.505,41.698,32.576,32.779,27.896,21.153,35.503,49.644,21.860,24.323,18.842,19.843,19.382,19.515,18.473,35.361,15.273,28.387,27.496,23.464,23.193,29.880,21.903,25.613,26.669,21.698
40,22.063,24.536,21.331,25.041,22.874,31.042,39.523,25.257,20.805,24.708,20.915,27.569,33.254,41.318,32.623,32.489,27.745,20.942,35.517,49.917,22.056,24.548,18.550,19.653,19.392,19.301,18.372,35.469,15.349,27.975,27.470,23.326,23.370,30.453,21.779,25.781,26.549,21.511
41,21.855,24.584,21.026,25.061,22.132,30.914,39.538,24.606,20.721,24.700,20.765,27.490,33.353,41.436,32.816,32.568,27.627,21.147,35.459,49.750,22.070,24.261,18.479,19.439,19.350,19.028,18.162,35.307,15.359,28.225,27.736,23.407,23.114,29.997,21.973,25.620,26.542,21.471
42,21.991,24.371,21.008,24.946,21.760,31.208,39.456,24.709,20.783,24.515,20.959,27.296,33.372,41.146,32.944,32.300,27.332,20.981,35.365,49.687,22.045,24.443,18.446,19.183,19.415,18.917,18.213,35.332,15.312,28.260,27.663,23.476,23.346,30.093,21.865,25.975,26.588,21.647
43,21.831,24.622,20.835,24.844,22.175,31.088,39.206,24.623,20.743,24.702,20.845,27.486,33.490,41.340,32.515,32.489,27.334,20.984,35.422,49.755,22.007,24.478,18.377,19.331,19.507,18.745,18.229,35.148,15.278,28.324,27.765,23.398,23.370,30.087,22.059,25.663,26.636,21.592
44,21.879,24.478,20.950,24.898,21.825,31.125,39.299,24.766,20.748,24.655,20.935,27.442,33.280,41.241,32.544,32.477,27.375,20.879,35.374,49.980,22.070,24.188,18.282,19.232,19.392,18.675,18.146,35.491,15.327,28.270,27.504,23.428,23.402,30.020,21.867,25.828,26.580,21.593
45,21.758,24.419,20.858,24.853,21.795,31.000,39.554,24.417,20.805,24.688,21.057,27.441,33.299,41.627,32.890,32.264,27.433,20.955,35.422,49.984,22.476,24.276,18.110,19.260,19.320,18.689,17.981,35.213,15.380,27.965,27.693,23.461,23.220,29.917,21.840,26.918,26.597,21.515
46,21.680,24.796,20.922,24.707,21.789,31.016,39.473,24.326,20.686,24.567,21.008,27.494,33.327,41.307,32.757,32.739,27.090,20.914,35.287,49.698,21.993,24.287,18.156,19.238,19.314,18.494,18.106,35.080,15.466,28.505,27.413,23.425,23.150,30.020,22.057,26.423,26.630,21.511
47,21.801,24.687,20.955,24.907,21.398,31.138,39.269,24.583,20.540,24.677,20.984,27.380,33.254,41.255,32.681,32.614,27.553,21.192,35.284,49.655,22.073,24.413,18.103,19.130,19.284,18.360,18.141,35.420,15.354,28.435,27.375,23.377,23.209,30.337,21.935,26.082,26.516,21.544
48,21.731,24.533,20.877,24.971,21.579,30.979,39.332,24.051,20.522,24.632,20.912,27.580,33.172,41.458,32.725,32.778,27.258,21.281,35.422,49.899,21.895,24.261,18.235,19.230,19.552,18.383,18.335,35.418,15.271,28.203,27.636,23.593,23.087,29.860,21.825,26.222,26.560,21.518
49,21.795,24.549,20.822,24.866,21.570,31.255,39.542,24.263,20.770,24.837,20.721,27.556,33.320,41.540,32.574,32.803,27.438,21.083,35.517,49.993,22.038,24.114,18.189,19.280,19.408,18.360,18.146,35.452,15.278,28.140,27.663,23.434,23.201,29.957,21.867,26.269,26.852,21.482
50,21.903,24.372,20.758,24.893,21.415,30.927,39.352,24.509,20.624,24.587,20.780,27.484,33.269,41.389,32.623,32.750,27.241,20.987,35.490,49.910,22.070,24.499,18.140,19.139,19.271,18.319,18.197,35.253,15.363,28.232,27.530,23.446,23.358,29.937,21.865,25.907,26.514,21.438
51,21.604,24.360,20.787,25.059,21.374,30.839,39.418,24.240,20.823,24.653,20.747,27.658,33.355,41.429,32.544,32.803,27.507,21.227,35.182,49.734,21.958,24.255,18.193,19.216,19.268,18.379,18.093,35.463,15.295,28.108,27.661,23.347,23.075,29.860,21.899,25.681,26.590,21.339
52,21.746,25.902,20.922,25.111,21.558,31.148,39.338,24.269,20.721,24.423,20.845,27.614,33.432,41.403,32.848,32.856,27.263,20.799,35.252,49.588,22.136,24.405,18.353,19.340,19.415,19.907,18.612,35.278,15.280,28.108,27.404,23.350,23.591,30.030,21.876,26.018,26.647,21.436
53,21.625,27.256,20.998,24.989,21.474,31.062,39.332,23.954,21.066,24.705,20.817,27.598,33.477,41.550,32.596,32.901,27.408,21.093,35.598,49.552,22.227,24.419,18.235,19.298,19.320,19.846,18.521,35.213,15.351,28.083,27.535,23.464,23.236,29.880,21.819,26.068,26.813,21.377
54,22.036,27.139,20.709,25.132,21.561,30.860,39.593,24.263,21.111,24.847,20.718,27.627,33.471,41.778,32.409,32.560,27.153,21.010,35.524,49.962,22.028,24.390,18.266,19.203,19.484,19.325,18.449,35.358,15.268,28.117,27.349,23.671,23.276,30.040,21.829,26.211,26.501,21.441
55,21.840,26.968,21.022,24.714,21.608,31.044,39.442,24.080,21.009,24.603,21.085,27.508,33.262,41.953,32.831,32.582,27.290,21.208,35.425,49.698,21.986,24.311,18.193,19.084,19.438,19.170,18.168,35.176,15.317,28.321,27.689,23.359,23.413,29.997,21.905,26.473,26.571,21.513
56,22.006,26.050,20.725,24.748,21.585,31.091,39.407,24.269,20.743,24.985,20.860,27.649,33.241,41.627,32.858,32.401,27.205,21.022,35.296,49.637,22.136,24.191,18.091,19.124,19.605,18.866,18.247,35.182,15.180,28.114,27.670,23.410,23.209,30.003,21.949,26.211,26.538,21.533
57,21.864,26.109,20.899,25.134,21.243,31.187,39.356,24.286,20.907,24.775,20.721,27.762,33.267,41.802,32.760,32.563,27.279,21.102,35.263,49.655,22.199,24.235,18.195,19.219,19.516,18.789,18.290,35.247,15.276,28.171,27.370,23.488,23.413,30.083,21.912,26.301,26.501,21.452
58,21.798,25.958,20.690,24.905,21.085,30.979,39.444,24.211,20.615,24.860,20.866,27.523,33.378,41.502,32.811,32.622,27.301,20.971,35.414,49.770,21.864,24.393,18.039,19.060,19.245,18.617,18.154,35.202,15.344,27.997,27.425,23.392,23.579,30.223,21.893,25.796,26.614,21.584
59,21.807,26.516,20.922,24.968,21.143,30.997,39.187,24.451,20.819,24.632,21.003,27.468,33.060,41.175,32.642,32.203,27.312,21.163,35.330,49.658,22.087,24.015,18.116,19.289,19.278,18.566,18.184,35.259,15.339,28.044,27.373,23.365,23.264,30.330,21.808,26.366,26.510,21.339
60,21.870,28.430,22.462,25.651,21.582,30.979,39.381,25.891,20.473,24.920,21.398,27.870,33.458,41.538,33.005,33.892,32.600,21.895,35.616,50.327,22.329,24.299,18.205,19.234,19.350,20.758,18.144,35.395,15.288,28.384,27.661,23.647,23.445,30.247,21.918,27.649,27.919,21.440
61,21.982,27.480,22.317,25.283,21.728,31.003,39.530,26.240,21.075,24.800,20.915,27.817,33.314,41.519,32.809,33.364,30.888,21.572,35.741,49.941,22.465,24.235,18.120,19.192,19.408,22.881,18.122,35.102,15.417,28.197,27.539,23.686,23.177,30.143,21.872,27.057,27.183,21.562
62,21.849,26.290,21.286,25.129,21.202,31.161,39.338,25.274,20.916,24.885,20.966,27.636,33.409,41.585,32.748,33.518,28.953,21.233,35.637,49.727,21.958,24.575,18.203,19.124,19.516,21.988,18.186,35.312,15.332,28.127,27.366,23.314,23.102,30.190,21.880,26.624,26.852,21.603
63,21.707,25.758,21.054,24.789,21.199,30.681,39.147,25.251,20.801,24.720,20.734,27.547,33.168,41.042,32.752,33.376,28.200,21.042,35.607,49.791,21.871,24.361,18.101,19.201,19.222,21.509,18.133,35.264,15.278,28.159,27.518,23.485,23.047,30.110,21.836,26.419,26.529,21.667
64,21.813,25.477,20.904,25.077,21.067,30.769,39.328,24.846,20.757,24.765,20.848,27.623,33.351,41.741,32.711,33.442,27.641,21.256,35.277,49.786,21.731,24.314,18.170,19.064,19.301,20.953,18.146,35.077,15.283,27.987,27.420,23.344,23.173,29.993,21.857,26.297,26.617,21.531
65,22.109,25.127,20.973,24.957,20.962,30.977,39.275,24.640,20.739,24.920,20.817,27.576,33.492,41.297,32.620,33.110,27.573,21.010,35.353,49.993,22.087,24.211,18.010,19.146,19.395,20.432,18.125,35.082,15.237,27.956,27.418,23.329,23.012,29.997,21.861,26.416,26.593,21.527
66,21.456,25.372,21.006,24.762,21.032,30.764,39.214,24.783,20.757,24.692,20.656,27.351,33.277,41.382,32.640,32.822,27.542,21.422,35.617,49.570,21.941,24.276,18.067,19.196,19.310,20.157,18.112,35.423,15.312,28.171,27.539,23.473,23.157,30.123,21.895,26.183,26.702,21.366
67,21.656,25.608,20.858,24.948,21.041,30.977,39.348,24.314,20.788,24.855,20.747,27.565,33.529,41.651,32.863,32.442,27.608,21.553,35.404,49.964,22.024,24.378,18.158,19.338,19.507,23.953,18.399,34.997,15.605,28.105,27.423,23.356,23.559,30.263,21.739,25.824,26.702,21.423
68,21.831,25.349,20.896,25.268,21.056,30.743,39.153,24.440,20.615,24.875,20.760,27.633,33.288,41.608,32.691,32.903,27.362,21.911,35.471,49.910,22.371,24.293,18.221,19.459,19.474,24.462,18.330,35.477,16.732,27.978,27.472,23.743,23.173,30.147,22.149,26.233,26.627,21.374
69,21.798,24.946,20.851,25.073,21.000,30.862,39.100,24.543,20.743,24.670,20.793,27.399,33.166,41.684,32.598,32.735,27.630,22.080,35.404,49.743,22.157,24.070,18.138,19.170,19.297,23.685,18.359,35.142,16.495,27.962,27.463,23.338,22.913,29.783,21.855,25.810,26.641,21.458
70,21.801,24.797,20.854,25.020,20.810,30.906,39.167,24.200,20.690,24.653,20.656,27.338,33.275,41.580,32.745,32.686,27.074,22.128,35.365,49.599,21.972,24.076,18.114,19.289,19.278,23.189,18.168,35.284,16.056,27.981,27.332,23.587,23.201,30.120,21.844,25.839,26.606,21.478
71,21.801,24.631,20.794,25.041,20.810,30.919,39.401,24.080,20.801,24.700,20.744,27.530,33.355,41.592,32.836,32.619,27.170,21.920,35.249,49.505,22.052,24.223,18.020,19.188,19.121,22.403,18.106,35.145,15.878,28.063,27.491,23.419,23.358,29.597,21.960,25.778,26.634,21.504
72,21.952,24.581,20.829,24.977,20.757,30.904,39.532,23.949,20.770,24.565,20.796,27.446,33.213,40.816,32.574,32.885,27.164,22.319,35.351,49.583,22.255,24.361,18.178,19.258,19.271,25.091,18.279,35.128,15.473,27.990,27.520,23.524,23.295,30.007,21.867,25.832,26.649,21.564
73,21.634,24.670,20.712,25.270,21.000,30.906,39.308,24.451,20.801,25.020,20.649,27.607,33.170,41.222,32.515,32.194,27.321,23.495,35.347,49.435,22.311,24.150,18.108,19.150,19.441,26.162,18.162,35.290,15.585,28.098,27.501,23.314,23.224,30.090,22.080,25.509,26.471,21.438
74,21.885,24.449,20.723,24.950,21.181,30.865,39.261,24.131,20.535,24.812,20.845,27.378,33.275,41.193,32.809,32.647,27.395,22.962,35.451,49.619,22.042,24.258,18.148,19.254,19.327,26.352,18.324,34.989,15.554,28.263,27.482,23.434,23.370,29.760,21.802,25.591,26.560,21.471
75,21.656,24.766,20.738,25.045,21.152,30.756,39.489,24.217,20.699,24.798,20.840,27.527,33.383,40.939,32.561,33.230,27.288,23.073,35.256,50.065,21.881,24.320,18.207,19.230,19.431,25.879,18.082,35.278,15.376,28.137,27.397,23.329,23.177,30.053,21.994,25.724,26.479,21.614
76,21.976,24.613,20.837,25.109,21.579,30.932,39.527,24.131,20.668,24.593,21.129,27.382,33.400,41.321,32.569,34.513,27.471,24.601,35.257,49.786,22.042,24.199,18.195,19.243,19.350,25.647,18.335,35.378,16.661,28.124,27.542,23.431,23.118,30.183,22.091,25.950,26.630,21.405
77,21.970,24.752,20.898,25.023,21.453,31.114,39.342,24.194,20.898,24.890,20.401,27.589,33.118,41.300,32.495,34.504,27.282,23.812,35.434,49.838,22.140,24.352,18.124,19.042,19.516,27.384,18.407,35.270,16.163,28.216,27.411,23.413,23.118,29.923,21.834,25.953,26.362,21.474
78,21.912,24.318,20.744,25.061,21.199,30.678,39.373,24.177,20.934,24.555,20.770,27.528,33.456,41.222,32.525,34.477,27.142,23.367,35.092,49.863,22.049,24.537,18.083,19.060,19.284,26.341,18.314,35.401,15.929,28.171,27.263,23.485,23.213,30.113,22.042,25.688,26.797,21.364
79,21.616,24.310,20.765,24.891,21.240,30.927,39.328,24.057,20.717,24.800,20.793,27.338,33.312,41.245,32.475,34.364,27.145,23.169,34.988,49.545,22.024,24.282,18.101,19.051,19.422,25.078,18.144,35.472,15.761,28.505,27.636,23.536,23.035,30.070,22.034,25.695,26.549,21.502
80,21.924,24.342,20.702,25.043,21.681,30.914,39.287,24.011,20.885,24.737,20.899,27.689,33.353,41.059,32.539,35.147,27.496,24.112,35.333,49.633,22.119,24.413,18.128,19.170,19.353,26.721,18.316,35.011,16.088,28.048,27.682,23.647,23.457,30.000,21.834,25.864,26.702,21.621
81,21.885,24.570,20.790,25.011,21.433,30.810,39.287,24.080,20.721,24.603,20.860,27.684,33.239,41.396,32.716,35.047,27.449,23.891,35.422,49.383,21.976,24.331,18.231,19.325,19.444,26.430,18.141,35.185,15.700,28.149,27.345,23.341,23.087,30.013,21.802,25.728,26.505,21.425
82,21.752,24.398,20.821,24.998,21.149,30.717,39.536,24.011,20.655,24.562,20.615,27.344,33.492,41.656,32.569,34.566,27.356,23.518,35.340,49.691,22.000,24.167,18.039,19.181,19.324,25.413,18.367,35.188,15.700,28.114,27.539,23.512,23.173,30.340,22.029,25.570,26.538,21.311
83,21.873,24.281,20.842,24.905,21.152,30.901,39.118,24.194,20.619,24.798,20.798,27.711,33.387,41.123,32.488,34.676,27.351,23.278,35.250,49.457,22.024,24.047,18.260,19.212,19.536,24.655,18.101,35.185,15.659,27.749,27.459,23.563,22.992,30.080,22.008,25.688,26.595,21.418
84,21.695,24.449,20.741,25.170,21.637,30.829,39.497,24.137,21.013,24.825,20.842,27.523,33.232,41.297,32.348,34.925,27.545,24.224,35.397,49.750,21.923,24.232,18.130,19.243,19.399,26.227,18.479,35.094,15.995,27.933,27.563,23.353,23.240,30.010,21.857,25.738,26.381,21.353
85,21.704,27.030,20.806,25.134,21.760,30.551,39.251,24.183,20.956,24.757,20.868,27.578,33.361,41.580,32.689,34.987,27.419,25.051,35.414,49.682,21.965,24.815,18.503,19.382,19.239,28.322,18.652,35.205,15.910,28.010,27.585,23.557,23.087,29.817,21.838,26.011,26.431,21.546
86,21.849,27.201,20.853,25.172,21.550,30.987,39.267,24.383,20.885,24.772,20.956,27.278,33.045,41.175,32.711,34.907,27.334,25.089,35.596,49.633,22.126,24.428,18.323,19.210,19.330,27.161,18.383,35.330,15.798,27.965,27.339,23.231,23.122,29.997,21.876,25.720,26.708,21.564
87,21.628,28.864,20.902,25.313,21.456,30.904,39.049,24.366,20.770,24.645,20.749,27.543,33.314,41.325,32.419,34.904,27.452,25.834,35.407,49.797,22.210,24.528,18.335,19.287,19.353,25.997,18.293,34.957,15.671,28.168,27.473,23.401,23.091,30.103,21.973,25.620,26.353,21.421
88,21.701,32.015,20.782,25.163,21.392,30.982,39.462,24.080,20.695,24.673,20.690,27.567,33.301,41.321,32.588,34.483,27.104,25.409,35.190,49.511,21.923,24.578,18.233,19.157,19.258,25.011,18.628,35.412,15.724,28.248,27.668,23.491,23.327,29.550,21.758,25.996,26.516,21.469
