 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
856,74.039,66.527,81.197,79.544,83.271,105.238,80.938,152.102,138.496,106.892,136.077,109.201,121.636,91.850,102.477,99.689,107.169,139.482,127.838,109.756,145.750,78.279,74.393,126.521,75.733,84.012,102.587,128.762,166.210,86.427,85.538,128.530,110.028,102.092,139.094,82.895,109.073,101.506,88.401
857,74.328,66.611,81.894,80.626,82.740,105.463,80.387,149.039,136.882,108.054,135.511,108.713,123.656,91.594,101.436,99.307,108.054,139.219,128.843,110.570,144.659,78.276,73.479,127.120,76.679,84.828,103.552,129.875,165.339,86.958,86.356,129.433,108.384,102.550,136.668,83.053,109.504,99.904,88.392
858,74.373,66.342,81.744,79.403,81.283,103.584,80.256,146.200,136.470,108.023,134.709,108.994,122.144,91.866,102.607,99.014,106.084,139.665,127.797,112.120,146.612,78.757,73.896,123.971,76.267,83.553,104.014,128.494,166.353,87.083,86.439,129.125,105.715,102.426,134.369,83.108,110.759,99.723,88.489
859,74.538,66.622,81.791,79.777,81.606,103.913,80.869,143.960,135.746,107.416,134.026,107.790,122.731,91.759,101.645,99.665,107.808,138.981,129.029,112.615,145.614,78.362,73.545,120.953,76.310,82.735,102.711,127.806,164.046,86.881,86.612,128.308,104.048,101.624,133.869,83.076,109.927,99.786,88.082
860,74.132,65.970,81.681,79.989,80.411,104.584,80.753,140.756,136.825,107.823,133.898,110.117,122.126,92.046,101.363,99.654,107.848,139.221,127.654,110.718,145.801,77.193,73.066,118.466,76.632,82.323,103.026,130.307,165.023,86.059,87.212,128.219,101.576,101.722,132.475,82.929,107.401,101.483,88.444
861,74.062,66.551,81.823,80.507,79.919,103.961,79.650,139.325,135.808,107.406,134.891,108.835,123.038,92.451,101.814,98.963,106.766,139.068,128.853,111.361,147.945,78.116,73.237,117.649,76.747,82.347,103.836,128.189,167.157,86.045,87.077,129.185,101.255,101.211,133.316,83.284,108.185,100.314,89.024
862,74.311,66.230,81.799,80.029,78.564,104.675,80.381,136.253,136.515,108.352,134.514,110.039,123.297,91.542,103.177,99.833,107.560,140.418,129.311,111.058,146.208,77.990,72.858,120.610,75.668,82.059,104.263,127.885,165.815,87.522,86.199,127.191,100.834,101.211,131.697,83.297,109.858,99.708,88.751
863,73.511,67.127,82.134,80.698,78.439,103.602,80.284,135.035,135.459,107.406,134.789,108.308,123.538,92.423,102.361,100.006,106.698,140.979,128.752,110.715,145.210,78.007,74.152,117.424,76.700,82.431,103.491,129.614,165.418,87.211,86.433,127.667,98.974,100.746,130.705,83.732,110.806,100.764,88.568
864,73.536,66.120,81.232,79.820,78.763,103.688,79.438,131.679,136.307,108.720,135.300,109.314,121.718,92.479,102.898,99.687,106.368,139.522,127.850,111.553,147.222,78.189,73.000,116.670,75.957,81.951,102.810,128.317,164.693,86.736,86.417,128.832,99.890,101.244,129.553,83.521,108.931,100.686,89.009
865,73.856,66.800,82.193,80.249,79.244,102.861,80.503,131.533,139.237,108.231,134.748,107.835,122.897,92.050,102.032,99.112,107.330,138.764,127.608,111.670,145.333,77.555,72.692,116.490,76.264,84.633,103.746,127.998,164.721,85.706,86.481,128.533,101.590,102.963,129.602,82.813,108.397,100.413,88.872
866,74.650,67.196,82.276,79.989,79.151,102.511,79.997,129.979,136.256,107.931,134.249,107.479,122.531,92.100,101.528,99.719,107.508,140.386,129.074,111.151,145.326,77.777,74.071,118.670,76.989,83.292,104.502,129.813,167.425,85.911,85.907,127.781,100.845,101.918,130.943,84.592,107.746,104.122,88.669
867,73.889,66.714,81.535,80.528,78.369,103.649,80.012,128.839,135.966,107.781,133.869,109.629,123.915,91.798,102.310,99.724,106.417,141.533,127.517,110.997,146.680,77.429,72.986,116.817,75.917,82.822,103.350,129.914,165.979,87.136,86.545,128.464,99.621,100.245,128.844,83.195,108.034,106.830,88.368
868,73.159,67.004,80.827,80.493,78.916,103.784,80.566,126.961,136.952,107.990,136.965,108.955,124.415,91.998,102.853,99.970,106.215,139.900,127.640,112.519,145.998,77.910,73.701,114.490,76.238,81.981,102.941,128.314,164.838,87.418,86.119,127.695,99.820,99.690,128.426,84.095,108.832,105.801,88.310
869,73.918,66.847,81.819,80.215,79.153,103.675,79.403,124.946,136.296,107.386,135.188,108.557,123.482,91.423,102.526,99.679,107.628,140.268,127.814,111.296,145.739,78.831,73.000,114.958,76.220,81.843,103.601,127.661,166.333,86.831,87.436,127.775,99.198,99.121,127.270,83.453,108.491,103.882,88.280
870,74.740,66.475,81.957,80.546,77.870,105.710,78.428,123.605,136.113,107.810,134.393,109.527,122.397,91.681,102.878,99.898,106.951,139.684,128.083,112.364,146.093,78.704,73.839,113.537,76.895,82.676,102.831,129.319,165.012,86.246,87.853,128.462,98.598,99.344,126.840,82.942,109.522,102.705,89.128
871,73.555,66.946,82.559,79.825,77.926,103.234,79.428,122.040,134.634,108.465,135.307,109.898,124.374,91.620,102.120,99.173,106.766,140.255,127.983,112.107,146.485,77.482,73.114,115.516,75.491,82.764,102.563,130.511,167.314,86.415,86.356,127.880,98.480,99.792,126.775,83.718,107.858,102.959,88.179
872,73.658,66.703,81.945,80.751,77.645,102.489,79.363,122.498,135.273,108.216,133.885,107.587,123.238,91.629,102.536,99.555,107.578,141.100,129.409,111.742,147.081,77.618,73.545,116.301,76.733,82.456,104.873,129.504,165.681,86.312,85.817,126.929,98.211,99.111,126.004,82.824,109.073,102.528,88.119
873,73.202,66.178,81.598,81.907,78.490,103.558,78.634,120.163,135.721,106.051,135.578,109.272,123.767,91.826,101.953,99.492,106.815,139.561,128.201,111.832,147.430,78.159,71.607,118.495,76.390,83.005,103.329,129.983,165.478,87.136,85.833,127.436,98.367,99.557,126.848,84.203,108.957,101.594,88.307
874,74.643,69.361,82.850,83.353,77.972,104.316,79.784,121.674,138.414,107.969,136.607,107.922,124.190,92.516,103.500,100.667,106.761,139.745,129.821,112.656,153.820,77.851,73.758,122.154,76.372,83.477,110.786,128.951,166.157,88.475,87.205,129.091,99.421,99.455,124.283,83.466,111.284,103.590,91.125
875,87.763,77.077,82.799,82.989,80.933,105.320,80.072,121.489,140.383,117.828,146.335,110.371,149.721,104.033,136.246,116.344,116.855,140.703,129.488,130.615,182.496,79.106,79.076,128.796,77.700,84.582,131.871,132.199,168.503,91.629,90.394,133.470,103.375,113.107,124.955,96.258,137.108,104.627,93.903
876,87.483,73.510,82.846,82.841,80.754,103.338,79.750,121.207,136.980,123.488,145.486,111.425,143.272,102.425,137.327,132.671,113.555,140.142,129.667,139.577,183.979,78.718,81.825,126.864,78.794,85.525,131.538,129.818,167.178,91.424,88.375,130.724,102.724,117.901,127.680,98.395,135.690,103.491,90.924
877,80.204,69.966,81.157,81.130,78.541,102.952,79.881,118.586,137.944,116.596,138.824,109.716,131.464,96.458,121.402,117.860,108.782,138.788,129.196,126.199,165.557,79.056,79.972,124.594,77.314,84.592,117.711,128.251,165.344,89.255,86.891,129.399,100.810,113.620,126.340,89.916,121.414,101.539,89.304
878,76.934,68.555,81.012,80.984,78.325,104.199,79.463,119.204,136.834,112.699,137.559,108.838,127.969,93.820,113.212,109.366,108.075,139.837,128.919,117.773,156.180,77.761,77.863,124.254,77.079,83.575,110.577,128.921,167.035,88.332,87.292,129.815,99.337,110.366,124.623,87.087,115.414,100.616,88.751
879,75.256,67.566,82.193,81.072,78.223,102.913,79.709,118.433,136.324,109.676,134.911,108.793,124.246,92.855,108.205,104.876,107.824,139.144,127.152,112.155,150.697,77.791,76.436,122.560,76.542,82.434,107.275,130.248,166.901,87.516,86.109,127.949,99.508,108.692,123.943,85.455,111.000,101.978,88.356
880,74.917,66.570,80.913,86.334,79.582,103.671,80.562,117.482,136.290,109.126,135.383,108.757,124.608,92.508,106.190,102.886,106.700,138.749,128.449,113.550,146.456,78.372,75.450,123.188,76.087,83.645,105.965,129.418,165.256,87.089,85.814,127.974,98.875,106.208,124.795,83.447,110.957,101.635,89.465
881,74.600,76.854,82.740,84.679,79.158,103.048,80.903,117.888,136.082,109.239,137.035,108.629,123.541,93.100,103.590,100.510,107.098,141.435,129.020,113.893,160.358,78.914,74.943,125.168,76.350,82.624,115.509,129.012,166.898,88.445,87.840,131.222,99.590,106.375,124.373,83.776,109.905,101.148,95.258
882,74.544,79.292,82.185,84.042,78.522,103.372,80.178,118.714,139.172,109.057,135.243,108.560,122.687,93.280,104.237,101.039,107.323,139.580,128.223,112.564,173.470,78.037,74.085,126.505,76.625,83.953,119.000,129.909,167.134,88.513,89.231,131.909,101.511,106.198,127.861,83.597,109.466,101.052,96.979
883,73.957,73.895,80.937,83.485,78.756,103.307,79.769,117.505,137.659,108.036,136.550,109.425,122.726,93.382,102.737,100.264,106.419,139.930,127.267,112.354,160.358,78.522,72.640,125.380,76.267,84.153,111.951,128.012,166.536,88.092,86.962,129.755,100.539,107.772,128.467,83.555,108.328,101.107,92.723
884,74.340,70.312,81.941,85.586,78.329,103.576,79.453,118.919,146.335,109.321,137.623,109.254,121.264,92.688,103.461,100.325,107.393,138.758,128.542,112.423,153.775,78.485,73.455,127.424,76.390,86.482,106.934,128.639,168.148,86.914,87.022,128.675,102.155,108.015,129.074,84.163,109.379,100.694,92.052
885,73.903,68.323,83.063,85.162,78.766,104.385,79.963,118.737,144.882,108.573,136.243,109.563,122.856,93.011,102.023,100.380,107.089,139.533,128.245,112.340,148.642,77.890,74.114,130.335,76.209,86.792,105.397,128.592,166.610,87.320,86.804,127.932,101.831,107.250,131.672,83.058,108.315,101.085,89.772
886,74.433,67.787,82.409,86.313,81.225,109.485,81.188,126.118,143.513,107.344,139.259,108.488,123.697,92.803,102.827,98.949,107.061,139.998,128.510,113.540,149.415,78.571,74.626,137.694,77.105,91.811,105.603,127.631,166.411,88.036,86.423,128.402,105.172,109.010,133.520,83.789,109.828,106.369,88.432
887,73.858,67.624,81.587,85.114,79.968,107.779,81.137,123.709,140.693,108.594,138.760,108.138,122.028,93.020,102.165,100.045,107.267,139.739,127.520,112.148,148.434,78.402,74.427,132.081,76.574,89.490,103.793,129.408,166.286,87.190,85.689,127.926,101.825,105.494,132.246,82.639,109.315,103.919,88.298
888,74.033,65.994,81.236,83.843,79.160,106.139,80.919,119.640,140.234,108.013,135.166,109.078,122.677,92.512,103.600,99.809,107.169,140.081,127.782,111.265,147.413,78.568,74.005,132.050,76.819,87.770,105.115,129.349,165.492,86.558,86.958,127.712,100.751,104.969,129.389,83.868,109.371,103.310,87.395
889,74.561,66.718,81.173,83.639,80.327,105.333,79.403,119.630,138.769,107.763,134.885,109.114,122.551,91.722,101.861,99.409,108.323,139.614,128.488,110.653,146.951,78.425,73.877,135.374,75.791,87.325,103.218,128.037,165.806,86.107,86.965,127.442,101.611,106.879,130.643,82.716,107.845,101.616,88.553
890,73.612,66.682,81.862,82.833,80.993,105.610,80.312,120.163,143.146,108.406,135.818,108.431,122.710,91.850,101.338,99.953,106.991,139.429,126.711,112.918,148.153,78.359,75.014,139.442,75.653,86.847,103.101,128.290,166.263,87.395,87.173,130.259,101.023,110.789,127.316,82.911,108.086,103.137,88.568
891,74.266,67.015,82.906,81.976,80.195,105.706,80.887,118.293,143.451,107.026,134.540,108.617,122.244,93.085,102.325,100.260,106.546,138.253,129.132,112.089,145.345,78.684,73.014,136.141,76.227,84.624,104.500,129.194,167.196,86.487,85.487,129.202,100.214,108.429,126.545,83.068,108.802,109.686,88.787
892,74.546,66.587,83.264,80.220,79.188,104.355,81.828,118.137,141.724,107.728,134.112,108.754,122.518,92.518,101.498,100.297,107.405,141.062,128.473,112.010,146.890,78.668,74.697,131.442,76.184,83.166,104.948,128.678,165.681,86.816,87.526,127.558,99.690,107.615,127.512,82.929,108.815,111.498,88.249
893,73.534,66.912,83.150,81.790,79.077,105.701,80.319,117.244,139.251,107.861,135.482,108.326,123.395,92.440,101.363,99.051,106.384,139.682,127.618,110.842,145.746,77.817,73.403,126.890,76.025,83.251,104.833,130.093,165.755,85.436,86.795,127.681,99.647,105.940,126.303,83.413,108.371,110.232,88.511
894,73.864,66.200,81.453,81.369,78.494,105.359,81.356,118.568,141.493,108.159,135.716,108.572,123.026,92.575,100.633,99.740,105.960,139.943,128.245,112.179,146.915,78.598,73.014,128.450,76.675,84.172,103.967,129.010,165.654,86.864,86.574,129.863,99.142,106.266,126.480,83.482,110.371,118.365,88.994
895,74.113,66.946,83.189,83.098,78.726,103.939,80.562,117.689,154.375,107.625,134.134,109.401,122.879,91.642,102.464,99.091,106.047,141.255,128.184,110.811,144.095,77.588,73.213,129.209,76.968,83.548,103.854,129.118,165.573,86.691,86.458,127.806,99.765,104.670,127.291,83.111,107.440,116.236,89.033
896,73.932,66.699,82.201,80.066,78.582,106.589,80.222,118.196,155.682,107.851,134.498,107.231,122.569,92.184,102.680,98.449,107.389,140.166,128.873,110.746,146.403,78.794,73.649,127.955,76.162,83.325,103.352,129.929,165.208,86.739,86.654,127.923,98.584,103.101,124.898,82.884,110.302,114.118,89.471
897,73.272,65.905,82.327,81.501,78.436,104.658,79.094,117.691,151.665,106.794,135.597,108.368,123.244,92.221,102.810,99.295,107.237,138.953,128.544,112.292,146.333,78.801,72.507,124.971,76.534,82.480,103.150,129.081,165.517,86.593,86.022,127.761,98.218,103.620,126.512,82.761,108.474,111.993,89.401
898,73.239,67.112,81.925,80.849,78.522,102.996,79.887,117.081,148.693,106.841,134.537,108.479,123.618,92.879,101.726,99.919,105.841,138.501,129.809,111.192,145.068,77.635,73.327,126.749,76.765,82.006,103.610,130.145,165.702,86.329,85.814,127.895,98.492,102.036,124.738,82.963,110.039,110.395,88.611
899,73.097,66.389,83.008,80.684,77.445,104.329,79.678,116.998,155.856,107.285,135.182,108.677,123.762,92.549,101.962,99.120,106.972,139.631,128.294,112.302,147.282,79.193,72.678,127.613,77.094,82.120,104.892,129.017,167.395,86.537,86.526,128.410,97.853,102.143,125.020,82.068,110.961,116.937,88.322
900,73.703,66.434,83.260,80.899,77.951,103.866,80.403,116.435,157.223,107.301,134.789,108.449,121.733,91.937,101.109,100.222,107.574,139.924,127.387,109.660,146.004,78.485,74.303,126.990,76.444,82.393,104.561,128.214,164.277,86.659,86.843,127.330,98.370,100.823,124.607,84.313,107.974,117.269,87.863
901,73.553,66.032,82.165,80.088,77.111,102.649,79.684,117.242,151.766,107.710,134.329,108.180,122.577,91.991,102.267,99.772,106.822,139.896,127.993,111.457,145.055,77.512,73.559,124.435,76.173,81.925,103.549,127.744,165.356,86.611,86.859,127.615,98.212,100.428,124.373,82.366,108.737,114.911,88.733
902,74.159,66.434,81.524,80.618,77.949,103.935,79.634,115.349,148.338,107.522,135.454,109.503,120.864,90.950,101.900,99.581,106.077,139.259,129.005,110.739,146.926,78.645,73.109,121.691,75.884,81.892,102.793,127.251,165.443,86.469,86.490,126.513,98.184,99.985,122.287,82.871,110.616,112.738,88.234
903,73.889,65.673,82.984,80.003,77.861,103.952,80.172,117.168,146.772,107.350,133.968,108.934,121.969,91.848,101.650,99.429,106.789,139.972,128.581,111.897,144.638,78.120,73.550,122.343,77.022,82.621,103.622,129.233,166.619,86.086,85.760,125.943,98.378,99.908,124.770,82.653,109.849,110.601,87.836
904,73.289,66.858,82.886,80.637,78.805,104.316,80.363,116.449,145.682,106.841,133.904,108.817,121.918,92.317,101.959,98.329,106.487,139.423,129.620,111.962,145.254,77.648,72.943,129.424,76.036,82.542,102.305,127.781,165.778,86.855,85.782,128.214,98.269,99.830,124.119,83.013,110.457,109.561,88.897
905,74.140,66.159,82.240,79.406,78.039,103.965,80.744,116.200,144.831,107.442,134.962,108.593,122.892,91.855,102.148,98.362,107.473,140.811,128.321,109.869,146.542,77.821,72.858,125.322,76.852,81.967,104.411,127.990,167.672,87.039,86.686,126.259,97.881,99.584,125.451,82.882,108.448,108.280,88.119
906,73.703,66.822,81.126,79.973,77.065,103.468,79.037,117.063,143.668,107.113,134.565,107.994,123.877,91.800,101.530,100.045,106.665,140.333,127.745,112.082,145.547,77.249,73.014,124.018,77.011,82.283,104.211,128.098,165.963,85.896,85.849,125.151,98.223,98.658,122.529,82.261,108.560,107.897,88.599
907,74.200,66.772,83.114,80.804,78.636,105.407,79.503,116.096,147.245,107.375,136.917,108.751,124.333,91.633,102.126,99.309,106.630,138.688,128.439,111.110,145.924,77.538,74.839,125.353,76.170,82.759,104.777,128.413,165.289,86.825,86.580,127.117,98.579,99.649,122.459,82.132,109.293,104.801,88.903
908,74.023,67.011,81.626,80.570,78.121,104.043,79.375,115.414,145.346,107.956,132.748,108.769,122.213,92.200,102.143,99.850,106.482,139.690,127.613,112.412,146.460,77.588,72.028,121.702,76.069,83.067,103.317,128.160,165.316,87.009,87.571,126.538,98.215,98.245,122.873,82.374,110.159,106.365,88.438
909,74.843,66.009,81.346,79.674,78.309,104.329,80.519,114.761,143.721,106.702,135.099,108.985,123.626,92.076,102.147,99.467,106.485,138.675,127.865,111.993,146.356,78.654,73.872,118.476,75.736,82.406,104.087,128.204,166.931,86.540,87.490,128.353,98.325,98.349,123.520,82.518,108.642,105.018,87.480
910,73.493,66.484,81.126,79.971,78.179,103.576,79.175,115.167,141.837,107.550,135.326,109.539,122.215,92.449,101.650,100.035,107.176,140.113,126.787,110.007,147.358,78.442,73.128,116.846,76.148,81.702,103.246,128.287,166.194,86.332,87.051,127.721,97.799,98.603,124.488,82.784,109.272,105.827,88.161
911,74.035,65.985,82.441,80.326,77.991,102.870,80.613,115.214,141.439,107.581,135.981,109.099,123.092,91.633,102.547,98.805,106.382,140.083,127.468,110.797,145.619,78.169,72.777,120.586,75.578,82.104,103.932,129.248,167.734,86.694,85.535,127.103,97.594,98.184,123.320,82.416,108.509,102.830,89.462
912,74.188,66.723,82.917,79.926,77.490,103.615,79.784,116.635,139.225,107.967,135.217,109.838,123.579,91.792,102.030,99.339,107.422,140.098,129.625,112.392,145.994,77.478,74.445,124.212,76.397,81.837,103.354,128.622,166.503,86.421,85.971,127.533,98.389,97.182,123.393,83.000,108.194,111.354,88.419
913,74.297,67.052,82.228,79.257,77.691,103.745,80.100,115.453,139.296,107.460,135.591,108.108,123.190,91.594,102.596,99.813,106.429,139.406,128.593,111.282,146.826,78.488,73.190,124.552,76.397,81.564,104.453,128.545,166.155,87.086,85.952,127.382,99.598,97.595,123.906,82.945,108.784,113.568,88.687
914,73.701,70.447,84.614,83.249,78.012,104.385,78.700,116.065,138.701,107.458,136.224,107.707,123.910,92.371,102.064,99.388,107.689,139.325,128.429,110.729,147.754,79.213,73.573,124.678,76.173,81.985,109.918,128.575,165.813,88.789,86.670,130.160,98.865,98.026,125.066,83.553,108.435,112.882,92.213
915,73.969,74.617,86.803,81.684,78.053,102.446,80.231,115.893,143.479,107.267,135.173,109.144,123.015,92.892,100.773,99.335,106.834,140.828,129.547,111.436,148.623,78.887,73.640,123.851,76.292,82.766,115.824,130.727,167.520,88.671,87.583,129.624,99.721,99.492,123.488,82.732,110.207,112.723,94.261
916,73.689,70.015,87.114,82.106,78.503,104.216,79.231,115.167,141.403,108.663,135.000,108.916,122.887,92.052,102.107,99.988,107.129,139.803,129.140,111.801,147.761,80.389,73.118,128.131,76.029,83.070,108.232,128.415,165.326,87.157,85.952,128.245,100.703,110.942,125.627,83.253,108.530,113.819,92.046
917,73.567,67.865,85.024,83.180,78.636,102.312,79.491,116.914,139.600,108.087,135.534,110.051,123.274,92.594,101.523,99.124,105.941,141.047,127.223,111.966,146.316,79.515,74.133,124.908,76.415,83.449,104.108,129.344,166.483,87.092,86.619,126.798,99.734,110.813,125.357,82.413,108.315,111.332,89.973
918,74.062,66.830,87.933,85.557,77.343,103.753,80.503,116.977,137.887,107.769,134.968,108.123,123.454,92.629,103.273,98.856,106.454,140.414,128.243,112.292,146.292,78.963,72.995,125.134,76.928,83.503,102.599,129.029,166.783,86.466,85.968,127.123,98.644,108.387,123.881,83.218,108.853,109.376,89.319
919,73.573,66.948,88.862,85.806,78.206,103.628,79.534,115.563,136.414,108.473,133.307,107.961,122.882,92.707,102.064,99.941,106.653,138.722,129.147,112.361,146.364,78.831,73.692,121.131,76.177,82.527,104.223,127.504,164.658,86.181,87.103,126.570,98.791,105.417,124.070,82.592,108.362,107.911,88.848
920,74.029,66.649,88.071,86.164,77.659,103.424,79.637,115.768,136.434,107.257,134.789,108.135,122.736,91.998,100.641,99.827,106.433,138.599,128.164,111.619,145.862,77.578,72.332,120.678,76.650,82.837,104.462,128.364,166.007,86.864,86.590,127.769,98.153,105.078,125.012,83.974,108.750,107.550,88.219
921,74.421,66.718,89.362,88.196,77.408,103.597,78.859,116.823,136.645,106.689,135.105,107.826,122.467,90.920,101.863,98.717,106.438,139.310,127.485,110.821,146.216,77.767,73.313,121.688,76.394,82.921,103.948,129.776,166.035,86.688,87.609,127.983,98.641,103.186,125.270,83.055,110.888,106.502,89.243
922,73.883,66.770,89.055,88.480,76.940,102.961,79.900,116.089,135.682,107.003,135.080,108.521,122.408,92.046,101.647,99.888,106.532,139.295,128.980,109.835,146.555,77.615,73.047,119.783,75.931,82.548,104.068,127.622,165.709,86.546,86.500,128.199,98.115,101.818,124.959,83.145,108.703,107.155,88.997
923,73.728,66.512,91.610,91.987,78.903,103.580,80.747,115.140,136.715,107.437,133.351,108.563,123.836,93.215,101.994,100.195,107.302,140.170,128.515,111.192,146.104,78.588,73.640,117.767,76.343,83.040,104.228,128.445,167.688,86.442,86.423,126.601,98.729,101.046,124.369,83.189,108.677,117.572,88.252
924,73.967,66.456,94.949,96.517,78.508,103.359,80.044,116.040,135.946,107.805,134.869,108.419,123.636,91.464,102.195,98.772,108.274,139.696,128.027,111.254,145.076,78.196,73.962,116.932,76.116,82.981,103.331,128.084,165.730,87.537,86.651,127.789,98.223,99.516,122.115,82.361,109.297,117.258,88.556
925,74.212,67.342,102.606,93.958,77.921,103.472,80.153,116.074,138.245,107.082,133.661,108.132,123.474,92.653,102.310,99.366,106.604,140.741,127.917,112.625,146.008,79.056,72.948,117.016,76.213,82.299,103.441,129.130,165.771,87.047,86.083,126.858,98.302,98.203,123.234,82.753,109.539,114.321,88.498
926,73.540,66.751,102.591,94.836,78.550,104.913,79.838,117.693,136.825,107.432,133.642,107.850,122.244,92.709,100.945,99.598,106.625,139.571,128.238,111.227,145.303,77.701,73.607,116.594,74.690,81.822,103.021,129.329,164.522,86.543,86.157,126.812,98.310,97.324,122.996,84.079,108.565,113.941,88.839
927,73.755,66.555,106.110,99.989,78.608,103.433,79.744,115.630,136.293,105.620,136.029,109.003,122.856,91.544,101.118,99.896,106.681,138.883,127.953,108.794,145.265,77.957,74.137,114.361,75.819,82.041,103.575,128.722,164.467,86.142,86.734,127.462,98.138,96.615,124.197,83.289,109.047,109.410,88.784
928,73.870,67.041,106.106,100.361,78.137,105.554,79.009,114.991,136.383,108.028,134.323,108.054,122.218,92.377,101.739,98.821,106.433,138.921,127.431,110.911,145.492,77.864,72.905,116.662,75.733,81.985,103.523,128.855,165.568,87.320,87.231,126.823,98.056,96.792,123.176,82.613,109.409,108.244,88.465
929,74.126,66.105,109.409,102.005,79.246,104.455,79.891,114.912,136.625,108.188,136.192,107.698,122.241,92.623,102.096,98.931,107.075,139.473,126.245,112.062,144.833,78.233,74.578,115.223,75.357,81.485,102.789,129.351,164.570,86.448,85.660,128.678,98.615,97.101,123.512,82.926,108.349,107.251,88.514
930,74.115,66.258,111.012,101.918,78.891,104.355,79.384,115.000,136.082,107.977,135.029,108.829,122.046,91.592,101.759,99.114,108.152,139.839,128.306,110.581,145.640,78.316,73.431,114.552,76.022,82.944,101.852,128.924,166.531,86.309,87.026,127.165,98.331,97.031,123.012,83.297,108.216,105.590,89.593
931,74.138,66.852,114.646,99.024,77.886,103.208,80.397,115.679,136.403,107.357,134.738,108.734,121.746,92.735,101.669,98.762,106.443,138.106,127.569,111.127,144.574,80.239,73.730,115.757,75.823,82.854,103.683,129.853,166.679,87.323,86.494,128.168,98.316,96.136,124.373,82.866,107.884,106.609,88.413
932,74.161,66.705,113.996,100.756,78.202,104.667,80.419,116.072,136.223,108.229,135.716,108.159,122.318,91.631,102.173,99.091,106.916,139.601,128.478,109.450,145.199,79.043,73.389,113.720,75.321,82.380,102.951,127.948,165.640,86.819,85.946,128.442,97.876,95.128,124.008,83.039,109.056,107.074,88.201
933,73.627,66.660,117.567,102.199,78.893,104.649,79.088,115.128,135.659,106.648,134.042,108.856,122.954,92.022,102.519,98.644,105.953,140.497,127.559,110.326,145.267,77.784,72.867,113.743,76.935,81.470,104.723,127.759,166.032,87.273,86.513,128.222,98.282,94.702,123.512,82.739,109.013,104.760,88.231
934,74.002,65.847,122.524,103.111,77.162,103.541,79.897,116.316,135.507,108.781,134.284,107.476,122.869,91.690,101.273,99.951,107.677,140.531,127.875,111.808,146.102,78.585,72.261,111.893,75.455,81.737,102.580,127.624,165.476,87.294,87.340,127.761,98.361,95.390,121.762,82.697,109.728,104.376,87.897
935,73.447,66.105,119.669,101.448,77.023,104.234,79.550,115.412,134.158,106.589,134.550,109.638,121.851,91.941,101.508,98.557,106.436,139.454,126.941,111.869,146.129,78.369,72.460,111.798,76.014,81.643,103.162,128.155,165.799,86.819,86.122,127.618,97.711,93.811,122.898,83.316,108.353,104.941,87.884
936,74.016,66.009,121.138,103.605,78.884,102.810,79.403,115.430,135.563,108.578,135.204,107.719,123.672,93.145,101.660,98.969,106.518,139.450,127.640,112.014,145.718,78.635,73.379,111.225,76.881,82.282,103.345,129.523,165.891,86.433,86.869,126.903,98.398,93.569,123.197,82.587,108.690,103.273,88.377
937,73.402,66.372,130.232,107.377,78.281,104.013,79.581,115.253,136.335,108.062,134.949,108.964,123.582,90.967,102.006,100.677,106.902,140.316,127.436,112.027,146.328,78.429,73.787,110.296,75.942,81.795,103.228,128.445,164.633,86.027,85.955,126.214,97.327,92.128,122.180,83.463,107.030,103.506,89.289
938,73.957,66.654,128.339,105.154,77.856,103.368,79.241,114.953,134.946,107.681,135.773,108.608,123.564,90.445,102.008,100.114,107.740,139.085,128.926,111.959,145.057,78.635,72.066,111.929,75.812,82.639,103.688,128.676,165.617,86.712,86.692,127.912,97.492,92.055,123.193,84.126,109.621,101.838,89.280
939,73.996,66.822,132.327,107.080,78.487,103.416,80.619,115.179,133.980,106.841,135.639,107.904,122.141,92.291,101.799,99.262,106.466,138.369,129.260,110.357,147.252,78.159,74.213,111.188,75.978,81.883,104.176,128.676,166.115,86.409,86.442,127.638,98.737,91.845,124.488,82.476,108.948,104.417,88.894
940,73.831,66.460,133.189,105.475,78.654,104.615,81.069,116.511,138.685,107.951,135.326,108.626,122.182,91.145,102.340,99.226,106.480,139.437,128.480,110.134,146.436,78.149,72.754,113.767,75.700,81.928,104.000,128.725,165.866,86.199,85.026,129.011,98.406,89.683,121.348,83.166,108.668,112.863,87.559
941,73.781,67.073,132.917,102.902,77.912,104.766,80.216,115.156,138.225,107.370,134.415,108.928,123.231,91.568,102.603,99.819,107.077,139.505,127.762,110.278,145.191,79.040,72.938,113.380,75.119,81.728,103.526,128.604,165.621,86.730,86.420,127.826,98.320,90.680,122.316,83.558,109.319,111.406,87.997
942,73.994,67.034,129.055,100.305,77.954,103.372,79.978,115.781,136.485,108.661,135.569,110.099,122.426,91.816,101.917,98.878,106.785,139.994,128.770,111.203,145.875,77.821,73.555,113.620,76.657,81.624,104.256,127.961,165.700,86.392,86.965,127.863,98.621,90.836,122.746,82.655,109.763,109.838,88.809
