 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39
1,69.598,64.200,76.098,76.069,73.624,97.394,75.269,105.460,128.592,96.514,119.227,98.683,109.021,85.052,92.397,90.803,96.881,121.093,112.559,101.323,125.085,74.674,69.142,110.254,71.773,76.928,92.786,108.826,136.443,79.682,77.946,107.108,91.286,90.538,109.652,77.642,99.237,95.609,79.903
2,74.184,67.671,83.024,82.408,80.541,106.762,82.047,119.688,147.279,111.663,139.709,110.353,125.736,93.965,104.498,101.622,109.595,141.792,130.473,113.000,146.214,80.439,75.536,127.063,77.747,85.243,104.437,126.084,159.857,88.561,86.369,122.385,101.800,102.308,126.348,83.389,112.444,106.454,87.690
3,74.573,67.963,83.579,81.897,79.153,109.532,82.497,119.416,144.132,110.918,140.022,111.692,124.003,94.230,103.897,100.943,108.941,142.720,128.711,113.660,145.636,79.980,74.616,126.257,77.939,85.110,103.582,126.978,161.210,88.537,86.407,125.085,101.452,102.797,125.652,85.337,113.750,106.974,88.116
4,74.637,67.935,81.913,82.788,79.749,108.242,82.578,119.139,143.831,110.398,139.802,111.611,126.215,93.915,104.028,100.780,109.988,142.614,129.422,113.519,144.807,80.625,73.938,128.330,77.173,85.308,104.556,125.629,160.783,88.136,85.006,123.276,102.265,102.809,127.885,85.366,112.638,105.672,88.292
5,74.814,66.613,83.579,82.048,79.891,108.048,82.206,119.370,142.287,111.386,137.431,110.470,123.844,92.694,104.438,100.923,110.546,141.870,129.757,115.027,144.049,80.814,74.464,124.296,78.101,85.309,103.885,124.590,158.670,88.237,86.087,122.701,102.237,101.830,127.082,83.932,111.328,105.251,87.325
6,74.386,67.729,83.685,83.294,79.610,107.212,82.275,119.123,142.549,111.326,139.089,111.398,125.615,93.848,103.506,99.846,109.752,142.628,129.968,111.911,144.345,80.694,74.569,122.801,76.516,84.909,104.146,125.270,159.769,88.988,85.564,122.142,103.471,102.375,125.648,84.839,110.978,105.151,88.714
7,75.101,67.432,84.543,82.883,80.290,109.489,81.972,119.816,140.755,110.866,138.527,111.257,125.013,93.354,103.784,101.758,110.070,141.437,129.571,113.502,145.443,80.173,74.986,123.076,77.451,84.299,105.857,126.710,161.554,88.080,86.641,124.154,101.977,103.194,125.607,84.526,112.534,105.306,88.581
8,74.911,66.976,82.992,81.671,79.121,108.528,81.706,119.546,140.132,110.807,138.335,110.359,125.426,94.115,103.867,101.835,109.145,142.352,130.632,113.402,145.142,80.628,75.194,123.175,77.960,84.413,105.709,124.708,161.173,87.110,86.696,122.262,101.986,102.068,126.971,84.863,111.616,107.048,88.459
9,75.146,66.933,82.925,82.196,80.151,107.983,81.891,119.411,139.161,109.828,138.799,110.269,126.723,93.935,103.246,101.785,109.632,141.132,128.743,115.216,145.852,80.027,74.943,121.785,76.671,84.017,105.155,125.622,160.092,88.858,86.564,124.299,102.567,101.654,125.434,84.603,111.267,104.834,89.274
10,73.590,67.116,83.685,83.210,80.357,107.004,82.194,120.235,148.231,109.907,138.757,110.129,125.182,93.432,103.850,100.984,109.874,142.414,131.029,115.141,144.165,81.681,74.100,127.374,77.675,84.933,104.667,125.076,158.284,88.407,85.131,123.271,104.636,108.383,126.070,84.461,112.556,104.771,88.559
11,74.450,67.447,83.705,83.729,80.128,108.537,82.441,120.925,152.944,110.172,140.505,112.111,126.523,94.471,104.310,101.085,110.075,142.546,129.757,113.979,145.222,81.385,73.915,132.403,77.921,84.537,104.261,125.246,158.721,87.703,86.106,124.071,103.647,116.744,128.795,83.745,113.142,105.125,88.173
12,74.643,67.269,83.429,83.151,80.353,108.892,81.750,119.774,149.093,112.252,139.134,111.027,124.936,93.043,103.615,102.018,109.576,142.966,130.326,114.485,145.123,80.884,74.555,128.403,77.314,84.527,104.230,126.017,160.453,88.576,85.846,122.208,102.163,114.494,126.992,85.208,112.388,104.583,88.085
13,74.565,67.277,83.535,82.960,79.573,109.069,82.047,118.604,145.344,109.843,138.652,111.129,124.105,93.336,104.261,101.191,110.159,142.563,128.213,115.361,143.186,80.728,74.137,126.364,77.830,84.768,105.221,126.015,160.051,89.196,86.503,124.068,101.915,112.833,127.230,84.955,112.336,104.649,87.647
14,74.384,67.684,83.161,82.509,80.309,108.039,82.534,120.544,145.549,111.229,138.319,110.913,126.623,93.419,103.385,101.758,110.377,141.739,128.689,112.619,143.025,79.641,74.498,126.487,79.011,83.955,105.045,124.681,158.605,88.234,85.737,122.635,102.523,110.721,127.053,84.271,111.142,103.701,87.365
15,74.083,67.409,84.917,81.812,79.485,107.788,81.156,120.075,143.228,111.406,138.690,111.263,124.551,92.510,104.030,101.736,109.763,140.703,130.194,113.814,144.720,79.289,74.773,124.105,77.332,84.245,104.362,124.816,158.984,88.131,85.189,122.832,102.464,109.879,127.746,84.521,109.957,103.469,88.903
16,74.416,67.292,84.244,82.544,80.406,109.987,82.094,118.851,142.101,110.910,139.157,111.943,125.290,93.757,103.564,101.051,109.438,142.304,129.125,114.522,144.786,80.522,73.531,123.073,77.921,84.511,103.852,125.747,158.901,87.593,86.298,122.880,101.870,107.477,126.787,84.584,111.392,104.483,88.988
17,74.887,67.538,82.929,80.952,80.176,107.286,82.316,118.089,141.513,109.967,139.275,110.581,124.895,94.078,103.786,101.337,109.944,141.454,128.855,114.165,144.570,79.648,74.398,121.102,78.148,84.493,104.622,125.351,160.319,87.285,85.968,123.456,102.661,107.082,128.262,84.721,112.168,103.244,88.805
18,74.744,66.619,84.295,82.443,80.153,107.554,81.537,120.286,142.214,110.368,145.866,110.737,125.449,94.002,103.350,100.807,109.105,142.854,131.270,117.918,145.307,83.528,74.464,134.147,78.455,89.814,104.458,124.428,160.536,89.703,86.179,122.225,112.954,118.111,127.586,84.545,112.371,103.712,88.578
19,75.165,67.363,83.512,82.950,80.200,108.554,83.050,120.419,142.335,111.848,154.463,112.320,126.456,94.271,103.994,101.610,110.351,142.537,131.578,119.289,145.896,82.113,74.389,148.249,76.747,95.762,104.204,125.791,158.522,87.973,85.359,123.350,128.706,120.928,129.922,85.242,114.392,104.417,87.982
20,74.344,67.215,83.323,82.390,80.381,107.420,82.537,120.068,141.901,110.825,148.227,110.853,124.856,93.991,103.492,101.406,109.555,141.021,132.461,117.904,144.765,81.063,74.692,143.322,77.834,95.037,104.019,124.614,160.157,87.267,85.958,123.510,121.489,118.417,131.590,84.739,111.534,104.092,87.441
21,74.915,67.785,83.492,82.186,81.297,107.407,82.119,119.116,140.786,111.103,143.565,110.317,126.595,93.820,104.041,101.049,110.738,142.656,130.316,115.371,145.693,81.149,75.351,141.895,78.137,92.840,104.580,125.428,161.434,87.950,84.558,123.681,117.028,114.697,127.082,84.929,111.259,102.768,87.979
22,74.883,67.265,83.906,82.111,81.455,106.152,81.928,119.498,138.099,111.285,145.016,111.392,125.377,94.304,104.015,101.553,109.508,140.998,130.186,116.285,146.070,79.495,75.137,143.230,77.675,93.684,103.582,125.563,161.150,87.386,86.337,123.809,121.735,114.978,126.639,84.142,110.922,105.240,88.742
23,74.303,67.606,83.421,81.907,80.694,107.013,81.103,119.682,139.986,111.267,144.236,111.766,126.185,94.377,103.818,101.520,109.876,142.047,129.613,114.265,145.083,79.804,75.043,138.293,77.805,91.450,103.871,125.167,161.014,88.478,85.510,123.490,118.562,112.777,126.865,84.621,112.345,103.137,87.611
24,74.732,68.200,83.327,82.080,81.394,107.766,82.375,119.558,139.868,110.851,140.498,111.063,126.072,93.390,103.664,100.980,109.468,143.915,130.907,114.388,144.903,80.671,75.156,140.076,77.762,90.212,104.601,126.101,160.282,88.564,86.179,123.447,115.633,110.693,126.336,84.847,111.164,103.679,87.134
25,74.957,66.963,83.846,82.281,80.819,106.576,82.106,117.789,138.194,109.823,139.866,112.063,125.687,94.297,103.784,100.537,109.244,141.352,129.176,114.643,145.258,80.767,73.190,138.453,78.755,88.096,104.474,125.351,161.212,88.151,86.965,123.390,111.053,109.639,128.041,84.945,113.315,104.218,89.131
26,74.711,67.114,81.618,82.135,79.916,107.874,81.841,119.140,138.938,110.509,136.604,112.443,125.162,93.688,102.915,100.384,109.948,140.507,130.564,113.835,145.025,80.502,74.322,137.594,78.058,89.484,103.040,125.138,161.931,87.858,85.096,124.410,109.714,108.652,126.074,84.945,111.664,103.225,87.720
27,75.616,67.912,82.646,81.509,80.107,107.675,81.997,119.019,138.603,111.368,141.010,110.728,125.456,94.241,104.378,101.992,110.070,141.900,130.907,114.952,144.091,80.233,74.919,134.974,77.711,88.399,103.117,124.941,161.531,88.964,85.593,122.228,112.107,107.831,127.762,85.366,112.966,104.399,88.046
28,75.266,67.286,83.555,83.475,79.564,106.580,81.441,117.733,139.394,109.303,138.128,111.210,125.982,94.078,103.312,101.183,109.255,142.144,128.446,114.818,144.398,80.449,73.545,134.385,78.199,87.402,105.211,125.371,159.390,88.472,86.426,125.843,110.697,107.327,126.816,84.911,113.207,102.834,87.313
29,74.301,67.794,83.811,81.782,79.884,107.831,82.506,118.721,139.628,110.735,141.345,109.716,125.338,94.531,103.705,101.671,109.073,141.597,130.157,113.313,144.011,80.027,74.834,134.688,77.011,88.805,104.225,125.130,159.995,88.543,85.455,123.561,111.534,110.220,125.869,85.708,111.853,102.506,88.419
30,74.417,67.789,83.421,82.231,81.784,112.870,83.503,119.604,144.104,111.540,153.601,111.889,124.705,94.653,104.169,100.654,110.180,142.325,131.895,117.460,145.180,81.528,75.986,155.887,78.765,97.476,103.322,125.998,162.455,88.463,86.510,124.558,135.791,121.842,127.025,83.821,112.392,105.406,89.003
31,74.344,67.445,83.768,81.838,81.425,111.805,84.181,120.830,142.039,111.257,149.626,111.895,125.590,95.581,103.868,100.986,110.595,142.484,131.206,118.155,146.064,81.226,75.773,154.356,77.264,99.516,104.822,125.398,159.365,87.585,86.551,124.769,136.536,118.838,125.820,85.247,112.668,104.266,87.702
32,74.522,67.378,83.118,81.854,81.789,111.177,82.559,119.123,142.011,110.900,146.051,111.542,125.708,94.694,103.650,101.583,110.260,141.841,130.559,114.818,144.032,80.452,75.265,147.319,78.690,97.291,105.106,126.054,160.887,88.211,84.981,122.462,129.170,115.801,126.131,84.234,111.776,105.074,88.477
33,74.687,67.581,83.067,81.660,81.251,109.810,82.438,119.574,141.577,110.877,145.319,110.991,125.985,93.670,103.459,101.837,110.569,141.928,131.363,116.055,144.335,80.907,74.706,147.759,77.213,94.296,104.387,125.818,159.492,88.125,86.045,123.108,129.218,112.211,127.824,85.305,113.013,103.339,87.502
34,77.924,67.856,84.035,82.897,81.886,108.974,81.537,120.572,149.730,115.440,154.911,112.916,130.544,99.816,111.293,105.744,114.473,142.885,131.703,123.859,151.511,80.346,76.090,145.123,78.426,92.569,109.129,126.545,163.171,89.576,86.093,124.328,124.571,111.133,128.238,89.068,117.151,103.133,89.158
35,100.489,84.471,84.610,85.785,86.404,109.117,83.203,121.844,148.352,191.571,218.227,119.955,199.849,164.150,171.207,162.697,141.740,144.227,147.230,171.007,246.252,81.186,86.991,160.403,85.845,91.032,168.585,139.811,186.330,112.496,104.676,211.179,126.921,125.474,129.738,105.668,183.297,105.166,116.672
36,91.266,84.794,83.252,85.103,85.840,108.658,81.253,121.533,145.783,192.997,192.939,119.877,178.905,156.017,155.831,177.283,128.480,142.346,144.561,146.512,236.699,82.043,84.009,155.254,84.108,89.149,155.432,137.061,180.589,109.080,103.446,238.447,119.607,124.961,128.484,97.247,164.427,104.277,119.459
37,83.485,76.978,84.094,83.907,82.821,108.848,82.241,120.605,147.296,167.018,171.083,114.548,150.897,131.562,135.570,150.738,116.644,141.864,136.745,128.234,209.222,82.957,82.175,147.921,81.466,89.007,134.599,131.317,169.739,100.973,94.010,219.313,114.376,122.191,125.598,91.126,137.129,104.756,108.954
38,79.000,73.533,84.059,82.350,82.735,107.087,80.350,120.504,149.732,147.512,156.537,112.186,138.738,115.980,122.987,131.443,113.487,142.189,133.525,119.450,190.100,82.086,79.777,146.154,81.419,88.611,122.326,127.351,165.494,95.682,90.696,188.043,111.370,124.111,126.660,87.097,125.284,101.897,99.201
39,76.105,69.637,83.744,81.955,81.042,108.004,81.369,119.981,146.403,134.866,147.482,112.695,130.982,106.002,116.442,120.539,112.059,142.979,132.824,118.460,173.419,80.525,79.114,143.754,79.574,88.062,114.484,126.865,163.520,91.700,89.327,163.724,108.512,119.031,127.795,86.334,118.957,103.483,95.830
40,75.563,68.740,83.917,83.308,81.506,107.831,81.547,119.600,144.575,127.342,144.716,111.596,130.390,100.534,112.009,115.217,110.700,140.904,132.490,115.979,163.233,80.395,77.953,145.974,78.816,91.238,110.169,127.162,162.219,91.297,88.054,149.678,111.967,118.080,124.951,85.916,116.677,102.118,92.498
41,75.647,68.763,83.016,82.846,81.383,107.459,81.584,118.347,143.693,123.072,141.831,110.614,127.597,98.115,108.857,110.382,109.658,142.316,130.679,115.182,158.756,80.319,77.464,143.081,79.505,92.876,108.812,126.892,161.097,89.528,87.676,140.564,112.443,115.273,127.430,84.824,115.034,101.314,90.821
42,75.814,68.688,83.732,82.674,82.425,106.645,81.425,119.454,140.715,119.098,141.409,109.943,127.051,97.894,107.914,107.240,109.225,141.059,131.189,114.141,156.008,80.837,76.389,142.168,78.686,92.806,107.477,125.391,162.614,89.380,87.705,137.048,112.019,113.564,128.615,84.203,115.556,102.642,89.921
43,75.682,68.331,84.146,82.546,81.042,106.139,82.309,118.149,141.113,117.360,138.141,110.497,125.562,94.842,106.761,104.524,110.679,141.244,130.892,114.371,152.581,80.741,74.777,141.217,77.708,93.146,106.624,127.381,161.845,89.134,86.157,133.652,110.181,112.647,126.807,85.305,112.681,102.664,88.830
44,75.643,67.877,83.110,82.183,81.357,106.883,81.975,119.172,140.639,114.470,140.466,109.820,125.038,95.633,104.981,104.337,110.070,141.510,131.172,114.003,149.407,80.116,75.611,137.990,79.296,91.271,105.650,125.482,161.630,89.602,86.660,131.350,107.601,110.266,128.045,84.926,113.047,103.797,89.261
45,74.402,67.944,84.311,82.480,79.912,107.394,82.569,119.016,144.349,113.113,139.613,110.826,126.087,95.809,104.992,102.835,107.749,141.747,130.627,114.560,149.191,80.043,73.768,137.552,78.112,88.805,104.815,127.995,162.702,89.700,85.917,128.410,106.367,107.731,126.779,85.105,112.435,103.601,89.532
46,75.159,68.413,83.724,82.414,80.956,106.957,82.284,120.019,152.141,112.131,138.760,111.536,125.646,95.015,105.564,101.935,109.799,142.760,130.618,114.667,150.284,80.561,75.701,137.408,77.877,88.069,104.437,126.076,161.307,87.926,87.093,127.507,104.221,106.327,126.512,85.553,114.052,108.856,89.255
47,73.596,67.471,84.594,82.634,80.070,106.784,83.225,118.640,148.437,111.620,138.869,110.931,125.405,93.922,105.062,102.736,109.585,141.794,129.047,113.381,149.189,79.173,74.536,135.291,77.884,86.618,105.009,126.636,160.591,89.089,86.542,127.103,104.285,105.811,127.889,84.142,111.134,109.376,88.930
48,74.639,67.428,83.819,82.358,79.947,108.143,82.341,119.277,144.456,112.542,139.029,111.308,125.474,93.939,103.741,102.004,109.009,140.828,130.475,112.948,146.515,80.279,73.924,133.791,79.130,85.567,104.171,127.378,160.919,88.935,85.708,125.330,104.062,104.089,126.287,85.705,112.069,107.373,89.264
49,74.965,66.944,82.669,82.202,79.497,107.649,82.003,118.091,145.755,111.432,137.700,111.940,125.208,94.137,103.735,102.669,109.037,141.032,131.113,113.990,146.451,79.661,75.076,131.597,78.527,85.598,105.408,126.602,161.252,88.866,85.420,125.903,103.669,105.252,126.910,85.168,112.578,106.539,88.529
50,74.530,67.594,82.406,81.997,80.197,107.091,82.444,117.728,143.521,111.211,135.971,111.350,124.964,93.727,103.759,101.362,111.169,141.140,130.755,115.199,148.108,80.053,74.024,127.712,78.217,85.040,105.777,125.624,162.975,88.591,85.619,126.336,102.022,104.371,128.000,84.453,112.918,105.716,89.280
51,75.371,68.194,82.752,81.907,79.202,108.636,81.053,118.588,140.915,111.781,139.099,110.614,126.292,94.230,104.071,101.311,110.047,143.355,130.051,113.467,146.551,79.678,74.227,130.304,77.949,84.967,104.162,127.086,161.430,89.407,86.958,126.063,102.401,104.615,128.533,84.950,111.409,104.985,88.696
52,74.080,67.368,83.610,81.782,79.165,107.771,81.669,118.188,141.251,110.949,138.335,110.150,126.172,94.056,103.814,102.482,109.918,141.255,129.659,114.766,145.343,79.123,74.280,131.084,77.599,85.884,104.070,126.229,161.150,88.564,86.788,125.470,103.741,107.422,127.697,84.187,111.332,105.649,89.076
53,74.101,67.363,84.106,82.440,80.269,106.775,82.156,118.888,143.425,110.617,137.875,110.799,126.069,93.065,103.224,101.923,108.850,142.098,131.346,113.952,145.261,79.468,75.180,128.529,78.451,85.776,103.791,125.776,161.993,90.027,85.830,125.487,104.289,108.385,129.373,83.997,111.797,103.494,89.574
54,75.561,68.327,82.362,82.263,80.339,107.147,81.784,119.825,146.589,110.658,139.882,110.476,126.259,93.926,102.940,101.102,109.728,142.786,129.902,113.512,145.153,82.176,74.294,131.927,78.079,88.305,103.624,127.214,162.891,88.226,85.192,124.530,105.822,112.687,127.512,85.511,113.690,105.244,88.793
55,75.480,68.019,83.579,81.817,80.673,106.926,80.994,119.325,144.245,110.365,139.994,112.138,125.769,94.297,104.039,100.134,109.297,140.873,131.066,114.027,146.210,82.880,74.673,130.822,78.162,90.295,105.411,126.676,161.864,88.033,86.346,126.712,105.935,120.407,126.746,84.976,112.310,104.410,89.511
56,74.433,67.987,83.941,81.751,80.255,105.853,81.797,118.481,142.400,110.422,139.342,111.599,126.054,93.698,104.246,101.012,109.871,141.561,130.909,115.302,144.689,82.020,75.256,130.780,76.765,88.831,104.329,126.806,161.691,89.353,85.830,124.547,104.443,116.949,127.762,84.539,111.009,104.314,89.392
57,74.757,67.447,82.421,82.586,80.142,106.723,81.381,118.963,141.794,110.476,139.578,111.066,125.367,93.965,104.553,99.693,109.164,142.764,131.745,114.323,144.583,79.924,73.929,130.257,77.747,87.718,103.829,126.327,161.905,87.958,85.744,124.553,102.616,114.395,126.906,84.108,112.017,103.646,87.848
58,75.078,67.116,82.984,82.785,80.422,106.009,81.653,118.974,142.541,110.347,138.479,110.599,125.649,93.839,104.977,100.919,109.194,140.775,130.270,115.605,145.998,79.538,73.995,127.317,77.224,85.998,105.892,127.226,162.961,88.033,86.244,123.989,103.068,110.724,126.561,85.266,112.056,104.070,89.301
59,74.783,67.378,83.524,82.252,80.137,107.719,82.994,119.333,139.583,110.540,137.760,111.422,126.426,93.499,103.617,101.689,109.778,143.015,130.882,114.182,145.674,80.100,74.502,124.704,77.065,85.537,103.664,125.627,160.508,88.178,85.577,125.199,102.553,108.893,127.713,85.055,111.961,103.539,88.578
60,74.346,67.234,82.610,82.119,80.798,107.879,82.153,118.696,140.079,110.031,137.256,111.527,125.615,93.132,103.374,101.319,109.806,141.873,129.498,113.704,145.663,79.897,74.227,125.306,77.264,84.618,104.796,126.821,162.718,87.662,85.913,122.442,101.514,107.213,126.484,84.808,112.203,103.838,88.644
61,74.031,67.499,83.394,81.058,80.021,108.662,81.228,118.921,138.597,110.581,138.326,112.069,125.985,94.701,103.639,101.256,108.869,141.594,129.203,114.667,145.559,80.654,74.967,125.788,77.249,84.169,102.866,127.373,162.612,89.083,86.981,124.994,101.941,106.477,125.115,84.955,111.733,104.107,88.875
62,75.239,66.600,83.441,82.637,79.334,105.766,81.366,119.139,139.127,110.314,138.661,111.254,124.659,93.187,103.113,101.077,109.272,140.093,130.397,112.546,144.710,79.495,73.436,126.469,78.159,84.060,104.880,126.587,162.882,87.531,86.702,123.974,101.347,105.903,126.795,85.911,112.819,102.487,89.131
63,74.705,67.712,83.118,81.403,79.831,107.433,81.625,118.704,137.544,110.396,137.419,111.704,124.700,93.586,103.821,101.018,109.136,141.340,131.225,113.320,144.924,79.289,74.199,124.505,78.007,84.727,104.038,127.238,162.972,88.166,86.699,124.350,102.523,106.417,124.926,84.950,112.121,103.889,89.486
64,74.981,67.140,83.539,82.613,80.000,105.896,81.644,118.737,140.287,110.997,137.096,110.317,125.413,93.557,103.297,100.695,109.349,141.896,129.983,113.900,144.881,80.309,74.607,125.492,77.310,84.806,104.214,126.457,162.910,87.395,85.939,124.892,101.012,105.702,125.758,85.524,111.892,103.631,89.392
65,74.959,67.297,82.610,82.042,79.364,106.459,81.159,119.063,143.380,109.517,138.712,112.231,125.254,94.056,105.211,101.181,109.454,141.414,130.363,116.192,144.523,80.409,74.806,125.838,78.823,84.933,104.932,125.934,161.450,88.303,86.455,125.758,102.825,105.615,125.299,84.518,111.151,101.738,87.739
66,74.571,66.978,83.268,83.984,80.056,107.649,81.238,121.030,148.558,110.779,139.447,112.898,125.859,94.393,104.483,101.803,109.567,142.238,130.740,115.388,143.803,80.671,74.336,130.395,77.119,84.891,103.415,127.486,162.185,89.166,85.647,124.165,104.471,102.482,127.947,84.716,113.108,104.181,88.736
67,74.821,67.581,83.193,83.660,78.807,108.022,81.472,119.705,145.166,109.887,137.786,111.814,124.636,94.438,103.459,101.313,108.691,142.040,129.919,115.237,144.676,80.395,75.886,129.505,78.292,84.086,103.566,126.152,161.418,88.582,85.901,125.271,103.198,102.083,126.291,83.521,112.457,101.923,89.468
68,75.157,67.230,83.425,82.382,80.418,107.113,80.606,119.679,143.761,111.080,137.169,111.440,125.523,93.312,103.833,100.837,109.904,141.206,129.441,114.942,145.606,80.409,74.858,127.987,78.173,84.256,103.962,124.951,162.007,88.160,86.535,124.963,103.082,102.746,126.898,85.163,112.780,101.779,88.848
69,73.637,68.135,82.969,82.756,80.429,107.381,81.769,118.032,142.394,109.450,137.412,112.335,125.897,94.343,103.891,100.774,110.733,141.992,131.039,114.529,144.597,80.262,74.569,126.236,77.404,84.355,103.028,123.523,162.982,87.202,86.244,124.114,101.933,102.617,125.275,84.724,112.172,102.428,88.815
70,74.161,67.432,83.437,81.448,80.436,107.113,80.884,119.188,140.501,110.221,137.850,111.374,126.018,92.805,104.214,100.969,109.347,140.533,130.049,114.251,143.917,80.183,73.488,128.343,77.502,84.917,104.573,126.860,162.492,87.958,85.215,124.661,101.783,103.061,125.131,84.463,113.634,103.218,89.550
71,73.666,67.245,82.535,81.231,80.638,105.455,80.947,118.986,141.555,109.062,136.914,111.243,123.892,93.659,103.137,99.484,110.525,142.289,131.100,112.790,145.142,79.880,73.360,126.798,77.018,84.744,105.063,126.300,162.441,87.602,86.359,124.701,101.423,103.036,126.082,84.950,110.707,102.140,88.857
72,74.181,66.761,83.220,81.459,79.784,106.346,81.172,118.288,139.913,109.938,138.546,110.240,126.054,93.961,104.051,100.341,109.319,141.628,130.966,114.742,144.462,79.797,74.578,125.961,77.231,84.114,104.244,127.322,161.171,88.145,87.128,125.157,101.556,104.155,127.619,84.684,112.728,101.679,89.568
73,74.767,67.449,83.122,82.531,80.821,107.528,81.006,119.070,138.462,109.267,139.786,112.162,125.990,93.711,103.857,101.191,109.412,142.151,129.939,113.141,144.428,80.860,73.536,123.246,77.509,84.044,105.131,126.764,163.665,87.436,87.385,125.009,102.337,103.337,125.635,83.645,112.091,103.793,87.976
74,74.734,67.394,82.858,81.024,79.629,105.922,81.766,118.475,140.783,110.108,139.776,111.302,125.900,93.818,103.799,102.142,108.597,141.229,130.346,113.316,143.617,80.007,74.114,124.262,77.556,84.263,104.777,126.039,163.150,87.908,85.936,124.271,100.788,103.148,125.668,85.042,111.922,103.380,89.441
75,74.555,67.692,83.567,82.029,80.731,108.597,83.344,119.175,138.346,111.129,139.141,110.524,125.633,93.941,104.658,100.951,108.094,140.803,130.924,113.667,144.362,79.910,75.109,124.018,77.801,84.222,104.103,126.555,163.065,87.591,85.218,124.285,102.167,103.036,126.930,84.787,112.970,103.284,87.790
76,74.717,66.869,83.307,81.918,79.852,107.312,82.034,118.368,138.831,110.697,138.617,110.626,126.290,93.451,103.513,101.222,109.876,141.743,131.436,112.302,144.600,79.924,74.995,124.458,77.213,83.690,104.298,126.713,162.734,87.777,85.904,124.117,101.774,103.741,126.176,83.903,112.513,101.819,88.711
77,74.551,67.308,84.067,82.546,80.088,110.736,82.428,119.181,143.885,111.524,145.540,111.614,124.618,93.720,103.966,100.945,108.543,142.240,131.569,116.471,145.913,83.741,74.303,135.919,77.996,88.664,104.204,127.445,163.051,88.068,86.189,126.798,109.910,116.344,124.652,84.355,112.763,102.598,88.921
78,74.334,67.774,83.622,82.212,80.169,111.307,82.175,121.163,143.439,109.728,151.917,110.398,125.662,93.772,104.812,101.630,109.412,141.556,131.924,120.010,147.619,83.568,74.114,146.466,76.357,91.794,104.056,126.096,163.776,88.481,86.186,126.333,119.957,119.160,126.734,85.066,113.763,104.052,88.766
79,74.953,67.860,83.205,82.191,79.490,111.264,81.566,120.039,141.890,110.969,146.262,112.467,126.095,94.523,103.596,100.502,109.923,140.913,130.591,116.515,145.894,81.233,73.967,140.539,77.812,89.911,103.862,127.113,161.570,88.270,86.071,126.897,114.525,113.542,125.648,84.426,111.547,103.018,88.720
80,74.590,67.146,84.409,82.225,80.448,108.922,81.131,119.321,141.763,111.468,144.022,110.668,125.864,93.475,104.637,102.409,110.412,142.079,130.944,114.863,145.867,80.811,75.436,139.037,76.531,91.628,103.610,127.233,161.808,88.338,86.779,125.396,112.966,113.773,125.275,84.811,112.336,102.041,88.821
81,74.346,66.794,82.240,81.650,80.165,108.472,82.697,118.865,139.006,110.905,142.601,110.509,126.036,93.492,103.256,101.866,108.689,142.280,131.223,114.893,145.169,81.319,75.825,141.840,77.184,92.026,103.937,127.563,163.180,88.439,85.679,125.157,112.848,118.881,124.832,84.189,112.517,101.978,89.319
82,74.324,67.351,83.343,81.422,79.483,108.104,82.056,119.475,139.485,110.069,140.639,111.362,126.267,93.746,104.184,100.868,109.787,142.571,129.968,114.261,145.811,79.631,74.896,138.398,77.657,89.470,104.678,126.690,163.326,87.804,86.849,124.860,109.449,117.107,126.090,84.687,112.716,103.266,88.535
83,73.810,66.822,82.583,81.464,80.473,107.255,81.216,119.614,139.792,110.679,138.904,110.527,125.387,93.911,103.827,100.553,109.485,141.248,130.181,113.505,145.017,80.365,74.284,137.866,78.318,87.607,104.859,125.958,162.335,87.674,87.157,124.328,107.252,114.542,126.865,84.011,112.789,102.989,88.623
84,74.528,67.822,83.646,81.263,80.434,108.558,81.600,118.698,138.448,109.959,139.572,109.734,124.028,93.987,104.291,100.703,109.283,141.127,130.414,113.866,145.506,80.701,73.829,134.610,77.942,87.138,103.927,125.939,161.506,87.674,86.151,125.843,104.471,112.683,125.455,84.876,112.953,102.387,87.991
85,74.507,66.981,83.780,81.462,80.213,107.909,81.691,117.842,139.538,110.378,138.115,110.707,125.233,94.197,103.517,100.813,110.248,141.941,130.936,113.711,144.828,79.708,74.616,135.953,77.877,85.660,103.561,127.007,163.529,87.792,86.788,124.886,104.113,110.998,124.086,84.216,110.629,101.815,89.079
86,74.550,68.237,83.181,81.443,80.155,108.390,81.441,118.665,138.501,110.221,138.208,109.647,125.744,93.961,104.295,100.470,109.283,142.119,128.966,114.375,145.117,80.555,74.569,134.565,77.704,85.209,104.772,126.872,164.363,88.380,86.407,123.547,103.305,109.974,125.328,84.542,111.466,102.196,87.875
87,74.583,68.026,83.504,81.897,79.835,106.468,81.159,118.805,139.580,112.290,138.974,110.629,125.672,93.922,103.323,101.053,108.838,141.688,130.262,114.237,144.523,78.870,74.791,133.144,77.711,86.419,104.986,128.130,163.296,87.837,86.343,125.048,104.964,108.526,126.623,83.484,112.000,103.251,87.331
