 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37
170,83.279,121.069,103.657,95.236,79.373,95.182,111.876,96.179,84.314,89.802,98.097,117.917,92.533,74.010,77.490,90.139,84.989,75.853,67.681,71.083,63.750,79.797,72.380,69.805,69.013,70.721,66.880,63.290,64.338,70.601,68.027,66.751,63.147,70.374,66.770,63.454,68.005
171,82.440,120.438,103.284,95.539,79.734,94.009,111.868,94.680,84.532,89.913,98.938,117.288,92.773,74.490,77.240,89.122,85.294,75.592,67.591,71.054,63.895,81.142,72.130,69.629,69.907,70.603,66.826,63.275,63.923,71.117,68.068,67.585,63.325,69.402,66.563,62.782,69.683
172,83.206,121.409,103.086,96.678,79.187,97.941,111.690,95.778,84.468,89.658,97.993,117.710,92.726,74.372,77.026,89.847,85.272,75.816,67.017,70.560,63.273,80.299,71.864,69.591,69.662,70.532,66.831,63.553,63.922,70.652,68.127,66.432,63.470,69.620,66.706,63.127,68.095
173,83.188,121.735,103.804,96.686,79.326,96.691,112.974,95.146,84.110,89.663,99.292,117.658,92.182,74.143,77.408,89.577,84.839,75.382,67.063,71.173,63.422,80.609,72.147,70.086,69.222,70.696,66.859,63.508,63.956,70.517,68.213,67.169,63.150,69.699,66.710,62.889,69.009
174,83.491,122.216,103.289,96.341,79.535,99.635,111.742,94.890,84.386,90.564,98.568,117.017,92.694,73.812,77.662,89.723,84.829,76.353,67.037,71.362,63.965,80.976,71.851,69.712,69.076,70.530,66.606,63.111,63.974,70.423,68.188,67.124,62.809,69.923,66.669,62.567,68.842
175,83.277,122.132,103.628,96.911,79.019,101.159,112.695,95.161,84.194,89.969,98.558,117.559,92.444,73.978,77.913,89.199,85.436,76.544,67.429,71.056,63.597,80.218,72.005,70.203,69.036,71.080,66.812,63.401,64.068,70.907,68.131,66.082,62.786,69.840,66.969,62.474,68.905
176,83.267,121.546,103.612,96.779,78.304,101.093,112.143,95.002,84.418,90.069,98.241,117.549,92.726,73.841,77.042,89.491,85.047,75.165,67.349,71.315,64.120,80.590,72.147,69.939,69.244,70.217,67.155,63.405,63.640,71.405,68.722,67.345,63.327,69.745,66.868,63.347,68.425
177,82.808,121.473,103.787,95.632,79.832,98.755,111.498,95.781,84.387,89.997,98.171,116.475,93.009,73.983,77.410,89.740,85.174,75.419,67.153,71.237,64.035,80.974,71.440,70.026,69.267,70.579,66.134,63.277,63.887,70.535,68.374,67.280,62.673,69.855,66.537,62.998,68.271
178,83.002,122.513,103.564,95.399,78.696,101.685,111.601,95.282,84.719,89.995,97.680,117.571,93.019,74.466,77.450,89.897,84.924,76.360,67.568,71.627,63.826,80.797,71.845,69.305,69.400,70.247,67.081,63.349,63.911,70.628,68.544,66.266,63.401,69.996,66.699,62.834,69.045
179,82.842,122.106,104.225,96.787,78.835,99.449,112.238,95.080,84.754,89.378,97.548,117.669,93.019,74.305,76.994,89.840,84.936,76.026,67.877,70.531,63.986,80.731,72.228,69.545,69.484,70.003,66.507,63.128,64.425,70.252,68.090,66.655,63.403,69.679,66.387,62.810,68.443
180,83.394,121.026,103.706,96.953,79.668,96.647,112.255,94.935,84.035,89.606,97.695,117.617,93.437,73.788,77.609,88.532,85.068,76.460,67.056,71.306,64.182,80.561,71.848,70.177,69.742,70.409,66.650,63.038,64.551,71.042,67.959,66.593,63.157,69.723,66.350,63.696,69.140
181,82.761,121.291,103.739,96.860,78.576,100.199,111.627,94.180,83.853,89.964,98.090,117.962,93.179,73.936,78.064,89.358,84.920,76.018,67.239,71.010,64.010,80.806,72.008,69.843,70.067,70.725,66.664,62.836,63.974,70.393,67.984,67.130,62.675,69.972,66.460,62.732,68.959
182,82.530,120.611,103.632,96.705,79.367,98.372,111.853,94.670,84.510,89.776,98.462,117.285,92.835,73.859,77.989,89.122,85.011,75.430,67.505,71.615,64.000,80.474,71.818,69.698,69.956,70.723,66.479,63.013,64.150,70.589,68.166,66.147,63.247,69.794,66.369,63.156,68.353
183,83.163,120.929,103.374,95.109,78.266,95.787,111.941,94.820,83.721,89.832,97.824,117.109,92.616,74.097,77.427,88.072,84.798,75.029,67.535,71.321,64.130,80.109,71.655,69.657,68.573,70.778,66.234,62.952,64.087,71.012,68.045,66.777,62.765,70.506,66.408,63.150,68.145
184,83.241,121.576,103.581,95.446,78.272,99.927,112.174,95.285,83.902,90.154,97.227,117.594,92.582,74.124,77.057,88.690,85.275,76.235,66.359,71.367,63.870,81.181,72.288,69.353,69.551,70.954,66.465,63.071,63.766,70.396,68.354,66.811,62.730,70.426,66.718,62.857,68.624
185,83.203,120.853,103.673,95.783,79.557,98.009,112.172,94.486,84.215,90.066,97.908,117.905,92.306,73.993,77.146,88.640,84.916,75.585,66.645,71.375,63.641,80.614,71.658,69.296,68.724,70.545,66.847,63.229,63.594,70.958,68.126,67.441,62.528,70.145,66.650,63.612,68.267
186,82.909,120.703,103.487,95.550,79.810,95.509,111.999,95.191,84.497,89.892,97.991,117.656,93.030,73.813,77.301,89.307,84.932,75.982,67.355,71.337,64.078,80.705,71.495,69.375,68.436,70.686,66.280,63.546,64.119,70.183,68.312,66.944,63.039,70.264,66.481,62.351,67.176
187,83.086,119.695,102.744,96.384,78.759,93.460,111.904,94.640,84.356,89.171,98.711,116.623,93.173,73.987,77.144,89.479,84.958,76.312,66.631,70.508,63.591,79.954,71.590,69.657,68.742,70.653,67.030,62.555,64.160,70.234,68.295,66.480,63.371,69.817,66.115,63.374,68.729
188,82.932,120.770,103.020,95.671,79.047,91.129,112.289,95.309,83.933,90.084,98.438,117.291,93.253,73.713,77.635,89.659,84.998,75.386,66.894,70.896,63.921,81.109,71.940,69.363,69.116,70.582,65.831,63.641,64.152,70.411,67.939,66.828,62.415,69.919,66.369,63.231,68.389
189,83.082,120.477,103.495,95.984,79.532,89.872,112.036,94.613,84.563,90.125,97.342,116.861,92.942,73.705,76.650,88.898,84.721,75.956,67.233,71.825,64.074,79.987,73.024,69.452,68.787,69.976,66.012,62.996,64.578,70.682,67.956,66.000,62.866,70.400,66.484,62.966,68.796
190,83.804,120.562,102.823,95.764,79.722,88.278,112.386,95.213,84.046,89.727,97.068,116.692,92.887,73.986,77.461,89.075,85.005,75.831,67.007,71.258,64.362,80.906,71.677,69.712,68.604,70.120,66.461,62.830,64.195,70.721,68.670,66.616,62.938,70.666,66.739,63.100,68.493
191,83.957,119.312,102.811,96.659,78.310,86.344,111.351,95.164,84.454,89.748,98.517,116.809,93.083,74.117,76.987,88.892,84.981,76.265,67.149,71.367,64.064,79.996,72.111,69.458,70.529,70.081,66.178,63.851,63.898,69.688,68.218,66.056,62.438,70.319,66.431,63.172,68.471
192,83.455,120.141,102.575,95.934,79.082,86.512,111.461,95.308,84.015,89.632,97.142,117.254,93.720,74.196,77.240,89.490,84.882,75.680,67.289,71.383,64.359,80.902,71.443,70.038,69.231,70.393,65.671,63.372,63.623,69.919,67.904,66.528,63.048,70.306,66.603,63.315,68.887
193,83.123,120.124,103.779,94.919,79.288,89.844,111.749,95.383,84.512,89.500,98.546,117.350,92.469,73.992,76.960,88.592,84.832,75.346,67.020,70.458,64.074,80.118,71.326,69.358,69.929,70.306,66.171,63.630,64.181,70.474,68.275,67.045,62.733,69.451,66.986,62.599,68.860
194,83.360,120.318,102.784,94.562,78.848,89.465,110.565,94.140,83.712,89.904,97.584,117.862,92.138,74.216,77.263,88.762,84.674,75.471,67.764,71.194,63.798,79.943,71.938,69.946,68.871,69.913,66.877,63.252,64.396,70.736,68.009,66.107,63.062,69.457,66.672,63.544,68.222
195,83.092,119.424,102.905,96.543,79.272,88.841,111.145,94.821,84.075,89.596,97.935,116.806,92.713,73.687,76.909,88.463,85.143,75.449,66.844,71.079,63.579,79.836,72.326,69.427,70.022,70.372,66.838,63.767,64.073,71.399,68.164,66.492,62.800,69.095,66.621,63.150,67.552
196,82.559,118.760,102.484,95.422,78.842,86.320,111.991,94.890,84.007,89.469,98.252,117.422,93.396,74.202,76.896,89.120,84.705,75.662,66.266,70.542,63.547,80.338,71.332,69.419,68.778,70.627,66.803,62.532,63.565,70.658,68.133,66.336,63.136,70.075,66.630,63.202,68.701
197,82.513,120.228,102.305,96.167,78.323,89.787,111.433,94.653,83.589,89.106,97.938,116.663,92.756,73.910,77.786,88.459,84.871,74.875,66.458,70.260,63.634,80.517,71.739,70.029,68.622,70.518,66.938,63.584,63.539,70.231,68.370,66.963,62.735,69.835,66.316,63.104,68.158
198,82.549,120.297,101.890,95.647,78.329,90.603,110.544,94.569,83.605,90.198,97.832,116.464,92.940,73.784,77.002,88.826,84.661,75.371,67.515,70.840,63.771,79.869,70.978,69.570,68.853,70.518,66.197,63.496,64.070,70.958,68.105,67.138,62.809,70.292,66.276,62.222,68.036
199,82.440,120.354,102.345,95.298,78.468,88.299,111.723,94.056,83.647,89.238,97.672,116.319,93.294,73.761,77.127,88.801,84.723,75.585,67.907,71.287,63.758,80.004,71.726,69.927,69.889,70.409,66.387,63.273,64.464,70.538,67.887,66.209,63.023,69.497,66.622,62.567,68.317
200,83.609,121.010,102.987,95.298,79.801,89.399,112.404,95.560,84.092,89.742,96.923,117.163,92.386,73.319,76.599,88.973,84.683,76.397,66.734,71.102,64.188,79.234,71.329,69.732,69.267,70.707,66.704,63.424,64.164,69.562,68.112,67.698,62.512,69.745,66.643,63.073,68.932
201,82.583,119.591,102.530,95.725,78.991,91.769,111.790,95.255,83.784,89.731,97.463,116.842,92.632,73.577,76.803,88.736,84.729,75.879,66.648,71.008,63.167,80.074,71.598,70.134,69.569,70.677,66.174,63.208,63.780,70.171,67.829,67.011,63.806,69.833,66.482,62.921,69.045
202,83.210,119.963,102.736,96.019,79.630,93.278,111.202,94.719,83.552,88.734,97.447,116.741,92.087,73.795,76.926,88.765,84.767,76.349,66.851,71.294,63.616,79.989,71.837,70.013,69.227,70.668,66.796,63.370,63.507,70.676,68.291,66.946,62.730,70.114,66.613,63.379,68.014
203,82.492,120.031,103.457,95.872,78.579,93.360,111.382,95.405,83.944,89.367,98.097,116.845,92.404,73.877,77.142,88.214,85.147,76.544,67.522,71.113,63.891,79.928,72.049,69.364,69.084,70.448,66.359,63.475,64.317,70.171,68.066,66.014,62.758,69.983,66.763,62.780,69.100
204,82.308,119.919,101.940,94.430,79.054,91.444,110.976,94.922,83.309,89.069,96.691,116.838,93.106,73.933,76.285,88.282,84.745,75.746,66.914,70.865,63.868,80.561,71.679,69.610,69.240,70.219,66.792,63.565,64.273,69.706,68.553,66.130,63.244,70.072,66.787,63.363,69.140
205,82.176,119.894,102.202,95.891,78.551,90.143,110.431,95.129,83.638,89.248,97.268,115.927,92.575,73.871,76.682,88.966,84.024,75.577,66.837,71.135,64.727,80.170,70.899,69.313,69.613,70.993,66.083,63.330,63.976,70.453,68.278,65.969,62.783,69.950,67.060,62.556,68.186
206,82.915,119.597,102.088,94.802,79.266,88.121,110.671,94.878,83.831,88.735,96.533,116.199,93.340,73.666,77.357,88.789,84.360,75.857,66.498,71.077,63.422,80.212,72.076,69.759,70.196,70.520,66.109,63.103,64.116,70.105,67.801,66.342,63.067,69.861,66.393,63.161,68.104
207,82.401,119.623,102.218,94.969,79.089,89.262,110.943,95.021,83.978,89.539,96.926,116.677,92.184,73.654,77.231,87.667,84.943,75.632,66.814,70.688,64.066,80.871,71.149,69.743,68.800,70.418,66.597,62.786,63.882,70.201,68.105,66.664,63.560,69.846,66.830,63.333,68.837
208,82.710,119.517,102.341,95.469,78.630,90.219,110.950,95.333,83.389,89.555,96.861,115.817,92.152,73.757,77.401,88.196,84.827,75.261,67.013,70.777,63.802,80.024,71.348,69.660,69.738,69.942,66.062,63.595,64.374,69.991,68.083,66.483,62.530,69.932,66.286,62.773,68.430
209,82.433,120.094,102.212,95.368,78.532,88.946,109.921,94.366,83.502,88.853,97.070,116.368,93.112,74.084,76.951,88.404,84.520,75.000,66.900,70.913,63.438,80.751,70.715,70.080,69.778,70.516,65.907,63.040,63.655,70.601,67.829,66.305,63.256,70.088,66.229,63.118,68.719
210,82.890,119.430,102.381,94.655,79.358,90.955,110.546,94.689,83.517,89.566,97.080,116.121,92.281,73.913,77.108,88.518,84.229,76.011,66.771,71.375,64.120,79.616,72.000,69.534,69.404,70.553,66.093,63.225,63.512,70.030,68.065,66.749,63.187,69.629,66.176,62.921,68.407
211,82.059,119.460,102.251,95.922,78.769,91.918,110.775,94.371,84.025,89.348,96.849,115.976,91.975,73.925,76.894,88.440,84.479,75.140,67.159,70.623,64.014,80.668,71.734,70.190,68.640,69.817,65.863,62.676,64.113,69.847,67.941,66.424,63.161,69.451,66.397,63.268,67.511
212,82.040,118.721,102.557,94.729,78.551,91.033,110.482,94.574,83.562,89.276,96.603,116.673,92.913,73.740,77.268,88.637,84.786,75.750,66.608,70.742,63.882,80.616,71.649,69.474,68.067,70.348,66.414,63.639,63.780,70.210,67.957,66.475,62.742,70.028,66.118,63.011,67.733
213,82.390,119.532,103.216,95.419,78.066,93.951,110.620,94.875,83.840,88.729,97.516,116.519,92.543,73.414,76.386,88.036,84.834,75.985,66.153,71.196,63.430,80.044,72.000,69.837,69.742,70.413,66.644,63.939,64.319,70.411,68.183,66.184,62.993,70.266,66.354,62.807,68.235
214,82.474,120.538,102.459,96.000,78.589,95.547,110.584,94.661,83.417,89.015,96.492,116.054,91.550,73.638,76.715,88.067,84.789,75.930,66.442,70.469,64.085,79.740,70.978,69.497,69.147,70.267,66.164,63.252,64.265,69.745,67.935,66.379,63.090,70.189,66.341,62.735,68.335
215,82.429,120.613,102.171,94.934,78.475,95.661,110.202,93.167,83.109,89.159,96.680,116.334,92.996,73.778,76.361,88.357,84.539,75.316,67.010,70.590,63.560,79.862,71.364,69.497,69.538,70.039,66.160,62.968,63.863,69.634,67.941,66.590,62.871,69.117,66.475,63.113,68.462
216,82.058,118.656,102.870,94.961,78.861,94.621,110.499,94.311,83.554,88.651,96.761,115.551,92.065,73.483,77.074,88.463,85.176,75.037,65.794,70.300,63.756,80.140,70.562,69.497,69.089,70.042,66.741,63.204,64.055,70.171,67.764,67.048,62.908,69.761,66.570,62.692,68.896
217,82.797,119.764,102.224,94.787,79.079,96.977,110.770,94.779,83.406,88.656,97.385,116.374,91.465,73.591,77.079,88.074,84.131,75.629,66.189,70.869,63.671,79.347,71.448,69.681,69.222,70.510,66.308,63.553,63.534,69.610,67.386,66.486,62.906,70.132,66.278,62.615,68.606
218,83.183,119.652,102.323,95.698,78.658,94.990,110.507,94.698,83.009,88.666,96.422,116.123,93.012,73.995,76.251,88.269,84.617,75.691,66.621,71.498,64.147,79.354,71.035,69.500,69.991,70.352,65.926,63.246,63.756,69.877,67.897,66.774,62.694,69.589,66.101,63.138,68.172
219,81.922,119.772,102.908,94.822,78.187,96.021,110.458,94.000,83.782,88.687,96.808,124.267,92.317,73.762,76.767,87.227,84.417,74.960,67.066,70.562,63.667,80.384,71.231,69.687,69.436,70.100,66.389,62.914,64.046,70.123,68.096,66.328,62.931,69.780,65.979,62.633,68.824
220,83.481,119.921,102.794,95.996,79.089,100.904,120.225,94.988,87.074,93.270,99.450,151.231,112.442,84.305,82.594,102.809,87.737,76.511,67.329,71.994,63.946,84.541,77.707,69.970,69.813,71.110,66.620,63.578,63.695,70.372,68.475,66.695,62.507,70.499,68.361,64.719,71.457
221,83.233,121.525,104.415,96.283,78.351,117.605,122.086,94.796,86.443,92.469,99.829,161.146,121.558,86.837,82.490,102.983,88.889,76.849,67.532,71.698,64.126,84.672,79.098,70.270,69.271,70.602,66.016,63.542,63.759,69.820,68.449,66.912,62.578,69.872,69.558,65.317,71.484
222,83.567,123.077,104.465,98.050,77.690,131.759,127.145,96.890,87.290,94.195,105.777,174.955,118.839,88.910,86.108,105.764,92.848,79.915,66.894,70.719,63.899,89.212,83.777,70.518,69.733,70.859,65.981,62.853,63.689,70.925,68.557,66.528,62.917,70.156,70.154,67.147,71.213
223,83.602,124.297,105.702,99.260,78.133,135.705,134.070,98.225,88.111,95.309,113.077,185.331,114.120,91.910,87.779,109.557,97.093,83.357,67.512,71.452,64.008,91.976,87.457,70.412,69.560,70.804,66.037,63.309,63.751,71.802,68.834,66.483,63.069,71.174,71.342,69.277,71.072
224,83.446,125.723,106.358,98.578,79.506,133.654,124.104,97.371,86.880,93.317,107.538,184.723,114.274,87.213,83.760,102.911,94.642,81.294,67.412,71.190,64.285,88.583,82.810,71.423,69.476,70.576,66.843,63.084,64.568,70.982,68.168,66.627,62.675,71.042,69.962,69.363,70.452
225,83.287,126.980,107.313,99.399,79.576,133.136,128.758,105.892,87.804,95.176,106.642,189.385,114.338,91.038,87.735,105.232,95.497,83.665,66.229,71.658,63.750,93.493,83.511,71.419,68.258,72.151,66.836,63.643,64.123,71.592,69.649,67.362,63.212,71.629,69.408,70.546,71.606
226,83.589,134.666,118.280,109.829,80.016,136.579,169.034,119.371,93.106,102.998,114.212,213.328,122.890,104.806,98.715,127.757,103.640,95.188,67.671,72.340,64.043,103.886,90.886,70.898,69.191,76.912,66.579,63.034,63.741,77.078,73.615,68.260,63.138,73.292,74.150,73.111,73.534
227,83.040,132.043,116.295,106.806,79.937,138.329,154.501,125.225,92.871,101.198,111.845,213.838,117.535,100.960,98.233,119.717,102.447,91.364,67.542,71.244,63.769,100.072,90.052,70.297,69.253,75.280,66.609,63.164,64.114,74.147,72.036,67.356,63.106,73.606,72.204,72.757,70.914
228,83.143,129.354,113.969,101.667,78.025,134.837,138.000,133.701,92.109,99.235,110.223,218.334,119.485,96.139,94.985,112.706,99.928,87.842,66.605,71.256,64.566,99.638,88.690,71.107,69.911,74.252,66.222,62.868,63.763,74.925,71.581,66.698,62.461,74.048,70.725,71.556,71.068
229,82.414,126.363,111.834,101.581,79.288,129.098,127.732,139.553,90.498,98.552,109.484,217.235,111.784,94.897,94.599,105.908,97.183,83.963,67.522,71.040,63.328,97.168,87.361,70.968,69.427,72.665,66.056,63.693,64.249,73.354,71.059,66.291,62.643,73.613,69.280,70.966,69.683
230,82.905,125.238,112.095,99.612,78.788,123.993,122.980,147.063,89.624,98.810,109.542,215.474,108.512,95.282,93.654,101.449,95.189,81.342,66.917,71.423,63.700,95.452,87.671,70.029,69.529,72.372,65.701,63.504,63.935,73.441,70.662,66.347,62.857,75.435,68.205,70.560,71.068
231,82.669,124.532,109.625,98.616,79.063,118.726,120.951,151.344,89.883,99.208,109.558,215.498,106.581,95.844,93.616,100.413,93.335,80.794,67.033,70.402,63.855,94.592,88.519,69.412,68.489,71.767,66.146,62.975,64.099,73.844,70.617,66.816,62.468,76.136,67.682,70.986,71.538
232,82.811,123.804,110.649,99.019,78.930,116.103,121.605,151.817,88.774,98.324,105.820,219.569,107.750,96.141,95.359,101.966,94.020,79.507,66.950,71.373,63.632,99.144,87.628,69.687,68.693,73.043,66.252,63.332,63.954,74.003,70.262,66.525,62.793,76.061,68.545,71.222,73.910
233,82.216,122.904,109.824,97.535,77.934,111.498,122.279,160.674,88.377,100.170,109.207,223.853,105.035,96.285,95.607,99.914,92.793,78.643,66.811,71.285,64.151,100.100,86.864,70.050,69.218,73.959,66.611,63.204,64.058,74.312,70.887,66.802,63.058,77.519,67.979,71.138,76.701
234,82.354,121.703,107.472,98.434,77.551,108.879,120.606,170.895,88.677,100.184,111.410,223.558,102.212,96.282,94.807,99.033,90.978,77.919,66.877,70.762,63.457,99.116,87.196,70.355,69.556,73.438,65.632,63.036,63.637,74.270,70.749,66.879,62.894,78.286,67.352,70.796,79.104
235,82.135,122.010,105.924,96.818,78.171,106.862,120.092,171.414,88.453,100.110,107.899,222.914,98.959,94.342,93.524,96.889,90.995,77.243,66.947,71.173,63.632,97.766,86.842,70.305,69.498,72.852,65.880,62.561,64.230,75.078,70.696,66.243,62.855,78.152,66.979,69.995,80.787
236,82.724,122.509,109.160,98.845,78.699,104.117,122.143,172.273,89.630,102.172,110.393,229.470,102.375,103.027,99.813,107.750,92.805,79.515,66.814,71.463,63.766,109.404,92.304,69.591,69.507,75.673,65.877,63.611,63.993,76.066,71.534,67.268,62.795,78.029,68.695,71.227,82.244
237,82.571,122.234,108.833,98.539,77.823,100.879,118.758,168.817,89.564,101.853,112.942,227.437,101.386,100.713,99.310,103.915,92.423,78.136,67.143,70.879,63.771,108.531,91.149,69.835,69.124,75.798,66.262,63.294,63.949,76.219,71.708,67.274,62.751,77.881,68.166,71.100,79.475
238,83.020,123.460,111.134,100.907,78.320,99.302,127.412,170.431,90.454,101.114,115.369,225.515,103.007,104.632,102.722,113.388,95.667,82.658,67.375,71.329,63.161,112.201,93.886,69.716,69.956,75.477,66.523,63.479,63.735,76.435,71.921,67.017,62.949,77.136,70.150,72.005,79.670
239,82.899,122.699,108.610,99.426,77.595,97.493,123.443,172.048,90.575,101.212,117.871,218.715,103.112,103.723,100.482,112.635,96.182,81.820,67.226,71.310,63.521,109.255,90.965,69.583,69.298,74.009,65.625,63.679,64.070,75.817,71.390,67.079,62.825,76.420,69.902,71.703,76.995
240,82.254,121.749,107.546,97.628,78.842,94.531,117.288,171.015,88.717,99.840,112.472,215.309,100.258,99.046,98.790,105.023,94.342,80.853,67.030,71.858,63.254,103.467,88.179,69.898,68.387,73.003,66.324,63.525,63.495,74.126,70.602,66.771,62.747,76.631,68.699,71.642,74.643
241,82.544,122.141,106.350,96.364,78.566,93.175,115.674,162.554,88.717,97.387,107.714,215.432,98.457,95.681,95.357,101.951,92.379,78.224,66.336,71.725,63.860,102.096,86.038,69.915,68.622,71.283,66.366,63.389,63.933,73.042,69.354,66.155,63.115,75.949,68.663,70.773,72.810
242,82.331,120.566,104.802,95.682,78.456,91.755,114.379,156.326,87.216,96.393,104.008,214.856,96.175,92.077,92.520,96.682,90.556,77.125,66.449,71.050,63.895,97.618,83.389,69.866,68.880,70.869,66.375,63.359,63.577,72.676,69.421,67.065,62.608,74.883,67.566,69.694,71.421
243,82.730,120.778,103.942,96.182,78.563,90.234,113.731,152.778,86.820,93.521,101.489,210.452,94.756,91.640,89.594,94.651,89.850,76.529,67.395,70.773,63.246,96.683,82.552,69.046,67.951,71.804,66.116,63.351,63.746,72.372,69.335,67.076,62.456,74.295,67.222,68.800,70.493
244,82.750,119.914,104.820,95.508,77.959,88.563,113.395,152.968,86.955,93.614,100.395,208.655,94.435,93.362,89.541,94.836,89.126,75.949,66.864,71.071,63.822,96.502,80.973,69.548,68.822,72.712,66.259,63.597,63.684,73.273,69.240,67.093,62.348,73.982,67.039,68.796,71.407
245,83.238,119.352,105.027,95.547,78.051,87.706,113.499,156.135,86.582,94.261,100.398,209.366,94.278,95.402,90.856,94.914,88.072,76.360,67.299,70.788,63.033,96.111,83.011,69.403,69.151,74.208,65.903,63.284,63.932,73.336,69.625,66.963,63.078,73.828,66.931,68.322,70.140
246,82.248,120.051,105.053,95.907,77.766,87.507,116.814,167.105,87.639,95.456,103.572,217.556,93.165,99.100,94.794,97.953,88.044,76.985,67.023,71.575,63.554,100.983,83.375,69.431,69.253,74.166,66.391,63.460,63.375,73.862,69.665,66.678,62.465,75.552,66.786,68.830,69.914
247,81.897,118.542,103.781,96.085,78.193,85.774,116.156,168.246,87.215,95.505,103.416,213.235,92.887,97.497,94.138,94.371,88.631,75.588,66.352,71.773,63.572,100.421,82.796,69.760,68.596,73.929,66.127,63.649,64.229,73.697,70.515,66.703,62.963,75.279,66.725,69.914,70.262
248,81.576,118.949,103.900,95.818,78.342,85.362,114.026,161.793,85.360,94.342,100.752,204.389,92.777,93.426,91.749,92.141,87.644,75.529,66.548,71.190,64.004,94.480,82.478,69.428,69.191,72.095,66.340,63.384,63.846,73.336,69.376,66.288,62.673,74.512,66.401,68.313,69.846
249,81.740,119.420,103.486,95.938,79.665,84.128,112.124,165.167,85.789,95.071,99.752,193.695,92.258,90.500,88.862,91.141,87.220,76.412,66.551,71.438,63.847,90.734,81.889,69.267,69.458,71.268,66.525,63.101,63.766,71.835,69.214,65.850,63.482,74.138,66.609,68.073,69.873
250,82.571,118.894,103.238,95.403,79.623,82.605,114.026,170.811,85.635,95.392,101.012,192.071,92.235,90.565,89.319,90.861,86.752,75.529,65.787,70.471,64.062,90.511,81.918,69.355,69.089,71.635,65.743,63.349,63.606,71.826,69.027,66.545,62.364,74.772,65.884,67.388,68.995
251,82.043,118.430,103.151,94.880,78.570,82.388,112.999,171.523,85.999,94.699,101.451,190.229,92.241,90.232,87.981,90.967,85.867,76.930,66.040,70.475,64.118,89.450,83.166,68.859,69.511,71.664,66.218,63.233,63.396,72.078,68.979,67.424,62.426,75.117,66.237,67.073,69.914
252,82.040,118.204,102.800,94.422,78.816,81.514,111.750,168.701,85.043,94.569,98.785,181.369,92.630,88.336,87.259,91.014,85.535,75.515,66.777,70.267,63.775,89.771,82.038,69.201,68.387,71.088,66.400,63.267,63.619,71.399,68.911,66.331,62.641,74.481,65.792,67.150,69.416
253,81.913,118.477,102.089,94.391,78.000,81.362,112.787,166.992,84.517,94.373,99.186,184.798,91.986,87.422,85.871,89.648,85.585,75.169,65.369,70.871,63.413,89.480,79.891,69.109,69.502,71.899,65.889,63.013,63.585,71.571,69.384,67.093,63.157,74.266,66.439,66.853,69.484
254,82.630,118.450,102.363,95.000,77.709,80.360,113.262,165.275,85.705,92.644,99.874,190.191,92.258,88.880,87.518,90.047,85.631,74.676,66.339,70.179,63.415,91.843,78.620,69.495,69.124,71.318,65.597,63.118,63.401,72.192,69.114,66.754,62.608,74.343,66.396,66.417,68.430
255,82.188,117.340,101.433,94.705,78.342,80.231,111.213,165.710,85.119,92.614,99.057,184.662,92.510,85.623,86.187,88.376,85.238,75.441,65.864,70.477,63.674,88.197,76.312,69.136,69.898,71.620,66.491,63.151,63.840,71.093,69.022,66.825,62.689,73.105,66.392,66.132,69.851
256,81.566,118.523,103.061,94.845,79.190,79.708,112.293,161.164,85.057,92.548,97.603,175.156,92.566,82.580,84.940,88.521,84.665,75.790,66.827,70.717,63.641,86.212,74.280,69.209,69.253,71.016,65.956,63.185,64.029,71.114,68.291,66.537,62.800,73.433,66.267,64.927,69.905
257,82.012,117.727,101.461,95.178,78.677,78.942,111.732,158.159,84.814,91.590,98.350,164.750,92.196,81.653,83.701,87.818,84.536,75.794,66.515,70.635,63.822,83.583,73.448,69.661,69.276,70.728,66.454,63.044,64.092,70.724,68.257,66.333,62.698,72.714,65.986,64.578,68.756
258,82.816,117.155,101.897,94.826,78.842,79.210,111.048,154.053,83.919,92.244,97.737,150.167,91.950,79.667,82.898,88.219,84.736,74.555,66.199,70.485,63.762,83.659,73.022,69.704,69.511,70.442,65.775,63.116,63.488,70.222,68.686,66.209,62.705,72.499,66.153,64.077,69.787
259,81.929,118.418,101.432,95.605,78.025,78.771,109.672,148.329,83.725,90.546,96.290,139.736,92.358,78.042,81.219,87.027,84.664,74.562,65.987,70.135,63.479,81.463,72.549,69.409,69.600,70.898,65.817,63.966,63.980,70.736,67.854,66.079,62.809,72.250,66.477,63.467,69.100
260,81.807,115.629,101.754,93.039,78.361,78.965,109.939,148.872,83.573,91.724,96.146,131.870,92.496,76.404,80.800,87.008,83.875,75.419,65.950,69.894,62.643,81.633,72.011,69.399,68.831,70.095,65.887,62.977,63.444,69.940,67.862,66.630,62.680,71.741,66.485,63.560,69.050
261,82.168,117.277,101.933,94.318,78.959,77.848,108.901,139.841,83.791,90.350,96.187,126.347,92.019,75.669,79.227,87.515,84.419,74.202,66.372,70.202,63.298,81.511,71.427,69.343,69.560,69.947,66.275,63.431,63.841,70.502,68.089,66.127,62.525,71.574,66.094,63.333,68.181
