 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37
297,87.648,136.566,112.574,101.097,88.741,141.094,125.016,105.461,92.534,96.473,107.744,129.618,100.087,76.531,81.724,96.022,89.075,73.732,66.860,67.812,63.078,86.343,77.245,73.602,74.764,74.752,70.060,67.357,69.765,75.177,73.141,72.356,67.599,74.954,68.129,63.601,71.968
298,86.855,134.713,113.291,100.973,88.120,140.624,125.083,104.284,91.767,96.800,107.223,129.449,100.025,76.009,81.979,95.358,89.032,73.801,66.236,68.175,63.547,85.275,76.247,73.874,74.173,74.840,70.317,67.384,69.942,74.324,73.221,73.260,67.166,75.180,67.948,63.497,71.244
299,87.919,136.572,112.701,101.969,89.108,145.051,123.148,104.842,91.387,96.052,108.481,128.893,100.273,77.020,82.467,95.387,89.394,72.735,67.063,68.156,63.870,84.598,76.359,73.540,74.498,74.871,69.609,66.319,69.143,75.580,73.103,73.616,66.786,75.594,68.269,62.823,70.977
300,87.817,136.947,113.049,101.779,88.968,140.918,123.843,104.030,91.012,95.782,108.525,128.719,100.922,76.592,82.781,95.869,89.232,73.180,67,68.429,64.072,84.607,76.204,73.371,74.591,74.980,70.454,67.414,68.526,74.895,73.309,73.223,67.435,75.796,67.582,63.070,71.312
301,87.560,136.114,112.776,99.694,88.370,138.021,123.697,104.748,91.124,96.267,108.808,128.579,101.299,76.773,82.847,95.607,88.407,73.136,66.970,68.198,63.409,84.869,76.348,73.824,74.213,75.035,69.759,67.113,69.601,75.252,72.968,73.757,67.629,75.116,68.024,63.490,70.186
302,87.800,136.621,112.839,100.880,87.484,139.970,124.324,104.477,91.579,95.950,108.451,129.382,100.651,76.712,82.416,95.322,89.040,72.129,66.897,68.556,63.149,84.677,76.196,73.337,73.618,75.343,70.215,67.616,69.299,75.168,73.526,72.565,67.521,75.886,68.345,63.340,70.665
303,87.658,135.055,112.158,101.050,88.241,134.927,123.852,105.032,90.832,95.418,107.338,129.262,100.542,77.027,81.682,95.485,89.152,72.397,66.618,68.488,63.597,85.273,76.606,73.013,74.547,74.664,70.419,66.328,69.188,74.565,73.130,74.056,67.334,75.433,67.805,63.322,70.299
304,87.233,135.658,112.198,100.531,89.076,136.240,124.701,105.152,91.437,95.606,108.003,128.497,99.894,76.696,82.321,95.546,88.845,73.801,67.199,67.904,63.595,85.491,75.845,73.312,74.707,74.724,70.139,67.235,69.198,74.375,72.792,72.723,67.396,75.650,68.371,63.571,70.774
305,87.210,136.271,112.022,101.512,88.937,136.094,125.025,104.500,92.439,96.053,108.206,129.181,100.388,76.840,81.650,95.659,88.157,73.463,66.807,67.965,63.711,85.784,76.239,73.067,74.578,75.219,70.699,67.433,69.106,74.432,72.859,73.466,67.641,75.409,67.902,63.685,70.932
306,87.267,135.572,113.046,101.484,88.316,132.287,124.568,104.330,91.411,96.294,107.412,129.299,101.704,77.001,82.839,96.086,89.293,73.165,66.947,67.992,63.820,85.666,76.467,73.340,74.769,75.072,69.942,67.496,69.184,74.796,73.441,74.410,67.053,75.312,68.442,63.383,71.032
307,87.643,133.878,112.253,100.957,88.123,131.287,122.509,104.538,91.304,96.203,108.057,128.668,98.687,76.926,81.783,95.147,89.092,72.184,67.176,67.931,63.686,85.066,75.546,73.436,74.307,74.687,69.285,66.435,68.930,75.360,72.814,73.153,67.348,75.668,67.682,63.338,71.303
308,87.147,136.083,112.060,102.667,89.032,128.343,123.376,104.718,90.747,95.458,108.013,127.981,100.352,76.636,82.478,94.582,89.007,73.963,66.605,68.375,63.882,85.273,75.429,73.094,74.369,74.737,69.479,67.387,68.952,75.177,72.798,73.686,66.532,75.046,68.034,63.587,70.575
309,87.233,135.874,112.133,100.531,87.978,132.788,123.052,103.503,91.080,95.419,107.682,128.048,99.692,76.806,82.826,94.775,89.097,73.342,66.458,69.010,63.477,84.349,74.967,73.920,74.796,75.378,70.345,66.687,69.015,75.754,72.737,73.977,66.721,75.578,67.731,63.145,70.611
310,86.662,136.470,111.886,101.438,88.310,130.554,123.601,103.462,91.020,95.627,107.895,127.846,101.299,76.443,82.304,95.557,89.506,73.489,66.608,68.202,64.112,84.836,76.158,72.947,74.858,74.356,69.743,67.353,68.631,74.649,73.222,72.901,66.611,75.031,68.353,63.002,69.973
311,87.320,137.047,112.284,101.605,89.016,135.500,123.498,104.030,90.964,95.350,107.765,127.854,100.565,76.634,82.459,95.682,88.745,73.577,66.322,68.719,63.826,85.175,75.880,73.465,74.791,75.315,69.819,67.244,68.336,75.216,73.026,73.325,67.030,75.609,67.975,63.655,70.339
312,86.856,135.713,112.833,101.640,88.680,133.000,124.410,105.150,90.908,95.944,106.985,128.340,100.331,76.832,82.246,95.025,88.947,72.746,66.522,68.012,63.866,85.664,76.201,73.802,74.320,75.139,69.752,67.309,68.962,75.237,72.936,73.757,66.707,75.130,68.016,63.347,70.235
313,86.920,136.057,112.423,101.984,87.934,136.005,124.100,104.515,90.877,96.010,108.119,128.141,99.977,76.557,82.611,95.371,88.448,74.316,67.100,68.135,63.484,84.570,76.087,73.706,73.720,75.032,70.194,67.439,69.387,75.399,73.326,73.540,67.279,75.143,67.975,63.667,70.873
314,87.663,135.265,112.542,101.054,88.399,133.292,124.553,104.601,91.198,95.620,108.524,128.516,100.761,76.406,82.467,95.507,88.829,73.158,66.698,68.285,64.159,84.954,75.731,72.976,75.244,75.055,70.058,67.376,68.442,75.069,73.076,73.178,67.341,75.114,68.115,63.415,70.652
315,87.172,136.200,112.212,101.085,88.516,136.540,124.291,104.209,91.536,95.537,107.956,128.639,100.280,77.063,81.902,95.182,88.674,73.331,66.332,68.527,63.746,85.334,75.793,73.034,74.769,74.967,69.667,66.819,68.927,75.447,72.874,73.040,66.876,74.908,68.642,62.995,71.647
316,86.785,135.862,111.904,101.946,87.158,133.748,124.119,104.778,91.226,95.918,107.782,129.403,100.984,77.097,81.854,95.218,88.580,73.011,67.355,68.485,63.558,85.325,75.315,73.249,74.653,74.820,70.116,66.693,69.454,74.886,72.968,73.364,67.601,75.378,68.122,63.932,70.140
317,87.167,135.081,111.342,101.609,88.453,128.505,124.180,104.818,90.890,95.893,108.362,128.331,100.554,77.058,82.272,95.592,89.100,73.956,65.827,69.613,63.399,86.153,75.889,73.256,74.262,74.737,69.808,67.328,68.899,74.622,73.228,73.085,66.535,74.998,68.068,63.873,70.462
318,87.256,133.855,111.423,100.074,87.718,127.079,124.911,105.078,90.911,95.894,107.228,129.377,99.758,76.871,82.605,95.449,88.854,73.184,66.478,69.019,63.583,86.037,76.027,74.032,74.316,75.298,70.042,66.727,69.572,74.928,72.392,72.839,67.099,75.171,68.148,63.998,70.882
319,87.164,135.059,111.663,100.868,88.288,130.365,123.742,104.357,91.641,96.418,107.227,128.750,99.251,76.474,82.440,95.009,88.885,73.507,66.608,68.762,63.862,85.956,76.440,72.960,73.804,74.936,70.095,67.059,68.937,74.676,73.278,73.432,67.362,75.501,68.128,63.535,70.588
320,87.255,135.340,111.977,101.632,88.127,126.199,124.627,105.018,91.245,95.906,108.504,129.704,99.002,76.356,81.401,95.703,89.044,73.335,67.419,68.494,63.884,85.478,76.473,73.021,74.213,74.974,70.468,67.080,69.439,74.829,73.243,72.771,67.682,76.253,67.753,63.351,69.810
321,87.670,134.766,111.611,101.981,87.342,125.121,123.300,104.464,91.569,95.377,108.157,127.833,98.949,76.434,82.775,95.055,88.260,72.496,66.598,68.096,63.545,84.987,75.342,73.101,74.698,75.396,70.780,66.063,68.852,75.243,73.256,72.938,67.134,75.002,68.111,63.433,68.919
322,87.421,134.151,111.305,101.047,88.525,119.266,124.053,105.243,91.074,95.687,108.093,129.035,100.476,76.590,81.465,95.656,88.830,73.283,66.123,68.752,64.048,85.707,75.821,73.214,74.916,74.695,70.815,66.626,69.273,74.616,73.125,73.633,67.721,75.402,68.077,63.331,70.213
323,88.105,134.642,111.796,101.097,87.715,121.308,123.888,103.562,91.438,95.482,107.524,128.351,99.604,76.413,81.594,96.017,88.639,72.294,66.621,67.735,63.514,84.764,74.992,73.617,73.769,74.614,70.748,67.464,68.734,75.177,72.668,72.319,67.419,75.070,67.639,63.036,71.416
324,89.342,135.650,112.304,101.752,88.668,124.516,123.452,103.437,91.128,96.252,107.642,128.983,99.538,76.669,82.155,94.908,88.721,72.993,66.668,68.140,63.961,85.273,76.019,73.300,75.244,74.771,69.796,67.082,69.268,75.456,73.009,72.387,67.689,75.268,67.942,63.551,70.652
325,87.687,135.749,111.856,100.822,87.725,120.371,124.602,104.896,91.557,95.716,107.584,129.456,99.593,76.751,81.972,96.304,88.659,74.151,66.960,68.804,64.324,84.799,75.587,73.848,74.969,74.989,69.812,67.204,68.549,74.063,72.948,72.511,67.051,75.117,68.382,63.356,70.602
326,88.168,133.833,112.244,100.620,87.858,118.538,124.511,103.778,91.450,96.113,107.202,129.700,100.177,76.861,82.087,95.077,88.893,73.415,67.312,69.256,64.376,85.803,75.688,73.503,74.218,74.837,69.442,67.000,68.701,74.634,73.212,73.379,67.539,75.114,67.809,62.973,70.910
327,88.210,131.619,111.466,99.403,87.927,116.657,123.305,103.931,90.737,94.988,106.603,128.391,99.382,76.196,81.681,96.049,88.760,73.794,66.857,68.640,63.717,84.417,76.457,73.741,73.827,74.532,70.785,66.340,69.104,74.156,73.363,73.373,67.323,75.257,68.263,62.991,71.683
328,87.560,130.978,111.607,98.783,88.623,116.883,121.971,102.383,89.702,94.450,105.289,126.067,97.202,76.267,81.512,94.901,88.645,72.173,67.053,66.871,62.566,83.838,74.745,73.538,74.191,74.491,69.338,66.435,68.466,74.868,73.210,72.734,66.468,74.343,68.497,62.646,71.484
329,87.817,133.866,112.613,101.473,89.028,118.533,123.380,103.293,90.674,94.341,105.784,126.998,99.662,76.591,81.684,94.936,88.373,73.592,66.684,68.169,63.186,84.133,75.315,73.776,73.836,74.980,69.727,66.511,68.150,75.844,73.261,73.686,66.864,74.697,68.942,62.943,69.271
330,88.038,132.959,113.397,101.605,89.165,116.956,123.725,104.535,90.713,95.407,107.897,127.341,99.545,76.073,82.645,95.227,87.738,73.993,67.229,67.287,62.959,83.893,75.984,73.294,73.307,74.724,69.928,66.609,68.662,75.937,73.645,73.542,67.841,74.398,68.817,63.222,71.086
331,88.280,134.831,113.076,101.787,90.595,115.441,123.094,103.575,90.227,94.407,106.857,127.715,99.768,76.108,81.673,95.202,88.279,74.147,66.452,68.379,63.124,83.574,75.427,73.612,75.747,75.351,69.850,66.120,68.362,75.682,74.218,73.102,66.873,74.050,68.895,62.887,70.475
332,88.056,133.739,113.419,102.841,90.187,113.038,122.892,103.751,89.895,94.816,107.751,127.733,99.920,76.275,81.299,94.761,88.748,74.419,67.422,68.027,63.424,82.775,74.837,73.361,73.551,75.156,69.674,66.029,68.130,75.051,74.154,72.811,67.382,74.589,68.634,62.317,70.588
333,88.827,134.489,113.060,102.810,90.715,112.519,121.453,102.814,89.626,94.624,107.550,126.406,99.745,76.366,82.620,95.349,88.472,72.882,67.439,67.040,62.810,82.948,75.003,73.645,73.569,75.214,68.912,66.687,67.973,76.018,74.055,72.989,66.643,74.479,68.869,62.710,71.674
334,88.183,135.088,113.589,102.109,91.282,111.600,122.271,103.150,89.361,94.659,106.326,127.315,100.267,76.123,82.507,95.103,88.263,73.018,66.781,67.198,62.938,82.640,76.120,72.802,74.902,74.911,69.803,66.147,68.626,76.462,73.626,72.983,66.717,74.393,69.174,62.524,70.701
335,88.885,135.316,113.538,102.202,90.820,109.818,123.731,103.071,90.110,94.788,107.020,126.198,99.850,76.475,82.132,95.158,88.103,73.846,66.395,66.731,62.986,83.181,75.141,72.621,73.564,75.361,69.935,65.918,68.411,76.393,74.007,73.613,66.654,73.958,69.209,62.238,70.584
336,87.955,134.739,113.802,102.333,91.994,108.575,122.262,102.568,89.363,94.571,106.843,127.440,98.581,76.240,82.242,94.512,88.048,74.018,67.302,66.840,62.822,82.365,75.198,73.936,74.036,75.017,70.037,66.332,67.918,75.444,74.069,73.695,66.811,73.572,68.773,62.376,70.154
337,88.689,134.721,113.906,103.252,89.975,107.234,122.717,104.074,89.787,94.411,106.126,125.586,99.412,76.656,81.762,95.127,88.053,73.261,67.023,66.392,62.112,82.107,75.038,73.188,73.324,74.695,69.602,66.622,67.988,76.336,74.440,73.438,65.889,73.717,68.922,62.744,70.484
338,87.811,134.352,113.198,102.484,91.854,106.976,123.034,103.237,89.960,94.295,106.859,127.024,99.081,76.414,81.754,95.257,87.649,72.423,66.860,66.321,62.717,80.987,75.299,72.850,74.596,74.791,69.118,66.590,68.063,75.973,74.284,73.028,66.196,74.004,68.882,62.363,70.389
339,88.795,135.523,113.856,103.484,92.345,105.147,122.910,103.483,89.608,94.045,106.798,126.157,99.908,76.543,80.987,94.823,88.151,73.092,67.309,66.919,62.694,81.716,75.323,73.775,74.253,75.218,70.060,66.767,68.406,76.021,73.872,72.921,66.141,73.978,68.667,62.456,70.507
340,88.347,134.487,113.948,101.690,90.943,103.724,122.572,103.704,89.871,93.488,106.569,126.658,99.596,76.375,82.049,94.726,87.076,74.893,67.399,66.821,62.438,81.563,74.777,72.856,73.693,74.880,69.433,66.626,67.749,75.982,74.719,73.960,66.327,74.217,68.716,62.231,70.389
341,88.390,135.644,113.267,102.101,91.886,102.956,122.868,103.302,89.607,95.045,108.244,126.395,99.465,76.313,81.943,94.363,88.033,74.346,67.774,66.902,62.132,82.273,74.913,72.719,72.796,75.424,69.593,66.027,67.903,76.514,74.182,73.500,66.028,74.026,68.390,62.857,70.466
342,88.694,134.894,112.806,102.667,91.136,100.895,123.275,103.547,89.651,94.456,107.045,126.752,99.802,76.175,81.291,94.942,88.318,73.154,67.120,66.421,62.713,82.258,75.052,73.276,73.462,74.506,69.470,66.053,68.599,76.192,73.812,73.537,66.009,73.928,68.705,62.918,70.240
343,88.695,134.022,113.374,102.221,92.123,99.311,123.495,104.384,90.441,94.130,107.577,127.020,99.313,75.963,82.017,95.451,88.110,73.673,68.136,67.246,62.760,81.386,75.071,73.578,72.747,74.904,69.299,65.983,68.154,76.237,74.296,73.842,66.694,74.002,68.639,62.633,70.226
344,89.247,136.572,113.533,103.260,91.544,99.479,121.539,101.613,89.179,93.578,107.426,125.629,99.540,76.128,81.289,94.423,87.982,72.419,67.133,65.990,62.442,80.841,75.560,73.321,73.631,74.968,69.477,67.025,68.505,76.327,73.519,73.410,65.873,73.433,68.983,62.351,69.968
345,90.029,135.460,113.277,102.488,91.585,97.177,122.808,103.008,89.948,94.027,107.117,127.454,100.122,75.999,81.822,94.643,87.746,73.776,68.096,66.744,62.680,81.928,75.451,74.725,73.840,74.828,69.516,66.145,68.580,76.390,73.856,72.517,65.970,74.433,68.604,62.098,71.018
346,89.963,134.120,114.109,103.841,91.019,97.049,121.778,102.973,89.846,94.629,106.601,126.817,99.149,76.408,82.439,94.934,88.047,73.489,67.581,66.352,62.202,81.410,75.427,74.032,73.516,74.524,70.093,66.786,67.887,77.168,74.218,73.201,66.007,73.341,68.405,62.848,71.090
347,89.612,134.564,113.403,103.674,91.354,94.497,123.077,102.910,89.744,94.058,107.407,126.827,99.200,75.869,82.240,95.224,88.593,73.996,67.824,67.087,62.651,82.389,75.666,73.634,74.204,75.231,70.331,67.223,68.154,76.814,74.450,73.734,66.242,73.859,68.753,62.082,70.005
348,89.767,134.289,113.016,101.868,91.538,94.299,122.610,103.159,90.058,95.019,106.846,127.088,99.816,76.307,81.665,95.102,88.015,72.871,67.422,66.275,62.924,82.441,74.842,73.030,73.382,74.833,69.757,66.368,68.331,76.456,74.276,73.164,66.336,73.949,68.780,62.610,70.624
349,88.842,134.674,112.930,103.171,91.051,93.364,121.911,103.658,89.702,94.957,106.840,126.421,99.435,76.071,81.660,94.923,87.508,73.029,67.967,67.381,62.450,82.640,75.035,72.676,74.071,74.201,70.292,66.926,67.968,76.024,73.968,74.107,66.597,73.769,68.829,62.778,70.507
350,88.433,135.422,113.397,102.678,91.665,92.154,123.214,103.014,90.142,94.918,107.309,126.617,98.837,76.340,81.639,95.413,88.103,73.820,66.704,67.438,62.835,82.275,74.788,72.613,74.000,74.891,69.384,66.473,68.244,76.246,74.120,73.503,67.051,74.117,68.469,63.029,70.878
351,88.849,135.189,112.768,103.116,90.892,91.813,122.350,102.832,89.942,93.795,107.390,125.860,99.336,76.544,81.563,95.282,88.085,73.743,67.326,67.346,62.519,81.439,74.571,73.198,73.844,75.246,69.569,66.324,67.730,76.898,73.767,73.492,66.848,74.229,68.933,62.433,69.973
352,89.563,133.798,113.173,103.698,90.930,91.012,122.801,102.793,89.404,93.977,106.062,126.378,99.848,76.601,81.115,95.149,87.717,73.820,67.352,66.856,62.680,81.930,74.465,73.353,73.844,74.311,69.935,66.548,68.121,76.649,73.611,74.088,65.779,74.334,68.565,62.717,70.376
353,89.924,135.006,113.852,103.453,91.465,90.042,121.996,103.068,89.649,94.138,106.942,127.343,100.867,76.666,81.354,95.122,87.708,73.908,67.349,67.137,63.186,81.893,75.071,73.561,73.693,75.066,69.963,66.681,68.251,76.742,74.291,73.845,66.069,74.009,69.099,62.778,71.014
354,89.980,135.525,113.032,102.775,90.930,89.743,122.587,103.207,89.250,95.025,107.190,127.641,99.435,76.482,81.968,95.066,88.341,73.787,67.302,66.860,62.828,81.924,75.103,72.615,73.520,74.940,69.458,66.475,67.790,77.270,73.655,73.797,66.378,73.549,68.982,62.830,71.204
355,89.086,134.896,113.739,103.895,91.494,89.939,122.629,103.242,90.388,94.110,107.267,126.101,100.209,76.227,81.934,95.574,87.893,73.971,67.143,67.356,62.984,82.559,75.255,73.284,74.649,74.899,69.755,66.334,68.198,75.820,74.390,73.153,66.214,73.840,68.614,62.274,71.665
356,88.983,133.690,113.139,101.953,91.301,87.935,123.103,103.655,89.942,94.967,107.135,127.287,99.248,76.095,82.316,94.939,88.200,74.169,67.801,67.144,63.281,82.502,74.995,73.173,74.511,74.892,69.611,66.597,67.379,76.592,74.174,73.814,66.933,74.343,69.247,63.392,70.652
357,88.856,136.033,113.258,103.031,91.813,88.442,123.441,103.191,90.118,94.589,107.654,126.995,99.878,76.364,80.800,95.839,88.337,73.967,67.585,67.479,62.101,82.841,73.957,72.957,73.627,75.127,69.940,66.265,68.556,76.228,73.947,73.621,66.334,73.864,69.001,62.150,70.063
358,88.904,134.079,112.847,102.822,91.310,87.320,122.942,103.514,90.013,95.036,108.037,127.553,99.343,76.294,81.416,95.354,88.301,74.206,68.126,67.652,63.176,82.223,75.356,72.767,73.387,74.836,69.662,66.599,68.621,76.279,74.481,73.486,66.196,73.892,69.524,62.939,71.100
359,88.700,134.303,112.111,102.306,90.218,87.000,123.091,104.107,89.824,94.994,107.343,127.657,100.019,76.291,81.480,95.776,87.949,74.283,68.136,67.527,62.593,82.629,74.973,73.002,73.511,74.833,69.595,66.975,67.865,75.571,74.454,73.277,66.749,74.299,68.714,63.170,70.986
360,88.207,134.619,113.321,103.407,90.361,87.678,121.839,101.596,89.738,94.104,107.410,125.809,99.474,76.519,81.474,95.592,87.641,73.173,66.276,66.913,62.320,81.596,74.761,72.994,74.658,75.046,70.046,65.807,68.517,76.601,74.306,74.161,66.482,74.248,69.308,62.392,70.190
361,88.929,134.473,113.876,104.694,92.421,86.661,122.806,102.601,89.891,94.420,106.960,126.704,98.802,76.812,82.176,95.671,88.074,73.441,66.748,67.079,62.965,81.500,76.149,73.372,74.662,74.803,69.324,66.777,67.582,76.471,73.956,73.350,66.523,73.861,68.995,62.553,70.683
362,88.588,134.978,112.868,103.422,91.294,86.423,122.411,102.050,89.626,94.533,106.733,126.367,99.777,76.869,82.134,94.930,88.231,73.588,66.751,66.842,62.459,82.297,74.486,73.120,73.582,74.396,70.083,66.269,68.032,75.880,74.421,73.590,66.449,74.147,69.233,62.791,70.502
363,88.534,133.668,113.413,103.295,91.921,86.103,121.794,102.566,89.658,94.249,107.324,126.666,98.989,76.617,81.633,95.717,88.548,73.136,67.920,66.248,63.054,82.114,74.954,73.188,73.564,75.005,70.271,67.034,68.256,76.225,74.355,73.141,65.975,73.763,68.910,62.515,70.548
364,88.286,135.012,112.811,104.008,91.184,85.563,122.645,103.108,89.677,94.293,107.715,126.500,99.819,76.520,82.147,95.695,88.323,74.434,67.860,68.096,63.188,82.382,74.970,73.136,74.164,74.757,69.579,66.235,68.195,76.276,73.846,73.477,66.113,73.628,69.235,62.934,71.018
365,88.373,134.358,113.622,103.120,91.342,84.795,122.616,102.589,90.089,94.556,107.050,126.974,99.749,76.379,82.115,96.031,88.502,74.640,67.744,67.908,63.483,81.959,74.769,73.466,73.569,74.693,69.738,66.775,67.986,76.273,73.925,73.387,66.947,74.393,69.173,62.726,70.833
366,88.497,133.955,112.316,103.690,90.266,84.834,122.845,103.566,89.924,94.471,107.607,127.457,100.543,76.388,82.083,96.890,88.071,75.059,67.645,68.137,63.347,82.646,74.361,73.139,73.311,74.603,69.810,65.950,68.145,76.468,74.526,73.873,66.389,73.881,68.984,62.957,70.643
367,88.328,134.564,112.708,103.109,90.250,84.780,122.301,102.965,89.903,95.393,107.948,126.846,99.761,76.511,82.380,97.318,88.194,74.279,68.076,66.783,63.347,81.566,74.636,73.198,74.067,75.184,69.748,66.649,68.138,76.529,74.450,73.147,66.502,73.998,68.842,62.578,71.348
368,88.363,134.438,113.480,102.078,91.373,84.329,123.643,103.101,89.514,94.533,107.623,126.735,99.881,77.124,81.217,96.870,87.852,75.158,67.120,67.987,63.955,82.629,74.516,73.144,73.560,75.269,69.938,66.424,68.235,76.132,74.368,73.811,66.601,73.620,69.047,62.596,70.629
369,88.640,135.701,111.648,102.380,90.728,84.105,122.538,103.320,89.790,95.321,107.306,127.295,100.542,76.762,81.535,96.728,88.499,75.147,68.120,67.583,63.353,82.705,75.378,73.743,73.271,75.083,69.887,66.687,68.090,75.826,74.302,73.299,66.454,73.725,68.894,63.118,70.425
370,88.143,133.175,112.358,103.085,91.557,84.114,122.588,103.414,89.429,94.527,107.410,127.395,99.607,76.927,81.563,97.235,88.460,74.614,68.296,67.877,63.946,82.432,74.954,72.866,73.302,74.745,69.653,66.800,68.263,75.802,73.935,73.641,65.829,74.143,69.210,63.474,70.683
371,88.023,134.739,112.548,103.411,91.377,86.444,121.114,102.722,89.134,94.403,108.105,126.129,99.568,77.069,81.718,96.854,88.155,73.316,67.429,67.210,63.669,81.753,75.280,72.601,74.236,74.392,69.546,65.836,67.857,76.646,73.396,73.384,66.210,73.602,69.055,62.771,70.738
372,88.858,135.053,112.892,104.217,91.187,90.052,122.055,102.517,89.076,94.366,106.992,125.674,99.984,76.619,81.656,96.825,88.204,74.963,67.874,67.677,63.085,81.758,75.565,73.987,74.160,75.188,69.660,66.714,67.637,76.315,73.522,73.568,66.537,74.545,69.009,62.454,71.244
373,88.740,135.503,113.583,103.950,91.127,89.558,122.226,103.455,90.174,94.762,107.643,126.951,99.478,76.658,81.147,97.238,88.227,73.926,67.203,67.375,64.155,82.271,75.046,73.236,73.809,75.070,69.782,66.496,68.444,76.042,73.660,74.412,65.631,74.283,68.779,62.308,70.308
374,87.993,134.464,113.910,103.752,90.839,94.129,122.653,103.005,89.820,94.775,107.077,126.256,99.680,76.933,81.817,96.800,88.506,74.585,67.585,67.454,64.029,82.779,75.163,74.168,73.471,74.763,69.866,67.013,67.959,76.745,73.247,73.040,66.263,73.653,69.427,62.853,70.407
375,88.843,134.613,114.240,103.252,90.623,93.673,122.334,102.595,89.828,94.512,107.654,126.808,100.559,76.973,81.760,96.210,89.214,73.596,67.183,67.733,63.269,82.216,74.647,74.519,73.867,74.084,70.019,66.649,68.288,75.318,73.966,73.477,66.014,73.455,68.971,63.190,70.367
376,88.316,134.937,114.096,104.205,91.889,97.430,122.670,102.581,89.659,94.877,107.500,126.899,99.793,76.441,82.047,96.214,88.370,74.423,67.405,67.523,63.446,82.950,75.043,74.463,73.547,75.126,69.963,66.563,68.305,76.174,74.114,73.079,66.562,73.448,68.918,62.143,71.032
377,88.436,136.344,114.022,103.729,90.991,100.995,123.116,102.242,89.658,94.219,108.324,127.780,100.057,76.611,81.862,96.006,88.303,73.853,67.970,67.960,63.200,82.541,74.601,74.252,72.898,75.318,70.000,67.225,67.990,75.697,74.077,73.088,65.910,74.165,69.000,62.816,70.317
378,89.212,136.012,114.169,103.771,90.924,101.762,122.876,102.727,90.373,94.813,106.914,127.704,99.595,76.954,81.597,95.978,87.984,73.853,66.724,67.313,62.845,82.906,74.848,73.580,72.467,74.725,70.169,66.632,68.217,76.093,73.545,73.573,66.560,74.022,68.718,62.444,70.905
379,88.569,135.149,114.213,103.403,90.171,99.561,123.424,103.287,89.985,94.609,108.155,127.359,99.699,76.744,81.612,95.903,87.766,74.059,67.638,67.210,62.731,82.701,74.041,73.366,73.569,74.915,71.035,66.321,68.193,76.489,73.901,72.881,66.917,73.609,68.707,62.971,70.860
380,88.875,135.253,113.970,101.128,91.788,102.154,123.483,102.491,89.265,94.853,107.594,127.423,100.442,76.825,81.921,95.887,88.407,74.441,68.050,67.508,63.074,81.592,75.035,73.310,73.378,74.196,69.755,66.483,68.713,76.006,73.855,73.980,66.700,73.941,69.095,62.544,70.611
381,88.569,135.780,113.581,102.171,90.959,106.983,122.794,103.080,89.657,95.037,108.001,128.568,99.303,76.630,82.327,95.977,88.520,73.809,67.120,67.381,63.238,82.498,75.935,73.466,73.129,74.924,69.993,66.956,68.549,76.099,73.829,73.588,66.698,73.897,68.807,63.696,70.507
382,90.303,136.332,114.864,104.829,90.937,108.867,128.012,108.598,92.091,96.895,112.137,157.264,110.674,81.684,85.318,100.970,90.816,77.092,67.080,69.385,63.816,83.714,79.024,74.419,73.240,74.912,69.623,66.143,68.181,76.282,73.920,73.814,66.585,74.965,69.899,64.234,71.462
383,90.197,137.086,116.078,103.275,91.291,107.745,133.169,113.107,92.744,97.922,112.700,175.682,118.566,86.710,87.505,102.786,93.143,77.827,68.302,68.963,63.897,84.956,83.519,75.120,73.493,74.733,69.590,66.609,68.084,76.465,74.310,73.249,66.235,76.149,71.029,66.630,72.249
384,92.402,140.994,120.334,111.853,91.266,117.558,154.486,110.153,93.716,99.225,113.450,210.029,116.379,92.242,96.686,110.214,100.351,81.551,67.319,68.685,63.419,90.583,88.579,75.224,73.613,78.682,69.229,66.685,68.437,79.360,75.797,75.856,66.449,75.829,73.975,69.460,73.914
385,93.035,145.277,133.277,124.791,93.111,139.003,180.399,107.934,94.118,100.257,113.456,226.078,121.101,98.013,101.775,115.764,108.903,85.706,68.934,68.615,63.750,94.461,92.340,76.144,73.276,81.838,70.535,66.788,67.812,80.943,78.486,79.799,65.652,76.292,77.331,71.102,73.226
386,91.299,144.615,131.884,120.256,92.013,148.753,162.875,106.874,93.376,98.260,111.477,228.265,119.124,93.909,98.465,110.618,107.435,85.015,67.970,68.342,63.593,91.465,86.511,77.831,72.147,79.848,70.477,67.015,67.775,80.432,77.874,78.071,66.836,75.094,75.799,69.571,72.199
387,90.708,143.578,129.330,113.992,91.839,150.490,145.901,110.426,92.573,97.967,113.786,227.089,115.839,91.513,94.045,105.667,104.179,82.375,68.761,67.923,63.374,90.670,83.101,79.228,72.956,77.545,70.204,66.155,68.410,79.526,76.660,74.751,66.949,75.862,73.752,68.884,71.502
388,90.109,142.971,126.214,110.236,90.690,158.729,136.494,110.473,93.085,97.589,111.505,228.599,111.963,88.830,90.344,103.034,99.259,79.184,68.429,68.444,63.196,87.642,80.910,79.053,73.164,76.861,69.910,66.548,67.747,78.976,76.185,74.435,65.977,75.725,71.814,67.887,70.896
