 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37
26,86.959,129.273,109.984,94.624,86.241,104.336,117.960,99.569,90.767,94.580,108.664,121.008,91.391,74.928,78.856,90.826,83.975,0.000,0,11.515,56.812,73.408,71.913,73.419,73.853,78.364,70.972,68.126,69.797,79.390,82.367,79.983,65.124,76.736,66.705,53.991,70.326
27,87.120,127.452,110.536,95.260,85.940,103.023,118.069,98.395,89.849,94.530,107.944,121.037,91.366,74.997,78.760,90.958,83.950,0.000,0,11.592,56.977,72.893,71.992,73.152,73.987,77.582,70.377,68.040,70.061,80.102,81.891,79.404,64.949,76.365,66.593,54.510,69.561
28,86.501,126.442,109.239,92.372,84.788,98.671,118.785,100.320,91.598,95.584,109.869,121.840,91.733,74.694,78.905,91.172,84.988,0.000,0,9.887,56.634,74.148,72.296,73.228,73.836,77.824,70.940,68.389,70.751,79.120,82.024,80.415,65.650,77.037,66.686,52.975,69.747
29,86.276,126.947,109.136,94.395,85.744,96.245,118.627,100.647,90.812,95.226,108.657,121.724,92.027,74.331,78.550,90.934,83.954,0.000,0,9.752,56.740,73.657,72.467,73.899,73.813,77.965,71.681,68.830,70.768,79.676,82.771,79.799,66.074,76.651,66.486,53.764,69.063
30,85.832,127.829,108.961,94.609,85.484,95.748,119.511,99.850,90.232,95.201,108.268,121.493,91.811,74.728,78.132,91.354,84.193,0.000,0,9.708,56.223,74.483,72.628,73.623,73.724,77.541,71.218,68.155,70.382,80.144,82.334,78.901,66.048,76.517,66.327,53.179,69.860
31,86.403,127.310,107.823,93.868,85.832,94.804,118.454,100.797,91.306,95.282,109.659,121.263,90.418,74.717,78.416,90.610,84.370,0.000,0,9.940,56.736,73.906,72.087,73.888,73.631,77.645,70.900,68.391,70.666,78.865,82.388,77.780,66.143,76.749,66.195,53.281,69.484
32,86.269,128.389,109.330,94.012,84.877,93.187,118.354,99.476,90.644,95.275,109.040,120.994,90.726,74.606,78.592,90.981,83.790,0.000,0,9.781,56.430,74.122,72.432,74.080,73.302,78.191,70.338,67.557,70.776,79.559,82.253,79.167,65.417,76.826,66.439,52.957,69.760
33,87.715,128.690,110.443,95.574,86.054,94.399,117.007,98.554,90.235,93.929,108.139,124.935,90.336,74.943,78.100,89.950,83.768,0.000,0,11.627,56.554,72.432,71.429,73.085,73.684,77.225,70.650,68.624,70.183,79.595,82.126,77.429,65.242,75.925,67.042,53.968,69.738
34,86.486,127.257,109.163,95.101,84.775,91.229,119.255,100.225,90.931,94.602,109.582,128.345,91.262,75.014,77.928,91.526,84.072,0.000,0,9.808,56.335,73.725,72.503,73.824,73.560,78.352,70.863,68.130,70.457,79.796,82.200,77.664,66.486,76.424,66.569,53.528,69.158
35,86.037,126.845,107.279,93.523,86.301,89.776,118.374,100.441,90.534,95.102,108.493,126.367,90.938,74.684,78.543,91.609,84.326,0.000,0,9.640,56.847,73.380,72.188,73.351,74.009,77.848,71.185,68.197,70.575,79.372,82.100,77.534,66.037,76.193,66.204,53.501,69.357
36,86.972,128.919,109.509,93.054,86.190,91.997,115.955,98.363,90.180,93.921,109.285,121.937,89.827,75.027,77.871,91.513,84.019,0.000,0,11.383,56.733,72.498,71.546,73.174,72.911,77.401,69.914,67.809,69.776,80.384,81.500,77.664,65.392,76.095,66.333,54.764,70.597
37,85.347,126.927,108.297,94.810,85.665,88.832,118.966,100.404,91.075,94.945,109.194,122.762,91.694,74.542,78.410,91.340,83.832,0.000,0,9.587,56.905,73.031,71.995,73.315,73.844,77.770,70.685,68.511,70.196,79.381,82.083,77.689,65.387,76.721,66.123,53.526,69.403
38,86.022,126.782,107.815,94.547,85.104,87.351,118.631,99.520,90.502,94.609,108.138,121.447,90.331,74.394,79.327,91.127,84.232,0.000,0,9.627,56.663,73.273,71.666,73.243,73.716,77.587,71.169,68.284,70.363,80.589,82.280,77.223,65.532,76.198,66.352,53.238,69.973
39,86.505,127.705,107.862,94.791,85.826,85.907,119.000,100.291,90.881,94.378,108.667,121.737,92.188,74.247,79.197,91.225,84.259,0.000,0,9.825,56.320,72.836,72.829,73.335,72.564,77.624,70.102,68.126,69.734,79.153,82.268,76.833,65.751,76.549,66.259,53.612,70.344
40,86.431,127.039,108.513,96.043,85.665,86.260,118.362,99.138,90.233,94.455,108.527,121.269,90.558,74.545,78.378,91.089,83.536,0.000,0,9.813,56.337,73.319,71.312,74.081,73.858,77.323,70.433,68.945,70.507,78.985,82.009,77.486,65.470,76.372,66.678,53.345,70.104
41,86.086,126.532,108.014,93.740,85.566,84.516,117.982,99.464,91.069,94.959,108.419,121.253,91.586,74.333,78.064,91.449,84.174,0.000,0,9.933,56.273,73.812,72.280,73.053,73.080,77.606,71.012,67.874,70.560,78.868,82.262,76.076,66.214,76.277,65.984,53.522,69.516
42,85.976,127.546,108.536,94.752,85.244,85.108,118.502,99.511,90.833,94.739,108.212,121.380,90.396,74.235,78.849,90.290,84.274,0.000,0,9.775,56.438,73.745,73.185,72.998,72.951,77.612,70.718,68.943,70.208,80.192,82.031,76.395,65.417,76.048,66.290,53.395,69.416
43,87.027,128.295,109.422,96.256,85.915,85.935,116.971,98.486,90.296,94.029,108.745,119.414,90.310,74.602,78.238,90.097,83.607,0.000,0,11.660,56.300,72.428,72.342,73.455,74.160,78.369,70.248,68.731,69.947,79.225,82.182,76.910,65.760,76.286,66.222,54.222,69.176
44,87.526,126.713,107.627,94.589,85.459,83.332,119.030,99.077,90.366,94.729,108.927,121.047,90.926,75.102,78.374,90.925,83.940,0.000,0,9.575,56.709,73.100,72.158,73.307,73.778,77.615,70.185,68.021,69.759,79.066,82.112,76.559,65.113,76.657,66.573,53.342,69.235
45,88.752,126.640,108.038,94.651,85.946,82.914,118.197,99.616,90.336,94.536,109.282,121.177,91.288,73.918,77.945,90.826,83.875,0.000,0,9.913,56.390,72.974,73.073,73.419,73.182,76.947,70.701,68.084,70.225,78.565,81.664,76.904,65.539,76.207,65.774,53.488,69.855
46,86.587,125.430,107.054,93.973,84.484,81.280,120.030,99.479,90.608,95.080,108.163,121.590,91.140,74.090,78.747,90.707,84.046,0.000,0,8.158,56.806,73.917,72.943,73.989,73.853,76.853,70.938,68.847,70.152,78.372,81.755,76.517,65.442,76.699,66.346,51.617,68.281
47,87.412,127.896,108.163,94.543,84.699,82.145,117.831,99.305,90.454,94.581,108.475,120.172,90.549,74.463,78.144,90.592,83.544,0.000,0,9.735,56.273,72.755,72.261,73.580,72.720,77.470,69.819,68.481,70.188,78.919,81.957,77.220,65.327,76.294,66.417,53.213,69.606
48,87.268,128.077,108.094,94.147,84.889,81.760,117.182,99.110,89.771,94.438,108.328,119.737,90.805,74.687,78.463,91.061,83.952,0.000,0,9.671,56.641,72.509,72.310,73.679,73.271,77.603,71.384,68.006,69.631,79.748,82.046,76.144,65.085,76.185,66.299,54.111,70.638
49,85.983,124.800,107.169,93.519,84.636,80.115,118.941,99.556,90.623,94.838,109.154,121.244,89.729,74.638,78.149,90.823,84.377,0.000,0,8.277,56.366,74.057,72.266,73.458,73.707,77.194,70.523,68.216,70.210,79.673,82.103,76.297,66.311,76.521,66.323,52.075,70.787
50,87.030,126.458,108.499,94.833,85.873,81.278,117.332,99.237,89.428,93.951,108.658,119.723,90.752,74.186,77.491,90.258,84.052,0.000,0,9.790,56.444,72.537,71.696,72.888,74.062,77.825,69.884,68.437,69.706,79.123,81.675,76.494,66.111,76.367,66.051,53.315,69.611
51,86.711,127.314,108.323,94.043,85.987,81.406,117.326,98.875,89.795,94.233,108.842,119.030,90.908,74.553,76.955,90.404,83.033,0.000,0,9.644,56.738,72.788,72.160,73.030,72.667,77.502,70.257,68.481,70.022,79.721,82.101,76.215,64.694,76.545,66.792,53.254,69.769
52,85.901,124.839,107.541,94.256,85.016,79.517,119.480,100.617,90.516,95.214,108.513,121.137,90.386,74.433,77.805,90.920,83.642,0.000,0,8.296,56.795,73.402,71.905,73.252,74.640,77.347,70.641,68.532,70.232,79.141,82.052,76.441,65.767,76.261,65.997,51.941,70.036
53,85.950,126.438,107.795,94.050,84.921,78.997,118.431,99.556,90.733,94.773,109.126,120.796,90.122,74.581,78.429,91.033,83.659,0.000,0,8.135,56.360,73.646,71.954,74.505,73.182,77.423,70.755,68.592,70.515,78.940,81.762,75.814,65.214,76.561,66.075,52.159,69.629
54,85.450,125.640,107.594,93.112,84.816,78.497,118.658,99.514,90.223,95.284,107.857,120.810,90.342,73.982,77.650,91.272,83.928,0.000,0,8.206,56.287,74.090,72.457,74.118,72.564,78.148,70.287,68.817,70.246,79.231,81.285,75.816,65.864,76.239,66.280,51.959,70.176
55,85.518,126.464,107.543,91.574,83.759,78.509,119.009,100.393,90.006,95.272,108.289,121.463,91.818,74.383,78.374,90.466,83.855,0.000,0,8.288,56.787,73.723,72.516,73.532,72.680,77.409,70.625,68.090,70.106,79.144,82.212,75.494,65.894,76.448,66.209,51.803,69.652
56,85.618,126.320,105.754,92.399,85.332,77.302,119.009,99.796,90.034,94.755,108.341,121.361,92.204,73.747,77.684,90.850,83.618,0.000,0,6.896,55.928,73.963,71.995,73.591,73.187,77.172,70.181,67.752,70.235,79.592,81.858,75.740,65.387,76.444,65.910,50.383,70.113
57,86.013,125.859,107.800,93.492,84.962,78.313,118.737,99.859,90.514,95.035,108.544,120.549,90.956,73.981,77.943,91.986,83.701,0.000,0,9.688,56.463,73.157,72.277,74.002,72.929,77.808,70.514,68.744,69.271,78.871,82.001,76.573,65.991,75.668,66.213,53.449,69.774
58,85.944,124.760,106.986,93.364,85.911,76.927,118.626,99.640,90.917,94.985,108.172,119.975,89.846,74.330,78.121,90.202,83.422,0.000,0,8.227,56.273,73.500,72.302,73.863,72.960,76.988,70.405,68.210,70.147,78.189,81.725,75.901,65.694,76.051,66.095,51.850,69.339
59,85.113,126.896,107.451,93.822,85.199,77.378,118.098,98.881,89.909,94.844,108.273,119.925,90.881,73.809,77.374,90.662,83.698,0.000,0,6.658,56.200,72.782,71.821,73.113,72.698,77.481,70.986,67.618,69.657,78.985,82.281,76.045,65.756,76.040,66.261,50.145,69.851
60,85.412,124.745,107.308,92.581,84.108,76.701,118.411,99.866,90.609,95.076,108.810,120.403,90.726,74.066,77.896,90.664,83.672,0.000,0,5.292,56.227,73.386,71.878,72.802,73.156,77.440,71.236,67.996,70.509,79.093,82.029,75.828,65.864,75.870,66.237,48.050,68.489
61,84.864,123.978,106.818,93.147,83.117,76.409,116.830,98.725,89.498,93.336,106.422,118.312,90.335,74.513,77.537,90.847,83.858,0.000,0,9.792,56.475,73.011,71.609,71.979,73.280,77.080,70.273,68.034,69.648,77.748,82.118,75.336,66.005,75.650,66.084,53.243,69.367
62,85.816,124.646,107.397,94.151,85.810,76.921,116.732,98.020,89.982,93.793,106.993,120.195,91.819,74.602,78.480,90.274,83.584,0.000,0,9.915,56.085,73.212,72.739,72.551,73.182,77.657,71.030,67.937,69.942,78.682,81.950,75.412,65.650,76.108,66.131,53.379,69.312
63,86.186,126.874,107.037,94.035,84.408,77.217,118.096,99.182,90.539,94.943,108.923,119.548,90.120,74.012,77.658,91.316,83.110,0.000,0,6.769,56.043,72.544,72.212,73.102,73.067,77.271,70.641,68.059,70.102,79.159,82.159,75.910,65.647,76.613,66.443,50.612,68.973
64,86.152,126.312,107.139,94.539,83.725,77.820,117.855,98.338,90.508,94.238,108.790,118.453,89.793,74.113,76.941,90.374,83.801,0.000,0,6.721,56.114,72.622,71.840,72.915,73.471,77.568,70.995,68.426,70.179,78.883,81.715,76.133,65.988,75.972,66.030,50.542,69.344
65,86.095,126.678,107.399,93.702,84.598,75.783,119.273,99.647,90.461,94.505,108.647,120.349,90.915,74.266,77.327,90.244,83.521,0.000,0,6.733,56.506,72.784,71.940,73.099,73.213,77.547,70.398,67.853,70.137,79.706,82.000,76.223,65.910,75.409,65.706,50.746,69.045
66,84.233,123.012,106.153,92.248,83.934,75.038,118.416,99.146,89.931,95.181,107.584,119.455,89.446,73.960,77.231,90.421,83.596,0.000,0,5.365,56.386,73.607,72.149,73.893,73.760,76.953,70.451,68.185,70.266,78.517,81.849,75.271,65.906,75.945,65.671,48.488,68.932
67,85.683,123.870,106.711,92.550,83.665,75.295,115.447,97.640,89.325,93.394,106.935,117.496,89.379,74.358,76.839,89.546,83.185,0.000,0,8.310,55.988,72.640,71.918,73.580,72.133,76.809,71.250,68.372,69.874,78.577,81.612,75.299,65.548,75.629,66.080,51.946,70.104
68,85.000,121.497,106.254,92.016,82.402,76.871,112.983,95.961,88.751,92.512,104.814,116.564,88.343,74.286,76.769,89.621,83.349,0.000,0,8.215,56.141,72.129,71.204,72.449,71.267,77.352,70.113,67.340,69.408,78.646,81.584,75.364,65.696,75.264,66.186,52.224,69.190
69,83.887,118.303,105.203,91.306,81.139,76.521,111.403,94.989,87.660,91.888,103.003,114.613,87.434,74.432,76.518,88.617,82.171,0.000,0,8.221,55.977,72.055,70.916,71.890,71.978,76.745,70.164,67.857,69.137,78.637,81.496,73.836,65.385,74.961,65.949,51.918,70.421
70,82.798,117.401,103.450,88.659,79.541,74.666,111.666,94.417,87.303,91.600,102.534,115.024,87.069,73.958,75.900,89.100,82.178,0.000,0,6.898,55.963,71.548,70.514,71.414,70.600,76.610,69.725,67.040,68.556,78.580,81.458,73.884,64.687,74.393,65.499,50.156,69.891
71,83.061,117.057,103.781,88.853,79.111,76.234,108.284,92.716,86.392,90.203,101.272,112.380,85.680,73.983,75.611,87.524,81.421,0.000,0,8.044,55.616,70.170,70.459,71.121,70.724,76.353,69.796,67.191,67.882,78.532,81.182,73.904,64.187,74.536,65.435,51.671,70.000
72,81.766,114.051,101.783,87.957,79.047,74.594,108.979,92.691,86.678,91.748,101.237,113.139,86.198,73.631,76.057,87.568,81.875,0.000,0,6.802,56.312,71.284,70.810,71.474,70.387,76.194,69.493,66.916,68.510,78.808,81.820,73.274,64.965,74.798,65.863,49.939,70.443
73,83.874,115.733,104.046,89.736,80.060,75.423,110.723,93.799,88.004,91.152,102.206,113.736,86.386,74.029,76.081,88.034,81.946,0.000,0,6.854,55.928,71.262,70.916,71.746,71.089,76.694,69.150,67.479,69.102,78.676,81.738,74.381,65.009,74.772,65.612,50.594,69.864
74,85.487,123.358,106.022,92.279,82.940,76.301,114.358,97.300,88.413,92.386,105.520,117.315,89.600,73.831,77.749,89.318,83.470,0.000,0,6.856,56.242,72.153,71.318,72.792,71.609,77.442,70.792,67.569,69.486,79.099,81.537,74.692,64.652,75.523,66.008,50.515,68.652
75,85.363,127.794,107.825,95.171,85.940,76.079,119.602,99.620,90.052,94.614,109.466,120.754,90.936,73.992,77.843,90.313,84.285,0.000,0,5.413,56.267,73.092,71.620,73.270,72.702,77.271,70.306,68.032,70.394,79.192,81.908,76.475,65.313,76.156,65.774,48.011,69.014
76,85.343,128.809,107.654,95.155,86.212,74.731,123.173,101.778,92.534,96.875,111.346,124.166,92.131,74.244,78.185,91.310,84.588,0.000,0,5.379,55.969,73.895,72.424,75.075,75.280,77.468,70.664,68.620,71.688,79.210,81.643,76.938,66.608,77.213,65.986,48.032,68.014
77,85.648,129.857,106.869,94.105,88.054,73.755,124.624,102.953,92.598,97.725,112.414,126.463,93.322,73.610,78.682,91.369,84.027,0.000,0,4.262,55.977,75.269,73.535,75.136,74.369,77.645,70.667,68.055,71.355,78.393,82.204,75.808,66.691,77.176,66.058,45.812,69.643
78,85.526,128.387,105.105,93.391,87.117,72.949,126.480,104.243,92.528,98.344,113.143,128.209,94.331,73.547,78.378,91.379,84.673,0.000,0,3.090,56.215,74.751,74.584,75.954,74.422,77.645,71.072,68.328,71.403,77.697,81.620,76.655,65.889,78.062,65.664,43.091,68.647
79,87.492,131.937,107.192,96.283,89.313,74.469,125.112,103.062,92.427,97.203,112.882,126.527,94.214,74.071,78.749,91.192,84.619,0.000,0,4.117,55.940,74.563,73.976,76.291,75.560,77.947,70.870,68.515,71.389,78.787,82.026,76.754,65.857,77.158,66.060,45.789,68.715
80,85.680,128.383,106.279,94.624,87.364,72.701,127.398,104.581,93.274,98.382,113.572,128.424,92.966,73.695,78.548,91.496,84.184,0.000,0,2.983,55.797,74.832,73.973,78.527,74.756,78.001,71.306,68.452,71.679,78.381,82.012,76.308,67.154,77.650,65.892,43.197,69.226
81,85.383,127.409,106.068,94.097,86.579,72.348,126.391,104.910,93.188,99.178,113.212,128.039,93.710,73.938,78.977,91.709,84.516,0.000,0,2.967,55.444,76.022,74.274,78.946,75.302,77.668,71.262,68.494,71.985,78.529,81.883,76.867,67.438,77.818,65.600,42.342,69.000
82,86.228,130.644,107.474,95.318,88.851,73.374,125.861,103.707,92.255,97.742,112.556,127.029,93.506,73.801,78.645,91.419,84.048,0.000,0,4.212,55.802,74.924,73.967,77.613,74.102,77.543,70.222,68.132,71.256,78.703,82.028,76.588,66.323,77.752,66.286,45.664,69.267
83,86.408,131.862,108.701,95.857,88.354,74.177,125.654,104.188,92.655,97.190,114.255,127.027,92.772,73.664,77.930,91.856,83.914,0.000,0,4.175,56.081,74.814,73.011,76.879,75.658,77.623,70.852,68.485,71.563,78.865,81.798,77.766,65.924,77.567,65.678,46.045,68.937
84,85.703,130.230,107.464,96.240,88.373,74.030,125.583,104.452,93.418,97.683,113.345,127.001,92.515,73.584,78.484,91.233,84.081,0.000,0,4.244,56.029,74.517,73.861,76.056,75.836,77.795,71.421,68.601,71.753,79.841,82.147,77.607,66.101,77.158,65.655,45.651,68.851
85,85.193,127.627,105.402,92.050,87.418,71.762,127.291,104.547,93.738,98.735,113.841,128.826,94.071,73.495,78.456,91.538,84.512,0.000,0,3.133,55.748,76.048,74.024,75.684,74.996,77.763,71.627,68.200,71.985,79.411,82.194,77.460,67.463,77.804,66.234,42.859,68.371
86,84.827,128.397,105.987,93.318,86.509,72.327,127.011,104.479,93.341,97.837,112.992,127.615,93.085,73.567,78.646,91.232,84.674,0.000,0,3.079,55.612,75.934,73.560,75.757,75.276,77.247,71.262,69.036,72.171,78.676,81.755,76.986,67.251,77.628,65.641,42.664,69.466
87,84.797,128.690,105.981,92.260,87.307,71.736,127.157,104.069,92.723,98.489,113.090,128.993,94.154,73.882,78.251,91.563,84.733,0.000,0,3.092,55.372,76.751,74.337,75.826,75.622,77.922,70.789,69.830,71.724,78.303,82.114,76.367,67.214,77.954,65.399,42.628,69.353
88,84.601,128.153,105.498,92.736,85.797,72.147,127.622,104.938,93.717,98.296,114.167,128.293,93.561,73.813,77.435,91.634,84.283,0.000,0,3.031,55.899,76.087,73.579,75.960,74.187,77.853,71.137,68.002,71.524,77.721,81.761,77.271,67.463,77.725,65.455,43.320,68.457
89,86.078,130.766,107.451,95.566,88.149,73.883,125.553,104.044,92.460,97.326,112.623,127.089,93.963,74.013,78.352,91.748,84.293,0.000,0,4.175,55.785,75.061,73.861,75.051,74.284,77.515,70.280,68.235,71.179,79.204,81.765,76.876,65.378,77.028,66.353,45.669,68.828
90,84.296,127.108,105.954,93.019,85.886,71.650,127.229,105.443,93.327,98.579,113.513,128.546,94.106,73.838,78.465,90.743,84.783,0.000,0,2.965,55.674,76.638,74.601,76.305,75.364,78.088,71.400,68.689,72.244,78.186,81.746,76.559,67.304,77.624,65.519,43.134,68.719
91,85.581,130.397,107.129,93.911,89.032,73.287,125.421,103.869,92.631,97.825,112.363,126.858,94.717,73.617,78.645,91.596,84.398,0.000,0,4.150,55.975,74.559,74.264,75.869,74.671,77.598,70.481,68.286,71.051,78.874,82.436,76.941,65.995,78.017,65.962,45.442,68.896
92,85.159,130.644,107.270,95.205,88.528,72.587,126.312,103.411,93.094,97.989,113.293,126.854,92.963,73.836,78.215,91.754,83.683,0.000,0,4.173,55.690,75.212,73.182,76.468,75.356,77.570,71.625,69.057,71.819,78.847,82.206,77.314,65.687,77.385,65.352,46.032,67.991
