 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
194,123.129,141.990,140.841,153.776,134.463,128.724,130.646,119.567,115.054,127.755,123.890,115.537,120.087,120.916,114.383,115.324,115.387
195,123.028,142.331,140.225,155.318,134.463,129.976,129.877,118.948,115.142,127.678,124.240,115.814,119.460,120.768,112.801,115.250,115.596
196,124.138,141.874,139.650,153.803,134.871,130.069,129.967,119.544,116.364,127.594,124.083,115.290,119.784,121.301,113.900,114.408,114.749
197,122.423,143.392,140.910,155.833,135.418,130.298,129.408,120.354,115.490,127.715,123.828,115.320,121.624,120.573,114.191,115.762,115.327
198,124.178,141.626,140.524,154.237,135.626,129.067,129.752,120.234,115.926,127.701,124.833,115.407,120.693,120.446,113.100,115.557,115.083
199,124.089,142.058,140.769,155.175,134.876,128.986,130.517,119.427,115.429,128.235,124.135,115.603,121.038,120.822,113.748,115.596,115.587
200,122.003,141.799,140.981,153.601,134.534,129.315,130.128,119.727,116.194,127.796,124.098,115.732,121.139,120.230,113.928,116.562,115.658
201,123.494,142.043,140.497,154.391,134.104,128.764,129.684,120.549,115.388,127.773,124.751,115.198,120.310,120.925,113.213,115.280,115.216
202,122.558,141.487,140.188,155.092,133.656,128.722,130.250,118.936,116.039,127.109,124.172,115.183,120.317,121.062,113.381,115.945,115.904
203,123.377,141.936,141.296,153.709,134.939,129.458,129.913,119.530,115.562,128.475,124.195,115.518,120.669,121.268,113.841,115.734,115.288
204,123.506,142.317,141.835,155.105,134.929,129.617,129.302,119.576,115.804,128.127,124.361,115.919,120.951,120.785,113.445,115.885,115.365
205,122.951,141.938,140.271,155.598,135.372,129.970,130.443,119.414,115.638,128.110,123.668,115.255,120.969,120.712,114.009,116.034,115.708
206,124.037,141.883,141.059,154.003,134.581,130.569,131.238,120.093,115.185,128.121,124.176,115.662,119.993,120.893,113.825,116.383,115.860
207,123.887,141.565,141.360,153.849,134.396,129.681,130.991,119.470,114.723,128.287,124.616,115.711,120.603,121.764,113.826,114.521,115.091
208,124.166,142.241,148.297,155.022,135.852,130.383,131.910,119.265,115.954,128.721,124.954,115.329,122.098,121.017,114.059,115.881,115.715
209,123.957,142.216,145.978,154.011,134.625,130.260,131.655,120.503,115.889,128.479,124.174,115.848,121.098,120.906,112.966,116.394,115.053
210,122.801,141.675,141.988,153.736,135.506,130.349,130.856,119.985,115.562,128.453,124.137,115.320,120.944,121.182,114.163,116.121,115.083
211,124.037,141.682,142.622,154.480,135.072,128.560,130.241,119.571,114.601,128.168,124.853,115.499,120.240,120.399,113.767,115.429,114.899
212,121.874,141.561,141.682,155.140,135.290,128.802,129.837,119.698,115.534,128.453,124.494,115.219,120.383,120.745,113.712,115.105,115.841
213,124.313,141.491,141.589,154.426,134.384,128.869,131.076,120.126,115.686,127.481,124.099,115.675,121.652,121.212,113.936,115.181,115.442
214,123.374,141.272,142.041,153.202,135.233,129.345,130.795,119.602,115.688,128.187,124.872,115.597,120.401,120.614,113.936,114.968,115.410
215,123.982,142.391,140.632,153.933,134.719,129.401,129.913,119.569,115.397,128.608,124.321,115.726,120.348,120.835,114.132,116.060,116.309
216,122.212,140.975,140.651,155.040,134.882,130.331,130.630,120.025,114.869,128.638,123.647,115.062,120.666,120.901,112.970,115.755,115.378
217,123.012,142.731,140.498,154.895,134.476,128.760,129.922,119.257,115.087,128.384,124.247,115.810,121.150,121.069,113.923,115.129,115.042
218,122.758,141.698,139.972,153.326,135.067,129.383,129.531,119.750,115.436,128.155,123.780,115.880,120.979,120.931,113.794,116.257,115.496
219,123.776,141.013,140.342,153.385,134.284,128.470,131.217,119.515,115.316,128.437,123.776,115.499,121.178,121.294,114.068,115.371,115.060
220,122.767,142.024,139.799,153.900,134.804,128.647,130.561,120.015,115.734,128.509,124.270,115.156,120.146,121.307,112.764,115.652,115.670
221,124.089,141.138,140.567,152.970,134.520,128.734,129.311,119.269,115.924,128.628,124.146,116.107,120.676,120.478,113.621,115.043,115.688
222,123.258,140.895,140.679,153.027,133.903,129.355,130.089,119.447,114.383,128.048,123.671,115.001,120.833,121.345,113.068,115.768,115.534
223,123.641,141.454,139.544,151.633,134.646,127.853,129.165,119.692,115.717,128.876,123.732,115.000,120.808,120.801,113.710,114.989,116.158
224,121.991,141.284,140.367,153.388,134.533,129.046,129.712,119.199,115.307,128.669,123.206,114.848,120.993,121.140,114.730,115.250,115.022
225,123.957,141.320,140.426,153.739,133.844,128.992,129.125,118.694,115.434,128.133,123.904,115.453,121.118,121.453,113.980,115.456,115.442
226,123.525,140.703,139.976,153.628,133.794,128.667,128.399,119.149,115.922,128.857,124.840,115.192,121.094,120.734,113.184,115.941,115.453
227,123.368,141.602,139.880,151.744,134.697,128.210,130.344,118.841,115.035,128.082,123.904,114.857,119.791,120.796,113.939,114.911,115.888
228,122.564,140.643,139.371,151.240,133.858,128.649,128.399,118.638,114.342,128.968,124.012,115.418,120.780,121.122,114.036,116.741,115.480
229,123.709,139.457,139.732,151.933,133.496,128.391,129.708,118.832,115.159,128.718,123.659,115.276,120.582,120.208,113.902,116.004,115.772
230,123.298,140.260,137.750,151.787,134.081,128.087,130.918,119.072,114.697,128.181,124.076,115.794,120.443,121.036,113.682,115.736,116.055
231,123.758,140.327,139.679,151.135,133.638,128.357,130.021,118.867,114.736,128.698,123.799,115.382,120.819,121.622,114.225,115.227,115.572
232,122.672,139.419,137.921,150.102,133.459,126.688,129.962,118.872,115.050,128.373,123.879,115.856,121.209,121.067,113.649,115.032,115.312
233,124.353,138.540,138.336,149.377,134.101,128.149,127.837,118.571,115.756,128.130,124.689,115.045,120.373,119.601,113.377,115.436,114.896
234,123.003,139.947,137.633,150.499,133.375,127.736,129.974,118.691,114.405,128.156,122.732,115.225,119.014,120.755,113.530,115.096,115.745
235,124.436,138.930,138.104,149.782,132.482,128.458,129.712,117.845,114.052,128.474,124.131,115.905,120.697,120.073,113.055,115.713,115.394
236,122.485,139.216,137.223,149.544,133.239,127.770,128.351,117.513,114.161,128.357,123.552,115.091,121.383,120.581,112.447,114.872,115.505
237,123.098,139.556,138.499,150.833,132.969,128.034,128.856,117.760,114.739,128.491,123.245,115.110,120.216,120.927,113.537,115.548,115.496
238,123.212,138.311,138.037,149.313,133.929,126.843,129.681,118.074,114.795,127.690,123.337,115.818,120.526,120.788,113.458,114.941,115.650
239,122.653,138.846,137.808,148.822,133.102,128.488,129.302,118.758,115.294,127.908,124.020,114.667,120.648,121.708,113.254,115.429,116.118
240,124.132,138.712,137.795,149.243,132.879,127.921,128.929,118.451,114.876,128.464,123.373,115.263,120.913,120.494,113.320,115.310,115.793
241,123.681,139.083,137.252,148.240,133.116,127.567,129.347,119.002,114.678,127.963,124.098,115.602,120.021,120.571,113.408,115.172,115.759
242,122.828,138.185,137.668,149.216,132.376,127.625,128.071,117.638,113.468,127.912,123.460,115.222,120.150,120.515,114.494,114.523,115.812
243,123.304,139.003,137.651,148.323,133.149,126.885,128.903,117.718,115.120,128.701,123.272,115.104,121.101,119.983,112.925,115.174,115.410
244,122.914,138.111,137.860,148.348,133.804,128.175,128.533,117.907,115.329,128.231,123.696,115.136,121.220,121.296,112.945,114.979,115.857
245,122.549,138.256,137.603,148.024,131.957,127.863,128.920,118.762,114.495,128.013,123.991,115.472,119.509,121.206,113.519,115.695,115.585
246,123.028,139.448,137.394,148.561,133.396,128.075,129.188,118.638,114.939,128.110,124.236,115.528,119.390,120.301,112.599,114.902,115.620
247,123.712,138.018,137.934,149.216,131.969,128.226,128.665,118.547,114.861,127.844,124.204,115.525,120.418,120.734,113.871,115.009,115.785
248,123.902,138.358,137.968,149.674,132.614,127.024,128.844,118.164,114.050,127.971,124.393,114.453,120.484,121.092,112.519,115.300,115.860
249,122.227,137.763,137.473,149.218,132.469,127.085,128.571,118.458,113.166,128.286,125.259,114.753,121.780,119.931,113.685,115.027,116.466
250,123.086,139.195,137.035,148.202,131.849,126.952,127.896,117.621,114.599,128.021,124.234,114.691,120.401,120.596,113.075,115.941,116.260
251,123.009,138.410,137.698,148.784,132.415,127.250,128.568,119.137,114.022,127.783,124.389,115.505,120.875,119.730,113.540,116.018,115.543
252,123.466,138.905,136.869,148.472,132.763,127.155,129.201,118.400,114.566,127.940,124.622,115.369,119.958,120.479,113.801,115.757,115.626
253,123.549,138.067,138.498,148.968,133.257,128.169,129.071,118.830,115.150,127.811,124.458,114.975,120.718,120.588,113.467,114.812,116.061
254,123.095,138.657,140.351,149.100,132.913,128.056,129.057,119.000,115.118,127.899,123.902,114.785,120.031,120.787,113.796,115.246,116.164
255,123.393,137.991,139.253,148.245,132.550,127.784,128.953,118.441,115.168,127.705,123.263,115.113,120.213,121.257,112.694,115.459,115.434
256,122.877,138.358,138.284,148.747,132.321,128.333,129.392,117.669,114.436,128.823,124.718,115.033,119.958,121.148,113.612,116.083,115.863
257,123.015,138.669,138.627,148.469,132.974,128.587,129.844,117.948,114.495,128.894,124.409,115.084,120.840,121.382,113.803,115.736,116.101
258,123.718,139.562,138.801,149.744,134.263,128.542,129.665,118.648,113.187,127.708,124.504,115.609,122.443,120.949,113.671,115.803,115.984
259,123.123,138.991,136.965,149.774,132.685,127.657,128.915,119.031,114.638,128.746,123.742,114.489,120.704,120.672,112.936,116.204,115.689
260,123.371,139.475,137.925,149.415,132.923,128.585,128.880,117.816,114.664,128.069,123.904,115.348,120.777,120.579,113.004,115.867,116.283
261,123.169,139.422,138.523,150.784,133.257,128.143,130.146,118.393,114.723,127.912,124.181,115.260,119.948,120.292,114.533,115.039,116.511
262,123.037,139.447,138.173,148.671,133.291,128.621,129.233,118.607,114.893,128.129,124.616,114.547,119.951,121.348,113.674,115.722,115.982
263,123.500,139.154,137.701,149.027,134.214,127.833,129.710,118.662,114.044,128.185,124.378,115.172,121.404,120.305,113.304,115.062,116.274
264,124.267,138.183,137.714,151.426,133.399,128.865,129.988,118.598,114.915,128.376,123.705,114.631,120.725,120.811,113.639,115.170,115.782
265,122.663,138.925,137.828,149.008,132.611,127.228,129.198,117.888,115.015,128.495,125.316,115.668,121.073,120.783,113.485,115.511,115.947
266,124.267,139.854,137.813,149.005,133.466,128.038,129.821,118.702,114.477,128.195,124.243,115.066,120.007,120.906,113.181,115.743,115.728
267,123.791,139.294,138.064,148.046,133.054,128.671,127.816,118.617,114.584,128.125,123.531,114.890,120.481,120.363,113.714,115.541,115.692
268,123.767,138.180,137.059,147.819,132.730,128.361,129.038,117.193,114.889,127.726,124.465,114.560,119.192,120.262,113.451,115.739,115.996
269,122.721,138.166,137.761,148.396,132.714,128.494,128.401,117.961,113.854,128.441,124.272,114.859,120.404,120.026,113.091,114.945,115.753
270,121.325,138.456,137.739,148.849,132.342,128.516,128.932,116.671,114.566,127.876,124.377,114.949,120.791,121.255,113.419,114.952,115.285
271,123.138,138.133,138.030,149.323,133.055,127.885,128.392,118.484,113.473,127.701,123.503,114.128,120.139,121.449,113.242,115.596,115.717
272,123.883,138.701,138.430,148.299,131.997,127.669,129.035,117.880,114.717,128.781,123.883,114.570,120.359,120.747,113.038,115.025,115.686
273,122.923,138.506,138.160,148.736,133.016,127.986,128.800,118.350,114.462,128.825,124.188,115.459,120.787,121.103,113.256,115.520,114.926
274,123.058,138.432,137.100,150.305,132.288,127.718,128.207,118.176,114.179,128.213,124.044,115.107,119.941,120.787,113.642,115.023,115.508
275,123.387,138.320,137.394,148.178,133.435,127.667,128.422,117.874,113.821,128.246,123.661,114.372,119.624,119.227,113.553,115.115,114.791
276,124.328,138.320,137.982,146.358,133.195,126.720,128.319,117.627,114.804,128.164,123.657,114.798,119.693,120.695,113.612,115.105,114.566
277,123.218,137.846,138.574,148.561,132.585,127.663,128.481,118.306,115.588,127.906,123.487,114.850,120.429,121.601,114.111,114.901,115.565
278,122.871,137.680,138.111,147.542,132.575,127.597,129.514,118.294,114.349,127.847,123.231,115.729,119.174,120.856,112.805,115.456,115.378
279,123.040,138.093,137.054,148.248,132.416,128.107,128.196,117.764,113.758,128.572,123.714,114.247,121.000,120.944,113.640,114.851,115.524
280,122.558,137.283,136.859,147.102,132.514,127.310,127.679,118.456,113.780,128.432,124.320,114.642,120.129,120.809,113.411,114.823,115.438
281,122.282,138.933,137.650,146.857,132.143,128.308,128.142,117.571,114.420,128.045,123.572,115.139,119.864,120.858,113.268,115.152,115.001
282,123.656,137.901,137.416,147.410,133.384,127.849,128.549,116.387,114.109,128.313,123.794,115.231,120.331,120.000,113.757,114.734,115.258
283,123.236,138.790,137.393,147.461,133.045,127.077,128.401,118.116,114.133,127.710,123.755,114.964,120.718,120.923,113.274,114.897,115.737
284,122.531,137.956,137.402,147.210,133.126,127.373,128.894,117.623,113.985,128.813,123.609,114.436,119.721,121.007,113.174,114.479,114.346
285,122.933,138.003,137.602,147.650,132.670,127.506,128.925,117.093,113.466,127.694,123.599,114.339,121.268,120.695,113.231,115.174,114.625
286,123.120,138.432,137.059,147.011,132.141,127.938,128.920,118.377,114.166,128.388,123.082,114.737,119.683,121.092,113.605,115.376,115.270
287,122.699,138.277,136.867,148.469,132.381,127.272,129.064,117.569,114.046,127.859,123.895,114.830,120.512,121.264,113.250,115.184,115.907
288,123.650,138.118,136.929,147.989,132.602,127.524,128.597,117.944,114.619,127.891,123.121,114.668,119.878,120.526,113.560,114.995,115.645
289,122.813,138.037,136.870,149.040,132.949,127.198,129.137,118.000,113.627,128.304,123.327,115.051,120.408,121.039,113.660,115.711,114.788
290,123.764,138.166,137.484,149.588,132.652,126.438,129.431,117.774,114.338,128.379,123.837,115.421,120.474,120.251,113.860,116.215,114.959
291,123.353,138.095,137.506,147.305,133.655,127.409,129.359,117.930,114.414,127.547,123.201,114.633,121.178,120.839,113.626,115.154,114.844
292,123.433,138.207,137.308,147.760,132.357,127.413,128.880,118.824,115.020,128.120,123.691,115.258,119.272,121.045,114.021,114.998,114.915
293,123.512,139.367,138.062,147.852,132.700,127.159,129.872,117.692,113.808,128.212,123.318,114.799,119.920,120.167,113.689,114.654,115.634
294,123.540,139.374,137.419,149.237,133.541,126.250,128.316,117.822,113.708,128.275,123.197,114.639,120.171,120.401,113.018,115.688,115.324
295,123.224,138.746,137.906,148.129,132.047,126.365,128.780,117.801,114.667,127.639,123.764,114.557,120.547,119.796,113.293,114.363,115.575
296,122.457,138.214,136.813,148.644,132.419,126.986,128.764,117.801,114.198,128.016,123.954,114.909,120.512,121.481,113.612,115.805,115.331
297,123.212,139.098,136.935,148.361,133.126,128.038,128.934,118.058,114.878,127.746,123.584,115.013,120.906,120.208,113.005,115.583,115.615
298,123.285,139.183,137.465,147.606,133.536,127.726,128.783,117.681,113.780,128.218,122.753,115.182,119.794,120.378,112.597,114.894,114.753
299,122.067,137.867,137.562,148.768,132.359,126.748,128.075,118.484,114.028,127.953,124.288,114.951,120.659,120.234,113.326,114.750,115.269
300,122.340,138.558,137.105,147.019,132.656,126.984,128.538,118.157,114.015,128.290,123.281,114.391,120.453,120.513,113.589,115.527,114.540
301,122.110,139.047,141.795,147.127,132.936,128.117,130.021,117.785,114.237,128.223,124.187,115.072,119.972,120.818,113.533,115.163,115.667
302,122.939,138.581,141.870,148.795,132.737,127.296,129.245,117.557,114.353,128.378,123.002,115.100,120.366,120.970,112.909,114.667,114.413
303,122.773,138.701,138.636,148.604,133.175,128.970,128.326,118.590,114.512,128.354,123.107,115.010,119.453,119.519,113.515,114.587,114.860
304,122.298,137.828,138.133,148.849,132.817,127.306,128.955,118.356,115.129,127.973,123.329,114.468,119.756,120.513,112.952,114.521,115.664
305,123.080,138.235,138.290,147.353,132.889,127.482,129.095,117.812,114.279,127.594,123.432,115.481,120.334,120.479,113.166,114.452,114.937
306,122.390,138.086,138.476,148.321,134.222,127.817,128.965,117.559,115.194,127.251,123.810,115.543,120.233,120.021,112.701,114.959,115.327
307,123.169,138.620,137.047,148.695,132.851,127.718,130.047,117.387,115.207,127.869,123.533,114.418,120.990,120.715,112.685,115.223,115.292
308,123.626,139.772,137.433,149.070,132.866,127.744,128.219,117.952,114.532,128.279,123.387,115.107,120.997,119.948,113.678,114.711,115.375
309,123.840,137.916,137.299,148.701,132.747,127.157,128.151,117.534,114.440,127.826,123.394,114.625,119.882,119.919,113.572,115.761,115.797
310,122.423,138.445,136.986,147.027,132.720,127.986,128.877,118.068,114.739,127.758,123.194,114.632,119.125,121.262,112.624,115.179,115.905
311,122.752,137.833,137.467,147.251,132.685,127.929,127.932,118.164,114.281,127.881,123.259,114.903,120.787,120.150,113.397,114.784,115.207
312,122.825,139.491,136.523,147.620,132.658,127.734,129.248,117.959,114.224,128.411,123.174,114.088,119.721,120.125,113.496,114.202,115.810
313,122.883,138.670,137.393,147.181,133.082,126.960,128.160,117.702,113.963,128.249,124.091,115.058,119.906,120.305,112.805,114.573,115.337
314,122.745,138.294,136.658,146.073,132.095,126.958,128.547,117.884,113.963,127.716,123.595,114.541,119.948,120.112,112.891,114.810,115.892
315,122.748,138.827,137.015,147.493,132.776,126.385,128.957,117.433,113.974,127.947,123.032,115.139,121.470,119.959,113.428,115.374,115.115
316,122.319,138.422,137.354,146.879,132.222,127.206,128.090,117.799,114.760,128.298,123.776,114.916,120.118,120.749,112.993,115.055,115.937
317,122.488,138.006,136.997,146.677,132.764,127.026,128.651,116.613,113.416,127.782,123.133,115.032,121.035,119.429,112.955,114.736,115.003
318,122.687,137.447,136.858,147.321,132.253,127.367,128.719,117.996,114.257,128.133,123.030,114.964,120.258,120.292,113.127,114.598,115.120
319,122.353,138.141,137.091,148.310,132.597,126.250,128.274,117.607,113.521,128.148,123.693,114.732,120.878,120.316,113.013,115.012,114.594
320,122.629,139.327,136.978,147.803,132.165,125.806,127.847,118.520,114.155,127.879,123.201,113.980,119.857,119.968,113.549,114.032,114.968
321,122.282,138.225,136.740,146.415,131.679,127.522,129.495,118.164,113.458,128.584,123.261,115.205,120.707,120.687,113.338,114.293,114.171
322,123.267,137.342,135.972,146.782,132.751,127.627,128.453,117.878,114.357,128.270,123.295,114.431,119.495,120.586,113.202,114.514,114.891
323,123.316,137.497,135.914,147.089,132.168,126.935,129.106,117.758,114.643,127.494,123.657,114.345,119.167,120.350,112.903,114.684,115.702
324,122.475,137.367,135.952,146.439,131.953,127.159,128.198,117.625,114.294,128.369,123.529,114.866,120.533,120.015,113.465,114.456,115.232
325,121.840,137.722,135.614,144.984,132.200,127.026,128.507,117.217,114.196,127.931,123.597,113.990,120.080,120.824,113.118,115.553,115.073
326,123.285,136.643,135.997,145.496,132.050,126.960,127.962,117.395,114.425,128.048,123.217,115.430,120.125,120.129,112.889,114.750,114.674
327,123.141,137.349,134.921,142.666,131.768,126.204,127.559,117.240,112.939,128.092,123.565,114.707,120.376,120.876,113.181,114.571,115.197
328,122.675,137.223,135.723,144.493,132.092,127.276,127.677,118.056,113.312,127.730,123.108,114.395,119.847,120.303,113.538,114.131,115.201
329,122.742,137.209,135.781,146.690,132.385,126.589,128.642,117.217,113.952,127.889,123.414,115.140,119.289,120.657,113.032,114.856,115.022
330,121.518,137.544,135.443,146.051,132.723,126.520,128.137,118.325,114.009,128.611,122.597,114.797,120.369,119.646,112.513,114.449,114.949
331,123.120,136.112,134.615,144.377,131.631,126.212,126.877,117.574,114.416,128.248,123.560,115.245,120.732,120.401,112.474,114.106,114.895
332,122.215,136.858,134.589,143.892,131.749,126.407,128.205,117.795,113.484,127.785,123.405,115.185,118.401,120.534,112.970,114.236,114.758
333,122.331,136.910,133.925,143.391,131.028,125.976,127.748,116.890,113.756,126.979,123.938,114.211,118.976,120.049,113.013,113.794,114.917
334,121.092,136.364,134.167,141.814,131.196,125.060,127.238,117.617,114.207,127.904,123.393,114.553,119.930,119.433,113.329,114.011,114.949
335,122.445,135.138,133.205,141.485,130.678,125.329,126.693,117.050,113.325,127.054,123.629,114.545,120.425,120.556,113.204,114.220,114.469
336,121.117,134.836,133.614,139.833,130.334,124.865,127.153,116.255,113.407,127.550,123.593,114.267,120.056,120.037,112.079,114.582,114.921
337,122.307,134.854,132.212,139.881,129.945,125.274,126.750,116.416,112.810,127.503,123.307,114.019,119.882,120.032,112.136,114.511,114.952
338,121.537,133.848,131.698,139.418,129.419,126.004,126.688,116.354,113.231,127.317,122.700,114.566,119.296,119.549,112.129,114.039,114.651
339,121.429,134.185,132.123,138.577,130.094,124.694,127.030,115.441,113.109,126.565,122.588,113.955,119.547,119.556,112.215,113.411,114.793
340,121.433,134.538,132.480,138.367,129.781,125.550,125.681,115.996,112.889,127.552,123.266,114.541,119.972,120.139,113.283,113.677,115.023
341,121.880,133.661,131.694,138.628,129.013,125.119,126.123,116.395,113.216,127.451,123.773,113.644,119.132,119.794,112.767,114.229,115.188
342,122.334,133.777,131.217,138.086,128.983,125.819,126.378,115.242,112.671,127.408,122.838,114.014,119.192,119.822,112.669,113.785,115.187
343,121.307,133.559,131.011,137.531,129.564,124.355,126.071,115.816,112.647,126.961,122.593,113.860,118.188,119.919,111.601,113.807,114.607
344,121.699,133.895,131.910,137.736,129.597,125.478,126.106,115.849,112.621,127.774,123.478,113.560,119.066,119.345,112.764,113.605,114.594
345,120.853,132.775,131.156,136.318,129.733,124.429,126.670,115.447,113.625,127.568,123.091,114.455,119.756,120.564,112.188,114.053,114.093
346,123.267,134.343,131.571,136.679,129.915,125.718,127.427,116.344,111.704,127.084,123.570,114.117,118.666,119.549,113.589,113.507,115.331
347,122.546,132.383,131.721,137.458,129.018,125.766,126.891,115.576,112.307,126.711,123.813,114.144,119.878,119.702,112.800,114.032,114.790
348,121.896,133.487,131.335,137.296,129.095,124.976,126.408,115.708,112.623,126.922,123.144,114.076,118.488,119.358,112.615,113.910,115.442
349,121.491,132.719,130.943,136.434,129.153,124.859,125.995,116.294,112.309,127.121,123.075,113.488,118.359,120.242,112.222,114.441,115.553
350,120.791,133.260,131.382,137.394,129.665,124.710,126.420,115.135,113.035,127.586,123.153,113.740,119.892,120.182,113.168,113.954,115.220
351,121.356,133.584,131.896,137.615,128.433,125.966,126.535,116.271,112.416,127.132,123.599,114.303,119.739,120.238,113.483,114.394,114.988
352,122.190,132.987,131.308,136.930,129.791,125.613,126.104,115.455,112.085,127.532,123.313,114.609,120.157,119.931,112.691,114.034,115.261
353,121.475,133.291,131.866,135.984,129.814,126.032,127.057,116.441,112.503,127.305,123.433,113.398,119.338,120.824,111.370,113.835,114.774
354,121.653,133.478,131.599,138.186,129.629,125.639,127.170,116.567,112.392,127.435,123.099,114.222,118.965,120.052,111.619,114.700,114.956
355,121.721,133.373,132.593,136.013,128.858,126.327,126.045,116.215,112.885,127.214,123.247,114.270,118.463,119.599,112.614,114.379,115.410
356,121.479,133.370,135.249,137.906,129.480,126.935,127.948,115.691,113.320,127.183,124.226,114.010,118.369,119.914,112.633,114.332,114.780
357,122.255,133.651,133.036,136.348,129.105,125.843,126.851,115.894,112.734,126.558,123.302,113.778,119.418,119.710,112.893,114.087,114.810
358,121.003,132.976,132.488,137.431,129.955,125.609,126.269,116.789,112.632,127.425,123.629,114.186,119.805,120.180,112.805,113.713,114.458
359,122.153,132.864,131.964,136.296,129.524,125.482,126.234,116.282,112.074,127.890,123.813,114.235,119.178,120.176,112.487,114.303,114.533
360,122.193,133.001,131.849,136.868,129.803,126.177,126.681,117.292,113.804,127.299,123.796,114.177,118.275,120.109,112.884,114.805,114.945
361,122.255,134.101,131.628,136.337,129.692,125.625,126.613,116.029,112.978,127.115,124.121,113.444,118.711,119.466,113.222,114.126,115.670
362,122.123,134.127,131.368,136.412,128.803,126.375,125.557,116.665,112.558,127.792,122.819,113.567,119.554,120.015,113.791,114.080,115.165
363,122.626,133.568,131.145,138.348,129.477,126.613,127.210,116.292,112.754,127.755,123.471,113.576,119.676,120.315,113.340,114.695,114.807
364,122.822,134.238,131.537,137.410,129.540,126.216,126.688,116.867,112.460,128.061,123.694,114.036,119.087,120.667,112.968,115.002,115.320
365,121.613,134.154,131.163,136.660,129.764,125.976,126.311,117.435,112.048,127.895,124.300,114.056,119.714,120.622,113.551,114.590,114.829
366,121.528,133.438,131.473,137.108,129.705,126.228,125.255,116.557,112.205,127.603,124.272,113.898,119.181,120.493,113.335,114.294,114.695
367,122.233,133.988,131.617,136.477,129.523,126.220,125.812,116.509,112.667,127.870,124.240,114.014,118.648,120.021,112.639,114.521,115.142
368,122.331,133.626,131.649,134.916,129.432,125.756,125.750,116.362,113.331,127.711,124.064,113.407,119.094,120.204,112.750,115.424,115.355
369,121.009,133.806,130.950,137.450,128.763,126.738,126.714,117.573,113.307,127.170,124.282,113.919,119.359,120.202,112.444,114.674,115.603
370,121.509,131.932,130.556,135.561,128.962,126.079,126.575,116.706,113.462,127.354,124.286,113.553,118.871,120.090,113.537,114.759,115.298
371,121.672,132.673,129.754,137.582,129.662,125.317,125.806,115.814,112.793,127.776,124.048,114.332,118.638,120.717,111.852,113.711,114.857
372,121.018,131.638,128.929,134.868,128.696,125.712,125.905,115.528,112.551,127.762,123.982,113.768,118.659,119.496,113.136,114.023,115.203
373,121.104,131.229,127.563,132.766,128.023,124.615,125.144,116.865,112.261,127.570,123.522,113.430,117.798,119.554,112.479,113.894,114.448
374,119.776,130.405,126.866,129.547,127.484,124.810,124.837,115.592,111.503,127.575,123.052,113.368,119.066,119.749,112.245,113.512,114.496
375,120.264,130.331,126.698,129.879,127.376,124.333,125.141,115.366,110.754,127.072,123.369,113.039,117.791,119.869,112.610,113.700,115.451
376,119.929,130.355,126.223,129.013,127.714,123.909,124.832,115.942,111.767,126.617,123.959,113.017,118.854,119.860,113.089,113.314,114.971
377,121.163,129.988,125.798,130.658,126.699,122.940,125.009,115.497,111.460,126.526,123.096,113.661,117.864,120.515,112.903,113.670,112.985
378,120.368,129.854,125.941,128.636,126.581,123.681,125.161,115.039,111.686,126.709,123.549,113.648,119.279,120.442,112.937,113.365,114.707
379,120.040,128.985,126.066,127.957,127.271,123.909,124.238,114.762,111.908,126.631,123.332,113.414,119.254,119.013,112.116,113.294,114.301
380,119.304,129.105,126.032,128.590,127.131,123.772,124.965,115.035,111.109,126.843,122.892,113.545,118.146,119.000,112.066,113.665,114.464
381,120.331,128.518,125.602,128.194,126.125,123.810,125.432,115.093,111.669,126.690,122.883,113.694,118.418,118.755,111.891,112.908,114.185
382,121.270,130.206,133.430,127.501,128.141,124.198,126.377,115.101,112.052,127.204,123.819,113.935,119.352,119.285,112.798,113.700,114.091
383,122.224,132.056,136.685,129.766,128.936,124.732,127.292,116.135,110.961,126.969,124.561,114.330,119.930,120.781,112.542,113.626,114.623
384,122.319,131.311,133.199,128.480,129.568,123.863,126.559,115.812,112.582,127.231,123.755,114.216,119.672,120.560,112.338,113.741,114.228
385,120.969,131.439,130.968,129.873,128.663,123.369,126.672,115.979,112.651,126.869,124.094,113.478,119.115,119.685,112.714,113.406,114.689
386,121.390,130.432,129.556,130.170,128.936,125.216,126.592,115.741,112.730,127.046,124.940,114.198,119.094,121.067,112.735,113.557,114.455
387,121.350,129.870,129.041,130.119,129.212,124.464,127.184,115.596,111.932,127.775,124.355,114.616,119.728,119.890,112.474,114.083,114.172
388,122.025,131.287,129.664,130.121,129.432,124.929,127.384,116.058,112.000,128.539,125.355,114.789,119.902,120.528,112.685,113.376,114.120
389,122.273,131.272,128.932,132.356,130.220,125.798,128.076,116.029,111.621,128.782,124.575,114.864,121.352,121.526,112.360,113.917,114.934
390,120.656,131.510,129.733,131.782,129.655,125.185,127.410,115.986,111.187,129.446,125.659,114.561,121.000,121.234,113.996,113.938,114.882
391,121.313,132.072,129.567,131.679,130.599,126.710,127.476,116.271,111.954,129.071,124.654,114.481,120.195,121.749,113.436,113.986,114.891
