 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
392,121.613,132.325,129.224,131.380,130.009,127.240,127.158,117.139,112.784,129.301,125.796,114.126,121.397,121.616,113.531,113.803,114.899
393,123.457,133.435,128.887,131.722,130.195,125.901,128.345,117.770,112.118,129.713,125.741,115.206,120.317,122.551,114.284,114.064,115.314
394,123.816,133.055,129.379,131.995,129.472,127.216,127.500,117.466,111.229,129.579,125.540,115.023,120.993,123.352,113.962,114.278,115.326
395,122.804,132.612,128.852,131.930,128.734,128.135,127.757,117.627,112.390,129.406,125.373,114.227,121.254,123.015,114.356,114.778,114.874
396,122.252,132.731,128.396,130.854,129.209,127.149,127.542,117.838,111.508,129.694,126.409,114.367,121.418,122.491,114.758,114.502,115.804
397,123.018,132.263,129.217,130.272,129.188,126.081,127.212,117.478,110.815,129.369,125.886,114.085,121.892,122.223,113.140,114.275,114.747
398,122.988,131.287,128.232,130.073,128.560,126.085,127.394,117.511,111.501,130.104,125.471,115.063,121.704,122.979,113.869,114.498,115.223
399,122.804,131.484,127.950,129.625,128.511,127.173,126.842,117.547,111.887,129.720,125.131,114.049,121.732,121.678,114.428,114.358,114.733
400,123.546,132.513,129.263,130.636,129.879,127.298,127.231,117.418,111.682,129.531,125.831,114.567,121.993,122.367,114.458,113.248,115.493
401,123.058,131.145,133.332,131.119,129.514,127.911,128.328,116.559,111.277,129.330,126.288,114.182,121.843,122.444,115.106,114.165,114.898
402,123.598,133.417,137.921,130.623,131.006,127.694,127.799,117.708,112.636,129.373,126.432,114.949,120.937,123.129,115.093,114.280,115.032
403,123.230,133.590,134.928,130.658,130.089,128.018,127.691,118.282,112.370,129.809,125.861,114.658,121.091,122.787,114.633,114.809,114.511
404,124.107,131.615,131.451,129.846,128.364,127.107,126.943,117.246,111.484,129.050,126.005,114.694,121.073,121.674,114.385,114.527,115.451
405,124.089,132.077,129.715,129.857,129.699,126.704,126.549,116.781,111.791,128.892,125.345,114.649,119.972,122.640,114.633,114.074,114.766
406,122.150,133.120,130.387,134.334,129.885,126.405,126.948,117.561,112.203,130.342,125.279,113.984,120.185,121.463,114.864,113.401,115.263
407,120.199,130.602,129.441,127.730,127.591,127.440,126.132,117.039,111.355,128.123,126.382,113.468,120.094,121.758,114.274,113.374,114.577
408,124.270,133.197,137.759,129.652,129.800,127.081,127.530,117.379,111.967,129.880,126.725,114.038,120.449,123.245,115.553,114.113,114.178
409,124.423,133.459,139.361,130.008,130.689,126.792,128.502,117.340,111.791,129.612,126.277,114.587,121.449,123.942,114.909,114.475,115.441
410,124.810,131.302,133.339,127.639,128.989,127.542,125.995,117.598,111.488,128.626,126.437,113.398,120.613,123.039,114.433,113.984,114.536
411,123.282,130.839,132.427,127.092,128.210,126.806,125.653,118.010,111.096,127.693,126.000,113.968,119.864,122.972,114.242,113.957,114.796
412,123.564,130.967,133.555,126.116,128.447,127.304,125.889,117.818,111.046,127.310,126.222,113.911,120.132,122.382,113.431,113.897,114.714
413,123.393,130.219,132.115,125.631,127.814,127.496,126.250,116.750,111.037,127.486,126.440,113.534,119.641,122.373,115.054,113.200,114.790
414,122.920,129.543,128.950,125.577,127.115,127.119,124.469,116.886,111.429,127.331,126.011,113.616,119.742,121.519,113.866,113.599,114.799
415,122.521,128.926,127.852,125.221,126.210,125.978,124.828,115.279,110.416,126.723,124.968,113.303,118.889,121.079,114.284,114.021,114.458
416,121.770,129.621,129.172,126.032,127.151,126.280,125.064,116.683,111.246,127.425,124.432,113.124,119.829,121.335,113.007,113.879,114.434
417,122.801,129.021,129.598,125.081,127.234,126.315,124.457,115.785,111.035,127.315,125.426,113.048,120.519,121.421,113.268,113.227,114.895
418,120.693,129.195,127.799,125.960,126.699,125.921,124.602,117.012,111.205,126.802,124.815,113.009,119.439,121.734,113.057,113.449,114.391
419,121.291,128.818,127.122,125.604,127.281,127.335,124.634,116.735,110.804,126.811,124.776,113.287,119.627,121.702,113.510,112.995,114.403
420,121.822,127.790,127.212,125.364,126.493,125.942,124.337,115.509,110.562,127.321,124.599,113.149,119.732,120.713,113.125,113.204,114.061
421,120.233,127.349,124.776,125.232,126.246,125.611,123.521,116.565,110.266,126.880,124.421,112.616,118.784,121.150,113.497,113.770,114.016
422,120.218,128.666,125.014,124.814,125.712,124.609,124.085,117.563,111.259,127.019,124.208,112.460,120.533,120.339,113.451,113.706,114.663
423,120.141,126.889,124.566,126.170,125.510,125.851,123.806,115.861,110.889,126.815,123.977,112.668,118.857,120.069,112.875,113.427,114.147
424,120.175,127.865,124.142,123.854,125.540,125.425,123.823,115.975,110.739,126.031,123.675,112.978,118.125,119.846,112.941,112.300,114.218
425,120.362,126.962,124.152,125.472,124.621,124.556,123.823,116.191,109.292,126.425,123.684,113.569,118.425,120.625,112.610,113.234,113.845
426,120.991,126.787,123.690,124.569,124.578,124.933,122.917,115.427,110.786,126.217,123.570,113.114,118.728,119.629,113.683,112.782,114.895
427,119.610,126.904,123.490,124.655,125.161,124.538,124.359,115.286,111.144,126.490,122.652,113.355,118.700,120.234,112.764,112.356,114.680
428,120.261,126.861,123.584,124.722,124.682,124.440,123.885,115.132,110.911,126.035,123.934,112.997,118.150,120.513,113.177,112.628,113.790
429,118.773,126.590,122.488,124.361,124.134,123.966,123.566,113.911,109.381,126.552,123.192,112.746,118.638,120.127,112.623,112.911,114.418
430,119.660,126.950,123.320,125.733,125.562,122.990,123.264,116.217,111.070,126.780,122.764,112.929,118.209,119.818,113.249,112.910,113.806
431,119.724,126.530,122.887,123.515,125.375,123.677,123.632,115.727,110.540,126.298,122.178,112.154,119.352,119.678,113.114,112.511,114.229
432,121.043,126.512,123.271,123.889,124.278,123.347,123.530,116.524,109.510,125.669,122.279,113.237,118.321,120.511,113.428,113.059,114.691
433,119.969,127.010,123.178,123.040,124.577,123.897,122.318,114.721,110.102,125.589,122.389,113.978,118.237,119.897,112.199,112.658,114.251
434,119.586,126.843,122.570,123.968,124.679,123.385,123.498,114.315,110.203,125.586,122.467,113.424,117.233,119.399,113.100,112.798,114.212
435,118.770,126.541,122.219,123.889,124.374,124.220,122.870,115.876,110.351,126.446,122.963,113.121,119.000,118.610,112.140,112.449,113.616
436,119.120,126.312,121.537,124.480,124.098,123.171,122.759,115.290,110.732,125.815,121.528,112.550,117.195,119.272,112.775,112.362,114.018
437,119.141,125.815,122.425,123.868,123.798,123.294,122.057,114.714,110.137,125.549,122.503,113.349,117.220,119.822,112.893,111.913,113.559
438,119.706,125.737,121.943,123.914,124.639,122.972,123.156,115.081,110.346,125.533,122.423,111.911,117.279,119.442,113.052,112.330,113.844
439,119.160,125.839,122.335,123.881,123.828,123.536,123.330,114.068,110.346,125.313,122.076,112.609,117.767,119.715,112.417,111.874,113.743
440,119.595,126.138,122.014,123.620,123.473,123.413,123.609,115.043,110.680,125.730,121.242,112.747,117.167,119.081,111.964,111.848,113.858
441,118.331,126.383,122.066,124.170,123.903,122.859,122.840,114.609,110.708,125.724,121.694,113.381,117.787,118.981,112.499,112.254,113.886
442,119.215,125.898,122.379,124.752,123.862,123.014,122.701,115.182,110.163,125.092,122.867,112.870,117.843,119.002,112.596,112.415,113.838
443,119.270,125.506,121.945,123.358,123.536,122.385,123.616,114.395,110.277,125.648,122.153,112.514,117.833,118.927,112.869,112.324,113.961
444,119.138,125.302,121.213,123.226,124.580,121.732,122.312,114.441,109.800,125.086,122.766,111.756,118.049,119.056,112.379,112.057,112.457
445,118.580,125.624,122.318,122.830,123.250,122.335,123.854,114.108,110.190,125.093,122.984,112.922,117.624,119.228,112.288,112.082,113.857
446,118.371,125.541,121.797,124.895,123.831,122.230,123.675,113.752,109.952,125.481,123.005,112.654,118.439,119.552,111.467,112.413,113.836
447,118.899,126.935,120.938,124.342,123.594,123.034,122.111,114.631,111.078,124.979,122.664,112.377,117.237,119.551,112.030,111.415,113.197
448,119.187,126.430,121.754,124.178,123.538,122.589,122.799,114.700,110.695,124.565,121.227,113.176,118.850,118.890,112.413,111.385,113.705
449,118.491,124.848,121.999,123.566,123.379,121.643,123.215,115.279,110.688,124.854,121.734,113.036,116.732,118.884,112.077,111.810,113.809
450,117.899,126.277,121.812,124.005,123.224,122.538,121.833,114.743,110.336,125.484,121.673,113.450,118.822,118.620,112.284,111.619,113.013
451,118.798,125.093,121.505,123.162,124.261,122.319,123.384,114.474,110.534,125.244,120.810,112.996,117.449,118.167,112.023,111.415,113.647
452,118.383,125.544,121.380,124.197,123.479,121.994,122.526,114.603,109.815,125.164,122.281,113.534,117.484,117.860,112.728,112.500,113.423
453,118.966,125.803,121.834,123.574,124.416,121.792,122.821,114.308,110.560,125.684,121.933,112.916,117.739,119.024,112.411,111.379,114.072
454,118.666,126.522,122.602,125.097,124.291,122.875,122.571,114.896,109.998,125.480,121.412,112.947,117.045,119.326,112.136,112.197,113.883
455,117.914,125.737,121.224,123.385,123.534,122.438,123.111,114.012,110.322,125.318,122.131,112.742,118.721,118.813,112.533,111.496,112.945
456,119.129,125.209,121.329,123.846,123.560,122.171,122.450,114.203,110.582,124.617,121.401,112.540,115.902,118.281,112.252,112.452,112.949
457,118.706,124.895,120.945,123.846,123.061,121.361,123.042,113.977,110.671,125.162,121.950,112.430,118.070,118.573,111.920,111.245,113.467
458,118.328,125.305,121.173,123.938,123.507,121.946,122.410,113.544,109.806,124.589,122.984,112.867,116.930,118.788,111.680,112.482,113.003
459,116.840,125.402,121.047,123.499,123.979,122.800,123.229,114.600,110.471,125.156,120.851,113.307,117.425,118.474,112.275,111.598,114.185
460,118.862,125.793,121.985,124.183,123.440,121.784,121.809,114.269,110.063,124.599,122.147,113.997,117.003,118.732,112.767,111.177,113.702
461,117.736,126.633,121.344,123.647,123.277,121.468,123.377,113.275,110.488,124.338,122.199,113.400,117.073,118.670,112.465,111.956,113.569
462,118.080,124.429,121.837,123.725,123.520,121.756,122.833,114.395,109.715,125.033,121.893,113.215,117.721,118.069,111.193,112.137,113.435
463,117.509,125.410,122.485,123.385,123.930,121.768,122.050,114.112,110.057,124.762,121.984,113.121,117.843,119.644,112.587,111.865,113.623
464,116.635,125.749,120.770,123.283,123.128,121.788,122.488,113.426,111.048,125.032,122.716,112.913,118.387,118.801,112.751,112.335,113.229
465,118.227,125.612,121.112,123.105,123.484,121.935,122.811,114.313,110.499,124.525,120.922,111.541,116.481,118.758,112.665,111.679,114.219
466,118.798,125.695,121.261,122.957,122.382,121.196,122.078,114.118,110.301,124.707,121.462,112.149,117.223,118.901,111.864,111.796,112.921
467,118.113,125.012,121.485,123.221,123.291,122.345,122.517,113.768,110.144,124.720,121.082,112.802,117.429,118.466,111.063,111.645,113.074
468,118.500,124.728,120.943,123.933,121.986,122.421,121.634,113.903,109.900,124.473,120.849,112.670,117.254,118.506,112.029,111.402,112.981
469,117.675,124.593,121.430,122.639,122.997,121.796,122.372,113.882,110.024,124.784,122.391,111.834,117.589,118.794,112.188,111.555,113.269
470,118.733,124.593,120.734,123.887,122.555,122.462,122.460,113.886,110.797,124.883,120.599,113.078,117.620,118.560,112.776,110.665,113.778
471,117.868,125.093,120.645,123.728,123.489,122.000,122.875,113.781,110.730,124.588,121.316,113.185,118.296,119.268,112.429,111.902,114.042
472,118.518,125.028,120.946,123.501,122.881,122.446,121.613,113.990,110.575,124.932,122.542,113.043,118.122,117.534,111.902,112.200,113.034
473,117.362,124.750,120.827,124.580,123.597,121.562,122.856,112.776,110.292,124.669,122.730,113.134,117.334,118.837,111.367,112.316,113.328
474,118.610,125.666,124.954,123.639,123.678,121.808,123.010,114.364,110.455,124.289,122.181,113.426,117.672,118.142,112.358,112.266,113.620
475,118.307,126.465,125.975,124.084,124.192,122.679,123.031,114.135,110.889,125.194,121.988,113.488,117.505,118.680,111.510,111.539,113.504
476,118.939,126.439,123.172,123.070,123.470,121.808,121.929,113.607,109.913,124.885,122.284,112.693,117.868,119.202,112.526,111.408,112.908
477,118.310,125.408,121.928,124.000,123.173,121.365,122.398,114.443,110.015,124.980,121.194,112.724,118.066,117.854,112.082,111.892,113.815
478,118.212,125.439,121.743,123.251,122.839,121.931,122.370,114.143,109.924,124.805,121.730,112.434,117.613,118.127,111.848,112.456,113.023
479,117.905,125.121,121.217,122.760,123.382,121.667,123.130,114.246,110.009,124.285,121.126,113.156,118.383,118.856,112.247,111.915,113.304
480,118.356,125.269,122.228,123.633,123.053,122.353,122.533,113.791,110.205,124.909,121.813,113.059,117.620,119.054,111.349,112.314,113.340
481,118.301,124.811,121.487,125.283,123.287,121.292,121.842,114.497,109.869,124.644,120.350,112.065,117.237,117.777,112.041,112.133,113.588
482,118.080,124.549,120.994,122.868,123.270,122.246,121.906,114.050,109.682,124.025,120.803,112.716,116.533,118.455,111.435,111.044,112.762
483,117.509,124.655,121.483,122.566,122.803,121.058,122.896,113.238,109.756,124.233,121.005,112.404,117.498,117.195,111.837,111.651,112.531
484,116.331,124.601,120.425,121.846,123.135,121.315,121.639,112.992,110.305,124.323,121.467,112.553,117.568,118.376,111.920,111.674,112.946
485,117.426,125.212,120.674,122.394,122.808,121.444,122.722,113.977,111.074,124.527,120.853,112.179,117.286,117.324,110.662,111.424,113.194
486,118.212,125.643,120.812,122.342,123.141,121.677,121.573,113.567,110.634,123.692,121.254,112.408,117.216,117.910,110.841,110.897,112.874
487,117.549,124.098,120.640,122.968,122.759,121.585,121.458,113.162,109.969,124.275,120.647,112.078,116.568,118.507,111.623,111.637,112.743
488,117.175,124.294,120.929,123.170,122.116,120.478,121.821,113.602,110.427,123.715,120.851,112.075,116.934,117.921,112.148,111.309,113.091
489,117.546,124.621,121.071,123.539,122.352,121.421,122.958,113.532,109.353,124.739,121.094,111.687,117.798,118.125,111.227,111.085,113.594
490,117.764,123.960,120.199,122.396,123.095,121.577,122.250,113.234,110.484,124.645,121.995,112.447,117.188,118.610,111.161,111.784,113.527
491,117.485,124.556,120.358,123.515,122.578,122.131,121.774,113.698,110.795,123.942,121.622,112.339,118.017,118.275,110.909,111.644,113.091
492,117.380,124.664,120.535,123.057,122.942,122.321,122.066,113.485,109.926,124.168,120.659,112.362,116.976,117.949,110.701,111.440,112.670
493,118.423,125.370,121.151,122.879,122.182,121.748,122.571,113.998,110.715,124.474,121.295,112.781,117.540,117.852,112.027,111.401,113.194
494,117.724,124.550,120.697,122.887,123.259,121.367,122.969,113.238,110.497,124.243,121.847,112.657,116.578,117.931,110.748,111.580,113.533
495,117.313,125.173,120.290,122.623,123.368,121.736,121.545,114.638,110.634,124.156,121.666,112.880,117.199,118.275,111.526,112.002,113.454
496,118.288,125.564,120.249,123.272,122.976,121.290,122.267,113.822,110.063,124.591,121.449,112.657,117.456,117.421,112.242,111.833,112.982
497,117.733,124.475,120.892,122.501,122.739,121.778,122.391,113.874,110.429,124.293,121.478,113.202,116.282,118.067,111.771,111.738,113.483
498,117.798,125.315,120.562,122.558,121.649,121.341,121.649,113.985,110.590,124.484,120.647,113.219,117.666,118.260,111.343,111.640,113.987
499,118.653,124.950,120.124,123.127,123.236,120.778,122.316,113.841,110.342,124.062,122.119,112.899,117.620,117.758,111.655,111.635,113.188
500,117.325,124.959,120.364,123.086,122.849,121.536,121.865,114.104,109.915,123.998,122.174,112.482,116.916,118.165,112.175,111.112,113.458
501,117.190,124.870,119.466,123.208,123.264,121.933,122.182,114.240,110.283,124.431,120.870,112.577,117.763,117.399,111.195,110.800,112.880
502,117.887,124.478,120.685,122.458,122.648,120.919,120.943,113.259,111.691,124.208,120.918,113.098,116.930,117.528,111.615,111.527,113.807
503,117.776,124.336,120.166,121.879,122.638,121.268,122.047,113.663,110.294,123.747,120.593,112.258,116.411,117.972,112.168,110.887,112.961
504,117.049,124.722,119.703,122.671,122.969,120.774,122.021,113.689,110.338,124.471,121.128,111.657,116.718,117.418,111.063,111.332,112.866
505,117.853,124.780,121.097,122.472,122.308,121.085,122.479,113.603,109.357,123.894,121.801,111.779,117.087,117.702,111.730,111.257,113.096
506,117.730,124.590,120.549,123.259,122.706,121.464,121.983,114.027,110.074,123.880,120.702,112.127,116.456,117.751,111.758,111.408,112.564
507,116.804,125.334,121.750,124.350,123.300,122.254,123.290,112.975,110.556,123.886,121.773,112.286,117.683,118.459,112.018,111.794,113.169
508,118.997,125.999,123.820,124.811,123.930,122.655,122.856,114.021,111.155,125.153,122.053,113.206,118.021,118.719,111.603,112.342,113.331
509,118.169,127.049,123.978,126.491,125.051,122.577,123.776,115.182,111.083,124.319,122.938,112.818,118.223,117.863,111.283,112.193,113.272
510,118.540,128.112,124.994,125.968,125.009,122.569,123.332,114.044,111.020,125.830,122.041,113.905,117.502,117.760,111.512,111.697,113.644
511,119.433,128.179,125.582,127.000,125.246,122.762,124.252,113.716,111.351,126.102,122.993,113.356,119.139,119.206,111.911,112.183,113.187
512,121.423,129.287,124.708,127.472,126.726,124.524,124.411,114.511,111.399,126.260,122.652,112.328,119.690,119.543,112.601,113.099,113.869
513,119.693,129.158,125.122,127.523,126.092,124.028,123.396,115.068,110.553,125.885,122.247,112.426,117.990,120.043,111.782,113.106,114.477
514,118.669,129.383,125.321,128.234,126.196,123.395,124.434,114.878,112.209,125.369,122.421,112.558,118.537,118.743,112.370,112.977,114.238
515,119.574,128.497,126.552,128.119,126.057,122.683,124.470,113.967,111.717,125.568,122.220,112.880,117.526,119.727,112.055,113.071,113.905
516,119.819,129.357,125.899,128.822,126.464,123.827,124.064,113.360,111.425,125.076,122.652,112.716,117.972,119.251,112.342,112.573,114.055
517,120.279,129.855,125.952,130.038,126.719,123.931,124.035,115.153,111.754,125.282,121.584,113.221,118.038,118.790,111.986,112.640,114.299
518,120.184,129.531,127.198,131.253,126.626,123.956,124.792,114.476,112.035,125.724,122.201,112.540,118.902,119.223,111.957,112.379,113.591
519,120.859,129.672,127.201,130.652,126.929,123.831,125.101,114.727,112.131,125.542,122.364,113.828,118.429,119.242,112.987,113.195,113.812
520,119.908,129.916,127.264,131.108,127.027,123.865,123.932,115.176,111.113,125.861,121.966,112.698,118.920,118.122,111.886,113.078,114.055
521,120.748,130.567,127.371,129.526,127.588,123.329,125.094,114.474,111.584,126.068,121.961,112.743,117.969,118.599,111.775,113.069,113.511
522,119.718,130.172,127.412,130.771,127.330,124.127,124.778,114.588,112.373,126.458,122.151,112.835,118.836,118.631,112.617,112.816,113.731
523,120.439,130.392,126.660,130.073,126.702,123.268,124.292,114.689,112.386,126.178,123.139,113.169,117.962,118.981,112.064,114.158,113.337
524,120.334,130.077,126.794,130.367,127.308,123.782,125.019,114.453,112.150,125.643,121.948,112.814,117.941,118.618,111.317,112.782,113.797
525,120.920,129.747,127.237,130.582,126.646,123.327,124.491,114.244,112.063,126.220,121.783,113.065,118.425,118.938,111.791,112.587,113.765
526,121.242,130.611,127.791,131.275,127.565,123.798,124.370,115.290,112.425,126.960,122.941,113.029,118.711,118.461,111.810,113.020,113.946
527,120.702,130.944,127.988,131.113,127.625,123.446,125.549,115.950,111.632,125.730,122.497,113.127,117.498,118.459,112.131,113.326,113.625
528,119.942,130.893,127.173,131.358,127.878,123.815,124.561,115.280,112.089,126.228,122.210,112.348,118.634,119.818,111.771,113.381,113.812
529,120.169,130.700,128.307,131.809,127.960,124.028,124.837,114.785,112.802,126.204,122.641,113.374,117.693,119.272,112.261,112.904,114.295
530,120.675,132.283,128.732,132.024,127.634,123.845,124.545,115.667,112.240,125.453,122.135,113.711,118.958,118.695,111.760,113.544,113.235
531,120.844,131.485,128.343,131.580,127.560,124.478,124.347,115.524,112.111,126.674,121.964,113.026,118.756,118.728,112.281,112.812,113.753
532,120.752,131.464,128.048,132.690,127.662,124.720,125.566,114.832,112.353,126.669,122.378,113.244,118.826,119.052,112.776,113.168,114.196
533,120.301,132.064,129.534,134.051,128.729,123.442,124.872,115.756,112.218,127.058,121.609,113.110,119.160,118.590,111.689,114.092,113.676
534,121.245,131.530,128.538,133.461,128.004,123.708,125.597,115.188,113.381,125.956,122.934,112.580,119.056,119.161,112.229,113.417,113.739
535,119.982,132.166,128.401,134.038,128.325,123.931,124.946,115.089,112.000,126.363,122.590,113.035,118.157,118.873,112.522,113.968,114.330
536,120.264,131.453,128.953,135.590,128.423,124.260,125.417,115.754,112.612,126.428,122.425,113.319,118.836,118.092,112.254,113.704,113.572
537,121.310,132.287,129.284,135.113,128.178,124.643,125.102,115.952,112.985,127.131,123.444,113.739,118.979,119.403,111.839,112.695,113.359
538,120.629,132.854,131.574,136.434,128.283,124.688,126.207,114.913,112.290,126.118,123.288,113.664,119.906,118.974,112.413,112.699,114.108
539,121.261,134.951,142.870,135.321,129.822,126.252,129.356,116.545,112.466,126.291,122.975,113.587,118.875,120.148,112.651,114.115,113.895
540,122.334,134.469,140.122,135.456,129.764,125.272,128.964,116.855,112.763,126.989,123.435,113.587,118.554,119.541,111.825,113.706,113.912
541,121.982,133.030,136.898,135.202,129.565,125.036,127.630,116.203,112.392,126.254,122.966,113.416,119.136,119.217,111.565,113.144,113.991
542,121.595,133.888,133.497,135.404,128.906,124.716,127.347,116.122,112.307,126.220,123.533,113.537,118.300,118.908,111.318,112.988,113.950
543,120.926,133.632,133.900,135.846,129.858,125.605,127.361,116.184,113.085,126.284,123.314,112.889,118.505,119.247,110.923,113.654,113.777
544,120.055,133.405,131.983,135.232,129.376,125.429,126.561,115.836,112.423,126.606,123.121,112.872,118.160,119.543,111.640,114.264,113.766
545,121.902,132.732,130.817,135.326,129.378,124.365,126.130,116.060,111.904,126.763,122.766,112.722,118.986,118.766,111.698,113.803,114.523
546,121.721,132.857,130.871,133.687,129.626,125.284,126.434,115.762,112.880,126.279,122.996,113.198,117.094,118.552,111.730,113.589,114.115
547,121.822,132.016,131.022,135.563,129.122,125.002,126.349,116.041,113.477,126.903,122.092,113.382,119.289,119.257,112.061,113.399,113.658
548,121.325,132.682,130.627,136.111,128.869,123.381,126.148,115.712,112.017,126.642,122.160,113.343,119.237,119.036,112.360,113.082,114.347
549,121.031,133.179,130.520,135.887,128.605,125.298,125.255,115.155,112.237,126.334,122.881,112.722,117.519,118.496,110.916,113.319,114.136
550,120.702,132.476,130.194,135.617,128.693,124.748,125.938,116.074,112.488,126.467,121.689,112.954,119.251,118.721,112.182,113.848,114.140
551,120.598,133.148,129.758,134.531,128.892,124.431,125.616,115.760,113.316,126.400,121.845,113.417,118.906,119.667,112.093,113.213,113.394
552,121.264,132.056,129.159,134.577,128.186,125.177,125.453,114.896,112.948,126.311,122.952,112.525,117.171,119.086,111.991,113.309,114.498
553,121.083,132.155,129.835,133.792,129.759,124.637,124.920,115.629,112.651,126.928,122.313,112.948,119.491,119.581,111.649,113.174,113.385
554,120.043,132.166,129.815,134.642,128.825,124.675,125.014,114.805,112.634,126.619,122.703,112.854,117.767,118.301,111.406,113.236,113.990
555,122.482,132.398,128.823,134.391,129.476,124.730,124.880,116.211,112.730,126.439,122.112,113.313,118.693,118.946,111.415,113.780,114.387
556,121.387,131.960,129.142,134.086,128.733,124.819,124.618,115.265,112.734,126.852,122.856,112.900,118.484,119.320,112.501,113.766,114.145
557,121.344,132.833,129.560,136.057,128.152,123.698,125.274,114.731,111.885,126.644,121.909,113.001,117.296,119.109,111.846,113.635,113.564
558,121.638,132.885,129.519,134.722,128.750,124.722,126.165,115.749,111.804,126.685,122.339,113.456,118.871,119.393,112.288,113.535,114.396
559,121.509,132.219,129.458,135.146,128.851,124.349,125.248,115.971,113.242,126.306,122.673,112.730,118.087,118.876,112.404,113.848,114.270
560,121.448,132.757,129.621,135.900,129.077,124.383,125.552,115.518,112.011,126.745,123.018,113.157,119.098,120.200,111.587,113.869,113.520
561,120.248,132.084,129.804,135.534,129.149,124.659,125.500,115.087,112.505,126.697,123.053,113.271,118.997,119.303,112.510,113.654,113.964
562,122.009,132.509,129.685,133.766,128.591,124.972,125.148,115.263,112.617,126.775,122.545,113.206,117.930,118.386,113.156,113.215,114.215
563,119.957,132.908,128.988,135.396,128.459,124.679,125.505,115.360,112.505,127.134,122.361,113.501,118.707,119.110,112.776,113.378,114.007
564,120.374,132.152,129.633,136.259,129.149,124.917,125.118,115.451,112.423,127.045,121.796,113.299,118.575,118.202,112.199,113.794,113.691
565,120.871,133.235,129.465,135.038,128.689,125.220,125.028,115.149,112.512,126.252,123.520,113.326,118.073,118.996,111.889,113.851,114.458
566,120.712,132.001,130.271,136.437,129.357,125.133,125.108,116.027,112.606,126.867,121.675,113.919,118.014,119.331,111.655,113.544,113.905
567,121.018,132.343,130.582,134.730,127.679,124.617,124.590,114.184,112.015,126.279,121.833,113.055,118.094,118.732,112.354,113.340,113.295
568,120.715,132.922,129.669,135.526,128.062,125.647,125.712,115.298,112.671,126.852,120.948,113.760,117.714,119.429,111.674,113.874,114.413
569,121.313,132.487,129.971,135.914,128.899,124.720,125.766,115.025,113.407,126.674,121.528,113.475,119.136,119.333,112.503,113.587,114.184
570,120.874,133.584,129.931,134.911,129.493,124.181,125.641,116.120,111.355,126.241,122.083,112.988,118.638,118.738,112.295,113.766,113.880
571,120.500,133.605,130.242,135.278,129.010,124.524,125.700,115.632,112.144,125.791,122.320,113.267,118.279,118.517,112.290,113.885,114.460
572,121.773,132.570,130.018,135.941,129.040,123.722,125.262,115.928,112.083,126.460,121.666,113.253,117.916,118.736,112.154,114.241,113.895
573,121.433,133.027,129.870,134.914,128.896,124.732,125.665,114.936,111.638,126.611,122.004,113.304,117.739,120.047,112.331,113.415,114.423
574,122.202,132.778,130.631,136.412,128.653,124.387,125.231,115.375,113.475,126.457,121.631,113.512,118.070,120.352,111.165,113.326,113.585
575,119.850,133.553,130.801,135.296,128.359,125.456,125.356,115.294,112.423,126.617,122.437,113.382,118.620,119.242,111.664,112.833,113.657
576,120.840,133.308,130.929,134.825,128.236,123.633,124.550,116.518,112.046,126.575,122.643,113.283,118.230,119.052,112.079,113.832,114.477
577,121.641,133.055,129.602,135.987,129.612,124.413,125.847,115.679,112.845,126.442,121.710,112.899,119.199,119.311,111.921,113.936,113.934
578,122.110,132.859,129.822,137.272,128.773,124.603,125.965,115.692,112.808,126.901,122.384,113.398,118.589,119.371,112.372,113.080,113.835
579,121.607,133.827,130.321,136.739,129.060,125.234,125.670,115.650,112.871,127.236,122.172,112.719,118.857,119.292,112.029,112.720,113.990
580,121.874,133.482,130.311,137.081,128.827,125.863,125.762,116.313,113.078,127.094,122.831,113.485,117.669,119.296,112.626,113.160,114.527
581,120.426,133.074,131.037,137.620,129.053,124.623,125.806,114.586,113.092,126.779,122.316,113.211,117.951,119.208,111.998,113.784,114.328
582,121.567,133.204,131.030,137.396,128.734,124.901,125.064,114.956,112.349,126.162,122.883,113.835,118.899,118.910,111.699,113.255,113.619
583,122.144,133.707,130.668,137.218,128.902,123.716,125.510,116.147,112.434,126.562,121.734,112.928,118.446,118.397,112.682,113.729,113.628
584,121.089,133.623,129.474,136.485,128.997,124.536,125.651,115.321,113.111,126.777,122.261,112.605,118.836,119.702,112.134,113.697,114.407
585,121.782,133.300,130.418,137.019,128.747,123.966,126.333,115.077,111.789,127.089,122.037,113.691,118.125,119.796,112.436,113.945,113.172
586,122.242,133.973,130.852,136.008,129.469,124.276,125.693,115.766,111.379,126.389,121.904,113.076,119.244,118.423,112.284,113.746,113.537
587,120.583,132.300,130.299,137.477,128.956,124.688,126.149,115.632,112.346,126.804,122.707,113.400,119.732,118.603,112.247,113.637,113.984
588,121.899,132.361,129.801,137.019,128.732,124.633,125.488,114.942,112.312,126.355,121.615,113.046,118.843,119.045,112.077,113.459,114.264
589,120.798,133.436,129.663,137.504,128.705,124.897,125.797,115.547,112.231,126.977,122.016,112.879,117.296,119.152,111.476,113.230,114.270
