 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
34,126.000,145.152,148.920,186.709,141.003,135.794,135.406,124.248,118.303,132.331,132.277,119.792,124.359,124.964,118.005,119.631,118.562
35,126.629,144.932,146.455,186.151,140.247,135.988,134.210,122.959,118.333,131.965,132.510,120.072,125.157,124.285,117.671,118.736,118.070
36,127.482,144.857,146.834,185.518,140.659,135.444,134.906,123.774,118.725,132.262,132.355,119.876,124.449,124.624,117.778,118.851,117.860
37,125.963,145.737,146.296,185.407,140.588,136.746,135.071,123.002,117.695,131.955,132.677,119.017,126.098,124.835,117.485,118.438,117.701
38,127.009,146.675,146.853,185.372,140.365,135.780,135.646,123.665,119.606,132.356,132.739,119.167,124.237,124.783,117.299,117.573,118.289
39,126.414,145.658,145.737,184.617,140.702,135.506,134.271,122.957,117.954,132.055,132.977,119.918,124.937,125.049,117.433,119.232,118.302
40,126.015,145.920,145.394,184.485,139.888,135.861,135.128,123.582,118.497,131.563,132.158,119.615,125.216,124.313,117.249,118.766,117.964
41,127.248,145.407,144.950,184.911,141.101,136.407,134.951,123.445,118.521,132.353,132.332,119.558,124.575,124.232,116.553,118.245,117.755
42,127.509,144.865,144.412,185.135,140.591,135.167,135.135,124.174,118.410,131.954,132.718,119.882,125.941,124.097,117.383,119.264,118.582
43,126.058,144.518,146.246,185.148,140.325,136.276,135.500,122.296,117.519,131.757,131.657,119.398,125.439,124.526,117.349,118.956,117.212
44,125.433,145.025,144.947,183.712,139.408,136.018,135.415,123.468,117.242,132.127,132.059,118.758,124.962,123.906,117.522,119.025,118.457
45,125.426,144.544,144.806,184.647,140.433,135.135,135.462,123.188,117.671,131.668,131.538,119.661,124.585,123.850,116.140,118.374,118.365
46,125.982,144.799,144.333,184.795,140.862,135.974,135.264,123.387,118.734,131.988,132.845,119.345,124.488,124.944,116.483,118.317,118.777
47,125.859,144.648,144.851,185.046,140.104,135.817,134.592,123.130,117.407,132.495,132.405,119.352,124.272,124.717,117.279,118.397,117.229
48,127.006,145.450,144.490,184.372,140.528,136.655,134.384,124.205,117.595,132.095,132.806,119.147,124.641,124.504,116.850,118.959,117.549
49,126.307,145.352,145.667,184.817,139.466,136.427,135.458,123.079,117.159,132.341,132.588,119.459,124.564,125.124,116.453,118.936,117.688
50,126.521,145.114,145.272,183.283,139.784,135.994,135.672,123.520,117.431,132.309,132.556,119.053,124.895,124.294,116.186,118.374,118.272
51,126.770,145.870,144.401,184.704,140.222,134.353,134.351,122.820,117.686,131.723,130.927,119.332,124.909,124.251,116.088,118.083,117.273
52,126.647,145.571,144.988,184.712,139.251,134.833,134.552,123.795,117.658,132.126,132.226,119.401,124.829,124.412,117.277,119.477,118.025
53,125.420,144.704,144.975,185.154,140.070,135.798,134.983,123.725,118.939,132.219,132.689,119.291,125.199,124.575,116.903,118.762,118.026
54,125.653,144.515,143.712,183.073,140.562,135.296,134.236,123.128,117.743,131.776,132.052,119.342,125.530,123.434,117.052,118.972,117.718
55,125.396,145.691,144.722,185.094,140.253,135.778,134.259,123.321,118.248,132.185,131.343,119.687,125.432,124.882,117.107,119.934,117.766
56,126.245,144.957,144.685,183.439,139.582,135.339,134.910,123.518,117.697,132.157,131.561,119.758,125.101,124.522,117.789,118.500,117.698
57,126.215,144.775,144.867,185.259,140.314,135.085,134.776,123.685,117.562,132.514,131.590,119.440,124.787,124.399,116.878,119.046,117.258
58,125.503,145.448,144.851,183.073,139.979,136.569,135.363,124.306,117.033,131.810,130.744,119.313,124.833,124.788,116.116,118.564,118.831
59,126.089,144.627,143.928,186.456,140.267,135.903,134.505,123.368,117.157,132.571,130.826,118.535,124.129,124.700,116.551,119.064,118.629
60,125.206,143.973,145.059,182.857,139.216,135.266,135.134,124.012,118.022,131.720,131.231,119.691,123.885,124.176,116.839,118.434,118.045
61,126.258,145.070,143.828,184.650,139.879,135.518,134.259,122.692,116.575,131.674,131.627,119.266,123.296,124.738,116.242,119.369,117.639
62,125.482,144.626,144.149,184.450,139.557,136.276,134.411,124.186,117.645,132.072,131.501,119.105,124.488,125.449,117.440,119.252,118.127
63,126.365,145.331,153.635,185.016,140.506,136.232,135.528,122.439,117.386,131.910,132.623,119.009,125.474,124.403,117.732,119.245,118.520
64,126.899,144.646,153.080,185.491,139.996,135.752,135.472,123.265,118.355,131.840,131.226,119.687,124.787,125.337,116.939,118.681,117.853
65,125.160,146.402,152.156,184.307,140.699,136.510,134.901,122.961,118.874,131.552,131.849,118.835,125.847,124.412,116.363,117.782,117.899
66,126.334,147.281,166.082,184.779,143.107,136.635,136.655,123.768,117.092,132.371,130.755,119.153,125.000,124.133,116.624,118.410,118.526
67,126.975,146.041,162.853,184.323,141.969,136.442,137.019,124.743,118.244,131.957,131.460,119.532,124.345,125.631,116.456,118.241,118.378
68,125.988,145.814,157.732,183.617,141.318,136.141,134.773,123.143,118.137,131.408,131.398,119.521,125.143,124.899,117.934,118.975,117.492
69,126.067,143.540,154.393,183.404,141.930,135.111,135.094,123.640,117.702,132.303,131.931,119.154,124.916,125.292,117.413,119.211,117.509
70,126.715,144.547,152.048,183.768,140.182,135.877,135.934,122.971,117.926,131.517,132.032,119.152,123.453,124.373,117.131,119.220,117.911
71,127.291,144.312,149.582,184.234,139.382,135.714,134.469,123.087,117.804,131.774,133.032,119.550,123.889,124.751,117.079,118.339,118.105
72,126.359,144.714,148.914,184.442,140.923,136.389,135.444,123.691,117.834,131.876,132.769,119.524,123.822,123.702,116.299,118.376,117.178
73,127.255,143.935,147.690,182.658,140.185,135.669,135.672,124.099,117.793,131.342,132.167,119.633,124.902,124.318,116.361,118.168,118.745
74,125.893,145.262,147.000,183.218,139.902,135.246,134.773,122.805,117.198,131.559,131.638,118.964,125.993,123.727,116.844,119.482,118.358
75,125.994,144.670,146.625,183.970,139.017,135.913,134.538,123.901,117.399,132.003,130.679,119.577,124.606,124.127,116.945,119.035,117.879
76,126.758,145.070,146.512,182.644,140.227,136.093,135.215,123.563,117.717,131.507,130.046,118.713,124.195,124.290,116.136,118.817,118.458
77,126.840,144.385,145.820,181.744,139.642,135.659,134.321,123.437,117.288,131.645,132.615,118.948,123.146,124.240,116.660,119.051,118.213
78,126.248,145.090,144.903,182.908,139.935,135.022,133.760,123.598,117.364,131.725,132.057,118.909,124.882,124.590,116.996,118.053,118.098
79,125.442,144.441,145.123,182.022,140.159,135.468,134.530,122.586,116.617,131.915,131.774,119.446,124.014,124.813,116.665,119.271,117.580
80,126.285,144.290,144.400,181.164,139.033,135.139,135.415,122.859,116.980,132.011,130.828,118.040,124.477,124.150,116.583,118.046,117.931
81,126.064,144.877,144.581,184.404,139.335,135.226,134.337,123.983,116.614,132.022,131.014,118.869,125.519,123.923,116.063,118.298,117.872
82,125.954,144.589,144.282,182.919,140.973,135.077,134.255,122.853,117.991,131.701,130.909,119.055,124.045,124.120,116.429,118.849,117.464
83,125.629,144.112,145.113,182.817,140.119,135.421,133.866,123.526,117.941,131.498,131.314,118.906,124.251,124.257,116.705,118.041,117.746
84,125.586,144.706,145.116,182.792,139.943,135.139,133.333,123.043,117.525,132.012,130.948,118.791,123.742,124.277,116.662,118.633,117.936
85,125.853,144.359,145.556,182.358,139.679,136.315,133.745,122.692,115.817,132.098,132.169,119.036,125.031,124.427,117.224,119.270,117.672
86,125.988,143.738,144.181,181.763,139.732,136.103,134.207,122.453,117.242,131.495,130.325,118.388,125.275,124.487,117.127,119.246,117.515
87,125.718,144.709,144.658,181.922,139.682,135.526,134.826,123.122,116.399,131.525,130.794,119.065,124.167,123.875,116.449,118.472,118.022
88,125.632,144.453,144.469,183.199,139.037,134.540,133.392,123.300,116.937,131.408,130.764,119.030,124.258,124.652,116.589,118.434,117.610
89,126.245,143.738,144.913,182.329,139.507,134.472,133.856,123.335,116.590,131.842,130.137,118.665,124.833,125.129,117.007,118.840,117.613
90,125.887,143.848,145.212,182.938,139.430,135.581,134.021,123.269,117.203,131.523,130.321,118.980,123.725,123.509,117.188,118.223,118.007
91,125.252,144.169,144.362,182.682,140.645,135.339,134.016,122.971,117.375,131.588,130.863,118.641,125.753,124.060,116.331,118.197,117.467
92,125.877,144.612,144.842,180.927,140.616,136.448,134.682,123.197,116.861,131.733,130.488,119.713,124.153,124.105,116.107,118.355,117.623
93,123.985,144.740,145.454,182.151,139.348,135.851,134.634,123.741,117.092,131.702,129.371,119.186,124.617,124.478,116.905,118.892,117.810
94,126.334,143.747,143.729,182.097,140.188,135.310,133.816,123.004,117.344,131.362,131.453,118.694,123.895,123.693,116.928,118.894,117.926
95,125.801,147.960,168.160,181.140,143.161,136.240,137.002,122.745,119.133,132.425,131.456,119.563,125.449,125.461,116.564,118.693,118.117
96,126.089,149.084,173.402,182.879,142.805,137.571,137.507,124.269,118.697,131.791,131.517,119.980,124.606,124.453,117.449,118.730,118.399
97,126.337,147.530,164.433,180.625,144.143,138.270,135.630,124.207,118.477,132.165,131.361,119.330,124.150,124.639,117.503,118.851,117.314
98,126.448,148.920,160.167,181.259,145.857,137.802,135.559,124.544,117.895,131.848,131.515,118.782,124.265,123.871,116.814,118.459,117.658
99,125.227,149.550,156.454,181.348,146.420,137.325,135.207,123.971,116.847,131.710,131.700,118.401,125.209,124.635,116.937,117.874,118.458
100,127.193,148.522,153.790,181.863,148.001,136.956,135.630,124.352,117.776,132.001,131.746,118.867,124.244,124.612,116.293,119.496,117.949
101,126.390,146.814,151.853,181.617,147.337,137.714,134.335,123.054,116.987,131.317,132.002,118.577,123.251,123.908,117.388,118.227,117.838
102,126.537,145.197,154.436,180.863,146.663,136.845,136.128,123.203,116.373,132.007,131.728,119.157,122.732,124.511,116.916,118.098,117.425
103,126.387,146.923,165.654,182.216,146.793,137.252,136.568,123.574,117.198,131.265,132.465,118.918,123.237,124.131,116.442,118.305,118.289
104,126.644,146.571,161.300,181.574,148.423,137.474,134.910,123.549,116.808,131.479,131.343,118.810,124.024,124.367,117.041,118.277,118.096
105,126.129,146.815,156.015,181.501,147.693,136.417,135.307,122.779,116.575,131.336,130.920,118.541,124.944,124.412,116.304,118.585,117.812
106,125.521,146.541,152.946,181.655,147.553,136.768,135.510,123.530,117.004,131.702,131.293,118.255,124.209,124.167,115.902,118.514,117.121
107,126.304,145.942,150.812,182.798,147.259,135.708,134.894,123.582,117.501,131.541,131.631,118.778,125.429,124.665,116.665,118.681,117.302
108,126.414,145.154,150.271,181.431,145.213,135.514,134.127,123.331,117.277,131.974,130.369,117.874,124.801,124.429,116.401,118.661,117.493
109,125.377,144.913,148.683,179.383,143.249,136.123,134.519,124.712,117.850,131.390,130.435,119.709,125.024,123.788,116.116,118.014,117.756
110,124.675,145.090,147.331,181.784,142.378,135.758,133.731,123.489,116.473,131.743,131.137,118.238,124.017,123.985,116.546,118.055,117.780
111,124.837,144.936,147.183,180.685,140.939,135.534,133.821,123.048,116.386,131.465,129.845,118.740,124.254,124.496,116.567,118.691,118.261
112,126.077,143.361,146.372,180.997,139.862,135.798,133.554,123.872,116.693,131.398,130.178,119.313,125.544,124.571,116.814,119.004,117.812
113,125.791,145.463,145.994,181.518,140.199,134.861,134.349,122.818,115.810,131.152,130.735,118.557,124.878,123.292,116.524,118.270,117.130
114,126.018,145.241,145.192,182.173,140.173,134.702,133.797,123.021,115.512,131.829,131.158,118.486,124.679,123.682,116.091,118.250,117.058
115,126.291,144.429,145.703,182.488,139.996,135.300,134.363,123.433,116.684,130.825,130.753,118.424,123.965,123.566,116.758,118.193,117.680
116,125.156,143.673,143.927,180.884,140.403,135.565,134.193,122.965,116.183,131.117,130.924,118.569,124.474,124.219,116.662,118.456,116.883
117,124.739,143.141,145.046,181.084,139.913,134.784,133.918,122.538,116.662,131.838,129.700,118.691,124.578,124.309,115.980,118.387,116.991
118,124.997,143.072,144.941,179.623,139.156,134.849,133.903,122.824,115.688,131.430,129.913,118.697,125.317,123.972,116.351,118.319,118.072
119,125.595,143.629,143.503,180.534,139.636,134.796,134.175,122.213,116.658,130.967,129.936,118.215,123.596,123.773,116.832,118.654,116.945
120,125.402,143.608,144.163,179.571,139.281,134.284,133.464,122.565,116.464,130.827,129.329,118.133,123.209,124.191,117.247,118.294,117.724
121,125.101,143.840,149.145,180.730,138.456,134.546,133.036,122.725,117.181,131.021,130.567,118.691,123.627,123.438,115.597,118.204,116.999
122,125.344,143.709,147.685,180.881,138.142,135.341,133.059,122.008,117.900,130.611,130.233,118.476,123.822,123.524,116.261,117.392,117.165
123,125.064,143.678,146.635,179.205,139.124,135.038,133.040,122.636,117.778,131.513,129.357,118.193,123.937,124.318,116.551,117.699,117.561
124,125.417,143.685,146.907,179.520,139.257,135.361,132.955,121.700,117.190,131.393,129.574,118.612,124.383,123.320,116.063,118.977,117.577
125,125.840,143.859,144.791,179.957,138.156,134.825,133.102,121.366,116.516,131.043,128.194,118.564,124.491,124.199,116.265,117.697,117.326
126,125.782,143.611,144.694,181.113,139.524,135.196,134.771,122.592,116.704,131.350,129.192,118.652,124.286,123.753,115.608,118.037,117.543
127,125.690,143.510,144.992,181.450,138.416,134.694,132.462,122.317,116.453,131.715,129.369,117.658,123.516,123.837,116.485,118.523,117.880
128,125.120,143.518,145.155,180.631,139.619,135.093,132.139,122.292,116.739,131.061,129.378,118.521,123.139,123.127,116.215,118.337,117.618
129,125.638,143.034,144.658,179.197,138.974,135.790,133.608,123.070,117.020,131.566,129.504,118.773,123.641,124.144,116.179,118.878,116.698
130,125.221,144.334,143.925,179.032,138.562,134.641,133.069,123.159,117.863,131.282,129.352,118.557,124.624,123.670,115.955,118.154,117.146
131,125.905,143.559,143.985,180.151,138.753,135.000,133.420,121.503,118.102,131.376,129.670,118.166,124.627,124.713,116.986,118.817,117.673
132,125.387,144.170,142.945,179.908,138.490,135.784,133.865,122.600,118.314,131.457,130.155,119.056,123.990,124.436,116.252,118.191,117.923
133,125.776,143.787,146.433,179.065,139.028,134.593,134.111,121.528,117.965,131.650,129.966,118.078,123.220,123.818,116.615,117.732,116.933
134,126.166,144.963,148.059,180.841,139.266,135.022,133.870,121.948,117.420,131.089,129.842,118.506,123.631,124.257,116.599,117.832,117.067
135,125.417,144.062,145.838,179.264,139.658,134.278,134.050,122.602,117.632,131.647,129.492,118.449,123.551,123.590,116.272,117.580,117.677
136,125.761,143.959,145.733,179.038,139.384,135.244,133.326,122.408,116.224,131.372,130.009,119.232,125.303,123.629,115.869,117.392,117.101
137,124.356,144.099,145.277,180.078,137.756,134.571,133.345,122.222,117.542,131.060,128.925,118.789,123.042,123.056,116.354,118.176,117.207
138,125.727,143.825,145.184,179.838,138.764,134.597,133.837,122.250,116.856,130.883,129.075,118.775,124.087,124.081,116.297,117.863,117.585
139,127.006,142.642,144.396,180.348,138.801,135.276,133.188,123.004,117.126,131.200,129.394,119.530,123.993,123.891,115.841,117.844,118.061
140,124.319,143.466,144.762,180.019,139.403,135.337,134.019,122.168,116.272,131.237,128.844,118.137,124.408,124.090,115.995,117.819,117.797
141,125.963,143.886,145.082,179.447,138.710,135.657,134.031,121.776,116.697,131.454,129.124,118.193,125.038,124.333,116.503,118.502,117.372
142,125.669,142.867,144.467,179.887,139.348,136.111,132.583,122.472,117.041,130.818,129.016,118.450,124.401,123.034,116.631,118.686,118.159
143,125.488,144.138,144.187,179.129,137.940,134.036,133.016,122.513,117.340,131.306,129.478,117.958,123.220,123.949,115.755,118.314,117.266
144,125.224,143.250,144.091,179.704,138.628,134.546,133.255,122.074,116.876,131.536,128.414,118.864,124.460,123.816,115.975,118.053,117.320
145,125.104,142.784,143.855,178.606,138.339,135.919,133.217,122.876,116.473,131.409,128.529,118.615,123.606,123.438,116.281,119.259,117.276
146,126.092,143.574,144.373,179.210,139.641,134.603,133.906,122.354,115.871,130.974,129.254,118.636,124.798,123.369,116.803,118.528,116.873
147,125.417,142.478,144.180,179.410,138.872,134.486,133.674,122.779,115.904,130.658,129.277,118.558,124.282,124.017,115.256,118.397,117.480
148,124.488,143.658,142.954,179.059,138.682,134.851,134.149,123.313,115.959,130.697,129.529,118.567,122.812,123.811,116.669,117.539,118.006
149,125.475,144.322,143.841,179.326,138.807,135.304,133.215,121.544,116.845,130.979,128.291,118.237,123.732,124.562,115.880,118.635,117.201
150,125.767,142.985,144.041,179.914,138.855,134.375,134.227,122.493,116.139,130.868,129.595,117.984,124.125,123.888,116.823,117.915,117.455
151,125.592,144.003,144.650,179.480,138.406,134.544,134.193,122.650,116.303,130.923,129.444,118.380,123.557,123.815,116.565,118.794,117.590
152,126.021,142.734,143.779,178.542,138.602,134.105,133.109,122.979,116.444,130.806,129.016,118.776,125.495,124.028,116.036,117.918,117.385
153,125.807,143.136,145.450,179.879,138.791,134.847,133.241,121.886,116.194,131.207,129.547,118.185,122.958,123.893,116.791,117.683,117.039
154,124.337,144.364,144.082,179.272,138.119,134.577,133.771,122.232,116.316,131.448,129.661,118.036,124.453,124.311,115.970,118.032,117.255
155,124.264,144.531,143.195,180.491,138.318,134.202,134.083,122.520,116.867,131.312,129.188,118.384,123.899,123.382,115.733,117.067,117.479
156,124.951,142.117,143.826,179.504,138.175,134.393,133.934,122.279,116.163,130.725,129.639,117.970,124.477,122.721,116.045,118.012,117.642
157,125.411,143.719,143.860,179.531,140.078,134.806,134.106,122.257,116.444,130.715,129.947,118.139,123.899,122.790,115.488,117.356,117.509
158,124.893,143.290,144.140,178.771,138.196,133.738,134.497,121.534,116.333,131.291,129.071,118.384,123.930,123.890,115.957,117.906,118.058
159,125.190,143.429,144.185,177.801,139.071,134.921,133.358,122.522,117.919,130.415,129.993,119.046,122.571,123.787,116.386,118.152,117.066
160,124.592,143.714,143.147,178.288,138.626,134.780,133.460,122.174,115.959,131.319,129.558,118.657,124.544,123.401,116.728,118.232,116.892
161,125.509,143.558,143.653,180.569,138.817,135.363,132.905,122.449,116.887,131.596,129.107,118.410,123.160,123.425,116.810,118.934,117.120
162,125.883,143.905,143.371,177.059,138.351,134.692,133.868,122.820,116.107,131.454,128.330,119.375,123.878,123.622,116.145,118.507,117.223
163,123.957,143.786,147.082,179.199,138.011,134.935,134.965,121.485,115.725,131.817,129.142,119.215,123.049,123.034,116.859,118.589,117.434
164,125.782,150.324,174.889,179.272,141.774,135.671,137.094,123.482,117.144,131.516,129.320,118.076,123.721,123.845,116.385,117.596,116.613
165,124.702,147.160,171.573,179.911,140.717,135.730,136.818,123.193,117.464,132.359,130.524,118.863,123.774,124.099,116.496,117.583,116.488
166,125.518,145.916,163.754,177.175,139.977,135.252,134.752,122.857,117.392,130.946,130.425,118.553,124.105,123.959,116.665,118.617,117.164
167,126.307,145.706,156.740,180.420,140.018,135.540,135.097,122.903,117.277,131.458,131.012,118.423,123.509,123.863,116.528,117.959,116.905
168,125.252,144.544,156.560,176.919,139.375,134.587,134.285,122.704,116.710,131.556,129.920,117.680,124.429,124.629,117.277,117.766,117.057
169,126.135,148.670,183.059,180.326,142.727,136.111,137.163,124.000,117.723,131.345,130.732,119.166,123.763,124.290,117.419,117.917,116.924
170,127.252,151.101,179.310,177.280,143.148,138.109,136.630,122.468,117.797,132.229,130.888,118.716,125.136,123.438,116.406,118.145,117.727
171,126.334,151.114,171.531,177.288,145.401,136.381,135.780,123.356,118.808,131.712,131.572,119.084,124.084,124.652,116.047,118.661,117.615
172,126.877,149.824,165.798,179.121,143.406,136.109,134.698,123.333,117.874,131.106,131.874,118.180,124.258,123.024,116.329,118.438,117.200
173,126.586,147.564,159.270,178.035,141.582,136.306,133.951,122.925,118.388,131.368,130.879,118.874,123.725,124.596,116.002,118.984,116.874
174,126.092,146.692,156.996,178.248,141.734,135.429,134.851,122.424,117.355,131.771,129.968,118.945,124.254,123.918,116.755,118.128,117.095
175,125.681,145.805,153.618,177.623,140.355,135.089,133.951,122.876,118.102,131.045,130.256,118.089,123.136,123.749,116.923,117.642,117.153
176,125.344,145.667,151.622,177.420,140.428,135.931,134.686,123.259,116.797,131.345,130.758,118.576,122.686,123.809,116.878,117.908,117.258
177,125.463,145.648,149.483,179.803,140.429,134.845,134.653,123.592,116.810,131.121,131.155,118.076,124.429,123.890,115.979,118.246,117.642
178,125.393,145.124,149.491,179.701,139.158,135.702,134.503,122.499,117.052,131.157,130.938,118.579,123.746,123.743,116.190,117.514,116.702
179,124.871,144.698,147.686,179.035,139.547,133.635,133.003,121.671,118.924,131.350,131.407,118.948,123.714,123.560,116.134,117.743,116.917
180,126.052,145.294,147.191,178.925,139.629,135.462,133.196,122.393,119.928,131.053,131.437,118.296,125.589,123.200,115.975,118.489,116.901
181,125.255,144.786,146.072,180.315,139.298,134.256,135.089,122.331,119.538,131.495,131.240,118.563,123.007,124.054,116.748,117.574,116.850
182,125.160,144.494,146.445,179.679,139.479,134.694,133.812,121.317,121.013,130.946,131.567,118.540,124.533,123.669,116.029,118.067,117.410
183,125.147,144.672,146.445,178.763,139.453,135.579,134.170,121.621,120.007,131.268,132.210,118.811,123.021,124.515,116.542,117.791,116.933
184,125.199,145.553,145.354,179.528,138.146,134.861,133.972,121.754,119.218,131.716,130.982,118.655,123.638,124.272,116.288,117.697,117.512
185,125.160,144.472,145.432,180.407,138.969,133.722,134.693,121.795,119.656,131.279,131.211,118.410,123.613,123.135,116.039,117.748,117.127
186,125.567,144.522,145.084,180.030,139.507,134.593,134.179,121.124,119.824,131.250,131.115,118.395,123.505,123.373,116.274,118.131,117.235
187,125.945,144.278,145.124,177.620,138.835,133.433,135.196,121.911,120.146,130.506,131.947,118.949,124.446,124.129,116.572,117.417,117.286
188,126.463,144.633,144.938,180.722,139.179,134.573,133.087,121.942,120.368,131.059,131.689,118.088,124.564,122.734,117.072,117.637,116.667
189,126.589,144.132,143.960,179.156,138.534,134.034,134.122,121.872,120.224,131.219,131.375,118.638,124.446,123.803,116.837,118.383,117.388
190,125.905,144.538,143.765,179.367,139.628,134.379,134.036,121.731,120.373,131.121,130.984,118.193,124.516,124.322,116.816,117.869,116.628
191,126.058,144.299,144.824,179.472,138.695,134.115,133.545,121.677,120.050,130.951,130.238,118.166,123.787,123.217,116.451,118.020,116.584
192,125.807,143.777,145.592,178.051,138.787,134.363,133.368,121.416,118.523,130.899,129.687,118.359,123.401,122.946,116.442,117.746,116.747
193,124.972,144.214,143.414,178.981,138.075,134.262,134.219,121.677,119.237,130.873,130.659,118.417,124.167,124.144,115.479,117.608,117.077
194,124.960,143.867,143.748,179.978,138.865,135.659,133.358,122.561,118.279,131.012,129.478,119.066,123.909,123.391,115.839,117.312,117.055
195,125.156,143.414,143.559,179.102,137.683,133.726,132.231,121.596,117.893,130.372,130.446,119.166,124.289,123.787,115.758,118.108,116.622
196,124.525,143.472,145.061,178.655,137.938,133.742,133.490,122.259,118.063,130.885,129.474,118.198,123.854,123.200,116.227,118.812,116.742
197,124.110,143.254,144.444,178.962,138.352,134.226,132.436,121.791,117.943,130.763,130.055,117.906,123.491,123.275,115.408,116.679,117.410
