 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17
198,126.080,143.072,144.046,177.377,138.310,133.944,133.628,123.503,117.625,130.536,129.927,119.192,123.540,122.805,115.519,117.998,117.330
199,124.558,143.991,144.235,178.863,138.188,134.341,133.438,121.696,116.606,130.786,128.945,119.076,123.443,123.949,116.581,117.624,117.238
200,125.215,143.229,143.546,178.426,139.729,134.419,133.453,122.437,116.159,131.316,128.929,118.745,123.659,123.899,115.714,118.323,117.441
201,125.500,143.893,144.663,178.625,139.236,134.810,132.958,121.696,117.625,130.942,128.780,118.462,124.073,123.777,115.991,117.677,117.013
202,125.347,143.550,143.346,179.582,138.330,134.746,132.316,122.186,116.355,130.757,128.504,118.903,123.958,123.875,116.436,117.417,116.850
203,124.742,143.698,144.963,178.323,138.368,134.444,133.793,122.495,116.255,130.082,128.671,119.126,124.240,123.968,115.862,118.312,117.594
204,125.712,144.888,156.761,177.763,139.832,134.766,134.991,121.973,118.802,131.528,128.575,119.886,125.289,123.936,116.424,118.199,116.893
205,126.454,148.586,179.884,179.461,143.287,135.220,140.384,123.911,118.349,131.686,131.439,119.192,124.641,124.199,116.474,117.862,117.328
206,127.089,148.172,170.775,178.143,144.797,135.359,138.812,123.826,118.734,130.663,133.616,119.574,124.153,122.981,116.512,116.729,117.362
207,127.117,147.349,162.155,177.668,143.013,136.444,137.214,122.644,120.179,130.466,133.439,118.828,123.805,123.702,115.869,117.761,116.658
208,126.058,146.729,166.495,177.296,143.862,136.065,137.734,123.696,119.468,131.087,133.023,118.499,125.366,123.616,117.200,117.438,117.365
209,126.816,147.260,165.913,180.111,145.361,137.085,136.309,123.646,119.261,130.833,132.897,118.590,123.958,124.069,116.195,117.770,116.933
210,127.015,148.794,160.732,178.995,146.982,137.202,136.255,123.805,118.948,130.485,134.254,118.782,124.829,123.860,116.408,117.317,116.940
211,126.942,147.324,161.768,179.655,147.261,137.071,136.378,125.211,118.832,130.440,133.973,118.642,125.063,124.674,115.610,117.277,118.016
212,126.960,147.885,163.718,178.108,148.020,138.294,135.642,124.251,119.292,131.365,133.856,118.577,123.836,124.105,115.383,118.204,117.235
213,127.497,147.537,157.358,178.477,148.467,137.938,134.859,123.830,119.431,130.807,132.275,118.668,124.523,124.436,116.812,117.738,116.413
214,126.914,146.217,155.755,179.040,146.382,138.389,134.116,122.634,120.031,131.162,133.288,118.980,123.171,123.133,115.946,119.025,116.964
215,127.393,146.200,152.274,179.911,144.060,137.286,134.247,122.518,119.420,130.881,132.425,118.509,123.993,123.601,116.687,117.711,117.263
216,127.003,145.198,149.763,177.900,142.925,136.806,134.089,123.404,120.244,130.848,131.760,118.267,124.983,124.015,115.920,117.516,117.210
217,127.190,145.490,149.303,178.156,141.403,135.333,133.845,122.839,119.028,131.243,131.531,118.980,124.523,123.672,116.274,118.055,116.326
218,125.887,144.701,147.676,177.803,142.057,135.282,133.375,122.538,118.797,131.049,131.925,118.525,123.220,123.719,116.953,117.658,117.067
219,125.356,144.596,147.750,178.906,140.479,135.607,133.781,121.985,117.985,130.522,131.359,118.853,124.906,123.571,114.805,117.801,116.515
220,125.988,144.636,146.118,178.332,140.372,136.383,133.260,123.017,118.168,130.552,132.034,118.273,124.328,124.081,115.317,117.270,116.975
221,125.718,144.553,146.905,175.453,139.557,134.036,133.061,122.217,117.148,131.477,130.917,118.782,124.509,123.466,115.556,116.920,116.946
222,126.387,143.611,145.586,177.857,139.357,134.817,133.554,121.507,118.000,130.759,130.432,118.628,124.390,124.125,115.968,117.191,116.552
223,127.031,144.345,144.986,177.016,139.670,134.667,133.509,121.609,116.891,130.725,130.108,118.055,123.010,123.107,115.945,118.179,117.098
224,125.052,144.050,144.974,178.288,139.267,133.909,133.073,121.981,116.980,131.233,129.927,117.574,124.153,122.831,116.106,117.520,116.289
225,125.905,143.490,145.029,177.431,139.663,134.050,133.389,121.605,117.357,130.701,129.556,118.312,124.456,122.957,115.537,117.537,117.082
226,125.739,143.725,144.538,177.340,137.780,133.353,133.080,121.549,117.033,131.076,129.153,117.698,124.355,123.382,116.086,118.035,116.904
227,124.807,143.973,144.264,178.078,138.926,134.444,132.979,121.805,116.791,131.053,128.465,118.017,124.408,123.961,115.521,118.289,116.866
228,125.650,143.870,144.711,177.423,138.169,134.377,133.734,122.064,115.660,131.711,128.925,119.152,123.958,123.775,116.551,117.973,116.930
229,124.791,144.016,144.333,178.582,139.514,134.433,134.285,121.878,116.118,130.916,128.561,118.410,124.362,123.567,117.027,117.917,117.133
230,126.006,144.683,145.303,177.911,139.338,133.710,132.903,122.236,117.200,130.533,128.657,117.737,124.369,123.745,116.422,118.101,116.349
231,124.209,144.058,153.669,178.116,138.955,134.220,134.595,122.371,118.122,130.640,129.631,117.797,125.373,123.987,116.444,116.706,116.707
232,126.669,144.499,154.647,177.407,139.477,135.458,134.993,122.132,118.383,131.134,129.075,118.711,123.805,123.425,116.447,117.989,116.726
233,126.095,151.837,178.970,180.663,143.327,136.026,138.042,121.985,118.983,131.312,128.861,118.313,125.296,124.125,116.267,117.293,117.115
234,126.663,149.879,176.454,177.377,141.393,136.315,136.802,122.485,118.704,131.194,129.298,118.674,124.850,124.197,115.272,117.867,117.420
235,126.064,148.080,167.198,177.318,140.382,136.091,136.226,121.950,118.551,131.322,129.183,117.543,122.976,123.221,116.739,117.645,117.019
236,125.736,146.667,161.260,177.059,141.061,134.637,134.814,122.592,118.394,130.743,129.591,118.225,125.181,123.906,116.714,117.314,116.431
237,125.000,146.182,156.615,177.356,139.540,134.724,134.733,122.263,118.298,130.496,128.734,118.928,124.063,123.328,116.771,117.388,116.645
238,126.521,144.695,154.444,177.321,139.886,134.248,134.443,122.369,117.721,131.160,128.341,118.541,124.404,122.959,116.877,117.381,116.892
239,125.874,145.614,151.346,176.655,139.688,135.119,133.839,121.727,116.312,130.653,129.250,118.058,124.157,123.618,115.968,117.856,117.128
240,125.126,144.219,150.418,177.482,139.045,135.343,133.556,121.228,117.769,130.344,127.510,118.156,123.774,123.657,115.932,118.053,117.001
241,126.270,144.598,149.144,176.404,140.102,134.744,134.766,121.590,117.462,130.482,128.753,118.468,125.003,122.833,115.653,117.798,117.197
242,125.031,143.419,146.927,176.531,138.946,134.528,134.125,122.014,117.224,131.029,127.448,118.156,123.564,123.854,115.286,117.791,117.540
243,126.337,143.862,147.473,178.323,138.621,134.488,134.391,122.538,116.573,131.186,128.703,118.478,123.620,123.296,116.499,117.394,116.352
244,126.181,143.565,146.433,176.429,138.977,134.575,133.861,121.302,117.009,130.963,128.304,118.608,123.690,123.845,116.093,117.837,116.701
245,125.819,144.917,146.184,177.224,138.801,133.823,133.521,121.304,116.562,131.065,128.107,118.166,124.551,123.436,115.626,117.438,117.007
246,125.423,143.496,145.747,176.989,139.739,134.149,133.049,121.613,116.771,131.002,127.812,119.229,123.659,123.938,115.671,117.633,116.857
247,124.718,142.957,145.134,177.730,138.649,135.222,133.637,121.087,116.499,131.068,127.918,117.703,124.787,123.313,115.928,117.874,116.898
248,125.936,144.067,145.107,177.957,139.210,134.688,133.278,120.760,116.902,130.937,127.446,118.215,124.300,123.034,116.569,116.715,116.864
249,125.104,143.839,156.805,177.197,139.295,133.450,135.641,122.298,116.553,131.664,127.922,118.701,124.666,123.983,116.111,117.833,116.530
250,125.807,143.629,153.631,177.704,138.817,134.500,134.590,122.083,117.813,130.792,128.572,118.198,124.362,124.369,115.852,117.363,116.428
251,125.669,143.771,151.715,179.111,138.831,134.101,133.495,121.112,118.353,130.415,128.332,118.411,123.798,124.030,115.733,117.548,117.489
252,126.273,144.175,148.214,176.615,138.392,134.333,134.115,121.851,117.292,130.861,127.234,118.274,123.310,124.287,116.143,117.739,116.978
253,126.080,143.691,147.011,178.089,138.182,134.403,133.661,122.422,116.246,131.207,128.183,118.341,123.533,123.661,115.708,117.358,117.016
254,124.908,143.765,146.639,176.704,139.105,134.548,134.023,121.822,117.564,131.565,128.554,117.921,124.101,123.545,116.047,117.126,116.653
255,125.571,143.926,145.087,177.062,138.538,133.456,133.184,121.853,116.388,130.820,128.284,118.294,124.666,122.176,115.875,117.835,116.964
256,126.497,143.055,145.198,176.272,138.256,134.143,132.823,121.501,116.235,130.758,128.004,117.720,123.010,123.067,115.648,117.177,117.025
257,126.356,142.741,147.355,176.682,138.284,134.220,134.571,121.781,116.630,131.648,127.693,119.134,124.526,124.236,116.188,117.830,116.647
258,126.012,146.680,171.061,176.251,140.305,135.183,137.748,121.654,118.039,131.734,127.437,118.792,123.233,123.406,116.120,118.129,117.162
259,124.604,146.488,166.845,175.741,141.045,134.782,136.894,121.911,118.100,130.696,127.947,118.235,123.537,124.227,115.150,117.215,116.812
260,126.488,149.587,165.555,176.981,143.097,136.147,136.649,121.675,118.227,131.456,128.652,118.749,124.488,123.699,116.517,117.668,117.314
261,126.172,149.817,166.848,176.523,144.446,134.956,135.165,122.362,117.741,131.334,127.941,119.025,123.753,124.513,115.818,117.488,117.158
262,125.715,148.528,160.773,178.124,144.405,134.643,135.111,121.702,117.693,130.702,127.620,119.443,123.554,123.815,116.320,118.443,116.664
263,124.748,146.796,155.314,176.391,141.220,134.254,134.443,121.511,117.928,130.588,127.696,118.085,124.321,124.058,115.268,117.970,117.128
264,125.644,145.467,153.351,176.652,140.847,133.808,134.134,122.737,117.821,130.659,127.542,118.589,123.373,123.493,115.843,118.129,116.270
265,124.727,145.527,151.563,173.358,140.501,135.353,133.922,121.364,117.338,130.308,128.723,118.908,123.557,123.674,115.549,118.009,116.657
266,125.334,146.124,148.430,176.264,140.033,134.133,134.755,122.286,117.137,131.084,127.801,118.205,123.728,123.699,117.590,118.156,117.015
267,125.067,146.127,147.582,176.981,139.692,134.060,133.524,122.306,117.795,130.617,127.801,118.115,123.216,123.569,115.878,116.863,116.807
268,125.920,146.217,150.542,177.337,140.524,134.726,134.939,122.126,116.915,130.952,127.085,118.632,123.993,124.135,115.982,118.199,116.987
269,125.230,146.114,158.192,175.995,142.812,134.052,135.918,121.507,115.983,130.786,127.487,117.994,123.422,123.740,116.546,117.067,116.238
270,125.485,145.744,157.367,175.178,142.303,133.645,135.432,121.472,117.022,131.077,127.778,118.237,123.300,123.337,116.342,117.738,117.158
271,125.561,145.639,158.376,175.377,143.156,135.466,135.201,121.447,117.072,131.210,127.655,117.629,123.787,123.350,116.735,117.160,116.749
272,126.298,146.123,153.808,176.062,145.798,135.286,135.031,122.346,116.603,132.035,128.245,118.065,124.042,124.069,116.106,117.404,116.527
273,124.543,146.025,151.639,176.345,145.170,134.804,133.858,121.892,117.227,131.062,127.153,118.163,123.624,124.101,116.252,117.706,116.918
274,125.242,144.862,148.267,175.326,144.857,134.056,135.111,122.081,117.037,131.432,128.847,117.951,124.192,121.976,116.295,117.402,117.369
275,126.279,144.078,147.039,175.631,142.548,134.688,133.932,121.555,117.028,131.410,127.396,117.553,124.439,123.200,115.970,116.895,116.565
276,124.988,145.891,146.669,174.660,143.271,134.575,133.648,122.832,116.383,131.006,127.888,117.668,123.840,123.998,115.773,117.755,117.077
277,125.212,144.827,145.614,173.978,143.618,133.266,132.920,121.689,116.078,131.368,126.700,117.981,123.697,123.601,115.760,116.479,116.466
278,125.436,143.639,145.241,173.814,140.859,133.315,134.526,121.544,116.444,131.407,127.995,118.163,123.805,123.019,116.293,117.092,117.082
279,124.380,143.401,144.591,173.275,140.286,134.048,133.938,121.371,116.675,130.610,127.030,118.032,124.091,123.045,116.703,117.332,116.545
280,125.166,143.732,144.059,173.013,139.528,134.720,134.175,121.489,116.564,130.926,127.169,117.349,123.474,122.684,115.648,117.340,116.801
281,124.975,142.574,142.862,175.032,139.374,133.552,133.495,122.157,116.407,130.500,126.988,117.765,122.753,124.365,115.646,117.181,116.442
282,124.393,143.688,144.214,173.695,140.395,133.421,132.960,120.932,115.821,131.934,128.027,118.369,123.868,123.918,115.488,117.007,116.750
283,125.696,143.025,143.526,173.499,138.908,133.127,133.083,120.787,116.198,130.979,127.059,117.175,124.669,122.993,115.644,117.284,116.746
284,124.908,143.994,143.354,173.078,138.423,134.081,133.523,121.070,116.244,131.002,126.661,117.667,123.728,123.985,115.456,118.000,116.869
285,123.923,143.212,143.220,173.450,139.440,133.101,133.611,120.725,115.569,130.810,127.769,117.932,124.885,123.180,114.971,117.073,116.457
286,124.052,142.967,142.671,172.887,138.178,132.498,132.944,120.776,115.732,131.192,127.856,118.120,123.707,124.288,115.642,117.376,117.231
287,126.092,143.608,143.124,173.243,138.200,133.403,134.342,122.000,115.891,131.381,126.980,117.968,124.331,123.182,114.971,117.629,116.683
288,125.328,143.707,142.250,174.596,138.101,134.258,133.408,121.360,116.383,131.271,127.750,117.561,123.721,123.277,116.730,117.633,116.683
289,125.632,142.633,142.682,172.561,138.511,132.238,132.906,120.785,115.664,130.819,128.176,118.970,124.376,124.315,116.127,117.230,116.257
290,124.304,142.827,142.694,172.954,138.233,133.595,133.688,121.257,115.732,130.675,127.286,117.838,123.861,123.813,116.249,117.222,116.825
291,124.831,142.649,142.299,173.437,138.016,132.373,133.540,120.986,116.464,130.731,127.082,118.227,124.010,123.022,115.599,117.450,117.054
292,124.245,141.814,143.411,172.280,137.641,132.786,133.248,121.321,115.943,130.739,126.867,118.010,123.589,123.536,115.444,117.502,116.072
293,124.742,143.336,142.801,173.259,137.419,132.532,133.193,121.106,115.961,130.801,127.501,117.628,124.240,124.206,115.612,117.321,116.431
294,125.791,142.178,142.290,172.121,137.966,132.516,134.238,120.559,116.638,131.476,127.410,117.188,123.282,124.728,115.953,117.505,116.474
295,126.101,143.797,142.320,171.642,137.989,132.500,133.470,120.427,116.135,130.847,126.908,117.486,123.902,122.684,115.984,117.583,116.926
296,124.715,141.891,143.781,174.019,137.530,132.855,133.332,119.847,116.667,130.750,127.066,118.283,123.690,123.099,115.009,117.356,116.499
297,125.169,143.058,143.452,172.741,137.554,133.823,134.219,120.180,116.190,130.043,127.240,117.579,124.084,123.140,115.730,117.621,116.385
298,125.021,142.438,143.234,171.377,137.818,132.899,133.819,120.387,116.379,130.862,127.153,118.040,123.397,123.526,115.649,117.151,116.359
299,124.672,142.714,142.763,170.906,137.679,133.163,132.332,120.658,116.562,131.202,127.583,117.942,122.547,122.579,116.283,117.906,117.146
300,125.172,141.676,142.268,171.900,137.357,132.569,133.146,120.671,115.913,131.334,127.217,118.133,123.718,123.316,115.093,117.381,116.872
301,125.028,142.047,142.837,172.995,137.558,131.552,133.222,120.075,116.231,130.183,126.627,117.355,123.408,122.968,115.515,117.426,115.831
302,125.301,142.173,142.313,171.480,137.520,132.685,133.479,120.652,115.582,131.424,127.179,118.185,123.404,122.936,115.773,117.475,116.419
303,125.466,141.908,142.855,172.429,137.247,132.562,132.847,119.749,115.580,130.913,126.494,118.224,123.460,123.116,116.140,117.147,116.845
304,124.991,142.192,143.297,171.474,137.751,132.341,133.799,119.921,115.967,130.267,127.657,118.395,123.481,122.215,115.574,116.557,116.632
305,124.779,142.367,142.513,172.445,137.456,133.560,132.795,120.634,116.024,130.315,127.634,118.014,123.348,122.886,115.680,117.590,116.111
306,125.549,143.062,143.466,173.237,138.020,133.246,132.509,120.950,116.697,130.350,126.742,118.156,123.098,124.208,115.521,116.895,116.667
307,124.663,143.095,142.725,172.712,136.994,132.817,133.259,120.443,117.137,130.419,127.583,118.205,123.777,122.747,115.547,117.170,116.397
308,124.463,142.192,143.183,173.086,136.960,133.601,133.852,121.743,115.484,130.571,128.639,117.896,124.003,123.069,116.041,118.369,117.423
309,125.193,142.305,142.887,173.116,136.678,133.534,132.925,120.505,115.109,130.383,127.403,118.026,123.537,122.755,116.150,118.505,117.531
310,124.436,141.635,143.465,172.154,137.700,133.589,133.111,120.495,115.673,130.403,127.327,118.571,123.582,123.672,115.664,117.644,117.101
311,125.436,142.501,144.010,173.310,138.141,133.145,134.082,121.217,115.078,130.576,127.879,117.791,124.523,123.650,115.551,116.929,116.196
312,125.862,142.155,143.697,174.162,137.490,133.556,133.050,120.636,115.893,130.414,127.535,118.042,123.923,123.112,115.603,116.610,116.018
313,125.034,142.235,143.564,174.089,137.328,134.147,133.469,121.327,115.728,130.361,127.405,117.341,124.436,123.146,115.544,117.227,116.667
314,125.494,142.518,143.660,173.059,137.568,133.143,132.927,121.530,116.527,131.242,128.192,118.271,123.561,123.185,115.467,118.167,116.832
315,124.304,142.157,144.560,174.205,137.854,133.534,132.686,121.354,115.874,130.910,126.867,117.997,123.575,123.472,114.825,117.298,116.755
316,124.779,142.913,144.524,173.321,138.038,133.879,132.823,120.979,116.150,130.767,126.414,119.017,122.310,123.236,115.038,117.869,116.562
317,125.512,143.164,143.689,174.752,137.751,133.308,133.321,121.783,115.878,130.829,126.776,117.870,124.930,124.125,115.385,117.472,116.387
318,124.374,142.476,143.115,175.550,136.976,133.395,133.693,122.555,115.026,130.434,127.334,118.261,123.753,123.590,115.597,116.940,116.947
319,124.816,142.818,143.574,175.987,138.089,134.071,133.943,122.021,115.739,130.650,127.153,117.971,123.997,123.607,115.601,116.535,116.489
320,125.503,142.444,143.650,175.132,139.067,133.607,133.800,122.048,116.044,130.740,128.000,118.543,123.380,123.545,115.927,118.167,116.581
321,125.101,143.570,143.307,175.553,137.820,134.573,133.217,120.778,116.139,130.839,127.735,118.235,124.571,123.723,115.465,117.482,117.102
322,125.828,145.839,163.376,173.935,140.376,134.667,136.274,121.805,118.394,130.650,126.494,118.782,124.401,124.620,115.982,117.645,116.301
323,125.972,146.158,161.538,175.547,141.423,135.413,135.943,122.099,117.754,130.882,127.959,118.405,123.847,124.088,116.419,117.434,116.974
324,125.426,147.216,161.790,174.350,141.469,134.413,134.220,122.422,118.501,131.189,127.517,118.784,123.411,122.092,116.365,117.507,116.501
325,124.347,146.865,158.003,173.771,141.186,133.851,134.210,122.872,118.769,130.960,127.799,118.577,123.530,123.794,115.882,117.324,116.623
326,125.782,147.009,154.740,175.075,141.259,134.679,133.674,121.563,118.617,130.681,128.329,117.543,123.394,123.878,116.161,117.211,116.140
327,125.460,146.243,155.131,173.173,141.639,135.724,132.903,122.408,118.817,130.102,127.673,117.821,123.220,122.341,115.952,117.605,116.153
328,125.129,146.195,151.931,172.461,140.314,134.516,133.821,122.882,118.590,130.623,127.259,117.557,123.875,123.007,115.707,117.853,115.994
329,124.239,145.033,148.610,174.642,139.070,134.419,133.769,122.375,117.765,130.955,128.654,117.685,122.899,122.972,115.555,116.702,116.248
330,125.199,146.954,154.716,174.154,141.419,134.591,133.422,122.499,118.497,130.544,128.414,117.999,123.411,123.605,115.156,117.874,116.663
331,125.515,146.370,158.936,172.677,141.837,134.393,134.340,122.308,119.658,130.509,129.103,117.659,122.798,122.976,115.982,117.707,115.980
332,125.365,145.700,154.512,173.722,140.696,134.940,132.944,122.631,119.283,129.753,128.764,117.625,123.843,122.993,115.685,117.576,116.076
333,123.868,144.102,151.163,173.199,140.402,133.317,132.964,123.379,119.671,129.971,127.822,117.798,122.902,123.221,115.256,117.695,117.184
334,124.015,144.217,148.562,173.598,138.699,134.050,133.106,122.104,119.124,130.602,127.693,117.293,123.185,122.105,116.513,117.801,116.641
335,124.488,142.870,147.501,173.199,138.969,134.095,133.884,121.785,119.471,129.538,128.943,117.457,123.415,122.863,116.281,118.078,115.372
336,124.877,143.269,145.599,172.178,139.013,133.496,132.606,121.988,119.120,130.983,128.146,117.436,122.826,123.037,115.733,117.238,116.273
337,124.804,143.281,144.039,173.501,138.419,133.784,131.703,121.820,117.954,129.827,127.996,117.377,122.777,122.848,114.982,116.723,116.216
338,124.276,143.293,144.503,173.536,138.615,133.331,132.911,121.890,117.782,130.453,128.355,117.444,123.599,123.017,115.440,117.582,115.909
339,124.702,143.330,143.799,172.059,137.862,133.738,132.648,122.006,117.357,129.860,128.298,117.628,123.557,122.863,115.327,117.574,117.361
340,124.393,142.274,144.073,172.889,137.325,133.554,132.220,120.998,117.379,129.600,128.050,117.595,122.303,122.710,115.499,116.973,115.696
341,124.120,143.280,142.905,172.140,138.403,132.794,132.243,122.010,117.693,130.006,128.021,117.918,123.972,122.976,116.199,117.316,117.026
342,124.905,142.993,143.090,171.836,138.087,133.317,132.005,122.207,117.381,130.182,128.595,118.026,123.052,122.524,115.302,117.358,116.088
343,124.307,143.219,142.061,173.310,137.895,134.508,131.885,122.079,117.795,130.386,127.380,117.605,122.348,122.479,114.619,117.777,116.534
344,126.000,142.290,142.841,172.655,138.483,134.647,132.531,122.427,117.259,130.669,127.481,117.857,122.944,123.245,115.789,117.512,116.507
345,124.028,143.399,142.498,172.016,137.642,133.635,132.156,122.770,117.235,130.462,127.634,118.195,122.317,122.328,115.252,117.206,116.747
346,123.245,143.898,143.028,172.399,138.303,133.806,132.297,121.940,116.980,130.514,127.647,118.257,122.366,122.867,115.465,116.853,117.077
347,124.451,142.933,141.483,172.809,137.723,132.762,131.392,121.186,116.776,130.195,127.053,117.698,124.031,122.069,116.213,117.541,116.317
348,124.868,142.067,142.961,171.817,137.453,133.175,132.401,121.582,116.741,130.369,128.819,118.274,122.554,121.848,114.644,117.947,115.987
349,125.031,142.467,142.692,171.642,138.709,133.710,131.446,121.308,117.362,130.465,127.020,118.019,122.098,122.893,115.261,118.121,116.772
350,124.785,141.729,142.235,172.375,137.357,133.565,132.493,121.062,116.671,130.791,127.501,117.786,121.986,122.597,115.635,118.096,116.207
351,124.175,143.117,142.046,172.555,137.491,134.149,131.660,121.398,116.268,130.246,127.861,118.322,122.523,122.127,115.658,117.021,117.365
352,125.181,142.524,141.635,172.782,137.643,134.246,132.500,121.095,115.392,129.707,128.163,118.049,122.927,122.927,116.327,117.443,115.861
353,124.255,142.848,141.772,172.356,137.683,135.300,131.894,121.261,116.704,130.143,127.657,117.486,123.066,122.730,115.957,117.640,116.254
354,123.963,142.783,141.842,172.933,137.947,133.438,132.724,121.845,115.610,129.899,127.664,117.828,123.157,122.610,115.814,116.433,116.591
355,124.482,143.038,145.488,172.027,138.656,133.661,133.658,121.675,116.318,130.067,128.064,117.442,122.596,123.307,115.061,116.860,116.918
356,124.534,142.050,149.343,172.353,138.790,133.431,131.861,122.191,116.447,129.906,127.661,117.414,123.188,122.822,115.005,117.622,115.854
357,123.917,141.914,146.853,172.364,137.811,132.742,131.889,121.963,116.856,129.445,128.519,116.792,122.714,122.331,115.589,117.009,116.587
358,124.761,143.493,145.750,169.954,138.239,133.462,132.424,121.485,115.758,130.131,128.071,117.332,122.477,121.444,115.342,117.461,116.312
359,124.276,142.651,144.505,171.154,138.727,133.431,131.151,121.497,116.113,129.725,127.492,118.201,122.422,122.800,115.902,116.550,116.780
360,124.577,141.521,143.069,171.035,137.700,133.423,132.847,121.884,116.283,129.839,127.860,118.023,122.415,122.004,115.252,117.248,116.448
361,124.196,143.410,142.783,170.941,138.862,133.621,131.434,121.263,116.758,129.959,128.071,118.113,122.599,121.994,115.826,117.922,116.365
362,124.672,143.092,141.941,170.596,137.740,133.605,132.188,121.609,115.919,130.500,127.385,117.492,122.739,122.815,116.021,117.174,117.261
363,124.497,142.839,142.939,171.294,137.905,133.399,131.104,121.865,116.235,130.411,127.087,117.657,121.972,122.524,114.767,117.480,116.502
364,125.445,141.676,142.134,171.609,137.793,133.542,132.448,122.021,116.420,130.462,128.085,117.693,122.983,123.433,115.070,117.113,116.604
365,124.344,142.265,141.939,170.388,137.513,132.808,132.038,121.590,116.610,130.030,128.087,117.729,124.056,122.704,116.284,116.778,116.343
366,124.018,143.021,141.950,172.833,137.476,134.224,132.323,122.145,116.536,130.572,128.005,117.730,123.739,122.543,114.599,117.546,116.769
367,124.095,142.882,141.474,171.129,137.267,133.617,133.153,122.259,117.390,129.815,127.764,117.004,121.829,122.624,115.485,117.477,116.327
368,124.997,143.161,141.355,171.447,138.453,134.040,132.715,121.700,117.394,130.379,127.393,118.244,123.530,122.567,115.456,118.030,116.460
369,124.095,142.740,142.089,172.482,137.571,133.093,132.958,121.967,115.989,130.087,127.771,117.522,121.606,121.861,115.962,117.177,115.667
370,124.804,146.238,155.566,173.003,139.929,134.099,134.401,121.950,117.218,129.946,127.844,117.853,122.895,123.178,115.426,117.161,115.764
371,125.209,146.685,163.364,173.674,140.732,134.498,135.128,122.605,118.102,130.699,129.311,117.457,123.805,123.002,115.807,117.553,115.895
372,125.426,147.382,158.959,174.679,140.534,133.776,134.066,122.896,118.183,130.886,131.034,117.880,123.157,123.333,116.301,117.601,116.385
373,125.340,146.287,156.621,172.933,140.582,135.373,134.229,123.362,118.980,131.340,132.126,117.772,123.136,124.303,114.730,118.676,116.520
374,125.018,145.592,151.357,173.655,140.062,134.435,133.708,122.828,118.813,130.111,131.632,117.020,123.882,123.245,115.270,116.715,116.328
375,125.166,144.544,149.985,174.035,139.366,134.448,132.618,122.424,118.089,130.559,131.556,117.554,122.422,123.654,115.624,116.830,116.674
376,125.727,144.635,147.983,172.329,139.418,134.312,132.920,121.737,118.105,130.866,131.954,117.646,122.864,123.152,115.821,117.284,116.660
377,125.887,144.367,146.342,174.108,138.763,133.423,133.625,122.513,117.904,130.923,130.689,117.079,123.516,122.725,115.785,117.991,116.254
378,124.825,143.858,145.524,172.143,137.972,133.903,132.517,121.652,117.630,131.381,130.281,117.696,122.969,122.624,115.624,117.725,117.496
379,126.755,144.896,145.885,171.768,138.172,132.556,133.439,121.385,118.011,130.471,130.073,117.905,122.798,123.007,115.585,117.220,116.454
380,125.828,143.868,144.223,172.445,138.155,132.046,133.517,122.116,117.089,130.154,130.702,117.404,123.244,122.968,115.394,117.057,116.222
381,125.101,143.590,144.456,173.706,138.749,131.470,132.905,121.164,117.392,130.487,129.842,117.944,123.362,123.272,115.864,117.128,116.361
382,124.975,143.417,144.160,172.493,137.947,132.661,133.865,120.930,116.569,130.614,129.446,118.003,122.997,122.502,114.991,117.573,116.565
383,124.448,143.501,143.358,171.744,137.480,131.659,133.556,121.050,116.935,130.312,130.220,117.876,123.857,123.549,115.168,117.020,116.158
384,125.135,143.117,142.697,172.561,138.425,131.228,133.155,120.946,116.133,129.969,129.329,118.098,123.484,123.133,115.120,116.668,116.283
385,125.626,142.882,142.876,171.774,136.695,132.016,132.229,120.839,115.660,129.931,129.885,117.592,123.244,122.522,115.014,116.941,115.880
386,125.144,142.194,141.462,171.375,136.365,132.421,133.054,120.839,115.209,130.976,129.639,117.528,122.599,123.146,115.256,117.261,116.635
387,125.567,142.911,142.568,170.412,136.851,131.536,132.293,121.058,115.684,129.979,129.016,118.336,123.739,122.719,115.311,116.901,115.975
388,124.466,141.180,142.415,170.078,137.554,134.248,132.710,120.161,115.320,130.662,129.343,117.697,123.411,122.699,115.199,116.775,116.118
389,124.586,141.864,142.434,169.668,137.141,131.276,132.434,121.230,116.240,130.372,129.400,117.518,123.254,122.307,114.968,117.083,116.629
390,124.610,142.101,142.174,170.542,137.670,132.716,132.979,120.897,115.658,129.702,129.710,117.433,123.470,123.740,114.299,116.353,116.955
391,125.279,142.751,141.974,172.019,137.050,132.256,132.201,120.632,115.126,130.660,129.769,117.192,123.672,122.090,115.020,117.059,115.663
392,124.982,142.788,142.512,173.267,136.706,132.137,133.266,120.445,116.133,130.518,130.270,118.571,124.551,122.833,115.141,116.949,116.428
393,125.135,141.859,142.476,171.995,136.942,131.617,134.019,120.221,116.597,130.014,130.078,117.954,123.206,123.826,115.796,116.177,116.642
394,124.874,142.930,144.105,172.822,137.155,133.131,133.561,120.178,116.257,130.810,129.298,117.633,123.474,122.418,115.259,118.028,116.305
395,125.739,142.132,143.033,171.499,137.825,132.692,132.422,121.083,116.590,130.330,129.924,118.508,123.847,122.204,115.229,116.585,116.597
