 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
257,163.121,137.267,112.838,134.388,140.517,175.873,154.475,131.014,134.864,158.307,87.506,115.980,120.937
258,163.214,135.712,109.895,128.966,140.398,176.216,153.968,134.544,133.797,159.100,88.870,115.476,120.388
259,166.631,140.224,110.751,128.878,137.693,175.274,151.921,133.009,133.975,158.718,86.506,115.810,120.504
260,164.436,138.678,112.257,132.257,139.790,174.078,153.841,134.386,135.778,158.929,86.936,114.600,117.543
261,166.738,136.245,109.654,129.017,141.445,177.993,150.714,133.496,134.398,159.874,84.781,116.026,121.643
262,163.042,138.751,111.283,130.113,140.082,174.759,153.508,130.096,136.563,160.249,87.463,114.977,122.186
263,165.531,136.733,109.733,128.522,141.124,174.332,150.477,131.438,134.859,160.609,86.822,114.297,120.743
264,165.329,137.247,108.009,132.283,140.336,173.366,152.779,133.696,135.673,158.578,88.300,114.655,119.982
265,168.434,139.543,109.790,131.846,141.152,172.817,152.613,131.272,134.689,158.310,88.386,113.101,120.289
266,166.660,136.120,109.470,131.285,139.355,175.879,153.429,133.982,135.437,158.069,87.312,114.504,119.071
267,163.013,138.292,110.783,131.251,138.415,175.871,154.036,131.902,133.480,157.668,86.583,115.624,119.632
268,164.915,139.188,109.991,130.478,140.240,177.741,155.064,131.495,133.797,158.754,86.936,113.131,122.040
269,164.208,138.888,109.451,127.101,139.467,174.185,152.054,130.386,136.834,157.625,85.078,113.360,121.347
270,163.274,140.137,109.674,128.373,140.097,172.843,151.031,130.737,133.408,155.044,85.044,117.007,118.496
271,163.902,133.965,107.669,128.593,140.036,173.369,150.149,131.982,135.648,157.669,86.256,114.882,119.616
272,163.408,136.267,108.062,128.797,140.946,172.496,149.678,131.693,133.018,160.469,83.695,113.171,119.464
273,162.181,136.624,108.793,127.784,137.689,176.640,146.734,130.302,134.662,158.508,85.633,112.637,123.706
274,161.445,137.624,109.299,127.987,139.950,172.731,149.172,132.576,135.304,158.765,86.386,113.261,117.225
275,163.264,135.288,110.550,127.306,140.575,175.457,152.362,129.301,132.678,158.375,84.239,114.566,121.246
276,162.128,134.341,108.989,127.246,136.248,176.410,153.439,131.453,132.745,155.994,87.273,111.931,122.448
277,168.087,135.508,107.114,123.377,139.902,177.285,149.496,132.675,134.708,157.833,85.925,112.136,119.980
278,165.050,137.331,109.182,126.946,138.733,176.804,150.073,129.759,133.220,157.310,87.262,113.490,120.351
279,165.204,136.745,107.272,126.645,138.711,171.685,148.106,131.252,129.774,158.502,84.092,113.314,119.445
280,165.510,142.549,109.936,127.544,139.545,173.034,153.599,127.742,132.417,157.101,87.358,113.029,120.346
281,166.195,136.357,108.385,131.199,140.325,172.813,151.980,130.997,133.434,158.715,86.550,113.066,121.841
282,162.338,136.027,109.513,126.278,137.696,174.067,151.464,131.162,132.210,157.938,85.256,112.045,119.972
283,164.809,137.592,110.758,132.143,139.348,173.442,152.779,131.421,135.889,156.748,84.205,113.129,119.282
284,165.981,137.033,109.468,133.670,139.545,174.575,153.766,132.991,133.670,159.870,88.489,114.071,116.573
285,163.316,137.216,108.324,127.507,136.845,174.550,152.037,134.437,135.286,154.988,87.386,113.721,118.630
286,165.526,140.129,108.073,130.154,139.738,174.297,152.053,129.489,133.628,159.823,88.303,114.574,122.267
287,165.076,135.802,107.390,125.632,138.940,172.795,153.196,131.434,133.907,155.999,87.812,112.639,119.511
288,162.762,136.259,110.760,132.143,138.633,172.211,151.971,132.631,134.527,160.508,86.961,113.119,120.711
289,164.799,138.275,108.382,129.852,137.957,173.478,147.457,129.771,137.075,157.563,86.881,112.653,119.657
290,166.622,134.322,110.274,129.707,140.086,174.295,151.013,130.136,137.045,154.173,87.041,113.632,120.819
291,164.792,132.800,109.136,129.143,138.748,176.056,150.071,131.554,134.188,157.152,85.741,113.113,121.964
292,164.236,133.906,106.307,129.600,135.697,174.147,152.690,133.252,131.157,159.949,85.675,112.187,121.697
293,164.449,138.925,106.446,129.910,137.726,173.989,149.631,133.285,134.247,156.694,86.577,112.629,119.912
294,161.876,138.363,108.166,129.058,139.251,172.664,149.530,131.696,135.026,154.425,86.525,112.551,123.360
295,166.561,138.608,108.651,131.420,138.587,175.500,150.554,131.113,132.864,158.344,85.533,112.781,118.088
296,161.956,138.986,108.801,129.420,136.767,177.634,151.685,130.614,133.068,156.228,86.180,114.407,117.545
297,163.015,137.204,108.382,130.340,139.790,172.655,151.004,130.405,132.390,158.181,86.509,114.440,122.639
298,164.375,138.135,108.253,126.959,140.961,176.075,150.412,131.046,134.016,156.517,89.058,113.055,119.883
299,161.618,139.729,110.237,128.325,140.391,175.535,149.436,130.351,130.254,158.427,85.273,112.646,117.721
300,162.466,138.145,109.689,130.450,138.690,172.282,149.335,131.304,134.078,153.646,84.141,113.232,121.575
301,163.343,137.300,108.934,129.418,137.430,174.043,149.790,132.896,130.420,159.415,84.675,113.376,118.839
302,164.710,136.539,109.515,130.773,137.649,172.257,149.053,134.064,131.853,155.701,86.258,114.591,121.959
303,166.827,136.798,107.640,130.876,138.033,172.397,149.291,130.266,133.883,157.989,86.441,112.965,118.357
304,164.048,139.190,107.759,130.071,135.513,171.791,147.065,132.921,135.465,159.260,85.756,112.582,119.502
305,161.940,137.863,108.553,127.824,138.007,171.362,151.523,132.617,135.256,156.187,84.800,114.640,118.138
306,162.363,137.806,111.092,130.542,138.192,174.435,153.406,128.876,133.899,155.533,85.089,114.207,118.869
307,164.031,135.724,109.056,131.094,140.474,175.216,149.772,127.832,134.548,155.266,83.225,112.074,120.597
308,164.608,137.502,108.293,129.737,138.136,173.228,148.899,133.998,131.960,155.715,86.745,115.007,121.774
309,163.450,134.620,109.042,127.021,139.875,172.349,149.084,129.983,131.913,158.881,84.664,113.331,121.220
310,161.783,134.975,110.896,132.373,139.043,175.354,148.290,131.582,134.572,159.752,87.131,113.724,120.323
311,163.493,137.110,109.312,131.647,139.149,172.293,151.696,130.565,134.820,157.123,88.364,112.371,119.267
312,162.060,135.861,108.422,128.852,139.471,171.289,150.070,131.168,134.618,159.313,84.186,111.278,119.597
313,165.796,139.361,108.497,128.949,139.778,174.461,151.629,129.950,133.296,156.039,85.050,113.987,118.733
314,164.347,137.914,107.156,131.283,136.131,174.821,151.123,130.515,133.232,159.137,86.400,112.524,120.893
315,166.681,138.761,106.950,127.017,140.426,173.771,150.333,133.487,134.898,155.526,86.423,112.326,121.131
316,163.245,135.896,106.938,129.953,137.544,173.778,151.329,131.423,135.307,156.072,84.678,112.849,120.333
317,164.160,135.598,108.936,129.809,137.797,174.866,148.482,132.632,134.967,155.675,88.180,114.701,120.208
318,166.931,136.851,107.583,126.433,138.315,174.410,149.344,128.916,133.981,155.888,87.169,112.669,120.671
319,161.675,136.392,108.720,130.475,139.248,176.164,152.220,132.301,133.473,154.494,89.009,113.149,121.321
320,163.714,133.129,107.670,130.567,138.871,174.547,150.748,131.855,134.966,157.151,88.914,114.971,119.607
321,160.264,140.051,108.554,126.882,136.989,174.869,152.880,130.147,133.441,160.379,85.941,114.219,121.947
322,166.968,138.563,110.305,130.161,141.360,172.297,151.894,126.362,128.888,158.343,85.531,114.631,120.972
323,162.666,138.047,109.517,127.839,141.817,172.793,152.072,131.368,130.506,156.628,86.678,112.187,121.670
324,165.729,136.869,106.250,127.822,138.845,173.306,150.645,132.031,133.977,155.748,86.083,112.734,120.413
325,163.672,135.410,109.669,131.657,139.581,174.185,151.075,131.351,133.889,157.909,86.903,112.114,117.549
326,164.526,137.424,106.878,128.248,139.282,173.694,151.143,130.600,130.853,157.762,88.806,113.192,119.185
327,161.388,136.794,110.656,130.009,137.092,174.854,148.716,127.953,133.839,157.589,85.366,113.147,122.899
328,163.462,136.710,109.145,125.940,137.367,172.558,148.798,129.895,134.538,156.361,86.783,112.488,119.582
329,163.550,136.475,109.195,128.221,139.798,173.506,150.070,129.397,134.288,159.599,86.358,114.470,119.942
330,162.984,136.641,107.385,129.036,138.392,175.448,151.139,130.165,134.106,158.300,84.475,113.970,120.044
331,162.570,136.084,105.001,125.313,138.545,176.978,150.803,130.475,133.405,157.873,87.259,113.140,119.661
332,162.232,135.973,109.748,130.713,138.977,172.979,149.123,128.747,133.689,155.340,85.925,112.434,122.255
333,165.039,134.537,108.045,129.120,135.766,171.341,151.526,132.707,131.799,155.219,87.025,114.509,121.545
334,161.996,137.837,108.097,126.452,137.864,173.224,151.495,130.786,133.254,156.656,87.372,110.997,119.454
335,160.184,138.824,108.213,125.383,138.437,173.955,150.380,128.540,131.101,157.203,85.252,112.289,120.229
336,162.593,133.843,109.103,125.957,137.616,174.144,147.160,129.545,132.044,155.102,85.195,112.185,118.297
337,159.624,135.073,106.669,127.782,137.949,168.067,150.840,127.795,132.100,155.564,86.969,113.894,118.178
338,159.461,130.673,108.873,127.788,138.126,174.791,150.899,133.768,133.692,154.452,85.950,112.290,121.104
339,162.311,135.688,107.565,126.985,136.499,172.565,150.659,131.406,129.810,155.004,88.292,109.857,118.952
340,161.490,138.504,107.951,128.276,139.543,170.771,150.400,129.702,128.902,157.938,87.017,114.465,121.356
341,163.652,137.257,107.884,129.325,137.975,168.541,149.808,128.256,130.600,158.769,86.405,112.729,118.979
342,163.200,134.590,107.548,128.032,140.230,172.519,148.702,132.192,133.531,155.485,86.636,111.529,121.296
343,164.249,137.284,107.830,127.869,137.344,170.112,150.094,127.794,132.505,157.241,86.373,114.253,119.275
344,162.975,138.131,110.355,129.021,139.426,171.879,150.175,129.482,132.041,156.924,85.287,114.474,120.933
345,161.777,135.484,108.879,128.501,138.752,171.948,152.541,127.331,129.995,156.971,88.386,112.195,119.050
346,165.165,138.267,110.555,129.983,137.332,173.381,151.014,130.345,131.746,158.419,87.305,111.921,119.033
347,161.966,134.810,108.107,129.908,137.109,171.237,150.367,129.284,131.347,156.010,85.977,111.934,117.706
348,161.751,134.602,108.235,126.690,137.146,168.086,151.309,128.119,132.472,158.675,87.238,112.835,120.272
349,163.713,135.480,107.950,128.203,139.069,170.547,148.460,129.947,130.550,156.260,86.591,112.998,117.229
350,161.490,137.747,110.070,127.285,137.682,170.032,148.107,127.397,134.432,153.422,88.894,112.748,120.789
351,160.450,135.816,107.929,126.692,136.093,172.289,149.915,127.574,131.484,157.344,86.662,113.123,118.785
352,164.663,135.831,108.362,128.831,138.093,171.894,151.639,127.487,133.525,157.295,87.142,113.144,119.044
353,162.117,136.553,110.613,131.707,138.954,170.780,152.779,128.953,132.374,153.214,87.209,114.260,120.972
354,161.971,139.392,110.120,129.081,139.007,172.821,151.530,131.176,133.430,156.860,86.664,113.002,120.549
355,164.415,137.637,108.715,134.625,136.992,171.446,149.445,130.789,134.156,159.304,90.316,113.718,122.596
356,163.911,137.380,108.771,126.762,138.522,171.205,148.250,130.340,132.337,155.935,88.048,113.748,118.391
357,163.319,140.386,109.638,128.392,138.987,172.125,149.767,130.429,134.050,160.920,85.463,113.003,120.201
358,163.749,136.041,109.975,128.889,140.722,173.453,146.537,130.728,133.793,156.530,87.333,112.405,118.549
359,162.404,140.553,112.466,130.090,138.635,171.983,150.476,130.731,134.113,158.368,87.359,114.459,120.105
360,163.984,141.255,109.814,133.786,136.719,170.884,148.781,129.041,130.295,155.625,88.914,115.524,119.290
361,164.264,139.524,108.135,127.000,137.503,170.082,151.425,131.369,133.441,153.729,88.694,113.408,122.541
362,164.239,133.933,108.564,130.981,138.285,176.151,153.935,131.171,134.880,157.201,86.855,114.650,122.925
363,165.434,138.322,111.154,128.263,139.181,171.797,151.452,130.678,135.997,157.864,88.253,114.724,121.367
364,164.058,141.147,107.765,129.069,138.550,172.853,151.913,130.369,133.956,156.679,88.520,117.573,121.034
365,161.281,139.512,110.227,126.777,137.859,175.440,150.954,132.615,136.041,156.400,88.189,114.366,120.565
366,163.682,140.343,110.916,130.606,139.566,176.847,151.554,131.864,135.338,158.111,88.586,116.162,122.781
367,166.738,140.847,109.726,129.754,139.984,174.487,153.311,134.904,135.319,157.856,86.450,114.557,123.192
368,163.719,141.855,108.849,131.328,136.607,173.759,150.506,130.594,135.865,156.831,85.683,114.923,122.011
369,163.827,142.222,107.630,130.942,138.503,174.705,148.976,132.768,136.850,158.137,88.123,115.625,118.757
370,164.089,136.214,110.451,132.405,140.775,171.493,152.453,136.681,132.776,156.898,88.206,115.255,120.605
371,162.399,140.096,110.059,128.105,138.859,173.455,151.099,131.708,133.954,157.994,87.419,116.283,119.189
372,165.009,139.778,110.397,127.390,138.375,176.410,149.262,133.476,131.641,154.183,88.930,115.315,120.512
373,166.464,135.969,109.348,128.398,140.396,173.646,149.933,129.783,133.921,157.402,87.123,114.061,121.174
374,161.977,136.206,107.951,130.602,140.270,170.810,150.161,133.823,134.422,156.239,89.925,114.164,122.154
375,165.650,139.382,111.309,130.955,140.666,171.864,149.047,131.325,137.130,158.077,86.089,115.809,120.801
376,164.793,138.788,109.388,126.574,141.269,171.336,150.946,131.224,137.266,157.232,87.198,116.061,121.165
377,161.796,139.033,108.463,133.407,138.126,170.364,149.925,134.901,133.424,156.480,88.066,114.889,120.437
378,164.427,139.704,110.597,130.991,137.843,174.968,152.293,132.718,133.711,158.178,88.334,114.549,121.491
379,164.532,138.022,112.030,130.088,140.918,176.198,146.691,132.692,136.003,159.288,87.636,116.561,124.743
380,162.344,140.122,111.616,131.392,140.704,173.075,150.849,128.304,133.520,158.876,86.463,114.229,119.400
381,163.784,137.990,110.105,130.126,138.143,173.976,149.306,130.603,133.958,156.982,87.923,114.288,121.587
382,163.223,134.408,108.830,129.225,140.257,171.672,151.036,130.534,134.075,157.737,87.347,115.515,122.485
383,167.340,137.088,109.776,129.638,138.899,177.582,149.835,129.725,135.344,157.936,88.619,115.681,120.508
384,164.184,138.916,109.493,130.606,138.372,173.024,152.371,133.340,134.894,156.867,86.658,114.843,123.124
385,161.194,139.961,109.373,131.069,143.164,174.437,151.001,132.960,135.660,155.598,87.398,114.992,119.994
386,162.452,138.212,108.481,131.955,143.352,172.748,151.365,132.237,136.010,156.971,89.564,115.256,120.067
387,165.378,136.598,110.382,131.996,142.116,174.037,154.019,132.824,133.210,158.100,88.834,115.800,121.033
388,163.408,140.525,109.458,131.938,142.124,169.233,151.835,134.618,136.791,160.296,87.634,115.081,121.477
389,161.273,138.310,109.788,131.291,141.817,172.216,152.709,133.177,133.966,157.775,85.967,115.597,120.822
390,163.819,139.108,109.631,132.608,140.238,173.144,151.484,132.687,134.929,159.174,88.586,114.378,117.784
391,163.708,135.802,109.467,127.812,138.635,175.284,149.617,134.055,133.288,157.873,84.998,115.989,119.570
392,164.716,138.057,109.682,131.109,139.714,169.819,151.864,132.400,133.741,157.976,86.486,115.784,118.792
393,166.966,137.527,110.221,128.503,140.308,171.897,153.328,132.318,134.550,160.546,88.395,114.366,118.855
394,163.168,140.912,111.061,128.255,140.795,174.248,151.213,130.360,135.231,157.160,86.234,114.025,119.156
395,160.793,139.353,111.082,132.075,141.601,171.918,149.446,134.731,133.543,155.003,87.509,114.187,118.390
396,164.815,135.284,111.643,131.679,141.615,170.276,150.733,135.113,135.879,160.142,89.644,112.977,121.741
397,165.818,138.667,108.685,129.398,141.951,172.896,150.264,131.255,134.722,160.508,88.748,114.892,123.070
398,164.774,137.776,109.774,127.214,142.756,173.933,151.507,133.704,133.723,160.162,87.650,113.655,121.388
399,161.828,140.988,113.177,132.690,141.232,172.739,151.594,134.052,134.094,157.914,88.152,114.217,118.740
400,164.548,141.747,109.640,130.208,139.807,175.381,151.052,132.206,133.812,157.692,89.402,112.741,119.206
401,162.918,138.598,107.967,130.223,140.320,176.101,149.787,132.620,133.475,158.916,88.180,114.508,122.488
402,166.026,138.043,110.233,126.595,142.528,174.444,151.790,132.806,132.512,159.669,86.786,114.433,120.319
403,165.055,136.349,108.259,133.512,140.929,174.159,147.776,130.957,131.939,160.978,86.970,112.725,120.859
404,162.905,136.743,109.970,128.176,141.776,171.269,152.620,133.405,132.292,157.631,87.664,114.340,119.184
405,164.647,141.433,110.342,126.501,137.172,172.662,150.143,135.267,133.596,158.206,87.206,113.789,120.871
406,161.827,137.169,110.314,130.745,141.707,174.448,150.233,132.133,135.420,159.971,85.595,115.232,120.078
407,166.004,142.347,109.864,129.814,140.816,174.797,150.166,132.482,133.591,157.570,88.214,114.639,120.991
408,162.261,136.882,109.290,132.139,140.215,172.668,150.817,131.139,136.263,158.289,88.720,114.750,120.253
409,165.618,140.937,113.346,131.621,143.402,171.660,148.757,132.400,134.996,155.185,88.325,112.526,121.259
410,162.481,138.531,111.422,132.906,140.243,175.774,149.615,132.275,132.636,157.573,88.472,114.226,120.627
411,166.035,137.912,111.433,131.045,138.908,173.041,149.809,132.489,133.532,158.333,86.581,113.165,119.411
412,162.004,138.480,108.152,130.677,139.324,175.284,150.946,131.942,136.282,158.463,88.184,115.892,120.674
413,165.574,135.441,110.619,129.111,140.776,175.019,150.320,131.368,134.996,160.355,89.392,113.002,119.741
414,161.831,135.745,109.970,133.268,138.872,174.343,150.522,133.090,135.452,158.870,87.533,113.852,121.276
415,166.726,140.408,108.397,132.126,141.694,174.547,152.254,134.099,134.836,158.580,88.570,113.867,119.888
416,163.293,139.988,109.921,131.304,142.377,172.832,149.575,128.278,136.383,158.841,88.113,113.461,121.235
417,165.663,141.786,111.521,133.255,140.110,174.873,150.825,130.189,134.269,158.645,86.606,115.161,117.630
418,163.767,140.673,111.688,128.713,140.646,176.093,150.981,130.012,134.557,160.290,87.637,114.913,121.333
419,168.576,139.941,110.345,132.784,139.769,173.534,149.349,131.481,133.026,160.824,89.225,114.515,121.312
420,165.019,139.308,110.357,129.071,138.927,175.278,150.950,128.783,132.420,159.614,88.586,113.083,120.148
421,163.921,137.569,109.535,129.812,139.506,173.547,146.731,129.368,133.812,156.412,87.909,113.018,120.636
422,164.646,139.098,109.239,131.238,141.387,174.937,152.462,134.327,135.449,158.740,89.742,113.848,120.430
423,165.483,134.953,107.094,131.621,143.277,171.211,149.302,134.762,136.883,157.375,88.772,115.205,122.728
424,163.449,137.767,110.576,129.484,140.198,175.860,152.000,131.553,136.746,156.766,86.927,114.565,120.940
425,163.698,136.684,109.909,132.525,139.074,172.502,151.599,133.105,133.097,157.224,87.367,113.817,122.875
426,165.083,141.475,109.930,131.105,139.857,174.683,150.950,131.227,132.259,159.595,88.898,115.412,122.784
427,166.878,136.978,109.387,132.698,139.401,176.521,150.619,131.966,134.458,156.719,87.592,116.381,123.037
428,162.764,134.920,110.952,129.696,138.291,172.052,151.482,133.540,134.622,155.014,86.238,114.329,121.579
429,163.079,139.210,110.434,128.572,139.491,171.289,149.963,131.693,135.744,158.776,90.091,115.636,121.613
430,164.905,138.865,110.207,128.627,141.740,173.274,154.210,131.281,134.454,157.303,88.414,114.569,122.390
431,163.032,139.673,109.332,129.154,141.124,174.155,149.792,131.011,135.506,158.639,89.539,114.100,121.927
432,165.484,138.857,109.073,131.602,139.575,170.672,152.495,131.066,133.120,157.149,88.312,114.440,121.936
433,165.162,139.624,110.796,129.908,142.619,169.942,152.395,130.826,136.018,157.747,85.800,114.670,121.196
434,166.286,139.149,109.545,126.944,139.664,177.603,154.371,131.137,134.576,157.837,90.088,113.521,122.566
435,162.743,140.590,110.629,128.032,140.334,172.817,153.422,133.038,136.502,156.560,87.262,115.094,120.156
436,165.276,139.914,110.046,130.495,137.492,172.683,148.494,129.243,135.434,155.911,87.373,113.327,121.211
437,164.179,141.908,111.071,130.467,138.855,172.321,148.645,131.151,134.310,155.685,90.320,112.981,122.373
438,165.152,136.457,107.514,127.505,134.589,169.931,151.434,130.841,133.461,156.970,87.417,113.150,120.253
439,161.462,135.745,109.925,130.938,138.107,174.453,151.543,131.734,134.819,156.943,89.575,113.846,121.701
440,165.730,139.200,108.975,131.833,146.082,177.951,153.726,132.516,136.378,158.398,88.195,117.177,121.458
441,164.589,137.276,109.979,132.336,146.446,171.243,156.028,134.663,134.378,157.033,87.145,114.049,119.445
442,163.249,139.075,108.817,128.231,142.181,174.879,154.376,130.991,134.870,157.981,90.277,115.562,118.920
443,163.899,139.092,107.567,128.902,140.270,172.353,152.570,134.551,133.977,156.834,86.252,113.440,118.535
444,166.407,139.586,109.575,128.837,142.739,173.119,150.413,132.043,131.181,157.051,88.241,115.392,119.903
445,162.448,138.216,110.744,127.621,141.304,173.325,150.389,135.831,134.355,158.396,84.780,115.168,120.404
446,161.708,138.514,109.650,132.141,141.936,170.024,148.891,131.053,132.570,157.842,86.248,114.844,122.337
447,162.009,137.937,107.809,128.803,139.593,171.121,152.137,131.009,134.194,157.241,88.211,114.992,119.024
448,162.280,136.794,108.400,131.782,142.327,174.155,151.651,133.721,133.322,155.290,88.898,114.392,120.522
449,164.689,138.798,110.316,128.334,142.393,173.071,150.684,133.718,136.059,156.604,87.531,114.701,121.915
450,163.036,135.663,111.003,130.242,139.821,172.440,149.209,131.739,134.094,155.383,88.209,112.576,121.080
451,163.179,136.500,109.299,128.405,139.024,172.752,151.221,130.089,133.134,156.591,87.669,114.071,119.716
452,164.112,141.122,111.034,129.223,139.464,173.722,150.213,129.490,133.349,159.614,87.938,114.871,119.926
453,162.633,136.045,112.284,128.199,141.413,171.134,152.708,131.695,133.190,160.755,87.122,114.571,119.996
454,164.692,138.402,106.913,128.113,138.686,171.931,150.612,133.501,135.439,157.531,89.461,115.176,119.862
455,165.953,138.686,108.304,130.726,139.954,174.534,149.953,131.896,132.109,159.835,88.467,116.714,119.859
456,165.302,141.586,109.134,130.133,137.442,174.188,151.569,130.809,133.407,158.089,87.463,113.524,121.060
457,163.227,138.559,110.548,128.116,137.400,172.662,148.625,129.466,134.269,155.893,86.814,114.312,117.989
458,166.391,135.004,109.505,132.272,140.602,172.728,151.638,130.820,131.379,157.932,87.236,112.666,120.228
459,164.926,138.525,109.138,131.278,139.334,170.278,150.612,128.915,133.457,158.476,88.052,116.562,118.829
460,165.367,138.935,108.065,127.034,138.145,169.884,148.630,128.169,137.813,156.001,88.348,116.324,119.269
461,163.321,139.986,108.914,129.002,140.431,170.336,148.805,131.602,136.089,157.788,89.941,114.132,119.654
462,166.265,139.084,107.638,130.306,137.946,175.244,150.174,131.400,134.896,158.555,87.480,116.482,120.703
463,168.023,139.257,111.846,130.400,138.667,172.159,148.399,131.023,133.921,154.685,90.969,113.745,121.256
464,165.854,140.565,109.325,128.024,139.351,172.037,148.778,131.991,131.939,157.429,88.295,114.180,121.425
465,165.466,136.484,107.960,128.064,139.533,174.694,150.862,129.392,133.070,156.165,89.445,114.796,121.612
466,164.465,135.143,109.818,129.647,143.339,171.614,149.903,127.869,130.990,155.544,86.714,113.956,121.387
467,165.300,136.571,109.145,128.585,137.901,172.463,151.615,130.189,134.312,159.401,87.291,114.671,122.946
468,161.131,138.041,108.711,129.876,141.690,172.552,148.837,129.658,135.962,158.515,90.097,114.700,120.919
469,166.459,136.380,111.728,126.734,137.965,174.073,150.758,128.484,132.591,155.580,87.719,113.470,119.361
470,163.089,139.859,109.421,127.889,138.855,170.476,149.322,132.188,134.663,158.248,88.966,115.697,121.418
471,165.681,136.616,109.185,126.878,142.864,173.813,148.764,129.966,132.310,158.566,89.559,114.039,120.939
472,164.074,139.473,108.358,131.158,139.636,170.688,149.296,130.600,134.727,157.235,85.534,115.499,119.744
473,160.087,139.114,107.100,128.105,140.607,174.517,150.686,133.568,134.948,159.844,89.711,114.880,119.206
474,165.251,142.018,110.795,129.529,139.809,170.269,147.412,129.913,132.225,157.181,89.919,113.712,118.916
475,162.889,139.565,108.590,126.859,139.845,173.224,148.827,128.705,133.734,155.941,86.714,115.530,122.442
476,163.227,137.727,110.886,129.779,138.972,173.187,148.639,131.577,133.256,156.373,89.305,114.133,120.266
477,164.004,135.469,110.086,130.420,140.020,171.336,146.925,128.940,136.070,155.174,86.734,113.858,119.092
478,164.748,141.275,109.638,131.916,139.399,171.310,149.678,130.351,133.821,157.624,85.602,113.900,119.881
479,164.114,137.796,108.668,129.073,139.956,172.890,148.136,130.841,134.419,158.621,89.803,114.003,119.987
480,168.286,140.665,109.929,133.610,137.831,173.711,149.820,130.898,132.296,159.032,89.058,115.528,119.612
481,164.208,140.920,107.857,128.126,139.785,173.093,145.812,126.325,137.853,156.530,88.473,114.318,120.058
482,162.006,137.775,110.661,130.756,139.078,169.007,147.075,132.052,134.218,159.210,87.967,114.045,120.555
483,164.749,140.471,111.376,129.557,135.845,171.213,150.603,131.885,134.977,156.252,86.994,115.131,121.272
484,161.147,138.857,109.406,125.672,138.342,171.134,150.268,129.469,133.281,160.353,88.575,114.637,117.848
485,161.904,139.606,108.978,126.518,138.679,171.179,151.477,130.513,133.521,160.138,84.405,114.392,119.367
486,168.073,139.192,110.567,129.043,139.705,171.677,148.998,129.698,130.846,157.290,89.953,114.122,120.488
487,163.825,138.278,108.437,129.349,137.902,170.823,145.680,130.631,135.042,156.380,87.711,112.132,121.427
488,163.471,137.588,110.284,130.595,136.964,170.326,147.773,129.524,133.754,158.743,86.759,112.512,120.642
489,162.092,138.045,111.832,128.150,139.831,171.265,145.952,131.189,134.937,156.216,88.409,116.463,121.427
490,163.359,140.141,111.193,126.608,139.008,172.248,152.224,130.191,133.750,158.089,88.183,116.063,119.585
491,163.120,139.114,108.669,130.803,138.092,171.263,148.456,131.864,135.315,157.169,86.213,113.960,118.821
492,164.111,139.339,109.202,126.390,140.198,174.509,149.325,129.655,133.326,159.618,86.080,112.905,119.566
493,163.354,138.402,107.864,129.632,139.918,170.442,151.012,129.466,134.404,157.418,89.633,114.170,120.185
494,163.888,136.100,109.463,129.137,140.620,169.343,148.785,129.017,132.948,158.041,88.577,113.361,119.324
495,164.894,138.816,108.548,128.929,140.134,169.114,149.425,130.544,133.263,157.091,87.775,112.642,120.185
496,162.491,134.775,108.218,130.310,138.197,170.451,149.673,129.540,131.544,155.884,86.750,115.627,122.370
497,160.210,137.371,109.071,127.942,137.962,170.209,149.607,128.324,133.312,156.819,87.986,112.419,121.155
498,160.647,137.133,109.444,127.964,139.153,171.961,150.559,130.180,133.600,157.667,87.152,114.708,120.360
499,165.031,139.267,107.115,133.173,137.687,169.347,150.339,129.177,136.097,159.068,88.178,114.449,118.522
500,164.736,135.592,106.779,129.595,138.050,169.213,146.585,128.313,132.243,155.358,87.967,115.463,119.822
501,163.749,134.841,108.376,128.743,140.601,174.060,150.905,129.939,132.914,156.586,86.642,113.080,120.700
502,162.414,138.755,109.503,131.974,136.248,168.879,150.629,131.191,133.958,157.826,85.395,114.976,116.903
503,161.574,138.955,109.984,129.034,137.315,172.362,145.667,130.050,132.655,157.073,87.302,114.792,120.339
504,162.538,140.684,108.034,130.777,136.143,175.090,148.035,129.330,134.353,159.495,86.769,114.203,122.821
505,162.345,136.112,107.344,130.433,140.658,168.897,144.018,129.612,133.790,156.541,87.692,114.131,120.703
506,165.831,139.745,108.661,129.266,134.185,172.160,147.773,131.118,136.417,155.595,88.009,114.047,117.966
507,163.232,137.563,106.553,129.604,135.201,170.183,148.618,127.595,132.050,157.219,89.213,114.540,119.930
508,164.590,135.767,107.792,129.602,135.972,172.599,146.922,131.783,132.216,154.008,87.062,113.747,118.344
509,163.745,133.608,108.358,129.079,137.673,170.386,148.458,130.322,134.809,153.939,86.173,114.729,121.427
510,160.767,137.420,109.313,126.113,140.027,169.386,147.210,129.797,131.441,155.866,88.062,111.897,117.461
511,162.278,138.024,108.969,128.857,136.463,171.616,149.619,126.695,131.738,155.588,87.577,111.174,119.206
512,163.872,136.300,108.832,129.360,136.339,171.918,145.335,128.939,131.587,153.646,87.175,110.934,116.777
513,162.964,136.353,109.283,127.968,134.792,166.722,146.471,128.994,131.888,152.935,88.766,111.850,118.115
514,160.459,136.573,108.312,126.910,135.996,170.959,146.434,128.617,134.513,154.744,87.680,112.676,116.620
