 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
510,167.835,133.980,113.951,130.726,141.640,190.123,159.286,143.661,136.748,159.593,87.516,120.253,132.445
511,164.656,130.663,113.524,135.690,144.827,189.894,162.371,143.806,135.779,160.866,88.966,118.903,132.646
512,166.854,134.976,113.193,135.520,144.109,192.752,160.339,145.530,138.123,160.463,89.572,120.476,134.939
513,162.777,131.706,112.654,129.214,145.262,190.267,162.126,142.814,136.720,160.600,87.573,121.381,135.172
514,166.507,131.498,113.293,136.184,140.963,188.015,160.974,141.939,136.910,160.830,89.230,120.140,132.821
515,169.376,131.469,112.626,131.321,141.285,187.925,159.727,144.771,137.247,160.658,85.003,118.471,131.492
516,166.118,130.808,112.322,132.015,142.091,188.511,160.654,143.382,138.172,157.993,85.917,119.724,133.397
517,169.236,132.471,111.699,135.910,145.777,187.002,163.125,144.498,135.879,160.181,86.697,121.722,131.444
518,167.519,136.518,111.894,142.816,160.748,193.187,168.487,156.102,135.894,161.595,91.564,123.534,133.661
519,167.720,134.618,113.676,139.717,168.891,191.550,170.596,161.776,138.400,158.127,91.697,123.756,133.619
520,166.396,133.859,115.372,140.122,168.129,189.935,169.601,160.243,136.243,159.315,90.548,121.636,135.273
521,166.153,132.808,112.460,135.921,162.800,190.513,169.088,161.061,138.105,160.510,90.345,123.405,132.181
522,164.372,136.047,110.881,134.407,159.775,187.608,165.696,159.180,138.608,162.654,91.383,123.214,132.450
523,168.042,130.922,111.860,137.141,154.871,187.707,169.349,153.408,134.450,161.379,89.167,123.025,130.750
524,167.577,133.441,114.003,132.672,152.205,184.772,163.597,156.133,135.390,159.734,88.341,123.891,129.919
525,168.644,133.829,115.564,133.345,146.474,191.427,164.835,151.386,136.430,161.183,88.825,121.603,132.057
526,165.057,132.045,112.573,131.028,147.593,190.326,163.778,151.684,136.648,160.905,88.778,122.795,131.945
527,163.934,134.512,110.930,133.636,147.637,190.272,162.453,154.078,136.595,160.188,87.127,121.258,131.330
528,164.114,132.769,113.314,132.837,147.091,186.336,161.001,148.548,137.637,160.747,90.842,121.069,131.158
529,166.812,132.675,112.432,133.563,144.448,190.466,161.947,148.021,136.872,160.122,88.453,122.318,128.855
530,166.996,133.829,114.131,134.797,144.879,187.728,160.881,147.511,136.592,161.136,90.641,120.355,131.987
531,166.981,135.731,115.303,131.762,146.126,189.692,164.400,146.452,135.201,160.086,86.703,121.880,131.418
532,168.426,132.478,112.732,133.882,142.899,188.017,164.766,145.432,134.853,161.459,87.917,120.799,131.721
533,165.402,136.069,114.389,133.869,145.132,190.235,162.242,144.701,137.464,160.313,86.692,120.249,130.812
534,166.106,133.720,113.148,134.480,144.179,188.177,161.049,145.582,132.951,159.245,86.606,121.376,131.660
535,167.157,130.984,112.364,133.645,144.523,188.239,159.222,143.704,136.347,160.057,90.223,120.983,131.028
536,164.720,135.433,112.989,135.086,142.962,189.381,158.948,142.940,136.731,161.358,87.648,119.286,132.597
537,163.539,130.633,115.313,132.407,145.275,188.174,160.697,141.536,133.935,160.517,86.930,119.679,131.872
538,165.109,129.402,114.654,135.229,143.050,186.718,162.218,143.878,136.341,160.788,86.278,120.376,129.782
539,165.564,130.237,112.309,130.979,143.259,187.896,160.119,142.739,137.236,158.686,87.344,119.662,133.144
540,166.741,133.973,112.484,134.627,144.250,187.425,160.766,143.918,134.116,159.526,84.819,120.339,130.313
541,167.268,131.412,113.904,132.621,142.635,188.093,160.649,141.350,136.851,162.458,88.027,120.035,132.838
542,166.271,131.955,112.697,133.816,139.000,189.007,161.424,144.750,139.502,161.546,89.827,122.150,130.427
543,163.665,132.988,112.880,135.600,143.470,189.901,160.232,143.073,137.289,160.268,86.784,122.817,133.119
544,165.430,134.396,113.744,135.321,143.654,188.394,161.123,144.421,134.389,163.176,88.262,120.272,130.159
545,166.303,132.920,112.966,134.019,142.913,186.963,158.537,144.108,135.364,159.282,89.470,118.567,132.092
546,169.099,134.600,114.146,138.116,143.744,188.216,160.483,144.098,137.003,160.155,89.242,117.128,131.017
547,168.032,134.986,115.083,133.323,145.227,188.871,163.411,142.557,133.655,158.956,92.863,120.276,131.452
548,168.420,130.820,115.606,134.542,144.232,191.638,161.024,140.797,135.378,162.488,91.866,119.524,133.326
549,164.991,131.006,111.986,132.424,144.697,189.009,160.677,140.803,135.686,162.968,91.170,122.540,132.283
550,167.168,134.376,110.731,135.880,144.477,188.177,163.359,145.634,136.098,159.245,91.684,119.316,131.966
551,169.915,137.190,115.285,134.649,144.706,190.743,160.084,143.788,136.992,161.422,88.373,119.910,128.855
552,166.943,130.676,113.435,130.820,142.916,188.002,160.088,143.890,134.649,161.703,88.531,120.831,130.947
553,163.051,134.365,111.323,132.831,143.044,183.741,161.982,144.246,136.628,160.310,88.511,119.912,134.395
554,167.469,133.949,112.999,133.039,141.333,188.743,157.879,143.656,137.462,160.539,88.170,120.918,134.135
555,167.641,132.922,111.179,134.698,142.310,188.269,160.936,145.376,137.423,163.513,88.372,118.977,131.307
556,170.704,131.541,113.083,133.610,141.983,185.313,160.462,141.753,135.382,160.884,87.991,122.122,129.694
557,168.716,135.037,111.363,132.555,140.289,189.060,158.340,142.382,137.160,158.391,89.333,121.342,133.021
558,167.446,131.494,113.215,133.732,141.718,188.332,160.429,144.119,135.578,161.754,88.133,121.550,130.999
559,168.214,131.098,111.653,132.762,142.991,186.854,160.149,142.832,138.094,162.555,88.745,119.765,129.202
560,165.254,134.175,114.017,131.940,140.191,191.522,158.744,140.876,134.134,161.636,89.770,120.108,129.627
561,169.567,136.418,112.576,131.058,139.162,187.506,157.988,141.786,137.304,159.906,87.334,119.908,131.504
562,165.434,132.990,114.075,133.812,141.854,189.299,161.119,139.881,134.989,162.003,88.277,119.382,130.156
563,165.224,136.139,112.913,136.103,140.317,188.196,159.357,141.777,135.533,159.176,86.998,119.126,131.475
564,167.870,134.784,114.937,133.773,142.093,188.629,159.254,142.669,134.704,163.687,88.162,119.707,133.457
565,168.424,132.757,114.497,131.921,140.319,187.696,158.660,138.832,136.220,162.075,88.727,121.187,131.707
566,168.638,133.524,112.823,134.143,141.442,185.866,159.532,143.421,136.891,159.474,87.262,120.953,128.782
567,165.888,132.092,114.309,133.347,141.909,189.638,159.291,142.823,134.345,162.841,85.261,120.213,131.826
568,167.509,133.982,114.717,132.246,141.617,187.218,158.312,145.256,136.832,161.881,85.431,120.101,130.996
569,167.085,130.912,111.801,132.310,141.378,190.078,160.107,142.681,137.643,162.888,87.525,120.855,131.916
570,163.273,133.122,112.816,135.786,138.936,184.239,160.073,141.212,135.869,163.687,86.392,120.408,129.279
571,166.921,131.773,113.419,132.630,138.943,185.006,157.959,140.997,134.726,160.860,87.863,120.262,132.943
572,166.939,135.637,113.920,134.469,140.485,186.414,156.139,143.113,136.734,159.967,85.336,119.328,132.068
573,167.191,132.165,111.618,131.940,142.642,188.526,158.714,143.194,137.896,159.064,86.036,118.793,129.020
574,165.811,136.257,111.945,132.302,141.509,187.649,158.971,141.136,136.694,161.562,88.177,120.937,130.155
575,164.926,134.443,113.411,131.576,139.079,189.159,160.720,143.256,138.293,160.242,87.036,117.703,131.881
576,164.176,134.649,109.691,133.006,139.892,189.416,157.971,142.212,136.336,161.260,87.702,121.782,132.991
577,165.835,135.863,111.709,132.036,142.706,189.037,159.198,140.205,137.216,158.906,87.661,120.943,130.640
578,165.962,133.508,111.386,131.698,143.078,185.086,158.219,145.115,135.724,157.657,87.894,119.148,132.836
579,164.875,132.757,109.675,134.396,143.072,187.815,161.808,140.696,133.502,159.993,87.167,122.088,133.781
580,169.191,134.765,111.371,132.009,147.833,192.080,165.192,142.870,134.254,159.981,86.880,121.197,129.491
581,167.001,132.492,110.113,133.726,149.655,184.136,160.774,145.733,135.920,157.791,89.214,121.471,129.435
582,166.261,134.602,110.081,131.966,145.036,187.457,160.370,142.991,140.486,159.733,88.236,118.911,132.683
583,166.173,132.892,110.565,131.634,144.103,186.599,160.037,140.580,135.634,157.734,89.247,121.837,131.100
584,165.835,133.063,113.909,129.516,141.823,187.043,158.619,144.499,136.379,160.752,85.391,119.366,129.336
585,166.388,133.108,112.492,130.799,145.929,188.838,160.156,143.418,137.422,158.379,85.608,120.174,134.189
586,168.173,133.604,113.655,133.021,143.795,187.256,160.506,141.873,136.086,156.768,87.916,122.029,134.107
587,168.082,133.314,112.031,130.882,149.168,189.494,159.696,142.905,136.363,160.838,88.037,121.261,133.149
588,168.748,133.996,113.443,133.090,153.040,190.453,164.746,150.056,137.342,160.037,90.916,122.140,132.010
589,165.596,135.018,112.570,133.426,156.340,188.132,165.581,153.113,137.220,161.571,91.088,120.677,130.425
590,163.038,131.247,111.482,134.259,149.650,186.310,163.780,149.704,135.509,160.412,86.917,119.819,130.888
591,165.805,134.253,113.679,134.345,150.753,187.147,160.844,147.977,136.020,158.935,86.338,124.341,132.649
592,166.564,134.449,111.627,134.188,146.352,184.746,163.037,147.725,137.022,156.617,87.878,119.303,132.549
593,161.504,133.804,112.236,132.049,144.698,189.030,158.442,147.463,139.007,159.473,88.919,120.687,133.569
594,164.394,133.518,112.755,130.824,145.773,186.506,159.474,146.577,137.798,156.970,86.352,121.702,131.875
595,165.921,132.937,111.701,132.094,143.783,184.045,159.815,143.176,136.759,157.025,88.027,122.248,129.307
596,163.609,133.184,112.614,132.499,143.696,186.595,159.340,145.693,135.469,156.090,88.558,119.808,132.926
597,165.248,134.920,111.131,133.602,142.224,184.735,159.006,145.843,137.162,158.100,89.097,120.925,131.404
598,164.294,135.473,112.182,131.098,141.498,186.580,158.285,142.118,136.199,156.557,87.686,121.804,130.385
599,165.165,134.375,111.991,130.685,143.341,190.698,160.583,141.649,136.985,154.130,87.491,122.125,130.312
600,165.152,131.173,112.509,132.188,144.743,185.791,158.048,142.566,136.599,157.887,90.467,120.031,132.949
601,164.975,131.939,113.674,131.812,144.254,186.058,162.796,146.554,135.371,161.337,87.262,120.249,130.280
602,169.736,134.559,114.486,140.379,157.407,190.558,167.178,150.637,135.050,159.716,88.920,123.839,133.347
603,169.939,133.659,116.917,151.152,167.756,192.634,170.720,166.466,139.322,160.495,91.777,124.963,134.393
604,165.829,138.382,118.823,152.158,176.111,195.530,175.988,173.759,137.951,156.878,92.670,126.859,134.098
605,168.570,136.422,117.194,151.377,177.141,191.073,175.809,172.597,135.276,159.142,94.852,129.287,133.952
606,168.644,137.394,116.693,151.752,174.914,189.563,172.972,170.589,136.975,157.798,94.623,128.523,138.259
607,164.650,137.404,115.882,154.428,170.200,191.235,170.452,166.544,140.210,159.278,95.738,127.725,135.856
608,167.666,136.025,115.565,152.278,168.161,187.013,171.078,166.183,135.411,158.151,91.534,127.515,134.576
609,165.499,138.641,114.736,155.916,171.938,188.606,170.882,165.618,137.409,157.772,95.062,127.109,136.043
610,167.854,135.575,117.764,155.154,169.215,188.209,172.953,167.108,138.101,158.080,96.148,128.481,133.279
611,163.066,136.688,118.554,155.904,166.967,186.410,173.236,166.827,136.720,156.239,95.648,131.497,133.370
612,166.357,140.580,119.403,158.210,159.886,188.713,171.117,162.719,137.482,157.945,97.670,130.256,134.801
613,167.096,136.284,118.258,153.424,154.955,189.448,169.112,161.406,140.310,158.094,96.175,128.561,134.395
614,166.517,138.188,118.240,156.281,159.407,188.244,171.284,160.502,138.419,158.412,96.008,130.898,137.186
615,168.531,136.298,128.130,165.946,165.711,187.907,176.050,168.244,140.819,159.909,101.537,133.080,134.710
616,165.389,136.663,135.427,173.580,178.422,193.041,182.172,177.615,138.244,159.427,97.666,134.993,135.387
617,163.862,135.976,135.331,173.345,182.680,191.537,186.084,178.095,139.447,158.585,98.041,133.808,132.969
618,167.347,135.749,133.293,171.105,180.368,193.821,185.569,176.446,137.106,160.787,98.469,135.672,134.748
619,166.227,134.816,133.009,175.084,179.697,188.806,186.240,176.318,136.939,155.972,100.167,134.229,134.717
620,168.420,138.202,129.989,171.854,173.533,192.478,183.185,174.237,139.297,159.675,99.516,132.562,133.447
621,168.079,135.716,126.756,168.191,168.443,189.308,182.498,170.316,138.468,159.535,99.194,133.876,135.158
622,167.770,138.129,129.250,167.178,160.737,189.299,177.109,166.928,137.086,158.538,97.980,134.261,135.374
623,167.966,137.141,133.163,167.531,163.976,191.972,178.101,168.641,140.033,157.633,97.608,133.722,130.919
624,166.860,136.631,131.092,165.512,157.105,188.097,175.925,168.395,140.986,157.658,100.756,133.508,130.108
625,165.905,136.541,128.418,162.972,157.753,189.552,176.806,164.437,140.663,157.970,98.764,131.166,130.970
626,167.224,135.782,127.260,156.752,149.570,192.082,172.405,159.011,136.411,158.929,98.520,131.664,132.735
627,167.168,133.833,124.927,153.293,151.075,190.050,169.750,160.765,139.685,158.992,98.122,130.634,133.373
628,165.845,138.539,122.792,146.409,149.729,186.244,167.675,158.711,137.233,158.553,96.938,127.871,131.956
629,165.878,134.600,118.993,147.514,147.468,187.500,167.800,157.757,138.769,159.178,99.984,132.240,131.963
630,168.872,135.965,116.410,149.645,144.365,185.287,165.185,157.168,136.945,156.781,97.084,130.664,133.917
631,165.201,137.161,117.803,146.726,142.738,186.802,162.719,152.802,139.921,157.921,97.145,128.232,131.687
632,168.335,132.929,119.918,146.647,141.887,189.500,163.536,147.269,139.692,155.438,96.658,128.679,133.095
633,163.605,136.625,114.869,146.103,142.990,187.229,163.761,150.669,138.041,157.786,97.773,127.896,134.260
634,166.004,137.135,116.772,144.615,139.960,186.248,163.329,148.421,136.417,159.007,95.280,126.086,133.683
635,164.641,134.951,113.989,142.814,142.883,184.993,163.345,145.934,137.434,159.932,94.489,127.805,133.309
636,165.287,136.927,113.874,138.364,140.154,186.537,159.668,148.395,139.000,160.793,97.039,126.722,131.329
637,169.856,137.261,113.094,140.054,141.399,184.983,156.760,142.363,138.026,159.863,96.864,127.145,134.899
638,167.513,133.500,112.344,138.375,139.440,187.886,161.916,146.791,135.495,159.188,95.412,126.630,130.723
639,167.098,135.020,112.751,143.559,143.106,190.584,165.691,147.718,137.666,159.640,97.611,126.992,133.067
640,168.827,135.216,115.239,144.722,146.189,188.235,166.286,151.646,135.872,159.350,100.637,129.474,132.061
641,165.625,136.604,113.240,145.107,147.508,188.968,166.413,150.824,137.286,155.917,99.170,126.918,131.351
642,168.045,135.347,110.913,145.300,144.528,187.229,164.654,149.498,137.394,161.604,101.197,128.293,132.954
643,167.615,133.429,112.511,141.319,143.860,187.446,163.863,147.576,136.862,158.596,95.475,129.435,132.165
644,166.742,136.102,112.135,139.976,144.260,189.951,160.999,152.562,136.914,159.921,98.719,128.581,130.622
645,166.765,138.039,112.322,140.561,145.016,187.767,163.157,148.663,136.726,158.440,100.353,127.163,130.293
646,166.647,137.931,111.419,136.143,143.986,186.914,160.225,145.829,136.121,160.827,99.262,128.375,130.784
647,165.525,136.222,114.312,136.062,144.434,185.918,161.786,144.467,133.756,159.614,99.825,126.498,129.646
648,167.300,134.408,111.863,135.773,141.224,186.619,157.751,144.305,133.805,156.355,99.128,126.677,129.462
649,167.108,134.771,111.912,135.441,139.880,188.390,160.273,145.756,136.576,157.957,100.184,126.139,132.990
650,165.722,133.712,112.256,136.358,144.285,186.966,163.292,146.655,135.402,163.393,98.122,127.582,131.340
651,166.796,135.875,112.419,135.589,147.286,189.722,164.194,149.484,136.206,163.271,99.019,125.943,132.201
652,164.778,134.986,111.869,135.486,147.240,188.319,162.475,145.780,139.789,159.639,98.673,126.391,128.115
653,168.166,137.492,113.071,134.274,145.628,190.397,159.898,147.082,137.356,159.708,97.480,126.062,132.954
654,167.802,133.243,114.539,133.739,143.996,186.716,161.457,147.953,137.423,161.548,100.308,123.650,131.972
655,166.694,132.435,111.452,132.672,143.883,187.948,162.055,145.226,139.269,162.181,96.762,126.050,129.151
656,165.980,132.120,113.082,133.548,144.790,188.752,160.394,143.092,136.930,159.943,97.666,123.186,129.411
657,168.574,133.957,113.249,134.576,142.796,184.453,159.720,141.704,137.041,159.018,96.195,122.413,129.041
658,166.730,134.116,113.062,134.696,140.378,187.603,160.202,140.093,135.187,162.119,96.091,123.013,130.664
659,165.057,136.018,112.566,131.452,140.469,189.024,159.297,140.765,138.475,158.259,96.361,124.853,130.114
660,167.188,134.035,112.828,131.360,141.611,192.375,160.073,143.198,135.810,161.494,92.461,124.079,129.750
661,165.904,135.610,111.392,138.452,141.758,185.354,161.012,142.046,137.160,158.954,94.348,120.932,131.681
662,167.017,135.343,111.578,137.289,143.949,185.071,159.155,148.579,137.840,162.877,95.556,126.173,129.354
663,164.742,135.551,112.507,140.118,142.863,188.203,160.989,143.115,135.262,162.607,95.614,123.992,128.643
664,162.946,133.020,112.777,134.349,141.932,187.804,158.941,144.507,135.670,158.682,94.338,122.587,128.122
665,166.926,132.898,110.621,133.944,144.353,183.925,157.826,142.153,136.243,159.510,95.172,119.826,128.235
666,164.222,136.088,111.207,130.867,138.656,186.185,156.203,145.834,137.026,162.790,94.692,120.880,129.754
667,164.525,131.102,112.852,132.081,142.106,188.263,157.171,141.434,136.791,160.416,94.656,121.933,131.361
668,165.121,135.718,113.018,131.096,142.910,188.951,156.840,141.499,134.842,161.250,95.097,122.271,130.528
669,165.431,134.743,112.064,136.739,141.574,187.172,156.218,142.458,135.996,160.450,92.244,121.333,130.579
670,166.308,131.455,110.142,132.289,141.573,185.330,159.480,140.095,135.776,162.130,95.348,120.715,127.700
671,167.207,132.429,113.538,134.206,143.390,190.136,159.706,141.075,137.348,159.304,92.781,121.823,130.034
672,166.420,133.359,111.274,136.293,145.217,186.782,157.839,141.305,136.861,161.357,93.725,121.482,128.916
673,168.526,136.596,110.837,132.923,143.084,184.981,158.423,140.056,135.723,157.517,93.275,121.145,131.680
674,167.446,129.116,112.279,133.503,143.703,186.446,159.175,141.206,136.289,159.902,93.203,120.670,132.461
675,168.770,135.702,111.820,130.214,142.881,185.416,159.328,139.101,137.011,162.000,91.603,121.235,126.469
676,162.431,134.004,113.066,134.722,141.138,185.205,157.779,139.647,138.825,159.545,92.130,119.145,128.677
677,164.332,136.408,112.279,130.293,140.170,186.045,160.189,138.069,135.613,161.412,92.634,118.313,131.286
678,163.299,131.986,112.063,133.128,142.316,188.203,157.556,137.988,136.936,160.580,90.427,122.070,127.512
679,165.713,136.492,112.126,130.096,141.517,184.707,158.300,142.078,135.932,159.690,94.047,119.184,128.127
680,167.688,134.849,108.065,134.255,139.954,187.524,157.864,140.724,137.984,161.279,93.509,120.490,129.428
681,166.089,133.359,112.495,136.430,138.847,186.776,158.400,140.513,135.692,157.907,92.172,120.624,130.539
682,165.187,136.900,113.220,129.876,140.718,183.144,157.150,140.321,134.850,156.054,91.558,118.375,128.799
683,165.315,132.255,111.932,131.839,142.283,186.573,160.400,141.301,135.722,161.950,90.783,119.067,129.447
684,166.792,135.735,111.256,134.173,139.793,184.328,159.798,138.878,136.008,158.365,90.736,117.820,129.193
685,165.165,132.912,112.771,131.098,138.137,187.043,160.446,138.974,135.997,158.700,91.247,118.620,129.184
686,166.143,133.257,110.097,133.066,140.784,186.435,155.996,138.605,134.231,161.546,89.969,117.283,129.024
687,165.366,134.978,111.634,129.805,139.631,186.106,156.528,139.827,136.415,159.440,91.381,119.484,129.744
688,167.911,137.031,109.619,134.887,140.430,187.927,160.040,142.467,136.015,158.871,90.973,117.467,129.865
689,166.968,130.871,112.259,131.094,139.745,185.267,160.149,142.818,136.899,158.970,89.992,116.855,128.080
690,167.934,133.545,112.029,131.608,143.714,183.942,156.863,138.318,134.565,159.649,88.992,121.266,128.966
691,164.455,135.520,112.079,131.304,143.392,185.981,156.251,142.539,137.364,160.640,87.997,119.188,129.199
692,162.889,134.839,114.092,132.619,144.362,183.164,158.715,141.076,136.291,157.172,89.891,120.224,130.131
693,168.885,133.243,112.857,136.323,143.854,185.922,157.655,140.661,134.825,160.736,91.527,119.252,129.946
694,167.993,134.555,111.910,130.116,140.538,186.666,160.042,140.200,135.730,161.451,87.234,119.361,130.139
695,165.969,135.469,112.167,131.931,140.906,182.229,158.674,140.769,134.005,160.466,88.644,119.669,126.427
696,164.246,131.553,114.866,131.722,141.013,188.041,157.851,141.821,133.786,159.216,89.648,116.787,128.290
697,167.172,136.749,111.176,127.745,143.407,187.701,159.335,140.473,136.041,161.563,89.109,118.595,127.586
698,166.427,133.482,112.176,131.544,143.230,188.304,159.916,141.177,136.787,160.503,91.559,121.057,128.367
699,166.327,134.006,112.055,131.790,138.734,187.123,156.769,139.944,136.986,160.967,88.861,119.058,127.848
700,165.420,132.714,111.341,132.424,138.765,185.093,155.895,139.791,134.457,161.322,86.591,116.371,128.963
701,161.965,131.524,112.070,132.638,143.009,182.711,159.129,139.774,133.233,160.855,87.223,121.441,127.499
702,167.754,134.363,111.562,132.865,142.231,185.297,159.335,139.137,136.000,158.876,86.238,119.339,126.559
703,166.324,131.494,111.349,131.471,141.955,188.205,156.151,138.485,136.532,161.022,87.020,118.139,128.922
704,166.061,133.304,111.135,131.833,140.816,182.987,155.958,138.837,134.879,160.683,85.931,120.767,128.839
705,167.286,133.398,113.388,131.422,140.930,183.123,157.413,140.763,135.546,159.497,88.106,119.457,130.462
706,166.711,132.927,109.345,132.484,143.790,184.511,157.794,138.899,138.426,159.261,88.044,118.556,128.479
707,165.813,133.431,111.451,135.696,142.988,189.735,159.309,140.157,136.007,159.071,86.044,117.909,129.913
708,167.950,131.829,113.458,134.546,140.368,186.065,156.364,140.586,134.225,161.024,86.338,118.794,128.966
709,164.322,134.706,112.461,133.049,139.403,186.282,158.203,141.189,134.387,158.874,85.983,118.419,132.940
710,168.315,135.151,111.561,132.158,139.760,184.864,159.403,140.907,137.064,160.271,86.352,118.148,129.115
711,167.655,132.429,114.362,131.493,142.572,189.425,157.008,140.299,139.055,157.798,86.391,119.675,129.324
712,166.114,135.516,109.897,132.925,141.739,187.185,158.398,137.898,134.531,160.331,85.231,119.525,129.252
713,164.679,134.100,112.384,133.064,141.807,187.341,158.657,140.107,134.838,163.350,88.234,119.519,128.411
714,166.724,132.202,114.119,131.882,140.534,187.959,155.899,137.472,134.377,159.754,85.584,119.509,127.784
715,164.414,135.884,110.189,132.655,141.659,185.683,157.465,140.247,138.615,160.083,85.723,118.377,129.849
716,167.108,134.147,113.232,133.400,139.922,188.384,158.026,141.870,136.799,157.340,86.155,119.434,126.374
717,166.835,132.314,111.400,132.565,139.108,189.345,157.581,139.684,133.449,160.448,89.613,118.636,128.063
718,167.127,135.761,111.971,133.582,140.926,184.795,157.353,139.666,135.357,161.698,86.133,117.275,131.009
719,169.934,134.482,111.816,132.638,143.446,183.631,158.210,141.203,135.944,161.158,86.906,117.469,129.869
720,166.636,136.027,114.024,130.959,142.899,187.409,157.089,137.525,136.480,161.546,86.697,119.909,129.257
721,164.723,134.784,113.546,133.966,142.501,183.384,157.758,138.533,134.904,161.538,85.403,117.719,128.139
722,164.494,135.478,111.455,133.874,140.092,180.545,158.829,142.427,137.900,159.586,85.003,119.047,130.028
723,167.707,135.902,111.928,133.944,142.349,188.340,156.928,139.215,135.894,160.714,87.131,118.353,129.108
724,167.424,133.998,110.911,131.285,140.901,186.953,158.333,139.533,135.638,159.976,84.970,118.097,125.599
725,167.366,134.971,112.087,133.478,140.812,183.573,158.494,140.072,138.780,160.712,87.369,119.384,127.915
726,167.863,136.594,111.510,133.028,140.743,188.614,157.899,140.041,135.903,156.119,87.467,118.555,128.609
727,162.424,133.451,113.991,137.285,139.797,184.515,157.883,140.875,134.533,162.506,86.608,117.674,127.018
728,166.659,134.590,111.418,129.994,141.915,186.276,158.951,139.464,135.868,163.586,88.594,116.901,129.259
729,169.080,132.825,112.006,134.728,141.387,189.636,156.597,142.870,135.263,160.820,85.978,118.774,128.575
730,165.421,132.214,111.413,134.021,143.783,188.931,158.350,142.140,137.647,162.372,89.217,120.303,131.314
731,171.682,135.890,114.814,138.161,152.643,188.854,165.198,153.824,134.802,162.530,92.056,120.461,131.845
732,165.169,133.167,113.027,136.743,157.822,186.412,166.060,158.082,136.446,161.649,89.812,121.295,132.980
733,166.063,134.686,111.760,136.475,156.844,185.664,166.508,156.302,135.386,161.378,89.436,121.323,127.407
734,169.990,135.492,113.893,133.058,155.316,187.323,165.534,157.539,138.286,162.568,88.802,120.688,129.471
735,166.386,137.306,111.710,135.653,154.720,185.332,165.692,152.176,136.887,158.000,90.697,121.092,129.053
736,167.888,136.206,112.765,132.111,150.649,186.343,160.593,154.736,137.020,160.528,91.134,119.121,127.021
737,165.663,135.649,113.580,132.600,148.419,187.804,160.053,155.337,134.720,162.224,91.905,120.239,130.844
738,168.195,133.445,111.913,134.300,147.783,186.159,160.833,152.255,134.007,162.022,88.589,119.705,130.199
739,166.424,132.025,112.773,135.743,147.805,185.218,159.922,153.347,137.783,162.459,87.011,120.255,125.586
740,167.485,134.069,112.710,133.463,143.372,186.623,161.334,146.759,134.941,162.791,86.183,117.319,126.657
741,165.230,136.186,112.042,130.987,144.938,181.953,160.885,147.823,132.656,160.455,85.609,119.936,129.495
742,168.185,132.618,114.232,133.347,143.298,185.696,158.210,148.440,138.393,161.086,88.216,118.892,129.202
743,168.608,131.878,112.313,132.161,142.598,188.093,158.886,145.769,136.157,160.172,89.275,118.076,128.592
744,168.322,134.016,110.226,130.537,142.644,186.377,160.861,144.631,136.759,164.685,89.072,119.059,129.878
745,168.020,132.384,108.699,136.756,144.143,184.187,161.422,145.835,136.889,158.271,88.091,117.650,127.296
746,166.453,136.633,110.574,135.199,143.419,184.246,159.934,143.211,134.790,164.342,88.170,117.522,130.516
747,168.087,136.635,112.091,131.146,143.012,184.838,158.819,143.798,136.229,162.295,89.531,117.586,129.107
748,168.859,136.012,110.815,132.991,144.333,187.845,161.553,142.927,135.859,162.469,86.722,118.812,126.825
749,169.827,137.084,111.628,135.336,144.775,187.312,163.960,145.528,138.513,162.997,88.037,119.787,129.691
750,166.338,138.820,111.615,131.540,145.310,186.131,162.493,148.782,136.761,162.073,86.795,117.594,127.255
751,167.391,136.520,113.103,132.585,147.251,186.450,161.013,145.751,136.407,162.896,88.217,116.581,127.050
752,164.640,137.110,111.610,130.075,145.815,189.922,159.185,145.044,136.190,161.237,86.067,117.625,125.647
753,168.882,137.541,112.129,133.610,142.292,185.897,160.409,142.554,139.005,163.286,87.441,120.197,127.893
754,166.340,135.092,109.710,134.959,143.468,190.226,158.739,142.802,136.256,163.058,87.769,117.937,126.485
755,167.762,138.553,113.729,132.514,144.219,184.950,160.177,143.256,138.034,160.032,88.009,117.811,126.663
756,164.732,132.927,111.403,134.090,144.754,184.920,159.280,138.635,138.282,163.580,86.344,115.809,124.400
757,165.969,136.235,113.493,133.542,140.287,183.369,156.856,142.521,136.416,162.817,86.606,117.767,124.387
758,165.679,131.690,110.893,134.433,142.131,183.690,156.113,142.072,134.790,161.858,88.223,120.418,123.846
759,163.550,133.845,112.639,133.347,143.022,186.410,159.828,141.797,139.724,162.462,88.359,118.809,129.432
760,171.592,138.776,109.985,132.206,144.379,182.282,157.143,141.818,136.708,163.361,86.153,118.861,127.862
761,167.239,136.302,111.087,133.041,141.701,185.938,158.490,140.565,137.745,161.577,85.931,117.935,128.743
762,169.041,136.761,114.035,136.036,146.758,186.248,161.794,144.861,134.787,164.769,87.119,116.395,130.178
763,165.366,134.443,112.223,136.593,146.280,191.332,161.218,147.371,136.337,164.513,88.702,119.818,129.191
764,167.676,134.712,112.106,133.486,147.048,185.332,160.224,143.479,136.151,163.227,86.412,119.610,128.754
765,171.554,136.171,113.828,136.597,144.550,184.877,159.656,141.681,134.947,161.119,86.242,118.830,128.380
766,171.000,135.122,111.965,135.563,143.825,183.215,158.368,143.389,137.649,163.864,89.383,118.220,128.100
767,167.999,138.525,111.105,133.726,141.914,185.299,159.601,143.638,138.111,161.274,88.444,117.897,125.750
