 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13
252,169.968,132.216,114.877,132.537,145.099,188.922,165.782,147.313,140.517,157.549,87.584,127.512,144.413
253,167.074,131.008,113.669,132.921,146.140,193.069,167.332,147.673,141.759,160.506,88.616,126.575,142.085
254,167.434,137.888,115.003,133.559,145.650,190.901,167.385,149.687,141.548,157.585,87.203,126.596,143.632
255,168.340,132.767,116.404,130.227,146.783,189.517,165.975,147.008,139.330,158.638,89.791,127.329,143.585
256,169.966,135.731,114.482,131.747,147.805,190.795,164.873,150.479,140.267,159.149,88.066,128.244,143.286
257,170.348,131.704,115.137,132.854,146.993,193.321,165.543,146.863,139.086,155.412,91.928,125.151,142.407
258,169.618,136.976,119.554,134.039,144.311,188.944,167.206,146.264,141.273,160.095,89.069,129.428,144.630
259,171.189,136.018,117.018,133.679,146.943,188.924,163.257,150.411,140.258,157.550,88.389,127.607,141.643
260,172.324,135.112,116.039,136.734,147.463,189.800,165.368,144.194,140.692,156.618,90.836,129.371,145.442
261,167.012,132.949,115.517,132.385,150.416,187.659,166.365,149.518,140.966,158.790,89.805,129.426,144.825
262,167.047,135.088,115.616,131.548,149.642,192.364,167.093,148.440,142.864,157.530,90.686,128.050,145.437
263,169.990,136.527,115.056,138.186,145.709,192.448,166.060,148.534,137.970,154.571,88.719,127.357,147.693
264,169.815,134.071,115.612,132.315,146.046,190.216,165.525,149.771,140.049,157.835,91.420,126.528,147.521
265,168.277,133.682,115.239,131.415,145.630,192.541,165.487,151.400,140.521,157.795,89.584,127.513,146.570
266,168.057,137.429,115.475,137.090,145.801,188.743,165.575,148.574,139.978,158.719,87.598,129.395,144.851
267,170.652,135.022,115.518,134.522,144.922,191.437,165.272,151.823,139.936,157.321,89.116,125.919,144.445
268,171.687,134.722,114.943,135.370,146.977,192.019,163.198,150.402,140.239,156.726,89.873,126.512,145.980
269,170.567,133.629,110.605,134.319,148.272,191.129,165.692,151.331,136.780,158.871,87.561,127.845,144.229
270,172.192,133.692,115.872,137.075,148.996,191.493,167.279,146.890,138.903,158.881,87.658,127.060,146.900
271,172.838,133.804,117.124,135.979,147.320,191.095,163.804,149.227,140.877,160.827,91.322,127.058,144.816
272,168.455,134.684,113.298,136.953,147.233,187.187,166.822,148.873,138.735,157.729,90.684,129.101,146.223
273,168.687,137.527,117.603,135.400,147.745,193.728,163.591,150.356,140.048,158.046,88.141,129.427,142.216
274,169.634,133.869,115.970,131.101,146.064,192.685,165.672,148.444,142.341,158.057,91.631,127.466,146.043
275,167.869,135.882,116.220,132.510,146.840,189.965,165.297,149.510,137.357,160.355,89.323,124.693,143.518
276,170.663,134.916,116.650,134.578,146.203,190.144,163.968,144.774,134.258,159.249,91.327,128.487,141.137
277,169.605,134.296,113.726,132.734,147.257,189.748,164.457,146.455,137.828,159.176,89.233,124.758,143.801
278,166.522,136.239,114.911,132.313,146.812,191.304,166.619,147.348,140.117,157.116,87.669,125.049,141.246
279,170.604,134.996,115.080,134.362,148.435,190.015,164.758,148.116,139.251,155.544,88.697,126.532,143.098
280,169.146,134.510,116.348,134.604,145.293,189.595,164.364,147.179,137.824,159.077,88.952,124.876,142.280
281,167.905,134.557,115.071,132.051,145.556,188.125,166.350,147.904,140.420,159.858,88.320,123.628,141.578
282,167.948,136.298,114.354,134.777,144.400,191.748,165.612,148.456,140.924,159.048,86.984,125.946,143.184
283,170.934,135.133,114.715,134.321,144.854,191.213,164.132,146.513,138.398,157.885,89.073,126.443,142.356
284,169.827,134.351,116.568,134.289,141.401,191.252,165.905,148.925,140.508,157.914,87.952,125.211,142.603
285,168.869,133.386,114.474,134.456,145.844,192.185,163.594,147.974,139.787,159.221,88.238,125.401,144.357
286,171.128,137.425,119.420,136.422,149.348,191.741,168.452,151.649,141.510,160.196,88.613,128.506,143.727
287,171.251,137.153,117.368,136.914,151.311,193.149,165.880,149.231,139.059,160.752,88.730,127.361,142.787
288,168.499,135.927,114.999,133.809,148.030,191.493,166.317,150.956,139.102,159.021,88.206,126.534,142.821
289,168.131,131.396,114.756,132.850,149.915,189.310,166.379,151.160,140.707,156.925,88.100,125.378,141.095
290,166.006,132.639,115.943,133.991,147.304,191.076,163.382,147.592,141.210,155.151,87.989,126.717,141.972
291,167.169,133.006,116.430,133.173,148.021,192.491,166.270,146.878,141.266,158.656,86.627,122.034,140.957
292,171.106,134.545,116.720,132.979,146.415,190.287,163.416,147.515,141.622,158.390,88.486,126.418,140.282
293,170.624,136.400,115.537,131.011,145.303,189.649,162.429,146.594,140.778,159.741,87.558,125.090,138.592
294,168.134,132.288,115.720,132.403,145.345,193.013,162.853,147.484,142.447,155.967,87.034,124.115,139.184
295,168.835,132.533,114.104,133.645,146.903,190.351,166.121,147.759,138.029,159.734,88.491,121.665,140.228
296,166.552,134.224,114.014,132.690,147.099,187.618,164.833,146.591,139.544,157.418,88.241,124.269,140.991
297,166.560,131.308,112.298,130.743,146.623,191.239,163.980,146.006,142.458,158.267,87.105,125.687,139.679
298,169.109,135.235,115.030,131.109,143.275,189.991,166.364,149.107,141.277,158.595,86.578,126.268,141.058
299,169.570,134.014,115.169,130.741,146.862,190.049,162.409,144.875,139.855,155.465,88.273,125.439,142.122
300,168.181,134.935,113.612,129.597,144.708,187.763,164.810,146.885,137.808,159.700,86.389,124.939,143.636
301,166.622,132.737,114.380,133.707,147.345,187.996,165.925,149.015,140.267,156.707,89.387,124.073,140.764
302,168.198,132.120,112.932,134.482,141.960,189.379,160.791,144.489,138.488,155.458,88.436,124.176,139.704
303,172.860,134.192,115.039,131.420,146.517,188.049,162.460,148.763,140.497,160.025,87.791,123.466,139.260
304,168.863,133.308,114.506,132.045,145.380,186.965,162.008,147.470,138.226,157.592,86.047,123.494,140.669
305,170.223,132.959,111.858,128.944,145.039,190.065,164.013,147.440,140.587,159.996,90.302,125.338,141.936
306,170.414,135.714,114.457,133.062,144.597,191.265,164.870,145.907,139.992,156.936,88.689,125.185,139.990
307,168.525,132.586,113.729,133.469,144.538,190.183,160.901,145.953,136.558,156.643,87.247,123.574,139.572
308,168.098,134.371,112.759,132.435,144.143,191.032,164.500,146.290,141.461,161.288,89.027,125.974,141.100
309,169.025,134.818,114.103,132.084,145.108,190.192,163.465,149.327,139.834,157.409,89.766,125.339,139.432
310,166.974,135.284,115.300,131.827,145.352,189.629,162.520,146.275,141.222,159.996,88.213,123.077,141.745
311,166.625,135.688,114.433,131.407,145.541,191.981,163.733,146.875,137.241,159.145,89.331,126.401,141.883
312,166.831,134.894,114.037,133.448,143.780,189.013,163.319,146.122,138.325,158.432,87.887,125.129,141.472
313,169.703,132.620,114.463,132.276,146.972,189.507,163.248,149.437,142.430,160.539,86.953,126.125,137.696
314,165.818,133.329,115.303,133.463,144.850,193.097,162.143,147.414,139.435,158.863,89.347,122.176,140.617
315,167.898,134.288,114.621,130.649,144.783,190.858,165.231,147.072,140.855,158.259,87.972,125.494,143.222
316,168.953,132.957,113.527,129.717,145.790,190.543,163.501,146.693,140.005,156.964,91.302,124.461,141.094
317,169.722,135.484,115.315,134.349,142.767,191.556,163.972,146.198,140.771,159.387,91.508,125.504,138.010
318,166.423,136.102,114.962,134.310,145.271,188.177,162.340,146.417,139.037,160.145,87.787,125.318,139.172
319,166.555,131.124,113.927,134.069,144.849,188.588,161.488,148.615,139.278,158.066,87.381,126.158,137.330
320,167.026,129.822,111.939,133.649,146.525,193.235,163.177,145.769,138.805,157.137,87.173,123.261,137.455
321,166.569,136.018,112.535,134.011,145.943,191.963,162.775,146.469,139.321,156.624,87.631,123.544,138.866
322,169.028,131.651,114.102,133.777,145.613,191.836,163.327,146.889,139.008,156.741,88.489,122.571,136.768
323,168.503,131.943,110.223,135.953,144.576,190.330,162.834,145.997,139.323,161.333,90.272,124.191,138.533
324,172.082,138.318,118.946,141.602,152.210,194.239,167.481,153.244,152.610,160.592,92.852,127.126,146.698
325,169.624,134.053,116.079,141.685,152.440,194.884,167.535,157.511,145.613,158.216,91.667,126.724,147.148
326,167.880,131.867,115.869,133.270,148.914,192.360,164.191,155.235,143.648,159.272,88.858,127.810,144.814
327,169.331,132.102,115.576,131.775,147.325,190.892,164.780,154.884,139.629,160.824,90.512,125.863,145.945
328,171.300,135.584,114.865,133.379,145.398,188.729,164.958,153.545,140.130,159.339,87.275,125.313,143.892
329,170.050,132.720,115.041,131.857,144.352,193.172,163.131,152.342,139.778,157.874,88.594,124.350,141.390
330,164.776,135.763,114.299,131.829,144.963,192.185,165.093,149.792,140.510,156.769,87.453,123.760,140.977
331,169.542,134.514,114.333,133.028,144.931,186.894,163.805,153.205,138.598,157.743,87.344,125.057,141.829
332,166.829,135.959,116.243,135.540,148.157,194.621,164.940,152.188,140.404,160.097,87.912,125.186,141.390
333,167.178,136.033,114.226,133.704,143.318,189.795,164.511,148.368,138.628,158.238,90.083,126.304,142.543
334,168.430,132.824,114.231,135.201,145.113,191.326,163.125,147.205,138.075,160.100,88.394,124.099,140.285
335,169.853,136.304,113.734,132.651,145.075,189.828,163.415,147.450,140.213,161.032,88.528,123.966,138.127
336,171.563,135.067,114.219,136.711,150.834,191.360,167.137,154.614,138.749,160.116,89.037,126.230,141.933
337,169.319,134.894,111.605,138.197,148.709,193.071,168.067,156.432,138.798,158.155,88.675,127.766,141.676
338,171.789,136.384,115.339,136.101,148.884,191.659,163.849,153.174,138.050,158.033,91.792,126.314,141.814
339,169.727,134.727,116.258,134.595,147.346,190.813,166.706,152.925,139.321,159.635,91.648,126.277,139.707
340,170.507,133.880,113.457,133.165,146.515,193.034,165.413,149.585,139.438,157.779,88.863,126.473,140.448
341,165.843,135.251,114.928,135.636,146.150,191.052,164.380,154.009,137.085,160.336,90.841,122.651,140.969
342,168.245,135.253,113.498,137.084,145.527,190.826,166.546,147.363,138.825,158.122,88.969,125.395,138.132
343,166.818,134.227,115.033,136.621,145.192,192.252,164.196,151.296,137.707,159.485,91.405,124.592,138.124
344,170.934,134.890,114.045,133.979,144.875,189.493,162.257,149.437,138.618,157.917,87.341,125.063,139.107
345,167.711,134.992,114.271,135.574,143.220,190.233,163.996,148.734,140.050,157.846,90.827,124.003,137.286
346,166.974,134.208,112.760,135.390,141.884,191.560,163.936,146.311,141.652,158.942,88.158,122.411,137.690
347,167.966,133.631,112.067,131.445,145.067,190.194,162.641,147.933,139.907,158.755,89.533,123.888,139.893
348,169.490,135.065,112.259,132.313,142.349,190.231,163.347,147.186,138.176,159.380,88.598,123.452,139.825
349,167.689,134.355,116.532,132.218,144.115,192.222,165.212,146.235,136.984,156.542,87.153,125.643,138.233
350,169.395,136.216,113.492,137.540,146.351,189.970,163.869,148.788,136.752,159.949,89.700,127.141,141.669
351,168.891,137.218,113.744,141.418,150.059,190.632,163.637,150.446,139.842,159.156,85.802,124.738,137.629
352,169.638,133.406,116.231,136.383,147.456,191.950,163.137,146.504,138.412,163.981,86.823,124.981,140.114
353,167.878,131.302,112.288,137.951,148.514,189.953,164.320,149.229,139.499,157.747,88.412,122.768,136.881
354,168.622,135.427,112.870,136.392,150.349,194.022,158.791,146.626,137.188,158.801,87.439,124.721,141.138
355,167.308,130.463,111.441,136.221,148.368,190.694,163.766,146.966,140.723,159.863,88.283,124.892,140.260
356,167.905,134.637,114.124,139.263,145.332,189.022,162.715,145.823,141.903,160.008,87.233,126.576,138.656
357,164.029,134.959,115.309,137.069,146.247,191.541,165.042,148.260,139.666,160.936,86.461,125.901,141.111
358,171.315,135.043,113.871,140.880,148.230,193.269,164.910,147.348,139.742,160.059,89.242,123.674,140.851
359,166.851,134.929,114.537,136.715,144.727,192.300,162.456,145.560,140.327,160.170,89.047,123.994,137.634
360,165.592,133.622,114.180,134.266,147.914,192.250,160.702,146.684,137.622,156.816,89.183,125.908,136.320
361,167.290,134.482,116.364,133.240,144.423,192.451,161.397,146.041,141.666,159.685,87.739,124.884,140.633
362,167.948,135.410,113.538,129.889,146.070,189.543,165.327,146.002,141.656,158.089,87.870,123.982,138.546
363,167.707,132.745,114.420,135.946,144.462,192.674,163.391,144.243,137.776,159.490,90.302,124.408,136.812
364,167.350,132.098,114.316,130.874,146.863,192.343,162.891,145.322,138.553,160.296,87.086,123.368,136.370
365,168.977,136.718,115.701,135.221,148.681,190.032,167.668,149.380,140.050,161.674,91.344,125.203,137.193
366,169.408,138.251,116.646,135.161,151.318,188.504,165.173,151.043,140.776,159.430,92.056,125.096,137.395
367,167.595,133.157,116.228,139.030,148.662,193.080,163.647,146.965,137.834,156.649,91.206,123.801,138.873
368,167.615,138.651,112.805,136.043,146.928,193.321,162.264,148.397,136.172,160.234,90.747,124.485,137.499
369,166.370,134.222,113.890,135.857,144.328,190.830,164.035,143.800,139.176,159.804,91.436,124.146,138.802
370,167.501,136.135,112.315,133.002,145.419,190.756,164.084,148.082,141.772,158.613,91.464,124.204,140.721
371,169.694,132.816,113.131,132.158,146.672,191.922,162.276,147.079,142.041,159.201,90.089,124.034,138.632
372,164.564,135.810,111.563,138.645,144.611,190.672,164.385,144.611,138.824,161.124,86.886,125.277,140.388
373,167.644,134.173,113.249,130.392,144.446,192.248,164.105,147.638,138.760,161.497,90.445,122.541,138.903
374,168.915,133.294,114.136,132.195,145.785,193.164,163.262,147.666,139.070,159.159,87.634,124.913,136.750
375,166.243,135.129,115.264,132.839,144.737,192.890,163.614,149.398,141.116,161.238,88.394,122.429,139.642
376,169.127,132.878,114.420,135.203,143.140,190.595,162.522,146.563,140.029,159.221,87.892,123.304,137.681
377,168.376,134.865,114.041,132.377,144.266,190.285,164.510,145.855,142.020,160.057,86.739,123.108,137.233
378,165.516,133.478,113.981,132.195,144.050,196.226,161.135,145.492,137.960,158.101,87.444,122.502,137.101
379,168.268,133.804,112.376,136.737,145.397,190.976,163.035,148.163,142.883,158.362,88.141,124.613,138.740
380,167.829,135.178,114.470,133.139,142.462,193.127,164.067,145.635,138.064,158.806,89.983,122.356,138.936
381,166.655,137.282,114.449,130.009,143.731,189.347,164.250,146.150,140.370,161.425,86.717,123.295,138.213
382,167.940,133.557,114.879,131.169,145.045,190.463,162.875,146.560,139.372,159.707,88.405,123.880,135.787
383,165.219,133.798,114.113,131.649,145.376,190.728,162.938,144.035,138.048,157.700,87.408,124.056,137.336
384,166.978,133.751,112.689,135.242,145.647,190.030,162.269,146.579,139.411,160.859,87.970,123.693,135.895
385,168.013,133.194,113.606,133.323,145.250,192.401,160.802,148.408,139.578,158.351,89.188,123.340,135.408
386,169.267,137.141,114.914,133.921,146.148,192.931,160.700,145.582,138.233,159.975,89.256,125.315,138.597
387,169.058,137.263,112.606,132.165,145.833,192.590,163.258,146.485,138.727,159.833,86.853,123.039,133.802
388,170.006,134.198,115.065,132.293,144.645,191.802,160.831,146.960,139.536,161.509,87.423,124.479,134.872
389,167.961,137.461,113.692,136.591,142.164,195.002,160.722,146.898,138.000,156.272,88.247,120.350,134.181
390,165.773,133.539,115.284,133.927,143.591,193.228,163.197,143.705,141.349,159.860,87.330,122.743,134.071
391,167.576,135.951,116.287,129.625,146.449,189.229,159.325,147.905,139.879,162.693,86.552,124.605,138.287
392,166.563,133.120,110.897,132.169,146.193,192.440,164.430,147.440,137.443,161.711,89.264,123.358,139.616
393,171.818,134.510,113.763,136.480,146.917,191.871,161.780,145.340,141.082,159.214,87.295,125.455,138.533
394,168.990,133.849,114.120,138.745,147.515,191.371,165.292,146.531,140.484,159.645,86.730,124.550,138.137
395,168.168,135.637,113.787,135.557,146.670,191.409,164.731,147.237,139.772,160.772,88.052,127.665,135.698
396,168.162,137.498,113.658,134.362,148.354,190.091,164.070,148.362,140.948,161.600,88.898,125.509,133.514
397,169.166,134.078,113.116,135.176,146.436,193.080,161.742,145.759,139.634,160.271,88.405,125.987,138.259
398,173.157,133.527,117.250,140.779,157.834,196.338,169.797,157.405,138.401,162.498,88.386,126.112,140.202
399,171.353,135.763,118.985,149.771,177.158,200.069,177.465,171.241,138.950,160.546,92.589,130.624,135.912
400,170.997,135.714,118.127,156.379,180.274,195.810,183.554,173.476,138.226,163.880,92.148,131.537,141.104
401,169.017,135.941,117.751,156.615,181.168,195.881,176.727,174.336,140.569,162.213,94.517,131.430,137.286
402,171.746,135.014,115.852,158.184,182.001,196.800,180.519,171.716,139.789,159.811,92.550,132.397,136.883
403,168.851,132.288,118.205,158.390,176.144,194.366,179.007,173.861,136.904,160.284,94.559,132.583,138.303
404,165.980,135.308,116.301,153.824,177.857,191.864,176.008,168.252,137.774,162.264,92.052,129.614,135.354
405,168.308,137.192,116.606,148.223,171.630,193.616,173.927,165.844,136.809,161.559,92.502,130.080,138.097
406,170.558,135.306,115.390,151.606,167.977,194.838,172.620,161.253,137.034,158.585,92.875,128.239,135.401
407,167.366,137.404,114.091,146.831,166.170,190.968,169.334,161.215,141.585,160.581,91.936,127.893,137.690
408,169.981,133.876,116.866,149.657,164.308,192.578,170.136,165.773,136.913,160.649,93.330,128.935,137.875
409,172.933,135.363,119.333,164.368,178.630,200.097,176.311,174.574,140.241,159.387,93.384,131.644,138.420
410,170.825,136.573,125.112,170.555,192.778,199.476,180.939,183.980,138.674,163.259,90.745,131.499,136.616
411,171.449,135.018,130.248,174.426,197.980,198.810,184.919,183.689,139.889,163.401,96.064,133.758,137.368
412,175.665,136.796,134.629,169.555,198.132,198.424,191.829,181.785,138.993,162.877,95.273,138.664,139.640
413,172.004,136.965,136.217,173.670,198.377,199.049,193.784,181.594,139.020,162.426,96.178,136.684,139.799
414,170.803,137.049,136.468,173.475,196.120,195.062,189.394,181.597,143.428,162.019,96.411,136.700,136.861
415,171.637,133.606,132.943,175.580,190.770,193.729,187.466,176.133,140.930,159.967,96.616,134.423,138.333
416,166.828,134.302,135.482,171.983,186.584,195.317,186.457,176.699,141.136,161.863,97.916,132.456,139.107
417,170.128,133.529,133.411,168.574,181.020,197.218,186.000,173.389,136.924,160.438,95.366,134.829,135.390
418,167.663,134.484,130.136,165.345,175.205,197.276,183.054,170.693,137.810,160.599,98.989,134.421,139.031
419,170.649,133.196,127.314,162.850,167.940,194.097,178.463,169.293,138.604,161.108,96.823,134.986,135.349
420,169.290,137.180,128.236,163.653,162.958,193.390,177.927,166.421,138.432,158.321,96.822,133.608,137.707
421,168.657,133.951,126.655,162.683,161.944,192.573,172.609,166.544,139.532,159.203,96.369,133.491,136.962
422,165.389,133.741,125.884,159.340,158.965,192.707,172.791,164.101,140.270,159.361,95.720,132.697,138.075
423,167.630,134.569,122.163,155.064,157.181,192.590,169.990,164.637,138.049,160.838,94.730,131.685,137.720
424,167.236,133.359,121.995,153.625,155.250,191.414,169.620,160.913,139.679,159.712,96.925,131.087,134.521
425,167.267,132.263,118.890,147.972,152.014,190.668,168.928,158.812,140.621,161.737,94.909,130.461,136.317
426,169.762,132.639,118.718,144.837,149.177,190.049,167.981,157.107,139.258,163.206,96.620,129.157,134.691
427,165.249,135.288,119.031,145.242,146.650,192.188,165.394,152.815,139.516,158.245,93.794,130.266,137.939
428,167.793,134.390,117.188,143.540,146.714,188.854,166.400,154.624,140.033,161.375,94.363,127.954,133.553
429,166.818,131.978,117.562,141.949,145.692,190.664,165.183,150.620,138.640,158.447,92.145,128.312,135.248
430,168.048,132.653,118.151,142.471,145.801,191.078,163.856,150.014,137.831,160.680,93.402,125.984,134.531
431,166.401,133.525,114.348,136.722,143.375,189.647,162.411,148.944,136.714,159.974,91.553,125.882,133.915
432,168.348,133.745,113.610,135.103,144.575,191.358,160.054,147.336,138.943,159.255,89.336,126.754,134.394
433,166.483,131.941,115.962,133.180,143.652,191.657,162.495,143.847,134.067,159.071,89.061,126.268,136.198
434,169.940,130.018,111.743,136.180,142.819,191.994,164.567,146.176,138.139,158.698,90.742,124.401,134.593
435,165.026,132.500,114.048,136.486,141.353,189.785,162.650,146.339,135.467,158.396,90.167,125.233,134.983
436,168.117,132.269,114.477,132.287,139.560,189.319,159.716,142.194,138.780,159.412,90.622,125.330,131.568
437,162.749,136.586,113.022,132.865,142.864,189.028,161.947,145.250,138.580,163.148,92.170,125.608,135.135
438,170.152,131.347,110.929,131.664,140.445,189.784,163.648,143.879,140.877,159.380,88.338,122.759,130.424
439,164.032,132.180,114.361,134.690,140.467,191.304,160.625,144.794,137.064,158.368,89.072,123.634,134.772
440,164.331,134.104,111.805,130.882,141.075,190.209,160.412,142.971,137.846,157.578,88.961,122.047,133.479
441,164.662,134.814,112.226,134.319,138.726,191.397,162.345,142.090,135.739,161.503,92.555,121.948,134.010
442,165.949,129.896,114.638,135.323,142.635,187.166,160.025,144.429,135.306,161.104,89.359,123.694,132.000
443,164.166,134.351,113.637,132.199,140.862,188.185,161.922,140.936,136.644,159.170,92.058,121.352,134.905
444,166.386,129.818,113.003,131.914,142.679,192.028,162.488,144.592,136.235,159.006,87.669,120.381,134.878
445,162.140,134.341,112.919,130.953,140.899,189.539,161.369,142.846,138.269,157.163,88.592,119.940,130.579
446,166.353,132.490,109.877,131.852,142.110,190.532,158.840,140.693,135.521,159.206,89.705,122.427,133.619
447,165.308,134.557,111.993,131.484,139.028,188.590,159.290,142.044,135.801,160.990,88.027,121.741,129.228
448,166.885,135.386,111.349,131.105,143.519,187.312,161.278,145.771,133.989,158.805,88.142,120.072,132.815
449,168.169,135.216,111.824,139.036,150.427,193.668,165.195,151.131,136.711,159.469,92.511,127.452,133.691
450,169.179,131.912,114.921,135.822,155.170,191.218,171.785,156.438,135.366,158.467,93.592,127.482,135.741
451,170.965,134.218,114.433,139.071,155.969,192.108,168.165,154.907,139.357,160.295,90.497,125.905,132.459
452,165.064,134.175,113.605,138.143,149.585,187.328,165.850,154.896,139.969,160.083,95.262,126.158,133.040
453,167.700,131.400,110.642,134.687,148.918,191.841,166.971,154.885,139.280,162.593,90.047,124.903,132.303
454,169.051,134.220,115.589,133.812,147.778,191.974,167.308,150.976,136.285,160.578,91.267,124.082,137.040
455,167.369,132.041,115.207,130.638,145.337,190.282,163.127,146.627,139.011,160.895,90.666,126.313,135.733
456,166.870,132.265,114.128,131.251,147.016,193.748,163.230,148.377,137.709,159.651,88.606,124.777,135.138
457,167.586,131.459,111.974,135.443,147.196,190.002,164.270,147.716,136.817,162.196,89.278,125.234,134.595
458,167.265,135.104,112.806,134.690,146.014,191.778,163.290,149.727,138.655,160.604,91.495,124.055,135.385
459,168.450,137.306,112.969,129.336,144.963,188.127,161.873,147.444,135.016,159.024,91.887,123.560,131.912
460,165.901,134.400,113.737,134.229,144.616,188.412,164.570,144.649,138.997,161.340,89.366,123.984,135.304
461,167.449,136.269,113.678,133.152,144.185,193.377,160.855,144.829,136.932,159.992,91.133,124.999,134.323
462,167.813,131.337,114.435,133.585,141.317,186.974,161.008,146.194,138.340,160.585,86.787,123.840,130.629
463,171.780,138.243,111.242,136.111,143.944,191.237,160.925,142.431,139.583,161.462,89.005,124.361,133.663
464,167.061,132.406,113.354,134.422,146.069,190.489,162.707,144.502,137.862,161.082,89.856,122.441,134.919
465,166.268,135.339,112.290,131.253,141.717,190.424,160.379,143.740,135.735,162.859,90.047,120.968,131.539
466,167.990,133.794,112.917,133.148,143.901,189.924,161.886,145.424,138.641,162.711,88.103,122.903,133.101
467,166.786,134.141,112.356,132.745,143.361,192.382,163.312,143.223,137.501,161.996,89.820,122.566,132.973
468,167.904,135.718,114.447,134.210,142.603,191.653,161.891,142.453,139.196,162.093,90.142,121.161,130.633
469,166.528,133.580,114.412,132.317,141.896,190.416,161.471,141.663,138.053,162.568,88.953,122.639,135.164
470,165.889,136.845,116.386,136.540,143.090,193.410,162.373,141.670,136.041,161.285,88.531,123.139,132.560
471,167.999,133.265,114.705,131.955,141.477,189.354,162.887,144.940,141.274,160.732,88.578,121.698,132.171
472,167.192,131.845,113.910,134.507,143.910,190.269,161.292,144.504,135.068,160.044,87.864,122.189,139.578
473,166.685,132.575,113.858,133.829,142.467,189.754,163.023,143.344,135.898,163.304,88.081,122.213,133.252
474,166.972,133.367,114.137,134.983,146.845,190.599,163.067,144.417,136.176,163.277,87.748,121.170,136.494
475,169.561,130.300,114.954,132.882,143.758,189.700,163.855,142.998,136.198,160.473,88.191,122.519,136.184
476,169.464,134.339,113.692,131.540,143.294,191.224,160.780,144.908,137.231,161.754,86.575,122.151,136.282
477,167.554,133.935,114.775,135.398,144.172,191.140,161.721,144.982,139.285,161.077,88.686,121.545,135.171
478,166.303,133.225,111.011,134.193,142.807,191.183,162.415,144.229,137.120,163.628,85.406,121.395,130.410
479,167.943,133.724,112.127,134.101,141.879,193.360,163.125,144.441,136.720,162.783,88.641,122.461,133.366
480,170.510,134.780,112.124,132.983,143.766,193.347,162.841,145.234,137.812,160.578,87.391,122.117,134.354
481,165.994,131.514,110.927,135.717,143.892,192.550,165.350,144.495,138.061,159.304,88.998,118.866,136.997
482,168.003,132.867,113.147,134.439,143.506,189.692,162.762,141.718,142.003,159.414,88.444,119.035,132.802
483,168.542,130.173,111.742,135.024,142.981,188.287,163.761,143.139,135.816,160.123,88.678,120.724,134.838
484,168.534,133.478,111.992,131.754,141.420,190.479,159.889,144.351,136.490,161.539,86.700,121.494,132.799
485,163.681,132.059,112.274,130.814,143.609,188.957,161.367,144.189,139.004,161.328,88.428,121.374,134.789
486,167.443,131.796,112.919,135.949,141.327,190.125,162.999,142.576,135.278,158.274,87.533,121.073,131.979
487,166.362,132.849,115.007,133.505,143.091,190.851,161.207,141.931,135.712,159.884,88.302,121.830,135.388
488,166.271,130.980,111.284,134.574,142.093,188.407,162.308,144.588,135.914,162.422,87.747,120.311,133.457
489,166.264,130.835,114.425,135.833,141.588,191.144,162.635,143.971,137.692,161.934,88.706,120.053,135.721
490,164.385,132.465,114.575,132.358,141.278,190.896,160.462,141.136,139.207,161.361,86.469,121.503,130.620
491,167.007,132.784,111.433,135.668,143.232,190.461,159.296,142.185,134.738,159.859,89.012,122.138,132.876
492,168.491,133.016,117.027,131.617,144.672,187.748,160.308,144.618,136.329,161.887,89.086,121.699,133.051
493,167.962,137.912,114.441,134.927,140.669,188.091,161.965,140.797,138.531,162.887,88.186,120.775,133.011
494,166.896,131.171,112.452,130.486,142.718,189.095,162.478,140.843,137.790,158.856,88.531,121.181,134.868
495,167.602,132.749,115.261,136.139,145.549,190.994,160.821,143.624,136.996,159.596,87.078,121.004,138.634
496,169.993,129.775,115.291,137.268,147.774,193.808,160.465,149.756,138.156,161.441,88.820,120.823,148.525
497,167.239,133.102,113.315,134.867,147.084,190.160,161.284,146.669,139.415,162.286,85.319,119.628,140.381
498,165.582,135.420,114.804,135.120,148.445,186.485,162.686,149.420,137.371,158.657,86.963,123.217,140.313
499,165.515,131.159,111.074,133.623,147.424,189.604,159.984,144.345,135.007,160.430,87.792,121.257,137.949
500,167.133,131.376,111.277,135.458,145.134,188.815,158.987,145.055,139.263,160.454,87.808,121.008,140.162
501,168.160,136.376,113.549,131.730,144.142,190.252,158.411,141.991,135.116,160.961,87.620,121.782,137.529
502,165.069,133.537,116.336,135.497,144.660,188.701,161.700,143.324,136.813,162.259,89.872,122.203,134.578
503,165.184,133.345,113.073,134.595,144.773,189.222,162.144,145.980,136.959,163.039,89.144,121.996,134.875
504,167.324,136.539,112.390,135.771,144.130,186.897,163.001,143.285,136.662,158.084,84.977,121.102,133.883
505,166.910,133.635,115.235,134.533,143.718,189.188,160.367,142.423,138.417,160.981,86.570,121.231,132.041
506,165.138,132.390,111.401,129.510,140.279,189.041,160.796,142.577,138.171,161.209,89.825,123.364,133.831
507,166.379,132.953,113.970,132.660,144.831,190.006,159.031,147.779,135.435,160.277,88.686,119.367,131.636
508,164.816,134.027,113.647,134.683,143.016,189.304,159.888,142.753,139.134,160.198,88.497,119.712,134.189
509,170.168,131.647,114.289,135.668,142.001,189.371,163.412,144.490,136.744,158.434,87.478,121.804,133.215
