 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
30,18.243,18.524,50.696,52.231,24.349,20.011,16.829,17.824,18.070,24.838,16.583,16.432,39.160,30.282,67.516,85.632,176.004,56.135,48.103,55.555,38.314,39.201,32.368,30.235,41.624,26.204,18.652,18.261,20.005,16.880,25.404,17.945,19.272,53.153,63.893,219.312,20.344,18.956,25.475,25.683,29.384,26.170,36.657,16.939,27.737,15.843,18.014,16.207,16.335,18.948
31,18.134,18.710,50.773,52.146,24.224,19.919,16.754,17.799,18.414,24.956,16.555,16.459,38.863,30.395,67.744,85.843,175.751,56.657,48.236,55.628,38.559,42.767,32.545,30.240,41.936,26.229,19.103,18.518,20.437,16.980,25.540,17.998,19.446,54.387,65.390,218.877,20.467,18.932,28.987,25.517,29.470,26.016,39.900,17.014,27.576,16.159,17.781,16.148,16.338,18.879
32,18.117,18.935,50.419,51.680,24.621,19.926,16.743,17.773,18.509,24.965,16.457,16.456,38.993,30.490,67.444,85.697,176.563,56.879,48.165,55.685,38.142,42.267,32.746,30.502,42.020,26.400,18.928,18.548,20.394,17.192,25.701,17.925,19.583,54.438,65.405,218.919,20.423,18.945,29.420,25.642,29.624,26.014,43.769,17.126,27.599,16.234,17.865,16.230,16.521,18.853
33,18.128,19.103,50.743,52.373,24.749,20.011,16.885,17.522,19.288,24.971,16.569,16.527,39.401,30.489,67.298,86.010,176.332,56.497,48.653,55.521,38.545,41.906,32.450,30.355,41.952,26.302,18.936,18.610,20.215,17.057,25.564,18.127,19.605,53.903,64.595,218.772,20.403,18.936,29.196,25.766,29.546,26.310,49.704,17.212,27.504,16.287,17.759,16.226,16.386,18.922
34,18.271,19.013,50.936,52.032,24.489,20.110,16.898,17.625,19.401,24.635,16.569,16.490,39.212,30.767,67.734,86.046,176.482,56.827,47.938,56.041,38.438,41.045,32.191,30.303,42.117,26.433,18.694,18.339,20.063,16.958,25.717,18.042,19.236,54.184,64.302,219.032,20.566,18.978,28.533,25.687,29.659,26.071,50.124,17.035,27.531,16.060,17.841,16.302,16.436,18.924
35,18.169,18.902,50.989,52.155,24.481,20.157,16.831,17.567,19.685,24.924,16.728,16.331,39.383,30.615,67.579,86.248,176.220,56.728,48.182,55.728,38.300,41.112,32.634,30.395,42.072,26.435,18.672,18.309,20.020,17.131,25.657,18.091,19.616,54.301,64.198,219.144,20.395,18.840,28.270,25.534,29.580,26.937,49.924,16.890,27.491,16.249,17.792,16.239,16.421,18.863
36,18.176,19.055,50.758,52.609,24.455,20.023,16.855,18.141,19.721,25.635,16.529,16.584,40.029,32.257,67.451,86.202,176.935,58.571,48.264,56.020,38.779,49.273,34.541,30.899,43.743,26.857,21.467,19.134,20.973,17.777,26.659,18.269,19.899,57.640,71.873,219.147,20.751,19.295,33.359,26.056,30.349,33.462,49.413,17.304,28.256,18.040,18.589,16.151,17.051,19.640
37,18.115,19.177,50.956,51.897,24.533,19.965,16.827,18.397,19.806,25.685,16.555,16.480,40.326,32.906,67.695,86.731,176.702,59.961,48.149,56.442,39.449,54.703,34.936,31.529,45.411,26.967,24.539,19.503,21.348,18.191,27.323,18.304,20.261,60.804,73.966,219.670,20.696,19.518,36.406,26.630,30.449,35.242,50.386,17.690,28.360,20.554,19.157,16.140,18.016,20.282
38,18.284,19.190,50.944,52.439,24.387,19.813,16.801,18.570,19.620,25.547,16.473,16.561,40.063,33.138,67.123,86.758,177.051,60.165,48.355,56.279,39.282,53.500,34.622,31.327,45.706,27.245,25.606,19.128,21.319,18.284,26.976,18.136,19.917,62.616,72.885,219.256,20.571,19.649,36.788,26.575,30.472,34.247,49.952,18.118,28.584,20.984,19.232,16.150,18.278,20.485
39,18.239,19.005,51.100,51.915,24.465,20.325,16.924,18.377,19.688,25.306,16.378,16.389,40.371,33.065,67.445,87.038,176.368,59.981,48.169,56.201,38.987,51.901,34.345,31.361,45.583,27.045,25.545,19.180,20.785,18.061,26.817,18.342,20.123,64.277,71.849,219.604,20.512,19.558,36.192,26.384,30.157,33.074,49.280,18.309,28.296,21.024,19.043,16.226,18.345,20.463
40,18.193,19.107,50.878,52.385,24.357,20.154,16.859,18.408,19.997,25.050,16.762,16.243,40.297,32.730,67.439,86.409,175.814,59.927,47.678,56.027,39.000,50.083,34.421,31.535,45.468,26.978,25.517,19.125,20.762,18.149,26.721,18.355,19.899,64.051,70.684,218.035,20.488,19.556,35.246,26.299,30.082,32.670,48.410,18.313,28.337,20.795,18.749,16.229,18.288,20.153
41,18.236,19.116,50.572,52.364,24.263,20.117,16.965,18.213,20.168,25.200,16.429,16.514,40.378,32.923,68.054,86.741,176.238,59.784,48.504,56.272,39.018,48.604,34.601,31.596,45.411,26.984,25.360,19.338,21.029,18.218,26.871,18.276,19.938,65.214,71.162,219.168,20.608,19.608,35.710,26.687,30.063,32.385,48.898,18.368,28.235,20.371,18.251,16.214,18.594,20.016
42,18.187,19.153,51.015,52.353,24.242,19.959,16.787,18.235,19.960,25.021,16.487,16.307,39.728,32.845,68.024,86.905,176.964,60.282,48.252,56.087,39.018,47.190,34.979,31.616,45.528,26.841,25.471,19.219,20.627,18.708,27.064,18.205,20.043,65.348,71.404,218.874,20.682,19.687,37.127,27.204,29.906,32.093,48.979,18.476,28.204,19.899,18.435,16.258,18.938,19.742
43,18.254,19.165,50.883,52.391,24.182,20.115,16.948,18.348,19.996,24.809,16.849,16.541,40.437,32.800,67.561,87.042,177.135,60.071,47.868,56.075,38.967,46.029,34.948,31.522,45.103,26.763,25.048,18.991,20.638,18.522,26.751,18.233,20.174,64.819,70.527,218.372,20.649,19.487,36.998,27.138,29.850,31.365,48.236,18.324,28.240,19.510,18.408,16.299,18.988,19.664
44,18.165,18.994,50.747,52.128,24.886,20.072,16.753,18.309,19.545,24.606,16.569,16.463,39.894,32.403,67.877,86.719,175.861,60.093,47.496,55.968,38.841,44.471,34.253,31.303,45.089,26.840,24.813,19.012,20.532,18.494,26.548,18.196,20.123,63.694,70.014,218.898,20.562,19.455,36.277,27.063,29.973,30.610,47.761,18.203,28.094,19.256,17.989,16.197,18.856,19.666
45,18.098,18.968,51.038,52.089,24.461,20.134,16.726,18.089,19.359,24.853,16.563,16.446,39.921,32.296,67.531,87.370,175.736,59.680,48.120,55.990,38.831,43.666,34.127,31.201,44.906,26.832,24.229,18.787,20.328,18.381,26.620,18.205,19.851,63.182,69.046,218.723,20.571,19.474,35.257,27.002,29.890,30.338,46.907,18.075,28.022,18.806,18.057,16.220,18.744,19.602
46,18.234,18.992,51.077,52.439,24.042,20.148,16.754,18.043,19.142,25.768,16.513,16.514,40.230,32.677,67.846,86.904,176.921,60.396,48.182,55.849,38.896,44.995,35.041,31.691,44.921,27.076,25.101,19.266,20.652,18.596,26.749,18.287,20.221,65.990,73.146,219.793,20.329,19.604,36.152,27.199,29.709,31.159,48.117,18.137,28.167,19.101,17.995,16.301,19.114,19.694
47,18.245,19.161,51.415,52.663,24.703,19.991,16.703,18.164,19.095,26.768,16.633,16.503,40.496,33.021,68.096,87.543,177.354,60.362,48.657,56.243,39.101,49.989,35.390,31.611,45.509,26.983,26.296,19.368,20.943,19.236,27.343,18.329,20.424,69.373,77.344,219.456,20.627,19.585,38.828,27.282,30.090,31.442,51.282,18.454,28.465,19.548,18.381,16.239,19.740,20.306
48,18.338,19.129,51.126,52.167,24.511,19.989,16.705,17.966,18.816,26.500,16.566,16.736,40.543,32.999,67.699,87.230,176.892,60.183,47.855,56.333,39.093,50.019,35.050,31.535,45.283,27.263,26.272,19.441,20.505,19.198,27.225,18.405,20.475,69.295,76.694,219.070,20.569,19.686,40.074,27.239,29.383,30.981,51.159,18.605,28.521,19.556,18.195,16.344,19.930,20.425
49,18.262,19.166,51.277,52.417,24.557,19.933,16.953,17.881,19.478,26.559,16.650,16.361,40.763,33.218,68.059,87.431,176.894,59.994,48.298,56.024,38.996,48.995,34.777,31.572,45.376,27.120,25.984,19.369,20.817,19.117,27.667,18.373,20.228,68.287,77.259,219.179,20.476,19.561,40.239,27.031,29.546,30.310,52.552,18.438,28.513,19.197,18.319,16.282,19.766,20.117
50,18.256,19.234,51.098,52.231,24.661,20.106,17.119,17.777,19.883,26.350,16.613,16.584,40.567,32.963,67.709,87.895,176.736,59.750,48.186,56.581,39.116,47.350,34.249,31.607,45.464,27.349,25.704,19.231,20.686,19.207,27.086,18.338,19.877,67.334,75.948,219.130,20.478,19.603,40.609,27.006,29.931,30.239,54.728,18.557,28.247,19.170,18.268,16.224,19.485,20.386
51,18.312,19.220,51.210,52.469,24.836,20.101,17.221,17.921,21.003,26.021,16.549,16.635,40.860,32.694,67.996,87.905,176.329,59.582,48.421,56.732,38.992,46.078,34.024,31.320,45.347,27.196,25.453,19.107,20.514,19.042,26.940,18.175,20.170,66.400,75.574,218.786,20.470,19.451,39.824,26.970,29.834,29.654,54.958,18.394,28.149,18.826,17.978,16.370,19.350,19.942
52,18.074,19.052,51.327,52.346,24.587,20.055,17.162,17.749,21.291,25.950,16.605,16.476,40.624,32.536,67.801,87.940,176.664,59.316,48.645,56.798,39.211,45.481,34.002,31.359,45.134,26.978,24.823,19.075,20.405,18.832,27.058,18.262,19.909,65.164,73.928,218.877,20.563,19.464,38.634,26.687,29.601,29.148,54.684,18.355,28.165,18.380,18.027,16.186,19.177,20.018
53,18.425,19.256,50.975,52.307,24.439,19.924,17.093,17.820,21.141,25.441,16.555,16.669,40.478,32.513,68.068,88.067,176.406,59.416,48.450,56.774,38.919,44.519,33.577,31.328,45.143,27.090,24.151,18.875,20.369,18.904,26.562,18.153,20.036,64.749,72.911,219.014,20.592,19.368,37.672,26.647,29.540,28.794,54.023,18.242,28.082,18.314,17.857,16.295,18.921,19.710
54,18.356,19.227,51.309,52.135,24.741,19.933,17.177,17.714,21.092,25.482,16.602,16.581,40.514,32.434,68.151,87.508,175.664,59.623,48.690,57.069,39.004,42.973,33.454,31.063,44.843,26.927,23.934,18.580,20.122,18.758,27.000,18.298,19.826,64.091,72.431,218.702,20.581,19.439,37.272,26.490,29.493,28.668,53.414,18.165,27.893,18.069,17.841,16.230,18.634,19.638
55,18.260,19.214,51.180,52.567,24.443,20.094,17.027,17.704,21.200,25.682,16.471,16.429,40.518,32.300,67.828,87.638,176.366,59.585,47.983,57.196,38.997,43.414,33.775,31.590,45.373,26.983,24.648,19.294,20.520,18.875,27.568,18.251,19.837,65.373,75.084,218.558,20.576,19.818,41.243,26.437,29.607,28.201,54.029,18.263,27.963,18.097,18.208,16.214,19.015,19.918
56,18.163,19.519,51.469,52.623,24.385,20.124,17.083,17.589,21.145,25.759,16.513,16.588,40.360,32.071,67.921,87.259,175.939,59.772,47.963,57.070,38.903,44.342,34.203,32.025,45.648,27.352,25.131,19.456,20.740,19.104,27.721,18.104,20.152,66.951,76.321,218.905,20.639,20.017,43.786,26.471,29.649,28.003,57.453,18.534,27.803,18.256,18.216,16.289,19.217,19.918
57,18.121,19.685,51.308,52.034,24.471,20.113,16.983,17.626,21.206,25.841,16.647,16.470,40.333,32.265,68.018,88.143,176.448,59.992,48.194,57.049,38.847,43.578,34.280,31.573,45.857,27.162,25.211,19.520,20.790,19.069,28.185,18.224,19.928,66.969,75.703,219.011,20.630,19.979,43.882,26.274,29.342,28.170,57.586,18.542,28.105,18.188,18.249,16.312,19.175,19.793
58,18.438,19.737,51.332,52.270,24.707,19.991,17.017,17.603,21.159,26.100,16.776,16.365,40.347,32.230,68.024,87.751,176.209,59.718,48.087,57.176,39.207,43.005,33.691,31.830,45.874,27.332,25.078,19.461,20.910,19.013,28.727,18.191,19.928,68.555,78.082,218.523,20.620,19.932,45.770,26.318,29.559,27.665,56.979,18.526,28.008,17.967,17.951,16.157,19.302,19.763
59,18.174,19.766,51.408,52.130,24.555,20.095,17.138,17.468,20.988,25.615,16.566,16.645,40.779,31.879,68.297,87.797,176.540,59.507,48.120,57.049,38.841,42.511,33.818,31.788,46.032,27.290,25.068,19.278,20.609,19.038,28.815,18.265,20.022,68.625,78.875,218.807,20.465,19.868,46.297,26.535,29.551,27.511,56.335,18.269,27.904,17.735,18.127,16.229,19.301,19.676
60,18.284,19.703,51.483,52.261,24.784,20.157,16.979,17.597,20.789,25.603,16.580,16.416,40.432,31.943,68.486,88.249,176.531,59.386,48.091,57.247,38.968,42.160,33.622,31.639,45.640,27.199,24.638,19.249,20.475,19.005,28.633,18.149,19.783,68.923,77.997,219.312,20.530,19.922,46.926,26.589,29.730,27.357,55.208,18.248,27.817,17.644,18.116,16.216,19.112,19.698
61,18.414,20.114,51.360,51.970,24.629,20.210,16.990,17.406,20.464,25.682,16.683,16.645,40.124,32.427,68.212,87.686,176.197,59.440,48.207,56.672,38.978,41.572,33.160,31.465,45.544,27.042,24.759,19.050,20.337,18.910,28.789,18.124,19.790,68.984,77.543,218.842,20.455,19.789,46.701,26.730,29.775,27.687,54.291,18.217,28.077,17.410,17.827,16.266,19.011,19.569
62,18.156,20.036,51.310,52.188,24.461,20.133,17.024,17.544,20.245,24.971,16.359,16.497,40.304,32.800,68.306,87.741,175.991,59.369,48.140,56.674,38.955,40.930,33.433,31.469,45.688,27.206,24.674,18.730,20.192,18.693,28.950,17.960,19.884,68.519,76.046,218.846,20.426,19.838,46.134,26.738,29.533,27.346,53.462,18.123,27.879,17.397,17.865,16.258,18.716,19.465
63,18.312,20.315,51.217,52.465,24.573,20.159,16.897,17.573,20.608,25.400,16.468,16.416,39.842,32.666,68.263,87.685,175.841,59.042,48.698,56.873,38.921,40.495,32.985,31.709,45.509,27.273,24.306,18.970,20.321,18.559,28.964,18.182,19.957,67.832,75.595,218.140,20.660,19.627,45.654,26.585,29.407,27.464,52.632,17.792,27.943,17.203,17.795,16.263,18.402,19.304
64,18.115,20.385,51.333,52.282,24.463,20.265,16.786,17.314,20.343,24.879,16.471,16.473,40.097,32.816,68.124,87.716,175.247,59.383,48.174,57.030,38.885,39.802,32.918,31.487,45.554,27.298,24.121,18.722,20.072,18.603,28.787,18.198,19.957,67.026,74.375,218.530,20.588,19.758,44.170,26.493,29.380,27.176,51.968,17.827,27.919,17.137,17.686,16.177,18.318,19.312
65,18.436,20.482,51.671,52.265,24.693,20.260,16.917,17.545,20.254,24.959,16.630,16.426,40.423,32.434,68.201,87.500,175.866,59.840,48.223,57.252,39.146,39.626,32.808,31.478,45.239,26.961,23.535,18.692,19.912,18.338,28.524,18.071,19.761,66.297,73.603,218.516,20.524,19.653,42.967,26.462,29.372,27.060,51.799,17.698,27.805,17.013,17.686,16.273,18.027,19.400
66,18.275,20.463,51.627,52.348,24.361,19.956,16.833,17.375,19.950,24.941,16.387,16.443,40.013,32.363,68.308,88.026,175.612,59.678,48.223,57.274,38.854,39.281,33.026,31.050,45.628,27.008,23.219,18.695,20.079,18.393,28.275,18.129,19.888,65.535,72.558,218.277,20.589,19.685,42.129,26.665,29.294,27.412,53.054,17.641,27.665,16.872,17.722,16.240,18.004,19.284
