 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50
43,16.351,14.641,38.467,38.476,20.048,17.892,15.265,15.655,15.807,20.250,15.157,15.284,30.495,25.344,57.267,64.076,116.903,43.887,36.587,46.349,30.139,33.553,24.873,25.079,30.814,21.578,15.376,16.032,16.622,14.832,20.787,17.058,18.580,37.986,40.875,170.972,18.042,17.157,17.181,21.160,23.048,21.212,26.529,15.721,21.816,14.852,15.838,15.001,15.311,17.241
44,16.347,14.600,38.724,38.110,19.948,17.726,15.258,15.677,15.720,20.197,15.123,15.068,30.514,25.234,56.669,64.347,117.116,43.615,36.405,46.231,29.989,33.743,24.543,25.080,30.616,21.375,15.358,15.926,16.842,14.904,20.976,17.022,18.442,37.869,40.895,171.193,17.957,17.184,16.929,21.155,23.029,21.247,26.615,15.981,22.134,14.998,15.814,14.965,15.252,17.398
45,16.464,14.675,38.702,38.494,20.124,17.615,15.326,15.720,15.800,19.788,15.261,15.162,29.977,25.196,56.893,64.139,117.319,43.774,36.343,46.720,30.195,33.401,24.570,25.096,30.942,21.439,15.406,16.008,16.765,14.763,20.938,17.169,18.659,37.977,40.674,170.119,17.934,17.162,16.991,21.245,22.806,21.091,27.206,15.894,22.067,14.801,15.762,15.040,15.294,17.274
46,16.421,14.558,38.560,38.629,19.940,17.845,15.362,15.606,15.754,19.953,15.235,15.284,30.167,25.335,57.024,63.824,117.648,43.931,36.550,46.472,30.041,33.289,24.636,25.113,30.726,21.447,15.296,16.035,16.857,14.795,21.036,16.985,18.692,37.845,40.918,171.140,17.926,17.142,17.074,21.070,22.948,21.225,27.097,15.949,22.085,15.035,15.843,14.954,15.221,17.330
47,16.282,14.605,38.672,38.194,19.786,17.793,15.261,15.635,15.688,20.018,15.224,15.216,29.933,25.163,56.956,63.983,117.901,43.809,36.483,46.710,30.066,32.366,24.682,25.123,30.793,21.494,15.362,16.080,16.726,14.721,21.058,17.211,18.812,37.717,40.818,171.351,17.996,17.120,17.103,21.326,23.250,21.071,26.792,15.865,22.017,14.960,15.716,14.961,15.256,17.425
48,16.482,14.507,38.835,38.265,20.132,18.025,15.311,15.738,15.717,19.988,15.266,15.030,30.381,25.240,56.977,63.716,117.821,43.879,36.318,46.507,30.191,31.759,24.347,25.023,30.881,21.743,15.296,16.086,16.674,14.806,20.962,17.164,18.808,38.152,40.766,170.993,17.824,17.166,16.850,21.188,22.834,21.165,26.907,15.903,21.932,14.910,15.757,15.035,15.151,17.266
49,16.360,14.582,38.666,38.306,19.912,17.776,15.302,15.529,15.724,19.835,15.210,15.294,30.279,25.067,57.044,63.882,117.233,43.861,36.467,46.747,30.242,31.495,24.605,25.131,30.681,21.540,15.388,15.985,16.781,14.834,20.958,17.182,18.612,37.997,40.997,170.944,18.024,17.224,16.944,21.072,23.170,20.989,26.760,16.075,21.916,14.974,15.670,14.950,15.281,17.312
50,16.232,14.538,38.909,38.265,19.886,17.696,15.218,15.554,15.779,19.991,15.188,15.230,30.232,25.009,56.905,63.896,117.755,43.801,36.037,46.390,30.107,31.326,24.570,25.169,30.817,21.411,15.368,16.033,16.948,14.779,20.900,17.087,18.848,37.878,41.163,170.533,18.050,17.097,17.174,21.149,23.153,21.198,26.410,16.044,22.158,14.998,15.830,15.029,15.244,17.157
51,16.512,14.560,38.720,38.407,19.932,17.958,15.234,15.450,15.697,19.903,15.311,15.412,30.027,24.927,56.924,64.178,117.034,43.752,36.223,46.354,30.081,30.733,24.687,25.122,30.778,21.540,15.372,15.938,16.656,14.770,21.016,17.140,18.775,37.830,40.845,170.442,17.893,17.127,16.828,21.271,23.228,21.082,26.606,15.970,21.994,14.967,15.805,14.997,15.211,17.328
52,16.388,14.567,38.900,38.290,19.894,17.726,15.323,15.606,15.620,20.141,15.115,15.291,30.108,24.835,57.421,63.732,117.341,43.781,36.570,46.579,30.198,30.468,24.711,25.281,30.877,21.488,15.366,15.937,16.733,14.758,20.847,17.087,18.750,37.587,40.878,172.154,17.954,17.086,17.020,21.192,23.142,21.363,26.448,15.994,21.850,14.872,15.697,14.929,15.264,17.374
53,16.364,14.645,38.624,38.387,19.996,17.804,15.252,15.509,15.601,20.015,15.210,15.159,30.230,24.818,56.739,64.147,118.042,43.878,36.467,46.683,30.318,29.730,24.737,25.288,30.940,21.597,15.358,15.923,16.697,14.794,21.084,17.018,18.562,37.675,41.082,171.505,18.206,17.240,17.033,21.185,22.932,21.066,27.108,15.877,21.892,14.995,15.751,15.065,15.126,17.376
54,16.189,14.548,38.679,38.494,20.218,17.774,15.271,15.485,15.660,19.768,15.314,15.149,30.176,24.844,56.919,63.735,117.542,43.937,36.628,46.656,30.312,29.578,24.613,25.330,30.854,21.463,15.433,16.098,16.805,14.826,20.930,17.155,18.641,37.461,41.017,171.425,17.857,17.182,16.904,21.175,23.194,20.926,27.035,15.807,22.093,14.938,15.724,15.105,15.322,17.366
55,16.321,14.558,38.753,38.682,20.076,17.829,15.080,15.594,15.763,20.035,15.342,15.243,30.165,24.864,57.178,63.920,117.662,43.683,36.698,46.576,30.118,29.545,24.857,25.182,30.889,21.347,15.404,15.991,16.835,14.820,20.825,17.067,18.558,37.708,40.997,171.130,18.010,17.195,16.826,21.273,22.977,21.137,26.894,15.926,22.287,14.834,15.697,14.935,15.211,17.328
56,16.367,14.516,38.781,38.599,20.104,17.912,15.136,15.501,15.564,20.218,15.106,15.199,30.338,24.901,57.160,63.892,117.883,43.658,37.132,46.395,30.340,29.243,24.668,25.303,30.936,21.397,15.316,15.971,16.805,14.898,20.886,17.044,18.609,37.913,40.967,170.554,17.850,17.139,16.973,21.322,23.225,21.187,26.683,15.862,22.037,15.069,15.751,14.852,15.182,17.294
57,16.273,14.680,38.726,38.465,19.892,17.857,15.164,15.609,15.788,19.974,15.034,15.203,29.975,24.642,57.250,64.245,117.013,43.791,36.781,46.453,30.307,29.326,24.730,25.117,30.921,21.439,15.437,15.931,16.790,14.824,20.966,17.120,18.638,37.655,40.684,172.151,17.882,17.151,16.754,21.247,23.044,21.170,26.741,15.919,22.175,14.874,15.746,14.988,15.189,17.276
58,16.258,14.682,38.799,38.336,19.816,17.940,15.212,15.512,15.599,19.909,15.204,15.139,30.210,24.712,57.304,63.665,116.957,43.690,36.620,46.464,30.224,30.414,24.478,25.281,30.907,21.386,15.282,16.027,16.821,14.778,21.185,17.084,18.920,37.518,40.679,171.214,18.097,17.277,16.969,21.237,23.141,21.187,26.502,15.960,21.970,14.903,15.849,14.958,15.257,17.421
59,16.531,14.701,38.713,38.462,19.974,17.829,15.128,15.572,15.467,19.897,15.182,15.236,30.137,24.653,57.167,63.853,117.444,43.684,36.504,46.422,30.198,30.155,24.677,25.275,30.769,21.291,15.579,15.991,16.661,14.861,21.032,17.024,18.728,37.962,40.926,171.825,17.944,17.188,17.004,21.099,23.060,21.148,26.396,15.960,22.064,15.015,15.924,14.960,15.178,17.427
60,16.382,14.733,38.770,38.321,20.024,17.867,15.166,15.374,15.540,20.185,15.109,15.331,30.110,24.651,57.027,63.976,118.204,43.861,36.483,46.451,30.195,30.158,24.662,25.094,30.682,21.336,15.416,16.057,16.672,14.892,20.763,16.998,18.536,37.661,40.801,170.839,18.091,17.095,16.761,21.197,23.207,21.313,26.247,16.105,22.179,15.049,15.716,14.990,15.330,17.302
61,16.332,14.769,38.792,38.490,19.976,17.846,15.276,15.375,15.739,19.941,15.115,14.990,30.040,24.442,57.028,63.808,117.422,43.734,36.764,46.329,30.093,30.000,24.323,25.062,30.906,21.433,15.370,15.908,16.557,14.841,20.974,16.787,18.928,37.573,40.924,170.400,18.029,17.228,16.864,21.091,23.163,21.294,26.121,15.924,22.030,14.995,15.862,14.908,15.180,17.310
62,16.367,14.701,38.631,38.446,19.954,17.799,15.185,15.559,15.591,20.041,15.064,15.307,30.254,24.650,56.965,63.795,116.567,43.740,36.293,46.524,30.195,29.615,24.641,25.226,30.741,21.623,15.350,16.083,16.794,14.873,21.163,17.176,18.707,37.349,40.651,170.846,17.837,17.189,17.033,21.075,23.233,21.096,26.046,15.862,22.027,14.896,15.816,14.980,15.275,17.350
63,16.516,14.653,38.789,38.552,20.112,17.663,15.257,15.443,15.561,20.174,15.221,15.101,30.354,24.551,56.912,63.703,117.475,43.655,36.537,46.536,30.070,29.821,24.522,25.211,30.782,21.466,15.376,16.047,16.835,14.864,20.823,17.140,18.562,37.412,41.046,170.660,17.810,17.188,16.859,21.324,23.225,20.904,25.960,15.988,22.149,14.923,15.816,15.016,15.273,17.364
64,16.354,14.653,39.158,38.572,20.122,17.935,15.143,15.394,15.634,19.903,15.210,15.216,29.888,24.842,57.315,63.907,117.706,43.624,36.537,46.424,29.982,29.072,24.574,25.075,30.766,21.472,15.324,16.095,16.867,14.886,21.098,17.142,18.728,37.697,40.845,171.453,18.096,17.144,16.891,21.304,23.291,21.212,25.822,15.984,22.057,14.899,15.854,15.096,15.314,17.427
65,16.416,14.602,38.706,38.536,20.136,17.769,15.161,15.501,15.611,19.882,15.207,15.264,29.973,25.026,56.897,63.808,117.787,43.703,36.413,46.621,29.977,29.051,24.636,25.337,30.656,21.474,15.360,15.949,16.622,14.806,21.080,16.960,18.928,37.497,40.866,171.175,18.012,17.102,16.835,21.203,23.215,21.288,25.999,15.958,22.107,14.845,15.870,14.898,15.232,17.342
66,16.254,14.685,38.679,38.668,19.868,17.878,15.122,15.456,15.731,19.738,15.190,15.172,30.234,24.951,57.041,63.832,117.395,43.771,36.062,46.797,30.183,28.880,24.849,25.257,30.779,21.537,15.372,16.107,16.919,14.843,20.863,17.182,18.699,37.590,40.835,170.663,17.962,17.223,16.728,21.142,23.265,21.239,25.861,15.974,22.000,14.947,15.757,14.955,15.297,17.479
