 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
25,148.970,142.243,172.317,155.518,150.338,147.724,152.176,145.126,145.641,130.894,132.425,145.091,144.977,133.066,140.432,137.912,141.156,141.622,138.289,134.849,144.460,140.616,139.962
26,149.428,141.215,171.157,155.514,150.440,147.679,152.799,146.232,145.830,131.920,132.665,145.599,145.127,131.926,141.737,138.030,141.841,142.685,139.332,135.481,143.221,140.619,140.415
27,149.442,140.793,170.106,156.519,149.833,146.143,151.922,143.943,146.850,130.984,131.934,145.898,144.137,132.346,141.208,138.069,140.880,141.510,137.252,134.347,143.566,140.751,140.411
28,148.052,140.709,169.849,156.088,148.876,146.568,150.622,144.757,145.164,130.257,132.329,145.481,144.717,133.481,141.508,137.610,141.501,142.840,138.540,134.597,142.761,141.434,140.225
29,149.084,139.799,168.456,155.638,149.811,147.474,152.618,144.910,146.294,130.667,131.405,144.540,145.805,132.317,140.511,137.836,142.269,141.568,137.435,134.821,143.580,139.989,139.903
30,149.032,140.800,168.894,154.973,149.000,146.748,151.713,144.582,146.951,130.989,131.176,144.394,143.619,132.651,140.701,136.905,140.832,141.982,138.339,134.996,140.987,139.577,140.786
31,148.225,139.633,169.259,154.564,149.721,145.933,152.328,144.910,145.274,131.104,132.202,145.758,144.117,132.526,141.713,138.340,140.701,142.692,138.328,135.266,142.341,140.193,140.513
32,149.519,139.991,169.224,155.982,149.659,146.601,150.687,144.336,146.312,130.750,132.538,142.948,144.313,132.470,140.483,137.326,140.042,142.295,137.600,135.389,143.504,140.339,140.079
33,149.009,139.396,168.016,155.792,149.303,146.830,150.850,146.609,145.850,130.712,131.098,144.283,143.039,131.975,139.900,137.269,141.329,141.638,138.259,133.914,142.743,140.084,140.756
34,148.998,138.864,168.574,155.508,148.490,146.268,151.517,145.415,146.227,130.404,131.069,143.477,144.381,132.602,140.982,138.118,141.096,141.826,137.582,135.058,142.004,140.513,140.910
35,148.112,139.535,170.383,154.473,150.221,147.387,151.468,144.577,146.520,130.756,132.205,144.148,144.033,132.543,141.145,136.925,141.919,142.258,137.927,134.750,143.602,139.451,140.812
36,148.615,140.360,169.113,154.601,149.649,146.855,150.977,146.702,147.247,131.115,132.176,143.935,145.990,133.042,140.795,136.800,142.004,143.332,137.608,134.355,143.208,141.202,140.984
37,148.431,139.430,168.263,153.868,148.940,147.386,151.315,144.156,146.023,130.195,130.850,144.738,143.912,132.644,141.175,137.410,142.015,141.281,137.666,134.701,143.518,140.381,140.641
38,147.654,139.303,168.746,155.138,149.428,146.055,152.349,145.060,144.430,130.408,133.413,144.542,144.915,131.717,141.036,138.019,140.681,141.687,136.591,135.342,142.779,139.790,140.396
39,148.164,139.959,166.718,154.687,149.664,147.159,151.617,145.833,145.608,129.929,131.743,144.688,145.541,132.482,140.577,137.317,140.335,142.179,137.524,134.499,142.075,139.443,140.340
40,147.939,139.522,166.750,156.161,149.251,146.517,150.982,144.989,145.814,130.632,132.393,144.323,143.300,132.428,140.610,137.578,141.807,141.620,138.288,135.135,143.111,140.667,139.838
41,149.030,139.368,167.962,156.002,149.114,147.176,151.925,145.724,145.504,130.639,131.694,144.865,145.446,131.379,140.130,137.276,141.503,141.699,137.677,134.287,143.124,140.078,139.827
42,148.063,140.005,167.998,154.469,149.020,146.524,150.692,144.068,145.962,130.169,132.448,143.000,143.518,132.329,141.356,139.862,140.958,141.387,136.960,134.251,142.150,139.401,140.370
43,147.481,140.372,168.409,154.389,148.983,146.892,151.225,144.773,146.032,130.444,132.728,143.791,147.345,132.206,141.420,149.937,141.165,142.005,138.573,134.161,143.226,140.966,139.964
44,147.656,140.093,169.130,154.481,148.555,145.832,150.129,144.205,146.762,130.492,132.413,142.721,145.283,132.491,140.021,146.132,142.015,142.350,137.760,135.102,142.305,140.367,139.632
45,146.342,140.485,168.167,155.405,149.231,146.012,150.984,144.238,144.971,130.800,132.220,143.190,145.114,131.560,141.396,142.938,141.268,141.413,137.464,134.761,143.500,140.294,139.940
46,147.732,139.668,168.071,154.866,149.261,146.043,151.716,143.514,145.179,130.750,131.746,143.677,145.749,131.927,140.085,141.412,141.394,141.204,137.865,135.866,140.075,139.801,139.953
47,147.459,139.243,168.741,154.327,148.249,145.378,152.680,143.686,146.051,130.506,130.558,144.882,145.300,132.675,141.604,139.817,141.713,140.812,137.383,134.612,143.664,140.594,140.430
48,146.959,139.802,167.158,154.566,148.092,146.065,151.489,143.279,145.917,131.111,132.410,142.993,144.870,132.595,140.030,139.325,142.518,141.620,137.463,134.701,141.403,140.667,139.793
49,147.167,141.287,167.106,153.899,148.328,147.029,151.419,145.142,145.462,130.082,131.818,142.922,144.818,131.936,140.097,139.560,142.004,142.023,137.683,133.857,141.376,139.860,139.940
50,148.145,139.771,165.906,154.796,149.333,146.115,150.132,145.454,144.083,130.206,131.954,143.913,142.984,131.796,140.598,138.651,141.690,142.422,137.408,134.098,142.456,138.745,138.461
51,146.892,140.410,165.833,155.053,148.617,147.564,150.387,144.893,145.915,130.317,131.509,143.405,144.143,131.295,139.224,138.276,140.970,141.388,137.772,134.282,142.252,139.824,139.095
52,147.693,140.002,167.181,155.165,148.505,146.094,150.604,143.270,145.144,130.854,132.035,142.445,144.182,132.047,141.369,137.681,141.257,142.772,137.550,134.038,141.310,139.653,139.107
53,145.909,141.198,167.703,155.072,149.308,145.845,150.732,145.044,145.042,130.412,132.208,143.388,143.977,132.218,141.236,137.989,141.841,140.714,136.877,134.113,141.044,139.832,139.708
54,155.901,144.344,174.160,157.078,153.557,150.836,159.688,148.836,147.316,130.894,133.575,144.743,151.554,132.865,140.408,151.668,142.949,142.810,139.972,135.189,144.624,140.891,140.886
55,160.424,147.241,182.492,161.420,154.276,152.497,159.855,149.680,148.549,130.811,135.254,146.893,155.283,134.172,142.350,151.409,144.626,144.666,140.792,136.486,145.491,142.888,141.636
56,159.002,148.873,187.501,164.311,153.294,151.018,156.033,149.003,149.148,131.787,134.751,149.325,155.580,134.275,141.952,148.024,146.343,146.909,140.908,135.654,146.155,141.336,141.877
57,158.297,150.415,192.814,165.284,153.614,150.327,154.793,149.579,149.951,131.900,135.838,150.092,153.961,136.020,141.967,145.530,146.654,149.315,141.054,135.354,146.699,141.818,141.791
58,157.844,151.213,193.130,165.420,154.022,149.303,153.917,148.164,147.415,131.317,137.199,150.004,153.049,136.329,141.583,144.341,145.967,147.728,140.714,135.615,145.757,142.395,143.722
59,154.924,151.373,192.480,166.743,153.057,148.922,152.734,148.836,147.926,132.342,137.130,149.213,149.143,137.005,141.066,143.345,144.615,145.766,141.208,135.661,148.522,141.742,143.675
60,170.807,153.535,197.701,171.868,157.751,155.474,163.354,153.527,151.190,134.027,138.514,152.623,152.915,137.958,140.610,156.757,147.587,147.492,143.129,137.188,149.358,142.616,144.934
61,181.561,155.174,205.517,174.835,160.214,157.458,160.791,155.156,153.007,132.710,138.153,152.488,156.029,139.044,143.060,154.358,150.073,151.506,145.359,137.684,149.677,143.389,145.599
62,174.844,153.962,205.430,174.193,156.925,154.200,156.763,150.880,152.016,133.077,137.801,153.190,153.081,139.673,143.985,149.810,149.274,151.445,145.314,137.351,150.372,142.384,143.522
63,168.842,153.594,200.299,173.222,155.127,152.728,155.587,149.803,149.989,132.896,138.092,153.390,152.980,138.304,142.275,147.304,148.214,147.703,144.844,136.067,148.779,141.613,144.579
64,162.483,153.022,196.678,171.611,151.129,148.990,152.644,148.451,150.345,132.341,137.806,152.079,149.313,137.779,141.338,145.948,146.961,147.098,144.284,135.732,148.969,141.941,144.043
65,158.716,151.785,192.217,171.163,151.224,148.468,152.196,147.557,149.224,134.118,137.812,151.858,149.557,138.754,139.927,145.155,146.494,144.926,142.449,135.659,149.314,139.913,143.777
66,155.441,152.158,188.277,172.377,150.517,149.276,152.170,147.486,148.639,132.508,136.185,151.431,147.795,137.644,141.263,142.241,145.368,144.367,143.792,134.492,148.040,141.070,144.549
67,153.803,149.151,186.110,167.424,150.965,147.750,151.530,146.290,146.843,131.525,135.916,150.248,147.257,135.823,140.384,142.741,144.975,143.626,141.855,135.053,147.257,139.653,143.587
68,151.757,149.609,184.351,163.959,149.701,146.160,151.822,145.309,146.247,131.783,136.390,151.384,146.612,134.530,140.498,140.946,143.879,142.069,140.728,135.127,144.951,139.510,142.026
69,151.117,148.826,183.452,161.195,149.490,145.916,151.542,143.765,145.648,132.475,134.772,151.109,144.993,134.730,139.804,140.190,143.091,143.271,140.868,135.314,145.863,140.541,142.748
70,150.115,147.539,178.292,160.060,148.953,146.814,150.018,145.202,145.552,131.995,133.460,149.068,145.427,133.551,139.659,139.554,142.192,142.540,140.299,134.401,144.089,139.720,141.366
71,150.033,147.427,177.224,158.506,147.988,147.149,150.638,144.290,144.700,131.550,134.673,149.196,145.339,133.548,140.761,139.562,142.650,141.603,138.817,134.689,143.150,140.064,141.527
72,148.641,146.105,174.803,157.430,147.632,146.910,150.276,144.123,144.309,131.219,133.566,147.996,145.182,133.430,139.199,138.243,142.280,141.909,139.952,134.742,143.217,139.157,140.952
73,148.610,145.184,173.548,157.220,148.851,146.180,150.884,143.811,145.106,131.344,132.841,148.649,144.619,133.391,140.051,137.517,141.231,142.559,137.906,134.648,142.960,138.751,139.737
74,147.335,144.172,171.303,154.541,148.363,145.164,152.253,143.710,144.601,130.956,132.145,148.083,144.694,133.491,139.994,137.785,141.154,141.814,138.406,133.846,140.898,139.333,140.326
75,147.052,142.236,170.082,154.959,148.485,146.200,150.344,144.098,144.363,130.528,132.627,146.787,144.785,132.352,139.420,137.739,141.114,142.424,138.437,134.588,141.854,139.821,140.045
76,147.701,141.744,169.887,154.302,147.580,146.346,151.060,144.415,145.251,130.849,131.662,145.725,144.502,133.015,140.045,138.683,141.650,141.429,138.640,134.121,141.478,139.300,140.119
77,148.351,141.907,168.612,154.331,147.813,145.802,149.212,143.191,144.764,129.971,131.806,146.477,143.450,132.371,141.079,137.623,141.254,141.366,138.178,134.048,142.686,139.317,139.908
78,146.340,141.258,167.979,153.786,146.801,145.601,151.458,144.194,144.403,130.377,131.988,145.767,143.358,132.062,140.855,137.586,140.084,141.810,137.980,133.836,141.637,139.751,138.839
79,146.433,140.406,168.706,153.490,147.134,146.290,150.454,144.117,144.681,130.787,131.951,146.209,142.241,132.594,140.417,137.394,140.398,140.924,137.604,134.209,142.792,139.784,138.891
80,145.937,139.596,168.073,155.492,146.968,145.493,150.860,145.399,145.455,130.572,131.249,145.072,143.397,132.519,139.278,136.989,141.993,140.617,138.499,134.703,141.363,139.042,139.658
81,146.968,139.702,167.339,152.080,147.169,145.528,150.723,143.325,144.366,129.590,131.107,144.165,142.886,132.062,141.329,137.341,140.199,141.069,137.037,134.245,141.500,141.020,139.553
82,146.125,140.298,168.737,153.965,146.585,144.773,150.067,143.413,144.334,129.279,131.165,144.547,143.697,132.229,139.402,136.834,140.187,140.374,137.538,134.598,142.442,138.510,139.116
83,146.641,138.850,167.379,153.031,146.587,145.679,150.896,143.719,143.971,129.984,131.017,143.567,143.736,131.612,140.066,137.866,139.545,140.605,137.652,134.376,141.473,138.381,138.912
84,146.942,139.368,166.890,153.840,147.699,145.370,150.183,144.044,144.996,129.903,131.535,144.697,143.951,131.926,139.758,137.397,140.144,140.399,137.422,134.390,140.726,139.216,139.758
85,147.297,138.804,166.384,152.759,148.294,145.155,150.697,144.262,143.830,129.029,131.422,144.375,144.482,131.971,140.109,136.802,141.120,141.928,136.656,134.234,140.354,137.706,139.660
86,145.853,137.967,167.842,152.276,146.694,146.444,150.072,143.751,144.565,130.836,130.269,142.579,143.094,130.582,139.586,136.765,140.907,140.837,136.686,133.869,140.527,139.493,138.518
87,145.753,137.864,166.901,153.807,146.609,145.366,149.922,143.150,144.114,129.304,130.003,144.625,142.391,131.428,140.215,136.506,140.290,139.875,137.073,134.316,141.199,138.095,138.955
88,145.704,138.983,165.854,153.261,147.624,145.558,149.604,144.107,145.139,128.738,131.694,143.586,144.088,131.589,139.640,136.886,140.632,140.735,136.551,133.501,140.124,138.067,139.724
89,145.870,138.308,165.155,152.346,147.294,145.123,149.330,143.292,143.874,129.417,131.616,143.431,143.264,131.396,140.051,136.345,140.684,140.202,137.385,133.498,141.319,138.594,138.490
90,146.340,137.917,165.210,153.903,147.254,145.550,150.427,142.902,143.753,129.109,130.731,142.845,142.928,131.071,139.169,136.897,141.051,140.645,137.753,133.616,140.699,139.118,138.461
91,145.651,138.570,165.671,152.243,145.960,145.074,150.587,143.079,144.834,129.852,130.012,143.745,143.886,130.971,140.855,137.073,139.108,141.153,137.732,134.810,140.712,138.294,139.207
92,146.238,138.034,165.057,153.257,146.224,145.182,150.687,145.210,143.870,129.474,130.497,142.259,143.537,132.015,138.979,136.369,140.413,141.552,135.966,134.363,142.027,139.252,139.516
93,145.502,137.676,166.532,152.803,149.428,145.560,150.514,143.372,144.031,129.302,131.364,142.689,143.430,131.177,139.148,136.562,140.338,140.833,137.074,134.347,141.779,139.006,139.121
94,146.182,138.506,165.697,152.568,148.734,144.720,150.553,143.202,144.913,129.401,130.887,142.621,143.166,131.740,139.906,135.938,139.766,140.977,136.482,133.715,141.513,139.084,138.907
95,146.879,138.380,164.701,152.922,146.920,145.348,150.109,143.658,144.236,130.306,130.769,142.946,143.052,131.732,139.118,136.377,140.600,140.236,136.658,134.243,141.876,138.417,138.532
96,147.030,138.153,165.388,153.089,147.858,146.474,153.256,145.249,143.859,129.036,131.578,142.573,144.378,131.836,139.903,141.552,141.046,141.371,136.641,134.488,141.823,139.109,138.991
97,150.370,139.466,172.050,153.977,150.363,147.798,156.682,145.743,144.969,131.025,131.012,144.774,152.622,132.280,141.139,144.345,140.681,141.592,138.137,134.682,141.659,139.286,139.150
98,151.537,141.957,176.188,156.671,149.908,148.303,155.586,147.467,145.626,129.858,132.607,144.469,149.879,132.568,139.360,142.922,141.332,141.578,138.277,135.397,142.863,139.003,139.240
99,158.578,145.881,186.960,160.564,154.687,150.452,159.817,149.445,147.330,130.240,133.902,146.723,152.521,132.590,141.112,150.765,142.666,143.355,140.755,136.408,143.982,140.667,138.817
100,171.108,147.661,200.506,167.930,159.980,155.313,163.912,151.880,151.471,131.149,134.145,148.166,160.195,134.474,143.290,149.840,145.840,145.510,142.413,136.887,147.381,143.462,140.100
101,188.831,150.695,212.397,173.037,165.828,161.622,170.111,155.645,156.051,130.944,135.711,149.384,161.381,135.875,144.408,147.390,147.524,144.851,144.420,139.204,149.049,142.521,141.119
102,194.422,152.821,218.569,177.695,170.848,164.344,171.972,159.342,158.135,132.215,135.908,151.876,161.466,137.963,144.825,154.588,150.030,144.104,144.727,140.306,150.717,143.303,142.136
103,200.517,154.361,225.250,184.597,170.761,166.366,172.982,159.770,160.052,132.709,136.038,152.660,167.062,138.988,144.873,156.336,150.509,148.888,147.763,141.357,151.624,144.227,142.851
104,203.740,154.544,225.348,183.286,171.910,165.965,171.786,156.680,159.928,133.270,137.243,152.823,165.645,138.243,146.634,151.765,151.695,150.717,147.429,141.496,150.717,142.317,143.111
105,197.286,153.451,222.607,182.352,166.975,162.583,166.551,154.186,158.366,132.160,136.913,151.710,161.765,138.000,145.263,148.618,149.855,149.308,145.821,140.031,150.925,141.888,144.237
106,191.348,152.184,221.144,180.253,164.192,160.274,161.772,152.344,156.724,133.160,136.725,152.153,157.772,138.020,143.381,147.201,148.464,148.179,144.447,139.897,150.394,142.154,143.054
107,183.634,152.205,218.922,177.677,161.226,158.068,158.692,151.956,154.489,132.800,135.723,150.959,154.020,137.868,142.405,146.131,147.723,144.367,143.686,137.902,150.323,141.008,142.045
108,176.632,150.637,212.480,174.272,157.147,154.290,155.754,148.350,153.449,132.171,136.656,150.529,152.319,136.508,142.378,143.164,146.834,142.826,143.499,137.914,147.469,140.630,141.344
109,169.429,149.045,204.544,169.512,154.540,151.804,156.334,147.869,149.980,132.117,135.789,150.065,151.208,136.469,140.634,142.067,144.889,141.443,142.496,136.173,149.044,139.420,141.264
110,164.067,148.344,197.419,166.745,153.657,150.313,153.127,146.484,148.935,131.758,133.618,148.832,150.290,135.030,140.686,141.976,145.100,142.243,140.719,135.643,145.296,140.140,139.981
111,161.959,146.904,193.132,160.940,149.726,148.290,153.078,143.858,147.242,130.619,134.792,147.405,150.616,133.943,141.366,141.612,142.982,142.260,140.272,135.489,145.668,138.885,140.366
112,158.370,146.205,189.077,161.516,150.960,147.706,153.347,144.934,145.368,130.193,133.514,147.895,148.433,133.508,138.927,139.377,142.201,141.388,140.809,134.815,144.447,138.218,140.155
113,156.184,145.146,183.849,158.685,149.886,146.998,151.509,144.227,144.329,129.321,131.428,146.564,147.235,132.784,139.311,138.651,141.109,141.508,139.284,134.018,144.664,137.784,139.755
114,154.589,143.312,180.970,156.712,149.455,146.779,152.153,145.257,145.392,129.519,133.153,145.874,146.883,132.516,139.514,138.478,141.028,141.496,139.253,134.467,142.173,138.832,139.518
115,151.677,142.866,178.292,155.914,147.888,145.403,150.791,143.525,144.336,130.559,132.682,146.497,146.052,133.388,139.414,138.688,141.344,141.320,138.541,134.677,143.673,138.840,138.877
116,150.100,141.368,175.819,155.082,148.980,146.481,151.155,142.713,144.592,131.295,131.425,145.728,145.837,132.666,138.257,137.821,140.925,140.329,138.652,134.508,141.757,138.336,139.022
117,150.374,142.322,174.941,154.082,147.918,146.849,151.281,142.137,144.065,130.505,132.052,145.503,145.739,131.769,138.882,137.888,141.862,140.452,139.077,134.189,142.460,138.700,138.812
118,148.465,141.284,172.737,154.591,148.082,145.456,149.940,143.052,142.121,130.100,130.723,145.728,143.899,131.909,139.329,138.088,140.313,139.482,138.195,134.088,140.872,138.978,138.506
119,148.333,139.871,171.696,154.603,146.353,145.260,149.964,142.139,143.540,130.071,131.257,145.255,145.241,131.843,139.770,136.713,140.359,140.490,137.896,133.861,141.478,138.025,138.307
120,148.961,139.341,170.270,153.545,146.684,145.816,150.188,143.716,144.330,129.031,132.127,144.235,142.625,130.142,139.610,137.198,140.307,140.786,137.168,133.891,140.146,138.305,139.192
121,147.690,139.919,170.597,153.006,147.336,146.452,149.498,143.415,143.601,129.801,130.798,144.957,144.274,131.774,139.912,136.532,140.963,141.938,137.843,133.516,141.903,138.020,138.579
122,147.104,139.349,169.670,152.340,146.828,144.086,150.579,142.508,144.419,129.060,131.561,144.438,144.088,131.806,139.133,136.772,140.584,140.007,137.518,134.300,141.473,138.829,138.895
123,146.115,139.002,169.311,152.796,147.684,145.548,149.067,142.623,143.516,129.878,129.942,143.656,142.186,131.933,138.317,136.875,139.900,141.253,137.232,133.940,140.611,138.961,138.021
124,146.004,138.327,166.972,152.027,144.903,145.605,151.396,143.593,143.866,128.816,131.488,143.000,143.642,130.907,140.227,136.530,140.205,140.053,137.075,133.908,142.190,137.437,137.510
125,146.067,139.131,166.727,152.459,145.734,144.673,149.711,144.686,143.171,129.137,131.202,143.318,142.472,131.742,139.529,137.315,138.731,140.870,136.443,133.668,142.341,138.333,139.143
126,145.862,138.518,166.332,153.580,146.413,144.920,149.300,142.798,142.894,128.654,131.688,144.841,143.792,130.801,140.175,136.993,139.275,140.098,137.553,133.634,140.226,139.454,138.420
127,146.305,138.713,166.475,152.387,145.294,145.149,149.268,143.850,143.581,129.450,131.006,143.473,143.749,131.341,138.837,136.953,140.280,140.111,136.372,133.393,141.447,138.059,138.076
128,145.558,137.954,164.734,151.512,146.381,144.462,149.710,143.003,143.032,128.166,130.332,142.952,142.564,131.126,138.426,136.552,139.021,140.742,136.913,133.839,139.960,138.625,138.339
129,145.704,137.348,165.943,151.671,146.030,143.841,149.905,142.667,143.666,128.718,131.731,142.688,142.257,131.492,139.175,136.726,139.591,140.880,135.657,134.030,138.916,137.725,137.971
130,145.085,137.391,165.383,151.755,145.065,144.896,149.093,142.495,142.592,128.594,130.413,142.542,143.964,130.312,138.529,136.323,138.269,140.717,136.839,134.052,141.522,138.176,137.946
131,144.836,138.169,166.002,151.558,146.433,143.485,149.548,143.120,142.969,128.814,131.379,142.477,142.485,131.624,138.710,135.610,139.705,140.167,136.268,134.132,139.177,138.317,137.883
132,145.814,136.589,164.974,152.564,146.391,144.542,148.754,142.923,143.251,129.424,129.277,142.323,142.974,131.712,139.674,136.853,138.781,139.436,136.505,133.131,140.491,138.549,138.282
133,145.058,138.186,165.699,151.296,145.823,143.775,150.416,141.932,143.484,129.324,131.338,142.815,142.296,131.556,138.284,135.998,139.500,140.422,136.867,133.855,141.159,137.622,139.090
134,145.377,137.384,164.951,151.949,146.383,143.984,149.465,144.027,142.792,129.827,130.647,142.333,142.508,132.285,139.683,137.058,139.515,140.438,135.868,133.375,139.482,138.148,137.188
135,145.532,137.685,164.263,152.220,146.527,143.933,148.865,142.836,143.193,129.763,129.890,143.198,142.134,131.444,137.852,136.506,139.675,140.613,136.289,133.562,140.496,137.070,137.803
136,146.015,137.325,164.308,152.014,146.826,144.241,149.509,143.708,142.866,130.169,130.861,142.874,142.254,130.922,137.846,136.455,138.476,140.736,136.871,133.781,139.783,137.835,137.788
137,144.045,137.139,165.104,152.216,145.721,144.250,149.762,143.284,142.628,129.597,130.991,141.577,140.443,131.578,138.722,136.188,139.451,140.807,135.910,133.523,140.677,138.387,138.048
138,144.727,137.208,164.033,151.191,146.711,144.354,149.470,141.434,143.440,129.390,130.757,142.909,141.635,130.914,138.876,136.910,139.362,140.478,136.292,133.085,139.381,137.751,137.599
139,145.258,136.818,163.414,152.438,144.694,143.812,148.871,143.219,142.269,129.404,129.931,141.980,143.241,131.803,139.326,137.203,139.091,140.007,136.483,133.283,138.681,137.566,137.228
140,143.400,136.657,163.301,152.840,146.883,142.419,147.057,142.773,142.681,128.949,129.621,142.174,144.192,130.902,139.103,147.649,140.036,139.856,136.087,134.358,139.367,137.431,136.952
141,143.762,137.647,163.751,151.953,146.955,142.830,147.976,142.407,142.356,129.082,128.824,141.268,145.619,131.108,139.157,144.881,140.391,140.475,135.789,134.247,139.973,137.602,137.879
142,143.050,137.945,164.063,151.082,146.361,143.746,146.819,141.158,142.659,128.736,129.075,141.481,144.195,130.352,138.961,142.131,139.334,140.346,136.538,133.303,138.867,138.297,137.307
143,144.145,138.647,163.983,150.875,145.893,144.526,150.051,142.339,141.478,129.151,130.540,141.763,145.186,131.121,138.535,144.701,139.645,141.005,137.139,133.440,139.845,137.445,137.361
144,151.418,141.463,179.313,157.012,149.231,148.763,157.233,147.560,144.897,129.736,131.960,144.756,157.915,131.734,141.665,154.674,141.269,141.406,139.587,136.755,141.788,138.683,139.085
145,151.671,143.293,191.583,161.553,148.480,147.599,155.240,147.005,145.583,130.113,132.627,146.983,161.489,132.776,142.650,151.591,141.988,143.954,140.091,136.874,141.929,139.930,138.359
146,151.701,145.315,195.530,163.747,148.209,146.949,153.248,146.459,145.146,129.770,134.075,148.307,163.801,133.541,143.447,151.771,141.082,142.822,138.931,135.448,141.916,140.555,138.984
