 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
11,139.799,133.322,155.315,145.084,138.575,137.869,142.165,136.336,135.621,127.918,127.925,138.542,137.912,128.108,134.148,134.427,134.424,134.814,132.517,129.939,133.929,133.532,133.725
12,140.225,132.788,155.369,143.325,138.963,138.147,141.837,136.183,136.906,127.672,127.621,138.457,137.101,128.749,134.073,133.993,134.346,134.490,132.631,131.002,134.872,132.740,132.948
13,138.783,133.143,155.360,144.940,138.828,138.268,141.581,135.948,136.468,127.397,127.538,138.996,137.733,128.637,133.943,133.621,133.626,134.490,132.698,130.201,134.673,133.101,132.634
14,138.366,132.969,154.970,144.290,138.662,137.252,142.031,136.557,135.969,127.093,129.254,139.067,136.834,128.022,134.039,133.888,134.960,134.297,132.282,130.948,134.730,132.630,132.487
15,138.770,132.871,155.416,145.043,137.398,136.957,142.290,136.451,135.863,127.627,127.514,137.323,137.003,127.644,134.372,133.466,134.301,135.011,132.933,130.471,134.009,132.053,132.499
16,138.820,133.726,154.843,144.796,138.547,137.685,141.653,137.303,136.023,127.612,128.931,138.187,137.140,127.769,134.785,134.612,134.512,135.775,131.949,131.249,134.243,132.709,133.819
17,139.550,132.819,154.783,144.916,138.823,138.658,141.504,136.801,135.495,126.951,127.324,137.994,137.153,128.312,133.073,134.640,134.313,134.571,131.681,130.686,134.438,132.190,132.903
18,139.684,132.861,154.810,143.759,138.259,136.616,141.993,136.328,136.449,127.113,127.387,137.597,136.964,128.329,134.867,135.237,135.478,133.865,132.662,129.784,134.881,132.784,133.000
19,138.758,133.215,156.097,145.553,138.779,137.542,141.318,137.628,136.125,127.341,128.451,136.399,135.557,127.983,133.254,134.444,133.320,134.434,131.540,130.707,133.540,132.056,132.841
20,139.405,133.207,155.310,144.142,138.704,137.677,141.520,136.361,136.581,127.051,128.035,137.610,138.068,128.271,133.653,134.138,134.169,135.176,132.062,130.514,134.363,132.305,132.933
21,139.188,132.616,154.776,143.798,138.251,138.421,142.409,137.208,136.110,127.069,128.347,137.741,138.137,128.651,134.193,135.097,134.919,135.193,132.613,130.795,134.571,132.496,132.986
22,139.028,132.976,157.094,144.424,138.612,137.928,141.626,135.760,136.238,127.188,127.711,137.932,137.205,127.079,134.659,134.196,134.277,134.629,132.433,130.255,133.982,132.753,133.378
23,138.396,133.764,155.231,144.665,138.348,137.869,141.176,136.664,136.204,126.805,128.295,137.495,136.642,128.513,134.900,133.524,135.284,134.833,132.798,130.632,133.996,132.927,133.468
24,138.745,132.633,155.308,144.362,138.174,139.059,141.918,135.268,136.327,127.217,127.405,136.412,136.599,127.776,135.166,133.993,135.219,135.480,133.509,131.264,134.717,132.678,133.028
25,139.310,132.950,155.638,144.420,138.721,138.703,142.147,137.041,136.439,127.062,128.095,136.137,135.733,128.496,134.236,134.349,134.534,134.963,132.707,130.775,134.394,132.504,132.613
26,139.253,133.040,155.270,144.846,139.162,138.282,141.186,136.557,136.560,127.707,128.656,137.181,136.961,128.255,133.885,135.039,135.175,135.262,132.092,130.363,135.451,133.140,133.420
27,139.201,133.110,155.400,144.708,138.674,137.607,142.078,136.413,135.841,127.346,126.671,136.891,135.580,127.840,134.958,134.461,135.855,135.118,132.451,130.575,134.597,132.745,133.385
28,138.703,132.735,155.158,145.311,138.221,138.341,141.206,136.486,135.825,129.002,128.003,136.656,135.668,128.118,134.634,133.916,134.778,134.501,132.328,131.149,133.372,132.356,133.149
29,138.981,131.967,155.064,145.193,138.697,137.820,142.202,135.705,135.765,127.086,127.517,137.349,137.098,127.602,134.837,134.250,134.864,135.225,131.984,130.513,134.527,131.854,133.097
30,139.476,132.775,155.179,145.146,138.791,137.652,141.648,137.276,137.211,127.268,127.260,136.767,137.085,129.052,133.819,134.209,134.903,135.844,132.942,130.763,134.381,132.247,132.794
31,139.361,133.022,154.614,144.074,139.856,138.691,141.248,135.473,136.368,127.164,128.124,136.512,135.827,128.243,134.006,134.674,134.906,134.963,132.398,130.078,135.186,132.454,133.268
32,138.849,133.213,156.372,145.058,138.836,137.853,141.793,134.910,134.973,126.947,127.780,136.431,136.264,127.211,134.785,133.924,134.401,135.098,132.354,130.353,133.473,132.162,133.905
33,139.188,132.683,155.160,144.249,138.786,137.689,140.666,137.117,135.881,127.621,128.197,137.024,137.505,128.108,134.115,134.569,135.406,134.740,132.140,130.309,135.257,132.053,132.675
34,138.868,132.408,156.165,144.572,139.455,139.198,142.865,137.560,136.753,127.534,127.844,137.508,138.459,128.626,134.870,146.159,135.749,134.907,133.744,130.699,134.411,132.143,133.266
35,138.132,134.410,156.268,144.510,139.224,138.775,141.954,136.352,135.863,127.654,127.775,136.569,139.137,128.010,134.610,142.802,135.561,135.232,132.736,130.192,134.761,131.319,133.294
36,139.602,132.797,156.915,144.191,138.182,137.916,142.160,135.918,135.791,127.288,127.361,137.083,138.212,127.882,134.073,139.450,135.567,135.589,132.756,130.009,133.646,133.518,132.912
37,138.405,133.107,155.743,144.691,139.475,137.160,141.436,136.855,137.081,127.956,128.347,137.346,137.169,129.076,134.837,138.058,135.437,135.395,132.475,130.026,134.575,132.765,132.927
38,138.169,133.050,155.438,144.547,139.318,137.517,141.959,136.833,136.776,127.687,126.850,137.384,137.518,128.013,134.166,137.823,135.418,135.149,132.169,130.810,134.978,132.891,132.572
39,138.524,133.954,155.536,143.961,138.697,137.697,141.638,137.885,136.579,127.315,128.168,138.044,137.476,128.069,134.396,136.494,134.484,133.942,132.193,130.880,133.845,132.409,133.936
40,138.959,133.415,154.823,143.794,138.306,138.661,141.633,137.194,136.289,127.016,127.659,136.933,136.293,128.401,134.541,135.465,134.883,135.427,132.487,131.055,135.111,131.997,133.560
41,138.699,133.668,154.317,144.733,138.266,137.992,142.144,136.705,136.301,125.565,127.535,136.638,136.919,127.582,134.066,135.261,135.813,134.489,132.508,130.413,135.504,132.527,133.392
42,138.881,134.062,156.339,144.949,138.149,137.863,142.666,137.191,136.292,127.372,128.185,136.641,136.625,128.702,135.030,134.901,135.458,134.838,132.109,129.456,135.389,132.160,132.914
43,138.429,134.714,154.885,143.177,138.968,137.683,141.770,135.973,136.702,126.845,128.214,135.983,136.062,127.924,133.408,135.437,135.410,134.420,131.972,130.230,132.889,132.692,132.100
44,139.046,132.985,154.306,144.247,137.458,138.170,140.706,136.410,135.829,126.967,127.818,137.307,136.873,127.642,134.341,134.573,135.225,134.401,132.716,130.906,134.717,132.305,132.817
45,137.249,133.413,155.497,144.743,138.970,137.061,141.958,136.631,136.330,127.607,127.905,136.636,136.938,128.194,133.133,134.808,134.798,134.459,132.154,130.369,133.487,132.112,133.188
46,138.970,133.112,154.957,145.128,138.756,138.640,141.855,136.096,136.076,126.863,127.468,136.189,136.583,128.032,134.036,134.476,135.717,135.417,132.276,130.675,134.504,132.389,132.185
47,138.496,133.552,155.139,145.043,139.570,138.341,141.927,136.650,137.446,127.315,127.616,135.547,136.658,128.216,134.979,134.080,135.966,134.613,132.372,130.723,132.642,132.880,132.774
48,139.797,132.745,155.797,144.630,139.037,138.319,141.581,136.470,136.386,127.053,127.468,136.717,137.062,127.880,133.931,134.056,135.251,134.626,132.107,130.428,134.686,132.182,132.235
49,140.652,135.012,156.637,145.041,137.821,138.583,143.878,137.809,135.745,127.809,128.879,137.806,137.798,127.936,135.417,139.935,135.883,135.007,133.363,131.004,134.796,132.810,133.181
50,141.344,136.637,160.457,145.041,140.450,140.663,145.852,138.421,136.469,128.200,129.491,139.399,138.710,127.897,134.432,144.713,135.825,134.972,132.999,130.533,135.296,133.076,132.770
51,141.784,137.594,161.730,145.370,140.381,139.207,143.264,137.713,136.162,127.829,129.327,140.734,137.870,128.057,134.215,142.752,136.726,134.225,133.067,130.426,135.810,132.958,132.083
52,141.113,138.668,164.223,147.623,139.600,137.108,142.873,137.598,137.570,127.714,129.104,141.098,137.476,128.142,133.308,139.101,136.293,134.981,134.070,130.575,135.111,132.751,132.893
53,142.234,138.947,166.372,147.982,140.042,138.393,143.701,136.620,137.641,128.601,130.549,141.909,137.417,129.541,133.722,138.698,136.982,135.002,133.840,130.799,136.628,133.266,133.387
54,140.056,138.971,165.984,148.268,138.779,138.051,141.524,137.962,136.870,128.778,129.578,141.542,136.423,128.975,133.967,137.118,136.668,135.264,132.809,130.675,135.403,132.493,133.604
55,140.569,139.460,162.751,147.405,139.065,138.431,141.170,136.760,136.767,127.834,128.746,140.621,136.326,128.858,133.900,136.299,137.204,134.968,132.740,130.835,134.500,133.370,132.972
56,140.558,138.348,160.393,145.658,138.988,138.339,141.765,136.191,136.343,128.486,129.309,140.499,137.779,128.538,133.236,136.748,136.838,135.366,133.193,130.132,135.013,133.106,133.019
57,140.045,137.950,159.341,145.442,139.072,137.941,142.648,137.230,136.722,128.849,128.829,139.455,134.625,127.841,132.589,135.138,135.793,135.032,133.340,130.863,135.040,132.840,133.112
58,140.017,137.186,159.226,145.533,137.913,137.658,141.555,136.582,136.020,128.361,129.393,140.671,137.658,128.482,133.508,136.002,136.844,135.058,132.383,130.321,136.628,132.667,132.883
59,139.952,137.534,158.120,145.183,138.050,137.029,141.993,136.858,136.000,127.505,128.090,139.701,136.577,127.943,134.686,134.677,135.460,135.241,132.508,130.724,134.009,132.543,132.114
60,139.059,136.194,156.016,144.802,137.958,138.342,141.905,135.891,136.011,127.740,128.295,138.322,137.221,127.562,133.402,135.056,136.287,134.905,132.005,130.596,135.757,133.625,132.608
61,139.364,135.823,158.701,144.646,137.923,138.460,141.276,135.161,136.087,127.510,127.468,138.227,136.629,129.108,133.659,135.078,135.678,135.313,131.492,129.853,133.704,132.504,132.402
62,139.775,135.966,157.729,144.352,138.711,137.640,142.246,136.342,136.052,127.585,128.055,138.079,137.329,127.926,133.471,134.465,134.820,134.568,132.156,131.386,134.411,132.639,133.819
63,139.275,134.843,156.179,143.912,138.664,137.654,142.021,137.459,135.449,127.375,128.358,138.675,137.163,128.081,133.245,134.843,135.412,135.459,132.938,130.412,134.181,132.843,133.076
64,139.110,134.742,156.463,144.905,137.863,138.080,142.225,136.489,136.785,127.084,127.746,137.266,136.433,127.317,133.471,135.136,136.010,134.350,132.546,130.617,133.863,133.160,132.582
65,139.418,134.305,157.179,144.648,139.035,137.867,142.839,136.626,136.471,126.949,127.977,137.736,136.648,128.214,134.477,134.823,135.094,135.283,132.879,130.050,133.115,131.224,132.763
66,139.467,133.255,154.400,143.630,138.480,137.184,141.251,137.301,135.294,126.942,127.688,138.000,135.873,128.197,133.622,134.808,134.930,134.355,131.992,130.810,133.509,132.115,132.960
67,139.186,134.294,155.723,145.107,139.276,137.695,142.347,136.787,136.375,127.953,127.419,137.959,135.798,128.148,133.773,134.162,135.431,134.891,132.145,130.681,135.403,132.835,132.404
68,139.225,133.666,157.038,145.195,138.092,137.961,142.577,136.456,135.599,127.337,127.292,137.233,136.378,127.379,133.710,134.381,135.168,134.738,132.332,130.765,135.708,132.891,132.415
69,137.948,133.348,155.146,144.658,138.174,137.632,142.292,137.079,135.810,127.636,128.263,137.312,136.928,127.777,133.701,134.741,136.018,135.385,132.798,130.372,134.956,132.370,133.504
70,139.344,133.614,155.063,144.444,138.351,138.397,142.271,136.262,135.830,127.647,127.723,137.569,136.143,127.619,134.846,134.750,136.007,135.132,132.099,130.472,134.004,133.104,132.908
71,138.753,133.537,155.360,144.564,138.886,137.262,142.618,136.801,136.590,127.202,127.775,137.327,137.404,127.681,133.707,135.129,134.653,135.026,133.153,130.149,135.040,131.339,132.280
72,137.665,133.277,155.720,144.862,137.811,138.061,141.365,137.533,136.060,127.623,128.061,136.665,137.316,128.037,134.127,134.019,135.111,134.518,131.912,130.639,134.314,132.272,132.508
73,137.799,133.315,154.823,144.613,137.903,137.738,142.509,136.615,135.339,126.286,126.702,136.030,136.987,128.491,133.577,134.562,135.144,134.902,132.408,130.244,133.996,132.308,132.494
74,138.351,132.814,154.607,144.809,138.396,138.358,142.879,136.844,136.798,127.005,126.659,136.704,135.638,127.722,133.293,135.287,134.807,134.272,132.106,130.648,133.814,131.910,132.836
75,138.318,132.232,154.264,144.121,137.455,137.372,141.644,136.459,135.926,126.749,127.127,137.540,136.707,127.755,133.873,135.409,134.683,134.886,132.102,130.923,134.372,132.557,131.699
76,138.507,133.029,154.643,143.934,138.510,137.986,141.568,136.850,136.742,127.434,128.332,136.054,136.531,128.533,133.601,133.789,135.569,134.844,132.447,129.634,133.261,133.140,132.786
77,138.390,132.663,154.510,143.280,137.903,138.630,142.330,136.945,135.036,126.561,126.844,136.017,136.651,127.285,134.254,134.825,135.870,133.664,132.439,130.169,132.876,131.599,132.370
78,137.589,132.306,153.094,143.788,139.032,136.996,141.941,136.443,135.047,126.616,127.223,135.652,136.254,128.675,133.698,134.847,134.099,134.989,131.769,130.752,134.779,133.039,132.036
79,139.108,133.048,155.085,144.547,138.609,137.949,142.062,136.475,135.810,127.705,127.720,136.438,137.186,128.911,132.622,135.015,136.018,135.033,132.259,129.685,134.757,131.773,132.288
80,138.669,132.979,154.273,145.156,139.142,138.131,141.145,136.336,135.540,127.479,128.246,136.200,137.042,127.595,134.076,134.543,135.530,134.118,132.646,130.278,134.394,131.776,132.516
81,138.052,132.420,154.287,144.074,137.657,138.110,141.041,138.388,135.616,126.840,127.876,135.736,137.945,126.840,133.429,134.683,134.870,134.258,131.854,130.016,132.438,131.664,132.292
82,138.693,132.692,154.569,144.228,140.109,137.587,141.333,136.189,135.350,127.155,128.347,135.784,137.651,127.678,133.154,133.830,135.180,134.330,132.107,130.155,133.438,131.838,132.917
83,138.327,132.482,154.529,143.971,138.174,137.376,140.509,135.902,136.325,127.226,127.931,135.993,135.244,127.676,133.592,134.547,135.448,134.926,132.332,130.116,132.084,131.678,132.415
84,138.723,133.298,154.428,143.691,138.789,137.190,140.861,135.787,136.106,127.341,128.139,135.688,136.446,127.681,132.773,133.562,135.606,135.652,131.933,130.874,134.044,131.471,131.850
85,137.567,131.964,154.210,144.765,138.430,138.589,142.747,136.172,135.110,127.505,127.344,136.209,135.837,127.271,133.227,133.866,135.725,135.566,132.573,129.986,135.053,131.126,132.440
86,137.491,132.511,154.986,143.554,137.580,136.319,140.982,136.948,136.020,127.197,126.850,134.725,136.818,127.573,133.994,133.925,134.928,135.269,132.070,130.373,134.580,131.440,131.829
87,138.225,132.900,154.659,143.739,136.808,136.599,142.493,137.139,136.025,126.973,127.665,135.532,136.085,128.142,133.758,133.873,135.570,134.088,132.342,130.488,134.438,131.541,132.788
88,139.009,132.189,154.723,143.842,137.393,137.667,141.357,136.806,135.749,126.288,127.694,135.739,136.124,127.170,133.571,133.903,135.907,135.315,132.315,130.599,133.810,131.768,131.896
89,139.230,131.466,153.621,144.142,138.654,137.930,141.850,136.735,135.727,125.616,127.867,135.669,135.896,127.361,133.731,133.196,135.717,135.272,131.917,131.063,134.792,130.748,131.630
90,137.641,133.164,154.127,142.638,139.042,137.035,141.481,136.740,135.939,126.781,127.116,135.826,136.221,127.922,133.985,133.836,135.225,135.733,132.661,129.872,133.650,131.804,132.373
91,137.494,131.793,153.334,144.169,138.371,137.431,141.396,137.328,135.240,127.213,127.760,134.926,136.593,128.634,133.961,134.162,136.066,135.585,132.376,130.568,133.115,132.146,132.592
92,138.381,132.912,154.666,143.907,138.866,137.249,142.289,137.205,136.516,126.845,126.650,136.381,135.772,127.207,133.665,134.860,135.641,135.083,131.766,130.394,134.951,132.143,132.406
93,138.593,133.010,153.517,143.533,137.465,137.530,141.868,136.454,135.274,127.126,127.090,136.375,136.518,127.941,134.269,133.739,136.353,134.826,132.417,130.667,133.996,132.686,131.946
94,137.922,131.704,152.883,144.597,138.515,138.227,141.033,136.844,136.065,127.925,127.506,135.227,136.192,128.304,133.631,134.653,135.439,135.195,132.373,130.592,132.929,131.056,132.280
95,138.232,133.050,153.054,144.086,138.933,137.043,141.556,136.254,136.280,126.290,128.257,135.292,136.743,127.766,134.317,134.052,135.763,134.030,132.013,130.010,134.513,132.622,132.575
96,138.024,132.756,153.477,143.716,138.067,136.930,141.382,135.866,136.612,126.996,127.329,136.342,135.772,128.218,133.133,134.196,136.228,135.032,132.475,130.540,133.823,131.633,131.924
97,139.342,132.155,153.770,143.580,136.876,137.479,142.519,136.432,135.209,126.625,127.598,135.603,136.524,128.130,133.278,133.832,134.772,134.404,131.828,130.085,132.624,132.420,132.010
98,138.420,131.947,154.294,143.737,138.547,138.080,141.757,136.301,135.233,127.128,126.749,135.800,136.505,128.148,134.444,133.901,135.638,135.044,132.087,130.886,134.119,131.784,132.625
99,138.546,132.460,153.943,143.158,138.276,138.106,141.347,136.303,135.646,126.778,127.566,135.867,136.300,127.845,133.094,134.381,135.175,134.258,132.142,130.552,134.071,132.275,132.238
100,138.230,132.747,153.739,143.502,138.042,136.677,141.328,136.426,136.209,127.138,127.468,135.941,136.573,128.395,133.659,133.978,136.301,134.232,131.917,129.912,133.089,131.801,132.169
101,139.009,132.133,152.974,143.296,138.065,136.278,141.209,136.664,135.866,127.344,127.156,135.930,136.150,127.998,133.773,133.771,135.982,134.448,131.434,130.619,133.659,132.599,132.126
102,138.020,132.604,154.478,144.621,137.448,137.221,141.762,136.481,136.323,126.820,126.928,135.268,135.684,127.302,133.946,133.769,135.680,135.058,131.276,131.227,134.730,131.476,132.644
103,137.913,132.571,153.139,142.255,138.642,136.869,142.597,137.169,135.986,128.102,128.142,135.945,136.062,127.901,133.752,133.998,135.930,134.926,132.236,130.189,135.319,131.658,132.354
104,137.660,132.713,154.576,143.095,138.714,137.106,141.734,136.702,134.856,126.885,128.668,135.621,135.417,126.607,132.979,133.666,135.695,134.206,132.712,129.752,132.757,131.429,132.931
105,138.004,132.571,154.223,142.514,138.644,137.342,141.083,136.503,136.217,126.679,127.390,134.630,136.840,127.850,133.598,133.375,136.069,134.279,132.455,130.838,134.319,131.650,132.921
106,138.496,133.036,153.831,143.827,137.672,137.802,141.869,136.208,135.329,127.158,126.509,135.656,136.300,126.696,133.477,134.360,135.772,134.821,132.365,130.581,132.712,131.053,132.036
107,138.249,132.663,154.083,144.444,136.960,137.544,141.375,136.631,134.881,126.985,127.705,135.320,136.463,127.457,133.505,134.509,136.500,134.933,132.299,130.331,133.788,131.613,131.377
108,137.836,132.317,154.631,143.241,137.930,137.317,142.098,136.109,135.903,127.273,126.789,136.046,136.550,127.368,133.417,133.410,136.440,134.849,132.061,129.945,135.420,131.185,132.290
109,138.597,132.893,154.030,143.805,138.378,136.162,140.876,136.637,135.489,126.758,127.043,134.758,136.694,127.133,132.949,134.112,135.897,135.460,131.971,130.135,134.283,132.216,131.611
110,138.487,132.043,153.423,143.126,138.002,137.816,142.480,135.923,136.552,126.128,126.954,135.701,136.590,126.189,134.073,133.196,135.105,134.756,131.997,130.731,134.447,132.392,131.625
111,138.751,132.372,153.950,143.942,137.995,137.438,141.796,136.265,135.843,126.851,127.237,136.174,136.046,127.410,134.722,133.207,136.232,134.902,132.136,130.311,132.832,131.681,131.468
112,138.186,132.401,153.892,141.971,138.667,137.286,141.643,136.290,134.827,126.341,128.604,135.591,137.853,127.855,134.408,135.284,135.722,134.953,131.896,129.964,134.872,131.549,131.926
113,138.786,131.664,154.918,143.387,137.595,137.065,142.021,135.915,135.854,126.576,127.124,135.941,135.834,127.781,132.495,134.450,135.383,134.239,132.821,130.135,134.106,131.683,131.337
114,138.725,132.867,154.245,143.702,138.405,137.043,140.075,136.429,135.088,126.355,128.549,135.909,136.453,126.788,132.710,133.927,135.165,134.919,131.781,130.419,134.757,131.714,131.653
115,138.861,132.861,153.842,143.412,137.973,136.697,141.197,136.369,134.993,126.805,127.101,135.348,135.550,127.302,133.674,133.647,135.493,134.685,132.152,130.205,133.261,131.378,131.974
116,137.455,132.606,154.012,142.922,138.841,137.047,141.793,136.811,135.536,125.823,125.954,135.656,135.020,127.160,134.151,133.733,135.587,134.909,132.204,130.236,133.903,132.045,132.808
117,138.935,132.676,153.054,143.095,138.100,136.194,141.235,136.617,135.572,126.370,127.688,135.845,135.446,127.246,133.308,134.142,136.069,134.095,132.132,129.935,133.650,131.888,131.582
118,138.552,133.282,153.770,143.284,138.572,136.996,142.279,136.678,136.112,127.013,127.292,135.874,135.498,127.450,133.420,134.049,135.696,134.517,131.752,130.647,133.009,131.409,131.606
119,138.335,132.845,154.070,142.763,137.826,137.348,141.599,136.336,135.662,127.182,127.497,135.416,136.394,127.632,133.275,134.601,135.425,134.719,131.777,130.338,134.314,130.176,131.741
120,143.013,135.659,158.828,146.543,143.669,141.172,146.791,139.940,136.565,126.359,128.688,137.887,141.254,127.835,136.042,141.479,137.737,134.167,133.668,131.828,134.991,132.619,131.813
121,147.662,138.449,164.237,148.946,142.699,142.742,145.664,139.740,137.152,127.741,129.512,141.181,141.609,128.555,133.737,139.433,138.582,135.482,133.955,132.223,134.942,132.776,133.149
122,146.374,139.029,165.468,150.237,141.485,141.004,144.806,139.489,137.939,128.082,128.558,142.211,141.782,127.130,134.940,138.674,138.951,135.288,133.234,131.363,137.792,133.011,133.345
123,144.941,138.966,164.696,149.772,141.162,139.654,143.067,138.784,136.116,127.814,130.376,141.996,139.202,128.076,133.861,143.058,139.171,135.401,134.095,130.744,135.987,132.832,132.169
124,144.903,140.065,165.064,148.842,141.953,138.448,142.132,138.355,137.377,128.967,129.497,143.231,137.990,128.411,134.187,145.534,139.895,135.670,135.595,131.519,135.230,132.776,133.580
125,149.431,140.981,168.052,151.370,143.930,141.270,143.931,140.855,138.354,128.827,129.798,143.018,138.726,128.966,133.269,143.226,140.025,134.951,136.133,131.435,136.841,133.370,133.834
126,156.279,142.659,173.092,155.179,148.012,143.585,145.568,143.068,139.069,129.155,130.653,142.619,138.495,129.165,133.218,142.216,140.747,135.239,137.218,132.631,137.584,134.468,134.898
127,153.664,141.076,173.687,154.951,145.438,142.327,143.825,140.762,139.117,128.781,130.199,144.475,139.782,129.723,134.435,139.685,139.208,135.390,135.777,132.332,137.540,132.017,134.022
128,148.675,141.365,170.767,152.004,142.582,140.339,143.680,140.372,137.341,128.559,130.861,143.226,136.805,129.961,133.063,139.280,138.925,135.023,134.967,131.810,135.779,133.445,134.390
129,147.773,140.583,166.485,149.613,141.403,138.442,143.106,138.792,136.363,128.789,128.737,142.634,137.423,128.634,134.447,138.037,137.740,133.865,134.210,131.504,134.938,131.692,133.406
130,143.853,139.866,166.162,147.817,141.107,138.728,142.036,136.795,136.087,128.761,128.566,142.384,136.805,127.966,133.776,137.024,136.922,134.689,133.623,130.244,134.898,133.877,134.634
131,144.442,139.606,163.249,147.076,138.358,138.176,141.964,136.527,135.480,128.317,128.988,141.924,135.863,127.627,132.801,136.550,137.302,134.719,134.321,131.211,135.438,132.748,133.499
132,142.745,137.343,160.240,146.874,138.632,138.464,141.775,137.579,136.296,128.157,128.379,140.930,137.534,126.676,133.946,135.375,136.364,134.083,134.125,130.628,135.124,131.613,132.860
133,140.638,136.695,158.148,145.502,139.239,137.153,141.323,136.415,136.227,128.064,127.457,139.510,136.560,127.344,134.076,135.571,136.305,134.789,133.818,130.896,135.916,131.908,132.333
134,140.494,136.151,158.412,144.885,138.629,138.022,141.850,136.943,136.310,127.311,128.029,140.174,136.163,127.673,134.390,135.524,135.651,135.888,133.755,130.389,135.274,132.280,132.708
135,141.474,136.059,158.562,145.309,138.109,138.458,142.297,137.355,135.061,126.821,126.645,139.747,136.554,127.602,133.009,135.485,134.856,135.402,132.871,130.628,134.726,132.597,132.095
136,139.353,134.594,156.944,144.823,138.485,138.454,142.546,137.724,136.096,127.071,127.408,139.259,135.756,127.882,134.668,134.894,135.031,134.329,132.282,130.207,134.066,131.045,131.945
137,139.388,134.339,156.690,144.426,138.336,136.990,141.861,137.620,136.161,127.838,127.185,138.303,135.570,127.035,133.931,135.741,134.626,135.181,133.174,130.813,134.978,133.599,132.266
138,139.916,134.015,156.383,144.060,138.642,136.939,142.059,136.749,135.671,127.554,126.694,138.978,135.681,127.293,134.106,134.506,134.735,134.875,132.513,130.959,133.310,131.434,132.884
139,138.924,134.399,155.595,145.589,138.674,137.382,142.692,137.295,136.190,128.044,126.731,138.475,137.277,127.423,133.405,134.526,135.073,134.425,132.256,130.597,134.916,132.126,132.121
140,139.961,133.504,156.381,143.296,137.799,137.521,142.912,137.669,136.164,126.188,128.069,138.597,135.765,127.646,133.994,134.981,135.028,135.937,132.153,131.468,133.270,131.658,132.301
141,139.186,134.413,156.172,143.852,138.774,138.828,143.228,136.205,136.170,126.831,127.303,137.645,135.964,127.612,133.511,134.586,135.114,135.415,132.718,130.375,135.058,132.008,131.750
142,138.623,133.356,156.146,144.064,139.092,137.826,141.954,138.227,135.982,126.126,127.945,137.055,136.059,126.983,134.154,134.289,134.713,134.736,132.544,130.363,134.496,131.692,131.318
143,138.952,133.625,156.080,144.337,138.910,138.321,142.264,137.505,135.666,126.335,126.827,136.630,137.450,127.027,134.109,133.644,134.401,135.160,132.628,130.501,136.075,131.658,131.910
144,138.690,133.392,155.299,144.451,137.470,138.436,141.636,137.172,135.217,126.603,126.121,137.501,135.397,127.449,134.502,134.701,134.653,135.248,132.421,129.995,133.257,131.160,132.109
145,138.390,132.229,155.685,144.360,138.418,136.734,141.080,136.904,136.292,126.761,127.121,136.738,136.208,127.182,133.384,134.103,135.139,133.831,132.090,130.701,134.283,131.451,132.088
146,138.357,131.780,156.277,144.177,138.435,136.977,141.755,136.964,135.870,126.791,126.517,137.094,136.244,126.737,134.163,135.160,134.582,134.861,132.305,130.369,134.239,132.311,131.779
