 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56
13,40.158,24.494,25.702,34.893,159.592,20.199,19.713,23.302,29.655,23.769,28.106,42.690,27.585,27.144,32.065,34.755,28.264,48.272,35.678,24.876,23.324,23.723,18.857,23.492,40.376,23.760,28.856,27.007,34.209,44.469,28.068,36.372,26.574,29.818,27.763,30.192,44.513,31.097,23.207,28.204,24.662,25.000,23.171,24.311,31.292,29.979,26.692,25.235,22.802,23.576,24.836,24.508,25.940,21.118,19.465,32.002
14,39.586,24.437,25.449,34.054,157.955,19.867,19.590,23.370,29.416,24.044,28.235,42.478,27.716,27.187,31.989,34.918,28.359,48.007,35.843,24.882,23.379,23.901,18.967,23.305,39.536,23.812,29.101,26.922,34.078,45.213,27.595,38.287,26.871,29.904,27.671,30.051,44.010,30.568,23.259,27.801,24.472,25.213,23.028,24.227,31.187,30.014,26.886,25.215,23.086,23.549,24.724,24.605,25.970,21.344,19.519,32.543
15,39.429,24.433,25.059,34.306,157.297,20.048,19.633,23.183,29.283,23.669,28.659,41.703,27.775,26.785,31.946,34.843,28.925,47.775,35.719,24.953,23.211,23.782,19.026,23.737,39.574,23.704,28.984,27.311,34.096,45.378,27.447,39.448,26.744,29.973,27.675,30.216,43.995,30.627,23.035,28.109,24.387,24.891,22.952,24.287,31.378,30.034,27.048,25.252,22.964,23.844,24.618,24.278,26.002,21.173,19.450,32.924
16,40.223,24.435,24.812,34.266,156.497,20.060,19.559,23.366,29.814,23.681,28.294,42.165,27.580,26.957,31.793,34.695,28.620,47.880,35.983,24.904,23.237,23.663,18.934,23.339,39.843,23.677,29.314,26.689,34.172,45.485,27.054,38.264,26.794,29.685,27.711,30.061,43.841,30.242,23.254,27.990,24.171,24.901,22.884,23.988,31.356,29.907,27.405,25.181,23.239,23.932,24.701,24.469,25.779,21.208,19.470,32.913
17,39.228,24.498,24.871,34.213,160.313,20.042,19.899,23.185,29.420,23.519,28.188,43.443,27.627,27.077,31.759,34.471,28.437,48.231,35.741,25.124,23.171,23.856,18.824,23.314,40.580,23.594,28.926,26.933,34.427,44.936,26.891,37.134,26.638,29.347,27.535,30.212,44.349,30.447,23.357,27.898,24.512,25.175,23.020,24.016,31.454,30.254,27.273,25.344,23.107,23.736,24.595,24.636,25.966,21.161,19.415,32.814
18,37.797,24.252,24.814,33.936,161.592,20.205,19.973,23.219,29.509,23.906,27.988,44.171,27.692,27.025,32.215,34.465,28.330,48.305,35.623,25.066,23.153,23.733,18.798,22.839,40.536,23.624,29.021,26.770,34.354,44.851,26.663,36.864,26.635,29.101,27.917,29.947,43.585,30.478,23.164,28.021,24.484,24.792,23.135,24.367,31.394,30.210,27.062,25.160,22.985,23.586,24.780,24.536,25.918,21.103,19.417,33.174
19,36.587,24.529,24.549,34.103,160.423,20.343,20.239,23.172,29.412,23.897,28.118,43.934,27.461,27.075,31.796,34.327,28.274,47.993,35.495,24.895,23.253,23.564,18.985,22.907,40.267,23.691,28.856,27.067,34.189,45.011,26.654,36.818,26.615,29.358,27.605,30.069,44.385,30.748,23.487,28.097,24.536,25.281,23.044,24.179,31.251,30.241,27.043,25.246,23.061,23.786,24.597,24.423,26.040,20.868,19.351,32.994
20,35.491,24.318,24.314,34.459,162.936,20.313,20.048,23.002,29.611,24.181,28.624,43.259,27.333,27.002,31.864,34.508,28.129,47.938,35.441,24.761,23.245,23.762,18.750,22.525,39.281,23.876,29.032,26.841,34.403,43.895,26.488,36.384,26.509,29.126,27.667,29.967,43.882,31.142,23.216,28.048,24.343,25.197,22.880,24.008,31.410,29.904,26.811,25.413,22.863,23.803,24.585,24.421,25.812,20.930,19.455,32.907
21,34.613,24.164,24.125,34.328,162.695,20.265,19.777,23.160,29.487,23.697,28.341,42.991,27.417,26.884,32.244,33.963,28.150,47.953,35.415,24.809,23.176,23.782,18.949,22.466,38.722,23.959,28.851,26.869,34.277,43.185,26.455,36.315,26.206,28.709,27.724,30.042,43.923,30.750,23.297,27.914,23.904,24.990,23.303,24.259,31.600,30.010,26.754,25.404,22.802,23.576,24.517,24.150,25.968,20.905,19.464,32.725
22,33.674,24.138,23.971,34.646,170.421,20.295,19.707,23.096,29.425,23.487,28.306,41.709,27.576,27.091,32.076,34.510,28.196,47.380,35.458,24.830,23.271,23.693,18.978,22.763,38.001,23.489,29.340,26.816,34.094,42.032,26.523,36.284,26.329,28.955,27.640,30.035,42.995,30.582,23.118,27.985,23.860,24.732,23.235,23.964,31.670,29.969,26.601,25.095,22.843,24.024,24.745,24.280,25.958,20.934,19.366,32.593
23,33.196,24.263,23.792,34.097,167.058,20.036,19.846,23.026,29.243,23.981,28.118,39.946,27.525,26.995,32.110,34.323,27.975,47.630,35.672,24.642,23.053,23.574,18.776,22.314,37.620,23.564,28.926,26.484,34.193,41.801,26.611,35.510,26.768,28.677,27.338,30.024,43.774,30.423,23.438,27.980,23.624,24.853,23.096,23.984,31.086,30.014,26.729,25.132,22.746,23.549,24.550,24.275,25.806,20.720,19.425,32.709
24,33.370,24.320,23.753,33.577,164.316,20.560,19.888,22.915,29.451,23.844,27.706,39.585,27.310,27.126,31.824,34.437,28.136,47.516,35.507,24.661,23.226,23.832,18.971,22.576,37.827,23.818,28.798,26.915,34.347,42.121,26.328,36.031,26.450,28.738,27.452,30.000,42.785,30.339,23.173,27.954,23.784,25.005,23.127,24.084,31.584,30.117,26.533,25.559,22.848,23.892,24.693,24.471,25.967,20.926,19.472,32.890
25,32.916,24.250,23.680,32.527,162.384,20.337,19.995,23.191,29.168,23.900,27.600,39.766,27.333,27.071,31.878,34.299,27.993,46.640,35.821,24.710,23.255,23.856,18.923,22.314,38.626,23.768,29.457,26.876,33.981,42.098,26.404,35.736,26.794,28.145,27.390,29.865,42.277,30.219,23.280,27.742,23.735,24.704,23.064,23.861,31.349,29.952,26.385,25.066,22.807,23.580,24.630,24.338,25.976,20.944,19.455,32.748
26,32.428,24.371,23.700,32.716,165.503,19.988,20.096,23.006,29.235,23.928,27.788,39.440,27.262,26.936,31.969,34.462,28.202,46.802,35.588,24.787,23.095,23.411,18.776,21.720,39.108,23.945,29.090,26.926,34.089,42.220,26.421,36.072,26.562,27.893,27.228,29.891,41.651,30.081,23.156,27.936,23.800,24.970,22.960,24.104,31.537,30.127,26.615,25.390,22.772,23.488,24.501,24.640,25.971,20.961,19.523,32.110
27,31.644,24.217,23.416,32.646,168.282,20.042,19.622,23.013,29.420,24.000,27.929,38.617,27.235,27.068,31.788,34.426,28.282,46.096,35.619,24.647,23.211,23.599,18.904,21.822,38.132,23.572,28.926,26.905,34.054,41.741,26.288,35.849,26.609,27.810,27.526,29.874,41.574,30.107,23.089,27.727,24.062,25.053,23.024,24.255,31.413,30.072,26.485,25.040,23.071,23.797,24.564,24.495,25.889,20.876,19.432,31.552
28,31.164,24.300,23.329,32.203,165.351,20.120,19.723,22.919,29.168,23.741,27.259,37.623,27.250,27.027,31.762,34.355,28.392,45.510,35.324,24.724,23.055,23.649,18.908,21.992,37.607,23.685,28.910,27.141,33.933,42.334,26.160,35.541,26.506,27.736,27.224,29.893,40.769,30.069,23.219,27.798,23.933,24.673,22.709,24.179,31.149,30.100,26.558,25.278,22.690,23.773,24.509,24.280,25.832,20.901,19.523,31.624
29,30.717,24.168,23.318,32.153,162.967,20.295,20.096,23.062,29.243,24.078,27.341,36.566,27.294,27.096,32.408,34.686,28.085,45.085,35.632,24.594,23.226,23.629,18.908,21.703,37.295,23.594,29.037,26.657,33.763,42.432,26.165,35.466,26.394,27.826,27.079,29.834,39.549,29.971,23.262,27.648,23.408,24.468,22.964,23.900,31.225,29.838,26.485,25.106,22.624,23.651,24.577,24.308,25.910,20.901,19.401,31.399
30,30.465,24.111,23.098,31.922,162.130,20.277,19.755,22.970,29.624,23.869,27.835,36.554,27.420,27.228,31.847,34.591,28.186,45.783,35.519,24.664,22.871,23.693,19.000,21.754,37.109,23.638,28.888,26.544,34.182,42.563,26.128,35.148,26.650,27.526,27.570,29.985,39.677,29.908,23.167,27.977,23.398,24.896,23.044,24.012,31.295,29.866,26.608,24.951,22.843,23.620,24.595,24.354,25.588,20.841,19.336,31.401
31,29.817,24.196,22.914,31.863,169.971,20.373,19.936,23.094,29.314,23.819,27.435,36.408,27.263,26.806,32.023,34.265,28.068,45.066,35.554,24.572,23.079,23.842,18.879,21.508,35.982,23.740,28.718,26.537,34.158,41.254,26.115,34.631,26.388,27.781,27.596,29.893,39.944,30.067,23.360,27.947,23.452,25.114,22.896,24.207,30.876,29.945,26.346,25.344,22.964,23.763,24.664,24.525,25.897,20.963,19.347,31.140
32,29.630,24.143,22.880,31.612,167.864,20.205,19.899,22.802,29.690,23.731,28.059,35.627,27.288,27.146,31.640,34.415,28.090,44.104,35.320,24.614,23.063,23.767,18.875,21.475,35.167,23.840,28.707,26.629,33.930,39.982,26.092,34.277,26.565,27.450,27.355,29.673,39.723,29.993,23.216,27.911,23.157,24.557,23.116,24.135,31.308,30.021,26.510,24.885,22.975,23.854,24.464,24.271,25.705,20.885,19.288,30.519
33,29.250,24.312,22.735,31.211,163.798,20.253,19.926,22.923,29.323,23.806,27.165,35.345,27.433,27.059,31.898,34.213,28.093,43.170,35.383,24.760,23.332,23.896,18.846,21.712,35.011,23.616,28.803,26.587,34.040,39.178,26.124,34.302,26.532,27.725,27.662,29.719,39.667,29.765,23.228,27.987,23.238,24.630,22.777,24.036,30.927,29.959,26.312,25.040,22.680,23.654,24.582,24.278,25.836,20.944,19.470,30.345
34,28.986,24.156,22.553,30.895,161.953,20.289,20.048,22.813,29.611,23.694,27.435,34.497,27.110,27.062,31.890,34.495,27.978,42.065,35.492,24.628,23.029,23.822,18.926,21.347,34.858,23.762,29.144,27.191,33.825,38.391,26.160,33.949,26.432,27.832,27.373,29.927,40.097,29.905,23.326,28.054,23.137,24.795,22.618,24.068,31.238,29.959,26.524,25.269,22.807,23.488,24.630,24.193,25.911,20.858,19.538,30.264
35,28.914,24.113,22.608,31.312,161.909,20.404,19.755,22.849,29.270,23.772,26.871,34.804,27.433,26.964,31.722,34.462,27.803,42.245,35.974,24.728,23.189,23.960,19.026,21.686,35.623,23.801,28.782,27.014,33.666,39.119,25.997,33.611,26.638,27.676,27.447,29.857,39.405,29.941,23.452,27.979,22.990,24.825,23.068,24.199,31.432,30.103,26.731,25.367,22.995,23.593,24.544,24.312,25.733,20.913,19.470,30.486
36,28.622,24.214,22.776,31.089,167.320,20.584,20.229,22.732,29.730,23.866,27.718,35.079,27.428,27.078,32.167,34.168,27.882,43.446,40.191,25.782,27.989,26.530,21.309,21.093,35.780,24.715,28.713,31.724,34.352,38.664,26.145,34.082,26.697,27.979,27.513,29.736,39.646,30.010,23.597,27.750,23.302,24.977,22.865,24.187,31.117,29.629,26.442,25.338,22.594,23.712,24.717,24.807,25.815,20.932,19.248,31.271
37,28.289,24.159,22.386,30.932,164.313,20.488,20.144,22.409,29.434,23.881,27.459,34.522,27.434,26.973,31.688,34.484,28.334,42.963,43.450,26.218,29.871,27.743,22.136,21.466,34.638,24.550,29.250,34.707,34.697,37.316,26.141,34.580,26.450,27.679,27.425,29.910,39.138,29.924,23.231,27.893,23.341,24.861,22.916,24.163,31.432,30.096,26.442,25.390,22.680,23.905,25.038,24.577,25.761,20.992,19.526,31.254
38,28.107,24.264,22.439,31.213,169.041,20.422,20.309,22.598,29.823,23.456,27.118,34.184,27.276,27.014,31.686,34.047,28.435,42.195,47.125,26.876,30.413,27.906,21.816,21.797,33.809,24.663,29.149,35.859,34.522,35.952,26.151,34.584,26.485,27.650,27.496,29.714,39.349,30.012,23.337,27.919,22.941,24.453,22.801,24.267,31.311,29.811,26.449,25.178,22.772,23.569,25.269,24.516,25.862,20.926,19.349,31.211
39,28.124,24.224,22.235,31.310,167.963,20.373,20.064,22.713,29.527,23.897,27.259,33.633,27.357,26.922,31.550,34.381,28.523,40.934,49.143,26.936,30.258,27.505,21.176,21.390,32.728,24.315,29.112,36.081,34.533,34.945,26.081,34.315,26.488,27.724,27.206,29.926,39.621,30.055,23.164,27.969,22.846,24.651,22.721,24.275,31.340,29.729,26.280,25.527,22.873,23.807,25.529,24.531,25.752,20.971,19.405,30.979
40,28.035,24.192,22.216,31.276,172.456,20.765,20.378,22.732,29.633,23.616,26.718,33.171,27.202,27.000,32.023,34.200,28.293,40.038,51.547,27.391,30.876,27.921,21.059,21.686,31.952,24.870,29.303,36.060,34.322,34.412,26.086,33.857,26.521,27.558,27.921,29.962,39.333,29.788,23.493,27.992,22.990,24.575,23.100,24.124,31.146,29.663,26.540,25.289,22.756,23.756,25.448,24.273,25.872,20.734,19.428,30.808
41,27.839,24.337,21.959,31.314,169.967,20.548,20.271,22.549,29.279,23.484,26.635,33.253,27.308,27.055,31.909,34.374,28.186,38.974,50.436,27.228,30.361,27.015,20.551,21.280,31.448,24.180,29.074,35.770,34.245,33.149,26.105,34.025,26.574,27.420,27.439,29.745,38.446,29.953,23.297,27.863,22.885,24.790,23.243,24.319,30.714,30.326,26.303,25.195,22.822,23.695,25.570,24.382,25.802,20.905,19.334,30.531
42,28.025,24.108,21.898,31.584,166.194,20.265,19.867,22.543,29.367,23.688,26.847,33.215,27.373,27.030,31.805,34.404,28.670,38.799,51.157,27.468,30.616,26.342,20.096,21.331,30.762,24.337,29.090,35.131,34.455,32.478,25.973,34.674,26.585,27.749,27.355,29.618,39.390,29.940,23.225,27.844,22.874,25.491,22.956,24.311,31.098,30.014,26.531,25.312,22.964,23.759,25.737,24.347,25.703,20.814,19.391,30.548
43,28.279,24.147,21.869,31.994,164.734,20.325,19.846,22.653,29.372,24.075,27.000,33.608,27.306,26.831,31.544,33.880,28.719,38.819,48.498,27.156,28.871,25.426,19.912,21.559,30.468,24.069,29.282,34.226,34.484,32.549,26.107,35.089,26.606,27.735,27.364,29.912,41.051,30.119,23.127,27.887,23.411,25.716,22.865,24.331,31.044,29.591,26.494,25.275,23.051,23.878,25.750,24.380,25.815,20.870,19.423,30.545
44,28.269,24.341,21.835,31.565,170.625,20.759,20.106,22.749,29.527,23.913,26.682,33.203,27.382,26.913,31.671,34.454,28.505,38.573,50.770,27.392,28.013,25.545,19.636,21.339,29.882,24.365,29.266,34.675,34.732,32.144,26.140,35.698,26.791,28.209,27.750,29.924,41.313,30.784,23.288,28.044,23.129,25.073,22.928,24.116,31.235,29.787,26.374,25.756,22.949,23.569,25.666,24.338,25.693,20.955,19.368,30.428
45,28.473,24.804,21.696,32.093,171.563,20.524,20.048,22.715,29.438,23.819,27.071,32.984,27.314,27.043,31.909,34.155,28.458,37.626,51.208,27.536,27.782,25.599,19.824,21.220,30.475,24.746,29.234,33.940,34.621,31.487,26.075,35.030,26.491,28.427,27.632,30.166,42.656,31.226,23.095,27.742,23.461,25.661,23.275,24.179,31.330,29.759,26.310,25.278,23.061,24.044,25.764,24.501,25.912,20.913,19.575,30.287
46,28.254,24.451,21.833,32.527,166.468,20.229,19.963,22.832,29.398,23.647,26.553,32.994,27.246,27.077,31.788,34.256,28.394,37.098,49.560,27.016,26.026,24.896,19.669,21.602,29.888,24.309,29.548,32.753,34.256,30.716,25.991,34.656,26.409,28.589,27.535,29.928,42.913,31.085,23.231,27.760,23.510,25.109,23.231,24.219,31.190,29.763,26.440,25.358,22.624,23.868,25.739,24.226,25.805,20.897,19.425,29.913
47,27.884,24.822,21.690,32.785,164.357,20.283,19.803,22.598,29.650,23.850,26.906,32.794,27.206,26.690,31.839,34.004,28.132,36.349,50.917,27.083,26.016,25.342,19.750,21.644,29.728,24.337,29.340,32.314,34.006,30.373,26.000,34.123,26.303,28.125,27.496,29.791,42.195,30.765,23.205,27.775,22.991,24.709,22.988,24.291,30.730,29.832,26.314,25.284,22.944,23.929,25.600,24.245,25.793,20.810,19.511,29.374
48,27.836,24.720,21.665,32.672,162.926,20.602,20.452,22.530,29.301,23.672,26.706,32.804,27.161,27.066,31.788,34.174,28.043,35.684,52.196,26.659,26.034,25.550,19.838,21.203,29.186,24.845,29.590,32.562,33.992,29.977,25.980,33.898,26.394,27.989,27.285,29.788,40.800,30.689,23.533,27.822,22.860,24.673,23.191,23.821,31.260,29.763,26.465,25.229,23.371,23.451,26.091,24.113,25.775,20.765,19.509,28.957
49,27.579,24.727,21.386,32.421,162.101,20.819,20.340,22.423,29.274,23.756,26.847,32.538,27.219,26.835,32.028,34.374,27.928,34.934,52.189,26.586,25.650,25.975,19.750,21.364,29.034,24.301,29.431,32.314,33.860,29.744,25.995,33.698,26.332,27.927,27.425,29.735,39.897,30.703,23.179,27.931,22.512,24.352,22.773,24.211,31.010,29.797,26.490,25.370,22.751,24.122,25.939,24.297,25.835,20.670,19.437,28.804
50,27.306,24.523,21.408,32.579,168.171,20.392,19.894,22.683,28.996,23.697,26.882,32.491,27.253,27.206,31.867,33.641,27.944,34.942,53.530,26.495,26.311,26.980,20.173,21.144,28.756,24.591,29.824,32.657,33.868,29.602,26.042,33.615,26.274,27.730,27.649,29.648,40.210,30.480,23.271,27.646,22.276,24.435,22.956,24.191,30.870,29.557,26.588,25.350,23.046,23.664,25.914,24.510,25.740,20.913,19.427,28.616
51,27.227,24.480,21.543,32.704,171.713,20.422,19.638,22.700,29.226,23.819,26.706,32.161,27.268,26.824,31.620,34.110,28.021,34.255,50.530,26.216,25.161,25.228,19.735,21.653,28.421,24.014,29.128,31.322,34.041,29.295,26.061,33.548,26.262,27.711,27.430,29.727,39.805,30.356,22.850,27.748,22.179,24.587,23.088,23.610,30.879,30.120,26.358,25.109,22.995,23.661,26.131,24.289,25.789,20.922,19.469,28.719
52,27.170,24.366,21.420,32.250,167.612,20.187,19.399,22.713,29.633,23.553,27.212,32.044,27.475,26.911,31.722,33.974,27.900,33.816,47.385,25.823,24.337,24.624,19.651,21.492,28.235,23.798,28.947,30.237,34.272,28.760,25.936,33.298,26.694,27.744,27.535,29.742,39.718,30.309,23.233,27.829,22.009,24.463,23.068,24.060,30.619,30.027,26.528,25.461,22.924,23.641,25.856,24.262,25.744,20.899,19.533,28.200
53,27.022,24.841,21.167,31.718,164.468,20.024,19.697,22.545,29.376,23.834,26.624,32.316,27.247,27.009,31.623,33.865,27.861,33.464,44.717,25.396,23.737,24.530,19.669,21.424,28.130,23.718,29.644,29.410,34.126,28.906,25.834,33.411,26.338,27.431,27.364,29.570,38.990,30.244,22.876,27.896,21.890,24.567,23.068,24.207,30.841,29.849,26.677,25.358,23.360,23.590,25.583,24.165,25.756,21.031,19.486,27.932
54,27.057,24.697,21.131,32.076,167.136,20.699,20.351,22.757,29.549,23.788,26.765,32.256,26.990,26.788,31.697,34.142,28.022,33.223,46.495,25.549,24.947,25.297,19.842,21.051,28.026,24.246,29.138,30.000,34.108,29.007,25.796,33.405,26.647,27.548,27.487,29.786,38.497,29.948,23.205,27.765,21.799,24.615,22.964,24.163,31.038,29.869,26.704,25.284,22.934,23.525,25.653,24.894,25.829,20.823,19.339,27.959
55,27.519,24.490,21.104,31.801,176.590,21.392,20.723,22.745,29.252,23.900,26.882,32.582,27.332,27.169,31.385,34.103,28.017,32.971,46.776,25.424,25.200,25.307,19.886,21.593,28.132,24.133,29.511,30.155,34.075,29.879,25.881,33.615,26.694,27.733,27.254,29.517,38.092,30.029,23.170,27.780,21.814,24.268,23.127,24.195,31.010,29.749,26.360,25.372,23.076,23.529,25.919,24.996,25.791,20.814,19.459,28.250
56,27.466,24.122,21.086,31.465,171.740,21.325,21.037,22.604,29.376,23.878,27.000,32.152,26.996,26.648,31.595,34.204,28.092,32.544,44.881,25.108,24.350,24.693,19.360,21.042,28.058,23.854,29.867,29.293,33.879,29.732,25.787,33.474,26.594,27.353,26.978,29.436,37.277,29.832,23.231,27.712,21.827,24.719,23.064,24.167,31.079,29.863,26.394,25.146,22.939,23.437,25.507,24.488,25.641,20.767,19.464,27.893
57,27.240,24.192,20.978,31.930,167.447,21.217,20.670,22.581,29.305,23.625,27.082,32.491,27.553,26.760,31.408,33.682,28.772,32.071,42.743,25.107,23.682,23.955,19.449,21.271,27.854,23.749,29.059,28.269,33.911,29.794,25.646,33.821,26.944,27.550,27.031,29.445,37.297,29.912,23.187,27.702,22.185,25.243,22.896,23.936,30.733,29.890,26.394,25.175,22.929,23.468,25.112,24.258,25.554,20.775,19.528,27.930
58,27.082,24.177,20.875,31.849,168.635,21.054,20.059,22.468,29.265,23.909,26.259,32.677,27.499,26.676,30.935,33.933,28.389,32.639,40.971,24.700,23.105,23.960,19.294,21.203,27.789,23.666,29.314,27.307,33.705,29.588,25.642,33.231,26.641,27.540,27.110,29.684,37.708,29.589,23.182,27.867,22.381,24.641,22.932,23.753,30.435,29.577,26.542,25.301,22.777,23.637,25.279,24.154,25.711,20.761,19.430,28.143
59,27.208,24.051,20.712,31.968,178.280,21.747,20.840,22.621,29.350,24.587,26.118,33.348,27.336,26.936,31.161,33.875,28.127,34.647,41.364,25.011,23.976,23.639,19.206,21.178,28.306,23.934,29.293,28.032,33.775,29.703,25.694,33.575,26.885,27.665,27.118,29.565,37.436,29.608,22.963,27.725,22.676,24.785,23.004,24.016,30.914,29.780,26.449,24.954,22.594,23.424,25.261,24.271,25.556,20.668,19.403,27.909
