 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56
11,27.681,24.733,23.802,32.853,206.819,19.060,18.580,21.368,28.956,22.081,25.247,31.051,26.990,26.208,27.569,28.316,26.955,27.313,41.827,24.772,23.539,25.520,19.610,22.153,28.055,25.298,28.670,26.647,33.414,38.485,24.613,32.759,25.362,26.361,26.083,28.025,37.323,31.720,21.369,26.161,20.873,23.727,22.375,24.442,30.222,30.165,25.986,25.252,22.503,23.742,24.688,23.169,24.602,21.309,21.455,25.161
12,27.778,24.538,23.849,32.563,211.023,18.651,18.335,21.321,29.212,22.247,24.788,31.209,26.757,26.009,27.235,28.473,27.203,27.238,41.288,24.630,23.363,24.985,19.684,22.390,27.892,25.155,28.718,26.558,33.266,39.208,24.621,32.693,25.153,26.450,26.241,28.062,37.349,31.530,21.487,26.243,20.863,23.668,22.546,24.410,29.914,29.825,26.050,25.014,22.934,23.644,24.593,23.089,24.737,21.406,21.440,25.083
13,27.574,24.522,23.641,32.465,216.019,19.072,18.521,21.394,28.850,22.069,24.671,31.446,26.637,25.794,27.425,28.548,27.643,27.397,41.346,24.746,23.558,24.460,19.515,21.653,27.959,25.061,28.777,26.322,33.430,40.181,24.586,32.651,25.153,26.367,26.452,28.029,37.169,31.592,21.014,26.215,20.729,23.729,22.295,24.590,30.108,29.753,25.800,24.834,22.782,23.417,24.542,23.200,24.685,21.553,21.396,25.221
14,27.716,24.562,23.227,33.028,211.668,18.910,18.638,21.460,28.783,22.291,25.012,31.304,26.715,25.826,27.516,28.460,27.409,27.166,40.274,24.403,23.066,23.931,19.430,21.619,27.665,25.000,28.766,25.979,33.600,39.831,24.591,32.749,25.371,26.460,26.575,28.069,37.800,31.658,20.988,26.166,20.618,23.534,22.382,24.645,30.308,29.560,25.934,24.943,22.802,23.736,24.590,23.228,24.658,21.416,21.553,24.934
15,27.557,24.630,23.278,32.368,207.833,18.958,18.484,21.332,29.243,23.550,25.553,31.089,26.934,25.881,27.535,28.622,26.993,27.595,40.467,24.582,23.387,24.292,19.754,21.424,27.950,24.881,29.074,25.901,33.180,39.055,24.558,32.882,25.309,26.518,25.868,28.030,37.549,31.370,20.991,26.115,20.732,24.410,22.327,24.390,30.194,30.031,26.118,25.100,22.873,23.685,24.676,23.714,24.663,21.416,21.406,25.260
16,27.464,24.567,23.351,31.980,205.159,18.952,18.383,21.521,29.031,23.966,24.976,31.130,26.632,25.893,27.725,28.273,26.993,27.578,40.032,24.603,23.200,24.149,19.423,21.695,27.718,24.887,28.787,26.074,33.314,37.936,24.555,32.785,25.312,26.626,26.535,27.814,36.682,31.415,21.144,26.289,21.058,24.190,22.534,24.347,29.771,29.935,25.911,24.808,22.604,23.664,24.284,23.746,24.668,21.340,21.435,25.103
17,27.456,24.601,23.110,32.179,211.639,19.096,18.489,21.272,28.903,23.331,25.388,31.389,26.810,25.833,27.363,28.434,26.943,27.599,39.077,24.357,22.895,23.931,19.404,21.458,27.518,24.862,28.755,25.643,33.328,37.284,24.624,32.567,25.124,26.669,26.566,28.059,36.877,31.477,21.110,26.247,20.952,24.073,22.526,24.414,30.260,29.869,25.975,25.060,23.025,23.359,24.245,23.414,24.711,21.656,21.508,25.041
18,27.619,24.463,22.959,32.032,212.874,18.940,18.436,21.504,28.885,23.266,24.729,31.127,26.978,25.931,27.139,28.460,26.972,27.486,38.069,24.435,23.171,23.426,19.250,21.636,27.048,25.099,28.979,25.237,33.748,37.059,24.504,33.103,25.368,26.690,26.439,28.159,38.410,31.791,20.873,26.018,21.114,24.114,22.235,24.470,30.416,29.646,25.697,25.032,22.858,23.725,24.079,23.308,24.561,21.351,21.583,24.880
19,27.621,24.395,22.884,32.217,210.476,19.054,18.479,21.598,28.588,23.013,24.776,31.396,26.838,25.943,27.572,28.258,26.900,27.279,37.673,24.106,23.011,23.901,19.412,21.975,26.915,24.674,28.995,25.435,33.626,35.629,24.566,32.803,25.321,26.561,26.456,28.209,38.487,31.416,20.934,26.089,21.108,24.051,22.359,24.502,30.044,29.467,25.813,24.860,22.964,23.671,24.188,23.208,24.660,21.462,21.501,24.940
20,27.604,24.591,22.590,32.221,217.433,18.705,18.734,21.240,29.133,22.925,24.894,31.177,26.696,25.881,27.660,28.594,27.025,27.205,37.189,24.217,23.166,23.366,19.346,21.661,26.911,25.028,28.697,25.488,33.596,34.375,24.627,33.000,25.400,26.569,26.592,28.120,40.051,31.585,21.314,26.197,21.291,24.496,22.522,24.247,30.454,29.838,26.032,25.077,22.838,24.003,24.046,23.620,24.511,21.346,21.553,25.019
21,27.698,24.605,22.680,32.099,215.402,18.819,18.553,21.349,29.283,22.522,25.047,31.047,26.819,26.039,27.442,28.439,27.586,27.198,38.459,24.356,23.532,23.624,19.662,21.788,27.197,24.994,28.931,25.668,33.468,34.616,24.634,32.844,25.247,26.596,26.513,28.315,40.108,31.601,21.133,26.137,21.473,25.524,22.741,24.566,30.584,29.808,26.103,25.192,22.609,24.027,24.068,24.447,24.733,21.384,21.487,24.928
22,27.865,24.832,22.665,32.366,219.617,19.108,18.734,21.285,28.765,22.587,25.094,30.905,26.789,26.027,27.575,28.568,27.334,27.161,40.488,24.630,23.795,24.040,19.945,22.119,27.309,25.276,29.250,26.795,33.670,35.568,24.625,32.710,25.356,26.567,26.671,28.323,40.523,32.066,21.274,26.197,21.563,24.408,22.566,24.641,30.343,29.773,26.091,24.937,22.883,23.810,24.554,23.861,24.439,21.503,21.295,24.965
23,28.120,25.210,22.698,32.588,217.699,18.988,18.590,21.347,29.111,22.281,24.812,31.332,26.732,25.900,27.085,28.480,27.058,26.951,39.211,24.291,23.721,23.644,19.500,21.653,26.963,25.232,28.511,25.901,33.855,36.831,24.781,33.069,25.238,26.620,26.487,28.342,40.759,31.957,21.228,26.189,21.410,24.327,22.853,24.614,30.438,29.859,25.911,24.986,23.147,23.898,24.537,23.529,24.664,21.386,21.465,25.093
24,27.792,25.015,22.441,32.211,218.452,19.006,18.468,21.468,28.836,22.450,25.094,31.136,26.773,25.909,27.399,28.630,27.124,27.003,38.543,24.118,23.137,23.550,19.562,22.297,26.892,24.878,28.697,25.643,33.311,37.568,24.700,32.936,25.397,26.335,26.110,28.087,39.051,31.694,21.334,26.178,21.407,23.924,22.474,24.661,30.251,29.873,25.897,25.009,22.766,23.695,24.365,23.347,24.782,21.237,21.445,24.973
25,28.122,24.857,22.245,32.209,223.181,18.855,18.617,21.349,29.159,23.378,24.624,31.123,26.765,25.845,27.184,28.701,27.079,27.143,42.506,24.823,24.642,25.678,19.717,21.839,28.210,26.229,28.957,27.279,33.400,38.007,24.681,32.938,25.271,26.441,26.390,28.119,38.221,31.834,21.288,26.164,21.205,24.013,22.610,24.331,30.229,29.780,26.027,24.954,22.690,23.644,24.701,23.670,24.680,21.344,21.521,25.151
26,28.110,25.070,22.108,32.020,218.647,19.000,18.559,21.523,29.204,24.219,24.765,30.968,26.702,26.018,27.385,28.439,27.405,27.335,48.195,25.464,27.921,27.812,22.886,21.975,28.739,26.994,28.973,31.625,33.634,39.973,24.571,32.810,25.394,26.618,26.390,28.150,38.815,32.069,21.282,25.964,21.168,23.762,23.000,24.633,29.962,29.979,26.219,24.656,22.883,23.556,25.466,23.501,24.741,21.567,21.605,25.355
27,28.590,25.257,23.933,32.048,219.913,18.837,18.559,21.660,29.544,24.197,25.118,31.028,26.883,26.066,27.388,28.665,27.846,27.846,47.074,25.686,27.153,26.381,23.522,21.644,28.315,26.959,29.638,31.219,33.865,40.432,24.731,33.113,25.353,26.583,26.469,28.145,39.508,31.794,21.337,26.257,20.990,23.808,22.570,24.382,30.302,29.921,26.034,24.785,22.477,23.790,25.279,23.343,24.634,21.571,21.408,25.502
28,31.147,26.412,29.175,31.877,222.406,18.645,19.005,21.804,29.062,24.941,25.271,31.687,27.186,25.996,27.442,28.426,27.445,29.731,47.969,26.455,26.450,25.614,23.312,22.025,29.389,26.782,28.963,31.247,34.553,40.792,24.677,33.449,25.624,26.995,26.623,28.489,39.164,31.765,21.565,26.161,21.990,25.547,22.610,24.474,30.667,31.663,26.330,25.252,23.091,23.749,25.407,23.798,24.654,22.757,21.607,26.225
29,37.095,27.559,30.418,34.083,221.532,19.247,18.771,21.862,29.796,25.069,24.753,31.364,27.098,26.117,27.510,28.348,28.011,30.786,47.661,26.843,25.624,25.317,22.757,22.847,31.498,26.928,29.436,30.887,34.804,42.764,24.664,36.023,31.215,27.746,31.868,31.326,40.282,32.634,21.187,26.373,22.353,28.000,23.781,24.598,30.765,30.914,26.435,25.888,23.675,24.732,25.248,23.683,24.755,22.959,21.556,27.002
30,42.687,28.317,30.784,35.988,223.876,18.904,18.713,22.130,29.571,24.819,25.176,31.639,26.885,25.989,27.320,28.531,27.729,31.205,48.451,27.104,24.926,25.094,21.978,23.102,33.556,26.992,29.346,30.081,35.041,43.208,24.842,37.872,31.874,28.065,34.899,33.710,40.851,33.095,21.242,26.548,22.129,27.965,24.558,24.633,30.778,30.258,26.333,26.074,24.401,24.936,25.656,23.547,24.727,22.812,21.695,27.176
31,45.672,28.650,31.090,35.962,220.388,19.072,18.537,21.921,29.053,23.812,25.153,31.453,27.013,26.139,27.397,28.680,27.330,31.264,47.407,27.147,24.005,24.396,21.235,24.025,33.728,26.566,29.973,29.208,35.127,44.236,24.751,36.710,29.368,27.859,33.224,33.224,41.585,33.537,21.141,26.398,22.114,26.967,24.363,24.657,30.330,29.924,26.282,25.579,24.467,24.756,25.283,23.306,24.759,22.499,21.671,27.045
32,48.942,28.879,31.022,35.751,215.375,19.211,18.564,21.717,29.341,23.372,25.082,31.009,26.953,26.028,27.518,28.503,27.374,30.864,45.060,26.795,23.889,24.064,20.868,24.653,34.111,25.992,29.271,28.244,35.142,43.565,24.661,35.293,27.271,27.502,29.947,31.502,39.795,33.244,21.337,26.238,21.982,25.278,23.526,24.522,30.502,29.911,26.294,25.232,23.822,24.244,25.139,23.395,24.717,22.369,21.567,26.804
33,53.378,29.260,30.965,34.696,219.586,18.994,18.516,21.849,28.765,23.309,25.165,30.826,26.749,25.993,27.419,28.327,27.193,30.372,45.322,26.424,23.800,24.376,20.647,25.585,35.891,26.050,29.218,27.986,34.615,43.535,24.783,34.262,26.394,26.997,28.092,29.973,38.933,32.914,21.297,26.164,21.595,24.529,23.167,24.530,29.994,29.962,26.093,25.229,23.376,24.098,24.927,23.419,24.584,22.913,21.685,26.742
34,56.624,29.394,31.243,34.435,219.668,18.807,18.803,21.626,28.960,23.369,25.588,31.551,26.807,25.874,27.082,28.284,27.260,30.856,47.777,27.240,24.582,24.515,21.103,26.610,38.336,26.312,29.037,29.491,34.836,43.892,24.731,34.090,25.738,27.209,27.338,29.027,39.426,32.382,21.487,26.337,21.811,24.810,22.809,24.351,30.286,29.876,26.036,25.252,22.985,24.078,25.311,23.709,24.665,23.169,21.737,27.225
35,57.141,29.573,31.300,34.392,215.126,18.795,18.750,21.670,29.142,23.306,25.071,31.472,26.788,26.025,26.994,28.277,27.186,30.900,50.499,27.420,25.371,25.050,21.989,27.042,38.499,26.635,29.463,30.537,34.210,44.057,24.787,34.530,25.565,27.332,26.877,29.014,38.149,32.107,21.516,26.375,22.013,24.656,22.797,24.498,30.286,29.859,26.148,25.203,22.934,23.844,25.569,23.534,24.756,23.592,21.551,27.750
36,56.341,29.541,31.108,33.579,212.604,19.072,18.883,21.809,29.080,23.297,25.118,31.453,26.795,26.109,27.351,28.465,26.996,31.229,49.671,27.658,24.450,24.446,21.276,26.610,37.926,26.597,29.771,29.537,34.025,43.913,24.557,33.985,25.650,27.070,26.711,28.470,38.933,32.409,21.219,26.403,22.021,24.618,22.482,24.685,29.952,29.828,25.993,25.117,23.096,23.807,25.350,23.505,24.574,23.561,21.600,27.849
37,56.506,29.409,31.463,34.048,210.250,18.916,18.750,21.557,28.850,23.147,25.271,31.972,26.759,26.057,27.348,28.529,27.045,31.217,47.419,27.165,23.855,24.327,20.574,27.102,38.148,25.599,29.691,28.417,33.639,43.860,24.697,33.638,25.347,26.944,26.662,28.268,37.769,32.076,21.170,26.072,21.869,24.190,22.466,24.653,29.870,29.687,26.114,25.092,22.863,23.627,25.331,23.345,24.630,23.691,21.538,27.686
38,55.640,29.445,31.139,33.447,207.864,19.163,18.968,21.694,29.035,23.628,25.353,32.494,27.016,26.027,27.278,28.723,27.306,33.566,47.026,26.977,24.134,23.881,20.493,26.407,39.338,25.820,29.665,29.042,33.951,44.378,24.639,33.338,25.397,27.107,26.518,28.290,37.933,31.945,21.372,26.243,22.250,24.476,22.522,24.323,30.029,29.656,26.011,24.934,22.919,23.814,25.288,24.286,24.648,23.264,21.722,27.979
39,56.213,29.452,30.967,33.455,209.664,19.114,18.899,21.751,28.779,23.784,25.141,32.266,26.759,25.774,27.326,28.224,27.335,33.685,47.971,27.144,24.276,24.416,21.261,26.797,38.342,26.105,29.660,29.375,34.139,43.700,24.792,33.405,25.232,26.917,26.588,28.192,37.518,32.079,21.210,26.253,22.099,24.251,22.028,24.120,30.254,30.034,25.975,24.911,22.822,23.719,25.307,24.030,24.815,23.336,21.543,27.638
40,56.123,29.558,31.118,32.978,217.357,19.133,19.027,21.664,28.876,23.547,24.635,31.823,26.765,26.103,27.238,28.632,27.111,32.823,48.911,27.081,23.863,24.629,21.456,26.458,37.501,25.997,29.777,29.300,34.207,44.069,24.592,33.234,25.329,26.688,26.412,28.260,37.431,31.722,21.297,26.201,21.782,23.770,22.653,24.398,30.400,29.533,26.087,25.046,23.010,23.647,25.494,23.614,24.624,22.868,21.654,27.605
41,55.655,29.659,31.276,33.215,212.905,19.157,18.899,21.706,29.084,23.122,25.094,31.946,26.994,26.171,27.258,28.271,27.047,31.795,46.271,26.435,23.300,23.906,20.812,27.119,35.921,25.423,29.681,28.067,33.981,44.243,24.566,33.146,25.191,26.679,26.605,28.249,37.749,31.893,21.487,26.184,21.579,23.886,22.410,24.191,30.171,29.811,26.191,24.837,22.883,23.586,25.299,23.267,24.597,22.823,21.481,27.605
42,55.684,29.577,31.355,33.646,208.934,19.072,18.856,21.591,28.867,22.897,24.988,31.443,26.592,26.000,27.397,28.359,26.978,30.870,43.735,25.753,23.074,23.480,20.375,26.695,35.105,25.423,29.404,27.159,33.619,42.760,24.626,33.200,25.068,26.623,26.246,28.281,37.821,31.907,21.303,26.087,21.506,23.666,22.466,24.355,29.778,29.801,26.150,25.026,22.751,23.658,24.988,23.271,24.658,23.210,21.707,27.401
43,55.430,29.394,31.065,33.581,205.635,19.187,18.856,21.389,28.774,22.763,25.094,31.718,26.911,25.817,27.436,28.432,27.053,30.166,42.288,25.006,23.124,23.718,20.018,26.483,35.113,25.315,29.798,26.735,33.522,42.471,24.542,32.926,25.141,26.505,26.158,28.011,37.826,31.672,21.622,26.352,21.239,23.742,22.446,24.566,30.003,29.485,26.114,24.974,22.807,23.715,24.777,23.347,24.756,22.887,21.622,27.469
44,55.958,29.221,31.314,33.121,208.994,18.904,18.894,21.477,29.301,24.125,25.176,31.354,26.848,26.201,27.643,28.673,26.882,30.819,42.962,25.265,23.742,23.837,19.941,26.983,36.028,25.450,29.420,27.205,33.578,42.945,24.745,33.002,25.579,26.717,26.412,28.110,38.138,31.470,21.401,26.278,21.685,25.187,22.514,24.339,30.149,29.454,26.011,24.834,22.660,23.695,24.869,24.106,24.778,23.012,21.477,27.541
45,55.481,29.132,31.090,32.869,216.076,19.235,18.814,21.540,28.814,24.384,25.200,31.617,26.841,26.014,27.314,28.312,26.747,30.519,44.227,25.504,24.611,23.738,20.996,26.915,36.528,25.489,29.431,28.481,33.917,43.199,24.686,32.834,25.412,26.971,26.618,28.212,37.933,31.594,21.683,26.253,21.862,25.061,22.781,24.474,29.838,29.735,26.125,24.819,22.766,23.858,25.036,24.080,24.714,23.229,21.641,27.452
46,53.916,28.816,30.718,33.312,211.891,19.163,18.771,21.709,29.018,23.825,25.035,31.472,26.947,25.986,27.227,28.303,26.846,30.387,45.294,25.697,25.476,23.728,22.125,26.254,35.803,25.953,29.840,29.912,33.721,43.652,24.679,33.107,25.094,26.823,26.496,28.006,37.938,31.851,21.741,26.214,21.685,24.446,22.375,24.406,30.156,29.729,26.472,24.946,23.112,23.569,25.337,23.751,24.712,22.786,21.659,27.587
47,52.861,28.634,31.033,33.185,209.132,19.217,18.878,21.302,29.000,23.381,24.518,31.465,26.901,25.836,27.297,28.323,26.853,29.661,43.625,25.330,24.332,23.876,21.224,26.068,35.078,25.262,29.176,28.650,33.717,42.936,24.649,32.762,25.232,26.893,26.478,28.033,37.810,31.912,21.239,26.304,21.580,24.309,22.542,24.502,30.143,29.378,26.062,24.940,22.868,23.756,25.040,23.336,24.629,22.435,21.546,27.475
48,51.379,28.469,30.978,32.551,217.581,19.175,18.638,21.540,28.748,23.019,24.988,31.475,26.680,25.778,27.416,28.568,26.950,29.349,41.857,25.003,23.805,23.495,20.460,25.856,35.306,25.224,29.255,27.527,33.366,44.503,24.627,33.043,25.241,26.607,26.522,28.270,37.574,31.694,21.202,26.301,21.768,24.175,22.594,24.207,30.283,30.093,25.927,24.679,22.680,23.434,24.855,23.289,24.717,21.971,21.580,27.287
49,50.988,28.025,30.780,32.378,217.598,18.982,18.590,21.581,29.004,23.034,25.435,31.509,26.773,25.918,27.416,28.419,26.866,29.004,40.591,24.752,23.508,23.411,20.191,25.398,34.559,25.116,29.351,27.007,33.368,45.302,24.627,32.764,25.235,26.511,26.175,28.024,36.344,31.573,21.075,26.186,21.497,23.732,22.641,24.143,30.352,29.763,26.073,24.636,22.904,23.546,24.481,23.336,24.832,22.159,21.344,27.072
50,49.681,27.954,30.869,32.412,213.186,18.994,18.793,21.598,29.372,22.869,24.941,31.576,26.871,25.781,27.176,28.641,27.000,28.773,44.083,25.001,24.989,25.327,19.798,25.585,34.908,26.199,29.601,28.339,33.667,45.691,24.721,33.030,25.015,26.521,26.149,28.167,36.062,31.563,21.133,26.173,21.409,23.666,22.466,24.343,30.105,29.746,25.975,25.017,22.812,23.790,25.253,23.492,24.566,21.963,21.607,27.240
51,48.491,27.289,30.576,32.042,216.089,19.012,18.723,21.483,29.150,24.131,25.235,31.940,26.864,25.956,27.326,28.361,27.515,29.587,44.904,25.292,24.403,25.228,19.688,24.941,34.504,26.268,29.617,27.696,33.924,45.076,24.711,33.052,25.335,26.438,26.425,27.905,35.349,31.459,21.242,26.247,21.541,24.152,22.546,24.398,30.168,29.986,26.144,24.728,22.959,23.786,25.012,23.638,24.599,21.802,21.524,26.961
52,46.187,26.917,30.788,32.042,221.348,19.024,18.633,21.564,28.867,23.591,24.729,31.642,26.791,26.011,27.363,28.439,27.217,29.246,43.195,25.042,23.587,24.663,19.754,24.737,33.444,25.616,29.537,27.170,33.793,44.707,24.681,33.105,25.129,26.570,26.443,27.848,34.841,31.547,21.487,26.049,21.270,23.757,22.677,24.506,30.127,29.924,26.159,24.739,23.122,23.424,25.003,23.521,24.530,21.588,21.551,26.909
53,44.001,26.136,30.324,32.028,216.899,18.928,18.436,21.596,28.885,23.125,25.424,31.446,26.770,25.802,27.278,28.563,27.303,28.761,41.268,24.710,23.447,24.178,19.805,24.644,32.413,25.022,29.106,26.350,33.611,44.302,24.527,32.902,25.218,26.639,26.241,27.937,34.790,31.292,21.153,25.998,21.163,23.770,22.267,24.143,30.086,29.684,25.708,24.777,22.843,23.810,24.721,23.503,24.766,21.662,21.570,26.568
54,42.254,25.659,30.337,31.726,213.268,18.837,18.340,21.323,28.925,23.075,25.071,31.465,26.933,26.002,27.337,28.462,27.111,28.266,40.039,24.545,23.239,23.376,19.728,24.229,32.234,24.903,29.202,25.887,33.314,43.309,24.642,32.839,25.376,26.318,26.469,28.161,34.903,31.447,20.761,26.219,20.993,23.701,22.335,24.283,30.156,29.725,25.749,24.802,22.817,23.512,24.426,23.332,24.620,21.507,21.506,26.407
55,40.544,25.768,30.059,31.982,214.800,19.012,18.356,21.334,28.956,22.800,24.671,31.497,26.673,25.902,27.499,28.632,26.726,28.320,39.274,24.465,22.984,23.307,19.471,23.449,31.404,24.975,28.926,25.654,33.467,42.272,24.644,32.993,25.226,26.393,26.632,28.261,36.831,31.442,21.110,26.303,21.066,24.142,22.502,24.430,30.130,29.316,26.055,24.963,22.985,23.725,24.370,23.219,24.664,21.495,21.538,26.083
56,39.102,25.722,29.806,32.461,222.027,18.819,18.420,21.519,28.655,22.550,24.647,32.123,26.794,25.838,27.263,28.370,26.935,28.044,39.979,24.584,23.813,24.139,19.710,23.814,31.047,25.514,29.176,26.399,33.481,41.270,24.638,32.867,25.091,26.837,26.189,28.175,38.087,31.537,21.012,26.102,21.293,24.696,22.749,24.203,30.276,30.041,26.032,25.020,22.756,23.614,24.451,23.629,24.761,21.505,21.378,26.118
57,37.714,25.822,29.333,32.113,217.336,18.741,18.543,21.674,28.916,23.209,25.259,31.953,26.770,25.779,27.357,28.346,27.339,28.081,42.025,24.900,25.089,25.416,19.860,23.500,31.156,25.809,29.468,27.060,33.669,42.201,24.535,32.867,25.432,26.875,26.417,28.084,38.021,31.639,21.256,26.215,21.387,24.433,22.378,24.546,30.308,29.715,25.831,24.756,22.792,23.753,24.831,23.607,24.785,21.416,21.577,26.120
58,36.595,25.768,29.373,32.175,217.268,19.102,18.707,21.613,28.721,23.837,25.188,31.639,26.687,26.020,27.380,28.619,27.448,28.207,45.680,25.395,25.553,26.446,23.022,23.254,31.481,26.257,29.484,29.883,33.960,41.993,24.611,32.941,25.250,26.804,26.636,28.287,38.359,31.874,21.259,26.291,21.584,24.243,22.502,24.363,30.117,29.643,25.875,24.960,22.853,23.627,25.124,23.629,24.728,21.513,21.605,26.213
59,35.712,25.145,29.316,32.288,222.353,18.843,18.612,21.609,29.137,23.528,25.306,31.766,26.792,25.687,27.272,28.318,27.184,28.217,48.470,26.033,25.458,26.762,23.320,23.042,31.138,26.660,29.521,30.678,34.868,42.291,24.587,32.830,25.353,26.813,26.057,28.164,37.462,31.969,21.487,26.164,21.398,24.218,22.602,24.319,30.410,29.849,25.904,25.155,23.036,23.580,25.707,23.581,24.838,21.501,21.513,26.351
