 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36
11,87.142,35.573,38.286,50.259,24.439,23.214,60.245,21.376,33.531,30.567,27.096,24.305,17.986,21.651,18.435,22.042,93.844,33.188,22.507,19.876,21.468,19.982,21.433,21.680,23.600,21.450,19.600,16.780,16.441,18.179,22.504,20.209,15.580,14.986,16.786,66.509
12,82.473,36.464,38.425,50.547,24.578,23.589,58.734,21.692,33.052,30.584,26.779,23.894,18.175,21.177,18.463,21.697,91.582,33.181,22.214,19.834,21.183,19.587,21.514,22.268,23.655,21.364,19.335,16.982,16.216,17.977,21.897,20.169,15.670,14.973,16.799,61.779
13,79.015,34.843,37.242,49.217,24.345,22.870,56.515,21.429,32.386,29.842,25.975,23.447,17.776,20.955,18.321,21.229,89.482,31.246,22.201,19.535,20.931,19.452,21.030,21.778,23.270,21.444,19.683,16.858,16.361,17.860,21.750,19.937,15.564,14.930,16.704,63.315
14,83.764,34.911,36.868,48.883,24.380,22.846,55.487,21.622,32.928,29.585,25.884,23.695,17.734,20.614,18.207,21.545,89.649,30.211,22.372,19.637,20.779,19.404,20.843,21.892,23.421,21.269,19.516,16.656,16.216,18.399,22.444,20.091,15.635,14.944,16.845,61.820
15,84.496,34.225,36.852,48.473,24.360,22.940,54.327,21.540,33.101,29.342,25.548,23.898,17.552,20.484,18.187,21.613,89.013,29.550,22.237,19.553,20.574,19.379,20.890,21.855,23.464,21.388,19.442,16.790,16.309,19.065,22.966,20.070,15.578,15.012,16.752,60.725
16,86.945,35.416,37.665,48.670,24.475,23.179,53.305,21.566,34.200,29.172,26.302,25.144,17.734,20.135,18.034,22.512,92.491,29.951,22.326,19.755,20.657,19.000,20.708,22.190,23.561,21.460,19.241,16.744,16.179,19.578,23.453,20.066,15.645,14.992,16.760,57.255
17,85.969,35.004,37.794,48.265,24.350,23.153,52.184,21.631,34.404,29.052,25.656,24.874,17.739,19.962,18.065,22.207,93.650,29.413,22.218,19.767,20.498,18.644,20.774,22.020,23.679,21.235,19.283,16.770,16.200,18.995,23.362,20.201,15.538,15.031,16.875,56.399
18,82.718,34.553,37.511,48.263,24.319,23.055,50.110,21.571,34.522,28.675,25.759,24.535,17.809,19.904,18.029,22.204,92.332,29.100,22.388,19.639,20.508,18.756,20.736,22.246,23.496,21.382,19.423,16.754,16.058,18.681,22.754,19.968,15.595,15.006,16.819,56.293
19,77.760,34.153,36.891,47.704,24.286,23.002,49.004,21.509,34.158,28.435,25.884,24.455,17.622,19.830,18.066,22.136,89.884,29.005,22.277,19.715,20.281,18.621,20.564,22.128,23.506,21.287,19.319,16.818,16.276,18.422,22.069,19.983,15.576,15.008,16.769,55.270
20,74.488,34.047,36.748,47.369,24.278,22.923,47.777,21.416,33.541,28.125,25.460,24.703,17.578,19.686,18.020,22.341,87.013,27.935,22.309,19.560,20.015,18.441,20.536,22.227,23.336,21.382,19.226,16.624,16.127,18.316,21.621,19.943,15.486,14.965,16.827,54.372
21,80.534,34.565,37.379,46.878,24.173,22.933,47.143,21.606,33.686,28.094,25.015,24.925,17.529,19.555,18.014,22.530,87.828,28.023,22.246,19.662,19.839,18.402,20.347,22.204,23.485,21.432,19.157,16.832,16.186,18.707,22.746,19.939,15.663,14.921,16.719,53.059
22,96.747,42.478,40.030,49.318,24.269,23.763,63.065,24.077,34.792,30.208,27.776,28.884,17.569,23.861,20.674,24.455,94.299,28.390,22.191,19.828,20.026,18.363,20.742,22.167,23.693,21.367,19.128,16.804,16.138,20.464,28.832,20.538,15.549,15.021,16.821,52.761
23,108.244,46.596,43.586,50.345,24.331,24.574,72.416,25.301,36.158,33.980,31.223,32.667,17.751,28.203,23.005,26.998,101.308,31.288,22.207,20.103,20.219,18.331,21.515,22.246,23.501,21.527,19.216,16.942,16.189,21.368,31.905,20.706,15.552,14.950,16.782,52.300
24,103.219,45.004,43.245,49.746,24.307,24.268,69.799,24.522,35.560,33.809,31.417,31.289,17.697,27.064,22.182,26.165,98.790,31.005,22.329,19.927,20.126,18.279,21.347,22.232,23.544,21.307,19.365,16.878,16.226,20.448,28.754,20.369,15.556,15.093,16.728,51.709
25,103.912,43.274,42.587,48.693,24.315,23.788,66.416,23.662,35.419,33.527,30.681,30.033,17.676,25.486,21.355,25.723,98.382,30.000,22.277,19.960,19.992,18.043,21.276,22.397,23.325,21.460,19.180,16.912,16.075,20.124,27.177,20.278,15.571,14.954,16.713,50.975
26,97.970,39.709,41.224,47.504,24.219,23.208,61.641,22.958,34.887,32.365,29.772,28.492,17.585,24.339,20.564,25.798,95.821,28.534,22.063,19.430,19.961,18.119,21.031,22.015,23.195,21.372,19.482,16.724,16.167,19.557,25.310,20.081,15.508,15.075,16.734,53.016
27,91.702,38.561,40.975,46.801,24.202,22.823,59.227,22.730,33.910,31.526,28.634,27.108,17.522,23.217,19.929,25.198,92.145,27.768,22.099,19.478,19.789,18.105,20.708,21.882,23.176,21.450,19.463,16.856,16.247,18.992,24.034,19.616,15.567,15.005,16.687,52.831
28,86.281,37.249,40.459,46.058,24.069,22.844,56.565,22.294,33.124,30.228,27.415,25.634,17.615,22.500,19.411,24.690,89.366,27.497,22.288,19.491,19.647,18.005,20.786,21.665,23.128,21.300,19.273,16.840,16.295,18.539,22.832,19.421,15.527,15.020,16.709,52.261
29,80.789,36.402,40.115,45.876,24.194,24.353,54.424,22.144,32.420,29.584,26.336,24.801,17.557,22.042,19.267,24.213,86.101,42.081,28.117,20.019,20.071,18.815,22.353,21.929,23.490,21.300,19.512,17.606,16.354,18.339,22.379,19.291,16.022,15.217,16.775,72.099
30,76.345,35.594,39.298,45.432,24.127,25.348,52.221,21.690,31.329,29.453,25.140,23.638,17.396,21.307,18.778,23.574,83.690,49.854,29.376,19.973,20.849,19.139,23.533,21.862,23.529,21.124,19.480,18.254,16.505,18.031,21.591,19.168,16.227,15.266,16.782,103.982
31,72.727,34.489,38.915,45.155,24.134,25.048,50.158,21.586,31.008,28.629,24.253,22.644,17.298,21.039,18.584,22.767,81.098,48.626,27.396,20.017,21.078,19.281,23.960,21.749,23.524,21.300,19.356,18.154,16.617,17.819,21.241,18.876,16.413,15.311,16.933,104.291
32,69.247,34.437,38.208,44.641,24.137,24.626,49.132,21.739,30.259,27.767,23.445,22.171,17.378,20.694,18.443,22.259,78.674,46.341,26.700,19.933,21.127,19.450,23.814,21.892,23.680,21.532,19.367,17.912,16.606,17.547,20.845,18.836,16.293,15.293,16.782,99.736
33,66.215,34.204,37.907,44.422,24.111,24.306,47.210,21.788,29.605,27.149,22.929,21.557,17.317,20.465,18.406,21.684,76.676,43.854,25.914,19.943,20.871,19.505,23.530,21.586,23.668,21.279,19.382,17.476,16.511,17.490,21.129,18.832,16.274,15.313,16.907,99.223
34,63.203,33.680,37.379,44.084,24.108,23.706,46.437,21.650,28.791,26.433,22.197,21.181,17.429,20.216,18.260,21.270,74.928,41.132,24.689,19.987,20.981,19.530,22.991,21.764,23.622,21.282,19.451,17.392,16.505,17.637,21.017,18.694,16.122,15.217,16.669,93.493
35,60.959,33.186,36.958,43.633,24.001,23.505,44.677,21.445,28.357,25.910,21.968,21.152,17.301,20.020,18.207,20.976,72.984,38.302,24.349,19.822,21.131,19.991,22.891,21.828,23.696,21.212,19.344,17.286,16.519,17.386,20.694,18.585,16.026,15.218,16.760,88.890
36,58.678,32.860,36.665,43.310,23.968,23.668,43.703,21.274,27.530,25.208,21.612,20.831,17.135,19.702,18.151,20.848,71.458,38.701,25.313,19.830,21.180,20.187,22.852,21.621,23.487,21.364,19.535,17.110,16.364,17.466,20.612,18.618,15.803,15.202,16.784,89.885
37,56.771,32.895,36.441,43.088,23.835,23.280,42.881,21.558,27.196,24.746,21.376,20.673,17.161,19.688,18.063,20.741,69.909,37.559,24.451,19.686,21.182,20.041,22.355,21.773,23.417,21.124,19.407,17.070,16.429,17.404,20.711,18.582,15.808,15.079,16.732,90.291
38,55.651,32.540,36.254,42.604,24.131,23.082,41.963,21.513,26.564,24.497,21.044,20.469,17.317,19.559,18.012,20.488,68.694,35.682,23.703,19.694,20.919,19.799,22.039,21.746,23.556,21.041,19.474,16.990,16.292,17.244,20.582,18.448,15.702,15.029,16.739,89.300
39,53.961,32.476,35.801,42.471,24.086,22.930,41.139,21.316,26.105,24.056,20.968,20.780,17.289,19.491,18.014,20.391,67.520,33.963,23.306,19.503,20.747,19.368,21.864,21.626,23.284,21.406,19.321,16.952,16.354,17.420,20.552,18.550,15.851,15.070,16.875,85.043
40,52.573,32.249,35.811,41.922,23.987,22.912,40.645,21.502,25.928,23.541,20.870,20.567,17.259,19.395,18.080,20.297,65.763,32.367,22.874,19.501,20.478,19.322,21.431,21.692,23.274,21.424,19.472,16.848,16.306,17.342,20.332,18.635,15.656,15.075,16.711,80.845
41,50.993,31.948,35.436,41.493,23.853,22.738,40.119,21.314,25.370,23.400,20.717,20.549,17.159,19.266,18.065,20.081,64.859,31.633,22.754,19.371,20.219,18.998,21.217,21.911,23.417,21.302,19.346,16.800,16.365,17.427,20.483,18.509,15.532,15.069,16.732,77.079
42,50.095,32.029,35.245,41.323,23.928,22.880,39.593,21.427,24.974,23.112,20.752,20.360,17.119,19.342,17.929,20.288,63.600,30.545,22.779,19.465,20.096,18.893,21.145,21.751,23.385,21.344,19.455,16.880,16.272,17.272,20.250,18.579,15.554,15.029,16.739,74.378
43,49.233,31.740,35.212,41.310,24.039,22.670,38.989,21.352,24.549,22.865,20.654,20.390,17.235,19.150,17.883,20.178,62.755,29.787,22.478,19.564,19.971,18.854,20.973,21.869,23.364,21.380,19.396,16.812,16.117,17.324,20.711,18.386,15.516,15.032,16.709,71.743
44,48.107,31.699,35.086,40.918,24.105,22.554,38.645,21.383,24.306,22.640,20.577,20.317,17.261,19.135,17.935,19.901,61.683,29.035,22.347,19.365,20.003,18.751,20.886,21.687,23.206,21.194,19.270,16.766,16.260,17.492,20.134,18.442,15.564,15.060,16.680,69.872
45,47.506,31.796,35.160,40.604,23.791,22.691,38.229,21.522,24.013,22.567,20.533,20.337,17.322,19.107,17.861,20.046,61.143,29.364,22.275,19.386,19.952,18.580,20.836,21.527,23.307,21.266,19.369,16.782,16.234,17.290,20.427,18.556,15.499,14.974,16.635,67.892
46,46.829,31.994,34.931,40.584,23.979,23.365,37.721,21.403,23.626,22.293,20.599,20.167,17.333,19.006,18.014,20.009,60.129,32.427,22.403,19.709,19.908,18.568,21.416,21.766,23.195,21.116,19.375,17.114,16.269,17.456,20.470,18.423,15.584,14.992,16.749,65.646
47,46.025,31.375,34.743,40.228,23.978,23.050,37.141,21.341,23.491,22.084,20.560,20.388,17.112,19.078,18.095,19.844,59.449,31.517,22.198,19.658,20.100,18.379,21.390,21.756,23.426,21.145,19.352,16.934,16.261,17.365,20.323,18.554,15.501,15.084,16.825,64.347
48,45.335,32.136,35.411,41.367,24.016,23.210,37.805,21.631,23.585,21.962,20.720,20.309,17.436,19.016,18.025,20.000,58.801,31.601,22.433,19.929,19.975,18.352,21.419,22.015,23.188,21.168,19.423,16.794,16.194,17.415,20.582,18.411,15.396,14.966,16.769,60.998
49,44.727,32.012,35.328,40.639,23.916,23.248,37.260,21.553,23.174,22.093,20.454,20.323,17.291,19.070,17.876,19.989,58.043,30.784,22.478,19.751,19.836,18.180,21.209,22.106,23.211,21.264,19.237,16.808,16.248,17.541,20.582,18.553,15.501,15.018,16.875,59.935
50,44.126,31.334,34.471,39.869,24.118,22.707,36.171,21.487,22.578,21.672,20.337,20.236,17.191,19.022,17.832,19.938,57.089,28.891,22.189,19.503,19.712,18.365,20.913,21.611,23.146,21.269,19.218,16.810,16.298,17.301,20.418,18.565,15.619,15.041,16.732,61.063
51,43.920,31.338,34.653,39.624,24.042,22.822,36.087,21.330,22.507,21.661,20.553,20.323,17.193,19.044,17.927,19.673,56.404,28.121,22.122,19.423,19.560,18.201,20.759,21.786,23.071,21.351,19.195,16.700,16.321,17.497,20.483,18.549,15.580,15.044,16.838,60.135
52,43.438,31.313,34.564,39.414,23.824,22.731,35.959,21.268,22.195,21.704,20.401,20.236,17.254,18.973,17.878,19.899,55.775,27.777,22.209,19.388,19.420,18.128,20.583,21.865,23.181,21.307,19.413,16.756,16.050,17.329,20.457,18.549,15.591,15.014,16.691,58.707
53,42.956,31.491,34.444,39.230,23.913,22.773,35.619,21.460,21.997,21.653,20.497,20.236,17.219,19.005,17.902,19.938,55.183,29.775,23.374,19.541,19.405,17.977,20.887,21.759,23.101,21.090,19.407,16.814,16.196,17.619,20.552,18.526,15.663,15.037,16.741,59.892
54,42.753,31.313,34.510,38.936,24.101,24.109,35.589,21.383,21.765,21.371,20.312,20.337,17.086,18.874,17.959,19.811,54.899,58.367,29.336,20.291,20.293,18.454,22.009,21.813,23.389,21.341,19.405,17.908,16.537,17.516,20.302,18.460,16.157,15.452,16.736,87.511
55,42.197,30.992,34.591,38.755,24.060,24.133,35.292,21.305,21.374,21.371,20.427,20.116,17.322,18.960,17.929,19.829,54.038,63.821,28.191,20.434,20.902,18.468,22.378,21.626,23.426,21.160,19.392,18.330,16.647,17.580,20.457,18.557,16.273,15.573,16.778,104.507
56,41.874,31.111,34.289,38.487,24.159,23.890,35.106,21.562,21.288,21.353,20.420,20.104,17.042,18.938,17.854,19.756,54.062,60.566,26.390,20.325,21.224,19.084,22.598,21.776,23.275,21.344,19.377,18.154,16.611,17.368,20.414,18.595,16.227,15.519,16.832,100.552
57,41.692,31.256,34.275,38.434,24.022,23.588,35.281,21.188,21.225,21.245,20.315,20.159,17.163,18.967,17.772,19.778,53.514,57.058,25.090,20.069,21.291,19.183,22.497,21.675,23.238,21.447,19.474,17.792,16.644,17.482,20.237,18.417,16.114,15.353,16.886,94.016
58,41.499,30.984,34.367,38.454,24.030,23.621,34.933,21.418,20.911,21.172,20.386,20.185,17.140,18.913,17.952,19.791,52.853,52.835,24.108,19.891,21.028,18.973,22.166,21.761,23.265,21.351,19.419,17.546,16.532,17.412,20.237,18.533,15.976,15.284,16.732,87.779
59,41.328,30.839,34.268,37.796,23.961,23.519,34.771,21.305,20.771,21.111,20.187,20.337,17.310,18.865,17.817,19.804,52.355,48.478,23.541,20.205,21.025,18.811,22.366,21.778,23.384,21.248,19.331,17.508,16.473,17.396,20.190,18.467,15.943,15.148,16.894,83.054
60,41.091,30.967,34.104,37.338,23.999,23.254,34.613,21.303,20.509,21.082,20.295,20.268,17.196,18.839,17.728,19.738,52.163,45.204,23.158,19.985,20.813,18.728,22.166,21.894,23.112,21.222,19.369,17.410,16.370,17.345,20.142,18.460,15.775,15.133,16.752,78.971
61,40.711,31.188,34.164,37.146,23.968,23.655,34.452,21.268,20.519,21.096,20.300,20.140,17.079,18.914,17.873,19.701,51.928,43.998,22.858,20.015,20.747,18.454,22.276,21.756,23.144,21.302,19.298,17.246,16.343,17.301,20.444,18.454,15.808,15.105,16.842,75.581
62,40.672,31.004,34.143,37.007,24.026,24.074,34.613,21.414,20.398,21.147,20.248,20.175,17.149,18.882,17.903,19.607,51.214,44.682,22.804,20.088,20.975,18.498,23.252,21.791,23.151,21.328,19.407,17.536,16.513,17.438,20.241,18.604,15.602,15.223,16.853,72.712
63,40.528,30.930,34.116,37.292,23.939,23.755,34.645,21.358,20.219,21.096,20.388,20.256,17.145,18.853,17.944,19.648,50.935,43.559,22.523,20.140,20.907,18.498,23.320,21.840,23.144,21.284,19.291,17.424,16.439,17.459,20.323,18.536,15.624,15.246,16.773,70.536
64,40.439,30.897,34.245,37.018,24.104,23.645,34.063,21.454,20.201,20.938,20.390,20.224,17.198,18.798,17.879,19.851,50.572,40.958,22.538,19.922,20.811,18.217,22.703,21.786,23.250,21.460,19.312,17.264,16.378,17.402,20.207,18.529,15.674,15.075,16.750,68.176
65,40.037,30.913,34.268,36.460,24.045,23.244,34.152,21.387,20.192,21.005,20.401,20.150,17.124,18.868,17.739,19.758,50.413,38.831,22.561,19.715,20.632,18.215,22.195,21.781,23.286,21.173,19.356,17.122,16.338,17.466,20.263,18.492,15.545,15.009,16.762,66.570
66,39.984,30.973,33.734,36.485,24.054,23.418,34.080,21.467,19.858,20.992,20.234,20.120,17.301,18.812,17.958,19.982,50.187,38.051,22.446,19.753,20.412,18.205,22.125,21.904,23.199,21.072,19.314,17.152,16.383,17.376,20.103,18.512,15.540,14.980,16.857,65.453
67,39.859,30.738,33.961,35.982,23.974,23.359,34.097,21.535,19.752,20.857,20.253,20.272,17.184,18.782,17.766,19.752,49.670,38.847,22.272,20.004,20.434,18.116,22.392,21.855,23.288,21.313,19.438,17.020,16.221,17.368,20.185,18.439,15.611,15.079,16.732,63.667
68,39.700,30.831,33.986,35.785,24.006,23.288,33.968,21.338,19.556,20.985,20.229,20.124,17.210,19.013,17.881,19.734,49.692,37.541,22.284,19.803,20.250,18.048,22.063,21.633,23.259,21.266,19.398,17.024,16.330,17.360,20.366,18.467,15.586,15.176,16.819,62.095
69,39.683,30.590,33.869,35.697,24.049,23.501,34.089,21.383,19.662,20.926,20.305,20.260,17.112,18.816,17.851,19.809,49.420,37.898,22.279,19.933,20.116,17.804,22.242,21.732,23.091,21.318,19.224,17.102,16.340,17.417,20.366,18.612,15.431,15.105,16.676,61.074
70,39.681,30.757,34.007,35.252,24.064,23.284,33.699,21.277,19.465,20.851,20.312,20.161,17.168,18.738,17.781,19.811,49.158,36.527,22.110,19.807,20.137,18.062,22.017,21.712,23.352,21.129,19.338,16.962,16.317,17.505,20.129,18.512,15.591,15.145,16.719,60.345
71,39.314,31.118,33.748,35.119,24.021,23.088,33.961,21.268,19.510,20.912,20.185,20.242,17.070,18.867,17.730,19.679,48.835,35.819,22.232,19.719,19.885,17.973,21.882,21.833,23.261,21.147,19.333,17.044,16.282,17.415,20.534,18.553,15.600,15.070,16.704,59.101
72,39.499,30.713,33.945,34.728,23.976,23.330,33.649,21.367,19.427,20.874,20.216,20.417,17.091,18.937,17.905,19.851,48.690,35.954,22.223,20.048,19.890,17.797,22.101,21.776,23.224,21.116,19.482,17.016,16.321,17.345,20.461,18.471,15.611,15.003,16.795,58.340
73,39.123,30.804,33.691,34.651,23.967,23.169,33.773,21.281,19.425,20.783,20.285,20.222,17.110,18.845,17.779,19.778,48.531,34.673,22.180,19.966,19.836,17.719,22.075,21.554,23.288,21.341,19.302,17.024,16.321,17.386,20.328,18.487,15.541,15.040,16.834,57.372
74,39.179,30.734,33.815,34.630,24.393,23.438,33.584,21.365,19.180,20.868,20.371,20.081,17.249,18.837,17.908,19.607,48.639,33.856,22.099,20.117,20.008,17.728,22.176,21.842,23.320,21.183,19.241,17.074,16.319,17.399,20.397,18.590,15.615,14.977,16.866,56.644
75,38.975,30.761,33.760,34.356,26.078,23.219,33.589,21.374,19.425,20.863,20.174,20.413,17.186,18.830,17.820,19.916,48.082,32.907,22.171,19.788,19.828,17.838,21.818,21.729,23.247,21.320,19.379,17.002,16.157,17.404,20.276,18.571,15.586,15.081,16.717,55.541
76,38.883,30.635,33.730,34.303,27.038,23.180,33.641,21.376,19.195,20.809,20.263,20.185,17.266,18.800,17.935,19.631,47.877,31.520,22.201,19.765,19.927,17.763,21.787,21.670,23.439,21.429,19.413,16.876,16.237,17.482,20.172,18.397,15.532,14.954,16.769,54.770
77,38.785,30.948,34.164,33.838,28.019,23.340,33.816,21.387,19.298,20.764,20.314,20.209,17.270,18.703,17.713,19.780,47.707,32.058,22.047,19.916,19.661,17.623,21.750,21.783,23.311,21.222,19.434,16.840,16.277,17.345,20.522,18.399,15.630,14.998,16.851,54.500
78,38.564,30.660,34.335,33.714,28.862,23.367,33.485,21.387,19.187,20.664,20.307,20.163,17.280,18.889,17.907,19.763,47.940,32.304,22.129,19.830,19.740,17.751,21.705,21.690,23.321,21.473,19.400,16.982,16.234,17.404,20.233,18.452,15.455,14.992,16.795,53.721
79,38.837,30.604,34.340,33.595,28.872,23.305,33.550,21.281,19.014,20.816,20.248,20.195,17.200,18.783,17.810,19.765,47.315,31.995,22.144,19.878,19.767,17.575,21.693,21.914,23.279,21.212,19.216,16.832,16.264,17.492,20.409,18.483,15.593,15.027,16.823,52.887
80,38.741,30.643,34.231,33.560,29.647,23.447,33.641,21.327,18.971,20.693,20.349,20.142,17.282,18.862,17.844,19.690,47.486,32.868,22.128,19.935,19.770,17.603,21.840,21.663,23.311,21.434,19.338,16.994,16.234,17.370,20.224,18.528,15.475,14.954,16.778,52.572
81,38.476,30.577,34.049,33.365,29.662,23.324,33.530,21.407,18.998,20.695,20.378,20.163,17.273,18.779,17.907,19.804,47.312,31.865,22.290,19.832,19.760,17.523,21.664,21.867,23.302,21.251,19.252,16.856,16.256,17.282,20.336,18.460,15.490,15.128,16.765,52.104
82,38.577,30.880,33.991,33.201,28.885,23.266,33.608,21.308,19.000,20.796,20.236,20.035,17.182,18.769,17.932,19.677,47.043,30.956,22.144,19.818,19.719,17.658,21.654,21.623,23.320,21.279,19.434,16.792,16.377,17.355,20.453,18.528,15.486,15.061,16.788,51.694
83,38.392,30.660,33.996,33.097,28.204,23.057,33.392,21.272,18.931,20.619,20.320,20.219,17.082,18.860,17.796,19.699,47.049,30.028,22.182,19.696,19.654,17.664,21.322,21.690,23.067,21.408,19.356,16.782,16.300,17.337,20.375,18.464,15.571,15.047,16.764,51.450
84,38.381,30.639,33.963,32.734,27.691,23.033,33.353,21.593,18.903,20.657,20.239,20.159,17.145,18.838,17.966,19.818,46.971,29.116,22.036,19.560,19.381,17.621,20.965,21.754,23.309,21.251,19.254,16.914,16.330,17.285,20.315,18.530,15.604,14.947,16.821,51.182
85,38.508,30.775,34.088,32.626,27.901,22.948,33.275,21.436,19.021,20.751,20.285,20.211,17.324,18.783,17.830,19.615,46.837,28.608,22.164,19.593,19.310,17.699,21.005,21.677,23.337,21.403,19.409,16.718,16.311,17.259,20.384,18.406,15.587,14.965,16.754,51.007
86,38.231,30.827,33.940,32.584,27.713,22.940,33.236,21.414,18.776,20.708,20.167,20.217,17.256,18.755,17.762,19.675,46.652,27.916,22.275,19.541,19.271,17.689,20.868,21.778,23.286,21.078,19.321,16.660,16.245,17.497,20.375,18.369,15.604,15.072,16.864,50.218
87,38.308,31.027,33.885,32.500,27.914,22.885,33.465,21.440,18.718,20.647,20.292,20.140,17.263,18.784,17.778,19.602,46.534,27.531,22.162,19.488,19.238,17.518,20.627,21.835,23.291,21.233,19.279,16.764,16.274,17.378,20.388,18.458,15.571,14.954,16.737,50.230
88,38.131,31.148,34.099,32.431,27.763,22.816,33.149,21.456,18.692,20.609,20.238,20.118,17.126,18.868,17.868,19.716,46.266,27.585,22.392,19.361,19.319,17.689,20.778,21.828,23.153,21.416,19.229,16.714,16.274,17.342,20.211,18.591,15.635,14.966,16.821,49.910
89,37.898,31.159,33.693,32.013,27.567,22.862,33.294,21.186,18.755,20.626,20.153,20.098,17.315,18.849,17.840,19.754,46.406,28.016,22.383,19.501,19.149,17.733,20.653,21.786,23.261,21.370,19.254,16.740,16.260,17.425,20.293,18.460,15.624,15.018,16.812,49.793
90,38.027,30.843,33.721,32.182,27.949,24.354,33.329,21.168,18.709,20.640,20.390,20.222,17.284,18.785,17.825,19.807,46.496,49.703,28.218,20.344,19.478,17.836,22.028,21.860,23.528,21.432,20.067,17.506,16.462,17.497,20.233,18.495,16.241,15.169,16.849,68.430
91,38.157,30.951,33.995,31.832,29.014,24.702,33.459,21.197,18.744,20.728,20.277,20.016,17.084,18.853,17.766,19.618,46.442,55.921,28.164,20.289,19.962,17.963,22.548,21.729,23.497,21.349,19.876,17.762,16.425,17.358,20.362,18.437,16.681,15.180,16.836,86.878
92,38.199,31.136,33.875,31.898,28.553,24.638,32.887,21.338,18.752,20.687,20.212,20.114,17.301,18.804,17.942,19.774,46.464,54.130,26.480,20.507,20.169,18.596,22.849,21.813,23.831,21.525,19.790,17.604,16.603,17.399,20.319,18.450,16.796,15.266,16.803,85.453
93,38.207,30.905,33.875,31.505,28.086,24.147,33.190,21.500,18.858,20.609,20.089,20.195,17.198,18.886,17.851,19.664,46.080,50.617,25.068,20.323,20.410,18.824,22.607,21.857,23.785,21.424,19.667,17.546,16.569,17.466,20.272,18.496,16.569,15.101,16.844,80.390
