 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
12,12.733,11.694,14.667,10.691,12.419,11.387,10.539,10.672,11.595,10.404,10.208,9.922,13.917,11.107,10.387,11.283,10.204,9.039,8.294,8.587
13,12.738,11.679,14.772,10.660,12.540,11.344,10.497,10.736,11.536,10.250,10.139,9.878,13.843,11.124,10.424,11.443,10.198,9.094,8.309,8.572
14,12.673,11.603,14.661,10.659,12.399,11.340,10.580,10.746,11.614,10.317,10.183,10.061,13.873,11.176,10.272,11.527,10.285,9.111,8.289,8.545
15,12.722,11.666,14.615,10.693,12.515,11.332,10.541,10.750,11.593,10.385,10.202,9.917,13.801,11.142,10.371,11.365,10.107,9.063,8.307,8.593
16,12.729,11.683,14.692,10.611,12.431,11.381,10.518,10.775,11.531,10.274,10.155,9.989,13.865,11.223,10.404,11.362,10.176,9.069,8.271,8.609
17,12.674,11.586,14.769,10.604,12.481,11.303,10.536,10.686,11.581,10.380,10.284,9.950,13.946,11.144,10.401,11.257,10.238,9.099,8.307,8.574
18,12.591,11.603,14.687,10.657,12.536,11.274,10.549,10.743,11.602,10.370,10.281,9.928,13.981,11.119,10.384,11.546,10.206,9.051,8.305,8.584
19,12.642,11.711,14.616,10.626,12.417,11.347,10.523,10.658,11.585,10.413,10.177,10.011,13.853,11.182,10.321,11.489,10.240,9.099,8.306,8.629
20,12.649,11.690,14.602,10.679,12.481,11.283,10.549,10.707,11.588,10.442,10.303,10.039,13.883,11.130,10.364,11.501,10.248,9.073,8.312,8.549
21,12.651,11.588,14.716,10.544,12.528,11.302,10.613,10.800,11.718,10.495,10.098,10.006,13.925,11.207,10.460,11.278,10.291,9.051,8.350,8.592
22,12.662,11.701,14.640,10.576,12.501,11.379,10.485,10.757,11.701,10.245,10.274,9.978,13.835,11.224,10.364,11.298,10.200,9.079,8.290,8.608
23,12.588,11.692,14.648,10.626,12.528,11.303,10.477,10.768,11.597,10.346,10.262,10.044,13.890,11.068,10.374,11.489,10.246,9.090,8.289,8.554
24,12.639,11.672,14.658,10.635,12.501,11.340,10.505,10.743,11.604,10.351,10.224,10.006,13.873,11.223,10.265,11.538,10.236,9.061,8.309,8.558
25,12.632,11.568,14.652,10.628,12.493,11.340,10.642,10.835,11.673,10.245,10.237,9.928,13.946,11.123,10.381,11.382,10.374,9.066,8.279,8.571
26,12.623,11.640,14.742,10.551,12.509,11.395,10.549,10.739,11.592,10.346,10.249,9.961,13.923,11.130,10.460,11.294,10.196,9.045,8.312,8.579
27,12.607,11.618,14.639,10.607,12.431,11.296,10.631,10.699,11.587,10.490,10.174,9.850,13.927,11.201,10.288,11.303,10.271,9.055,8.301,8.624
28,12.640,11.800,14.597,10.465,12.517,11.338,10.588,10.762,11.587,10.433,10.312,9.911,13.940,11.107,10.368,11.601,10.164,9.103,8.378,8.582
29,12.679,11.698,14.643,10.485,12.575,11.244,10.518,10.738,11.611,10.322,10.237,9.822,13.997,11.173,10.298,11.497,10.182,9.055,8.324,8.596
30,12.675,11.796,14.639,10.496,12.378,11.291,10.670,10.784,11.749,10.293,10.246,9.906,13.851,11.154,10.351,11.459,10.214,9.030,8.340,8.576
31,12.643,11.657,14.678,10.569,12.552,11.343,10.518,10.800,11.687,10.380,10.328,9.950,13.955,11.217,10.298,11.317,10.196,9.100,8.310,8.578
32,12.597,11.714,14.683,10.599,12.442,11.277,10.515,10.833,11.716,10.317,10.227,9.933,13.818,11.118,10.377,11.610,10.218,9.097,8.298,8.529
33,12.606,11.659,14.708,10.621,12.476,11.358,10.425,10.821,11.702,10.370,10.262,9.978,13.949,11.133,10.361,11.521,10.228,9.076,8.363,8.567
34,12.623,11.751,14.730,10.581,12.485,11.390,10.505,10.752,11.590,10.303,10.218,10.022,13.947,11.173,10.457,11.457,10.232,9.091,8.316,8.578
35,12.658,11.675,14.646,10.566,12.501,11.302,10.588,10.791,11.644,10.370,10.192,10.050,13.972,11.134,10.348,11.345,10.226,9.081,8.342,8.608
36,12.595,11.738,14.614,10.612,12.524,11.294,10.510,10.700,11.631,10.423,10.274,9.900,13.874,11.176,10.308,11.513,10.164,9.157,8.358,8.601
37,12.665,11.807,14.741,10.520,12.452,11.371,10.570,10.720,11.690,10.288,10.319,9.967,13.942,11.142,10.361,11.653,10.253,9.055,8.322,8.578
38,12.619,11.731,14.674,10.571,12.519,11.327,10.559,10.706,11.701,10.433,10.407,9.972,13.944,11.206,10.331,11.517,10.222,9.084,8.341,8.645
39,12.645,11.692,14.661,10.652,12.489,11.407,10.534,10.748,11.754,10.356,10.274,9.900,14.088,11.204,10.434,11.453,10.178,9.135,8.333,8.609
40,12.679,11.683,14.692,10.521,12.425,11.319,10.546,10.684,11.697,10.688,10.438,9.928,14.881,11.413,10.795,11.677,10.251,9.111,8.348,8.579
41,12.794,11.738,14.729,10.602,12.485,11.401,10.608,10.801,11.737,10.543,10.621,9.950,15.638,11.476,11.152,11.899,10.196,9.112,8.331,8.587
42,12.885,11.751,14.677,10.581,12.491,11.285,10.567,10.745,11.773,10.639,10.533,9.911,15.435,11.472,11.023,11.882,10.259,9.112,8.318,8.593
43,12.812,11.703,14.707,10.619,12.446,11.363,10.508,10.775,11.763,10.620,10.606,9.822,15.781,11.424,11.096,11.823,10.228,9.090,8.316,8.633
44,12.876,11.738,14.759,10.588,12.519,11.338,10.518,10.798,11.815,10.803,11.060,10.067,17.727,11.589,11.642,12.006,10.228,9.132,8.368,8.639
45,13.002,11.694,14.730,10.580,12.399,11.261,10.515,10.750,11.915,10.750,10.899,9.917,18.747,11.651,11.679,12.093,10.360,9.155,8.293,8.559
46,13.152,11.764,14.775,10.496,12.526,11.385,10.477,10.715,11.843,10.740,10.782,9.922,19.376,11.746,11.636,12.156,10.222,9.084,8.341,8.580
47,13.248,11.735,14.746,10.552,12.403,11.302,10.608,10.768,11.884,10.740,10.817,9.950,19.685,11.610,11.520,12.060,10.232,9.079,8.348,8.633
48,13.151,11.631,14.737,10.592,12.378,11.390,10.528,10.713,11.912,11.000,11.117,10.000,21.592,11.802,11.944,12.097,10.295,9.097,8.332,8.607
49,13.189,11.692,14.733,10.578,12.519,11.439,10.539,10.709,12.047,11.082,11.259,10.011,24.169,11.803,11.957,12.152,10.295,9.061,8.339,8.599
50,13.167,11.751,14.687,10.621,12.534,11.294,10.629,10.778,11.879,10.832,10.861,9.983,24.322,11.668,11.758,12.094,10.255,9.155,8.357,8.622
51,13.190,11.768,14.776,10.568,12.546,11.256,10.603,10.716,11.862,10.769,10.811,9.878,24.564,11.691,11.831,12.121,10.234,9.090,8.294,8.559
52,13.324,11.961,15.097,10.624,12.556,11.429,10.505,10.754,11.971,10.986,11.028,10.033,25.719,11.739,11.762,12.336,10.339,9.073,8.378,8.616
53,13.318,11.829,14.983,10.638,12.442,11.381,10.534,10.642,12.038,10.976,11.211,9.967,27.976,11.750,12.030,12.347,10.285,9.148,8.375,8.624
54,13.297,11.798,14.855,10.760,12.497,11.332,10.557,10.761,11.997,11.077,11.107,9.861,29.019,11.742,12.063,12.445,10.259,9.158,8.298,8.639
55,13.330,11.722,14.752,10.566,12.472,11.360,10.662,10.741,11.957,10.798,10.905,9.967,28.577,11.606,11.970,12.293,10.271,9.109,8.280,8.576
56,13.390,11.783,14.818,10.573,12.468,11.358,10.559,10.736,11.891,11.058,11.006,9.878,29.650,11.730,11.798,12.132,10.289,9.067,8.341,8.592
57,13.522,11.796,14.901,10.537,12.446,11.417,10.554,10.711,12.107,10.995,11.006,9.872,31.145,11.844,12.096,12.242,10.311,9.072,8.344,8.596
58,13.505,11.783,15.016,10.623,12.472,11.248,10.649,10.778,12.036,10.870,10.959,10.022,31.039,11.747,11.877,12.228,10.275,9.064,8.344,8.618
59,13.622,11.868,15.066,10.576,12.466,11.369,10.490,10.759,11.929,10.976,10.883,9.878,31.270,11.673,11.904,12.255,10.246,9.088,8.293,8.614
60,13.723,11.798,14.946,10.576,12.405,11.275,10.510,10.778,12.007,11.029,11.164,9.939,32.753,11.842,12.093,12.413,10.307,9.146,8.315,8.551
61,13.663,11.792,14.887,10.557,12.427,11.341,10.593,10.773,12.078,10.962,11.047,9.950,33.124,11.753,11.930,12.292,10.333,9.069,8.332,8.616
62,13.664,11.740,14.908,10.631,12.532,11.289,10.464,10.803,11.943,10.861,10.820,10.039,32.184,11.646,11.828,12.326,10.277,9.112,8.358,8.634
63,13.563,11.766,14.869,10.681,12.501,11.333,10.531,10.773,11.917,11.024,11.044,9.889,32.913,11.750,11.887,12.582,10.285,9.142,8.350,8.609
64,13.809,11.833,15.105,10.611,12.389,11.300,10.443,10.684,12.035,11.038,11.196,10.011,33.766,11.791,12.043,12.379,10.261,9.155,8.329,8.558
65,13.787,11.759,14.964,10.580,12.454,11.442,10.601,10.826,11.983,10.957,11.013,10.072,33.686,11.726,11.934,12.396,10.196,9.096,8.350,8.597
66,13.696,11.800,14.945,10.631,12.472,11.300,10.549,10.672,12.026,10.779,10.776,10.000,32.676,11.714,11.765,12.589,10.267,9.112,8.345,8.576
67,13.637,11.805,14.894,10.612,12.483,11.335,10.549,10.754,12.019,10.760,10.672,9.883,31.608,11.611,11.593,12.351,10.319,9.072,8.328,8.559
68,13.549,11.792,14.878,10.451,12.501,11.316,10.629,10.821,11.844,10.707,10.562,9.956,30.487,11.568,11.639,12.123,10.206,9.142,8.302,8.534
69,13.479,11.718,14.736,10.549,12.440,11.346,10.629,10.768,11.927,10.683,10.451,9.989,29.455,11.509,11.440,11.922,10.261,9.099,8.367,8.575
70,13.421,11.731,14.773,10.595,12.544,11.327,10.598,10.798,11.811,10.688,10.546,10.044,28.779,11.471,11.417,12.068,10.192,9.049,8.307,8.621
71,13.427,11.725,14.809,10.628,12.479,11.344,10.469,10.727,11.971,10.721,10.678,9.950,28.993,11.596,11.513,12.185,10.210,9.106,8.382,8.593
72,13.450,11.751,14.827,10.607,12.460,11.313,10.497,10.647,11.938,10.942,11.013,9.928,30.992,11.736,11.894,12.143,10.240,9.123,8.375,8.662
73,13.415,11.746,14.770,10.616,12.434,11.237,10.474,10.743,11.933,11.010,10.893,9.978,31.462,11.742,11.742,12.465,10.226,9.090,8.339,8.524
74,13.378,11.725,14.720,10.633,12.499,11.274,10.474,10.715,12.014,10.841,10.647,9.944,30.544,11.614,11.619,12.351,10.297,9.118,8.339,8.600
75,13.302,11.705,14.819,10.672,12.474,11.387,10.531,10.739,11.843,10.692,10.647,9.850,29.944,11.576,11.639,12.127,10.261,9.043,8.339,8.614
76,13.230,11.768,14.809,10.607,12.460,11.340,10.523,10.775,11.744,10.721,10.517,10.111,29.043,11.539,11.361,11.933,10.170,9.081,8.311,8.588
77,13.112,11.772,14.787,10.547,12.462,11.346,10.536,10.800,11.687,10.524,10.505,10.000,28.065,11.464,11.407,11.801,10.212,9.112,8.298,8.624
78,13.338,11.733,14.723,10.581,12.540,11.344,10.531,10.791,11.739,10.606,10.483,9.978,27.203,11.471,11.328,11.756,10.246,9.030,8.305,8.578
79,13.141,11.757,14.813,10.566,12.495,11.316,10.490,10.730,11.740,10.466,10.445,9.944,26.687,11.456,11.371,11.947,10.139,9.102,8.277,8.604
80,13.168,11.672,14.717,10.583,12.505,11.343,10.588,10.794,11.728,10.510,10.353,9.928,25.444,11.359,11.242,11.912,10.212,9.133,8.316,8.553
81,13.144,11.729,14.775,10.566,12.440,11.283,10.536,10.755,11.785,10.442,10.271,9.961,24.362,11.307,11.123,11.740,10.281,9.096,8.329,8.624
82,13.122,11.755,14.706,10.492,12.442,11.258,10.624,10.814,11.825,10.486,10.344,9.911,23.305,11.263,10.934,11.591,10.135,9.085,8.339,8.596
83,13.058,11.738,14.664,10.539,12.378,11.396,10.523,10.730,11.664,10.337,10.290,9.889,22.346,11.270,11.030,11.474,10.145,9.088,8.311,8.574
84,13.075,11.757,14.670,10.528,12.419,11.409,10.505,10.699,11.675,10.389,10.268,9.789,21.530,11.275,10.924,11.473,10.186,9.061,8.309,8.574
85,12.988,11.766,14.629,10.515,12.417,11.263,10.469,10.729,11.687,10.399,10.360,9.994,20.835,11.307,10.851,11.321,10.196,9.027,8.296,8.579
86,12.958,11.714,14.619,10.444,12.313,11.247,10.518,10.684,11.626,10.245,10.306,9.967,20.188,11.214,10.811,11.457,10.186,9.118,8.361,8.638
87,12.900,11.709,14.668,10.635,12.407,11.387,10.601,10.649,11.611,10.462,10.233,9.917,19.403,11.201,10.775,11.600,10.218,9.052,8.284,8.662
88,12.953,11.692,14.546,10.537,12.423,11.324,10.536,10.745,11.649,10.433,10.284,9.917,18.933,11.171,10.738,11.474,10.224,9.084,8.296,8.655
89,12.925,11.672,14.680,10.576,12.413,11.347,10.492,10.768,11.581,10.519,10.167,9.839,18.455,11.240,10.619,11.381,10.208,9.009,8.337,8.579
90,12.843,11.668,14.619,10.604,12.454,11.365,10.513,10.784,11.526,10.312,10.218,9.839,18.015,11.253,10.705,11.284,10.192,9.025,8.247,8.654
91,12.870,11.748,14.683,10.585,12.429,11.307,10.500,10.746,11.618,10.341,10.243,9.783,17.600,11.183,10.669,11.171,10.123,9.051,8.323,8.571
92,12.815,11.798,14.656,10.520,12.472,11.250,10.585,10.817,11.573,10.255,10.230,10.017,17.229,11.189,10.623,11.308,10.158,9.046,8.393,8.547
93,12.812,11.683,14.595,10.636,12.521,11.267,10.487,10.778,11.535,10.389,10.322,9.894,16.812,11.224,10.719,11.558,10.190,9.000,8.337,8.580
94,12.983,11.738,14.771,10.554,12.362,11.410,10.572,10.709,11.573,10.486,10.230,9.872,16.651,11.154,10.623,11.459,10.149,9.046,8.363,8.593
95,12.921,11.822,14.847,10.581,12.474,11.355,10.518,10.846,11.588,10.279,10.259,10.006,16.370,11.250,10.526,11.330,10.255,9.066,8.310,8.558
96,12.809,11.738,14.892,10.535,12.427,11.261,10.534,10.736,11.623,10.380,10.347,9.833,16.048,11.117,10.679,11.321,10.208,9.061,8.318,8.611
97,12.894,11.675,14.730,10.441,12.411,11.280,10.513,10.741,11.500,10.269,10.249,9.872,15.827,11.142,10.556,11.282,10.162,9.058,8.309,8.566
98,12.900,11.807,14.886,10.635,12.376,11.322,10.544,10.745,11.561,10.389,10.088,10.011,15.607,11.163,10.546,11.491,10.152,9.060,8.298,8.557
99,12.889,11.768,14.997,10.504,12.348,11.292,10.598,10.773,11.531,10.423,10.278,9.917,15.442,11.146,10.596,11.481,10.248,9.043,8.294,8.550
100,12.875,11.738,15.023,10.527,12.493,11.267,10.629,10.810,11.569,10.341,10.196,9.767,15.343,11.188,10.470,11.323,10.145,9.102,8.355,8.603
101,12.891,11.770,15.086,10.535,12.464,11.692,10.593,10.741,11.564,10.418,10.199,9.933,15.195,11.173,10.464,11.319,10.107,9.138,8.375,8.614
102,12.917,11.768,14.992,10.516,12.534,11.741,10.665,10.775,11.548,10.457,10.331,9.922,15.008,11.195,10.616,11.262,10.220,9.001,8.426,8.574
103,12.833,11.698,14.997,10.630,12.423,11.601,10.696,10.839,11.548,10.543,10.271,9.939,14.967,11.151,10.474,11.487,10.327,9.090,8.441,8.574
104,13.111,13.046,16.446,10.763,12.830,13.041,11.064,11.543,11.502,10.841,10.489,9.722,14.757,11.423,10.543,11.775,10.234,9.155,8.527,8.611
105,14.891,19.293,25.009,11.750,17.346,19.211,14.147,15.798,11.962,12.284,11.543,9.961,15.162,15.385,10.685,13.913,10.376,9.416,8.971,8.726
106,15.925,21.176,32.223,14.268,21.681,23.664,16.923,16.954,12.334,13.293,12.697,10.289,17.152,18.427,11.070,14.751,10.370,10.034,9.089,10.053
107,16.501,21.074,36.259,16.377,22.311,25.524,17.851,16.440,12.637,13.423,13.057,11.539,19.983,18.809,11.805,14.925,10.465,10.320,9.074,11.512
108,17.168,20.336,37.917,16.593,20.178,25.053,17.374,15.314,12.696,12.832,12.473,12.539,21.328,17.809,11.725,14.923,10.394,10.562,8.895,12.064
109,18.335,20.757,39.156,16.453,19.828,25.429,17.067,15.307,13.080,12.976,12.527,13.483,22.129,17.606,11.682,15.418,10.416,10.676,8.889,12.201
110,19.259,21.030,40.606,16.535,19.059,25.678,17.028,15.443,13.223,12.803,12.060,13.961,22.637,17.709,11.887,15.999,10.440,10.822,8.952,12.283
111,19.865,20.612,40.969,16.662,18.264,25.514,16.348,14.819,13.100,12.572,11.757,14.294,21.994,17.249,11.586,15.901,10.384,10.698,8.971,12.083
112,20.474,19.885,41.051,16.919,17.335,25.307,16.443,14.532,12.974,12.125,11.558,14.533,21.882,16.813,11.417,16.196,10.303,10.695,8.814,12.155
113,21.178,19.787,40.916,17.149,16.499,25.105,16.000,14.211,13.128,12.101,11.546,14.828,21.830,16.461,11.490,16.140,10.406,10.583,8.836,12.228
114,21.375,18.835,40.469,17.106,15.869,24.643,16.052,13.849,13.133,11.846,11.319,14.744,22.041,15.889,11.646,15.882,10.418,10.713,8.723,12.249
115,22.005,18.729,39.939,17.077,15.423,24.436,15.438,13.562,13.019,11.524,11.274,14.722,21.674,15.486,11.470,16.003,10.388,10.613,8.651,12.138
116,22.570,18.872,40.130,17.146,15.796,24.520,15.807,14.067,13.135,11.976,11.511,14.611,22.251,15.628,11.589,16.258,10.406,10.592,8.672,12.170
117,23.530,19.633,40.958,17.602,16.049,25.011,16.356,14.933,13.394,12.130,11.760,14.811,22.903,16.340,11.719,17.023,10.307,10.735,8.889,12.274
118,24.375,20.492,41.462,18.043,16.260,25.498,16.062,15.326,13.571,12.702,12.189,14.728,23.441,17.730,11.642,17.760,10.372,10.961,8.941,12.045
119,24.154,19.464,40.846,17.480,15.589,24.638,15.477,14.509,13.502,12.139,11.675,14.522,23.217,16.870,11.606,17.267,10.356,10.706,8.842,11.661
120,23.841,18.711,40.284,17.079,14.922,24.123,15.085,13.874,13.228,11.591,11.281,14.544,22.591,15.906,11.457,16.576,10.376,10.593,8.766,11.250
121,23.711,18.065,39.111,16.617,14.513,23.678,14.582,13.300,13.208,11.308,10.978,14.400,21.584,15.117,11.265,16.195,10.400,10.380,8.651,10.754
122,24.506,17.909,38.506,16.660,14.521,23.631,14.423,13.282,13.118,11.240,10.975,13.961,20.848,14.613,11.285,16.616,10.299,10.369,8.608,10.453
123,24.660,17.844,38.069,16.657,14.511,23.542,14.554,13.179,12.981,11.115,10.896,14.089,20.081,14.414,11.013,16.343,10.339,10.236,8.547,10.279
124,24.471,17.774,37.735,16.705,14.419,23.329,14.423,12.796,12.893,11.091,10.757,13.783,19.590,14.008,11.046,16.136,10.269,10.143,8.543,10.196
125,24.565,17.297,36.901,16.292,14.129,23.208,14.276,12.456,12.751,11.034,10.741,13.739,19.241,13.482,11.033,15.748,10.323,10.042,8.527,10.000
126,24.385,17.043,37.069,16.456,14.593,23.123,14.693,12.746,12.834,11.067,10.823,13.717,19.321,13.660,11.079,15.753,10.358,10.211,8.617,10.138
127,24.675,17.035,36.386,16.472,14.399,23.077,14.585,12.606,12.832,11.087,10.959,13.522,19.006,13.518,11.245,15.458,10.354,10.196,8.630,10.038
128,24.841,16.948,35.809,16.087,14.145,22.681,14.247,12.348,12.822,10.995,10.811,13.339,18.727,13.247,11.073,15.390,10.339,10.066,8.522,9.975
129,24.495,16.427,34.909,15.460,13.718,22.256,13.928,12.062,12.706,10.812,10.820,13.028,18.135,12.808,11.033,15.216,10.352,9.910,8.497,9.746
130,23.734,15.978,33.905,14.890,13.558,21.893,13.451,11.986,12.452,10.779,10.524,12.622,17.540,12.375,11.096,14.719,10.333,9.807,8.448,9.471
131,23.162,15.132,32.122,14.278,13.268,20.995,12.858,11.574,12.306,10.505,10.461,12.111,17.038,11.915,10.901,14.311,10.305,9.719,8.370,9.263
132,22.372,14.315,30.476,13.683,12.955,20.149,12.554,11.310,12.256,10.462,10.479,11.844,16.695,11.677,10.851,13.752,10.255,9.581,8.302,9.126
133,21.568,13.705,28.148,13.087,12.816,19.539,12.309,11.030,12.088,10.548,10.404,11.578,16.324,11.527,10.725,13.257,10.216,9.453,8.388,9.050
134,20.909,13.349,27.173,12.545,12.720,18.571,11.943,11.067,12.036,10.466,10.388,11.278,16.032,11.391,10.623,13.038,10.246,9.309,8.326,8.922
135,20.306,13.054,25.496,12.106,12.616,18.203,11.843,10.980,12.052,10.490,10.391,11.189,15.707,11.311,10.666,12.684,10.255,9.209,8.383,8.967
136,19.649,12.603,24.023,11.902,12.544,17.561,11.544,10.949,11.931,10.332,10.388,10.989,15.499,11.331,10.719,12.448,10.228,9.257,8.336,8.859
137,19.093,12.490,22.624,11.683,12.575,17.162,11.485,10.956,11.874,10.332,10.322,11.000,15.210,11.282,10.656,12.223,10.251,9.217,8.361,8.809
138,18.546,12.349,21.314,11.446,12.634,16.673,11.325,10.910,11.834,10.385,10.360,10.883,15.191,11.225,10.695,11.994,10.251,9.143,8.268,8.791
139,17.947,12.197,20.248,11.367,12.493,16.253,11.206,11.002,11.806,10.375,10.312,10.711,15.006,11.140,10.599,11.833,10.267,9.132,8.268,8.759
140,17.522,11.933,19.574,11.266,12.448,15.615,11.129,11.037,11.708,10.317,10.268,10.556,14.856,11.204,10.616,11.686,10.129,9.129,8.284,8.734
141,17.085,12.104,18.683,11.154,12.374,15.189,10.974,11.005,11.815,10.380,10.256,10.583,14.642,11.192,10.560,11.585,10.202,9.073,8.326,8.699
142,16.777,11.924,18.232,11.093,12.384,14.923,11.005,11.039,11.716,10.308,10.300,10.378,14.658,11.113,10.480,11.487,10.174,9.090,8.323,8.721
143,16.439,11.933,17.667,10.969,12.534,14.571,10.964,11.089,11.734,10.226,10.256,10.561,14.564,11.100,10.493,11.377,10.242,9.046,8.302,8.721
144,16.134,11.809,17.305,11.031,12.331,14.222,10.866,11.018,11.652,10.337,10.243,10.500,14.419,11.163,10.493,11.292,10.273,9.099,8.327,8.678
145,15.791,11.787,17.237,10.926,12.348,13.953,10.861,11.020,11.690,10.346,10.315,10.422,14.425,11.071,10.430,11.299,10.210,9.087,8.354,8.692
146,15.604,12.113,17.527,10.882,12.323,13.722,10.912,10.938,11.708,10.423,10.205,10.461,14.328,11.107,10.440,11.208,10.133,9.152,8.307,8.646
147,15.376,12.035,17.139,10.849,12.362,13.605,10.861,10.984,11.697,10.365,10.230,10.350,14.287,11.084,10.440,11.121,10.246,9.075,8.352,8.687
148,15.258,11.787,16.710,10.870,12.454,13.368,10.670,10.966,11.604,10.399,10.293,10.322,14.325,11.059,10.543,11.133,10.313,9.102,8.290,8.633
149,15.011,11.844,16.458,10.803,12.413,13.134,10.799,10.855,11.574,10.476,10.155,10.089,14.187,11.150,10.477,11.034,10.212,9.052,8.293,8.633
150,14.823,11.811,16.194,10.750,12.387,13.072,10.835,10.908,11.576,10.337,10.215,10.250,14.208,11.146,10.381,11.050,10.277,9.081,8.306,8.609
151,14.689,11.714,16.032,10.813,12.429,12.821,10.670,10.851,11.547,10.447,10.224,10.156,14.133,11.157,10.278,10.916,10.208,9.055,8.375,8.596
152,14.492,11.581,15.809,10.659,12.282,12.665,10.763,10.814,11.604,10.327,10.177,10.228,14.084,11.144,10.467,10.916,10.210,9.058,8.286,8.575
153,14.465,11.590,15.735,10.652,12.464,12.560,10.634,10.793,11.543,10.308,10.211,10.211,14.089,11.109,10.321,10.831,10.137,9.042,8.258,8.576
154,14.265,11.610,15.525,10.628,12.348,12.577,10.678,10.816,11.606,10.312,10.246,10.139,14.071,11.116,10.301,10.859,10.273,9.118,8.285,8.579
155,14.125,11.594,15.411,10.693,12.286,12.459,10.686,10.810,11.561,10.385,10.174,10.128,14.024,11.129,10.308,10.877,10.192,9.072,8.292,8.625
156,14.024,11.599,15.400,10.642,12.407,12.289,10.611,10.837,11.574,10.303,10.249,10.072,14.029,11.041,10.394,10.852,10.228,9.016,8.350,8.595
157,13.943,11.644,15.270,10.654,12.364,12.159,10.593,10.700,11.524,10.288,10.167,10.117,14.023,11.105,10.325,10.881,10.186,9.096,8.303,8.618
158,13.806,11.601,15.228,10.587,12.380,12.146,10.693,10.706,11.616,10.351,10.237,10.211,13.984,11.058,10.301,10.790,10.162,9.034,8.293,8.558
159,13.741,11.625,15.136,10.611,12.247,12.135,10.588,10.745,11.559,10.418,10.155,10.044,13.929,11.044,10.325,10.698,10.238,9.048,8.297,8.601
160,13.666,11.607,15.140,10.640,12.364,11.958,10.441,10.713,11.649,10.240,10.199,9.950,13.891,11.086,10.315,10.797,10.218,9.054,8.320,8.605
161,13.567,11.562,15.089,10.593,12.344,11.855,10.593,10.764,11.631,10.245,10.183,10.111,14.043,11.071,10.325,10.693,10.103,9.052,8.299,8.575
162,13.559,11.594,14.973,10.549,12.374,11.917,10.505,10.768,11.692,10.322,10.174,10.144,13.997,11.048,10.334,10.701,10.263,9.021,8.293,8.591
163,13.472,11.653,14.969,10.508,12.333,11.753,10.549,10.793,11.600,10.298,10.196,10.172,13.964,11.083,10.387,10.679,10.188,9.100,8.335,8.575
164,13.378,11.618,14.864,10.619,12.309,11.692,10.523,10.793,11.562,10.322,10.123,10.106,13.916,11.119,10.301,10.706,10.184,9.076,8.333,8.538
165,13.295,11.636,14.874,10.485,12.221,11.542,10.508,10.839,11.514,10.399,10.208,10.117,14.002,11.084,10.424,10.613,10.204,9.045,8.270,8.553
166,13.245,11.692,14.812,10.503,12.182,11.579,10.451,10.746,11.588,10.298,10.208,9.956,13.868,11.090,10.358,10.585,10.180,9.081,8.296,8.582
167,13.224,11.588,14.768,10.575,12.262,11.483,10.513,10.770,11.602,10.356,10.161,10.022,13.836,11.104,10.374,10.660,10.234,9.060,8.240,8.630
168,13.108,11.597,14.684,10.599,12.282,11.445,10.534,10.839,11.581,10.308,10.114,9.972,13.842,11.057,10.275,10.597,10.206,9.064,8.329,8.586
