 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
169,13.213,11.503,14.745,10.533,12.339,11.476,10.655,10.803,11.524,10.327,10.167,10.200,13.870,11.113,10.262,10.591,10.200,9.076,8.335,8.557
170,13.119,11.575,14.766,10.494,12.327,11.425,10.430,10.736,11.600,10.279,10.240,10.083,13.877,11.091,10.278,10.630,10.188,9.064,8.333,8.626
171,13.034,11.655,14.720,10.518,12.315,11.415,10.472,10.748,11.495,10.322,10.148,9.944,13.759,11.026,10.295,10.668,10.214,9.067,8.293,8.570
172,13.002,11.503,14.693,10.537,12.294,11.406,10.466,10.842,11.453,10.240,10.183,10.083,13.794,11.027,10.278,10.814,10.188,9.111,8.361,8.599
173,12.963,11.575,14.596,10.581,12.407,11.382,10.430,10.730,11.566,10.279,10.107,9.967,13.813,11.063,10.219,10.792,10.202,9.120,8.323,8.597
174,13.038,11.631,14.668,10.532,12.282,11.387,10.461,10.746,11.533,10.399,10.268,9.900,13.768,11.083,10.212,10.810,10.238,9.102,8.297,8.600
175,12.894,11.531,14.681,10.484,12.288,11.209,10.451,10.656,11.538,10.183,10.148,10.050,13.771,11.076,10.281,10.766,10.158,9.066,8.310,8.514
176,12.928,11.449,14.661,10.473,12.299,11.305,10.541,10.778,11.567,10.337,10.274,9.994,13.757,11.075,10.348,10.629,10.133,9.129,8.345,8.558
177,12.960,11.456,14.640,10.542,12.247,11.247,10.500,10.730,11.573,10.212,10.155,9.989,13.786,11.071,10.298,10.722,10.279,9.051,8.335,8.589
178,12.882,11.508,14.667,10.468,12.319,11.206,10.534,10.718,11.583,10.361,10.192,9.867,13.763,11.074,10.172,10.765,10.230,9.022,8.339,8.547
179,12.848,11.560,14.612,10.549,12.327,11.294,10.446,10.699,11.628,10.144,10.265,9.994,13.757,11.010,10.272,10.675,10.212,9.070,8.359,8.604
180,12.815,11.655,14.544,10.499,12.280,11.259,10.412,10.711,11.571,10.236,10.249,10.061,13.726,11.003,10.242,10.874,10.152,9.102,8.327,8.584
181,12.686,11.640,14.629,10.503,12.284,11.583,10.482,10.810,11.645,10.438,10.230,9.961,13.667,11.064,10.258,10.896,10.188,9.072,8.294,8.554
182,13.070,14.679,16.781,10.648,12.892,14.775,11.384,12.358,11.666,10.534,10.360,9.889,13.697,11.268,10.298,11.314,10.257,9.121,8.490,8.532
183,14.157,17.364,19.836,10.913,14.123,16.874,12.103,13.543,11.680,10.822,10.492,9.911,13.738,11.828,10.232,12.019,10.238,9.158,8.810,8.576
184,14.603,16.573,20.536,11.015,13.793,17.256,11.956,12.943,11.597,10.625,10.344,9.883,13.780,11.677,10.255,11.919,10.242,9.121,8.858,8.582
185,14.525,14.996,19.473,10.919,13.290,17.002,11.585,12.289,11.630,10.784,10.338,9.983,13.761,11.534,10.285,11.683,10.305,9.212,8.805,8.620
186,14.458,14.052,18.998,10.892,12.955,16.827,11.441,11.872,11.562,10.736,10.322,9.922,13.732,11.403,10.311,11.556,10.261,9.117,8.734,8.575
187,14.251,12.967,17.992,10.967,12.814,16.420,11.211,11.484,11.574,10.611,10.303,9.917,13.702,11.315,10.358,11.714,10.240,9.127,8.641,8.583
188,14.154,12.497,17.217,10.702,12.575,15.929,10.969,11.238,11.535,10.452,10.174,10.000,13.657,11.283,10.265,11.631,10.176,9.040,8.581,8.568
189,13.965,12.236,16.621,10.755,12.442,15.618,10.910,11.046,11.363,10.466,10.164,9.894,13.640,11.241,10.338,11.426,10.279,9.142,8.560,8.607
190,13.854,11.991,16.182,10.630,12.419,15.447,10.856,11.046,11.413,10.370,10.237,9.994,13.667,11.214,10.295,11.311,10.178,9.124,8.542,8.555
191,13.735,11.764,15.847,10.806,12.493,15.483,10.899,10.922,11.469,10.620,10.256,10.083,13.667,11.203,10.278,11.130,10.263,9.115,8.548,8.547
192,13.627,11.748,15.641,10.628,12.329,15.118,10.665,10.890,11.516,10.543,10.177,9.917,13.619,11.164,10.179,11.125,10.236,9.124,8.493,8.566
193,13.479,11.631,15.424,10.667,12.354,14.796,10.693,10.801,11.516,10.409,10.240,9.933,13.569,11.084,10.232,11.049,10.194,9.082,8.428,8.549
194,13.451,11.594,15.213,10.554,12.366,14.369,10.668,10.851,11.490,10.514,10.221,9.922,13.655,11.111,10.308,10.975,10.204,9.030,8.376,8.593
195,13.379,11.685,15.138,10.494,12.303,14.135,10.619,10.734,11.431,10.327,10.148,10.033,13.556,11.132,10.238,10.883,10.162,9.000,8.389,8.575
196,13.269,11.586,15.000,10.602,12.276,13.733,10.510,10.684,11.436,10.332,10.095,9.944,13.605,11.093,10.159,10.819,10.240,9.063,8.375,8.587
197,13.197,11.636,14.986,10.575,12.237,13.453,10.554,10.784,11.401,10.303,10.145,9.950,13.583,11.025,10.291,10.795,10.226,9.069,8.341,8.536
198,13.210,11.636,14.951,10.497,12.286,13.245,10.559,10.670,11.516,10.255,10.174,9.906,13.623,10.987,10.235,10.762,10.236,9.051,8.398,8.597
199,13.128,11.523,14.822,10.621,12.378,12.876,10.479,10.803,11.465,10.370,10.088,9.933,13.566,11.082,10.159,10.689,10.174,8.999,8.398,8.513
200,13.025,11.642,14.788,10.528,12.235,12.676,10.642,10.629,11.389,10.250,10.174,9.889,13.534,11.019,10.278,10.686,10.184,9.016,8.310,8.550
201,13.001,11.557,14.743,10.475,12.272,12.443,10.534,10.644,11.405,10.312,10.038,10.106,13.577,11.040,10.139,10.726,10.214,9.096,8.339,8.542
202,13.026,11.584,14.793,10.506,12.196,12.171,10.454,10.633,11.491,10.365,10.148,9.972,13.510,10.983,10.391,10.753,10.180,9.049,8.335,8.533
203,13.013,11.566,14.736,10.458,12.231,12.024,10.466,10.677,11.462,10.303,10.155,9.956,13.621,10.962,10.162,10.681,10.246,9.064,8.329,8.492
204,12.973,11.579,14.693,10.367,12.284,11.786,10.443,10.633,11.365,10.202,10.164,9.967,13.552,10.973,10.222,10.586,10.125,9.109,8.306,8.566
205,12.910,11.566,14.573,10.511,12.237,11.750,10.448,10.723,11.379,10.346,10.142,9.944,13.531,11.030,10.205,10.649,10.109,9.084,8.346,8.545
206,12.905,11.557,14.653,10.467,12.237,11.646,10.508,10.713,11.393,10.346,10.076,9.950,13.571,10.960,10.099,10.565,10.117,9.105,8.366,8.568
207,12.788,11.620,14.540,10.417,12.219,11.596,10.451,10.645,11.320,10.236,10.192,9.817,13.529,11.008,10.063,10.638,10.238,9.087,8.385,8.536
208,12.769,11.553,14.581,10.494,12.288,11.566,10.521,10.691,11.431,10.380,10.129,9.956,13.561,10.924,10.123,10.599,10.297,9.010,8.368,8.600
209,12.805,11.482,14.538,10.437,12.143,11.503,10.407,10.668,11.457,10.351,10.230,9.878,13.479,10.999,10.166,10.574,10.275,9.076,8.354,8.545
210,12.780,11.579,14.540,10.443,12.274,11.533,10.446,10.645,11.405,10.337,10.139,10.050,13.474,11.008,10.179,10.638,10.206,8.988,8.367,8.563
211,12.769,11.588,14.559,10.470,12.292,11.453,10.418,10.622,11.472,10.284,10.177,10.050,13.461,10.969,10.195,10.843,10.147,9.012,8.350,8.554
212,12.769,11.445,14.542,10.422,12.164,11.351,10.394,10.617,11.403,10.298,10.110,9.939,13.456,11.010,10.199,10.875,10.192,9.006,8.362,8.559
213,12.746,11.599,14.521,10.515,12.282,11.318,10.549,10.633,11.452,10.288,10.120,9.944,13.461,10.967,10.096,10.873,10.127,9.070,8.301,8.625
214,12.619,11.456,14.489,10.437,12.243,11.362,10.387,10.645,11.351,10.240,10.132,9.794,13.447,10.948,10.043,10.740,10.220,9.027,8.368,8.550
215,12.637,11.564,14.538,10.480,12.221,11.393,10.466,10.649,11.400,10.438,10.107,10.033,13.479,11.010,10.136,10.707,10.234,9.024,8.331,8.543
216,12.703,11.534,14.513,10.427,12.241,11.313,10.389,10.638,11.439,10.332,10.174,9.878,13.406,10.944,10.199,10.758,10.240,9.054,8.336,8.562
217,12.678,11.436,14.481,10.611,12.174,11.195,10.410,10.635,11.337,10.356,10.098,9.856,13.356,10.986,10.086,10.686,10.182,9.060,8.326,8.532
218,12.677,11.525,14.501,10.443,12.151,11.259,10.384,10.566,11.382,10.370,10.082,9.900,13.385,10.995,10.232,10.642,10.176,9.015,8.315,8.528
219,12.636,11.590,14.414,10.374,12.272,11.264,10.371,10.596,11.298,10.178,10.167,9.817,13.420,10.968,10.199,10.672,10.160,8.984,8.319,8.488
220,12.651,11.553,14.502,10.463,12.225,11.228,10.428,10.603,11.452,10.361,10.120,9.994,13.451,10.908,10.185,10.634,10.238,8.978,8.327,8.546
221,12.598,11.469,14.424,10.470,12.202,11.173,10.407,10.619,11.386,10.188,10.129,9.944,13.368,10.868,10.113,10.628,10.200,9.057,8.361,8.601
222,12.518,11.599,14.340,10.475,12.215,11.193,10.428,10.635,11.419,10.332,10.142,10.000,13.389,10.884,10.228,10.662,10.149,9.090,8.332,8.538
223,12.605,11.564,14.392,10.477,12.166,11.182,10.464,10.559,11.412,10.274,10.129,9.844,13.368,10.983,10.185,10.686,10.135,8.993,8.329,8.564
224,12.636,11.497,14.250,10.403,12.157,11.168,10.371,10.640,11.367,10.240,10.085,9.822,13.307,10.929,10.136,10.616,10.196,8.988,8.331,8.507
225,12.534,11.570,14.402,10.427,12.170,11.156,10.371,10.608,11.407,10.192,10.136,9.978,13.416,10.915,10.123,10.644,10.216,9.054,8.326,8.532
226,12.545,11.516,14.379,10.453,12.157,11.181,10.436,10.590,11.394,10.375,10.107,9.961,13.633,10.911,10.209,10.865,10.160,9.094,8.318,8.572
227,12.576,11.475,14.412,10.376,12.221,11.171,10.371,10.697,11.453,10.375,10.306,9.967,13.874,11.027,10.464,10.842,10.174,8.993,8.301,8.555
228,12.608,11.482,14.469,10.400,12.119,11.164,10.369,10.658,11.433,10.327,10.155,9.983,13.868,11.039,10.414,10.893,10.164,9.045,8.296,8.536
229,12.505,11.542,14.434,10.456,12.147,11.193,10.410,10.612,11.426,10.361,10.041,9.939,13.754,11.051,10.341,10.805,10.145,8.993,8.336,8.530
230,12.462,11.564,14.332,10.455,12.170,11.143,10.443,10.578,11.445,10.394,10.098,9.794,13.645,10.978,10.411,10.818,10.160,9.022,8.316,8.545
231,12.520,11.390,14.304,10.365,12.092,11.127,10.358,10.624,11.407,10.293,10.082,10.050,13.693,10.999,10.374,10.670,10.129,9.049,8.344,8.530
232,12.516,11.547,14.395,10.383,12.182,11.151,10.428,10.567,11.465,10.260,10.155,10.006,13.597,11.039,10.374,10.654,10.085,8.999,8.348,8.574
233,12.492,11.373,14.371,10.372,12.209,11.064,10.335,10.587,11.498,10.322,10.148,9.878,13.603,10.959,10.407,10.702,10.103,8.979,8.310,8.558
234,12.460,11.427,14.305,10.436,12.215,11.075,10.407,10.525,11.389,10.240,10.047,10.000,13.512,10.885,10.315,10.645,10.137,9.036,8.331,8.564
235,12.482,11.540,14.241,10.427,12.162,11.134,10.430,10.576,11.436,10.370,10.319,9.967,13.646,10.973,10.295,10.659,10.188,9.025,8.292,8.579
236,12.462,11.495,14.333,10.419,12.182,11.113,10.387,10.626,11.426,10.606,10.599,9.900,14.925,11.235,10.801,11.062,10.188,9.013,8.344,8.576
237,12.576,11.579,14.435,10.401,12.207,11.035,10.410,10.573,11.509,10.428,10.562,9.889,15.381,11.222,10.967,11.060,10.206,8.993,8.370,8.595
238,12.539,11.460,14.335,10.461,12.227,11.082,10.392,10.548,11.573,10.365,10.268,9.867,14.916,11.165,10.669,10.990,10.135,9.057,8.383,8.554
239,12.449,11.508,14.364,10.509,12.221,11.063,10.433,10.589,11.581,10.529,10.334,10.017,14.791,11.170,10.788,10.881,10.259,8.999,8.391,8.557
240,12.643,11.336,14.328,10.467,12.170,11.075,10.325,10.603,11.547,10.505,10.659,9.844,15.839,11.322,11.033,10.990,10.139,9.061,8.379,8.546
241,12.582,11.523,14.417,10.405,12.155,11.049,10.332,10.683,11.574,10.697,10.849,9.794,17.286,11.427,11.351,11.000,10.210,9.043,8.335,8.538
242,12.640,11.625,14.408,10.383,12.233,11.090,10.384,10.578,11.618,10.726,10.877,9.956,17.986,11.438,11.497,10.927,10.218,9.024,8.389,8.550
243,12.646,11.557,14.394,10.417,12.229,11.137,10.451,10.566,11.599,10.663,10.634,10.017,18.436,11.444,11.593,11.008,10.234,9.060,8.384,8.536
244,12.625,11.623,14.381,10.441,12.170,11.149,10.399,10.596,11.536,10.562,10.669,9.850,18.111,11.460,11.520,11.156,10.200,8.997,8.374,8.589
245,12.681,11.555,14.345,10.455,12.112,11.121,10.410,10.658,11.593,10.740,10.893,9.883,19.471,11.421,11.553,11.132,10.253,9.076,8.397,8.537
246,12.707,11.562,14.447,10.518,12.178,11.228,10.425,10.606,11.720,10.774,10.871,9.778,21.164,11.617,11.781,10.962,10.160,9.103,8.371,8.526
247,12.658,11.570,14.384,10.365,12.178,11.104,10.348,10.647,11.631,10.678,10.694,9.928,20.812,11.433,11.596,11.010,10.143,9.009,8.363,8.495
248,12.634,11.508,14.399,10.364,12.192,11.064,10.433,10.553,11.633,10.721,10.631,9.789,20.540,11.431,11.411,10.931,10.224,9.112,8.348,8.547
249,12.675,11.531,14.348,10.410,12.260,11.175,10.371,10.645,11.493,10.760,10.760,9.911,21.418,11.549,11.811,10.899,10.208,9.018,8.296,8.563
250,12.767,11.521,14.340,10.419,12.153,11.094,10.454,10.564,11.642,10.779,10.956,9.950,23.646,11.597,11.901,11.094,10.184,9.033,8.398,8.486
251,12.635,11.460,14.344,10.443,12.112,11.159,10.302,10.598,11.806,10.726,10.896,9.956,24.276,11.455,11.821,11.075,10.184,9.021,8.344,8.583
252,12.727,11.514,14.350,10.393,12.282,11.149,10.376,10.658,11.628,10.663,10.792,9.872,24.340,11.509,11.699,11.048,10.115,9.073,8.348,8.563
253,12.708,11.503,14.371,10.381,12.272,11.102,10.423,10.612,11.765,10.832,11.003,9.861,25.908,11.576,11.828,11.128,10.145,9.069,8.359,8.549
254,12.743,11.625,14.369,10.436,12.315,11.157,10.327,10.605,11.727,10.952,10.871,10.061,27.369,11.660,11.868,11.166,10.095,9.031,8.327,8.534
255,12.788,11.618,14.425,10.415,12.121,11.016,10.284,10.635,11.685,10.817,10.893,9.894,27.903,11.506,11.927,11.175,10.158,9.001,8.391,8.533
256,12.791,11.570,14.413,10.410,12.319,11.119,10.376,10.608,11.848,10.933,10.991,9.922,29.115,11.542,12.017,11.130,10.154,9.072,8.355,8.514
257,12.882,11.597,14.347,10.489,12.121,11.052,10.446,10.589,11.715,10.995,10.978,9.911,29.830,11.620,11.970,11.199,10.210,9.060,8.357,8.554
258,12.822,11.553,14.493,10.422,12.198,11.137,10.389,10.629,11.803,10.933,11.022,9.961,30.666,11.584,11.970,11.296,10.166,9.025,8.346,8.567
259,12.795,11.549,14.489,10.427,12.209,11.072,10.397,10.530,11.946,11.024,11.016,9.761,31.086,11.601,11.897,11.128,10.099,9.072,8.320,8.499
260,12.840,11.560,14.460,10.386,12.162,11.050,10.381,10.665,11.789,10.817,10.811,9.900,31.009,11.553,11.997,11.084,10.152,9.027,8.309,8.517
261,12.834,11.588,14.434,10.377,12.176,11.058,10.281,10.606,11.775,10.683,10.675,9.839,30.391,11.580,11.785,11.088,10.202,9.016,8.354,8.551
262,12.797,11.551,14.400,10.451,12.129,11.099,10.371,10.550,11.694,10.894,10.804,9.911,30.822,11.602,11.904,11.346,10.145,8.994,8.319,8.561
263,12.807,11.416,14.401,10.389,12.172,11.132,10.340,10.619,11.860,10.918,10.943,9.900,31.503,11.622,12.066,11.275,10.176,9.010,8.375,8.546
264,12.818,11.510,14.317,10.398,12.249,11.126,10.348,10.683,11.785,10.981,10.839,9.967,31.607,11.618,11.887,11.210,10.152,9.067,8.348,8.580
265,12.799,11.510,14.383,10.396,12.188,11.198,10.322,10.587,11.865,10.923,10.801,9.906,31.736,11.623,11.970,11.122,10.174,9.069,8.396,8.486
266,12.787,11.508,14.350,10.446,12.221,11.186,10.389,10.633,11.869,11.010,11.019,9.883,32.512,11.618,12.056,11.230,10.190,9.067,8.344,8.528
267,12.838,11.464,14.385,10.489,12.155,11.057,10.407,10.585,11.893,10.981,10.978,9.967,32.826,11.644,12.053,11.228,10.228,9.016,8.320,8.513
268,12.814,11.579,14.403,10.383,12.237,11.164,10.410,10.640,12.019,11.053,10.959,10.000,33.022,11.561,12.086,11.089,10.190,9.006,8.393,8.605
269,12.696,11.581,14.282,10.370,12.072,11.071,10.379,10.622,11.791,10.913,10.820,9.850,32.551,11.561,11.811,11.097,10.180,9.018,8.324,8.554
270,12.744,11.544,14.358,10.434,12.172,11.024,10.348,10.569,11.718,10.726,10.719,9.933,31.379,11.464,11.791,11.050,10.111,8.988,8.316,8.533
271,12.780,11.601,14.417,10.312,12.104,11.220,10.472,10.605,11.671,10.644,10.631,9.822,30.965,11.432,11.722,11.192,10.115,9.018,8.333,8.507
272,12.741,11.460,14.374,10.417,12.155,11.082,10.381,10.594,11.697,10.750,10.530,9.922,29.577,11.402,11.649,11.194,10.194,9.034,8.323,8.488
273,12.726,11.469,14.419,10.437,12.243,11.000,10.430,10.665,11.657,10.659,10.457,9.956,28.446,11.411,11.411,11.201,10.160,9.027,8.290,8.574
274,12.693,11.588,14.353,10.400,12.149,11.055,10.332,10.651,11.528,10.644,10.293,9.811,27.319,11.237,11.364,11.009,10.117,8.996,8.297,8.501
275,12.703,11.527,14.373,10.408,12.243,11.093,10.343,10.690,11.644,10.587,10.334,9.917,26.101,11.229,11.248,10.945,10.218,9.004,8.361,8.532
276,12.742,11.601,14.531,10.479,12.155,11.030,10.392,10.573,11.424,10.562,10.278,9.850,25.479,11.306,11.262,10.859,10.149,9.007,8.348,8.526
277,12.714,11.534,14.617,10.343,12.329,11.107,10.412,10.672,11.453,10.591,10.448,9.978,25.135,11.316,11.235,10.751,10.121,9.045,8.339,8.518
278,12.682,11.547,14.521,10.449,12.160,11.135,10.356,10.580,11.493,10.673,10.356,9.950,24.384,11.250,11.308,10.714,10.135,9.010,8.333,8.551
279,12.687,11.536,14.443,10.427,12.139,11.011,10.448,10.629,11.457,10.452,10.363,9.911,23.470,11.139,11.113,10.693,10.188,9.021,8.324,8.555
280,12.642,11.601,14.401,10.425,12.141,11.068,10.381,10.587,11.509,10.399,10.287,9.939,22.748,11.217,11.126,10.672,10.123,9.028,8.314,8.518
281,12.681,11.605,14.570,10.448,12.147,11.071,10.438,10.613,11.476,10.572,10.278,9.939,22.552,11.199,11.060,10.649,10.162,9.049,8.294,8.568
282,12.681,11.547,14.579,10.431,12.178,11.119,10.402,10.677,11.571,10.601,10.445,9.839,22.623,11.361,11.195,10.711,10.147,9.060,8.332,8.539
283,12.678,11.586,14.511,10.400,12.147,11.075,10.466,10.589,11.509,10.452,10.309,9.894,22.098,11.152,11.238,10.702,10.121,9.073,8.324,8.486
284,12.619,11.453,14.481,10.441,12.143,11.020,10.397,10.617,11.512,10.423,10.211,9.972,21.263,11.217,11.086,10.643,10.210,8.975,8.342,8.539
285,12.645,11.466,14.428,10.362,12.194,11.049,10.343,10.704,11.554,10.308,10.262,9.839,20.414,11.118,10.934,10.610,10.083,8.969,8.311,8.496
286,12.668,11.479,14.378,10.322,12.145,11.060,10.456,10.652,11.531,10.337,10.132,9.744,19.745,11.133,10.947,10.601,10.154,9.037,8.348,8.511
287,12.629,11.644,14.301,10.312,12.100,11.142,10.394,10.594,11.491,10.361,10.227,9.894,19.132,11.100,10.947,10.581,10.152,9.037,8.336,8.476
288,12.614,11.495,14.304,10.353,12.135,11.096,10.387,10.599,11.465,10.423,10.189,9.811,18.530,11.076,10.748,10.571,10.168,9.016,8.329,8.516
289,12.551,11.475,14.341,10.369,12.188,11.039,10.338,10.647,11.393,10.341,10.180,9.811,17.968,11.098,10.854,10.576,10.097,9.022,8.297,8.603
290,12.641,11.512,14.571,10.427,12.190,11.148,10.379,10.612,11.471,10.159,10.082,9.956,17.474,10.991,10.748,10.610,10.109,9.079,8.320,8.514
291,12.619,11.499,14.535,10.408,12.125,11.019,10.325,10.660,11.391,10.264,10.104,9.778,17.058,11.084,10.732,10.650,10.166,9.027,8.333,8.518
292,12.582,11.473,14.404,10.496,12.133,11.083,10.389,10.633,11.363,10.375,10.202,9.883,16.689,10.987,10.732,10.820,10.147,9.081,8.315,8.489
293,12.607,11.390,14.374,10.396,12.149,11.119,10.466,10.622,11.370,10.303,10.120,9.867,16.320,10.997,10.831,10.777,10.121,8.975,8.354,8.513
294,12.613,11.568,14.365,10.407,12.092,11.108,10.418,10.674,11.329,10.308,10.091,9.783,16.071,10.992,10.675,10.704,10.079,9.100,8.379,8.525
295,12.591,11.514,14.378,10.407,12.153,11.108,10.425,10.690,11.429,10.317,10.107,9.806,15.852,11.007,10.646,10.657,10.164,9.072,8.311,8.536
296,12.585,11.430,14.335,10.383,12.151,11.126,10.338,10.608,11.438,10.312,10.069,9.861,15.542,11.053,10.656,10.584,10.105,9.006,8.296,8.505
297,12.525,11.464,14.347,10.436,12.147,11.090,10.433,10.606,11.419,10.298,10.123,9.983,15.376,11.042,10.642,10.555,10.111,9.025,8.345,8.501
298,12.511,11.458,14.288,10.407,12.241,11.071,10.343,10.652,11.372,10.260,10.155,10.033,15.103,11.032,10.517,10.518,10.137,9.027,8.305,8.497
299,12.563,11.434,14.332,10.297,12.108,11.112,10.381,10.612,11.450,10.361,10.098,9.983,14.947,10.980,10.573,10.521,10.139,9.006,8.375,8.483
300,12.497,11.386,14.347,10.395,12.266,11.113,10.418,10.672,11.327,10.269,10.196,9.806,14.904,10.981,10.593,10.626,10.198,9.060,8.327,8.529
301,12.493,11.406,14.268,10.322,12.121,11.121,10.448,10.686,11.372,10.298,10.180,9.811,14.813,11.023,10.444,10.499,10.097,9.001,8.354,8.512
302,12.496,11.432,14.311,10.355,12.184,11.017,10.394,10.598,11.320,10.231,10.148,9.750,14.624,11.014,10.480,10.517,10.141,9.052,8.342,8.550
303,12.531,11.544,14.340,10.501,12.157,11.031,10.353,10.663,11.313,10.226,10.155,9.806,14.538,11.020,10.563,10.570,10.137,8.990,8.350,8.525
304,12.488,11.473,14.282,10.432,12.211,11.123,10.412,10.583,11.339,10.264,10.060,9.839,14.470,11.019,10.477,10.580,10.091,9.003,8.299,8.516
305,12.419,11.419,14.193,10.437,12.211,11.085,10.490,10.612,11.431,10.327,10.155,9.878,14.341,11.019,10.440,10.629,10.119,9.036,8.409,8.518
306,12.460,11.436,14.322,10.419,12.127,11.052,10.466,10.587,11.445,10.226,10.107,9.889,14.308,11.084,10.503,10.508,10.192,9.039,8.275,8.530
307,12.391,11.410,14.362,10.271,12.022,11.044,10.366,10.564,11.467,10.236,10.082,10.017,14.214,11.025,10.477,10.601,10.168,9.022,8.352,8.521
308,12.415,11.529,14.468,10.374,12.106,11.090,10.369,10.674,11.334,10.183,10.025,9.811,14.190,10.990,10.414,10.470,10.119,8.970,8.329,8.496
309,12.562,11.540,14.651,10.367,12.117,11.241,10.376,10.764,11.346,10.380,10.139,9.922,14.109,11.150,10.553,10.565,10.164,9.073,8.374,8.516
310,12.710,11.820,15.480,10.413,12.188,11.803,10.652,10.995,11.377,10.673,10.303,9.972,14.077,11.320,10.430,10.786,10.125,9.121,8.694,8.503
311,12.832,11.885,15.741,10.542,12.276,12.451,10.678,11.112,11.420,10.635,10.379,9.922,14.045,11.226,10.536,11.087,10.184,9.054,8.714,8.514
312,12.803,11.694,15.411,10.408,12.286,12.470,10.593,11.016,11.374,10.596,10.233,9.794,14.048,11.163,10.411,10.997,10.170,9.073,8.637,8.530
313,12.794,11.651,15.039,10.370,12.272,12.270,10.546,11.041,11.343,10.635,10.297,9.861,13.937,11.204,10.503,10.858,10.129,9.070,8.652,8.491
314,12.738,11.542,14.849,10.532,12.268,12.481,10.624,11.012,11.306,10.673,10.148,9.811,13.899,11.262,10.414,10.782,10.145,9.079,8.585,8.528
315,12.851,11.564,14.746,10.374,12.225,12.393,10.588,10.938,11.324,10.591,10.303,9.928,13.864,11.203,10.543,10.779,10.097,9.000,8.598,8.484
316,12.705,11.540,14.659,10.432,12.223,12.343,10.582,10.828,11.296,10.466,10.148,9.961,13.833,11.150,10.341,10.779,10.168,9.036,8.518,8.495
317,12.604,11.508,14.439,10.461,12.209,12.225,10.531,10.897,11.391,10.428,10.215,9.833,13.820,11.163,10.397,10.642,10.091,9.055,8.525,8.495
318,12.573,11.581,14.460,10.503,12.176,12.495,10.644,10.972,11.341,10.620,10.281,9.839,13.764,11.379,10.414,10.665,10.091,9.046,8.689,8.495
319,12.652,11.499,14.390,10.642,12.266,12.489,10.552,11.000,11.244,10.558,10.227,9.894,13.791,11.365,10.252,10.645,10.149,9.060,8.618,8.509
320,12.566,11.460,14.396,10.496,12.235,12.467,10.603,10.892,11.372,10.490,10.095,9.800,13.680,11.215,10.430,10.597,10.083,9.067,8.539,8.500
321,12.583,11.492,14.576,10.623,12.162,12.530,10.575,11.030,11.353,10.712,10.208,9.922,13.652,11.253,10.404,10.620,10.097,9.096,8.643,8.478
322,12.575,11.549,14.673,10.566,12.276,12.465,10.505,11.050,11.310,10.736,10.252,9.717,13.690,11.354,10.205,10.852,10.135,9.082,8.661,8.499
323,12.573,11.514,14.532,10.554,12.102,12.313,10.485,11.041,11.277,10.683,10.196,9.844,13.589,11.375,10.318,10.800,10.133,9.081,8.715,8.501
324,12.580,11.458,14.520,10.527,12.252,12.297,10.446,10.950,11.280,10.712,10.262,9.756,13.691,11.352,10.424,10.792,10.143,9.061,8.682,8.500
325,12.543,11.577,14.489,10.446,12.196,12.259,10.423,10.995,11.244,10.817,10.211,9.944,13.600,11.390,10.272,10.738,10.188,9.063,8.674,8.487
326,12.526,11.570,14.281,10.499,12.119,12.267,10.554,11.009,11.303,10.663,10.145,9.933,13.527,11.307,10.308,10.709,10.164,9.081,8.605,8.471
327,12.537,11.466,14.374,10.437,12.125,12.283,10.590,10.897,11.306,10.524,10.331,9.778,13.555,11.245,10.467,10.606,10.117,8.988,8.630,8.524
328,12.526,11.514,14.396,10.381,12.145,12.274,10.469,10.839,11.260,10.413,10.215,9.783,13.578,11.188,10.301,10.594,10.119,9.039,8.581,8.505
329,12.587,11.427,14.364,10.441,12.135,12.277,10.508,10.885,11.332,10.284,10.117,9.833,13.564,11.099,10.275,10.630,10.204,9.016,8.479,8.538
330,12.469,11.540,14.271,10.400,12.127,12.061,10.495,10.770,11.275,10.346,10.079,9.789,13.477,11.109,10.358,10.605,10.192,9.010,8.398,8.508
331,12.437,11.479,14.347,10.467,12.209,12.080,10.425,10.699,11.268,10.389,10.016,9.733,13.488,11.065,10.474,10.725,10.065,9.057,8.424,8.499
332,12.434,11.421,14.322,10.340,12.110,12.088,10.515,10.668,11.311,10.274,10.041,9.911,13.637,11.102,10.265,10.770,10.059,9.040,8.398,8.462
333,12.429,11.408,14.310,10.467,12.117,12.009,10.580,10.622,11.242,10.332,10.101,9.833,13.460,10.966,10.295,10.737,10.154,9.027,8.380,8.497
334,12.408,11.501,14.311,10.384,12.202,12.041,10.479,10.640,11.242,10.385,10.098,9.811,13.586,11.035,10.351,10.660,10.147,9.048,8.421,8.458
335,12.343,11.434,14.258,10.456,12.129,12.005,10.366,10.642,11.263,10.394,10.095,9.789,13.531,11.052,10.275,10.596,10.051,9.045,8.427,8.486
336,12.425,11.562,14.230,10.357,12.121,12.055,10.410,10.681,11.246,10.298,10.117,9.756,13.485,10.986,10.348,10.631,10.046,9.030,8.408,8.559
337,12.443,11.536,14.349,10.376,12.135,11.843,10.487,10.582,11.265,10.135,10.069,9.717,13.594,10.995,10.298,10.626,10.121,9.039,8.372,8.455
