 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
161,12.872,11.798,14.159,10.712,12.511,11.737,11.010,11.582,11.685,10.562,10.593,10.106,14.136,10.923,10.732,11.272,10.323,9.223,8.365,8.699
162,12.820,11.774,14.309,10.640,12.515,11.800,11.090,11.480,11.683,10.577,10.442,9.994,14.098,10.962,10.960,11.370,10.339,9.224,8.372,8.628
163,12.848,11.605,14.216,10.599,12.650,11.764,10.972,11.539,11.666,10.716,10.514,10.211,14.161,10.987,10.841,11.577,10.349,9.253,8.341,8.692
164,12.798,11.640,14.350,10.703,12.675,11.759,11.052,11.473,11.711,10.793,10.568,10.311,14.107,10.894,10.921,11.566,10.325,9.214,8.363,8.682
165,12.880,11.638,14.259,10.599,12.589,11.728,11.126,11.445,11.801,10.712,10.612,10.000,14.075,10.959,10.927,11.467,10.386,9.178,8.389,8.691
166,12.765,11.696,14.169,10.720,12.618,11.825,11.023,11.367,11.720,10.649,10.527,10.217,14.061,10.958,10.950,11.348,10.329,9.179,8.368,8.645
167,12.841,11.642,14.196,10.648,12.575,11.792,11.111,11.371,11.798,10.692,10.543,10.111,14.248,10.879,10.901,11.297,10.451,9.239,8.383,8.663
168,12.859,11.612,14.103,10.770,12.703,11.802,11.046,11.324,11.647,10.740,10.587,10.089,14.166,10.964,10.957,11.206,10.372,9.260,8.365,8.666
169,12.866,11.633,14.323,10.678,12.701,11.775,11.103,11.303,11.836,10.702,10.394,10.106,14.182,11.009,10.854,11.220,10.341,9.217,8.422,8.674
170,12.923,11.655,14.259,10.688,12.579,11.822,11.023,11.197,11.734,10.644,10.618,10.144,14.190,10.973,10.907,11.443,10.289,9.176,8.327,8.700
171,12.903,11.727,14.283,10.667,12.773,11.800,11.075,11.254,11.644,10.808,10.612,10.183,14.163,10.993,10.970,11.541,10.374,9.161,8.329,8.661
172,12.904,11.688,14.240,10.690,12.634,11.770,11.054,11.191,11.723,10.793,10.593,9.994,14.223,10.967,10.911,11.469,10.368,9.230,8.384,8.682
173,12.854,11.575,14.232,10.654,12.654,11.758,11.147,11.209,11.754,10.716,10.533,10.244,14.284,10.926,10.987,11.380,10.345,9.259,8.357,8.691
174,12.870,11.757,14.277,10.599,12.622,11.730,10.972,11.076,11.739,10.760,10.562,10.178,14.195,10.947,10.901,11.333,10.358,9.172,8.358,8.662
175,12.882,11.694,14.171,10.619,12.569,11.869,11.039,11.101,11.728,10.726,10.587,10.089,14.111,10.965,10.821,11.482,10.388,9.211,8.344,8.672
176,12.872,11.716,14.240,10.662,12.677,11.748,10.920,11.183,11.678,10.745,10.637,10.083,14.225,10.993,10.914,11.650,10.319,9.247,8.346,8.671
177,12.853,12.445,14.643,10.654,12.691,11.701,11.106,11.087,11.721,10.702,10.580,10.128,14.315,10.909,10.950,11.548,10.416,9.241,8.371,8.695
178,12.918,12.829,14.667,10.659,12.656,11.838,11.090,11.133,11.730,10.726,10.565,10.194,14.259,10.992,10.921,11.430,10.406,9.309,8.365,8.720
179,12.896,12.403,14.658,10.612,12.675,11.747,11.108,11.170,11.626,10.769,10.467,10.133,14.278,10.903,10.805,11.406,10.386,9.217,8.385,8.654
180,12.979,12.195,14.562,10.660,12.722,11.763,10.987,11.092,11.699,10.639,10.685,10.117,14.191,10.920,10.811,11.312,10.329,9.172,8.353,8.612
181,12.936,12.050,14.700,10.774,12.665,11.775,11.093,11.110,11.772,10.683,10.565,10.144,14.206,10.954,10.874,11.391,10.390,9.244,8.345,8.645
182,12.878,11.779,14.715,10.722,12.738,11.827,11.229,11.181,11.830,10.639,10.492,10.133,14.281,10.932,10.990,11.592,10.347,9.274,8.409,8.708
183,12.929,11.813,14.715,10.617,12.683,11.835,11.013,11.186,11.732,10.716,10.470,10.206,14.299,10.933,10.917,11.587,10.430,9.205,8.355,8.638
184,12.978,11.785,14.658,10.597,12.677,11.788,11.088,11.172,11.718,10.630,10.549,10.228,14.281,10.991,10.881,11.498,10.354,9.235,8.348,8.691
185,12.923,11.759,14.622,10.640,12.628,11.797,11.147,11.137,11.730,10.663,10.476,10.083,14.320,10.910,10.805,11.444,10.471,9.209,8.383,8.676
186,12.958,11.857,14.942,10.645,12.638,11.781,11.080,11.096,11.749,10.716,10.502,10.117,14.340,10.964,10.841,11.394,10.370,9.235,8.314,8.679
187,12.952,11.746,14.835,10.696,12.652,11.838,11.080,11.041,11.782,10.769,10.495,10.117,14.354,10.951,10.957,11.416,10.315,9.206,8.298,8.701
188,12.997,11.813,14.773,10.666,12.665,11.761,11.039,11.138,11.699,10.697,10.543,10.278,14.264,10.952,10.990,11.353,10.358,9.191,8.363,8.620
189,12.953,11.774,14.718,10.688,12.695,11.774,11.121,11.094,11.656,10.659,10.524,10.022,14.290,10.962,10.950,11.673,10.364,9.236,8.352,8.684
190,13.002,12.091,14.929,10.693,12.648,11.813,11.059,11.128,11.765,10.755,10.508,10.178,14.290,11.014,10.897,11.558,10.372,9.214,8.380,8.692
191,12.966,12.033,14.989,10.599,12.759,11.803,11.070,11.083,11.770,10.673,10.479,10.194,14.378,11.057,10.854,11.519,10.402,9.123,8.358,8.699
192,12.956,11.892,14.783,10.748,12.789,11.838,11.070,11.142,11.687,10.827,10.483,10.117,14.307,11.011,10.781,11.439,10.368,9.200,8.362,8.662
193,13.029,11.744,14.700,10.715,12.751,11.719,11.126,11.227,11.773,10.663,10.527,10.106,14.376,10.927,10.911,11.467,10.404,9.199,8.383,8.667
194,13.030,11.738,14.709,10.708,12.781,11.752,11.057,11.200,11.758,10.663,10.549,10.100,14.327,11.028,10.954,11.662,10.410,9.235,8.341,8.695
195,12.985,11.742,14.667,10.681,12.769,11.838,11.103,11.163,11.834,10.760,10.394,10.117,14.259,11.049,10.970,11.716,10.380,9.233,8.383,8.725
196,12.995,11.755,14.652,10.683,12.712,11.785,11.080,11.087,11.730,10.668,10.467,10.039,14.228,11.034,10.848,11.648,10.469,9.250,8.342,8.691
197,12.975,12.033,15.095,10.667,12.665,11.770,11.008,11.099,11.758,10.534,10.435,10.028,14.152,11.069,10.848,11.557,10.380,9.275,8.318,8.759
198,12.954,11.983,14.907,10.678,12.689,11.824,11.021,11.145,11.723,10.620,10.511,10.044,14.202,11.023,10.950,11.438,10.327,9.241,8.365,8.666
199,12.981,11.866,14.921,10.726,12.773,11.788,10.915,11.039,11.841,10.577,10.565,10.039,14.187,11.015,10.901,11.342,10.378,9.245,8.352,8.664
200,12.949,11.826,14.771,10.782,12.677,11.868,11.062,11.216,11.751,10.558,10.476,10.122,14.234,11.011,10.907,11.445,10.416,9.291,8.410,8.713
201,12.964,11.764,14.692,10.635,12.836,11.863,10.992,11.135,11.806,10.707,10.514,10.100,14.239,11.007,10.907,11.781,10.311,9.269,8.348,8.675
202,13.017,11.681,14.660,10.705,12.810,11.802,11.015,11.110,11.747,10.740,10.492,10.150,14.265,11.083,10.858,11.689,10.422,9.224,8.337,8.699
203,13.032,11.707,14.634,10.700,12.818,11.744,11.046,11.085,11.905,10.702,10.574,10.022,14.256,11.013,10.897,11.531,10.345,9.250,8.383,8.720
204,12.925,11.742,14.523,10.642,12.730,11.803,11.088,11.060,11.888,10.654,10.445,10.133,14.270,11.048,10.868,11.467,10.382,9.269,8.383,8.689
205,13.002,11.683,14.619,10.741,12.755,11.888,11.031,11.200,11.933,10.716,10.543,10.083,14.220,11.068,10.858,11.390,10.461,9.233,8.333,8.700
206,12.961,11.768,14.607,10.684,12.771,11.813,11.116,11.099,11.870,10.726,10.533,9.944,14.335,10.972,10.997,11.308,10.295,9.223,8.370,8.642
207,12.934,11.640,14.548,10.750,12.798,11.747,11.015,11.043,11.920,10.726,10.577,10.122,14.254,11.048,10.861,11.496,10.366,9.220,8.335,8.688
208,13.026,11.653,14.528,10.741,12.769,11.774,11.067,11.183,11.756,10.659,10.527,10.017,14.308,10.985,10.901,11.757,10.414,9.303,8.392,8.663
209,12.953,11.683,14.561,10.750,12.720,11.802,11.111,11.142,11.808,10.625,10.524,10.067,14.274,11.051,10.921,11.692,10.382,9.311,8.358,8.616
210,12.959,11.638,14.536,10.738,12.775,11.818,11.041,11.195,11.782,10.591,10.558,10.217,14.253,11.002,10.993,11.528,10.442,9.251,8.366,8.651
211,13.012,11.809,14.442,10.748,12.618,11.791,11.098,11.232,11.699,10.620,10.517,10.072,14.256,11.075,10.947,11.430,10.376,9.280,8.331,8.696
212,13.032,11.805,14.507,10.753,12.769,11.846,11.034,11.193,11.768,10.562,10.404,10.144,14.300,11.042,10.781,11.433,10.390,9.241,8.342,8.671
213,13.010,11.705,14.556,10.645,12.836,11.857,11.124,11.252,11.737,10.740,10.360,10.161,14.258,11.048,10.934,11.481,10.311,9.284,8.324,8.668
214,12.940,11.772,14.521,10.667,12.793,11.810,11.028,11.287,11.706,10.577,10.423,10.167,14.200,11.046,10.841,11.735,10.408,9.244,8.337,8.670
215,13.021,11.620,14.558,10.714,12.736,11.874,11.064,11.293,11.694,10.538,10.397,10.061,14.225,11.089,10.967,11.755,10.370,9.211,8.379,8.654
216,13.012,11.670,14.475,10.712,12.820,11.800,11.116,11.324,11.721,10.490,10.356,10.067,14.265,11.059,10.861,11.567,10.410,9.218,8.339,8.692
217,12.998,11.777,14.478,10.672,12.728,11.868,11.088,11.266,11.836,10.572,10.379,10.061,14.242,10.997,10.877,11.497,10.418,9.272,8.340,8.707
218,13.046,11.818,14.489,10.633,12.757,11.832,11.015,11.278,11.730,10.587,10.476,10.172,14.223,10.995,10.947,11.487,10.430,9.184,8.358,8.646
219,12.950,11.870,14.442,10.708,12.757,11.871,11.036,11.216,11.784,10.505,10.293,10.167,14.216,11.081,10.858,11.366,10.402,9.239,8.391,8.700
220,13.010,11.774,14.510,10.741,12.720,11.846,11.147,11.369,11.758,10.716,10.379,10.083,14.238,11.003,11.003,11.595,10.388,9.145,8.398,8.662
221,13.053,11.790,14.379,10.724,12.816,11.852,11.039,11.363,11.756,10.644,10.454,10.072,14.285,11.060,10.934,11.842,10.372,9.259,8.344,8.674
222,12.965,11.783,14.589,10.719,12.810,11.796,11.101,11.246,11.917,10.736,10.426,10.067,14.340,11.116,10.808,11.712,10.388,9.197,8.355,8.714
223,12.988,11.820,14.469,10.755,12.681,11.873,11.044,11.408,11.830,10.716,10.552,10.100,14.336,11.056,10.917,11.660,10.295,9.233,8.408,8.654
224,13.034,11.781,14.661,10.645,12.802,11.909,11.095,11.486,11.901,10.745,10.517,9.994,14.359,11.107,10.964,11.522,10.384,9.205,8.372,8.691
225,13.108,11.764,14.796,10.700,12.753,11.835,11.095,11.415,11.926,10.736,10.495,10.078,14.427,11.088,10.854,11.562,10.364,9.176,8.352,8.663
226,13.002,11.725,14.766,10.734,12.822,11.899,11.137,11.395,11.825,10.639,10.486,9.983,14.324,11.015,10.864,11.760,10.364,9.306,8.333,8.659
227,13.009,11.755,14.790,10.792,12.748,11.912,11.003,11.330,11.849,10.659,10.483,10.133,14.495,11.034,10.911,11.801,10.408,9.164,8.398,8.691
228,13.048,11.787,14.742,10.753,12.851,11.983,11.075,11.335,11.727,10.755,10.426,10.222,14.388,11.063,10.788,11.620,10.370,9.218,8.363,8.670
229,13.057,11.909,14.763,10.804,12.863,11.892,11.111,11.385,11.784,10.745,10.539,10.072,14.328,11.102,10.937,11.608,10.400,9.291,8.384,8.693
230,13.126,12.195,14.986,10.726,12.826,11.881,11.090,11.429,11.901,10.808,10.533,10.083,14.433,11.107,10.974,11.497,10.321,9.230,8.294,8.659
231,13.104,12.204,14.954,10.731,12.806,11.805,11.108,11.340,11.815,10.740,10.565,10.106,14.422,11.036,10.864,11.501,10.400,9.203,8.382,8.657
232,13.073,11.976,14.974,10.717,12.789,11.838,11.116,11.426,11.727,10.918,10.565,10.000,14.395,11.093,10.897,11.792,10.303,9.259,8.379,8.671
233,13.124,11.928,14.923,10.806,12.851,11.799,11.008,11.287,11.811,10.769,10.524,10.083,14.429,11.110,10.957,11.631,10.406,9.321,8.354,8.693
234,13.217,11.872,15.157,10.758,12.843,11.805,11.000,11.236,11.734,10.678,10.467,10.167,14.456,11.125,10.930,11.779,10.418,9.272,8.391,8.768
235,13.094,11.820,15.208,10.722,12.832,11.843,11.113,11.229,11.806,10.736,10.618,10.289,14.393,11.078,10.950,11.574,10.394,9.217,8.380,8.675
236,13.114,11.855,15.029,10.748,12.881,11.818,11.067,11.176,11.915,10.750,10.606,10.117,14.429,11.035,10.841,11.741,10.436,9.309,8.382,8.678
237,13.040,11.837,14.956,10.669,12.847,11.832,11.036,11.087,11.803,10.779,10.644,10.206,14.401,11.080,10.887,11.996,10.400,9.299,8.371,8.659
238,13.109,11.733,14.851,10.681,12.967,11.838,11.000,11.199,11.744,10.822,10.562,10.172,14.389,11.164,10.911,11.868,10.398,9.178,8.378,8.692
239,13.107,11.824,15.341,10.767,12.796,11.903,11.090,11.158,11.855,10.659,10.574,9.978,14.423,11.173,10.911,11.821,10.356,9.205,8.336,8.749
240,13.165,11.876,15.266,10.738,12.890,11.899,11.206,11.158,11.839,10.659,10.574,10.144,14.418,11.096,10.848,11.733,10.444,9.284,8.345,8.675
241,13.165,11.885,15.018,10.738,12.757,11.929,11.108,11.128,11.803,10.803,10.442,10.311,14.352,11.090,10.871,11.608,10.430,9.256,8.318,8.655
242,13.120,11.813,14.957,10.758,12.990,11.822,11.062,11.119,11.841,10.668,10.448,10.044,14.325,11.174,10.775,11.907,10.430,9.196,8.372,8.716
243,13.135,11.772,14.903,10.760,12.822,11.903,11.036,11.181,11.749,10.736,10.486,10.117,14.397,11.167,10.897,11.937,10.392,9.239,8.352,8.733
244,13.193,12.108,15.251,10.731,12.863,11.918,11.059,11.186,11.806,10.760,10.388,10.083,14.420,11.071,10.781,11.889,10.436,9.290,8.395,8.712
245,13.125,12.078,15.254,10.750,12.746,11.824,11.085,11.154,11.877,10.784,10.609,10.089,14.419,11.089,10.825,11.831,10.428,9.277,8.378,8.718
246,13.163,11.959,15.117,10.731,12.877,11.915,11.034,11.176,11.849,10.630,10.527,10.100,14.386,11.082,10.874,11.774,10.412,9.272,8.315,8.693
247,13.178,11.794,15.083,10.755,12.822,11.961,11.173,11.142,11.811,10.673,10.517,10.106,14.342,11.137,10.864,11.694,10.430,9.317,8.396,8.745
248,13.170,11.803,15.122,10.791,12.885,11.863,11.049,11.225,11.817,10.745,10.514,10.256,14.401,11.096,10.911,12.024,10.483,9.326,8.350,8.667
249,13.176,11.848,14.888,10.662,12.904,11.937,11.101,11.172,11.761,10.740,10.521,10.061,14.415,11.155,10.868,12.016,10.396,9.288,8.302,8.708
250,13.218,11.850,14.941,10.786,12.857,11.987,11.044,11.108,11.791,10.615,10.543,10.117,14.433,11.150,10.821,11.884,10.370,9.278,8.415,8.684
251,13.133,11.766,14.849,10.796,12.863,11.881,11.247,11.207,11.804,10.707,10.492,10.167,14.451,11.134,10.762,11.854,10.453,9.256,8.376,8.737
252,13.158,11.811,14.829,10.662,12.810,11.866,11.034,11.110,11.926,10.731,10.580,9.950,14.404,11.119,10.851,11.638,10.380,9.209,8.340,8.714
253,13.150,11.833,15.273,10.760,12.982,11.874,11.095,11.124,11.735,10.577,10.562,10.061,14.443,11.143,10.914,11.662,10.446,9.315,8.374,8.725
254,13.195,11.926,15.204,10.746,12.851,11.925,11.070,11.163,11.836,10.803,10.511,10.050,14.445,11.164,10.868,11.752,10.424,9.218,8.310,8.736
255,13.178,11.807,15.139,10.743,12.800,11.910,11.075,11.154,11.893,10.736,10.644,10.056,14.353,11.155,10.851,12.049,10.477,9.286,8.353,8.737
256,13.146,11.837,15.037,10.798,12.902,11.928,11.044,11.154,11.872,10.697,10.536,10.089,14.493,11.205,10.851,11.869,10.501,9.247,8.392,8.671
257,13.144,11.755,14.965,10.744,12.900,11.811,10.987,11.156,11.865,10.668,10.445,10.211,14.422,11.166,10.758,11.857,10.444,9.272,8.365,8.721
258,13.135,11.755,14.898,10.758,12.980,11.863,11.137,11.119,11.860,10.736,10.426,10.011,14.392,11.223,10.904,11.760,10.333,9.274,8.324,8.705
259,13.203,11.961,14.982,10.732,12.787,11.813,11.052,11.140,11.834,10.625,10.524,10.122,14.428,11.191,10.848,11.706,10.465,9.284,8.389,8.757
260,13.201,11.852,14.991,10.768,12.900,11.950,11.059,11.142,11.794,10.596,10.568,10.050,14.426,11.123,10.884,12.067,10.410,9.233,8.348,8.738
261,13.181,11.842,15.297,10.834,12.824,11.967,11.028,11.151,11.801,10.673,10.473,10.250,14.488,11.115,10.808,11.965,10.448,9.244,8.397,8.718
262,13.149,11.783,15.227,10.738,12.930,11.961,11.139,11.156,11.869,10.611,10.473,10.106,14.440,11.174,10.738,11.938,10.513,9.308,8.350,8.737
263,13.055,11.887,15.178,10.772,12.922,11.898,11.175,11.165,11.799,10.596,10.603,10.056,14.457,11.163,10.791,11.780,10.400,9.323,8.372,8.686
264,13.135,11.868,14.988,10.736,12.937,11.903,11.013,11.202,11.763,10.668,10.435,10.094,14.406,11.162,10.821,11.874,10.438,9.265,8.320,8.688
265,13.114,11.887,14.965,10.662,12.859,11.928,11.113,11.154,11.827,10.611,10.498,10.189,14.435,11.133,10.798,12.021,10.402,9.284,8.299,8.679
266,13.113,11.928,14.951,10.748,12.883,11.888,11.129,11.209,11.811,10.639,10.599,10.122,14.521,11.196,10.907,12.087,10.412,9.257,8.358,8.762
267,13.193,11.931,15.179,10.804,13.043,11.904,11.005,11.145,11.820,10.726,10.549,10.222,14.480,11.131,10.685,12.052,10.483,9.278,8.375,8.718
268,13.132,12.037,15.343,10.880,12.922,12.008,11.018,11.248,11.804,10.764,10.479,10.039,14.499,11.190,10.877,11.892,10.412,9.309,8.363,8.738
269,13.153,11.920,15.281,10.727,12.855,11.926,11.026,11.160,11.824,10.702,10.476,10.122,14.466,11.172,10.828,11.870,10.358,9.269,8.401,8.647
270,13.191,11.896,15.180,10.772,13.031,11.909,11.075,11.250,11.830,10.678,10.524,10.056,14.530,11.189,10.950,11.823,10.440,9.274,8.340,8.739
271,13.095,11.863,15.042,10.738,12.941,11.873,11.057,11.161,11.782,10.779,10.565,10.083,14.515,11.201,10.825,12.211,10.420,9.229,8.357,8.722
272,13.077,11.809,15.001,10.798,12.939,11.906,11.170,11.124,11.836,10.822,10.527,10.211,14.529,11.223,10.897,12.067,10.420,9.297,8.341,8.712
273,13.157,11.820,14.966,10.804,12.957,11.917,11.101,11.128,11.919,10.625,10.438,9.989,14.455,11.189,10.834,12.059,10.477,9.288,8.385,8.687
274,13.161,11.839,15.198,10.775,12.840,12.020,11.008,11.128,11.843,10.635,10.486,10.044,14.532,11.107,10.868,11.955,10.354,9.280,8.322,8.750
275,13.185,12.189,15.358,10.726,13.035,11.970,11.080,11.170,11.765,10.558,10.492,10.083,14.561,11.111,10.841,11.960,10.400,9.284,8.305,8.725
276,13.065,11.948,15.256,10.885,12.992,11.797,11.090,11.179,11.993,10.654,10.426,10.233,14.355,11.199,10.851,12.215,10.392,9.242,8.385,8.705
277,13.228,11.978,15.212,10.786,13.049,11.904,11.196,11.229,11.818,10.769,10.571,10.133,14.584,11.182,10.930,12.235,10.396,9.272,8.331,8.703
278,13.192,11.805,15.035,10.758,12.873,12.025,11.108,11.133,11.770,10.659,10.571,10.122,14.547,11.179,10.788,12.169,10.396,9.300,8.345,8.749
279,13.150,11.902,15.074,10.722,12.947,11.986,11.180,11.174,11.853,10.615,10.584,10.094,14.480,11.122,10.808,11.975,10.398,9.232,8.410,8.717
280,13.191,11.892,15.086,10.710,12.992,11.950,11.204,11.154,11.780,10.731,10.492,10.072,14.489,11.130,10.705,11.850,10.335,9.265,8.340,8.691
281,13.133,12.037,15.484,10.630,12.951,11.868,11.149,11.154,11.813,10.721,10.533,10.033,14.482,11.182,10.768,11.961,10.442,9.256,8.337,8.687
282,13.201,11.894,15.316,10.736,13.059,11.877,11.095,11.174,11.849,10.721,10.536,10.133,14.466,11.185,10.805,12.216,10.394,9.250,8.405,8.721
283,13.252,11.857,15.198,10.832,12.998,11.980,11.186,11.149,11.856,10.659,10.536,10.144,14.448,11.207,10.825,12.122,10.390,9.275,8.349,8.671
284,13.156,11.874,15.187,10.768,12.978,11.888,11.044,11.165,11.860,10.750,10.549,10.172,14.497,11.216,10.778,12.068,10.434,9.288,8.315,8.704
285,13.229,12.059,15.137,10.828,13.000,11.910,11.106,11.223,11.818,10.659,10.539,10.206,14.588,11.196,10.858,12.010,10.380,9.265,8.345,8.733
286,13.202,11.931,15.232,10.720,12.975,11.942,11.108,11.218,11.869,10.731,10.530,10.083,14.500,11.156,10.781,11.891,10.481,9.241,8.309,8.717
287,13.143,12.039,15.403,10.801,12.908,11.947,11.052,11.165,11.938,10.678,10.489,10.100,14.430,11.229,10.844,12.231,10.299,9.260,8.352,8.736
288,13.168,11.907,15.305,10.760,13.000,11.901,11.155,11.137,11.856,10.688,10.533,10.244,14.557,11.162,10.851,12.229,10.400,9.245,8.333,8.707
289,13.127,11.861,15.256,10.777,12.914,11.992,11.113,11.207,11.810,10.851,10.432,10.094,14.554,11.167,10.921,12.155,10.438,9.220,8.359,8.714
290,13.239,11.976,15.537,10.861,12.969,11.920,11.155,11.083,11.869,10.774,10.479,10.189,14.541,11.189,10.904,12.049,10.438,9.268,8.372,8.725
291,13.179,11.933,15.472,10.808,12.982,11.915,11.039,11.202,11.948,10.591,10.590,10.156,14.537,11.188,10.901,11.967,10.483,9.238,8.329,8.761
292,13.168,11.868,15.347,10.782,12.978,11.921,11.131,11.106,11.817,10.644,10.539,10.161,14.569,11.147,10.805,12.026,10.382,9.211,8.366,8.711
293,13.256,11.902,15.156,10.822,13.065,11.914,11.054,11.051,11.839,10.784,10.672,10.111,14.543,11.167,10.848,12.323,10.343,9.238,8.301,8.699
294,13.240,11.833,15.092,10.774,13.012,11.915,11.041,11.209,11.915,10.760,10.587,10.244,14.513,11.154,10.831,12.210,10.501,9.291,8.336,8.736
295,13.233,11.850,15.243,10.868,12.914,11.928,11.095,11.188,11.810,10.822,10.533,10.094,14.592,11.238,10.821,12.128,10.337,9.256,8.354,8.733
296,13.222,12.054,15.587,10.772,12.986,11.973,11.059,11.168,11.919,10.846,10.644,10.094,14.552,11.192,10.728,12.021,10.384,9.229,8.361,8.745
297,13.173,11.894,15.508,10.777,13.025,11.907,11.070,11.145,11.751,10.788,10.621,10.117,14.607,11.168,10.606,12.072,10.479,9.226,8.402,8.708
298,13.276,11.794,15.319,10.866,12.818,11.948,11.175,11.176,11.824,10.784,10.580,10.244,14.595,11.200,10.785,12.270,10.507,9.259,8.333,8.717
299,13.192,11.896,15.224,10.768,13.041,11.950,11.139,11.172,11.912,10.673,10.546,10.128,14.613,11.148,10.838,12.330,10.396,9.290,8.326,8.750
300,13.241,11.898,15.147,10.798,13.027,11.973,11.093,11.128,11.830,10.817,10.546,10.200,14.642,11.180,10.765,12.141,10.418,9.214,8.379,8.732
301,13.140,11.889,15.582,10.780,13.018,11.914,11.070,11.209,11.844,10.779,10.565,10.078,14.562,11.177,10.868,12.062,10.394,9.262,8.303,8.775
302,13.259,11.909,15.555,10.789,12.975,11.950,11.062,11.115,11.810,10.793,10.625,10.122,14.669,11.205,10.811,11.986,10.440,9.350,8.358,8.764
303,13.192,11.868,15.381,10.832,12.963,11.943,11.034,11.064,11.860,10.663,10.536,10.156,14.699,11.147,10.732,12.157,10.333,9.290,8.350,8.713
304,13.177,11.857,15.403,10.775,12.928,11.997,11.034,11.181,11.725,10.726,10.533,10.100,14.615,11.152,10.702,12.317,10.392,9.293,8.344,8.697
305,13.229,11.941,15.237,10.882,13.035,11.926,11.052,11.144,11.837,10.731,10.549,10.044,14.616,11.166,10.762,12.195,10.390,9.236,8.337,8.697
306,13.140,11.889,15.223,10.837,13.045,12.002,11.121,11.227,11.934,10.721,10.738,10.128,15.243,11.203,10.950,12.072,10.495,9.311,8.389,8.714
307,13.299,11.881,15.213,10.820,13.000,11.882,11.080,11.220,11.972,11.077,11.186,10.156,18.014,11.484,11.536,12.366,10.446,9.323,8.361,8.711
308,13.415,11.842,15.164,10.804,13.108,11.934,11.178,11.278,12.138,11.067,11.063,10.150,19.655,11.617,11.699,12.365,10.376,9.245,8.392,8.717
309,13.424,11.915,15.254,10.887,13.027,11.987,11.124,11.149,12.014,10.894,10.940,10.156,20.079,11.539,11.675,12.448,10.366,9.280,8.331,8.668
310,13.471,11.924,15.271,10.868,13.039,12.002,11.067,11.176,12.171,11.341,11.464,10.200,23.552,11.745,12.252,12.704,10.386,9.256,8.341,8.709
311,13.530,11.902,15.317,10.803,12.951,12.013,11.129,11.183,12.085,11.221,11.521,10.144,27.621,11.788,12.308,13.304,10.394,9.223,8.379,8.695
312,13.630,11.961,15.183,10.894,12.922,11.961,11.064,11.176,12.199,11.284,11.599,10.017,30.669,11.843,12.652,13.381,10.451,9.294,8.371,8.728
313,13.792,11.996,15.076,10.789,13.108,12.003,11.173,11.204,12.178,11.298,11.697,10.078,33.374,11.881,12.646,13.158,10.463,9.354,8.375,8.757
314,13.694,12.076,15.080,10.822,13.196,11.882,11.082,11.229,12.285,11.418,11.782,9.978,35.526,11.896,12.795,13.314,10.481,9.193,8.430,8.717
315,13.734,11.967,15.161,10.887,13.076,11.981,11.144,11.154,12.256,11.394,11.773,10.133,37.033,11.878,12.702,13.400,10.438,9.265,8.379,8.682
316,13.795,11.972,15.114,10.767,13.104,11.928,11.077,11.207,12.358,11.365,11.514,10.233,37.862,11.916,12.679,13.343,10.491,9.266,8.357,8.757
317,13.978,11.959,15.053,10.842,13.088,12.083,11.062,11.133,12.246,11.375,11.606,10.189,39.136,11.910,12.599,13.475,10.446,9.314,8.339,8.780
318,13.951,12.013,15.010,10.835,13.016,11.824,11.152,11.199,12.280,11.288,11.634,10.111,39.467,11.858,12.543,13.434,10.465,9.347,8.411,8.754
319,14.011,11.918,15.066,10.890,12.969,11.989,11.111,11.152,12.339,11.514,11.606,10.106,40.357,11.937,12.523,13.205,10.471,9.286,8.422,8.749
320,14.001,11.965,15.079,10.844,13.157,12.006,11.062,11.204,12.351,11.442,11.621,10.017,41.075,11.986,12.719,13.512,10.495,9.296,8.395,8.761
321,14.121,12.046,15.084,10.787,13.051,11.992,11.093,11.225,12.384,11.476,11.659,9.967,41.652,11.973,12.715,13.545,10.525,9.283,8.379,8.786
322,14.105,11.915,14.975,10.842,12.982,11.964,11.126,11.230,12.313,11.341,11.233,10.067,40.925,11.817,12.368,13.297,10.438,9.308,8.331,8.741
323,14.090,11.857,15.051,10.935,13.027,11.868,11.121,11.261,12.258,11.173,11.246,10.028,39.978,11.797,12.228,13.086,10.505,9.357,8.385,8.762
324,14.029,11.902,14.961,10.894,13.082,11.925,11.139,11.188,12.401,11.630,11.732,10.217,40.453,11.954,12.593,13.220,10.461,9.278,8.387,8.767
325,14.186,11.872,15.396,10.854,12.971,11.973,11.188,11.234,12.441,11.399,11.760,10.211,41.697,11.992,12.685,13.247,10.465,9.312,8.387,8.780
326,14.147,11.993,15.468,10.967,13.084,11.899,11.129,11.160,12.550,11.409,11.659,9.983,42.426,11.940,12.656,13.719,10.509,9.293,8.395,8.750
327,14.552,11.967,15.388,10.844,13.039,11.972,11.139,11.213,12.441,11.380,11.464,10.083,42.180,11.868,12.632,13.750,10.465,9.369,8.396,8.761
328,14.523,11.987,15.301,10.808,13.010,11.873,11.183,11.248,12.306,11.260,11.442,10.078,41.362,11.841,12.493,13.442,10.547,9.314,8.397,8.745
329,14.441,11.970,15.229,10.789,13.010,11.893,11.147,11.191,12.356,11.255,11.262,10.100,40.666,11.841,12.427,13.187,10.459,9.341,8.395,8.732
