 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20
330,14.359,11.985,15.174,10.864,13.055,11.981,11.160,11.223,12.536,11.514,11.451,10.011,41.500,12.016,12.692,13.397,10.382,9.302,8.358,8.818
331,14.423,12.163,15.431,10.870,13.121,11.884,11.175,11.197,12.528,11.519,11.685,10.217,42.347,11.967,12.781,13.431,10.511,9.384,8.378,8.761
332,14.535,12.026,15.574,10.787,13.016,12.000,11.106,11.239,12.292,11.380,11.290,10.067,41.826,11.947,12.490,13.599,10.461,9.371,8.380,8.743
333,14.432,12.026,15.421,10.919,13.041,11.976,11.124,11.255,12.408,11.303,11.281,9.967,41.061,11.836,12.523,13.747,10.533,9.383,8.361,8.709
334,14.385,12.091,15.402,10.806,13.006,11.932,11.144,11.195,12.455,11.452,11.615,10.050,41.904,11.869,12.692,13.592,10.572,9.338,8.362,8.743
335,14.187,11.959,15.383,10.782,13.014,11.934,11.170,11.140,12.287,11.442,11.426,10.211,41.274,11.866,12.712,13.228,10.426,9.354,8.397,8.754
336,14.153,11.813,15.136,10.895,13.029,11.989,11.113,11.197,12.304,11.240,11.215,10.067,40.122,11.777,12.262,13.423,10.519,9.259,8.358,8.736
337,14.190,11.894,15.314,10.726,13.121,11.847,11.157,11.170,12.199,11.087,11.202,10.122,39.572,11.787,12.437,13.722,10.436,9.356,8.395,8.753
338,14.184,12.067,15.572,10.753,13.061,11.901,11.155,11.289,12.303,11.264,11.319,10.128,39.835,11.845,12.513,13.486,10.543,9.326,8.374,8.712
339,14.153,11.881,15.618,10.921,13.082,11.932,11.090,11.239,12.424,11.582,11.536,10.150,40.488,11.925,12.523,13.473,10.521,9.280,8.408,8.743
340,14.221,11.948,15.487,10.770,13.020,11.921,11.193,11.230,12.434,11.380,11.347,10.139,40.861,11.859,12.685,13.877,10.475,9.329,8.346,8.718
341,14.212,11.944,15.428,10.837,12.945,11.975,11.160,11.268,12.391,11.317,11.360,10.194,40.174,11.863,12.576,13.587,10.507,9.281,8.336,8.759
342,14.079,11.907,15.224,10.859,13.045,11.890,11.044,11.300,12.306,11.308,11.117,10.061,38.883,11.818,12.374,13.214,10.410,9.256,8.363,8.758
343,14.010,11.952,15.275,10.849,13.067,11.969,11.134,11.394,12.261,11.236,11.022,10.144,38.098,11.787,12.248,12.972,10.519,9.356,8.350,8.747
344,14.070,11.774,15.187,10.840,13.061,11.995,11.137,11.541,12.166,11.327,11.114,10.183,37.715,11.737,12.182,12.922,10.404,9.302,8.331,8.771
345,14.065,11.896,15.200,10.818,13.053,11.948,11.149,11.571,12.265,11.486,11.448,10.161,39.142,11.890,12.487,13.174,10.469,9.300,8.448,8.816
346,14.094,11.926,15.237,10.875,13.080,11.906,11.126,11.652,12.439,11.529,11.552,10.156,40.571,12.013,12.758,13.642,10.503,9.336,8.393,8.743
347,14.054,12.026,15.221,10.787,13.117,11.983,11.173,11.665,12.324,11.370,11.429,10.150,40.159,11.943,12.566,13.699,10.457,9.315,8.388,8.749
348,13.827,11.941,15.080,10.916,13.035,11.928,11.088,11.770,12.303,11.178,11.129,10.200,38.568,11.784,12.344,13.364,10.537,9.288,8.383,8.738
349,13.887,11.885,15.126,10.804,13.037,11.956,11.023,11.833,12.273,11.149,10.965,10.044,37.640,11.770,12.318,13.091,10.418,9.326,8.368,8.732
350,13.768,11.876,15.181,10.868,13.135,11.961,10.969,11.720,12.304,11.264,11.022,9.956,36.924,11.735,12.278,12.718,10.436,9.339,8.401,8.791
351,13.789,11.826,15.156,10.828,13.010,12.066,11.124,11.784,12.221,11.038,10.912,10.139,36.143,11.713,12.146,12.833,10.360,9.250,8.365,8.749
352,13.807,11.896,15.163,10.925,12.967,11.934,11.196,11.773,12.254,11.250,10.937,10.139,35.432,11.685,11.987,13.078,10.505,9.354,8.328,8.746
353,13.701,11.948,15.277,10.918,13.168,11.903,11.088,11.649,12.303,11.226,11.287,10.139,36.577,11.765,12.351,12.854,10.507,9.318,8.361,8.759
354,13.966,12.568,16.195,11.015,13.254,13.369,11.487,11.933,12.339,11.663,11.587,10.333,38.671,12.008,12.563,13.419,10.527,9.366,8.462,8.793
355,15.979,17.711,23.441,11.571,16.429,18.657,13.771,16.493,12.452,12.409,11.997,10.172,38.342,14.201,12.550,16.153,10.570,9.478,8.931,8.789
356,17.804,21.592,32.769,12.647,20.650,23.300,15.863,18.254,12.439,12.952,12.483,10.256,37.099,19.358,12.281,17.174,10.592,9.438,9.161,8.697
357,18.030,20.915,36.253,12.693,19.337,23.494,15.018,17.073,12.439,12.255,12.205,10.211,35.404,19.074,12.179,16.997,10.495,9.448,9.010,8.747
358,18.140,19.024,36.325,12.377,17.474,22.487,13.686,15.468,12.394,11.837,11.565,10.172,33.748,17.332,11.974,16.712,10.574,9.353,8.930,8.764
359,18.507,17.746,36.068,12.012,16.020,21.535,13.137,14.337,12.142,11.625,11.167,10.150,32.451,15.664,11.851,16.863,10.461,9.396,8.749,8.721
360,18.925,16.375,35.147,11.619,14.973,20.816,12.644,13.622,12.291,11.303,10.953,10.150,31.523,14.241,11.772,16.633,10.475,9.333,8.618,8.751
361,18.798,15.312,33.180,11.444,14.348,19.980,12.162,12.961,12.019,11.216,10.874,10.183,30.731,13.301,11.808,16.074,10.457,9.323,8.520,8.761
362,18.922,14.564,31.665,11.261,13.998,19.679,12.000,12.418,12.029,11.082,10.773,10.111,29.891,12.622,11.692,16.283,10.448,9.275,8.445,8.795
363,20.172,15.219,32.350,11.350,14.014,20.890,12.399,12.725,12.057,11.125,10.826,10.156,29.291,12.673,11.513,17.365,10.455,9.326,8.547,8.764
364,21.529,17.469,35.591,11.545,14.898,22.498,13.363,13.793,12.071,11.370,10.902,10.167,28.620,13.639,11.464,18.291,10.465,9.353,8.831,8.766
365,22.179,18.017,36.882,11.671,15.503,23.333,13.258,14.466,12.061,11.423,11.016,10.283,28.232,14.324,11.503,18.254,10.533,9.371,8.961,8.786
366,22.143,17.221,36.524,11.676,14.896,22.805,13.021,13.973,11.998,11.409,10.912,10.072,27.905,13.964,11.450,18.153,10.487,9.330,8.775,8.708
367,21.531,15.783,34.813,11.427,14.282,21.748,12.418,13.152,12.035,11.087,10.688,10.078,27.458,13.163,11.477,17.482,10.537,9.318,8.688,8.743
368,21.720,15.189,33.501,11.400,13.941,21.404,12.286,12.514,11.922,10.957,10.741,10.083,27.072,12.571,11.391,17.399,10.400,9.330,8.612,8.774
369,22.528,14.996,33.099,11.304,13.826,21.283,12.389,12.530,11.931,11.038,10.779,10.117,26.789,12.369,11.341,17.406,10.507,9.327,8.488,8.758
370,22.354,14.447,32.121,11.295,13.663,20.953,12.263,12.129,11.991,10.928,10.688,10.061,26.432,12.024,11.371,17.397,10.440,9.312,8.445,8.783
371,21.996,13.972,30.227,11.180,13.560,19.915,11.892,11.739,11.957,11.038,10.691,10.233,26.184,11.825,11.215,17.255,10.451,9.342,8.448,8.786
372,21.251,13.258,28.104,11.057,13.382,18.956,11.637,11.537,11.886,10.870,10.584,10.067,25.999,11.670,11.334,16.655,10.446,9.339,8.400,8.775
373,20.434,12.892,26.253,11.007,13.423,18.305,11.575,11.369,11.837,10.841,10.650,10.072,25.620,11.565,11.255,15.862,10.362,9.286,8.378,8.747
374,19.731,12.579,24.670,10.949,13.260,17.506,11.433,11.346,11.869,10.731,10.628,10.167,25.427,11.524,11.278,15.392,10.483,9.332,8.384,8.696
375,19.141,12.419,22.963,10.964,13.137,16.910,11.322,11.339,11.905,10.812,10.514,10.000,25.175,11.479,11.301,14.870,10.349,9.321,8.350,8.754
376,18.552,12.184,21.851,10.935,13.198,16.392,11.358,11.243,11.882,10.793,10.571,10.094,24.914,11.451,11.189,14.475,10.420,9.351,8.400,8.724
377,17.934,12.165,20.734,11.015,13.094,15.840,11.366,11.174,11.974,10.740,10.511,10.006,24.731,11.411,11.129,14.093,10.457,9.274,8.375,8.796
378,17.605,12.132,19.858,11.041,13.184,15.522,11.204,11.186,11.952,10.865,10.416,9.978,24.522,11.396,11.136,13.736,10.517,9.341,8.363,8.750
379,17.247,12.015,19.168,10.911,13.219,15.154,11.196,11.246,11.920,10.774,10.517,10.006,24.322,11.324,11.093,13.523,10.416,9.314,8.409,8.732
380,16.995,11.926,18.567,10.844,13.139,14.909,11.186,11.170,11.846,10.788,10.511,10.189,24.102,11.364,11.156,13.370,10.529,9.329,8.379,8.774
381,16.537,11.928,17.995,10.849,13.166,14.568,11.082,11.195,11.984,10.673,10.486,10.211,23.891,11.365,11.113,12.991,10.463,9.324,8.393,8.730
382,16.313,11.959,17.515,10.928,13.209,14.354,11.111,11.050,11.912,10.740,10.606,10.222,23.766,11.314,10.977,12.908,10.436,9.248,8.368,8.730
383,15.973,11.863,17.170,10.919,13.035,14.186,11.106,11.186,11.870,10.740,10.574,9.950,23.753,11.454,11.017,12.706,10.519,9.332,8.368,8.771
384,15.761,11.907,16.948,10.796,13.106,13.965,11.193,11.213,11.946,10.827,10.508,10.150,23.661,11.313,11.056,12.564,10.572,9.320,8.353,8.792
385,15.559,11.998,16.695,10.882,13.057,13.888,11.054,11.191,11.881,10.678,10.574,10.261,23.305,11.344,11.129,12.416,10.499,9.281,8.362,8.820
386,15.321,11.857,16.438,10.847,13.051,13.596,11.126,11.074,11.881,10.764,10.555,10.206,23.242,11.391,11.096,12.405,10.396,9.329,8.352,8.726
387,15.280,11.913,16.418,10.897,13.117,13.417,11.165,11.128,11.938,10.851,10.650,10.100,23.077,11.410,11.123,12.131,10.398,9.327,8.415,8.711
388,15.108,11.831,16.163,10.846,13.059,13.173,11.080,11.248,11.860,10.846,10.502,10.017,22.740,11.298,11.103,12.150,10.483,9.360,8.357,8.791
389,14.909,11.874,16.263,10.871,13.065,13.212,11.152,11.257,11.938,10.938,10.568,10.061,22.393,11.346,11.106,12.070,10.479,9.327,8.406,8.741
390,14.818,11.831,15.948,10.899,13.139,13.013,11.157,11.161,11.976,10.827,10.672,9.917,22.303,11.346,10.983,11.971,10.420,9.288,8.372,8.755
391,14.682,11.805,15.826,10.875,13.131,12.976,11.144,11.098,11.958,10.779,10.681,9.961,22.075,11.377,10.940,11.824,10.489,9.263,8.385,8.774
392,14.627,11.946,15.758,10.834,13.033,12.753,11.013,11.156,11.946,10.846,10.599,10.189,21.976,11.375,11.046,11.843,10.418,9.296,8.348,8.738
393,14.438,11.883,15.660,10.750,13.168,12.789,11.075,11.087,11.901,10.827,10.634,10.044,21.832,11.331,10.967,11.897,10.440,9.271,8.382,8.758
394,14.380,11.996,15.626,10.842,13.188,12.626,11.054,11.176,11.870,10.832,10.656,10.078,21.527,11.317,10.950,12.058,10.451,9.305,8.362,8.757
395,14.287,11.859,15.581,10.856,13.020,12.555,11.090,11.105,12.002,10.764,10.678,10.150,21.470,11.336,11.093,12.340,10.463,9.318,8.370,8.743
396,14.217,11.820,15.537,10.777,13.037,12.502,11.054,11.176,11.981,10.913,10.539,10.161,21.267,11.429,11.040,12.260,10.529,9.333,8.395,8.776
397,14.187,11.822,15.558,10.870,13.072,12.390,11.175,11.163,11.908,10.909,10.505,10.061,21.032,11.329,11.023,12.101,10.513,9.390,8.329,8.746
398,14.105,11.868,15.470,10.830,13.053,12.384,11.034,11.140,11.955,10.755,10.514,10.178,20.863,11.370,10.983,12.006,10.507,9.317,8.378,8.711
399,14.026,11.883,15.436,10.854,13.098,12.428,11.005,11.105,11.960,10.755,10.615,10.150,20.669,11.300,10.897,11.894,10.535,9.286,8.385,8.738
400,13.981,11.820,15.386,10.825,12.994,12.270,10.892,11.103,11.891,10.803,10.710,10.228,20.464,11.365,11.023,11.784,10.473,9.290,8.350,8.721
401,13.930,11.822,15.381,10.734,12.998,12.263,10.946,11.151,11.915,10.841,10.615,10.122,20.084,11.381,11.096,11.696,10.503,9.392,8.359,8.716
402,13.908,11.711,15.334,10.794,13.110,12.148,10.995,11.124,11.981,10.832,10.511,10.133,19.978,11.324,10.950,11.595,10.543,9.260,8.354,8.699
403,13.827,11.820,15.368,10.748,13.045,12.171,10.941,11.174,11.910,10.832,10.577,10.089,19.797,11.345,10.944,11.591,10.384,9.369,8.380,8.711
404,13.777,11.837,15.266,10.813,13.086,12.127,11.026,11.090,11.991,10.889,10.672,10.061,19.546,11.327,10.861,11.511,10.438,9.274,8.400,8.721
405,13.801,11.944,15.279,10.763,13.049,12.108,10.966,11.002,11.851,10.740,10.593,10.078,19.425,11.340,10.901,11.479,10.440,9.269,8.328,8.689
406,13.746,11.783,15.296,10.877,13.151,12.132,11.054,11.188,11.829,10.726,10.479,10.206,19.195,11.243,10.967,11.482,10.467,9.317,8.327,8.721
407,13.719,11.813,15.281,10.770,13.090,12.046,11.113,11.124,11.884,10.793,10.606,10.139,19.070,11.314,10.917,11.404,10.541,9.329,8.388,8.767
408,13.623,11.698,15.202,10.755,13.082,12.014,10.972,11.108,11.976,10.740,10.596,10.222,19.032,11.291,10.884,11.477,10.463,9.300,8.363,8.724
409,13.664,11.872,15.171,10.818,13.074,12.058,11.075,10.980,11.971,10.880,10.615,9.956,18.619,11.344,10.940,11.874,10.459,9.263,8.366,8.750
410,13.701,11.790,15.205,10.726,13.012,11.934,11.041,11.211,11.889,10.904,10.631,10.139,18.534,11.338,10.974,11.803,10.457,9.309,8.374,8.739
411,13.624,11.848,15.083,10.827,13.020,11.995,10.974,11.128,11.952,10.736,10.653,10.022,18.278,11.344,10.960,11.733,10.408,9.244,8.297,8.671
412,13.566,11.902,15.229,10.758,12.982,11.997,10.979,11.028,11.945,10.736,10.644,10.100,18.098,11.315,10.960,11.614,10.483,9.309,8.324,8.728
413,13.440,11.889,15.152,10.738,13.059,12.000,10.923,11.138,11.894,10.688,10.473,9.961,17.904,11.275,10.921,11.599,10.432,9.281,8.354,8.711
414,13.497,11.757,15.065,10.780,13.078,12.000,11.126,11.119,11.825,10.832,10.527,10.094,17.917,11.291,10.864,11.557,10.499,9.335,8.355,8.728
415,13.474,11.781,15.179,10.751,13.033,11.954,11.031,11.087,11.884,10.639,10.407,10.011,17.735,11.248,10.967,11.542,10.440,9.308,8.374,8.703
416,13.477,11.805,15.096,10.712,12.953,11.973,10.969,11.158,11.900,10.721,10.555,10.061,17.482,11.320,10.944,11.828,10.432,9.257,8.292,8.764
417,13.447,11.811,15.109,10.715,13.025,12.006,10.956,11.062,11.891,10.788,10.524,10.011,17.260,11.284,10.818,11.833,10.446,9.326,8.353,8.701
418,13.447,11.824,15.094,10.659,13.115,11.882,10.915,11.119,11.901,10.644,10.543,10.133,17.181,11.369,10.785,11.818,10.406,9.275,8.349,8.718
419,13.492,11.800,15.127,10.789,13.006,11.925,11.059,11.108,11.952,10.817,10.461,10.050,17.061,11.287,10.891,11.708,10.459,9.280,8.319,8.721
420,13.404,11.748,15.078,10.834,13.000,11.887,10.992,11.059,11.978,10.683,10.539,10.100,16.767,11.270,10.841,11.548,10.422,9.275,8.352,8.705
421,13.365,11.835,15.093,10.816,13.080,11.953,10.997,11.183,12.035,10.688,10.476,9.944,16.826,11.225,10.841,11.538,10.436,9.253,8.358,8.641
422,13.386,11.824,15.019,10.859,13.049,11.903,10.979,11.167,11.927,10.673,10.615,10.161,16.549,11.324,10.921,11.721,10.428,9.226,8.352,8.714
423,13.334,11.829,15.065,10.840,13.096,11.980,10.933,11.016,11.924,10.726,10.467,10.044,16.385,11.352,10.914,11.947,10.507,9.254,8.371,8.707
424,13.400,11.761,15.140,10.744,12.988,11.920,11.010,11.128,11.936,10.803,10.486,10.194,16.378,11.306,10.887,11.792,10.509,9.260,8.359,8.741
425,13.271,11.839,14.925,10.746,12.994,11.895,10.923,11.051,11.955,10.822,10.543,10.178,16.338,11.301,10.838,11.673,10.390,9.268,8.329,8.688
426,13.346,11.809,15.079,10.758,13.022,11.910,10.961,11.094,11.957,10.788,10.530,10.061,16.258,11.303,10.848,11.572,10.368,9.197,8.280,8.697
427,13.364,11.954,14.980,10.789,12.902,11.931,10.954,11.028,11.993,10.692,10.397,10.078,16.145,11.268,10.798,11.585,10.430,9.269,8.389,8.726
428,13.304,11.818,15.035,10.818,12.939,11.843,10.918,11.110,11.896,10.745,10.571,10.072,16.112,11.398,10.656,11.462,10.422,9.284,8.424,8.689
429,13.303,11.755,15.061,10.772,13.127,11.863,10.990,11.138,11.922,10.745,10.543,10.111,16.036,11.391,10.808,11.649,10.465,9.281,8.341,8.726
430,13.282,11.822,15.005,10.847,13.155,11.918,10.941,11.037,11.936,10.740,10.527,10.050,16.019,11.363,10.808,11.869,10.521,9.278,8.323,8.711
431,13.226,11.803,14.994,10.775,13.153,11.847,10.964,11.122,11.967,10.702,10.577,10.106,15.909,11.383,10.765,11.799,10.457,9.311,8.327,8.713
432,13.191,11.816,15.079,10.820,12.988,11.973,11.031,11.220,11.953,10.798,10.539,10.061,15.902,11.323,10.781,11.640,10.402,9.312,8.332,8.678
433,13.261,11.805,15.012,10.823,13.002,11.940,10.863,11.053,11.965,10.803,10.543,10.117,15.718,11.336,10.765,11.586,10.455,9.220,8.342,8.679
434,13.324,11.744,15.133,10.787,12.990,11.945,11.088,11.160,11.905,10.808,10.521,9.994,15.816,11.344,10.652,11.635,10.440,9.333,8.371,8.676
435,13.211,11.653,15.096,10.799,12.998,11.923,10.936,11.131,11.978,10.774,10.394,10.161,15.817,11.334,10.825,11.492,10.390,9.365,8.366,8.729
436,13.265,11.751,14.991,10.844,13.002,11.836,10.918,11.193,11.943,10.779,10.555,10.122,15.646,11.358,11.003,11.542,10.509,9.336,8.422,8.754
437,13.310,11.785,15.039,10.770,12.978,11.932,10.851,11.161,12.005,10.673,10.511,10.094,15.548,11.294,10.914,11.955,10.461,9.290,8.319,8.700
438,13.282,11.881,14.983,10.731,13.018,11.885,10.982,11.176,12.028,10.534,10.495,10.194,15.655,11.286,10.894,11.909,10.564,9.287,8.332,8.749
439,13.252,11.716,15.128,10.792,13.018,11.841,11.139,11.083,12.014,10.712,10.486,10.183,15.531,11.322,10.725,11.752,10.531,9.330,8.344,8.729
440,13.166,11.698,15.019,10.753,13.035,11.865,10.954,11.055,11.983,10.837,10.615,10.139,15.397,11.347,10.884,11.620,10.499,9.232,8.350,8.716
441,13.225,11.824,15.145,10.715,13.078,11.873,11.023,11.142,11.936,10.707,10.524,10.022,15.516,11.371,10.877,11.606,10.459,9.332,8.384,8.738
442,13.179,11.738,15.077,10.846,13.041,11.906,10.943,11.057,11.872,10.712,10.495,10.150,15.388,11.322,10.848,11.522,10.465,9.277,8.331,8.741
443,13.218,11.857,15.019,10.770,12.904,11.932,10.987,11.161,11.912,10.635,10.536,10.122,15.411,11.307,10.854,11.743,10.545,9.250,8.378,8.776
444,13.263,11.785,15.020,10.796,13.016,11.866,11.046,11.098,11.922,10.760,10.549,10.194,15.350,11.322,10.775,11.912,10.455,9.203,8.376,8.741
445,13.229,11.807,15.052,10.780,12.965,11.863,10.992,11.094,11.945,10.803,10.464,10.067,15.451,11.364,10.858,11.842,10.378,9.323,8.340,8.787
446,13.212,11.709,14.974,10.731,12.998,11.898,11.049,11.113,11.929,10.582,10.505,10.144,15.291,11.342,10.732,11.741,10.457,9.339,8.332,8.705
447,13.123,11.783,15.096,10.762,13.012,11.932,11.093,11.140,11.922,10.740,10.524,10.044,15.351,11.371,10.841,11.606,10.481,9.305,8.303,8.716
448,13.240,11.863,15.024,10.702,13.082,11.912,10.959,11.110,11.990,10.774,10.577,10.172,15.242,11.342,10.765,11.537,10.356,9.271,8.397,8.675
449,13.231,11.796,15.100,10.731,13.025,11.873,11.054,11.195,11.945,10.779,10.530,10.000,15.270,11.356,10.834,11.585,10.438,9.317,8.355,8.725
450,13.093,11.866,15.066,10.693,13.018,11.947,11.028,11.135,11.969,10.798,10.438,10.094,15.255,11.255,10.884,11.919,10.455,9.305,8.389,8.707
451,13.163,11.881,15.078,10.693,13.035,11.942,11.062,11.124,11.978,10.745,10.615,10.006,15.189,11.312,10.666,11.862,10.499,9.208,8.332,8.683
452,13.239,11.855,15.033,10.686,13.006,11.857,11.064,11.126,11.926,10.630,10.603,10.128,15.161,11.400,10.762,11.723,10.483,9.321,8.385,8.697
453,13.241,11.850,14.991,10.760,13.112,11.888,11.119,11.156,12.002,10.760,10.467,10.111,15.200,11.307,10.748,11.686,10.372,9.274,8.337,8.733
454,13.224,11.822,15.066,10.698,13.123,11.906,10.879,11.124,11.798,10.668,10.530,10.189,15.039,11.325,10.828,11.691,10.398,9.256,8.385,8.649
455,13.141,11.813,15.053,10.823,13.020,11.910,11.026,11.124,11.941,10.548,10.539,10.000,15.115,11.333,10.798,11.923,10.410,9.303,8.341,8.793
456,13.222,11.711,15.129,10.804,13.035,11.849,11.000,11.106,11.927,10.654,10.558,10.094,15.069,11.369,10.854,11.950,10.392,9.306,8.379,8.750
457,13.157,11.744,14.973,10.763,12.857,11.849,11.003,11.188,11.765,10.702,10.536,10.144,15.006,11.336,10.788,11.843,10.495,9.242,8.361,8.755
458,13.153,11.839,15.078,10.750,13.155,11.914,11.101,11.122,11.917,10.692,10.536,10.161,15.076,11.323,10.805,11.743,10.438,9.227,8.329,8.739
459,13.203,11.774,14.991,10.734,13.082,11.928,10.936,11.122,11.974,10.721,10.524,10.078,15.011,11.375,10.719,11.697,10.436,9.260,8.342,8.733
460,13.144,11.800,14.935,10.729,12.941,11.907,11.080,11.059,11.958,10.764,10.495,10.111,15.043,11.348,10.788,11.805,10.404,9.377,8.365,8.751
461,13.185,11.816,15.009,10.674,12.994,11.847,10.858,11.138,11.936,10.764,10.479,10.061,14.861,11.328,10.775,11.981,10.408,9.317,8.350,8.713
462,13.168,11.909,14.973,10.720,13.018,11.876,10.979,11.121,11.981,10.630,10.596,10.028,14.925,11.336,10.838,11.952,10.455,9.303,8.434,8.693
463,13.131,11.785,14.905,10.871,13.000,11.852,10.853,11.149,11.886,10.784,10.618,10.000,14.954,11.328,10.728,11.787,10.414,9.338,8.342,8.741
464,13.100,11.740,14.990,10.726,12.971,11.950,11.010,11.191,11.976,10.663,10.533,10.094,14.945,11.338,10.745,11.689,10.481,9.348,8.350,8.684
465,13.157,11.787,14.989,10.770,13.102,11.932,11.010,11.135,11.848,10.673,10.621,10.039,14.930,11.367,10.695,11.745,10.465,9.299,8.389,8.762
466,13.218,11.892,14.980,10.765,13.053,11.884,10.884,11.105,11.919,10.832,10.574,9.967,14.899,11.298,10.649,12.014,10.430,9.296,8.375,8.779
467,13.162,11.824,15.130,10.719,13.070,11.917,11.157,11.140,11.929,10.697,10.511,10.050,14.972,11.362,10.735,12.043,10.485,9.275,8.378,8.746
468,13.176,11.794,14.925,10.703,13.006,11.906,10.930,11.078,11.848,10.707,10.568,10.067,14.897,11.387,10.805,11.853,10.329,9.265,8.391,8.664
469,13.170,11.768,15.006,10.642,12.967,11.857,10.985,11.213,11.941,10.721,10.543,10.189,14.931,11.313,10.825,11.679,10.481,9.312,8.382,8.761
470,13.111,11.892,14.991,10.779,12.896,11.912,11.044,11.073,11.988,10.635,10.517,10.033,14.908,11.364,10.649,11.659,10.354,9.253,8.375,8.720
471,13.111,11.748,15.035,10.818,13.027,11.849,11.041,11.085,11.893,10.788,10.533,10.094,14.955,11.357,10.871,11.819,10.430,9.284,8.372,8.724
472,13.050,11.889,15.028,10.844,12.918,11.947,10.990,11.069,11.922,10.832,10.457,10.106,14.833,11.367,10.652,12.003,10.481,9.242,8.395,8.684
473,13.155,11.800,15.085,10.736,12.896,11.833,11.039,11.158,11.933,10.716,10.609,10.100,14.869,11.338,10.755,11.932,10.459,9.281,8.357,8.653
474,13.128,11.879,15.003,10.667,12.969,11.981,10.804,11.183,11.905,10.750,10.609,9.967,14.752,11.355,10.877,11.711,10.358,9.280,8.357,8.724
475,13.178,11.768,15.072,10.758,12.988,11.962,10.959,11.206,11.922,10.707,10.445,10.000,14.786,11.383,10.772,11.689,10.436,9.199,8.306,8.749
476,13.053,11.831,14.896,10.768,12.980,11.868,10.974,11.186,11.969,10.572,10.543,10.139,14.768,11.347,10.689,11.547,10.402,9.259,8.316,8.786
477,13.037,11.735,14.990,10.748,13.012,11.832,10.871,11.183,12.017,10.716,10.536,10.006,14.803,11.371,10.785,11.786,10.455,9.217,8.363,8.699
478,13.156,11.887,14.967,10.801,13.045,11.827,10.928,11.278,11.893,10.644,10.533,10.128,14.745,11.354,10.748,11.969,10.432,9.214,8.357,8.741
479,13.148,11.790,15.034,10.678,13.039,11.841,10.936,11.255,11.884,10.716,10.580,10.139,14.752,11.336,10.851,11.865,10.414,9.312,8.355,8.700
480,13.093,11.824,15.084,10.714,13.047,11.838,10.820,11.399,11.903,10.625,10.498,10.128,14.701,11.312,10.791,11.726,10.414,9.266,8.341,8.703
481,13.174,11.772,15.024,10.722,12.926,11.822,10.884,11.225,11.957,10.659,10.473,10.194,14.729,11.289,10.699,11.689,10.386,9.266,8.375,8.736
482,13.119,11.785,15.018,10.681,13.006,11.865,11.026,11.285,11.893,10.678,10.426,10.006,14.739,11.345,10.828,11.639,10.471,9.254,8.341,8.738
483,13.128,11.800,14.930,10.787,13.031,11.811,10.863,11.266,11.908,10.548,10.473,10.211,14.732,11.422,10.692,11.601,10.358,9.274,8.350,8.679
484,13.114,11.759,14.972,10.818,12.937,11.893,10.974,11.236,11.893,10.716,10.391,9.928,14.725,11.322,10.748,11.912,10.364,9.286,8.346,8.764
485,13.052,11.850,14.907,10.748,12.914,11.898,10.930,11.137,11.964,10.490,10.404,10.050,14.594,11.322,10.781,11.940,10.410,9.202,8.346,8.768
486,13.149,11.790,14.994,10.823,12.990,11.807,11.026,11.115,11.934,10.625,10.413,10.100,14.666,11.340,10.758,11.758,10.414,9.271,8.352,8.688
487,13.151,11.883,15.003,10.762,13.037,11.819,10.902,11.069,11.893,10.639,10.486,10.100,14.685,11.379,10.629,11.633,10.386,9.221,8.380,8.716
488,13.196,12.291,15.533,10.777,13.092,12.569,11.080,11.310,11.825,10.692,10.596,10.044,14.512,11.332,10.745,11.730,10.455,9.236,8.411,8.713
489,14.100,18.163,21.747,11.094,14.654,17.464,12.776,15.074,12.016,11.438,10.826,10.067,14.736,13.135,10.768,13.626,10.523,9.348,8.835,8.704
490,14.719,19.145,24.935,11.247,14.726,19.755,13.273,15.566,11.881,11.341,10.962,10.122,14.757,15.271,10.801,13.855,10.533,9.350,8.970,8.741
491,14.743,17.351,25.337,11.230,14.254,19.349,12.786,14.184,11.990,11.149,10.672,10.161,14.702,14.843,10.798,13.854,10.461,9.288,8.836,8.739
492,14.779,15.824,24.461,11.074,13.661,18.481,12.165,12.995,11.981,10.957,10.587,10.100,14.729,13.650,10.719,13.794,10.495,9.309,8.608,8.722
493,14.634,14.217,22.923,10.971,13.421,17.346,11.863,12.271,11.945,10.827,10.543,10.272,14.641,12.792,10.649,13.528,10.602,9.339,8.637,8.766
494,14.471,13.375,21.331,10.918,13.337,16.371,11.503,11.814,11.834,10.909,10.473,10.283,14.723,12.278,10.795,13.135,10.428,9.296,8.531,8.746
495,14.363,12.781,19.961,10.870,13.217,15.583,11.340,11.486,11.785,10.692,10.489,10.133,14.676,11.912,10.831,12.926,10.483,9.271,8.438,8.763
496,14.304,12.410,18.880,10.854,13.194,14.964,11.289,11.369,11.913,10.788,10.549,10.011,14.768,11.679,10.851,12.718,10.509,9.281,8.439,8.772
497,14.052,12.377,18.228,10.882,13.084,14.360,11.162,11.340,11.908,10.894,10.442,10.083,14.677,11.579,10.742,12.704,10.543,9.262,8.361,8.734
498,14.024,12.015,17.499,10.834,13.045,14.031,11.131,11.172,11.824,10.784,10.549,10.139,14.667,11.568,10.593,13.070,10.392,9.318,8.401,8.799
