 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32
23,22.866,31.619,17.019,48.747,12.329,14.052,15.679,16.304,13.906,18.571,17.270,8.845,15.902,17.442,12.729,9.251,10.156,13.063,11.266,14.948,13.919,13.556,17.632,17.986,13.373,18.026,10.800,17.118,10.244,42.883,31.492,32.826
24,23.255,30.129,16.690,47.227,11.885,13.644,15.496,16.252,14.046,17.656,17.113,8.890,15.837,17.096,12.712,9.254,10.093,12.971,11.324,14.955,13.939,13.515,16.882,17.424,13.218,17.473,10.824,16.279,10.219,42.805,31.914,32.620
25,23.247,29.702,16.604,46.661,12.009,13.395,15.594,16.090,13.808,17.171,17.138,8.878,15.947,17.271,12.767,9.258,10.201,12.969,11.268,14.976,13.878,13.427,16.193,16.576,12.933,17.085,10.728,15.939,10.095,45.775,31.746,32.657
26,23.181,29.774,16.586,45.067,11.725,12.693,15.859,16.034,13.769,16.173,17.231,8.846,15.824,17.230,12.720,9.286,10.198,12.993,11.180,14.946,13.798,13.498,15.532,16.003,12.859,16.738,10.718,15.346,10.060,48.039,31.629,32.556
27,23.530,33.674,16.792,46.224,11.829,13.023,16.191,15.946,13.897,16.160,17.340,8.897,15.929,17.193,12.740,9.266,10.145,13.033,11.185,14.989,13.837,13.347,15.815,16.863,12.806,17.488,10.717,15.568,10.041,49.667,31.638,32.745
28,23.148,33.081,16.791,44.535,11.544,12.546,16.311,15.926,13.795,15.463,17.224,8.840,15.815,17.053,12.706,9.211,10.138,13.048,11.172,14.908,13.869,13.431,15.176,16.918,12.617,17.849,10.710,14.811,9.891,50.221,31.596,32.489
29,22.539,33.642,17.096,43.520,11.402,12.716,16.259,15.784,13.751,15.316,16.817,8.869,15.724,17.253,12.718,9.273,10.158,13.000,11.176,14.899,13.894,13.649,14.903,16.832,12.710,18.245,10.701,15.014,10.014,48.926,31.723,32.517
30,22.012,34.400,17.663,44.415,11.468,13.069,16.179,15.732,13.886,15.788,16.833,8.904,15.833,17.118,12.654,9.207,10.198,12.978,11.236,14.892,13.913,13.494,15.037,17.077,12.992,18.692,10.692,15.618,10.109,50.130,31.513,32.600
31,20.929,32.459,17.743,42.821,11.127,12.631,15.954,15.691,13.737,15.351,16.838,8.915,15.819,17.205,12.614,9.279,10.119,12.916,11.112,14.780,13.938,13.351,14.421,16.158,12.837,18.189,10.719,14.771,9.992,48.749,31.607,32.460
32,20.997,32.554,18.827,41.229,10.907,12.523,15.870,15.718,13.648,15.383,16.790,8.878,15.848,17.291,12.682,9.250,10.127,12.977,11.131,14.808,13.799,13.510,14.306,16.074,12.810,18.015,10.709,14.539,9.955,47.013,31.367,32.457
33,20.829,31.466,18.265,39.439,10.575,12.127,15.809,15.678,13.735,14.922,16.711,8.871,15.852,16.961,12.692,9.218,10.104,12.955,11.133,14.853,13.765,13.439,13.922,15.543,12.687,17.438,10.744,14.182,9.967,46.827,31.352,32.350
34,20.398,32.078,17.781,38.100,10.355,11.608,15.644,15.748,13.582,14.188,16.354,8.811,15.819,16.941,12.658,9.287,10.175,12.938,11.193,14.830,13.803,13.360,13.569,15.548,12.339,17.429,10.684,13.907,9.878,46.909,31.289,32.504
35,20.786,34.836,17.920,40.322,10.848,12.288,15.796,15.662,13.717,15.184,16.660,8.871,15.812,16.845,12.695,9.250,10.097,12.922,11.135,14.844,13.870,13.431,14.193,16.483,12.764,18.198,10.664,15.171,10.089,47.242,31.176,32.309
36,21.673,37.774,17.978,40.673,10.843,12.431,15.884,15.613,13.655,15.323,16.787,8.873,15.741,16.688,12.655,9.230,10.094,12.882,11.152,14.839,13.855,13.544,14.368,17.514,13.030,18.867,10.676,15.168,10.198,47.831,31.433,32.449
37,22.309,38.792,18.321,42.036,10.979,12.850,15.892,15.421,13.578,15.565,16.877,8.829,15.756,16.626,12.686,9.216,10.113,12.943,11.193,14.829,13.903,13.464,14.612,18.418,13.171,19.283,10.751,15.425,10.147,47.844,31.206,32.418
38,22.177,35.972,17.494,41.320,10.719,12.467,15.734,15.468,13.489,14.981,16.656,8.884,15.721,16.727,12.743,9.225,10.075,12.978,11.159,14.739,13.917,13.586,14.126,17.502,12.825,18.564,10.740,14.743,10.050,47.645,31.227,32.332
39,22.042,33.433,17.283,39.487,10.526,12.111,15.388,15.347,13.532,14.271,16.594,8.869,15.665,17.025,12.721,9.194,10.111,12.935,11.189,14.773,13.709,13.515,13.522,16.452,12.563,18.137,10.684,14.132,10.079,45.749,31.215,32.132
40,21.505,31.688,17.535,37.905,10.167,11.467,15.073,15.363,13.562,13.474,16.534,8.846,15.727,16.779,12.674,9.219,10.121,12.927,11.230,14.816,13.812,13.477,13.098,15.392,12.206,17.361,10.651,13.568,9.882,45.169,31.162,32.198
41,21.049,29.131,16.989,36.322,10.000,10.859,15.043,15.784,13.632,13.167,16.384,8.863,15.894,17.312,12.644,9.208,10.188,12.989,11.212,14.857,13.842,13.456,12.552,14.426,12.016,17.008,10.778,12.843,9.771,48.558,31.712,32.255
42,20.918,27.873,16.827,34.081,9.945,10.536,14.925,15.845,13.568,12.636,16.268,8.863,15.834,16.975,12.580,9.263,10.141,12.871,11.152,14.809,13.849,13.406,12.178,13.966,11.917,16.467,10.852,12.457,9.717,48.372,31.230,31.873
43,22.453,27.213,16.586,31.644,9.827,10.477,14.664,15.723,13.630,12.357,16.532,8.875,15.909,17.037,12.700,9.190,10.269,12.929,11.322,14.887,13.846,13.485,12.017,13.490,11.651,16.092,10.838,12.229,9.663,46.580,31.604,32.049
44,21.901,26.897,16.925,30.122,9.848,10.324,14.442,15.932,13.710,12.184,16.236,8.896,15.773,16.906,12.639,9.173,10.190,12.913,11.056,14.804,13.758,13.293,11.992,13.052,11.482,15.526,10.839,12.129,9.630,45.004,31.472,32.351
45,21.118,27.574,17.117,28.286,9.789,10.095,14.295,15.775,13.685,12.268,15.983,8.879,15.799,17.032,12.640,9.219,10.175,12.873,11.182,14.745,13.658,13.485,11.882,12.899,11.538,15.458,10.789,12.125,9.494,43.407,31.553,32.244
46,20.336,28.254,17.513,26.671,9.725,10.193,14.109,15.991,13.550,12.043,15.720,8.809,15.854,17.037,12.609,9.160,10.251,12.913,11.144,14.809,13.838,13.251,11.865,13.122,11.512,15.281,10.749,12.100,9.502,42.229,31.399,32.249
47,19.403,33.641,17.792,25.520,9.755,10.150,13.965,15.757,13.587,12.673,15.588,8.862,15.828,17.052,12.614,9.173,10.162,12.943,11.075,14.780,13.758,13.410,12.226,15.615,11.978,16.301,10.675,12.154,9.744,40.805,31.543,32.467
48,18.708,33.283,17.581,24.143,9.659,10.085,13.638,15.646,13.516,14.030,15.402,8.870,15.862,17.194,12.634,9.282,10.255,12.914,11.124,14.868,13.777,13.431,12.160,16.491,12.333,16.484,10.731,12.282,9.917,39.329,31.668,32.000
49,17.979,31.026,17.407,23.270,9.598,10.078,13.608,15.635,13.406,13.379,15.356,8.908,15.891,17.251,12.598,9.279,10.286,12.979,11.159,14.819,13.690,13.414,12.005,15.885,12.109,16.046,10.817,12.264,9.820,38.087,31.470,32.026
50,17.385,29.249,17.396,22.461,9.613,10.088,13.447,15.658,13.363,12.894,15.183,8.897,15.863,17.094,12.642,9.233,10.285,12.935,11.077,14.763,13.763,13.372,11.907,14.780,11.956,15.516,10.731,12.121,9.719,37.433,31.376,31.950
51,16.900,27.979,17.240,21.766,9.609,10.046,13.374,15.784,13.489,12.359,15.074,8.851,15.749,16.920,12.599,9.188,10.229,12.850,11.071,14.806,13.613,13.314,11.779,14.067,11.740,15.040,10.769,12.136,9.634,36.697,31.525,31.995
52,16.445,27.223,17.252,21.055,9.665,10.026,13.305,15.779,13.352,12.102,14.996,8.864,15.873,16.920,12.591,9.199,10.190,12.913,11.002,14.723,13.726,13.351,11.684,13.515,11.492,14.627,10.728,12.104,9.591,35.498,31.465,32.075
53,16.061,26.520,17.086,20.852,9.678,9.993,13.277,15.586,13.390,11.900,14.945,8.890,15.796,16.848,12.621,9.164,10.209,12.904,10.957,14.767,13.695,13.481,11.709,12.960,11.361,14.257,10.816,12.082,9.477,34.758,31.355,31.867
54,15.647,26.098,17.182,20.389,9.651,9.967,13.198,15.806,13.530,11.825,15.167,8.842,15.831,16.970,12.554,9.227,10.165,12.969,11.114,14.715,13.733,13.322,11.681,12.529,11.325,13.947,10.687,12.114,9.415,34.242,31.365,31.875
55,15.373,25.825,17.136,19.893,9.647,10.023,13.087,15.624,13.393,11.786,14.974,8.883,15.834,16.914,12.573,9.206,10.241,12.915,11.082,14.729,13.626,13.456,11.651,12.333,11.242,13.605,10.681,11.946,9.411,33.433,31.437,31.841
56,15.106,25.415,17.291,19.663,9.597,9.997,13.023,15.766,13.393,11.814,14.927,8.856,15.732,16.843,12.618,9.187,10.210,12.970,11.026,14.687,13.663,13.351,11.662,12.060,11.139,13.387,10.684,11.950,9.384,32.723,31.129,31.816
57,14.777,25.155,17.302,19.341,9.588,10.007,12.986,15.682,13.534,11.818,14.885,8.859,15.762,16.884,12.563,9.177,10.210,12.904,11.073,14.698,13.590,13.372,11.717,11.856,11.161,13.199,10.749,12.018,9.312,32.195,31.164,31.774
58,14.505,25.030,17.304,19.055,9.629,10.036,12.971,15.743,13.283,11.680,14.796,8.847,15.787,16.925,12.550,9.220,10.173,12.904,11.036,14.705,13.646,13.259,11.602,11.765,11.135,12.872,10.727,12.018,9.308,31.537,31.232,31.925
59,14.127,24.655,17.123,18.800,9.613,9.974,12.979,16.059,13.621,11.699,14.897,8.875,15.799,16.932,12.560,9.141,10.207,12.928,10.974,14.786,13.617,13.435,11.552,11.409,11.113,12.668,10.663,12.011,9.351,31.775,31.391,31.959
60,13.899,24.520,17.045,18.745,9.654,10.101,12.883,16.230,13.422,11.820,14.800,8.878,15.821,16.850,12.531,9.203,10.202,12.897,10.944,14.707,13.753,13.280,11.501,11.332,11.030,12.461,10.753,11.896,9.357,30.961,31.426,31.967
61,13.755,24.472,17.056,18.480,9.656,10.056,12.859,16.151,13.589,11.729,14.768,8.881,15.791,17.027,12.583,9.161,10.173,12.878,11.028,14.706,13.621,13.142,11.507,11.309,11.075,12.246,10.723,11.882,9.291,30.693,31.327,31.826
62,13.393,24.286,17.072,18.274,9.656,10.105,12.870,16.214,13.573,11.801,14.829,8.864,15.714,16.936,12.553,9.170,10.284,12.900,11.024,14.710,13.729,13.117,11.534,11.216,11.042,12.152,10.768,11.739,9.314,29.784,31.438,31.880
63,13.335,24.382,17.030,18.341,9.644,10.033,12.776,16.378,13.525,11.725,14.715,8.867,15.778,16.970,12.562,9.271,10.229,12.921,11.017,14.692,13.570,13.268,11.546,11.149,11.058,12.010,10.688,11.779,9.328,29.558,31.367,31.795
64,13.205,24.268,17.089,18.203,9.558,10.020,12.806,16.090,13.541,11.662,14.803,8.842,15.650,16.939,12.542,9.141,10.172,12.937,11.094,14.692,13.667,13.310,11.559,11.186,11.028,11.817,10.691,12.007,9.223,29.035,31.264,32.156
65,13.017,24.472,17.038,18.091,9.620,10.052,12.762,16.128,13.525,11.688,14.726,8.864,15.801,16.929,12.578,9.157,10.231,12.855,10.989,14.719,13.706,13.205,11.596,10.997,11.008,11.716,10.710,11.796,9.277,28.909,31.467,31.933
66,12.923,24.281,17.077,18.088,9.609,9.912,12.784,15.847,13.626,11.673,14.769,8.853,15.742,16.865,12.595,9.176,10.181,12.884,11.045,14.693,13.634,13.301,11.489,11.088,11.020,11.598,10.695,11.882,9.267,28.177,31.245,31.876
67,12.773,24.092,16.930,18.060,9.612,10.062,12.777,16.099,13.674,11.697,14.903,8.862,15.715,17.244,12.515,9.112,10.509,12.916,11.157,14.838,13.654,13.280,11.569,10.990,11.046,11.531,10.807,11.836,9.298,27.987,31.465,33.237
68,12.647,24.292,16.947,17.962,9.650,10.029,12.844,16.351,13.667,11.695,14.831,8.811,15.717,16.873,12.574,9.141,10.449,13.018,11.124,14.850,13.709,13.410,11.584,10.943,10.974,11.479,10.722,11.729,9.264,27.619,31.453,32.611
69,12.507,24.070,17.078,17.916,9.610,9.938,12.776,16.164,13.553,11.695,14.822,8.876,15.764,16.813,12.563,9.212,10.306,12.997,11.086,14.782,13.642,13.310,11.532,10.892,11.028,11.375,10.655,11.768,9.349,27.229,31.240,32.153
70,12.399,24.191,16.949,17.876,9.569,10.046,12.763,16.200,13.447,11.673,14.885,8.852,15.686,16.870,12.544,9.158,10.318,13.021,11.084,14.774,13.642,13.184,11.596,10.924,11.022,11.308,10.675,11.686,9.328,26.939,31.205,32.145
71,12.307,24.201,16.797,17.850,9.588,9.918,12.759,16.144,13.582,11.617,14.827,8.844,15.729,16.783,12.546,9.170,10.231,13.034,11.069,14.660,13.578,13.456,11.571,10.888,11.119,11.240,10.564,11.793,9.331,26.476,31.164,32.049
72,12.281,23.994,16.885,17.768,9.569,10.042,12.687,15.975,13.473,11.673,14.763,8.842,15.736,16.717,12.558,9.183,10.177,13.021,10.998,14.660,13.653,13.393,11.516,10.900,11.091,11.135,10.711,11.696,9.223,26.203,31.262,31.946
73,12.125,24.089,17.181,17.964,9.598,9.948,12.765,15.962,13.578,11.684,14.731,8.875,15.625,16.811,12.499,9.172,10.206,12.994,11.039,14.652,13.604,13.347,11.592,10.885,11.105,11.056,10.624,11.732,9.262,25.654,31.464,31.932
74,12.047,24.030,17.070,17.835,9.662,10.052,12.752,16.081,13.550,11.649,14.694,8.816,15.729,16.777,12.537,9.113,10.120,13.026,11.056,14.744,13.627,13.389,11.566,10.792,11.091,10.989,10.640,11.679,9.236,25.558,31.117,32.003
75,12.113,23.750,16.780,17.654,9.555,10.072,12.741,15.896,13.502,11.615,14.651,8.850,15.808,16.877,12.594,9.180,10.214,12.985,11.030,14.703,13.650,13.385,11.413,10.789,11.040,11.016,10.710,11.711,9.217,25.130,31.213,31.369
76,11.935,24.144,16.960,17.840,9.647,9.990,12.599,16.011,13.674,11.613,14.651,8.851,15.647,16.729,12.480,9.144,10.134,13.005,11.011,14.682,13.613,13.264,11.511,10.813,11.143,10.806,10.664,11.607,9.262,24.944,31.235,31.780
77,11.869,24.066,16.724,17.807,9.600,9.935,12.611,15.991,13.539,11.613,14.682,8.879,15.590,16.725,12.500,9.203,10.166,12.875,11.161,14.679,13.593,13.243,11.551,10.909,11.107,10.844,10.648,11.746,9.233,24.550,31.108,31.938
78,11.840,23.820,16.741,17.745,9.672,10.023,12.654,16.273,13.642,11.721,14.742,8.836,15.699,16.950,12.518,9.180,10.180,13.022,10.886,14.567,13.611,13.184,11.522,10.833,11.014,10.762,10.631,11.539,9.312,24.281,31.254,32.042
79,12.005,23.684,17.150,17.795,9.770,10.069,12.680,16.232,13.703,11.742,14.764,8.874,15.696,17.228,12.684,9.212,10.356,12.925,11.307,14.993,13.622,13.452,11.484,10.763,11.107,10.754,10.805,11.914,9.266,24.056,31.591,32.200
80,15.260,24.762,18.978,20.654,11.217,11.399,12.754,16.282,13.737,12.229,15.819,8.916,15.816,17.221,13.128,9.261,10.658,13.103,12.665,15.591,13.770,13.368,11.619,10.852,11.218,10.693,11.014,12.364,9.250,25.896,31.924,34.693
81,17.546,24.246,18.411,19.947,10.956,11.183,12.743,16.453,13.710,12.041,15.929,8.903,15.720,17.159,12.938,9.210,10.600,13.062,12.427,15.228,13.706,13.473,11.646,10.796,11.216,10.737,10.931,12.039,9.242,27.333,31.787,33.273
82,17.931,27.087,19.427,23.131,11.248,11.846,12.773,16.543,13.808,13.450,15.861,8.874,15.870,17.241,12.807,9.237,10.445,12.936,12.030,15.060,13.844,13.364,12.384,12.235,11.405,11.809,10.836,13.368,9.465,28.091,31.758,32.672
83,18.753,27.575,22.950,30.807,12.182,13.405,12.995,16.655,13.790,18.039,16.478,8.922,15.731,17.394,12.740,9.552,10.404,12.876,11.704,15.080,13.795,13.130,13.451,13.287,12.038,12.733,10.886,16.104,9.862,32.463,31.606,32.366
84,19.434,27.550,22.601,31.079,11.753,12.990,12.975,16.759,13.694,18.084,16.607,8.894,15.823,17.301,12.730,9.565,10.327,12.938,11.547,15.005,13.725,13.331,13.527,13.280,12.153,13.677,10.879,15.211,9.996,34.506,31.580,32.220
85,19.154,29.370,21.550,33.735,11.688,13.314,13.024,16.489,13.783,18.361,16.472,8.860,15.813,17.289,12.688,9.452,10.330,12.898,11.403,14.984,13.832,13.381,14.033,14.595,12.587,16.193,10.836,15.896,10.070,35.957,31.541,32.350
86,20.273,29.838,20.102,34.530,11.437,13.183,13.008,16.676,13.763,17.918,16.512,8.891,15.774,17.135,12.641,9.396,10.281,12.972,11.386,14.929,13.940,13.184,13.945,14.931,12.708,17.614,10.875,15.518,10.118,35.000,31.618,32.063
87,21.002,30.431,19.155,34.122,11.065,12.735,13.098,16.333,13.671,17.268,16.582,8.907,15.810,16.934,12.701,9.311,10.225,12.885,11.313,14.960,13.933,13.339,13.855,15.225,12.762,17.849,10.863,14.939,10.035,34.939,31.497,32.096
88,20.804,30.589,18.321,32.513,10.814,12.059,13.029,16.450,13.655,16.232,16.525,8.864,15.812,17.114,12.588,9.226,10.254,12.940,11.236,14.847,13.864,13.397,13.664,14.974,12.685,17.943,10.790,14.339,9.946,34.255,31.567,31.963
89,20.058,30.960,17.770,30.862,10.437,11.833,12.939,16.534,13.616,15.429,16.336,8.871,15.753,17.317,12.586,9.309,10.310,12.870,11.247,14.874,13.762,13.381,13.216,14.881,12.482,18.616,10.824,14.011,9.818,33.100,31.472,31.904
90,19.254,32.880,17.668,31.432,10.968,12.092,12.925,16.482,13.667,15.541,16.311,8.891,15.760,17.346,12.563,9.349,10.310,12.901,11.191,14.833,13.749,13.331,13.386,15.440,12.692,18.868,10.826,14.489,9.866,32.571,31.541,31.886
91,18.803,34.453,17.369,33.482,11.619,12.647,13.067,16.516,13.884,16.379,16.394,8.847,15.686,16.952,12.584,9.271,10.281,12.876,11.079,14.829,13.821,13.255,13.531,16.017,13.188,19.237,10.725,15.361,9.971,33.338,31.553,31.997
92,19.098,34.415,17.131,34.072,11.222,12.889,13.184,16.534,13.749,16.351,16.557,8.897,15.669,16.925,12.638,9.231,10.252,12.899,11.200,14.819,13.837,13.280,13.574,16.326,13.460,19.211,10.772,15.425,10.060,32.861,31.459,31.737
93,19.969,32.374,16.949,34.933,11.117,12.673,13.175,16.608,13.740,16.032,16.669,8.885,15.729,16.982,12.661,9.204,10.236,12.812,11.258,14.853,13.794,13.289,13.220,15.680,13.308,18.579,10.684,14.954,10.035,33.056,31.337,31.919
94,20.862,30.414,16.832,35.778,11.165,12.193,13.253,16.660,13.689,15.381,16.702,8.898,15.789,16.911,12.598,9.153,10.289,12.925,11.242,14.807,13.794,13.385,12.897,14.838,13.079,17.866,10.813,14.450,9.994,33.087,31.548,31.912
95,20.400,28.895,16.671,33.212,10.767,11.569,13.182,16.597,13.610,14.472,16.589,8.895,15.828,16.865,12.572,9.183,10.348,12.846,11.144,14.751,13.720,13.364,12.617,14.093,12.813,17.331,10.764,13.471,9.760,31.879,31.352,31.741
96,19.929,27.849,16.644,30.525,10.462,11.026,13.118,16.421,13.404,13.732,16.232,8.856,15.763,16.850,12.614,9.276,10.250,12.768,11.079,14.748,13.754,13.372,12.313,13.423,12.542,16.791,10.777,12.975,9.661,30.810,31.516,31.698
97,19.276,27.026,16.768,28.659,10.225,10.690,13.105,16.511,13.390,13.056,15.918,8.837,15.757,16.838,12.641,9.194,10.156,12.894,11.135,14.761,13.608,13.343,12.078,13.036,12.266,16.264,10.832,12.525,9.636,30.948,31.447,31.787
98,18.367,27.363,16.649,27.687,10.112,10.376,12.937,16.622,13.495,12.673,15.698,8.850,15.683,17.084,12.568,9.150,10.263,12.933,11.041,14.777,13.642,13.427,11.995,12.792,12.109,16.056,10.714,12.189,9.512,30.342,31.303,31.898
99,17.497,28.638,16.856,25.819,9.969,10.261,12.952,16.468,13.605,12.416,15.376,8.873,15.732,16.995,12.570,9.225,10.303,12.906,10.987,14.712,13.702,13.343,11.902,12.753,11.946,16.049,10.620,12.029,9.461,29.537,31.352,31.662
100,16.676,33.381,17.498,26.840,10.487,11.098,12.978,16.682,13.831,13.156,15.408,8.878,15.646,17.162,12.544,9.176,10.201,12.821,11.004,14.694,13.729,13.109,12.170,14.438,12.300,16.865,10.714,13.121,9.698,30.398,31.481,31.875
101,15.907,35.223,18.276,31.317,11.256,13.007,12.960,16.827,13.717,14.913,15.872,8.853,15.635,17.078,12.550,9.229,10.276,12.870,10.979,14.748,13.628,13.163,12.329,15.629,12.641,17.722,10.755,14.921,9.748,31.797,31.558,31.930
102,15.574,33.205,17.751,30.012,10.891,12.556,12.922,16.369,13.516,14.223,15.876,8.901,15.702,16.888,12.530,9.163,10.199,12.839,11.127,14.678,13.678,13.289,12.293,15.241,12.621,17.341,10.692,13.982,9.725,31.329,31.259,31.725
103,15.112,30.553,17.155,27.320,10.603,11.775,12.909,16.739,13.537,13.385,15.796,8.891,15.667,16.934,12.555,9.140,10.236,12.807,11.004,14.685,13.639,13.188,11.938,14.254,12.313,16.548,10.710,13.018,9.651,30.424,31.425,31.750
104,14.828,30.959,16.958,25.339,10.276,11.206,12.819,16.439,13.454,12.764,15.484,8.878,15.699,16.783,12.545,9.174,10.218,12.855,11.077,14.750,13.595,13.444,11.963,13.773,12.262,16.539,10.709,12.379,9.645,30.052,31.186,31.680
105,14.480,30.795,17.219,23.969,10.077,10.781,12.832,16.509,13.539,12.433,15.407,8.861,15.669,16.788,12.528,9.140,10.161,12.829,11.021,14.652,13.580,13.276,11.932,13.545,12.153,16.400,10.675,12.154,9.560,29.294,31.347,31.701
