 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32
231,11.447,23.813,16.907,17.578,9.663,9.997,12.698,15.482,13.635,11.628,14.747,8.880,15.605,16.750,12.455,9.087,10.172,12.703,10.983,14.660,13.391,13.092,11.463,10.716,11.008,10.182,10.586,11.518,9.132,32.121,31.247,31.634
232,11.384,23.953,16.871,17.549,9.739,10.049,12.559,15.423,13.438,11.574,14.763,8.846,15.576,16.832,12.466,9.115,10.141,12.741,10.981,14.683,13.424,13.033,11.466,10.765,11.143,10.119,10.654,11.396,9.112,34.416,31.506,31.600
233,11.426,23.669,16.808,17.525,9.746,9.944,12.539,15.707,13.539,11.597,14.771,8.884,15.639,16.848,12.470,9.194,10.134,12.704,10.964,14.655,13.405,13.117,11.499,10.708,11.046,10.126,10.657,11.571,9.130,35.078,31.487,31.689
234,11.410,23.796,16.826,17.372,9.688,9.964,12.520,15.559,13.505,11.526,14.758,8.873,15.587,16.845,12.459,9.147,10.206,12.685,10.961,14.673,13.378,13.159,11.476,10.713,11.165,10.122,10.664,11.414,9.205,36.152,31.332,31.589
235,11.440,23.790,16.725,17.489,9.749,9.928,12.614,15.500,13.482,11.496,14.679,8.827,15.646,16.743,12.489,9.114,10.136,12.714,10.994,14.705,13.443,13.134,11.501,10.641,10.972,10.132,10.650,11.354,9.140,34.485,31.492,31.567
236,11.352,23.631,16.452,17.332,9.703,10.016,12.665,15.800,13.607,11.600,14.716,8.889,15.594,16.907,12.431,9.117,10.209,12.744,10.916,14.606,13.436,13.155,11.421,10.713,11.048,10.044,10.668,11.493,9.254,33.455,31.761,31.748
237,11.426,23.763,16.660,17.301,9.759,9.922,12.591,15.516,13.425,11.561,14.598,8.891,15.527,16.818,12.437,9.139,10.190,12.660,10.938,14.678,13.322,13.054,11.419,10.749,11.046,10.087,10.584,11.496,9.215,33.952,31.387,31.340
238,11.436,23.971,16.709,17.346,9.740,9.997,12.551,15.721,13.632,11.688,14.646,8.838,15.590,16.670,12.375,9.126,10.202,12.739,10.974,14.694,13.448,13.146,11.443,10.632,11.093,10.127,10.654,11.554,9.198,33.372,31.494,31.410
239,11.393,23.648,16.455,17.322,9.688,9.971,12.650,15.858,13.717,11.608,14.663,8.923,15.591,16.875,12.462,9.158,10.112,12.734,10.916,14.641,13.401,12.925,11.527,10.754,11.071,10.104,10.631,11.271,9.194,32.498,31.462,31.878
240,11.332,23.387,16.427,17.265,9.677,9.895,12.653,15.723,13.685,11.595,14.561,8.864,15.720,17.061,12.475,9.105,10.325,12.722,10.903,14.720,13.377,13.126,11.401,10.662,11.091,10.028,10.701,11.425,9.172,31.351,31.650,31.587
241,11.432,23.593,16.545,17.346,9.669,10.049,12.561,15.421,13.425,11.630,14.693,8.862,15.576,16.897,12.439,9.066,10.221,12.705,11.028,14.707,13.411,13.368,11.444,10.732,11.147,10.077,10.727,11.625,9.207,30.450,31.435,31.153
242,11.477,23.832,16.468,17.234,9.674,9.833,12.496,15.419,13.256,11.548,14.685,8.824,15.692,16.872,12.438,9.065,10.258,12.687,10.942,14.644,13.399,13.356,11.478,10.686,11.133,10.109,10.661,11.514,9.221,29.420,31.528,31.348
243,11.362,23.598,16.470,17.315,9.699,10.052,12.557,15.782,13.658,11.602,14.643,8.875,15.569,16.884,12.446,9.152,10.248,12.782,10.994,14.674,13.420,13.285,11.509,10.629,11.119,10.067,10.714,11.525,9.196,28.762,31.739,31.665
244,11.389,23.677,16.398,17.267,9.665,10.065,12.535,15.743,13.571,11.539,14.541,8.840,15.676,17.023,12.468,9.099,10.267,12.751,10.983,14.640,13.388,13.121,11.441,10.686,11.002,10.017,10.719,11.568,9.141,30.710,31.497,31.681
245,11.436,23.715,16.289,17.348,9.727,10.007,12.656,15.863,13.573,11.604,14.655,8.845,15.702,16.934,12.401,9.140,10.251,12.728,10.987,14.622,13.403,13.159,11.481,10.723,11.085,10.096,10.723,11.407,9.153,30.498,31.533,31.707
246,11.424,23.556,16.407,17.258,9.697,10.013,12.640,15.971,13.447,11.597,14.604,8.880,15.633,17.002,12.462,9.068,10.269,12.662,10.895,14.694,13.461,13.059,11.464,10.694,10.998,10.052,10.625,11.364,9.157,29.623,31.594,31.628
247,11.398,23.604,16.329,17.215,9.643,9.922,12.537,15.788,13.486,11.571,14.558,8.816,15.637,16.861,12.418,9.106,10.261,12.688,10.865,14.746,13.341,13.188,11.431,10.641,11.024,10.051,10.732,11.336,9.213,29.052,31.462,31.639
248,11.342,23.542,16.347,17.193,9.737,9.974,12.603,15.950,13.493,11.608,14.659,8.822,15.600,16.832,12.419,9.118,10.216,12.675,10.979,14.693,13.422,12.971,11.429,10.739,10.998,10.076,10.688,11.482,9.145,30.303,31.514,31.704
249,11.353,23.516,16.452,17.210,9.688,10.059,12.643,15.811,13.479,11.688,14.741,8.856,15.601,16.966,12.437,9.143,10.218,12.706,10.944,14.678,13.338,13.134,11.459,10.713,11.036,10.000,10.701,11.393,9.103,30.052,31.572,31.382
250,11.381,23.428,16.463,17.186,9.696,10.026,12.556,15.770,13.509,11.597,14.739,8.842,15.600,16.995,12.400,9.114,10.218,12.783,10.886,14.647,13.347,13.184,11.423,10.691,11.008,10.010,10.726,11.521,9.174,30.165,31.372,31.467
251,11.355,23.392,16.519,17.289,9.656,10.020,12.532,16.023,13.527,11.643,14.562,8.841,15.526,16.993,12.440,9.135,10.221,12.661,10.944,14.721,13.518,13.100,11.384,10.674,11.006,10.017,10.791,11.450,9.163,30.970,31.499,31.535
252,11.427,23.600,16.217,16.993,9.617,10.029,12.591,15.930,13.591,11.541,14.610,8.909,15.675,16.861,12.428,9.107,10.303,12.688,10.938,14.641,13.378,13.025,11.483,10.649,11.083,10.012,10.664,11.579,9.157,30.896,31.538,31.564
253,11.356,23.607,16.358,17.279,9.643,10.026,12.598,15.840,13.553,11.552,14.605,8.853,15.590,16.848,12.459,9.127,10.192,12.635,10.871,14.638,13.419,13.008,11.403,10.629,11.083,10.056,10.668,11.514,9.161,32.823,31.662,31.611
254,11.377,23.490,16.137,17.122,9.677,9.954,12.616,15.962,13.452,11.615,14.583,8.886,15.604,16.800,12.419,9.087,10.322,12.649,11.079,14.732,13.461,12.971,11.483,10.653,11.028,10.039,10.684,11.550,9.200,32.126,31.492,31.567
255,11.390,23.608,16.307,17.012,9.657,9.980,12.568,15.887,13.479,11.595,14.612,8.872,15.699,16.916,12.451,9.110,10.210,12.782,10.923,14.675,13.392,13.234,11.338,10.648,11.069,10.007,10.711,11.554,9.250,30.589,31.460,31.476
256,11.410,23.468,16.264,17.263,9.715,10.078,12.581,15.734,13.404,11.582,14.585,8.860,15.625,16.870,12.406,9.113,10.239,12.720,10.972,14.662,13.399,13.126,11.476,10.667,11.127,9.973,10.760,11.439,9.112,29.610,31.670,31.758
257,11.366,23.607,16.035,17.239,9.739,9.984,12.599,16.036,13.511,11.556,14.515,8.847,15.625,16.968,12.464,9.155,10.306,12.783,10.972,14.707,13.471,13.201,11.464,10.644,11.006,9.961,10.683,11.493,9.157,29.615,31.477,31.711
258,11.432,23.378,16.136,17.200,9.681,10.013,12.605,15.791,13.493,11.641,14.497,8.881,15.558,16.911,12.446,9.106,10.211,12.750,10.959,14.637,13.396,13.222,11.413,10.720,10.996,9.989,10.698,11.450,9.167,31.433,31.621,31.587
259,11.376,23.571,16.163,17.036,9.654,10.000,12.564,15.863,13.479,11.626,14.530,8.893,15.637,17.052,12.501,9.084,10.277,12.721,10.910,14.693,13.406,13.121,11.428,10.708,11.077,9.960,10.709,11.471,9.149,31.199,31.736,31.634
260,11.430,23.539,16.248,17.227,9.682,9.971,12.582,15.989,13.594,11.561,14.527,8.850,15.660,16.913,12.479,9.128,10.310,12.726,10.985,14.727,13.408,13.013,11.403,10.706,11.081,10.023,10.655,11.446,9.145,30.294,31.563,31.550
261,11.347,23.619,16.144,17.205,9.685,10.033,12.592,15.917,13.543,11.578,14.509,8.879,15.503,16.897,12.386,9.124,10.252,12.743,10.955,14.744,13.453,13.084,11.476,10.735,11.052,9.961,10.743,11.436,9.171,29.307,31.633,31.633
262,11.358,23.524,16.272,17.117,9.762,10.029,12.594,15.750,13.388,11.671,14.567,8.848,15.568,16.977,12.465,9.210,10.220,12.878,10.996,14.693,13.480,13.004,11.353,10.723,10.988,9.986,10.706,11.400,9.163,28.519,31.675,31.649
263,11.366,23.547,16.441,17.310,9.674,10.020,12.495,15.919,13.461,11.652,14.517,8.878,15.573,17.032,12.451,9.094,10.256,12.823,10.858,14.741,13.421,13.218,11.474,10.625,11.010,9.947,10.757,11.418,9.192,27.385,31.724,31.860
264,11.379,23.561,16.473,17.296,9.679,10.013,12.584,16.045,13.605,11.591,14.551,8.862,15.682,16.961,12.478,9.143,10.228,12.923,10.970,14.608,13.427,13.088,11.363,10.711,11.040,9.993,10.661,11.471,9.161,26.909,31.604,31.517
265,11.377,23.620,16.401,17.332,9.691,9.918,12.541,15.876,13.352,11.600,14.483,8.889,15.589,16.970,12.459,9.146,10.356,12.986,10.987,14.758,13.468,13.046,11.354,10.694,11.008,9.938,10.672,11.518,9.186,26.126,31.553,31.613
266,11.370,23.502,16.540,17.181,9.647,9.967,12.614,15.815,13.541,11.578,14.576,8.839,15.672,16.861,12.428,9.101,10.239,12.987,10.991,14.702,13.420,13.251,11.441,10.706,10.958,10.001,10.738,11.536,9.209,26.506,31.614,31.611
267,11.386,23.534,16.514,17.243,9.645,9.935,12.636,15.680,13.489,11.600,14.464,8.874,15.640,16.939,12.451,9.137,10.270,12.976,10.974,14.683,13.448,13.238,11.458,10.677,11.060,9.967,10.738,11.500,9.219,28.000,31.763,31.626
268,11.654,23.959,18.369,21.265,10.740,11.621,12.654,15.998,13.742,13.524,14.967,8.908,15.946,17.319,12.621,9.278,10.555,12.977,11.830,15.251,13.372,13.414,11.812,10.667,11.252,9.975,10.901,13.232,9.238,29.775,32.036,34.094
269,12.569,23.953,18.704,25.356,11.195,13.320,12.764,16.005,13.753,15.874,15.321,8.904,15.739,17.401,12.591,9.152,10.524,13.079,11.955,15.121,13.417,13.301,12.080,10.665,11.306,9.953,10.862,14.693,9.372,34.004,32.112,33.715
270,16.279,23.704,16.995,25.332,10.777,12.526,12.846,16.106,13.541,14.742,15.672,8.866,15.767,17.335,12.581,9.170,10.482,12.956,11.730,15.246,13.587,13.473,11.957,10.713,11.232,9.953,10.841,13.636,9.277,39.385,32.190,32.925
271,16.983,23.635,16.224,23.928,10.507,11.572,12.770,16.205,13.708,13.615,15.571,8.862,15.675,17.162,12.596,9.212,10.394,12.892,11.601,14.917,13.443,13.213,11.782,10.701,11.089,9.983,10.770,12.793,9.240,37.948,31.975,32.631
272,19.121,23.736,15.818,22.697,10.182,10.761,12.849,16.144,13.639,12.823,15.587,8.876,15.702,17.141,12.603,9.178,10.352,12.776,11.348,14.966,13.559,13.393,11.677,10.646,11.046,9.954,10.828,12.100,9.223,39.139,31.895,32.332
273,18.993,23.574,15.621,21.578,10.034,10.435,12.800,16.034,13.566,12.348,15.496,8.933,15.618,17.162,12.587,9.196,10.299,12.800,11.318,14.886,13.531,13.105,11.596,10.715,11.062,9.959,10.755,11.839,9.120,38.108,31.853,31.976
274,18.229,23.703,15.666,20.360,10.000,10.157,12.793,16.110,13.557,12.078,15.265,8.867,15.688,17.093,12.542,9.166,10.325,12.778,11.200,14.858,13.506,13.192,11.614,10.668,11.048,9.889,10.760,11.714,9.223,36.022,31.802,31.906
275,17.228,23.704,15.845,19.606,9.888,10.111,12.788,16.045,13.580,11.885,15.133,8.873,15.644,17.004,12.488,9.139,10.297,12.822,11.099,14.862,13.503,13.172,11.526,10.610,11.075,9.940,10.709,11.696,9.163,36.225,31.849,32.002
276,16.217,23.795,15.963,18.912,9.866,10.052,12.795,15.977,13.527,11.710,14.940,8.877,15.646,16.918,12.541,9.107,10.270,12.767,11.067,14.786,13.441,13.151,11.481,10.744,11.056,9.960,10.696,11.579,9.194,37.693,31.782,31.826
277,15.397,23.827,16.232,18.628,9.852,10.078,12.766,15.973,13.591,11.773,14.994,8.859,15.580,16.865,12.506,9.131,10.304,12.736,11.009,14.802,13.439,13.033,11.438,10.660,11.000,9.958,10.745,11.468,9.209,38.641,31.653,31.865
278,14.766,23.635,16.200,18.344,9.795,9.990,12.802,16.119,13.598,11.810,14.953,8.847,15.563,16.888,12.506,9.138,10.300,12.683,11.030,14.775,13.420,13.176,11.501,10.639,11.071,9.997,10.705,11.557,9.145,36.541,31.783,31.875
279,14.315,23.718,16.329,18.050,9.802,10.039,12.749,15.944,13.651,11.742,14.838,8.899,15.660,17.029,12.518,9.092,10.337,12.777,11.011,14.736,13.439,13.126,11.544,10.722,11.062,9.944,10.719,11.375,9.136,35.017,31.682,31.750
280,13.971,23.779,16.228,18.057,9.703,10.078,12.692,16.041,13.557,11.669,14.712,8.900,15.614,16.863,12.483,9.097,10.267,12.781,11.071,14.733,13.399,13.151,11.506,10.703,11.085,9.963,10.691,11.539,9.176,33.697,31.701,31.911
281,13.607,23.657,16.236,17.885,9.716,10.000,12.733,16.155,13.623,11.621,14.699,8.882,15.540,16.891,12.504,9.110,10.292,12.738,11.049,14.810,13.444,13.142,11.444,10.631,11.175,9.919,10.685,11.482,9.118,33.299,31.618,31.894
282,13.274,23.708,16.141,17.859,9.724,10.088,12.660,16.011,13.505,11.641,14.630,8.871,15.667,16.957,12.468,9.145,10.270,12.805,10.996,14.657,13.463,13.113,11.521,10.725,11.147,9.924,10.739,11.511,9.149,32.874,31.836,31.551
283,13.016,23.787,16.145,17.740,9.693,10.075,12.609,15.977,13.422,11.706,14.598,8.864,15.656,16.970,12.451,9.101,10.201,12.780,11.004,14.715,13.388,13.146,11.509,10.703,10.986,9.991,10.645,11.543,9.215,31.645,31.780,31.633
284,12.809,23.842,16.284,17.654,9.712,10.121,12.603,16.011,13.466,11.712,14.533,8.829,15.513,16.988,12.422,9.132,10.258,12.613,11.021,14.743,13.472,13.096,11.493,10.713,10.972,9.951,10.670,11.521,9.109,30.645,31.765,31.743
285,12.583,23.779,16.171,17.594,9.755,9.961,12.602,16.077,13.418,11.649,14.623,8.864,15.608,16.804,12.443,9.145,10.255,12.684,10.970,14.717,13.336,13.146,11.419,10.737,11.073,9.860,10.723,11.500,9.213,31.714,31.613,31.891
286,12.451,23.567,16.220,17.566,9.706,9.993,12.578,15.944,13.594,11.548,14.598,8.836,15.626,16.993,12.462,9.126,10.240,12.753,10.873,14.727,13.410,13.096,11.456,10.622,11.018,9.911,10.648,11.425,9.149,30.935,31.501,31.802
287,12.611,23.719,17.118,18.487,10.069,10.431,12.669,16.016,13.619,12.000,14.926,8.882,15.600,17.070,12.653,9.173,10.393,12.643,11.783,14.857,13.356,13.351,11.483,10.656,11.119,9.926,10.837,11.864,9.167,30.688,31.932,32.132
288,16.063,24.704,26.524,29.413,12.557,13.895,12.921,16.162,13.911,18.052,16.982,8.913,15.757,17.961,13.804,10.004,10.675,12.921,16.760,15.740,14.108,13.895,12.877,10.649,11.472,9.916,11.218,16.361,9.614,38.515,32.797,34.111
289,17.311,24.568,28.305,35.962,12.923,14.804,12.961,16.266,14.002,21.258,17.821,8.980,15.869,18.852,13.805,10.274,10.516,13.024,16.837,15.478,14.092,13.803,14.181,10.668,12.135,9.990,11.057,17.614,9.833,45.511,32.369,33.808
290,16.676,25.089,25.094,36.766,12.290,14.088,12.925,16.268,13.820,20.855,17.474,8.906,15.661,18.977,13.239,10.091,10.397,12.838,15.639,15.143,13.889,13.573,14.361,11.497,12.220,10.071,10.850,16.832,9.826,47.745,31.980,32.823
291,15.793,26.253,23.898,40.895,12.230,14.578,13.111,16.155,13.792,22.197,17.113,8.906,15.692,19.961,12.989,10.048,10.295,12.744,14.519,14.941,13.698,13.326,15.549,12.729,12.488,10.318,10.762,17.361,10.056,47.727,31.997,32.203
292,14.975,25.554,21.666,38.647,11.744,13.667,13.163,16.133,13.655,21.929,16.620,8.875,15.618,19.898,12.791,9.973,10.307,12.754,13.588,14.960,13.534,13.389,15.080,12.182,12.313,10.282,10.702,15.957,9.859,44.424,31.726,32.057
293,14.280,24.673,19.527,35.415,11.242,12.441,13.071,16.236,13.731,20.662,16.071,8.869,15.646,19.289,12.664,9.741,10.314,12.752,12.946,14.754,13.497,13.293,14.399,11.677,11.996,10.274,10.634,14.450,9.698,41.706,31.768,32.060
294,13.792,24.477,18.088,32.050,10.897,11.565,13.007,16.054,13.724,18.820,15.660,8.878,15.572,18.670,12.573,9.552,10.207,12.690,12.536,14.778,13.382,13.184,13.627,11.284,11.804,10.222,10.672,13.314,9.558,39.693,31.570,31.941
295,13.455,24.154,17.712,29.272,10.640,10.804,13.011,16.043,13.475,17.366,15.432,8.890,15.611,18.342,12.518,9.442,10.229,12.699,12.210,14.729,13.341,13.205,13.101,11.036,11.625,10.183,10.739,12.711,9.541,37.706,31.525,31.785
296,13.115,24.019,17.388,26.852,10.421,10.510,12.921,15.948,13.422,15.835,15.239,8.871,15.590,17.832,12.508,9.359,10.265,12.693,11.985,14.674,13.316,13.121,12.659,10.955,11.387,10.157,10.685,12.264,9.357,36.190,31.481,31.704
297,12.809,24.091,17.211,25.205,10.256,10.258,12.802,16.117,13.523,14.820,14.951,8.830,15.547,17.706,12.419,9.279,10.194,12.654,11.715,14.753,13.361,13.033,12.356,10.866,11.387,10.159,10.692,11.896,9.333,34.355,31.384,31.795
298,12.580,23.726,17.123,23.699,10.120,10.284,12.767,16.182,13.628,14.273,14.951,8.860,15.470,17.677,12.512,9.287,10.188,12.751,11.558,14.779,13.448,12.946,12.060,10.765,11.405,10.111,10.700,11.879,9.297,33.810,31.587,31.818
299,12.444,23.924,17.257,22.570,10.040,10.078,12.829,15.890,13.368,13.524,14.923,8.863,15.584,17.050,12.423,9.193,10.228,12.666,11.453,14.576,13.332,13.176,11.855,10.813,11.415,10.167,10.653,11.786,9.287,32.390,31.310,31.559
300,12.287,23.514,17.062,21.394,9.944,10.069,12.844,15.962,13.548,12.887,14.863,8.844,15.565,17.271,12.469,9.166,10.168,12.590,11.367,14.703,13.317,12.983,11.787,10.670,11.302,10.085,10.710,11.768,9.285,31.948,31.254,31.506
301,12.090,23.726,17.040,20.764,9.928,10.170,12.835,16.045,13.651,12.727,14.676,8.858,15.603,17.442,12.473,9.186,10.203,12.649,11.294,14.648,13.375,13.117,11.772,10.699,11.163,10.070,10.634,11.729,9.196,31.117,31.403,31.637
302,12.067,23.696,17.013,20.263,9.869,10.078,12.847,15.986,13.518,12.636,14.790,8.810,15.509,17.269,12.437,9.153,10.175,12.559,11.176,14.629,13.342,12.816,11.676,10.699,11.091,10.087,10.574,11.707,9.285,30.061,31.393,31.615
303,11.976,23.509,16.927,19.494,9.809,10.007,12.747,15.723,13.479,12.253,14.714,8.891,15.603,17.171,12.445,9.132,10.202,12.670,11.116,14.636,13.387,13.008,11.544,10.658,11.125,10.061,10.612,11.782,9.180,29.753,31.349,31.449
304,11.883,23.618,16.931,19.155,9.778,10.069,12.707,15.723,13.377,12.128,14.670,8.851,15.591,17.089,12.471,9.153,10.250,12.582,11.077,14.645,13.317,13.180,11.488,10.692,11.065,10.016,10.607,11.750,9.087,29.004,31.398,31.081
305,11.855,23.715,17.204,19.053,9.858,9.954,12.731,16.036,13.562,11.976,14.603,8.865,15.417,16.938,12.430,9.088,10.172,12.665,11.124,14.674,13.349,13.059,11.559,10.792,11.063,9.982,10.601,11.679,9.163,28.476,31.281,31.688
306,11.740,23.645,17.105,18.890,9.821,10.007,12.693,16.007,13.306,11.905,14.584,8.824,15.457,16.681,12.425,9.092,10.166,12.637,11.024,14.655,13.337,12.845,11.567,10.684,11.145,10.010,10.518,11.782,9.165,27.831,31.061,31.517
307,11.670,23.787,16.899,18.532,9.829,9.964,12.675,16.047,13.422,11.766,14.565,8.818,15.444,16.781,12.390,9.080,10.135,12.643,11.019,14.550,13.405,13.100,11.489,10.637,11.069,10.044,10.651,11.621,9.182,27.416,31.193,31.800
308,11.631,23.840,17.121,18.260,9.867,10.016,12.645,16.092,13.484,11.701,14.735,8.819,15.556,16.718,12.414,9.159,10.149,12.727,10.957,14.623,13.363,13.038,11.571,10.670,11.151,10.031,10.674,11.750,9.163,26.987,31.408,31.654
309,11.666,23.909,16.887,18.463,9.804,9.993,12.666,15.649,13.614,11.619,14.628,8.823,15.466,16.758,12.421,9.153,10.169,12.604,11.054,14.617,13.424,13.109,11.493,10.699,11.067,10.019,10.661,11.814,9.128,26.515,31.557,31.724
310,11.575,23.856,16.839,18.124,9.795,10.016,12.638,15.811,13.425,11.610,14.675,8.823,15.456,16.768,12.419,9.151,10.123,12.629,10.914,14.609,13.389,13.079,11.484,10.729,11.026,9.979,10.577,11.764,9.132,25.771,31.228,31.758
311,11.616,23.933,16.725,18.067,9.746,10.042,12.715,15.698,13.537,11.621,14.586,8.838,15.498,16.731,12.440,9.092,10.190,12.535,11.039,14.621,13.354,12.950,11.479,10.667,11.054,9.962,10.606,11.768,9.147,25.593,31.130,31.577
312,11.596,23.596,16.639,17.733,9.756,9.951,12.626,15.538,13.486,11.504,14.576,8.838,15.551,16.831,12.426,9.127,10.203,12.659,10.994,14.631,13.318,13.201,11.439,10.684,10.933,10.027,10.700,11.796,9.186,25.234,31.276,31.322
313,11.488,23.601,16.645,17.752,9.702,10.108,12.641,15.995,13.788,11.613,14.507,8.863,15.614,16.740,12.443,9.078,10.130,12.618,11.000,14.590,13.303,12.883,11.483,10.720,11.042,9.966,10.631,11.625,9.169,24.944,31.545,31.925
314,11.536,23.470,16.419,17.659,9.710,10.036,12.653,15.712,13.655,11.578,14.569,8.830,15.656,16.945,12.408,9.073,10.246,12.690,10.895,14.578,13.359,13.033,11.383,10.698,11.058,9.977,10.667,11.914,9.126,24.810,31.557,31.210
315,11.499,23.454,16.605,17.489,9.780,9.958,12.602,15.919,13.598,11.517,14.556,8.856,15.646,16.943,12.388,9.099,10.181,12.641,10.931,14.582,13.332,13.000,11.403,10.735,11.111,9.965,10.676,11.818,9.209,24.515,31.567,31.455
316,11.482,23.754,16.679,17.527,9.839,10.118,12.706,16.095,13.587,11.537,14.540,8.838,15.481,16.800,12.375,9.052,10.202,12.662,10.888,14.659,13.318,12.937,11.561,10.706,11.014,9.970,10.679,11.632,9.211,23.762,31.367,31.665
317,11.414,23.475,16.756,17.547,9.758,9.977,12.642,15.941,13.381,11.556,14.550,8.858,15.608,16.863,12.409,9.088,10.304,12.588,10.974,14.675,13.336,13.105,11.413,10.648,11.044,9.955,10.611,11.711,9.099,23.736,31.472,31.454
318,11.482,23.436,16.665,17.461,9.799,9.954,12.687,15.827,13.555,11.526,14.539,8.833,15.594,16.881,12.471,9.131,10.296,12.606,10.931,14.629,13.344,13.096,11.431,10.615,11.048,9.969,10.711,11.539,9.176,23.390,31.474,31.444
319,11.453,23.572,16.714,17.422,9.702,9.928,12.681,15.998,13.532,11.634,14.513,8.882,15.591,16.875,12.419,9.034,10.206,12.582,10.985,14.626,13.368,13.054,11.479,10.643,11.042,9.923,10.666,11.682,9.153,22.719,31.668,31.338
320,11.422,23.673,16.853,17.573,9.765,10.023,12.668,15.980,13.514,11.587,14.521,8.822,15.656,16.897,12.395,9.085,10.226,12.681,10.912,14.538,13.342,13.167,11.399,10.698,11.147,9.953,10.653,11.682,9.207,22.468,31.365,31.363
321,11.398,23.579,16.700,17.360,9.755,10.075,12.702,15.939,13.530,11.576,14.477,8.882,15.642,16.897,12.420,9.092,10.239,12.619,10.880,14.528,13.332,13.054,11.493,10.658,11.075,10.008,10.714,11.682,9.116,22.645,31.208,31.450
322,11.459,23.602,16.690,17.389,9.755,10.033,12.656,16.099,13.475,11.528,14.511,8.824,15.556,16.857,12.478,9.118,10.228,12.643,10.893,14.545,13.262,13.184,11.368,10.692,11.117,9.958,10.668,11.721,9.157,22.208,31.689,31.315
323,11.417,23.598,16.834,17.310,9.725,10.134,12.654,16.097,13.450,11.468,14.587,8.868,15.483,16.930,12.402,9.095,10.222,12.589,10.882,14.542,13.403,13.126,11.474,10.741,11.040,9.989,10.675,11.736,9.196,21.918,31.523,31.472
324,11.403,23.649,17.083,17.284,9.758,9.980,12.566,16.070,13.527,11.541,14.593,8.834,15.651,16.845,12.402,9.101,10.232,12.528,10.925,14.625,13.347,13.079,11.493,10.649,11.048,10.020,10.606,11.679,9.190,21.489,31.376,31.424
325,13.811,24.582,18.800,18.033,9.762,10.101,12.645,16.340,13.733,11.829,15.348,8.875,15.616,17.175,13.052,9.243,10.370,12.658,12.794,15.138,13.408,13.397,11.411,10.687,11.036,9.966,10.833,11.771,9.118,22.242,32.098,32.743
326,16.700,24.121,18.137,17.842,9.743,10.026,12.799,16.642,13.852,11.671,15.705,8.951,15.688,17.426,12.921,9.214,10.667,12.699,12.901,15.448,13.578,13.176,11.461,10.732,10.998,9.976,10.971,11.632,9.167,22.251,32.772,33.498
327,18.711,24.622,20.474,23.749,10.886,10.709,13.227,16.845,14.450,13.868,17.458,9.269,16.463,18.583,14.972,9.849,11.337,13.256,18.438,18.482,14.288,15.188,11.511,10.670,11.062,9.986,11.999,12.032,9.229,24.861,36.262,43.735
328,19.721,24.589,21.831,29.055,11.861,10.879,13.464,16.955,14.422,15.240,18.900,9.607,16.884,18.891,16.896,10.350,11.025,13.806,21.146,18.380,14.599,17.389,11.526,10.668,11.232,9.922,11.940,12.079,9.244,29.000,35.489,43.815
329,19.325,24.297,20.749,27.778,11.804,10.507,13.441,17.000,14.342,15.182,18.707,9.500,16.642,19.043,16.661,10.458,10.798,13.912,20.343,17.321,14.290,16.046,11.516,10.663,11.248,9.922,11.406,11.789,9.211,29.247,33.619,39.844
330,18.251,24.384,19.885,25.881,11.477,10.379,13.491,16.505,14.002,15.035,18.076,9.231,16.301,18.790,15.893,10.402,10.595,13.739,19.060,16.564,13.907,15.042,11.434,10.610,11.260,9.909,11.091,11.704,9.281,28.758,32.873,36.499
331,17.150,24.008,19.085,23.742,11.161,10.363,13.328,16.707,13.788,14.807,17.363,9.094,16.119,18.606,14.885,10.336,10.536,13.341,17.534,15.791,13.655,14.159,11.419,10.674,11.298,9.945,10.876,11.600,9.138,27.662,32.208,34.600
332,16.224,24.061,19.735,22.091,10.742,10.546,13.311,16.543,13.541,15.145,16.501,9.011,15.925,18.651,14.088,10.373,10.417,13.067,16.354,15.392,13.525,13.699,11.393,10.747,11.292,9.894,10.757,11.579,9.217,26.316,31.917,33.359
333,15.435,23.845,20.856,21.062,10.461,10.627,13.123,16.403,13.468,16.708,15.810,8.935,15.791,19.474,13.576,10.472,10.345,12.963,15.322,15.165,13.547,13.464,11.496,10.662,11.187,9.963,10.697,11.682,9.351,25.567,31.701,32.967
334,14.822,23.926,21.085,19.979,10.288,10.422,13.076,16.399,13.548,17.333,15.334,8.918,15.671,19.841,13.226,10.380,10.278,12.834,14.560,14.975,13.508,13.318,11.453,10.725,11.256,10.006,10.601,11.582,9.269,24.866,31.503,32.431
335,14.294,23.715,21.088,19.468,10.202,10.310,13.035,16.493,13.696,17.048,15.092,8.886,15.697,20.029,12.989,10.318,10.385,12.845,13.987,14.884,13.439,13.234,11.423,10.627,11.206,9.913,10.683,11.671,9.355,24.429,31.645,32.234
336,13.855,23.629,20.644,18.979,10.087,10.222,12.976,16.462,13.651,15.972,15.249,8.877,15.699,19.059,12.829,10.171,10.270,12.967,13.498,14.975,13.450,13.293,11.356,10.744,11.202,9.896,10.715,11.611,9.349,23.732,31.607,31.883
