 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16
210,86.930,93.249,85.688,99.419,98.983,97.292,90.372,93.019,88.202,88.236,95.977,94.105,94.269,92.912,90.350,88.544
211,87.355,93.279,86.009,99.657,99.472,97.757,89.966,91.880,88.337,88.265,95.639,94.591,94.506,92.981,90.587,88.535
212,87.012,93.744,86.262,98.983,100.061,97.484,90.622,92.706,88.527,88.332,95.804,94.659,94.570,93.327,90.744,88.370
213,86.972,93.334,85.909,99.251,99.508,97.740,90.211,93.029,88.079,88.486,95.359,93.887,93.908,92.960,90.466,88.291
214,89.182,95.307,85.868,100.181,101.492,99.642,90.453,92.987,88.584,89.427,98.132,97.604,96.150,93.117,92.258,88.496
215,88.960,94.666,86.516,100.521,102.989,100.145,92.165,92.893,88.885,90.021,99.196,98.519,97.673,92.553,92.581,88.919
216,89.158,94.005,86.349,101.039,103.496,99.197,92.588,93.005,89.200,89.864,98.054,97.298,96.722,92.859,93.055,88.423
217,90.068,94.523,86.036,100.138,102.625,100.033,92.829,92.781,88.760,89.997,96.314,95.735,97.633,93.114,92.499,88.366
218,90.216,94.643,84.951,99.853,102.468,99.934,92.628,92.401,88.604,89.349,96.525,95.567,97.265,92.902,92.522,88.163
219,90.633,94.214,85.733,100.996,103.623,99.855,93.107,92.714,88.448,89.407,96.021,95.355,97.297,93.838,92.153,88.407
220,90.595,93.721,86.078,101.626,103.369,99.424,94.095,93.123,88.772,89.388,95.611,94.912,98.126,94.298,92.550,88.643
221,90.056,93.465,85.967,100.492,102.966,98.626,94.453,92.759,89.240,89.703,95.618,95.027,98.002,93.886,92.554,88.282
222,89.735,93.593,85.768,101.173,102.028,97.964,93.887,93.316,88.630,88.880,95.930,94.630,97.376,94.077,92.129,88.881
223,89.914,93.693,86.789,100.862,101.489,98.208,93.978,92.786,88.774,89.077,96.193,94.417,97.494,93.013,92.462,88.615
224,89.407,93.997,85.963,100.890,101.511,98.536,93.569,92.521,88.701,88.155,96.013,94.789,97.598,94.035,92.410,89.070
225,89.896,94.010,86.555,101.518,101.400,97.691,94.189,92.639,89.240,88.871,96.136,94.899,97.667,94.311,92.960,88.800
226,90.695,94.080,85.972,102.251,100.977,99.082,93.592,92.909,89.008,89.542,96.359,95.333,98.820,93.963,92.217,88.379
227,89.978,93.472,86.099,102.274,101.716,97.459,94.217,92.955,88.929,89.530,95.613,94.630,98.694,94.649,92.341,89.300
228,89.733,93.701,86.349,101.778,101.754,98.549,94.020,92.733,89.065,89.234,96.047,95.074,98.299,94.434,91.960,88.769
229,89.391,93.618,86.312,102.402,100.042,98.831,94.419,93.684,89.325,89.156,96.263,94.166,98.359,94.590,92.597,89.207
230,90.078,93.671,86.151,101.417,100.549,98.216,93.441,92.433,89.190,88.903,96.606,94.253,97.145,94.585,91.970,89.280
231,88.960,93.317,85.796,101.922,101.189,98.016,93.062,93.816,88.893,89.365,96.152,95.450,97.603,94.476,91.845,88.559
232,88.896,93.688,85.895,101.635,100.409,97.560,93.201,92.021,88.723,88.652,96.314,94.481,96.962,94.473,91.826,88.947
233,89.293,93.852,85.892,101.803,100.769,97.754,93.449,93.369,88.436,88.265,96.114,94.203,96.891,95.003,91.438,88.454
234,88.487,93.492,86.109,101.393,100.924,97.290,93.036,92.794,88.752,88.963,95.567,94.614,96.669,95.465,92.080,88.892
235,88.703,94.181,86.298,99.875,101.047,97.325,92.751,93.265,88.998,89.545,96.145,94.867,96.273,95.787,92.529,88.817
236,88.475,93.970,86.010,100.214,100.155,98.134,92.942,92.481,88.921,88.872,96.368,94.550,96.502,95.697,92.130,89.073
237,88.776,93.774,85.628,101.311,100.129,97.735,92.765,92.989,88.479,89.080,96.310,94.558,96.543,95.524,92.183,88.707
238,88.307,94.166,86.382,100.233,100.519,97.913,92.402,93.259,87.921,88.640,95.993,94.214,96.207,95.577,92.253,88.885
239,87.547,93.613,86.049,100.240,100.085,97.251,92.095,93.709,88.614,88.742,96.208,94.437,96.286,95.851,92.040,88.919
240,87.990,93.206,86.019,101.037,101.072,97.585,91.759,93.735,88.513,88.494,95.655,94.148,96.350,96.019,92.047,89.361
241,87.669,93.261,86.388,100.577,99.892,96.844,91.950,93.126,88.188,88.748,96.462,94.772,96.023,95.386,92.046,88.727
242,87.425,94.153,85.739,100.903,100.275,98.178,91.590,93.078,88.420,88.569,96.361,94.226,95.746,95.093,91.933,88.938
243,87.549,94.776,85.715,100.495,100.405,97.825,91.740,93.650,87.909,88.901,95.696,94.563,95.598,95.021,91.766,88.815
244,88.106,93.907,85.837,100.296,100.250,97.148,91.427,92.799,88.590,89.164,95.711,94.353,95.820,95.306,91.858,89.458
245,87.838,93.847,86.252,101.017,99.498,97.956,90.950,92.997,88.628,89.470,95.472,95.010,95.733,95.253,91.654,89.020
246,88.295,94.156,86.127,100.940,99.775,97.511,91.193,93.676,88.309,88.724,95.806,94.442,95.972,94.676,91.446,88.570
247,88.273,93.379,86.469,100.665,99.754,96.907,91.286,93.166,89.016,88.694,95.863,94.481,96.412,94.205,91.436,89.163
248,88.202,93.523,85.954,100.680,99.775,96.762,90.604,92.805,88.519,89.112,96.219,94.733,95.453,94.686,91.720,89.467
249,88.154,93.779,86.477,99.875,100.140,97.776,90.761,93.952,88.283,89.329,96.219,94.647,95.667,94.016,91.233,89.181
250,87.902,93.997,86.178,100.808,100.472,97.372,90.869,93.578,87.812,89.096,96.060,94.094,95.564,94.790,91.467,88.989
251,87.469,93.482,86.013,100.333,99.956,97.311,90.191,92.898,88.970,88.845,96.606,94.692,95.295,94.191,91.228,88.520
252,87.244,92.802,86.294,100.525,100.356,97.809,91.002,92.350,88.541,88.694,96.067,94.400,94.855,94.287,91.090,88.793
253,88.006,93.445,85.850,100.108,100.350,96.645,90.594,92.591,88.533,88.352,95.753,94.519,95.058,94.503,91.290,88.744
254,87.325,93.216,86.066,100.106,100.161,97.555,90.392,93.444,88.160,88.667,96.160,94.817,94.754,92.944,91.361,88.738
255,87.954,93.384,86.501,99.963,99.932,97.139,90.338,93.430,88.444,88.793,96.145,94.540,94.868,93.407,90.347,88.156
256,87.792,93.198,86.147,99.594,100.608,98.180,91.133,93.591,88.434,89.061,95.874,93.571,94.442,93.644,90.841,88.760
257,87.778,93.834,86.030,100.302,99.449,97.388,90.205,92.294,88.596,89.317,95.364,94.452,94.212,93.832,91.756,89.469
258,87.487,92.892,86.175,100.039,99.559,96.716,90.511,93.639,88.240,89.169,95.855,94.404,94.205,93.173,90.556,89.302
259,87.206,94.538,85.942,100.220,100.439,97.292,91.044,92.602,89.030,88.566,96.194,94.499,94.744,93.277,91.169,88.421
260,87.443,93.960,86.207,100.166,99.987,96.432,90.080,93.618,88.774,88.767,95.379,94.620,94.735,93.354,90.830,89.117
261,87.589,93.887,86.342,99.434,99.754,97.724,90.280,92.853,88.079,88.569,95.745,94.520,94.197,93.559,91.696,88.465
262,87.489,93.977,86.262,100.328,99.761,96.377,90.127,92.738,87.992,88.922,96.263,93.945,94.808,93.519,91.185,89.196
263,88.180,94.176,86.312,98.827,100.055,97.803,89.634,93.532,88.921,88.951,95.992,94.374,94.714,93.189,90.896,89.042
264,87.002,93.834,86.079,98.886,100.519,97.120,90.062,93.310,88.368,88.346,95.859,94.776,94.329,93.540,90.467,88.848
265,87.695,94.337,85.706,99.778,99.028,98.148,90.662,92.051,88.277,89.177,96.451,94.717,94.177,93.117,91.037,89.068
266,87.898,93.761,86.616,98.553,100.318,97.596,90.616,93.735,88.463,88.537,96.489,94.667,94.468,93.229,91.218,88.760
267,87.834,94.246,86.850,98.404,99.941,97.642,89.950,93.754,88.717,88.550,96.083,95.006,94.611,92.992,91.154,88.509
268,87.194,94.168,86.243,99.207,99.970,97.134,89.857,93.374,87.842,88.756,95.998,94.614,94.387,93.343,91.156,89.308
269,87.479,93.523,86.301,99.127,99.858,97.628,91.000,92.610,88.737,88.593,95.387,94.509,94.716,93.029,90.671,88.797
270,88.315,93.656,86.412,99.672,100.091,97.680,89.972,93.083,88.315,89.048,96.176,94.411,94.508,93.029,90.973,88.694
271,87.331,93.520,86.072,98.702,99.112,97.525,90.034,92.650,88.089,88.574,96.020,94.581,94.459,93.590,90.753,89.037
272,87.343,93.151,86.402,98.948,100.464,96.522,90.636,93.639,88.705,88.786,96.059,95.117,94.359,93.247,90.602,88.993
273,88.124,94.075,85.831,98.564,99.331,97.339,90.461,93.374,88.554,89.120,95.729,94.936,94.071,93.484,90.903,88.610
274,87.373,93.563,86.468,98.598,100.034,97.230,90.095,92.805,88.343,88.431,96.074,94.548,94.336,93.441,90.697,88.300
275,87.212,93.802,86.223,97.901,99.470,97.096,90.803,92.500,88.517,89.686,96.134,94.187,94.412,93.040,91.119,89.088
276,88.465,94.063,85.978,98.976,100.017,96.383,90.477,92.556,88.091,88.855,96.547,94.327,94.096,93.574,90.912,89.115
277,86.986,93.774,86.000,98.827,99.699,97.658,90.074,93.647,88.885,89.003,95.257,94.955,94.233,93.862,90.845,88.848
278,88.048,93.508,85.979,98.795,100.203,96.992,90.119,93.318,88.442,88.927,96.062,94.349,94.605,92.606,90.711,89.238
279,87.463,93.794,86.348,98.717,99.941,97.295,90.569,93.321,88.846,88.467,95.868,94.661,94.265,92.670,90.945,89.141
280,87.445,94.241,86.298,99.851,99.568,96.880,91.000,93.219,88.941,88.898,96.322,94.893,94.265,93.484,90.651,89.148
281,87.343,93.601,86.450,98.272,100.235,96.563,90.555,93.342,87.863,89.033,96.395,94.897,94.233,93.617,90.853,88.161
282,87.144,94.704,86.808,98.216,100.199,97.571,90.370,93.572,88.210,88.812,96.502,94.630,94.562,92.811,90.463,89.029
283,87.475,94.676,85.951,98.482,100.180,96.995,90.254,92.313,88.398,89.255,96.732,95.548,94.363,92.564,90.219,88.656
284,87.621,93.098,85.744,98.533,99.731,98.019,90.360,93.340,87.925,88.624,95.345,95.060,93.624,93.487,90.792,89.033
285,87.916,94.040,85.978,98.877,99.994,97.669,90.074,92.837,88.378,88.801,96.139,94.947,94.265,93.319,90.767,89.062
286,87.549,94.070,86.409,99.110,100.909,97.336,90.573,92.527,88.343,88.774,96.214,94.378,94.081,93.194,91.013,89.379
287,87.952,94.035,86.585,98.989,99.684,97.396,90.306,93.291,88.297,89.124,96.271,95.170,94.055,93.016,90.588,88.456
288,87.319,94.008,86.391,98.140,98.733,96.495,90.175,93.973,88.103,89.016,96.314,95.019,94.585,93.348,90.975,89.031
289,88.060,93.784,86.222,99.097,100.131,96.658,90.463,93.139,88.818,88.627,96.632,95.587,94.053,93.904,90.772,88.518
290,86.930,93.595,86.259,99.330,99.782,98.027,90.435,92.741,88.432,88.876,96.075,94.339,94.996,94.000,91.030,89.273
291,87.449,94.214,86.165,99.337,99.206,97.350,90.954,92.984,88.537,88.944,96.802,95.031,94.024,94.069,91.336,88.806
292,87.198,94.294,86.027,98.451,100.731,97.085,90.320,93.190,88.048,89.072,96.435,94.906,94.378,93.734,91.261,89.024
293,88.395,93.751,86.082,98.499,100.087,97.172,90.726,92.807,88.998,88.753,96.185,94.470,94.451,93.891,90.689,88.991
294,87.796,93.796,86.145,98.933,99.617,96.858,90.288,93.845,88.392,89.265,96.042,95.224,94.282,94.104,90.659,89.374
295,87.204,94.171,86.064,98.516,99.835,97.836,90.700,92.936,88.337,88.641,96.121,94.832,94.293,93.803,90.857,88.590
296,86.982,93.952,86.141,98.717,99.896,97.631,90.054,92.928,88.382,89.230,96.194,94.973,94.282,93.008,90.774,89.507
297,87.601,93.415,85.969,98.661,99.470,96.787,90.101,93.438,88.519,89.603,96.309,95.023,94.596,93.521,90.732,89.467
298,87.220,94.078,86.079,98.043,99.763,97.068,90.928,93.532,88.622,88.973,96.031,95.033,94.692,93.415,90.749,88.773
299,88.026,94.083,86.244,98.911,99.697,97.934,90.382,92.642,88.000,88.349,95.490,95.107,94.306,92.426,90.687,89.196
300,88.088,93.894,86.265,98.894,98.915,96.607,90.620,93.497,88.709,88.491,96.039,95.123,94.513,93.029,90.977,88.612
301,87.705,94.769,86.081,98.484,99.701,97.260,90.517,92.757,88.192,88.762,96.297,95.415,94.498,93.596,90.947,89.546
302,87.739,94.060,85.745,98.231,99.456,96.303,90.449,93.118,88.422,89.006,96.114,94.682,94.331,93.168,90.752,89.013
303,87.273,94.719,86.005,98.527,100.015,97.814,89.980,92.979,88.412,89.010,95.456,94.737,94.867,93.731,91.047,88.846
304,88.028,93.651,85.909,99.261,99.254,97.536,90.503,92.532,88.711,88.836,95.779,94.936,93.945,93.423,90.752,88.652
305,87.577,93.389,86.396,98.367,99.758,98.123,90.513,93.139,88.541,88.346,96.096,95.008,94.414,93.051,91.466,89.139
306,87.517,93.505,86.280,98.821,99.833,96.653,90.095,92.928,88.907,88.496,95.998,95.544,93.477,93.793,90.507,89.383
307,88.000,94.653,86.535,98.996,100.091,96.899,90.006,93.398,88.299,89.128,96.266,94.170,93.940,93.572,90.610,89.315
308,87.134,94.128,86.373,98.693,99.468,97.156,90.529,92.944,88.432,88.595,95.613,94.567,94.393,93.503,90.676,88.637
309,87.876,94.377,86.415,98.248,99.411,97.325,90.873,93.642,88.642,88.651,96.145,94.973,95.160,92.798,90.347,89.630
310,87.814,94.028,86.085,99.184,100.352,97.951,90.984,92.781,88.848,89.391,95.773,95.316,94.641,93.707,90.735,88.385
311,88.008,93.769,86.145,98.862,99.078,96.344,90.918,93.283,88.143,88.759,95.881,94.920,94.133,92.721,91.046,88.835
312,87.393,94.163,86.292,98.844,99.735,97.434,91.199,92.230,88.360,88.624,95.941,94.918,94.487,92.856,90.500,89.491
313,87.627,93.696,86.468,98.471,99.983,97.249,90.085,93.168,88.335,88.949,95.828,94.811,95.370,94.298,91.084,88.189
314,87.329,93.146,86.330,98.577,100.197,97.148,90.417,93.326,88.954,88.293,96.083,95.111,94.983,92.939,90.435,88.998
315,87.756,94.533,85.829,99.052,99.794,97.287,90.431,93.479,88.489,88.907,95.889,94.435,94.951,93.301,91.336,88.870
316,87.501,94.259,85.939,99.123,99.945,96.492,90.875,92.955,88.570,88.965,96.178,94.522,94.295,92.989,90.765,89.095
317,87.942,94.497,86.322,99.058,100.703,97.978,90.646,93.217,88.242,88.911,96.100,95.261,94.434,94.088,91.510,89.174
318,87.347,94.613,86.567,99.866,99.992,97.691,90.644,93.251,88.103,89.439,95.951,94.635,94.147,92.891,90.874,88.952
319,87.962,94.314,86.391,99.389,99.451,96.962,90.123,93.834,88.612,88.984,95.683,94.852,94.378,93.059,90.833,88.813
320,87.407,93.902,86.051,99.235,100.186,97.522,90.950,93.233,88.867,88.678,95.933,95.170,94.925,93.559,91.021,88.974
321,87.641,93.606,86.292,99.093,99.235,97.109,90.445,92.535,88.392,88.654,95.789,93.635,94.585,94.210,90.927,89.084
322,87.585,94.143,86.163,99.458,100.040,96.544,90.511,93.647,87.974,89.242,95.775,94.725,94.479,93.263,91.075,88.881
323,86.846,93.525,86.030,98.786,99.608,97.869,90.803,92.810,88.002,88.967,96.328,94.825,95.154,93.551,91.111,88.841
324,87.102,94.284,86.322,99.639,98.869,97.839,90.304,92.765,88.150,88.266,96.377,94.376,95.226,93.513,90.502,88.491
325,87.056,94.060,86.331,99.896,99.585,97.016,90.356,93.890,87.846,88.927,95.667,94.895,94.767,93.519,90.829,89.229
326,86.924,94.590,85.853,99.814,98.646,97.680,90.688,92.882,88.881,88.847,95.590,95.080,95.355,93.396,90.966,89.520
327,87.537,93.580,86.288,99.261,99.218,96.505,90.221,92.658,88.097,89.281,95.948,94.622,95.344,93.620,91.592,89.500
328,86.595,93.583,86.301,99.121,99.712,97.342,91.044,92.543,87.877,88.971,95.879,94.815,95.039,93.269,91.155,88.581
329,88.297,94.761,85.948,99.156,100.066,97.637,90.117,93.789,88.182,88.684,95.840,94.865,95.352,93.628,91.027,88.711
330,87.064,93.902,86.000,99.445,99.426,97.314,90.674,93.612,88.804,88.466,95.946,94.752,95.408,93.761,90.406,88.145
331,87.681,94.224,86.747,99.413,99.256,96.710,91.328,93.273,88.669,88.839,96.139,95.131,95.197,93.354,90.936,88.531
332,87.070,94.296,86.363,98.948,99.930,96.530,89.917,92.749,88.560,88.998,95.979,94.752,95.312,93.824,91.155,88.405
333,88.208,93.437,85.766,99.086,100.072,97.383,90.606,93.201,87.968,89.088,96.462,95.339,95.293,93.263,90.817,88.733
334,87.018,94.085,86.522,99.359,100.110,96.604,90.209,93.222,88.539,88.614,95.922,94.279,94.709,93.149,90.925,88.615
335,87.337,94.261,86.049,99.082,99.869,96.883,90.624,93.190,88.251,88.577,96.080,94.710,94.801,92.894,90.854,89.128
336,87.563,94.864,86.654,100.032,100.231,97.710,91.249,92.754,88.398,88.850,96.057,95.080,94.169,93.699,90.469,89.112
337,86.922,93.261,86.532,99.056,99.633,96.303,90.503,92.553,88.137,88.691,96.783,94.368,94.878,93.585,90.834,88.890
338,87.369,93.646,86.708,99.222,99.909,96.992,90.922,93.639,88.301,88.625,96.222,95.384,95.056,92.859,91.191,88.866
339,88.042,94.289,85.433,98.557,99.515,96.918,90.268,93.719,88.683,89.206,95.993,95.409,94.553,93.223,91.252,88.674
340,87.750,93.568,86.415,98.179,100.148,96.634,90.831,93.535,88.626,89.016,95.940,94.719,94.222,93.186,90.969,89.698
341,87.090,93.324,86.055,98.320,99.561,97.052,90.290,93.198,88.192,88.678,95.990,94.368,94.600,93.051,90.976,88.956
342,88.142,93.834,86.002,97.525,99.144,96.678,90.306,93.626,87.978,89.064,95.567,94.838,94.271,92.875,90.700,88.628
343,87.850,94.558,86.673,97.648,100.019,96.975,91.227,92.973,88.442,88.617,96.083,95.234,94.850,92.987,91.376,88.967
344,87.685,93.817,85.897,97.482,100.191,97.281,90.714,92.904,88.622,88.756,96.103,95.094,94.434,93.343,91.180,88.335
345,87.265,94.814,85.648,97.598,99.564,97.221,90.181,92.562,88.113,88.831,96.106,94.327,94.981,92.745,91.292,88.630
346,87.996,93.623,86.562,98.512,100.299,97.347,90.270,92.647,88.822,89.305,96.250,94.614,94.242,94.556,91.187,89.011
347,87.491,94.319,85.985,98.147,99.941,96.773,90.855,93.107,88.541,89.222,96.618,94.669,94.430,93.793,91.145,88.863
348,87.593,93.379,86.439,98.030,100.333,97.134,90.932,93.329,88.554,88.888,96.358,94.846,94.641,93.543,90.824,88.427
349,88.002,93.558,86.462,97.380,100.076,96.929,90.602,92.660,88.372,88.663,96.230,94.988,93.929,93.835,90.563,88.152
350,87.633,94.249,87.054,97.553,99.561,97.538,90.231,93.070,88.444,88.919,95.711,95.283,93.791,93.598,91.047,89.399
351,88.405,93.276,86.039,97.218,100.222,97.716,90.388,92.938,88.325,88.804,95.922,94.986,94.130,93.064,90.801,89.073
352,88.074,93.817,86.141,98.702,99.972,96.407,90.618,93.107,87.798,89.045,96.041,95.175,94.870,93.253,91.088,88.806
353,87.940,93.405,86.054,97.395,99.566,98.049,90.493,92.698,88.303,88.896,96.770,94.573,94.081,93.617,90.780,88.626
354,87.369,93.299,86.084,97.920,99.981,97.128,90.443,92.717,88.107,89.027,95.346,93.885,94.327,92.952,91.357,89.117
355,87.758,93.776,86.349,98.648,100.206,97.096,90.658,92.778,88.424,88.761,95.792,94.889,94.143,93.806,90.782,88.830
356,87.575,94.264,85.957,98.343,100.383,96.538,90.443,93.059,88.473,89.287,95.969,94.532,93.538,94.021,90.664,88.452
357,88.311,93.897,86.099,97.955,99.407,97.443,90.427,93.088,88.701,89.072,96.515,94.532,95.171,93.665,90.934,88.546
358,87.796,94.256,86.625,98.171,99.737,96.672,89.682,93.901,88.752,89.188,95.703,95.515,94.812,93.303,91.006,88.978
359,87.834,94.133,86.289,98.104,99.903,97.612,90.499,92.973,88.475,89.308,95.727,94.345,93.966,93.737,90.696,89.024
360,87.743,94.922,86.150,98.343,100.051,97.352,90.161,93.770,88.121,89.635,95.817,94.910,94.197,93.279,90.901,89.480
361,87.521,94.259,86.078,96.911,99.625,97.063,90.557,92.636,87.945,89.137,95.451,94.643,94.703,93.702,91.203,88.749
362,88.242,93.927,86.418,98.086,99.905,97.016,89.855,92.698,88.404,88.448,96.020,94.657,94.066,93.298,91.104,87.881
363,88.824,94.588,86.016,97.749,99.610,97.743,90.608,93.027,88.398,89.957,95.851,95.074,94.818,93.497,91.704,88.650
364,87.499,94.133,85.963,98.782,100.877,98.836,91.495,93.016,88.723,90.022,96.046,94.715,94.724,93.141,92.263,89.000
365,87.940,93.882,86.285,99.022,99.695,97.765,91.962,92.832,89.178,88.767,95.768,94.384,95.333,93.330,92.153,88.278
366,87.389,94.332,86.223,99.322,99.693,97.325,91.674,93.671,88.453,89.337,95.843,94.708,95.474,93.753,91.158,89.154
367,87.691,93.274,86.016,98.857,99.939,97.066,92.360,93.024,88.438,89.217,96.441,94.121,95.415,93.090,91.656,88.289
368,87.677,93.623,86.526,99.441,100.191,97.828,91.815,93.174,88.408,89.501,96.413,94.811,95.383,92.513,91.495,89.203
369,87.713,93.560,86.024,99.525,99.481,97.656,91.330,92.706,88.683,89.179,96.533,94.961,94.459,93.316,91.122,88.890
370,87.144,93.962,85.918,99.123,100.405,97.770,91.435,92.968,88.303,88.848,96.279,94.743,94.821,93.351,91.642,88.676
371,87.535,93.920,86.063,99.315,99.913,97.246,91.070,93.201,89.073,88.799,96.368,95.084,94.233,92.755,91.207,89.205
372,87.563,94.148,86.099,99.451,100.142,96.694,91.115,93.112,88.655,88.817,96.150,94.827,94.759,93.266,91.799,89.335
373,87.234,94.196,86.139,99.408,99.479,96.872,91.099,93.709,88.172,88.522,96.275,94.667,94.476,93.074,91.655,89.225
374,88.222,94.035,86.009,99.546,100.265,97.134,90.606,93.227,88.412,88.839,95.966,93.698,94.805,92.997,91.712,88.531
375,86.872,93.256,86.103,99.248,99.822,96.429,90.805,92.872,88.224,88.986,96.260,94.776,94.977,93.423,91.369,89.141
376,87.980,94.236,86.408,98.823,99.958,97.713,90.889,93.136,87.950,88.982,95.763,94.526,95.094,92.646,91.582,89.145
377,87.745,93.899,86.444,98.834,99.686,96.997,90.728,93.206,89.257,89.443,96.335,94.955,95.077,92.806,91.630,89.048
378,87.423,94.709,86.321,99.078,100.229,96.779,90.648,93.281,88.699,88.700,96.408,94.840,94.180,94.351,91.062,88.980
379,87.545,93.608,86.429,98.384,100.159,97.104,90.093,93.620,88.042,89.029,96.433,94.657,94.906,94.144,91.430,89.313
380,87.393,93.359,86.046,99.419,99.500,97.224,90.429,93.505,88.198,89.083,96.100,95.296,95.148,93.066,91.171,88.661
381,87.501,93.701,86.172,99.855,100.174,97.117,90.652,92.888,88.669,88.598,96.480,94.565,94.393,92.718,90.989,88.388
382,87.555,93.766,86.489,99.732,100.208,97.314,90.670,93.786,88.739,88.700,96.384,94.602,94.827,94.013,91.008,88.747
383,87.387,93.927,86.034,99.065,99.801,97.005,90.809,93.206,88.840,88.531,95.842,95.421,95.242,93.370,91.185,88.359
384,88.018,93.000,86.168,99.387,100.138,97.189,90.813,93.251,88.465,88.896,96.180,94.563,94.445,93.431,90.575,88.996
385,87.800,94.249,85.906,99.600,100.044,97.030,91.445,93.586,88.020,88.746,95.627,94.637,94.977,93.516,91.002,89.002
386,87.623,93.641,86.114,99.477,100.852,96.740,90.231,93.580,88.604,88.772,95.948,94.267,95.209,93.473,91.055,88.394
387,87.916,93.673,86.253,100.650,99.597,97.538,90.751,93.297,88.362,88.994,96.588,94.263,94.996,93.338,91.680,88.861
388,87.222,93.683,85.802,99.503,100.150,97.046,90.221,93.283,88.650,88.825,96.395,95.035,94.103,93.718,92.289,89.297
389,88.459,93.593,86.448,100.190,100.231,97.566,91.022,93.428,88.424,90.504,98.926,100.768,96.363,93.045,92.717,90.733
390,88.335,93.201,85.993,101.069,102.239,98.205,92.602,93.003,88.050,90.782,101.268,103.491,98.352,94.332,93.481,90.932
391,88.802,93.410,85.721,101.914,102.324,98.227,92.851,93.235,89.022,90.097,100.564,101.620,98.718,93.779,93.434,90.469
392,90.152,93.779,86.303,102.873,103.610,98.716,93.563,93.511,89.374,91.105,99.376,101.004,99.008,94.801,93.353,90.359
393,91.399,94.922,86.475,105.605,106.551,99.934,94.600,93.056,89.895,91.450,107.614,109.610,100.523,96.918,94.177,92.835
394,91.914,94.970,86.616,106.825,107.716,101.011,94.668,93.551,89.885,91.915,107.619,109.429,102.086,97.793,93.941,94.090
395,91.309,95.090,86.468,106.754,108.574,99.497,95.201,93.674,90.242,91.351,105.572,106.982,102.461,97.311,94.166,92.771
396,92.160,94.849,86.339,108.324,110.163,101.710,96.660,93.324,90.162,92.699,104.183,105.596,102.472,97.971,93.813,92.205
397,93.587,96.598,86.829,107.622,112.845,104.104,95.976,93.259,90.479,92.070,107.397,107.140,103.549,99.524,94.329,93.852
398,93.952,94.590,86.838,109.849,118.299,103.839,96.584,94.789,90.341,92.954,111.077,110.708,103.987,101.301,93.845,95.225
399,92.768,95.367,86.964,110.080,119.585,104.093,96.380,92.872,90.046,92.359,110.791,109.534,103.810,101.758,93.893,95.949
400,92.259,93.799,86.964,110.743,119.011,104.850,96.511,92.682,89.968,92.128,112.678,110.444,103.673,102.399,94.166,96.687
401,93.541,95.146,86.837,110.803,119.799,106.331,96.509,93.241,90.513,91.303,115.766,114.659,104.402,103.843,93.482,98.460
402,93.048,95.249,87.054,111.808,121.686,107.126,96.889,92.623,90.277,91.730,117.827,115.405,104.602,103.354,92.676,99.509
403,93.768,95.387,87.466,112.711,127.286,109.210,96.423,93.382,90.370,92.397,120.074,118.405,105.421,106.362,92.655,99.308
404,93.295,95.256,87.151,113.840,129.547,109.369,97.505,93.147,90.776,92.244,121.582,118.281,105.754,107.162,93.097,100.758
405,92.601,95.377,86.624,113.123,128.555,108.727,97.746,92.965,90.436,92.447,121.757,117.770,105.229,106.463,92.694,100.727
406,92.397,95.083,86.786,113.270,126.799,107.828,97.451,93.348,90.251,92.262,121.652,118.517,105.639,107.521,92.961,100.141
407,91.940,95.648,86.946,112.575,126.432,108.978,97.742,92.947,89.933,91.384,121.100,117.530,105.421,107.516,92.366,100.269
408,92.325,94.053,87.373,111.503,124.112,106.240,97.167,93.396,90.673,91.033,120.564,118.135,105.340,106.471,92.537,99.811
409,92.269,93.769,86.504,111.842,124.508,107.292,96.799,92.741,90.105,91.089,120.346,116.910,105.205,106.261,92.364,100.302
410,93.040,94.698,86.760,111.706,123.157,105.301,96.483,92.281,90.382,90.600,118.515,116.012,105.024,106.120,92.547,98.692
411,92.872,94.168,86.654,110.924,123.843,105.243,96.913,93.195,90.436,90.558,118.105,116.437,105.167,105.021,91.402,98.104
412,91.794,94.623,86.442,110.272,122.044,106.978,96.726,93.372,90.248,90.900,117.255,115.811,104.321,106.040,92.347,97.852
413,91.092,95.178,86.651,110.654,120.246,104.478,96.161,93.233,90.440,90.265,116.057,113.583,103.023,105.271,91.963,96.985
414,90.593,94.392,86.721,109.084,118.299,104.175,95.948,93.291,89.550,89.163,114.413,113.511,103.368,104.303,92.122,96.108
415,90.665,94.530,86.447,108.140,116.686,102.385,95.831,92.802,90.018,88.979,111.727,112.967,102.801,103.247,91.869,96.659
416,90.236,94.234,86.472,107.240,115.426,102.175,95.624,93.495,90.038,89.188,110.355,111.390,102.658,103.811,91.639,95.249
417,90.475,93.807,86.330,107.315,114.424,100.817,95.724,93.059,89.828,89.233,108.902,110.873,101.457,103.098,91.606,95.033
418,90.659,92.915,86.351,106.616,112.945,100.429,94.535,92.829,89.539,89.013,107.477,108.164,101.615,102.856,91.475,94.126
419,89.870,93.894,86.436,105.838,112.424,98.921,95.447,93.599,90.222,88.805,106.193,107.938,100.994,102.061,91.572,93.220
